"","X12.D12.2.neg","X28.D12.3.neg","X52.D12.4.neg","X05.F12.4.neg","X22.F12.1.neg","X38.F12.2.neg","X43.F12.3.neg","X02.C12.2.neg","X18.C12.3.neg","X33.C12.4.neg","X32.X12.2.neg","X41.X12.1.neg"
"Label","Drought","Drought","Drought","Fusarium","Fusarium","Fusarium","Fusarium","Mock","Mock","Mock","Xanthomonas","Xanthomonas"
"M391.065T766.545","-0.06302534","-0.46896367","-0.45175681"," 0.16315633"," 1.14286244"," 0.25944614"," 0.31297020","-0.22606320","-0.40837792","-0.18135934","-0.09731599"," 0.01842715"
"M861.166T878.352","-0.75014872","-0.74448788","-0.54359274"," 0.27413225"," 1.12169449"," 0.75473617"," 0.40942528","-0.54451477","-0.58368972"," 0.03549427"," 0.16735316"," 0.40359821"
"M531.009T876.272"," 0.5349333"," 0.5342482"," 0.5515068"," 0.6663229"," 1.1527719"," 0.7941699"," 0.9634771","-0.4543863","-1.4853766","-0.6619181","-1.3410585","-1.2546906"
"M723.112T851.461"," 0.06082278","-0.60286812","-0.30625711"," 0.49626731"," 1.31256643"," 0.34939120"," 0.70766291","-0.44812996","-0.42612302","-0.28020485","-0.81849061","-0.04463696"
"M409.045T138.763","-0.03858409","-0.24146438","-0.38165787"," 0.66835423"," 1.07206681"," 0.42789411"," 0.27678894","-0.44820483","-0.66304117","-0.32953491","-0.29173317","-0.05088367"
"M395.189T761.387","-0.139610406","-0.092278120","-0.492913229"," 0.367575083"," 1.158054901"," 0.366055306"," 0.451771523","-0.824031839","-0.730369531","-0.294199857"," 0.005680625"," 0.224265541"
"M306.936T1813.234","-0.43998842","-0.10224128","-0.36075175"," 0.45359913"," 0.95451656"," 0.48638128"," 0.17145690","-0.47265041","-0.43681689","-0.57343519","-0.02834055"," 0.34827063"
"M559.728T1193.65","-0.14201651","-0.24039268","-0.86224955"," 0.25947161"," 1.14569690"," 0.55589503"," 0.71599450"," 0.08309613","-0.85342467","-0.32112811"," 0.04891047","-0.38985310"
"M335.137T198.47","-0.030772428","-0.247241961","-0.286639609"," 0.414231137"," 1.145524506"," 0.552926281"," 0.282395721","-0.595077064","-0.838505523","-0.324640898","-0.079958757"," 0.007758596"
"M661.226T856.483","-0.51255972","-0.45578450","-0.23727552"," 0.53966446"," 1.26460393"," 0.39547148"," 0.34398645","-0.09295967","-1.17410575","-0.32215627"," 0.16586173"," 0.08525338"
"M593.709T851.665"," 0.004356843","-1.078378050","-0.348641290"," 0.469210774"," 1.349343742"," 0.336304419"," 0.573073785","-0.001220007","-0.154959217","-0.420278484","-0.725786314","-0.003026200"
"M727.414T1292.189","-0.12146264","-0.06773041","-0.36827036"," 0.18673629"," 1.10772673"," 0.36458533"," 0.35422221","-0.61232972","-0.29069114","-0.35183511"," 0.11249636","-0.31344754"
"M465.141T849.089"," 0.1287339","-0.1905650","-0.7728024"," 0.3160998"," 0.9913457"," 0.1891458"," 0.4972383","-0.3408400","-1.0320945","-0.1751669"," 0.0133368"," 0.3755684"
"M676.835T65.732","-0.2602009","-0.3832828","-0.5067682"," 0.6020398"," 0.1279667"," 1.1819008"," 0.6896841","-0.5779385","-0.5858227","-0.2370301"," 0.1341859","-0.1847342"
"M351.13T801.057","-0.154019716","-0.301791678","-0.367545912"," 0.215607024"," 1.119436687"," 0.476333091"," 0.500893381","-0.457805634","-0.834519100","-0.352317027"," 0.149102254"," 0.006626631"
"M361.323T326.759","-0.06484226"," 0.15615928","-0.58082735"," 0.23113944"," 1.21080960"," 0.74075786"," 0.15032978","-0.47620812","-1.14202953","-0.64527603"," 0.24380625"," 0.17618107"
"M661.142T919.275","-0.1774121"," 0.5557230"," 0.2520915"," 0.3162846"," 1.2463638"," 0.6997197"," 0.0636625","-0.9619904","-1.1995638","-0.5018752","-0.5007008"," 0.2076972"
"M445.135T747.805","-0.57052468","-0.03398403","-0.60552527"," 0.36980395"," 1.13800554"," 0.43902050"," 0.38679091","-0.30654718","-0.64959649","-0.48084278","-0.26388365"," 0.57728319"
"M271.07T418.897"," 1.1687420"," 0.1988503"," 1.0380206","-0.1060705"," 0.9548414"," 0.2601151","-0.4224994","-1.2578998","-0.3577302","-0.9114068","-0.2076113","-0.3573515"
"M409.075T617.585"," 0.54336739","-0.31412787"," 0.67280489","-0.01511825"," 1.08504994"," 0.80354112"," 0.12766874","-0.98800519","-0.77575516","-0.81517716","-0.14313931","-0.18110914"
"M402.187T763.436","-0.34316700","-0.39149271","-0.78325124"," 0.09178235"," 1.00349114"," 0.68474451"," 0.67868964","-0.47341892","-0.81956554","-0.09042301"," 0.11140365"," 0.33120714"
"M426.882T91.046","-0.03432732","-0.01081293","-0.49935905"," 0.31366275"," 0.90784643"," 0.59341049"," 0.12535087","-0.49328519","-0.47928357","-0.36184839"," 0.01860058","-0.07995467"
"M771.811T66.858","-0.6775341","-0.8533167","-0.5656696"," 0.1417211"," 1.3063302"," 0.9562670"," 0.9474927","-0.3192953","-0.5518681"," 0.4492618","-0.9947259"," 0.1613370"
"M545.846T78.22","-0.01582593"," 0.04679425","-0.29229897"," 0.35007530"," 1.03142780"," 0.23711196","-0.12422286","-0.87553400","-0.34384106","-0.35590104"," 0.09521461"," 0.24699994"
"M969.698T320.725"," 0.7247067"," 0.2468568"," 0.3641181"," 0.3175365"," 0.8289671"," 0.1852040"," 0.3314872"," 0.1742480","-1.9586787","-1.9779877"," 0.3747551"," 0.3887869"
"M365.528T823.98"," 0.6815652"," 0.4582139"," 0.3967627"," 0.4543755"," 0.8226982"," 0.9000177"," 0.8281336","-0.9058801","-1.7347070","-0.9568587","-0.4200620","-0.5242588"
"M320.919T92.078"," 0.27992939"," 0.45275201","-0.68089729"," 0.55697726"," 1.16390939"," 0.49648717","-0.01729635","-0.75915718","-0.64507875","-0.62470590","-0.16572695","-0.05719279"
"M937.388T970.431","-0.385473725","-0.003854042","-0.305672657"," 0.415994150"," 1.215582468"," 0.445477447"," 0.460540863","-0.422160984","-0.998583352","-0.323890316"," 0.018962802","-0.116922653"
"M299.07T414.239"," 1.2563903"," 0.5492428"," 0.8077699"," 0.3278999"," 0.6707418"," 0.2897951","-0.5022877","-1.8541201","-0.4401138","-0.6181852"," 0.2955678","-0.7827007"
"M942.309T937.647","-0.094424220","-0.171779014","-0.008037544"," 0.325788628"," 1.275018107"," 0.936502634"," 0.153306648","-0.745952284","-1.374287738","-0.239033679","-0.002323563","-0.054777974"
"M408.906T66.13","-0.12584824","-0.34418419","-0.41796296"," 0.37360967"," 0.40862373"," 0.55785125"," 0.40015411","-0.52082329","-0.05338757","-0.32259786","-0.29362296"," 0.33818832"
"M333.191T983.058","-0.31953851"," 0.03084317","-0.62879011"," 0.45372213"," 0.93569661"," 0.13582629"," 0.14013538","-1.33778618","-0.25247296","-0.21399463"," 0.60317239"," 0.45318642"
"M365.136T768.138"," 0.2655271"," 0.1165964"," 0.5818058"," 0.4850582"," 0.7783101"," 0.7681294"," 0.3140280","-0.9884472","-0.6868498","-0.6178605","-0.4615457","-0.5547518"
"M771.203T760.252","-0.990830070","-0.002466519","-0.564266001"," 0.484107627"," 1.205994223"," 0.457515708"," 0.285638560","-0.270040001","-0.411945990","-0.225378546","-0.312643153"," 0.344314162"
"M461.152T871.999","-0.17463812","-0.63893913","-0.11688886"," 0.52998394"," 0.91221990"," 0.83861129"," 0.22350968","-0.52852257","-0.69248366","-0.34762985"," 0.08455007","-0.08977268"
"M481.183T807.444","-0.35209485"," 0.02046686","-0.38285022"," 0.20317801"," 1.19269294"," 0.73495616"," 0.38478551","-0.64916688","-1.00824693","-0.18898230","-0.11817573"," 0.16343740"
"M405.177T839.252"," 0.29763769","-0.16236322"," 0.34344341"," 0.04846356"," 0.93946682"," 0.52039232"," 0.23512651","-0.93285156","-0.64044672","-0.43863343","-0.12529154","-0.08494384"
"M1204.491T868.846","-0.01843795","-0.51069682","-0.12985775"," 0.28902150"," 0.56522591","-0.06629071"," 0.48545820","-0.68890727","-0.70832643","-0.06936106"," 0.48081927"," 0.37135312"
"M333.041T419.397"," 1.1386763"," 0.3118862"," 1.0795844","-0.3304544"," 0.8587395"," 0.3310875","-0.5427197","-1.2240573","-0.5845732","-0.9750640"," 0.1713284","-0.2344337"
"M726.284T1051.577"," 0.8781485"," 0.4038171"," 0.7502554"," 0.3790630","-0.2928934"," 0.5890389","-0.9611781","-1.3062314","-0.4690331","-1.3297739"," 0.7764389"," 0.5823480"
"M367.103T818.837","-0.1955038","-0.3872806","-0.7905006"," 0.4690024"," 1.1559551"," 0.3795069"," 0.3626048","-0.2899866","-0.8736883","-0.6381270"," 0.3501365"," 0.4578812"
"M643.847T66.912","-0.3192315","-0.5676027","-0.5644237"," 0.2502349"," 0.7129656"," 1.0303260"," 0.7313231","-0.3068921","-0.4313252","-0.2343697","-0.6808187"," 0.3798141"
"M601.172T845.875","-0.1742450","-0.2271062","-0.4238965"," 0.1750726"," 1.1755057"," 0.4682369"," 0.5159265","-0.6821495","-0.5921014","-0.2002479","-0.1792352"," 0.1442401"
"M610.849T834.902"," 0.1529525","-0.3697847","-0.6438006"," 0.7403365"," 0.9055472"," 0.4566286"," 0.5391155","-0.1694467","-1.5508899","-0.1266514","-0.3466221"," 0.4126151"
"M310.974T92.682"," 0.06281043","-0.32187179","-0.60738610"," 0.45672803"," 1.39697053"," 0.69121153"," 0.15597575","-0.53638289","-0.57667077","-0.48190542","-0.40233857"," 0.16285928"
"M776.814T66.22","-0.6058632","-0.7306056","-0.5523530"," 0.6014434"," 0.6336824"," 0.8812211"," 0.4867063","-0.5137531","-0.5122688","-0.1403366"," 0.1597027"," 0.2924245"
"M806.159T933.966","-0.05798298","-0.37745158","-0.42423610"," 0.13795466"," 1.34406084"," 0.95841697"," 0.26483428","-0.44694895","-1.09865043","-0.15132474","-0.07604551","-0.07262648"
"M407.9T66.13","-0.01626619","-0.37726543"," 0.45514211"," 0.16191400"," 0.41303020"," 0.66106884"," 0.39549028","-0.48591995","-0.64089846","-0.16022587","-0.55305407"," 0.14698455"
"M806.921T938.616"," 0.1034554","-0.1981423"," 0.1110636"," 0.4520108"," 1.0057165"," 0.7953344"," 0.3296689","-0.3968313","-1.3123446","-0.6367937"," 0.1241694","-0.3773072"
"M754.827T67.274","-1.12123247","-1.15117326","-0.48726959","-0.12414602"," 0.90607113"," 0.70472680"," 0.81057915","-0.06286266","-0.42026214"," 0.18409512","-0.21387702"," 0.97535096"
"M287.076T110.312","-0.17636420","-0.11718784","-0.23791279"," 0.48076508"," 1.14423722"," 0.43836099"," 0.05074125","-0.58508991","-0.51402379","-0.25820291","-0.23279466"," 0.00747156"
"M871.351T913.248","-0.15020030","-0.01013284"," 0.43755669"," 0.40571254"," 0.98885617"," 0.57499038"," 0.03489800","-0.57578993","-0.94927184","-0.64841094","-0.08859200","-0.01961594"
"M807.113T936.925","-0.3589344","-0.3900721"," 0.2709090"," 0.4355183"," 1.3199518"," 0.8620921"," 0.1809629","-0.5951677","-0.5995342","-0.5066331","-0.4290873","-0.1900054"
"M203.204T105.674","-0.13271794","-0.13627181","-0.46377136"," 0.37082662"," 1.07420003"," 0.73165152","-0.21051485","-0.67785939","-0.37124641","-0.44871544"," 0.22849964"," 0.03591939"
"M505.3T1291.082"," 0.156531919"," 0.262931850","-0.009056956"," 0.152950704"," 1.135897548"," 0.096139163"," 0.130221573","-0.916677374","-0.323246704","-0.510724274"," 0.008848738","-0.183816187"
"M204.975T113.721","-0.0234543","-0.2961032","-0.2377344"," 0.3281035"," 1.2732367"," 0.3118442"," 0.3518202","-0.3656328","-0.4972372","-0.1765457","-0.3760502","-0.2922468"
"M613.854T887.38"," 0.04706496"," 0.20499642","-0.50948649"," 0.17690034"," 1.15591052"," 0.26064277"," 0.36983005","-0.60547469","-0.23112569","-0.50522244","-0.18923392","-0.17480182"
"M333.06T88.804"," 0.30462683","-0.03975386","-0.47254632"," 0.54689985"," 1.30596153"," 0.19887328"," 0.73747578","-0.28877850","-0.75027871","-0.73270146","-0.54952285","-0.26025558"
"M1197.439T886.215","-0.18173278","-0.25095741"," 0.04382272"," 0.39309704"," 0.86882133"," 0.79898038"," 0.43714524","-0.81862055","-1.09743654","-0.37825195"," 0.01532061"," 0.16981192"
"M413.192T1370.63","-0.06548303"," 0.22042061","-0.65960239"," 0.17206174"," 0.88295658"," 0.36369695"," 0.22609056","-0.46211617","-0.36824124","-0.47595122"," 0.13732830"," 0.02883932"
"M572.874T67.143","-0.33962163","-0.49459656","-0.64378739"," 0.13957815"," 0.67471752"," 1.14095994"," 0.60729366","-0.09798036","-0.49322103","-0.01848996","-0.85398590"," 0.37913356"
"M555.158T835.854"," 0.1832890"," 0.3811463","-0.5485282"," 0.3175405"," 1.1347553"," 0.3643122"," 0.2154494","-0.2314701","-1.2332584","-0.5958921"," 0.1473465","-0.1346903"
"M267.196T1364.412","-0.08229452","-0.05611019","-0.93386836"," 0.05512542"," 0.83131346"," 0.53816292"," 0.45985831","-0.71123843","-0.16706909","-0.09138529"," 0.14330952"," 0.01419627"
"M674.842T67.64","-0.1352696","-0.1734752","-0.6160103"," 0.4680247"," 0.7991937"," 0.7290642"," 0.5634085","-0.4548073","-0.4555853","-0.2806860","-0.5037562"," 0.0598987"
"M593.934T851.064"," 0.24144195","-0.43077412","-0.09828925"," 0.61246034"," 1.24400788"," 0.47011793"," 0.56572071","-0.36326074","-1.16060320","-0.21019450","-0.94250208"," 0.07187507"
"M310.969T105.491","-0.3295888","-0.8185292","-0.2470896"," 0.1674661"," 1.2579520"," 0.5786218"," 0.2288311","-0.2799938","-0.5445554","-0.4419169"," 0.0505248"," 0.3782779"
"M872.81T67.519","-0.51609979","-0.84392314","-0.82097772"," 0.20552127"," 1.23617230"," 1.36445545"," 1.07103567","-0.33991305","-0.66580622"," 0.05797042","-1.10042800"," 0.35199281"
"M429.365T315.31"," 0.1621007","-0.3366672","-0.5722863"," 0.6439035"," 0.8050950"," 0.2617555"," 0.1443926","-0.3498177","-0.2733716","-0.4975399","-0.3031680"," 0.3156034"
"M471.046T618.546"," 0.59880557","-0.09106490"," 0.61983837","-0.04319329"," 1.07560686"," 0.91008015"," 0.20986007","-1.72342980","-0.81778260","-0.76742816","-0.04484575"," 0.07355347"
"M1043.424T909.662","-0.088826497"," 0.104326828"," 0.009303154"," 0.211984428"," 0.887605584"," 0.521615061","-0.149050633","-0.445064450","-1.220903760","-0.350587611"," 0.026612731"," 0.492985166"
"M401.144T790.222","-0.12057764","-0.25491949","-0.28347178"," 0.50300784"," 1.27124781"," 0.55912836"," 0.09391493","-0.53498716","-0.77195452","-0.36268485"," 0.15923062","-0.25793413"
"M712.22T783.012"," 0.37789745","-0.34195235","-0.14492615","-0.31186396"," 0.95841083"," 0.88534939"," 0.59960459","-0.98301332","-0.72676627","-0.67551557","-0.01845154"," 0.38122691"
"M469.036T876.272"," 0.4382290"," 0.4377615"," 0.5274427"," 0.6457941"," 1.1134449"," 0.8701147"," 0.7851819","-0.7743984","-1.0089360","-1.9097495","-1.0105169","-0.1143680"
"M884.8T66.979","-0.6494345","-1.5901674","-0.3150693"," 0.6260633"," 0.8098498"," 1.2918259"," 0.6471638","-0.2488633","-0.3901923"," 0.1402017","-0.7084970"," 0.3871193"
"M333.926T91.902"," 0.01701169"," 0.05085321","-0.92941157"," 0.31510506"," 1.17365225"," 0.49688578"," 0.05716300","-0.74551825","-0.46049418","-0.39381319"," 0.05157621"," 0.36699000"
"M473.173T881.847","-0.12122755","-0.17427224","-0.07942205"," 0.41645265"," 1.13543862"," 0.65789022"," 0.35999647","-0.53393934","-0.87911861","-0.42051935","-0.19665188","-0.16462693"
"M621.037T758.225","-0.1807215","-0.3813197","-0.1674805"," 0.4952843"," 1.0066755"," 0.6174978"," 0.4191780","-0.7507776","-0.5159083","-0.6198404","-0.1053988"," 0.1828112"
"M611.147T106.977"," 0.44657804"," 0.12432387","-0.26737158"," 0.10100169"," 1.05218438"," 0.46978270","-0.12502735","-0.67764008","-0.71031482","-0.43124307"," 0.05182560","-0.03409937"
"M461.037T823.98"," 0.05900086"," 0.02723967"," 0.10267071"," 0.11690885"," 1.14736875"," 0.80471382"," 0.43314221","-0.57644813","-1.59630916","-0.30629514","-0.17867257","-0.03331988"
"M870.702T1303.064"," 0.09384158"," 0.03378220","-0.53402006"," 0.69286813"," 0.83885012"," 0.41734762","-0.20539843","-0.45048488","-0.51824358","-0.51630066","-0.17845471"," 0.32621268"
"M567.171T792.05"," 0.005930618","-0.195833369","-0.568833214"," 0.206897316"," 1.035246157"," 0.208580277"," 0.686216307","-0.459970777","-0.725112217","-0.377900223"," 0.067057332"," 0.117721792"
"M476.876T67.016","-0.232888759","-0.148769108","-0.390214929"," 0.564812431"," 0.808836512"," 0.424346142","-0.009574179","-0.488807123","-0.654368956","-0.278590333","-0.232170988"," 0.637389292"
"M431.759T791.911","-0.39812640","-0.68532216","-0.49156048","-0.08040455"," 1.00975009"," 0.46046889"," 0.85730208","-0.21523844","-0.82823937","-0.24635072"," 0.07969847"," 0.53802259"
"M609.054T106.871","-0.17924813","-0.41224068","-0.19096372"," 0.41639991"," 1.14963658"," 0.42923492"," 0.11464253","-0.71212221","-0.50352761","-0.49548104","-0.04270942"," 0.42637887"
"M657.266T958.998","-0.148919989","-0.104695065","-0.152945696","-0.135180421"," 0.913206357"," 0.633416288"," 0.233543416","-0.536172538","-0.596350640","-0.580441935"," 0.466804057"," 0.007736166"
"M508.215T930.69","-0.41749883"," 0.09354381"," 0.01882885"," 0.34100270"," 0.58279577"," 0.40725593"," 0.23784776","-0.69811962","-0.99311003","-0.40609937"," 0.32936622"," 0.50418680"
"M915.823T68.606","-0.72474875","-0.80466070","-1.42344518"," 0.50448238"," 0.71317466"," 0.99035581"," 1.10764411"," 0.12326001","-0.21446217","-0.08972408","-0.57774628"," 0.39587019"
"M772.809T66.771","-0.6742412","-0.8453002","-0.4681452"," 0.1458108"," 1.1080378"," 1.0716122"," 1.2260431","-0.1894903","-0.5255425"," 0.0797641","-1.2257378"," 0.2971892"
"M1130.433T884.599","-0.12283493","-0.12478640","-0.11091320"," 0.31449026"," 0.93597543"," 0.76345894"," 0.35111705","-0.80727786","-0.97023150","-0.39852639","-0.03477549"," 0.20430407"
"M619.26T816.529","-0.16138523","-0.26049018","-0.45777580"," 0.50111691"," 0.96111626","-0.11197274"," 0.60223469","-0.39263191","-0.64211767","-0.47402681","-0.09303318"," 0.52896566"
"M292.991T104.104","-0.10955279","-0.06276484","-0.54937157"," 0.29894323"," 1.16974328","-0.07940742"," 0.95012289","-0.78053691","-0.38817128","-0.30230653","-0.06518477","-0.08151330"
"M911.268T936.747","-0.349520863","-0.107906512"," 0.029355963"," 0.601913807"," 1.324275123"," 0.664018331","-0.128602978","-0.510803447","-1.213030812","-0.237732369"," 0.001443589","-0.073409832"
"M645.848T67.545","-0.15751146","-0.29385541","-0.69830618"," 0.41426850"," 0.24336001"," 0.93941312"," 0.56124828","-0.04291867","-0.62880742","-0.33960701","-0.14939822"," 0.15211447"
"M806.073T940.272","-0.0431246","-0.5640041","-0.1556041"," 0.3495689"," 1.2153262"," 0.9065572"," 0.2994838","-0.2552562","-1.0299956","-0.3195867","-0.1547529","-0.2486120"
"M522.878T65.745","-0.07531585","-0.15150347","-0.45968554","-0.02504739"," 0.93610999"," 0.84756737"," 0.34251948","-0.51063963","-0.50125525","-0.22879949","-0.33934265"," 0.16539244"
"M255.115T921.266","-0.1024558"," 0.4758582","-0.7740271"," 0.4873173"," 0.6047403"," 0.5867242"," 0.3021253","-0.3609389","-0.9788604","-0.3065725"," 0.2773907","-0.2113013"
"M1093.54T895.081","-0.57563230","-0.44840518","-0.28038805"," 0.47286628"," 1.46611566"," 0.53947012"," 0.29243865","-0.31788983","-0.02803353","-0.11175985","-0.65600903","-0.35277294"
"M617.247T870.852","-0.24438850","-0.21874186","-0.25802538"," 0.38543483"," 1.13846777"," 0.47730964"," 0.41751225","-0.45540905","-0.78909609","-0.73182296","-0.03915014"," 0.31790949"
"M655.189T778.866","-0.33299694","-0.63837357","-0.06271926"," 0.60706319"," 1.29932025"," 0.29879332"," 0.55505444","-0.17735163","-0.10138854","-0.20798835","-1.29986889"," 0.06045599"
"M626.212T761.224","-0.25285161","-0.70640437","-0.26681521"," 0.20056019"," 1.06214175"," 0.59915641"," 0.33277688","-0.69957883","-0.58576466","-0.07009046"," 0.18619021"," 0.20067969"
"M569.91T66.858","-0.38224275","-0.38458545","-0.48512654"," 0.12355458"," 0.83178123"," 1.04352628"," 1.17728739","-0.24914711","-0.40876684","-0.09899789","-1.42318330"," 0.25590041"
"M329.088T425.59"," 0.01024879","-0.59198970","-0.29753012"," 0.40483056"," 0.80785140"," 0.44858386"," 0.51022234","-0.46756892","-0.73278430","-0.24926096","-0.01390832"," 0.17130539"
"M495.025T292.616","-0.1166026","-0.1923483","-0.2539821"," 0.2430325"," 0.9528131"," 0.4810519"," 0.3602281","-0.8974070","-1.0458478","-0.1358334"," 0.2460538"," 0.3588418"
"M547.234T852.079","-0.24678468","-0.27689580","-0.36350942"," 0.20821694"," 0.96907303"," 0.50857705"," 0.46091497","-0.69655328","-1.07145597","-0.14566962"," 0.06531448"," 0.58877229"
"M494.233T920.795"," 0.04365138","-0.18314709","-0.66160715"," 0.21667963"," 1.19876139"," 0.49635949"," 0.70329230","-0.59001263","-0.52838970"," 0.13076079","-0.31673333","-0.50961509"
"M274.971T109.977","-0.35297393","-0.23790182","-0.66569837"," 0.21993781"," 1.37460013"," 0.48035796"," 0.21133503","-0.40476064","-0.46324547","-0.48354903","-0.09908018"," 0.42097850"
"M626.185T785.506","-0.06760692","-0.41228301","-0.74998595"," 0.61004415"," 1.01885829"," 0.40913655"," 0.24377427","-0.59818594","-0.32101760","-0.31377954","-0.44180107"," 0.62284677"
"M491.126T414.484"," 0.59782061"," 0.02541646"," 0.46939889"," 0.29687857"," 0.65387672"," 0.80763613","-0.10296618","-0.53063369","-1.15459804","-0.31755442","-0.56834896","-0.17692609"
