"","X12.D12.2.neg","X28.D12.3.neg","X52.D12.4.neg","X05.F12.4.neg","X22.F12.1.neg","X38.F12.2.neg","X43.F12.3.neg","X02.C12.2.neg","X18.C12.3.neg","X33.C12.4.neg","X32.X12.2.neg","X41.X12.1.neg"
"Label","Drought","Drought","Drought","Fusarium","Fusarium","Fusarium","Fusarium","Mock","Mock","Mock","Xanthomonas","Xanthomonas"
"M549.147T750.744","-0.2692060"," 0.1477079","-0.2680417"," 0.2626054"," 1.1977136"," 0.4218734"," 0.4767353","-0.5986021","-0.5636455","-0.6016704","-0.3250228"," 0.1195529"
"M553.051T758.396","-0.08451212","-0.84213130","-0.15086828"," 0.34337610"," 1.14704014"," 0.45246320"," 0.33899977","-0.51047690","-0.51500376","-0.08855827","-0.12417235"," 0.03384378"
"M263.13T940.795"," 0.547921000"," 1.106419591"," 0.626447225","-0.102436627"," 0.495088959","-0.083978178","-0.002900424","-1.055106446","-1.020578097","-0.311654981","-0.081506964","-0.117715060"
"M445.207T780.093","-0.0301850","-0.1085939","-0.4605537"," 0.3208650"," 1.1777048"," 0.4930230"," 0.3833249","-0.4563086","-0.6418358","-0.7182432","-0.1093366"," 0.1501391"
"M631.863T318.629"," 0.186143154","-0.308590525","-0.665781221"," 0.613130203"," 0.846346973"," 0.449393290"," 0.201899282","-0.356309746","-0.641964765","-0.504502305"," 0.001984115"," 0.178251544"
"M843.287T936.679","-0.134874483","-0.230103090","-0.166434543"," 0.511980151"," 1.161489766"," 0.614578594"," 0.440170947","-0.545905117","-1.281740279","-0.375051228"," 0.001682627"," 0.004206656"
"M483.129T913.248","-0.58838193"," 0.12860863","-0.61479951"," 0.79272427"," 1.26093360"," 0.96793059"," 0.26872094","-0.95628262","-1.01277591"," 0.01008295","-0.28793970"," 0.03117867"
"M1008.375T923.099","-0.10713819","-0.22436490","-0.16371485"," 0.35175150"," 1.21203966"," 0.61886324"," 0.28735820","-0.43310837","-1.40154911","-0.23801634"," 0.05116369"," 0.04671548"
"M357.49T758.525","-0.34629423","-0.51228313","-0.91417694"," 0.53956817"," 0.77500490"," 0.82946837"," 0.13163689","-0.05107331","-0.63999147"," 0.17155150","-0.28734913"," 0.30393838"
"M447.094T753.734","-0.28833408","-0.48185842","-0.17097389"," 0.68793830"," 1.57682080"," 0.34310764"," 0.10865200","-0.47608278","-0.03541182","-0.45356758","-0.68233698","-0.12795318"
"M433.777T806.208","-0.26397156","-0.06525247","-0.54950775"," 0.46894579"," 1.01703748"," 0.58198873"," 0.46381373","-0.30731457","-0.94272307","-0.59553137","-0.18429956"," 0.37681463"
"M1045.593T1289.364","-0.3840864","-0.2145387","-0.5100388"," 0.4791555"," 1.0029906"," 0.5509969"," 0.2431364","-0.5095680","-0.7876734","-0.2776312"," 0.1349942"," 0.2722632"
"M501.195T803.697","-0.3822547","-0.0423523","-0.2708781"," 0.4250632"," 0.6868041"," 0.5080586"," 0.4695356","-0.4699264","-1.3155436","-0.2465028"," 0.2098872"," 0.4281092"
"M630.654T314.128"," 0.1798318","-0.3738907","-0.5054687"," 0.4065051"," 0.7931465"," 0.3850003"," 0.3100064","-0.5805303","-0.7383479","-0.2535905"," 0.1634983"," 0.2138396"
"M625.178T776.712","-0.36493057","-0.90740746","-0.12642000"," 0.37905711"," 1.27250039"," 0.28510414"," 0.81372801","-0.35783258"," 0.09706854","-0.24104490","-0.74716300","-0.10265969"
"M399.065T319.722","-0.2286604"," 0.1729869","-0.4929598"," 0.1025023"," 1.0587434"," 0.6603806"," 0.3480565","-0.5202652","-0.2036349","-1.4317180"," 0.2475855"," 0.2869831"
"M1224.522T894.229","-0.2799539","-0.2088673","-0.6654802"," 0.5472616"," 1.1976068"," 0.7522766"," 0.3123130","-0.3597209","-0.2439090","-0.3233022","-0.6080496","-0.1201748"
"M315.108T761.986","-0.6672508636","-0.3303868737","-0.8144138139"," 0.2478343180"," 1.1815088766"," 0.7464420871"," 0.3719984432","-0.5585268840","-0.6939935006"," 0.1405630909","-0.0007816699"," 0.3770067900"
"M471.152T726.342","-0.28079276","-0.14701042","-0.40095963"," 0.51823498"," 1.31063837"," 0.36960806"," 0.22287481","-0.48075680","-0.49201375","-0.86633190","-0.05952516"," 0.30603419"
"M814.836T68.186","-0.73577340","-0.55116777","-0.91965207"," 0.18450127"," 1.56677053"," 0.94889079"," 0.93956737"," 0.27463928","-0.86677764","-0.05899541","-0.89466369"," 0.11266075"
"M679.277T1051.577"," 0.4332511"," 0.1167505"," 0.7807547"," 0.5080976"," 0.4853040"," 0.3697313"," 0.2828644","-2.0139490","-1.1458778","-0.2845898"," 0.3280170"," 0.1396459"
"M568.907T66.858","-0.3750079","-0.6050257","-0.4226472"," 0.7183729"," 0.8278586"," 0.4927387"," 0.6247007","-0.1792533","-0.3655102","-0.6478208","-0.7933202"," 0.7249145"
"M585.878T68.251","-0.3178911","-0.6034267","-0.5770995"," 0.5252334"," 0.9731270"," 0.7010375"," 0.5823037","-0.1334954","-0.7865169","-0.1617437","-0.6624859"," 0.4609579"
"M377.162T1630.7","-0.20917005","-0.03175179","-0.55015383"," 0.38668494"," 1.29789154"," 0.57682419"," 0.15069551","-0.60278698","-0.32843583","-0.22345822","-0.10405000","-0.36228948"
"M272.073T418.674"," 1.30997298"," 0.53052326"," 1.11026128","-0.25022900"," 0.62217729"," 0.37367273","-1.09983349","-1.40674514","-0.34275038","-1.42766289"," 0.67345044","-0.09283709"
"M369.569T765.536","-0.7630019976","-1.3060603941","-0.2233704027"," 0.4908420118"," 1.0808340918"," 0.5738037858"," 0.2856502041","-0.0958483221"," 0.0022883708","-0.0746344964"," 0.0299227929","-0.0004256443"
"M427.038T293.27","-0.007377553","-0.414750070","-0.258358574"," 0.094426959"," 1.005129890"," 0.391530631"," 0.368356718","-0.844787881","-0.936038307","-0.145083136"," 0.229377229"," 0.517574094"
"M383.058T256.181","-0.40454040","-0.29675059","-0.16021673"," 0.34305270"," 1.55520065"," 0.60267221"," 0.48967908","-0.56355036","-0.73784055","-0.19098138","-0.71972563"," 0.08300101"
"M513.129T730.532","-0.1599026","-0.6779604","-0.2037594"," 0.5319521"," 0.6654946"," 0.7346184"," 0.4735289","-0.3510584","-0.2075120","-0.1545089","-0.7513167"," 0.1004244"
"M684.191T618.708"," 0.8636475779"," 0.4204694663"," 1.5166769962"," 0.1454689901","-0.1274211088"," 0.8557621004","-0.7651366912","-1.0939450184","-1.0955690315","-1.1163455223"," 0.0001035306"," 0.3962887107"
"M1144.448T942.538"," 0.1028629","-0.3844111","-0.3907842"," 0.5048661"," 1.0315834"," 0.8287486"," 0.1133489","-0.5066286","-1.3831449","-0.3020000"," 0.1533486"," 0.2322104"
"M613.774T885.363","-0.26512746"," 0.22386187","-0.65621251"," 0.36503775"," 1.24543911"," 0.36300446"," 0.29905358","-0.52985321","-0.40765967","-0.29083924","-0.31176461","-0.03494009"
"M1176.528T983.06"," 0.17136249","-0.20811978","-0.10739375"," 0.68977568"," 0.77980995"," 0.70824780"," 0.34251568","-0.73332861","-1.87607841","-0.18859152"," 0.08500453"," 0.33679595"
"M951.397T1014.118"," 0.323925856"," 0.306464525"," 0.028126369"," 0.489688403"," 0.873576120"," 0.526260121"," 0.147542023","-0.755670971","-1.761916756","-0.349893284"," 0.173184983","-0.001287388"
"M998.841T1404.514"," 0.04651911","-0.03404094","-0.46685716"," 0.43419657"," 1.11926504"," 0.31088758"," 0.16113897","-0.66127993","-0.29015579","-0.70540787","-0.02300617"," 0.10874058"
"M593.545T851.652","-0.04180683","-0.61846799","-0.27498366"," 0.74640580"," 1.10766130"," 0.39872557"," 0.43435742","-0.25938442","-0.47485904","-0.09531313","-0.95781096"," 0.03547593"
"M425.103T1191.927","-0.39028108","-0.09818020","-0.43088574"," 0.42758441"," 1.29965296"," 0.54567030"," 0.33010284","-0.38455646","-0.43838528","-0.64304449","-0.08836551","-0.12931175"
"M389.182T799.355","-0.4757660","-0.3474801","-0.3896367"," 0.2880167"," 1.3595435"," 0.1265995"," 0.7036638","-0.2450897","-0.2009854","-0.3397291","-0.2858990","-0.1932377"
"M260.048T118.657"," 0.52677338"," 0.42103404","-0.09072902"," 0.01592243"," 1.22747918"," 0.44965726"," 0.08661221","-1.06122015","-0.27631378","-0.74504028","-0.06236629","-0.49180899"
"M924.351T839.79","-0.27676120","-0.16846515","-0.09589468"," 0.35240823"," 1.27246710"," 0.74291864"," 0.11981108","-0.67690846","-1.21367447","-0.20002868"," 0.18677860","-0.04265102"
"M395.048T106.9"," 0.02306486","-0.30219281","-0.44990814"," 0.44689316"," 1.27609311"," 0.57375980","-0.01692007","-0.64272253","-0.55541379","-0.37977962"," 0.01720760"," 0.00991844"
"M517.897T66.885","-0.58376058","-0.79567535","-0.49840408"," 0.21979838"," 1.33698243"," 1.07374956"," 1.07397741","-0.20606045","-0.67019747"," 0.08761743","-1.34164577"," 0.30361848"
"M657.169T756.884","-0.388077147","-1.012987508","-0.022119370"," 0.560375007"," 1.495839533"," 0.307441818"," 0.502427625","-0.399447114"," 0.005948237","-0.168956306","-0.904809541"," 0.024364766"
"M353.082T316.368"," 0.02419083","-0.37207004","-0.46178371"," 0.37457822"," 1.15451207"," 0.60936924"," 0.06539376","-0.41481483","-0.45959876","-0.28452883","-0.48815251"," 0.25290455"
"M313.093T320.692","-0.1036896","-0.1566326","-0.4306137"," 0.3158102"," 1.0233021"," 0.5341516"," 0.2213387","-0.6322646","-0.4783244","-0.4054454","-0.1209217"," 0.2332894"
"M852.339T915.443","-0.02540184","-0.06771471","-0.08201027"," 0.41780471"," 0.92563481"," 0.78561118"," 0.27112212","-0.73909993","-0.97174701","-0.54511958"," 0.09862797","-0.06770746"
"M475.187T823.258","-0.21351994"," 0.02913611","-0.30479283"," 0.83503203"," 1.16028821"," 0.30787953"," 0.45925922","-0.67027172","-1.17289928","-0.27810288","-0.22776543"," 0.07575697"
"M220.134T731.802"," 0.8095391"," 0.8207644","-0.3044027"," 0.1350439"," 0.1082773"," 0.2172035"," 0.3042647","-0.4428705"," 0.4385243","-0.2346550","-0.6264693","-1.2252198"
"M998.861T1404.179"," 0.08139086","-0.03185399","-0.55351808"," 0.53137752"," 1.14533720"," 0.24757455"," 0.25076936","-0.61736836","-0.22796317","-0.75762320","-0.04730692","-0.02081577"
"M698.26T899.18"," 0.10856741","-0.53265312"," 0.15273352"," 0.25673669"," 1.07919443"," 0.96519371"," 0.38614086","-0.56864073","-1.30183119","-0.26574666","-0.21283793","-0.06685698"
"M474.881T66.41","-0.7605213","-0.1394257","-0.2481973"," 0.4072572"," 0.6199473"," 0.5335626"," 0.2835640","-0.2402245","-0.7572225","-0.1544134","-0.2766511"," 0.7323246"
"M721.31T972.44"," 0.1541206"," 0.4801059"," 0.7666848"," 0.1735290"," 0.7176381"," 0.3808500","-0.3316894","-0.7608316","-1.2374412","-0.5638018"," 0.1037981"," 0.1170375"
"M621.052T106.9","-0.12615581","-0.36898706","-0.50443573"," 0.30981821"," 1.08830179"," 0.43675320"," 0.32257965","-0.60279273","-0.51019379","-0.47085304","-0.04433705"," 0.47030237"
"M289.026T88.643","-0.56516924","-1.24084472","-0.19296042"," 0.29415724"," 1.32176650"," 0.21669167"," 0.78226997","-0.03687495","-0.25438951","-0.35321601","-0.23195608"," 0.26052555"
"M544.284T936.329"," 0.380608167"," 0.003382891","-0.333132880"," 0.131446243"," 0.701714549"," 0.459963658"," 0.283983367","-0.512922661","-0.481816740","-0.809014724"," 0.165957197"," 0.009830932"
"M379.101T757.973","-0.64160340","-0.30911850","-0.02794371"," 0.46767687"," 0.89828957"," 0.60435810"," 0.28796481","-0.47917691","-0.56016470","-0.09609052","-0.19115052"," 0.04695890"
"M494.168T786.301","-0.28645489"," 0.21126187","-0.43864250"," 0.56011609"," 0.77162853"," 0.76993374"," 0.12160784","-0.50268801","-1.48257222","-0.02952574"," 0.27099187"," 0.03434342"
"M911.26T1004.032","-0.26142657","-0.30470790","-0.15720109"," 0.48968417"," 1.27363504"," 0.66628055"," 0.42917972","-0.46251049","-1.47573297","-0.12694920"," 0.06544402","-0.13569527"
"M1106.454T890.453","-0.38509850"," 0.07428362","-0.25998934"," 0.29973406"," 1.04220187"," 0.64850777"," 0.37735239","-0.68022996","-0.87088088","-0.35160152"," 0.03579023"," 0.06993026"
"M269.05T89.726"," 0.370021616"," 0.358636580","-0.337665296"," 0.425533760"," 0.916246311"," 0.166821031","-0.005297894","-0.797393624","-0.415715523","-1.099180563"," 0.335597726"," 0.082395876"
"M289.084T863.831","-0.1227548","-0.2205420","-0.1384296"," 0.3726875"," 1.2845038"," 0.3307141"," 0.2981469","-0.5390965","-0.8200364","-0.1506121","-0.2694545","-0.0251266"
"M473.196T813.174","-0.05920260","-0.05490085","-0.24821499"," 0.37209058"," 0.95952027"," 0.44791005"," 0.14901337","-1.09025332","-0.74156468","-0.23983439"," 0.02152612"," 0.48391043"
"M559.066T758.189","-0.24853981","-0.26293278","-0.24327224"," 0.17650654"," 1.22128972"," 0.72142452"," 0.22707057","-0.75881750","-0.51388138","-0.22188260","-0.15766439"," 0.06069934"
"M449.004T832.738"," 0.6432293"," 0.4947205"," 0.5940286"," 0.4961412"," 0.6907511"," 1.0258193"," 0.7569973","-0.5401796","-1.7162124","-1.0059994","-1.5695844"," 0.1302885"
"M336.86T96.244","-0.2395355","-0.1194985","-0.5148572"," 0.4103539"," 0.6956013"," 0.6200278"," 0.7132323","-1.0085099","-0.3579602"," 0.1115269","-0.5999538"," 0.2895730"
"M343.102T681.368"," 0.1185503","-0.3739831","-0.4373512"," 0.1031720"," 0.2442025"," 0.5941971"," 0.4215719","-0.5733269","-0.7493453","-0.1602284"," 0.4227688"," 0.3897723"
"M497.261T974.778","-0.22477611"," 0.17573734","-0.60472069"," 0.31425222"," 1.17933855"," 0.49108880"," 0.05902679","-0.58855444","-0.82900088","-0.25009517"," 0.30397682","-0.02627323"
"M661.253T876.035","-0.1490593","-0.5413538","-0.3571506"," 0.4501139"," 1.1770369"," 0.2251338"," 0.2125049","-0.5161017","-0.7482767","-0.2242134"," 0.1422940"," 0.3290719"
"M765.729T983.05","-0.005604694","-0.112800816"," 0.029457232"," 0.461807220"," 1.269441639"," 0.410788803"," 0.308430711","-0.754474875","-0.067393359","-0.834678091","-0.264822629","-0.440151140"
"M941.317T938.576","-0.46822581","-0.13068388","-0.03578705"," 0.47463723"," 1.33486207"," 0.92474808"," 0.14295687","-0.53599297","-1.03948454","-0.35076205","-0.14950507","-0.16676289"
"M1193.041T904.79"," 0.05296361","-0.83940521","-0.41546405"," 0.14376930"," 0.91747412"," 0.49590368"," 0.84209924"," 0.13837287"," 0.01695585"," 0.50169628","-1.27206520","-0.58230049"
"M581.283T805.632","-0.18288247","-0.23010585","-0.38494314"," 0.40765641"," 0.94243456"," 0.80331354"," 0.06575566","-0.61655587","-0.90010222","-0.19564934","-0.05898495"," 0.35006366"
"M611.22T783.374","-0.08910627","-0.59223744","-0.74530417"," 0.79573821"," 1.14476012","-0.06287158"," 0.59920657","-0.47085291","-0.24069307","-0.20230097","-0.42958955"," 0.29325106"
"M564.929T1201.416"," 0.05852406"," 0.47968413"," 0.23784939"," 0.15936750"," 0.74232661"," 0.49945186"," 0.23010147","-0.52463573","-0.40992251","-0.58720147","-0.35377062","-0.53177470"
"M728.88T67.591","-0.64427107","-0.51058956","-1.14230323"," 0.44121648"," 0.90158256"," 1.04863280"," 1.05159175","-0.14463386","-0.66079165"," 0.02264556","-0.75900173"," 0.39592195"
"M824.816T67.434","-0.6128518","-0.7747146","-0.6037272"," 0.2187048"," 0.9677914"," 0.9390457"," 1.0750866"," 0.3073071","-0.6616394","-0.2130669","-0.8878156"," 0.2458799"
"M938.802T67.374","-0.520548134","-1.003523184","-0.696249160","-0.078952668"," 1.209494961"," 1.011471712"," 1.319714096"," 0.341319630","-0.562888450"," 0.005229381","-1.239724243"," 0.214656061"
"M440.855T1728.569","-0.65225897","-0.34056484","-0.02034367"," 0.80401610","-0.04653142"," 0.86804432"," 0.23332260","-0.05434765","-1.44307683","-0.41963122"," 0.40810974"," 0.66326184"
"M429.504T310.912","-0.2287680","-0.1125597","-0.5210176"," 0.5980572"," 0.9926632"," 0.5223760"," 0.2491443","-0.6144574","-0.5138796","-0.4092767","-0.1622085"," 0.1999268"
"M439.009T107.459","-0.22626745"," 0.04197858","-0.69715324"," 0.40717060"," 1.27329138"," 0.47909033"," 0.02314217","-0.50629419","-0.44734891","-0.40328274","-0.12390910"," 0.17958257"
"M847.188T757.14","-0.98918191","-0.55081791","-0.26030456"," 0.75419515"," 0.73450532"," 0.56964153"," 0.75210194","-0.45824048","-0.27909822","-0.07750715","-0.08854184","-0.10675189"
"M402.053T876.272"," 0.4208475"," 0.4229435"," 0.5527233"," 0.4152813"," 1.0246524"," 0.7644082"," 0.8325247","-0.5409285","-0.6809470","-0.5581803","-0.9665407","-1.6867843"
"M753.298T903.043","-0.2416365","-0.2784710","-0.3939911"," 0.5350609"," 1.1782736"," 0.3575798"," 0.4010860","-0.6231279","-0.9765260","-0.2659920","-0.1538205"," 0.4615650"
"M591.2T844.598","-0.278555338","-0.094651736","-0.783963283","-0.016069820"," 1.047959530"," 0.611277256"," 0.418644771","-0.781947824","-0.499098205"," 0.022434307","-0.001892304"," 0.355862645"
"M475.366T1425.395","-0.036459911"," 0.002173626","-0.133851492"," 0.268219583"," 1.407234803"," 0.559237855"," 0.027843298","-0.835002348","-0.644314946","-0.602955832","-0.021517225"," 0.009392589"
"M485.063T759.194","-0.32306289","-0.41724832","-0.11834199"," 0.25629295"," 0.68923621"," 0.56913248"," 0.45197156","-0.58645115","-0.69347779","-0.12092326","-0.09446759"," 0.38733979"
"M1044.425T908.907"," 0.10518018"," 0.09501975","-0.83161470"," 0.43835398"," 1.19986769"," 0.47212234"," 0.24433454","-0.43686862","-1.19107005","-0.61999119"," 0.05723567"," 0.46743040"
"M1331.507T909.803","-0.0895078","-0.1675513","-0.4038110"," 0.2226137"," 1.3249248"," 0.5074871"," 0.3727791","-0.4044685","-0.3288014","-0.2981493","-0.4844478","-0.2510675"
"M507.209T930.4","-0.2777676"," 0.2127771"," 0.1620263"," 0.2712107"," 0.5715647"," 0.4150164"," 0.3620194","-0.6117068","-1.2950191","-0.4692027"," 0.2753909"," 0.3836907"
"M238.892T97.993","-0.04002727","-0.13753938","-0.36015990"," 0.22697740"," 1.24964215"," 0.44166103"," 0.66546960","-0.54397640","-0.66944492","-0.31384088","-0.46104986","-0.05771156"
"M1143.426T942.716","-0.009697544","-0.261599369","-0.353299137"," 0.423887298"," 1.017587258"," 0.660437776"," 0.316797607","-0.601071835","-1.488410718","-0.223952335"," 0.152212825"," 0.367108174"
"M387.02T108.554","-0.05529946"," 0.16103693","-0.40429398"," 0.14985816"," 0.98783271"," 0.41530993"," 0.46191351","-0.59320420","-0.67998593","-0.23039033"," 0.03883352","-0.25161087"
"M711.218T782.65"," 0.37112369","-0.15678050","-0.24206356"," 0.06061653"," 1.10378701"," 0.86903438"," 0.60203356","-0.72674390","-0.93659803","-0.35053710","-0.55202765","-0.04184445"
"M890.319T900.562","-0.07584097","-0.14215679","-0.32787924"," 0.60221576"," 1.07312022"," 0.85224711","-0.10284002","-0.39985681","-1.08623109","-0.32674401","-0.03651853","-0.02951564"
"M431.156T735.48"," 0.32964046","-0.96736849","-0.19737516"," 0.51028183"," 0.81795039"," 0.42068440"," 0.62263911","-0.27721044","-0.61748280","-0.26370169","-0.31126715","-0.06679045"
"M688.854T66.858","-0.45826379","-0.37266264","-0.59169004"," 0.03249382"," 1.23610444"," 1.02639959"," 1.06700522","-0.28028204","-0.61515436","-0.04381163","-1.23052854"," 0.23038998"
"M443.058T752.856"," 0.075165842","-0.527814595","-0.231811808"," 0.094809978"," 1.202589843"," 0.494679990"," 0.056748285","-0.310957909","-0.630772895","-0.533718619"," 0.007129499"," 0.303952390"
"M1129.441T885.407","-0.22191324","-0.36991676","-0.09264874"," 0.25700255"," 1.03543107"," 0.71102972"," 0.30040645","-0.68228465","-0.65660921","-0.44145787","-0.22075762"," 0.38171830"
"M964.359T921.966"," 0.1007295"," 0.2346891","-0.2477726"," 0.4207029"," 1.0690735"," 0.9940437"," 0.5693779","-0.8852161","-1.7689746","-0.2332881"," 0.1464619","-0.3998270"
"M1613.665T937.741","-0.1325200","-0.2095694"," 0.3000952"," 0.3976860"," 1.3281506"," 1.0788495"," 0.4123567","-1.2493593","-1.2391413","-0.2552790","-0.2128782","-0.2183906"
"M671.034T89.795","-0.001392209"," 0.152202197","-0.773043476"," 0.090892618"," 0.999976215"," 0.267636478"," 0.416109692","-0.303015992","-0.604537744","-0.634562087"," 0.246105009"," 0.143629298"
"M420.999T106.905","-0.29876406","-0.53947857","-0.88241064"," 0.08765748"," 1.41415416"," 0.27101837","-0.14166116","-0.40836784","-0.49471191","-0.16744626"," 0.49822537"," 0.66178507"
"M708.241T861.396","-0.520035256","-0.206682727","-0.081306039"," 0.398986951"," 1.268505410"," 0.858035709"," 0.203755534","-0.365029220","-0.933653150","-0.574510109","-0.049380117"," 0.001313015"
"M1136.99T908.053"," 0.2454370","-0.1275223","-0.7201140"," 0.4023869"," 1.2055822"," 0.3686523"," 0.5543711","-0.2669334","-0.2412456","-0.1609595","-0.6559289","-0.6037259"
"M851.276T990.376","-0.02034662","-0.15436394"," 0.10902504"," 0.19502568"," 0.84448365"," 0.83787232"," 0.44711354","-0.31758102","-1.44267640","-0.74477308"," 0.03222883"," 0.21399199"
"M614.901T67.494","-0.7180473","-0.8415522","-1.0654563"," 0.2606788"," 1.4254888"," 1.0114995"," 1.0802875"," 0.1458609","-0.7902763"," 0.4329966","-1.2804227"," 0.3389428"
"M537.08T758.19","-0.57151098","-0.15747368","-0.25834785"," 0.42003661"," 0.82976260"," 0.77193133"," 0.29137760","-0.50999795","-0.70064252","-0.15146164","-0.09808609"," 0.13441257"
"M569.775T895.343","-0.56101536","-0.48287884","-0.11380585"," 0.46367673"," 1.43789142"," 0.53942508"," 0.24032476","-0.40012739","-0.06521358","-0.05952102","-0.67381493","-0.32494099"
"M591.465T1235.608"," 0.69702351"," 1.05535560"," 0.51344091","-1.19480013","-0.54735762","-1.11377402","-0.14079807","-0.14862006"," 0.68566151","-0.02566901"," 0.42843542","-0.20889805"
"M645.252T899.393","-0.2566921","-0.4106414"," 0.1811588"," 0.3658102"," 0.7380379"," 0.8230463"," 0.4970995","-0.6480149","-0.9310866","-0.5614691","-0.1040883"," 0.3068398"
"M397.074T474.916","-0.7818742","-0.2200763","-0.3236906"," 0.4836640"," 1.0081808"," 0.5610169"," 0.4625876","-0.3501029","-0.5090421","-0.2180328","-0.2538034"," 0.1411730"
"M848.315T857.496","-0.26542561","-0.28503429","-0.08767283"," 0.48334413"," 0.97680723"," 0.69960845"," 0.47341974","-0.71677371","-1.56221791","-0.05941885"," 0.13972968"," 0.20363396"
"M781.183T974.609","-0.3270596","-0.2273417","-0.1190874"," 0.3247758"," 1.5965430"," 0.8802469"," 0.5129734","-0.3948728","-0.5239975","-0.3686363","-0.6816521","-0.6718915"
"M1130.437T924.326"," 0.06950158","-0.05844411","-0.25177543"," 0.25278591"," 1.29136521"," 0.65972527"," 0.36153779","-0.46995785","-1.40408802","-0.55140447","-0.07005016"," 0.17080428"
"M693.278T872.306"," 0.24065412","-0.38201646"," 0.11816652"," 0.30958041"," 1.02165973"," 0.52535628"," 0.07718954","-0.63146870","-0.99139414","-0.41058045"," 0.21616282","-0.09330966"
"M432.997T107.064","-0.100950843","-0.213085892","-0.420937140"," 0.434521304"," 1.269288481"," 0.228181833","-0.023747557","-0.682967681","-0.589806668","-0.284029400"," 0.008723103"," 0.374810460"
"M545.298T995.647"," 0.07622883","-0.12701492","-0.33489964"," 0.47820331"," 1.06242565"," 0.16733535","-0.01437262","-0.40990737","-0.63393641","-0.63429041"," 0.17687338"," 0.19335485"
"M425.046T798.077","-0.1192237","-0.6812511","-0.1113652"," 0.6615765"," 1.3908139"," 0.1163541"," 0.8370199","-0.5790280","-0.1247583","-0.4841865","-0.6549371","-0.2510145"
"M366.994T111.318"," 0.1349215","-0.3580534","-0.1197334"," 0.2058988"," 1.2621089"," 0.3995407"," 0.4416853","-0.5114216","-0.4592054","-0.3789271","-0.4337876","-0.1830268"
"M1192.04T901.764"," 0.1319207","-0.6861660","-0.4088872"," 0.1554352"," 0.8558063"," 0.5569141"," 1.1154903","-0.1342100"," 0.1117148"," 0.2387920","-1.1798976","-0.7569126"
"M1014.782T1351.411","-0.5174038","-0.1351467","-0.7687621"," 0.5904325"," 0.6825097"," 0.4175342"," 0.3717354","-0.3522701","-0.4694661","-0.4176611"," 0.3946525"," 0.2038456"
"M375.129T729.569"," 0.38650366","-0.53853656","-0.32896392"," 0.40790949"," 0.95769490"," 0.51900685"," 0.47972660","-0.31812810","-0.05708647","-0.17134314","-0.18290805","-1.15387526"
"M503.126T874.193","-0.06715238","-0.49807434"," 0.40454459"," 0.24525726"," 1.24833509"," 0.27979645"," 0.23643267","-0.80231213","-0.49925750","-0.52180081","-0.22886915"," 0.20310026"
"M901.161T984.095","-0.01708277","-0.25965862"," 0.11196300"," 0.69392395"," 1.29882284"," 0.29350052"," 0.06307972","-1.09532072","-0.07758364","-0.48811989","-0.35743164","-0.16609275"
"M772.366T884.107"," 0.09366688","-0.03390464","-0.23081084","-0.07871847"," 0.97521650"," 0.47081012"," 0.36957478","-0.39591828","-0.29815562","-0.02728533","-0.29090501","-0.55357008"
"M596.277T932.512"," 0.54391138","-0.08645751"," 0.25136211"," 0.59024201","-0.03740838"," 0.24969464"," 0.51750075","-0.15151736","-0.78178240","-0.24739754","-0.19574829","-0.65239942"
"M609.959T835.516"," 0.19330822","-0.33043453","-0.80119172"," 0.83086324"," 1.06322401"," 0.44480195"," 0.49873268","-0.09817001","-1.27798488","-0.26275696","-0.57874552"," 0.31835351"
"M516.992T825.04"," 0.8376466"," 0.6612543"," 0.6666164"," 0.4488618","-0.2273763"," 1.2037726"," 0.9895603","-1.1466834","-1.1482297","-1.1680131","-0.9951735","-0.1222359"
"M447.151T677.76"," 0.03251956","-0.54722786","-0.28917952"," 0.52736311"," 0.90593937"," 0.66802061"," 0.49355068","-0.57316789","-0.54281885","-0.34762112"," 0.04196195","-0.36934005"
"M1162.522T896.44","-0.4623036","-0.3026526","-0.6906051"," 0.5799665"," 1.1431487"," 0.6913913"," 0.3137731","-0.2268193","-0.1232180","-0.1077765","-0.5613451","-0.2535594"
"M345.577T605.404"," 0.4251673","-0.5205149","-0.5115299"," 0.4353126"," 0.8867114"," 0.6512043"," 0.1649219","-0.1696132","-0.2560183","-0.2462513","-0.3421054","-0.5172846"
"M379.565T877.71"," 0.7782376"," 0.4022173"," 0.8165277"," 0.7542575"," 1.3499492"," 0.9402063","-0.2860563","-0.3156442","-1.3826140","-0.6727446","-1.2360376","-1.1482989"
"M1032.753T1226.13"," 0.06355122"," 0.39426680","-0.53961624"," 0.75706190"," 0.44268057"," 0.23216576"," 0.49628432","-0.31015861","-0.41813755","-0.76765113","-0.33686941","-0.01357762"
"M477.061T615.621"," 0.69108905","-0.79040171"," 0.72091651"," 0.06206409"," 0.90471545"," 0.91094757"," 0.39169406","-0.65831161","-0.81233985","-1.12068056","-0.20176676","-0.09792623"
"M433.038T831.69"," 0.87903679"," 0.28161635"," 0.32936917"," 0.34807422"," 0.47888916"," 0.88359772"," 0.86100462","-0.59146928","-1.79304306","-0.83428548","-0.79089287","-0.05189733"
"M349.056T728.324"," 0.111822833","-0.254141526"," 0.501999230"," 0.402427244"," 1.042420957"," 0.335609824"," 0.461190029","-0.806151525","-0.795265738","-0.296372227","-0.708281470"," 0.004742369"
