"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","X9.1","X9.2","X9.3","X9.4","BLANK_2","QC.1_Dup","QC.1","QC.2","QC.3"
"Label","First_Time-Point_Control","First_Time-Point_Control","First_Time-Point_Control","First_Time-Point_Control","First_Time-Point_Drought","First_Time-Point_Drought","First_Time-Point_Drought","First_Time-Point_Drought","First_Time-Point_Fusarium","First_Time-Point_Fusarium","First_Time-Point_Fusarium","First_Time-Point_Fusarium","First_Time-Point_Xanthomonas","First_Time-Point_Xanthomonas","First_Time-Point_Xanthomonas","First_Time-Point_Xanthomonas","Other","Other","Other","Other","Other"
"M1116.27T17.56","6670.473","5916.333","5115.760","5864.289","5382.241","6815.353","4485.742","4786.470","5531.096","3757.644","4516.165","5119.725","7789.298","5105.731","5508.892","5084.531","3932.893","5668.536","5668.536","6104.258","6086.736"
"M1116.77T17.56"," 9018.092"," 9177.450","12427.170","14480.913"," 7877.519","10623.888"," 7112.653","13606.187"," 7746.244","11266.751"," 7510.132","12126.509","11341.924","12585.644","10183.934"," 9994.109"," 5440.854","10481.350","10481.350","11099.198","14164.018"
"M1117.28T13.55","20838.33","20902.52","18948.58","21235.40","21147.59","20270.39","17638.44","19576.23","18673.85","20966.71","20078.05","20651.77","19728.83","20701.92","20798.21","21355.16","19156.41","18471.21","18471.21","20954.68","18864.34"
"M1118.1T13.54"," 8598.293","11981.838"," 6910.262"," 7893.318"," 6749.279"," 6633.642"," 9545.387","13001.501"," 7578.040"," 4328.202"," 6946.619"," 8978.250"," 7159.598"," 7898.117"," 5911.104"," 4386.182"," 5188.192"," 7087.321"," 7087.321"," 8473.344"," 7233.722"
"M1118.77T17.56","32216.36","16372.97","14649.67","14928.18","15914.76","14580.51","17875.47","15675.19","18891.77","16455.22","15969.77","30316.68","15963.75","14744.10","17901.54","15831.35","10492.14","21433.84","21433.84","14748.11","19331.07"
"M1120.78T16.56","26439.46","20415.03","43951.49","30665.01","22335.60","27892.05","41901.75","28275.20","20347.14","22913.48","27829.85","42655.73","29111.07","28627.63","28503.25","29349.79","16794.21","25181.74","25181.74","28437.06","21295.46"
"M1121.44T17.55"," 8978.020"," 8100.565"," 9689.054","10022.203","12060.070"," 9540.343"," 9881.556"," 9683.037"," 8202.656"," 9262.299"," 8777.983"," 9892.520","12266.690","15313.804"," 8490.295"," 8768.208"," 7175.638"," 9033.523"," 9033.523"," 8581.668"," 9496.516"
"M1121.45T12.55"," 9232.569","11351.954","12170.402"," 9287.745"," 9240.709"," 8474.202"," 8488.234"," 8022.400"," 7624.899"," 9512.001"," 8765.676"," 8653.286"," 8579.957"," 7502.813"," 7983.203"," 8786.415"," 9140.869","11357.972","11357.972"," 9099.216","11692.974"
"M1121.78T17.56","10707.180","10391.225","10716.825"," 8182.474","12447.230","11403.999"," 8313.245","12605.525","12774.950","11638.844","10670.567","10636.515","11376.026","12573.608","11157.372","11283.750"," 6083.849","11615.590","11615.590","10154.372"," 8655.139"
"M1121.78T12.55"," 8745.590"," 9406.976","10514.338","13293.986"," 8748.427"," 9550.768","12054.059"," 9719.138"," 9787.274","10345.506"," 9849.812","21933.604"," 8842.690"," 9837.424"," 9897.636","13094.827"," 9445.253","13546.518","13546.518","10762.190"," 9979.010"
"M1123.28T17.56","6887.742","5793.878","6141.634","5205.800","5220.821","7844.129","4965.645","5732.472","5199.415","6043.594","4417.889","5146.734","4686.971","5244.114","6286.406","6983.694","3007.482","6745.706","6745.706","4986.916","6708.931"
"M1124.03T13.55","12001.898","11747.840"," 9630.882"," 7174.483"," 6628.103","14094.991"," 9249.666"," 5350.941"," 9759.837","10067.542","10407.128"," 8545.836"," 9016.407"," 6925.239"," 8593.126","10910.222"," 6184.749"," 9799.408"," 9799.408"," 8100.228","12072.776"
"M1125.44T17.55","10386.788"," 6898.039"," 7877.188"," 7357.634","11700.998","16612.312"," 5811.203"," 7063.547"," 7021.625"," 9145.354"," 6839.337","15777.190"," 7165.432"," 8020.713"," 7632.488"," 6585.702"," 5937.155","11932.178","11932.178"," 7560.614"," 7775.057"
"M1125.77T17.56","23395.85","23604.60","21694.56","23142.34","17597.87","24597.06","23323.76","21461.08","20090.67","19180.27","17724.20","20733.58","17974.55","20553.33","22629.69","24817.47","12803.13","18055.56","18055.56","22362.89","23719.01"
"M1125.78T12.55","16179.17","15089.13","15932.49","14970.78","17762.27","17232.69","13543.77","16321.57","17480.28","16553.61","18064.00","17998.59","17296.76","16339.68","17428.66","20363.12","17529.18","28154.21","28154.21","17201.45","17412.08"
"M1126.11T17.56","11887.243"," 6424.240","10441.230"," 6788.840"," 8144.417"," 6421.849"," 8942.748","10228.333"," 6421.616"," 6560.208"," 7668.468"," 7820.967"," 7657.766"," 8931.519"," 6106.264"," 6185.777"," 6973.321"," 8111.076"," 8111.076"," 8643.854"," 7266.289"
"M1126.78T12.54","11114.354"," 9546.554"," 9311.095"," 9941.759"," 9400.247"," 9610.251","11177.728","11973.830","10322.876","10038.024","10186.442"," 9387.431"," 9217.738"," 6796.328"," 9584.762"," 9232.059"," 9624.522","10712.040","10712.040"," 9181.462","10477.660"
"M1127.27T17.56","6063.721","6267.649","5897.683","4394.139","5455.078","5251.978","4686.852","6105.107","6938.276","4473.326","4673.044","6020.390","5570.743","6706.058","5916.687","6270.183","3438.122","6748.928","6748.928","6361.026","6298.634"
"M1128.78T17.55","18628.49","16896.54","18463.66","20043.95","21074.53","18079.27","21957.68","21505.19","15710.94","17531.65","24260.01","35336.50","21510.34","24356.85","17565.37","18838.35","13041.41","20090.76","20090.76","23845.32","24505.82"
"M1129.44T17.56"," 8181.633"," 8182.889"," 9490.191"," 6708.453"," 7053.557"," 7496.528"," 5921.530"," 7029.501"," 6016.229"," 6146.130"," 5452.308","12682.788","10180.450"," 6696.633"," 6153.807"," 6366.718"," 5049.387"," 6045.236"," 6045.236"," 6986.898"," 6751.288"
"M1129.77T17.56"," 9327.782","10334.912","10729.995","13789.327","13195.654","13303.996"," 8269.691"," 8213.551"," 8031.134","11069.869"," 8175.029","20501.468","11153.570","10339.990"," 9448.260","13131.276"," 8135.754"," 9921.703"," 9921.703","10032.006","10233.700"
"M1129.78T12.55","10298.713","11572.614","11400.098"," 8683.974","12880.665"," 9933.761","10956.413","10163.420","11227.421","10568.444","10366.957"," 9852.791"," 8942.242","12005.910","11919.677"," 9276.055","10894.829","11680.938","11680.938"," 9755.178","11737.285"
"M1130.45T13.55"," 9267.801"," 6964.675"," 7162.867"," 7623.080"," 9431.045"," 7354.647"," 7193.516"," 5774.122"," 8819.666"," 9848.545"," 8268.471"," 6972.387"," 7761.947"," 6653.902"," 8296.987"," 6912.657"," 8347.972"," 9724.323"," 9724.323","10778.238"," 6126.324"
"M1130.47T13.55","10812.340"," 9169.242","13711.773"," 6373.797","11204.442"," 9492.910"," 8634.608"," 9467.505"," 9678.676","10302.391","10316.316"," 9348.074","10549.875"," 9894.345","11132.775"," 9297.756"," 8818.565","12290.851","12290.851"," 9291.792","10009.805"
"M1132.11T13.55","16320.768","15472.720","14878.337"," 8206.915","13787.813","15792.732","12972.221"," 8986.880"," 8928.931","10515.452","13660.860","16026.487","14784.670","12698.946","13928.522","16176.600","12588.282"," 9189.486"," 9189.486","15051.018","16256.890"
"M1132.77T17.56","15298.26","15063.05","16036.67","17667.92","15708.99","17541.37","12934.69","15775.96","10070.12","18978.77","14346.91","15796.35","18639.75","11706.07","13697.90","12667.11"," 8774.96","17967.40","17967.40","15769.17","15753.67"
"M1135.44T17.55","7881.285","6725.376","8240.164","7712.366","7391.824","8410.829","6170.972","7774.508","7002.638","7370.433","7076.338","7353.714","7946.738","8237.381","9030.733","8156.396","5672.441","6990.994","6990.994","8659.902","7896.792"
"M1136.28T16.56"," 7981.887"," 7167.043"," 7030.557"," 8417.753"," 8044.934"," 7263.762","17071.667"," 8174.361"," 6911.786"," 7993.683"," 8569.334"," 7277.210"," 6794.862"," 6923.359"," 8311.421","17116.101"," 5480.204"," 7519.703"," 7519.703","10056.078"," 8732.824"
"M1136.78T16.56","48852.21","43823.08","43140.52","44454.33","42111.96","36990.38","42388.79","43585.92","34378.72","37005.45","43419.06","35779.92","36637.41","42326.60","41905.34","44872.21","27017.06","36277.35","36277.35","36820.13","46020.02"
"M1137.11T17.55"," 8609.773"," 6801.675"," 8013.554"," 8653.700"," 7999.251"," 9096.499","11955.382"," 8227.120"," 8540.691"," 8192.504"," 7121.722"," 7151.171"," 8681.242"," 6923.332"," 7943.760"," 7373.575"," 4284.584"," 5752.692"," 5752.692"," 6651.896"," 7757.096"
"M1137.28T17.56","10815.252","10774.655","10670.701","10970.194","12397.546","13945.692"," 9026.395","13048.434","10378.638","13783.226","13099.350","12748.176","15271.678","10863.472"," 9418.482","15099.162"," 8945.440"," 8988.707"," 8988.707","13871.490","11538.855"
"M1137.78T17.56","13231.77","23355.86","18084.85","12160.85","13504.39","10219.07","11967.03","12507.26","10054.07","12704.00","11934.29","12044.29","13480.32","13961.76","11915.84","16453.21"," 8037.85","12834.26","12834.26","13999.87","10786.50"
"M1138.1T17.55"," 9979.265"," 8517.476"," 7275.569"," 7845.466"," 8534.724"," 8420.785"," 7337.948","15089.382"," 6398.831"," 6776.268"," 5695.034","13559.433"," 7266.477"," 7390.772"," 6256.270"," 9382.062"," 4471.775"," 7223.426"," 7223.426"," 7331.930"," 9643.474"
"M1139.77T17.56"," 8701.757"," 8905.617"," 7506.961"," 7697.892"," 7768.120","10382.775"," 5478.410"," 8866.994"," 5074.929","10365.002"," 7796.643"," 9832.359"," 7986.903"," 8439.242","10487.368"," 8981.233"," 3731.249","11262.934","11262.934"," 6144.378"," 9009.155"
"M1141.03T13.55","12088.979"," 9863.502","13550.916","11383.458"," 9423.356","11797.985","12078.126","13203.913","10479.344","10764.508","12663.878"," 8920.882","10107.720","10050.060"," 8266.914"," 9647.052"," 8748.238"," 7885.226"," 7885.226","11390.068"," 9907.542"
"M1141.78T12.55","11399.830","11303.810","10595.585"," 9564.777","12395.732","11974.678","10546.780","10330.846"," 9997.630","10206.528","11839.057","11397.304","12161.958","11045.585","13654.579","12712.901","11456.431","18960.712","18960.712","11809.322","14202.480"
"M1142.28T13.6","12088.425","12201.574","12265.467","11737.397","11648.144","11118.026"," 9162.292","10184.603"," 7574.297"," 9233.370","13095.351","10136.272"," 8852.478","12172.408"," 9602.345"," 9970.991"," 8860.128","12969.503","12969.503"," 8403.134","10149.924"
"M1144.1T16.56"," 9524.387","10196.474"," 8946.063"," 9335.164","10495.392"," 8587.916"," 7814.544"," 9350.639","13446.577"," 8848.139"," 9292.686"," 9244.784"," 8960.148"," 9112.076"," 7767.033"," 7881.942"," 7546.238"," 8790.338"," 8790.338"," 8359.002","12015.949"
"M1146.11T12.55","6757.591","5845.248","6150.577","4952.814","5252.361","6553.356","4203.021","6109.507","6244.678","4479.398","6520.439","6157.994","5987.571","5386.110","4613.800","5841.551","4911.233","8110.258","8110.258","4435.266","6370.305"
"M1146.77T17.56","21654.36","23018.85","21582.55","19243.56","17044.37","21622.25","20675.84","22170.97","37531.82","21488.27","20229.38","35534.28","18326.82","20160.30","19941.65","21119.17","11806.24","16194.10","16194.10","16531.45","22936.80"
"M1146.78T12.55","17354.90","16520.40","15593.54","15987.81","20696.47","16019.09","16468.71","15622.15","15395.64","16597.80","17292.28","16269.54","18050.97","14692.67","14759.21","16639.39","17469.42","19444.16","19444.16","17534.45","17307.77"
"M1147.45T13.11"," 8551.156"," 6686.650"," 7728.661"," 6583.232"," 7256.261"," 5620.576"," 6026.287"," 6197.067"," 6809.552"," 8030.018"," 5741.172","11882.467"," 7877.765"," 7338.408"," 7172.841"," 7019.399"," 6445.935"," 9236.574"," 9236.574"," 7652.890"," 5933.748"
"M1147.77T17.56","11173.270"," 8540.238"," 8951.353"," 9291.921"," 7954.267"," 9001.460"," 6910.030","11803.435","11939.795"," 9817.322","12108.222","11388.446","11807.316","11727.076","11827.376","12585.644"," 7324.448","13201.611","13201.611"," 8746.160"," 9859.857"
"M1147.78T12.55"," 8734.388"," 8261.203"," 9835.418"," 8218.608"," 9048.403"," 8851.547"," 8531.198"," 7916.103"," 8005.946","11177.003"," 8551.878"," 7907.105"," 8535.834"," 9047.060"," 7761.672"," 9233.946"," 8907.445","10190.480","10190.480"," 8998.916","11500.398"
"M1148.77T17.56","15161.501","11887.556","14964.760","12140.312","12103.536","12407.146","13241.606","10061.600"," 9837.491","12736.582","16232.552","23766.940","11171.631","10300.810","11463.800","15213.504"," 7430.898","13703.470","13703.470","13371.996","11756.381"
"M1148.78T12.54","10583.551","13865.472"," 8667.771","12184.020","10873.308","12747.432","11269.224","10917.711","10289.313","10285.253"," 8144.360","10939.967","10952.141","13263.672","10153.686"," 9735.246","10347.202","16912.586","16912.586","10683.956","12486.278"
"M1149.1T13.7"," 9843.320"," 9882.257"," 9450.481"," 8827.043"," 5295.840"," 9519.804"," 9802.278"," 9471.977"," 9967.970"," 8327.711"," 9825.520"," 9640.971"," 7861.753"," 9830.302"," 9625.688"," 8052.922"," 7477.647","12489.073","12489.073"," 9775.238","10659.404"
"M1149.77T17.56","10987.368","13095.168","10484.200","11390.068","10200.510"," 9829.688"," 9246.043"," 9304.576"," 7479.227","10396.211","12001.886","11025.558"," 8821.715","10998.898"," 7542.018","10522.653"," 8173.988","10286.722","10286.722"," 9014.964","13480.646"
"M1149.78T11.55"," 9958.028"," 7981.874"," 8607.721","10242.940","10146.668"," 8984.019"," 8355.605"," 8454.810"," 8025.028"," 9461.790"," 8892.830","10069.424"," 8843.954"," 7781.274"," 8930.907"," 9278.229"," 8347.228","11550.548","11550.548"," 8848.466"," 8948.766"
"M1152.1T17.04","6200.574","7050.604","7283.224","7806.146","6217.358","5081.619","5189.688","7190.315","6799.829","7135.207","7514.379","8011.147","5801.520","5914.246","6708.257","7317.223","4988.706","7591.196","7591.196","5829.436","7302.632"
"M1152.51T14.55","10019.970"," 7989.938","10226.545"," 7737.475"," 9201.249","10223.453"," 9549.745"," 9679.943"," 8739.053"," 9126.175"," 9711.866"," 8010.342"," 7781.340"," 9983.862"," 8691.358","10104.007"," 7997.927"," 9556.878"," 9556.878","10094.192"," 5981.892"
"M1153.77T17.56"," 9650.471","12657.860","19765.332","13536.643","10958.778","13115.090"," 7892.179"," 7874.644"," 8064.046"," 9843.442","12027.968","10187.310"," 7039.713","10407.128","10457.167","10164.931"," 6786.131","11996.297","11996.297","13446.218"," 9588.774"
"M1154.77T17.56","17203.900","18629.722","17676.360","17120.344","11502.404","16128.914"," 9266.872","10786.579","15924.580","10878.871","10514.353","11933.993","11593.050","11710.080","14988.832","13428.790"," 7761.791","20859.429","20859.429","16286.714","12585.140"
"M1155.78T12.55","20449.16","11971.81","11846.74","11858.43","21436.34","10372.90","21508.77","11560.66","12589.57","13034.99","10539.43","12881.66","11092.97","10523.48","14517.42","13556.92","12040.27","12477.32","12477.32","12954.75","14162.36"
"M1155.77T17.56"," 9390.297"," 8915.641"," 8478.806","10077.247"," 9447.443"," 9267.073"," 6285.116"," 8554.183"," 8831.144"," 9570.626"," 9114.442","10231.429"," 9684.585","12689.956"," 7408.317"," 9740.890"," 4625.766","12014.331","12014.331","10176.438","10357.430"
"M1158.1T13.08","14991.240","16446.532"," 7946.266","15049.829","14979.180","16108.606"," 7938.587","14004.331","13922.182","10688.868","14768.334","16137.144","14614.347","16994.130","15857.211","12385.358","11272.737","15334.480","15334.480","14374.996","17322.246"
"M1159.44T17.56","10873.291","12284.744","12591.662","13403.870"," 9967.814","11504.991"," 8821.895"," 8675.726"," 8358.354","11903.604","12262.709","11348.423","11157.584","10504.365","11430.188","11799.292"," 6177.289","11230.350","11230.350"," 9434.218","12042.023"
"M1159.77T17.56","23088.88","21189.38","24346.99","20276.82","18234.37","19436.34","24525.36","23075.37","22588.58","24055.95","21592.16","35571.18","23175.32","19540.28","27329.74","23668.79","15308.03","13323.20","13323.20","21093.09","22774.35"
"M1160.1T17.56"," 4788.322"," 6699.289"," 9065.964"," 7882.942"," 6811.844"," 6825.437"," 5495.453"," 8347.739"," 5826.323"," 8214.570"," 6606.913","13767.811"," 6837.030"," 7286.451"," 6342.972"," 6071.292"," 4937.809"," 6331.769"," 6331.769"," 6324.918"," 6873.023"
"M1160.77T17.56","12074.096","15018.922","10466.151","12223.989","13749.402","15775.425"," 9922.029","10830.639","12241.324","16156.324","12304.798","23841.310","14539.488","10325.815"," 9547.062","14491.344"," 6812.602","14266.646","14266.646","11299.798","14296.392"
"M1161.43T17.56"," 5974.711"," 8034.328"," 7259.526"," 5025.239"," 5981.892"," 8818.128"," 4609.212"," 7581.661"," 5752.725"," 8628.996"," 6176.332"," 7379.188"," 7794.254"," 7602.740","10134.312"," 7851.797"," 4035.725"," 6894.097"," 6894.097"," 6403.152"," 6016.385"
"M1162.76T17.56","24386.942","14266.672","12591.222","23576.565","11584.954","12541.766","10007.237","11108.808","15901.632","12392.785","23283.642","12168.622","12851.289","11627.827","13821.340","14996.856"," 9230.953","11967.415","11967.415","17885.496","13528.520"
"M1163.44T16.55","6892.622","6490.501","6196.667","6294.527","6032.753","5563.626","5494.986","5889.961","7385.894","6180.309","5425.406","6020.139","7168.145","6219.162","6597.813","6659.920","5298.060","7888.474","7888.474","6976.868","6212.462"
"M1163.77T17.56"," 8868.288"," 8714.897","10248.156"," 8866.265","10154.372"," 8661.629"," 3900.976","11887.616","11301.380"," 9099.216"," 7502.242"," 9290.907","10166.408","11512.434"," 9589.330","10112.246"," 4514.188","12017.955","12017.955"," 7662.920","12118.526"
"M1166.44T14.63","20886.02","21656.78","17607.34","13427.49","20729.78","19867.43","13018.94","13877.21","20652.21","20062.23","20440.45","23050.49","21202.06","18930.62","19775.18","20040.99","18469.09","15748.14","15748.14","19749.07","21896.34"
"M1166.77T17.55","19027.614","18483.284","17771.054","21571.841","20440.524","23139.926","14914.610","17041.323","17566.894","18300.738","20551.470","29300.992","18397.026","14328.858","17014.606","15428.098"," 9953.244","17380.304","17380.304","22641.722","19071.884"
"M1167.1T17.55","6708.498","6097.005","5175.661","4921.399","5218.646","5180.077","4748.940","5365.252","4386.142","5496.663","5523.540","5285.953","6637.854","5286.309","5612.788","5807.958","4006.635","6410.263","6410.263","4956.826","5160.754"
"M1167.27T17.54","3262.187","5223.710","5251.862","5008.982","3566.810","4283.911","4184.672","5774.122","4211.456","3899.664","3192.358","4257.238","3574.025","6278.780","4888.047","5576.680","3193.585","8801.074","8801.074","5139.372","7322.863"
"M1167.77T17.56","11911.318","12651.842","10961.484","10513.527","12060.070","12487.419","11979.832","12003.925"," 8141.895","14280.714","10644.531","20638.019","13791.250","11753.154","11016.952","10004.158"," 8501.099"," 9423.515"," 9423.515","11564.590","13786.953"
"M1167.77T12.54"," 8676.226","10154.372"," 8023.625"," 8259.649","10070.118"," 9376.315"," 6163.370"," 8606.030"," 8731.799"," 9129.306"," 9056.054"," 9539.876"," 8995.116"," 8535.530"," 8589.985"," 9394.659"," 8959.732","11509.825","11509.825"," 8569.632","11125.276"
"M1169.27T13.55","15450.212","13642.553","11422.164","14062.791","14306.792","10362.049","12479.326","12144.568","13180.180","14406.560","13135.422","13351.351","13462.930","14793.379","14141.941","14307.950","12818.827"," 9416.605"," 9416.605","14473.290","14666.410"
"M1169.5T13.55"," 9628.800","10503.416","14399.479","11165.657"," 9350.724","10750.952","10583.317","11096.739"," 8014.021","10709.067","11265.696","10102.177","12295.665"," 9811.346","10216.558","11532.200"," 9285.388"," 9975.793"," 9975.793","13315.828","15613.147"
"M1169.77T16.56","16132.93","19371.94","18930.67","17430.80","22168.31","17787.66","12737.69","20930.56","19425.22","15257.36","17891.68","31862.42","20390.99","18796.22","20300.72","18683.88","11885.66","17916.13","17916.13","18274.66","18031.91"
"M1170.09T14.07","12392.251","10080.346"," 8243.008","10826.966"," 6151.272"," 8520.926"," 8965.314"," 9824.240"," 8953.668","10842.930","11334.211","10675.777","12652.797"," 9388.794"," 6630.932","13524.383"," 9744.855","14911.460","14911.460"," 9526.494","12430.149"
"M1170.77T16.68","32385.46","30824.20","31241.69","26304.32","23234.31","27250.66","29596.52","25320.22","28731.61","32168.22","28887.19","51515.43","31700.82","31343.75","23124.30","25546.98","17119.43","25188.82","25188.82","24007.81","32818.72"
"M1171.43T17.56"," 7473.592","13367.984"," 6665.930"," 8766.220"," 6725.795"," 7528.676"," 5567.412"," 7758.911"," 6025.724"," 6906.103"," 7223.745"," 6549.558"," 7487.220"," 8040.048"," 6222.115"," 9853.472"," 4553.904"," 8848.625"," 8848.625"," 6539.560"," 6735.323"
"M1171.77T12.55"," 9917.692","10516.630","19973.465","10295.320"," 9815.406","10013.689"," 9383.010"," 8755.622","12435.133","10289.270"," 9829.768","10001.224","10260.650"," 9847.454","10597.421","12402.162","10350.937","12333.961","12333.961","10728.088","13410.110"
"M1172.77T13.55","38037.77","37943.49","36907.06","24967.59","23091.24","37613.10","35660.21","38801.54","35607.63","37217.32","39243.38","37988.19","37394.47","23624.66","37219.76","38327.71","31042.81","36544.00","36544.00","36252.43","39490.55"
"M1173.44T13.55","52936.33","55451.86","50636.88","33742.21","29179.47","30145.16","52428.39","51008.74","48973.00","53604.33","50565.24","52813.75","51450.78","50418.80","52014.88","53213.54","47146.18","41945.67","41945.67","53849.06","53816.10"
"M1174.45T13.55","13602.686","13481.937","15756.150","13511.203","12506.344","12580.238","12747.594","12915.127","13328.501","12259.584"," 8716.070","15477.298","15292.219"," 6868.544","13498.716","13130.372","12154.253","16535.965","16535.965","12956.754","14828.046"
"M1175.76T17.47","10352.942","13636.788","11462.832"," 9963.081","12802.413","13363.869","10870.514","10309.419","12104.177","12659.866","10882.857","20084.257","12730.076","11254.677"," 9225.594","10422.170"," 7411.990","10958.368","10958.368","12848.430"," 9843.485"
"M1176.77T17.56","14381.40","16894.53","17728.95","15861.44","19444.16","14845.35","13735.57","15354.75","17354.04","18208.46","18279.27","15355.16","20814.26","13410.11","14782.21","15599.26","11414.84","15767.31","15767.31","13516.43","17766.19"
"M1177.1T13.54"," 8349.261"," 6662.995"," 7646.321"," 6460.399"," 7787.120"," 6771.956"," 7946.751"," 6920.530"," 7409.812"," 6722.414"," 4588.584"," 6363.668"," 7610.617"," 7856.078"," 7861.524"," 6909.982"," 7629.309","11421.129","11421.129"," 7793.310"," 7822.003"
"M1177.44T13.55","14764.294"," 9536.524"," 9442.242","14335.706","14463.682"," 9300.736","13790.506","14107.064","14506.097","12862.416","13370.596","15344.625","12018.533","14051.093","16059.475"," 9481.216","12182.440","14650.363","14650.363","13059.060"," 8926.700"
"M1180.76T17.56","25207.57","23402.00","18465.56","25140.05","23381.81","23833.23","21331.80","22016.56","23871.83","17149.43","22685.61","18433.42","23207.41","22762.08","21733.00","24643.71","13700.84","18040.97","18040.97","24156.25","22381.23"
"M1181.76T17.56","10336.629"," 8775.125","11666.544"," 9504.428"," 8638.806","11207.621"," 8316.326","11151.659"," 8246.327"," 9717.064"," 7382.078"," 9954.687"," 8778.256"," 8638.617","10559.715","11630.788"," 6880.672"," 9537.728"," 9537.728","10986.862"," 9008.370"
"M1182.1T17.55","12842.235","13743.106","12098.542"," 9918.230","10638.382","11708.683"," 8043.660","11497.540","10344.460","12342.918","11893.939","10662.584","11584.650"," 9539.392","11118.239","14003.886"," 7550.020","10929.137","10929.137"," 8691.998","12210.499"
"M1182.27T12.55","5351.485","4691.448","2426.540","4483.815","6795.848","3675.098","6357.649","2558.494","5537.646","3476.620","4185.268","4862.208","7044.736","5201.558","3730.581","3773.923","4501.299","5499.866","5499.866","5015.000","5256.158"
"M1182.76T17.56","10699.522","13339.900"," 9421.341","12674.309","11014.946","11464.806","10178.518","10767.142","12155.826","13185.438","10813.880","10957.375","12621.752"," 9415.009","10453.234","10577.031"," 8300.285","10914.838","10914.838","11289.768","11492.956"
"M1182.77T12.5","11510.521"," 9243.648"," 8418.690"," 8088.192"," 8636.114"," 9650.394"," 8589.106"," 9985.345"," 9039.036"," 9039.036"," 8924.920"," 9200.886"," 8052.484","10152.871"," 9701.921"," 9282.244"," 8806.606","13845.412","13845.412"," 7977.862"," 9408.265"
"M1183.43T17.56","15207.486"," 6704.052"," 7260.272"," 7304.638"," 4433.493"," 6917.863"," 4389.545","11838.794"," 4408.524"," 6680.926"," 6164.415"," 6479.370"," 7998.944"," 9016.970"," 7138.255"," 7347.449"," 3250.896"," 6656.808"," 6656.808"," 7699.028"," 6192.506"
"M1183.76T17.55","10921.323","13125.547","10634.604","10955.780","11030.691"," 9994.032"," 9744.866","13190.895","11167.998","11864.021","11997.589","12513.547","12644.593","13101.186","10687.968","11123.668"," 8740.924","10453.430","10453.430","11020.964","13161.731"
"M1183.77T11.73"," 9138.380"," 9049.800"," 8308.393"," 8717.265"," 9398.961"," 8257.430"," 8635.806"," 8331.262"," 9237.630"," 8863.273"," 8866.758"," 9742.468","10324.298"," 9063.108"," 9227.766"," 9551.237"," 9622.655","11035.822","11035.822","11450.248"," 9684.968"
"M1184.09T17.56","8139.458","9156.550","7768.896","8354.554","8080.366","8878.025","5849.074","9140.309","7171.627","6863.791","7205.837","8117.762","7615.624","7771.978","8308.852","8032.024","4887.754","8495.791","8495.791","6770.250","8118.309"
"M1184.1T12.55","16820.310"," 9935.656","16261.902","10142.401"," 8926.936","10128.939","14560.656"," 9923.625"," 9488.014"," 9899.610"," 9924.377"," 9116.655"," 9779.502","17329.182"," 9083.664","10838.827"," 8996.984","15505.000","15505.000","10750.154","10460.275"
"M1184.43T13.55"," 7350.854"," 9713.095","10715.910"," 8750.366","11170.522"," 8924.580"," 8986.050","10808.267","10862.144","11437.724"," 8663.938","10505.301","10361.305"," 7517.054"," 9720.843"," 9741.310"," 8042.566","13962.374","13962.374"," 7701.034","10555.120"
"M1184.76T17.56"," 8862.269","10320.943","10006.916","10926.872","10029.902"," 9745.296"," 5984.022","11408.341","11262.217","11751.148"," 8579.712","20242.717"," 9985.598"," 8891.431"," 9858.466","11394.080"," 5675.357","12176.633","12176.633","10469.314","10371.400"
"M1185.52T13.55","18380.98","17012.92","18135.99","18368.38","18649.78","18186.13","16583.48","17823.37","20697.91","19113.17","18326.35","18329.51","19592.44","18198.43","18917.27","18611.20","15612.44","18322.53","18322.53","16952.71","16559.47"
"M1186.05T14.49","14038.143","14818.738","11939.455"," 7076.944","15400.788","13929.596","17892.282"," 6101.824","12640.237","13996.609","12878.965","14582.502","12824.672","13314.844","13117.599","13974.203","11699.578","16311.359","16311.359","13398.074","11593.629"
"M1186.76T17.56","17081.92","13227.56","14051.23","18832.98","14099.11","17463.12","12860.77","18094.98","13537.76","13059.06","16670.62","29046.25","18260.62","17093.13","16531.45","17917.59","11382.70","16725.09","16725.09","18541.46","17387.54"
"M1189.76T17.56","10697.173","12248.636","11971.808","12015.949"," 9390.086","11925.645"," 7136.665","10552.263"," 8696.334","10084.586"," 9891.503","10512.181","11803.760"," 9073.138","11986.063","11666.158"," 7236.145","10016.618","10016.618"," 9640.836","10072.052"
"M1190.76T17.56","13585.110","13878.389","16463.887","17435.196","16389.020","16561.889","12060.833","13744.578","14860.594","16758.124","14296.792","25674.473","13218.526","15014.910","13207.680","13320.266"," 9321.509","17842.411","17842.411","15279.702","16125.560"
"M1190.77T11.72","10779.68","10974.14","10603.61","10509.43","11823.01","12151.51","10798.96","11346.61","10788.27","10431.20","11628.47","12518.58","10897.98","10746.14","10625.53","11861.76","11189.39","14720.03","14720.03","10976.83","11520.46"
"M1192.02T13.55","11703.004","15476.290","12058.569"," 8820.629","10815.886","11799.617","12252.648","15349.749","15151.843","16114.198","12176.420","12095.839","15111.834","13879.514","12715.425","14996.143","11398.185","10594.967","10594.967","13113.222","13750.911"
