"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21"
"M1152.1T17.04",-0.020569,0.0068584,0.032001,0.029505,-0.016453,-0.0092494,-0.0033286,-0.021247,-0.00602,0.020962,-0.010286,0.025856,0.030734,-0.035538,0.018692,-0.0026517,0.080614,0.045981,0.01988,-0.00010278,-0.00097044
"M1152.51T14.55",0.013737,0.0098945,-0.0033123,-0.0046031,0.0069097,-0.026006,0.032629,-0.0023272,-0.0037496,-0.0029148,-0.073768,0.016325,-0.013719,0.031307,0.0093544,0.061021,-0.0011748,-0.059268,-0.069512,0.0035325,0.0087331
"M1153.77T17.56",-0.016548,0.033062,0.023487,0.024161,0.073131,-0.017878,0.015147,0.044908,-0.054324,-0.031637,-0.069865,0.036054,0.032799,-0.039824,-0.0097,0.0048577,0.059114,-0.029987,-0.020469,-0.0063946,0.0099668
"M1154.77T17.56",-0.0012587,0.043577,0.060442,0.03883,0.042152,0.0025797,-0.043258,-0.0025048,0.015505,-0.041327,-0.040645,-0.01036,0.070426,-0.013663,-0.019428,-0.0047732,0.021138,-0.036072,-0.033229,0.0041924,-0.0023791
"M1155.78T12.55",0.014237,0.0014231,-0.012111,-0.069804,0.021557,0.060095,0.0056627,-0.042504,-0.0076225,-0.011038,-0.047169,-0.040158,-0.012106,0.083293,-0.024213,-0.019276,0.037076,0.046534,-0.0033475,0.0034856,-0.00543
"M1155.77T17.56",-0.017832,0.045821,0.051594,0.026386,-0.026762,-0.0040218,-0.020968,0.044533,-0.0045001,-0.0030122,-0.031376,-0.0044346,-0.026411,-0.025635,0.033689,-0.002763,-0.030905,0.02978,0.0068268,-0.0036685,-0.0057983
"M1158.1T13.08",-0.021256,0.0060588,0.022139,0.054394,-0.0079844,0.043143,-0.015492,0.013785,0.066046,-0.057833,0.012556,0.0039052,-0.038457,-0.018764,0.039319,-0.06594,-0.049339,-0.0067337,0.028161,-0.00019716,-0.0041473
"M1159.44T17.56",-0.026357,0.044233,0.0191,0.010666,0.026945,0.003721,0.016007,0.0047133,-0.036978,-0.0014057,-0.0077716,-0.01328,0.026694,-0.046648,0.03736,0.0052574,0.032798,-0.011158,0.06073,-0.0014085,-0.0086528
"M1159.77T17.56",-0.059021,0.0075699,-0.044979,-0.057335,-0.0067609,-0.023923,0.012008,-0.023809,0.018262,0.022267,0.016072,-0.0048416,0.029324,0.015503,0.0028702,-0.0034215,0.032622,0.0013355,0.0063058,0.0034705,0.0021448
"M1160.1T17.56",-0.05931,-0.0031551,0.015143,-0.0054222,-0.024185,-0.048465,0.0038101,0.020594,-0.058816,0.029483,0.017188,0.034942,-0.021146,-0.026538,-0.025239,-0.02629,0.035202,-0.014368,0.007571,-0.012741,0.014161
"M1160.77T17.56",-0.055468,0.018335,0.050297,-0.011443,-0.005353,0.045572,-0.0052055,-0.013823,-0.023207,0.039287,0.018618,-0.01136,-0.018512,-0.046479,-0.0074741,0.02021,-0.04301,0.0085306,0.0086655,-0.0018695,-0.0037744
"M1161.43T17.56",-0.033492,0.044619,0.014569,0.035909,0.0068104,-0.021294,0.052721,-0.012034,0.012539,0.041073,0.02829,0.02263,0.0083051,0.034767,0.025846,-0.013876,-0.022947,-0.073946,-0.0053135,-0.011095,0.008059
"M1162.76T17.56",-0.016783,0.023073,-0.023335,0.024549,0.0037115,0.029458,-0.007399,0.0011496,0.044389,-0.07671,-0.054663,-0.06299,0.044516,-0.079501,0.046254,0.042179,0.054445,0.031122,-0.014651,0.0028116,-0.0015479
"M1163.44T16.55",0.01434,0.021499,0.037609,0.015251,-0.0017392,0.0072943,-0.039024,0.014182,0.044755,0.015456,0.0032385,-0.025693,0.027823,0.023317,0.0011524,0.0016859,0.022986,-0.0075728,-0.031756,0.00091626,0.0027595
"M1163.77T17.56",-0.022076,0.04908,0.044432,0.082318,-0.047736,-0.012163,-0.018713,0.017949,0.025485,0.0098511,0.0020414,0.032127,0.00035289,0.023686,-0.027618,-0.012822,-0.0051882,0.035132,0.041202,-0.012854,0.0031614
"M1166.44T14.63",-0.038285,-0.0026847,-0.017536,0.022174,0.046345,0.050216,0.010126,0.043178,0.055286,0.041117,0.0075043,-0.0096472,0.0050609,0.029239,0.0052897,0.012634,-0.029149,0.0055141,0.012425,0.0010142,1.9696e-06
"M1166.77T17.55",-0.05654,0.023979,0.021731,-0.01856,0.0084893,0.019409,0.013004,0.0065391,0.0018339,-0.031735,-0.014672,-0.02382,-0.026992,-0.066028,-0.039263,-0.0094913,0.012847,-0.004469,-0.024092,-0.0061529,0.0093924
"M1167.1T17.55",-0.0024303,0.028115,0.032319,0.022506,0.02431,-0.0013789,0.005724,-0.028716,0.007651,0.0039192,0.011888,-0.052173,-0.021522,0.027835,0.047566,0.031793,0.0081987,-0.017294,0.023045,-0.0016124,-0.0020113
"M1167.27T17.54",0.025469,0.029416,0.075471,0.012353,0.0069535,-0.05273,-0.027494,0.010713,-0.0084518,-0.0099158,0.017524,0.084544,0.030222,0.0051992,0.025006,-0.059099,-0.00887,0.03871,0.0051175,0.0060379,-0.01124
"M1167.77T17.56",-0.057441,0.0022094,-0.0039462,-0.04085,0.017413,-0.0127,0.018158,-0.001891,-0.039566,0.015765,0.039829,-0.035627,-0.045318,0.008694,0.0061769,-0.034226,-0.025716,0.0095006,0.014999,0.002032,-0.012061
"M1167.77T12.54",0.00026043,-0.0039323,0.044338,0.058324,0.02753,0.04127,0.0044438,0.016154,0.015725,0.010438,0.024147,0.022329,-0.0097803,-0.00030607,-0.0038034,-0.010609,-0.016846,0.023958,0.019667,-0.0083954,0.0044972
"M1169.27T13.55",-0.017222,0.0027872,-0.062327,-0.010767,7.4329e-05,0.030232,-0.013428,0.017938,0.013921,0.0026463,-0.0010377,-0.021173,0.007343,0.027929,0.04583,-0.02854,0.020056,0.040249,-0.0073937,0.0025138,-0.0034683
"M1169.5T13.55",-0.0030451,0.024957,-0.014381,-0.016338,0.059839,-0.044448,0.018529,0.037672,-0.019152,-0.013878,0.061759,0.016527,0.0042305,-0.023376,-0.0049986,0.013013,0.032556,0.050618,0.013223,-0.0076871,0.0047877
"M1169.77T16.56",-0.059111,0.01335,0.02381,0.0091589,-0.019999,0.0010716,-0.021229,0.0071904,0.029882,0.0038189,0.0043559,0.038301,-0.046742,0.014132,-0.019185,-0.014376,0.036915,-0.021744,0.010505,0.00063885,0.0043395
"M1170.09T14.07",0.017255,-0.007546,0.04992,0.012136,-0.0034657,-0.015901,-0.02609,-0.0057113,0.0034732,0.00022208,0.050901,-0.039254,0.027838,-0.043029,0.070493,0.080023,-0.030969,0.062139,0.011401,0.0038087,-0.010813
"M1170.77T16.68",-0.058815,0.0068051,0.012091,-0.041481,0.0021049,-0.035545,-0.023817,-0.0031716,-0.0089346,0.040331,-0.01799,-0.042264,0.006296,-0.017505,0.0078229,0.0067457,-0.026612,0.023654,0.046199,0.0033863,-0.0052134
"M1171.43T17.56",-0.0067523,0.038401,0.027789,0.050809,0.031252,0.0096993,-0.055573,-0.05075,-0.029882,0.00054463,-0.002162,0.021707,-0.0081084,-0.031604,0.078809,0.011362,-0.012187,-0.02001,-3.0353e-05,0.0054905,-0.017143
"M1171.77T12.55",0.0072253,0.013586,0.01548,0.0090102,0.052259,-0.027933,-0.016832,0.048698,-0.0026867,0.03206,-0.0079262,0.039299,0.078364,0.016903,-0.052893,0.039823,0.055425,0.020092,0.027948,-0.0044836,0.0093981
"M1172.77T13.55",-0.010101,0.00069775,0.012747,-0.01335,0.050985,-0.036085,0.042111,-0.051801,0.058505,0.026495,0.048317,-0.009195,0.044729,-0.013488,-0.0083836,0.050378,-0.0071257,0.01384,-0.023269,-0.0011108,0.00038206
"M1173.44T13.55",-0.010355,-0.0080472,-0.019451,-0.019446,0.029551,-0.06408,-0.0055861,-0.01316,0.055447,0.059663,0.028084,-0.018036,0.042142,0.033831,0.071375,0.008941,0.020524,0.052597,-0.027919,-0.0004673,0.0010543
"M1174.45T13.55",0.00054163,0.0024657,0.045407,-0.017593,0.032979,0.01453,-0.022902,-0.033172,-0.0027403,-0.0028575,0.071302,-0.020724,0.046715,0.018142,-0.08632,0.013601,0.057124,-0.00021636,-0.018817,-0.0078837,0.009055
"M1175.76T17.47",-0.055067,0.0086062,0.021558,-0.030288,0.013163,0.0066577,-0.022483,0.0093268,-0.0083299,0.047768,-0.01841,-0.0095608,-0.043919,-0.022611,-0.023695,0.002094,-0.025147,-0.035576,-0.040992,-0.0047547,0.011406
"M1176.77T17.56",-0.010301,0.029437,-0.0031813,0.018869,0.0079327,0.021715,-0.0016239,-0.0042075,0.0054553,0.066857,0.0095915,-0.019819,-0.031631,-0.036029,-0.044927,0.019634,0.045646,0.011266,0.053429,0.0082723,-0.001404
"M1177.1T13.54",0.042982,0.0052049,0.053622,-0.0078954,0.014093,-0.0063784,-0.024634,0.018085,0.0060776,-0.0043423,0.0027329,-0.016608,0.016923,0.082517,-0.027463,-0.0283,-0.0059151,-0.006489,-0.014426,0.0070228,-0.0088036
"M1177.44T13.55",0.0086603,-0.02263,0.013192,-0.016204,-0.068811,-0.0014226,0.012516,-0.0054485,0.037578,-0.012615,-0.056121,-0.052729,-0.031395,0.023802,0.014253,-0.051946,0.059411,-0.034845,-0.034771,0.0049444,-0.0075913
"M1180.76T17.56",-0.0086647,0.046143,-0.032248,-0.014218,0.0032369,0.023283,-0.033977,-0.018179,0.042276,-0.046999,-0.027345,0.0040083,-0.019566,-0.023256,0.015067,0.0038599,-0.0081499,-0.0042723,0.0021739,0.010971,-0.0032445
"M1181.76T17.56",-0.017754,0.037253,0.0097293,-0.0045071,0.0069691,-0.027236,0.022754,-0.011018,-0.023628,-0.038451,0.017045,0.029507,0.0387,0.041413,-0.021101,0.023678,0.00797,-0.019833,-0.055898,-0.0096486,0.0043707
"M1182.1T17.55",-0.024988,0.03483,0.004677,0.047114,0.028046,0.013563,0.014417,-0.048815,-0.00010823,0.024914,0.0081293,0.0040177,0.024311,0.0041816,0.011997,0.047537,-0.0016904,0.014925,0.041994,-0.0075296,0.0015546
"M1182.27T12.55",0.023399,-0.0082439,0.018207,-0.055459,0.0090513,0.080472,-0.069596,0.038594,0.054225,0.012954,-0.011771,-0.072322,-0.065331,0.0035668,0.019011,-0.031909,-0.023591,0.0035945,0.031664,0.0079352,-0.0013577
"M1182.76T17.56",-0.010259,0.025957,-0.0022995,0.0077764,0.005123,0.033093,-0.019823,-0.027956,0.0047852,0.033525,0.02172,-0.037348,0.0043071,-0.065154,-0.010525,-0.028288,-0.0042802,-0.0079651,-0.02468,0.0055579,-0.0078282
"M1182.77T12.5",0.023036,-0.0060105,0.059167,0.026358,0.0045718,-0.012586,0.016696,-0.027786,0.018149,-0.01355,-0.033855,-0.0053797,0.013653,0.039483,0.019418,-0.0016528,-0.032944,-0.0025913,0.016302,-0.0084838,-0.0088247
"M1183.43T17.56",-0.027292,0.048249,0.003168,0.044149,-0.020682,-0.07591,0.0055574,-0.036765,-0.0032546,-0.084188,0.0010224,-0.065191,-0.0014144,0.046344,0.058155,0.034132,-0.02432,0.019961,-0.021517,-0.017087,0.0011673
"M1183.76T17.55",-0.026597,0.017461,-0.013571,0.020613,-0.0010654,-0.02883,-0.023262,-0.007453,0.01758,0.03283,0.013756,0.0039283,-0.038194,-0.011949,0.032683,-0.029974,-0.0066411,0.038042,0.021518,-0.0029788,0.0030122
"M1183.77T11.73",0.015905,-0.0067165,0.030087,-0.0067231,0.021664,0.019666,-0.013574,0.046009,0.041465,0.0064719,0.02793,-0.010827,-0.013337,0.014777,0.01867,-0.0037284,0.020844,0.0058239,-0.044658,0.0063284,-0.0038807
"M1184.09T17.56",-0.023063,0.038973,0.026921,0.038733,0.0050316,-0.0044605,-0.011711,-0.040388,-0.00043458,-0.031706,-0.0064498,0.024271,-0.011475,-0.00067158,-0.0048415,-0.017947,-0.0021133,-0.020897,0.031055,0.0028714,-0.0082689
"M1184.1T12.55",0.030641,0.015267,0.031596,-0.019102,0.02849,-0.073551,-0.022323,0.020859,-0.026883,-0.017012,-0.082087,-0.033518,0.023129,0.054761,0.032963,0.036138,-0.018739,0.010496,0.022015,-0.0047938,0.008543
"M1184.43T13.55",0.012283,0.0064397,0.057314,0.01334,-0.0089083,0.0051671,0.0091075,-0.026422,-0.007331,0.073932,0.023076,0.026566,-0.0042539,-0.0020746,-0.06154,-0.0085761,0.03902,0.0010741,0.019698,-0.00068888,0.012614
"M1184.76T17.56",-0.058789,0.015995,0.058336,0.019549,-0.045134,0.0067366,-0.011651,0.0015058,-0.0030621,0.018467,0.019366,0.023164,0.0091533,-0.015646,-0.017209,-0.0075649,0.018904,0.01069,-0.03166,0.0072881,-0.011787
"M1185.52T13.55",-0.0030705,0.014664,-0.0053212,0.0079877,-0.026434,0.009745,0.00011219,0.0049791,0.029575,0.032743,-0.024248,-0.01081,0.012048,0.0022177,-0.020104,0.017879,0.020936,-0.047414,0.0063112,0.0011204,0.0059254
"M1186.05T14.49",0.0067518,-0.0013879,0.035764,-0.055956,0.074008,0.054174,0.018579,0.028666,0.025381,0.0742,-0.051138,-0.02507,-0.00207,0.045728,0.02869,0.018929,-0.03404,-0.037562,0.0013836,0.0010546,0.0091519
"M1186.76T17.56",-0.048867,0.005287,0.031213,-0.023033,-0.035441,-0.017515,-0.00088097,0.023152,0.018692,-0.068319,0.033854,0.0083505,-0.024567,-0.01409,0.028629,0.013172,0.0040715,-0.0044793,0.0049231,0.0032683,-0.0050361
"M1189.76T17.56",-0.029142,0.038732,0.0039635,0.042327,0.023735,-0.0015057,0.0012649,-0.014873,-0.012423,-0.024996,0.035696,0.0023832,0.027237,-0.010383,0.0057758,0.016443,0.032139,-0.0499,0.018748,-0.0017425,-0.0013838
"M1190.76T17.56",-0.044989,0.010819,0.054138,-0.009692,-0.018293,-2.6173e-05,0.0018295,0.030884,-0.034636,0.0028329,-0.030285,0.0062898,-0.0029989,-0.037658,-0.033617,-0.023602,0.0071352,0.0053383,0.00084452,-0.0070372,0.0040686
"M1190.77T11.72",0.014561,-0.012977,0.053183,0.001287,0.018396,0.01057,0.011384,0.00082549,0.010646,-0.003898,-0.0024133,0.030747,-0.022793,-0.001547,-0.0058105,0.017892,-0.0058411,-0.014234,0.0041152,0.0087269,-0.008293
"M1192.02T13.55",-0.009802,0.01372,-0.036308,0.0067122,0.010098,-0.026499,-0.003087,-0.022819,0.044345,0.089297,0.036313,0.017839,0.0037725,0.025055,0.019461,0.0048035,-0.043851,0.017051,-0.033368,-0.0099142,0.0094743
"M1193.42T17.06",-0.054516,0.004189,0.077418,-0.023646,0.01798,-0.02443,0.013421,0.015387,0.0051295,0.0080075,-0.00080748,-0.0048342,0.006626,0.022693,0.0098132,0.012672,0.016196,0.0090225,-0.022054,-0.0065491,0.0044631
"M1193.76T17.56",-0.013409,0.037493,-0.017082,0.0027072,0.013495,-0.009295,0.018112,-0.014753,0.045362,0.0055757,-0.02708,-0.035973,-0.030639,0.0099143,-0.0079401,-0.047356,-0.048422,0.012449,0.0021524,-0.0062146,0.0032125
"M1194.27T17.56",-0.011246,0.035442,-0.0079785,-0.019385,0.031768,0.047842,0.021995,0.027549,-0.039083,0.026689,0.046964,-0.0090212,-0.043691,-0.0074516,-0.015035,0.05043,0.0077574,-0.048789,0.042244,0.0021551,-0.00084269
"M1194.28T12.55",-0.014936,-0.028654,0.0089883,-0.094446,-0.014015,-0.029395,0.044482,-0.01703,0.030611,0.0065479,-0.064187,-0.04016,0.031429,0.043009,0.0054415,-0.051618,0.062249,-0.0072966,0.0095193,0.0012138,0.0041112
"M1196.76T17.56",-0.037937,0.05286,-0.0016414,0.041256,-0.013384,-0.021778,-0.003102,0.053704,-0.010323,-0.032975,-0.012377,0.00077389,-0.035501,0.011851,0.049726,-0.029524,-0.011182,0.008826,-0.0011748,-0.017985,0.0052658
"M1197.1T13.55",0.014207,0.0065885,-0.024576,-0.029302,-0.0092481,-0.027021,0.071489,0.053313,-0.044003,-0.037541,0.03334,-0.00066375,-0.04209,-0.0080213,0.010783,-0.0030134,0.024033,0.015208,0.020526,-0.010303,0.0095995
"M1197.43T17.56",-0.044728,0.029929,-0.043974,0.066983,0.01351,0.028342,-0.014942,-0.0082356,0.049706,-0.04971,0.030034,0.019341,0.023055,0.006465,-0.0045622,0.017952,-0.011329,-0.032566,0.0052571,-0.0096658,0.0021091
"M1197.76T17.56",-0.053004,-0.0026315,0.017612,-0.018365,-0.037843,-0.0087812,0.012989,-0.013079,-0.034793,-0.025297,-0.010865,0.024251,-0.032431,0.034103,-0.021214,0.0081409,-0.020356,-0.013728,-0.016037,-0.0074656,0.00047744
"M1198.1T13.55",-0.0027535,-0.0020461,0.046459,0.00019413,0.011561,-0.049579,0.01989,-0.0046308,0.0041362,0.037194,0.072373,0.050292,0.041864,-0.073735,0.024121,0.039009,0.025848,-0.036501,-0.017393,0.0085113,-0.0027488
"M1198.76T17.56",-0.011738,0.043015,0.02648,0.018028,-0.035125,0.0081106,0.016408,-0.02416,0.0016155,0.028938,0.018819,0.0017591,0.028316,-0.038184,0.013141,0.010368,-0.018381,-0.019126,-0.031356,-0.0032689,-0.0052551
"M1199.28T13.55",-0.0065163,0.015588,0.019246,0.041089,0.0016522,-0.0079273,-0.02131,-0.049089,-0.03988,-0.0049114,0.01957,-0.013916,-0.0023364,0.0076171,0.00090658,-0.057787,-0.047128,-0.041204,0.047443,0.0090011,-0.019213
"M1199.44T12.55",-0.0015574,-0.018469,0.053303,-0.062268,-0.012287,-0.0077968,0.006202,-0.020164,0.051945,0.034961,-0.011858,-0.044923,-0.0036578,0.007516,-0.03516,-0.049441,0.0084163,-0.032568,-0.026914,0.010377,-0.0017593
"M1199.75T17.56",-0.052012,-0.01287,0.026726,-0.0039165,-0.029951,0.020857,0.015552,0.014902,-0.0010416,0.0132,-0.03106,-0.041413,0.015197,-0.066915,-0.047712,0.028295,0.022367,-0.0065717,0.0036993,-0.0050374,0.0067568
"M1199.76T12.55",0.040928,-0.0043007,0.059835,0.014153,0.0032619,0.029092,-0.021003,0.059314,0.01705,-0.026336,0.01523,-0.0083838,-0.029504,-0.0014033,0.027568,-0.0081844,0.025743,-0.020251,-0.0035235,-0.0010076,0.0048971
"M1200.1T13.54",0.0043824,-0.012574,0.026184,-0.011704,0.0045603,0.014604,-0.022914,0.027822,-0.055779,0.021926,-0.052295,0.071223,0.021635,-0.078204,-0.005191,0.042536,-0.035012,-0.021975,-0.07641,-0.010506,0.018012
"M1200.44T13.6",0.01686,-0.00091719,0.0083566,-0.004456,-0.053418,-0.012124,0.056632,0.046293,0.0015996,-0.018826,-0.0304,-0.010107,-0.0091311,0.011567,-0.01243,0.034586,0.0041869,-0.037338,0.0021475,-0.0090578,0.011766
"M1200.76T17.54",0.0041418,0.032273,0.021569,-0.016859,0.0064888,0.057479,-0.026701,0.030356,0.0018533,-0.017667,-0.018334,-0.025783,0.0031251,-0.054305,-0.04561,0.0053437,-0.024638,-0.069682,0.019955,-4.6739e-05,0.0029338
"M1201.1T13.6",0.0084306,-0.024101,0.020727,0.021114,-0.0014174,-0.0026478,0.026831,0.0073613,0.019952,-0.016259,-0.011936,-0.049325,-0.044436,-0.00085969,-0.064283,-0.050202,0.013778,0.015316,0.020327,-0.0045863,0.006334
"M1204.77T16.56",-0.024254,0.054167,-0.00048419,0.024083,0.018932,0.013491,-0.0053562,0.018629,-0.042798,-0.012646,0.019951,-0.023739,0.01776,0.01486,0.0068611,-0.019862,-0.020678,-0.014973,0.010516,-0.0066869,-0.0046511
"M1205.09T17.55",-0.012411,0.035035,0.010369,-0.012381,0.0090327,0.028447,-0.027797,0.036136,0.080483,-0.0023187,-0.054653,-0.013612,-0.026211,-0.01249,-0.038031,0.02206,0.049877,0.0093991,0.018356,0.0075406,0.004568
"M1205.27T12.55",0.017902,-0.015161,0.0085715,-0.065981,-0.0074759,-0.012132,0.016685,-0.011662,-0.0042626,0.008268,-0.019643,-0.010957,-0.015399,-0.00064607,0.00050168,0.038998,-0.020162,-0.023948,-0.022514,0.0039923,0.0050005
"M1205.43T12.54",0.0078524,0.050996,-0.035219,-0.0063445,0.043664,0.010515,0.053225,-0.0051725,0.0055352,-0.034836,0.0035215,0.027587,0.010955,0.05086,0.0027299,-0.03639,0.021576,0.0061665,-0.03207,-0.0064349,-0.00052035
"M1205.77T17.55",-0.0529,0.0019876,0.023564,-0.025595,0.045078,-0.0047154,0.00038177,-0.055465,0.021815,0.021339,0.023971,0.0087064,-0.027146,-0.027127,0.02822,-0.046015,-0.048527,-0.02989,-0.011427,0.0037877,-0.0043368
"M1206.09T17.56",-0.045895,0.040082,-0.052314,0.031457,0.006132,0.0014817,0.023154,-0.0015509,-0.0045521,-0.0062276,-0.024746,-0.01192,0.090517,0.019999,-0.021755,0.032485,0.0051132,-0.0022628,-0.00038845,0.00015157,-0.0066325
"M1206.09T12.55",-0.033904,-0.0039871,0.039426,-0.006709,-0.027116,0.0026143,-0.0199,0.024226,0.019674,0.05508,0.066954,-0.047131,-0.065399,-0.024866,0.029259,-0.0025355,0.01266,-0.018874,-0.0054232,0.008484,-0.0082254
"M1206.44T13.04",0.015919,-0.0062523,0.029222,-0.0048066,0.026139,0.0096254,-0.001167,0.004883,0.015288,-0.021275,-0.015167,0.01724,-0.055014,-0.013412,0.0080363,-0.043353,-0.034686,0.013372,-0.027005,0.0034956,-0.0060933
"M1206.76T17.55",-0.041853,-0.0085036,0.028893,-0.0071179,-0.050535,0.020846,0.07228,0.03557,-0.047717,0.052728,-0.00034576,-0.0035369,0.0096616,0.020375,0.011682,-0.0094475,-0.016836,-0.021331,-0.0070981,0.00034588,-0.013072
"M1207.09T13.54",0.025267,-0.018179,0.064191,-0.01429,-0.0028361,-0.04879,0.0032601,0.018718,0.06621,0.027645,0.035212,0.040327,-0.025576,-0.05064,0.0033116,-0.019762,-0.029994,-0.012654,0.012134,0.0029839,0.0070048
"M1207.43T13.55",-0.011641,0.0012834,0.058976,0.0923,-0.018209,-0.030663,-0.0098259,0.011024,0.026881,0.0096857,-0.0099418,-0.012987,0.025723,-0.022679,0.048434,0.001131,0.011518,0.037281,-0.016199,0.0048817,-0.0095087
"M1208.09T16.56",-0.018239,0.050804,0.029795,0.0037359,0.0055462,0.0064281,0.012816,-0.028041,0.036516,-0.043213,-0.023727,-0.024904,0.02966,0.077673,0.0020982,-0.049985,0.060859,-0.041631,-0.0079334,-0.0060858,0.0055958
"M1208.09T12.61",0.011103,-0.0081186,0.026277,0.0087197,-0.00035346,-0.057278,0.037308,-0.026209,-0.0032713,-0.037297,0.0040535,0.018598,-0.031815,-0.0098739,-0.10049,0.016117,-0.060425,-0.055194,-0.013568,-0.00032767,0.0062621
"M1209.02T13.55",-0.013837,0.0079744,-0.019276,-0.019978,-0.046244,-0.034647,0.0066693,0.04855,-0.027814,-0.0034567,0.014567,0.0058172,0.014947,0.059633,-0.060707,0.008712,-0.011285,-0.017219,0.0097228,-0.0011803,-0.0023113
"M1209.27T13.55",0.0026119,0.0041013,-0.018173,-0.0010975,0.017509,-0.0036768,-0.026662,-0.019225,-0.0020114,-0.024852,0.012986,-0.034346,0.0031765,-0.040454,-0.02291,0.047659,-0.029628,-0.041504,0.016826,-0.00067539,0.0050284
"M1209.76T16.68",-0.0058073,0.028991,0.035677,0.023666,-0.0071372,-0.016775,0.064966,-0.024105,0.04899,0.013707,-0.0047336,0.005423,0.031986,0.032075,0.039411,-0.023782,0.035145,-0.070657,0.0016314,-0.0035395,0.019642
"M1210.26T12.61",0.017432,0.015468,0.059381,-0.062821,0.070108,-0.018577,0.099264,0.058041,-0.094143,-0.049646,0.025512,-0.014018,-0.073507,0.063885,0.016821,-0.021114,-0.079504,0.015822,0.04811,-0.0096379,-0.0069699
"M1212.09T16.56",-0.017766,0.024124,-0.010153,0.03187,0.030658,0.04142,0.029317,0.022648,-0.051255,-0.0033739,0.00068649,-0.011695,0.0042779,-0.017649,-0.03367,-0.043529,-0.0080472,0.026118,-0.0084044,0.0041811,-0.017043
"M1212.43T14.57",-0.029321,-0.0089521,-0.0093348,0.040259,0.049024,0.015451,0.058127,-0.05177,0.0098686,-0.018913,-0.026754,-0.023741,-0.011891,-0.024586,-0.097323,-0.0031217,0.0084967,0.067459,-0.050332,-0.0011015,-0.0070581
"M1215.26T17.55",0.0011104,0.017096,-0.024677,-0.082956,0.049995,-0.0073285,-0.0061263,-0.069978,0.01608,0.037348,0.034704,0.0016417,0.0010041,-0.020505,0.038067,-0.021914,-0.024243,-0.009052,0.036125,-0.0035714,0.0070467
"M1215.76T17.4",-0.053192,0.0058672,0.032497,-0.043862,-0.0014749,0.0080756,0.031677,-0.033506,-0.0031343,-0.0089544,0.010951,0.050077,0.050026,0.0039805,0.012097,-0.013923,0.014697,-0.059354,0.026182,0.0018695,-0.0036792
"M1216.76T17.55",-0.031731,0.0022553,0.049663,-0.0075071,-0.045359,0.049573,-0.01884,-0.012568,0.010986,-0.00047003,0.01605,0.064248,0.0084254,0.0016061,0.039955,0.054077,-0.0026205,0.00063119,-0.0098766,0.0060228,-0.011458
"M1217.76T17.56",-0.050298,0.0099092,0.026667,-0.0024283,-0.022313,-0.053075,0.01863,0.021087,-0.017957,0.002169,0.025971,-0.015288,0.014441,-0.01445,-0.033971,-0.0142,-0.026643,0.029893,-0.015574,-0.0028999,-0.00097048
"M1219.5T14.55",-0.0079669,0.019878,-0.00014375,0.027579,0.0034871,0.00041881,0.030024,0.10391,0.030482,-0.028359,-0.032334,-0.014779,0.033977,-0.030491,-0.050522,0.033728,-0.032186,-0.071569,0.053954,-0.0056366,0.010791
"M1220.5T13.6",-0.015176,0.0062777,-0.03089,-0.029216,-0.033204,0.039939,0.014062,-0.046054,-0.034908,-0.0088944,-0.026119,0.038067,0.01425,-0.0066465,0.0022365,-0.0060331,-0.029673,0.047055,-0.041205,-0.004536,-2.588e-05
"M1220.75T17.55",-0.020185,0.033324,-0.00085174,0.014021,-0.0072014,-0.036837,0.069525,-0.011808,0.062513,-0.016491,0.025817,0.013415,0.041763,0.011507,0.0019945,-0.052165,0.048942,-0.0051003,0.049074,-0.0083383,0.0063434
"M1221.76T12.55",0.0093352,-0.0084458,0.02023,-0.03413,0.013013,0.050468,-0.0052127,-0.0052245,0.01031,0.002102,-0.047662,-0.016474,-0.035913,0.015496,-0.030022,-0.0052853,0.02587,-0.021274,-0.018861,0.011298,-0.0037494
"M1221.75T17.47",-0.0090057,0.025116,0.036645,0.026909,0.0308,-0.0044913,-0.0071362,-0.00035478,-0.047459,-0.033309,0.00048683,0.011458,-0.0065823,-0.039572,-0.01336,0.055921,-0.0028626,0.022573,0.033183,-0.002374,-0.0020152
"M1222.08T17.56",-0.045736,0.0018208,0.046365,-0.010879,0.028752,0.035876,-0.035876,-0.016304,-0.014912,-0.011284,-0.038466,0.025822,0.039354,-0.0090529,0.017061,0.020518,-0.040434,0.046665,-0.038319,-0.016639,0.012458
"M1222.76T17.55",-0.042974,-0.013602,0.057295,0.0059659,-0.0019044,-0.011217,-0.017593,-0.038413,0.0099039,0.014709,0.0080464,-0.022523,0.031237,0.000355,0.012899,-0.033837,-0.021757,0.031035,-0.040892,-0.0059685,-0.0015399
"M1225.1T13.55",-0.011298,0.010073,-0.044563,-0.0013088,0.0069808,-0.0046369,0.0197,0.046622,-0.0042701,0.010393,-0.009436,0.015358,-0.010069,0.004352,0.0042344,-0.017545,0.04338,-0.0028761,0.0095304,-0.0042809,0.01189
