"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21"
"M680.86T18.56",-0.048254,0.0067976,0.039782,0.022629,-0.0070048,0.020371,0.0083336,0.0050426,-0.020771,-0.020948,-0.043033,-0.0037513,0.012729,-0.020979,-0.011568,0.031534,-0.0007957,0.0073467,-0.035507,-0.0098784,0.0043945
"M680.86T11.54",0.01812,-0.0037313,0.048974,0.011635,0.054377,0.024061,0.033406,-0.0086767,0.0094526,-0.0047712,0.021083,0.024124,-0.0031974,0.00010329,0.0016154,-0.016595,-0.011561,0.074077,0.012042,-0.0047461,-0.0017055
"M687.86T17.56",-0.062032,-0.0013803,-0.0022285,-0.013149,0.023827,0.013416,0.0012597,-0.028469,0.009397,-0.010384,0.0032372,-0.071249,0.045364,0.051446,0.028986,0.0054625,-0.023044,0.0041593,0.0021312,0.0021213,-0.012938
"M691.86T17.56",-0.059287,0.0084277,0.016598,-0.015604,-0.0019942,0.0044293,-0.035177,-0.02083,0.0040226,0.0059435,0.034282,-0.0010775,-0.01807,0.0054091,-0.0042989,0.014101,0.0080353,-0.014409,0.016094,0.0029912,-0.0020865
"M692.85T18.56",-0.030494,0.021667,0.023472,0.046908,0.050488,-0.0061424,0.022266,0.017406,0.0020801,0.020009,0.018198,-0.0064725,-0.03666,0.019745,0.035822,-0.0097698,-0.032968,0.0054039,0.0020381,-0.012455,0.0049944
"M694.85T18.56",-0.044716,0.025874,-0.026526,6.7123e-05,-0.022944,0.01039,0.0010655,-0.013643,-0.0060116,-0.0011248,-0.018496,-0.027345,0.0059081,-0.0075749,-0.0079999,-0.01501,0.02895,-0.0136,-0.01141,-0.0049631,0.002982
"M696.85T11.54",0.037215,0.015743,0.056815,0.015794,0.038743,-0.034141,-0.0084262,0.018066,0.0085287,0.030984,-0.050118,0.012466,-0.02464,0.034852,0.011461,0.0077011,-0.02733,-0.0064281,0.0039829,0.018023,-0.015524
"M696.84T19.05",-0.014659,0.038475,0.048023,0.018634,-0.016947,-0.0071051,-0.02151,-0.0046263,0.0002248,0.0099893,-0.0031845,-0.0049665,-0.0028965,0.015682,-0.018214,-0.027134,-0.0012908,-0.020119,0.0026651,-0.0024434,-0.0057042
"M697.85T18.56",-0.059485,0.012368,0.035022,-0.0056844,0.0072149,-0.030763,-0.0023427,0.026857,-0.0040452,-0.015245,0.01158,0.017373,0.0022781,-0.0050049,0.017556,-0.0034522,-0.0070057,-0.0020276,0.0054778,-0.013077,0.0091248
"M700.87T17.56",-0.030486,0.042928,-0.017607,0.024724,0.03526,0.0078883,0.023679,-0.018317,-0.012954,-0.022956,0.0087457,0.010423,0.017196,0.028002,-0.02506,-0.0005999,-0.011505,0.02412,-0.032605,0.0063703,-0.016307
"M702.37T13.55",-0.0083353,-0.017889,-0.001016,-0.0098659,0.021086,-0.017749,-0.022454,-0.014046,-0.055273,-0.03137,-0.060629,0.045391,0.022147,-0.012928,-0.029483,0.012718,-0.018742,0.076689,-0.036642,0.011012,-0.014549
"M705.35T17.56",-0.050722,0.011983,0.022137,-0.012992,-0.034298,-0.01567,0.044539,0.032234,-0.0033912,-0.026415,-0.044842,0.042471,0.041967,0.0060298,0.0019094,-0.027181,-0.027898,0.039902,-0.012307,-0.011973,0.01109
"M705.35T12.55",-0.028118,0.028744,-0.025354,0.032601,0.019846,0.0816,-0.0054605,-0.018784,0.013019,0.05267,0.084822,0.033941,-0.023044,0.029918,0.020445,0.084943,0.042169,0.018419,0.0084449,-0.00099874,-0.0010682
"M705.86T12.55",-0.044893,-0.015763,0.021599,-0.037707,-0.0091764,0.017833,-0.0065774,0.0074322,-0.0082243,-0.027014,-0.022428,0.0014628,-0.03993,-0.011103,-0.037397,-0.0061872,0.0053766,-0.051159,-0.034594,-0.013709,0.020877
"M706.84T18.57",-0.061908,0.014588,-0.0017336,-0.014519,0.013506,0.0037793,0.013596,0.0096119,-0.0036098,-5.0781e-05,0.008904,0.00097171,0.016419,-0.02506,0.030407,-0.00080806,-0.0019564,0.0095334,0.057923,0.0036479,-0.0075976
"M706.84T11.54",0.010193,0.0020102,0.0075133,0.0081465,0.046287,-0.015207,-0.01321,0.042455,-0.0066855,-0.035641,-0.038704,0.016205,-0.033098,0.01872,0.0043026,0.027784,0.06728,0.0042298,0.0072439,0.0027771,0.002586
"M711.85T17.56",-0.035404,0.022361,-0.045266,-0.0040382,0.03552,0.027613,-0.00062022,-0.025186,-0.026576,-0.008804,0.014275,0.046519,-0.024928,-0.029324,-0.011537,-0.018437,-0.015994,0.0091396,-0.036282,0.00025593,-0.0033805
"M712.85T18.56",-0.055775,0.003172,0.010489,-0.023026,0.024699,0.0029697,-0.031426,0.029114,0.011159,0.019201,0.02765,-0.017167,-0.0022078,-0.0072835,0.0090156,-0.020222,0.0029939,0.025691,-0.033199,-0.0030608,-0.0029003
"M712.86T11.54",0.015876,-0.0073153,0.0066651,-0.027286,0.033769,-0.009734,0.0091252,0.020921,0.035825,0.031,0.023798,0.018741,0.0011902,0.019447,0.0097034,0.044484,-0.027443,-0.014295,-0.0056339,-0.00086419,0.006454
"M717.85T18.56",-0.021238,0.050794,-0.00081969,0.027825,0.0012096,0.0032879,0.013868,-0.01088,0.025778,0.013509,0.03773,-0.0026664,-0.0088829,-0.0073209,-0.0043524,-0.0021761,-0.02373,0.0017195,-0.022529,-0.001152,-0.0004316
"M717.85T11.54",-0.0016129,0.01633,-0.012476,0.0039302,0.041443,0.042409,0.0078393,0.016049,0.0023063,-0.0041937,-0.012732,-0.017685,0.031336,-0.012162,-0.017887,0.036489,0.010485,0.00049955,0.016127,0.0028418,-0.0036197
"M718.83T19.56",-0.0061106,0.046392,0.024412,0.044259,0.0086672,-0.0089413,-0.010017,0.01885,0.023003,0.010326,0.016119,0.0061355,-0.0036771,0.0065859,0.0027944,-0.00091646,0.028084,-0.057023,-0.026222,-0.002167,0.0046884
"M720.85T18.56",-0.026739,0.030409,-0.026241,-0.007526,0.029537,0.019768,0.016997,-0.00019045,0.0021437,-0.0002868,-0.024204,-0.016011,0.00081991,0.0096942,-0.026925,-0.016754,-0.029491,0.0079132,0.037097,0.0025393,-0.005146
"M725.52T13.55",-0.01047,-0.0070496,0.0032621,-0.0007948,0.0095456,0.012089,-0.0029479,-0.020135,0.0038824,0.024231,-0.04774,0.047887,0.0062902,-0.011772,0.016012,-0.027911,0.036446,0.040989,0.021924,0.0016888,0.001261
"M725.85T17.56",-0.064148,0.013139,-0.0063493,-0.054509,0.0015421,-0.0073738,-0.0082046,-0.0046297,0.022678,-0.015714,-0.0083916,0.04242,-0.01298,0.00030348,0.0013767,0.0049426,-0.0044775,-0.0045062,0.012849,-0.00088576,0.0055572
"M725.86T12.54",-0.012404,-0.0002724,-0.049549,-0.035632,0.026776,0.018646,0.020959,-0.017926,0.014345,0.0075835,-0.016212,0.028161,0.023263,0.010423,-0.0067979,-0.01735,-0.02003,0.02062,0.028449,-0.0077626,0.0021959
"M727.85T17.56",0.021065,0.017875,0.029698,-0.04198,0.011287,-0.030341,0.0081833,-0.031793,0.013522,-0.0040104,-0.039377,0.0015007,-0.00056593,-0.01212,-0.010386,-0.021897,0.0023729,-0.039408,-0.0098139,-0.0044308,0.011902
"M728.86T17.56",-0.069101,0.016034,0.0091391,-0.00083596,-0.016327,0.024106,0.021081,-0.0080771,-0.011176,-0.027636,0.036745,-0.0036897,-0.027965,-0.022687,0.017231,0.0088232,0.005208,0.015551,0.0021403,-0.0029859,-0.0019115
"M729.86T17.55",0.0021959,0.030635,0.007699,0.011954,-0.026231,0.035074,0.017118,-0.056273,-0.0030837,-0.03554,0.009958,0.022652,0.016787,-0.0042349,-0.013668,0.04187,-0.022025,-0.026221,-0.0059981,0.0051841,-0.0097586
"M732.84T18.56",-0.039606,0.031848,0.00084451,0.031233,0.031596,0.022584,0.00028986,0.0090063,0.0030619,-0.014047,-0.015366,-0.011164,-0.021405,0.012206,-0.015138,0.0068992,0.0013766,0.027491,-0.01009,-0.0061196,0.00040465
"M732.84T11.54",0.010503,-0.013592,0.015689,-0.019472,0.011544,-0.012801,0.02404,-0.0070838,0.011955,0.042761,0.016722,0.001946,-0.019408,-0.0054839,0.045169,0.009727,0.00012812,-0.02132,0.013243,-0.0080524,0.010721
"M733.85T17.56",0.0047285,-0.011546,0.087744,0.018999,-0.0096533,-0.024075,0.0011034,0.021846,0.001269,0.0099571,-0.0067554,0.021129,0.026678,-0.030474,0.0055571,-0.051193,-0.010801,0.011976,-0.017405,-0.0070978,0.0041295
"M739.35T12.55",-0.0096195,0.018907,-0.041688,-0.022111,0.053905,0.010663,0.039538,0.030841,0.0311,-0.0063855,0.040916,-0.021045,0.004033,0.00095637,-0.011562,-0.011817,-0.029597,-0.053001,-0.0084869,0.0006777,-0.0065643
"M740.86T12.55",-0.0099671,0.010711,-0.031652,0.0003117,0.051436,0.019355,-0.030059,0.035772,-0.031189,-0.017955,-0.048817,-0.031593,-0.0011044,0.011139,0.017925,0.0011755,0.0063253,0.0013894,-0.044245,0.00012472,-0.0022697
"M741.85T17.56",-0.017693,0.0037492,-0.0144,0.012073,0.029689,-0.036661,-0.032713,-0.0074774,0.045943,0.044425,-0.018688,-0.022212,0.01024,0.012673,-0.0025888,-0.031495,0.036192,0.0085986,-0.033106,-0.0025816,0.010395
"M744.84T18.56",-0.057301,0.0067762,-0.012869,-0.0069283,0.0016583,0.0031212,-0.014041,0.007144,0.0014666,0.032342,0.028769,0.030158,-0.048545,0.0089566,-0.017843,0.020992,0.0074868,0.045112,-0.011679,-0.0021593,0.00047495
"M745.85T17.56",-0.059326,-0.0058882,-0.013199,-0.039592,-0.034588,-0.011126,-0.019347,-0.005155,0.026003,0.015329,-0.032252,0.011633,-0.035482,0.018463,0.011911,0.012787,0.0067117,-0.0086135,-0.033418,0.00086798,0.0045258
"M748.52T13.55",-0.01143,0.0053163,-0.019328,0.0055475,0.006262,-2.3478e-05,-0.011399,0.026702,0.032186,-0.035172,-0.029064,-0.0093609,-0.0092857,0.015075,-0.035347,-0.011327,0.0057966,1.7433e-05,0.08231,0.0032468,-6.5858e-05
"M752.84T11.54",-0.015743,-0.0044319,-0.044066,-0.017092,0.0088656,0.035145,0.01414,0.025512,-0.0085401,-0.060638,0.029385,0.010299,0.014694,-0.029828,0.0037771,-0.012828,-0.012306,0.039675,-0.012122,0.0023937,-0.0080093
"M752.84T18.57",-0.029115,0.040153,-0.037929,-0.023121,0.039384,0.0021549,0.035694,0.0022847,-0.030776,-0.0020758,0.023412,-0.024833,-0.0042213,-0.0095128,-0.0092183,-0.0077533,0.012419,-0.039684,-0.005438,-0.0056944,0.0038482
"M755.85T17.56",-0.038911,0.026619,0.0045993,0.035258,0.021257,0.0054021,0.079826,-0.00042886,0.046307,-0.0073437,-0.038019,-0.010829,-0.031309,-0.025549,0.029391,0.054621,-0.029416,0.0081562,0.039051,-0.0087458,0.00591
"M757.84T19.56",-0.038107,0.038019,0.024099,0.037032,-0.021891,-0.0053484,0.033245,-0.0056517,-0.017836,-0.013738,-0.020463,-0.018194,-0.003627,-0.013937,-0.0059058,0.014808,0.021646,0.04524,0.0083482,-0.0055862,-0.0029313
"M759.85T17.56",-0.0072792,0.03931,0.022542,0.0047794,0.0032784,0.015807,0.024606,-0.010086,0.013848,-0.00349,0.037504,0.00037124,-0.023164,0.016785,0.0050712,0.0042067,0.022611,0.054952,-0.011844,-0.010067,0.0065438
"M760.35T17.56",-0.015128,0.010671,-0.027773,0.021164,0.034396,-0.011017,-0.0033139,0.039357,-0.0023089,0.00011188,0.036589,0.011293,-0.0035862,-0.034385,0.022927,-0.043739,0.0075845,0.074176,-0.072568,-0.0024378,-0.010755
"M760.84T18.56",-0.017272,0.023829,0.054863,0.017301,-0.017898,0.0034832,-0.0095716,-0.027989,0.032488,-0.02917,-0.010339,0.01966,-0.033314,-0.0052976,-0.013757,-0.0104,0.010472,0.049011,0.0030426,0.0095913,-0.011843
"M761.84T18.56",-0.060524,0.00015435,-0.0048369,0.0048087,0.022748,-0.032446,-0.046592,0.036708,-0.030148,-0.019471,0.0056233,-0.0087067,-0.025891,-0.024926,-0.048278,-0.0070824,-0.011193,0.039735,4.0492e-05,0.0038713,-0.011162
"M761.85T12.54",0.0015824,0.01224,0.00025821,-0.029028,0.018963,0.01922,0.043895,-0.034883,0.035433,-0.005414,-0.025726,0.0085101,0.0061875,0.04884,-0.040626,0.021472,-0.039435,-0.031795,0.017538,-0.0014499,0.0074923
"M762.84T17.56",-0.059316,0.0078815,0.0144,-0.030242,0.016833,-0.01828,0.024896,-0.022426,-0.005302,-0.0028812,-0.014516,0.008376,-0.00084521,0.0070549,0.010357,-0.0057953,-0.0064793,0.013196,-0.011679,0.0020545,-0.0059968
"M762.85T11.54",-0.018528,0.015994,-0.0020549,-0.041925,0.016362,0.015001,0.018337,-0.035977,-0.011168,-0.018179,0.0059165,-0.024633,0.022208,-0.053598,0.0068649,0.011272,0.04667,0.017546,-0.00997,-0.0049282,0.0057472
"M764.83T18.56",-0.03279,0.015329,0.053353,0.0069446,-0.020655,-0.0041715,0.0024402,0.021632,-0.019361,-0.018267,-0.016643,0.015269,-0.025548,0.0052394,-0.011961,0.027209,0.016668,0.015075,-0.0047187,-0.0049518,0.0067006
"M764.84T11.54",0.0054906,0.0075231,0.027351,0.034031,0.04973,0.018849,-0.015154,-0.038449,0.036523,-0.005139,-0.029443,6.1409e-05,0.049339,-0.040724,-0.02408,-0.011221,-0.014035,-0.038557,-0.0093052,0.010132,-0.0012045
"M766.83T19.56",-0.015303,0.027759,0.02055,-0.0042625,0.01401,0.00076876,-0.013098,0.005735,0.043083,-0.03698,-0.012419,-0.013882,0.024227,-0.005605,0.032852,-0.033454,-0.017256,-0.011848,-0.036303,0.0034498,-0.0042222
"M766.84T11.54",0.018896,0.011877,0.047515,0.022241,0.021771,-0.0065164,0.018539,0.0045567,0.017291,-0.073521,0.033133,-0.036039,0.0198,-0.0083606,0.0085776,0.061923,0.0039642,-0.029688,0.023852,0.0029647,-0.010217
"M768.86T17.56",-0.064344,0.015941,0.0023758,-0.058839,0.017805,0.01425,-0.00075232,-0.0067037,-0.033916,0.010127,0.020142,-0.030314,0.014142,0.019718,0.046505,-0.019793,-0.032792,-0.0086889,0.044858,0.00074219,-0.010631
"M771.18T13.55",-0.0079416,0.0069718,-0.022492,-0.0077506,0.016332,-0.01112,-0.013941,0.027106,0.00095775,0.03199,0.011187,0.018157,-0.052765,-0.021217,0.025433,0.012057,-0.0012601,0.0067522,0.00094691,-0.0038436,0.0068784
"M772.84T17.56",-0.03213,0.049904,-0.026579,0.014941,-0.0051106,0.017206,0.025006,0.029288,-0.047106,0.0020537,-0.021415,0.032482,0.017258,0.033607,-0.0012002,0.00036975,0.0011726,-0.030969,0.01391,-0.0038395,-0.0045039
"M773.34T12.55",-0.017812,0.010218,-0.027375,0.010339,0.067791,-0.0087203,-0.0051082,-0.010138,0.012008,-0.030133,-0.041069,-0.024454,0.028938,0.042438,0.0054684,-0.004214,-0.0013107,-0.0050256,-0.028233,0.0012038,-0.0068696
"M773.85T12.55",0.01981,-0.0061282,0.0077491,-0.027612,0.025617,0.069966,-0.0050199,-0.0082047,-0.010492,-0.013769,-0.038261,0.065473,-0.06834,0.020056,-0.029084,0.020846,0.040033,0.035894,-0.0085556,0.0082019,-0.0020375
"M774.82T18.56",-0.048302,0.02647,0.028411,-0.030274,-0.00091632,0.00031509,0.0089733,-0.0034633,-0.0037654,-0.014062,-0.012983,-0.011043,-0.0086672,-0.010356,0.013012,0.035808,0.0050564,-0.0024549,-0.0020503,0.0020165,-0.0029472
"M774.83T11.54",0.015769,-0.00097435,-0.011119,-0.005255,-0.01144,-0.016242,0.051344,-0.016015,-0.041427,0.0022644,0.012959,-0.034537,0.0033216,-0.026293,-0.0027504,-0.020709,-0.0053318,0.04351,-0.027379,-0.001481,-0.0063396
"M777.86T13.55",-0.026415,-0.023943,0.038787,-0.043335,-0.033986,0.015433,-0.028716,0.031925,0.029059,-0.00777,-0.04877,-0.0048813,-0.0044806,-0.073815,0.028992,-0.027643,-0.019253,0.022302,-0.056883,0.0068712,-0.0026889
"M780.84T18.56",-0.0686,0.008371,-0.022654,-0.029436,-0.025173,0.0052657,0.015895,0.023702,0.010192,0.0027055,0.024725,0.0050393,0.025254,-0.0046491,-0.019476,0.0065674,0.040973,0.0014145,-0.011913,0.011254,-0.0054117
"M780.84T11.73",-0.03608,0.024183,-0.029464,0.012286,-0.0028519,0.030222,-0.01026,0.0068805,0.0041246,-0.02788,-0.03996,0.018665,-0.00096906,-0.018585,0.026746,-0.0054711,0.036379,-0.034441,-0.0062878,0.0026877,-0.00022853
"M786.82T18.57",-0.04312,-0.0008611,0.01604,-0.031238,-0.01208,-0.010044,-0.013641,0.01381,0.021059,-0.017525,0.020021,-0.025486,-0.016566,-0.0012484,0.012207,-0.051729,-0.0078904,0.016765,-0.0041147,-0.0033295,0.0033138
"M788.84T18.56",-0.063163,0.0014456,0.0022461,-0.0037395,-0.0068729,0.016852,-0.0025333,-0.0018261,0.016783,0.020602,0.011991,0.0059824,-0.023483,-0.015923,-0.01213,0.011769,0.016991,0.0049694,-0.01153,-0.0018144,0.0039458
"M789.85T12.55",0.0027119,-0.018362,-0.039185,-0.019519,0.0068022,-0.031291,0.031467,-0.0090963,0.071185,-0.014736,-0.045378,-0.022023,-0.073181,-0.059534,0.023418,0.024284,-0.0068378,0.036945,0.033634,-0.0045217,0.014804
"M794.18T13.55",-0.0079829,0.020521,-0.038632,0.0085215,0.0089092,-0.010423,0.0098923,0.0024735,0.030873,-0.012458,0.03093,0.011542,-0.014139,-0.025584,-0.008393,0.0044159,0.021418,0.016046,-0.015243,-0.0011386,-4.9639e-05
"M794.84T17.56",-0.042611,0.0017795,0.03224,-0.00484,-0.039828,-0.047526,-0.033524,0.061508,0.0063948,-0.0067609,-0.059511,-0.0036372,0.013304,0.040247,0.0094778,-0.034575,-0.025752,-0.011079,0.024973,-0.004639,0.0038398
"M795.84T17.57",-0.025388,0.0096092,0.048524,-0.081185,0.016611,0.0084633,-0.026347,-0.037683,-0.0047162,0.015939,-0.0090169,-0.032207,0.010341,-0.0055476,0.0085753,-0.020093,0.025017,0.0089325,0.044511,-1.9922e-05,0.0002029
"M795.84T12.55",-0.020488,0.029843,0.00078047,0.010424,0.064169,0.029252,0.008152,0.0090015,-0.023586,0.010187,-0.010909,0.023606,-0.0053295,-0.0073806,-0.075782,0.0091687,0.028844,-0.017476,-0.053238,0.0001714,0.0055298
"M796.85T17.56",-0.073018,0.015646,0.0019061,-0.0041345,-0.011653,0.0096458,-0.019934,0.0051917,0.0098236,-0.029628,0.0073035,0.012829,-0.0026278,-0.0071306,-0.012238,0.0077096,0.0016669,-0.0044347,0.0091349,-0.0021784,0.0014839
"M797.34T17.56",-0.044927,0.035757,-0.015752,0.0029002,0.047062,-0.040167,-0.026053,-0.015107,-0.0018155,-0.026153,0.023818,-0.01387,-0.00083182,0.025498,0.012333,-0.016255,-0.009836,0.02824,0.019037,-4.4951e-05,-0.0078777
"M797.85T12.55",-0.016954,0.0038815,-0.014563,0.0040869,0.055794,-0.015228,0.010609,-0.011974,-0.0070969,0.031071,-0.0018375,0.002029,0.044137,-0.0035167,0.0054678,-0.033816,0.045698,-0.028955,0.024745,0.0040039,-2.9632e-05
"M797.85T17.56",-0.0060083,0.013382,0.040701,0.013921,-0.042209,0.0015918,0.0014223,0.00042727,-0.0031354,-0.0053527,-0.02022,0.0075941,0.03277,0.030804,-0.0067861,0.047128,-0.048196,0.046502,-0.038201,-0.013117,0.0029596
"M799.25T813.63",0.043221,0.079767,-0.046092,0.034688,-0.0025338,-0.033902,0.046229,0.00044227,-0.023546,0.027779,0.0056848,-0.013448,-0.017082,-0.055456,0.009285,-0.007643,0.015049,0.0042195,0.0099996,-0.0022354,-0.00063153
"M800.83T18.56",-0.02517,0.032582,-0.021887,0.030577,-0.014301,0.014491,0.031792,0.0010461,0.015755,0.0061707,-0.0074784,-0.011896,0.01536,-0.020172,-0.025448,0.035355,-0.0094545,-0.029932,-0.01591,-0.011717,0.011342
"M800.83T11.54",0.018043,0.0034818,0.01505,0.0027083,0.031725,-0.020587,-0.010468,-0.019076,-0.021249,0.0043513,0.0023615,0.034028,0.036274,-0.03088,-0.042377,0.044521,0.036623,-0.0037435,0.0071989,6.5365e-05,0.0029339
"M801.83T17.56",0.017684,0.0017251,0.0081455,-0.024894,-0.017599,-0.048557,-0.034282,-0.064069,0.039626,0.017716,-0.049821,-0.0077821,0.02768,-0.00082736,-0.044689,-0.039297,-0.020921,0.0090395,0.040822,-0.0055948,0.015651
"M802.83T18.56",-0.053207,0.019331,0.053906,-0.0067481,-0.022414,-0.018479,0.03014,0.022224,0.010225,-0.0042163,0.024437,0.012198,-0.001598,0.032288,0.01145,0.041683,0.018331,-0.0056568,0.0047899,-0.0058885,0.0037864
"M802.84T12.55",0.037681,-0.013167,0.027757,-0.015091,0.047289,-0.013325,0.028512,0.034091,0.036082,0.000723,-0.0065457,-0.0036791,0.032444,0.043239,0.037598,-0.042927,-0.0070161,0.0047311,0.01513,0.002492,-0.0034129
"M807.83T12.55",0.010173,0.011793,-0.013676,-0.017868,0.0041685,0.040914,-0.048595,-0.016735,0.032537,0.01742,0.0083226,0.022229,-0.023317,0.051053,0.011272,0.042742,0.020273,0.0077523,0.0061879,0.0047784,-0.00040518
"M808.85T17.56",-0.069666,0.0095817,-0.00053933,-0.0044457,-0.0039148,0.016329,0.0042255,0.01398,0.024507,0.0050066,0.01259,0.0042865,-0.023517,0.0096596,0.012254,-0.010934,-0.02081,0.015743,-0.0026021,-0.0068844,-0.0012063
"M809.84T18.06",-0.060838,-0.02268,0.015347,0.022704,0.034641,-0.018052,0.015964,0.043967,-0.0019972,-0.044746,0.0067759,0.002865,-0.0095565,-0.012123,-0.05309,-0.035258,0.029607,0.026487,-0.0055691,-0.0046121,-0.00098136
"M809.85T12.54",0.015855,-0.01096,0.017965,-0.034426,-0.011614,-0.012856,0.0015424,0.010345,-0.0044528,-0.033475,-0.03892,0.0027818,0.036038,-0.020035,-0.0037198,-0.00044258,-0.0074425,-0.017614,0.012277,-0.0024126,0.0070179
"M810.17T14.55",-0.026269,-0.0063916,0.011925,-0.0033694,0.020183,-0.014704,0.025171,-0.014082,-0.040479,0.0017765,-0.0047524,-0.021586,0.012625,-0.017031,0.034059,-0.0055679,0.029991,-0.028302,0.05244,0.00073278,-0.0069191
"M810.84T12.55",0.032958,-0.014446,-0.022468,-0.064997,-0.022714,-0.0010472,-0.020435,0.044257,-0.047345,-0.040035,-0.011431,0.03096,-0.00058527,0.035829,-0.010739,-0.051807,0.012378,0.10961,-0.025546,-0.0008828,-0.014
"M816.51T13.55",-0.013328,0.0049049,-0.042767,0.0033599,0.0096883,0.0022725,-0.0021683,-0.0014198,-0.0052704,0.0095776,-0.016593,-0.020007,-0.0049602,0.0038107,-0.015122,-0.016822,0.013042,-0.014114,-0.018281,0.007852,-0.0030409
"M817.18T13.55",-0.00029914,0.014573,-0.027231,0.023004,0.0093039,-0.043926,-0.018343,-0.0086111,0.0069247,0.010392,0.0017128,0.019142,-0.0036933,0.0053875,-0.017671,-0.021001,0.0073929,-0.0065446,-0.016683,0.0025771,0.0031903
"M817.26T830.86",0.033703,0.087971,-0.032013,0.010082,-0.036668,-0.042813,0.039646,0.025279,-0.03608,0.045054,-0.012738,-0.012482,-0.020397,-0.039607,0.021609,0.031846,0.018631,0.0018278,0.024853,-0.0046127,0.0052219
"M818.27T830.41",0.044496,0.087591,0.00268,0.037469,-0.023292,-0.047273,0.050936,0.018369,-0.01846,0.023925,-0.010671,-0.012101,-0.013215,-0.062278,0.00057196,0.0068955,-0.0037624,-0.0054673,0.0070149,-0.0050997,-0.0053881
"M825.51T13.55",0.013774,-1.875e-06,-0.0070651,-0.00010799,-0.027083,-0.0042322,-0.026788,0.024135,0.00294,0.0001936,0.011519,0.016308,-0.029824,0.012599,-0.0098867,0.023823,0.0026465,-0.020924,-0.021738,0.0026776,-0.00053637
"M825.83T18.56",-0.029346,0.028046,0.021005,0.0041029,0.033333,-0.0015031,0.045405,0.0098897,0.011887,-0.015324,-0.014654,0.0030395,-0.020066,0.057459,0.006548,0.014319,-0.040994,-0.048971,-0.050355,-0.0075054,0.0027699
"M826.83T18.56",-0.063153,-0.002805,-0.039826,-0.027152,-0.00227,-0.0045574,-0.013595,0.025151,0.033742,0.008115,-0.0070827,0.029037,-0.0021416,-0.001837,-0.02067,0.018279,0.0066023,0.010469,0.0040347,-0.00017477,0.0056337
"M827.49T1369.97",0.06135,0.18896,0.0018056,0.024842,0.0046963,-0.020497,-0.018576,-0.067335,0.019869,0.028763,-0.099768,-0.058246,-0.0024765,-0.048825,-0.01474,-0.018741,-0.021918,0.049114,0.019987,-0.021092,0.017585
"M827.83T17.56",-0.060053,0.0074038,0.0078376,-0.039079,0.022076,0.019664,-0.016535,0.025326,-0.035339,0.00050659,0.0040456,-0.0028078,-0.011708,-0.0094877,0.0075139,-2.1837e-05,-0.012882,0.01675,0.012245,-0.0076562,0.003327
"M828.34T17.56",-0.034719,0.045368,-0.027039,0.03531,0.0031173,-0.00093315,0.0043865,0.008166,-0.011914,-0.032251,0.012497,0.00045799,0.024042,-0.0099687,-0.006018,0.033729,-0.021533,0.029446,-0.0026287,-0.010579,0.0052267
"M828.83T12.29",0.017468,-0.0037643,0.063485,-0.0014952,0.011854,-0.0004817,0.036056,-0.031223,-0.017692,-0.0069974,0.0076884,0.023044,-0.0090658,-0.0016233,0.0076193,-0.02688,-0.0033953,-0.021597,0.0082112,0.010499,-0.0091112
"M829.83T17.56",-0.043168,0.020091,0.048597,-0.021586,-0.0092947,-0.02667,0.016878,0.070836,0.043266,-0.058625,0.027042,-0.010217,-0.012325,-0.0083248,0.0019712,-0.022344,0.03359,0.0062591,-0.035561,0.0041554,0.00086491
"M831.34T17.56",-0.0061911,0.023569,-0.022758,-0.025083,-0.0066518,-0.012949,0.0098969,-0.044404,0.022509,-0.0051832,-0.067009,-0.01961,-0.0047584,0.0048072,-0.065225,-0.021374,0.016854,0.076675,0.038442,0.0087277,-0.0085111
"M831.83T17.56",-0.024216,0.029961,-0.036683,0.0065514,0.01563,-0.0077781,0.024122,0.025303,-0.0012276,0.012355,0.035636,0.0027661,-0.0087824,0.026886,0.01622,0.046481,-0.022615,-0.036539,0.010197,0.0023169,-0.0052702
"M833.5T16.56",-0.014035,0.029371,0.018957,-0.010148,0.018541,-0.0010112,0.014412,-0.0039444,0.011076,-0.032525,0.021598,0.082285,0.011813,-0.0068538,-0.053163,0.0051944,-0.077142,-0.074356,0.026051,0.0075894,-0.0078685
