"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5"
"M323.042T818.446",-0.022985,-0.038603,-0.02796,0.036587,-0.046941
"M333.062T954.304",0.08834,-0.0070711,-0.024549,-0.025824,-0.047241
"M415.161T821.344",0.039474,-0.011854,-0.014924,0.027233,-0.011578
"M609.153T789.212",0.025204,-0.012685,0.016711,0.031821,-0.042048
"M454.975T107.571",0.022246,0.01566,0.03374,-0.046316,-0.013272
"M328.886T98.013",0.026314,0.02865,0.020887,-0.07569,-0.045328
"M317.064T416.942",0.066019,0.046087,-0.033187,0.00035744,0.027097
"M759.145T875.232",0.073168,-0.0060901,0.0066459,0.085595,-0.0077535
"M1117.54T932.512",0.021555,-0.034396,0.049837,0.037727,-0.023042
"M1132.537T923.907",0.046115,-0.0021274,0.02722,-0.021659,-0.011485
"M824.341T916.725",0.060769,0.069499,-0.00035589,0.039213,-0.025009
"M345.082T140.774",0.025624,-0.010581,-0.028649,-0.02143,0.045781
"M279.164T1571.945",0.015918,0.0088565,0.021448,-0.07178,-0.015286
"M540.867T1245.744",0.013944,0.041418,0.023394,-0.038178,0.0051581
"M238.069T801.926",0.070428,0.02219,-0.0065952,-0.012314,-0.0069037
"M418.896T66.885",0.030986,0.037254,0.04522,-0.037039,0.036586
"M427.009T107.872",0.026579,0.0078864,0.0062251,-0.044461,-0.008215
"M699.093T985.159",0.036636,0.0483,-0.040057,-0.038458,-0.057387
"M409.172T733.287",0.044031,-0.025507,0.016112,0.025958,-0.012976
"M435.959T107.38",0.021744,0.014696,-0.028726,-0.068226,-0.04351
"M676.309T1245.665",0.019101,0.016218,0.0070509,-0.047481,-0.034239
"M338.162T1582.434",0.00018544,-0.0087986,0.042695,-0.07687,0.001642
"M265.261T1518.666",-0.0096992,-0.012897,0.030795,-0.06014,0.013803
"M339.058T415.891",0.066577,0.079813,-0.046138,-0.019013,0.018384
"M448.965T106.062",0.016297,0.0058568,-0.0077433,-0.066809,-0.034337
"M1354.628T902.5",0.029081,-0.041696,-0.019304,0.043692,-0.023983
"M241.108T881.116",0.029564,0.029398,-0.032281,-0.081603,-0.023982
"M418.894T1736.453",0.030852,-0.011897,0.050094,-0.020598,-0.0055299
"M562.892T1151.046",0.030656,0.0063759,0.0075473,-0.048037,0.0085461
"M319.076T917.392",0.088344,-0.013823,0.039642,0.015286,-0.013488
"M405.167T106.416",0.036945,-0.020318,-0.01246,-0.0067097,-0.010943
"M445.095T115.802",0.040435,-0.01323,-0.00374,0.0016443,-0.021386
"M309.465T1630.61",0.0084197,0.022566,0.05924,-0.054958,0.057541
"M385.188T793.619",0.022103,-0.015138,-0.029416,-0.0065551,0.014862
"M1243.514T983.057",0.048054,-0.009279,-0.018762,-0.036834,-0.074267
"M1105.431T888.552",0.043104,-0.012225,0.027015,0.010888,-0.039027
"M697.905T994.286",0.034494,0.018028,0.0042693,-0.00051644,-0.0047771
"M401.05T875.074",0.071259,0.016412,-0.002258,0.024931,-0.00096871
"M731.208T950.406",0.041904,-0.0095567,-0.00084807,-0.017435,0.0018668
"M470.098T771.956",0.027739,-0.0016767,0.021314,-0.0025132,-0.010526
"M377.049T427.197",0.031161,-0.020801,-0.044929,-0.013923,-0.027124
"M387.346T67.938",-0.011431,-0.055059,0.020618,-0.0048632,0.016354
"M367.08T114.463",0.041751,-0.016938,-0.037023,-0.020981,0.0089849
"M401.049T776.54",0.041901,0.011336,-0.011555,-0.016794,-0.028768
"M323.019T128.103",0.031494,-0.024855,0.0010643,-0.0051828,-0.0055678
"M459.149T771.729",0.0075331,-0.037396,0.023429,-0.046015,0.021992
"M507.151T845.473",0.042596,-0.03327,-0.018587,-0.0082001,0.020471
"M359.123T830.487",0.052711,-0.04853,0.016056,0.010948,0.024177
"M549.174T847.493",0.02939,-0.0088714,0.020197,-0.019563,-0.045173
"M340.859T1719.351",0.032788,-0.01081,0.01069,-0.045142,-0.05164
"M702.25T942.066",0.044572,-0.0092443,0.011155,0.0050322,-0.02341
"M453.035T765.753",0.0045334,-0.032777,-0.0084149,-0.049433,0.027892
"M329.089T195.942",0.030165,0.019495,-0.05573,-0.028026,-0.0062574
"M615.152T88.13",0.013613,0.0038472,-0.0088603,-0.0056967,0.062032
"M399.092T115.22",0.035533,0.013962,-0.047426,-0.029656,0.004612
"M1204.518T908.598",0.024336,-0.066476,0.025231,-0.03624,0.03909
"M519.896T67.425",-0.014425,-0.05505,-0.0098836,0.013412,0.051544
"M447.222T1194.448",0.037427,0.044977,0.043676,0.0074244,0.017782
"M559.04T89.345",0.018786,-0.002773,0.08044,0.012503,0.037201
"M497.083T319.72",0.055399,-0.062987,0.038396,0.045929,0.0050772
"M265.148T1629.604",0.026281,0.021347,-0.019208,-0.090243,-0.065746
"M413.108T298.268",0.031586,0.0090553,-0.039708,-0.042933,-0.039872
"M434.871T1737.903",0.020346,-0.030649,-0.001015,0.015035,0.027645
"M353.052T831.694",0.019443,-0.079868,0.04282,0.037452,-0.057424
"M775.338T1039.594",0.050085,-0.021891,-0.037032,0.010594,-0.063273
"M429.074T115.482",0.041353,-0.0034598,0.029874,-0.018381,0.034793
"M475.877T67.555",0.013066,-0.017669,0.0012032,-0.029713,-0.022073
"M809.324T904.082",0.050229,-0.033539,0.014397,0.021482,-0.022365
"M438.263T1164.917",0.014051,0.028964,0.044956,-0.02684,0.09324
"M313.094T115.286",0.018642,-0.007252,-0.015526,-0.044174,-0.024051
"M515.105T113.414",0.020531,0.012832,-0.082905,-0.007729,0.0098643
"M285.909T1803.837",0.018411,0.0051517,0.031833,-0.047988,-0.012771
"M447.05T875.673",0.062708,0.021565,0.0064424,-0.00087421,-0.0060555
"M795.198T1006.041",0.034038,0.022869,0.083703,-0.018727,-0.020054
"M321.216T1624.59",0.018898,0.0036038,0.01516,-0.057098,0.019475
"M615.195T761.983",0.01998,0.0075379,-0.00048986,0.054956,-0.069252
"M643.188T893.85",0.018682,0.020116,0.045866,-0.038563,0.0056885
"M293.177T1149.195",0.014067,-0.0083431,-0.0041593,-0.091559,0.0055788
"M289.886T1868.955",0.032549,-0.0055417,0.0083793,-0.051489,-0.0037938
"M269.15T1584.952",-0.0083465,-0.018946,0.06011,-0.068996,-0.0090333
"M246.886T1784.096",0.016156,-0.012275,0.028529,-0.044362,-0.028988
"M1614.109T935.709",0.043237,-0.012944,0.0095847,0.023243,-0.0059775
"M467.051T320.771",0.022584,-0.007325,0.0797,-0.020712,0.010635
"M293.179T1541.097",0.014813,0.015081,0.014778,-0.035133,0.020528
"M265.426T1576.148",0.019245,-0.044725,0.04033,-0.039952,-0.083819
"M707.828T66.684",-0.0019094,-0.042042,-0.016852,-0.044688,-0.054675
"M372.9T1734.569",0.020215,0.0062658,0.028184,-0.034975,0.029752
