"","Comp. 1","Comp. 2","Comp. 3","Comp. 4","Comp. 5"
"M338.162T1582.434",0.027473,0.05828,0.06431,0.065824,0.065824
"M459.149T771.729",0.024791,0.30142,0.30158,0.30168,0.30168
"M638.078T817.768",0.01505,0.59941,0.59917,0.59916,0.59916
"M287.077T663.979",0.012383,0.20252,0.20755,0.20759,0.20759
"M527.309T1189.176",0.010758,0.095592,0.11654,0.11683,0.11683
"M619.189T858.982",0.010007,0.28022,0.28747,0.28748,0.28748
"M637.025T106.841",0.00828,0.38617,0.38759,0.38763,0.38763
"M397.259T1311.545",0.0081205,0.05037,0.054726,0.054903,0.054913
"M727.283T864.823",0.0077905,0.33486,0.336,0.336,0.336
"M433.784T801.352",0.0076617,0.5154,0.51738,0.51738,0.51738
"M408.906T66.13",0.0075758,0.15853,0.16068,0.16088,0.16088
"M405.08T802.267",0.0050631,0.073593,0.093343,0.093746,0.093747
"M357.576T759.445",0.0042513,0.2785,0.27993,0.27993,0.27993
"M269.103T792.774",0.00093088,0.30491,0.30659,0.30666,0.30666
