"","X16.C9.3.neg","X19.C9.2.neg","X21.C9.4.neg","X45.C9.1.neg","X13.D9.4.neg","X20.D9.1.neg","X49.D9.2.neg","X48.D9.3.neg","X26.F9.1.neg","X34.F9.2.neg","X36.F9.3.neg","X46.F9.4.neg","X14.X9.2.neg","X23.X9.1.neg","X27.X9.3.neg","X40.X9.4.neg","X53.Blank.neg","X10.QC1.neg","X24.QC.2.neg","X39.QC3.neg","X02.C12.2.neg","X18.C12.3.neg","X33.C12.4.neg","X12.D12.2.neg","X28.D12.3.neg","X44.D12.1.neg","X52.D12.4.neg","X05.F12.4.neg","X22.F12.1.neg","X38.F12.2.neg","X43.F12.3.neg","X09.X12.3.neg","X32.X12.2.neg","X41.X12.1.neg","X15.C15.4.neg","X31.C15.3.neg","X47.C15.1.neg","X50.C15.2.neg","X04.D15.4.neg","X06.D15.2.neg","X35.D15.1.neg","X37.D15.3.neg","X17.F15.3.neg","X25.F15.1.neg","X30.F15.2.neg","X51.F15.4.neg","X08.X15.4.neg","X11.X15.3.neg","X29.X15.1.neg","X42.X15.2.neg"
"M1014.89T1344.191","11253.2269","5013.7736","7494.1629","5448.1642","10842.844","9180.8447","10391.8496","10569.4187","7825.2512","326.0506","3388.3606","154","12222.5956","9620.5883","7969.2999","10880.1321","30.8","7954.4303","9303.1112","9183.6951","10043.9317","5756.5861","11883.9186","8965.3425","8323.8675","669.88168","8348.4821","11135.8757","8173.9131","8870.0679","6911.5728","30.8","10847.8765","9128.2966","6599.9131","8044.906","8170.2166","6601.4878","30.8","5110","696.2686","179.7429","199.2522","545.9367","3784.4659","7173.1099","8011.8954","4502.5274","7698.1984","30.8"
"M473.173T806.642","15958.8194","5949.0617","9614.5513","10373.7504","23349.5406","9844.1464","14095.6172","18117.547","5086.7167","265.07594","9215.8215","265.07594","12965.4062","13123.2021","15928.8968","9233.9736","265.07594","4440.1644","12864.3536","4368.064","10767.5","10960.8352","12587.6506","8901.8741","16968.2024","265.07594","8389.4032","17740.4498","7155.7851","11926.3529","26778.455","265.07594","6658.4144","11381.5472","9588.3685","9836.9396","6557.4613","7231.9022","265.07594","22100","265.07594","265.07594","265.07594","265.07594","1325.3797","3149.7407","6076.2961","6584.0479","6241.318","265.07594"
"M1269.507T907.7","10109.2437","17695.8324","17341.7603","17687.7322","12357.4288","7606.3802","12932.0053","12162.6475","13941.3796","51.8","12145.7501","51.8","12409.0725","11024.0186","20575.296","17886.019","51.8","14416.4477","14120.3489","18528.0343","14832.0156","26716.5755","20944.803","8665.954","8476.707","51.8","7540.2623","14621.0018","16789.8957","12744.9641","17115.0449","291","6467.3471","7509.1313","18440.2303","11116.0536","9042.1372","17858.6296","51.8","9700","986.7209","51.8","51.8","51.8","4846.4657","40229.5103","16753.8983","8637.7979","4874.3077","259"
"M985.574T1225.672","36602.9582","13955.9365","28328.6254","26872.4315","32181.3219","24495.968","31444.0414","27241.1261","31881.0911","265.2922","19578.2259","52.945824","33452.505","41878.9956","25040.6373","33739.2394","52.945824","29024.8843","18089.0922","27432.0933","36967.7501","21480.7279","40581.5344","26823.5707","31418.3975","264.72912","28739.3104","23216.327","16729.6983","30193.2067","30647.3526","367","39864.2618","28847.933","21025.0431","28979.4784","21320.3455","23788.3537","52.945824","13000","52.945824","52.945824","764.1911","52.945824","9710.4935","19517.1237","23112.3549","17018.9724","16690.0206","52.945824"
"M1030.586T1195.906","62827.3067","37425.9397","56649.7372","55679.5931","50347.818","56375.5265","58941.1129","71124.2225","44919.7298","637.2361","40808.1869","579","56707.7873","66817.1462","43498.1355","60221.6937","438.5101","51250.8133","43236.7951","47441.6258","56757.701","55148.499","71692.9986","45359.202","55909.6019","1189.90785","59826.5619","52409.088","38981.9532","43111.3618","45498.393","251","60384.2525","51325.8721","48730.469","53234.5295","53369.5764","55792.1129","50.08302","20500","752.8446","250.4151","1018.3646","50.08302","23467.7498","49626.8337","59864.8806","31611.3543","29979.4934","266"
"M1097.549T894.492","5316.3511","3089.8641","9522.8679","8493.8606","5160.6244","7008.6393","9720.7152","9887.4416","4455.4761","41.7602","6753.244","41.7602","5728.9576","7440.5594","3113.1969","6694.7704","41.7602","6927.7954","7735.6797","8413.8995","6894.9772","10829.2355","5941.6133","5475.2719","4876.1813","41.7602","8377.7869","8052.2992","10882.984","7524.1809","11572.3289","41.7602","3726.1427","4795.0052","6871.2906","3590.0837","6045.886","6914.6903","41.7602","2590","41.7602","208.801","41.7602","41.7602","6078.7419","6283.3462","5561.5483","3180.4688","5240.1651","41.7602"
"M901.267T743.636","2472.5743","2372.7532","4613.0066","3249.7396","39.4","2511.7562","1800.8283","5325.993","2967.7922","39.4","3148.0667","39.4","1612.5034","2722.998","3188.1602","2524.7882","39.4","4065.8761","2088.715","1771.3302","4452.3777","4866.2787","4163.1879","1903.049","4049.5784","39.4","3981.3662","4340.5891","6738.776","3131.5808","5118.5507","197","395.6396","3042.8648","2980.9215","866.3047","39.4","39.4","39.4","39.4","39.4","39.4","39.4","39.4","39.4","426.4061","4821.3204","3182.2383","2398.4039","39.4"
"M779.462T1401.836","4379.814","7508.2946","6625.527","4980.4312","1234.2871","2715.8162","3151.2318","5363.9555","3801.1178","28.272378","1542.7411","294","2531.5098","2724.4743","1485.7054","2877.368","28.272378","2959.0372","2756.2503","3746.2423","3600.6938","5898.0366","3741.609","1864.5639","5047.4355","141.36189","2583.8414","2941.795","5442.1419","2106.9341","4041.575","28.272378","2651.0298","2269.0723","4721.9802","4943.4768","4597.8484","4157.2166","28.272378","1070","153.5071","28.272378","28.272378","28.272378","4947.1826","3170.3762","4176.6741","380.2465","1137.41","300"
"M917.503T1359.918","10478.0565","12412.5188","11226.6305","10813.8032","5582.0627","8383.3228","10560.2606","14465.4504","9786.6826","205.2248","5681.1117","28.38108","8013.9908","12308.8782","7460.9123","9128.6217","180.1604","7942.0216","8666.8415","9043.0794","9671.608","9483.1992","10654.0977","5871.9746","11813.2218","505.57413","7354.3363","9545.9798","10086.9958","7272.7181","9016.5797","289","11730.1807","8642.1621","11285.1403","9715.0805","9467.6879","9509.7816","141.9054","4290","207.2545","28.38108","242.3236","296.1544","4636.9961","6693.4249","10005.093","2604.5431","3515.1763","301"
"M851.912T1326.892","17925.6272","9308.0411","8634.0218","12886.6547","4716.547","10753.6869","5605.2074","7378.666","9733.1678","165.7976","7320.0785","33.15952","5895.2587","12707.3333","7125.5979","4717.3641","33.15952","6425.3513","12711.4147","7211.6174","12971.0954","12007.8196","11299.6843","8300.3093","8944.6434","33.15952","9820.1185","7429.427","6716.3729","7922.704","9037.3711","33.15952","5327.2291","8194.4184","13772.4019","11291.8064","9206.9393","8330.8369","33.15952","2070","33.15952","33.15952","33.15952","33.15952","3841.6871","9448.5","9701.4182","2971.237","3850.3496","33.15952"
"M705.267T1050.095","31051.5332","14961.4463","39186.485","22561.6902","11386.0631","7990.1588","20234.556","15336.3368","7417.5239","421.0778","18313.2329","49.028598","17265.0833","19517.3357","12839.2905","17621.4133","485.1755","12307.2311","13613.4005","14080.9158","17495.4688","16809.8637","23461.5256","20502.2097","21383.3397","245.14299","21726.5078","13893.4437","6569.5544","7703.0758","9006.7077","49.028598","27794.4998","11339.4525","13539.8057","14040.729","16678.9383","21125.895","49.028598","9920","823.8546","49.028598","1191.7591","49.028598","12629.8359","8669.047","5102.336","9280.0726","5752.02","49.028598"
"M983.568T1252.43","4332.7823","2892.4409","4744.6127","3433.9554","3820.7836","4150.4945","3026.3067","10134.6328","2421.1318","42.264118","1295.0889","42.264118","4680.9058","7077.9996","4326.0384","5400.5694","42.264118","4222.5287","4419.1077","4674.7858","8173.2249","6394.622","6410.2905","4460.3039","3859.8616","211.32059","7226.4835","14260.3524","10991.8615","7073.143","7499.7549","42.264118","5428.7038","7119.6152","5727.9009","7142.1888","7134.1245","6094.3212","42.264118","4220","42.264118","787.2144","42.264118","42.264118","2658.4164","4705.7554","9157.5561","1925.9442","8640.3776","42.264118"
"M457.19T799.683","7837.3544","3627.9791","11428.398","13172.827","10263.4853","5206.3544","9756.9121","11888.5564","9607.2383","725.59582","7819.218","725.59582","12105.5528","13910.5688","15241.3794","14597.1417","725.59582","11335.5137","7465.1652","14929.3629","12525.2317","10831.5041","15163.0067","9096.2213","10525.152","725.59582","9010.7938","10447.7465","11195.7939","15729.75","18632.391","725.59582","13687.119","10854.2473","6188.0658","5049.7975","6299.3968","16270.9823","725.59582","6520","725.59582","725.59582","725.59582","725.59582","8454.2936","5237.0268","8447.4688","9623.4147","11656.2737","725.59582"
"M846.46T1187.467","4438.4776","9228.6557","13385.4863","13464.6764","6462.5977","8015.982","6274.882","8975.12","2574.1389","51.85782","4165.3065","51.85782","11208.7461","7666.2189","9268.9041","6664.3067","51.85782","8306.0227","10125.0806","7467.8835","8381.1364","15750.9793","10286.1761","6150.8845","14803.2201","51.85782","5658.5413","8407.5209","9321.1899","5157.2679","8064.5741","51.85782","8708.9668","7424.6218","7938.7093","7892.8518","4436.9648","5750.6595","259.2891","2530","51.85782","281.4015","51.85782","51.85782","5592.5466","5337.5445","10725.1781","4630.1212","5140.5871","51.85782"
"M821.506T1329.663","8931.7603","4979.4295","9208.2155","4202.5706","4398.7004","6726.2177","6650.2831","12645.8275","6134.4613","2384.4851","1660.4857","26.2","4969.7408","12155.8173","8070.7796","6590.2906","2373.2809","6914.1393","6955.6728","8425.2245","9815.9921","6526.0677","10553.842","4794.2654","6782.371","1742.58938","6441.3471","14357.8216","11032.2028","8691.3386","10124.4628","1130","8504.0871","10598.8672","9511.8167","10275.345","10547.2765","8710.18","2684.9027","4130","26.2","295.3782","1531.9248","416.8733","3182.8788","6187.0711","12569.4816","2470.394","5355.4774","131"
"M347.184T1141.626","11010.2634","8630.0387","11337.2536","10484.5374","24578.1232","10937.047","14489.1639","7976.5314","10695.3003","983.6777","9705.1325","55.85356","14345.8518","8905.5047","11856.1439","14278.1795","685.0858","12085.9847","9690.0551","8368.8663","7121.0633","7887.2223","10383.3347","9402.7302","10426.359","410.93353","2428.2711","7160.1355","6777.6328","8443.0291","5069.6746","55.85356","6084.2","5094.2992","8904.9302","11230.0211","6708.1471","9300.0725","911.8435","5970","55.85356","55.85356","1895.7123","279.2678","6832.7389","5976.3035","11266.6561","14564.9925","6094.2314","55.85356"
"M768.448T1315.096","5573.2538","3698.9385","5293.8684","4969.0852","4616.1983","3548.2346","5714.6369","4004.888","6426.5054","194.6947","3534.7752","31.6","4593.6967","6424.5714","5100.3639","6700.7637","174.2981","4138.8995","5074.6399","5652.0426","5816.4518","3898.5221","5737.767","4458.9733","5968.8643","31.6","6308.6251","7745.0903","6547.9341","5673.0564","6760.8357","158","7302.6701","9320.8687","4007.7127","3597.1003","3688.5083","3233.4704","31.6","2640","31.6","31.6","165.5199","31.6","1775.5964","2806.3455","5379.2315","2291.7462","3717.6754","31.6"
"M531.078T845.355","3136.2524","3656.8677","3496.4957","4634.9466","928.1927","967.4136","1283.4067","2665.584","3769.7131","47.91646","3872.5088","265","3750.104","2336.7824","2981.6844","2819.4682","47.91646","2078.2891","3110.7508","3226.0592","4262.1694","4722.7835","2679.4604","2727.9338","1689.9037","47.91646","3557.9744","3880.0935","5578.699","3386.5012","6055.4403","47.91646","760.9697","3957.3286","1103.3936","3001.3289","1893.5673","727.4587","241.5163","985","47.91646","239.5823","47.91646","47.91646","2587.4125","1986.9771","1607.6882","1448.2174","2036.2587","339"
"M309.118T727.508","3147.7564","854.9012","5545.3079","2628.8618","2077.3282","2825.2947","1818.4193","12391.2","2462.5709","424.1094","2462.2623","194","1681.8442","3057.1176","2826.5493","1828.7821","38.8","2999.439","3589.5202","3180.7686","3890.6288","2786.412","3372.2124","2569.0078","1154.5123","208.42053","3521.217","4036.4932","5844.9165","3232.0689","6032.9067","251","1445.1576","1907.5633","1971.6431","3027.9008","1529.7559","2489.6709","434.3328","1690","338.3751","38.8","38.8","212.6555","509.9049","2437.4587","4031.4593","3395.2939","6786.2513","356"
"M345.183T1137.887","40014.975","14960.8433","41065.8676","31254.3606","37572.1504","45298.8994","34870.4922","26559.6179","27517.1208","210.4668","19754.9167","676","42926.8124","16781.1271","27062.3799","33354.4187","334.9991","28752.924","23042.2656","20594.9246","30050.2098","18670.3409","28807.5604","23035.2611","20044.6788","572.14776","14844.0082","22135.6665","14736.4273","16998.7754","24413.3626","468","36406.8757","16630.8171","15517.5011","26262.6535","24748.5089","20176.4947","42.09336","14500","42.09336","351.4579","42.09336","1353.2531","8230.8824","18609.9313","20250.2966","40927.3699","19298.0746","777"
"M1076.649T1193.389","12686.2861","9972.192","6111.008","9846.769","12251.1308","4931.752","11806.9115","4712.6726","1678.0752","21.910546","12110.5949","21.910546","10018.0046","5555.2965","6292.1592","8828.3525","21.910546","6628.526","4600.3412","6748.6877","8651.7057","6381.0137","9219.5407","9781.9536","2982.5415","109.55273","6219.0352","2836.1073","636.0707","505.2704","6954.5746","21.910546","4379.834","7230.2524","6955.52","7673.0098","9311.6777","11200.0294","21.910546","241","323.4668","21.910546","21.910546","21.910546","4440.2117","2494.3342","8404.4399","951.6342","1992.6032","21.910546"
"M919.515T1328.715","38161.68","45140.9327","43915.5511","50730.8528","20631.6257","35026.1702","39996.7794","53684.6566","35978.6274","26.01672","22784.9591","571","29988.6886","44056.3501","28934.86","33239.5309","182.2372","32837.9398","31128.677","34164.1212","44833.748","47075.0342","37631.9106","29379.1083","52743.7605","134.13627","34722.3567","36787.4712","30106.3422","25181.6053","34105.1819","186","40244.2862","28665.2842","47150.6859","39808.5898","39047.3008","37775.751","130.0836","13500","26.01672","26.01672","155.0833","26.01672","20848.7751","30976.1373","49206.785","10939.6182","9881.9448","361"
"M277.217T1196.341","12876.7011","13035.0926","6112.955","4749.6421","9367.4079","3553.9458","7334.6671","4977.7715","1927.1552","2209.9586","5757.8716","140.47102","10152.9158","7152.6261","7129.4982","11867.0521","760.5613","6273.0732","7142.4334","4214.7735","9121.482","5165.2615","4168.0843","6784.8639","1277.8663","140.47102","6693.8814","4269.7891","1982.0987","1013.828","5041.0882","1170","1960.4607","7218.068","6102.356","9385.5823","17378.9204","7485.646","1792.8314","1310","140.47102","140.47102","771.6193","702.3551","4228.4459","9797.9504","5456.6353","2880.9904","3348.4725","1110"
"M655.999T943.196","29380.207","19921.9365","50890.3271","54684.4949","57768.2159","47741.4636","42127.6762","52398.45","29338.0734","80.55786","29263.2188","80.55786","34757.0972","36080.4647","63343.9941","28707.9503","402.8528","38168.049","61377.2632","17181.7097","37812.8994","63847.804","60871.99","49113.6255","41194.3818","80.55786","40901.1853","44230.1197","57803.2244","40314.8977","44622.0307","80.55786","28750.7399","9289.1109","58777.3929","59218.8585","20698.201","64245.4615","80.55786","26900","80.55786","80.55786","402.7893","80.55786","55084.818","27054.9397","34731.9295","36743.554","22382.9248","80.55786"
"M565.05T98.887","12813.6208","27522.6023","92979.1834","17582.4958","12853.9729","15304.1548","12053.2428","14924.7902","9726.0479","1009.8773","18474.2173","887","18092.6955","7251.4159","12032.1247","13391.3564","1246.6943","12135.6171","17753.272","17413.896","60343.786","25514.8512","20242.5026","10282.2703","13005.1021","663.68544","10961.952","10734.8329","12040.143","11133.5335","41091.0027","165","11868.2411","11524.7966","14895.8893","43679.1024","25414.2196","32839.46","436.0916","5880","348.7557","460.4694","745.9858","339.9644","41422.1174","15535.6972","13383.8119","14249.1858","9324.2177","721"
"M277.129T811.716","2772.792","2000.8385","3560.3101","3631.9434","3697.5564","4489.9836","3239.2535","11426.3859","4199.3924","685.9074","2473.067","569","3502.7338","9216.8116","6885.0121","4878.4072","415.0391","4605.2087","4676.5665","4766.7733","4863.9287","2476.8468","5978.5995","2428.844","3965.5949","959.4677","3327.8767","4744.4002","3291.0285","7050.374","6799.3714","521","6399.1736","6223.9241","2346.882","4752.845","5169.5692","2015.1035","1576.4214","2100","570.8661","508.1418","64.41312","322.0656","805.019","1581.8896","5177.8446","3713.4426","3924.9583","1150"
"M655.038T106.771","4772.8598","7529.6301","6804.6144","9373.0933","5305.64","5105.4072","11617.6394","5451.6624","3267.322","100.07298","8867.1382","100.07298","7250.4745","4643.6904","7300.3336","5365.6088","100.07298","3887.9671","4889.9282","5007.8591","5192.5993","5323.2409","9289.884","5168.3592","6503.5723","100.07298","6690.522","4128.0768","2200.8131","5285.4834","4879.948","100.07298","6318.972","3269.8315","6032.9877","6322.4792","6763.6224","16176.48","100.07298","2800","100.07298","100.07298","100.07298","100.07298","5538.6407","2196.0421","3360.2092","500.3649","2045.0751","100.07298"
"M1075.647T1193.908","75648.9972","36909.3851","23330.5487","33945.2516","43273.9599","22184.4665","39589.2925","15146.3175","5340.4131","163.3299","40675.6418","26.44798","30691.2369","21751.4387","22925.6728","34222.6606","26.44798","22853.4728","23221.1867","24655.1748","31710.5252","20891.4377","33181.3998","36621.5993","26.44798","26.44798","20519.6265","10151.7334","2728.0973","1680.036","22953.8217","530","36873.3726","28373.4895","27593.2434","29484.136","30814.1598","39074.4215","132.2399","952","26.44798","26.44798","26.44798","26.44798","15005.2258","7919.7013","27345.7204","2013.6862","5863.1995","239"
"M649.026T106.128","8666.8537","10632.6952","7290.5181","13277.5294","10345.7136","10125.1535","12568.887","11561.7497","9138.3052","33.71388","9327.2926","179","7615.934","7098.7643","10649.3801","9397.884","33.71388","7761.5137","7250.6465","8430.0336","5528.7259","6057.6985","8211.7625","8913.9053","8714.5103","195.51924","8858.5177","9454.1671","5555.7772","8461.4799","6398.6329","33.71388","11121.7308","8707.9298","11253.7151","7748.1717","9359.2871","12598.1992","175.2095","4410","33.71388","175.7904","168.5694","33.71388","9955.8595","5587.5035","4518.9795","2653.2604","3916.9903","260"
