"","X16.C9.3.neg","X19.C9.2.neg","X21.C9.4.neg","X45.C9.1.neg","X13.D9.4.neg","X20.D9.1.neg","X49.D9.2.neg","X48.D9.3.neg","X26.F9.1.neg","X34.F9.2.neg","X36.F9.3.neg","X46.F9.4.neg","X14.X9.2.neg","X23.X9.1.neg","X27.X9.3.neg","X40.X9.4.neg","X53.Blank.neg","X10.QC1.neg","X24.QC.2.neg","X39.QC3.neg","X02.C12.2.neg","X18.C12.3.neg","X33.C12.4.neg","X12.D12.2.neg","X28.D12.3.neg","X44.D12.1.neg","X52.D12.4.neg","X05.F12.4.neg","X22.F12.1.neg","X38.F12.2.neg","X43.F12.3.neg","X09.X12.3.neg","X32.X12.2.neg","X41.X12.1.neg","X15.C15.4.neg","X31.C15.3.neg","X47.C15.1.neg","X50.C15.2.neg","X04.D15.4.neg","X06.D15.2.neg","X35.D15.1.neg","X37.D15.3.neg","X17.F15.3.neg","X25.F15.1.neg","X30.F15.2.neg","X51.F15.4.neg","X08.X15.4.neg","X11.X15.3.neg","X29.X15.1.neg","X42.X15.2.neg"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","Other","Other","Other","Other","Second-tp_Control","Second-tp_Control","Second-tp_Control","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Third-tp_Control","Third-tp_Control","Third-tp_Control","Third-tp_Control","Third-tp_Drought","Third-tp_Drought","Third-tp_Drought","Third-tp_Drought","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Xanthomonas","Third-tp_Xanthomonas","Third-tp_Xanthomonas","Third-tp_Xanthomonas"
"M545.297T1155.639"," 7737.1080"," 7207.5827"," 5545.1582"," 6863.3223"," 5490.8187"," 3245.5291"," 4775.5208"," 4218.8080"," 2205.8740","    0.0000"," 3572.7979","    0.0000"," 6048.0371"," 2012.0692"," 4998.4325"," 4332.6870","  289.1235"," 6842.4820"," 4956.8878"," 9858.4233"," 4485.0505"," 4711.4198"," 5252.0091"," 3943.8719"," 5130.7385","    0.0000"," 8573.1331"," 1626.6734"," 1559.8496"," 2532.3242"," 5165.8229","  558.0000","10942.4052"," 6388.6093"," 5851.1503"," 8493.1622"," 4704.1057"," 9477.3499","    0.0000"," 1370.0000","    0.0000","    0.0000","    0.0000","  226.9654"," 3980.4362"," 3548.5549"," 6089.7549"," 2767.4960"," 2613.6797","    0.0000"
"M1059.606T1053.565","6407.3416","2238.4711","5834.3491","9460.2667","1231.8734","3043.6037","2507.5037","1304.3340"," 685.4797","1276.4438","2993.3787"," 214.0000","1979.0229","3267.2516","4499.7070","1038.6874","   0.0000","   0.0000","3006.6253","4342.4866","3958.7889","3791.8835","3366.2329","4893.7613","7158.8005","   0.0000","2999.9348","1306.9666","   0.0000"," 342.1971"," 790.7898","   0.0000","8266.4246","4742.0458","3599.9282","3227.6188","2684.4279","8245.7192","   0.0000"," 586.0000","   0.0000","   0.0000","   0.0000"," 356.1115","   0.0000","   0.0000","4812.6377"," 193.6182","   0.0000","   0.0000"
"M1096.195T893.605"," 3625.5010"," 2544.4748"," 7865.7681","10038.1118"," 3715.2414","10219.7191"," 6225.4889"," 8774.1322"," 4659.3471","  446.7498"," 5621.4488","    0.0000"," 3400.4824"," 7147.6266"," 3921.1859"," 4797.6503","    0.0000"," 3723.9379"," 7149.2126"," 5862.9362"," 2513.4492"," 5689.2270"," 9631.8526"," 1639.0263"," 2181.2892","    0.0000"," 2613.0774"," 9882.1105"," 4306.1879"," 8686.1647"," 4313.4593","    0.0000"," 1667.4749"," 3088.8891"," 4628.2476"," 2587.8832"," 3001.0751"," 3018.7122","    0.0000"," 4640.0000","  581.4036","    0.0000","    0.0000","    0.0000"," 1629.5322"," 1554.6571"," 2053.9365"," 3119.3074"," 6018.8937","    0.0000"
"M180.067T785.272","1278.5556","   0.0000","1509.7696"," 661.4128","1270.9441","1444.2172","2350.8740","3510.7905","1226.5100","   0.0000","2604.5846","   0.0000","1297.2562","1174.4075","2695.0012","3042.5164","   0.0000","1384.7323","3197.1367","4247.2808","1858.8432"," 878.5188","1747.0830","3260.8130","2906.7412","   0.0000","2924.2183","2920.9951","3117.2353","4283.7624","5880.7434","   0.0000","1334.9368"," 394.6442"," 805.3213","1520.7213"," 541.5055","1437.3535","   0.0000","1310.0000","   0.0000","   0.0000","   0.0000","   0.0000","   0.0000","   0.0000","1340.5853","2499.7832","2424.3858","   0.0000"
"M849.51T1359.918","72257.9285","89235.4606","83508.3476","80180.8784","37192.7505","58499.2306","67931.1126","99779.7103","64748.6147","  530.4340","34538.9531","    0.0000","55537.2407","87833.8359","52096.8144","61431.1128"," 2190.6176","50308.4045","49878.4483","56004.2368","65415.0784","81558.3697","75824.2768","44326.4550","87454.2712"," 2076.5143","53740.4262","65436.7562","57378.3403","44196.6199","56278.0582","  508.0000","73966.1045","54622.3385","79507.8858","71164.5887","59593.2467","57451.4288","  153.8534","19400.0000","  486.2039"," 3283.6091"," 1823.7366","  784.8512","30363.9621","49165.5273","74188.9887","15018.4327","16058.2986","  648.0000"
"M633.053T106.254"," 3047.8931"," 4810.7783"," 4284.1526"," 4539.7717"," 4803.4381"," 3904.3735"," 6288.7956"," 5576.3029"," 3734.9633","  174.4490"," 3652.3766","    0.0000"," 4438.9005"," 4091.5850"," 4058.5072"," 4603.7242","  177.6171"," 3219.3368"," 3991.8705"," 4322.7298"," 3863.0476"," 4116.4514"," 4924.8634"," 4434.4085"," 4513.3214","    0.0000"," 5795.4326"," 3517.2431"," 2826.4654"," 3891.4317"," 5219.8240","    0.0000"," 5113.2161"," 3611.8039"," 4459.8299"," 4047.7073"," 4555.2054","11157.3248","    0.0000"," 2110.0000","    0.0000","    0.0000","    0.0000","  155.1670"," 3830.4551"," 3164.3246"," 3465.4591"," 2397.9028"," 3463.4158","    0.0000"
"M1014.89T1344.191","11253.2269"," 5013.7736"," 7494.1629"," 5448.1642","10842.8440"," 9180.8447","10391.8496","10569.4187"," 7825.2512","  326.0506"," 3388.3606","  154.0000","12222.5956"," 9620.5883"," 7969.2999","10880.1321","    0.0000"," 7954.4303"," 9303.1112"," 9183.6951","10043.9317"," 5756.5861","11883.9186"," 8965.3425"," 8323.8675","  669.8817"," 8348.4821","11135.8757"," 8173.9131"," 8870.0679"," 6911.5728","    0.0000","10847.8765"," 9128.2966"," 6599.9131"," 8044.9060"," 8170.2166"," 6601.4878","    0.0000"," 5110.0000","  696.2686","  179.7429","  199.2522","  545.9367"," 3784.4659"," 7173.1099"," 8011.8954"," 4502.5274"," 7698.1984","    0.0000"
"M473.173T806.642","15958.819"," 5949.062"," 9614.551","10373.750","23349.541"," 9844.146","14095.617","18117.547"," 5086.717","    0.000"," 9215.822","    0.000","12965.406","13123.202","15928.897"," 9233.974","    0.000"," 4440.164","12864.354"," 4368.064","10767.500","10960.835","12587.651"," 8901.874","16968.202","    0.000"," 8389.403","17740.450"," 7155.785","11926.353","26778.455","    0.000"," 6658.414","11381.547"," 9588.369"," 9836.940"," 6557.461"," 7231.902","    0.000","22100.000","    0.000","    0.000","    0.000","    0.000"," 1325.380"," 3149.741"," 6076.296"," 6584.048"," 6241.318","    0.000"
"M1269.507T907.7","10109.2437","17695.8324","17341.7603","17687.7322","12357.4288"," 7606.3802","12932.0053","12162.6475","13941.3796","    0.0000","12145.7501","    0.0000","12409.0725","11024.0186","20575.2960","17886.0190","    0.0000","14416.4477","14120.3489","18528.0343","14832.0156","26716.5755","20944.8030"," 8665.9540"," 8476.7070","    0.0000"," 7540.2623","14621.0018","16789.8957","12744.9641","17115.0449","  291.0000"," 6467.3471"," 7509.1313","18440.2303","11116.0536"," 9042.1372","17858.6296","    0.0000"," 9700.0000","  986.7209","    0.0000","    0.0000","    0.0000"," 4846.4657","40229.5103","16753.8983"," 8637.7979"," 4874.3077","  259.0000"
"M985.574T1225.672","36602.9582","13955.9365","28328.6254","26872.4315","32181.3219","24495.9680","31444.0414","27241.1261","31881.0911","  265.2922","19578.2259","    0.0000","33452.5050","41878.9956","25040.6373","33739.2394","    0.0000","29024.8843","18089.0922","27432.0933","36967.7501","21480.7279","40581.5344","26823.5707","31418.3975","  264.7291","28739.3104","23216.3270","16729.6983","30193.2067","30647.3526","  367.0000","39864.2618","28847.9330","21025.0431","28979.4784","21320.3455","23788.3537","    0.0000","13000.0000","    0.0000","    0.0000","  764.1911","    0.0000"," 9710.4935","19517.1237","23112.3549","17018.9724","16690.0206","    0.0000"
"M1030.586T1195.906","62827.3067","37425.9397","56649.7372","55679.5931","50347.8180","56375.5265","58941.1129","71124.2225","44919.7298","  637.2361","40808.1869","  579.0000","56707.7873","66817.1462","43498.1355","60221.6937","  438.5101","51250.8133","43236.7951","47441.6258","56757.7010","55148.4990","71692.9986","45359.2020","55909.6019"," 1189.9079","59826.5619","52409.0880","38981.9532","43111.3618","45498.3930","  251.0000","60384.2525","51325.8721","48730.4690","53234.5295","53369.5764","55792.1129","    0.0000","20500.0000","  752.8446","  250.4151"," 1018.3646","    0.0000","23467.7498","49626.8337","59864.8806","31611.3543","29979.4934","  266.0000"
"M1097.549T894.492"," 5316.351"," 3089.864"," 9522.868"," 8493.861"," 5160.624"," 7008.639"," 9720.715"," 9887.442"," 4455.476","    0.000"," 6753.244","    0.000"," 5728.958"," 7440.559"," 3113.197"," 6694.770","    0.000"," 6927.795"," 7735.680"," 8413.899"," 6894.977","10829.236"," 5941.613"," 5475.272"," 4876.181","    0.000"," 8377.787"," 8052.299","10882.984"," 7524.181","11572.329","    0.000"," 3726.143"," 4795.005"," 6871.291"," 3590.084"," 6045.886"," 6914.690","    0.000"," 2590.000","    0.000","  208.801","    0.000","    0.000"," 6078.742"," 6283.346"," 5561.548"," 3180.469"," 5240.165","    0.000"
"M901.267T743.636","2472.5743","2372.7532","4613.0066","3249.7396","   0.0000","2511.7562","1800.8283","5325.9930","2967.7922","   0.0000","3148.0667","   0.0000","1612.5034","2722.9980","3188.1602","2524.7882","   0.0000","4065.8761","2088.7150","1771.3302","4452.3777","4866.2787","4163.1879","1903.0490","4049.5784","   0.0000","3981.3662","4340.5891","6738.7760","3131.5808","5118.5507"," 197.0000"," 395.6396","3042.8648","2980.9215"," 866.3047","   0.0000","   0.0000","   0.0000","   0.0000","   0.0000","   0.0000","   0.0000","   0.0000","   0.0000"," 426.4061","4821.3204","3182.2383","2398.4039","   0.0000"
"M779.462T1401.836","4379.8140","7508.2946","6625.5270","4980.4312","1234.2871","2715.8162","3151.2318","5363.9555","3801.1178","   0.0000","1542.7411"," 294.0000","2531.5098","2724.4743","1485.7054","2877.3680","   0.0000","2959.0372","2756.2503","3746.2423","3600.6938","5898.0366","3741.6090","1864.5639","5047.4355"," 141.3619","2583.8414","2941.7950","5442.1419","2106.9341","4041.5750","   0.0000","2651.0298","2269.0723","4721.9802","4943.4768","4597.8484","4157.2166","   0.0000","1070.0000"," 153.5071","   0.0000","   0.0000","   0.0000","4947.1826","3170.3762","4176.6741"," 380.2465","1137.4100"," 300.0000"
"M917.503T1359.918","10478.0565","12412.5188","11226.6305","10813.8032"," 5582.0627"," 8383.3228","10560.2606","14465.4504"," 9786.6826","  205.2248"," 5681.1117","    0.0000"," 8013.9908","12308.8782"," 7460.9123"," 9128.6217","  180.1604"," 7942.0216"," 8666.8415"," 9043.0794"," 9671.6080"," 9483.1992","10654.0977"," 5871.9746","11813.2218","  505.5741"," 7354.3363"," 9545.9798","10086.9958"," 7272.7181"," 9016.5797","  289.0000","11730.1807"," 8642.1621","11285.1403"," 9715.0805"," 9467.6879"," 9509.7816","  141.9054"," 4290.0000","  207.2545","    0.0000","  242.3236","  296.1544"," 4636.9961"," 6693.4249","10005.0930"," 2604.5431"," 3515.1763","  301.0000"
"M851.912T1326.892","17925.6272"," 9308.0411"," 8634.0218","12886.6547"," 4716.5470","10753.6869"," 5605.2074"," 7378.6660"," 9733.1678","  165.7976"," 7320.0785","    0.0000"," 5895.2587","12707.3333"," 7125.5979"," 4717.3641","    0.0000"," 6425.3513","12711.4147"," 7211.6174","12971.0954","12007.8196","11299.6843"," 8300.3093"," 8944.6434","    0.0000"," 9820.1185"," 7429.4270"," 6716.3729"," 7922.7040"," 9037.3711","    0.0000"," 5327.2291"," 8194.4184","13772.4019","11291.8064"," 9206.9393"," 8330.8369","    0.0000"," 2070.0000","    0.0000","    0.0000","    0.0000","    0.0000"," 3841.6871"," 9448.5000"," 9701.4182"," 2971.2370"," 3850.3496","    0.0000"
"M705.267T1050.095","31051.5332","14961.4463","39186.4850","22561.6902","11386.0631"," 7990.1588","20234.5560","15336.3368"," 7417.5239","  421.0778","18313.2329","    0.0000","17265.0833","19517.3357","12839.2905","17621.4133","  485.1755","12307.2311","13613.4005","14080.9158","17495.4688","16809.8637","23461.5256","20502.2097","21383.3397","  245.1430","21726.5078","13893.4437"," 6569.5544"," 7703.0758"," 9006.7077","    0.0000","27794.4998","11339.4525","13539.8057","14040.7290","16678.9383","21125.8950","    0.0000"," 9920.0000","  823.8546","    0.0000"," 1191.7591","    0.0000","12629.8359"," 8669.0470"," 5102.3360"," 9280.0726"," 5752.0200","    0.0000"
"M983.568T1252.43"," 4332.7823"," 2892.4409"," 4744.6127"," 3433.9554"," 3820.7836"," 4150.4945"," 3026.3067","10134.6328"," 2421.1318","    0.0000"," 1295.0889","    0.0000"," 4680.9058"," 7077.9996"," 4326.0384"," 5400.5694","    0.0000"," 4222.5287"," 4419.1077"," 4674.7858"," 8173.2249"," 6394.6220"," 6410.2905"," 4460.3039"," 3859.8616","  211.3206"," 7226.4835","14260.3524","10991.8615"," 7073.1430"," 7499.7549","    0.0000"," 5428.7038"," 7119.6152"," 5727.9009"," 7142.1888"," 7134.1245"," 6094.3212","    0.0000"," 4220.0000","    0.0000","  787.2144","    0.0000","    0.0000"," 2658.4164"," 4705.7554"," 9157.5561"," 1925.9442"," 8640.3776","    0.0000"
"M457.19T799.683"," 7837.354"," 3627.979","11428.398","13172.827","10263.485"," 5206.354"," 9756.912","11888.556"," 9607.238","    0.000"," 7819.218","    0.000","12105.553","13910.569","15241.379","14597.142","    0.000","11335.514"," 7465.165","14929.363","12525.232","10831.504","15163.007"," 9096.221","10525.152","    0.000"," 9010.794","10447.746","11195.794","15729.750","18632.391","    0.000","13687.119","10854.247"," 6188.066"," 5049.797"," 6299.397","16270.982","    0.000"," 6520.000","    0.000","    0.000","    0.000","    0.000"," 8454.294"," 5237.027"," 8447.469"," 9623.415","11656.274","    0.000"
"M846.46T1187.467"," 4438.4776"," 9228.6557","13385.4863","13464.6764"," 6462.5977"," 8015.9820"," 6274.8820"," 8975.1200"," 2574.1389","    0.0000"," 4165.3065","    0.0000","11208.7461"," 7666.2189"," 9268.9041"," 6664.3067","    0.0000"," 8306.0227","10125.0806"," 7467.8835"," 8381.1364","15750.9793","10286.1761"," 6150.8845","14803.2201","    0.0000"," 5658.5413"," 8407.5209"," 9321.1899"," 5157.2679"," 8064.5741","    0.0000"," 8708.9668"," 7424.6218"," 7938.7093"," 7892.8518"," 4436.9648"," 5750.6595","  259.2891"," 2530.0000","    0.0000","  281.4015","    0.0000","    0.0000"," 5592.5466"," 5337.5445","10725.1781"," 4630.1212"," 5140.5871","    0.0000"
"M821.506T1329.663"," 8931.7603"," 4979.4295"," 9208.2155"," 4202.5706"," 4398.7004"," 6726.2177"," 6650.2831","12645.8275"," 6134.4613"," 2384.4851"," 1660.4857","    0.0000"," 4969.7408","12155.8173"," 8070.7796"," 6590.2906"," 2373.2809"," 6914.1393"," 6955.6728"," 8425.2245"," 9815.9921"," 6526.0677","10553.8420"," 4794.2654"," 6782.3710"," 1742.5894"," 6441.3471","14357.8216","11032.2028"," 8691.3386","10124.4628"," 1130.0000"," 8504.0871","10598.8672"," 9511.8167","10275.3450","10547.2765"," 8710.1800"," 2684.9027"," 4130.0000","    0.0000","  295.3782"," 1531.9248","  416.8733"," 3182.8788"," 6187.0711","12569.4816"," 2470.3940"," 5355.4774","  131.0000"
"M347.184T1141.626","11010.2634"," 8630.0387","11337.2536","10484.5374","24578.1232","10937.0470","14489.1639"," 7976.5314","10695.3003","  983.6777"," 9705.1325","    0.0000","14345.8518"," 8905.5047","11856.1439","14278.1795","  685.0858","12085.9847"," 9690.0551"," 8368.8663"," 7121.0633"," 7887.2223","10383.3347"," 9402.7302","10426.3590","  410.9335"," 2428.2711"," 7160.1355"," 6777.6328"," 8443.0291"," 5069.6746","    0.0000"," 6084.2000"," 5094.2992"," 8904.9302","11230.0211"," 6708.1471"," 9300.0725","  911.8435"," 5970.0000","    0.0000","    0.0000"," 1895.7123","  279.2678"," 6832.7389"," 5976.3035","11266.6561","14564.9925"," 6094.2314","    0.0000"
"M768.448T1315.096","5573.2538","3698.9385","5293.8684","4969.0852","4616.1983","3548.2346","5714.6369","4004.8880","6426.5054"," 194.6947","3534.7752","   0.0000","4593.6967","6424.5714","5100.3639","6700.7637"," 174.2981","4138.8995","5074.6399","5652.0426","5816.4518","3898.5221","5737.7670","4458.9733","5968.8643","   0.0000","6308.6251","7745.0903","6547.9341","5673.0564","6760.8357"," 158.0000","7302.6701","9320.8687","4007.7127","3597.1003","3688.5083","3233.4704","   0.0000","2640.0000","   0.0000","   0.0000"," 165.5199","   0.0000","1775.5964","2806.3455","5379.2315","2291.7462","3717.6754","   0.0000"
"M531.078T845.355","3136.2524","3656.8677","3496.4957","4634.9466"," 928.1927"," 967.4136","1283.4067","2665.5840","3769.7131","   0.0000","3872.5088"," 265.0000","3750.1040","2336.7824","2981.6844","2819.4682","   0.0000","2078.2891","3110.7508","3226.0592","4262.1694","4722.7835","2679.4604","2727.9338","1689.9037","   0.0000","3557.9744","3880.0935","5578.6990","3386.5012","6055.4403","   0.0000"," 760.9697","3957.3286","1103.3936","3001.3289","1893.5673"," 727.4587"," 241.5163"," 985.0000","   0.0000"," 239.5823","   0.0000","   0.0000","2587.4125","1986.9771","1607.6882","1448.2174","2036.2587"," 339.0000"
"M309.118T727.508"," 3147.7564","  854.9012"," 5545.3079"," 2628.8618"," 2077.3282"," 2825.2947"," 1818.4193","12391.2000"," 2462.5709","  424.1094"," 2462.2623","  194.0000"," 1681.8442"," 3057.1176"," 2826.5493"," 1828.7821","    0.0000"," 2999.4390"," 3589.5202"," 3180.7686"," 3890.6288"," 2786.4120"," 3372.2124"," 2569.0078"," 1154.5123","  208.4205"," 3521.2170"," 4036.4932"," 5844.9165"," 3232.0689"," 6032.9067","  251.0000"," 1445.1576"," 1907.5633"," 1971.6431"," 3027.9008"," 1529.7559"," 2489.6709","  434.3328"," 1690.0000","  338.3751","    0.0000","    0.0000","  212.6555","  509.9049"," 2437.4587"," 4031.4593"," 3395.2939"," 6786.2513","  356.0000"
"M345.183T1137.887","40014.9750","14960.8433","41065.8676","31254.3606","37572.1504","45298.8994","34870.4922","26559.6179","27517.1208","  210.4668","19754.9167","  676.0000","42926.8124","16781.1271","27062.3799","33354.4187","  334.9991","28752.9240","23042.2656","20594.9246","30050.2098","18670.3409","28807.5604","23035.2611","20044.6788","  572.1478","14844.0082","22135.6665","14736.4273","16998.7754","24413.3626","  468.0000","36406.8757","16630.8171","15517.5011","26262.6535","24748.5089","20176.4947","    0.0000","14500.0000","    0.0000","  351.4579","    0.0000"," 1353.2531"," 8230.8824","18609.9313","20250.2966","40927.3699","19298.0746","  777.0000"
"M1076.649T1193.389","12686.2861"," 9972.1920"," 6111.0080"," 9846.7690","12251.1308"," 4931.7520","11806.9115"," 4712.6726"," 1678.0752","    0.0000","12110.5949","    0.0000","10018.0046"," 5555.2965"," 6292.1592"," 8828.3525","    0.0000"," 6628.5260"," 4600.3412"," 6748.6877"," 8651.7057"," 6381.0137"," 9219.5407"," 9781.9536"," 2982.5415","  109.5527"," 6219.0352"," 2836.1073","  636.0707","  505.2704"," 6954.5746","    0.0000"," 4379.8340"," 7230.2524"," 6955.5200"," 7673.0098"," 9311.6777","11200.0294","    0.0000","  241.0000","  323.4668","    0.0000","    0.0000","    0.0000"," 4440.2117"," 2494.3342"," 8404.4399","  951.6342"," 1992.6032","    0.0000"
"M919.515T1328.715","38161.6800","45140.9327","43915.5511","50730.8528","20631.6257","35026.1702","39996.7794","53684.6566","35978.6274","    0.0000","22784.9591","  571.0000","29988.6886","44056.3501","28934.8600","33239.5309","  182.2372","32837.9398","31128.6770","34164.1212","44833.7480","47075.0342","37631.9106","29379.1083","52743.7605","  134.1363","34722.3567","36787.4712","30106.3422","25181.6053","34105.1819","  186.0000","40244.2862","28665.2842","47150.6859","39808.5898","39047.3008","37775.7510","  130.0836","13500.0000","    0.0000","    0.0000","  155.0833","    0.0000","20848.7751","30976.1373","49206.7850","10939.6182"," 9881.9448","  361.0000"
"M277.217T1196.341","12876.7011","13035.0926"," 6112.9550"," 4749.6421"," 9367.4079"," 3553.9458"," 7334.6671"," 4977.7715"," 1927.1552"," 2209.9586"," 5757.8716","    0.0000","10152.9158"," 7152.6261"," 7129.4982","11867.0521","  760.5613"," 6273.0732"," 7142.4334"," 4214.7735"," 9121.4820"," 5165.2615"," 4168.0843"," 6784.8639"," 1277.8663","    0.0000"," 6693.8814"," 4269.7891"," 1982.0987"," 1013.8280"," 5041.0882"," 1170.0000"," 1960.4607"," 7218.0680"," 6102.3560"," 9385.5823","17378.9204"," 7485.6460"," 1792.8314"," 1310.0000","    0.0000","    0.0000","  771.6193","  702.3551"," 4228.4459"," 9797.9504"," 5456.6353"," 2880.9904"," 3348.4725"," 1110.0000"
