"","X16.C9.3.neg","X19.C9.2.neg","X21.C9.4.neg","X45.C9.1.neg","X13.D9.4.neg","X20.D9.1.neg","X49.D9.2.neg","X48.D9.3.neg","X26.F9.1.neg","X34.F9.2.neg","X36.F9.3.neg","X46.F9.4.neg","X14.X9.2.neg","X23.X9.1.neg","X27.X9.3.neg","X40.X9.4.neg","X53.Blank.neg","X10.QC1.neg","X24.QC.2.neg","X39.QC3.neg","X02.C12.2.neg","X18.C12.3.neg","X33.C12.4.neg","X12.D12.2.neg","X28.D12.3.neg","X44.D12.1.neg","X52.D12.4.neg","X05.F12.4.neg","X22.F12.1.neg","X38.F12.2.neg","X43.F12.3.neg","X09.X12.3.neg","X32.X12.2.neg","X41.X12.1.neg","X15.C15.4.neg","X31.C15.3.neg","X47.C15.1.neg","X50.C15.2.neg","X04.D15.4.neg","X06.D15.2.neg","X35.D15.1.neg","X37.D15.3.neg","X17.F15.3.neg","X25.F15.1.neg","X30.F15.2.neg","X51.F15.4.neg","X08.X15.4.neg","X11.X15.3.neg","X29.X15.1.neg","X42.X15.2.neg"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","Other","Other","Other","Other","Second-tp_Control","Second-tp_Control","Second-tp_Control","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Third-tp_Control","Third-tp_Control","Third-tp_Control","Third-tp_Control","Third-tp_Drought","Third-tp_Drought","Third-tp_Drought","Third-tp_Drought","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Xanthomonas","Third-tp_Xanthomonas","Third-tp_Xanthomonas","Third-tp_Xanthomonas"
"M457.207T887.727","13933.647"," 5282.153"," 9936.015","10267.730","12830.376"," 9846.683","11690.418","40323.041","14443.509","    0.000"," 4840.925","    0.000","15874.749","14861.371","19321.239","16754.433","    0.000","16060.794","14588.253","12817.286","17711.128"," 7398.229","46559.335","17544.402","28827.731","    0.000","16564.561","18097.014","15813.469","37840.680","10297.234","    0.000","28653.448","40059.927","13341.621","10012.491","12694.620","14546.553","    0.000","14600.000","    0.000","    0.000","    0.000","    0.000"," 2684.321","24056.025","15557.069","14483.169","22598.233","    0.000"
"M213.056T1043.215","  214.0741","  895.8223","  516.2277","  500.3717","  821.0864","  815.6409","  731.5329","  758.5109","    0.0000","  740.8006","  257.9351"," 4450.0000","  350.7360","  419.4603","  676.3907","    0.0000","    0.0000","  673.6336","  785.1689","  905.4055","  925.9282","  312.5511"," 1147.5068","  666.5660"," 1056.0795","57333.2480","  518.4215","  361.9547","  966.7291","  915.8692","  327.6960","14600.0000","  573.1465"," 1247.7386"," 1597.6172","  948.4809","  666.6839"," 1038.2985"," 1039.2535","  193.0000"," 1839.0868"," 6512.3515","  473.1104","33187.5638","    0.0000","  307.0687","    0.0000","  309.9622","  371.0201","  432.0000"
"M998.861T1404.179"," 6770.8534","10162.1198"," 5604.2966"," 6319.5645"," 5213.6650"," 9580.3411"," 4971.9080"," 9086.9533"," 7850.6720","    0.0000"," 4748.7783","  125.0000","10140.9001","11655.4299"," 6100.1034"," 8963.8062","    0.0000"," 7619.1464"," 8184.3279"," 9924.0744"," 6142.1188"," 9874.7016"," 5422.2943"," 9599.0342"," 8261.8930","    0.0000"," 8437.7579","10208.0236"," 7430.4976"," 6338.9648"," 9064.1397","    0.0000"," 8888.1660"," 7560.9248"," 5908.1305","11209.5761"," 6562.3781"," 9000.2765","    0.0000"," 4150.0000","  130.6213","  275.1704","    0.0000","  307.3721"," 5676.3225"," 9412.3793"," 8994.3905"," 9419.6286"," 9749.3624","    0.0000"
"M266.446T1584.531","10426.493"," 9299.353","20374.508","12833.290","15861.041","23166.732"," 9870.877","11532.296","12199.868"," 6033.220"," 7060.207"," 6620.000","13656.814","11120.968"," 9002.198"," 7918.698"," 6506.551","12333.225","14992.635","11492.431","20966.626","20861.434","18502.564","14361.636","13506.773"," 2206.306","10540.833","19599.538","10475.719"," 9706.106"," 8427.331"," 6760.000","11423.981"," 6334.433","13328.902","14784.103","15499.974","11585.588"," 8948.903","56600.000"," 6816.179"," 2794.950"," 6286.333"," 6955.523","16015.883","10483.985","10686.154","10648.999","13708.032"," 5120.000"
"M361.677T1190.955"," 4808.1141"," 4169.5806"," 3422.7207"," 8616.9737"," 7208.6557"," 6992.4219"," 6581.8871"," 4835.6172"," 4075.2173","    0.0000"," 5533.0311","    0.0000"," 6595.3372"," 3637.5732"," 4995.2757"," 6479.1562","    0.0000"," 6126.1524"," 5239.9113"," 6074.7350"," 3831.6170"," 8727.8126"," 7368.1296"," 6034.5862"," 6773.9972","    0.0000"," 6151.2181"," 3856.1062"," 1469.2502"," 3461.5239"," 3661.7456","    0.0000"," 8345.6477"," 2597.6024"," 6460.2731"," 5132.4197"," 5282.9224"," 8175.5035","  126.3766"," 2160.0000","    0.0000","    0.0000","    0.0000","    0.0000"," 5489.5505"," 8786.3921"," 5401.9746","13278.8500"," 5903.3657","    0.0000"
"M343.213T896.579","16287.277"," 9795.465","18544.286","44496.038","30277.251","22198.749","19122.129","17215.863","14812.208","    0.000","21872.555","    0.000","38415.588","12313.823","13674.502","28166.736","    0.000","21771.864","23643.254","23344.513","16091.645","44628.845","23833.611","22117.512","33216.982","    0.000","18283.592","11265.240","10727.374","13981.070","15587.522","    0.000","25360.221","12159.761","23345.369","18524.942","50915.316","33605.029","    0.000","14200.000","    0.000","    0.000","    0.000","    0.000","32020.430","38442.404","22246.395","47409.830","18092.227","    0.000"
"M433.554T806.299"," 5699.745"," 3935.894"," 7693.271"," 3658.742"," 5662.455","10416.588"," 9555.756","18921.665"," 4849.279","    0.000"," 8031.547","    0.000"," 1943.343","15067.170"," 3398.182","10680.753","    0.000","10027.543","10452.235"," 7349.056","16584.138"," 3168.159","18479.260","12302.158"," 8523.615","    0.000"," 7376.826","13032.716","13999.882"," 5823.748"," 5207.745","    0.000","26838.529","15911.758"," 5884.366","11389.084","13694.587","24240.092","    0.000"," 3470.000","    0.000","    0.000","    0.000","    0.000"," 3598.499","18274.730","18070.929","14708.301","11480.787","    0.000"
"M698.26T899.18","20531.3439"," 1237.4300","14358.7806"," 9397.7120","23460.5219","21609.5027","19063.5245","53700.1419","26125.4011","    0.0000","19238.7025","  643.0000","27804.0073","14505.1946","33669.9248","38139.9346","  495.1739","27830.7095","29485.8229","28970.8397","17142.3572"," 5659.1219","28387.2825","32091.8985","11984.2813","    0.0000","65067.6713","24775.5962","29836.3362","63505.0493","37599.2397","    0.0000","21332.5291","21927.5369"," 3950.9655","10386.3561"," 8757.0368","12226.3027","    0.0000","48800.0000","  489.6752","  489.5375","  663.5276","    0.0000"," 2618.7683","19288.5278"," 7506.6678","20990.7957","82266.5661","    0.0000"
"M474.881T66.41","15160.551","19833.867","23240.700"," 8255.553","20951.459"," 7065.883","38683.639","22487.248"," 9875.712"," 5619.323"," 8357.682"," 6410.000","24984.208","21027.778","23898.757","21652.619"," 7663.908","21382.031","11358.119","23787.102","23719.056","12992.999","27437.321"," 8650.689","17667.863"," 7205.831","29879.635","20929.078"," 9291.190","21246.197","22585.268"," 5680.000","16492.484","44260.819","11960.085","26213.582","13714.567","31485.343"," 5404.470","12400.000"," 6112.685"," 6855.222"," 4798.730"," 5085.556"," 8116.191","39943.942","18543.574","25560.206","16672.963"," 6510.000"
"M721.31T972.44"," 1788.3818","    0.0000"," 1195.7821"," 1909.0065"," 3760.8524"," 3426.9416"," 2554.3660"," 4912.6949"," 1166.8285","    0.0000"," 8080.0872","  237.0000"," 3461.0103"," 2142.0868"," 3250.6481"," 5050.6073","    0.0000"," 4008.6062"," 4097.8772"," 4865.6988"," 1570.9798","  806.8692"," 2167.7326"," 3809.2732"," 5944.8161","  202.9923","17079.3000"," 2414.1005"," 1794.4434"," 2828.5977"," 1480.6918","    0.0000"," 3840.6481"," 3223.3951","    0.0000"," 1461.8834"," 2196.1761"," 2658.6955","    0.0000"," 3910.0000","    0.0000","    0.0000","    0.0000","    0.0000","  669.3672"," 2778.6992"," 1252.5337","11788.6840"," 2812.4180","  298.0000"
"M352.831T96.52"," 4878.8086"," 4950.5438"," 4369.9751"," 9001.2689"," 3502.3275"," 3750.7763","19646.2624"," 7264.0647"," 6294.8244","    0.0000"," 4952.0710","    0.0000","10843.4397","11604.4750"," 4449.4239"," 9464.8972","  199.3725"," 5040.2364"," 5437.8705"," 7161.5497"," 4160.4557","10346.4708","20982.0640","11147.5628"," 4575.8001","    0.0000","14958.9748"," 4009.9746"," 1934.8504","14161.4064"," 5501.2515","    0.0000"," 5661.8846"," 5368.4960"," 5813.4380","13081.0300","10078.4875"," 4292.4756","    0.0000"," 7280.0000","    0.0000","    0.0000","    0.0000","    0.0000"," 2675.2516","    0.0000"," 3086.2860"," 5262.1147","12540.9733","    0.0000"
"M756.042T806.684","2121.7621","1255.8510"," 994.3970","2012.5337","1250.8655","3256.1986","6340.4678","3941.9220","3444.9248"," 284.8189","3619.8625","   0.0000","   0.0000","3973.4682"," 780.7849"," 759.5404","   0.0000","1810.8407","3200.4420","2758.9043","5044.2274"," 929.3599","3541.7644","3907.7391","1997.0834","   0.0000","1060.6374","5748.7519","3368.9868","2962.3603","2215.8076","   0.0000","1851.2573","3084.4258","   0.0000","3904.5117","2761.4679","4082.1660","   0.0000"," 148.0000","   0.0000","   0.0000","   0.0000","   0.0000"," 702.9038","3392.9070","3638.6844","1707.3745","1620.4330","   0.0000"
"M402.996T97.474"," 7006.4107"," 8305.6446","18048.6357"," 5677.6747"," 7816.4445"," 6288.8840"," 8064.4407","10424.6912"," 4974.1304","  179.6922"," 8753.7042","  559.0000"," 8737.5294"," 6391.8733"," 7485.3252"," 7109.8514","    0.0000"," 7103.3902"," 7300.0069"," 6833.7657","13354.9846"," 9604.8865"," 7659.9729"," 7872.0399"," 7119.1071","    0.0000"," 9198.5745"," 4606.8125"," 6611.0205"," 5494.5459","16066.4443","  394.0000"," 8200.1351"," 8632.1504"," 7179.2511","11485.8555"," 5142.6286","22454.8293","  240.0228"," 2700.0000","    0.0000","  175.6367","  224.5660","    0.0000"," 9460.6682","15767.5770"," 6241.2277"," 7303.0655"," 6161.1336","  188.0000"
"M621.052T106.9"," 4616.4751"," 1590.3548"," 3919.4682"," 3672.1956"," 4216.7223"," 4270.1306"," 3177.7492"," 5625.4950"," 4747.5336","    0.0000"," 4412.1271","    0.0000"," 4376.0147"," 4556.0387"," 4148.5658"," 3543.9192","    0.0000"," 4271.7578"," 4283.7300"," 5620.8499"," 4138.5270"," 4645.4696"," 5080.9703"," 4946.2621"," 3637.5708","    0.0000"," 5928.8449"," 5175.1993"," 4603.2950"," 5285.6024"," 6555.4172","    0.0000"," 5910.5376"," 9087.8413"," 3097.2175"," 3698.7288"," 3353.7323"," 2880.2406","    0.0000"," 2880.0000","  177.2415","    0.0000","  196.2816","    0.0000"," 1364.7144","11724.2650"," 5886.5563"," 4880.6784"," 4500.2100","    0.0000"
"M289.026T88.643","20467.8607","13150.5505","77743.5846","17673.1515","13289.3482","26113.1750","31025.6689","38378.8909","24444.1367","  769.7408","26729.9604"," 1220.0000","21099.5800","31032.2959","32943.5048","28726.4369"," 1422.0073","28597.7211","31982.2850","24969.5260","41204.4533","29796.5040","26776.7388","12474.1103"," 4453.3750"," 2115.9694","41422.2080","28045.9736","45590.8787","21855.0654","72933.9973","  240.0000","22290.2322","38539.7092","24194.4150","21244.1148"," 7656.9111","74671.9633"," 1609.6307","    0.0000"," 1214.2918"," 1422.2744"," 1503.7809"," 1738.5452","27237.8190","91891.9475","20731.4794","47414.5789","    0.0000","  500.0000"
"M639.158T840.392"," 6736.5423"," 8739.7135","14602.3929","11939.4878","23075.1274","12528.2182","13122.8439","22794.7794"," 6048.5586","  301.7197","22121.0479","  233.0000","16323.8745","11677.7305","10702.7929","18760.7314","    0.0000","12049.1949","17384.2717","17710.9764","12736.9732","20172.7904","12094.6114","11827.3915","13521.0666","    0.0000","19258.3176"," 7155.4774","14241.8071","15455.6896","13681.8364","    0.0000","12066.7073","12630.3332","15135.0829","14606.7503","15316.7960","24059.4650","    0.0000","12000.0000","    0.0000","    0.0000","  207.0136","    0.0000","16243.1850","15673.0052","14872.3956","21341.4802","25096.5889","    0.0000"
"M544.284T936.329","10434.4869"," 5516.4960"," 2304.9270"," 3488.9767"," 6424.9164"," 4913.4487"," 9339.4309"," 5307.0352"," 3695.1252","  370.8711"," 6098.3412","    0.0000"," 8324.4006"," 5705.8491"," 4084.2663"," 6218.7223","  754.8190"," 6605.2210"," 4323.1822"," 4632.1827"," 5309.0608"," 5501.2546"," 4084.8066"," 8999.8424"," 6006.1927","    0.0000"," 8135.6503"," 4285.4065"," 2680.7370"," 5277.1912"," 6261.8749","  666.0000"," 7793.6684"," 5460.0464"," 3723.1311"," 4159.0508"," 9070.8407"," 5662.4567","    0.0000"," 5370.0000","  384.0954","  269.4842","  274.0547","  537.2025"," 2730.8232"," 3440.9812"," 6190.4290"," 2512.6786"," 3586.7230","    0.0000"
"M379.101T757.973"," 6665.5166"," 1952.3543","10143.3419"," 4591.5119","12202.2980"," 6859.1520"," 5907.5488","20336.5125"," 9558.1395"," 1297.7798"," 8207.8535"," 2170.0000"," 9745.4657","13586.1578","10879.5750"," 8414.7950"," 2304.8669"," 7550.7628"," 4451.6511","20920.0685","10050.3364"," 9213.6691","16109.6727"," 5624.2191"," 8040.3961"," 2333.2398","21122.9287","11930.1737"," 6669.8912","12164.0699","12180.9388"," 2150.0000","10050.6175","10794.1333"," 6337.3472","14773.5462"," 5564.8328"," 4604.0682","  828.5684"," 7430.0000"," 1598.0505","  983.6223"," 1120.4035","  974.0756"," 3385.2726","14598.3544","12131.6087"," 5867.2423"," 8422.4424"," 1490.0000"
"M374.998T87.396","13270.7395"," 2223.6154","    0.0000"," 9631.9716","13812.2764","12422.6683"," 2911.9595","19837.7550"," 8392.2310"," 1329.6507","11974.4415"," 1780.0000","12791.1345"," 8316.9832","12487.4842","13727.9381","  626.0417","11848.7302","13948.5941"," 3017.7874"," 2538.8707"," 3366.1673","19597.5040"," 9658.6728","13021.2357"," 1575.2704"," 4991.1608","13902.7785","21527.9015"," 6836.3050","    0.0000","  957.0000","22860.0567","20742.7848","11605.3196"," 9441.2223"," 7552.0528","    0.0000"," 1109.3817","    0.0000"," 2350.5034"," 2363.0483","  814.9109","  571.4897"," 7372.9335","    0.0000"," 7570.0988"," 2979.6013","    0.0000"," 2280.0000"
"M789.181T317.533","20051.6629"," 2696.7336","17662.7063","20880.2429","18100.6844","16950.3727","23982.7548"," 7222.7835","22949.8782","    0.0000","20446.9277","    0.0000","14213.4538","21076.9448","20539.5200","25277.6109","    0.0000","18734.0104","19799.6019","21782.4326","19683.1749","17914.0520","23229.3339","19115.8545","18992.9637","    0.0000","22909.6560","10583.0933","14274.0029","25236.4320","19869.6000","  188.0000","15977.0326","22535.7440","15567.3674","22006.9469","23526.0708","22485.9492","    0.0000","15700.0000","  184.5873","    0.0000","    0.0000","    0.0000","12366.7596","21101.9232","14910.1071"," 4579.8089"," 9768.4722","    0.0000"
"M494.168T786.301","1758.2432","   0.0000","1953.9541"," 573.6665","2445.8150","2604.3235","2132.7606","6851.0583","2898.0542","   0.0000","1615.7263","   0.0000","1146.4265","3328.5525","2967.0319","2434.3512","   0.0000","1861.4600","2931.2967","4156.9131","2176.0025"," 527.2618","4521.0841","1996.4868","4055.9724","   0.0000","3036.1342","4201.8574","1976.2302","4987.6145","2774.9614","   0.0000","4848.0522","2833.8464"," 846.5357","1318.1732"," 994.0765","1211.8804","   0.0000","2930.0000","   0.0000","   0.0000"," 199.1660","   0.0000"," 272.4648","2000.7916","1532.5457","4484.9113","5405.5267","   0.0000"
"M408.931T66.356","6767.9109","5358.9790","6303.1336","4892.3373","6899.9713"," 728.3383","7409.1438","5866.9360","4464.4630","1845.3714","   0.0000","2050.0000","5623.6097","3710.4062","6214.0857","5689.7030","2115.0560","5477.5749","6510.0550","6691.7825","5142.6207","5652.5636","5932.7889","5752.0717","4668.5256","2115.5280","7746.9885","1815.4180"," 792.0418","4632.1756","6314.2678","1500.0000","1699.1207","4633.7824","1523.9038","7582.6807","4810.9042","5475.8747"," 943.0658","5230.0000","1551.3053","1686.1240","1874.9944","1274.8772","   0.0000","6715.2917","3705.3267","4816.8743","5645.8812","1850.0000"
"M911.26T1004.032","12739.7134"," 7995.3567","14343.1482","13648.9003","13108.3435"," 9151.5398"," 9056.6513","17129.3160","16931.1471"," 1212.5644","19900.4796","  721.0000","17248.7457","11058.3153","16712.2801","23102.5959","  683.5845","15781.3393","16545.8263"," 7585.8891","10204.7800"," 2088.6994","18074.1740"," 9381.0390"," 8653.0194","    0.0000","20948.5632","18796.8566","22254.8975","21713.6429","21321.3314","    0.0000","16952.2145","10186.2282"," 4892.5526"," 7051.1058","16670.3203"," 8955.4664","    0.0000","14700.0000","  381.8063","  315.7859","    0.0000","  634.9283"," 4543.2072","28619.8220"," 5621.5175","18787.0561","21439.1606","  792.0000"
"M659.251T1449.359","2230.9484","4008.5794","2277.6424","4795.0090","3450.9560","3607.5730","4190.7348","2545.5846","1966.7808"," 153.8693","4246.9704"," 840.0000","4235.6956","1711.8531","3229.9536","3368.3049"," 417.7780","3592.0196","3406.1153","3781.6919","2620.9801","4023.1669","2256.5152","3054.5612","4674.2405"," 515.6784","4257.7466","1683.0567","1207.2052","2165.7891","2818.4882","   0.0000","4450.2084","2307.3068","3363.5419","4372.8817","5511.9614","5321.3564","   0.0000","1810.0000"," 251.3830","1278.7093"," 664.1831"," 393.8354","7256.6130","3688.1022","2732.1324","6588.3935","3172.6682"," 607.0000"
"M1106.454T890.453"," 6233.6259"," 1008.1222"," 3931.7703"," 8681.5070"," 8994.7290"," 4520.5220","10888.1940","17782.3114"," 5636.4856","    0.0000","16011.6779","    0.0000"," 9241.6430"," 5143.2198","12895.3144","11227.7963","    0.0000","11162.2852"," 9433.2911","11446.8700"," 7199.3188"," 5676.8943","11408.2936"," 7009.0568","12362.6463","  494.1768","15566.5547","10267.7041"," 9079.0450","13968.7499","14125.7940","  317.0000","12907.7532","11102.3115"," 3893.5831"," 2877.1476"," 6383.9146"," 9060.9339","    0.0000"," 6120.0000","    0.0000","    0.0000","    0.0000","    0.0000","  960.3979","12500.7788"," 5121.2286","12087.1812","11973.8083","    0.0000"
"M269.05T89.726"," 5388.5009","25913.2640","15388.4475","28226.5782","29350.9580","25270.9480","22696.0384","25015.2246","17606.0924","  639.2768","23482.9185","    0.0000","26886.4607"," 9397.8575","22664.0389","23138.1360","  636.9487","20424.3133","19958.3921"," 7055.2586","11171.4688","18483.9942"," 7869.4949","34600.3191","33651.5804","  188.7939","25949.7273","22948.3315","15110.6294","14315.5769","16272.7713","  451.0000","35789.0459","21156.8551","11490.5855","14361.9397","16288.6420","13239.8758","  480.1489"," 7280.0000","  510.5270","  931.7266","    0.0000","  400.1493","22562.2425","22345.8779","13941.6543","23469.4604","13232.4368","    0.0000"
"M561.896T1245.178"," 9729.9631","  668.3716"," 6445.5800"," 6777.0157"," 6460.5198"," 4818.7185"," 7822.5227"," 2310.0675"," 5823.8931","    0.0000","11283.8086","    0.0000"," 4851.0770"," 3448.8815"," 3206.9414"," 6609.5609","    0.0000"," 6159.8322"," 5100.1097"," 5780.6222"," 4267.8416"," 3926.6047"," 4909.5889"," 8749.7025"," 7835.9924","    0.0000"," 6380.3422"," 1291.9438","  973.3973"," 3047.4655"," 1900.4248","    0.0000"," 5354.8694"," 2584.3955"," 2847.3186"," 4111.1968"," 7968.4963","11268.7169","    0.0000"," 2720.0000","    0.0000","    0.0000","    0.0000","    0.0000"," 8343.8092"," 3203.6778"," 4703.8273"," 1667.5980"," 1831.2543","    0.0000"
"M613.446T1235.167"," 529.2217","1355.9176"," 999.6256","3567.9902","2048.8289","1494.2141","1360.8949"," 822.5728"," 573.2000","   0.0000","4319.7185","   0.0000","2785.6322"," 544.9966"," 208.2998","3238.2730","   0.0000"," 424.3890","1489.3684","1603.2284"," 665.1357","2639.4894"," 211.7294","1640.1597","3341.3435"," 148.1201","1202.7935"," 154.9347","   0.0000"," 505.0627"," 200.7305","   0.0000","1264.2863"," 335.4793","1371.4116","1246.4794","3027.1476","5166.9990","   0.0000"," 764.0000","   0.0000","   0.0000"," 394.2567","   0.0000","9294.5729","3886.6579","1278.4882","8327.4912","1491.5332","   0.0000"
"M593.398T852.714","  768.7758"," 2191.5723"," 6722.1814"," 7536.6803"," 4108.1956"," 9503.8911"," 7518.8948"," 8721.4925"," 8685.4889","  198.7498"," 4892.1488","    0.0000"," 2188.9841"," 6246.0039"," 7507.3847"," 7675.4699","    0.0000"," 8877.6379"," 5239.3125"," 7823.3156"," 1334.7158"," 7551.8550","12269.0472"," 1741.9727"," 5388.7793","    0.0000"," 9683.0359"," 6252.9406"," 9626.9764"," 6237.0156"," 7341.5746","    0.0000"," 4826.1291"," 5640.2388"," 2718.3493","11279.3987"," 1317.1846"," 2107.9942","    0.0000"," 4430.0000","    0.0000","  226.7176","    0.0000","    0.0000","    0.0000"," 6760.6272"," 9482.6943"," 4173.4761"," 7590.1105","  274.0000"
"M289.084T863.831"," 2813.2601"," 2699.2584"," 5461.0927"," 4530.1679"," 3270.9034"," 1549.2781"," 2710.9619"," 8631.4770"," 3995.3236","  200.3654"," 3037.2314","  292.0000"," 3732.4522"," 2676.9719"," 3602.3504"," 7972.3389","  377.9374"," 2215.2566"," 4400.9253"," 2224.9106"," 2742.3489"," 1948.5347"," 4623.1804"," 3066.3077"," 2684.5271","  255.1460"," 5703.5584"," 3474.7814"," 3685.0177"," 2889.7911"," 3954.8057","    0.0000"," 2771.0211"," 3081.6369"," 2309.8256"," 1695.5168"," 2389.5021"," 5277.9135","    0.0000"," 2350.0000","    0.0000","    0.0000","  250.6388","  501.9944"," 1676.5115"," 3477.1687"," 8502.3682","16495.3350","10405.8504","    0.0000"
"M459.275T1179.554","    0.0000","    0.0000","  701.7627","    0.0000","  385.1769","  536.1311","  593.7192"," 1710.4500","  335.0039","    0.0000","  428.4009","  575.0000","  312.0047","    0.0000","    0.0000","  151.8317","  530.3665","  563.8937"," 1942.5949"," 2320.5221","  466.7899"," 2832.9741","    0.0000","  244.3613","    0.0000","    0.0000","    0.0000","  164.5820","    0.0000"," 1181.4784","  577.5844","    0.0000","  444.9148","    0.0000","  277.8655","11194.0818","  874.4752","  502.3136","    0.0000","16000.0000","    0.0000","    0.0000","    0.0000","    0.0000","  528.1622","    0.0000","  488.4293","  342.1499","  272.7271","    0.0000"
"M473.196T813.174","26435.394","10520.410","25369.587","22107.291","29975.147","25284.006","29303.990","52869.965","24346.062","    0.000","23333.732","    0.000","33873.889","34157.412","31391.537","31779.028","    0.000","26131.246","31902.862","36832.111","14169.295","22186.032","43896.899","35431.656","35170.810","    0.000","52783.157","37893.715","27760.926","36553.228","35550.769","    0.000","42502.228","63180.582","23447.557","23133.858","28799.326","32387.106","    0.000","41600.000","    0.000","    0.000","    0.000","    0.000"," 8257.709","30314.024","29009.157","37707.257","78504.865","    0.000"
"M633.146T772.656"," 5884.5052"," 1322.5960","10290.7336"," 7364.9829"," 1456.1641"," 3164.6597"," 9961.9186","12352.4954","10633.6926","    0.0000"," 4287.0341","    0.0000","12637.9767"," 3511.4180"," 3412.5936"," 4418.5695","    0.0000"," 3906.4252"," 3528.3649"," 4232.8132"," 2542.5898"," 8556.1309"," 3519.8253"," 2871.7081","  307.6596","    0.0000","14929.9474"," 8432.4427","12077.7326"," 2323.9736"," 8474.6769","    0.0000","  937.1126"," 5757.7048"," 2982.5975"," 2323.4919"," 2623.2069"," 9566.1025","    0.0000"," 2770.0000","  174.2920","    0.0000","    0.0000","    0.0000","38548.3860"," 1548.4548"," 1301.1986"," 1169.9810"," 1714.0006","    0.0000"
"M559.066T758.189"," 7613.6781"," 2604.5661"," 6402.5989"," 4811.1793","10148.5511"," 6893.2204"," 4916.8280","13124.4222"," 9227.6344","    0.0000"," 7609.2476","    0.0000"," 8254.9798","13863.6000"," 8537.4545"," 8891.1205","    0.0000"," 6730.4639"," 2619.0302"," 6367.6074"," 5006.0761"," 6808.9371","10205.4680"," 6328.0078"," 6136.3075","    0.0000","12078.1221"," 6617.2832"," 8387.1166","11403.1424"," 8788.5180","    0.0000"," 7665.9423"," 8283.5938"," 5810.7310","11740.7880"," 4940.1783"," 4562.6826","    0.0000"," 7300.0000","    0.0000","  250.2862","    0.0000","    0.0000"," 1674.1724"," 8607.3633"," 7379.8985"," 5101.6498"," 6620.8672","  245.0000"
"M449.004T832.738","  349.4632","  526.7219","    0.0000","    0.0000","  855.7492","  633.4410","  322.7290"," 5561.9688"," 2785.9804","    0.0000"," 5882.1311","  222.0000"," 2038.7756","  270.7235"," 5984.7817"," 4741.7820","    0.0000"," 3148.7671","10309.1378"," 7083.2812","  460.8426","    0.0000","  172.5924"," 4201.3328"," 2989.2429","    0.0000"," 7147.5320"," 1873.2147","  995.8056"," 5274.7669"," 4153.0917","  227.0000","    0.0000"," 1208.4337","  189.2860","  698.9433","  381.6340","  152.4784","  251.3988","24100.0000","    0.0000","    0.0000","    0.0000","  222.0922","  153.1881","    0.0000","    0.0000","12752.7384","    0.0000","    0.0000"
"M435.234T1304.756","    0.0000","    0.0000","    0.0000","    0.0000","    0.0000","  219.9263","  395.6396","  333.2186","  155.8021","    0.0000","  157.4786","  254.0000","  343.8480","    0.0000","  167.2407","  167.3549","  177.4632","  675.2630","  170.3017"," 1129.0360","    0.0000","10055.4150","    0.0000","    0.0000","  146.7743","    0.0000","  331.1872","    0.0000","    0.0000","    0.0000","  178.7817","    0.0000","    0.0000","  145.0096","  167.6172","    0.0000","  423.2400","  393.8665","    0.0000","    0.0000","    0.0000","    0.0000","  184.3807","    0.0000","    0.0000","    0.0000","    0.0000","    0.0000","  157.1052","    0.0000"
"M336.86T96.244","31319.2132","19808.5449"," 9818.9064","19155.7704","22332.5233","20508.5993","19748.3597","19446.0420","38537.5750"," 1268.2411","25074.3713"," 1290.0000","17194.4812","25470.7267","26582.5613","21854.2180"," 1181.7681","25540.4533","34035.9491","39850.5044","10778.5565","25123.5500","48137.8153","19576.8523","22578.7538","  674.6814","25983.3584","28024.7008","14036.7621","32200.3391","51753.4800","  827.0000","13279.5081","34641.4546","31307.9292","29865.0300","24769.3775"," 8838.7851","  658.1981","19900.0000","  905.5187","  705.7100","  833.3535","  350.5425","16824.0243","    0.0000","17214.4482","23033.8852","29221.4156","  482.0000"
"M343.102T681.368","10219.1722"," 1502.2101"," 8119.0653"," 5600.1346"," 8226.2302","11556.5104"," 7491.6378","13209.0080"," 8431.8675","  178.4862"," 5539.0715","    0.0000"," 5158.7464"," 7605.5029"," 8576.7321"," 4200.6608","    0.0000"," 6983.5684"," 8992.2847"," 7622.3928"," 6865.7574"," 5748.0652","10983.8110"," 9376.4929"," 5578.7739","    0.0000","10039.9159"," 5691.7532"," 2277.2791"," 8256.6806"," 9848.2583","    0.0000","13871.8368","11046.7113"," 3785.0359"," 3568.7755"," 5751.8405"," 8492.0941","    0.0000"," 5370.0000","    0.0000","    0.0000","    0.0000","    0.0000","    0.0000","11419.2414"," 5449.6298"," 6513.3283"," 4868.6253","    0.0000"
