"","PC1","PC2","PC3","PC4","PC5","PC6","PC7"
"M408.906T66.13",0.019892,-0.011631,-0.078046,-0.0063796,-0.00053388,0.014887,-0.014269
"M333.191T983.058",0.031918,-0.052456,-0.034469,-0.09114,-0.025794,0.069805,-0.0066495
"M365.136T768.138",0.038521,-0.0020178,-0.073961,-0.019996,0.018288,0.021272,-0.0064666
"M461.152T871.999",0.034565,0.012243,-0.028075,-0.0122,0.041567,0.0048322,-0.02371
"M481.183T807.444",0.039613,0.016547,0.0083655,-0.028378,-0.0097316,-0.039055,-0.019861
"M405.177T839.252",0.033844,-0.016574,-0.026615,-0.030761,-0.010907,-0.030569,-0.022068
"M1204.491T868.846",0.025011,0.0088681,0.0044237,-0.031348,-0.078897,0.057341,-0.0018297
"M333.041T419.397",0.038855,-0.065358,-0.026412,-0.0311,0.069975,-0.066503,-0.022944
"M367.103T818.837",0.038359,0.0023892,0.021452,0.052866,0.0044974,0.027165,-0.0032495
"M601.172T845.875",0.034283,-0.012898,-0.00012519,-0.023144,-0.04196,-0.022468,0.017085
"M610.849T834.902",0.039178,0.075011,0.044932,0.016841,-0.017592,0.063263,0.00056883
"M310.974T92.682",0.039493,-0.02268,0.0062477,0.00070565,0.041135,-0.0055232,0.016707
"M1162.945T896.606",0.031508,-0.027882,0.072712,0.0082101,-0.0074586,-0.033976,0.010971
"M776.814T66.22",0.031587,0.025837,-0.065096,-0.026577,0.012996,0.017262,-0.0099867
"M779.158T89.251",0.030134,-0.038437,0.03462,0.0098597,-0.070309,-0.044155,0.012211
"M806.159T933.966",0.041488,0.024944,0.026236,-0.022392,0.020976,-0.075723,-0.012447
"M806.921T938.616",0.041783,0.039574,-0.0019182,0.034524,0.028459,-0.0025176,0.0042408
"M287.076T110.312",0.031517,-0.018963,0.014302,-0.025942,0.028739,0.024321,0.0074288
"M871.351T913.248",0.036917,0.0052831,-0.00095503,0.012508,0.044396,0.011714,-0.021061
"M807.113T936.925",0.040123,-0.015898,-0.014051,-0.0035262,0.047611,-0.019419,0.029517
"M505.3T1291.082",0.030401,-0.053631,0.00050079,-0.020546,-0.01778,0.013409,-0.011586
"M204.975T113.721",0.03148,-0.01867,0.03618,-0.0028547,-0.017819,0.0029246,-0.012722
"M613.854T887.38",0.029785,-0.045991,-0.0057985,0.010518,-0.024649,-0.005151,-0.010054
"M333.06T88.804",0.038829,-0.0116,0.015807,0.077094,-0.046332,0.049474,0.020583
"M1197.439T886.215",0.039533,0.029148,-0.034533,-0.022707,-0.0038916,-0.0019007,0.021002
"M267.196T1364.412",0.026534,-0.024724,-0.040375,-0.045164,-0.038829,-0.043655,-0.0017645
"M593.934T851.064",0.042224,0.031739,0.037291,0.0085864,-0.025902,0.038043,-0.002955
"M310.969T105.491",0.034617,-0.016972,0.021289,0.024317,0.019972,-0.044724,0.0043723
"M232.059T185.959",0.029664,-0.05435,0.032359,0.011025,-0.015409,-0.028549,6.2108e-05
"M401.144T790.222",0.037232,-0.0065502,0.021396,-0.010621,0.035048,0.015604,0.010384
"M712.22T783.012",0.039102,-0.009194,-0.06777,-0.003159,-0.038941,-0.11088,-0.01642
"M469.036T876.272",0.05527,-0.011554,-0.11139,0.14655,0.016889,0.036607,-0.00047565
"M884.8T66.979",0.036613,0.045173,-0.075982,-0.039479,0.029113,-0.038207,-0.024009
"M489.187T785.097",0.034369,-0.025508,0.012433,0.049647,0.013441,-0.081479,0.026579
"M333.926T91.902",0.035305,-0.032401,-0.0020724,-0.028097,0.026375,-0.0010262,-0.01367
"M473.173T881.847",0.037747,0.0085239,-0.0014649,0.0036026,0.0077508,-0.00096968,0.016592
"M621.037T758.225",0.035725,-0.016838,-0.045856,0.006348,0.0038888,0.022121,-0.010587
"M461.037T823.98",0.044889,0.051467,0.022628,-0.0073912,-0.013367,-0.052538,0.018821
"M567.171T792.05",0.032386,-0.0020289,0.0097062,0.024115,-0.068241,0.0047478,0.016305
"M476.876T67.016",0.029637,0.0038173,0.0053415,-0.018671,0.042955,0.047752,-0.00015372
"M431.759T791.911",0.033302,0.021073,0.01314,0.036906,-0.085522,-0.069424,0.0030144
"M609.054T106.871",0.034435,-0.028967,-0.0039814,-0.010693,0.021511,0.020834,-0.015565
"M657.266T958.998",0.030772,-0.010924,-0.019087,0.014784,0.0056658,-0.074795,-0.013753
"M508.215T930.69",0.032345,0.025127,-0.018975,-0.012307,-0.0040757,0.028045,0.0064666
"M957.274T935.63",0.050931,0.10389,0.073279,-0.015045,-0.028287,0.028183,0.029401
"M915.823T68.606",0.031134,0.041201,-0.082669,0.061395,-0.052895,-0.038262,0.0034617
"M1130.433T884.599",0.038213,0.016385,-0.028655,-0.022554,0.0024701,-0.012764,-0.037862
"M619.26T816.529",0.029918,-0.010753,0.021095,0.041395,-0.063845,0.078077,0.011749
"M645.848T67.545",0.023043,0.055911,-0.06977,0.040621,0.019221,-0.016881,-0.0077386
"M806.073T940.272",0.039539,0.028406,0.017249,0.011902,0.033598,-0.040668,-0.0011535
"M522.878T65.745",0.030266,-0.00053799,-0.025437,-0.018422,0.0033754,-0.083271,0.026611
"M255.115T921.266",0.031834,0.042754,-0.012052,0.0060602,0.014775,0.026035,-0.013589
"M989.364T928.413",0.037691,0.066617,0.031886,-0.038089,0.030816,-0.01118,0.0081944
"M1093.54T895.081",0.032801,-0.050137,0.022345,-0.014623,0.016781,-0.0044858,0.0093217
"M617.247T870.852",0.037405,-0.0060122,-0.0045033,0.045514,-0.00037884,0.0098665,0.019239
"M626.212T761.224",0.033512,-0.0054347,-0.0041982,-0.048224,-0.014908,-0.028469,-0.0024636
"M329.088T425.59",0.030863,0.015966,-0.010729,-7.3288e-05,-0.02703,0.019558,-0.0014374
"M495.025T292.616",0.037092,0.017039,-0.00013496,-0.051363,-0.031479,-0.00051144,-0.0096596
"M547.234T852.079",0.037215,0.024853,0.0071111,-0.031037,-0.037742,-0.013142,0.025715
"M274.971T109.977",0.03547,-0.032717,0.022742,0.017817,0.015044,-0.027261,-0.0062787
"M491.126T414.484",0.03477,0.043618,-0.0050008,-0.025383,0.065404,-0.018764,0.0033632
"M409.002T109.878",0.031881,-0.022807,0.01901,0.029551,-0.02566,0.0096157,0.010545
"M413.104T602.912",0.030208,-0.0093978,-0.021348,-0.004804,-0.026365,-0.008414,0.017037
"M807.744T937.741",0.040274,0.011329,0.025951,0.028341,0.031162,-0.015539,0.0065122
"M597.052T106.853",0.031148,-0.038853,0.053065,-0.0053048,-0.018214,-0.02109,-0.0055773
"M209.025T89.634",0.026958,-0.056268,0.045607,-0.0029693,-0.028441,0.032786,-0.021072
"M941.306T938.915",0.043178,0.018553,0.022593,-0.010957,0.028003,-0.029647,0.028044
"M180.971T1182.798",0.031339,-0.0074826,-0.030929,-0.0070519,0.046702,-0.0164,0.0060814
"M808.342T938.944",0.042161,0.016103,0.023646,-0.025871,0.036969,-0.018134,0.0064176
"M732.876T67.374",0.038005,0.046667,-0.050823,0.0023219,-0.025412,-0.041609,0.0044421
"M289.056T250.757",0.026844,0.0055087,-0.019665,0.095438,-0.0069297,0.037325,0.016216
"M851.338T916.834",0.035249,0.03441,-0.030373,0.0037843,0.050582,0.0084554,0.020152
"M621.221T884.304",0.033952,-0.0024445,0.027217,-0.02168,0.02896,-0.024114,0.0028489
"M705.205T926.435",0.039254,0.045412,0.0079993,-0.060021,-0.014406,0.022307,0.02726
"M699.004T983.059",0.036791,-0.046263,-0.017754,-0.052562,-0.043591,0.0084724,0.0067091
"M805.362T924.937",0.031226,-0.0029516,0.021259,-0.025873,0.09796,-0.018911,-0.020023
"M467.156T971.498",0.034186,0.024023,0.035152,0.051715,-0.038971,0.013933,-0.0097916
"M359.098T671.316",0.03343,0.0017808,0.0046766,0.036209,-0.024792,-0.07008,-5.2694e-05
"M431.769T791.594",0.031602,0.028934,0.035421,0.0097731,-0.0039351,-0.059514,-0.0031465
"M643.245T933.361",0.036822,-0.002358,0.001297,0.024044,-0.021023,0.037027,0.024098
"M287.077T663.979",0.0288,-0.011054,0.028402,0.0045911,-0.04498,0.043199,0.0089186
"M850.805T68.208",0.025558,0.063875,-0.043778,-0.039734,-0.054492,0.039775,0.024854
"M619.189T858.982",0.033591,-0.025676,0.070133,-0.012599,0.01662,0.047516,-0.019117
"M397.002T110.368",0.032024,-0.025623,0.0050959,-0.028595,-0.036791,-0.060164,0.0094312
"M1432.595T1048.493",0.040891,-0.0024857,-0.030815,-0.013082,0.014827,-0.092759,-0.021477
"M627.173T806.181",0.033481,-0.031106,-0.014318,-0.015526,0.0038387,-0.0010514,-0.00086091
"M564.68T1183.74",0.026511,-0.036567,0.015392,-0.020004,-0.047186,0.0067365,-0.011938
"M503.143T589.731",0.040269,0.033609,0.0015457,0.0053323,-0.013162,-0.065367,0.022023
"M799.852T67.938",0.030197,0.042431,-0.064714,0.025666,-0.032559,0.008591,-0.012061
"M927.368T972.44",0.036377,0.038508,0.038321,-0.0044517,-0.022994,0.051174,0.021397
"M371.09T764.993",0.031466,-0.020713,0.010058,0.017254,0.024304,0.018725,0.013967
"M811.459T986.188",0.03403,-0.055954,-0.060548,0.011123,0.019377,0.026414,0.0098571
"M561.217T921.818",0.03423,0.014077,-0.01408,0.082264,-0.060689,0.011615,-0.022814
"M463.02T875.074",0.052777,0.012015,-0.040271,0.050446,-0.01467,0.018808,-0.016417
"M289.12T769.482",0.035141,0.0060324,-0.043369,0.012317,0.010155,0.039065,0.011752
"M942.303T939.917",0.044602,0.057072,0.043542,-0.0023287,-0.0048618,-0.033038,0.013315
"M723.346T899.128",0.033342,-0.015985,-0.019006,0.0055511,0.0043488,-0.002207,0.005959
"M655.655T928.688",0.031365,-0.031537,-0.010657,-0.0071336,0.015728,0.043279,-0.0015448
"M427.197T838.449",0.034473,0.0022793,0.062147,0.0072792,0.02281,0.033843,-0.0083127
"M999.727T1404.686",0.028168,-0.031817,0.02097,-0.015764,0.012504,0.07908,-0.02629
"M293.177T1099.499",0.034121,-0.018162,-0.029306,-0.062783,0.02083,0.031132,-0.022141
"M429.25T1071.941",0.034064,-0.024757,0.0047427,0.012749,-0.020662,0.031431,-0.011775
"M975.202T831.412",0.043596,0.078878,-0.072638,0.048336,-0.076437,0.05881,-0.036156
"M341.088T439.204",0.031734,0.0012008,-0.015306,0.0095209,-0.0011192,0.0035739,0.00701
"M1031.347T966.014",0.038347,0.022004,0.010632,0.0068285,0.034628,0.017547,7.4572e-05
"M630.879T67.545",0.034559,0.041964,-0.039207,0.01675,-0.006466,-0.050997,-0.0051946
"M693.424T1336.51",0.020697,-0.021119,-0.076133,-0.042104,-0.047601,-0.028989,-0.025986
"M806.978T940.468",0.041066,0.046278,0.030914,0.00922,0.02601,-0.04652,-0.0082359
"M471.897T67.543",0.026086,0.034482,-0.028768,0.030787,-0.040035,-0.0095849,-0.0031283
"M429.141T889.195",0.036775,-0.021342,-0.011454,0.073071,0.066548,0.0077894,0.0078084
"M798.851T67.54",0.028068,0.0080668,-0.014637,-0.044208,-0.070513,-0.14914,-0.01482
"M413.179T861.909",0.050476,-0.070983,-0.1068,-0.085585,-0.012911,0.091922,0.015413
"M807.007T938.915",0.042901,0.012408,0.022634,0.029337,0.012464,-0.043479,-0.014159
"M359.022T90.408",0.034712,-0.025403,0.029434,-0.015853,0.054611,0.0059759,0.01418
"M359.061T194.361",0.031119,-0.014611,-0.023806,-0.0069741,-0.094415,0.0058724,0.0015798
"M385.113T791.317",0.03101,-0.020426,0.0063189,-0.0056782,0.018784,-0.019152,0.020087
"M203.083T418.775",0.039145,-0.064045,-0.057569,-0.018773,0.036904,-0.042351,0.038029
"M341.465T625.973",0.042911,-0.017034,-0.032517,-0.026014,0.06427,0.0026728,0.013706
"M280.987T110.997",0.03289,-0.026961,0.025842,0.011866,0.0092699,0.022536,-0.012209
"M367.058T823.98",0.038304,0.076635,0.066026,0.013753,3.6197e-05,0.0065634,-0.017466
"M576.861T67.042",0.031215,0.0059848,-0.042717,-0.02116,0.049588,-0.010623,0.0084087
"M868.801T68.637",0.033078,0.055719,-0.053804,0.0027708,-0.053703,0.020883,0.01608
"M487.146T735.656",0.035861,0.039167,-0.02253,-0.085165,-0.063968,0.0069956,-0.030375
"M373.167T930.605",0.033509,-0.024958,-0.053886,0.00061846,0.0074504,0.011075,-0.0066733
"M365.143T832.741",0.042857,0.042506,-0.10287,0.043671,-0.019251,-0.10575,0.053357
"M408.822T1801.685",0.03564,-0.011626,0.005204,0.0043275,0.025458,-0.019038,0.005278
"M526.316T1188.04",0.018519,0.035754,-0.09176,-0.047449,0.047156,-0.051811,-0.013609
"M357.108T784.337",0.037279,0.00032166,-0.012855,0.015823,-0.016079,-0.033078,-0.040907
"M349.072T1165.294",0.033808,-0.0063716,0.043038,-0.033289,0.0046448,0.026535,0.016476
"M527.309T1189.176",0.02725,-0.015966,-0.02927,-0.052812,0.037255,-0.0082238,0.0087058
"M1103.384T928.554",0.037431,0.037141,0.018988,-0.01263,0.011995,0.006016,-0.0062327
"M553.164T782.325",0.033071,-0.011886,0.033617,-0.004121,0.030724,-0.021435,0.0016244
"M521.022T764.729",0.031251,-0.043558,0.0096554,-0.0065989,-0.014788,0.0074372,0.022787
"M559.276T958.275",0.039407,0.0043956,0.031029,-0.0032537,-0.034141,-0.018593,0.00028709
"M173.008T106.871",0.034816,-0.01849,-0.01099,0.031789,0.0029708,-0.017147,0.0085533
"M429.486T320.767",0.030277,-0.035769,0.037494,0.014125,-0.01737,0.034955,-0.0036515
"M1396.865T985.147",0.042082,-0.055675,0.016464,-0.070733,0.041893,0.012796,-0.0389
"M469.095T760.602",0.031377,0.0063404,-0.031518,-0.02238,-0.0078565,0.0038453,-0.018834
"M937.334T882.127",0.039755,0.035143,-0.014771,-0.0047347,0.0095247,0.022016,0.039584
"M728.269T963.544",0.038912,0.085686,-0.023938,-0.0033526,0.066879,-0.02743,0.016736
"M433.122T384.02",0.029742,-0.026898,-0.11926,0.022916,0.0037786,-0.076488,0.045768
"M951.343T881.927",0.035448,0.064677,-0.031173,-0.016855,0.019126,0.015142,-0.0092433
"M715.392T322.783",0.034658,-0.030276,-0.0060544,0.090643,-0.042853,-0.050688,0.0095136
"M245.094T862.962",0.038838,-0.044969,0.03385,0.062373,0.07124,-0.0071496,0.027074
"M665.182T815.828",0.039813,0.025828,0.03805,-0.0066974,-0.023745,-0.021272,0.0014055
"M447.959T106.92",0.038361,-0.022411,-0.0076896,-0.069847,-0.00086224,-0.021037,-0.0035703
"M732.379T69.273",0.040067,0.046496,0.0089868,0.013976,-0.054933,0.027191,0.00088032
"M349.057T865.046",0.039524,-0.004755,0.007635,0.018574,-0.052256,0.012876,-0.0042198
"M1014.811T1344.847",0.027209,0.0071487,-0.030543,0.032799,0.0073472,0.070662,-0.01022
"M521.224T935.29",0.033303,0.048002,-0.028651,0.012975,0.0044808,0.015175,-0.016011
"M1390.547T1005.094",0.022785,0.017827,-0.0089866,0.03394,-0.045921,0.12195,-0.005623
"M313.275T1417.53",0.029795,-0.039637,-0.033657,-0.045184,-0.020949,-0.018496,0.0089095
"M477.088T1628.76",0.031099,-0.035712,-0.012358,-0.035844,-0.021648,-0.045935,-0.017922
"M577.255T863.306",0.030243,-0.040222,0.057411,0.0051122,-0.02568,0.047561,-0.010885
"M613.564T887.981",0.0302,-0.033472,0.0041834,-0.020729,-0.01313,0.0070325,-0.0022238
"M395.28T1470.273",0.037847,0.021223,-0.04804,-0.0011351,-0.01744,-0.017252,-0.0095846
"M285.243T1390.408",0.026625,-0.03839,-0.003626,-0.058032,-0.0023599,0.002317,0.0047643
"M1463.523T939.044",0.039079,0.12793,-0.002734,-0.0089259,-0.0070297,0.014519,0.0097705
"M481.224T887.168",0.029949,-0.016442,0.012321,-0.026099,0.0073103,0.013605,0.024766
"M343.103T489.112",0.030222,0.058351,-0.050688,-0.052856,-0.010853,-0.025481,-0.0010933
"M444.872T67.426",0.028411,-0.028196,-0.0075457,-0.0059521,0.016159,-0.0020306,-0.032004
"M463.182T861.112",0.027766,-0.039059,-0.010585,-0.042842,-0.058464,0.086933,0.020278
"M323.042T818.446",0.034048,-0.016757,0.05155,-0.0034281,-0.07152,-0.048847,0.014997
"M333.062T954.304",0.042605,0.039385,-0.047117,-0.055234,-0.14801,0.080067,-0.044397
"M415.161T821.344",0.032004,0.013949,0.0029965,-0.0044246,0.0093257,-0.070116,-0.016037
"M609.153T789.212",0.03743,-0.0037806,0.0067186,0.011546,-0.020578,-0.0052657,0.017152
"M454.975T107.571",0.033913,-0.042266,0.0021269,-0.0058985,0.010549,-0.030134,-0.026947
"M328.886T98.013",0.031456,-0.040292,-0.074099,-0.036247,-0.068423,0.019909,-0.013839
"M317.064T416.942",0.037099,-0.050961,0.033032,0.0031124,0.076996,0.045779,0.0067948
"M759.145T875.232",0.046307,0.061805,0.0052234,0.063871,-0.005063,0.019703,0.017287
"M1117.54T932.512",0.037933,0.023626,-0.00098636,0.029072,0.0012158,0.0020995,-0.0030662
"M1132.537T923.907",0.033981,-0.0028511,-0.0057536,-0.019372,0.048969,-0.010927,0.0024156
"M824.341T916.725",0.032083,0.004596,-0.12681,0.042605,0.028275,0.054068,0.014381
"M345.082T140.774",0.036138,-0.011251,-0.0021708,0.016044,-0.0090121,-0.0052724,-0.014383
"M279.164T1571.945",0.032423,-0.046384,-0.0050773,-0.0309,0.010449,-0.0088765,0.0091275
"M540.867T1245.744",0.02097,-0.01736,-0.097582,0.029732,-0.038846,-0.016455,0.014353
"M238.069T801.926",0.038725,0.0046485,-0.045358,-0.0032686,-0.031577,0.036902,0.0035323
"M418.896T66.885",0.034873,-0.020601,-0.076681,0.052172,0.005715,-0.024878,0.016078
"M427.009T107.872",0.032967,-0.035212,0.011096,-0.024567,0.047092,0.0065787,-0.0076758
"M699.093T985.159",0.032635,-0.065233,-0.026654,-0.059607,-0.054069,0.010658,0.041248
"M409.172T733.287",0.033063,0.041964,-0.015039,0.018289,-0.026695,0.016955,0.0057665
"M435.959T107.38",0.037172,-0.053134,-0.0033788,-0.063383,-0.0028529,-0.0017854,-0.015597
"M676.309T1245.665",0.027256,-0.021951,-0.048384,-0.032097,-0.0023933,-0.042957,-0.018126
"M338.162T1582.434",0.029486,-0.046358,0.012504,-0.019674,0.011111,0.01849,-0.016261
"M265.261T1518.666",0.032208,-0.048605,0.034009,-0.0012632,0.0081155,-0.010303,-0.0018461
"M339.058T415.891",0.035994,-0.080839,-0.043414,0.0048181,0.01261,0.020495,0.019037
"M448.965T106.062",0.033576,-0.04376,0.0022774,-0.059444,0.047346,0.0080543,-0.006025
"M1354.628T902.5",0.036117,0.018215,0.028786,0.018738,-0.10081,-0.053015,-0.0065944
"M241.108T881.116",0.034843,-0.046506,-0.061914,-0.069451,-0.00022335,0.018546,0.023684
"M418.894T1736.453",0.035662,-0.015901,0.014368,0.0039292,0.023695,-0.052485,0.0018355
"M562.892T1151.046",0.024151,-0.015301,-0.031464,-0.0096391,-0.031326,-0.055636,0.022862
"M319.076T917.392",0.052524,0.047074,-0.010579,0.013541,0.0095532,-0.0011221,0.004217
"M405.167T106.416",0.036564,-0.019732,0.048728,-0.0006884,-0.033723,0.080087,0.02547
"M445.095T115.802",0.033306,0.0092201,-0.0080946,-0.008244,-0.026142,-0.019201,0.0057969
"M309.465T1630.61",0.028486,-0.050775,-0.014876,0.056156,0.032793,-0.028258,-0.0020453
"M385.188T793.619",0.033362,-0.014265,0.01391,0.0097993,-0.023607,0.024503,0.0016543
"M1243.514T983.057",0.037333,0.017916,-0.064902,-0.085199,-0.034248,0.017643,0.0090092
"M1105.431T888.552",0.033648,0.020485,-0.012657,-0.011275,0.0076433,0.0061321,0.0048184
"M697.905T994.286",0.036888,-0.034385,0.025473,0.00087107,0.05184,0.039035,0.0057774
"M401.05T875.074",0.047644,0.025141,-0.059709,0.027807,-0.0018181,-0.029908,-0.026691
"M731.208T950.406",0.033036,-0.010716,0.024845,-0.011113,0.010717,0.026772,0.0056839
"M470.098T771.956",0.034211,-0.010498,-0.012344,0.0079508,0.0069533,-0.06247,0.0063156
"M377.049T427.197",0.032693,-0.0046477,0.013934,-0.041305,-0.033027,-0.013068,-0.0021666
"M387.346T67.938",0.030302,0.0053087,0.035955,0.0057683,0.02855,9.7268e-05,0.017834
"M367.08T114.463",0.03399,0.0083293,-0.0037588,-0.024494,-0.0086597,0.028065,-0.015808
"M401.049T776.54",0.036778,-0.015314,-0.018326,-0.030781,0.029569,-0.014437,-0.0030452
"M323.019T128.103",0.032451,-0.003682,0.018117,0.00097849,-0.030899,-0.045133,0.0071892
"M459.149T771.729",0.034356,-0.013676,0.018701,-0.0041447,0.017875,-0.024289,0.010817
"M507.151T845.473",0.037213,0.018834,0.0093633,-0.0050851,-0.0015021,-0.0067644,-0.0196
"M359.123T830.487",0.037226,0.054396,0.021328,0.017578,0.0023152,-0.0089567,-0.024039
"M549.174T847.493",0.035862,-0.0025643,-0.028248,-0.014569,-0.018691,-0.018864,0.020945
"M340.859T1719.351",0.034564,-0.01644,-0.0062306,-0.049787,-0.028373,-0.019549,-0.00017589
"M702.25T942.066",0.034078,-0.0011438,0.014823,-0.0041412,-0.024885,-0.049966,0.016632
"M453.035T765.753",0.030843,-0.020026,0.024247,-0.014977,0.0094798,-0.045233,-0.018417
"M329.089T195.942",0.029157,-0.023,-0.030996,-0.036809,-0.0099778,0.011914,0.0073379
"M615.152T88.13",0.032137,-0.022201,0.0052597,0.039696,-0.0048173,-0.031675,-0.00062669
"M399.092T115.22",0.031811,-0.024356,-0.010983,-0.037222,0.028954,-0.006493,-0.025781
"M1204.518T908.598",0.030788,0.049864,0.0071258,0.0096729,-0.03987,-0.031025,0.011861
"M519.896T67.425",0.028068,0.045977,-0.028159,0.039297,-0.0051241,-0.051357,-0.022787
"M447.222T1194.448",0.029263,-0.031603,-0.023565,0.079945,-0.02805,0.033024,-0.0031541
"M559.04T89.345",0.032972,-0.0092722,0.016112,0.070471,0.047149,-0.012754,0.016688
"M497.083T319.72",0.039556,0.075828,0.050783,0.033383,-0.0065396,-0.044393,-0.0050779
"M265.148T1629.604",0.034925,-0.055314,-0.045599,-0.10408,-0.021164,0.027967,-0.0018241
"M413.108T298.268",0.029303,-0.0017958,-0.071058,-0.070957,0.0077337,-0.022568,0.026595
"M434.871T1737.903",0.033784,0.0020259,0.013745,0.010964,0.041291,-0.034971,0.028957
"M353.052T831.694",0.034797,0.079655,0.013556,-0.004618,-0.068399,-0.00476,-1.2807e-05
"M775.338T1039.594",0.045697,0.017241,-0.023456,-0.050004,-0.033786,-0.10911,0.023461
"M429.074T115.482",0.032345,-0.0063099,0.01087,0.027596,0.025115,-0.007255,-0.015182
"M475.877T67.555",0.025958,0.010264,-0.052544,-0.020547,0.013668,-0.089167,-0.010313
"M809.324T904.082",0.03556,0.049369,-0.0073913,-0.025798,0.080194,0.027088,0.022199
"M438.263T1164.917",0.028281,-0.0056843,-0.089156,0.10665,0.01341,-0.01774,-0.0092457
"M313.094T115.286",0.027842,-0.016368,-0.010616,-0.034347,-0.013906,0.016925,-0.0024638
"M515.105T113.414",0.031141,-0.020768,-0.016393,-0.02456,-0.013041,-0.011579,0.021361
"M285.909T1803.837",0.032556,-0.030552,-0.005997,-0.0101,0.017412,-0.0055814,0.0051335
"M447.05T875.673",0.047524,-0.0095231,-0.029321,0.019081,-0.013125,0.017766,0.028623
"M795.198T1006.041",0.029387,-0.0065779,-0.047186,0.049938,-0.026448,0.1849,0.0030053
"M321.216T1624.59",0.03193,-0.040634,0.016145,-0.0073468,0.026206,-0.0061636,-0.0033816
"M615.195T761.983",0.033519,0.015616,-0.041656,0.0050673,-0.025199,0.01398,0.013645
"M643.188T893.85",0.027416,-0.024157,-0.041183,0.027132,-0.02893,-0.047611,-0.01207
"M293.177T1149.195",0.03455,-0.016595,-0.06346,-0.048439,0.01221,-0.058186,-0.012407
"M289.886T1868.955",0.034437,-0.027488,0.0091791,-0.0236,0.0015613,-0.029306,0.019051
"M269.15T1584.952",0.030691,-0.03518,-0.00017337,-0.014621,-1.7195e-05,-0.027593,-0.0060535
"M246.886T1784.096",0.032354,-0.021173,-0.00091462,-0.013969,-0.020958,0.00045523,-0.028533
"M1614.109T935.709",0.034458,0.035989,-0.043922,0.014787,0.011457,-0.0098122,-0.0045264
"M467.051T320.771",0.036776,-0.013229,-0.0027708,0.032161,0.031649,-0.038967,-0.0084299
"M293.179T1541.097",0.032196,-0.043131,0.021163,0.016004,-0.0030814,-0.004743,0.008829
"M265.426T1576.148",0.037622,-0.016937,0.055551,-0.082462,0.015876,0.013888,0.01029
"M707.828T66.684",0.029945,0.021285,-0.059844,-0.078636,0.034169,-0.080169,0.032853
"M372.9T1734.569",0.031837,-0.021496,-0.010555,0.013531,0.040648,-0.0090871,-0.021237
