"","X02.C12.2.neg","X18.C12.3.neg","X33.C12.4.neg","X05.F12.4.neg","X22.F12.1.neg","X38.F12.2.neg","X43.F12.3.neg"
"Label","Control","Control","Control","Fusarium","Fusarium","Fusarium","Fusarium"
"M1008.375T923.099","-0.4238365","-1.2617315","-0.2550428"," 0.2552243"," 0.9995457"," 0.4863294"," 0.1995113"
"M873.638T939.705","-0.24753367","-1.44710736","-0.25455605"," 0.41174256"," 0.98787937"," 0.61178818","-0.06221304"
"M804.318T962.853","-0.3836622","-1.4058853","-0.3434979"," 0.3618445"," 0.8697462"," 0.7029389"," 0.1985158"
"M433.777T806.208","-0.3646783","-0.9363380","-0.6239791"," 0.3337020"," 0.8268051"," 0.4354036"," 0.3290848"
"M1045.593T1289.364","-0.5538708","-0.8064820","-0.3431959"," 0.3442154"," 0.8200300"," 0.4094710"," 0.1298324"
"M501.195T803.697","-0.4248599","-1.1762495","-0.2263324"," 0.3704007"," 0.6029757"," 0.4441479"," 0.4099175"
"M630.654T314.128","-0.5706352","-0.7143671","-0.2728758"," 0.3283042"," 0.6804367"," 0.3087188"," 0.2404184"
"M625.178T776.712","-0.70611496","-0.23308865","-0.58467396"," 0.06013553"," 0.98917738","-0.03756092"," 0.51212557"
"M399.065T319.722","-0.46129769","-0.18163470","-1.26633614"," 0.08876026"," 0.93335792"," 0.58150495"," 0.30564539"
"M1462.085T939.347","-0.1982986","-1.9638050","-0.1770691"," 0.2310992"," 1.1227860"," 0.5921447"," 0.3931428"
"M315.108T761.986","-0.74029485","-0.87161929","-0.06258106"," 0.04141011"," 0.94653556"," 0.52477188"," 0.16177765"
"M471.152T726.342","-0.4987370","-0.5086925","-0.8397343"," 0.3847573"," 1.0855478"," 0.2533138"," 0.1235449"
"M377.162T1630.7","-0.71630728","-0.46513745","-0.36902993"," 0.18955915"," 1.02377329"," 0.36363257","-0.02649034"
"M272.073T418.674","-0.9567902"," 0.1715051","-0.9789721"," 0.2696178"," 1.1947464"," 0.9312239","-0.6313309"
"M237.04T858.99","-1.6157507","-0.8494660"," 0.1378644"," 0.5987742"," 0.9962208"," 0.3450712"," 0.3872861"
"M309.478T1627.463","-0.47077950","-0.51313860","-0.36924489"," 0.04466006"," 0.95894917"," 0.32069644"," 0.02885732"
"M369.569T765.536","-0.50233800","-0.38471722","-0.47691237"," 0.20083399"," 0.90796325"," 0.30026701","-0.04509666"
"M427.038T293.27","-0.75004147","-0.83197872","-0.12174977"," 0.09331553"," 0.91107058"," 0.36009630"," 0.33928755"
"M383.058T256.181","-0.7138350","-0.8738364","-0.3718103"," 0.1184421"," 1.2312147"," 0.3567773"," 0.2530476"
"M684.191T618.708","-0.6793075","-0.6810389","-0.7031882"," 0.6420011"," 0.3510797"," 1.3992270","-0.3287731"
"M1144.448T942.538","-0.48126324","-1.25160278","-0.30142225"," 0.40770419"," 0.87061756"," 0.69235314"," 0.06361337"
"M613.774T885.363","-0.6293527","-0.5160974","-0.4078223"," 0.2000783"," 1.0160796"," 0.1981937"," 0.1389208"
"M1176.528T983.06","-0.6016129","-1.5927160","-0.1291642"," 0.6326408"," 0.7107272"," 0.6486616"," 0.3314634"
"M951.397T1014.118","-0.5562331","-1.4348388","-0.2019275"," 0.5311550"," 0.8663474"," 0.5630877"," 0.2324092"
"M998.841T1404.514","-0.62816552","-0.30163070","-0.66699163"," 0.33569313"," 0.93845292"," 0.22719931"," 0.09544249"
"M425.103T1191.927","-0.4915412","-0.5399135","-0.7238268"," 0.2382743"," 1.0219428"," 0.3443901"," 0.1506743"
"M389.182T799.355","-0.45959848","-0.41795923","-0.54894835"," 0.04371187"," 1.05534971","-0.10868348"," 0.43612797"
"M895.29T938.858","-0.5693646","-1.3897243","-0.4762619"," 0.3277954"," 1.1329287"," 0.5994038"," 0.3752230"
"M924.351T839.79","-0.63678845","-1.10270480","-0.22285374"," 0.25666506"," 1.05528208"," 0.59563061"," 0.05476924"
"M313.093T320.692","-0.6364639","-0.4994168","-0.4345353"," 0.2075715"," 0.8374249"," 0.4019526"," 0.1234670"
"M852.339T915.443","-0.6542350","-0.8545847","-0.4871840"," 0.3420618"," 0.7793921"," 0.6588073"," 0.2157425"
"M475.187T823.258","-0.6645035","-1.1028958","-0.3224534"," 0.6484241"," 0.9321129"," 0.1886411"," 0.3206746"
"M998.861T1404.179","-0.6202141","-0.2747478","-0.7446431"," 0.3989118"," 0.9435947"," 0.1471321"," 0.1499664"
"M698.26T899.18","-0.5690455","-1.2135364","-0.3027948"," 0.1564798"," 0.8794386"," 0.7792294"," 0.2702289"
"M721.31T972.44","-0.49776273","-0.94609864","-0.31242124"," 0.38116919"," 0.89300035"," 0.57619140","-0.09407833"
"M621.052T106.9","-0.6265376","-0.5418092","-0.5058122"," 0.2085051"," 0.9208208"," 0.3246512"," 0.2201819"
"M289.026T88.643","-0.33353212","-0.56141182","-0.66494765"," 0.01327462"," 1.08985215","-0.06788239"," 0.52464720"
"M544.284T936.329","-0.4276202","-0.3999401","-0.6911023"," 0.1457816"," 0.6532438"," 0.4381180"," 0.2815192"
"M379.101T757.973","-0.5972115","-0.6728337","-0.2395052"," 0.2869116"," 0.6889955"," 0.4145375"," 0.1191058"
"M494.168T786.301","-0.46873613","-1.33132726","-0.05221185"," 0.46684929"," 0.65304349"," 0.65155156"," 0.08083090"
"M911.26T1004.032","-0.5024154","-1.3863817","-0.2096614"," 0.3283084"," 1.0122512"," 0.4823765"," 0.2755225"
"M1106.454T890.453","-0.6548518","-0.8220582","-0.3666351"," 0.2046052"," 0.8557712"," 0.5104900"," 0.2726788"
"M289.084T863.831","-0.5699656","-0.8163144","-0.2293139"," 0.2295536"," 1.0291011"," 0.1927483"," 0.1641909"
"M473.196T813.174","-0.9414235","-0.6345799","-0.1930608"," 0.3454290"," 0.8623630"," 0.4121496"," 0.1491226"
"M559.066T758.189","-0.77701517","-0.56086393","-0.30318082"," 0.04838965"," 0.97038997"," 0.52926890"," 0.09301139"
"M449.004T832.738","-0.4764979","-1.6009228","-0.9218761"," 0.5143460"," 0.7004158"," 1.0207802"," 0.7637549"
"M343.102T681.368","-0.5243105","-0.6902313","-0.1349100"," 0.1133802"," 0.2463202"," 0.5762369"," 0.4135146"
"M497.261T974.778","-0.577635382","-0.793882324","-0.273240025"," 0.234309169"," 1.012329710"," 0.393348198"," 0.004770653"
"M661.253T876.035","-0.5433670","-0.7541840","-0.2783297"," 0.3339658"," 0.9940187"," 0.1296818"," 0.1182146"
"M765.729T983.05","-0.7659906","-0.1595813","-0.8367770"," 0.3074844"," 1.0202921"," 0.2624562"," 0.1721162"
"M941.317T938.576","-0.591061357","-1.034012296","-0.428102894"," 0.298049073"," 1.054839111"," 0.694037881"," 0.006250483"
"M1193.041T904.79","-0.40973051","-0.57653813"," 0.08941791","-0.40231667"," 0.66063034"," 0.08145979"," 0.55707727"
"M581.283T805.632","-0.611426688","-0.863062408","-0.237889449"," 0.297519591"," 0.772113202"," 0.648649019","-0.005903267"
"M564.929T1201.416","-0.5068673","-0.3992477","-0.5655641"," 0.1348387"," 0.6817489"," 0.4538930"," 0.2011986"
"M728.88T67.591","-0.56122026","-1.11333673","-0.38228714"," 0.06544396"," 0.55788192"," 0.71517658"," 0.71834167"
"M429.504T310.912","-0.6598977","-0.5692592","-0.4749934"," 0.4327937"," 0.7884039"," 0.3645915"," 0.1183611"
"M603.083T90.379","-0.7163624","-0.4690403","-0.3140609"," 0.1602849"," 1.2366009"," 0.2770357","-0.1744578"
"M847.188T757.14","-0.7712178","-0.5853536","-0.3761982"," 0.4867122"," 0.4662835"," 0.2952335"," 0.4845404"
"M402.053T876.272","-0.7703620","-0.9200761","-0.7888084"," 0.2520605"," 0.9036275"," 0.6253627"," 0.6981959"
"M753.298T903.043","-0.6349955","-0.9511719","-0.3154750"," 0.4012070"," 0.9766732"," 0.2424191"," 0.2813430"
"M610.83T67.188","-0.62572559","-0.26581058","-0.12157660"," 0.18556485"," 0.09762553"," 0.70845988"," 0.02146251"
"M475.366T1425.395","-0.740897646","-0.576762681","-0.541162654"," 0.208705164"," 1.189117193"," 0.459200336"," 0.001800289"
"M485.063T759.194","-0.6083900","-0.7059716","-0.1839448"," 0.1599822"," 0.5547183"," 0.4452137"," 0.3383922"
"M1044.425T908.907","-0.4099590","-1.0938320","-0.5760056"," 0.3836502"," 1.0741537"," 0.4142697"," 0.2077229"
"M1331.507T909.803","-0.55838517","-0.48842700","-0.46008755"," 0.02138496"," 1.04052886"," 0.28476520"," 0.16022070"
"M507.209T930.4","-0.4489101","-1.0579072","-0.3219044"," 0.3379838"," 0.6056721"," 0.4661496"," 0.4189163"
"M238.892T97.993","-0.62230617","-0.73466690","-0.41621309"," 0.06810549"," 0.98393165"," 0.26036095"," 0.46078806"
"M1143.426T942.716","-0.5398424","-1.3173371","-0.2094067"," 0.3582365"," 0.8784420"," 0.5655042"," 0.2644035"
"M387.02T108.554","-0.59073324","-0.66767839","-0.26904378"," 0.06810411"," 0.81109551"," 0.30346732"," 0.34478846"
"M711.218T782.65","-0.72623135","-0.91310400","-0.39122359","-0.02509609"," 0.90383502"," 0.69479056"," 0.45702945"
"M890.319T900.562","-0.4240881","-1.0214603","-0.3604558"," 0.4480458"," 0.8578882"," 0.6656556","-0.1655854"
"M1007.203T89.251","-0.5983697","-0.5463951","-0.5068421"," 0.2134986"," 1.3990696"," 0.1906460","-0.1516072"
"M443.058T752.856","-0.326497422","-0.613127732","-0.526144012"," 0.037167136"," 1.030001431"," 0.395545794"," 0.003054805"
"M1129.441T885.407","-0.6742961","-0.6514279","-0.4598008"," 0.1622913"," 0.8556079"," 0.5666760"," 0.2009495"
"M869.171T823.716","-0.1595257","-1.5157103","-0.1966461"," 0.3081266"," 0.9444908"," 0.2870653"," 0.3321993"
"M964.359T921.966","-0.7901636","-1.5584783","-0.2233957"," 0.3451655"," 0.9088407"," 0.8436119"," 0.4744194"
"M1613.665T937.741","-1.1438473","-1.1349725","-0.2804431"," 0.2866870"," 1.0948381"," 0.8783087"," 0.2994291"
"M420.999T106.905","-0.483316231","-0.568751102","-0.244931539"," 0.007485984"," 1.320014755"," 0.188916090","-0.219417957"
"M708.241T861.396","-0.43016919","-0.93209913","-0.61508003"," 0.24423542"," 1.01176793"," 0.64944228"," 0.07190272"
"M1136.99T908.053","-0.5511023","-0.5245377","-0.4415112"," 0.1410637"," 0.9716743"," 0.1061777"," 0.2982356"
"M851.276T990.376","-0.2520045","-1.2236925","-0.6209487"," 0.1907080"," 0.7516120"," 0.7459021"," 0.4084235"
"M537.08T758.19","-0.5883498","-0.7620196","-0.2617371"," 0.2588757"," 0.6321202"," 0.5794382"," 0.1416723"
"M569.775T895.343","-0.70845374","-0.37341640","-0.36772174"," 0.15566898"," 1.13024301"," 0.23144527","-0.06776537"
"M591.465T1235.608"," 0.2146779"," 1.0822889"," 0.3425408","-0.8732969","-0.1999892","-0.7890338"," 0.2228124"
"M645.252T899.393","-0.6087200","-0.8589892","-0.5322031"," 0.2876229"," 0.6167167"," 0.6918744"," 0.4036983"
"M397.074T474.916","-0.5368366","-0.6904164","-0.4092199"," 0.2688159"," 0.7756463"," 0.3435606"," 0.2484502"
"M848.315T857.496","-0.65986963","-1.39500603","-0.08828195"," 0.38366502"," 0.81274442"," 0.57171265"," 0.37503550"
"M1397.968T984.092","-1.46394705"," 0.01411947","-0.52700812"," 0.22011883"," 1.11388770"," 0.32001246"," 0.32281672"
"M781.183T974.609","-0.64617853","-0.76808337","-0.62140909"," 0.03323154"," 1.23388915"," 0.55764404"," 0.21090625"
"M1130.437T924.326","-0.4234241","-1.2307126","-0.4938114"," 0.2011814"," 1.0987363"," 0.5528641"," 0.2951663"
"M693.278T872.306","-0.54230089","-0.85853191","-0.34822814"," 0.28450624"," 0.91014017"," 0.47408724"," 0.08032728"
"M432.997T107.064","-0.65152238","-0.56873639","-0.29701251"," 0.34151561"," 1.08331758"," 0.15815548","-0.06571738"
"M545.298T995.647","-0.36154931","-0.55809015","-0.55840072"," 0.41759085"," 0.93012954"," 0.14486616","-0.01454638"
"M723.538T832.745","-0.1845386","-1.2182353","-0.4162194"," 0.6032745"," 0.9180626"," 0.1218783"," 0.1757778"
"M366.994T111.318","-0.58425598","-0.53721392","-0.46489054"," 0.06198405"," 1.01353265"," 0.23643769"," 0.27440605"
"M1192.04T901.764","-0.6744856","-0.3720672","-0.2157979","-0.3183034"," 0.5429564"," 0.1754029"," 0.8622948"
"M1014.782T1351.411","-0.4647725","-0.5807106","-0.5294615"," 0.4678120"," 0.5589010"," 0.2967694"," 0.2514622"
"M375.129T729.569","-0.6488658","-0.3557232","-0.4840303"," 0.1664544"," 0.7838483"," 0.2912137"," 0.2471030"
"M503.126T874.193","-0.7419715","-0.4707146","-0.4908926"," 0.1956828"," 1.0935138"," 0.2265980"," 0.1877841"
"M901.161T984.095","-1.0465672","-0.1542365","-0.5141861"," 0.5222053"," 1.0525680"," 0.1711223","-0.0309058"
"M420.95T86.132","-0.84109535","-0.41294980","-0.33702328"," 0.30645544"," 1.16922810"," 0.13547954","-0.02009465"
"M596.277T932.512","-0.16586880","-0.77571685","-0.25864301"," 0.55186180","-0.05545631"," 0.22234623"," 0.48147695"
"M425.165T761.881","-0.71884174","-0.41251162","-0.29556287"," 0.24255274"," 1.05032998","-0.01698684"," 0.15102036"
"M516.992T825.04","-0.9354270","-0.9368779","-0.9554403"," 0.5616496","-0.0728547"," 1.2699713"," 1.0689790"
"M447.151T677.76","-0.6742756","-0.6464255","-0.4673004"," 0.3356375"," 0.6830417"," 0.4647132"," 0.3046092"
"M1162.522T896.44","-0.57789554","-0.46927113","-0.45308086"," 0.26800793"," 0.85849648"," 0.38483525","-0.01109213"
"M379.565T877.71","-0.3662598","-1.4196525","-0.7188161"," 0.6900275"," 1.2781392"," 0.8736101","-0.3370484"
"M433.038T831.69","-0.4553756","-1.5518868","-0.6769606"," 0.4020166"," 0.5213934"," 0.8907153"," 0.8700977"
"M349.056T728.324","-0.7832628","-0.7732936","-0.3164053"," 0.3235575"," 0.9096658"," 0.2623659"," 0.3773726"
"M391.065T766.545","-0.35179906","-0.52153590","-0.31017931"," 0.01056825"," 0.92268451"," 0.10021503"," 0.15004648"
"M861.166T878.352","-0.75022857","-0.78920106","-0.17321702"," 0.06418766"," 0.90736968"," 0.54230781"," 0.19878150"
"M531.009T876.272","-0.5847116","-1.6001259","-0.7891080"," 0.5190663"," 0.9981662"," 0.6449818"," 0.8117312"
"M409.045T138.763","-0.5297049","-0.7220385","-0.4234649"," 0.4699017"," 0.8313279"," 0.2546282"," 0.1193504"
"M395.189T761.387","-0.7902600","-0.7075334","-0.3222896"," 0.2622184"," 0.9604042"," 0.2608761"," 0.3365844"
"M306.936T1813.234","-0.50447624","-0.47196006","-0.59593073"," 0.33602449"," 0.79056880"," 0.36577178"," 0.08000196"
"M335.137T198.47","-0.5996679","-0.8124439","-0.3632851"," 0.2825480"," 0.9217569"," 0.4037787"," 0.1673134"
"M661.226T856.483","-0.2060986","-1.1777761","-0.4120885"," 0.3624709"," 1.0140086"," 0.2328778"," 0.1866058"
"M727.414T1292.189","-0.64443226","-0.35682082","-0.41149618"," 0.07009808"," 0.89365410"," 0.22913193"," 0.21986515"
"M465.141T849.089","-0.3727301","-1.0096684","-0.2200750"," 0.2325898"," 0.8547773"," 0.1156113"," 0.3994950"
"M471.117T721.976","-0.2155010","-0.4724762","-1.7614322"," 0.3696436"," 1.2050575"," 0.6400105"," 0.2346979"
"M676.835T65.732","-0.68275038","-0.68993256","-0.37219514"," 0.39216707","-0.03969634"," 0.92039945"," 0.47200790"
"M351.13T801.057","-0.4893207","-0.8225456","-0.3960099"," 0.1063517"," 0.9058414"," 0.3369790"," 0.3587040"
"M361.323T326.759","-0.4291372","-1.0168871","-0.5783809"," 0.1952697"," 1.0600677"," 0.6451323"," 0.1239354"
"M661.142T919.275","-0.81329539","-1.02474137","-0.40378189"," 0.32439979"," 1.15219252"," 0.66566620"," 0.09956013"
"M409.075T617.585","-0.8202880","-0.6280039","-0.6637175"," 0.0610816"," 1.0577594"," 0.8027315"," 0.1904369"
"M402.187T763.436","-0.58995204","-0.91562841","-0.22960556","-0.05817537"," 0.79961723"," 0.49972048"," 0.49402368"
"M426.882T91.046","-0.51805340","-0.50554367","-0.40062137"," 0.20291314"," 0.73378575"," 0.45285339"," 0.03466615"
"M1015.483T980.936","-0.2490982","-1.6016115","-0.1169437"," 0.4326285"," 0.9654130"," 0.4201637"," 0.1494482"
"M545.846T78.22","-0.75516667","-0.29043695","-0.30097806"," 0.31608520"," 0.91162585"," 0.21734885","-0.09847822"
"M365.528T823.98","-0.7369303","-1.4806349","-0.7826732"," 0.4836242"," 0.8141195"," 0.8834981"," 0.8189966"
"M937.388T970.431","-0.4719291","-0.9799786","-0.3853149"," 0.2668074"," 0.9715517"," 0.2927935"," 0.3060701"
"M942.309T937.647","-0.68363765","-1.22512368","-0.24678606"," 0.23996570"," 1.05799133"," 0.76626594"," 0.09132443"
"M408.906T66.13","-0.6178746","-0.1675227","-0.4268939"," 0.2438687"," 0.2776030"," 0.4213766"," 0.2694429"
"M333.191T983.058","-1.2219831","-0.2156951","-0.1800185"," 0.4390797"," 0.8859600"," 0.1443308"," 0.1483262"
"M365.136T768.138","-0.9105341","-0.6347966","-0.5717228"," 0.4366280"," 0.7047354"," 0.6954276"," 0.2802625"
"M461.152T871.999","-0.59883712","-0.74711124","-0.43525132"," 0.35839677"," 0.70406229"," 0.63749619"," 0.08124443"
"M481.183T807.444","-0.65629201","-0.97271400","-0.25077653"," 0.09479586"," 0.96675822"," 0.56339974"," 0.25482872"
"M405.177T839.252","-0.78717436","-0.52985252","-0.35225297"," 0.07640167"," 0.86050155"," 0.49170799"," 0.24066864"
"M1204.491T868.846","-0.61852975","-0.63669268","-0.03906221"," 0.29613645"," 0.55447310","-0.03619048"," 0.47986558"
"M333.041T419.397","-0.90252749","-0.24036953","-0.64470579"," 0.02275944"," 1.25411803"," 0.70775739","-0.19703204"
"M367.103T818.837","-0.3460536","-0.8908898","-0.6710133"," 0.3623985"," 1.0036108"," 0.2788620"," 0.2630853"
"M601.172T845.875","-0.71779567","-0.63750648","-0.28811978"," 0.04652575"," 0.93853771"," 0.30791858"," 0.35043989"
"M610.849T834.902","-0.2558854","-1.5051177","-0.2171858"," 0.5668271"," 0.7162263"," 0.3102714"," 0.3848640"
"M310.974T92.682","-0.631144686","-0.667764056","-0.581627787"," 0.271536146"," 1.126162615"," 0.484668185","-0.001830418"
"M1162.945T896.606","-0.33558749","-0.61767750","-0.32077192","-0.04545159"," 1.20158200"," 0.08370401"," 0.03420250"
"M776.814T66.22","-0.7151898","-0.7137133","-0.3437497"," 0.3941044"," 0.4261727"," 0.6724013"," 0.2799745"
"M779.158T89.251","-0.51842352","-0.44789934","-0.35522441","-0.18533199"," 1.09802813"," 0.01546782"," 0.39338332"
"M806.159T933.966","-0.522215586","-1.098069863","-0.260997109","-0.005385012"," 1.060350495"," 0.719589148"," 0.106727927"
"M806.921T938.616","-0.3749858","-1.1721554","-0.5839295"," 0.3641308"," 0.8462618"," 0.6630747"," 0.2576034"
"M287.076T110.312","-0.61038461","-0.54780886","-0.32255126"," 0.32813121"," 0.91233741"," 0.29079319","-0.05051708"
"M871.351T913.248","-0.48244563","-0.80907736","-0.54595694"," 0.37593560"," 0.88592875"," 0.52397895"," 0.05163663"
"M807.113T936.925","-0.67813094","-0.68206902","-0.59828349"," 0.25142298"," 1.04907484"," 0.63614083"," 0.02184478"
"M505.3T1291.082","-0.7688114","-0.2521478","-0.4153730"," 0.1624480"," 1.0182393"," 0.1129857"," 0.1426591"
"M204.975T113.721","-0.4935871","-0.6137207","-0.3209812"," 0.1396819"," 1.0024358"," 0.1248399"," 0.1613314"
"M613.854T887.38","-0.62368052","-0.28738587","-0.53361939"," 0.07916238"," 0.95865153"," 0.15439199"," 0.25247987"
"M333.06T88.804","-0.39294423","-0.81066326","-0.79475351"," 0.36345576"," 1.05050748"," 0.04844545"," 0.53595231"
"M1197.439T886.215","-0.7348969","-0.9766037","-0.3531395"," 0.3155463"," 0.7279537"," 0.6674083"," 0.3537318"
"M267.196T1364.412","-0.81777692","-0.28921196","-0.21569845","-0.07338902"," 0.68054136"," 0.39579709"," 0.31973791"
"M593.934T851.064","-0.4900285","-1.2290150","-0.3481649"," 0.4142815"," 0.9996073"," 0.2823569"," 0.3709627"
"M310.969T105.491","-0.39488784","-0.64479033","-0.54783890"," 0.02777874"," 1.05784196"," 0.41615279"," 0.08574357"
"M232.059T185.959","-0.50883568","-0.29863457","-0.47744422","-0.04957199"," 1.14487001"," 0.08041932"," 0.10919714"
"M401.144T790.222","-0.56699697","-0.77588118","-0.41511431"," 0.34798462"," 1.02518001"," 0.39745426","-0.01262644"
"M712.22T783.012","-0.8344288","-0.6085842","-0.5634142","-0.2429081"," 0.8766546"," 0.8122616"," 0.5604190"
"M469.036T876.272","-0.6615885","-0.8728139","-1.6840895"," 0.6174417"," 1.0386096"," 0.8194657"," 0.7429749"
"M884.8T66.979","-0.7602003","-0.9230529","-0.3118828"," 0.2479728"," 0.4597490"," 1.0151273"," 0.2722868"
"M489.187T785.097","-0.3245837","-0.5579823","-0.6940493","-0.1501183"," 1.0923326"," 0.4701484"," 0.1642526"
"M333.926T91.902","-0.755212433","-0.489073205","-0.426810291"," 0.235137151"," 1.036799581"," 0.404873628","-0.005714432"
"M473.173T881.847","-0.5574541","-0.8585311","-0.4585253"," 0.2715099"," 0.8986338"," 0.4820999"," 0.2222669"
"M621.037T758.225","-0.7435808","-0.5366405","-0.6282137"," 0.3543077"," 0.8048875"," 0.4619883"," 0.2872514"
"M461.037T823.98","-0.49938289","-1.37787389","-0.26667769"," 0.09786305"," 0.98548374"," 0.69032659"," 0.37026111"
"M567.171T792.05","-0.4847738","-0.7219362","-0.4113638"," 0.1117230"," 0.8526604"," 0.1132284"," 0.5404619"
"M476.876T67.016","-0.50379684","-0.65792033","-0.30810351"," 0.47703022"," 0.70419516"," 0.34626847","-0.05767315"
"M431.759T791.911","-0.3343245","-0.9165542","-0.3638751","-0.2062590"," 0.8291723"," 0.3074638"," 0.6843768"
"M609.054T106.871","-0.6868564","-0.5005657","-0.4933795"," 0.3209989"," 0.9758345"," 0.3324615"," 0.0515068"
"M657.266T958.998","-0.4654672","-0.5186733","-0.5046077","-0.1109327"," 0.8159917"," 0.5686171"," 0.2150721"
"M508.215T930.69","-0.5666091","-0.8350579","-0.3008633"," 0.3790185"," 0.5990563"," 0.4393106"," 0.2851449"
"M957.274T935.63","-0.38683179","-2.02216745","-0.03167268"," 0.49237637"," 0.98944727"," 0.51703083"," 0.44181744"
"M915.823T68.606","-0.3972062","-0.8105223","-0.6578635"," 0.0693470"," 0.3247519"," 0.6639758"," 0.8075172"
"M1130.433T884.599","-0.7216822","-0.8626431","-0.3680969"," 0.2486891"," 0.7862969"," 0.6370637"," 0.2803726"
"M619.26T816.529","-0.4158706","-0.6433908","-0.4900992"," 0.3991893"," 0.8186887","-0.1599217"," 0.4914043"
"M645.848T67.545","-0.19581864","-0.75067734","-0.47679367"," 0.23715482"," 0.07529806"," 0.73448655"," 0.37635021"
"M806.073T940.272","-0.3775280","-1.0708827","-0.4351007"," 0.1637615"," 0.9385729"," 0.6622394"," 0.1189377"
"M522.878T65.745","-0.5727961","-0.5643118","-0.3179876","-0.1337776"," 0.7351940"," 0.6551436"," 0.1985355"
"M255.115T921.266","-0.3848855","-0.9667591","-0.3336907"," 0.4138857"," 0.5244587"," 0.5074936"," 0.2394973"
"M989.364T928.413","-0.40816027","-1.34340631","-0.02904917"," 0.31673464"," 0.72885051"," 0.66656273"," 0.06846787"
"M1093.54T895.081","-0.65582359","-0.36262521","-0.44731690"," 0.14405005"," 1.14875174"," 0.21142184","-0.03845793"
"M617.247T870.852","-0.4559852","-0.7493787","-0.6990215"," 0.2833246"," 0.9454269"," 0.3641053"," 0.3115286"
"M626.212T761.224","-0.7578290","-0.6525753","-0.1756873"," 0.0746064"," 0.8713844"," 0.4432223"," 0.1968785"
"M329.088T425.59","-0.5205104","-0.7624044","-0.3213991"," 0.2751755"," 0.6427572"," 0.3150814"," 0.3712998"
"M495.025T292.616","-0.7834479","-0.9139102","-0.1141132"," 0.2188660"," 0.8426807"," 0.4280574"," 0.3218673"
"M547.234T852.079","-0.6568471","-0.9942485","-0.1610678"," 0.1574197"," 0.8421680"," 0.4277351"," 0.3848406"
"M274.971T109.977","-0.49832803","-0.55247145","-0.57126784"," 0.07999816"," 1.14894824"," 0.32108695"," 0.07203398"
"M491.126T414.484","-0.44393927","-1.01981475","-0.24728199"," 0.31979672"," 0.64928107"," 0.79119026","-0.04923204"
"M409.002T109.878","-0.4467699","-0.5642444","-0.5246954"," 0.1644811"," 0.9706963"," 0.1129933"," 0.2875391"
"M413.104T602.912","-0.6203519","-0.5314050","-0.3860499"," 0.1262538"," 0.7365551"," 0.3389903"," 0.3360076"
"M807.744T937.741","-0.3726451","-0.9867014","-0.5589126"," 0.2433326"," 1.0532343"," 0.5084775"," 0.1132148"
"M597.052T106.853","-0.497394294","-0.489211504","-0.321601764","-0.007090736"," 1.169799758"," 0.061187196"," 0.084311345"
"M209.025T89.634","-0.54701033","-0.26770498","-0.35562227"," 0.16532618"," 1.08559118","-0.17628654"," 0.09570677"
"M941.306T938.915","-0.55760003","-1.08590628","-0.38473423"," 0.21122259"," 1.08772992"," 0.62984538"," 0.09944264"
"M180.971T1182.798","-0.57679697","-0.52174762","-0.48798374"," 0.22937902"," 0.72734706"," 0.61178414"," 0.01801811"
"M808.342T938.944","-0.60311802","-1.04435702","-0.32021216"," 0.26624601"," 1.06862944"," 0.61462002"," 0.01819172"
"M732.876T67.374","-0.5997538","-1.0446117","-0.4011834"," 0.1316330"," 0.5782750"," 0.7784959"," 0.5571451"
"M289.056T250.757","-0.1204370","-0.5943237","-0.8085224"," 0.3450163"," 0.5535472"," 0.2087862"," 0.4159333"
"M851.338T916.834","-0.4736229","-0.9217269","-0.4683503"," 0.4230046"," 0.6012121"," 0.7254489"," 0.1140344"
"M621.221T884.304","-0.50887089","-0.74289444","-0.27889413"," 0.14521114"," 0.97201946"," 0.44147592","-0.02804706"
"M705.205T926.435","-0.7344471","-1.1842665","-0.0195883"," 0.3914557"," 0.7662397"," 0.5100843"," 0.2705222"
"M699.004T983.059","-1.0562654","-0.4047685","-0.3275997"," 0.1677344"," 1.0821884"," 0.2349402"," 0.3037706"
"M805.362T924.937","-0.4224509","-0.6445296","-0.3231188"," 0.2673772"," 0.8807383"," 0.6087137","-0.3667299"
"M467.156T971.498","-0.2179659","-1.0054039","-0.4631699"," 0.2231280"," 0.8492690"," 0.1655394"," 0.4486033"
"M359.098T671.316","-0.3523817","-0.7363762","-0.5112572","-0.1268641"," 0.8985696"," 0.4468549"," 0.3814546"
"M431.769T791.594","-0.23631856","-0.95539799","-0.23711203","-0.04618083"," 0.81395575"," 0.45664123"," 0.20441242"
"M643.245T933.361","-0.5475536","-0.7842502","-0.5487589"," 0.3652175"," 0.9116604"," 0.2419580"," 0.3617269"
"M287.077T663.979","-0.47902666","-0.61400354","-0.29796233"," 0.26776453"," 0.84154846","-0.03427599"," 0.31595553"
"M850.805T68.208","-0.5844312","-0.9391088"," 0.0294731"," 0.3744515"," 0.1431956"," 0.4183816"," 0.5580382"
"M619.189T858.982","-0.480234366","-0.673730965","-0.296607501"," 0.368298660"," 1.171697222"," 0.005357222","-0.094780272"
"M397.002T110.368","-0.6967934","-0.4974302","-0.2576295","-0.1440549"," 0.9908604"," 0.3355866"," 0.2694611"
"M1432.595T1048.493","-0.72319927","-0.75902244","-0.50058334","-0.08415802"," 0.99965638"," 0.83898954"," 0.22831715"
