"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","X9.1","X9.2","X9.3","X9.4"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas"
"M857.584T1492.083","-0.53745743","-0.06901331"," 0.25341076","-0.34360845"," 0.31120458","-0.67830771","-0.45003197"," 0.30175708","-0.18660009"," 0.17304711"," 0.30825165","-0.22060192"," 0.49597983"," 0.93581915","-0.29384927"
"M865.582T1597.662","-0.50542948"," 0.26222638"," 0.11793528","-0.04577908"," 0.63583718","-0.50884243","-0.72410783"," 0.34252292"," 0.16635718","-0.30096006","-0.78328558","-0.34013838"," 0.58012781"," 1.42544440","-0.32190832"
"M685.435T1661.058"," 0.002125500"," 0.135626445"," 0.127032221"," 0.174124135"," 0.219879441"," 0.231270147","-2.017286466"," 0.085615893"," 0.184643982"," 0.198341685"," 0.219234101"," 0.131001011"," 0.234201503"," 0.075275300","-0.001084899"
"M686.443T1641.482"," 0.12110064"," 0.23381478"," 0.05398089"," 0.19494333","-0.03110263"," 0.17794193","-1.99518921"," 0.06988211"," 0.26650683"," 0.10687345"," 0.15418630"," 0.14921415"," 0.13061232"," 0.27131996"," 0.09591517"
"M385.181T1641.823"," 0.05905035"," 0.49935774","-0.15139608","-0.13419861"," 0.14819421"," 0.27833968","-1.72307172","-0.22053663","-0.26181808"," 0.40506035","-0.22430398","-0.07372449","-0.14187460"," 0.75370324"," 0.78721863"
"M332.329T1556.14"," 0.01370693","-0.01218214"," 0.06221374","-0.03518875","-0.16379260","-0.12091968","-0.11342092"," 0.07491923"," 0.19957631","-0.13766973"," 0.35463440","-0.14389389"," 0.24540604"," 0.04337025","-0.26675919"
"M315.251T1401.37","-0.519071747"," 0.360882336","-0.019328690"," 0.237524639","-0.094537395"," 0.083117327"," 0.495388669","-0.446596245","-0.408923983"," 0.163981961","-0.480987455"," 0.135726941"," 0.215241427","-0.008487514"," 0.286069729"
"M931.588T1473.551","-0.39262015"," 0.39994567"," 0.03364634"," 0.02209100"," 0.85367044","-0.30505994","-1.03067282"," 0.65607001","-0.12197589","-0.61750006","-0.78422304"," 0.11406084"," 0.74671816"," 0.90608293","-0.48023350"
"M841.585T1446.028","-0.67586837","-0.02180499"," 0.43152752","-0.62858321"," 0.48789752","-0.40387310","-0.47017167"," 0.38822539","-0.50126319"," 0.34404522"," 0.50067146","-0.34443744"," 0.33039836"," 0.69970671","-0.13647020"
"M882.577T1472.663","-0.7764619"," 0.5132793"," 0.1235348","-0.1904665"," 0.7459168","-0.7257435","-0.6136749"," 0.5301221"," 0.1826800","-0.4376599","-0.4385630","-0.6244747"," 0.6410365"," 1.4885864","-0.4181116"
"M930.57T1457.506","-0.29756585"," 0.41973374"," 0.10876163"," 0.09340985"," 0.78784954","-0.19113784","-0.83874228"," 0.37145764"," 0.14515099","-0.39324715","-0.77715866","-0.24841893"," 0.42783366"," 0.59648524","-0.20441158"
"M605.42T1439.891"," 0.098580832"," 0.009773283","-0.301326267"," 0.145587962"," 0.148591023"," 0.673171827","-0.179026543","-0.560574788","-0.957826629"," 0.076639250","-0.263759638"," 0.140095986","-0.309749640"," 0.582921698"," 0.696901643"
"M873.584T1509.101","-0.39601356","-0.00489674"," 0.17254573","-0.58516613"," 0.21314314","-0.75483654","-0.31724499"," 0.23641675"," 0.71436238"," 0.23074455"," 0.37304539","-0.53585765"," 0.21498007"," 0.74820415","-0.30942654"
"M1066.691T1440.166","-1.5812867"," 0.6298112"," 0.5624441"," 0.1577414"," 1.0895262","-0.7281611","-0.5070104"," 0.9535950","-0.3168254","-0.6721338","-0.7415649","-0.7423757"," 0.9048793"," 1.2426040","-0.2512435"
"M411.287T1496.037"," 0.06169245"," 0.07728488","-0.13769592"," 0.09777864","-0.15947218"," 0.15157831","-0.42546364","-0.64001554"," 0.09825819"," 0.16179358"," 0.15629987"," 0.21212097"," 0.17886774","-0.08370638"," 0.25067902"
"M841.582T1567.222","-0.5812971"," 0.1080288"," 0.4103498","-0.5211636"," 0.3458326","-0.4562210","-0.8648838"," 0.4206501","-0.2099531"," 0.4542980"," 0.5376432","-0.3424363"," 0.4497913"," 0.5064391","-0.2570780"
"M545.456T1607.833"," 0.04835744"," 0.13725501","-0.02825731"," 0.04908978"," 0.34455547"," 0.07281583","-1.26038240"," 0.07900064"," 0.31388162"," 0.05374200","-0.05017514"," 0.20873125","-0.03528206"," 0.01878693"," 0.04788093"
"M613.479T1523.593"," 0.09973242","-0.04445937"," 0.24786254","-0.01985658"," 0.35432534"," 0.12219823","-1.01786797"," 0.13603541"," 0.40310800","-0.36496879","-0.46755117"," 0.26357313","-0.16739997"," 0.24975705"," 0.20551172"
"M427.241T1439.043","-0.667509418","-0.133831263"," 0.054848898","-0.096255089"," 0.136887991"," 0.007504025","-0.505373093"," 0.076751932"," 0.047755035"," 0.378085662"," 0.052979322"," 0.162434759"," 0.160549821"," 0.037356424"," 0.287814995"
"M293.17T1476.452","-0.25739285"," 0.40788724","-0.19865840"," 0.07615317"," 0.50490624","-0.57384133","-0.50560358","-0.37727374","-0.64518433"," 0.83988403","-0.41492224","-0.37723846","-0.16450507"," 0.67511261"," 1.01067672"
"M820.502T1525.061","-0.42954003"," 0.91297860"," 1.09241156"," 0.22901495"," 0.47245489","-0.52099954","-0.35350394","-0.04724746","-0.11562926","-0.43375115","-0.70942459"," 0.28877822"," 0.06453888","-0.13982588","-0.31025526"
"M330.261T1608.211"," 0.234604992"," 0.295048112"," 0.088488335","-0.017125187"," 0.145718779"," 0.007059067","-1.595668229"," 0.643272137","-0.131871601"," 0.100546249"," 0.058345376"," 0.131359376"," 0.031707399"," 0.006558035"," 0.001957160"
"M423.273T1204.064"," 0.81235374","-0.04359103","-0.60185073","-0.39340242"," 0.34236991"," 0.21663741","-1.27859559"," 0.60185946","-0.33736305"," 0.77458929"," 0.81272945","-0.99204324","-0.06609102","-0.06632563"," 0.21872345"
"M920.647T1608.07","-0.87657579"," 0.45966657","-0.29011738"," 0.13801630"," 0.53812953","-0.33013955","-0.10039668"," 0.50021981","-0.08872816","-0.30407855","-0.46919356"," 0.02577143"," 0.56092950"," 0.77902626","-0.54252974"
"M882.575T1523.543","-0.6832429"," 0.5349746"," 0.1203266","-0.2075512"," 0.7229461","-0.8069517","-0.5729236"," 0.4966225"," 0.2255784","-0.4819580","-0.4092500","-0.6134158"," 0.6125678"," 1.4616595","-0.3993824"
"M544.447T1588.441"," 0.02071497","-0.18948442"," 0.17607287"," 0.39703668"," 0.10460472","-0.11325842","-0.91854740"," 0.29152487","-0.24831526"," 0.06178645","-0.21381562"," 0.43546790"," 0.12190108","-0.09232732"," 0.16663889"
"M1143.683T1424.253","-0.86613208"," 0.71201090","-0.83509770","-0.86432518"," 0.75926277"," 0.75711122","-0.82515122"," 0.81908488","-0.84766673","-0.86744825"," 0.64247533","-0.85738811"," 0.90888984"," 1.42026451","-0.05589018"
"M700.613T1641.124","-0.61598511"," 0.48332125","-0.20016092"," 0.48438109"," 0.53330632","-0.28411745","-0.38210851","-0.38548282"," 0.29367123"," 0.40060009","-0.28474877"," 0.69223335"," 0.08983156"," 0.11198879","-0.93673010"
"M585.446T1557.882","-0.0582693312"," 0.0009142893"," 0.2742323117"," 0.0570299382"," 0.3307963338","-0.3642075984","-0.9227672989","-0.1565053912"," 0.2744655690","-0.3000376627","-0.1477618668"," 0.2724943258"," 0.2397033321"," 0.3371738889"," 0.1627391602"
"M858.58T1574.486","-0.57239975"," 0.03529390"," 0.22461457","-0.12880074"," 0.29524220","-0.45134960","-0.57876516"," 0.30915279","-0.40800632"," 0.14022108"," 0.17850054","-0.29747471"," 0.52333181"," 0.78295920","-0.05251981"
"M911.589T1490.35","-0.03403706"," 0.13159277"," 0.08484437","-0.10457082"," 0.71243076","-0.40025240","-0.98334937"," 0.34991047","-0.05650503","-0.17461450","-0.51209920","-0.09021166"," 0.24373503"," 1.09256759","-0.25944096"
"M353.192T1505.037","-0.03602231"," 0.11647050","-0.08320047","-0.11986879"," 0.22281397"," 0.13047151","-0.24107510","-0.15679118","-0.19450663"," 0.04134477","-0.09779579","-0.17969153"," 0.03309734"," 0.25070142"," 0.31405229"
"M615.477T1390.077","-0.25114821","-0.23157589","-0.09688892","-0.07589490","-0.35878480"," 0.05225768","-0.06412944","-0.44469358"," 1.44749087","-0.25223163","-0.69445180"," 0.34475703","-0.23137069"," 0.90786019","-0.05119592"
"M637.556T1540.43","-0.40302312"," 0.37550367"," 0.05737179","-0.04051253"," 0.09053899","-0.27711814","-0.95632269","-0.12056544"," 0.54310928"," 0.05714125","-0.19514072"," 0.56929604","-0.07429674"," 0.24054212"," 0.13347627"
"M841.587T1509.04","-0.561090888","-0.008198661"," 0.385774953","-0.554689187"," 0.233800660","-0.454814078","-0.722574049"," 0.404247418","-0.305568438"," 0.451017434"," 0.547805612","-0.315252461"," 0.403484480"," 0.702513906","-0.206456700"
"M701.547T1638.372","-0.20124426"," 0.24556624","-0.27954475"," 0.51951818"," 0.46131815","-0.08538147","-0.72897073","-0.35115029"," 0.13716718"," 0.12417602","-0.17908185"," 0.76104606"," 0.10582568","-0.07361802","-0.45562615"
"M857.595T1473.143","-0.53973997","-0.02790591"," 0.24983499","-0.44341854"," 0.34998348","-0.63370123","-0.45463629"," 0.26877795","-0.18710801"," 0.16471947"," 0.26712349","-0.17883156"," 0.51313029"," 0.95118118","-0.29940933"
"M870.583T1512.438","-0.60930704"," 0.20333813","-0.05894467","-0.36126846"," 0.67029529","-0.34162115","-0.39694132"," 0.52679491","-0.04083137","-0.48782705","-0.17997809","-0.59956962"," 0.53608817"," 1.10848290"," 0.03128939"
"M469.421T1521.98"," 0.008625254"," 0.223831411","-0.100694381"," 0.067675446"," 0.128451132"," 0.035858560","-0.654577805","-0.036096285"," 0.076801402","-0.037748784","-0.096242916","-0.089541370","-0.065697733"," 0.419391843"," 0.119964227"
"M387.235T1746.448","-0.125179394","-0.301075927","-0.753489773"," 0.762929633"," 0.657452088","-0.007999218","-1.754496322","-0.874275342"," 0.668978520"," 0.554586427"," 0.284931412"," 0.675124612","-0.743203100"," 0.646088928"," 0.309627456"
"M312.324T1556.858"," 0.353353949","-0.421854351","-0.044728357","-0.274812233"," 0.450608237","-0.153508216","-0.635456261"," 0.541173226"," 0.169035547"," 0.208348762"," 0.719547602","-0.391820272","-0.640812737"," 0.122346650","-0.001421546"
"M385.292T1245.233"," 0.53362639","-0.28814571","-0.99093077","-0.32001587"," 0.63089753"," 0.42433885"," 0.11458401","-0.06771891","-0.58898187"," 0.62971728"," 0.41730776","-0.64329782","-0.85114381"," 0.52500018"," 0.47476276"
"M929.566T1475.069"," 0.06988195"," 0.25400160"," 0.01603879","-0.21791940"," 0.90544557","-0.32045066","-0.76351246"," 0.59492642"," 0.08477961","-0.45851004","-1.11484751"," 0.15460127"," 0.56870284"," 0.50169645","-0.27483445"
"M506.256T1389.363","-0.78970038","-0.47688348"," 0.60809684"," 0.41547525"," 0.13132536"," 0.20432781","-0.07724779"," 0.13696478","-0.57756260","-0.03846773"," 0.16213661"," 0.27752131"," 0.62777734","-0.56026750","-0.04349583"
"M543.444T1574.274","-0.22771892"," 0.11284437"," 0.20624747"," 0.23898791","-0.02076734"," 0.12624357","-0.94158752"," 0.14000139"," 0.08543521","-0.36739823","-0.41951756"," 0.59701623"," 0.33880397"," 0.01621148"," 0.11519798"
"M273.891T1991.413"," 0.11372057","-0.45206059"," 0.31111887","-0.25876310","-0.17491198","-0.30925751"," 0.41925414","-0.14449541"," 0.16574529"," 0.11529504"," 0.16926868","-0.09348949"," 0.08107383"," 0.17039374","-0.11289210"
"M991.717T1676.434","-0.19730271"," 0.03272287","-0.05458591"," 0.15149080"," 0.14873717"," 0.24504158","-1.49671453"," 0.27068415"," 0.03778202"," 1.16941775"," 0.44264431"," 0.05727143","-0.41590731"," 0.13440078","-0.52568240"
"M519.387T1507.107"," 0.325502205","-0.276207177","-0.133932514","-0.314300298","-0.122800878"," 0.150008665","-0.769936187","-0.011320726","-0.008513536"," 0.107849843"," 0.014412667"," 0.335847060","-0.099921884"," 0.268373971"," 0.534938788"
"M908.619T1557.26","-0.22898586"," 0.47485350"," 0.22061354"," 0.02394846"," 0.86967448","-0.70944027","-0.57007501"," 0.45210761","-0.61989861","-0.05743987","-0.36709569"," 0.12890626"," 0.53344871"," 1.00141131","-1.15202857"
"M886.58T1536.307","-0.7771121"," 0.4459314"," 0.1737957","-0.1300140"," 0.5423496","-0.1490069","-0.2765663"," 0.4611052","-0.2063817","-0.9644663","-0.2908173","-0.2817421"," 0.6712546"," 0.9335124","-0.1518422"
"M615.484T1373.389","-0.11324496","-0.23988523"," 0.05874005"," 0.04324106","-0.26568748"," 0.24521380","-0.26221174","-0.40535351"," 0.76830204","-0.17431742","-0.71187335"," 0.31491406","-0.28374688"," 0.90544994"," 0.12045961"
"M669.539T1543.447","-0.53335752","-0.11040972"," 0.60328743"," 0.43067314"," 0.55347853","-0.14506283","-0.60484577"," 0.57477383","-0.03591613","-0.57371494","-0.32314224"," 0.11701209"," 0.21221440","-0.37550318"," 0.21051290"
"M833.242T1612.704","-0.04980697","-1.10618311","-0.13606146"," 0.97904485"," 1.92485093","-0.30769749","-0.05037882","-0.42681239","-0.22258721"," 0.14385493","-0.30628466","-0.13377856"," 0.19815036","-0.20642672","-0.29988367"
"M857.578T1508.978","-0.54740416"," 0.04312766"," 0.28789720","-0.24968328"," 0.31730667","-0.61303828","-0.70447789"," 0.32098736","-0.22915253"," 0.22966131"," 0.32672604","-0.22816216"," 0.50246607"," 0.93030274","-0.38655673"
"M284.199T1509.25","-0.304466092"," 0.291057125"," 0.192753802"," 0.109374798"," 0.035654624","-0.084276754","-0.019257013"," 0.004886365","-0.118439263","-0.276345299","-0.054299975"," 0.281290990","-0.109412216"," 0.187424672","-0.135945763"
"M545.398T1401.37"," 0.111625783"," 0.047552725","-0.009733901"," 0.092594185","-0.319340902","-0.134265593"," 0.632154891"," 0.191351905"," 0.284353163","-0.319574409"," 0.286118290"," 0.046648115","-0.008121438","-0.446638155","-0.454724657"
"M709.527T1642.128","-0.13522166"," 0.23034858"," 0.16613068"," 0.10792206"," 0.02504067"," 0.05156653","-1.53571240"," 0.11143869"," 0.34614575","-0.02524552"," 0.11442689"," 0.19387313"," 0.19873773"," 0.17145589","-0.02090702"
"M891.586T1523.868","-0.45316439"," 0.40999654"," 0.19251982","-0.67224750"," 0.45704964","-0.21151344","-0.82634238"," 0.17552797"," 0.22007804"," 0.22050795","-0.01814213","-0.19428854"," 0.26472046"," 0.84464930","-0.40935135"
"M641.505T1439.707"," 0.12835589","-0.68182050","-0.33659872","-0.29852145"," 0.18408211"," 0.28204299","-0.02129157"," 1.17225452"," 0.13915749"," 0.04374527"," 0.07361463","-0.53123668","-0.42614627"," 0.12237443"," 0.14998784"
"M930.569T1490.033","-0.2892568"," 0.3748297"," 0.1375954"," 0.1094574"," 0.7578351","-0.2487397","-0.9558250"," 0.4043557"," 0.1546690","-0.3389499","-0.8254151","-0.2394452"," 0.4699290"," 0.6792102","-0.1902498"
"M393.862T1820.109"," 0.02968840"," 0.19836784"," 0.08414441","-0.07495376","-0.03965847"," 0.28883507","-0.36523553","-0.09101789","-0.06028757"," 0.07395455","-0.30588015","-0.04312020"," 0.07741162"," 0.07760200"," 0.15014968"
"M700.599T1557.484","-0.5219083"," 0.5071295","-0.2332967"," 0.5215154"," 0.5103016","-0.2484667","-0.5186911","-0.3430340"," 0.3213818"," 0.4598040","-0.2660634"," 0.6660423"," 0.1403763","-0.1267061","-0.8683847"
"M669.531T1507.08","-0.42722520","-0.13374517"," 0.66456155"," 0.32029887"," 0.67218553","-0.08867978","-0.83517390"," 0.58943605","-0.03746990","-0.46724522","-0.31345060"," 0.06083825"," 0.12833196","-0.27404517"," 0.14138271"
"M572.541T1526.07"," 0.32596463","-0.35848347"," 0.03057120","-0.06851972"," 0.57232465","-0.42070416","-0.80486557"," 0.09243402","-0.44989376"," 0.04341719"," 0.45894346","-0.31706110"," 0.36815607","-0.09199579"," 0.61971234"
"M913.567T1470.553","-0.44150635"," 0.46503424"," 0.12652740","-0.09931133"," 0.97780185","-0.48339504","-0.56744456"," 0.75036217","-0.03959443","-0.65279214","-0.65307147","-0.39801245"," 0.66897488"," 1.04444938","-0.69802216"
"M396.223T1712.492","-0.05766691","-0.32840392","-0.85275977"," 0.78424286"," 0.63215341","-0.22052892","-1.51843037","-0.71304286"," 0.71080862"," 0.41520345"," 0.45585806"," 0.71011292","-0.87163179"," 0.69566604"," 0.15841920"
"M387.235T1108.062","-0.23633010","-0.86791242","-0.36468753"," 0.25952841","-0.17335990","-0.56624539","-0.02763598"," 0.35348740"," 0.56460950"," 0.42221420"," 0.14650713"," 0.46743267","-0.32138654"," 0.28530813"," 0.05847042"
"M857.586T1540.43","-0.55665638","-0.04524351"," 0.23233576","-0.38241415"," 0.33290590","-0.65060638","-0.46751915"," 0.28540543","-0.16240272"," 0.19481596"," 0.28958157","-0.19619221"," 0.49015895"," 0.95241989","-0.31658895"
"M913.569T1491.061","-0.39299177"," 0.53844879"," 0.14498113","-0.11226589"," 0.95031823","-0.54120312","-0.64437361"," 0.71843462","-0.04307785","-0.59989481","-0.68061544","-0.41679215"," 0.68648116"," 1.07697710","-0.68442640"
"M933.608T1624.867","-0.606694722"," 0.591603736"," 0.042976253"," 0.233066592"," 0.147909607","-1.060948598","-0.264394369"," 0.584081671"," 0.562001398","-0.781642816","-0.733725803"," 0.007570013"," 0.332710039"," 0.995168336","-0.049681336"
"M820.506T1574.276","-0.52774884"," 0.90343845"," 1.10423930"," 0.23063837"," 0.59588342","-0.54982525","-0.25171418","-0.06827834","-0.14039547","-0.45289331","-0.73008303"," 0.32296852","-0.01428265","-0.04914033","-0.37280665"
"M436.428T1590.788"," 0.09230056"," 0.46395701"," 0.74956179"," 0.52276749","-0.40149909"," 0.20628668","-0.58510335","-0.18235593"," 0.32932592","-1.81025481","-0.75194088"," 0.57699535"," 0.61017385"," 0.34735128","-0.16756586"
"M629.509T1624.418"," 0.51045976","-0.15488744"," 0.08792381"," 0.20596248"," 0.11333835","-0.42708300","-1.27667711"," 0.10878265"," 1.01212414","-0.26708109","-0.34193801"," 0.75262235","-0.13067167"," 0.02351670","-0.21639191"
"M809.528T1642.498","-0.7013902"," 0.8478329"," 0.8048866"," 0.6685540"," 0.4682924","-0.6314197","-0.5134039"," 0.5117709","-0.5595160","-0.5280748","-0.5744621","-0.3197313"," 1.0565231","-0.1094627","-0.4203991"
"M699.594T1459.589","-0.98488808"," 0.55602946","-0.03351542"," 0.46617571"," 0.69451913","-0.98803975","-0.83599219","-0.15062977"," 0.33693185"," 0.52497127"," 0.03100342"," 0.76399926"," 0.26558807"," 0.21426118","-0.86041415"
"M642.513T1591.557"," 0.102036906","-0.113797949","-0.044747333"," 0.165881536"," 0.115382575","-0.227864516","-1.590594416"," 0.030574231"," 1.063542464","-0.155292302"," 0.001453876"," 0.408687221"," 0.149651033"," 0.131075176","-0.035988500"
"M602.51T1575.45"," 0.098361692"," 0.033243016"," 0.565646230"," 0.446309751"," 0.122629394","-0.219283265","-0.713678166"," 0.526060856"," 0.004968934","-0.713857997","-0.437457384"," 0.360880869"," 0.152281122","-0.373096854"," 0.146991802"
"M383.284T1439.726","-0.198021898"," 0.025075825","-0.163535927","-0.168713459","-0.161532627"," 0.132806784"," 0.395329837","-0.091832570"," 0.056888982","-0.002122475","-0.422132383","-0.072024851","-0.087842919"," 0.827283913","-0.069626233"
"M315.215T1607.605"," 0.007012001"," 0.051541539"," 0.282011291","-0.034395979"," 0.130159887","-0.332141750","-1.710685494"," 0.266814531"," 0.137134524"," 0.130573749"," 0.271446347"," 0.255284429"," 0.139047477"," 0.088147762"," 0.318049687"
"M949.6T1601.965","-0.19531810"," 0.53759175"," 0.18038085","-0.09993796"," 0.50659787","-0.79490149","-0.18364262"," 0.30582961"," 0.23698060","-0.53375598","-0.67158788","-0.06962448"," 0.54452374"," 1.16240034","-0.92553628"
"M361.241T1490.042","-0.35520016"," 0.07996681","-0.08196816","-0.30335505","-0.07401332"," 0.57181946","-0.51291489","-0.26791994","-0.22409356"," 0.62217167","-0.31687749","-0.21379716"," 0.03531067"," 0.23163935"," 0.80923179"
"M853.59T1540.43","-0.69612321"," 0.15196804"," 0.02164238","-0.07925160"," 0.32483367","-0.16135909","-0.79393358"," 0.22162791"," 0.10461608","-0.09777895","-0.25912054","-0.12769589"," 0.36201978"," 1.11526454","-0.08670954"
"M313.164T1450.838"," 0.20540962","-0.37794867"," 0.18299067","-0.22841292"," 0.04398866"," 0.13137572","-0.06640323","-0.22179563","-0.17141440"," 0.30023905","-0.15712381"," 0.20793915","-0.17661470"," 0.13793277"," 0.18983771"
"M721.577T1609.803","-0.80141914"," 0.49718658","-0.03698048"," 0.66698879"," 0.53827492","-0.91583841","-1.15910545","-0.06012378"," 0.15898257"," 0.38602496"," 0.12474584"," 0.74093944"," 0.37361692"," 0.20018459","-0.71347736"
