"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","X9.1","X9.2","X9.3","X9.4"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas"
"M303.176T1424.513","-0.17933743"," 0.96691902"," 0.01373133"," 0.14853185","-0.25724332"," 0.16258081"," 0.02409260","-0.17456006","-0.26707209","-0.12066199","-0.16417580","-0.05169029"," 0.14357610","-0.07699548","-0.16769526"
"M475.412T1607.605"," 0.04407535"," 0.15222338"," 0.23433158","-0.10656817"," 0.15148979","-0.01530535","-1.92542450"," 0.27207617"," 0.40287400"," 0.13020491"," 0.02613568"," 0.37113406"," 0.11205061","-0.07849262"," 0.22919511"
"M651.489T1439.586","-0.39257026","-0.16822064","-0.12674797"," 0.33832684"," 0.09420953","-0.24533102","-0.44697946","-0.14461081"," 0.83034837","-0.29620710","-0.99950488"," 0.65525805"," 0.15316377"," 0.36728638"," 0.38157920"
"M877.503T1170","-0.15706339"," 0.14740262"," 0.14282400"," 0.43188237","-0.08158861","-0.06080566"," 0.46090834","-0.22592790","-0.06966190"," 0.36094952","-0.74606581"," 0.33412990","-0.06911297","-0.24003237","-0.22783813"
"M846.506T1146.934"," 0.05176605","-0.05000718"," 0.15267620"," 0.05612268","-0.09970127"," 0.01718159"," 1.03857738","-0.49590239","-0.01860484"," 0.09231024","-0.75528553"," 0.29354356","-0.08235091"," 0.06185038","-0.26217597"
"M1037.391T940.951","-0.24540503","-0.67429566","-0.17722431","-0.36707324"," 0.08446267","-0.52759456"," 0.15304536"," 0.36800714"," 0.16572061"," 0.46096894"," 0.15839302"," 0.13149991","-0.30732116"," 0.40850775"," 0.36830857"
"M571.411T1441.156"," 0.18704330","-0.16074731"," 0.02290852"," 0.19591794"," 0.35417377","-0.16774026","-0.87867690","-0.01722535"," 0.05323382","-0.10209012","-0.18679590"," 0.08621468","-0.01513866"," 0.07199711"," 0.55692537"
"M451.243T1439.78"," 0.065604791","-0.180456721"," 0.223591462","-0.207559690","-0.008902852","-0.088263258"," 0.167643527"," 0.248172792","-0.235600889"," 0.123297201","-0.123356958","-0.061939162","-0.058883017","-0.203410269"," 0.340063042"
"M854.583T1456.932","-0.39766159","-0.07196651","-0.07353188","-0.21130968"," 0.64509104","-0.08484177","-1.03563762"," 0.07759970"," 0.07556459","-0.26201083","-0.25273837"," 0.01172790"," 0.50179615"," 0.85631241"," 0.22160647"
"M653.413T1377.63"," 0.20203446","-0.24874300"," 0.04455319"," 0.06252118"," 0.28451664"," 0.21011423","-0.84232715"," 0.14576314","-0.03267574"," 0.17247073","-0.46774988"," 0.25940040","-0.08534170","-0.09156933"," 0.38703283"
"M285.297T1471.68","-0.71350318"," 0.95497800","-0.15097901"," 0.51038497","-0.22794252"," 0.96279361"," 0.43977844","-0.57435612","-0.69023555","-0.21728557","-0.48531178"," 0.33126330","-0.15214411"," 0.08163419","-0.06907467"
"M651.489T1456.786","-0.52643503","-0.23681178","-0.07994331"," 0.27427550"," 0.03817506","-0.40269664"," 0.13473644","-0.23020970"," 0.84725551","-0.38699179","-0.80889913"," 0.69739568"," 0.04567510"," 0.30404607"," 0.33042800"
"M409.225T1456.762"," 0.04289628"," 0.15840432"," 0.21164073"," 0.13454119","-0.37941044"," 0.06208548"," 0.32456011","-0.25281887","-0.14636244"," 0.19497940","-0.26046442"," 0.13190447"," 0.03027066","-0.19404354","-0.05818294"
"M481.366T1325.086","-0.16840589","-0.20525004","-0.21007557","-0.32325125","-0.25314979","-0.55004785"," 0.88119684","-0.03952093","-0.05425184"," 0.31307644","-0.28735952"," 0.25674934"," 0.27854901","-0.10854855"," 0.47028960"
"M538.393T1458.161","-0.22957322","-0.21735237","-0.38070180","-0.07752750","-0.20802765","-0.25505755","-0.30279663","-0.27402640"," 1.69473183","-0.23467803","-0.39944051"," 0.18809755","-0.28293427"," 1.06137256","-0.08208601"
"M609.489T1506.592","-0.34154068","-0.52846794"," 0.06453111"," 0.28497816"," 0.19164109"," 0.10402574","-0.51742706"," 0.10044645"," 0.31825648","-0.44418080","-0.50970513"," 0.73740179","-0.27903287"," 0.29711930"," 0.52195434"
"M609.485T1523.905","-0.619719560","-0.436224075"," 0.200086206","-0.001826614"," 0.348064599"," 0.136572124","-0.694200030"," 0.059890842"," 0.497912908","-0.241280437","-0.445143763"," 0.610389114","-0.158175337"," 0.216123571"," 0.527530454"
"M767.537T1356.112","-0.049485668"," 0.006785176"," 0.192884509","-0.163048886"," 0.277722373","-0.047654534"," 0.010212519"," 0.166635072","-0.099122422"," 0.103679404","-0.567163126"," 0.151959185"," 0.012658427"," 0.090505498","-0.086567526"
"M727.264T942.609","-0.36615183","-0.29156271","-0.45376656"," 0.54878638","-0.04735674","-0.52867229"," 0.51888073","-0.12125965","-0.30053843"," 0.32724747","-0.12222991"," 0.48820330"," 0.42170171","-0.11526050"," 0.04197903"
"M854.586T1475.069","-0.49442057","-0.03677831","-0.06371047","-0.12142308"," 0.64587702","-0.09174764","-0.86080596"," 0.14150662"," 0.06212609","-0.35729926","-0.34739210","-0.01916012"," 0.47171349"," 0.94004123"," 0.13147307"
"M355.282T1278.929"," 0.4834090","-0.5464869","-0.9375329","-0.5517704"," 0.4673376"," 0.6035240","-0.1406322"," 0.2719885"," 0.1381156"," 0.6120117"," 0.4987622","-0.9529073","-0.9171805"," 0.4988296"," 0.4725321"
"M330.263T1492.022","-0.11136904","-0.00339328"," 0.18345991","-0.30947875","-0.23677478"," 0.11382754"," 0.42208446","-0.05511774","-0.14457298"," 0.09949387"," 0.01630324","-0.13846269","-0.05130514","-0.01332877"," 0.22863415"
"M421.346T1406.262","-0.230600422"," 0.184428798","-0.180141558"," 0.042862377"," 0.091427734","-0.200459542","-0.213370704","-0.215087513"," 1.179334364"," 0.003644541","-0.320135960","-0.133172728","-0.197140016","-0.030026748"," 0.218437378"
"M775.259T825.968","-0.57784851","-0.84317152"," 0.49122563"," 0.19987636","-0.24012872"," 0.25167053","-0.23339690"," 0.18212455"," 0.05936510"," 0.18395986"," 0.05246674"," 0.49541300"," 0.55008525","-0.16595419","-0.40568719"
"M923.341T843.183"," 0.009123551","-1.344715182","-0.051374343","-0.321025137","-0.356540681"," 0.045393308"," 0.922989653"," 0.152163879"," 0.018136758"," 0.474981806"," 0.068383858","-0.063971517"," 0.073097046"," 0.171974114"," 0.201382888"
"M809.538T1490.286","-0.14885117"," 0.25683175"," 0.76820590"," 0.81782286","-0.10294488","-0.02823484","-1.01974543"," 0.58859276"," 0.05824905","-0.33702782","-0.55986559","-0.16775009"," 0.13788872","-0.04486085","-0.21831036"
"M512.41T1575.482"," 0.009208636","-0.062159241"," 0.072583833"," 0.125553989"," 0.157565772"," 0.136327854","-1.201958852","-0.021286109"," 0.296553701"," 0.132972622"," 0.225394638","-0.067905091","-0.032217449"," 0.184023597"," 0.045342100"
"M423.148T959.199","-0.05131003","-1.19718447","-0.14460489","-0.71201482"," 0.12681691","-0.37162667"," 0.05537709"," 0.80147452"," 0.87334019"," 0.91978416"," 0.48051868","-0.69469773","-0.38812058"," 0.18023737"," 0.12201028"
"M369.19T1418.277","-0.18152701"," 0.46228493"," 0.05156446"," 0.06352262","-0.20673077","-0.01004772"," 0.45351751","-0.13748161","-0.11564946","-0.20284539"," 0.01004517"," 0.17896330","-0.05091197","-0.04889683","-0.26580722"
"M935.358T959.199","-0.29095474","-1.03067833"," 0.09085399","-0.40764703","-0.04749339","-0.22046710","-0.17785647"," 0.37110430"," 0.05039633"," 0.69064527"," 0.21935756"," 0.20493982"," 0.04507651"," 0.23120311"," 0.27152016"
"M423.145T941.689","-0.05042181","-1.19525314","-0.14363174","-0.71734738"," 0.12754298","-0.37044686"," 0.05616819"," 0.79951657"," 0.87338669"," 0.91978838"," 0.48092277","-0.70879743","-0.37508276"," 0.18091481"," 0.12274073"
"M437.323T1509.101","-0.18982232"," 0.09904909"," 0.08711068","-0.31924642","-0.11747174","-0.14268244","-0.23446991"," 0.25279670","-0.14599318"," 0.11109611"," 0.35273549"," 0.01777750","-0.17626301"," 0.12435900"," 0.28102447"
"M439.317T1473.604","-0.11321074","-0.37173396","-0.03761599"," 0.37696853","-0.09942441"," 0.16267348","-0.36366839","-0.32308233"," 0.01032130","-0.10474249","-0.15827729"," 0.68070601","-0.04510037","-0.00989085"," 0.39607750"
"M1022.363T909.479","-0.40196066","-0.72516101"," 0.25795429"," 0.13344435","-0.04763184","-0.03276072","-0.46526100"," 0.18478004","-0.12173595"," 0.49381088"," 0.19420001"," 0.43273948"," 0.24104146","-0.20679587"," 0.06333654"
"M847.317T919.58","-0.50610924","-1.02839568","-0.10221613","-0.04430980","-0.16880005","-0.26382676","-0.14014251"," 0.33654617"," 0.20047551"," 0.77805149"," 0.16409560","-0.04500179"," 0.41527004"," 0.26342896"," 0.14093420"
"M409.264T1339.403"," 0.15309696","-0.12398996","-0.00917226","-0.01966935"," 0.19498674"," 0.16724782"," 0.60452595","-0.63729316","-0.60048856","-0.20706355","-0.14437869","-0.37191818"," 0.37283338"," 0.31350463"," 0.30777824"
"M860.602T1570.854"," 0.155129410"," 0.183737270"," 0.002507575","-0.485389628"," 0.173426981","-0.676247764","-1.077128619"," 0.144646578","-0.195345415"," 0.556359730"," 0.307914765","-0.489977105"," 0.253982982"," 0.747504553"," 0.398878686"
"M744.276T1008.897","-0.42043904","-0.68273380","-0.21483952","-0.26739984","-0.09330117","-0.20410197"," 0.17512427"," 0.50522806"," 0.11217538"," 0.94693865"," 0.43384735"," 0.01109290","-0.15798683","-0.01229830","-0.13130616"
"M609.269T1439.891","-0.73138727"," 0.80627844","-0.48076929"," 0.48010276"," 0.05432472"," 1.01578667"," 0.63528343","-0.53798811","-1.11349486","-0.05687986","-0.72972649","-0.08760311"," 0.15764088"," 0.26253822"," 0.32589386"
"M674.519T1442.536","-0.30756046","-0.11225596","-0.22168509","-0.16615536","-0.39263969","-0.28035628"," 0.10262546","-0.33227579"," 1.47380658","-0.28464882","-0.25736193"," 0.08344144","-0.21877373"," 0.97333670","-0.05949707"
"M439.318T1571.719"," 0.02325197","-0.05005250"," 0.15460966"," 0.34881977"," 0.01862820"," 0.29225035","-1.10264971","-0.09905740","-0.12661691","-0.12854869"," 0.07831357"," 0.55200779","-0.10140965","-0.22514747"," 0.36560103"
"M737.173T1002.572"," 0.21588427"," 0.32963096"," 0.44201799"," 0.59654297","-0.05851430","-0.44864007","-1.75525082"," 0.02010766","-0.06832612"," 0.55952896"," 0.20654182"," 0.50699908"," 0.49848270","-0.41332743","-0.63167765"
"M569.435T1691.217","-0.10917326"," 0.26204348"," 0.13884983"," 0.32511521","-0.24998744","-0.08942839","-1.37514992"," 0.40056906"," 0.30563193","-0.03635517"," 0.20233288"," 0.20542976"," 0.31195507","-0.22666244","-0.06517061"
"M886.576T1523.593","-0.32868563"," 0.28289824","-0.04582595","-0.28536428"," 0.55591980","-0.09976338","-0.55289614"," 0.52958351","-0.20743606","-0.53878494","-0.60595986","-0.44970467"," 0.61421507"," 1.04937257"," 0.08243170"
"M311.311T1540.43"," 0.62417272","-0.58732071"," 0.03746545","-0.82184913"," 0.45069778","-0.22326646","-1.64859435"," 0.97597842"," 0.68298481"," 0.21081192"," 1.10155885","-0.60585755","-0.22400284"," 0.11725111","-0.09003001"
"M455.313T1352.626","-0.01100218","-0.54966288","-0.34023419","-0.13554791"," 0.24954639"," 0.21282651"," 0.42055307","-0.32292222","-0.40486248"," 0.55378324","-0.33328390"," 0.15505038","-0.16347181"," 0.06624262"," 0.60298538"
"M471.218T918.479","-0.248880622","-0.841403648","-0.294821426"," 0.114081948"," 0.110800622","-0.342181728","-0.236708344"," 0.142855392"," 0.148667777"," 0.690203929"," 0.339134249"," 0.357415733"," 0.215986405","-0.146300071","-0.008850218"
"M497.351T1457.506"," 0.13841963","-0.04100664"," 0.02204858","-0.11077475"," 0.27394491","-0.23135218","-0.63001525"," 0.14524974","-0.04248076","-0.19443615","-0.21614482"," 0.11387999"," 0.07281139"," 0.50890690"," 0.19094940"
"M503.174T828.514","-0.2772140138","-1.0680520694","-0.0846645462","-0.3652653544","-0.1053476615"," 0.0662707055"," 0.7019909382"," 0.0639033836"," 0.0426619776"," 0.5023202710","-0.0003981401"," 0.3037938617"," 0.1240215029"," 0.2180268004","-0.1220476556"
"M693.269T926.987","-0.304701467","-0.842501772"," 0.298854954","-0.135621058"," 0.044937013","-0.522061251","-0.264050970"," 0.479292239"," 0.173694623"," 0.622680488"," 0.054208755"," 0.014542723"," 0.300562034","-0.003951734"," 0.084115422"
"M671.411T1339.403"," 0.03853754"," 0.05913073"," 0.28736425","-0.06748214"," 0.14209256","-0.21213397"," 0.04665132"," 0.32094311","-0.46760663","-0.08774479","-0.27447744","-0.12990917"," 0.57936448","-0.28577653"," 0.05104666"
"M629.463T1474.173"," 0.22240922","-0.19882440","-0.05211023"," 0.11855592"," 0.17805464","-0.08850581"," 0.03535260","-0.66743834"," 0.51400274","-0.18246221","-0.74034146"," 0.57895353","-0.14328385"," 0.08923414"," 0.33640350"
"M1143.432T957.42"," 0.2943443246","-0.9692116718"," 0.0001076322"," 0.0345657593","-0.3560261360","-0.4215497978"," 0.1305824607"," 0.2359110125","-0.1983298288"," 0.5288324053"," 0.2065885211","-0.0426492304"," 0.2493773133"," 0.1843379547"," 0.1231192812"
"M556.438T1591.725"," 0.03155413"," 0.18553820","-0.05765973"," 0.74570599"," 0.54158487","-0.10600750","-1.40800817","-0.09899468"," 0.15029149","-0.03187907"," 0.16056032"," 0.15464718","-0.14126386","-0.10569383","-0.02037536"
"M440.239T1021.299","-1.363333e-01","-7.510160e-01"," 2.618933e-01","-4.673981e-02","-3.875855e-01","-2.097241e-01"," 1.444951e+00","-1.088901e-01","-3.008994e-01"," 1.119030e-01","-1.025818e-01","-7.845479e-07"," 2.357394e-01"," 3.307801e-01","-3.414959e-01"
"M757.232T831.535"," 0.57308410","-0.65150282","-0.28141169","-0.27949406"," 0.05228221","-0.12358857","-1.33659026"," 0.64352306"," 0.77630517"," 0.90943369"," 0.79443974","-0.30064032","-0.59964121","-0.13995401","-0.03624503"
"M511.254T1186.899"," 0.11736436","-0.13905386","-0.15020834","-0.01773333"," 0.42772340"," 0.28367673","-0.44337912","-0.44966307","-0.46471016"," 0.27747143","-0.20062242"," 0.22639030","-0.13373396"," 0.45277372"," 0.21370432"
"M909.347T843.183","-0.56583190","-0.97851600"," 0.20724585","-0.33381483","-0.10818870"," 0.07012959"," 0.73811013"," 0.04022959"," 0.09796385"," 0.51173235","-0.03352009","-0.10062541"," 0.12727217"," 0.28127325"," 0.04654016"
"M424.207T1477.169"," 0.23406192"," 0.08164725"," 0.13348680"," 0.04485221"," 0.36479301"," 0.17030638","-0.05550258","-0.16613889"," 0.10048955"," 0.04352282","-0.09749425","-0.03928195","-0.12343780","-0.66202765","-0.02927679"
"M475.409T1390.36"," 0.294502129","-0.853348808","-0.160442362"," 0.141209377","-0.668904311"," 0.034917743"," 0.864365659","-0.442644887"," 0.180109188","-0.465769197"," 0.288461126"," 0.446120436","-0.007112245"," 0.019647162"," 0.328888989"
"M424.206T1605.092"," 0.100022863"," 0.165412370"," 0.148716899"," 0.137281432"," 0.279862618","-0.009083393","-0.885555557","-0.218036131"," 0.006948666"," 0.070130651","-0.020508148","-0.032922414"," 0.068437621"," 0.152729113"," 0.036563409"
"M753.276T940.951","-0.60132763","-1.16897728","-0.35301052","-0.18012179"," 0.42418586"," 0.11659754"," 0.12680834"," 0.20856246"," 0.23173588"," 0.76169865","-0.33332831","-0.03457298","-0.08729044"," 0.54228458"," 0.34675565"
"M519.308T1473.566","-0.1391577"," 0.1707642"," 0.2373691","-0.1668452"," 0.1689646"," 0.2854343"," 0.3235977","-0.1315014","-0.4470262"," 0.0462675","-0.1052471"," 0.6558165","-0.2021346","-0.5795599","-0.1167418"
"M299.11T1456.862","-0.21969216"," 0.21757502"," 0.33706194","-0.18816745","-0.06818159"," 0.03817227","-0.10169200"," 0.11494456"," 0.01085599","-0.10670848","-0.35906682"," 0.12371770"," 0.07138118"," 0.38001594","-0.25021609"
"M547.382T1348.634","-0.09263773"," 0.13775698","-0.15986557"," 0.17188856","-0.04327217","-0.01867573"," 0.84227422","-0.41086542","-0.17910778","-0.45666622","-0.34436926"," 0.17158243"," 0.05416925"," 0.05619649"," 0.27159195"
"M692.263T843.183","-0.17453490","-1.12746908"," 0.10226004","-0.17386150","-0.17020139","-0.20714556"," 0.77203302","-0.02073015"," 0.11704674"," 0.31823150"," 0.03064244"," 0.25303504"," 0.32525834","-0.01901988","-0.02554466"
"M551.445T1525.109"," 0.56788075","-0.23698958"," 0.02453116","-0.03009656"," 0.50864433","-0.12438047","-0.69607105","-0.14381703","-0.05739441","-0.13502109","-0.36851943"," 0.21173855","-0.15544024"," 0.52315968"," 0.11177539"
"M447.35T1507.107","-0.03661641"," 0.09190377"," 0.27292587"," 0.13963499"," 0.13314575","-0.08853511","-0.94706320"," 0.11401247"," 0.11277870","-0.22640779","-0.18631368"," 0.21035666"," 0.11700915"," 0.25031450"," 0.04285433"
"M311.143T1624.867"," 0.11700391"," 0.17871472"," 0.16002668"," 0.26296669"," 0.12356149"," 0.15002574","-1.98912777"," 0.09521553"," 0.01969664"," 0.11200018"," 0.40012471"," 0.17899126"," 0.09906534","-0.08404576"," 0.17578062"
"M707.266T798.136","-0.1251619107","-1.4235182129","-0.1764726448"," 0.0530873404"," 0.1162963172","-0.2447302319"," 1.0310233628","-0.0763390851","-0.0291865208"," 0.3679978550"," 0.1773366951","-0.0879543112"," 0.1640949492","-0.0008521918"," 0.2543785896"
"M469.396T1355.605","-0.1457020","-0.7585539","-0.5502892","-0.2137245"," 0.4005013","-0.1775864"," 0.8232477","-0.2726482","-0.1204630","-0.2005089"," 0.7996252","-1.0500634"," 0.6911218"," 0.3823070"," 0.3927364"
"M431.146T926.047","-0.597977341","-0.933120580"," 0.314517419","-0.201336712","-0.118056674","-0.372637327"," 0.453683541"," 0.492780389"," 0.525265061"," 0.440174321","-0.093993446","-0.137152812"," 0.238321009"," 0.003742592","-0.014209441"
"M353.341T1488.518"," 0.12470669"," 0.31941195","-0.01584078","-0.13088539","-0.06497807","-0.20292342","-0.32962690","-0.03404350"," 0.17537642"," 0.31822273"," 0.42172417","-0.08612643","-0.12135321","-0.18410539","-0.18955889"
"M799.256T845.172","-0.476666720","-0.315154794"," 0.431137403"," 0.043977826","-0.239333058","-0.215005480"," 0.780408447"," 0.004424174","-0.360258038"," 0.159807290","-0.031885366"," 0.185693277"," 0.673475411","-0.486577378","-0.154042995"
"M580.199T843.183","-0.24213652","-1.36279079"," 0.08388347"," 0.40937390","-0.19884815","-0.29136227"," 0.09212453"," 0.04332005","-0.01015723"," 0.41257724"," 0.09814726"," 0.47658816"," 0.40954305"," 0.15773547","-0.07799818"
"M722.259T892.9","-0.12804028","-1.01600457","-0.39017974","-0.42672078","-0.14003146","-0.05741282"," 2.36464154","-0.16043015","-0.26279142"," 0.16709765","-0.17921089","-0.29722036","-0.28376420"," 0.82121604","-0.01114855"
"M842.586T1446.028","-0.03847967","-0.03047977"," 0.35989632"," 0.05659758"," 0.30021195"," 0.06281120","-1.43595339","-0.13316008","-0.04718572"," 0.40943953"," 0.15630601"," 0.17628201"," 0.28643990","-0.02355919","-0.09916668"
"M437.308T1490.329","-0.22464427","-0.01688806"," 0.09453624","-0.45440141","-0.04815080","-0.12568407"," 0.42200565"," 0.13122018","-0.14906399"," 0.06056717"," 0.21726493"," 0.02276094","-0.20096171"," 0.06028417"," 0.21115503"
"M737.493T1439.78","-0.091971171","-0.014814517"," 0.153296551"," 0.108331432"," 0.045866379","-0.008990787","-0.771604732","-0.244575376"," 0.373781633","-0.073133333","-0.258562618"," 0.606564982","-0.185244039"," 0.281537050"," 0.079518549"
"M312.323T1418.36"," 0.25580659","-0.82695398","-0.15873098","-0.31223467"," 0.36545792","-0.11852680","-0.31178197"," 0.57270659"," 0.31488098"," 0.24680560"," 0.83134384","-0.52960408","-0.21454426"," 0.02382502","-0.13844979"
"M512.387T1540.565"," 0.13466843","-0.00171950"," 0.12038156"," 0.05701765"," 0.12670656"," 0.05990924","-1.18317245","-0.07881699"," 0.23513786"," 0.09239910"," 0.22804151"," 0.04485635","-0.14479705"," 0.11110852"," 0.19827921"
"M734.268T924.482","-0.04281843","-0.96235318","-0.08408301","-0.01198491","-0.23513438","-0.08608765","-0.18969700"," 0.50491622"," 0.41718696"," 0.66394360"," 0.26683918","-0.18579246","-0.23791513","-0.01245182"," 0.19543200"
"M862.521T1333.909","-0.14763814"," 0.08514374"," 0.18437682"," 0.50827536","-0.05384831"," 0.29512221","-0.97853720","-0.18705656"," 0.27523923"," 0.29435592","-0.46367027"," 0.56199564"," 0.03430027","-0.11188826","-0.29617046"
"M1114.43T957.42"," 0.074730281","-0.954143635"," 0.186345867","-0.233431673"," 0.012429298"," 0.003111057","-0.913945917"," 0.221483129"," 0.076385802"," 0.892669364"," 0.048627669"," 0.237290925"," 0.108281467"," 0.181976857"," 0.058189510"
"M699.455T1253.346"," 0.1459808","-0.9488631"," 0.6204284","-0.5775675","-0.2596881","-0.4947766","-0.6756723"," 0.8845781"," 0.6542065"," 0.6251074"," 1.0142526","-0.7462733"," 0.5852771","-0.4745573","-0.3524326"
"M430.319T1390.137"," 0.33366276","-0.39663925","-0.60180569","-0.35814265"," 0.46935779"," 0.01115833","-0.33511949"," 0.34508115"," 0.20883234"," 0.43785490"," 0.53343070","-0.47992263","-0.59795140"," 0.29974453"," 0.13045862"
"M431.216T1372.484"," 0.32812416"," 0.04761304"," 0.37276056","-0.14270624"," 0.09978656"," 0.20613603","-1.14315448"," 0.06251875"," 0.39466968","-0.01881398","-0.06694491"," 0.11114172","-0.41172011"," 0.08974138"," 0.07084785"
"M371.26T1411.481"," 0.09229292","-0.63160163","-0.13522673","-0.28831255","-0.08245532"," 0.01377456"," 0.47931499"," 0.15977628","-0.06090646"," 0.39072456"," 0.34046538","-0.01917404","-0.23264516","-0.06197546"," 0.03594866"
"M844.603T1428.316","-0.741322688","-0.036269373"," 0.021774414","-0.422189096"," 0.321783998","-0.543314439"," 0.025128705"," 0.359608900"," 0.004441806","-0.048357373","-0.256470767","-0.316386500"," 0.354581475"," 0.969607695"," 0.307383245"
"M463.37T1420.709"," 0.0944291946","-0.1813113514","-0.3689808739","-0.0585560932","-0.3179213136"," 0.1602350746"," 0.0591309448"," 0.8817292480"," 0.0364719188","-0.0002464353"," 0.3344266725","-0.3979843040"," 0.0238395153","-0.1813321233","-0.0839300739"
"M601.255T812.644"," 0.016799256","-1.038789491","-0.050082981","-0.034657585"," 0.074055383","-0.342229370"," 0.771504389"," 0.065155734","-0.026687061"," 0.287031865"," 0.031608870"," 0.286026295"," 0.003932442"," 0.136789620","-0.180457367"
"M557.203T893.494","-0.18618838","-1.20025253"," 0.17322209","-0.08261615"," 0.11806464","-0.18627545","-0.37826823"," 0.14723062"," 0.28964822"," 0.57937075"," 0.08886161"," 0.15628097"," 0.26443855"," 0.23665963","-0.02017635"
"M331.187T1136.851","-0.14952598","-0.20246324"," 0.22357612","-0.07045116"," 0.15201508","-0.29354025"," 0.33978939","-0.13772937","-0.71009225"," 0.56713408","-0.43534980"," 0.04931217"," 0.88871220","-0.23888876"," 0.01750177"
"M432.723T1389.363"," 0.36621725","-0.25268856"," 0.18188826","-0.07893266"," 0.40135600"," 0.03950449","-1.28330607","-0.15405479"," 0.48894632"," 0.29823361","-0.06673397"," 0.09908640","-0.24086249"," 0.14355421"," 0.05779201"
"M900.587T1474.354","-0.47326366"," 0.47269558","-0.09324555","-0.04064448"," 0.76743995","-0.56093751","-0.66225491"," 0.56006962","-0.20957306","-0.38342956","-0.61348829","-0.33031624"," 0.67326048"," 1.21010808","-0.31642047"
"M523.599T1382.768"," 0.20441212","-0.02881401"," 0.17288767","-0.07301068"," 0.29291949","-0.60106753"," 0.70355902"," 0.13920916","-0.87045210","-0.81569672"," 0.26759610","-0.03420134"," 0.08191161"," 0.35864880"," 0.20209841"
"M388.255T1573.977"," 0.02531779","-0.27803508","-0.15738564","-0.01687474","-0.13851306"," 0.33701214","-0.12397171","-0.45452007","-0.11368992"," 0.18808096","-0.21057274"," 0.25489809","-0.21173955"," 0.34003830"," 0.55995524"
"M301.141T1305.07"," 0.59107109","-0.65674903","-0.55418450","-0.38686015"," 0.37718283","-0.12156950","-0.23540742"," 0.44150959"," 0.32722251"," 0.56840502"," 0.56382788","-0.61203021","-0.36040672"," 0.08171240","-0.02372378"
"M323.109T600.082"," 0.1327376","-0.9647760"," 0.1976100"," 0.3859435"," 0.1919248"," 0.2205035","-1.8400576"," 0.4464952"," 0.1187034"," 0.5211118"," 0.2115883"," 0.2614705"," 0.0457628"," 0.2081692","-0.1371870"
"M623.287T1439.965","-0.60342299"," 0.29878654"," 0.97254735"," 0.78248878","-0.61673678","-0.07541508","-0.01728794"," 0.05577814"," 0.03683511","-0.87107949"," 0.35649140"," 0.10348833"," 0.88291221","-0.65761700","-0.64776859"
"M600.493T1607.83"," 0.089293609","-0.442052437","-0.330978400","-0.178707182","-0.343929105"," 0.088212704","-0.345708801","-0.470501580"," 1.443891273","-0.113735193"," 0.096566009"," 0.458971080","-0.529018765"," 0.586975111","-0.009278322"
"M549.431T1507.08","-0.326105310","-0.090532617"," 0.287356079"," 0.193320689"," 0.068759145","-0.071112669","-0.852399695"," 0.097469822"," 0.206593286","-0.120368775","-0.253879243"," 0.597152850"," 0.004599397","-0.071387475"," 0.330534516"
"M815.568T1575.234","-0.24194542"," 0.27027985"," 0.01280071","-0.01842240"," 0.24942193"," 0.24059443","-1.41578704","-0.26996555"," 0.16847603"," 0.62678077"," 0.04156292","-0.07546293","-0.15846011"," 0.19407456"," 0.37605224"
"M824.544T1245.233"," 0.019881331","-0.150364054","-0.153706533"," 0.216129988"," 0.144861025","-0.002139667"," 0.778213439","-0.470989757"," 0.021349656"," 0.220753181","-0.689548430"," 0.268275081","-0.126195965"," 0.007687582","-0.084206878"
"M694.269T843.183","-0.38471657","-1.15600703"," 0.24793191","-0.10033571"," 0.06599983","-0.54023232"," 0.05674010"," 0.51584619"," 0.14438595"," 0.53475181"," 0.13120833"," 0.04043171"," 0.27594874"," 0.21749392","-0.04944686"
"M461.357T1435.338","-0.57916298","-0.09864802"," 0.35380754","-0.24812113"," 0.27689808","-0.13058928","-0.20143849"," 0.14527397","-0.07309128"," 0.01250975","-0.31190279"," 0.24428509"," 0.40349138","-0.20865572"," 0.41534388"
"M539.393T1476.552","-0.27350625","-0.05462524","-0.05515882"," 0.23586373","-0.13602951","-0.15537329"," 0.02007792","-0.32934199"," 0.67333926","-0.47347654","-0.53508949"," 0.68852970","-0.13462075"," 0.10524591"," 0.42416538"
"M565.421T1472.855","-0.321140720"," 0.008980847"," 0.042582395"," 0.735248668"," 0.461473339","-0.099986062","-0.208204460","-0.053030138","-0.629022414","-0.281568065","-0.310255295"," 0.860378545","-0.085679948","-0.348822582"," 0.229045889"
"M301.14T1288.592"," 0.59377356","-0.66181158","-0.53949923","-0.39030988"," 0.38960903","-0.12343390","-0.20507776"," 0.40699307"," 0.32804002"," 0.57066380"," 0.55539760","-0.61670569","-0.36369837"," 0.08106278","-0.02500346"
