"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15"
"M702.26T836.496",0.028935,-0.010692,0.022074,-0.0037564,-0.026092,0.008322,-0.005342,-0.015538,0.026021,-0.018409,-0.0096587,0.012652,0.0071754,-0.02097,-0.0024208
"M295.152T1325.086",-0.0052327,0.021231,0.0048243,-0.022652,-0.0010136,0.013027,-0.0096653,-0.0047883,0.001816,0.0086963,0.020592,-0.020895,-0.025085,0.0087349,0.0051929
"M614.484T1372.967",-0.011746,-0.0022826,0.013748,0.027544,0.030597,0.053469,-0.0085733,-0.032764,0.013545,-0.023923,0.0085417,-0.0075539,0.0049091,0.015289,-0.004627
"M954.358T843.183",0.040045,-0.0081627,0.011066,-0.0039292,-0.012092,0.010177,0.0060229,-0.014658,0.0055328,-0.041121,-0.016365,-8.9048e-05,0.0076605,-0.0011842,0.00012322
"M329.322T1574.9",-0.011787,-0.02752,-0.02418,0.014714,0.0065131,0.0077516,0.0061035,0.00069876,0.0044375,-0.014818,-0.013327,0.013391,0.0083215,-0.0043798,0.00054793
"M700.27T900.968",0.022591,-0.033807,-0.0065953,0.0083997,-0.014159,0.016717,0.0047348,-0.0057438,0.017184,0.023056,0.0093029,0.0021465,-0.015621,0.010883,0.005301
"M927.568T1387.796",-0.0097415,-0.023616,0.0033273,0.0040033,0.015698,0.016383,0.047666,-0.022263,-0.023124,0.01172,0.0056162,-0.018534,0.0029404,-0.029694,-0.009659
"M689.277T943.472",0.026744,-0.029507,0.0069698,0.0077669,0.0012526,0.012486,-0.0042569,0.013331,0.019538,-0.0072657,0.0072493,-0.010256,-0.0028177,0.0083489,0.001089
"M413.182T880.56",0.017094,-0.015942,0.017834,0.0043258,-0.028853,-0.0018496,0.016281,-0.0039487,0.020952,0.012,-0.011626,-0.016394,0.0027497,-0.0025383,0.0094965
"M439.235T1137.163",0.00208,0.01259,0.012158,0.019815,-0.020883,-0.030838,-0.0065915,-0.024229,-0.016229,-0.00095956,-0.0069166,0.00039175,-0.025489,-0.0027263,0.001969
"M904.648T1499.87",-0.0022762,-0.004795,0.024272,-0.03915,0.02153,-0.015251,0.0075585,-0.0022788,0.0053748,-0.036653,0.013878,-0.0071522,-0.018897,0.022746,0.00093495
"M481.362T1439.996",0.0075414,-0.011356,0.0035652,0.010604,-0.017512,0.005328,0.010952,0.020516,-0.014497,0.037715,0.044304,0.011312,-0.0078232,-0.013863,0.0022351
"M587.443T1574.815",-0.01911,-0.0061377,-0.00063832,0.0032457,0.0046728,0.0044911,-0.019405,0.022383,0.0024504,0.021481,-0.011114,0.019865,-0.0012799,-0.0069873,0.0014824
"M425.216T1401.37",0.0053465,0.0061882,-0.0061117,-0.013356,0.015064,-0.032351,0.016094,-0.0086221,0.010853,-0.008661,-0.016119,-0.013146,0.0013162,0.021036,-0.0048409
"M890.585T1428.316",0.00051876,-0.013284,0.013207,-0.023466,0.011422,-0.0082387,0.025966,-0.033645,-0.032879,0.0040277,0.017555,0.0632,0.0057702,0.025775,-0.0070771
"M829.507T1333.909",0.00034581,-0.012602,-0.0095048,0.015107,0.028914,-0.026623,0.03809,-0.03766,-0.0020084,0.0055849,-0.0085832,0.024976,-0.00238,-0.0055043,-0.00090619
"M430.319T1557.453",-0.020151,-0.023577,-0.0094644,0.016178,-0.0016654,0.0063515,0.0047875,0.0052596,0.0035912,-0.017332,0.0070875,0.020217,0.0043739,0.0017117,0.0039206
"M762.288T940.951",0.037932,-0.013001,0.010028,-0.0037834,0.00017982,0.0060177,0.0091415,0.0070194,-0.010189,0.0009611,0.0026422,-0.0093874,-0.026581,0.017458,0.00094172
"M909.343T957.42",0.032919,-0.010998,0.0046465,-0.0028604,-0.010447,0.0017823,-0.0035009,-0.01212,0.024852,0.0089629,-0.0048142,0.0054734,-0.0099416,0.010726,0.00041747
"M326.29T1508.218",-0.0091732,-0.025544,-0.017488,0.010311,-0.0085375,-0.0036374,0.0070543,-0.0056403,0.0088652,-0.018013,0.022888,0.010541,-0.024017,0.0027073,0.000225
"M889.338T942.609",0.019682,-0.025232,-0.0039124,-0.0052531,-0.018658,0.010264,-0.014227,0.014009,-0.012394,0.00071193,0.0065539,-0.0098445,0.030005,0.0044714,-0.0047146
"M679.391T1153.775",0.021299,0.0030907,-0.033523,-0.018289,0.015855,0.0072512,-0.0045831,0.0062711,0.0055205,0.0067848,-0.011969,-0.027992,-0.021156,0.046344,0.0022731
"M704.261T784.45",0.037377,-0.015507,0.0012298,-0.0074427,-0.0029636,-0.0016061,-0.00085687,0.0022045,0.01182,0.014913,-6.3828e-05,-0.0035922,0.011261,0.00044533,-0.0012142
"M795.538T1365.583",-0.01921,-0.016369,0.015143,0.024066,0.0010643,0.022795,-0.003099,-0.0059182,0.033817,0.0090927,0.031811,-0.034683,0.0094846,0.02844,-0.0042194
"M557.21T874.262",0.03095,-0.018593,0.0086143,0.00033735,-0.014531,-0.0071297,0.0071369,-0.013415,-0.0020653,-0.016628,0.0029128,0.0090001,-0.021222,-0.0070368,-0.0013286
"M885.332T901.88",0.033071,-0.012906,0.0083405,-0.0050711,-0.010256,0.0087478,-0.017486,0.0075183,0.019387,-0.0044473,-0.0074988,-0.0082005,-0.0070926,0.0022574,-0.0012663
"M885.34T952.01",0.030907,-0.016213,0.0063633,-0.004285,-0.0072982,0.010841,-0.0269,-0.0064152,0.016527,-0.0012383,-0.0049083,-0.012365,-0.011011,-0.0049826,0.0028292
"M803.49T1305.244",-0.0013321,0.0038525,0.023546,0.034896,-0.0028797,-0.014681,0.010369,-0.038644,-0.0019005,-0.0008429,-0.014818,0.0049057,-0.016034,0.0006855,-0.00090469
"M699.261T909.479",0.013333,-0.0092242,0.025123,0.0054557,-0.036104,0.0029705,-0.017959,-0.0068854,-0.013718,-0.0099196,0.010949,-0.018743,0.015443,0.00041243,0.0014657
"M1091.429T900.968",0.026777,-0.025858,-0.0093198,0.0077634,0.01168,0.015513,-0.015001,-0.027783,-0.0075685,-0.0046441,7.4729e-05,0.014401,0.010465,0.00097433,0.00067165
"M889.348T1006.792",0.012813,-0.032703,-0.0063556,0.00064953,-0.014745,0.01033,-0.01062,0.021024,-0.018587,0.014466,0.023218,-0.0087324,0.029174,-0.02898,0.0024344
"M706.26T821.568",0.029532,-0.0014888,-0.0013293,0.0015777,-7.9567e-05,0.023068,-0.00059703,0.013816,0.012509,0.028565,0.0068424,0.024716,-0.0063475,0.009823,0.0012582
"M643.444T1405.963",-0.014916,-0.0086212,0.020101,0.031799,0.0023923,-0.0042911,0.0016014,-0.015234,-0.0032741,0.013439,-0.0094666,0.0071433,0.0067457,0.0099466,-0.0018611
"M854.343T843.183",0.043516,-0.015014,0.0021077,-0.0087315,0.0073945,0.020103,-0.0026939,0.0083364,0.026862,-0.023889,0.017583,-0.00070269,-0.022523,0.0060006,-0.0015699
"M325.16T1604.382",-0.021457,-0.033666,-0.017055,0.016094,-0.0035104,0.0060518,-0.0024901,0.0087826,0.0054981,0.012019,0.0024923,0.012213,-0.022506,-0.001703,-0.0053937
"M770.3T957.42",0.02319,-0.03666,-0.018416,0.017023,-0.016735,0.00016676,0.0085703,0.0034914,-0.018556,0.011204,-0.0038262,-0.014875,0.0033888,-0.0072298,-0.010189
"M824.549T1406.219",-0.0043231,-0.020051,-0.0046274,0.020399,0.019099,-0.02056,0.017313,-0.028992,-0.012009,-3.2088e-06,-0.0099145,0.0080031,-0.0090221,0.0051534,0.0056494
"M392.284T1436.378",0.0215,-0.0066451,0.0038122,-0.00091848,0.063169,0.042788,-0.012562,-0.021049,0.018251,0.011191,-0.00047649,0.039832,-0.010526,0.010647,0.0045196
"M837.325T924.637",0.037499,-0.022522,0.01171,-0.0028344,-0.020424,-0.00865,-0.0072579,-0.017494,0.004077,-0.0037747,0.0047261,-0.0052834,-0.0098924,0.014653,0.0012089
"M386.164T943.456",0.029182,-0.046645,-0.034637,0.0041571,0.010562,-0.018187,0.017439,-0.0029157,-0.012605,0.012633,-0.0064726,0.00071618,0.0035214,-0.0012089,-0.0032961
"M635.491T1472.841",0.0002778,-0.021989,0.02003,0.038259,0.022207,-0.047208,0.0008918,0.023676,0.018834,0.0086647,0.020716,-0.01104,0.0010144,-0.026369,-0.0075369
"M1031.387T924.482",0.031772,-0.011642,0.012734,-0.00077123,-0.011367,0.013826,-0.020617,0.001666,0.0045154,-0.019632,-0.018274,0.027825,-0.015585,0.0010354,0.0018112
"M671.245T813.875",0.035261,-0.0083485,0.0031206,0.004908,-0.0089125,-0.018804,0.017222,0.0049526,0.0092831,-0.010068,-0.0038126,0.0070153,-0.0079719,-0.0028583,-0.00050779
"M835.332T872.624",0.038486,-0.012184,0.0095677,-0.012506,-0.010625,-0.0054408,-0.017121,-0.02857,0.010655,0.035916,-0.009849,0.0098477,-0.031358,-0.018748,-0.0013508
"M325.162T1456.762",-0.0038277,0.016625,0.010155,-0.0052386,-0.0016026,0.0132,-0.023518,0.004278,0.011307,0.012184,-0.00067126,0.00037299,0.013974,-0.0034303,0.0037883
"M506.856T1358.969",0.018219,-0.015559,0.03125,0.0049884,-0.0026995,0.020728,0.052926,-0.027231,0.0542,-0.022349,-0.016732,0.028858,0.0091087,-0.042933,-0.0058912
"M841.262T834.347",0.021969,-0.0056724,0.010104,0.0022659,-0.021789,-0.0056402,-0.028899,-0.032207,0.011882,0.014399,-0.017677,0.012435,0.015863,-0.0073166,0.0016385
"M403.166T832.505",0.036112,-0.012817,0.025949,-0.0002563,-0.0089369,-0.0055587,0.01047,0.003822,0.0071403,0.0063165,-0.0023339,0.0036952,-0.022069,0.023397,0.0042824
"M499.192T900.968",0.033114,-0.0028929,0.01437,-0.00052055,-0.010593,0.0013688,-0.015087,-0.0011137,0.0037914,-0.0097351,0.01109,-0.013537,0.017992,-0.0030049,-0.00022216
"M600.417T1406.141",-0.018927,0.01236,0.02385,0.011007,-0.052345,-0.0089345,0.004904,0.0071367,-0.033821,0.026368,0.013258,-0.012849,0.020536,-0.012614,0.0051506
"M1019.379T940.951",0.020788,-0.023666,0.0058877,0.026646,-0.013143,0.037147,0.010244,-0.012269,-0.016859,0.00018581,-0.018731,0.0050685,-0.019757,0.026518,0.0058483
"M901.307T872.2",0.022566,-0.0090462,0.0022144,0.0082571,-0.015855,-0.00082579,-0.018117,0.020347,0.0070559,0.0030744,0.0085063,0.011242,-0.0043365,0.016771,-0.0035233
"M507.38T1474.624",0.0035705,-0.010222,0.030827,0.020512,-0.01137,-0.0095751,-0.0073938,0.016656,0.0069407,-0.011661,-0.0026353,-0.0053861,0.006243,0.027897,0.00039972
"M533.357T1207.169",0.02921,0.021783,-0.0027465,-0.015046,0.030207,0.020419,-0.068878,-0.027088,-0.0069228,-0.022323,-0.017724,0.040754,-0.01426,0.0040186,-0.0018561
"M888.347T872.624",0.036256,-0.01267,0.0080214,-0.0047262,-0.012342,0.0052994,0.00027404,-0.0068998,0.011229,-0.0087636,-0.0041612,0.017883,0.0011641,-0.010146,0.0021369
"M520.182T875.234",0.033785,-0.011483,0.011834,-0.0016512,0.00099008,0.015299,-0.0047497,0.0047293,0.0098326,-0.0074454,0.011276,-0.0090656,-0.0070076,0.018377,0.0066437
"M837.332T895.326",0.035906,-0.030522,0.0054456,-0.0011893,-0.014298,-0.013315,-0.0093266,-0.01798,0.0065862,-0.00016445,0.004426,-0.0097589,-0.0080945,0.0048736,-0.00096147
"M1006.373T828.514",0.038537,-0.0030001,0.010278,-0.0066518,-0.019426,0.0054665,-0.0060351,-0.0022663,0.0058472,0.0044093,0.0012613,0.0086302,-0.010829,-0.0026159,0.0040824
"M991.719T1473.643",0.013785,-0.0085954,-0.018111,-0.042647,-0.017759,0.012548,-0.04809,-0.06698,0.0071021,0.017527,-0.00014105,0.0086364,-0.0041485,-0.012271,8.4571e-05
"M708.266T910.27",0.020588,-0.025741,-0.0020149,0.0096078,-0.021194,0.0041522,-0.018854,0.0083721,-0.018978,-0.010182,-0.0047282,-0.025013,-0.0098765,0.012333,7.2124e-05
"M557.47T1591.049",-0.021929,-0.041348,0.021168,0.033349,0.013943,0.003334,0.015938,0.031926,0.0051779,0.013335,-0.0022179,-0.013062,0.016103,0.013986,-0.0082061
"M822.328T902.328",0.041948,-0.020065,0.011613,-0.0062811,-0.01611,0.0024279,0.0027956,0.015269,0.012769,0.012368,-0.0037751,0.013451,-0.022589,0.0033821,0.0063684
"M499.365T1490.14",-0.0047691,0.0011813,0.020205,0.016063,-0.010517,0.02202,-0.027765,0.038328,0.0087267,-0.031788,-0.02682,0.0069879,0.014803,0.0053754,-0.010421
"M999.386T843.183",0.034025,-0.013095,0.0068274,-0.0073611,-0.014219,-0.0074566,0.002341,-0.012547,0.042816,0.018891,0.0024503,-0.018641,0.037775,0.0045463,-0.0043667
"M803.496T1340.099",0.0021348,0.0076302,0.02713,0.029991,0.00050827,-0.016093,0.0070362,-0.039504,-0.0015631,-0.0041088,-0.0077967,0.0029932,-0.0106,0.0066175,0.0033417
"M399.308T1262.042",0.025124,0.0081914,0.021084,-0.03896,0.061111,-0.0055468,-0.025877,-0.0154,0.028155,-0.052104,0.050543,-0.024885,0.052788,0.03175,0.00055666
"M715.229T800.587",-0.0041637,-0.037522,-0.018327,0.014781,-0.013776,0.010922,-0.014074,-0.00021344,0.016277,0.0014932,-0.00093945,0.018088,0.0098263,-0.0013654,-0.0042686
"M1000.719T1341.992",0.00076647,-0.014829,0.038608,-0.038888,0.014295,0.0064897,0.018251,-0.033132,0.047555,-0.038514,0.02244,0.021901,0.059466,-0.044836,-0.021573
"M1006.382T812.644",0.037355,-0.0044764,0.001079,-0.0040598,-0.012406,0.0086864,0.0060352,-0.010823,-0.0071437,-0.006502,0.0067246,0.0024357,-0.012384,-0.0073111,0.0063183
"M352.255T1036.333",0.023516,0.015129,0.0055451,-0.019667,-0.011804,0.029415,-0.00070162,-0.016452,-0.025352,-0.027811,0.026258,0.028793,0.018083,-0.002611,-0.0015861
"M644.467T1354.385",0.014731,0.014269,-0.014766,0.015783,0.025905,0.008236,-0.0066505,-0.021636,-0.013068,-0.010052,0.014556,0.0032982,0.011552,0.0089899,-0.0017047
"M847.518T1306.823",-0.018367,-0.031595,-0.0044336,0.026475,-0.0047055,0.012926,0.011631,-0.029491,0.009013,0.0075384,-0.0059639,-0.011723,0.010577,0.0041456,-0.0027302
"M689.542T1488.279",0.0055471,-0.021332,0.011466,0.011982,-0.0049158,0.005022,0.016844,0.040302,0.0035474,0.0234,0.0028609,0.026008,-0.029645,-0.011923,-8.7204e-05
"M425.215T1440.098",0.0046535,0.0044368,-0.0097151,-0.012074,0.018662,-0.029562,0.0089156,-0.0073253,0.0096318,-0.002257,-0.016931,-0.013868,5.8316e-05,0.010338,-0.0017713
"M725.257T926.047",0.014682,0.0059244,0.012901,0.0089269,-0.011644,-0.0095698,-0.031379,-0.012736,-0.019277,-0.012579,0.015095,-0.032284,-0.032156,-0.036623,-0.0027361
"M471.309T1335.803",0.022614,0.008329,0.012652,-0.0055534,0.010595,0.0093412,-0.0027361,0.018193,-0.02006,0.0048397,0.0061836,0.029269,0.017985,-0.0062472,0.0043529
"M451.316T1407.26",-0.0061251,-0.0038844,0.0042406,0.0061366,0.0026339,0.019569,0.025479,0.0085415,-0.012889,0.013794,0.023764,-0.0038957,0.012182,0.021844,-0.00054376
"M991.717T1439.372",0.014035,-0.0080917,-0.018833,-0.044939,-0.021369,0.013551,-0.042984,-0.071252,0.012612,0.013577,0.0064461,0.007293,-0.012778,-0.020213,0.0016201
"M945.39T951.54",0.033026,-0.0048797,0.025133,0.015575,-0.03866,0.008129,-0.019831,0.013597,-0.0047788,-0.025015,0.00037781,-0.013062,0.0081312,-0.0097188,0.0069864
"M295.151T1418.277",-0.0051481,0.015997,0.0026721,-0.024791,-0.0033111,0.0051177,-0.0028162,0.0024533,0.016347,0.0066242,0.023596,-0.018543,-0.0091376,0.011641,-0.0019901
"M943.383T973.898",0.020459,-0.041047,0.021335,0.041515,-0.043244,0.028945,-0.033526,0.017136,0.012941,-0.067585,-0.0026953,-0.027798,0.0043456,-0.016341,-0.0081561
"M689.544T1473.566",0.010817,-0.015601,0.011542,0.015882,-0.0071229,-0.0014192,0.0052563,0.040459,0.010382,0.023607,0.0024782,0.057032,-0.024314,-0.010411,0.009681
"M379.264T1355.475",0.0052905,0.016865,0.014188,-0.0050067,-0.0068115,-0.0062103,-0.017927,0.009116,-0.013789,-0.011766,0.017068,-0.021541,0.020378,-0.0026802,-0.0021963
"M837.33T941.332",0.037868,-0.032187,0.0063106,0.0016543,-0.021073,-0.0059743,0.0021502,-0.010608,0.0050676,-0.012998,0.0094955,-0.012173,-0.021965,0.010194,7.6411e-05
"M530.251T1067.757",0.022063,-0.0037871,0.011912,0.0089569,-0.022558,0.0012805,-0.001064,-0.01407,0.0018481,0.0090986,0.015255,-0.0066737,0.03223,-0.0028231,-0.0028639
"M610.486T1325.086",0.0049971,0.00017114,0.014997,0.024015,0.035063,-0.012918,0.02843,-0.0099997,0.0029494,-0.011099,-0.0077806,0.015272,-0.0088156,-0.015541,0.0029526
"M601.255T947.668",0.018528,-0.018971,0.0028258,0.012986,-0.023007,-0.0034024,0.0044853,-0.0064976,-0.0348,-0.021778,0.014484,-0.0090975,-0.0019862,-0.015692,-0.0064134
"M370.348T1575.63",-0.0061657,-0.021316,-0.034622,0.017044,0.017607,-0.019911,0.0030327,-0.02496,0.0309,0.021914,-0.0073258,0.0039355,-0.037994,-0.0025173,-0.0031924
"M387.25T1406.584",0.0057362,-0.0075285,0.022567,0.01301,0.032125,0.020407,-0.026449,0.010986,0.017262,0.0052401,-0.007018,-0.001116,0.010303,0.0084818,0.0043969
"M827.597T1446.028",0.022485,0.014451,-0.0080764,-0.026439,0.029893,-0.0085817,0.0013515,0.031294,0.036039,0.042532,-0.0036791,-0.0081496,0.091475,0.055876,0.0054789
"M801.479T1239.153",0.0024399,0.013822,0.019291,0.022786,-0.011236,-0.00097736,0.014993,-0.038629,-0.031545,0.0063812,0.013999,-0.019578,0.0024276,0.016187,0.00093203
"M476.38T1456.538",0.0051972,-0.0051548,0.0081862,0.021343,-0.013017,0.019036,0.0049054,0.037118,0.012364,-0.016757,-0.012635,0.0014752,0.042575,0.0024137,-0.0036721
"M943.401T977.152",0.012436,-0.048154,0.014831,0.046867,-0.041771,0.030677,-0.036185,0.017368,0.017026,-0.066432,0.0026863,-0.026689,0.00090849,-0.017268,-0.015844
"M578.503T1590.788",-0.01245,-0.035337,0.017823,0.020715,0.015445,-0.0036351,-0.010776,0.015363,-0.0076189,0.0010728,-0.0080916,0.0068812,0.014441,0.0072068,0.0058664
"M857.33T957.42",0.029968,-0.011902,0.00096793,-0.0057317,-0.017718,-0.00055736,-0.016691,-0.0021306,0.0087539,0.019054,0.016239,-0.0027127,-0.0046407,0.00014903,0.00084105
"M933.368T973.898",0.021783,-0.025572,-0.0036286,0.0071806,-0.0044816,0.010401,0.00073145,0.00035118,-0.0095219,0.024654,0.016421,-0.02165,0.0015453,-0.0060444,0.0011134
"M829.507T1405.065",-0.0028172,-0.016157,-0.011492,0.016904,0.028092,-0.02456,0.036338,-0.035863,-0.00162,0.0049628,-0.0075373,0.022582,-0.0025055,-0.0053635,0.011706
"M549.428T1523.962",-0.0024161,-0.019534,0.009646,0.033503,0.0053776,0.0010645,-0.0013237,0.033009,0.0026944,0.0082555,-0.01079,0.0015272,0.014348,-0.0040777,0.0086125
"M259.067T312.641",0.034223,-0.025984,0.0032379,-0.0066585,-0.0053682,0.011427,0.033929,-0.00012408,0.03621,0.0086946,-0.0012805,-0.026509,-0.0054966,-0.036799,-0.005909
"M824.341T924.482",0.044355,-0.039566,-0.0059946,0.0048955,-0.020278,-0.0058846,0.02388,0.0043221,0.0034685,-0.0044309,-0.018531,0.00060947,-0.016099,-0.0021973,0.00046188
"M608.277T903.94",0.0099698,-0.025843,-0.050228,-0.0065093,0.0079038,-0.040751,-0.0075538,-0.011325,-0.024911,-0.0019301,-0.054267,-0.059145,0.037937,-0.010421,-0.022053
"M512.413T1558.325",-0.012121,-0.026853,-0.019112,0.016923,0.0091567,-0.0018732,0.0008551,0.0053904,0.0083442,-0.013266,0.010541,0.0071455,-0.0048529,0.011541,-0.013542
"M1063.401T857.905",0.046568,-0.024272,0.011359,0.00043236,0.023898,0.010823,-0.0023194,-0.010106,-0.036209,-0.0061712,0.0097911,0.029318,-0.030236,0.007553,0.0017387
"M491.175T936.403",0.031618,0.00020156,0.034832,0.017739,-0.039091,0.017015,-0.027801,0.00721,-0.00041459,-0.038008,-0.010697,-0.0074817,0.00036789,-0.024675,-0.0040708
"M824.536T1352.157",0.0042729,-0.0087389,0.0037911,0.01804,0.020665,-0.022959,0.021118,-0.035437,-0.012528,0.00092461,-0.011232,0.0067008,-0.010694,0.0031579,0.00015034
"M829.508T1389.189",-0.003871,-0.017552,-0.01222,0.017326,0.027659,-0.023816,0.03587,-0.035257,-0.0014707,0.004843,-0.0065732,0.021815,-0.002638,-0.0056974,-0.0014295
"M807.348T918.929",0.054369,-0.050339,-0.037552,0.002883,0.009121,-0.029388,0.042732,-0.0046229,-0.0077156,-0.0069252,-0.039348,0.018333,0.028295,0.03478,-0.0083374
"M641.443T1389.187",0.01109,0.0010953,0.0091725,0.0064843,-0.002287,-0.0029101,0.018964,-0.0055276,-0.01145,0.043805,-0.022249,-0.04832,0.0070117,-0.027715,-0.0038122
"M803.498T1269.605",0.0055835,0.01108,0.028067,0.027571,0.0007806,-0.017407,0.0051925,-0.038243,-0.0017264,-0.0035652,-0.0058697,0.0016564,-0.010947,0.0078981,-0.00078736
"M488.187T973.898",0.0177,-0.027674,-0.0071323,0.0036007,-0.015666,0.00034723,0.00043698,-0.0018291,-0.032682,0.010603,0.032402,0.012895,0.004226,-0.0046709,0.0047299
"M610.257T918.479",0.015832,-0.018528,-0.0093994,0.0062826,-0.027122,0.0064377,0.0046531,-0.0052276,0.01301,-0.029285,0.015767,-0.010778,0.00067102,0.0067336,0.0016856
"M906.636T1393.418",-0.0049027,0.0075549,0.028894,-0.022186,0.016638,-0.014216,0.011309,-0.046837,-0.0093604,-0.01837,-0.066052,-0.0062957,0.023196,0.015526,-0.0042281
"M481.361T1422.828",0.0098624,-0.0081923,0.009645,0.0083829,-0.0072677,-0.00038302,0.0053972,0.015913,-0.034405,0.046163,0.056155,0.0033523,-0.009082,-0.010354,-0.00051973
"M815.507T1358.969",-0.0030991,0.0087224,0.01944,0.0092779,0.035783,-0.0016796,0.014319,-0.03501,0.0040141,0.0099718,-0.0049642,0.010804,-0.034577,0.01378,0.0037405
"M367.199T1319.161",0.015859,0.026022,0.0080579,-0.016476,-0.013934,-0.0035201,-0.0038173,0.0084622,0.018608,0.0041574,0.0083618,-0.033036,0.0067464,0.032465,-0.00094044
"M519.181T769.174",0.039257,0.0023511,0.017848,-0.0032391,-0.016898,-0.00090786,0.0027378,-0.0031096,0.018193,0.00043182,-0.014948,-0.0012826,-0.00033746,0.021876,0.0063511
"M821.327T902.328",0.044686,-0.021688,0.010903,-0.0083081,-0.018743,-8.7132e-06,0.011681,0.011573,0.019439,0.0060682,-0.0021254,2.5615e-05,-0.028628,0.012756,0.0081106
"M837.318T945.789",0.032106,-0.037716,0.0010432,0.0030943,-0.021307,-0.010654,0.00060032,-0.018618,0.0091087,-0.009095,0.0095709,-0.016869,-0.012217,-4.3238e-05,0.0032616
"M967.614T1358.969",-0.0087666,-0.036232,0.0069273,0.029709,0.011335,0.0070549,0.040723,-0.034108,-0.015179,0.0072186,0.0026822,-0.018268,0.017417,-0.016493,-0.001022
"M395.255T1390.374",-0.0062588,-0.017748,-0.0025442,-0.0053425,-0.00033861,0.011886,0.01171,0.0058736,-0.042491,-0.039742,0.0047662,0.0020717,0.030586,0.045842,-0.00097827
"M566.424T1474.624",-0.0087689,7.5903e-05,0.022135,0.02848,-0.0077063,0.0090873,-0.011003,0.010984,-0.038959,0.0096468,-0.046649,-0.011719,0.010831,0.0023341,-0.0015427
"M623.265T920.434",0.018057,-0.018649,-0.00090276,0.0077682,-0.014086,-0.0084042,-0.0062725,0.0083024,-0.0073383,-0.029427,0.0029932,-0.039347,0.004978,0.021556,-0.0039971
"M878.315T828.514",0.040397,0.0071832,0.017907,-0.01063,-0.015884,-0.0047818,-0.011118,-0.0079973,-0.015802,-0.0087135,0.026819,-0.0098038,0.026989,-0.00075498,0.0078285
"M855.591T1523.593",0.0086969,-0.012664,-0.0067094,-0.034324,0.015361,0.0046805,-0.024805,-0.045125,0.018513,0.025964,0.013987,0.024967,0.011096,0.0020102,-0.0031994
"M471.315T1439.847",0.01271,0.00058924,0.01098,0.013611,0.012901,-0.0017915,0.0034026,0.023821,-0.03415,0.018258,-0.0019501,0.014778,0.035497,0.00099128,0.001705
"M819.483T1052.14",0.022602,0.026038,0.026369,0.0032611,0.0018605,-0.022977,-0.0098989,-0.0052927,-0.0038744,0.0080432,-0.0073729,0.02197,0.00086587,-0.016454,0.0069866
"M858.336T973.898",0.03197,-0.019431,-0.01143,0.0011655,0.0048788,0.004567,0.0093385,-0.014989,-0.026907,-0.01853,0.020322,-0.015544,0.0069907,-0.01413,-0.0010931
"M542.478T1573.977",-0.030031,-0.055401,-0.0081957,0.045858,-0.0073882,0.0040505,0.0015079,0.024302,0.018337,-0.0048198,-0.001542,-0.017366,0.00020916,-0.014949,-0.014687
"M873.589T1438.489",0.007036,-0.021261,0.0092468,-0.048787,-0.003584,-0.036424,-0.0062416,-0.008691,-0.010845,0.01115,0.016838,0.059374,-0.00875,0.0094763,0.0051848
"M432.221T1406.201",-0.014873,-0.029528,-0.022613,0.024327,0.01872,-0.0041013,0.023494,-0.010492,0.0031134,0.00027248,0.0056264,0.024637,-0.012742,0.011993,-0.00028617
"M965.537T1163.004",0.020262,0.0078204,0.032901,0.0082357,0.013062,0.0035944,0.015339,-0.027049,0.00274,0.0022785,0.014034,0.00099675,0.0015987,0.0088292,0.0022006
"M256.263T1593.285",-0.02663,-0.047857,-0.03039,0.019897,0.0028282,0.005174,-0.0043543,-0.0028025,0.01976,0.0082894,-0.0012781,0.0034937,0.0040622,-0.0066835,0.0080627
"M579.488T1406.122",0.011851,0.015862,0.0035702,-0.0074648,-0.0048279,0.0076026,0.0053188,0.047267,0.030418,0.00073885,0.049752,0.014798,0.020611,-0.014711,0.00029882
"M522.261T1109.944",0.012816,0.0092986,0.015872,-0.01809,0.039056,0.027984,-0.01072,-0.027431,0.033154,-0.017606,-0.035641,-0.011239,-0.023215,0.0013323,-0.00048606
"M785.299T924.482",0.03048,-0.015342,0.00095875,-0.011969,-0.0064394,0.003724,-0.00088703,0.0041782,0.00081853,0.0090469,0.024308,-0.0054309,-0.0064699,0.0027746,-0.0011009
"M469.321T1405.986",0.015779,0.02165,0.010336,-0.0067202,0.0094326,-0.001984,0.0013496,0.028439,-0.011758,-0.02477,0.0067182,0.0029258,-0.026374,0.014653,-0.0012156
"M403.243T1438.94",0.0079066,0.0066204,0.010316,0.012818,0.0035581,-0.0030978,0.014934,0.026725,-0.01221,0.032305,-0.003125,-0.0024992,0.017724,0.015756,-0.0012655
"M455.152T813.875",0.043636,-0.0060431,0.0024568,-0.010118,0.012286,-0.024981,0.004899,-0.0207,0.019422,-0.0028983,-0.01852,-0.0044007,0.024451,0.0078982,0.00056916
"M662.261T828.514",0.031179,-0.0040012,0.011743,-0.0095754,0.0011133,-0.0061346,-0.016478,0.011083,0.0090114,-0.0070243,-0.022519,0.0016358,-0.013914,-0.013677,0.00021528
"M913.569T1358.969",-0.0028659,-0.0096829,0.029838,-0.050713,0.023249,0.0072311,0.042584,-0.014559,-0.019075,-0.033969,-0.071568,-0.016699,-0.0034236,0.00097917,0.0031953
