"",f.value,p.value,-log10(p),FDR,Fisher's LSD (top 1000)
M885.332T901.88,4.0373,0.036698,1.4354,0.47705,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M1002.386T959.199,4.0366,0.036716,1.4351,0.47705,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M840.568T1356.47,4.0343,0.036772,1.4345,0.47705,First-tp_Control - First-tp_Fusarium; First-tp_Drought - First-tp_Fusarium; First-tp_Xanthomonas - First-tp_Fusarium
M847.317T919.58,4.0306,0.036865,1.4334,0.47705,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M838.564T1490.054,4.0241,0.037025,1.4315,0.47705,First-tp_Fusarium - First-tp_Drought
M621.422T1335.803,4.0217,0.037085,1.4308,0.47705,First-tp_Xanthomonas - First-tp_Control; First-tp_Drought - First-tp_Fusarium; First-tp_Xanthomonas - First-tp_Fusarium
M1001.706T1624.867,4.0149,0.037255,1.4288,0.47705,First-tp_Xanthomonas - First-tp_Control; First-tp_Xanthomonas - First-tp_Drought
M885.34T952.01,3.996,0.037731,1.4233,0.47705,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M649.479T1423.325,3.9939,0.037783,1.4227,0.47705,First-tp_Xanthomonas - First-tp_Control; First-tp_Xanthomonas - First-tp_Fusarium
M639.424T1423.012,3.9894,0.037899,1.4214,0.47705,First-tp_Xanthomonas - First-tp_Control; First-tp_Xanthomonas - First-tp_Fusarium
M1054.431T975.822,3.9844,0.038027,1.4199,0.47705,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M898.344T887.472,3.9739,0.038296,1.4168,0.47705,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M963.375T943.327,3.9685,0.038435,1.4153,0.47705,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M1000.38T828.514,3.9607,0.038638,1.413,0.47705,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M871.347T798.136,3.9572,0.038732,1.4119,0.47705,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M855.342T925.437,3.9539,0.038818,1.411,0.47705,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M894.338T940.951,3.9302,0.039445,1.404,0.47705,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M566.215T813.875,3.9299,0.039453,1.4039,0.47705,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M427.172T904.493,3.9167,0.039809,1.4,0.47705,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M564.206T918.312,3.9119,0.039938,1.3986,0.47705,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M861.315T941.124,3.91,0.03999,1.3981,0.47705,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M1087.424T940.951,3.8997,0.040271,1.395,0.47705,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M661.445T1228.528,3.8732,0.041003,1.3872,0.47705,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M990.389T957.42,3.8721,0.041036,1.3868,0.47705,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control
M808.349T959.178,3.8715,0.041053,1.3867,0.47705,First-tp_Fusarium - First-tp_Control
M681.469T1389.183,3.8568,0.041466,1.3823,0.47705,First-tp_Drought - First-tp_Fusarium; First-tp_Xanthomonas - First-tp_Fusarium
M905.364T942.609,3.8503,0.04165,1.3804,0.47705,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control; First-tp_Fusarium - First-tp_Drought
M805.331T872.624,3.8473,0.041736,1.3795,0.47705,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M837.55T1439.862,3.8441,0.041829,1.3785,0.47705,First-tp_Fusarium - First-tp_Drought; First-tp_Xanthomonas - First-tp_Drought
M758.249T769.852,3.8365,0.042047,1.3763,0.47705,First-tp_Fusarium - First-tp_Control; First-tp_Fusarium - First-tp_Xanthomonas
M893.342T812.644,3.8056,0.042948,1.3671,0.47705,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M787.312T881.272,3.8018,0.043061,1.3659,0.47705,First-tp_Xanthomonas - First-tp_Control
M481.203T929.492,3.801,0.043083,1.3657,0.47705,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M650.482T1423.013,3.7994,0.043133,1.3652,0.47705,First-tp_Xanthomonas - First-tp_Fusarium
M850.319T935.639,3.7825,0.043637,1.3601,0.47705,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M789.34T911.399,3.7759,0.043835,1.3582,0.47705,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control
M822.329T941.141,3.7612,0.044285,1.3537,0.47705,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M833.305T975.822,3.7609,0.044292,1.3537,0.47705,First-tp_Fusarium - First-tp_Control
M689.269T924.637,3.76,0.044321,1.3534,0.47705,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M1001.365T875.234,3.7565,0.044427,1.3523,0.47705,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M836.312T942.609,3.7482,0.044684,1.3499,0.47705,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M795.538T1390.404,3.7456,0.044765,1.3491,0.47705,First-tp_Control - First-tp_Drought; First-tp_Xanthomonas - First-tp_Drought; First-tp_Xanthomonas - First-tp_Fusarium
M1070.408T957.42,3.7403,0.04493,1.3475,0.47705,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M960.389T959.199,3.7347,0.045105,1.3458,0.47705,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M869.334T919.017,3.73,0.045251,1.3444,0.47705,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M936.359T886.012,3.7299,0.045255,1.3443,0.47705,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M433.152T909.874,3.7266,0.045359,1.3433,0.47705,First-tp_Fusarium - First-tp_Control
M914.341T957.42,3.721,0.045537,1.3416,0.47705,First-tp_Fusarium - First-tp_Control
M715.234T828.282,3.7179,0.045632,1.3407,0.47705,First-tp_Fusarium - First-tp_Control
M855.334T832.505,3.7157,0.045702,1.3401,0.47705,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M1033.405T908.018,3.7151,0.045723,1.3399,0.47705,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M785.299T924.482,3.7086,0.045929,1.3379,0.47705,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M899.333T857.905,3.7005,0.04619,1.3355,0.47705,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M613.48T1389.147,3.6976,0.046281,1.3346,0.47705,First-tp_Control - First-tp_Fusarium; First-tp_Drought - First-tp_Fusarium; First-tp_Xanthomonas - First-tp_Fusarium
M634.244T942.609,3.6912,0.046488,1.3327,0.47705,First-tp_Fusarium - First-tp_Control
M871.337T832.505,3.6902,0.046522,1.3323,0.47705,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control
M935.358T959.199,3.6758,0.046993,1.328,0.47705,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M975.373T872.624,3.6723,0.047108,1.3269,0.47705,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M795.538T1365.583,3.6692,0.047209,1.326,0.47705,First-tp_Control - First-tp_Drought; First-tp_Xanthomonas - First-tp_Drought; First-tp_Xanthomonas - First-tp_Fusarium
M937.361T940.951,3.667,0.047282,1.3253,0.47705,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M1051.398T857.905,3.6513,0.047803,1.3205,0.47705,First-tp_Xanthomonas - First-tp_Control
M1013.365T908.018,3.6507,0.047824,1.3204,0.47705,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M798.337T946.991,3.6348,0.048362,1.3155,0.47705,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M833.318T940.951,3.6239,0.048734,1.3122,0.47705,First-tp_Fusarium - First-tp_Control
M677.441T1317.16,3.6223,0.048788,1.3117,0.47705,First-tp_Drought - First-tp_Control; First-tp_Drought - First-tp_Xanthomonas
M471.218T918.479,3.6211,0.048827,1.3113,0.47705,First-tp_Fusarium - First-tp_Control
M515.185T908.801,3.6155,0.049019,1.3096,0.47705,First-tp_Xanthomonas - First-tp_Control
M1002.908T1006.792,3.6144,0.049058,1.3093,0.47705,First-tp_Fusarium - First-tp_Control
M473.199T864.231,3.6139,0.049077,1.3091,0.47705,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M565.21T891.79,3.6133,0.049098,1.3089,0.47705,First-tp_Fusarium - First-tp_Control
M436.428T1590.788,3.6104,0.049196,1.3081,0.47705,First-tp_Control - First-tp_Fusarium; First-tp_Xanthomonas - First-tp_Fusarium
M770.29T919.58,3.5849,0.05009,1.3002,0.47705,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M562.399T1338.646,3.5845,0.050102,1.3001,0.47705,First-tp_Control - First-tp_Drought; First-tp_Control - First-tp_Fusarium
M455.314T1423.012,3.5745,0.050458,1.2971,0.47705,First-tp_Xanthomonas - First-tp_Control; First-tp_Xanthomonas - First-tp_Fusarium
M889.348T1006.792,3.5692,0.050649,1.2954,0.47705,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M793.328T942.609,3.5678,0.050697,1.295,0.47705,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M618.492T1624.789,3.5655,0.050782,1.2943,0.47705,First-tp_Xanthomonas - First-tp_Control; First-tp_Xanthomonas - First-tp_Drought; First-tp_Xanthomonas - First-tp_Fusarium
M937.358T812.644,3.5644,0.05082,1.294,0.47705,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M811.324T926.047,3.5612,0.050936,1.293,0.47705,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control
M521.363T1439.751,3.5588,0.051023,1.2922,0.47705,First-tp_Xanthomonas - First-tp_Control; First-tp_Xanthomonas - First-tp_Fusarium
M673.286T985.123,3.5557,0.051133,1.2913,0.47705,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control
M371.101T1558.593,3.5396,0.051722,1.2863,0.47705,First-tp_Xanthomonas - First-tp_Drought; First-tp_Xanthomonas - First-tp_Fusarium
M564.208T942.149,3.5308,0.052047,1.2836,0.47705,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M973.381T919.58,3.5261,0.052222,1.2822,0.47705,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M905.343T902.791,3.5197,0.05246,1.2802,0.47705,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M513.174T813.875,3.5166,0.052575,1.2792,0.47705,First-tp_Drought - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M259.067T312.641,3.5077,0.052909,1.2765,0.47705,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M917.354T941.124,3.5005,0.053182,1.2742,0.47705,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M512.175T909.479,3.4984,0.05326,1.2736,0.47705,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M371.256T1312.999,3.4954,0.053374,1.2727,0.47705,First-tp_Fusarium - First-tp_Control
M354.339T1389.852,3.4686,0.054407,1.2643,0.47705,First-tp_Fusarium - First-tp_Drought
M681.469T1408.485,3.4662,0.054501,1.2636,0.47705,First-tp_Drought - First-tp_Fusarium; First-tp_Xanthomonas - First-tp_Fusarium
M689.277T943.472,3.4599,0.054747,1.2616,0.47705,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M818.274T858.699,3.4574,0.054847,1.2608,0.47705,First-tp_Fusarium - First-tp_Control
M699.264T863.447,3.4567,0.054875,1.2606,0.47705,First-tp_Xanthomonas - First-tp_Control
M697.239T908.018,3.44,0.055535,1.2554,0.47705,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control
M958.387T951.54,3.4327,0.055828,1.2531,0.47705,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M447.25T1372.484,3.4279,0.05602,1.2517,0.47705,First-tp_Drought - First-tp_Control; First-tp_Drought - First-tp_Xanthomonas
M1115.431T857.905,3.4219,0.056262,1.2498,0.47705,First-tp_Fusarium - First-tp_Control
M594.494T1539.529,3.4108,0.056716,1.2463,0.47705,First-tp_Xanthomonas - First-tp_Control; First-tp_Xanthomonas - First-tp_Fusarium
M411.287T1496.037,3.4087,0.056801,1.2456,0.47705,First-tp_Fusarium - First-tp_Drought; First-tp_Xanthomonas - First-tp_Drought
M973.388T942.139,3.4077,0.056844,1.2453,0.47705,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M503.174T828.514,3.4065,0.05689,1.245,0.47705,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M908.359T973.898,3.4029,0.057039,1.2438,0.47705,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M725.552T1574.274,3.3953,0.057352,1.2415,0.47705,First-tp_Xanthomonas - First-tp_Drought
M950.358T940.951,3.3936,0.057423,1.2409,0.47705,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M847.319T941.78,3.3913,0.057519,1.2402,0.47705,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M923.356T940.951,3.3902,0.057563,1.2399,0.47705,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M878.337T941.124,3.3891,0.057611,1.2395,0.47705,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M455.152T813.875,3.3886,0.057632,1.2393,0.47705,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control
M886.58T1457.506,3.3843,0.057813,1.238,0.47705,First-tp_Drought - First-tp_Fusarium; First-tp_Xanthomonas - First-tp_Fusarium
M865.306T813.875,3.3805,0.057969,1.2368,0.47705,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M973.671T1456.538,3.3799,0.057998,1.2366,0.47705,First-tp_Drought - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M551.201T893.689,3.3775,0.058096,1.2359,0.47705,First-tp_Fusarium - First-tp_Control
M438.151T843.183,3.3712,0.058363,1.2339,0.47705,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M837.332T895.326,3.3661,0.058578,1.2323,0.47705,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M1014.372T940.951,3.3655,0.058604,1.2321,0.47705,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M903.341T917.809,3.3544,0.059078,1.2286,0.47705,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M927.368T919.58,3.3504,0.059249,1.2273,0.47705,First-tp_Drought - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M1005.382T812.644,3.35,0.059268,1.2272,0.47705,First-tp_Drought - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M666.233T924.482,3.343,0.059571,1.225,0.47705,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control
M967.385T975.822,3.3377,0.059801,1.2233,0.47705,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M936.366T908.195,3.3338,0.059968,1.2221,0.47705,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M283.275T1527.558,3.3306,0.06011,1.2211,0.47705,First-tp_Control - First-tp_Drought; First-tp_Xanthomonas - First-tp_Drought
M654.247T924.482,3.3251,0.060353,1.2193,0.47705,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M768.289T941.124,3.3209,0.060535,1.218,0.47705,First-tp_Drought - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M987.384T843.183,3.3181,0.060659,1.2171,0.47705,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control
M821.327T902.328,3.3167,0.060723,1.2166,0.47705,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M995.371T941.78,3.3151,0.060792,1.2162,0.47705,First-tp_Fusarium - First-tp_Control
M386.164T943.456,3.3141,0.060836,1.2158,0.47705,First-tp_Fusarium - First-tp_Control
M902.349T917.809,3.3083,0.061094,1.214,0.47705,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M567.43T1421.35,3.3042,0.061278,1.2127,0.47705,First-tp_Xanthomonas - First-tp_Fusarium
M682.262T843.183,3.3032,0.061324,1.2124,0.47705,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control
M888.347T872.624,3.2953,0.06168,1.2099,0.47705,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M573.209T836.496,3.2947,0.061706,1.2097,0.47705,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M901.307T872.2,3.2916,0.061843,1.2087,0.47705,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M680.472T1423.013,3.2769,0.062513,1.204,0.47905,First-tp_Drought - First-tp_Fusarium; First-tp_Xanthomonas - First-tp_Fusarium
M930.353T957.42,3.2681,0.062918,1.2012,0.47905,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control
M958.38T975.822,3.2621,0.063198,1.1993,0.47905,First-tp_Drought - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M816.307T940.951,3.2619,0.063206,1.1992,0.47905,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M879.863T1006.792,3.2582,0.06338,1.198,0.47905,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M985.395T812.644,3.2524,0.063649,1.1962,0.47905,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control
M574.468T1330.445,3.2458,0.063958,1.1941,0.47905,First-tp_Drought - First-tp_Fusarium; First-tp_Xanthomonas - First-tp_Fusarium
M500.359T1492.083,3.2399,0.064239,1.1922,0.47905,First-tp_Xanthomonas - First-tp_Drought; First-tp_Xanthomonas - First-tp_Fusarium
M787.311T857.905,3.233,0.064565,1.19,0.47905,First-tp_Xanthomonas - First-tp_Control
M511.167T891.652,3.2166,0.065351,1.1847,0.47905,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M420.286T1339.593,3.2162,0.065369,1.1846,0.47905,First-tp_Drought - First-tp_Fusarium; First-tp_Drought - First-tp_Xanthomonas
M523.36T1271.932,3.2104,0.065649,1.1828,0.47905,First-tp_Control - First-tp_Drought; First-tp_Control - First-tp_Xanthomonas
M451.316T1407.26,3.2083,0.065751,1.1821,0.47905,First-tp_Control - First-tp_Fusarium; First-tp_Xanthomonas - First-tp_Fusarium
M909.343T957.42,3.2074,0.065798,1.1818,0.47905,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control
M538.212T908.195,3.207,0.065815,1.1817,0.47905,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M867.357T1023.188,3.2064,0.065846,1.1815,0.47905,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M866.86T1039.673,3.2013,0.066093,1.1798,0.47905,First-tp_Xanthomonas - First-tp_Control
M872.596T1490.371,3.1958,0.066363,1.1781,0.47905,First-tp_Fusarium - First-tp_Control; First-tp_Fusarium - First-tp_Drought
M997.379T940.951,3.1863,0.066833,1.175,0.47905,First-tp_Fusarium - First-tp_Control
M889.305T842.452,3.1863,0.066834,1.175,0.47905,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M595.491T1621.712,3.1855,0.06687,1.1748,0.47905,First-tp_Xanthomonas - First-tp_Drought
M637.415T1439.736,3.1826,0.067017,1.1738,0.47905,First-tp_Xanthomonas - First-tp_Fusarium
M719.539T1371.072,3.1809,0.067101,1.1733,0.47905,First-tp_Control - First-tp_Fusarium; First-tp_Drought - First-tp_Fusarium; First-tp_Xanthomonas - First-tp_Fusarium
M867.589T1591.283,3.1713,0.067577,1.1702,0.47905,First-tp_Xanthomonas - First-tp_Fusarium
M461.356T1493.495,3.171,0.067592,1.1701,0.47905,First-tp_Xanthomonas - First-tp_Fusarium
M495.181T880.56,3.1651,0.067894,1.1682,0.47905,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control
M514.174T908.018,3.1629,0.068001,1.1675,0.47905,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M920.344T942.609,3.1567,0.068318,1.1655,0.47905,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M623.426T1405.986,3.1497,0.068674,1.1632,0.47905,First-tp_Xanthomonas - First-tp_Fusarium
M1077.418T843.183,3.1464,0.068845,1.1621,0.47905,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M1037.391T940.951,3.1439,0.06897,1.1613,0.47905,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M698.241T891.652,3.1432,0.069006,1.1611,0.47905,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control
M593.49T1490.213,3.1393,0.069208,1.1598,0.47905,First-tp_Xanthomonas - First-tp_Control; First-tp_Xanthomonas - First-tp_Fusarium
M593.49T1539.529,3.1392,0.069212,1.1598,0.47905,First-tp_Xanthomonas - First-tp_Control; First-tp_Xanthomonas - First-tp_Fusarium
M993.368T827.274,3.1283,0.069777,1.1563,0.47949,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control
M886.334T992.353,3.1281,0.069791,1.1562,0.47949,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M838.304T872.624,3.123,0.070056,1.1546,0.47949,First-tp_Drought - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M832.325T857.905,3.1203,0.070195,1.1537,0.47949,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control
M820.314T857.905,3.1179,0.070322,1.1529,0.47949,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M593.485T1401.37,3.1078,0.070854,1.1496,0.48168,First-tp_Xanthomonas - First-tp_Control; First-tp_Xanthomonas - First-tp_Fusarium
M890.353T1023.188,3.0931,0.07164,1.1448,0.48232,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M757.232T831.535,3.0893,0.071844,1.1436,0.48232,First-tp_Fusarium - First-tp_Control; First-tp_Fusarium - First-tp_Drought; First-tp_Fusarium - First-tp_Xanthomonas
M495.326T1408.99,3.0844,0.072107,1.142,0.48232,First-tp_Drought - First-tp_Fusarium; First-tp_Xanthomonas - First-tp_Fusarium
M870.334T843.183,3.0818,0.072252,1.1411,0.48232,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M973.378T827.274,3.0797,0.072365,1.1405,0.48232,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control
M335.219T1456.26,3.0782,0.072446,1.14,0.48232,First-tp_Control - First-tp_Drought; First-tp_Control - First-tp_Fusarium
M906.636T1393.418,3.0755,0.072592,1.1391,0.48232,First-tp_Drought - First-tp_Fusarium; First-tp_Drought - First-tp_Xanthomonas
M311.159T1389.016,3.0748,0.072632,1.1389,0.48232,First-tp_Fusarium - First-tp_Control; First-tp_Fusarium - First-tp_Drought; First-tp_Fusarium - First-tp_Xanthomonas
M706.253T891.652,3.0621,0.073329,1.1347,0.4824,First-tp_Fusarium - First-tp_Control
M682.472T1373.006,3.0607,0.073405,1.1343,0.4824,First-tp_Drought - First-tp_Fusarium; First-tp_Xanthomonas - First-tp_Fusarium
M427.165T783.656,3.0584,0.073531,1.1335,0.4824,First-tp_Fusarium - First-tp_Control
M209.153T884.787,3.0509,0.073949,1.1311,0.4824,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M670.245T959.199,3.048,0.074109,1.1301,0.4824,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M803.312T872.624,3.0438,0.074345,1.1287,0.4824,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M933.368T973.898,3.0427,0.074406,1.1284,0.4824,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M789.338T992.058,3.0421,0.074439,1.1282,0.4824,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M824.341T924.482,3.0384,0.074652,1.127,0.4824,First-tp_Fusarium - First-tp_Control
M564.205T827.274,3.0317,0.07503,1.1248,0.4824,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M577.494T1463.866,3.0283,0.075224,1.1236,0.4824,First-tp_Xanthomonas - First-tp_Control; First-tp_Xanthomonas - First-tp_Fusarium
M683.47T1389.183,3.0244,0.075444,1.1224,0.4824,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M697.259T909.874,3.0198,0.075708,1.1209,0.4824,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control
M965.374T872.624,3.0192,0.075739,1.1207,0.4824,First-tp_Drought - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
