"","Comp. 1","Comp. 2","Comp. 3","Comp. 4"
"M868.801T68.637",0.2523,0.58388,0.60446,0.60444
"M1223.501T894.767",0.25214,0.25015,0.25599,0.25703
"M653.691T320.692",0.24945,0.34663,0.35088,0.35146
"M701.333T69.273",0.24824,0.58663,0.5932,0.59317
"M387.165T771.864",0.24558,0.28617,0.28538,0.28755
"M593.934T851.064",0.24427,0.71093,0.71197,0.71189
"M870.649T1317.21",0.24355,0.2687,0.3045,0.30457
"M771.83T66.444",0.23613,0.62354,0.63632,0.6364
"M322.969T105.104",0.23529,0.23063,0.28172,0.2818
"M613.564T887.981",0.23355,0.28303,0.30221,0.30305
"M1463.124T939.772",0.22973,0.36933,0.4219,0.42185
"M369.388T763.979",0.22919,0.25105,0.26581,0.26635
"M824.816T67.434",0.22864,0.58304,0.60547,0.60594
"M359.061T194.361",0.22828,0.26918,0.26932,0.27075
"M613.983T886.617",0.22173,0.36371,0.36255,0.36258
"M700.328T66.684",0.21412,0.57077,0.58282,0.58276
"M701.418T1268.098",0.2136,0.45744,0.46219,0.46222
"M264T169.106",0.21213,0.39563,0.4086,0.40896
"M714.826T66.684",0.21109,0.6054,0.61183,0.61185
"M564.929T1201.416",0.21035,0.34326,0.34214,0.3421
"M404.065T806.181",0.19839,0.37761,0.39543,0.39543
"M1354.628T902.5",0.19772,0.66457,0.66377,0.66369
"M456.925T66.979",0.19537,0.47005,0.47351,0.47373
"M453.101T88.055",0.19102,0.18301,0.1893,0.19138
"M447.094T753.734",0.19028,0.25928,0.31097,0.31133
"M643.851T67.124",0.18596,0.51073,0.53506,0.53521
"M494.233T920.795",0.17516,0.42002,0.44939,0.45013
"M1323.606T888.291",0.17437,0.21486,0.21403,0.21789
"M656.833T67.115",0.16922,0.53127,0.53789,0.53799
"M1209.581T888.373",0.16601,0.18852,0.21514,0.2156
"M513.129T730.532",0.16517,0.24774,0.28283,0.2832
"M438.263T1164.917",0.16136,0.37433,0.40914,0.41018
"M1323.575T889.628",0.15927,0.16595,0.17888,0.17907
"M575.708T1045.732",0.15901,0.18787,0.28261,0.2827
"M472.886T66.482",0.15651,0.29334,0.3506,0.35057
"M241.108T881.116",0.15525,0.28456,0.31504,0.31767
"M407.173T414.983",0.14935,0.16963,0.2171,0.22261
"M1229.54T895.369",0.14867,0.36189,0.40686,0.40703
"M728.88T67.591",0.14833,0.61877,0.63051,0.63044
"M1224.522T894.229",0.14642,0.15512,0.20445,0.20465
"M344.844T1719.46",0.14463,0.16426,0.16604,0.16782
"M425.046T798.077",0.14434,0.25138,0.28805,0.28868
"M285.243T1390.408",0.14104,0.14996,0.20246,0.20452
"M630.879T67.545",0.14015,0.49677,0.50977,0.50971
"M280.961T95.439",0.13779,0.29662,0.33027,0.33175
"M1079.533T897.421",0.12583,0.16725,0.2391,0.2391
"M760.823T66.885",0.12196,0.66109,0.66012,0.66043
"M591.465T1235.608",0.12156,0.61774,0.61756,0.6177
"M209.025T89.634",0.1125,0.14537,0.14599,0.14759
"M415.27T1182.702",0.11165,0.57791,0.5756,0.57571
"M641.167T774.439",0.11117,0.11333,0.21852,0.21943
"M526.316T1188.04",0.11115,0.24887,0.24822,0.24927
"M465.105T746.988",0.11098,0.21819,0.27287,0.27361
"M872.81T67.519",0.10593,0.6869,0.70301,0.70311
"M333.062T883.084",0.10287,0.31757,0.39879,0.39939
"M723.112T851.461",0.10267,0.28358,0.31365,0.31389
"M389.182T799.355",0.099298,0.19336,0.21227,0.21228
"M732.876T67.374",0.091826,0.59198,0.62076,0.62073
"M323.042T818.446",0.090377,0.47048,0.46858,0.46864
"M540.867T1245.744",0.08803,0.38069,0.39156,0.39165
"M693.17T791.92",0.085402,0.26725,0.26624,0.2665
"M1331.507T909.803",0.085162,0.13551,0.14889,0.14939
"M476.12T661.378",0.080887,0.93276,0.93456,0.93449
"M445.037T424.564",0.08061,0.1885,0.18814,0.18846
"M886.794T67.143",0.074216,0.75535,0.76832,0.7683
"M723.577T942.094",0.06973,0.49066,0.49938,0.50006
"M593.922T852.299",0.068837,0.45483,0.47674,0.47686
"M384.092T841.195",0.066816,0.1926,0.27171,0.27169
"M915.823T68.606",0.066601,0.33397,0.39083,0.39086
"M572.874T67.143",0.057593,0.47604,0.49849,0.49844
"M1201.918T909.936",0.056871,0.38857,0.41081,0.41087
"M596.277T932.512",0.05634,0.28777,0.31658,0.31705
"M726.808T67.734",0.056107,0.34709,0.36673,0.36695
"M466.978T106.664",0.043049,0.20057,0.22982,0.23078
"M442.823T96.43",0.041719,0.056215,0.11447,0.1203
"M204.975T113.721",0.037638,0.3274,0.3293,0.32934
"M289.12T769.482",0.033143,0.041327,0.16496,0.165
"M815.832T67.938",0.03277,0.70878,0.72162,0.72179
"M631.877T67.938",0.030567,0.72342,0.72571,0.72589
"M1162.845T896.125",0.027425,0.029512,0.10733,0.11534
"M442.938T91.386",0.025217,0.12567,0.14956,0.15089
"M478.295T1238.56",0.023421,0.036396,0.13891,0.13895
"M1048.557T894.929",0.023036,0.2714,0.31291,0.31287
"M1296.901T900.549",0.017613,0.51583,0.5583,0.55823
"M421.636T753.774",0.014847,0.13284,0.25348,0.25372
"M884.8T66.979",0.011309,0.53282,0.54737,0.54764
"M365.143T832.741",0.010417,0.39085,0.42721,0.42724
"M559.667T1200.71",0.0078934,0.10427,0.1849,0.18628
"M463.02T875.074",0.0062842,0.2205,0.24519,0.24669
