"","Comp 1","Comp 2","Comp 3","Comp 4"
"M1103.384T928.554",0.04463,-0.026629,-0.018037,0.0083408
"M683.887T67.591",-0.0056578,-0.093386,0.06478,0.025761
"M553.164T782.325",0.029238,0.014153,-0.038193,0.011819
"M644.846T66.885",0.015564,-0.040812,0.044139,-0.019695
"M521.022T764.729",0.018104,0.0017113,0.040194,-0.036572
"M559.276T958.275",0.042032,-0.026698,0.0049576,-0.0050421
"M943.39T965.159",0.040472,-0.041006,-0.039825,0.021183
"M613.983T886.617",-0.01213,0.033951,-0.0032982,-0.014588
"M173.008T106.871",0.032331,0.0040354,0.038751,0.0083796
"M429.486T320.767",0.023992,-0.0025633,0.028023,-0.007082
"M693.17T791.92",0.0071191,-0.028645,-0.0012495,0.024855
"M433.376T793.769",0.019518,-0.022267,0.026039,-0.02426
"M760.823T66.885",0.0074701,-0.076084,0.023689,-0.044675
"M469.095T760.602",0.024285,-0.016513,0.0056696,-0.032647
"M937.334T882.127",0.03604,-0.019052,-0.035726,0.0090062
"M728.269T963.544",0.042316,-0.041664,-0.039248,0.03709
"M433.122T384.02",0.021581,0.07416,-0.0078336,-0.0080122
"M951.343T881.927",0.047816,-0.021859,-0.024666,0.0073846
"M401.027T415.826",0.034898,0.064977,-0.0051372,-0.027707
"M715.392T322.783",0.012017,0.031183,0.01808,0.060516
"M665.182T815.828",0.042807,-0.034356,-0.017019,0.0065546
"M447.959T106.92",0.041346,-0.0013839,0.010975,-0.060317
"M1296.901T900.549",-0.0084113,0.035623,0.074931,0.0031088
"M349.057T865.046",0.035889,-0.020372,0.018626,-0.0040719
"M1014.811T1344.847",0.034798,0.029119,-0.014244,0.018946
"M521.224T935.29",0.041306,-0.026618,0.0076693,0.014328
"M1390.547T1005.094",0.016346,0.027174,-0.06221,0.02414
"M313.275T1417.53",0.027428,0.022887,0.015814,-0.057697
"M477.088T1628.76",0.020764,0.014798,0.0040067,-0.054864
"M613.564T887.981",-0.0043516,-0.029483,0.044591,-0.045228
"M395.28T1470.273",0.03833,-0.0094667,-0.00028001,-0.0099394
"M697.753T1005.082",0.0080106,0.018762,-0.0019027,-0.082173
"M285.243T1390.408",-0.0055815,0.02025,-0.038361,-0.056806
"M481.224T887.168",0.022081,-0.026044,0.0373,-0.032221
"M486.878T66.684",0.016753,-0.031412,0.061168,-0.035025
"M343.103T489.112",0.052059,-0.018025,-0.0031601,-0.023169
"M444.872T67.426",0.021319,0.023101,0.003592,-0.018243
"M643.851T67.124",0.0024595,-0.068466,0.061994,-0.030371
"M771.83T66.444",0.0026582,-0.07711,0.052303,-0.028089
"M463.182T861.112",0.036476,0.021741,0.01144,-0.053884
"M323.042T818.446",0.010894,-0.049991,0.00041846,-0.020555
"M333.062T954.304",0.054884,-0.026336,-0.01567,-0.063156
"M543.282T933.008",0.030395,0.025438,0.0006956,0.0094493
"M415.161T821.344",0.042239,0.0010834,-0.012737,0.0072808
"M609.153T789.212",0.032026,-0.010579,-0.0037369,0.0026086
"M714.826T66.684",0.0032664,-0.072637,0.039268,-0.021191
"M454.975T107.571",0.028992,0.026597,0.013626,-0.021663
"M292.14T116.338",0.018966,0.07024,-0.042421,-0.045061
"M501.375T66.858",0.024114,-0.084331,0.025423,0.026112
"M328.886T98.013",0.022799,0.034034,0.016899,-0.072439
"M317.064T416.942",0.039466,0.028856,0.025888,-0.0010256
"M453.099T792.789",0.024811,-0.0036008,0.034636,-0.0111
"M759.145T875.232",0.049976,-0.017413,-0.037768,0.06623
"M1117.54T932.512",0.031199,-0.03679,0.017136,0.024604
"M1132.537T923.907",0.0296,0.0047057,-0.019413,-0.0080316
"M726.808T67.734",0.0041942,-0.049385,0.046485,-0.027311
"M824.341T916.725",0.034229,0.046352,0.028582,0.0061618
"M345.082T140.774",0.032896,-0.0023803,0.016506,0.0011049
"M251.019T152.27",-0.0085753,-0.02294,0.053468,-0.004867
"M279.164T1571.945",0.023332,0.018224,0.023397,-0.049222
"M540.867T1245.744",-0.00368,0.031354,0.036926,-0.020328
"M238.069T801.926",0.0416,0.010308,-0.00248,-0.019936
"M755.7T809.167",0.042539,-0.037533,0.028738,0.016293
"M418.896T66.885",0.027269,0.021991,0.063637,0.0063611
"M347.091T1147.321",0.043545,0.0088392,0.0041858,-0.013651
"M427.009T107.872",0.034315,0.0090172,0.027716,-0.026186
"M243.065T108.531",0.025257,0.035842,-0.019652,-0.031999
"M974.806T67.938",-0.014146,-0.098584,0.077961,-0.027905
"M741.841T67.938",0.022066,-0.047884,0.037769,0.0004581
"M409.172T733.287",0.045573,-0.028446,0.024489,0.0085566
"M469.019T418.674",0.031445,0.084123,0.010969,-0.02247
"M775.809T66.684",-0.0014253,-0.076169,0.052677,-0.025525
"M435.959T107.38",0.040176,0.010377,0.03765,-0.06636
"M676.309T1245.665",0.014134,0.012421,0.016368,-0.053171
"M265.261T1518.666",0.025188,0.021118,0.011881,-0.016316
"M339.058T415.891",0.03258,0.069049,0.029715,-0.031715
"M785.833T68.422",0.033641,-0.066317,0.077308,0.0034125
"M448.965T106.062",0.02944,0.023977,-4.3427e-05,-0.054699
"M1354.628T902.5",0.0048427,-0.064997,-0.018679,0.006343
"M241.108T881.116",-0.009117,0.039824,-0.035074,-0.08024
"M418.894T1736.453",0.02755,-0.013997,0.019438,0.0016474
"M562.892T1151.046",0.032105,0.02598,-0.0031466,-0.017047
"M319.076T917.392",0.060294,-0.033835,0.0042203,0.019265
"M405.167T106.416",0.040534,-0.011294,0.0092174,-0.012444
"M445.095T115.802",0.038439,-0.010473,0.0030766,-0.011209
"M505.902T66.721",-0.010469,-0.088638,0.0767,-0.019464
"M338.938T105.668",0.030168,0.023685,0.0069584,-0.029232
"M657.832T67.374",0.01669,-0.062935,0.044041,-0.0069307
"M885.822T66.912",0.00085292,-0.097989,0.0531,0.023768
"M385.188T793.619",0.032146,-0.0023611,0.0075957,-0.0047075
"M541.046T1246.429",0.017119,0.0043388,0.037306,-0.037814
"M562.835T1148.266",0.02628,0.04435,0.043189,0.00045355
"M1243.514T983.057",0.042423,-0.010028,-0.0041604,-0.071484
"M1105.431T888.552",0.026196,-0.015366,-0.032022,-0.0019666
"M697.905T994.286",0.020917,0.019888,-0.0090265,5.4165e-05
"M401.05T875.074",0.033843,-0.025022,0.009045,0.017668
"M600.854T66.846",0.028144,-0.030854,0.031642,-0.034119
"M731.208T950.406",0.016037,0.0034949,-0.049221,-0.003595
"M470.098T771.956",0.032928,0.0090453,0.00451,0.0014393
"M344.844T1719.46",0.0060975,-0.0069568,-0.0024224,-0.047915
"M641.167T774.439",0.0028322,-0.013676,0.070654,-0.039741
"M778.832T66.858",0.026445,-0.017974,0.041751,-0.017695
"M747.22T952.211",0.043849,-0.034239,0.00042576,0.017211
"M377.049T427.197",0.01981,-0.030199,-0.010373,-0.045109
"M493.23T921.818",0.020615,-0.058332,0.0048387,-0.0070109
"M387.346T67.938",0.026788,-0.031499,0.014076,0.013503
"M367.08T114.463",0.038767,-0.015102,0.0066604,-0.021665
"M401.049T776.54",0.033602,0.0072658,0.0034447,-0.032819
"M323.019T128.103",0.035563,-0.014449,0.0097295,-0.0051818
"M459.149T771.729",0.033116,-0.016919,0.029898,-0.008018
"M507.151T845.473",0.038209,-0.02815,0.0013715,0.00047378
"M415.27T1182.702",-0.0063559,0.063406,0.00058131,-0.028726
"M359.123T830.487",0.042554,-0.033871,-0.023345,0.03377
"M549.174T847.493",0.033798,0.0069495,-0.010512,-0.023614
"M340.859T1719.351",0.031749,-0.0024353,-0.0042847,-0.052661
"M702.25T942.066",0.034684,0.0014648,-0.026405,-0.00081954
"M453.035T765.753",0.027156,0.0072636,-0.019487,-0.010462
"M329.089T195.942",0.03126,0.018045,0.0080378,-0.042557
"M615.152T88.13",0.021779,0.0034554,0.029716,0.023102
"M399.092T115.22",0.028277,0.017548,-0.0046579,-0.036844
"M519.896T67.425",-0.010283,-0.075493,0.061554,0.011333
"M447.222T1194.448",0.021571,0.018227,0.058562,0.025706
"M559.04T89.345",0.024788,0.025569,-0.012335,0.064484
"M513.235T964.262",0.039239,-0.0060579,-0.0013677,-0.01159
"M701.333T69.273",0.017158,-0.068741,0.033091,0.015874
"M413.108T298.268",0.038611,0.01738,0.00044706,-0.054002
"M434.871T1737.903",0.028277,-0.0041318,-0.016998,0.025496
"M353.052T831.694",0.032078,-0.072533,-0.021106,0.0102
"M775.338T1039.594",0.059821,-0.0091103,-0.0067804,-0.034086
"M429.074T115.482",0.031972,0.0028584,0.0079245,0.02429
"M475.877T67.555",0.027181,0.0083941,-0.0096942,-0.018088
"M299.259T1433.689",0.024479,0.045508,0.023842,0.0083112
"M187.905T92.369",0.035585,0.015598,0.004627,-0.067097
"M809.324T904.082",0.041269,-0.034766,-0.0097944,0.0079195
"M493.136T809.014",0.027913,-0.029701,-0.011487,-0.027784
"M438.263T1164.917",-0.01102,0.021255,0.049122,0.058438
"M313.094T115.286",0.030299,0.0032059,0.010554,-0.037545
"M515.105T113.414",0.024275,0.0078895,0.0032419,-0.04019
"M285.909T1803.837",0.026318,0.0073918,0.029234,-0.026206
"M658.83T67.591",0.026653,-0.038131,0.067975,-0.017796
"M447.05T875.673",0.040066,-0.010977,0.043029,-0.01044
"M795.198T1006.041",0.025891,0.033414,0.014072,0.012271
"M321.216T1624.59",0.022552,0.012977,0.02334,-0.022129
"M615.195T761.983",0.037386,-0.010518,0.020431,-0.01071
"M643.188T893.85",0.021335,0.027014,0.025558,-0.005339
"M293.177T1149.195",0.019282,0.0039634,0.020504,-0.067469
"M429.121T110.997",0.029699,0.0052009,0.005824,-0.014878
"M289.886T1868.955",0.027404,0.010241,-0.009205,-0.031447
"M269.15T1584.952",0.022913,0.014124,0.014835,-0.03262
"M427.124T881.088",0.033677,-0.039421,0.025869,-0.0054416
"M246.886T1784.096",0.027404,-0.0034477,0.01714,-0.03172
"M318.143T1501.634",0.011521,0.010723,0.038882,-0.063308
"M1614.109T935.709",0.041096,-0.00596,-0.004442,0.015263
"M345.119T282.765",0.032317,0.0037606,0.034898,-0.028198
"M467.051T320.771",0.030487,0.0039869,0.022518,0.025711
"M293.179T1541.097",0.020648,0.00319,0.04467,-0.0099228
"M265.426T1576.148",-0.015341,-0.054379,-0.030151,-0.060109
"M706.816T67.734",0.027844,-0.035495,0.034648,-0.036295
"M578.43T1675.044",0.045633,-0.021825,-0.027456,0.021437
"M707.828T66.684",0.027312,0.0016879,-0.039267,-0.050626
"M418.974T1483.997",0.0095045,0.016171,0.031561,0.043731
"M372.9T1734.569",0.024785,0.022154,0.0097743,0.0074707
