"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","X9.1","X9.2","X9.3","X9.4","QC.1","QC.2","QC.3","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.4","X12.1","X12.2","X12.3"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","Other","Other","Other","Second-tp_Control","Second-tp_Control","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Second-tp_Xanthomonas"
"M593.489T1431.043","-0.6863690747","-0.5763256015","-0.3885883056","-0.0708006365","-0.1439886856","-0.3799972694"," 0.1002329820","-0.3479300258","-0.0534489679","-0.3802645261","-1.2052412715"," 0.2121116418","-0.2383652985"," 0.1807591644"," 0.3393953441"," 0.1278772766"," 0.2127280188"," 0.0676244900","-0.0663890415"," 0.1514747697"," 0.1666982797"," 0.3333377676"," 0.3277730863"," 0.1766137698"," 0.3711152505"," 0.4079703944"," 0.6070110729"," 0.4068008483","-0.0009447974"," 0.3491293447"
"M639.424T1291.55","-0.152029085","-0.875088236","-0.208397846","-0.183624148","-0.020877584","-0.232622501"," 0.724886158","-0.493269635","-0.425605750","-0.232623152","-1.122407122"," 0.097268303","-0.161367184","-0.466129923"," 0.242817252"," 0.006075414"," 0.108094153","-0.031394291"," 0.246600251"," 0.474715629"," 0.398444380"," 0.210939378"," 0.134627321","-0.047936273"," 0.268975132"," 0.391353932"," 0.394813551"," 0.332888220"," 0.292136371"," 0.328737284"
"M986.591T1195.638"," 0.260454225","-0.197909048"," 0.122161041","-0.084072530"," 0.129715477"," 0.067845803"," 0.969625954","-0.201953598","-0.335781219","-0.029830013","-0.596619758","-0.100788447","-0.007176883"," 0.634728741","-0.180578341","-0.209968844","-0.219959146","-0.086548633"," 0.456609332"," 0.670021794","-0.252095307","-0.123073818"," 0.240937847"," 0.072029823","-0.405085291","-0.198860525","-0.114056026","-0.309700524"," 0.051411625","-0.021483709"
"M591.473T1440.13","-0.5802368977","-0.4719260458","-0.3653635492","-0.0796135536","-0.0684497149","-0.8543527716"," 0.0508255341","-0.5469165724","-0.2484518699","-0.3870371084","-1.4964030907"," 0.3551192372","-0.3345052936"," 0.0002308256"," 0.3922066831"," 0.0154784903"," 0.2187558189"," 0.0242708567","-0.1426940115"," 0.3127390225"," 0.4119834377"," 0.4695638221"," 0.3057561901"," 0.2050127113"," 0.6516645668"," 0.5403885561"," 0.4188051527"," 0.7057109292"," 0.1458342478"," 0.3516043970"
"M590.465T1389.456","-0.30518557"," 0.09056870","-0.73758571","-0.11291583"," 0.08025752","-0.73903909"," 0.06323052","-0.54728271","-0.64548241","-0.90659425","-1.77700253"," 0.33639053"," 0.10524809","-0.03282368"," 0.41481558"," 0.04552889"," 0.27138828"," 0.27825058"," 0.07874410"," 0.22080605"," 0.61102434"," 0.46267058"," 0.19888092"," 0.11945913"," 0.61883853"," 0.54693187"," 0.25370402"," 0.63477869"," 0.31899050"," 0.05340435"
"M631.469T1330.308","-0.38402929","-0.85291983","-0.52947901","-0.14902096","-0.18351193","-0.20300384"," 1.12694329","-0.56406336","-0.18661679","-0.48161032","-1.08137325"," 0.12578492","-0.41259503"," 0.18460432"," 0.53008463","-0.02512923","-0.17076732"," 0.07636970"," 0.26512009"," 0.99713349"," 0.39168309"," 0.60274080"," 0.04673119"," 0.14330558"," 0.17578045"," 0.18811179"," 0.14688884"," 0.24387090"," 0.03710275","-0.05813566"
"M637.415T1439.736","-0.36198913","-0.43777767","-0.36197798","-0.08058200","-0.11950549","-0.19582868","-0.25502461","-0.24470374","-0.39181511","-0.31405768","-0.89347928","-0.08308487","-0.32784785","-0.12343665"," 0.21077131","-0.01884646"," 0.28395431","-0.05423105","-0.04146864"," 0.22526571"," 0.45446953"," 0.42351033"," 0.02975473"," 0.26144150"," 0.38728077"," 0.23232197"," 0.49608965"," 0.64080824"," 0.32897976"," 0.33100909"
"M759.217T1590.788"," 0.4779943310"," 0.2103796351"," 0.0923962082","-0.0225692215"," 0.3048178241","-0.0003069818","-0.5046864261"," 0.1371141466","-0.0391305382","-0.0985622632"," 0.3823784753","-0.3029211061","-0.2572880486","-0.2938086342"," 0.1313357828","-0.3093780085","-0.0346099938"," 0.2302143116"," 0.2170906233","-0.0653724565"," 0.0681678516","-0.4328276907","-0.1813307758"," 0.0024470941","-0.4580791119","-0.2695410846","-0.4381265539","-0.2827471365"," 0.5414543410"," 1.1954954075"
"M711.441T1125.643","-0.508226357","-0.390292260","-0.289796512","-0.098229336"," 0.180512118","-0.207298067"," 0.694503321","-0.552113534","-0.373003548","-0.172013393","-0.485526454","-0.464296082","-0.172418299","-0.325499735","-0.152526608","-0.073557147"," 0.133937478"," 0.067552864"," 0.415204970"," 0.120418829"," 0.816794127"," 0.737280113"," 0.395239339","-0.182342269"," 0.124904812"," 0.017718869","-0.009632709"," 0.444087828"," 0.490264694","-0.181647053"
"M810.527T1193.498"," 0.075552845","-0.760267468","-0.107837393"," 0.002454546","-0.257813849"," 0.048155501"," 0.486042083","-0.080038320","-0.303067271","-0.054941612","-0.851565783"," 0.461293396"," 0.127462422"," 0.041828850"," 0.040224776"," 0.234645880"," 0.246091780","-0.015487091","-0.479152139"," 0.303171615","-0.087018864"," 0.242538300"," 0.322140060"," 0.034456669","-0.121118256","-0.224644536"," 0.043122870"," 0.079184102"," 0.240787085"," 0.313799803"
"M646.453T1439.754","-4.558296e-01","-3.757538e-01","-2.215140e-01"," 8.546601e-02","-7.718358e-02","-1.917442e-01","-4.562351e-01","-5.896291e-01","-2.962420e-01","-3.364794e-01","-7.710651e-01"," 7.349842e-02","-1.723609e-01","-2.747612e-01"," 2.387145e-01"," 1.808605e-02"," 1.421808e-01","-5.855208e-05","-4.605704e-02"," 4.024992e-01"," 2.583194e-01"," 3.827674e-01"," 2.193006e-01"," 5.557845e-03"," 6.461984e-01"," 2.817669e-01"," 3.152368e-01"," 4.931833e-01"," 3.477792e-01"," 3.543585e-01"
"M379.265T1372.423"," 0.06629483"," 0.12240110","-0.19442068"," 0.20080509","-0.28143157","-0.04639614"," 0.60831677","-0.17672989","-0.26400245","-0.11243849"," 0.10412056"," 0.01252020"," 0.07086601"," 0.02351728","-0.09523839"," 0.15450701","-0.12649849","-0.15259815","-0.08984392"," 0.57039829","-0.14016851"," 0.41656071","-0.02183661","-0.05250208","-0.40599772","-0.18214333"," 0.19134187"," 0.21007381"," 0.15344860","-0.56292569"
"M926.605T1358.969","-0.52221890"," 0.33409176","-0.49914711"," 0.17797696","-0.38880660","-0.33393352","-0.84974041","-0.45671580","-0.20225822","-0.90567759","-0.53811044","-0.52481098"," 0.41575799"," 0.13864969"," 0.40848472","-0.07872898","-0.65994425","-0.06708713","-0.38886761"," 0.30855900"," 0.12103142"," 0.46450723"," 0.88187756"," 0.24075497"," 0.32600221"," 0.63403968"," 0.58299254"," 0.23449042"," 0.51360268"," 0.63322873"
"M951.568T1338.092","-0.188802042","-0.427061503"," 0.107324240"," 0.018039429"," 0.229020216"," 0.236154477"," 0.004337851","-0.273735499","-0.404754459"," 0.466984648","-0.875334833"," 0.501138596"," 0.271283832"," 0.042821618"," 0.223149323","-0.519736846","-0.092810246","-0.422254201","-0.053958851"," 0.457787204","-0.482730322"," 0.244469150","-0.054594915","-0.275295784","-0.054188085","-0.215803762"," 0.453859379"," 0.358503244"," 0.325308148"," 0.400879993"
"M651.516T1408.532","-0.59834030","-0.51474990","-0.23422985"," 0.14464223","-0.25122226","-0.55342822"," 0.02716591","-0.39671283","-0.01978213","-0.63680414","-1.71472511"," 0.43716282"," 0.04031689","-0.05343891"," 0.35232493","-0.03828628"," 0.36231109","-0.02067220","-0.05701982"," 0.55355405"," 0.47046031"," 0.43983726"," 0.28182352"," 0.07666109"," 0.38315171"," 0.34275798"," 0.27569691"," 0.50440594"," 0.24601331"," 0.15112600"
"M593.49T1557.453","-0.699155935","-0.546701179","-0.351399813","-0.030200527","-0.166902919","-0.397239010"," 0.163257892","-0.338300445","-0.054973479","-0.410232343","-1.115076715"," 0.241345460","-0.233286472"," 0.163561150"," 0.301195838"," 0.115065117"," 0.239181624"," 0.048234120","-0.131413479"," 0.093854234"," 0.149917335"," 0.317205176"," 0.337357416"," 0.164725367"," 0.361814825"," 0.415428292"," 0.619674867"," 0.399241429","-0.006136585"," 0.349958762"
"M881.483T1130.872"," 0.06885834","-0.32208747"," 0.29827876"," 0.40066601","-0.04106680","-0.19136738"," 1.07987214","-0.07527142","-0.27495774"," 0.52171210","-0.17608867"," 0.62334769"," 0.13778094","-0.23038187","-0.41006827","-0.33202378","-0.01287868","-0.26798934","-0.03947918"," 0.46287494","-0.42552110","-0.10902645"," 0.01054728","-0.22004218","-0.04231354","-0.18386074"," 0.01783523","-0.25640714","-0.07819164"," 0.06724996"
"M967.557T1267.284"," 0.358856306","-0.481408769","-0.002903379","-0.137917120"," 0.010117774","-0.239622897"," 0.447623221","-0.015063524","-0.117913503"," 0.449670971","-0.520671743"," 0.376328253","-0.096012097","-0.163743510","-0.111035035","-0.408223444","-0.244434326"," 0.014518335"," 0.446889956"," 0.304493772","-0.169145520","-0.037015313"," 0.046102725"," 0.350596491","-0.246186683","-0.094566911"," 0.134853264","-0.032330719"," 0.213319553","-0.035176126"
"M574.468T1330.445","-0.32624513","-0.93146352","-0.40527486","-0.25827087","-0.08140008","-0.34919016"," 0.42826331","-0.46049695","-0.51618084","-0.45593325","-1.54872650"," 0.17073570","-0.47518728"," 0.20834910"," 0.48921668"," 0.04093606"," 0.20325854"," 0.14772890"," 0.06965861"," 0.32933612"," 0.43853521"," 0.60054050"," 0.39441995"," 0.14218969"," 0.44232253"," 0.55784210"," 0.22026452"," 0.57199212"," 0.12997930"," 0.22280052"
"M668.492T1305.416","-0.240918771","-0.615742372","-0.397456032"," 0.125203988","-0.029548997","-0.377991417"," 0.651807788","-0.221256600","-0.907014094","-0.447287125","-1.604459862"," 0.320199419","-0.040911225","-0.280925157"," 0.138657903"," 0.055881035"," 0.136500811","-0.088512632"," 0.009240055"," 0.552283019"," 0.285971391"," 0.610207197"," 0.134200124"," 0.038413438"," 0.541954600"," 0.292373153"," 0.342244280"," 0.381637797"," 0.227017649"," 0.408230638"
"M587.442T1269.605","-0.09802040","-0.68386578","-0.40319602","-0.24457266"," 0.04805773","-0.04766460"," 0.94552539","-0.50607331","-0.58902038","-0.25701318","-0.83389033","-0.30673194","-0.25192132","-0.10339974"," 0.34118287","-0.02645611"," 0.03611983","-0.20002801"," 0.58905715"," 0.64266180"," 0.35096604"," 0.57310290"," 0.20648697"," 0.03944643"," 0.14940644"," 0.03516065"," 0.10161496"," 0.42605251","-0.17717072"," 0.24418282"
"M711.566T1557.453","-0.48676801","-0.26562575","-0.32345449"," 0.52897649","-0.03727568","-0.31588741","-0.44200724","-0.37786322","-0.23268889","-0.70603482","-0.27355119"," 0.52589085","-0.35843270","-0.01829734","-0.11930873"," 0.22223846"," 0.17906764","-0.15638546","-0.22741144","-0.11864195"," 0.13985319"," 0.35663431","-0.06107628","-0.05942526"," 0.52242330"," 0.07088500"," 1.52848636"," 0.12083489","-0.13671660"," 0.52156194"
"M648.466T1423.012","-0.63803291","-0.82948089","-0.61806314","-0.05041928","-0.14948186","-0.28724554","-0.15161244","-0.59416179","-0.41281733","-0.63479467","-1.10216228"," 0.24897281","-0.24927046","-0.16435903"," 0.38788141"," 0.15997850"," 0.15273142"," 0.01512181","-0.06285519"," 0.38093682"," 0.47385660"," 0.63247791"," 0.22133658"," 0.12596332"," 0.70596998"," 0.45840885"," 0.58462224"," 0.76337441"," 0.17818314"," 0.45494101"
"M951.572T1242.045","-0.177475572","-0.494094032"," 0.029904138","-0.054499053"," 0.315390543"," 0.262521381"," 0.441237052","-0.270001811","-0.390418703"," 0.491125965","-0.796702746"," 0.438093449"," 0.232684044"," 0.235515498"," 0.208788797","-0.482901953","-0.193710687","-0.433720334","-0.005245368"," 0.537288179","-0.433357639"," 0.143582438","-0.095782385","-0.287478273","-0.162487029","-0.347511667"," 0.417878971"," 0.264246793"," 0.222897816"," 0.384232189"
"M639.422T1278.929","-0.179437146","-0.883358290","-0.314774757","-0.199155646","-0.067189512","-0.343348842"," 0.593956499","-0.454406991","-0.402481781","-0.304716104","-0.955928760"," 0.126811261","-0.244335559","-0.209642096"," 0.161835126"," 0.087991886"," 0.127688065"," 0.044629426"," 0.132360435"," 0.411935569"," 0.485044834"," 0.371391565"," 0.119936237"," 0.007691393"," 0.313276701"," 0.384766378"," 0.296342186"," 0.315906739"," 0.264102938"," 0.313108247"
"M697.259T909.874","-0.336557398","-1.268259530","-0.177972349","-0.295312375","-0.128487198","-0.213250251"," 0.024501285"," 0.237614477","-0.026037997"," 0.471107821","-0.048855474","-0.098084587","-0.130785455","-0.003720218","-0.065459158"," 0.021599833"," 0.021899769"," 0.242317972","-0.191222183"," 0.074488925"," 0.481685436"," 0.290891099"," 0.266606755"," 0.334065176","-0.245327061"," 0.367792465"," 0.127210954"," 0.086320267"," 0.108331078"," 0.072897923"
"M593.49T1539.529","-0.659627331","-0.507215774","-0.329359914","-0.004008297","-0.141050645","-0.375552954","-0.317259270","-0.324438538","-0.028280133","-0.403663766","-1.101326509"," 0.271541940","-0.193020441"," 0.169438213"," 0.298657720"," 0.141991602"," 0.255114946"," 0.035529008","-0.103618650"," 0.054334946"," 0.162867959"," 0.320312544"," 0.377524600"," 0.183794840"," 0.328356608"," 0.444008047"," 0.632999106"," 0.429061379"," 0.004897427"," 0.377991338"
"M711.565T1605.092","-0.47197285","-0.21074980","-0.31040499"," 0.53259010","-0.02717774","-0.30307595","-0.68822371","-0.36403373","-0.22088743","-0.68891449","-0.26069298"," 0.52943045","-0.34504996","-0.04532513","-0.10876069"," 0.22913801"," 0.16428732","-0.14539363","-0.21275806","-0.10421929"," 0.14745864"," 0.36185103","-0.05110559","-0.04954800"," 0.52578292"," 0.07936472"," 1.51553726"," 0.12891836","-0.12575587"," 0.51969110"
"M649.479T1423.325","-0.69460833","-0.48835395","-0.54367344","-0.10478252","-0.35113928","-0.27978854","-0.18070884","-0.61387468","-0.34199044","-0.76771557","-0.76792848"," 0.34037446","-0.39048152","-0.13128416"," 0.38221879"," 0.04328645"," 0.21401527"," 0.19391546","-0.09465742"," 0.26757414"," 0.53984684"," 0.45397986"," 0.17826527"," 0.32010734"," 0.57213225"," 0.47308466"," 0.63731635"," 0.70717997"," 0.12345466"," 0.30423538"
"M723.435T1322.772"," 0.08636474"," 0.05703399","-0.13250043","-0.09669178"," 0.08513906","-0.15437716"," 0.53872299","-0.25799730","-0.15824926","-0.24039966","-0.71546230"," 0.05576451","-0.26358222","-0.24625958"," 0.11030680","-0.08254353","-0.16612775"," 0.18929025"," 0.32890574","-0.06169059","-0.03125598"," 0.39745097"," 0.29615351"," 0.12019244","-0.21450581","-0.18210559"," 0.35353205"," 0.17069149"," 0.11889375"," 0.09530663"
"M423.198T1506.423"," 0.026625517"," 0.025485551"," 0.015690125","-0.008568402","-0.053675926","-0.179283948"," 0.882694741","-0.144497109","-0.106226747","-0.117792038"," 0.049360064"," 0.023620320","-0.312932012"," 0.035453678","-0.001417784","-0.185113330"," 0.016824839","-0.078460162"," 0.223710586"," 0.217449831","-0.124497569","-0.029465145"," 0.207486366","-0.170201792","-0.023751145"," 0.093341279"," 0.256685007","-0.250929172","-0.207390145","-0.080225477"
"M727.445T1338.726","-0.07287061","-0.37568091","-0.33144911","-0.05542693"," 0.06522629","-0.09052502","-0.06110581","-0.25453214","-0.20611462","-0.19474904","-0.52359162"," 0.18007713","-0.12704656","-0.13486240","-0.41158094","-0.19855001","-0.10390623"," 0.14641352","-0.02882345"," 0.19050689"," 0.21461564"," 0.49189609"," 0.25282083"," 0.03411350"," 0.20759034","-0.05638147"," 0.12895239"," 0.84944457"," 0.30004836"," 0.16549131"
"M986.584T1288.291"," 0.25151935","-0.32814883"," 0.10394870"," 0.25944417"," 0.39605627"," 0.30568066"," 0.52579413","-0.28725312","-0.45420027"," 0.21627466","-0.51628986","-0.26372418","-0.02095900"," 0.46465015"," 0.11619734","-0.25697764","-0.34270473","-0.18226485"," 0.40959089"," 0.52499885","-0.28448186"," 0.22154781"," 0.02808481"," 0.08217068","-0.41549364","-0.30726683"," 0.38646090","-0.38283601","-0.07790893","-0.17190962"
"M593.489T1519.555","-0.647914988","-0.495915832","-0.305748959","-0.008644534","-0.137124073","-0.332823941","-0.030929588","-0.310915319","-0.017986252","-0.370244995","-1.123024917","-0.485006544","-0.170268823"," 0.152154071"," 0.350102459"," 0.162115241"," 0.269874144"," 0.082773385","-0.087281366"," 0.140677711"," 0.181432183"," 0.355334730"," 0.385907133"," 0.191776389"," 0.381746566"," 0.428299750"," 0.651053795"," 0.425282443"," 0.021999548"," 0.343300583"
"M385.184T1473.566"," 0.22678372"," 0.67047811"," 0.12191020"," 0.31922224","-0.01291121","-0.11474897","-0.05400561","-0.50005175","-0.33391263"," 0.30693736","-0.30411305"," 0.61572664","-0.04189123","-0.24367511","-0.08400273","-0.27138909","-0.11872925","-0.22453114","-0.22687604"," 0.08784267","-0.16087774"," 0.07024573","-0.52510074","-0.43981192"," 0.22828807"," 0.15407712"," 0.01509283"," 0.16182540","-0.34382334"," 1.02202147"
"M571.362T1440.098","-0.11669037","-0.33339859","-0.39755762","-0.45484497"," 0.12454228","-0.39071879","-0.39420110","-0.38251244","-0.08038433","-0.37568614","-0.60361205"," 0.02643351","-0.13933074","-0.19244373"," 0.42667283"," 0.10789669"," 0.15728657","-0.03896288"," 0.14781179","-0.04896371"," 0.20082802"," 0.29694244"," 0.15892699"," 0.02687293"," 0.55207160"," 0.12183740"," 0.22899993"," 0.81369509"," 0.18422020"," 0.37426918"
"M646.461T1352.771","-0.458399053","-0.329409130","-0.260983067"," 0.108260559","-0.335132174","-0.246781372","-0.092945331","-0.520924960","-0.332082436","-0.294216405","-0.775331531"," 0.086304069","-0.167326146","-0.255806075"," 0.223959469"," 0.004593473"," 0.117654703","-0.036471271","-0.066466318"," 0.279486725"," 0.255103818"," 0.440040949"," 0.215961682","-0.012453545"," 0.620453685"," 0.260656753"," 0.319577287"," 0.472227712"," 0.355618338"," 0.424829591"
"M555.456T1423.317","-0.47168808","-0.29311197","-0.21482410","-0.14798468","-0.24035340","-0.50074142","-0.09719766","-0.50803058","-0.36635986","-0.51680360","-0.59961248"," 0.30691416","-0.33540759","-0.30371453"," 0.22854001"," 0.10678533"," 0.14063708","-0.01146422","-0.05425171"," 0.26851806"," 0.50755976"," 0.39336016"," 0.07814142"," 0.15922068"," 0.58063420"," 0.05945421"," 0.55797264"," 0.74761529"," 0.23913341"," 0.28705949"
"M679.553T1406.451","-0.64355444","-0.64507879","-0.42138468","-0.51082411","-0.08334320","-0.06416467"," 0.12599940","-0.59858562","-0.81594820","-0.85094642","-0.69274120","-0.02382533","-0.25153918","-0.46493835","-0.14808861"," 0.15818105"," 0.45431831"," 0.31198148"," 0.01402585","-0.41676080"," 0.68362640"," 0.84388288"," 0.32734815"," 0.36118557"," 0.78979768"," 0.47727402","-0.16160531"," 1.23346126"," 0.62220966"," 0.39003720"
"M547.402T1437.709","-0.237404752","-0.130599832","-0.166268914"," 0.172954318","-0.258537542","-0.153170340","-0.202151330","-0.455855542","-0.146175483","-0.510586126","-0.233387062"," 0.282333579","-0.119728175","-0.216708219"," 0.164611266","-0.006534532"," 0.194261878"," 0.109087122","-0.213498156","-0.598387794"," 0.342992779"," 0.335709652","-0.058233874"," 0.052495859"," 0.529855656"," 0.201583126"," 0.309724982"," 0.803395234"," 0.070452242"," 0.137769979"
"M985.575T1306.148"," 0.20315491","-0.12439732"," 0.21021254"," 0.16054645"," 0.15353720"," 0.19696028","-0.10583905"," 0.11540401","-0.45483947"," 0.33329230","-0.92409467"," 0.19090666"," 0.07176434"," 0.01514329","-0.24464301","-0.26278816","-0.14972353","-0.04697341"," 0.23230180"," 0.30225974","-0.03281036","-0.21037233"," 0.22636251"," 0.04771808","-0.20877836","-0.15666930"," 0.15229695"," 0.06700860"," 0.29721109","-0.05415177"
