"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","X9.1","X9.2","X9.3","X9.4","QC.1","QC.2","QC.3","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.4","X12.1","X12.2","X12.3"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","Other","Other","Other","Second-tp_Control","Second-tp_Control","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Second-tp_Xanthomonas"
"M698.269T891.807","-0.64073532","-1.50607161","-0.08375369","-0.34987627"," 0.15183944","-0.05703377"," 0.49253039"," 0.38032918","-0.41927585"," 0.18156597","-0.36884562","-0.03697778"," 0.01325300"," 0.12086890"," 0.07071777"," 0.13693604"," 0.08749312","-0.10212765","-0.64877273"," 0.16309917"," 0.40194667"," 0.21705289","-0.15783078"," 0.64794105","-0.06272355"," 0.48223357"," 0.11017238"," 0.24995585"," 0.34442873"," 0.18166050"
"M487.304T1423.366","-0.72995895","-0.15567183","-0.31120094"," 0.16278635","-0.11849731","-0.77319173"," 0.39087255","-0.48478969","-0.68749351","-0.28126232","-0.94681782"," 0.51613709"," 0.27852730","-0.94935438"," 0.02043872"," 0.65108231"," 0.43141706","-0.54994173","-0.86106526","-0.13477573"," 0.40416093"," 0.85274525","-0.05870425"," 0.30216884"," 0.97217102"," 0.27392339"," 0.49007110"," 0.68482886"," 0.35148667"," 0.25990801"
"M1029.422T872.624","-0.60117438","-1.30369336","-0.31007977","-0.31015880","-0.12178580","-0.23799777"," 0.42293322","-0.06462852","-0.34016452"," 0.25860223","-0.27135567","-0.11585411","-0.27717049"," 0.46066477","-0.37439669"," 0.10442954","-0.04162882","-0.11961502","-0.33183104"," 0.07680822"," 0.65568382"," 0.39507981"," 0.12197918"," 0.50635315","-0.08744346"," 0.36110873"," 0.40755762"," 0.19752684"," 0.15893899"," 0.78131212"
"M660.517T1423.005","-0.600119207","-0.359008602","-0.584294226","-0.319625828","-0.140210815","-0.177653905","-0.508073372","-0.305924219","-0.170330925","-0.334073230","-0.864004519"," 0.196704512","-0.388784319","-0.262457631"," 0.199171699"," 0.172361391"," 0.249982425","-0.004198204","-0.272249770"," 0.087887140"," 0.428512115"," 0.531117622"," 0.066882442"," 0.125172746"," 0.881480917"," 0.747471847"," 0.558662698"," 0.761097016"," 0.124816897"," 0.159687306"
"M745.448T1339.004"," 0.004920513","-0.332697846"," 0.008621375","-0.049797770"," 0.176012015","-0.096684321"," 0.104843313","-0.513355657"," 0.034231735","-0.049141355","-0.780782780"," 0.119728254","-0.157918817"," 0.118744208","-0.211438215","-0.277237198","-0.058162014"," 0.018794441"," 0.205199366"," 0.112136212"," 0.253129652"," 0.201518155"," 0.460666510","-0.025319722"," 0.021348874","-0.254246288"," 0.612151985"," 0.203982171"," 0.087048174"," 0.063705032"
"M639.424T1423.012","-0.5117412","-0.7945219","-0.3068235","-0.3207745","-0.1028590","-0.3945448","-0.1471300","-0.3211130","-0.2771905","-0.4694351","-0.8837706"," 0.2392176","-0.1246425","-0.3211978"," 0.4911335"," 0.1744029"," 0.3615371"," 0.1000979","-0.2277924"," 0.2363149"," 0.5704590"," 0.2436050","-0.2365121"," 0.1351710"," 0.6303644"," 0.5724891"," 0.5329640"," 0.6795165"," 0.1562401"," 0.3165357"
"M870.334T843.183","-0.6160447601","-1.7669652271","-0.1081462277","-0.4715656442","-0.1200529961","-0.4467172354"," 0.6288930559","-0.2748395298","-0.1314855522"," 0.4961137327","-0.1169705244"," 0.2027056406"," 0.1521801189"," 0.4027752302"," 0.0968794916"," 0.0301336551","-0.0000340289","-0.0931059109","-0.5589501381"," 0.1093859936"," 0.6024738995"," 0.1072301973"," 0.2448770529"," 0.5231700623"," 0.0577854839"," 0.2756174993"," 0.2096099284"," 0.1202491905"," 0.2509401793"," 0.1938573628"
"M354.284T1347.637"," 0.79149351"," 0.01303149","-0.26397077","-0.07182233"," 0.32798379"," 0.11310569","-0.28296391"," 0.51399641","-0.05581118"," 0.89643489"," 0.80862013","-0.11736263","-0.36593879","-0.34595763"," 0.12797387","-0.16986053","-0.40477870"," 0.24231572","-0.40444830","-0.44045983","-0.03888946","-0.34237297","-0.25866030"," 0.41970266","-0.54272860","-0.34696770"," 0.16219796","-0.26618769","-0.30517197"," 0.60749717"
"M670.537T1352.626","-0.622842550","-0.621946534","-0.413143454"," 0.002751415","-0.179011089","-0.314787557"," 0.543412077","-0.449880487","-0.447583946","-0.715001479","-0.553214202"," 0.164385263","-0.237147147","-0.307698162"," 0.119049927","-0.340317343"," 0.367419478","-0.050239609"," 0.064109021"," 0.452149798"," 0.383892282"," 0.380110357"," 0.105202415"," 0.223314999"," 0.745989206"," 0.537587940"," 0.189960200"," 0.791276981"," 0.267862126","-0.085659925"
"M599.418T1423.366","-0.413135429"," 0.157003483"," 0.010219992","-0.112190935","-0.009456077","-0.442410106","-0.260381383"," 0.105899458"," 0.053680553","-0.205600335","-0.464329938"," 0.115696336"," 0.065614492"," 0.008709979","-0.077926475","-0.091649410"," 0.426620904","-0.103107444","-0.138277534","-0.200817133"," 0.052835322"," 0.221240704"," 0.162394104","-0.248462160","-0.027075566"," 0.087508274"," 0.325474457"," 0.352860550"," 0.546483936"," 0.102577380"
"M807.525T1306.532"," 0.031252366","-0.186229740"," 0.474873763"," 0.067329849"," 0.140597542"," 0.057391840"," 0.314443910","-0.466114086"," 0.033191789"," 0.410457592","-0.593903311"," 0.293228154","-0.009221727","-0.058989855","-0.177259835","-0.308014691","-0.126527626"," 0.077594164"," 0.059171818"," 0.335963058","-0.212277826","-0.352795860"," 0.192219127","-0.209073603","-0.140162964","-0.056227580"," 0.143435727","-0.253437357"," 0.287382244"," 0.231703119"
"M670.538T1472.8","-0.47820923","-0.48149533","-0.24191518"," 0.08992993"," 0.13337163","-0.28358209","-0.80027904","-0.31303509","-0.46596313","-0.55352734","-0.58151785"," 0.21521967","-0.24164706","-0.42267450"," 0.07027438"," 0.01519049"," 0.31786836"," 0.03621251","-0.19147544"," 0.16872354"," 0.39456763"," 0.39327108"," 0.07006290"," 0.20944819"," 0.76596015"," 0.58838862"," 0.47190946"," 0.67952283"," 0.20898694"," 0.22641294"
"M555.447T1456.772","-0.420930307","-0.191461887","-0.148988671","-0.126171352","-0.274690801","-0.374896756","-0.747592220","-0.401522632","-0.270945301","-0.448888997","-0.498806793"," 0.304160977","-0.300627538","-0.312502804"," 0.221969430","-0.009769001"," 0.175436099","-0.034853890","-0.140078184"," 0.173526649"," 0.408390421"," 0.419920550","-0.014637445"," 0.127400055"," 0.604047352"," 0.453594872"," 0.589974105"," 0.756881582"," 0.144545321"," 0.337517166"
"M933.559T1255.703"," 0.36563091","-0.23214593","-0.03115248","-0.19328603"," 0.48514153"," 0.17856665","-0.87281559","-0.24783196","-0.26702794"," 0.35758586","-0.75121602"," 0.17862849"," 0.08103682"," 0.18919873"," 0.27645906","-0.13936513","-0.05582350","-0.16663575"," 0.56064632"," 0.17123199","-0.04723836"," 0.08732866"," 0.48037896","-0.03073489","-0.59301697","-0.40966154"," 0.33077215","-0.25190896"," 0.31088665"," 0.23636826"
"M677.441T1317.16"," 0.60280207","-0.71777551","-0.67981453","-0.44913755"," 0.14442749"," 0.55183863"," 0.86751367"," 0.31789207","-0.20381475"," 0.68578789"," 0.64968326","-0.49263143","-0.66177590","-0.23661219","-0.00668775"," 0.01492196","-0.41199358"," 0.31549857"," 0.15480654","-0.41231183"," 0.22271685"," 0.08862057","-0.34331912"," 0.33079734","-0.07560189","-0.37715775","-0.11458739"," 0.21390184","-0.20622188"," 0.22823428"
"M513.251T1355.541","-0.15845440","-0.07658748"," 0.13878642","-0.06718485"," 0.25100668"," 0.22233968","-1.03148487","-0.22130382","-0.16865133"," 0.29237687","-0.96011406"," 0.52130292"," 0.17957642"," 0.13818912"," 0.16321442","-0.39849451"," 0.03496998","-0.30457804"," 0.08992576"," 0.38198723","-0.26586601"," 0.25633597","-0.05837594","-0.25651199"," 0.01844911","-0.01690310"," 0.19861625"," 0.38174784"," 0.15885273"," 0.55683301"
"M504.265T1239.89"," 0.25270042","-0.47622160"," 0.10719649","-0.25358299"," 0.31185273","-0.11383076","-0.05119641","-0.19092414","-0.15795555"," 0.07712636","-0.79093202"," 0.20285143"," 0.01513650"," 0.13599455"," 0.12531060","-0.04157368"," 0.06545368","-0.08567235"," 0.24546889"," 0.18330244","-0.05483889","-0.10256396"," 0.65038444","-0.11486108","-0.35985630","-0.19201723"," 0.22358382","-0.28879392"," 0.53261867"," 0.14583988"
"M521.363T1439.751","-0.389082777","-0.600146456","-0.245052514","-0.123753901","-0.146053522","-0.368009005"," 0.009396589","-0.398234814","-0.290046313","-0.442750079","-0.834792563"," 0.311275381","-0.333247260","-0.013656176"," 0.310926197","-0.168088809"," 0.064669830"," 0.078161764","-0.093068842"," 0.423852087"," 0.222956699"," 0.288159531"," 0.127915842"," 0.191534353"," 0.638794080"," 0.148165005"," 0.520829408"," 0.714319821"," 0.273948350"," 0.121078093"
"M889.582T1376.163","-0.87509777","-0.37975088","-0.28443541","-0.47396559"," 0.08541895","-0.28608432","-0.04969548"," 0.20086976","-0.57250753"," 0.03931879","-0.14721120","-0.51876164","-0.12919884"," 0.37267000"," 0.15596028"," 0.27400206","-0.13673545","-0.24195792"," 0.14479822"," 0.16889139"," 0.01692469"," 0.66143797"," 1.11285168","-0.15930229","-0.49827793"," 0.24488648"," 0.39400795"," 0.09746219"," 0.47986633"," 0.30361550"
"M841.485T1289.594"," 0.23851997","-0.04531025"," 0.10181524"," 0.13312867","-0.02747430","-0.10489332"," 0.05290671","-0.63601814"," 0.08637212"," 0.49378118","-0.63972453"," 0.24660086","-0.03949006","-0.20142788","-0.22557527","-0.08989069","-0.04432353"," 0.01110326"," 0.64642806"," 0.21824859","-0.39362569","-0.26605705"," 0.11223566","-0.17417167"," 0.10491539","-0.20865011"," 0.57429831","-0.21243320"," 0.03901430"," 0.24969736"
"M967.568T1289.006"," 0.44535108","-0.62389585"," 0.06292394"," 0.04913028"," 0.03232876","-0.31500084","-0.72891060","-0.41701521","-0.15132720"," 0.28922150","-0.82557338"," 0.44319733","-0.03753156","-0.24177806","-0.01733310","-0.01908924","-0.15919135","-0.19918792"," 0.44711478"," 0.38567780","-0.10530415","-0.07009763"," 0.17475054"," 0.39482692"," 0.15437937"," 0.02304769"," 0.36714921"," 0.31280450"," 0.42389653","-0.09456414"
"M555.448T1352.626","-0.244584623","-0.170746227","-0.490020783","-0.279874711","-0.204929387","-0.682582116"," 0.783207464","-0.585866424","-0.339100583","-0.478046456","-0.719249315"," 0.044752380","-0.469003947","-0.273710352"," 0.171533105"," 0.148085032"," 0.003084082"," 0.039356919"," 0.218020377"," 0.471757846"," 0.589525797"," 0.346266910"," 0.170469339"," 0.201593451"," 0.305378977"," 0.307916636"," 0.215943715"," 0.504535256"," 0.299916388"," 0.116371248"
"M787.312T881.272","-0.70614120","-0.68734163","-0.14421578","-0.43517987","-0.15917088","-0.63463559","-0.02741573","-0.06690882","-0.12154579"," 0.29031894","-0.38850560"," 0.04724124","-0.01991715"," 0.39936873"," 0.08373839","-0.04965683"," 0.08697203"," 0.06225309","-0.57895610"," 0.17118585"," 0.46694161"," 0.28749994"," 0.22497133"," 0.33898963","-0.15085992"," 0.65606194"," 0.54670593"," 0.29240055"," 0.10027049"," 0.11553119"
"M991.561T1287.599"," 0.05631595","-0.49709808","-0.03441015","-0.01521933"," 0.32065621"," 0.19737692","-0.19158250","-0.36520873","-0.42619962"," 0.43729230","-0.82304061"," 0.47746738"," 0.08035143"," 0.23274051"," 0.27431483","-0.41207073","-0.17672480","-0.38028438"," 0.22869173"," 0.39027026","-0.38156658"," 0.22695525"," 0.07169778","-0.25392612","-0.19391108","-0.29629777"," 0.61359206"," 0.27323812"," 0.04996499"," 0.51661475"
"M713.457T1306.323","-0.2762054703","-0.4533636026","-0.4049420081","-0.2330831730"," 0.0427235326","-0.3485968063","-0.0220509911","-0.4957113989","-0.3485029575","-0.2242797945","-0.6195275478","-0.1456059425","-0.3043452454","-0.3797765897","-0.1267194784"," 0.0938958361","-0.0240724476"," 0.1229986742"," 1.7608884125","-0.0015988599"," 0.5047072107"," 0.6182561493"," 0.0627744003"," 0.1045901692"," 0.2171561284","-0.2714855135"," 0.2790555125"," 0.4574390855"," 0.0003853431"," 0.4149973728"
"M864.518T1223.69","-0.08360554"," 0.33760029"," 0.10580382"," 0.58995946","-0.17028503"," 0.29613825","-0.45651685","-0.33214117"," 0.14065009"," 0.22831279","-0.70378139"," 0.39764782"," 0.17375911","-0.21925969","-0.05310862","-0.26675225","-0.08151146","-0.03704906"," 0.20664716","-0.02692594","-0.31871510"," 0.00943197"," 0.37620152","-0.40715522","-0.04497596","-0.02966043"," 0.43580895","-0.29559651","-0.05403117"," 0.28311015"
"M650.482T1439.948","-0.439195939","-0.457430555","-0.477466619","-0.134030996","-0.103027438","-0.302674736","-0.324114301","-0.607109998","-0.170754571","-0.504576761","-1.003114096"," 0.328347242","-0.452123435","-0.250220466"," 0.313519750","-0.001551767"," 0.217810006"," 0.169652977","-0.097677175"," 0.310028826"," 0.437818981"," 0.442068036"," 0.210318573"," 0.312448253"," 0.536222152"," 0.415158001"," 0.588438948"," 0.701458618"," 0.078423692"," 0.263354798"
"M882.48T1339.403","-0.164426628"," 0.106083962"," 0.627177027"," 0.739674492","-0.386988152"," 0.018030972","-0.909896020","-0.615792812"," 0.279532795"," 0.238486066","-0.538198849"," 0.996989305"," 0.069841286","-0.163642369","-0.100305545","-0.216604284"," 0.137903588","-0.255845210","-0.426337753"," 0.301232868","-0.260119563","-0.526101970"," 0.007076218","-0.520654175"," 0.368940502"," 0.336867751"," 0.466312768"," 0.135788998","-0.037727456"," 0.292702185"
"M555.451T1436.867","-0.414130644","-0.222347517","-0.172157573","-0.088978580","-0.166860055","-0.467768203"," 0.034604536","-0.496242251","-0.299861534","-0.513586767","-0.585888993","-0.350056142","-0.278198612","-0.275453943"," 0.057413620"," 0.133934631"," 0.184986399"," 0.031318585"," 0.004505982"," 0.302790630"," 0.575909567","-0.084555639"," 0.092056104"," 0.206229850"," 0.617040840"," 0.482710560"," 0.578949236"," 0.795958075","-0.013008181"," 0.330686020"
"M354.339T1389.852"," 0.98376278","-0.82958264","-0.09699718"," 0.23851032","-0.81189694","-0.77709228"," 0.22817171","-1.04481652"," 0.17069750"," 1.07856652"," 1.01866834"," 0.11279800","-0.09590274","-0.20024473"," 0.36909582","-0.34036378","-0.27788251"," 0.53646964","-0.09217289","-0.13186154","-0.08481136","-0.09043484","-0.05772463"," 0.65150860","-0.29148523","-0.82151220","-0.12918389"," 0.01900339","-0.04758396"," 0.81429722"
"M624.432T1423.013","-0.25408941","-0.49341058","-0.01196099"," 0.04068699","-0.40716323","-0.37073843","-0.38821037","-0.39609459","-0.61625163","-0.46667886","-0.83168896"," 0.11964944","-0.03876885","-0.19550593"," 0.51428391","-0.09722013"," 0.26068439"," 0.03208379"," 0.01698467"," 0.17342074"," 0.40565284"," 0.12450366"," 0.08519009"," 0.20717741"," 0.85271339"," 0.58259007"," 0.32820546"," 0.66264954"," 0.06325216"," 0.09805337"
"M838.564T1490.054"," 0.37665215","-0.10747598","-0.12192841","-0.40478993","-0.31800718","-0.41312604","-0.71118555","-0.29985567","-0.06801685"," 0.86196482"," 0.43084761","-0.18511225","-0.10425962","-0.14403153"," 0.45188100","-0.46755246","-0.25112286"," 0.73801045","-0.47486721","-0.14728642"," 0.42711404","-0.12447709"," 0.05065005","-0.35764382","-0.39236759"," 0.95614647"," 0.06197157"," 0.86915197","-0.10081228","-0.03047140"
"M791.348T1042.058","-0.759324974","-1.718872866","-0.250038636","-0.302817384","-0.090696353","-0.545559165"," 0.931794709","-0.098529454","-0.174360635"," 0.452895817","-0.176176045","-0.031055373"," 0.468319455"," 0.128606608"," 0.281883152","-0.041996891"," 0.465694646","-0.070298274","-1.004485707","-0.041293350"," 0.515606957"," 0.637131147","-0.174991424"," 0.473381114"," 0.361521119"," 0.492378796"," 0.338507644","-0.001190522","-0.181164353"," 0.115130243"
"M381.31T1573.977","-0.26575557"," 0.07018126"," 0.19731287"," 0.27441463","-0.12471916","-0.29112495","-1.58337448","-0.36925659"," 0.02804759","-0.21241083","-0.20927134"," 0.65990321","-0.04925123","-0.35553574"," 0.09224545","-0.15142353"," 0.40924525"," 0.10250275","-0.28876021","-0.14057669"," 0.11379537"," 0.12042805","-0.37850608"," 0.22611348"," 0.66062296"," 0.49053193"," 0.08641385"," 0.61023232"," 0.06987090"," 0.20810455"
"M1038.388T940.951","-0.530158185","-0.884896830","-0.454081750","-0.784373390"," 0.001407897","-0.372113374"," 0.264874098","-0.108263719","-0.109656395"," 0.376638610","-0.163118970"," 0.016939290","-0.439405609"," 0.391272934","-0.040936011"," 0.151982674"," 0.010404680"," 0.262615416","-0.547480875"," 0.003217378"," 0.508353967","-0.299704613"," 0.112872529"," 0.439623406"," 0.202070434"," 0.606662400"," 0.443164896"," 0.329226377"," 0.387356651"," 0.225506085"
"M623.428T1439.576","-0.44613410","-0.54119668","-0.43158273","-0.27248387","-0.19116542","-0.39612388","-0.10351428","-0.23903168","-0.34076681","-0.37617015","-1.06034136"," 0.29898234","-0.26481323","-0.10036660"," 0.39607472"," 0.07710314"," 0.23705016"," 0.11417934","-0.01636940"," 0.22617404"," 0.39903723"," 0.38981343","-0.25940669"," 0.27291751"," 0.59038971"," 0.32503119"," 0.45599770"," 0.64588640"," 0.33832341"," 0.27250655"
"M655.208T834.347","-0.50996604","-0.41198554"," 0.37883204"," 0.12121792","-0.12905436","-0.11822621","-0.73094262"," 0.08131496","-0.11297025"," 0.52328727"," 0.23984410"," 0.35398157"," 0.14978476"," 0.24968833"," 0.14933952","-0.14109033","-0.02231068","-0.02824331","-0.88708228"," 0.26437955"," 0.17839543"," 0.28311476","-0.14608668"," 0.13450861","-0.22154931"," 0.17414873","-0.53532292"," 0.26278437"," 0.32672000"," 0.12348859"
"M565.41T1416.7","-0.463357079","-0.365686880","-0.393445819"," 0.090000510"," 0.071208696","-0.403521033"," 0.315894749","-0.489885756","-0.595984930","-0.532485898","-0.666506988"," 0.305645916","-0.289365725","-0.315043882","-0.007897268"," 0.101669192"," 0.125221164","-0.063495076","-0.212162496"," 0.049881580"," 0.191263620"," 0.258124834","-0.056737222"," 0.050736826"," 0.614258532"," 0.008170995"," 1.491055301"," 0.522778295"," 0.003223286"," 0.656442556"
"M839.506T1306.415"," 0.03211236"," 0.03585900"," 0.30577449"," 0.41592903","-0.03182587","-0.08575111","-0.26876442","-0.43270672","-0.10209902"," 0.20762766","-0.48471600"," 0.66777625"," 0.16314713","-0.43069279","-0.36229261","-0.36956346","-0.10964512","-0.05857670","-0.04301631"," 0.10569862","-0.40328443","-0.18857873"," 0.24727117","-0.12571151"," 0.28930019"," 0.27690323"," 0.32131303"," 0.05164562"," 0.07192927"," 0.30493777"
"M841.479T1256.766"," 2.491769e-01","-2.510472e-02"," 1.268749e-01"," 3.321548e-01","-9.183973e-02","-1.012131e-01"," 1.536038e-01","-6.484121e-01"," 7.499078e-02"," 3.977682e-01","-6.700895e-01"," 3.988634e-01","-8.716063e-02","-2.659714e-01","-2.113479e-01","-1.269821e-01","-6.258975e-05","-6.721359e-03"," 5.983070e-01"," 1.781395e-01","-4.068070e-01","-3.009609e-01"," 7.901683e-02","-1.143453e-01"," 7.139132e-02","-1.561787e-01"," 5.311934e-01","-2.122145e-01"," 2.124743e-02"," 2.126833e-01"
"M789.329T927.31","-0.31735657","-1.51014815","-0.59474525","-0.50767842"," 0.35585565","-0.12152004","-0.10668981"," 0.34263705"," 0.13977699"," 0.83845299"," 0.08208153","-0.17158663","-0.27745423"," 0.46249989"," 0.36496336"," 0.26402099","-0.14483430"," 0.36853613","-0.76533675","-0.19987008"," 0.62111402"," 0.22772368","-0.20481967"," 0.85603298","-0.30464345"," 0.19413258"," 0.26159193","-0.17333850","-0.12488737"," 0.14548945"
"M557.469T1325.086","-0.66442218"," 0.79351978","-0.15800894"," 0.08789871","-0.44331860","-0.72047553"," 0.54371067","-0.48967790","-0.29684818","-0.75670616","-1.22576187"," 0.30594802"," 0.26255765","-0.18901154"," 0.22965270","-0.15455383"," 0.32220088","-0.02510752","-0.34591643"," 0.59101928"," 0.27767787"," 0.80808998"," 0.39907135","-0.01548483"," 0.12368680"," 0.22023102","-0.23110067"," 0.48063801"," 0.31100271","-0.04051127"
"M431.232T1239.816"," 0.16186335","-0.02736645"," 0.03275515"," 0.15806272"," 0.08091107","-0.01206504"," 0.62268682","-0.42443529","-0.36600226","-0.16286093","-0.33018092"," 0.35400636","-0.20912668"," 0.22555233","-0.04357908"," 0.09321653","-0.02919803"," 0.18283775"," 0.42072980"," 0.29208136","-0.23317748","-0.32160819"," 0.46245341","-0.02205761","-0.23382325","-0.28535254"," 0.06048724","-0.41891533","-0.10009692"," 0.07220209"
"M575.477T1491.784","-0.304548696","-0.856403417","-0.268632556","-0.044277916","-0.085976742","-0.522983869","-0.249013118","-0.221094952"," 0.449848394","-0.414644237","-2.139339607"," 0.309943262","-0.115356827"," 0.167293041"," 0.462319646"," 0.146660517"," 0.005678108"," 0.120538254"," 0.002899883"," 0.164776642"," 0.338649432"," 0.328761569"," 0.362694182"," 0.138139626"," 0.409830176"," 0.426943769"," 0.465054966"," 0.502699774"," 0.104280605"," 0.315260093"
"M970.603T1291.55","-0.144111279","-0.324828127"," 0.363270917","-0.141992038","-0.066372692"," 0.011118050"," 0.218418296","-0.057454054","-0.086036655"," 0.033557806","-1.210496394"," 0.328921031"," 0.223981457","-0.113240598"," 0.007695127","-0.247163654"," 0.179071617","-0.248923269","-0.171852378"," 0.444251358","-0.052000513","-0.035929188"," 0.457645854","-0.021532281","-0.370328374"," 0.266024422","-0.211081832"," 0.170964122"," 0.539168361"," 0.259254908"
"M564.206T918.312","-0.72387600","-1.40928171","-0.11254181","-0.62320967","-0.28873334","-0.35865498","-0.10219070"," 0.06280966","-0.28665599"," 0.38171875","-0.09773065","-0.02263698"," 0.01290126"," 0.14782467","-0.14774765"," 0.08653656"," 0.05739780","-0.04061061","-0.61066323"," 0.19787148"," 0.29988818"," 0.50912739"," 0.22363731"," 0.35073156"," 0.32956691"," 0.48591134"," 0.39892758"," 0.42748995"," 0.50467226"," 0.34752066"
"M565.417T1439.955","-5.024780e-01","-3.707723e-01","-3.655030e-01"," 1.309265e-01"," 7.773878e-02","-3.963613e-01"," 1.727678e-01","-4.961903e-01","-5.358603e-01","-5.786398e-01","-6.702573e-01"," 3.311495e-01","-3.138155e-01","-3.181759e-01","-4.887193e-05"," 1.342886e-01"," 1.287654e-01","-7.960032e-02","-2.297240e-01"," 4.762167e-02"," 1.766867e-01"," 2.817662e-01","-6.742899e-02"," 5.262648e-02"," 6.469897e-01"," 1.866078e-02"," 1.527910e+00"," 5.213034e-01"," 6.076663e-03"," 6.695776e-01"
"M564.208T942.149","-0.684293627","-1.499960733","-0.094399968","-0.571524817","-0.288495254","-0.338844356","-0.214078043"," 0.100943894","-0.253842009"," 0.375144874","-0.080204513","-0.040630485"," 0.005917514"," 0.129365124","-0.096808049"," 0.101458674"," 0.051720524","-0.054815827","-0.588829020"," 0.180356096"," 0.303641856"," 0.469369093"," 0.212178080"," 0.311363846"," 0.316791012"," 0.495722411"," 0.389764411"," 0.427989818"," 0.515750826"," 0.419248647"
"M513.265T1237.158","-0.12221986","-0.51991844"," 0.13240874","-0.11053140"," 0.22155423"," 0.01544109","-0.60823847"," 0.34374707","-0.13987875"," 0.39385904","-0.65985456"," 0.22978591"," 0.19128065"," 0.13428727"," 0.12835598","-0.23943652","-0.04517328","-0.18765785"," 0.03513651"," 0.27043841"," 0.01030250","-0.02856169"," 0.32154862","-0.23261282","-0.29079904","-0.08931016"," 0.11727922","-0.09674036"," 0.45711702"," 0.36839096"
"M607.458T1423.366","-0.2777617351","-0.5384886944","-0.4562413312","-0.0354147860","-0.2445350266","-0.1350273890"," 0.4979001595","-0.5586436959","-0.1560589875","-0.3646757531","-0.9591381000"," 0.2855187170","-0.3119342010","-0.0401398093"," 0.4332027550","-0.0085192416"," 0.2011027186"," 0.0288199287","-0.1474129175"," 0.4279951508"," 0.2900093194"," 0.4528542664","-0.2632786738","-0.0004079907"," 0.3349305498"," 0.2544299209"," 0.3986285431"," 0.6796888435"," 0.0944308056"," 0.1181666543"
"M343.224T1621.712"," 0.018162891"," 0.028709837"," 0.224347189"," 0.096960517"," 0.049857154","-0.020667040","-2.049255579"," 0.212340844"," 0.063504080"," 0.048602603","-0.046958557"," 0.055226462"," 0.096634217","-0.278047601"," 0.053006197"," 0.189431110"," 0.025623973"," 0.066221865","-0.053802915","-0.011727703"," 0.004031258"," 0.078540763","-0.301779548","-0.210846964"," 0.232881096"," 0.311902057"," 0.476151948"," 0.150695044"," 0.225985499"," 0.264269303"
"M401.214T1557.26","-0.134627796"," 0.425122287","-0.065642393","-0.474032295"," 0.035559948"," 0.079734315","-0.882362758"," 0.170024784","-0.209520311","-0.046763460","-0.072894753"," 0.200188033","-0.082854474","-0.005577121"," 0.117561261","-0.070036973"," 0.288726680"," 0.027070334","-0.341703985","-0.334246064","-0.186437826"," 0.016095676","-0.141110885"," 0.034389408"," 0.048773003"," 0.167306722"," 1.195329423"," 0.151233041","-0.013165919"," 0.103862098"
"M753.499T1355.744","-0.060901703","-0.124204767","-0.081324827","-0.006598769"," 0.028700443","-0.241831107","-0.396539556","-0.541795902","-0.077956990"," 0.163321024","-0.511563643"," 0.164650237","-0.123790207","-0.042353100","-0.227224327","-0.023462022"," 0.032400134"," 0.323237148"," 0.420107098"," 0.264983124"," 0.050022366"," 0.129150994"," 0.664237387","-0.016810633","-0.081762251","-0.050142955"," 0.016819984"," 0.099801413"," 0.139766698"," 0.111064709"
"M798.336T1042.058","-0.521429467","-1.472844035","-0.371998192","-0.456987501"," 0.015289021","-0.741792703","-0.317413593"," 0.014066232","-0.070485215"," 0.562002796","-0.256647959","-0.093323257"," 0.151425960"," 0.387150540"," 0.504107362"," 0.182206401"," 0.404473596"," 0.308073789","-0.931614058","-0.008418088"," 0.397149092"," 0.592406971","-0.087601564"," 0.407952118"," 0.095268747"," 0.502272949"," 0.535929784"," 0.085859393"," 0.086385173"," 0.098535708"
"M569.418T1387.824"," 0.16155318","-0.50129861","-0.31867030","-0.32182590"," 0.24673137","-0.22406199"," 0.07083324","-0.22860559","-0.18948510"," 0.16089953","-0.50839172"," 0.07568016","-0.44775020"," 0.09564815"," 0.14297803","-0.09618653","-0.13861224"," 0.13811618"," 0.25350391"," 0.05788834","-0.02010471"," 0.19758845"," 0.09778803"," 0.30768130","-0.10171113","-0.10078057"," 0.41750682"," 0.25819620","-0.06724605"," 0.58213775"
"M795.328T924.482","-0.527261588","-2.150745138","-0.230545838","-0.386132829","-0.047468475","-0.350479382","-0.333166770","-0.114266561","-0.026496168"," 0.364293078"," 0.014043999","-0.201041113"," 0.202854105"," 0.047369915"," 0.081689753"," 0.127241021"," 0.275962042"," 0.134780264","-0.297629931"," 0.194439728"," 0.659303209"," 0.195527145"," 0.214014167"," 0.688625154"," 0.008302161"," 0.497842688"," 0.283155259"," 0.152702418"," 0.218359605"," 0.304728081"
