"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","X9.1","X9.2","X9.3","X9.4","C12.1","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","X12.1","X12.2","X12.3","C15.1","C15.2","C15.3","C15.4","D15.1","D15.2","D15.3","D15.4","F15.1","F15.2","F15.3","F15.4","X15.1","X15.2","X15.3","X15.4"
"Label","First","First","First","First","First","First","First","First","First","First","First","First","First","First","First","First","Second","Second","Second","Second","Second","Second","Second","Second","Second","Second","Second","Second","Second","Second","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third"
"M1536.025T13.11","-0.121039266"," 0.169734107","-0.230117828","-0.036483662"," 0.057792232"," 0.188583147","-0.173984492"," 0.066563578","-0.005824393"," 0.112733135","-0.038719706"," 0.112109955","-0.146008482","-0.116932671"," 0.041754748"," 0.304020395","-0.051367518","-0.180080694"," 0.186783746"," 0.064063349","-0.340947188"," 0.108680580"," 0.263008150","-0.058264963","-0.088411567","-0.028336634"," 0.161409529"," 0.241134071"," 0.011270827"," 0.139138074"," 0.179467596"," 0.068711205","-0.132454831","-0.053150750","-0.084896376","-0.109327193"," 0.038752450"," 0.154556888","-0.014301414","-0.104240068"," 0.075523298"," 0.056102287","-0.166555846","-0.028628602","-0.254352796","-0.237466408"
"M1542.7T13.111"," 0.009381490"," 0.176897708","-0.139353324","-0.009518429"," 0.074918368","-0.105993993"," 0.264919258","-0.073417909","-0.339444177","-0.012705456","-0.019375882","-0.031813667"," 0.156910857"," 0.229052408"," 0.028484184"," 0.028381178"," 0.041752546","-0.014097894"," 0.010119464"," 0.065643234","-0.169643955"," 0.089339368"," 0.024569333"," 0.083655147"," 0.232463988","-0.073807618","-0.044123464"," 0.094662174"," 0.196481817","-0.062852417"," 0.002853253"," 0.192199673"," 0.052415261","-0.360019317","-0.263508582"," 0.006725084","-0.115214196"," 0.110000485","-0.135181137","-0.008010909"," 0.183024712"," 0.374493230","-0.133406700","-0.269732267","-0.266820168","-0.081302762"
"M1549.443T13.109"," 0.024234559","-0.221006816","-0.025435905","-0.683390593"," 0.040428342","-0.229481957","-0.107092296"," 0.063105708","-0.152143633"," 0.131966908"," 0.194569761"," 0.108609035","-0.037847241"," 0.104836530"," 0.293922185","-0.026911670","-0.037748565"," 0.088561177","-0.029241767","-0.247279503","-0.129454979"," 0.206110968","-0.202998030"," 0.098247082"," 0.053257478"," 0.025351354"," 0.248730428","-0.039656306","-0.020049488"," 0.252345197","-0.061284873"," 0.351659373"," 0.051831659","-0.334991838","-0.179761007"," 0.377563138","-0.250687423"," 0.005250088","-0.005305680"," 0.092175941"," 0.281350946"," 0.333197228"," 0.042504930","-0.003424008","-0.127455434","-0.317161001"
"M1559.192T13.111","-0.22692397"," 0.04154691","-0.32636359"," 0.07607766"," 0.02924782"," 0.24055533"," 0.26629976","-0.05847552"," 0.08206974"," 0.06323703","-0.08691459","-0.01791056","-0.18674913","-0.07281936","-0.01770196"," 0.02891999"," 0.01538772"," 0.13086197"," 0.21119256"," 0.18231313","-0.32431527","-0.18572198"," 0.06313148","-0.01906991","-0.13526290"," 0.06996360","-0.09221027"," 0.07939609"," 0.12114349","-0.02859106","-0.17044606"," 0.16617131"," 0.13812287","-0.31867612","-0.23312491"," 0.24569536","-0.07898003"," 0.17472049"," 0.36787909","-0.03994981"," 0.03327447","-0.03316181","-0.21438372"," 0.12848827","-0.13748473"," 0.04954112"
"M1559.198T13.111","-0.172439570"," 0.095994828","-0.198167196"," 0.151301264"," 0.083502088"," 0.212020945"," 0.253835397","-0.104526363","-0.070983203","-0.004275567","-0.100090022"," 0.036533695","-0.433345864","-0.149248934","-0.030155315","-0.164161641"," 0.069834027"," 0.142346985"," 0.105947254"," 0.236769706","-0.269889880","-0.131288052","-0.094152183","-0.064254416","-0.080825866"," 0.124413260","-0.037770591"," 0.035649302"," 0.175596305"," 0.025852532","-0.116011197"," 0.119287712"," 0.049033785","-0.264250375","-0.178693902"," 0.188526828","-0.024539535"," 0.229176601"," 0.295392985"," 0.014493086","-0.019341831"," 0.021281502","-0.276710447"," 0.080446622"," 0.274249171","-0.036363929"
"M1559.7T13.111"," 0.03625496"," 0.05922629","-0.11720772","-0.05157538"," 0.06201152"," 0.07288376","-0.01018841","-0.09675056","-0.17280026","-0.17444262"," 0.05493903","-0.10894304"," 0.18080407"," 0.03212378","-0.18801571"," 0.26173986"," 0.09059362","-0.01791420"," 0.25330700"," 0.11588179","-0.46910643"," 0.14884592"," 0.20328130","-0.15984992","-0.11601819","-0.16872390","-0.16156622"," 0.12309095"," 0.07609295"," 0.17845328"," 0.06643221"," 0.07532607"," 0.05522946"," 0.12937538","-0.26719154"," 0.26607251","-0.17131124"," 0.10657037","-0.07162073"," 0.18094879"," 0.05434278","-0.24958430"," 0.00366730","-0.02073218","-0.08071626","-0.01323615"
"M1570.693T13.108","-0.07602802"," 0.11715125"," 0.22112373","-0.25778148"," 0.10812559"," 0.03073828","-0.16795790"," 0.03868430","-0.06615485"," 0.21288166"," 0.02597871"," 0.01114164"," 0.19288832"," 0.14328373"," 0.28949319"," 0.11071072","-0.16917139","-0.13163105"," 0.10420835"," 0.21834622"," 0.08021594"," 0.17317846"," 0.05954616"," 0.04525247","-0.07884483"," 0.04603342","-0.01693580","-0.03697092"," 0.34830350","-0.05512616"," 0.12731145","-0.07220782"," 0.20759739"," 0.07993438"," 0.15466764","-0.73813379","-0.04719054","-0.43225211","-0.04542502"," 0.07138779","-0.04862217"," 0.09384309","-0.18349437"," 0.29470278","-0.12698490","-0.85581702"
"M1573.03T13.109","-0.140406454"," 0.136636666"," 0.159085830","-0.016941188"," 0.170160114"," 0.336663501"," 0.007910840","-0.192493724","-0.291001151","-0.002913494"," 0.231694829"," 0.096573914","-0.046488141","-0.167582688"," 0.218058688","-0.059396362","-0.102354628","-0.065144212"," 0.161365475","-0.086289507","-0.240572605"," 0.107167688"," 0.150564156","-0.156813008"," 0.122011988","-0.408474055","-0.190488204","-0.237123585"," 0.131232065"," 0.041209606"," 0.155266813"," 0.074530448","-0.010619516"," 0.259040533","-0.231166198"," 0.151353635"," 0.180681313","-0.026362778","-0.029738153"," 0.071303563","-0.090380875"," 0.216622506","-0.060694564"," 0.025374772","-0.169341114","-0.181722736"
"M1576.691T13.111"," 0.053110498"," 0.094360920"," 0.163921872","-0.075158477","-0.078653006"," 0.100527793","-0.079386361","-0.094665373","-0.099655188"," 0.085226552"," 0.270000641"," 0.091964759","-0.185962255","-0.066072559"," 0.006050142","-0.024832972","-0.123514659","-0.026066089"," 0.220590144","-0.214872402","-0.259629122"," 0.003475244"," 0.211260618","-0.202984647","-0.026921594","-0.079826580","-0.143500651","-0.729074897"," 0.107789461","-0.038846331"," 0.031554443"," 0.263363906"," 0.146514345","-0.063629395","-0.193563784"," 0.226201992"," 0.078956779"," 0.235092226","-0.131505247"," 0.189738441"," 0.192417254","-0.113386934"," 0.106616633"," 0.171922303"," 0.101325828","-0.100274268"
"M1576.695T13.11"," 0.015033793"," 0.064872521"," 0.137295352"," 0.028709258","-0.076718850","-0.044101673","-0.298534375","-0.151185232"," 0.019967513"," 0.050739914"," 0.258687261"," 0.058543893","-0.086485254"," 0.024239737","-0.040611372"," 0.058636319","-0.107605247","-0.387156449"," 0.203089090","-0.286270144","-0.214072816"," 0.010995737"," 0.076187633","-0.142805441","-0.075056885","-0.132103887","-0.205160432","-0.059937946"," 0.074130846"," 0.014316858","-0.008996787"," 0.350485184"," 0.128960528","-0.112748533","-0.260350575"," 0.158304090"," 0.220967761"," 0.219386078","-0.042116895"," 0.171280577"," 0.253059695"," 0.015131105","-0.024559183"," 0.203813491","-0.112723357"," 0.052467099"
"M1582.695T13.11","-0.324147836"," 0.197399259"," 0.139379259","-0.337951757","-0.052068090"," 0.054082006","-0.016234044"," 0.005663689"," 0.002449232"," 0.141730374","-0.118549486","-0.064758349"," 0.072729174","-0.083321921"," 0.185645967","-0.076709388","-0.109068345","-0.160039003"," 0.093739213","-0.306216904","-0.074072007"," 0.147321273"," 0.188793162"," 0.052357924"," 0.137869930"," 0.134896609","-0.080274497"," 0.026346051"," 0.108719604","-0.135230351"," 0.024061609"," 0.419201775"," 0.033447579","-0.055307115","-0.176934088","-0.008923038","-0.228598068"," 0.068251102","-0.147542471"," 0.312193141"," 0.028030026","-0.060539525","-0.027463501"," 0.135333556"," 0.070979640","-0.136671368"
"M1584.692T12.108"," 0.332241467","-0.142077540","-0.178965928","-0.353726821"," 0.076514576"," 0.083499646"," 0.401236259","-0.211796400","-0.052786116","-0.094561794","-0.148097422","-0.415460290"," 0.195571595"," 0.286065805","-0.071982024"," 0.225108093","-0.294057016","-0.205378045","-0.406989261","-0.024441235","-0.640079901"," 0.128262755"," 0.514240892","-0.286807349","-0.182462617"," 0.080078984"," 0.173443871"," 0.037214342"," 0.118200909"," 0.064554904"," 0.346208738","-0.014815413"," 0.132646865"," 0.092560658","-0.003389676","-0.066561297"," 0.198651837"," 0.110449133","-0.384517403"," 0.299982520"," 0.075610199","-0.010677896","-0.170357833"," 0.067901047"," 0.294065462"," 0.025678721"
"M1587.692T13.11","-0.096106821"," 0.014076387"," 0.168677697"," 0.033122571","-0.090606535"," 0.072572035"," 0.233938539","-0.193173645","-0.099846026"," 0.120159426"," 0.239498515","-0.031887934"," 0.083097422","-0.322971820","-0.092702767","-0.392460714","-0.226597245"," 0.159530961","-0.057906277"," 0.035710541","-0.411538199"," 0.088384612"," 0.331957265"," 0.003140249"," 0.036670058"," 0.216194422","-0.009803413"," 0.177169706","-0.171337713"," 0.027193827","-0.066908785"," 0.201115247"," 0.051777822","-0.020535516","-0.103912288"," 0.107187988","-0.117519640","-0.030791454"," 0.138916714","-0.126236651"," 0.110247333"," 0.223172899","-0.123539051"," 0.101317132"," 0.062532586","-0.250979462"
"M1587.696T13.111","-0.3469006658","-0.1642583102"," 0.2173687298"," 0.1179407950","-0.3710354040"," 0.0349587478"," 0.0886395736","-0.2277700517","-0.1282425396"," 0.0571962063"," 0.2006874503"," 0.0721069555"," 0.0665347850","-0.2693590719"," 0.0667566891","-0.1116544711","-0.2524067439"," 0.2304961344","-0.0564477309","-0.0007937045","-0.3629465671"," 0.2250365327"," 0.2369872680","-0.0535516144"," 0.1350376274"," 0.1845816385","-0.0470260865"," 0.0028248236","-0.0662567914","-0.0003159828"," 0.0278576334"," 0.2152364111"," 0.0060224748","-0.0930985173","-0.1322350894"," 0.2152257826","-0.0896996832"," 0.0763537893"," 0.1010854166","-0.0832013622"," 0.0725031984"," 0.1961444670","-0.0031488806"," 0.1653337863"," 0.0957606043","-0.2483282522"
"M1593.442T13.11"," 0.240429109"," 0.217517036"," 0.056237317"," 0.154516531"," 0.001166082"," 0.392654024"," 0.036652445"," 0.021392710","-0.121375609","-0.089849128","-0.239075585","-0.090208218","-0.223574807"," 0.033377346"," 0.109406814","-0.288932590","-0.220827636"," 0.099100361","-0.356814199"," 0.021889725","-0.094842944"," 0.232633713","-0.029455562","-0.103945047"," 0.080515652","-0.121161497"," 0.121605955"," 0.142507273"," 0.180961987","-0.141092767","-0.221544250"," 0.173483806","-0.308825725","-0.161625844"," 0.241391636","-0.066614532","-0.041874616"," 0.355520547","-0.042584021"," 0.210489789","-0.028992021"," 0.174087949","-0.134287595","-0.015954756"," 0.017224782","-0.171303642"
"M1593.688T13.111"," 0.300846065"," 0.266511711","-0.249957756","-0.411712669"," 0.018054399"," 0.244650141","-0.037088116"," 0.089509697"," 0.020800394","-0.077658468"," 0.098938428"," 0.067674989"," 0.150102825"," 0.159678249"," 0.233009529","-0.072228669","-0.289444697"," 0.012167620"," 0.434354454","-0.213652894","-0.235142215","-0.019761754"," 0.051680684","-0.227819002","-0.081419778","-0.006113857"," 0.245822860"," 0.116131837"," 0.021661797","-0.293681104","-0.030470087"," 0.137844347"," 0.303466892","-0.305330347"," 0.040121309"," 0.065656376","-0.150110111"," 0.054216626"," 0.050806187","-0.010772684"," 0.121135715"," 0.002224386","-0.186383302","-0.032263587","-0.176857759","-0.199198659"
"M1594.69T14.113"," 0.046986780"," 0.138774563"," 0.034958263","-0.288205313"," 0.103091255"," 0.218680334"," 0.065590155","-0.053759329"," 0.058148262","-0.007365381","-0.032304587","-0.056623499","-0.077824858","-0.038927339"," 0.032711897"," 0.016202340","-0.153603526"," 0.145452270","-0.043670277"," 0.072902054","-0.035010078"," 0.198661163"," 0.265090292"," 0.141279512","-0.065172781"," 0.019349770","-0.182202477","-0.063483641"," 0.129251793"," 0.055396661"," 0.163944188"," 0.393564800"," 0.019928604","-0.412540101","-0.122797646"," 0.072379718","-0.064072248"," 0.174409326"," 0.092934244"," 0.228905300","-0.102538089"," 0.089386751"," 0.248116979","-0.092530040","-0.994553983","-0.338912076"
"M1603.689T13.111"," 0.06539664","-0.03265933","-0.02019485","-0.03023305","-0.04890402"," 0.25880489"," 0.26724010"," 0.19537505"," 0.03716801"," 0.04912811","-0.03798287","-0.09001917","-0.10270577","-0.08878345"," 0.09511812"," 0.07505981","-0.06894948","-0.03284286","-0.01319010","-0.05834966","-0.19833061"," 0.04599356"," 0.18041041","-0.01258673"," 0.17136108","-0.10715992","-0.09446128"," 0.33328901","-0.03197621"," 0.10129471","-0.13577932"," 0.39662519"," 0.15025829","-0.02618501","-0.02135009","-0.01814440","-0.39726861","-0.25529054"," 0.03871938"," 0.25544108","-0.05354044","-0.28869758"," 0.06861761","-0.27972641","-0.05939066","-0.18059861"
"M1610.426T13.113"," 0.196468389","-0.264820954"," 0.111308952"," 0.075479460"," 0.030760229"," 0.166158350","-0.322605305"," 0.020963316"," 0.435071750"," 0.068096194","-0.100232111","-0.177535885"," 0.201402507"," 0.022273018"," 0.003421702"," 0.395001750","-0.034299412"," 0.184022353"," 0.010440429","-0.290102191","-0.320192489","-0.043990425"," 0.089912490"," 0.044427248","-0.126961277","-0.151514192","-0.124211563"," 0.333519035"," 0.200802519"," 0.105262104","-0.035217834"," 0.240020300","-0.461937941","-0.097546033","-0.285085700","-0.067731773"," 0.093196909"," 0.002748924"," 0.185712271","-0.210943915"," 0.116552778","-0.097584454"," 0.065731657"," 0.073316060"," 0.106461426","-0.366018662"
"M1610.431T13.109"," 0.046821075","-0.604180795"," 0.059475656"," 0.130947158"," 0.195656147"," 0.115722981","-0.282212114"," 0.074366619"," 0.158350533"," 0.234424535","-0.051418185","-0.131649266","-0.042397478"," 0.182057240"," 0.056160746"," 0.176004178"," 0.017011225"," 0.243600307","-0.007132903","-0.161944664","-0.279707931"," 0.006953237"," 0.145926731"," 0.023507393","-0.079159521","-0.104642195","-0.076305681"," 0.140119502"," 0.261015897"," 0.137670174","-0.259888232"," 0.269053943","-0.306078958","-0.160072035","-0.310581654","-0.062370039"," 0.147998448"," 0.055462492"," 0.245354218","-0.166322378"," 0.173575822","-0.048670269"," 0.026081106","-0.024415968"," 0.163102335","-0.327269430"
"M1610.691T13.111","-0.216681784"," 0.013200496","-0.029506700"," 0.017893746"," 0.270682287"," 0.161512278"," 0.084605233"," 0.208354402","-0.294418692"," 0.117365557","-0.037213619","-0.173652609","-0.129269372","-0.031632722","-0.041445791"," 0.085533455","-0.117447327","-0.136178968"," 0.050366563","-0.011588307","-0.228141090","-0.002070155","-0.034703882"," 0.006064175"," 0.107172606","-0.086958872","-0.014279819","-0.213175565"," 0.327919721"," 0.047436651","-0.064695126"," 0.162895225"," 0.169184156","-0.335526295","-0.329399464"," 0.004708994","-0.112721978"," 0.114974808"," 0.038216858"," 0.182323608"," 0.089535089"," 0.242912492"," 0.015861900"," 0.229397641","-0.079432189","-0.027977614"
"M1611.434T12.108"," 0.100424741","-0.044474703"," 0.056011621"," 0.013009472"," 0.073055012"," 0.065696906"," 0.363890751"," 0.082715036"," 0.002696616","-0.040624456"," 0.074102347","-0.175430397"," 0.051243942","-0.085376751"," 0.066003254"," 0.215582334"," 0.101692299"," 0.097187300"," 0.107468247"," 0.108827510","-0.015984808","-0.806252830"," 0.297265949","-0.036968810"," 0.261029728","-0.108807211","-0.003382866","-0.026676858","-0.141155645","-0.082483824","-0.061897364"," 0.296403569","-0.346582467","-0.148339701","-0.203244602"," 0.176165733","-0.067134370"," 0.073401948"," 0.133794378"," 0.033764069"," 0.073165492"," 0.037256339","-0.033560271"," 0.108105027","-0.670799816"," 0.029218128"
"M1627.429T13.11"," 0.188589539"," 0.098896369","-0.248642797","-0.014185706"," 0.221176004","-0.107937438","-0.157552305"," 0.210536797","-0.088836186","-0.038925320"," 0.113972289"," 0.153944468","-0.229092659","-0.233054686"," 0.155677105"," 0.168863427"," 0.004421451","-0.219468092","-0.279052971"," 0.020191208","-0.313349582"," 0.025371449"," 0.209566980"," 0.061157530"," 0.268302086"," 0.001394082"," 0.196622323"," 0.067078284"," 0.003565060"," 0.069679512"," 0.082860483","-0.089879843","-0.080866030"," 0.210048141","-0.154477154","-0.212265063"," 0.008169305"," 0.072302152","-0.042101449"," 0.098496843"," 0.184442757"," 0.217116442"," 0.002910650"," 0.048316209","-0.594920289","-0.059061375"
"M1644.684T13.112"," 0.0872771532"," 0.3170744846"," 0.2111657334","-0.0269514085"," 0.0625804692"," 0.2550204491"," 0.0941743050"," 0.1236509552","-0.0093848137"," 0.2150649168"," 0.2154847876","-0.0060859321","-0.4067837537","-0.2060263772"," 0.1008430447"," 0.3786793546","-0.0827565373","-0.3617242070"," 0.2194777405","-0.0458776240","-0.2672663231","-0.0395604518"," 0.0007889931"," 0.0368966992","-0.0741390196"," 0.0744587048","-0.4786217862"," 0.1422533498"," 0.0505384725"," 0.0131926223"," 0.2491456132"," 0.0849626540","-0.3450754187"," 0.1444253432","-0.3657129033"," 0.0532307622","-0.2875815624"," 0.0307656026","-0.1388576753"," 0.1304023435"," 0.2767456039","-0.0522454445","-0.1433559968","-0.0862934274","-0.1220160934","-0.0219834022"
"M1655.683T13.112"," 0.093225868"," 0.301477571","-0.031992445","-0.082188597"," 0.203078052"," 0.135243349","-0.003588332","-0.202487086","-0.042261416"," 0.208570257","-0.071090719","-0.152968920"," 0.129171538","-0.042363657"," 0.082263512"," 0.217930264","-0.104346257"," 0.158540779","-0.112885869","-0.014050433","-0.282897968"," 0.159020787","-0.107602558","-0.210367874"," 0.168160117"," 0.070052902","-0.001097011","-0.273731752"," 0.219762736","-0.176545350","-0.448384159","-0.092337918","-0.265624017"," 0.032649887","-0.149014839"," 0.350355583","-0.098975954"," 0.345656452","-0.050837715"," 0.158662914"," 0.042713548"," 0.134655723"," 0.059328482"," 0.039311894"," 0.030313591","-0.322504958"
"M1671.676T13.11"," 0.055177146"," 0.020745812"," 0.066461514","-0.069461729"," 0.013995618"," 0.173051312"," 0.149055878","-0.049198030"," 0.132729486"," 0.010615632","-0.155245363"," 0.137366672"," 0.083773985"," 0.112053157"," 0.120006531"," 0.007375194","-0.186249012"," 0.148283057","-0.009679552"," 0.229302186","-0.272718712"," 0.105844059"," 0.052432697","-0.094726073","-0.078516257","-0.011284598","-0.269163347"," 0.194570696","-0.086430202","-0.019632781","-0.078304975","-0.181617989"," 0.290624524","-0.187422837","-0.491332039","-0.042357889","-0.186826905"," 0.089739204"," 0.352856606","-0.115473624","-0.119948404","-0.248742545","-0.061134395"," 0.475520772"," 0.279189134","-0.285303613"
"M1671.991T13.111"," 0.489027964","-0.235241386"," 0.183287034","-0.066781290"," 0.215400904"," 0.419459354"," 0.173473695","-0.612205201"," 0.091012997","-0.217730820"," 0.034084118","-0.241083158","-0.044322643","-0.140886189"," 0.173351566"," 0.337468204","-0.013402719","-0.072737344"," 0.122804547","-0.197282730"," 0.068566950"," 0.127964843"," 0.105308597","-0.275915504","-0.086567655"," 0.064716977","-0.194325599"," 0.324408638"," 0.277287921"," 0.117050420"," 0.073925719","-0.282385882","-0.136453840","-0.019918681"," 0.001965796","-0.273239774","-0.022747158"," 0.211685843"," 0.196866533"," 0.202584180","-0.177550551"," 0.226626657","-0.183695211","-0.214255269","-0.344817303","-0.184783550"
