"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","X9.1","X9.2","X9.3","X9.4","C12.1","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","X12.1","X12.2","X12.3","C15.1","C15.2","C15.3","C15.4","D15.1","D15.2","D15.3","D15.4","F15.1","F15.2","F15.3","F15.4","X15.1","X15.2","X15.3","X15.4"
"Label","First","First","First","First","First","First","First","First","First","First","First","First","First","First","First","First","Second","Second","Second","Second","Second","Second","Second","Second","Second","Second","Second","Second","Second","Second","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third"
"M1093.444T17.115","-0.269170557"," 0.072871077","-0.158662487"," 0.427781746"," 0.095378211"," 0.083764013","-0.139693958"," 0.398635378"," 0.148125527","-0.207254638"," 0.001144204","-0.102087732","-0.178930045","-0.090838661","-0.089051567","-0.022864443","-0.119490434","-0.222492637","-0.054921393","-0.009036489","-0.195936177"," 0.182168886"," 0.084190625"," 0.418066694"," 0.812863337","-0.462309493","-0.492065951"," 0.598022811"," 0.140700880"," 0.075886075","-0.002167290"," 0.037854393","-0.435318716","-0.037256899","-0.226768655","-0.060769089","-0.145913524"," 0.114002670","-0.036692216","-0.080516296"," 0.130553139"," 0.424477352","-0.356267872"," 0.012958727","-0.441618513"," 0.378649987"
"M1094.782T12.105"," 0.374601923","-0.225351439","-0.069259590","-0.273896679","-0.322040589","-0.280011456"," 0.363361698","-0.240560663","-0.228338501","-0.201094779"," 0.143911081","-0.078299349","-0.027610641","-0.145649099"," 0.056458029"," 0.246252704","-0.345257777","-0.103130428","-0.400204591","-0.013249741","-0.325157693"," 0.338309212"," 0.369686320","-0.086403523"," 0.104879847"," 0.034753758"," 0.072172013"," 0.328711759"," 0.365166748"," 0.155276247","-0.057383025","-0.141661509","-0.109817642"," 0.107626703","-0.174563293"," 0.321028270"," 0.209233465"," 0.077574833","-0.097512643"," 0.419248222"," 0.114224168"," 0.055372014"," 0.315716433"," 0.009031258","-0.136777178","-0.499364877"
"M1097.789T13.111","-0.011948214"," 0.043892521"," 0.275915397","-0.090612481","-0.192133942","-0.067614082","-0.205436640"," 0.085149781","-0.427992272","-0.114629780"," 0.065791696","-0.152925628"," 0.104233639"," 0.072567943","-0.209171924"," 0.109441682","-0.186592114"," 0.317397928"," 0.030279915"," 0.019210902","-0.084871726"," 0.219968211"," 0.072964792","-0.062358088"," 0.279163780","-0.088417316"," 0.009786879"," 0.071304692"," 0.048969782"," 0.073910334"," 0.078326660"," 0.067324009","-0.242565215","-0.138655386"," 0.059661826"," 0.030511794","-0.048561761"," 0.030223899"," 0.194522322"," 0.072106192","-0.141196803"," 0.186869879"," 0.021934804"," 0.084538478","-0.181421771","-0.078864594"
"M1097.792T13.11"," 0.0009581001"," 0.0297399120"," 0.2884577104","-0.0788061432","-0.1205809652","-0.0532685687","-0.0027658785"," 0.1248035494","-0.4167542660","-0.2624391066"," 0.0786844377","-0.1388303955"," 0.1276592839"," 0.0738359618","-0.0998028940"," 0.1194122103","-0.1749474576"," 0.3272865227"," 0.0532517377"," 0.0312364610","-0.2374149878"," 0.2058202805"," 0.0854057086","-0.0727063502"," 0.2009759342","-0.0766072799"," 0.0207197649"," 0.0692331276"," 0.0635558991","-0.1212790850"," 0.0917152059"," 0.1026140617","-0.1335597621"," 0.0564105307","-0.1166549309"," 0.0661983373","-0.1818347767"," 0.0093814015"," 0.2052257856"," 0.0870915707","-0.1305747120"," 0.2149484954"," 0.0441525972","-0.1117938847","-0.1540223020","-0.0941308414"
"M1098.786T12.1"," 0.176592953","-0.120587527","-0.247948817","-0.384551074","-0.069320863"," 0.009383300"," 0.179606960","-0.353946292","-0.223481247","-0.091159205"," 0.215768945"," 1.281994096","-0.038373720"," 0.167002229","-0.059069196","-0.240855513","-0.233431597","-0.143132487","-0.021607441"," 0.146914848","-0.253698064","-0.122774442"," 0.145457156","-0.173485514"," 0.317692611"," 0.149680254"," 0.059612501","-0.190941467","-0.104107290","-0.352784130","-0.044142982","-0.095437475"," 0.079075923"," 0.005834926"," 0.046473111"," 0.333276712"," 0.131139952","-0.250098668","-0.277484366"," 0.359872252","-0.108062343"," 0.028646382"," 0.235081264"," 0.282070041"," 0.489464089","-0.640158785"
"M1100.789T13.111"," 0.031738556"," 0.171894708"," 0.132987290"," 0.117744094"," 0.170170575"," 0.088211608","-0.077451662","-0.045732267"," 0.201625145"," 0.071022156"," 0.142483037"," 0.035090787"," 0.172867293"," 0.122195903"," 0.244315524"," 0.097577221"," 0.023981389","-0.044715135"," 0.199390785"," 0.231047747"," 0.122046518"," 0.202351242"," 0.019264495","-0.048854493"," 0.101488679"," 0.057370524"," 0.117207207","-0.451632868"," 0.196204320","-0.550131446"," 0.176850502","-0.014314535"," 0.137913717","-1.044522311"," 0.129648460","-0.236983173","-0.049567592"," 0.238097383"," 0.017870731"," 0.004138917"," 0.094345902","-0.968373994"," 0.205767088"," 0.121659276","-0.002171824","-0.662117479"
"M1101.782T16.121","-0.055463405"," 0.656808555"," 0.005467278"," 0.069119620","-0.113435627","-0.074104679","-0.467733455","-0.194009723","-0.048790377","-0.113471712","-0.154374746"," 0.512319152","-0.007331768","-0.052926120"," 0.015240495"," 0.077281885"," 0.672184184","-0.225909771"," 0.059715936"," 0.002782591"," 0.573216494"," 0.055386053"," 0.033500087"," 0.661340919","-0.139500199","-0.351989126","-0.267318598","-0.052530665","-0.049543935","-0.113318580","-0.001529133","-0.065566322","-0.339828875","-0.059924350","-0.507382166","-0.212679448","-0.415453725"," 0.094785371","-0.060509758","-0.499830687"," 0.630608887"," 0.110890684"," 0.002028917","-0.015690793"," 0.595860918","-0.168390283"
"M1102.787T15.091","-0.21509316"," 0.32227607","-0.52247612"," 0.32405537"," 0.33837975","-0.42833809","-0.31274757","-0.20845449","-0.26718532"," 0.39848843","-0.34462274"," 0.34027916"," 0.34852355"," 0.29275831"," 0.42928979","-0.23183729"," 0.38718825"," 0.26139047","-0.47977094","-0.36576664"," 0.25868516","-0.13061401","-0.45829241","-0.47429423"," 0.34875552"," 0.29083656","-0.27136837","-0.18458344","-0.38188675","-0.09068733","-0.58332282","-0.09934819","-0.34992308"," 0.27682300"," 0.35886671","-0.15994791"," 0.33834706","-0.46313859"," 0.42377491","-0.49293967"," 0.28882294","-0.17315205"," 0.46515820"," 0.45973625"," 0.31513549"," 0.42222026"
"M1103.284T17.121","-0.009922632","-0.051252737"," 0.130002846"," 0.435407828"," 0.224908022","-0.110702285","-0.398256441","-0.204954379","-0.020491033","-0.075514247","-0.003612468"," 0.007182083"," 0.179662623","-0.116616818"," 0.352479325"," 0.070246263","-0.033714004","-0.173532616"," 0.110656935"," 0.101039453"," 0.018891344"," 0.177327260"," 0.287398362"," 0.352942833","-0.050867246","-0.891500137","-0.360773563"," 0.211872479"," 0.058330977","-0.089380050"," 0.147333153"," 0.055593910","-0.493315550","-0.060636899","-0.176522605","-0.016622554","-0.208750076"," 0.121400214"," 0.283319870"," 0.045822324"," 0.094078593"," 0.096051906"," 0.016961988"," 0.224108142","-0.387739465"," 0.131659071"
"M1103.78T17.122"," 0.032431674"," 0.112974181"," 0.200903170"," 0.164302185"," 0.177683124","-0.022098395","-0.516980495"," 0.001558711","-0.413328828","-0.005760196"," 0.110037415"," 0.059129527"," 0.068139890","-0.049831629"," 0.177474135"," 0.101332765"," 0.051909023","-0.082568234"," 0.298199118","-0.020296224"," 0.049158902"," 0.045827972"," 0.184792053","-0.064950542","-0.051479168","-0.412840684","-0.087694239"," 0.225330288"," 0.128510758"," 0.011320038"," 0.231432198"," 0.276316376","-0.573067781","-0.329399562","-0.358746479"," 0.377444182","-0.603698858"," 0.307478117"," 0.217150849"," 0.011530067"," 0.110304157"," 0.136102036","-0.301605718"," 0.208331382","-0.110142499","-0.072614764"
"M1105.455T13.111","-0.05435930","-0.07967712"," 0.20088729","-0.35531275"," 0.21882148"," 0.31585130","-0.13435922","-0.33480013","-0.01423426"," 0.20746162"," 0.27306870","-0.06524969","-0.34140521"," 0.06698666"," 0.42004980"," 0.17929746","-0.09203949"," 0.01921143"," 0.04459877"," 0.07115520","-0.61341260","-0.10735990"," 0.21560234"," 0.12677783"," 0.08632303"," 0.25817806"," 0.17950034"," 0.29658982","-0.01569559","-0.27234201"," 0.09846593"," 0.35521007"," 0.19347938","-0.29801821","-0.01803602"," 0.20773180","-0.33025902","-0.03406792","-0.23222692"," 0.11805973","-0.18358251"," 0.22713421"," 0.19521490"," 0.12638462","-0.49959431","-0.62600956"
"M1106.779T17.121"," 0.2225048583","-0.2978166449"," 0.2260747791"," 0.2453324690","-0.0955557478","-0.1746318747","-0.5341112993"," 0.0018682610"," 1.0742327568"," 0.0187524444"," 0.1764388041"," 0.0312307906"," 0.1482515014","-0.1344986471","-0.2113339224","-0.2814825617","-0.1140489686","-0.5787615929"," 0.2172062083"," 0.1838504786","-0.2411148747"," 0.6066848823"," 0.0067455578"," 0.1869331576","-0.0004651412","-0.8194713649","-0.2906264749"," 0.1313853628"," 0.3104599984","-0.3613794154"," 0.1970791956"," 0.1722764857","-0.3373535804","-0.5198718831","-0.2207625920"," 0.1388943795","-0.2466862037"," 0.1621444659"," 0.2946685569"," 0.4681628217","-0.1592337231"," 0.2420905702","-0.0468372099"," 0.1532781740","-0.2121885329"," 0.2616852956"
"M1107.445T13.643"," 0.085652275"," 0.129296642","-0.039093747","-0.127731799"," 0.066388222"," 0.182362806"," 0.106141876"," 0.274806464"," 0.153192538"," 0.154499686"," 0.255405813"," 0.266434356","-0.076013348"," 0.100070867"," 0.140874728"," 0.107655185"," 0.086823706"," 0.002503345","-0.002082437","-0.605608669","-0.582796196","-0.038090035","-1.200583326"," 0.056409878"," 0.202292292"," 0.123204603"," 0.286970670","-0.870906701","-0.443003345"," 0.050261644"," 0.101933512","-0.367635119"," 0.241079418"," 0.034252162","-0.003659460"," 0.112532480"," 0.113807160"," 0.131070659"," 0.171791233"," 0.122676269"," 0.046817622"," 0.075760468"," 0.051950265"," 0.234484921","-0.046999355"," 0.134799772"
"M1108.781T17.122","-0.074794977"," 0.310656509"," 0.097948755"," 0.286889809"," 0.196384450"," 0.321961089","-0.173205255","-0.061910821","-0.120081182"," 0.007568943"," 0.217909159","-0.052449317","-0.096020087","-0.108550817","-0.028757715","-0.155726965"," 0.018584777"," 0.267734194","-0.132734687","-0.129801303","-0.038469470"," 0.292153692"," 0.122420415","-0.053670168","-0.346903737","-0.710082093"," 0.095833446"," 0.248303667"," 0.239596245","-0.113496562","-0.050625055","-0.025397155","-0.062497296","-0.198622309","-0.022831771"," 0.130961984"," 1.132537491"," 0.009129397"," 0.032673028","-0.087312083","-0.260058363"," 0.124345838","-0.438069461"," 0.025987378","-0.471840772","-0.165670844"
"M1109.452T15.512"," 0.1220258052"," 0.1776425978"," 0.1828034073","-0.0287196847"," 0.0582685990","-1.1342312099","-0.0117653943","-0.1276205296","-0.6405268742"," 0.2486429847"," 0.0650572596"," 0.1239174561"," 0.0682163121","-0.0581223818"," 0.2232190135"," 0.2362231288","-0.1129014046","-0.2719873353"," 0.2474123927"," 0.1811303944","-0.0472040986"," 0.1870491630"," 0.0619955062"," 0.0257315454"," 0.1950329543","-0.0167169924"," 0.1838784182"," 0.1953195218","-0.2677302523","-0.6110991079"," 0.0389239806"," 0.2415308453"," 0.0168930418","-0.0551206418","-0.0184731785","-0.4869305074","-0.0859574564"," 0.1806188590"," 0.3450197829"," 0.1397668506","-0.0477132335"," 0.0918958420"," 0.0002855876"," 0.1321867822","-0.0105471546"," 0.0626794056"
"M1110.119T13.109"," 0.072852095"," 0.213593788","-0.001352656"," 0.101676812"," 0.187906449","-0.145659742","-0.008284138"," 0.174787008","-0.030076245"," 0.021859297"," 0.058874863","-0.226656781","-0.121813789"," 0.206062969"," 0.120081420","-0.095528378","-0.204066488","-0.100378694"," 0.089595361","-0.061091066","-0.323069569"," 0.168965149"," 0.014980985","-0.128448487"," 0.216159300","-0.317379419"," 0.174169127"," 0.106394562","-0.201721926","-0.208891866"," 0.211751700"," 0.126611815"," 0.038679015","-0.092472177","-0.002149894"," 0.119213569","-0.222826188"," 0.213896194"," 0.195259480"," 0.097127457"," 0.079631400","-0.076193242","-0.152672120","-0.047528513","-0.076701147","-0.165167290"
"M1110.456T13.116"," 0.16937751","-0.10696850"," 0.30538070","-0.44136280"," 0.13056544"," 0.22239881"," 0.05822086"," 0.13883956"," 0.08208786","-0.30042730"," 0.16772502"," 0.05451425","-0.06519195","-0.12000160","-0.30115183"," 0.24258676"," 0.19974804"," 0.15443021","-0.21702215","-0.03338831","-0.19958656","-0.05538290"," 0.01232259","-0.18627949","-0.05526236","-0.21710799"," 0.34706413","-0.17913521","-0.03999510"," 0.14840566","-0.13978505","-0.18505413"," 0.03814172","-0.13193346"," 0.02229556"," 0.29551356","-0.03818587"," 0.08102658"," 0.12847648"," 0.17419410"," 0.26173982","-0.03236251","-0.20573625"," 0.08521611"," 0.09276364","-0.36171366"
"M1112.289T13.11","-0.207091307"," 0.337979522"," 0.346253303"," 0.107137974"," 0.088680624"," 0.191888765","-0.060406201","-0.130237291"," 0.046134795","-0.088540562"," 0.066196909"," 0.079859720"," 0.025108116","-0.014610209"," 0.045446469"," 0.101186307","-0.157821084","-0.001869234"," 0.015083257"," 0.111017287","-0.095040900"," 0.118751097"," 0.271080154","-0.315660444","-0.104635882","-0.058255560"," 0.045053690","-0.183437945","-0.120908686"," 0.010921176","-0.127836392"," 0.054233816","-0.112639451","-0.098802236","-0.325920637"," 0.017432986"," 0.087906702","-0.137491474","-0.012008183"," 0.010605870"," 0.206808840"," 0.169523152"," 0.246101929","-0.146907269","-0.175453897","-0.124817612"
"M1112.777T17.122"," 0.11575991","-0.02721378","-0.01934909"," 0.28958485","-0.13123138","-0.09346258","-0.38005933","-0.10972133","-0.08672566","-0.20853236"," 0.10688782","-0.13154887","-0.22343252","-0.11087928"," 0.21313297"," 0.14898277"," 0.76670745"," 0.09233230","-0.07306100"," 0.14022300","-0.20370015"," 0.23899595"," 0.27919725"," 0.15211112"," 0.01632288","-0.55620132","-0.53301482"," 0.14730463"," 0.20843779","-0.23182944","-0.07343063","-0.15684478","-0.21686956","-0.18707402"," 0.74231867","-0.10108039"," 0.76400233","-0.14658439","-0.17063983","-0.23392885"," 0.71477888"," 0.30917647","-0.22845541","-0.18483936","-0.57037693","-0.05616996"
"M1113.279T14.053"," 0.26623899","-0.44287090"," 0.24127375"," 0.17267860"," 0.19639251"," 0.13757959","-0.68932786"," 0.17996234","-0.61636837"," 0.01967439"," 0.13813324"," 0.16990618"," 0.11636903"," 0.13469065"," 0.07794795"," 0.03259269"," 0.11576792"," 0.09515397"," 0.10638430"," 0.20050387"," 0.01939697"," 0.16928773"," 0.18177998","-0.53930465"," 0.32823856"," 0.20015466"," 0.01198504"," 0.11940917"," 0.25085277"," 0.01955704","-0.42308590"," 0.24083401"," 0.10118907","-0.01186094"," 0.02564545","-0.41112604"," 0.06727396","-0.95404585"," 0.12072489"," 0.10021622"," 0.10614297","-0.73228581"," 0.17801812"," 0.16539602","-0.05032167"," 0.06324539"
"M1113.777T15.116"," 0.158096789"," 0.254840766"," 0.116631570"," 0.016627299"," 0.158324796"," 0.241837123"," 0.131652253","-0.362439650","-0.001537602","-1.178694856"," 0.237743986"," 0.117598165"," 0.007954234"," 0.201643295","-0.343938615"," 0.118050173"," 0.032683418"," 0.030398562"," 0.111092690"," 0.233249713","-0.622831469"," 0.236298545"," 0.223380839","-0.605355252"," 0.161197668","-0.050184561"," 0.028906199","-0.201280782"," 0.252437881"," 0.042205985","-0.501108592"," 0.137851252"," 0.080008596"," 0.072736907"," 0.026091179","-0.467189244"," 0.056212339"," 0.217080685"," 0.154759618","-0.461141440"," 0.215642581"," 0.218152877"," 0.118487449"," 0.204372259"," 0.140904624"," 0.040549749"
"M1116.11T13.109"," 0.1642972270"," 0.1765706841"," 0.0603397581","-0.0456716085"," 0.1443432676"," 0.2190428637"," 0.1820931641","-0.0107039507"," 0.1808660699","-0.1952544434","-0.7256514666","-0.0002062004","-0.0123541965","-0.0329341316"," 0.0224786766"," 0.2220226504"," 0.1200431194"," 0.2888074459"," 0.0843877894","-0.4916205592","-0.1758629521"," 0.3234336669"," 0.2162811206","-0.1208270563"," 0.1458133410"," 0.1020162810"," 0.0075358238"," 0.2767329236","-0.9209531450"," 0.0783294456","-0.4891985652"," 0.2938992334"," 0.0207760035","-0.0464067777"," 0.0834005389","-0.6328577320","-0.0186031894"," 0.0495872435"," 0.0921035540"," 0.1119291340","-0.0478514428"," 0.0164578126","-0.0242768421"," 0.2478134034"," 0.1744184974","-0.1145864799"
"M1116.775T17.12"," 0.130182131","-0.163802362"," 0.272123499","-0.352504088","-0.095500693"," 0.003689024","-0.168479572"," 0.300081827","-0.132339706"," 0.039913919","-0.076556942"," 0.126684837","-0.154591318"," 0.230410677"," 0.052291466","-0.111058293"," 0.981646636"," 0.450708546"," 0.343118633","-0.201279600","-0.347069194"," 0.306601672","-0.021441865"," 0.040662988","-0.210860321","-0.824392794","-0.502679968"," 0.308461696","-0.056343807"," 0.012231269","-0.092039293","-0.151284092","-0.163687900","-0.164599239","-0.126374580","-0.188283097","-0.054943976"," 0.086684134"," 0.043411847"," 0.292013099"," 0.926069863","-0.039742802","-0.060338095"," 0.030623111","-0.541653175"," 0.024235896"
"M1117.282T13.111","-0.122735193"," 0.154816347"," 0.051812178","-0.087269190"," 0.092391976","-0.015921498","-0.245199020","-0.192845953","-0.163901656","-0.024923134"," 0.087760348","-0.082938106","-0.099989287"," 0.070219342"," 0.135503949"," 0.066122528","-0.192506086","-0.001085282"," 0.110262721"," 0.145299292","-0.056131983"," 0.355506046"," 0.078927394","-0.278932324"," 0.271268779","-0.094321868","-0.055757792","-0.073946047"," 0.241340885","-0.019377291","-0.357398103"," 0.115813298","-0.169197270","-0.198624349","-0.108743134","-0.056804192","-0.049430088"," 0.302059835"," 0.174023504","-0.232066850"," 0.089402384"," 0.099759281"," 0.185132725","-0.032164676"," 0.308028450","-0.123240886"
"M1117.784T13.112"," 0.100773856"," 0.244600542"," 0.198305953","-0.593370000"," 0.157700282"," 0.117620203","-0.017611368","-0.513634792"," 0.097814752"," 0.165540182","-0.573176185"," 0.066784698","-0.635512820"," 0.154414056"," 0.189919164","-0.007076503"," 0.072026286"," 0.028818837"," 0.160354279","-0.444642078","-0.059552074"," 0.267619161"," 0.262455466"," 0.204330725"," 0.235564181"," 0.160937700"," 0.079396272"," 0.123840182"," 0.059212501","-0.108495942","-0.571090046"," 0.215538748"," 0.080255331"," 0.104663467","-0.206822951"," 0.090964562"," 0.089738733"," 0.112772984"," 0.106042229","-0.041899258"," 0.030237269","-0.635301431"," 0.162823013"," 0.157236192","-0.012699086"," 0.122582727"
"M1118.774T17.122"," 0.140083010"," 0.129723353","-0.140479389"," 0.127143174"," 0.039482310","-0.111743994"," 0.323591502","-0.039146888","-0.281191520"," 0.046091434"," 0.066603169","-0.188160126","-0.064853773","-0.225476905"," 0.299124944","-0.003647662","-0.086408364"," 0.400978664","-0.049457359","-0.055403053"," 0.078309190"," 0.369315512"," 0.438890795"," 0.424265768","-0.175958857","-0.602202420","-0.280338636","-0.024343435","-0.076329465","-0.265137778","-0.276901812"," 0.437632195","-0.253728912","-0.262067497","-0.093256484"," 0.419917033","-0.209523768"," 0.480672919"," 0.038414682","-0.231162239"," 0.058467674"," 0.066362489","-0.025089582","-0.052522052","-0.462772996"," 0.152235150"
"M1120.12T13.11","-0.064894027"," 0.030148994"," 0.029008951","-0.083751528"," 0.184851039"," 0.001659821"," 0.143736109"," 0.093070165","-0.115691518","-0.187172439","-0.018658159"," 0.151006460"," 0.032622337"," 0.027884001"," 0.243766394"," 0.031318315","-0.418371817","-0.141969176"," 0.105274424"," 0.057476848","-0.179215340","-0.089049361"," 0.117703705","-0.009503843"," 0.225794767","-0.175973090"," 0.019090535"," 0.005340138"," 0.161381388","-0.125778530"," 0.113058840"," 0.260649405","-0.040579253","-0.218030599","-0.110886799","-0.066685497","-0.334372869","-0.005236883","-0.113914191"," 0.114602271"," 0.047006798"," 0.035416606"," 0.133003356"," 0.140160892","-0.030913008"," 0.025615367"
"M1120.777T16.117","-0.191231123","-0.172233842"," 0.643348283"," 0.004139946","-0.180366903","-0.390904375"," 0.588518195","-0.393974241"," 0.039602848","-0.021392267","-0.059766709","-0.234998533","-0.023933277","-0.035680421"," 0.005271367","-0.029080514","-0.175439988","-0.146529608"," 0.011566327"," 0.050721041","-0.147348705"," 0.156933456","-0.027150867","-0.132338255","-0.183600017","-0.559035717"," 0.620660701","-0.133831136"," 0.068373947","-0.098171577"," 0.038178803","-0.016584941"," 0.524182608"," 0.644784857"," 0.616266907","-0.085737534"," 0.722035290","-0.042126975","-0.191063954"," 0.017412203","-0.191780295","-0.058215082","-0.140524746","-0.128006127","-0.391643390","-0.169305659"
"M1121.442T16.134","-0.02936084"," 0.11387459"," 0.08234145"," 0.13533009"," 0.17240589"," 0.04981875","-0.07432680","-0.10927813","-0.13386171","-0.02802928","-0.06529224","-0.07440191"," 0.18886875","-0.07403669"," 0.02511120","-0.09940087","-0.06454632","-0.02685904","-0.08570795","-0.06188626","-0.03503593","-0.05199166"," 0.12253954"," 0.11869130","-0.07077684","-0.48131243","-0.25435011"," 0.13698616"," 0.09297197","-0.02576655","-0.03364663"," 0.22686280","-0.45230372","-0.47196672","-0.42875031"," 0.93885785"," 0.89081615"," 0.20019811","-0.06068494"," 0.18908646","-0.05045108"," 0.06385957","-0.03967447"," 0.06385849","-0.36013612","-0.06864358"
"M1121.782T12.114","-0.238098160","-0.050438234"," 0.145734768","-0.485548050","-0.197143589","-0.061583661","-0.005479862","-0.230292360","-0.010093411"," 0.013169008"," 0.004537558"," 1.079077203","-0.189676220","-0.023603501"," 0.227475606"," 0.136299871","-0.282932440"," 0.034148662"," 0.055523600"," 0.118322702","-0.345199168","-0.016618791"," 0.035229713","-0.381915015"," 0.231132458"," 0.180564563"," 0.066147133"," 0.963272207"," 0.370896293","-0.137545863","-0.040500533"," 0.050717697"," 0.016474519","-0.159610388","-0.212629281","-0.011286963"," 0.033026221"," 0.010420702","-0.219569622","-0.179755075","-0.341736247"," 0.099061863","-0.094726712"," 0.176845876"," 0.072957759","-0.205052837"
"M1121.785T12.107","-0.220443631"," 0.011009852"," 0.252392521","-0.525729181","-0.170858069","-0.001961373"," 0.066078440","-0.030349634","-0.071555409"," 0.088756091"," 0.078568788"," 0.196932266","-0.165199277"," 0.047854323"," 0.126306180"," 0.556392267","-0.275953284"," 0.115145062"," 0.141280911"," 0.218653145","-0.352713055"," 0.077459762"," 0.116260895","-0.074905596"," 0.357217514"," 0.295426086"," 0.155377378","-0.596983138","-0.228239643","-0.096726903"," 0.023557615"," 0.254017993"," 0.090321555","-0.257622328","-0.189286543"," 0.058919694"," 0.113547100"," 0.085842089","-0.197657094","-0.148529198","-0.348193262"," 0.195435125","-0.043941275"," 0.290841847"," 0.163200019","-0.179946625"
"M1123.281T13.108","-0.9330040520"," 0.2102836358"," 0.1308285940","-0.0804243808"," 0.0925478655"," 0.2049688035"," 0.1505630356","-0.8725727410"," 0.2189628873"," 0.1020983506"," 0.1270932574","-0.0474243693"," 0.0726015052"," 0.0003962509"," 0.1417449196"," 0.1863988136","-0.0554885157"," 0.1153635451"," 0.2085677235","-0.6184621159"," 0.0226002117","-0.0339181396"," 0.0892513335","-0.2408201346"," 0.1701049408"," 0.1232513043"," 0.1490956689"," 0.1421626148","-0.4709151105"," 0.1658721573"," 0.2178412538"," 0.1052350222"," 0.0589756184"," 0.0621292011","-0.0718003180"," 0.2649305854"," 0.0702211347"," 0.2405347055"," 0.0402517925"," 0.2382795115"," 0.1208097342"," 0.1073379544","-0.0270703677","-1.1388524137"," 0.2217714043"," 0.0176773219"
"M1125.783T12.61"," 0.089118205"," 0.053259933","-0.224852992","-0.426288745"," 0.225437131"," 0.273563486"," 0.231948260","-0.316276198"," 0.118086352"," 0.067419019","-0.029693804","-0.147499658","-0.152033723","-0.256734406"," 0.340399477"," 0.469642993","-0.181177142"," 0.146480255","-0.139199253"," 0.019310536","-0.138823752","-0.082101052","-0.172148281","-0.372232131","-0.129556367"," 0.526189484"," 0.302345859","-0.005507101","-0.233789081"," 0.090546867","-0.157140987"," 0.383114637"," 0.146114893"," 0.015515136"," 0.159366050","-0.171065357","-0.057565846","-0.057268094"," 0.219468765","-0.010212398"," 0.025487276","-0.018472713","-0.036166768","-0.108577267"," 0.115033549","-0.393465048"
"M1126.276T16.125"," 0.085383646"," 0.154122024"," 0.111672125"," 0.118349901"," 0.125059155"," 0.334659074","-0.312070400"," 0.058857279","-0.210937655","-0.003653583","-0.008738063"," 1.009558022"," 0.046885164"," 0.187989363"," 0.094557096"," 0.392072510"," 0.022959346","-0.054713183","-0.066005737","-0.269119549"," 0.114315653"," 0.240704848"," 0.229315631","-0.119365337","-0.137555042","-0.194422304","-0.181432945","-0.127960231","-0.156716755","-0.016214621"," 0.220288273","-0.503524454","-0.333946618","-0.713569374","-0.241110198"," 0.203089863","-0.357846277"," 0.205574288"," 0.236736321"," 0.147875453","-0.006713819","-0.053924695"," 0.130869078"," 0.059855044","-0.373799914","-0.087408399"
"M1128.278T13.111"," 0.115781425"," 0.204073186","-0.077841925"," 0.220730973","-0.026381556"," 0.007819215"," 0.127587368"," 0.001488880"," 0.106118948"," 0.229351286","-0.302100458"," 0.183107356","-0.048101210","-0.160301728"," 0.162633473","-0.003517226","-0.369882465"," 0.164007789","-0.185881425","-0.038383383"," 0.014872150"," 0.122682955","-0.014063834","-0.333418323"," 0.079373648","-0.035843098","-0.141293505"," 0.277966612"," 0.021736271"," 0.018507591","-0.096823518"," 0.096990638"," 0.381619872"," 0.182465148","-0.191983487"," 0.031687053","-0.089468100","-0.094970851"," 0.142865703"," 0.323536203","-0.294997671"," 0.152347192","-0.113267776","-0.306354825","-0.039700408","-0.404774162"
"M1130.109T15.006"," 0.221164788"," 0.057927949"," 0.126719262","-0.050770413","-0.069678363","-0.025389214","-0.135646447","-0.070605305"," 0.111247978"," 0.032130569"," 0.288942394"," 0.006583637","-0.025121898","-0.139482724","-0.050835103"," 0.119236767","-0.036590373","-0.144224082"," 0.196948414","-0.019111984","-0.207914576"," 0.108034773","-1.142683035"," 0.121353199"," 0.092249033"," 0.084291367"," 0.113814281"," 0.100950982"," 0.214084107"," 0.036154167"," 0.101870426"," 0.173918696"," 0.169777412"," 0.156452352","-0.176809568"," 0.279659922","-0.291001410","-0.721897231"," 0.109580127","-0.192811779"," 0.072894126"," 0.121142025"," 0.031139650"," 0.119461374"," 0.039226230"," 0.093617496"
"M1130.78T14.113","-0.014849160"," 0.027999625"," 0.233941272"," 0.051702505"," 0.020400649"," 0.322409774"," 0.117384847","-0.072607268"," 0.035085823"," 0.127364942"," 0.093032042"," 0.165976432"," 0.087473371","-0.022444086"," 0.213263119"," 0.244607866"," 0.189918711","-0.005833558"," 0.116286334"," 0.103916879"," 0.061145969","-0.718848542"," 0.070514277"," 0.112521828"," 0.253941628","-0.017697124"," 0.002146116"," 0.151787457"," 0.330516137"," 0.195286817"," 0.061774212"," 0.074799526"," 0.012933507","-0.147721628","-0.059143145","-0.877134059","-0.063141519","-0.532505382"," 0.064455560","-0.064345439"," 0.096813341","-0.888667230"," 0.231849908"," 0.312142898","-0.727485232"," 0.029029999"
