"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46"
"M1338.236T13.111",0.0038034,-0.027625,-0.025118,0.017684,-0.0016094,0.020831,-0.0069989,-0.015684,-0.0091328,-0.00013359,0.033461,-0.0011304,-0.00045572,0.023671,0.011232,-0.0044708,-0.015616,-0.025298,0.035342,0.025122,0.030482,-0.03372,0.039241,-0.010051,0.036128,0.024751,0.0049818,-0.038394,0.050273,0.022503,0.010053,-0.033961,-0.018906,-0.014083,-0.032247,-0.030734,0.029065,0.00076173,-0.036169,0.022219,-0.011825,-0.0094061,0.010136,-0.02588,0.062805,0.015621
"M1342.731T13.115",-0.0014701,0.024633,-0.025505,-0.050057,0.0088315,-0.027074,-0.011023,0.01146,-0.025765,0.085288,-0.0031642,-0.012102,-0.032926,0.054799,-0.017948,-5.8138e-05,0.032735,-0.006823,0.0039101,-0.031767,-0.011622,-0.012301,-0.11916,0.018669,-0.020745,-0.081797,-0.008603,-0.0269,0.057003,0.0071598,-0.13721,0.0020505,0.05716,0.07905,-0.043354,0.035482,-0.0045558,-0.083164,0.055477,-0.039355,-0.0012297,-0.019003,-0.0052848,0.051168,-0.022471,-0.012686
"M1347.401T13.112",-0.0082544,-0.035903,-0.026583,-0.011835,0.0063486,0.020223,-0.0028551,-0.0096006,0.011303,-0.015283,0.030962,0.051763,0.017283,-0.0014821,0.011909,-0.0033391,0.16018,-0.047855,-0.0022387,-0.026296,0.0042584,0.00082135,0.019887,-0.029502,0.044909,0.062833,0.038784,-0.04455,-0.090741,-0.047349,-0.030964,0.052265,-0.048602,-0.031056,-0.030478,0.021851,-0.059424,0.016341,-0.031066,-0.021823,0.0018033,0.023,0.025989,-0.011258,0.013869,0.016832
"M1348.065T14.094",-0.0048292,0.021369,-0.034792,0.020028,-0.030196,-0.057223,-0.050374,0.038038,0.020036,-0.015202,-0.025045,-0.025016,0.046058,0.0019501,0.049184,-0.03373,0.0024535,0.052013,0.0010835,0.057865,0.035632,0.047564,-0.0021059,0.030838,-0.04264,0.073267,0.041804,-0.069421,-0.00026867,-0.065052,0.0096969,-0.0076006,-0.12618,0.018975,-0.039579,0.016535,-0.017569,0.017615,0.048529,0.036244,-0.054384,0.054178,0.013177,0.055485,-0.11784,0.011862
"M1349.236T13.112",0.0090934,-0.0069904,-0.019411,0.0079367,-0.0056695,-0.042229,0.010555,-0.0098188,-0.019487,-0.046822,0.011944,0.033924,-0.017993,-0.026964,-0.009002,-0.0046059,0.0046499,-0.031676,-0.0081148,-0.0081131,-0.014737,-0.012325,0.015807,-0.0041811,0.0020686,-0.056922,0.023788,0.041307,0.030034,-0.031079,0.02414,-0.035579,0.038684,-0.02463,0.018435,-0.017469,0.022743,-0.077142,0.037892,0.016659,-0.022219,0.0013486,-0.014662,-0.032876,-0.016367,-2.2798e-05
"M1350.732T15.948",-0.0018801,-0.0067573,-0.042333,0.0088819,-0.038136,-0.077032,-0.031945,-0.04561,0.0020944,-0.0048635,0.016651,-0.0067915,-0.0097014,0.064024,-0.018624,0.10082,0.019326,-0.077088,-0.03365,-0.0016016,0.021481,-0.002827,-0.0067667,-0.04678,0.031856,-0.05856,0.025268,0.1071,-0.039063,-0.013932,0.10853,0.040355,0.067641,0.071574,-0.067566,-0.071571,-0.12266,0.016974,0.025873,0.059215,0.027627,-1.7573e-05,-0.041742,-0.044112,-0.04672,0.014025
"M1350.741T12.108",-0.011843,0.029711,-0.074559,0.0074003,-0.087799,0.05283,-0.022757,-0.0023057,-0.0090895,-0.0079655,-0.0081987,-0.0059158,0.0064948,0.029827,-0.016602,-0.020843,0.015529,-0.056075,-0.020027,-0.0049692,0.033006,-0.0041621,-0.0070232,0.015828,-0.027204,-0.0089034,0.047667,-0.0073936,-0.04855,0.037884,0.02105,0.0017771,0.045781,0.086059,0.010984,0.029933,-0.023075,-0.040298,0.06656,0.015559,0.042301,-0.0083639,0.052875,-0.025939,0.0080434,0.017187
"M1352.731T15.036",-0.0080404,-0.011426,0.0088646,0.013768,0.0010867,0.0055669,0.0076661,-0.0025277,0.0063308,-0.026456,0.01207,0.00092269,0.04839,-0.056934,0.034987,0.013468,-0.024402,-0.12602,0.032654,0.037771,0.037689,0.0984,0.075996,-0.064392,-0.04971,-0.047683,0.01695,0.07983,0.012787,0.030245,0.0049991,-0.015118,-0.033606,-0.042812,-0.080192,-0.030574,-0.017245,-0.05574,0.09624,0.036011,0.10435,-0.041591,0.054028,-0.028291,0.052328,-0.01581
"M1354.065T13.114",0.0084385,-0.024292,-0.014696,0.0063768,0.0085355,0.025023,0.027708,-0.0092196,0.070058,0.015583,0.018276,-0.013047,-0.024483,-0.040273,0.033609,0.027664,-0.050312,0.031248,-0.029729,0.0178,-0.021115,-0.037226,-0.052131,-0.01543,-0.0077393,0.018995,-0.014205,0.0092063,0.050296,-0.023936,-0.0095058,0.014176,-0.067959,0.0076202,-0.027429,0.035594,0.020094,0.021034,0.02513,-0.00023591,-0.027781,-0.037365,-0.046998,-0.040795,-0.031105,-0.0055135
"M1354.067T13.111",0.002928,-0.031657,-0.02028,-0.011945,-0.014494,0.012772,0.045304,-0.017172,0.071324,-0.006007,-0.0039849,0.009666,-0.026687,-0.055955,0.014316,0.046471,0.016244,0.001168,0.0041545,0.029764,-0.027252,0.021165,-0.071493,-0.024941,0.014133,0.035653,0.014383,-0.0089517,0.040807,-0.020572,-0.031905,0.01919,-0.059471,-0.01101,-0.0075731,-0.030353,0.025896,0.0294,0.033582,0.032562,-0.037421,-0.019643,-0.044739,-0.045732,0.041511,-0.0076616
"M1355.23T13.109",0.0030804,-0.0080145,-0.045623,0.00057208,0.022478,0.009451,-0.027342,-0.013304,0.0087399,0.016423,-0.042635,0.027917,-0.014859,-0.020308,-0.014968,0.013175,-0.00079241,0.0062799,0.022338,-0.049118,-0.05388,0.014961,-0.0094523,-0.040453,-0.012405,0.036842,0.006076,-0.024101,-0.0065149,-0.013396,-0.028546,0.047576,0.023599,-0.018545,-0.010917,-0.017916,-0.0033768,0.017522,0.034523,-0.04713,-0.0081491,0.014985,-0.027463,0.0014,-0.014293,-0.0060094
"M1355.233T13.111",0.00094754,-0.010155,-0.043795,-0.0052168,0.024084,0.0085288,-0.0238,-0.011055,0.011748,0.01683,-0.044831,0.029974,-0.027945,-0.038487,-0.014498,0.0077263,0.022877,-0.017775,0.0071092,-0.049604,-0.04211,0.0082758,0.0077839,-0.049029,-0.016356,0.019539,0.017352,-0.017985,-0.019567,-0.013606,-0.022601,0.038989,0.034265,-0.040915,-0.017593,-0.039742,0.029521,0.033793,0.010007,-0.0022327,-0.0011553,0.025049,-0.050727,0.026411,0.021808,-0.0090924
"M1355.738T13.11",-0.0039442,-0.017868,-0.023791,0.028644,0.0050539,0.023386,-0.0040436,-0.013403,-0.016299,0.011412,0.0066183,-0.0085714,-0.0056661,0.060146,0.020005,0.0026401,-0.02217,0.038763,0.010175,-0.017153,-0.027724,0.015233,-0.057994,-0.0058473,-0.031669,0.059212,0.00097543,-0.0016516,0.012633,0.015761,0.011298,-0.040259,-0.0059015,-0.021792,-0.0068494,-0.0013594,-0.0034758,0.013066,-0.041887,-0.013353,-0.036538,0.011006,-0.032533,0.023171,-0.062923,-0.012583
"M1356.732T13.109",0.005397,-0.01906,-0.088555,-0.063239,-0.0032679,-0.044023,-0.013553,-0.025886,0.015739,-0.01824,0.095586,0.042004,0.09599,0.018937,-0.0030814,0.075356,-0.011644,0.019883,-0.014436,-0.011688,0.026649,-0.041641,0.072173,-0.01402,-0.0017921,0.024878,-0.058138,-0.01779,0.058046,0.011506,0.029993,-0.0019109,0.0022482,-0.017135,0.026661,-0.051329,-0.04679,0.061478,-0.03617,0.015516,0.0052344,0.0034768,0.017415,0.0054186,-0.016106,0.0077806
"M1363.728T17.123",0.01577,-0.076917,0.0030138,-0.051695,0.049005,0.024381,-0.0042452,0.000622,0.042105,-0.01413,-0.0019968,0.020687,0.0036445,-0.031119,-0.041988,0.018709,0.0082714,0.0080608,-0.012288,0.019495,0.0025137,-0.0044132,0.029091,-0.0014186,0.012317,-0.0071371,0.027987,0.0061159,-0.0447,0.0024684,-0.044683,0.013955,0.027206,-0.0044087,-0.006766,0.027857,0.0025058,-0.049543,0.003519,-0.025545,-0.0070474,-0.0026708,0.010116,-0.027776,0.011812,-0.023169
"M1372.988T13.614",0.0045422,-0.0072542,-0.021301,-0.024403,0.038295,0.045709,-0.0049728,-0.0093644,-0.0080362,0.026777,0.027199,0.054561,-0.0014846,0.024939,-0.025029,-0.0035668,-0.028784,0.013568,-0.0018945,-0.015596,0.0043995,0.085166,0.063656,-0.031944,-0.019426,-0.059104,0.022544,0.037744,-0.010037,0.023318,-0.078601,0.023241,0.020162,-0.021593,-0.011146,0.044417,-0.049531,0.011933,-0.021397,-0.0094473,-0.038727,0.015074,-0.054228,-0.031124,-0.017372,-0.0090542
"M1377.398T13.111",-0.0043467,-0.021045,-0.0071171,0.0030943,-0.0052405,0.052253,0.02977,0.0011983,0.013649,-0.014898,-0.036952,0.0025936,-0.019387,0.038213,0.020818,-0.049348,-0.046233,0.023746,0.02623,-0.019704,-0.021667,-0.014574,0.020911,0.017986,0.061659,0.074946,-0.007147,0.085641,0.050377,-0.0078231,-0.055339,0.067584,-0.024784,-0.030952,0.0095066,0.047256,-0.06207,-0.050416,0.026363,0.044646,-0.0091517,0.0090268,-0.014627,-0.061564,0.036351,0.031828
"M1377.734T13.11",-0.0066077,-0.015524,-0.090223,0.0089033,0.0019192,-0.0091738,-0.0019948,0.015353,0.00093463,-0.00088223,0.040555,0.024365,0.020005,0.019861,0.020446,-0.022629,0.00048042,0.013867,-0.0024229,0.011968,0.0077429,-0.017083,0.02612,0.034601,0.0030058,-0.011564,-0.045237,-0.006795,0.041952,-0.0018252,0.015508,-0.060109,0.0044708,-0.013742,-0.011151,-0.027567,-0.02878,0.026155,0.030831,0.019851,0.0083739,-0.011788,0.020767,0.053658,0.031023,-0.010129
"M1378.067T13.109",-0.0066281,-0.005978,-0.025788,-0.010436,0.00055844,0.03741,-0.044417,0.030688,0.01173,0.022531,0.0068464,-0.024151,0.041964,0.053294,-0.03888,0.013866,-0.046752,0.00082995,0.00087899,-0.073935,-0.10471,-0.10946,-0.027439,-0.067495,-0.0055068,-0.031377,0.017494,0.015014,0.033401,-0.0094155,-0.00028419,0.12436,0.039976,-0.018396,-0.0059877,-0.010335,-0.029612,0.048353,0.013478,-0.0028563,0.031678,0.031234,-0.015395,0.035927,0.12428,0.011799
"M1378.224T13.118",0.01011,-0.00146,-0.056698,-0.017087,-0.031749,-0.03948,-0.0075996,-0.013953,-0.0083565,0.013781,0.00039329,-0.010833,0.018974,0.00065576,0.041696,0.041937,0.058992,0.021178,0.10678,0.072316,0.074752,-0.072805,-0.029223,0.065637,0.000267,-0.017392,-0.013059,-0.023889,0.059267,0.0090528,0.0016985,0.023084,-0.039874,0.034087,0.014268,-0.053024,-0.051723,0.015089,-0.0018459,0.0055667,0.027912,-0.064433,0.023125,0.001305,-0.062657,-0.0048149
"M1378.729T13.111",-0.0038401,-0.0091784,-0.032051,-0.034176,-0.012471,0.032816,-0.039938,-0.038387,0.024929,0.0043124,-0.0079113,-0.057682,0.038133,0.00027233,-0.019099,0.0082905,0.0061956,-0.013317,-0.0036777,-0.026912,-0.014608,-0.10969,0.061851,-0.054939,0.013605,-0.0066667,-0.053349,0.031878,-0.016801,-0.040033,0.083549,0.069813,0.053255,-0.020587,0.019819,-0.053259,-0.070236,-0.031116,-0.0019924,0.029956,0.024972,0.068632,-0.052018,0.009032,-0.020158,-0.0034655
"M1378.733T13.109",0.0017074,-0.018154,-0.043315,-0.0036861,0.0021014,0.044958,-0.013624,-0.046533,0.023869,0.0090715,-0.016069,-0.021509,-0.010752,-0.013776,-0.012223,-0.013765,-0.00022413,0.011351,0.029378,0.020261,7.8147e-05,-0.067795,0.0051194,0.011762,-0.013894,0.036057,-0.028979,-0.0087943,-0.039477,-0.038734,0.00034771,-0.0040133,0.018826,0.028442,0.024605,-0.010636,-0.040503,-0.017091,0.045329,-0.0090201,0.043893,0.033264,0.018256,-0.0066029,-0.031388,0.014864
"M1384.234T13.11",0.0021054,0.00561,-0.022602,-0.040248,-0.027566,0.040711,-0.0014583,0.026023,0.012207,-0.019312,0.021649,0.026442,-0.030221,0.052029,-0.04584,-0.0094007,-0.031621,0.025078,0.067109,0.037472,-0.0059226,0.011098,-0.05853,-0.021028,-0.0096166,0.012156,-0.024505,-0.010387,-0.03829,0.018792,-0.065601,0.0038665,0.0004356,-0.072576,0.016989,-0.063812,0.0093019,0.015581,0.041085,-0.040514,0.054107,-0.011732,0.040273,-0.078206,0.0018381,0.00059868
"M1386.725T14.12",0.00051657,-0.017257,-0.071243,-0.03134,0.02319,0.041622,0.021889,0.024003,-0.0017866,-0.026189,0.011191,0.033937,-0.039262,-0.06056,0.0072852,-0.036869,-0.016249,0.015309,-0.033281,-0.041608,-0.0076471,0.025603,-0.02764,-0.026563,0.00092328,-0.039915,-0.024338,-0.021808,0.022416,-0.0092148,0.091901,-0.045188,-0.026199,0.016828,0.047453,0.037865,-0.012382,-0.013148,0.084512,-0.048179,-0.052665,-0.0086088,-0.02948,0.026252,0.032277,0.0067968
"M1388.062T13.11",-0.017897,0.022746,-0.0059931,-0.0087906,-0.017107,-0.020725,0.029702,0.069552,-0.050919,0.038988,0.12782,-0.10139,-0.011326,-0.037497,-0.013716,-0.045582,-0.0089285,-0.099425,-0.087486,-0.025117,0.025657,0.15626,-0.10275,-0.11043,-0.076718,-0.033139,0.083468,-0.01775,-0.050802,-0.045559,-0.039673,0.06876,0.031905,-0.04517,0.033396,0.02183,0.00051656,0.033775,0.033195,-0.054668,0.048845,0.040094,-0.078137,-0.090124,0.068609,-0.0078045
"M1389.224T13.115",-0.013167,-0.024071,-0.033678,0.015331,0.011457,0.020144,-0.064072,-0.0032027,0.001574,0.0097432,0.018002,0.01085,-0.021228,-0.019773,-0.043912,0.03937,0.031153,-0.020537,0.038444,-0.016607,-0.042096,-0.030964,0.0012104,0.011874,0.015051,-0.028242,-0.0065198,-0.043626,-0.0074478,0.055657,0.020343,0.001369,0.01685,-0.0092799,0.031034,-0.02602,-0.059605,-0.03948,0.0073709,0.015339,0.0039799,0.050505,0.0013176,-0.0065404,0.025448,0.011335
"M1390.227T13.111",0.0024578,-0.022077,-0.0024617,0.036475,-0.015554,0.026208,0.0058873,-0.028956,0.025325,-0.0064503,3.8309e-05,0.0088401,0.017687,-0.035724,0.0074424,0.0048686,-0.04974,-0.02498,-0.027558,0.058827,0.023526,-0.04952,0.0064734,0.016765,0.0023547,-0.031649,0.0018958,0.029084,0.028985,0.0039897,-0.0071724,-0.032414,0.0070259,0.038846,0.038136,-0.028755,0.055499,-0.040632,0.040108,-0.040773,-0.026874,-0.099053,-0.001999,-0.04176,-0.028109,-0.001003
"M1392.401T13.109",0.0018809,0.00084479,0.0031138,-0.016298,0.0099461,0.018443,-0.023494,-0.0091584,0.00010324,-0.029256,-0.055562,-0.01353,0.012945,-0.016047,-0.042292,0.016778,-0.041017,-0.031803,-0.025319,-0.039087,0.027597,-0.013919,-0.023205,-0.025197,-0.013523,0.034704,0.070828,0.010595,-0.012068,0.0050282,0.0090991,0.026404,-0.0078242,0.0076125,-0.041196,0.0071917,0.074607,-0.062184,-0.0041181,-0.018859,-0.018915,-0.030593,-0.042384,-0.00019008,-0.085198,0.0041801
"M1396.23T13.109",0.013073,-0.011325,-0.039587,-0.0056635,-0.00064097,0.010083,-0.015011,0.0037399,0.012498,0.021104,-0.022252,0.0085496,0.0048952,-0.0017134,-0.024736,-0.015285,-0.0012896,0.0036262,-0.020274,-0.0014683,-0.001675,-0.00095841,0.030815,0.0034664,-0.0092175,-0.011186,0.092178,-0.0090368,0.0010829,0.058643,0.027871,-0.047667,-0.039556,-0.039504,0.0022715,-0.014943,-0.012877,-0.025686,-0.086112,-0.045725,-0.0095188,-0.00021632,0.016134,-0.040557,0.033464,-0.0058411
"M1397.732T14.114",0.0052657,-0.03817,-0.019469,0.004622,0.0047916,0.043654,0.05371,0.0002288,0.016598,0.020205,-0.024469,0.025589,-0.074355,0.0087104,-0.014413,0.060159,-0.027978,0.028692,0.04552,-0.0043444,0.043864,0.016516,0.028887,-0.015333,-0.019643,0.037361,-0.024851,0.0077426,-0.0081061,0.041206,0.0056862,0.020281,-0.01686,0.041905,-0.017712,-0.0526,0.0055321,-0.042004,-0.020382,-0.028526,0.004701,-0.029601,-0.012326,0.0059434,0.057458,-0.0036375
"M1400.054T13.115",0.0012694,-0.025995,-0.017726,-0.014452,-0.014162,0.050525,0.0016464,0.0063254,0.00071291,0.0087428,0.0056878,-0.012706,0.0033978,0.016307,-0.017816,0.0064758,0.024727,-0.0075259,0.0089832,0.021295,-0.04599,0.011844,0.029662,-0.022572,-0.030776,0.029888,0.018396,-0.0051084,-0.02324,-0.038122,-0.0060413,0.017762,0.010686,-0.031223,-0.029675,0.04494,0.008492,0.00048347,-0.0037896,0.0061197,0.027931,-0.0043916,0.00048772,-0.037385,0.026877,-0.0019548
"M1407.221T13.588",-0.0024562,-0.018212,-0.085526,-0.021634,0.022935,-0.0224,-0.010262,0.0031372,-0.018829,0.030336,0.040799,0.041724,0.062016,0.040533,0.019431,0.025193,0.009318,-0.0028832,0.029256,-0.0070967,0.031221,-0.016601,-0.019185,-0.010955,-0.050964,-0.01595,-0.026436,-0.063533,0.062859,-0.005298,-0.061055,-0.034168,0.045624,-0.017314,-0.032021,-0.016815,0.092935,-0.019048,0.016388,0.029991,-3.0961e-05,0.025782,0.047314,-0.018293,-0.022135,-0.03769
"M1412.721T13.112",0.0044165,-0.032459,-0.029329,0.0039192,-0.01587,-0.019537,-0.032301,0.01168,-0.025549,-0.04606,-0.011885,-0.023483,-0.04785,0.0011726,0.015757,0.058116,0.013237,-0.034449,-0.017672,-0.048726,-0.026933,-0.013419,0.023474,0.029249,-0.025271,-0.0053014,-0.0070728,-0.031208,-5.6313e-05,0.026912,-0.023402,-0.0048262,0.00761,0.014192,-0.0060362,-0.0056979,-0.02687,-0.0011377,8.1816e-05,-0.035891,0.042619,0.025858,0.034393,-0.0035754,0.0019372,0.0031497
"M1413.222T13.11",-0.0055732,-0.0019338,-0.012326,0.0036066,0.022977,0.0035775,-0.011891,-0.026895,-0.0091753,0.059152,-0.006117,0.067987,-0.018431,0.012357,0.019317,0.028783,0.0013555,0.047859,0.056109,-0.0009838,-0.042379,-0.051501,0.039506,-0.024427,0.043233,0.037246,0.038257,0.0065269,0.017301,0.024221,0.028297,0.033928,0.03304,-0.043738,0.028812,0.042523,0.0056522,-0.016784,0.062408,-0.011857,-0.022263,-0.0044305,-0.045295,0.0084042,-0.037116,0.013379
"M1414.729T13.11",0.0032566,-0.0089581,-0.040093,0.00080675,0.0004098,0.037257,-0.025283,-0.0076227,0.0050619,-0.0061859,0.020667,0.0086718,0.014169,-0.0032326,-0.038531,0.01688,-0.032196,0.003937,0.0071082,-0.0099072,0.008096,-0.039897,-0.012179,-0.006848,0.042896,0.015896,0.015087,0.005458,0.034285,0.019147,-0.032869,-0.00060913,-0.0021363,-0.041588,-0.03204,0.043682,0.045186,0.026484,0.032889,-0.019317,-0.043808,-0.028148,-0.0063249,-0.018765,-0.011271,-0.0035581
"M1415.719T14.621",-0.0053605,-0.020462,-0.014394,-0.03427,-0.0063671,-0.0019091,0.022445,-0.0030939,0.0016852,-0.0020868,0.0068767,0.023827,0.019917,-0.0092458,0.020734,0.036249,0.048452,0.023575,-0.027802,0.051411,0.087136,0.0071596,0.011612,-0.017727,-0.082978,0.076242,0.077931,0.029538,0.035647,-0.031063,0.024071,0.039611,-0.0026874,-0.079621,0.11623,0.1251,0.034875,0.012676,-0.047181,0.016858,-0.014335,-0.0065802,-0.026396,-0.011949,-0.075216,0.016103
"M1417.465T13.61",0.013737,0.021254,-0.069155,0.03848,-0.031956,0.024465,-0.004086,0.0056384,-0.079199,-0.0060533,0.055493,0.0082379,-0.021644,-0.029435,-0.018331,0.0089799,-0.010431,-0.098535,0.045566,-0.043325,-0.010328,0.027382,0.021916,-0.022116,0.043737,0.087779,0.088462,-0.0022041,-0.089754,-0.0023575,-0.017746,-0.065289,0.0022811,0.0011099,0.0015521,-0.048199,0.056881,0.076314,0.042349,-0.094234,0.085279,-0.11156,-0.021595,-0.062738,0.040418,0.010856
"M1418.72T12.097",0.010096,0.040332,-0.06104,-0.029628,0.026066,0.045778,0.0025508,-0.0088027,-0.011514,0.01341,0.0062967,0.034206,0.030269,0.0053159,0.013939,0.0050199,0.0020667,-0.012304,0.077286,-0.016485,-0.035329,-0.011265,0.016715,0.048094,-0.012099,0.0076553,0.014547,-0.050334,0.042376,0.033862,-0.007602,0.040806,0.0205,0.0038246,-0.032351,-0.027473,-0.063288,0.020979,0.020026,-0.059263,0.032623,-0.028334,0.059118,0.018554,0.057213,-0.022376
"M1419.724T14.619",-0.025699,-0.00080706,0.0078195,-0.0088411,-0.00067916,0.037157,0.025053,-0.014643,0.0049268,0.021274,-0.035901,-0.006499,-0.019596,-0.018855,0.085097,0.0058183,-0.042832,-0.033739,-0.032272,0.0025504,0.02071,0.014098,0.059422,0.020058,0.039657,0.048495,-0.040452,0.031993,0.034655,-0.03334,-0.10228,0.0452,-0.011316,-0.086583,0.014122,0.036823,-0.02989,-0.081223,0.00061041,0.029024,0.014781,-0.055038,0.016584,-0.076617,0.015663,-0.017371
"M1422.052T13.142",0.00033699,-0.012182,-0.036089,0.0024624,-0.0019342,0.0045906,-0.023682,0.00018088,0.042028,0.012172,-0.017825,0.018864,-0.0058107,0.0085566,0.0093037,0.012058,-0.0027228,0.017547,0.039512,-0.0069882,0.023705,0.010927,0.022399,-0.077476,-0.044498,0.0033603,0.00064802,-0.041002,-0.01828,-0.037683,0.0039283,0.041236,0.058029,0.085941,0.040563,-0.017142,0.045508,-0.01986,0.011599,0.026824,-0.028721,0.002047,-0.0046338,-0.031649,0.035831,-0.0031623
"M1428.722T13.111",0.005757,-0.021407,-0.034996,0.0060217,0.024366,0.0058751,0.026109,-0.024672,-0.010201,-0.003135,-0.0010762,0.015272,0.0021979,-0.014879,0.020718,-0.013907,-0.0090341,0.029849,-0.031935,-0.027675,-0.021458,-0.044851,-0.016683,0.02271,-0.00309,0.0059454,0.001125,0.026503,-0.00025265,-0.073405,-0.037805,-0.0018257,-0.0085112,-0.012116,-0.059786,0.0044921,-0.0025824,0.034938,-0.021777,0.00061824,-0.040715,0.026768,0.020416,-0.019313,-0.026094,0.0043042
"M1429.059T13.111",0.010639,0.018043,-0.018247,0.015779,-0.073901,0.057828,-0.0047507,0.059682,0.10379,-0.020914,0.098307,-0.03407,0.0034389,-0.030637,-0.070594,-0.02764,0.023447,0.02156,-0.079385,0.093613,-0.068015,0.04117,-0.043934,0.012913,0.017674,-0.060022,-0.0036357,-0.025939,-0.080402,-0.02507,0.0025326,0.033954,-0.12642,-0.025426,0.015897,-0.0255,0.018741,0.013785,0.12557,-0.0005658,0.033865,-0.14968,0.0090871,-0.080687,-0.084312,0.021389
"M1434.718T13.115",-0.0091081,-0.0077872,-0.055905,-0.015264,0.002198,0.019779,-0.023926,-0.00067393,0.055152,0.04995,0.012748,-0.023945,0.019142,-0.032184,0.068712,0.001367,0.045278,0.0383,-0.010995,0.006428,-0.0035395,-0.024621,0.04431,0.017392,0.018993,0.039834,0.015669,-0.040239,0.017947,0.035933,-0.000561,0.010449,0.026267,0.023084,-0.00028201,-7.8365e-05,0.0073074,-0.013222,0.0013289,-0.019682,-0.023053,0.0095651,0.012046,0.039026,0.068079,-0.012422
"M1436.722T13.111",-0.0086928,-0.024961,-0.043984,0.01944,-0.0019777,0.020635,-0.0063862,-0.012495,0.0065072,-0.019739,-0.024345,-0.0036358,0.00011859,-0.013999,-0.022216,-0.0016757,0.0053019,0.050539,-9.7599e-05,-0.017913,-0.0084471,0.042864,0.02201,0.008114,0.0094331,-0.013254,0.017981,0.0032693,0.030144,0.0024972,-0.027098,-0.0068998,0.040334,-0.011961,-0.0054284,-0.012015,0.0092114,-0.0084465,-0.040697,0.00027779,-0.038102,0.039009,-0.029045,0.02753,0.012422,0.00033395
"M1437.72T13.111",-0.0013286,-0.016079,-0.034138,-0.01269,0.035654,0.028756,-0.0020949,-0.011763,0.01182,0.0126,0.0015753,0.00086861,-0.017316,-0.018661,-0.012646,0.0038856,0.0052246,-0.056793,-0.055692,0.014296,0.011434,0.049855,0.022373,-0.02686,0.0033879,-0.044111,0.0085751,-0.058381,0.047934,-0.014497,-0.026508,-0.024627,-0.006428,-0.00076284,0.056706,-0.0034252,0.015866,-0.030476,0.0046553,0.0023712,-0.038665,-0.040837,-0.051743,0.042947,0.0080398,-0.0099422
"M1438.046T13.106",-0.00074089,-0.011227,-0.034862,-0.023222,-0.018479,0.022919,0.013017,0.0070603,-0.039103,-0.054349,0.018577,0.029003,-0.10221,-0.019676,-0.025786,0.049914,0.0011385,0.03617,-0.10057,-0.043189,-0.0064532,0.019751,-0.051371,0.0028244,0.0086745,-0.034596,0.018615,-0.037471,0.082463,-0.0095866,0.074785,-0.0045476,0.012077,0.049724,-0.0041219,-0.0401,-0.043221,-0.028365,0.014734,-0.030059,0.011883,-0.0069532,-0.0045609,0.026368,0.040591,-0.0060631
"M1440.718T13.112",0.00052227,-0.032873,-0.04039,0.025373,-0.0077508,0.009895,0.0034891,-0.01684,-0.0055943,-0.0029162,-0.024361,0.0020969,0.016011,-0.011966,0.003194,0.03508,-0.031017,0.0055679,0.018747,-0.028221,0.008204,-0.050937,0.027067,-0.025302,0.0031356,0.023565,0.0092437,0.047562,-0.022002,0.012109,0.0013581,-0.008371,-0.0198,-0.0079109,-0.031925,-0.011547,-0.017904,-0.065321,0.0058007,0.0077571,0.038011,-0.0061521,0.022667,0.0091698,-0.041683,0.014536
"M1440.72T13.11",0.0076435,-0.027465,-0.04628,0.01341,-0.0080178,0.017303,0.0065733,-0.013944,-0.019946,0.01347,-0.029925,-0.032994,-0.012628,-0.013343,-0.019429,0.023602,-0.055382,0.026244,0.034669,-0.030701,0.026333,-0.018465,0.029129,-0.01503,0.0020789,-0.013415,0.021938,0.030395,-0.012208,-0.0094943,-0.0061822,-0.010133,-0.02481,-0.029391,-0.019445,-0.0077291,-0.022734,-0.042846,-0.026277,0.010279,0.03905,0.025381,0.0063884,0.016597,-0.042616,-0.0037859
"M1446.718T13.11",0.011273,-0.017492,-0.028097,-0.010042,-0.01071,0.025865,-0.0013691,-0.015515,-0.016425,-0.032122,0.029474,-0.0056428,-0.056964,0.01825,-0.0025918,-0.038991,0.012401,0.0046615,0.038831,0.024115,-0.023717,-0.021195,-0.021056,0.004433,-0.018091,-0.026342,-0.035985,-0.0068694,0.00046261,-0.03337,-0.061716,0.019014,-0.016702,0.0013141,0.0084614,-0.040048,-0.047731,0.040952,-0.038051,-0.019908,-0.03037,0.00052772,-0.03898,0.067266,0.01106,-0.015292
