"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46"
"M1447.213T13.111",0.001556,-0.013399,5.3296e-05,-0.0089893,-0.0076037,0.038062,0.029216,0.028451,0.013777,0.043191,-0.011101,0.054704,-0.0016884,0.010579,-0.029941,-0.027406,0.034642,0.023382,0.0078818,-0.021,-0.0058512,-0.0090543,-0.035957,-0.005482,0.033451,0.024574,0.058603,-0.030279,-0.047244,-0.029182,-0.019202,-0.036023,0.0036254,0.014034,0.0164,0.022252,-0.057947,0.037101,0.0097144,-0.041127,0.062733,-0.013603,-0.05672,0.053943,0.062144,0.022468
"M1448.712T16.544",-0.030884,-0.077368,0.0498,-0.0079511,-0.0086646,0.0093774,0.021044,-0.010877,0.017989,0.038911,0.04049,-0.042931,-0.061361,0.063018,-0.039845,-0.058638,-0.0054392,-0.0056944,-0.033778,-0.047329,0.032369,-0.011478,-0.039141,0.00045502,-0.026253,0.0008173,0.011927,-0.032832,-0.0089946,-0.0096091,-0.0043998,-0.013159,0.008949,0.014196,-0.0014068,-0.066835,0.040706,-0.024273,0.0099876,0.05616,0.019436,0.024424,-0.001353,-0.0080389,0.045265,0.0065199
"M1451.39T13.11",0.0080514,-0.0099977,-0.04075,0.01616,0.012503,0.00089414,-0.020427,-0.022071,-0.028978,-0.0073017,0.00052116,0.030559,-0.021525,-0.010388,0.054424,0.013602,0.0083168,0.015762,0.015945,-0.013762,-0.013202,0.027036,-0.0060789,-0.01144,0.016919,0.010649,0.019273,0.027704,-0.0047725,0.0099557,0.00082583,-0.035754,-0.0044747,-0.038109,-0.013041,0.00076787,0.026557,0.010466,0.031793,0.011623,-0.0034486,0.079941,-0.024728,0.037813,-0.017533,0.0014422
"M1451.392T13.111",0.011086,-0.016692,-0.028293,0.015408,0.016156,0.00041107,-0.024767,-0.023046,-0.025297,-0.0050503,-0.0035898,0.024396,-0.016304,-0.030788,0.035243,0.022556,0.00038837,-0.003881,0.02319,-0.012936,-0.037374,0.032675,-0.024119,-0.0080878,-0.008962,0.022953,0.027925,0.027189,-0.005847,-0.020529,0.013468,-0.01118,0.016485,-0.033144,-0.0036728,0.0030177,0.030741,0.018754,0.020694,-0.010401,0.024158,0.055501,-0.0019154,0.044928,0.013497,0.011704
"M1452.053T13.111",0.013278,-0.020472,0.0024211,-0.022944,0.020641,0.012034,0.018949,0.021195,0.025507,-0.012716,-0.009511,-0.0026838,0.011451,-0.013396,-0.0073793,-0.010542,0.055533,-0.029539,-0.0090345,-0.032176,-0.026065,-0.057578,0.0234,-0.007287,-0.018221,-0.017725,-0.010554,0.030978,0.0061425,0.00092038,0.029172,-0.04356,0.0068401,-0.034827,0.037194,0.043602,0.021769,0.039644,0.046785,-0.056688,-0.068873,0.012102,-0.007627,-0.048541,0.056381,-0.017687
"M1458.718T12.108",0.019647,-0.012882,-0.037884,-0.041228,0.024821,-0.0020229,0.01315,-0.022607,0.0072006,0.0089826,0.013968,0.043452,-0.010897,0.022436,0.034495,0.014554,-0.002887,-0.0029774,-0.0083229,0.02151,-0.073322,-0.016753,-0.075636,-0.0098808,0.066688,-0.014047,0.013434,0.015263,-0.0054778,-0.012952,-0.012573,-0.048093,0.063595,0.018426,-0.014176,-0.022045,-0.017014,-0.004844,-0.011887,0.013933,0.086572,0.040273,-0.028529,0.028965,0.0059562,-0.0030581
"M1460.049T13.11",0.014016,-0.010955,-0.030709,0.0054142,0.052679,0.012914,0.018537,0.011365,0.024377,0.015555,-0.049663,-0.025886,0.0059449,0.043332,-0.01345,-0.020238,-0.0015562,-0.0020146,-0.0083214,-0.026262,-0.00921,0.036914,0.048995,-0.021733,-0.0066632,0.015045,0.016913,0.041832,0.028369,0.00093367,-0.032679,0.0019977,0.013668,0.009849,0.02422,-0.012218,0.0043248,-0.0021547,-0.015349,0.050136,0.029122,-0.020622,0.033908,0.0031848,-0.052702,-0.018355
"M1460.051T13.111",0.011982,-0.0090489,-0.031721,-0.014704,0.042033,0.0042634,0.020203,0.0028712,0.02543,-0.015329,-0.042072,0.0026282,0.014789,0.038828,-0.033496,-0.047571,-0.026587,0.015007,0.0097744,-0.035187,0.0049719,0.011194,0.046629,0.00020049,-0.012577,0.038931,0.019973,0.027728,0.0059241,-0.00013947,-0.053876,-0.015392,0.0099984,-0.030181,0.023051,-0.025076,0.0015621,-0.011108,-0.011795,-0.009195,0.0086009,-0.036442,-0.0077371,-0.0083993,-0.058938,0.0046775
"M1461.717T12.108",-0.0025219,0.010868,-0.083109,0.01129,0.037025,-0.0095612,0.021195,0.0045334,-0.028053,0.026623,-0.0022328,0.033932,0.045569,-0.017226,-0.031718,-0.008288,-0.0034541,-0.0094411,0.00070641,-0.043508,0.063713,-0.0636,0.00067958,-0.033869,0.002444,0.012975,-0.037697,-0.049051,0.031473,-0.013185,0.031257,-0.066696,0.017086,0.013455,0.094849,-0.056095,-0.00361,-0.012325,0.036305,0.076576,-0.031542,-0.063451,-0.026162,0.0083492,-0.011201,-0.0046494
"M1464.714T13.136",0.0043974,-0.026789,-0.037152,0.013309,-0.039378,0.011596,0.00074339,-0.019711,-0.0011613,0.025404,-0.027896,-0.027395,0.0073316,-0.020959,-0.0038873,0.0056177,-0.0098204,0.025735,0.045082,0.012457,0.033764,0.0085179,0.018612,-0.011197,-0.075501,-0.0014313,0.0036509,-0.0044992,0.039188,-0.0052934,-0.022579,-0.010741,-0.027149,-0.012477,-0.015543,0.0043758,0.034373,-0.019712,0.044946,-0.023601,0.012226,0.0042534,-0.015644,-0.017612,-0.013017,-0.010858
"M1467.38T13.11",-0.0039264,-0.0052046,-0.044858,0.011091,-0.022829,0.021008,0.053059,0.0064823,0.011946,-0.0092293,-0.0051292,-0.017528,-0.052684,-0.051141,-0.030859,0.0047783,0.017087,0.039054,-0.090125,0.021448,0.013086,0.059824,-0.04103,0.02212,-0.0080203,-0.015233,0.041876,-0.010114,0.044723,-0.019832,0.083862,0.059719,-0.0050631,-0.034633,0.0072906,0.072178,0.041291,-0.049029,-0.01111,-0.027528,0.017288,-0.0065386,-0.0033678,0.031649,-0.05051,-0.0088913
"M1470.717T14.622",-0.00016824,-0.0038748,-0.072818,-0.0046138,-2.9057e-05,0.013809,0.0096289,0.039213,0.0063856,0.045964,0.017637,-0.0047744,-0.0098345,-0.008463,0.016673,0.004347,0.018338,0.013856,0.034838,0.0075059,0.034506,0.036917,-0.018161,-0.071855,-0.025852,-0.0046483,0.050538,-0.0053966,-0.026748,-0.091249,0.023411,-0.022715,0.0047316,0.073086,-0.014602,0.004636,-0.031157,-0.024726,0.03876,0.035459,-0.014123,0.021061,0.018467,-0.071683,-0.0019895,0.016518
"M1470.72T12.108",-0.0063788,-0.0082163,-0.069147,0.0087544,-0.00556,-0.0020209,-0.0059868,0.025792,0.022487,0.088896,0.012163,0.025292,-0.01573,-0.0034154,0.019616,0.026961,-0.00047827,0.040565,0.024682,0.010383,0.034933,0.032075,-0.028458,-0.052373,-0.034006,-0.016117,-0.0067722,-0.0022173,-0.010307,-0.024838,0.025681,-0.01792,-0.0062432,0.071162,-0.0070611,0.0054781,-0.032196,-0.026266,0.033149,-0.0013054,-0.0087271,0.012667,0.024763,-0.04832,-0.010394,0.017649
"M1472.709T14.053",-0.0068617,0.0045016,-0.049681,0.025843,0.023154,-0.0023467,-0.027939,-0.020162,-0.0034879,0.029598,0.035389,-0.06491,-0.010184,-0.01728,-0.10175,0.082805,-0.011417,0.052899,-0.058773,-0.0060494,-0.011145,-0.019085,-0.0020701,0.026875,0.02004,0.0082432,0.034854,0.069005,-0.011617,0.080001,-0.029335,-0.034713,-0.027749,0.027143,-0.052592,0.014712,0.014842,-0.038392,0.017352,0.0099752,-0.05098,-0.0018445,0.026668,-0.063624,0.028906,-0.0039026
"M1472.714T13.108",-0.0061443,0.0079232,0.0020441,-0.020175,0.059401,-0.020165,0.0040796,-0.042477,-0.0029094,-0.0019599,0.053721,0.045813,0.028524,-0.059971,0.026426,-0.057031,-0.048876,0.0062369,-0.046561,-0.00080391,-0.11414,0.0068635,-0.035709,0.011446,0.020244,0.0096749,0.072193,0.053535,0.013497,-0.0075823,0.025984,-0.035345,0.0051577,0.031475,-0.025268,-0.072985,0.052835,0.059354,-0.060216,-0.054162,-0.0096885,0.066838,0.065709,0.03123,-0.0014773,-0.0086301
"M1473.715T13.11",0.0031362,-0.013222,-0.031708,0.028053,0.026029,-0.0062486,-0.021377,-0.037387,-0.027995,-0.031738,-0.0027357,0.0092069,-0.011395,-0.032104,-0.0098347,-0.019624,0.00048581,0.017195,0.018646,0.0042052,-0.060484,-0.019245,0.012783,0.0020244,-0.022884,-0.027844,0.03312,0.03022,-0.026354,-0.0016088,0.0027354,-0.0065813,-0.022233,0.023876,0.021426,-0.0031297,0.045004,-0.010685,0.021992,0.02799,-0.0065653,-0.035309,0.021149,-0.012215,0.016868,-0.0051891
"M1474.048T13.111",0.010995,-0.0063323,-0.02653,0.0097559,-0.0041882,-0.021881,-0.03353,-0.018191,-0.0010604,0.053959,-0.013668,0.0046216,0.0006182,-0.026603,0.024228,0.00085739,0.03611,0.044191,0.028346,-1.3073e-05,-0.040581,-0.0084672,0.037321,-0.043518,-0.0083167,0.049005,0.023516,-0.045777,0.017732,0.017617,0.026201,0.0087194,-0.019181,-0.02978,-0.0013009,-0.0018234,-0.054591,-0.026633,0.040707,0.025127,-0.018476,0.013602,0.0039361,0.0025222,-0.038693,-0.00049739
"M1482.716T13.11",0.011288,-0.014874,-0.0045762,-0.001864,0.017673,-0.000878,-0.011624,-0.033131,0.028471,0.017237,-0.010533,-0.0071391,-0.020374,0.00082967,-0.033608,0.040022,-0.020797,0.015445,0.009179,0.0045246,0.01578,0.03468,0.021467,0.071985,-0.029077,0.0063635,0.027263,0.034435,0.0057762,-0.017505,-0.035154,-0.019179,0.03435,0.0052403,-0.039847,0.0044296,-0.0050666,0.030613,0.011954,-0.017152,0.0048195,-0.071823,-0.050115,-0.01301,0.030252,-0.0016486
"M1483.379T13.106",0.00084725,-0.00082624,-0.03325,-0.0047591,-0.024906,0.017399,0.013589,0.02328,0.0073568,0.026692,0.0075627,-0.011744,-0.061039,-0.016643,0.085724,0.015071,-0.041633,0.0091048,-0.050327,0.028366,0.074114,-0.037898,-0.018892,0.016085,-0.013021,-0.041279,0.073923,0.029973,-0.019881,-0.011208,0.031659,0.10067,0.041218,-0.076778,0.055217,0.052848,-0.0022787,-0.075159,-0.049225,0.032452,0.05997,-0.0028766,-0.029023,0.029397,-0.096262,0.0084182
"M1483.711T12.226",0.002913,-0.022465,-0.048678,0.0046702,-0.023815,0.021751,0.0039165,0.0011929,0.0085697,0.035949,0.013938,0.034921,0.016988,0.061124,-0.026398,-0.015371,-0.0063167,-0.036009,0.0078048,0.092507,0.015971,-0.031152,-0.015158,-0.010929,0.0051664,0.021687,-0.028726,0.016165,0.0049503,0.0086705,0.019367,-0.024138,-0.048928,-0.031421,-0.02746,-0.0027906,-0.0056168,-0.020944,0.018466,0.00039411,-0.032312,0.011174,-0.076631,0.021439,-0.048764,0.00067937
"M1485.212T13.109",-0.0024911,-0.0077043,-0.042796,0.027051,0.0071109,-0.0062635,0.014461,-0.035356,-0.011254,0.0055876,-0.0016827,0.025696,0.014632,-0.041046,-0.029589,-0.0042001,-0.047496,-0.031708,-0.024987,-0.0074002,0.02129,-0.034936,-0.020659,-0.02785,0.047427,0.0024164,-0.041369,-0.0080672,0.0008656,-0.015401,0.030741,-0.06988,-0.0030737,-0.016151,-0.014657,0.033139,-0.049876,-0.022825,0.017047,-0.016521,-0.032911,0.034138,0.038362,-0.057846,0.053445,0.0070967
"M1490.714T13.111",0.0062212,-0.01977,-0.027224,-0.021437,-0.022663,0.03875,0.013691,-0.0055068,-0.028984,0.0032673,0.0021681,-0.024897,-0.0017003,-0.0035753,-0.039006,-0.056002,0.00096153,-0.018126,0.019048,0.024549,-0.031091,0.0080574,0.0043686,0.063116,-0.0043916,-0.0051002,-0.024098,0.052167,0.035613,-0.0046743,0.028416,-0.029961,-0.0094091,-0.0061735,-0.068939,0.010006,-0.0054977,0.0311,0.016054,-0.011881,0.005266,-0.015458,-0.044599,-0.041842,0.026888,-0.019152
"M1491.205T13.112",0.0070634,-0.0034467,-0.035949,0.024246,0.016177,0.021448,-0.03967,-0.0097978,0.027569,5.4508e-05,-0.0053228,-0.042447,-0.040213,-0.040212,-0.038426,0.018984,-0.035745,-0.0048395,0.0018783,-0.020792,-0.042914,-0.027318,-0.018743,-0.0019973,0.010249,0.0072355,0.020538,-0.036486,0.0062442,-0.063161,0.0040818,0.045661,-0.031474,-0.012539,0.045882,0.028307,-0.0081432,-0.02147,0.046751,-0.024729,-0.054945,0.015988,0.022741,-0.023878,-0.027025,0.00087505
"M1496.708T13.11",0.0045378,-0.018169,-0.029885,0.014803,0.0011549,0.021025,-0.026469,-0.0024962,-0.012856,0.00829,-0.006527,0.040807,0.012942,0.020721,0.002367,0.037649,-0.026414,-0.027377,0.031306,-0.0068622,-0.0036339,-0.00014265,-0.061775,-0.041531,0.035418,-0.011407,0.0075349,0.010591,0.02534,0.029812,-0.030248,-0.00073198,-0.0084043,-0.007839,-0.012479,0.0091856,-0.028241,-0.019772,0.011854,-0.020746,0.038134,0.03228,0.034763,-0.047568,-0.0081067,0.012987
"M1496.712T13.111",0.0043862,-0.012774,-0.017639,0.0074712,-0.0028799,0.0056291,-0.024858,0.0067791,-0.0060465,-0.0064134,-0.0089634,0.053015,0.0275,0.0026519,-0.018599,0.034274,-0.016972,-0.019116,0.048376,0.018801,-0.0079523,-0.023718,-0.037433,-0.034705,0.032122,0.0015265,0.020228,0.011705,0.022244,0.027591,-0.024936,0.012515,0.023169,0.0041367,-0.0071468,0.028518,-0.025699,-0.0035614,-0.010727,0.0045542,-0.002378,0.020157,0.057528,-0.056811,0.0031868,0.014651
"M1497.047T13.11",-0.0093184,0.010043,-0.019795,0.014518,0.026778,0.01135,0.0092794,-0.064196,-0.027913,0.040826,0.017462,-0.019098,-0.052181,0.016446,0.026135,0.0035486,-0.046727,0.013912,-0.023911,-0.028551,0.0065463,-0.030879,0.051705,0.05418,-0.033486,0.028395,0.019557,-0.019464,-0.013241,0.0067024,0.0081035,-0.046167,0.04749,0.03251,-0.018602,-0.026985,-0.04418,-0.0060152,0.018618,0.062311,-0.06324,-0.074042,-0.02769,-0.065761,0.0076229,-0.0093571
"M1497.208T13.109",-0.0052131,-0.048191,-0.069046,-0.034169,0.039244,-0.02595,0.039049,-0.034619,-0.0037495,0.057249,0.015875,0.042512,-0.001466,0.019172,-0.0023564,0.024154,-0.040898,0.027393,-0.045004,0.057002,0.0050833,-0.0018207,-0.0051236,0.036586,0.046447,-0.027844,-0.045752,-0.025956,0.024015,0.018811,-0.037772,0.040442,0.003701,-0.0077611,0.026861,0.0010933,0.065331,0.037482,0.042224,0.030935,0.046028,-0.01378,-0.04457,0.032463,-0.071015,-0.0080238
"M1501.706T13.11",-0.014545,-0.037604,-0.04334,-0.005977,-0.015324,-0.0060761,-0.050386,-0.037492,0.0083557,0.047997,0.018306,-0.023724,-0.0098439,-0.01237,0.042766,-0.027278,0.011566,-0.022114,0.033908,0.0227,0.041471,-0.018328,0.011567,0.014719,0.036948,0.028669,0.030603,-0.071744,0.010328,0.027348,0.014654,-0.02898,-0.0093274,0.012903,-0.030214,0.0024028,-0.022438,-0.058749,0.0081142,0.034596,0.010439,0.007294,-0.019786,-0.0017265,0.033183,-0.0031164
"M1502.707T13.11",-0.0010135,-0.017035,-0.024287,0.011227,0.011938,0.033963,-0.012915,-0.026254,-0.01677,0.033207,0.049175,0.0051103,-0.035015,-0.073888,0.049037,0.0013969,0.0039084,0.072478,-0.044373,0.026259,-0.021282,-0.057175,-0.026494,0.045483,0.023913,-0.0067368,-0.053819,-0.06175,-0.025873,0.024051,-0.036767,0.017202,0.02325,0.015227,-0.0086325,0.05081,-0.066291,0.022333,0.012683,0.017564,-0.019322,0.010544,-0.084046,0.030235,-0.052009,-0.015206
"M1505.377T13.111",0.00073039,-0.0070478,-0.037482,-0.0021708,0.001163,0.016634,-0.032706,-0.024749,-0.0054139,0.026192,0.013249,-0.034359,-0.033753,-0.013457,-0.043117,0.0082919,-0.027354,0.018463,0.040213,0.051581,0.030805,-0.055042,0.041969,-0.0095207,0.014808,0.0027254,-0.069568,-0.069908,0.023449,0.01679,0.049494,-0.019746,-0.0098036,-0.032806,-0.013169,-0.027744,0.016342,0.0023415,-0.0016889,-0.0091934,-0.048477,-0.0055256,0.045769,0.073409,0.024132,-0.014546
"M1505.382T13.111",0.002395,-0.00012274,-0.045317,-0.0013734,0.020779,0.012851,-0.028574,-0.029194,-0.0016112,0.04457,-0.0076554,0.019817,-0.043632,-0.013007,-0.034653,0.013222,-0.007835,0.022755,0.021867,0.044841,0.010265,-0.0093042,0.00026421,0.028278,-0.0094478,-0.011816,-0.010775,-0.029038,0.033183,0.060751,0.049721,0.013205,0.042073,-0.0056245,-0.014915,-0.022091,0.021519,0.0023797,0.036203,-0.011201,-0.085978,0.0073954,0.035462,0.04993,0.03558,0.0040788
"M1508.456T13.111",-0.011087,-0.0047314,-0.030372,-0.023034,-0.023119,-0.015336,-0.045953,-0.016943,0.0053519,0.020342,-0.032783,0.020577,0.018577,0.019893,-0.0026468,0.037828,0.029921,0.048561,0.03091,-0.0027941,-0.03569,-0.032694,-0.029097,0.010088,0.041917,-0.0033694,0.012856,-0.059755,0.026429,0.037033,0.025847,0.009681,0.0054567,0.00045617,0.022148,-0.045442,0.0014707,0.06024,0.031049,0.027836,-0.037337,-0.013325,0.043675,0.0027944,-0.05493,-0.00037506
"M1514.419T12.108",-0.018914,-0.028523,0.018328,0.00094489,0.022964,0.0075333,-0.021645,-0.0031327,0.021929,0.02652,-0.0027612,-0.009992,-0.01292,-0.11188,0.045218,0.033002,0.0048601,-0.019953,-0.017331,-0.045044,-0.074296,0.060025,0.026507,0.0034192,0.0032508,0.0070029,-0.083859,0.01689,-0.087956,0.0074906,-0.046314,-0.030203,0.033131,-0.03809,-0.046323,0.069884,0.0082867,-0.027051,0.14163,-0.0096142,0.0066197,0.05402,0.052198,-0.064138,0.01799,-0.0037666
"M1518.703T13.111",0.013049,-0.009738,-0.042424,0.027686,-0.0071522,-0.00082952,-0.028752,-0.020277,-0.019589,0.017654,-0.013884,-0.00074439,0.022696,0.032065,-0.022991,0.037671,0.017028,-0.013925,0.0021033,-0.047191,-0.020185,-0.024123,-0.043957,-0.032626,0.024152,-0.030087,-0.023814,0.012146,-0.027398,0.0093249,0.0073,-0.0054097,-0.023488,0.025944,-0.030806,-0.015352,-0.01123,-0.005398,-0.029896,-0.012711,-0.055849,-0.011648,0.032239,-0.028973,0.0012491,0.017005
"M1522.706T13.16",-0.014051,-0.0073091,0.0080653,0.0041231,0.06965,0.012993,0.017293,0.0082381,0.0011665,-0.062281,0.057194,0.087473,0.0065332,-0.059637,-0.0052453,-0.046911,-0.036751,-0.073154,0.056307,0.049068,0.029819,-0.032718,-0.0036073,0.012539,-0.069865,-0.066414,0.053661,0.044337,0.0081354,-0.0076588,0.024258,0.0036042,0.0129,-0.0035646,-0.08489,-0.010762,0.025844,-0.064545,-0.014778,0.045686,-0.028972,-0.0058202,0.031573,-0.013953,-0.066187,0.015213
"M1529.701T14.614",0.00051582,-0.033384,-0.035978,-0.01969,0.00075178,-0.022145,0.029842,0.027317,0.00076405,0.067529,-0.03457,-0.03679,-0.011698,-0.044862,-0.067048,0.031403,-0.046471,0.048449,-0.050751,0.0028972,0.056087,-0.044707,0.012608,-0.00027535,0.063608,0.0073423,0.030603,-0.047009,0.010692,-0.053412,-0.035501,0.050028,-0.030707,0.052506,-0.00088031,-0.0081856,0.012148,-0.00085702,0.00021495,0.04479,0.063043,0.040004,-0.043876,-0.040779,-0.018369,-0.0040192
"M1531.95T13.112",-0.0058092,0.00017326,-0.044788,-0.064939,-0.014746,-0.0017005,-0.031905,0.0040305,0.030994,-0.0083756,-0.021094,-0.017238,-0.0014059,-0.011232,0.0074962,0.050407,0.022356,-0.023413,-0.0089661,-0.0032135,-0.033968,0.0055702,0.023898,0.00092145,-0.030001,0.0077669,-0.034889,0.028768,0.022916,-0.068563,0.0082859,-0.047069,0.010676,-0.067313,0.015772,0.0026418,0.040403,0.013674,-0.055684,0.032386,-0.036725,-0.050722,-0.038667,0.0034225,0.019347,-0.033383
"M1536.025T13.11",-0.0047486,-0.025748,-0.03376,-0.0047556,-0.008109,0.010414,-0.0056118,-0.014936,0.0076174,0.015366,0.017682,-0.021986,-0.0090512,-0.047142,-0.0057996,0.035999,0.039168,0.00093339,0.0083472,0.032587,0.014998,0.00314,-0.013303,0.026579,0.037877,0.013509,0.0032301,-0.043873,0.0071657,0.033561,-0.025298,-0.0033974,0.0041953,-0.0015114,-0.012837,0.017732,0.031436,0.0081108,-0.072053,-0.014933,0.039949,0.028764,-0.03461,0.026655,-0.0088681,-0.0043109
"M1542.7T13.111",0.0056974,-0.022571,-0.023393,-0.0076231,-0.0080809,0.035463,-0.025234,-0.031611,-0.037303,-0.00018502,0.027484,0.0077948,-0.018286,-0.0070501,-0.0063726,-0.016948,-0.029093,0.024755,0.0046744,0.022734,0.0012765,-0.0053684,0.054998,0.019795,0.041092,-0.0023963,0.034736,-0.014093,0.04044,-0.021512,0.012115,-0.012767,0.031422,0.042227,0.0041639,-0.0075539,-0.03507,0.021829,0.012203,-0.051919,-0.030616,-0.034557,0.05402,0.052699,-0.032631,-0.010576
"M1549.443T13.109",0.0016703,-0.0096941,-0.052592,-0.026928,0.017745,0.029187,-0.0044221,0.012211,-0.031554,0.0063933,0.00049212,0.023519,-0.012338,-0.038808,0.043596,-0.057832,0.0042882,-0.01945,0.00020392,-0.070019,0.012487,-0.047966,-0.011817,0.060755,-0.016541,0.037931,0.044662,-0.056918,-0.072084,-0.010393,-0.016317,0.022132,0.019887,0.02257,-0.024473,-0.0411,-0.076041,0.031436,0.037933,-0.044436,-0.041417,-0.0048933,0.043207,0.023298,-0.013485,0.0058206
"M1559.192T13.111",-0.0026993,-0.012003,-0.01753,-0.034547,-0.0015152,0.031465,-0.015459,-0.014367,0.023898,0.018884,-0.028177,-0.004131,-0.050347,-0.018052,0.010183,-0.0019735,-0.035505,0.00084761,0.060498,0.050003,-0.0056796,-0.0053728,0.0019995,0.027841,0.015059,-0.040521,0.026137,0.013098,0.026524,0.029001,0.0085183,-0.029753,-0.033174,-0.034509,0.011972,0.046359,-0.023506,0.080794,-0.025725,0.044411,0.0056007,-0.01204,-0.036011,-0.0092117,-0.028977,-0.013183
"M1559.198T13.111",-0.006673,0.0037846,-0.024434,-0.043991,0.0068565,0.026057,-0.0010671,-0.0055078,0.025363,0.016902,-0.024955,0.010856,-0.029616,-0.038404,0.024267,0.0063961,-0.041913,0.019652,0.0061233,0.064502,0.0026623,0.014046,-0.0046335,0.029354,0.0068767,-0.036804,0.022816,0.049591,0.056123,0.015888,0.025503,0.011346,-0.023259,-0.031756,0.024568,0.042424,-0.017969,0.039555,-0.0029847,0.063083,-0.013004,-0.010795,-0.025622,-0.012339,-0.03129,-0.0080838
"M1559.7T13.111",0.008318,-0.019633,-0.018143,-0.0095317,-0.028642,0.048303,-0.021959,-0.011131,-0.0077151,0.017004,0.014295,-0.02479,-0.0020456,-0.0088741,0.0033215,0.01582,0.011458,-0.034975,-0.035173,-0.021053,-0.048802,-0.020222,-0.011291,-0.019372,0.023163,-0.032441,-0.018251,-0.00049327,0.028564,0.052335,0.0098364,-0.049869,-0.039173,-0.01286,-0.021959,0.0095202,0.022697,0.04394,-0.032957,0.034783,0.010297,0.040176,0.045722,0.015919,-0.0006254,-0.010876
"M1570.693T13.108",0.0041721,-0.010122,-0.063427,0.053323,0.026836,-0.072532,0.0059554,-0.028055,-0.0056624,-0.018062,0.052329,0.0078047,0.0006265,0.034066,0.0096721,0.042658,0.06669,0.0069157,-0.019308,-0.010182,0.022164,-0.0099229,0.02116,0.04691,0.055721,-0.033945,-0.036626,-0.037246,-0.037089,-0.024365,-0.015169,-0.026123,-0.031119,0.032131,0.0023896,0.03522,-0.012474,-0.06166,0.05619,-0.010195,-0.043387,-0.0082649,-0.076028,-0.03005,-0.027663,0.0094514
"M1573.03T13.109",0.0014033,-0.032264,-0.035973,0.020902,-0.018613,0.018869,0.037204,-0.03108,0.012058,0.0084476,0.012233,-0.0076793,-0.0039029,-0.031595,0.013143,-0.017463,-0.0014817,0.0083161,-0.030027,-0.025279,-0.026518,0.0019744,-0.051365,-0.047545,-0.0031983,-0.015893,-0.0062349,-0.0091991,0.046188,-0.040481,0.0091103,-0.029188,-0.00079725,0.010776,0.01658,-0.021693,-0.029319,-0.045433,-0.031915,0.060324,0.0013533,-0.055813,-0.027884,0.017356,0.0018284,0.0096248
"M1576.691T13.111",-0.007237,-0.003529,-0.040347,0.016754,-0.0036962,0.059531,0.027574,0.0073391,-0.017264,0.043085,-0.015728,0.021485,0.0075027,-0.025158,-0.012163,-0.019263,-0.0038549,-0.023608,-0.021339,-0.057415,-0.0075411,0.018996,-0.015457,-0.046168,-0.011619,-0.032085,0.0085667,-0.00046355,-0.029081,0.0043999,-0.0061623,-0.046565,0.0072802,-0.0436,0.095335,-0.0003717,-0.0030564,-0.0038165,0.023171,0.074384,0.022003,-0.049616,-0.011221,0.0084368,0.021542,0.0090845
"M1576.695T13.11",-0.0091828,-0.025284,-0.017175,0.011372,-0.021398,0.050835,0.014723,-0.020198,-0.015522,0.011875,-0.021339,-0.0018884,0.0061542,-0.024545,-0.0090853,0.0049089,-0.0024055,-0.03763,-0.014892,-0.029734,-0.024922,0.0037035,-0.019929,-0.0085479,-0.0091504,-0.054591,0.0092319,-0.0026941,-0.04677,-0.011348,-0.075815,0.0042221,0.037243,-0.071155,0.033739,0.0078579,0.01397,0.0078907,0.020708,0.0038529,0.0029108,-0.017732,-0.0043109,0.046842,0.0080451,0.0065132
"M1582.695T13.11",0.0076254,-0.0048508,-0.037955,-0.0033202,0.0076037,0.039742,-0.0088983,-0.0081827,0.0072999,-0.00022435,0.022681,0.033414,-0.015774,0.030794,0.038167,0.024683,0.020812,-0.0097224,-0.0051181,-0.02456,-0.034405,0.00081994,-0.015423,-0.011393,0.013685,0.015312,0.022001,0.008307,-0.037875,-0.015878,-0.082917,0.015841,0.027083,0.037878,0.039703,0.024376,-0.022074,0.021521,0.036077,0.0044358,0.036973,-0.026009,-0.050212,0.025673,0.026186,0.013542
