"","BLANK.2","QC.1","QC.2","QC.3","C12.1","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","X12.1","X12.2","X12.3"
"Label","Other","Other","Other","Other","Second-tp_Control","Second-tp_Control","Second-tp_Control","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Second-tp_Xanthomonas"
"M372.363T1525.945","250945.1493","403545.341","330000","317650.872","443347.9071","392322.405","312251.227","317253.531","343000","324240.59","281000","333000","294556.031","330383.8501","456610.38","312880.388","333525.657","407000"
"M452.423T1557.26","53676.4143","60066.5003","67400","65163.227","63921.6523","35775.688","47147.008","50327.511","56700","70668.964","51400","44700","59110.454","60118.7519","70900.812","57644.623","45167.579","83800"
"M719.587T1557.548","18300.2302","24235.3658","26000","12217.78","36073.3092","26732.763","22980.34","5568.596","46000","14236.112","10100","19700","14628.551","30693.4487","16639.303","1113.7192","17036.571","33500"
"M757.5T1592.201","143848.266","79672.0859","899000","408895.952","53989.7255","73153.724","685796.658","253713.943","85100","817379.878","172000","869000","430401.056","328261.5792","89206.014","328828.767","654174.069","81500"
"M613.499T1578.697","35485.4719","141956.8203","124000","124799.819","79417.6125","110980.258","57109.889","150566.273","63500","91925.353","146000","105000","106756.488","33476.5107","1464151.437","94102.864","78893.709","183000"
"M603.481T1573.977","65229.708","64385.4165","80300","91281.811","242849.4603","77742.953","57788.625","80927.065","113000","42040.277","37700","91200","69255.208","79917.6718","180999.864","63648.182","49721.221","150000"
"M604.473T1540.694","42621.6971","48553.0852","52500","61819.461","154575.5859","58218.759","28877.858","49078.924","47800","43172.067","49100","71200","45865.336","49469.2929","125020.148","54744.387","44010.803","67100"
"M735.519T1091.088","53129.1175","13008.97","291000","164008.077","3876.5545","2760.454","276895.941","108787.902","5810","324134.35","79700","311000","151175.84","116325.2522","14281.072","137280.228","242534.063","3030"
"M420.092T1421.35","44351.4394","85699.1465","64500","48680.763","134280.1429","52830.757","47469.112","46535.047","77800","48965.829","51300","55700","32520.993","25869.1747","128801.137","47453.247","64314.574","98500"
"M606.433T1356.706","139217.0527","181748.4345","435000","202924.415","102164.047","237037.842","279742.675","237084.296","259000","189218.745","220000","283000","243654.689","259793.1516","259488.828","379230.148","204130.538","189000"
"M613.48T1674.955","27160.5357","108850.0478","88500","103637.372","39870.4328","96179.854","24133.266","133178.294","40400","73122.64","125000","76400","74743.446","27618.4296","1347051.501","74447.805","57282.955","2e+05"
"M534.317T1573.977","33039.0904","41857.6808","40100","35167.537","61682.0737","30939.123","28484.044","31549.141","47300","100354.172","42600","34300","33396.423","21329.5891","30637.618","40269.607","27608.357","41600"
"M490.399T1658.237","118808.7442","409055.2246","134000","138041.348","482506.8375","157011.875","122152.606","136691.927","143000","111833.988","167000","135000","127832.966","97546.2203","578945.427","135662.28","142722.277","164000"
"M904.645T1601.965","32054.9316","48060.7188","36800","37666.913","52264.3503","39977.395","55704.503","32392.536","61600","237006.459","25400","36800","52761.903","26421.1611","46255.899","37290.887","45941.107","50900"
"M613.47T1623.158","30787.5088","128808.5381","110000","115013.695","64611.0523","104060.152","51646.053","141063.203","54400","79573.828","136000","96100","98148.05","28339.0803","1470945.209","87014.202","68038.26","183000"
"M467.316T1558.103","172254.2783","310094.8895","157000","259084.29","203661.9041","303946.246","183867.92","277719.306","167000","164703.513","302000","195000","200758.671","253801.2128","456644.839","273246.974","177215.462","315000"
"M594.595T1557.404","75180.7659","170144.4839","63700","78731.734","63319.1627","74797.634","62655.183","74931.558","87100","55181.222","78800","65000","61395.115","73692.84","86819.554","67913.312","63400.928","134000"
"M902.586T1492.083","716.33574","25667.2939","10900","8047.476","22940.8883","14424.674","10738.535","4528.52","29800","57871.25","10800","8390","13210.327","3581.6787","27431.843","9922.536","17431.229","21000"
"M627.495T1641.124","24910.6573","323245.314","104000","39889.021","49238.6461","81794.62","27361.938","43583.645","59700","106519.868","33200","104000","45846.575","19135.1235","58572.081","45949.524","36493.748","52000"
"M338.341T1608.332","1504221.436","2326858.365","1700000","2756502.712","1577241.385","6241637.877","1881476.67","2113946.426","1840000","1567419.283","2090000","2150000","1479894.958","1775390.283","4186005.768","2720673.293","1447257.966","7660000"
"M611.437T1557.675","88985.4564","113323.0415","86600","86921.129","76707.4768","77687.556","78848.182","90060.199","92400","68109.698","81300","105000","90968.043","81777.1687","60199.658","70017.36","85822.864","67800"
"M387.235T1141.287","57926.2583","57221.8441","217000","108308.615","7219.1993","48989.995","165268.448","124752.056","61900","177175.751","78000","191000","132028.35","90281.0276","59453.083","101298.956","131981.903","79600"
"M898.576T1540.43","21934.8224","148502.9491","47300","30439.178","256692.7111","102222.456","52358.857","30600.946","278000","1368017.105","21000","60000","28432.606","13195.0922","232953.971","22761.106","68308.197","183000"
"M735.517T1069.529","47441.2682","15079.3284","265000","156704.676","2950.1568","7488.232","283253.247","111197.181","8340","290542.215","78300","286000","153870.5","97279.7052","19722.445","125340.691","210089.414","5190"
"M433.102T1456.867","233709.1057","523934.717","302000","260450.61","759258.2406","348632.262","223448.962","230507.487","473000","254490.57","244000","294000","225290.746","261004.2559","708662.659","237648.118","268873.041","518000"
"M385.291T1423.013","806736.7009","865718.5277","787000","1056204.28","794967.0321","1600145.586","771357.32","824341.253","889000","718985.27","1240000","813000","724671.039","928169.9009","1045680.892","845990.171","697939.948","1170000"
"M586.464T1571.719","75571.7138","109169.4218","142000","84557.481","127856.8987","83137.914","122189.659","86530.177","161000","79671.09","80100","167000","85363.675","72170.3564","190958.769","159639.721","103261.379","164000"
"M605.432T1239.559","125434.2664","106029.4818","174000","144454.389","77368.5134","396644.254","322817.741","185347.275","231000","151869.449","147000","237000","155309.795","487181.7122","323848.024","431058.217","204528.534","219000"
"M341.27T1389.511","467913.6244","479601.9505","519000","509437.033","552600.9082","1095111.15","584450.048","440795.01","549000","494443.531","629000","526000","532471.089","551335.632","835151.731","617645.465","473182.506","724000"
"M586.472T1591.044","52762.138","80700.7318","121000","57526.31","105379.6417","59078.371","44534.732","41808.925","70100","48076.569","45400","82600","51403.884","50895.5911","174093.922","59031.899","58198.485","141000"
"M706.585T1658.237","32194.1","183016.5206","37800","48711.481","329288.9974","24941.594","28033.124","41427.366","46700","58351.163","23300","28200","37389.095","52628.6005","111000.946","51541.941","32807.39","322000"
"M372.364T1625.538","227966.3208","276104.634","241000","254547.794","358262.5303","281929.64","207314.874","258377.646","325000","268874.586","253000","327000","211866.27","295263.5177","419543.859","227773.386","246647.923","608000"
"M453.424T1540.43","28113.6622","35351.2236","28100","24942.266","49407.6758","15668.298","18134.928","19210.522","23700","23278.273","22800","23000","9224.132","29715.3748","33081.883","37549.083","15906.104","36900"
"M707.545T1574.274","67141.7101","129793.7779","102000","58896.871","159082.573","51078.722","43031.335","56683.958","75800","80863.623","80300","67100","64510.175","56695.7471","117331.995","58774.985","46191.93","171000"
"M735.519T1710.011","79590.3129","33838.969","473000","222224.993","37133.2655","40574.744","333746.829","146500.598","35100","411407.5","95500","514000","244841.041","161586.1034","52081.704","192145.383","363976.378","44800"
"M887.58T1641.676","50255.0236","45670.3989","73500","49011.32","42811.7786","27679.145","37052.624","33564.804","58200","149698.94","28400","27900","35006.273","52480.1561","47030.62","18016.954","60035.51","95500"
"M332.33T1504.004","235161.2582","280880.861","234000","291271.809","212942.6787","245805.693","297123.201","308570.535","222000","247098.889","262000","226000","239718.228","250771.2384","211467.795","230700.844","271294.106","208000"
"M836.499T1557.453","8933.0281","31984.0748","40800","21307.806","394538.2491","17555.701","35132.592","22558.33","30700","36452.679","18500","22700","32983.458","16625.1484","107974.657","10781.188","29356.144","39000"
"M387.236T1123.32","63864.3018","68920.4366","271000","144514.302","10252.1352","64547.884","192491.127","158450.219","81100","221526.471","103000","214000","169537.362","101472.9805","81879.32","125585.657","169511.741","94300"
"M606.436T1258.482","111420.0568","141973.4824","257000","157683.529","66392.2472","216066.986","242117.613","203785.658","210000","154430.28","186000","228000","184625.219","227909.8567","207376.15","331498.35","173586.835","186000"
"M433.102T1423.014","204118.9453","423603.14","240000","210071.216","638858.1456","277438.016","184259.029","173532.031","374000","204270.516","166000","253000","171161.07","203725.5798","568227.955","192534.963","228300.59","405000"
"M465.265T1336.902","104317.9219","209790.3898","165000","114789.887","61055.9062","225502.052","246440.003","200677.504","228000","201037.526","223000","269000","261986.489","87964.3366","173026.395","260362.289","213246.558","138000"
"M857.599T1605.092","26492.2738","87000.3993","30500","31099.559","73493.3715","45715.917","58796.501","27724.915","68600","251296.352","15200","32200","43933.752","25617.2656","76232.016","25119.739","62650.712","94100"
"M646.595T1574.327","22796.0242","40049.6473","38000","36648.276","36145.5592","54684.725","23975.527","35631.971","51900","24516.82","33800","49400","41418.497","37608.8099","18802.629","30684.619","29403.747","50900"
"M736.519T1283.896","139458.811","112434.649","583000","294095.947","76188.2685","109725.522","394091.609","211353.134","105000","527909.368","142000","623000","294399.047","222042.0708","146807.206","279094.263","404472.97","1e+05"
"M484.409T1591.044","130494.0769","142949.2246","170000","154379.577","156834.705","120753.356","146900.3","154743.705","156000","170233.386","128000","155000","151182.094","150970.0549","144468.747","141937.527","136103.489","140000"
"M411.288T1540.699","137933.8643","147306.11","153000","156417.263","152670.3001","134666.743","130125.67","161909.679","177000","110316.694","123000","168000","124818.832","118613.085","171875.22","150484.973","122360.461","171000"
"M737.58T1624.418","46056.9726","81489.8243","48800","56651.604","63458.5477","68538.367","24124.55","16643.99","94000","22448.486","43100","52100","66740.791","49150.037","50538.346","30311.141","34765.429","49300"
"M468.418T1518.016","852756.5719","870320.3979","869000","879718.5","908071.7157","791974.289","864352.761","868840.136","940000","1153008.405","890000","907000","946236.09","823250.4644","1026730.501","935534.645","844659.131","1010000"
"M563.503T1355.746","136096.1499","132662.416","731000","335163.436","64734.5194","158969.853","2002756.385","211706.831","35400","755790.303","204000","707000","292268.262","230839.0253","153272.259","274816.667","510142.667","1500000"
"M587.548T1675.036","61368.5093","84429.629","56700","74108.438","68577.8769","76412.574","54502.63","53141.83","90600","59190.715","54700","67800","52424.244","59200.7069","63502.813","47691.531","69063.787","120000"
"M779.628T1605.092","23440.0784","41171.458","69700","34683.275","192301.4775","28561.422","22447.682","6822.447","37900","21738.29","29100","83800","21407.202","39564.5997","160826.462","38542.896","18362.546","78600"
"M563.502T1108.062","49104.6468","10640.0236","183000","138940.123","8895.8703","13904.366","245935.652","100672.42","5200","276863.537","65300","227000","153220.606","98080.9707","8852.135","115091.183","223207.2","5730"
"M735.519T1611.099","77175.24","54800.7971","289000","176862.938","63856.967","57410.795","334161.936","113854.453","69500","269955.716","78500","301000","147911.997","151155.137","79207.748","117687.838","237486.771","61600"
"M563.503T1704.229","71265.3877","71289.2367","351000","174944.513","62813.0552","42930.007","229614.19","105185.306","49600","347698.11","71200","351000","162343.538","117112.5592","49783.181","145406.17","247945.786","59800"
"M383.317T1433.132","244822.6805","237864.7273","260000","270103.409","212326.4212","336638.004","278897.994","246034.976","278000","225084.157","268000","257000","263887.849","249205.5671","266855.694","281116.823","249601.523","271000"
"M963.69T1542.988","18238.9405","40327.4187","28300","12895.829","74521.1169","26841.755","13626.463","22564.679","33100","145573.567","11100","27600","12481.078","19176.5048","58358.442","15068.826","8719.816","36700"
