"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15"
"M539.37T1440.062",0.015545,-0.012434,-0.01688,-0.0091903,0.01717,-0.012642,-0.020831,-0.038761,-0.021541,0.003326,-0.0017052,-0.0054862,-0.024426,-1.7871e-05,0.00030132
"M903.583T1473.64",-0.027735,-0.027772,0.017811,-0.028638,0.007982,-0.010743,-0.0067237,0.0064483,-0.023415,0.019275,-0.019724,0.016734,-0.0076505,-0.0068338,-0.0065966
"M810.525T1675.036",-0.024365,-0.027328,-0.0033696,0.021619,0.034206,0.022507,0.040134,0.039197,0.05134,-0.0010478,-0.028135,-0.036288,0.037938,0.00024047,0.002302
"M845.506T1193.498",-0.026591,-0.0021314,0.0037326,-0.0018776,0.011855,-0.039016,0.010657,0.0098298,0.0096899,-0.014976,0.018522,-0.010148,0.0015819,-0.0020882,-0.0060665
"M644.519T1506.823",-0.006439,-0.040109,-0.018546,0.023259,-0.024301,-0.0002033,0.028284,0.0013625,0.0079771,0.037022,0.008766,0.036078,0.0091216,-0.0072593,0.0033731
"M326.288T1456.744",0.012546,0.0020634,0.008955,-0.012101,0.00098985,0.0055919,0.026022,-0.011252,-0.0051521,-0.023248,-0.014455,-0.028284,-0.015623,0.011546,-0.0034406
"M885.565T1438.11",-0.032583,-0.027367,0.011343,-0.017948,-0.0011452,0.01767,-0.025899,0.0045324,-0.0024966,-0.012175,0.0078817,0.0020553,-0.0083415,-0.0099131,-0.0023421
"M399.208T1428.24",0.00017338,0.0034377,-0.012562,0.0064811,0.014904,0.0073686,0.0055855,-0.037932,-0.00015206,0.0061562,-0.0096368,0.0021318,-0.01915,-0.017482,-0.004311
"M655.523T1471.536",-0.018488,-0.024494,-0.023867,0.0039669,0.0012063,-0.022143,-0.021113,-0.072441,-0.055906,0.030183,0.018199,-0.013101,-0.017028,0.038094,-0.0055933
"M284.201T1481.744",-0.0087873,-0.0059529,-0.013174,-0.0038034,0.013951,0.0060388,0.020523,-0.023975,-0.00025083,-0.012437,-0.01229,-0.014267,0.011324,0.012491,0.0045325
"M439.145T828.514",0.035204,-0.013538,0.028774,-0.024099,-0.014284,-0.00045315,0.02017,-0.011419,-0.018756,0.023389,0.016653,0.01709,-0.0018695,-0.014663,-0.0061992
"M722.265T908.018",0.013347,-0.022526,-0.039213,-0.052434,0.012042,0.02532,0.023804,-0.01622,0.024879,0.0096659,0.012955,-0.0024712,0.0052628,0.00094848,-0.0017826
"M1028.737T1475.069",-0.056256,-0.032897,0.025608,-0.01003,-0.021577,0.01181,-0.017875,-0.032133,0.022376,-0.0054469,0.00039151,0.0092284,-0.014402,-0.0081288,0.0012042
"M701.546T1456.786",-0.026857,0.0082557,-0.023817,0.016357,0.017816,-0.02877,0.0035477,-0.038018,-0.024565,-0.019103,-0.0030664,0.0096663,-0.016035,0.016169,-0.00048523
"M373.363T1574.274",-0.015654,-0.009659,-0.0035234,0.017281,0.02342,0.010056,0.011958,-0.024135,-0.017428,-0.016513,-0.0091497,-0.010105,0.011876,0.0087872,0.00038414
"M365.275T1406.394",-0.008114,-0.026587,-0.013172,-0.0019223,0.018512,0.0080718,0.0075897,0.026943,0.001729,-0.024252,-0.038095,0.018246,-0.013386,0.022177,-0.003275
"M299.11T1608.887",-0.0091643,-0.015921,0.0037674,0.012421,0.0051342,-0.0053294,0.023327,0.026329,-0.058992,0.0080427,0.0085749,-0.034278,-0.064398,-0.025995,0.0057034
"M840.568T1356.47",-0.015274,-0.010467,0.017851,-0.00032683,0.054022,0.043974,-0.018809,0.064267,-0.07152,-0.10556,-0.048547,0.02776,0.087341,0.019187,0.0094943
"M891.589T1509.101",-0.035503,-0.02093,0.01976,-0.027703,-0.0019288,0.0084478,-0.020098,-0.010175,-0.001169,0.0083688,-0.0006364,0.032276,-0.0046652,0.011135,-0.0047237
"M586.241T903.94",0.0096119,-0.0055742,0.005566,0.033392,0.0037966,-0.007128,0.0014175,-0.017314,0.0072745,0.011372,-0.0094606,0.0018062,-0.010328,-0.0079993,-0.00021795
"M424.205T1508.296",-0.011866,-0.0071691,-0.00067796,0.02009,-0.0082359,-0.015603,0.0010149,-0.0072381,-0.0088338,-0.010062,-0.023371,-0.0053054,0.02775,0.022468,0.0016595
"M347.259T1473.286",0.0097093,0.00085796,0.012637,0.0052486,-0.0367,-0.00027278,-0.0091523,0.027765,-0.011231,-0.03262,-0.022905,0.00917,-0.029533,0.024488,0.0029546
"M465.26T1373.143",0.013453,0.011998,0.035263,0.023971,-0.014948,-0.011177,-0.01632,-0.058893,0.011123,0.020331,0.0075702,-0.016373,-0.016254,0.011369,-4.6273e-05
"M341.283T1305.932",-0.014697,0.046134,-0.0073906,0.016994,0.03428,-0.015944,-0.012511,-0.03291,0.0062766,-0.012456,-0.026778,0.014266,-0.0025399,-0.0079573,-0.0066353
"M330.261T1473.013",-0.0038226,0.01117,-0.0091098,-0.0050084,0.011267,-0.016614,-0.011483,-0.016992,-0.023783,0.01155,-0.0065725,-0.01739,0.020009,-0.0204,-0.0019332
"M311.255T1280.542",0.010262,0.035282,0.0084786,0.010685,-0.00024004,-0.010295,-0.041499,-0.073382,-0.005659,-0.016216,-0.019342,-0.016692,-0.024437,-0.047366,-0.0041529
"M792.472T1524.351",-0.020344,-0.031922,-0.00257,0.015533,0.0038463,0.013357,0.011514,0.020728,0.01454,0.042266,-0.010038,-0.0054642,-0.0088777,-0.022621,-0.0043105
"M865.582T1509.04",-0.048782,-0.023398,0.028692,-0.022494,-0.0059318,0.020242,-0.017205,-0.028086,0.013196,-0.012648,0.0050579,0.050291,-0.012552,-0.03262,-0.0030359
"M608.267T945.789",0.022945,-0.021656,-0.0014069,-0.0016559,0.017223,0.026619,-0.0002207,-0.0091948,0.010737,0.026279,0.031584,0.011456,0.034246,0.019025,-0.0038641
"M1021.696T1456.932",-0.063855,-0.027194,0.031946,-0.009446,-0.019703,0.034139,-0.012655,-0.010422,-0.021841,-0.0095437,0.02925,-0.015131,-0.0021498,0.023333,0.0064889
"M861.603T1557.588",-0.020515,-0.012038,0.021543,-0.024897,-0.0037023,-0.0013643,-0.049167,-0.0011327,-0.038907,0.016355,-0.018673,-0.0097009,0.046617,-0.007793,0.0027871
"M1131.443T843.183",0.031346,0.0014253,0.030946,0.0095734,-0.0059214,-0.005377,0.00078743,-0.019108,-0.0028713,0.0070596,-0.038785,-0.010348,0.0024454,-0.011714,-0.0069794
"M293.131T985.458",-0.023818,0.0016785,0.0064286,0.018432,0.026155,-0.010818,-0.00031288,0.022831,-0.033381,-0.019913,-0.0045268,0.006528,-0.0017368,0.025306,-0.0072189
"M967.58T1390.374",-0.01111,0.00013287,0.0003027,0.013032,-0.049003,-0.030026,-0.0056753,0.037389,-0.0082744,-0.029705,-0.034458,0.0078876,-0.058722,0.0014539,-0.0023687
"M601.496T1459.491",-6.6685e-05,-0.012857,-0.014986,-0.0057823,-0.0044856,0.015534,0.056525,-0.024813,-0.0020539,-0.024529,-0.0074251,-1.3071e-06,0.08719,0.011591,0.0008292
"M506.357T1325.086",-0.011342,-0.010208,0.015161,-0.026394,-0.013169,-0.020751,-0.020016,-0.02273,0.038249,-0.0045795,0.0099042,0.035165,0.018289,0.013928,0.0064503
"M533.435T1510.689",0.013768,-0.02786,-0.032663,0.0025494,-0.028108,0.0075274,0.029897,0.0022955,-0.016609,-0.027466,0.010592,0.0093444,0.022049,0.011388,0.0053237
"M312.106T122.685",-0.01625,-0.001721,0.016827,0.034511,0.0077292,0.07816,0.073925,-0.040891,0.019252,-0.0038502,0.029909,0.024413,0.064674,0.018758,0.0024474
"M256.263T1575.098",0.0029579,-0.0061258,-0.0053011,0.011678,-0.03099,0.033485,-0.0038963,0.030611,-0.0088063,0.0016442,-0.036127,0.010307,-0.0099189,0.0014604,3.9552e-05
"M469.421T1591.154",-0.0063954,-0.015731,0.01505,-0.012708,-0.0096106,-0.0076435,-0.0045355,0.017415,0.0014492,-0.0042581,-0.014751,-0.015204,0.014486,-0.027529,-0.0037771
"M693.468T1473.286",-0.029949,-0.010703,-0.0075686,0.041082,0.038746,0.074415,0.0088689,-0.018749,0.013994,-0.01627,-0.055404,-0.017354,-0.016296,0.020411,0.0032846
"M257.959T60.451",0.0052578,0.012869,0.0012917,-0.011155,-3.0999e-06,-0.017595,-0.023758,0.015297,-0.01756,-0.014375,0.0057878,-0.012346,0.0050236,0.012757,-0.00040094
"M823.518T1283.896",-0.019106,-0.0058663,-0.01389,-0.0030868,0.012126,-0.02434,7.8688e-05,-0.0053896,0.0059999,-0.0035267,-0.0049555,0.011843,-0.0036783,0.032461,0.0046792
"M673.587T1576.856",-0.022976,-0.00056555,-0.0054367,0.021743,-0.011393,0.083151,0.019695,-0.026829,0.053646,-0.012752,-0.0097562,0.015319,-0.0084098,0.0014411,8.0873e-05
"M423.265T1220.872",-0.015709,0.031861,0.030106,0.032664,0.036815,0.009905,0.012049,0.0025632,-0.0072436,-0.041259,-0.0076045,-0.014564,0.0020833,-0.00092772,-0.0035719
"M497.353T1308.231",-0.015239,0.01885,0.009306,0.027304,0.014925,-0.004382,-0.020865,-0.0029881,0.010719,-0.02968,-0.0086212,-0.0062268,0.018897,0.0075038,-0.0038485
"M699.593T1406.45",-0.036093,0.034684,-0.035912,-0.030479,-0.018123,-0.031512,0.044971,-0.053722,0.035069,-0.0062573,-0.033851,-0.0040527,-0.0010817,0.027245,0.0095847
"M664.457T1578.697",-0.0083423,-0.044146,-0.014648,0.045897,-0.014996,-0.049834,-0.016088,-0.015276,-0.031162,-0.037636,0.0085236,-0.027274,-0.0077366,-0.00076499,-0.0056421
"M897.569T1456.348",-0.060308,-0.033062,0.017708,-0.01704,0.010706,0.010165,-0.015253,-0.011496,0.031205,-0.020904,0.013189,-0.012126,-0.011442,-0.031529,0.0057433
"M758.22T1573.977",-0.0091522,0.004969,-0.0048824,-0.013254,0.014298,-0.0028219,0.027853,0.10777,0.034917,0.015053,-0.036984,0.032384,-0.031168,0.045911,0.00027706
"M969.712T1473.286",-0.03559,-0.015451,0.0057608,-0.021395,0.033387,-0.0083364,0.054599,0.001749,0.0014376,0.020795,0.02808,-0.018369,-0.071251,0.027161,-0.0016149
"M484.413T1608.172",-0.0013082,-0.023148,0.013039,-0.0079026,-0.0074641,-0.00080839,0.0092145,-0.016431,0.014185,0.00093286,0.0037253,-0.0036817,0.040119,0.0049177,-0.003337
"M343.221T1438.11",-0.00044329,0.0052909,0.01271,0.0043404,0.0091529,-0.0043323,0.0052332,-0.016342,-0.00089807,-0.0023265,-0.0097546,-0.0020366,-0.025827,0.016269,-0.0017438
"M369.188T1624.498",0.0026051,-0.018334,-0.0029498,0.0055488,0.008502,0.01402,0.011714,0.011831,-0.0084846,-0.0031275,0.0080584,-0.023965,0.014382,0.0021751,7.7927e-05
"M385.292T1608.361",0.0084401,-0.0022064,0.0050672,0.020387,-0.02839,0.003203,0.0094683,0.038703,-0.00041577,-0.018452,0.0027908,-0.019184,0.032622,-0.030335,0.0016177
"M445.364T1523.593",0.0045057,-0.015246,-0.0093433,0.021102,0.029154,-0.0026677,-0.0055373,0.024093,-0.0095812,-0.018712,-0.0044001,0.0056067,0.0091886,-0.0018124,0.0083178
"M912.601T1591.283",-0.045878,-0.013622,0.017966,-0.015597,-0.0039708,-0.0051547,-0.019375,0.0017552,-0.004921,-0.0043564,-0.0049717,-0.0037948,-0.017013,-0.0099834,0.012101
"M927.612T1474.354",-0.032114,-0.0038621,0.024151,0.028758,0.0098817,0.0062895,-0.01193,0.00093449,0.0046574,0.0016425,0.024332,-0.00096536,0.0041984,0.0034609,0.0066718
"M649.52T1646.826",-0.028962,0.0085084,-0.015783,0.009879,-0.057782,-0.0053595,-0.021181,-0.017726,0.035896,-0.063775,-0.0041173,0.042868,0.0056878,0.031263,-0.0038528
"M840.543T1163.004",-0.013793,0.0058927,-0.0030863,0.0019931,0.0094889,-0.040956,0.01447,-0.012042,0.021969,0.0083163,0.018313,-0.00069953,0.043242,-0.0018233,0.0069253
"M332.331T1472.833",0.01005,0.0086921,0.022826,-0.0031888,0.012084,-0.014056,0.0011028,-0.015675,-0.018215,0.021103,0.016319,0.0023775,0.0060081,0.0092112,0.00062507
"M521.208T925.1",0.018145,-0.02111,-0.010541,-0.0021729,0.0069193,-0.012802,0.013764,-0.0072749,0.013408,-0.0064001,0.015978,0.0082844,-0.013406,0.020752,0.0043344
"M1064.424T990.311",0.0080577,-0.019215,-0.014948,-0.018683,0.023095,0.012285,0.014276,-0.001684,0.016185,-0.0306,-0.005905,0.024205,0.039394,-0.0035728,-0.0014594
"M325.16T1624.705",-0.0050518,-0.0038999,-0.015848,0.018382,-0.0083551,0.0048097,-0.0010978,0.010349,-0.047631,-0.011301,-0.016338,-0.0093486,-0.027086,0.0042385,-0.0043995
"M1018.702T1376.163",-0.046431,-0.045119,0.056545,-0.022917,0.0071066,0.020985,-0.00082408,-0.0070194,0.02954,-0.021751,0.048583,0.027021,0.024254,-0.0042154,-0.0047894
"M701.596T1544.095",-0.023855,0.032327,-0.028118,0.0027509,-0.0086848,-0.0037556,0.043324,-0.015152,0.021358,-0.032232,-0.023722,0.052187,-0.047689,-0.021542,0.0049185
"M1017.703T1376.163",-0.058046,-0.0291,0.042992,-0.023431,-0.011122,0.014959,-0.031936,-0.0078799,0.033778,-0.012235,-0.010901,-0.0070514,-0.021133,0.013252,0.0050696
"M381.19T1422.254",-0.0038105,-0.013824,-0.0066782,0.0015428,0.024321,0.0013519,0.010781,-0.020535,-0.018,0.01116,0.013243,-0.0060286,-0.014773,0.013988,0.0033365
"M671.56T1406.45",-0.061104,-0.006378,-0.042641,0.052896,0.058888,0.053781,0.026215,-0.017581,-0.070163,0.020697,0.053365,-0.011276,-0.087043,0.11971,0.013584
"M347.216T1256.694",-0.011282,0.013946,0.026408,0.029239,0.037112,-0.035574,0.033749,-0.014039,-0.011361,-0.0057198,-0.0093912,0.017136,0.020999,0.027003,-0.0063243
"M844.601T1526.07",-0.031277,-0.019231,0.036755,-0.028142,0.0099027,-0.0043407,-0.0080549,-0.0076752,0.013173,-0.0075442,-0.028259,0.038593,-0.00485,0.0079457,0.0027243
"M892.608T1557.588",-0.044145,-0.015652,0.027989,-0.024981,-0.0043619,0.0093961,-0.025272,-0.014049,-0.0021678,0.00067781,0.014273,-0.016411,0.028679,0.0019724,-0.01007
"M514.422T1423.013",-0.0042587,-0.023799,-0.0033533,0.0039384,-0.016299,-0.0053531,0.0024814,-0.057783,-0.056235,-0.00055824,0.0058958,0.0048371,-0.026684,-0.017684,-0.0071798
"M568.445T1641.124",-0.018561,-0.037114,-0.014045,0.040698,-0.022394,-0.006079,0.020407,-0.031714,-0.067269,0.060472,0.030519,-0.033323,0.0054059,-0.025825,-0.0084397
"M471.796T1446.028",0.0002873,0.019704,0.00085217,-0.011886,0.017559,-0.014758,-0.017474,-0.020524,0.00022958,-0.0019734,-0.017033,-0.044341,0.022096,0.02802,-0.0017796
"M474.345T1591.903",0.010516,-0.0046271,-0.0052306,0.0071466,-0.021194,0.017191,0.0067021,0.038985,-0.0032119,-0.016632,-0.011238,0.0094289,0.018202,0.0064688,-0.0068867
"M811.497T1605.017",-0.035737,-0.0074731,0.043543,0.0097166,-0.017582,-0.012936,-0.040503,0.024432,0.038547,-0.016381,0.017958,0.019975,0.011029,-0.0018782,0.010178
"M672.553T1440.036",-0.01244,0.0016228,-0.024439,0.011927,0.022231,0.056582,-0.015723,-0.01392,0.040381,-0.047607,-0.047732,-0.016364,-0.0045331,0.013918,0.0065508
"M851.596T1523.593",-0.013104,-0.020692,0.021558,0.00026445,0.0037243,0.0012969,-0.019756,0.015847,0.0019588,-0.01257,-0.013312,0.0064967,0.00026713,0.00028247,-0.0039542
"M552.249T887.511",0.013979,-0.0096661,0.00050706,0.032896,0.017367,-0.023612,0.005216,0.016034,0.006171,-0.0096509,-0.0074714,-0.012048,-0.0046489,0.011511,0.0029213
"M496.341T1238.352",-0.01922,0.021832,0.030469,0.054112,0.039374,-0.00091966,-0.01558,0.015349,0.01026,-0.041397,-0.0021385,0.0044782,0.026955,0.0070498,0.0088703
"M283.277T1455.311",-0.0039272,-0.016347,-0.06861,-0.0014693,0.038786,0.010085,0.00060945,0.014024,0.011537,-0.0041044,0.026504,-0.002232,-0.0048484,0.014104,-0.0029205
"M559.389T1424.253",-0.0079331,-0.0004602,0.0079657,0.014819,0.026354,-0.029336,-0.0056582,-0.00015706,-0.024282,-0.0050702,-0.0098559,0.0057463,0.041404,-0.0078672,-0.0010271
"M845.59T1410.795",-0.03928,-0.019436,0.015923,-0.0093534,-0.0026668,-0.0014487,-0.0038609,0.010179,-0.00047059,0.0090868,-0.0092492,-0.018839,0.019042,-0.023867,-2.8699e-05
"M613.193T831.535",0.020726,0.0079931,-0.044941,-0.024507,0.0015609,0.0051768,-0.0039814,-0.028797,0.032746,-0.010934,0.031006,0.0052123,0.01523,-0.016062,0.00020874
"M339.172T1490.329",-0.0025379,-0.016306,-0.0038489,0.0051622,-0.025593,0.022901,0.010282,0.041961,-0.04162,-0.010736,0.052624,-0.0087184,-0.028398,0.0071112,-0.0036596
"M910.623T1410.795",-0.042724,-0.022095,-0.00055667,-0.01841,-0.015683,0.015381,-0.015702,0.0014304,-0.033073,0.03155,-0.00027211,-0.017063,0.019379,0.066826,-0.0021589
"M963.689T1446.028",-0.040201,-0.022437,0.01879,-0.0072403,-0.024063,-0.015371,-0.0036785,-0.038037,0.032719,-0.009519,0.02701,0.014088,0.038614,-0.0090067,-0.0082838
"M993.709T1358.969",-0.039657,-0.012846,0.012794,0.0030305,0.041558,-0.048608,0.052303,0.0024895,-0.060175,0.030374,-0.054358,-0.038974,-0.014358,0.024081,0.0019757
"M869.576T1513.559",-0.040846,-0.025914,0.027141,-0.021677,0.0071009,0.013546,-0.027827,-0.0021866,0.0012876,0.02628,-0.0028693,-0.0094994,-0.0042482,-0.0098475,0.0053259
"M655.524T1523.779",-0.023719,-0.028582,-0.020618,0.011017,-0.0065356,-0.017131,-0.0057879,-0.063347,-0.060086,0.058662,0.022646,-0.0082138,-0.0065689,0.033734,-0.0073733
"M543.443T1588.441",0.00020969,-0.033898,-0.010004,0.026841,-0.015501,-0.031584,-0.0032486,-0.018911,-0.011215,-0.0015268,0.019771,0.018912,-0.0006316,0.040725,0.0034678
"M261.116T1002.572",-0.0089067,0.020306,-0.016657,-0.0071144,0.006332,0.0066744,0.0070539,-0.014215,0.011262,-0.00077342,0.029996,-0.072237,-0.027468,-0.0039182,0.0045849
"M1099.692T1423.824",-0.067,-0.023333,0.028932,-0.0089893,-0.00027623,0.0030707,-0.0065195,-0.0085079,0.025817,0.011333,0.035602,-0.051186,-0.035917,0.058517,-0.0039532
"M861.595T1526.07",-0.020274,-0.016494,0.021929,-0.023956,-0.00067199,0.0008787,-0.049496,0.0017775,-0.04281,0.017503,-0.011997,-0.0072383,0.059261,-0.0012725,0.0024727
"M939.612T1475.069",-0.04305,-0.019493,0.011388,-0.023033,-0.0046186,0.010436,-0.0030626,-0.002558,0.017633,-0.0090612,0.013034,-0.010931,0.0090432,0.0085534,-0.01105
"M558.46T1591.049",0.0027276,-0.019177,-0.027294,-1.5441e-05,-0.0487,-0.0066251,0.021572,0.0017536,-0.0097263,-0.066153,-0.023203,0.0044821,0.03929,0.014417,-0.012551
"M866.586T1601.965",-0.044221,-0.025647,0.039679,-0.019126,-0.014454,0.022622,-0.021191,-0.011095,0.0028694,0.015229,-0.018236,0.0042693,0.0037831,0.036242,0.010922
"M652.249T924.637",0.010612,-0.021032,0.0066435,-0.0025532,-0.0053031,-0.025612,0.029854,-0.019169,0.005462,0.014101,-0.012468,0.016197,-0.0010528,0.03636,1.6937e-05
"M927.575T1456.538",-0.036454,-0.0051218,0.032122,0.014072,-0.001916,0.0018876,-0.013152,-0.010306,0.019687,-0.0112,0.020506,0.0049124,0.0071566,0.001845,0.014484
"M516.434T1624.418",0.0052965,-0.0069963,-0.015197,0.0012937,-0.058881,0.010479,0.053923,0.0079485,-0.035916,-0.050577,-0.0045575,0.020912,-0.0023381,0.0065598,-0.0086871
"M339.335T1490.042",3.4827e-05,0.0077508,-0.0023509,-0.023083,0.016517,-0.0069721,0.02594,-0.028404,-0.01704,-0.02532,-0.036464,-0.030262,-0.0061558,0.021877,0.00010532
"M937.608T1536.307",-0.0381,-0.011407,0.024399,-0.011056,0.0096352,0.0084743,-0.0094176,-0.0030009,0.016717,-0.029816,0.054795,0.0068371,-0.033918,-0.014262,-0.0082363
"M722.58T1595.75",-0.036218,0.020243,-0.045205,-0.0018542,-0.0092635,-0.025189,0.050348,-0.048367,-0.014809,-0.024353,-0.025673,0.0033572,-0.030873,0.0043341,-0.010631
"M587.498T1557.26",-0.0071139,-0.019831,-0.028486,0.026805,0.013258,0.011972,-0.0033035,0.012678,-0.021052,-0.020003,0.013077,0.019329,-0.0077517,-0.025094,-0.003801
"M585.449T1591.044",-0.01002,-0.032844,-0.036584,0.0045691,0.018366,0.00098616,-0.0047914,-0.0019019,0.0068921,0.0034688,0.033544,-0.0086796,0.0089003,-0.009742,0.0096551
"M738.263T893.689",0.012651,-0.0012702,-0.01717,-0.014531,0.020706,0.027061,0.015423,-0.0056717,0.041699,-0.0055423,0.092966,-0.0070576,-0.01299,-0.012662,8.8181e-05
"M409.12T816.318",-0.0090531,-0.0022243,0.019957,0.029893,0.023161,0.0081366,-0.022049,-0.017262,-0.027504,-0.019962,0.024437,0.0030978,-0.018862,0.023295,0.0077161
"M595.171T851.23",0.020244,0.007823,-0.0031897,-0.013949,-0.041171,-0.020785,0.032876,-0.043071,-0.0051362,0.0052441,-0.023895,0.044689,0.034694,0.031321,-0.010183
"M546.448T1604.382",-0.00186,-0.030121,-0.012699,0.026211,-0.0017014,0.028584,0.0067176,-0.021981,-0.016777,0.014412,-0.0075486,-0.006704,-0.0075683,0.01008,-0.0010909
"M1100.695T1308.231",-0.042194,-0.05248,0.027151,-0.013713,-0.032392,0.022774,-0.0097136,0.021372,0.0094565,-0.012603,0.018211,-0.03205,0.015442,-0.072532,-0.006476
"M393.186T1422.878",-0.013484,-0.0081922,-0.009028,0.003369,0.011539,-0.0082602,0.00022878,0.032127,-0.0052075,-0.011348,-0.017882,0.01607,0.0020005,0.0037088,-0.0038524
"M395.293T1557.588",0.010094,-0.017109,-0.028661,0.029089,-0.0028981,0.017026,0.012118,-0.0053669,-0.020419,2.2813e-05,0.0019082,-0.01521,-0.017506,0.001377,-0.0094888
"M361.24T1455.883",-0.013763,-0.0029208,-0.025003,0.016422,0.036331,-0.0048464,0.031317,0.029636,0.012143,0.012913,-0.013467,0.010548,0.013902,0.016052,0.0095894
"M752.544T1678.566",0.034111,-0.0019784,-0.0087186,-0.084427,-0.051204,-0.05263,-0.0098451,0.0030523,0.011887,-0.039937,0.045751,-0.040903,0.014158,0.030479,-0.0011855
"M587.251T901.604",-1.4602e-05,0.020198,0.026123,0.061051,0.017246,-0.01295,-0.0069967,-0.00011451,0.025062,-0.0054101,0.035696,-0.0031506,-0.0007726,0.015461,0.0018743
"M505.254T1019.35",0.010531,-0.0070529,0.0082939,0.03337,-0.014106,-0.0048121,0.0061807,-0.00095658,0.047239,-0.028251,0.0091784,-0.046411,-0.0098733,-0.012997,-0.0071303
"M825.609T1557.453",-0.030358,-0.02804,0.0057231,-0.026939,-0.012671,-0.0097318,-0.02803,-0.016332,4.8312e-05,0.024927,-0.010536,-0.027023,0.0016372,-0.0060996,-0.0073219
"M991.723T1642.233",-0.039616,-0.024786,-0.0017266,-0.033377,0.045087,-0.01287,0.027708,0.014546,-0.034109,0.080698,-0.013135,0.012159,-0.077193,0.032111,0.0050666
"M441.316T1456.744",0.0066903,-0.0049409,-0.019366,-0.02753,-0.0027903,0.0041392,-0.003814,-0.027816,-0.013035,-0.022244,-0.014799,-0.024104,0.0077812,0.0055558,0.0021723
"M854.586T1584.638",-0.039409,-0.021844,0.0095322,-0.024282,-0.02293,0.011308,-0.0080013,0.0076675,-0.011593,0.016505,0.0057201,0.011243,-0.0013093,-0.026286,-0.0062798
"M311.159T1389.016",-0.016364,-0.0011165,0.02925,-0.016005,-0.010857,-0.00063994,-0.0077659,-0.01978,-0.020629,0.017202,0.0020924,0.0072755,0.00042595,0.019265,0.0011717
"M485.356T1624.705",0.010555,-0.013312,-0.02599,-0.049069,-0.0058865,0.00027187,0.010765,-0.010201,-0.0029844,0.017204,-0.023375,-0.024506,0.0074595,-0.01511,0.0014877
"M617.437T1439.554",0.00038731,-0.0057903,-0.014965,-0.010873,0.01836,0.0086616,0.019674,-0.0016772,0.0070314,-0.016554,0.031757,-0.010847,0.020716,0.0083178,0.00066427
"M1012.723T1358.969",-0.047928,-0.027571,0.042267,-0.025755,-0.0050903,0.0088427,0.0097375,-0.014695,-0.0054544,-0.015134,-0.020548,0.039902,0.0060751,-0.046224,-0.0060091
"M897.571T1473.254",-0.059509,-0.031409,0.01701,-0.012794,0.0090531,0.014382,-0.018598,-0.018345,0.03039,-0.016812,0.01604,-0.0087067,-0.025893,-0.038849,-0.004678
"M387.25T1278.929",-0.01283,-0.013976,-0.012791,-0.00073166,0.012539,-0.00024146,0.0096449,0.038912,0.0058483,-0.021759,-0.020394,0.010777,-0.0063766,0.054466,-0.004143
"M787.547T1591.444",-0.02399,-0.020182,-0.0060901,0.016207,0.017965,0.034946,0.016113,0.061184,0.0022112,0.010503,-0.037416,0.028319,0.0419,-0.012453,0.0029266
"M321.239T1209.593",-0.012401,0.0074006,-0.0054411,0.0020078,0.0079496,-0.0016274,0.004205,-0.020956,-0.015851,-0.0028505,0.006005,-0.024761,0.013149,-0.011994,-0.0033551
"M749.502T1458.08",-0.014656,-0.023569,-0.0041667,0.016866,0.01321,0.0045413,-0.0022755,0.0056378,-0.00087987,-0.0062991,0.015444,0.0062472,0.0017887,-0.014313,0.0021369
"M305.245T1356.47",-0.0068938,0.0046053,0.0042788,0.012238,0.01524,-0.007868,0.0018421,-0.010695,0.016648,0.027768,-0.033356,0.0078469,0.00049561,-0.0095043,-0.0007991
"M613.185T813.994",0.022745,0.013483,-0.045553,-0.019363,0.0017428,0.008217,-0.0039296,-0.041294,0.029101,-0.005568,0.035665,0.0049002,0.023666,-0.015377,-0.010222
"M477.343T1423.013",0.00077384,-0.0063791,-0.017812,-0.0065953,0.0090694,-0.021519,-0.010406,-0.010074,-0.0050453,-0.025586,-0.035148,-0.010434,-0.016535,0.017625,0.0023332
"M965.706T1463.866",-0.031043,-0.031842,0.027063,-0.051136,0.0062789,-0.021792,0.029861,0.02838,0.023944,0.027465,0.012083,0.069814,-0.050346,-0.014898,0.0073458
"M899.583T1473.64",-0.047183,-0.029423,0.015685,-0.0068502,-0.0015434,0.025462,-0.022431,-0.0055434,0.031779,-0.0065745,0.017041,0.0008266,-0.012662,-0.024481,-0.0061217
"M332.328T1440.13",-0.0043461,0.013949,-0.0034249,-0.01419,0.019908,-0.025963,0.0047303,-0.016356,-0.0039677,-0.0013404,0.0047341,-0.0048519,-0.0019757,-0.0019051,-0.003395
"M866.585T1504.486",-0.044245,-0.025609,0.039906,-0.018546,-0.015953,0.01886,-0.021236,-0.0096323,0.0021029,0.015962,-0.017272,0.0073,0.004335,0.035615,0.0074854
"M914.568T1454.879",-0.041801,-0.033706,0.033499,-0.01345,-0.0025126,0.0086062,-0.019851,0.00067076,-0.0062087,-0.023981,-0.021093,-0.0042704,0.011764,-0.0023587,-0.008998
"M405.264T1204.461",-0.014909,0.01993,0.020912,0.029487,0.070718,0.044038,0.006153,0.020023,-0.016713,-0.049893,0.0061597,-0.020885,0.043936,-0.009961,0.0093045
