"","QC.1","QC.2","QC.3","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.4","X12.1","X12.2","X12.3"
"Label","Other","Other","Other","Second-tp_Control","Second-tp_Control","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Second-tp_Xanthomonas"
"M514.422T1423.013"," 0.485082644"," 0.169456965","-0.486493680","-0.351940736","-0.208121199"," 0.077875729"," 0.157410147","-0.012604693","-0.365867203","-0.044598601"," 0.092990944"," 0.751551290"," 0.003383942"," 0.221166117","-0.489291664"
"M568.445T1641.124"," 1.06453044","-0.02003183"," 0.02951142","-0.42785209","-0.39820213","-0.39159651"," 0.10831175","-0.42987420","-0.83083547"," 0.03712688","-0.27053756"," 1.40494272","-0.01338862"," 0.02593614"," 0.11195908"
"M471.796T1446.028","-0.390391505","-0.196505084"," 0.389234944"," 0.408352778"," 0.460937672","-0.001646874"," 0.143670275"," 0.071193721","-0.134951420","-0.086245136"," 0.181554054","-0.206671256","-0.147832897","-0.045919309","-0.444779963"
"M474.345T1591.903","-0.12978867"," 0.32477680"," 0.16253131","-0.19234356","-0.53168491"," 0.03443242","-0.11978924","-0.24686578"," 0.10804898"," 0.04515352"," 0.19478256","-0.15327245"," 0.24169402","-0.03966594"," 0.30199096"
"M811.497T1605.017"," 0.13245924","-0.58275687"," 0.07296605"," 0.33071192","-0.56212145","-0.03117617","-0.24915713"," 1.45298303"," 0.06422007","-0.39158512","-0.54357540"," 0.46749653","-0.28770957","-0.29924557"," 0.42649045"
"M672.553T1440.036","-0.39455525","-0.02640429","-0.42256538"," 0.61748023","-0.31238574","-0.31396466"," 1.11952058","-0.22161788"," 0.02512001"," 0.12521977"," 0.00055323","-0.07786588"," 0.08997508","-0.48260459"," 0.27409476"
"M851.596T1523.593","-0.020196873","-0.343799495","-0.152817916","-0.228144710","-0.316044929"," 0.078123543"," 0.148566100"," 0.610864882","-0.035056324","-0.407307581","-0.008719190"," 0.368097355","-0.042966931","-0.001934542"," 0.351336610"
"M552.249T887.511","-0.17116027","-0.17424095"," 0.20537996","-0.17115423","-0.03959338"," 0.18220878","-0.16920758","-0.65398779"," 0.46522773","-0.12296108"," 0.16392600"," 0.54317243","-0.21000518","-0.11197974"," 0.26437527"
"M496.341T1238.352"," 0.03652178","-0.44307315"," 0.39522789"," 1.17373681","-0.21031874"," 0.08553359"," 0.05191710","-0.01480261"," 0.59456098","-0.97459387","-0.54157618"," 0.38849927","-0.46433673","-0.46525655"," 0.38796043"
"M283.277T1455.311","-0.68742827"," 0.25009070","-0.55860149","-0.06591669"," 0.54398430","-0.38000823"," 0.55076338","-0.87287976","-0.53161416"," 0.64831349","-0.37940779"," 0.43332558"," 0.62905698","-0.11210164"," 0.53242360"
"M559.389T1424.253","-0.01269163","-0.17424693"," 0.12386654"," 0.26363927"," 0.29881261","-0.03919102","-0.19928674","-0.01353861","-0.04595350","-0.65519464"," 0.02401769"," 0.49862945","-0.01117852","-0.15291596"," 0.09523201"
"M845.59T1410.795"," 0.267088881","-0.306252243","-0.141709733","-0.005071247","-0.129963035","-0.623234542"," 0.255740671"," 1.070481978","-0.588422090","-0.391605557","-0.241530548"," 0.487766434","-0.133780099"," 0.027492686"," 0.452998445"
"M613.193T831.535","-0.491694510"," 0.517461472","-0.235534307","-0.210313738"," 0.582806198","-0.116910765"," 0.114866572","-0.493121745"," 0.085856728"," 0.812522385","-0.006717696","-0.392976245"," 0.629768852","-0.287957726","-0.508055474"
"M339.172T1490.329"," 0.08078962"," 0.36125367"," 0.08062038","-0.40647585","-0.68152018"," 0.05039160"," 0.02868712","-0.08661646","-0.23378093"," 0.10170198","-0.51128431"," 0.22470865"," 0.16783141"," 0.53288822"," 0.29080510"
"M910.623T1410.795"," 0.11791872","-0.14091228","-0.09815605"," 0.06723580","-0.28346857","-0.13969482"," 0.46319929"," 0.96558207","-1.50469035","-0.03935307","-0.26424042"," 0.44055332","-0.09624842"," 0.07849466"," 0.43378012"
"M963.689T1446.028"," 0.37181062"," 0.04378289","-0.31300315","-0.06611262","-0.10655459","-0.38105202"," 0.04775911"," 1.41817933","-0.48035208","-0.10535169","-0.41426922"," 0.74473817","-0.32558982","-0.54306526"," 0.10908031"
"M993.709T1358.969"," 0.2934452","-0.3328098","-0.1483967"," 0.3159026"," 0.6137338","-0.5929232"," 0.0732972"," 0.2824697","-0.9304712","-0.8668382"," 0.1895710"," 0.8400679","-0.9905589"," 0.6253458"," 0.6281647"
"M869.576T1513.559"," 0.32478665","-0.67365756","-0.32909755","-0.18264350","-0.09922197","-0.24844541"," 0.53176592"," 1.36639561","-0.69645377","-0.40544655","-0.34871777"," 0.35466148","-0.08414316"," 0.10191371"," 0.38830386"
"M655.524T1523.779"," 0.593526614","-0.136212467","-0.336355066","-0.124785352"," 0.119168554"," 0.033407982"," 0.215143531","-0.057614203","-1.270605259"," 0.227979225","-0.187146906"," 1.170100814","-0.066315667","-0.007687736","-0.172604064"
"M543.443T1588.441"," 0.03956244"," 0.10100002","-0.21079463","-0.46688402","-0.27581002"," 0.35399446","-0.24399780","-0.22722964","-0.26759877"," 0.22992678"," 0.04545475"," 1.17359099","-0.12825191","-0.27832846"," 0.15536582"
"M261.116T1002.572","-0.16632394"," 0.02069488"," 0.26512206"," 0.41756209"," 0.30135395","-0.51439365"," 0.40312261","-0.10376611","-0.10821453"," 0.43081256","-0.45270816","-0.18529646","-0.21598888"," 0.25591622","-0.34789263"
"M1099.692T1423.824"," 0.21787642","-0.57343935","-0.16273781"," 0.24114816","-0.20525418","-0.39857450"," 0.71180924"," 1.70434131","-1.02944887","-0.07966676","-0.96350767"," 0.79757943","-1.00375822"," 0.11905064"," 0.62458218"
"M861.595T1526.07"," 0.038688842","-0.426133466"," 0.144964535","-0.191059274","-0.085569324"," 0.056988892"," 0.162667355"," 1.014810120","-0.759069120","-0.662510760"," 0.072209974"," 0.239318870"," 0.454681472"," 0.004741378","-0.064729494"
"M939.612T1475.069"," 0.04699335","-0.07117910","-0.33463676","-0.01177007","-0.08515813","-0.46358497"," 0.48119211"," 1.30811220","-0.71519871","-0.14574200","-0.47246150"," 0.33950300","-0.24363842","-0.04247107"," 0.41004005"
"M558.46T1591.049","-0.40037644"," 1.00925756","-0.19136683","-0.28159526","-0.61355038","-0.32705506","-0.12972521","-0.04598322","-0.24689937"," 0.29221236"," 0.50511947"," 0.47964334"," 0.16273469","-0.21983693"," 0.00742130"
"M866.586T1601.965"," 0.40828970","-0.47256689","-0.28431606","-0.07571193","-0.48586720"," 0.03020833"," 0.52291199"," 1.63270758","-0.84563315","-0.43733886","-0.18378734"," 0.27156956","-0.42538509","-0.07231796"," 0.41723731"
"M652.249T924.637"," 0.10899999"," 0.17058469","-0.15112677","-0.66907431"," 0.16962384"," 0.33917372","-0.22692432","-0.05226645","-0.07034811"," 0.07417463"," 0.45442984"," 0.28443262","-0.43694040","-0.09575723"," 0.10101824"
"M927.575T1456.538"," 0.3647651","-0.3370392","-0.0401600"," 0.4217305","-0.3090060","-0.1218231"," 0.1582978"," 1.0231044","-0.1158848","-0.4313744","-0.6098020"," 0.4869488","-0.4707645","-0.2896575"," 0.2706647"
"M516.434T1624.418"," 0.10497217"," 1.20938647","-0.19864213","-0.19989381","-0.77199039","-0.19920544","-0.28014717","-0.19334784","-0.14200705"," 0.23446720"," 0.27175366"," 0.03719483","-0.09798721"," 0.24021180","-0.01476510"
"M339.335T1490.042","-0.29489571"," 0.28151868","-0.11733568"," 0.10992346"," 0.44023436","-0.13622170"," 0.32028340"," 0.02742088","-0.18155007","-0.18984986"," 0.40061069","-0.22001544","-0.39845909"," 0.27901407","-0.32067799"
"M937.608T1536.307"," 0.10723685","-0.18865514","-0.43353768"," 0.12454123","-0.08040584","-0.18763244"," 0.36411180"," 1.19793968","-0.11165251","-0.29983972","-0.96626202"," 0.36729517","-0.32071444"," 0.17365305"," 0.25392202"
"M722.58T1595.75"," 0.03816776"," 0.68311776","-0.72842609"," 1.20151950"," 0.40234701","-0.99033753"," 0.01486629","-0.05454532","-0.79446274"," 0.45924869","-0.07375876"," 0.36318738","-0.52275845"," 0.14341777","-0.14158327"
"M587.498T1557.26","-0.01609207"," 0.12137493","-0.45084753"," 0.02046847","-0.25561535","-0.21550456"," 0.24322374","-0.56502666","-0.09082969","-0.02403842","-0.31434750"," 0.73696048"," 0.44317381","-0.05602605"," 0.42312641"
"M585.449T1591.044","-0.19607053"," 0.05623629","-0.41232124","-0.47318177"," 0.21023820","-0.32977442"," 0.42680637","-0.26679071","-0.43554334"," 0.32204952","-0.35968574"," 0.83273522"," 0.43103003","-0.20727793"," 0.40155007"
"M738.263T893.689","-0.18184643"," 0.36319517","-0.06900634","-0.53348248"," 0.48213425"," 0.07178719"," 0.39233242","-0.28912465"," 0.34961064"," 0.49328461","-0.81713084","-0.35279022"," 0.21423195","-0.07431520","-0.04888007"
"M409.12T816.318"," 0.14760385","-0.31745226"," 0.01208906"," 0.35671731","-0.25425216"," 0.48581586"," 0.28453706","-0.04902449"," 0.12858405","-0.53912849","-0.48146270"," 0.52894615","-0.25170070","-0.01725757","-0.03401494"
"M595.171T851.23"," 0.19088721"," 0.74848068","-0.03215085","-0.19072519"," 0.09845711"," 0.33818790","-0.61818617","-0.09470935","-0.11984724"," 0.30176713"," 0.74886385","-0.36231257","-0.18224022","-0.29965759","-0.52681470"
"M546.448T1604.382"," 0.399722571"," 0.002967296","-0.261544976","-0.390770456","-0.445736703"," 0.064277285"," 0.560900690","-0.483707741","-0.291209054"," 0.081360973"," 0.042169759"," 0.645787074"," 0.029751526","-0.213809543"," 0.259841300"
"M1100.695T1308.231"," 0.46845522","-0.19044762","-0.28254862","-0.88114954","-0.81345637","-0.83438387"," 0.53039587"," 1.60544551","-0.40541451","-0.35584619","-0.43981842"," 0.82958908"," 0.13405432"," 0.06656037"," 0.56856477"
"M393.186T1422.878","-0.22947284","-0.04570014","-0.24286848"," 0.16924048","-0.02218942","-0.22271412","-0.04117521"," 0.06239215","-0.22978289","-0.16939444","-0.01782912"," 0.29613479"," 0.08575569"," 0.06831157"," 0.53929197"
"M395.293T1557.588"," 0.10826625"," 0.21035958","-0.11840777","-0.24139508","-0.35002871","-0.04042073"," 0.30442276","-0.95356716","-0.04886186"," 0.30649731"," 0.04021177"," 0.51858411"," 0.16771922","-0.02895763"," 0.12557794"
"M361.24T1455.883","-0.12316835"," 0.03464420","-0.18422985"," 0.31941957"," 0.41088785","-0.38751417"," 0.10406840","-0.50297430","-0.29643767","-0.06333863","-0.15031842"," 0.25956534","-0.11128505","-0.17586325"," 0.86654431"
"M752.544T1678.566","-1.21185642"," 0.80117432"," 0.36551043","-1.23611522"," 0.47442222"," 0.21385072","-0.66744765"," 0.75265016","-0.06478113"," 0.86693541"," 0.51532553","-0.59695851"," 0.30348360"," 0.54394864","-1.06014210"
"M587.251T901.604"," 0.2849500","-0.4200159"," 0.6045035"," 0.7268131","-0.1973365"," 0.3654764","-0.2760021","-0.4146691"," 0.7882977","-0.3209012","-0.5811957"," 0.3904570","-0.5889661","-0.4614677"," 0.1000567"
"M505.254T1019.35","-0.01215763","-0.05053411"," 0.37139362","-0.22755440","-0.45401258","-0.13399179"," 0.05479375","-0.25523552"," 0.78235454"," 0.23131378","-0.01634542"," 0.42293080","-0.38813891","-0.31374566","-0.01107047"
"M825.609T1557.453"," 0.09109113","-0.44292685","-0.28177690","-0.35462688","-0.01586504","-0.38503228"," 0.31132979"," 1.11433691","-0.82295661"," 0.06568384"," 0.01454685"," 0.53505476"," 0.04292286"," 0.08001567"," 0.04820276"
"M991.723T1642.233"," 0.3082026","-0.6302255","-0.8308813","-0.1847377"," 0.7851615","-0.2105890"," 0.3223933"," 0.5436870","-1.2763294","-0.1355546","-0.2609238"," 0.2552562","-0.4635167"," 0.8840659"," 0.8939915"
"M441.316T1456.744","-0.394676336"," 0.332148539","-0.185253660","-0.255073278"," 0.196453121","-0.106622941"," 0.352659408","-0.001246924","-0.283650359"," 0.205397810"," 0.344606398","-0.089059839"," 0.238953261"," 0.101650631","-0.456285831"
"M854.586T1584.638"," 0.3870065","-0.1257485","-0.4403924","-0.1319457","-0.2948824","-0.5017919"," 0.1788257"," 1.2312743","-0.8096491","-0.1098204","-0.3320638"," 0.2794266"," 0.1153167"," 0.2039148"," 0.3505297"
"M311.159T1389.016"," 0.346334585","-0.180515004"," 0.004399812"," 0.034701437","-0.064959652"," 0.220410264","-0.008268348"," 0.835517243","-0.410897485","-0.322092363","-0.075023053","-0.056294232","-0.294097376"," 0.138841731","-0.168057557"
"M485.356T1624.705","-0.30279960"," 0.28100842","-0.25785565","-0.75517388"," 0.47548610","-0.34316585"," 0.22996040"," 0.06474778","-0.46773873"," 0.44461701"," 0.55890721","-0.35929690"," 0.41150573"," 0.26803942","-0.24824146"
"M617.437T1439.554","-0.263754523"," 0.400141967","-0.052188379","-0.252414361"," 0.362331754","-0.114376086"," 0.310872216","-0.134086337","-0.112564431"," 0.030320472","-0.273542088","-0.003116241"," 0.067020744","-0.078167847"," 0.113523140"
"M1012.723T1358.969"," 0.62387944","-0.12361731","-0.77756077","-0.14320977","-0.21120192","-0.44182057"," 0.29421915"," 1.77509822","-0.45442167","-0.86681937","-0.19722898"," 0.34618366","-0.31663343"," 0.07792121"," 0.41521213"
"M897.571T1473.254"," 0.28141939","-0.48551141","-0.78985075"," 0.06816347","-0.16459464","-0.72619141"," 0.79246487"," 1.59546930","-0.52678163","-0.27012018","-0.78236719"," 0.81086213","-0.25237183","-0.04066868"," 0.49007857"
"M387.25T1278.929","-0.50080274"," 0.10434674","-0.26965487"," 0.04995445","-0.09141722","-0.03224789"," 0.16019250"," 0.03673522","-0.38802848","-0.01156187"," 0.02094066"," 0.25012499","-0.15321190"," 0.05798544"," 0.76664497"
"M787.547T1591.444"," 0.18884384","-0.07081948","-0.23219838"," 0.06678168","-0.34163364","-0.47327810"," 0.33731855"," 0.03540271","-0.39569488","-0.50392644","-0.08545826"," 0.18002117"," 0.26488921","-0.26160928"," 1.29136130"
"M321.239T1209.593"," 0.094983065"," 0.056658939"," 0.063529101"," 0.348888669"," 0.192232624","-0.325856020"," 0.194254680"," 0.031199161","-0.230405008","-0.138506978","-0.186977958"," 0.165553559","-0.063924982","-0.001731828","-0.199897023"
"M749.502T1458.08"," 0.11477788","-0.10794062","-0.28246837","-0.16791973","-0.14244389","-0.16263532"," 0.25927088"," 0.03648972","-0.11966865","-0.18152634","-0.33356724"," 0.69245066"," 0.08427410","-0.13982542"," 0.45073235"
"M305.245T1356.47"," 0.27047890","-0.39571779","-0.07964823"," 0.31145627"," 0.20910411","-0.13002002","-0.01542302","-0.05286698"," 0.03224931","-0.11039235"," 0.16519249"," 0.05158646","-0.19974647","-0.22521561"," 0.16896293"
"M613.185T813.994","-0.37791945"," 0.54786050","-0.14712690","-0.09597229"," 0.61728661","-0.06188729"," 0.12424381","-0.62283955"," 0.09468671"," 0.80665707","-0.03910693","-0.43112388"," 0.63112298","-0.39542556","-0.65045582"
"M477.343T1423.013","-0.517831291","-0.016423225","-0.304101651"," 0.059155431"," 0.160044872","-0.073681853"," 0.096297080","-0.125673308","-0.144518018"," 0.132620730"," 0.395195425"," 0.328540506"," 0.004743551"," 0.111046654","-0.105414904"
"M965.706T1463.866"," 0.25171320","-0.18428493","-0.98704231","-0.75078069"," 0.44024158","-0.13562334","-0.27044558"," 1.49949378","-0.44068683","-0.16709365","-0.25935004","-0.02007459","-0.36050517"," 0.53701514"," 0.84742342"
"M899.583T1473.64"," 0.29714511","-0.42082623","-0.57572792","-0.04355996","-0.37521426","-0.47406176"," 0.67309493"," 1.32832672","-0.44936362","-0.15076958","-0.67674980"," 0.59327330","-0.08731018","-0.17284429"," 0.53458754"
"M332.328T1440.13","-0.183247891","-0.007533016","-0.052182445"," 0.295035793"," 0.633448447","-0.122750418","-0.123461222"," 0.088656158","-0.078031924","-0.072524033","-0.055383339","-0.071344581","-0.137484919"," 0.144644019","-0.257840629"
"M866.585T1504.486"," 0.41320133","-0.47039574","-0.28155923","-0.07230611","-0.48373743"," 0.03394368"," 0.45083249"," 1.64142857","-0.84462267","-0.43505812","-0.18071775"," 0.29878293","-0.42306715","-0.06890158"," 0.42217677"
"M914.568T1454.879"," 0.13944743","-0.34357306","-0.38601903","-0.19165306","-0.45349478","-0.25296621"," 0.50886570"," 1.48254322","-0.54392512","-0.70444382","-0.14334839"," 0.65758050","-0.22903069"," 0.01322645"," 0.44679088"
"M405.264T1204.461","-0.06810302","-0.10015824"," 0.34808367"," 0.85038375"," 0.11163643","-0.08431438"," 0.80081094","-0.24886213"," 0.42403423","-1.31483088","-0.68065622","-0.12959472","-0.14466553","-0.18770382"," 0.42393995"
"M1083.693T1308.231"," 0.1722862","-0.1606668","-0.4219183"," 0.1016070","-0.2494875","-1.0604139"," 0.7104329"," 1.5576224","-0.3196286","-0.5454985","-0.3575424"," 0.8358210","-0.4440453","-0.4127310"," 0.5941629"
"M840.547T1302.363","-0.17694025","-0.07624204"," 0.09905746"," 0.06474430"," 0.39926179","-0.51281742","-0.15748505"," 0.16707985","-0.14425462","-0.05095547","-0.15972011"," 0.59108339","-0.07945050","-0.25145959"," 0.28809825"
"M297.239T1269.605","-0.44215481","-0.11445146","-0.31213804"," 0.92061293"," 0.11273725","-0.45346075"," 0.15264180","-0.29868908","-0.23196538","-0.06772071","-0.35239117"," 0.73060467"," 0.05062583","-0.32093190"," 0.62668082"
"M563.405T1612.829","-0.228762967"," 0.108743672","-0.256354119","-0.336294094"," 0.124083528","-0.457843726"," 0.114732179","-0.579342781","-0.262366721"," 0.005269643"," 0.345915393"," 1.141901229"," 0.249163528"," 0.041976913","-0.010821676"
"M901.578T1512.438"," 0.179054147","-0.293749791","-0.456742468","-0.250388582","-0.535757636","-0.473114151"," 0.488469772"," 1.363998349","-0.457348916","-0.148018544","-0.194198119"," 0.450964284"," 0.109759136","-0.003178641"," 0.220251160"
"M796.294T940.951","-0.183434209","-0.197281277"," 0.400019176"," 0.368468117","-0.260139789"," 0.099527474","-0.281607437"," 0.004524202"," 0.066897286","-0.072497609","-0.116867621"," 0.326300806","-0.170435214","-0.145378003"," 0.161904098"
"M373.367T1542.077"," 0.12816874"," 0.02660520","-0.21700293"," 0.18417026","-0.04616534","-0.13032268"," 0.50953934","-0.10616766","-0.22735861","-0.38112336","-0.12267740"," 0.55022354","-0.20458410","-0.15932110"," 0.19601611"
"M1012.721T1475.069"," 0.61771348","-0.06724125","-0.74291505","-0.05259103","-0.47849763","-0.32491935"," 0.16882799"," 1.80596284","-0.47115388","-0.88221259","-0.40060789"," 0.28115849","-0.06074684"," 0.05530071"," 0.55192202"
"M881.57T1435.939"," 0.27331487","-0.27441186","-0.53054570"," 0.05079026","-0.25479405","-0.30552097"," 0.64765520"," 1.79475144","-0.85364710","-0.60700307","-0.55689289"," 0.76968601","-0.38931168","-0.10331566"," 0.33924520"
"M256.265T1540.694"," 0.138953757"," 0.058357162","-0.011339306"," 0.130686016","-0.544251372","-0.153306335"," 0.113241967","-0.237214818","-0.114454106"," 0.150288162"," 0.197879570","-0.193966832"," 0.212914550"," 0.001400779"," 0.250810806"
"M393.294T1406.263","-0.08381232"," 0.23992332","-0.54866152"," 0.10697408"," 0.44648880","-0.76319550"," 0.16750516"," 0.16943201","-0.35369134"," 0.20217023"," 0.19807762"," 0.22129913"," 0.25780343","-0.15368958","-0.10662351"
"M474.347T1608.13","-0.007641391"," 0.334558374"," 0.244322493","-0.353439003","-0.503964116"," 0.062316883","-0.014075281","-0.288363385"," 0.186663177","-0.135756297"," 0.192831231","-0.020417664"," 0.016285062","-0.113405831"," 0.400085749"
"M875.587T1358.969"," 0.43971701","-0.43373219","-0.06380497","-0.03812913"," 0.23612367","-0.32262607"," 0.23972563"," 0.98791631","-0.75438933","-0.23560415","-0.33971574"," 0.33700679","-0.57108301"," 0.10051864"," 0.41807652"
"M898.575T1473.64"," 0.1503805","-0.4625488","-0.6254559"," 0.1173653","-0.2479232","-0.6313954"," 0.8345332"," 1.5834671","-0.5156327","-0.2691891","-0.5254536"," 0.7815726","-0.8244189"," 0.1131713"," 0.5215275"
"M494.563T1509.9"," 0.09221817"," 0.15326788","-0.07760150","-0.40126421","-0.79816323","-0.22672721"," 0.05373753","-0.07970584","-0.08851379"," 0.13175888"," 0.04541689"," 0.43435543"," 0.49086830","-0.06058672"," 0.33093943"
"M385.291T1472.833","-0.084032516"," 0.048368557","-0.100442348","-0.072584074","-0.183535285","-0.004775937"," 0.063743604","-0.153192349","-0.040148153","-0.209732403","-0.020795572"," 0.590915820"," 0.041500821","-0.159853670"," 0.284563504"
"M429.317T1389.185"," 0.3046206","-0.3703843"," 0.6194280"," 0.6870408","-0.2403906"," 0.3360633","-0.2492757","-0.1327396"," 0.6369118","-0.3201376","-0.2610955","-0.2250708","-0.2019616","-0.4709017","-0.1121071"
