"","QC.1","QC.2","QC.3","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.4","X12.1","X12.2","X12.3"
"Label","Other","Other","Other","Second-tp_Control","Second-tp_Control","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Second-tp_Xanthomonas"
"M792.31T959.199"," 0.001354661","-0.095565656"," 0.060111509","-0.784100011","-0.067902172"," 0.149660119","-0.230503435"," 0.016435769"," 0.643746535","-0.321994277"," 0.014947073"," 0.542045558"," 0.002899033","-0.117873217"," 0.186738512"
"M357.157T1003.085"," 0.29558553"," 0.10443858"," 0.23595531"," 1.00862853","-0.08319084","-0.11383981","-0.15344441"," 0.19542393"," 0.51567401","-0.89105310","-0.26915053","-0.36457936","-0.64245999"," 0.07290421"," 0.08910794"
"M643.447T1372.623"," 0.266410483"," 0.021509002","-0.329074379","-0.223578984","-0.052741286","-0.548137070","-0.088337637","-0.044997846","-0.379011512"," 0.385913495"," 0.009610053"," 0.725667680","-0.038735076","-0.158232205"," 0.453735282"
"M643.247T821.568"," 0.04395000","-0.04072280","-0.14329564","-0.96365366"," 0.19923080"," 0.42535461"," 0.17818736","-0.24802928"," 0.14914378","-0.04749375"," 0.27610580"," 0.21952486"," 0.17147322","-0.13429348","-0.08548182"
"M702.26T836.496","-0.11219277"," 0.13233615","-0.41938469","-1.11137986"," 0.43467372"," 0.09397153"," 0.25281862","-0.06483849","-0.11639384"," 0.23277497"," 0.31917370","-0.19709568"," 0.26660314"," 0.31966186","-0.03072836"
"M295.152T1325.086"," 0.07210079"," 0.18360851","-0.11482427"," 0.06736990"," 0.20619696"," 0.02125429"," 0.38222983"," 0.51459343","-0.24240032","-0.66998233","-0.20145645","-0.06318020","-0.48570790"," 0.13753642"," 0.19266135"
"M614.484T1372.967"," 0.14487444"," 0.15775692","-0.28189512"," 0.02193557"," 0.36300156","-0.75835849"," 0.17837941","-0.29432369","-0.23926078"," 0.15661674","-0.29837384"," 0.05260424"," 0.48210192"," 0.09041421"," 0.22452690"
"M954.358T843.183","-0.37128910","-0.07039657","-0.19119950","-0.34050466"," 0.45835390"," 0.61198602"," 0.21924837","-0.09273251"," 0.40643316","-0.35821584"," 0.30448774","-0.18150195","-0.08867984","-0.32083129"," 0.01484206"
"M329.322T1574.9"," 0.124011081","-0.048591135","-0.107911548","-0.195352852","-0.364988373"," 0.242640616","-0.077600964","-0.361485951","-0.003835049","-0.178409060"," 0.209838798","-0.210392704"," 0.252583359"," 0.427286998"," 0.292206784"
"M700.27T900.968"," 0.03295803"," 0.18014591"," 0.10439434","-1.20743966"," 0.02327404"," 0.36779754","-0.05407279","-0.12552181"," 0.02728625","-0.13027517"," 0.72068019","-0.07799759"," 0.08544032"," 0.12074717","-0.06741677"
"M927.568T1387.796"," 0.02727686","-0.27268311"," 0.02309203"," 0.45429053","-0.24869513","-0.11374396"," 0.03389118"," 0.68699779","-0.09280869","-0.36916476","-0.41782153"," 0.38037852","-0.29487391"," 0.01328410"," 0.19058012"
"M689.277T943.472","-0.45458452","-0.01432077","-0.29876829","-0.73020437"," 0.16994808"," 0.31526699"," 0.18654184","-0.15836753","-0.01550028"," 0.04701129"," 0.33025004"," 0.55414338","-0.27958025"," 0.15540520"," 0.19275918"
"M413.182T880.56","-0.11410577"," 0.04588265","-0.20077512","-0.86277886"," 0.47048919"," 0.37487786"," 0.20574867","-0.29500802"," 0.08470239","-0.15949932"," 0.25645914","-0.13342904"," 0.20279576"," 0.29090564","-0.16626517"
"M439.235T1137.163","-0.08270033","-0.21512764"," 0.05948741"," 0.39265044"," 0.25059870","-0.17664139","-0.15611192"," 0.25278705","-0.21715519"," 0.24265304","-0.05883049"," 0.43482431","-0.38982352","-0.32634948","-0.01026097"
"M904.648T1499.87"," 0.04087281","-0.34091945","-0.18113434","-0.11819263"," 0.14517475","-0.24863535"," 0.27414857"," 1.39336192","-0.37489547","-0.35771447","-0.10980853","-0.04425524","-0.20456363"," 0.01107096"," 0.11549011"
"M481.362T1439.996","-7.236502e-02","-7.339261e-05"," 1.703169e-01","-4.667429e-01","-4.295353e-02"," 1.899858e-01","-6.229504e-02","-5.611580e-01"," 1.590781e-01"," 5.278666e-01"," 5.363629e-01","-7.635871e-02","-3.044660e-02"," 4.593505e-02","-3.171521e-01"
"M587.443T1574.815","-0.047381920","-0.131266401","-0.314032864","-0.042033531","-0.191847085","-0.141994178"," 0.403836687","-0.009328725","-0.367978490"," 0.186465032","-0.157343624"," 0.402202404"," 0.013622055","-0.106912727"," 0.503993367"
"M425.216T1401.37"," 0.527871655","-0.229939360"," 0.310682099"," 0.016179912"," 0.122871872"," 0.300134939","-0.007469053"," 0.033476348","-0.062434790","-0.173716148","-0.028817442"," 0.082186523","-0.450054813","-0.248561685","-0.192410058"
"M890.585T1428.316"," 0.03639489","-0.25816656","-0.35154160"," 0.31768571"," 0.32167809","-0.40076141"," 0.69537114"," 0.54436734","-0.34617954","-0.95779708","-0.06984093","-0.03237002"," 0.17790332"," 0.11304143"," 0.21021521"
"M829.507T1333.909"," 0.34968867","-0.40038851"," 0.39465499"," 0.46616280","-0.26017829"," 0.16166083","-0.54357235"," 0.45524454"," 0.31593762","-0.60642166","-0.26123422"," 0.45190194","-0.58763721","-0.03665614"," 0.10083700"
"M430.319T1557.453","-0.104235133"," 0.268375493","-0.304021003","-0.395356017","-0.379695305"," 0.083474278"," 0.063188795"," 0.399170827"," 0.123608231","-0.197921136"," 0.265084174"," 0.065352559"," 0.003159086","-0.076299638"," 0.186114788"
"M762.288T940.951","-0.015369650","-0.374687682","-0.003948129","-0.681814941"," 0.479894809"," 0.132675832"," 0.056876219","-0.279449779","-0.177437602","-0.209820556"," 0.522551943"," 0.178158476"," 0.137810086"," 0.220963581"," 0.013597394"
"M909.343T957.42","-0.06699176","-0.04222313","-0.03752832","-0.97268934"," 0.07389650"," 0.44004377"," 0.01300582","-0.31066894"," 0.40027381","-0.08504529"," 0.22609104"," 0.29898157","-0.01321213","-0.01561320"," 0.09167960"
"M326.29T1508.218","-0.10590206"," 0.31419331"," 0.12122483","-0.12610200","-0.15791059"," 0.05834226"," 0.29172019","-0.01271831"," 0.24112789","-0.06997728"," 0.28977239","-0.15378475","-0.66094433"," 0.25698958","-0.28603114"
"M889.338T942.609","-0.15284891"," 0.24998974","-0.02644898","-0.76483058","-0.12583115"," 0.32304533","-0.09194436","-0.11458162"," 0.45737708","-0.17562110"," 0.44170255"," 0.08507863","-0.05597683","-0.24603897"," 0.19692916"
"M679.391T1153.775"," 0.3520088346","-0.2274202518"," 0.2341040007"," 0.3504139882"," 0.3994419595"," 0.1220453729","-0.1351382307","-0.0008015497"," 0.2693002214","-0.9568072504","-0.2496583615"," 0.4176717975","-0.8066445437"," 0.0124647617"," 0.2190192516"
"M704.261T784.45","-0.12132519","-0.11943483","-0.01362600","-0.82755827"," 0.03249832"," 0.41984768","-0.14321141","-0.20031809"," 0.51678171","-0.10358362"," 0.62312792"," 0.15661763","-0.14257590"," 0.04807204","-0.12531198"
"M795.538T1365.583","-0.2881510"," 0.2871626","-0.1078481","-0.4068860"," 0.3970089","-0.2617523"," 0.4757499"," 0.3580621","-0.8858678"," 0.2222025","-0.2824559","-0.0612072"," 0.1751197"," 0.1093549"," 0.2695077"
"M557.21T874.262","-0.070290283","-0.092106417"," 0.087353620","-0.946062280"," 0.141723729"," 0.453957328","-0.322585287"," 0.005211972"," 0.145549818","-0.245621099"," 0.471344551"," 0.168318248"," 0.116929266"," 0.187336812","-0.101059978"
"M885.332T901.88","-0.17954278"," 0.05522866","-0.19657392","-0.73518608"," 0.08637763"," 0.50073825"," 0.15053559","-0.16727914"," 0.40297193","-0.15651493"," 0.25234652"," 0.18140308","-0.22271210","-0.18509590"," 0.21330319"
"M885.34T952.01","-0.18464192"," 0.13075334","-0.19497862","-0.81868732"," 0.04717555"," 0.55817054"," 0.15417424","-0.11971755"," 0.35301715","-0.04080313"," 0.26288799"," 0.27181699","-0.18864105","-0.21487837","-0.01564785"
"M803.49T1305.244","-0.01603167","-0.02345188"," 0.01950124"," 0.08588575"," 0.13355866","-0.39970893","-0.57312765"," 0.25331788","-0.31783919"," 0.06177470"," 0.08731829"," 0.47744836","-0.08444096"," 0.16309417"," 0.13270123"
"M699.261T909.479","-0.431614030"," 0.270150733","-0.298922147","-0.822175922"," 0.503195221","-0.004129527"," 0.344235838","-0.369425628","-0.004041005"," 0.335429289"," 0.218822894","-0.070786188"," 0.315126405"," 0.038387283","-0.024253215"
"M1091.429T900.968","-0.08675963","-0.35433674","-0.26607196","-0.43304803","-0.09760684"," 0.29451870","-0.10334498","-0.10452193"," 0.58900931","-0.03673449"," 0.25716838"," 0.58525389","-0.02632004"," 0.03414130","-0.25134695"
"M889.348T1006.792","-0.24442044"," 0.29300862"," 0.06171629","-0.60948564","-0.19474011"," 0.08717175","-0.03324803","-0.31587261"," 0.44966881","-0.06876579"," 0.54098837"," 0.16297182","-0.09081735","-0.28856269"," 0.25038701"
"M706.26T821.568","-0.29155633"," 0.09515767","-0.33822851","-0.28032428"," 0.35940887"," 0.25594162"," 0.15533862","-0.23840375"," 0.21305376","-0.39482774"," 0.47709009","-0.01812988","-0.05020775"," 0.24388832","-0.18820071"
"M643.444T1405.963"," 0.3298126215"," 0.0005093401","-0.3663945585","-0.2742035119","-0.0163592785","-0.4387441485","-0.0635000142","-0.0520079921","-0.3669731095"," 0.1645332366","-0.1494922302"," 0.7950566756"," 0.0900762462","-0.1308006787"," 0.4784874021"
"M854.343T843.183","-0.17151034","-0.20573053","-0.18652907","-0.72592711"," 0.05394697"," 0.54051943"," 0.32028775","-0.18854659"," 0.59882235","-0.35444778"," 0.15176152"," 0.34657026","-0.40152610","-0.21491599"," 0.43722522"
"M325.16T1604.382","-0.13186929","-0.04117418","-0.13581552"," 0.09725771","-0.33172662","-0.19774376"," 0.13660059","-0.30644753","-0.23184534","-0.08171797"," 0.04352396"," 0.58279082"," 0.13878899"," 0.20594120"," 0.25343695"
"M770.3T957.42","-0.03801344"," 0.15342927"," 0.08702155","-1.08197268","-0.12864469"," 0.02376338"," 0.04519949"," 0.08154518"," 0.35053694","-0.20207139"," 0.38711410"," 0.15463817","-0.00163376"," 0.22579833","-0.05671043"
"M824.549T1406.219"," 0.11590174","-0.39922334"," 0.27603061"," 0.16994630","-0.14020502"," 0.10416653","-0.65427579"," 0.27668058"," 0.24965263","-0.31138926","-0.10185042"," 0.34639439","-0.16467633"," 0.03591925"," 0.19692813"
"M392.284T1436.378","-0.010469089","-0.071676129","-0.001204767"," 0.988849737"," 0.669594577"," 0.010165660","-0.035275265","-0.034358211","-0.008051567","-0.228588965","-0.168683706","-0.381328114","-0.189089934","-0.173172675","-0.366711552"
"M837.325T924.637","-0.059091518","-0.046068259","-0.009020895","-1.109015245"," 0.054298680"," 0.433871570","-0.057050219","-0.247985053"," 0.388692127","-0.117799735"," 0.639633738"," 0.478431935","-0.150230395","-0.153676885","-0.044989847"
"M386.164T943.456"," 0.3561692","-0.2985543"," 0.5451361","-0.6777762","-0.4700975"," 0.8582843"," 0.1554218","-0.1023903"," 0.9290797","-0.5049577"," 0.4495463","-0.0250194","-0.4760328","-0.3016150","-0.4371941"
"M635.491T1472.841","-0.267739801"," 1.011064697","-0.391165007","-0.344048249","-0.280588491","-0.139821029","-0.024127380","-0.032684481","-0.221368047"," 0.376739261"," 0.074621508"," 0.594738928","-0.074230922","-0.274365037","-0.007025949"
"M1031.387T924.482","-0.16463414"," 0.05799119"," 0.04527406","-0.82541831"," 0.22560024"," 0.34056164","-0.44394189","-0.11880744"," 0.17664067","-0.31663667"," 0.51171024"," 0.39764616"," 0.07554164"," 0.45625835","-0.41778575"
"M671.245T813.875","-0.04457323"," 0.02489672","-0.22197898","-0.46942538"," 0.46240434"," 0.41214520"," 0.03399463","-0.07115664"," 0.52281926","-0.40143058"," 0.33548049"," 0.08620308","-0.24060131","-0.18816407","-0.24061354"
"M835.332T872.624"," 0.42952767","-0.08904404","-0.16358967","-0.71616583","-0.03527590"," 0.67945506","-0.28137200","-0.50899256"," 0.71872020","-0.12428275"," 0.39250240"," 0.06739603","-0.11677492","-0.08949657","-0.16260714"
"M325.162T1456.762","-0.24348359"," 0.01586068","-0.19003224","-0.03435649","-0.01142888","-0.17415334"," 0.48692236","-0.07230060","-0.18697888"," 0.09313127","-0.20603347"," 0.26575936"," 0.12965991"," 0.19526655","-0.06783265"
"M506.856T1358.969","-0.82787871","-0.02826307","-0.18794029","-0.47734097"," 0.15055478"," 0.02578388"," 0.24444162"," 0.77811359"," 0.13033976","-0.12901765"," 0.20646160"," 0.07688491","-0.11891962"," 0.31672387","-0.15994372"
"M841.262T834.347","-0.04540226","-0.04978126","-0.28514513","-0.64609147"," 0.20872413"," 0.77753828"," 0.11045328"," 0.05524549"," 0.45298694","-0.62716065"," 0.16135134","-0.35571408"," 0.10229111"," 0.03709572"," 0.10360855"
"M403.166T832.505"," 0.13739042","-0.02935454","-0.46695062","-0.99849599"," 0.26044544"," 0.33404829"," 0.24181622","-0.27715087","-0.02273671"," 0.14231307"," 0.53276632"," 0.22255648","-0.04282545","-0.14439836"," 0.11057630"
"M499.192T900.968","-0.23221649"," 0.08739308","-0.22273281","-0.95228376"," 0.30426082","-0.05827447"," 0.49968193","-0.30953985"," 0.01793705"," 0.01113192"," 0.15177367"," 0.36807748"," 0.12673917"," 0.01055589"," 0.19749639"
"M600.417T1406.141","-0.06548672"," 0.41920883","-0.47104065","-0.25170170"," 0.02343243"," 0.12378498"," 1.05191742","-0.17391969","-0.80308697"," 0.42786952","-0.59204358"," 0.12748929"," 0.21836231"," 0.21315157","-0.24793703"
"M1019.379T940.951"," 0.099024345"," 0.238833975","-0.204678967","-1.047541354","-0.034659909"," 0.322978179","-0.066963942"," 0.127664470"," 0.397607609","-0.081900257"," 0.191698539"," 0.287424722","-0.332336066","-0.003842732"," 0.106691387"
"M901.307T872.2","-0.02065681","-0.18953534"," 0.15950308","-0.88354785"," 0.03747041"," 0.71159011"," 0.32368891","-0.12910966"," 0.09228642","-0.08098990"," 0.21720079","-0.19876777"," 0.15121903"," 0.06166639","-0.25201782"
"M507.38T1474.624"," 0.02431291"," 0.20234326","-0.33361761","-0.64969903","-0.16033573","-0.44173741"," 0.01092323"," 0.16458521","-0.40407451"," 0.22759576"," 0.22453634"," 0.25363918"," 0.05704128","-0.03327196"," 0.85775908"
"M533.357T1207.169"," 0.04142261","-0.21908924"," 0.40336979"," 0.75119881","-0.41226037","-0.12006448","-0.36879381","-0.47617052"," 0.59800802","-0.50753251","-0.72672315"," 0.61247963"," 0.02335620","-0.39905294"," 0.79985198"
"M888.347T872.624"," 0.02908907"," 0.03437035","-0.04584876","-0.90321433"," 0.02113081"," 0.34481122"," 0.06144871","-0.17711055"," 0.28762257","-0.25066752"," 0.30011818"," 0.29945091","-0.11524307"," 0.03187242"," 0.08216999"
"M520.182T875.234"," 0.06436930","-0.21832725","-0.27451144","-0.76899029"," 0.25192477"," 0.33735831","-0.16398342","-0.15159155"," 0.22686625"," 0.07876875"," 0.43648820"," 0.22164552"," 0.11103219","-0.37846673"," 0.22741739"
"M837.332T895.326"," 0.06766072","-0.11372754","-0.04406260","-1.17771307"," 0.11301741"," 0.42325462","-0.01922375","-0.28118095"," 0.41661896","-0.13192613"," 0.59925104"," 0.51896432","-0.12017295","-0.19086480","-0.05989528"
"M1006.373T828.514","-0.002560153"," 0.039806567","-0.139032347","-0.727856509"," 0.053584667"," 0.366839689","-0.104577996","-0.236577763"," 0.704331631","-0.154477809"," 0.124048419"," 0.151010372"," 0.019875913"," 0.031419163","-0.125833844"
"M991.719T1473.643"," 0.50260001","-0.23364625","-0.37834115","-0.23445473"," 0.81495286","-0.54617338"," 0.14439132"," 0.02048982","-0.78602015","-0.45742514","-0.46649650"," 0.12461441","-0.58260263"," 0.84477371"," 1.23333779"
"M708.266T910.27"," 0.01049921","-0.20926811","-0.28462797","-0.69023073"," 0.14160686"," 0.40598236"," 0.06341746","-0.08939301"," 0.11891236","-0.19305298"," 0.24837184"," 0.03112233"," 0.10246046"," 0.28486791"," 0.05933200"
"M557.47T1591.049","-0.04992760","-0.01019429","-0.30918082","-0.35875269","-0.46511190","-0.29012548","-0.09272381","-0.01289688","-0.15820732"," 0.71027023"," 0.26671135"," 0.54837641"," 0.50904835","-0.72273561"," 0.43545007"
"M822.328T902.328"," 0.114000214","-0.050217760","-0.101865549","-1.178896939"," 0.059027738"," 0.744483110","-0.023617111","-0.222969677"," 0.514291005","-0.189773868"," 0.427314540"," 0.205302471","-0.201505318","-0.099445870"," 0.003873015"
"M499.365T1490.14","-0.230602109"," 0.124994126","-0.465450625","-0.286008786"," 0.191267907","-0.319376755","-0.062122434","-0.001561352","-0.184757939"," 0.429048318"," 0.509586585"," 0.330922152"," 0.454428525","-0.248154478","-0.242213135"
"M999.386T843.183"," 0.021388291","-0.057646443","-0.016637363","-1.045108710"," 0.322095836"," 0.377749945","-0.288517153","-0.005625008","-0.072025345","-0.052354384"," 0.638713495"," 0.370665577"," 0.068778059","-0.270212693"," 0.008735894"
"M803.496T1340.099","-0.03058712","-0.04141263"," 0.01010786"," 0.20879999"," 0.21344964","-0.45722859","-0.48797657"," 0.29458667","-0.33430401"," 0.05817724"," 0.08733723"," 0.43017673","-0.09833356"," 0.16966155","-0.02245443"
"M399.308T1262.042","-0.27602983","-0.08896409","-0.08801669"," 1.82293943"," 0.94575042","-0.21119647"," 0.16873658","-0.15873348","-0.16422460","-0.23777500","-0.24871617","-0.38585012","-0.35711695","-0.31654145","-0.40426158"
"M715.229T800.587","-0.07245005"," 0.24142130","-0.05640298","-0.66572910"," 0.37087034"," 0.19598804"," 0.12681048"," 0.05887198"," 0.12223894","-0.68795983"," 0.10703131","-0.41281993"," 0.54641662"," 0.11214120"," 0.01357167"
"M1000.719T1341.992"," 0.43237793","-1.19549891"," 0.06908373","-0.17539636","-1.08007659","-0.16194631"," 0.48402271"," 1.46328916","-0.23348976","-0.78856989","-0.15617580"," 0.32879052"," 0.23103549"," 0.23389773"," 0.54865637"
"M1006.382T812.644","-0.02117933","-0.00169599","-0.05258146","-0.69367146"," 0.06057622"," 0.43421946","-0.05024583","-0.21081766"," 0.70287023","-0.22505506"," 0.14409979"," 0.12566936","-0.06230801","-0.03656979","-0.11331049"
"M352.255T1036.333","-0.18554083"," 0.07072644","-0.14980589"," 0.24684190"," 0.34920211","-0.06514979"," 0.33522625"," 0.08297773","-0.08071290","-0.94363755","-0.48630729"," 0.28255425","-0.05489695"," 0.40555185"," 0.19297068"
"M644.467T1354.385"," 0.07060271","-0.41247822"," 0.42008398","-0.08706379"," 0.14301290"," 0.10574334","-0.36544222"," 0.11063875"," 0.55177088","-0.14308444","-0.21939985"," 0.07001129","-0.26518581","-0.18252579"," 0.20331628"
"M847.518T1306.823","-0.22053297"," 0.02993870","-0.22654300"," 0.13531860"," 0.34204242","-0.40631879","-0.08724219"," 0.34379766","-0.28124998","-0.29494515","-0.20479302"," 0.46561606","-0.35721876"," 0.19562376"," 0.56650666"
"M689.542T1488.279","-0.26679090"," 0.01529626","-0.28443754","-0.36316331","-0.16072262","-0.08361666"," 0.34795697","-0.02249240","-0.36963320","-0.12798747"," 0.01144460"," 1.06719987"," 0.24734134","-0.02262494"," 0.01223000"
"M425.215T1440.098"," 0.57643022","-0.20455522"," 0.26196301"," 0.03996890","-0.03559778"," 0.27572604","-0.07525805"," 0.01335521","-0.04822970","-0.13389181","-0.06868074"," 0.06660241","-0.38611942","-0.21542595","-0.06628713"
"M725.257T926.047"," 0.21242669","-0.43684702"," 0.10127634","-0.72757358"," 0.22815158"," 0.53169767"," 0.23435472","-0.49014245"," 0.28846902"," 0.11104306","-0.33080405","-0.01436453"," 0.21073868"," 0.06780487"," 0.01376899"
"M471.309T1335.803","-0.17408604","-0.42253886","-0.05527360"," 0.70759582"," 0.19404441"," 0.29234234"," 0.02486670","-0.30009212","-0.11736087"," 0.01789619","-0.05598181"," 0.10570651"," 0.33987083","-0.23119329","-0.32579620"
"M451.316T1407.26"," 0.11628768"," 0.22715199","-0.56450523","-0.10970959"," 0.16369094","-0.22336422","-0.03783990","-0.11021310","-0.33528903"," 0.04980486"," 0.06081741"," 0.29409809"," 0.07022007"," 0.31545501"," 0.08339503"
"M991.717T1439.372"," 0.519471378","-0.228514922","-0.372150690","-0.281045078"," 0.851583822","-0.467053589"," 0.250464351"," 0.007978629","-0.775774239","-0.505451701","-0.545695209"," 0.150181098","-0.633289953"," 0.880032391"," 1.149263713"
"M945.39T951.54","-0.385332083"," 0.081920504","-0.272799588","-1.006957183"," 0.312079244"," 0.029633664"," 1.108521652","-0.433250530","-0.003558285"," 0.180975603","-0.182043712"," 0.316129922"," 0.224143421","-0.268974554"," 0.299511924"
"M295.151T1418.277"," 0.056776922"," 0.222816060","-0.084268775"," 0.153142956","-0.228426695","-0.005107706"," 0.414732272"," 0.484997123","-0.175728037","-0.493144073","-0.189006859","-0.069081175","-0.416845705"," 0.218648140"," 0.110495553"
"M943.383T973.898","-0.4978136"," 0.3435834","-0.6339011","-1.2983246"," 0.5650873","-0.2014165"," 1.2351713","-0.7154337","-0.2551666"," 0.3327122","-0.2644992"," 0.4159177"," 0.5682888","-0.1171341"," 0.5229287"
"M689.544T1473.566","-0.22144295"," 0.01001797","-0.43606650","-0.27434784","-0.13587664","-0.04212824"," 0.26801501","-0.05053658","-0.44711115","-0.07506514"," 0.10235417"," 1.21088453"," 0.23934272","-0.11073474","-0.03730462"
"M379.264T1355.475","-0.037723596"," 0.224315521","-0.247112431","-0.186911112","-0.001676533","-0.098024621","-0.332880959","-0.012534008","-0.120979074"," 0.680619272"," 0.210016425"," 0.125425912"," 0.117279052","-0.292749663","-0.027064183"
"M837.33T941.332","-0.028906710","-0.135474960"," 0.003812341","-1.139213984"," 0.049183066"," 0.383358382","-0.110542364","-0.231092465"," 0.405077545","-0.061860761"," 0.700604020"," 0.454472518","-0.131061707","-0.097524473","-0.060830448"
"M530.251T1067.757","-0.082429106"," 0.090342783","-0.327744629","-0.486515882"," 0.123566276","-0.026295048"," 0.013915904","-0.231104784","-0.214581927","-0.063341902"," 0.421998379"," 0.588518852","-0.132363659","-0.009926681"," 0.335961425"
"M610.486T1325.086"," 0.11674898","-0.36747090","-0.05821005"," 0.63155922"," 0.14564771","-0.01874466","-0.33595888"," 0.47381842"," 0.07149218","-0.33314710","-0.36259659"," 0.38940857","-0.39055885","-0.18191004"," 0.21992199"
"M601.255T947.668","-0.319695621"," 0.154198281","-0.233492294","-0.650442597"," 0.197146219"," 0.061083548"," 0.503975718","-0.174868430"," 0.001310522"," 0.029266816"," 0.273086239","-0.207846276"," 0.524370970"," 0.105131329","-0.263224423"
"M370.348T1575.63"," 0.076188546"," 0.004647852"," 0.178417633","-0.443115258","-0.218084262"," 0.230979357","-0.090872245","-0.143669480"," 0.369432817","-0.216529036","-0.038990384"," 0.666846999"," 0.183675096","-0.053854660","-0.505072975"
"M387.25T1406.584","-0.32267659","-0.14712430","-0.42967318","-0.01777279","-0.13313420"," 0.14928712"," 0.13819176","-0.63342226","-0.18873870"," 0.13513049"," 0.29463955"," 0.38866767"," 0.22380549","-0.14187963"," 0.68469957"
"M827.597T1446.028"," 0.32279468","-0.84523422"," 0.05012300"," 0.24041110"," 0.41770407"," 0.22534626"," 0.85101349"," 0.19617031","-0.36729136","-1.00132565","-0.49837971"," 0.27503315","-0.23281534"," 0.43729583","-0.07084561"
"M801.479T1239.153"," 0.53910125"," 0.42752916"," 0.28044762"," 0.31495000","-0.07458578","-0.43000305","-0.18241385"," 0.33573513","-0.72741816"," 0.12682885","-0.35740744"," 0.18091632","-0.12074589","-0.15297473","-0.15995943"
"M476.38T1456.538","-0.193016551"," 0.006696769","-0.210539693","-0.218824771"," 0.232199266","-0.073733121"," 0.003432362","-0.627267935","-0.202179717"," 0.155998333"," 0.338677328"," 0.092664001"," 0.245208397","-0.056884170"," 0.507569503"
"M943.401T977.152","-0.5189772"," 0.3597541","-0.6226797","-1.3587896"," 0.5800597","-0.2021544"," 1.2371463","-0.7405113","-0.2474563"," 0.3566767","-0.2620415"," 0.4279319"," 0.5787797","-0.1262386"," 0.5385002"
"M578.503T1590.788","-0.09675340"," 0.27623773","-0.46537119","-0.42462704","-0.27157539","-0.06492688","-0.11574862"," 0.19493134","-0.27381067"," 0.50403370"," 0.15433470"," 0.56272153","-0.02325702","-0.27216537"," 0.31597658"
"M857.33T957.42","-0.119565348"," 0.073402929","-0.064787956","-0.824157473","-0.019666820"," 0.286467549","-0.165987657","-0.092909911"," 0.428918525","-0.248062311"," 0.444401290"," 0.280084585","-0.008479974","-0.121274688"," 0.151617261"
"M933.368T973.898","-0.03018912"," 0.10047737"," 0.08708200","-0.86006746","-0.02718157"," 0.50434613","-0.25997186","-0.10973744"," 0.37235384","-0.23149871"," 0.40353998"," 0.30418626","-0.07349664","-0.09147668","-0.08836611"
"M829.507T1405.065"," 0.34647610","-0.39846415"," 0.38890177"," 0.46460684","-0.27210276"," 0.15420775","-0.55814490"," 0.44961694"," 0.31341287","-0.58487547","-0.26124500"," 0.46714602","-0.57371373","-0.04026058"," 0.10443831"
"M549.428T1523.962"," 0.03162270","-0.10938457","-0.17470293","-0.58759905","-0.29297830","-0.07284388"," 0.14512035","-0.62956697","-0.10993283"," 0.45857075"," 0.32593468"," 0.44534325"," 0.37986070"," 0.05002972"," 0.14052637"
"M259.067T312.641","-0.006625722","-0.282756555"," 0.132527214","-0.402115306"," 0.524949085"," 0.496446844"," 0.679883981","-0.238431398"," 0.066796489","-0.656335600","-0.099030564"," 0.065875382","-0.006975774","-0.073730434","-0.200477640"
"M824.341T924.482"," 0.008427106"," 0.126616705"," 0.065708825","-1.199433929","-0.013237321"," 0.742821298"," 0.154812243","-0.190878402"," 0.514152706","-0.063362605"," 0.752454909","-0.017744417","-0.241338238","-0.393735909","-0.245262973"
"M608.277T903.94"," 0.67172813","-0.06686768"," 0.66966107"," 0.21190990","-0.33227204"," 0.90636436","-0.40033455"," 0.06970210"," 0.61053679","-0.51629521"," 0.07329996","-0.05472049","-1.90723057","-0.14039248"," 0.20491070"
"M512.413T1558.325"," 0.41815502","-0.04188224","-0.15142294","-0.37056444","-0.25184122","-0.12819577","-0.19242834","-0.10337032","-0.13843539","-0.13552501"," 0.07248619"," 1.18490700"," 0.02198238","-0.10393699","-0.07992793"
"M1063.401T857.905","-0.16086967"," 0.09622436","-0.27866953","-0.81103422"," 0.41480580","-0.04417179"," 0.19306630","-0.47373572"," 0.25385495","-0.13281982"," 0.16139608"," 0.40773846","-0.00154268"," 0.22487860"," 0.15087888"
"M491.175T936.403","-0.44438794"," 0.16281653","-0.53412679","-0.97409436"," 0.45008528","-0.28670803"," 1.19215478","-0.53938143","-0.23619487"," 0.23288979","-0.29294357"," 0.40018354"," 0.45829527","-0.07820075"," 0.48961255"
"M824.536T1352.157"," 0.08332603","-0.23699510"," 0.21884062"," 0.15977601","-0.06015910"," 0.10961523","-0.74137700"," 0.23946696"," 0.31385605","-0.33123401","-0.12786384"," 0.32892298","-0.12653109","-0.01959214"," 0.18994841"
"M829.508T1389.189"," 0.34712926","-0.40040466"," 0.39092256"," 0.46403615","-0.29528364"," 0.15529578","-0.56106541"," 0.45376592"," 0.31375770","-0.58749964","-0.25958575"," 0.45986330","-0.56660554","-0.02347683"," 0.10915082"
