"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14"
"M442.823T96.43",0.020399,-0.017037,0.0093237,0.021576,-0.021827,-0.008828,-0.0076614,-0.0071781,0.018839,0.0016037,0.0079205,0.003378,0.018769,-0.0019895
"M316.508T323.984",0.023991,-0.0016465,0.0071277,0.006441,-0.00051916,-0.0043323,-0.0031285,0.0018175,-0.0064405,0.0050169,0.0011085,-0.012385,0.00068555,-0.00050162
"M698.005T988.342",0.020058,-0.013207,0.028237,-0.0051029,-0.0074768,0.0095125,0.018555,-0.0075176,0.014975,-0.0046936,-0.015948,-0.0030622,0.025452,-0.0018859
"M729.273T847.264",0.024782,0.0041876,0.0014133,0.024148,-0.013487,0.01285,0.0049192,0.014653,0.0026298,0.001307,-0.0019041,0.0019781,0.014813,-0.00423
"M417.764T850.924",0.030057,0.029133,-0.027433,-0.00063198,0.027418,0.002545,-0.0059399,0.0076495,0.0033947,-0.0011872,0.0014913,0.019777,0.0099225,0.0017856
"M442.938T91.386",0.021096,-0.014205,0.017125,-0.0010304,0.015403,-0.00046663,0.0068369,0.0091589,-0.004493,0.0037461,-0.0028176,-0.0018706,0.0049517,-0.0033161
"M653.752T320.843",0.02534,0.01702,-0.0017757,0.0036717,0.016266,-0.011208,-0.0053094,-0.00017606,-0.0031336,0.0034587,-0.0021318,-0.0071585,-0.00026434,-0.00037796
"M683.129T316.242",0.029584,0.025373,-0.0095907,0.00012922,0.026823,0.0022594,-0.027319,0.0083184,-0.016036,0.00058385,0.016147,-0.0044572,-0.00073334,-0.00078028
"M924.454T1327.66",0.019521,-0.014098,0.017632,0.0056094,0.00043354,0.0060519,0.024746,0.020991,0.0003225,0.0023871,-0.012923,-0.010201,0.011271,0.0014057
"M653.783T316.318",0.02558,0.019345,-0.008457,-0.003357,0.015483,0.0039071,-0.014908,-0.00029248,0.012642,-0.0093472,0.0064553,-0.0038487,0.0010558,-0.00050879
"M503.141T749.726",0.010526,-0.037009,0.024343,0.0062886,-0.014439,0.00087024,0.017347,0.0092278,0.0045159,-0.0032333,0.0026137,-0.026978,0.018767,0.0017851
"M489.058T766.222",0.021865,-0.011352,0.016424,0.0062976,-0.0039721,0.0034103,-0.0077974,0.0037457,0.021022,-0.011329,-0.02121,0.015686,-0.00048096,-0.00037618
"M429.664T316.504",0.023898,0.0010657,0.013648,0.0061704,0.0031558,0.0049343,-0.017751,0.0015284,0.0050694,0.0047075,0.004588,-0.0094395,0.016199,-0.00048204
"M455.098T785.732",0.017106,-0.017111,0.025218,0.0060646,-0.01884,-0.027271,0.010176,-0.011968,0.012472,0.0041477,0.0033735,0.0062006,0.011086,-0.00074971
"M1047.557T895.369",0.023096,0.0092239,0.032219,-0.0048037,-0.017074,0.035359,0.0043804,-0.051409,-0.0087854,-0.00048508,0.006711,0.020348,-0.0061183,0.0049151
"M327.108T784.235",0.020297,0.0056509,0.0077466,-0.020112,-0.023605,-0.010245,0.035684,-0.065647,-0.001706,-0.00089419,-0.0098327,-0.014886,7.8379e-05,0.0011125
"M633.494T312.856",0.027663,0.023241,0.002002,-7.6735e-05,0.0062694,0.0016703,-0.0085074,-0.012221,-0.0065146,0.013045,-0.0045135,-0.012291,0.005316,0.0012655
"M1074.386T1195.935",0.025137,-0.0049911,-0.020688,-0.021458,0.038424,-0.0047802,-0.034914,-0.033332,-0.010241,-0.019804,-0.019885,-0.028887,0.0065893,0.0031619
"M1143.637T1195.221",0.021457,-0.014594,0.017751,-0.0060156,0.001647,-0.012929,-0.014148,-0.013548,0.034933,0.007662,0.022973,0.0084968,0.0097912,0.0001169
"M851.819T1425.446",0.020303,-0.001596,0.026744,0.011826,-0.01175,0.0038137,-0.024094,0.0042699,-0.0028159,-0.0033455,-0.010835,0.0089132,0.005957,0.001601
"M530.968T106.005",0.02416,0.00080781,0.0031816,0.010426,0.00064302,-0.0075805,0.0066561,0.0080751,0.0023021,0.0024842,0.0012985,0.0023996,0.0034395,-9.5109e-05
"M1009.607T1323.757",0.015803,0.0080442,0.031706,0.019952,0.014946,0.016876,-0.0014936,-0.012349,0.00072508,0.0080004,-0.011746,-0.0070807,-0.010413,0.0021443
"M867.513T1306.189",0.018443,-0.0053303,0.028129,0.017765,-4.6086e-05,-0.0061783,0.0093529,0.0058576,0.010933,-0.004548,-0.0041143,-0.01407,-0.0047413,0.0022732
"M653.717T312.26",0.026974,0.026796,-0.0043702,-0.0048573,0.026422,-0.016455,-0.018069,-0.0020776,-0.0064965,0.010088,0.0055197,-0.015343,-0.013077,-0.0013624
"M1031.899T1225.646",0.01651,0.0011579,0.023844,0.019075,-0.017661,0.016049,-0.0007375,0.014357,0.0055742,-0.036661,0.038251,-0.014125,-0.040316,-0.0010645
"M1452.478T314.239",0.013142,0.046982,-0.00019648,0.013272,0.01406,-0.020001,0.020743,-0.041606,0.0085564,0.019356,-0.014193,0.032756,0.032468,0.00054297
"M297.119T136.686",0.02031,-0.0013502,0.012273,0.0053362,-0.0012839,0.015274,0.0049255,-0.00050719,-0.009565,-0.020604,0.017596,0.012582,-0.027236,-0.0022911
"M591.167T896.642",0.021755,0.0071582,0.0024231,0.010283,-0.024017,0.0050748,0.011166,-0.011676,0.0056544,0.0021544,0.0013239,0.0065958,-0.0013397,-0.0018152
"M781.218T930.113",0.01886,0.0028325,0.001436,0.013444,0.032199,0.062858,0.033889,-0.0045192,0.099736,0.052247,0.021725,-0.00098807,0.0041821,-0.00098942
"M236.093T125.57",0.01303,-0.034107,0.022063,-0.049599,0.02796,0.011182,-0.032997,-0.044419,0.074728,-0.0016037,0.033485,-0.0031555,0.0052271,-0.0020072
"M517.159T795.678",0.019316,-0.010765,0.014279,-0.0029553,-0.0095813,-0.0016589,0.0088413,-0.016236,0.015847,0.006928,-0.0072816,0.0073929,0.0018957,-0.00083221
"M489.854T902.138",0.015528,-0.0074397,0.014349,0.046433,0.044614,-0.035505,-0.017333,0.0016909,-0.010378,-0.0065865,0.039343,-0.023372,0.017443,-0.0014091
"M769.419T945.253",0.019783,-0.0033629,0.011408,-0.0023155,0.0055698,0.015808,0.0086358,-0.017514,0.019269,-0.051962,-0.0010139,-0.0056918,-0.016597,-0.0094325
"M1201.918T909.936",0.022112,-0.0023365,-0.0031998,-0.0091381,-0.0036222,0.034081,0.0060996,0.015395,-0.01387,0.011492,-0.0032894,0.012556,-0.0026088,0.00053136
"M1028.637T1187.508",0.025073,-0.0098299,0.013744,-0.016759,0.026255,0.012793,0.0035729,0.010002,0.083178,0.01154,0.021535,-0.027847,0.027787,-0.0027527
"M864.188T806.912",0.023323,0.018033,0.0046493,0.025667,0.0017721,-0.007063,0.025732,0.019366,-0.00011857,0.006397,0.021126,0.021825,0.0010042,0.00062459
"M865.489T1291.829",0.016844,0.0061837,0.037884,0.028214,0.0031359,0.0023471,0.011859,-0.0017691,0.011558,-0.00027037,-0.008778,-0.019042,-0.0073124,0.00015549
"M799.191T949.166",0.02312,-0.0090305,0.0094378,0.00034045,0.00031217,-0.0066816,0.015616,-0.0034222,0.016379,0.026855,0.0066757,0.0050163,0.007834,0.00039803
"M920.512T1327.64",0.017849,-0.0066391,0.031648,0.013748,-0.006548,-0.013268,0.013698,0.012759,0.010434,-0.0090552,-0.0039191,-0.0072032,0.011851,0.00071721
"M1265.573T897.223",0.022981,-0.012671,0.017824,-0.0086959,0.013391,-0.030479,-0.0097831,0.013241,0.004774,-0.008834,0.0050072,0.008393,0.0090597,-0.0011003
"M1263.489T907.902",0.019958,-0.011706,0.013758,-0.0060916,-0.0091603,0.015867,-0.01077,0.027916,-0.0034509,0.013178,0.0017445,-0.011218,0.013268,0.0031891
"M809.13T1195.374",0.023253,-0.012749,-0.012508,-0.0026274,0.025324,0.0087613,-0.033824,-0.017481,0.015779,-0.027954,0.0077183,-0.0037161,-0.0064503,0.0023783
"M611.295T772.909",0.01906,-0.017174,0.0067921,0.038054,0.016466,-0.035796,-0.0475,0.00097526,-0.020267,0.0099722,-0.012376,-0.025677,-0.031461,0.00076496
"M504.146T749.726",0.0084876,-0.03459,0.03589,0.0016742,0.010661,-0.030608,0.036968,-0.019726,0.050187,-0.033782,-0.053168,-0.0076958,-0.022742,-0.0026616
"M1285.466T316.098",0.026541,0.033368,0.023475,0.0086095,0.034992,0.0034868,-0.012449,-0.00074803,0.014751,-0.046871,0.036624,0.0047257,-0.068391,-0.0018733
"M1141.612T1194.343",0.01922,-0.0089502,0.0158,-0.0033991,-0.0030909,-0.0075208,-0.011774,-0.018108,0.053004,-0.01414,0.02608,0.0018278,0.012298,0.0024329
"M1028.412T1193.412",0.019102,-0.013878,-0.0076173,0.0010975,0.011747,-0.022679,-0.052481,-0.018805,0.052919,-0.022409,0.043917,0.0024713,0.0246,0.0072332
"M412.91T65.205",0.012815,-0.022952,0.01945,0.0079685,-0.0092713,0.014624,-0.0097493,-0.0034741,0.0044138,0.01953,0.0023234,-0.0032357,0.0081583,-0.001004
"M851.879T1330.864",0.021217,-0.012707,0.028388,0.01371,-0.011445,-0.01012,0.0043529,0.020102,-0.0029992,-0.0061137,-0.0032038,0.0044807,-0.0072281,0.0015574
"M451.174T880.577",0.02204,0.042381,-0.0032654,0.0081263,0.0048031,0.0029079,0.010862,-0.02119,0.020037,0.013685,0.0037398,-0.0090402,-0.0055305,0.0014253
"M405.08T802.267",0.017048,-0.021621,0.027767,-0.019652,0.00094181,-0.012743,0.017736,0.020017,0.0028532,-0.021787,0.029803,-0.0053604,0.0071626,0.0005562
"M309.119T137.634",0.02333,0.0015456,0.0052037,0.0048237,0.0011065,0.010196,-0.0016716,-0.0073439,0.0101,0.0078983,0.01532,0.010796,0.011952,-0.0011263
"M385.077T746.611",0.020284,-0.01065,0.022462,-0.011562,0.022102,-0.027965,0.024892,0.028365,-0.0091441,-0.01065,0.0166,-0.0061363,-0.0064989,0.00057984
"M287.071T1080.355",0.012378,0.035721,0.0010616,0.019738,0.018203,0.12616,0.0031586,0.026106,0.073351,-0.046877,0.019956,-0.034686,-0.061377,-0.0053617
"M192.103T133.173",0.018336,-0.015441,0.028054,-0.026271,0.00014242,0.017272,-0.012256,-0.014044,0.0047525,-0.01264,-0.019885,-0.0037621,-0.0059383,-0.0017582
"M1030.642T1193.369",0.025095,0.0064157,0.0051439,0.0055658,0.0079662,-0.0085229,0.0022616,-0.0018026,0.013252,-0.010594,-0.011989,-0.0018228,0.013619,-0.00093118
"M429.414T851.13",0.023486,-0.0027545,-0.0035596,0.018773,0.011532,-0.0017661,-0.0058319,0.012823,0.0089674,0.027118,-0.0039183,0.006834,0.035359,-0.0016607
"M808.023T1198.408",0.016264,-0.026906,0.015854,0.023706,0.020676,0.013408,-0.033486,-0.0070543,0.0068399,-0.0013673,0.030854,-0.059048,-0.029522,-0.001717
"M1389.862T1193.369",0.026937,0.0012917,-0.014734,-0.0082223,0.028942,0.0069714,-0.014705,-0.0029601,0.016662,-0.022139,0.008523,-0.0036415,0.0076195,-0.0016641
"M485.199T845.365",0.02398,0.012212,0.0083015,0.0014374,-0.0049968,0.000804,-0.0059316,0.0097412,0.025647,0.011346,-0.0017571,-0.0093161,-0.0097616,-0.0023389
"M423.898T65.661",-0.00091513,0.0086456,0.018909,0.036819,0.027133,0.027859,-0.014966,-0.013417,0.00030419,0.041515,-0.0097321,-0.041036,0.01809,0.0018098
"M337.186T949.475",0.022238,0.018089,-0.016763,0.018262,0.032787,-0.00019374,0.024975,-0.011628,0.037158,-0.0072922,0.037312,-0.019086,-0.026094,-0.0011563
"M684.137T316.584",0.023864,0.027111,-0.013177,0.011336,0.017429,-0.011824,-0.011345,-0.00016847,-0.0029482,0.0034982,0.0034727,0.0050456,-0.00574,0.001462
"M723.577T942.094",0.016802,0.004144,0.023637,-0.007902,-0.029048,0.016285,-0.013744,0.038663,-0.0073951,-0.019206,0.0050286,0.019824,0.040615,-0.0016573
"M1096.003T892.843",0.025916,-0.0019143,0.0021032,-0.011108,0.021545,-0.013933,-0.0048017,0.014594,0.032549,-0.017283,0.0098591,0.020334,-0.013893,-0.0024087
"M420.228T902.138",0.022765,0.030038,0.0047537,0.025944,-0.0058004,0.071793,-0.015403,0.050989,-0.030659,-0.032741,0.0020319,-0.015687,-0.014845,-0.00015088
"M677.303T904.97",0.016756,-0.0066327,0.0050159,-0.030439,-0.027531,-0.013761,-0.024162,0.014603,0.017003,-0.020087,-0.0037497,-0.011267,-0.0089975,-4.4234e-05
"M1071.439T878.893",0.023114,0.025232,-0.0055604,0.012421,-0.017906,0.015339,0.0031193,0.0043488,0.0077422,0.018862,-0.011626,-0.0020486,0.016977,0.0042075
"M1069.501T1402.821",0.019718,-0.003834,0.021136,0.016566,-0.012947,-0.0011837,0.013229,-0.024297,-0.0093331,0.013016,0.015664,-0.0042285,-0.015043,0.00018137
"M281.07T709.104",0.019056,-0.012285,-0.0030439,0.019478,-0.018601,0.046376,-0.022982,0.012826,-0.0054354,-0.034616,0.0070845,0.022721,-0.012337,0.001396
"M562.073T1194.756",0.022803,-0.0097772,0.0073668,-0.0049644,0.010629,0.019269,-0.017278,-0.00037346,0.01325,0.014148,0.0084,-0.0067934,0.0032383,0.0022773
"M561.649T1230.897",0.020706,-0.011701,0.011822,0.0036854,0.0067128,-0.020326,-0.013013,-0.012896,-0.0075969,0.011962,0.0041756,-0.010975,0.0097058,0.00035822
"M577.137T781.037",0.02028,0.0086008,0.0047625,-0.020802,0.016573,0.010682,0.033653,0.017209,0.046251,0.0022869,0.01926,-0.016693,-0.012247,-0.0030043
"M1029.561T1129.699",0.021249,-0.011308,0.0077194,0.0083215,0.021525,0.0098081,0.019263,0.0027643,-0.0097351,-0.01395,0.0037351,-0.009684,0.040462,0.0025255
"M397.075T138.684",0.021216,-0.0062123,0.0021531,0.0090836,-0.014211,-0.00023577,-0.0037973,0.011975,0.0095129,0.013176,0.0060227,3.3281e-05,-0.0079883,-0.00089379
"M1029.237T1191.812",0.026284,-0.0091644,-0.012628,-0.028577,0.013195,-0.009375,0.00033508,-0.0055427,0.050794,0.034697,-0.014887,0.0095928,0.036871,0.0016302
"M575.957T1047.31",0.022486,-0.011467,0.015493,-0.0086828,0.015222,-0.0095764,-0.01351,-0.015068,0.030421,-0.020003,0.0064663,-0.02277,-0.0055626,-0.00040511
"M1014.043T1346.26",0.019982,0.0041909,0.022464,0.030034,0.0057014,0.00025563,0.001066,-0.017878,-0.002051,0.0069485,-0.010672,0.0077151,-0.012032,-0.00045588
"M299.652T1305.804",0.025002,-0.016004,0.00071895,0.0086695,-0.0021958,0.03486,0.0075409,-0.018304,-0.0092679,0.0082523,-0.0095093,-0.063402,-0.040407,-0.002527
"M304.981T94.204",0.016461,-0.040272,0.013763,0.0092311,-0.0011493,0.0015685,-0.003127,0.0056425,0.0098208,0.00328,0.0086848,-0.0050488,0.005244,0.0032184
"M611.336T770.019",0.020006,-0.00785,0.01351,0.028894,0.011561,-0.025583,-0.036177,0.0054285,-0.041935,0.024013,-0.010475,-0.0094198,-0.012067,0.00068255
"M653.861T317.501",0.023345,0.019227,0.00095355,0.020616,0.020773,-0.0016462,-0.0047909,-0.0051636,-0.009376,-0.00095049,0.00018735,0.023123,-0.011076,-0.001331
"M375.104T216.821",0.024028,0.00419,0.019201,0.0086149,0.00076288,0.0065058,-0.0068206,0.013922,-0.0064918,0.010577,0.012277,-0.014236,-0.012737,-0.0042779
"M384.097T310.658",0.027486,0.014812,-0.0067139,0.004302,0.014764,-0.0078245,-0.0089965,0.0085585,-0.0072522,0.0016573,0.0054493,0.00047458,-0.004775,0.0020852
"M591.094T89.826",0.025376,0.012612,0.0023071,-0.010951,0.0084036,0.009367,0.0066576,-0.016175,-0.011753,-0.0057186,0.016172,-0.00013209,0.019686,-0.0021562
"M1133.847T912.408",0.017944,-0.020027,0.0035568,-0.00068681,-0.0019979,0.015824,0.028945,0.013453,0.02706,0.013978,-0.027676,-0.030597,-0.025465,0.0002412
"M351.085T316.423",0.025442,0.0090497,-0.0003721,0.0054303,0.0035428,-0.0070849,-0.0076162,0.0069461,-0.0033679,0.0015143,0.003118,-0.0041077,0.003559,-0.00039345
"M460.969T105.772",0.022265,-0.009927,0.0079732,0.015852,-0.0077055,-0.0036255,-0.0012972,-0.0020345,0.0045783,0.00063565,0.0034363,-0.0020046,-0.010248,-0.00069314
"M241.033T103.182",0.018604,-0.024574,0.018299,-0.004149,-0.0077404,-0.0078977,8.9956e-05,0.0078728,-0.023969,-0.0037342,0.013532,0.0047127,0.029171,0.001627
"M576.062T1050.158",0.02332,-0.0077146,0.017196,-0.0032853,0.0097803,-0.013163,-0.024325,-0.0022688,0.030688,-0.029931,0.01718,-0.0047087,-0.01776,-0.00010085
"M1095.607T1194.413",0.019769,-0.0083331,0.012917,-0.0033751,-0.010573,-0.010111,-0.011138,-0.019597,0.040812,-0.01343,0.02093,0.010013,0.014166,2.6858e-05
"M576.072T1051.61",0.021885,-0.011625,0.028034,-0.0035141,0.0061793,-0.0033832,-0.010828,0.0070429,0.0084535,-0.017856,0.022195,-0.0016473,-0.019939,0.0018136
"M665.267T889.419",0.021884,0.0089878,0.0080348,0.00097083,-0.010369,0.014787,0.0026491,0.010914,-0.0020641,-0.0040269,-0.0073949,0.022855,-0.0070055,-0.0016094
"M653.678T322.941",0.024846,0.0097757,0.0021917,-0.0010125,0.013601,-0.001194,0.024458,0.0029255,0.015811,0.023837,-0.0092007,-0.020146,-0.015501,0.0037815
"M969.939T315.438",0.026806,0.030923,-0.0071219,0.0045686,0.015696,-0.0019124,-0.0020427,-0.0048152,-0.0014089,0.0090777,-0.0079861,0.0052663,-0.0073979,-0.001857
"M1029.639T1193.403",0.023637,0.0016281,0.001798,-0.0059314,0.017769,-0.0051147,-0.029166,-0.016349,0.021121,-0.023366,0.025158,-9.5557e-05,0.0057859,0.00096731
"M1333.355T942.499",0.025535,-0.00034253,0.0050187,0.0015165,0.028507,0.014472,0.0051635,0.012851,-0.0062844,-0.0037006,0.0085326,0.0030677,0.027665,-0.0021907
"M319.083T845.914",0.025469,0.0052535,-0.0128,-0.0041061,-0.00041968,0.011548,-0.0014852,-0.022023,0.018328,0.0030447,-0.018622,0.021206,0.014542,-0.00021551
"M289.065T88.687",0.024439,-0.013522,2.3287e-05,-0.016576,0.0044488,0.021623,-0.033897,-0.028324,-0.018165,0.011117,0.016795,-0.010176,0.0043288,0.0012591
"M1096.628T1193.369",0.026359,0.0027998,0.0031058,-0.010913,0.020587,-0.0054248,-0.016951,-0.0070444,0.021315,-0.0024851,0.021266,0.0022952,0.015165,0.0028745
"M289.086T1163.856",0.020822,-0.012829,0.033747,0.0026908,-0.020207,-0.011838,-0.031596,0.036467,-0.023078,-0.012532,0.011704,-0.053541,-0.023698,-0.0011185
"M344.93T64.78",0.018237,-0.013693,0.013352,0.014296,0.0037189,0.00046125,-0.007523,0.0064465,-0.009165,0.02488,-0.0080827,-0.012514,-0.023849,0.00044386
"M295.081T793.997",0.023,0.0019288,0.019079,-0.011333,-0.0071605,-0.0035729,0.0049179,-0.033373,-0.0080711,0.0064973,-0.0017103,-0.00038034,0.0013967,2.8802e-05
"M655.873T943.419",0.02195,-0.0033466,0.016451,0.0062858,0.0072664,0.0054015,0.005039,-0.0021867,-0.0047056,-0.0039951,0.016327,-0.0065489,-0.0092846,-0.00032414
"M642.242T817.768",0.02583,0.028944,-0.027167,0.0075711,-0.0036801,0.0065505,0.014218,-0.01304,-0.0093294,0.012031,0.021876,0.01014,-0.01057,0.0013322
"M695.12T755.765",0.019722,-0.004494,0.013167,-0.019858,-0.0071441,-0.018933,0.0083015,0.01563,-0.01787,-0.0092022,0.01169,-0.0022544,-0.0092985,-0.0014924
"M487.016T806.181",0.02494,0.010059,-0.00016825,-0.011385,-0.010179,0.024778,0.038051,-0.032564,0.012147,0.044345,-0.0072632,-0.011515,-0.021235,0.0022931
"M967.561T1349.704",0.023212,-0.0007743,0.01524,0.015344,0.0041126,0.0083317,-0.012818,-0.016347,0.0014998,0.012768,0.011788,-0.01545,-0.0052974,-0.001511
"M647.689T1159.779",0.018045,-0.019241,0.017421,-0.0013087,-0.0090837,0.026948,-0.014984,-0.0059427,-0.030273,0.011119,0.0045612,-0.061068,-0.050777,0.0014771
"M821.606T900.199",0.027519,0.020398,-0.031554,0.015741,-0.0066688,-0.0062724,-0.020326,-0.0055089,-0.0093614,0.006687,-0.0017097,-0.015251,-0.0088274,-0.00088078
"M1095.063T894.34",0.026574,0.0019716,0.023594,0.0098287,0.01934,-0.023352,0.010332,0.014345,0.0075409,0.0052258,-0.010312,-0.0038328,0.010843,-0.0022511
"M279.139T1150.344",0.01721,-0.021714,0.014814,0.000807,-0.049532,-0.054816,-0.045072,0.048064,-0.024648,0.010337,-0.067763,0.077126,0.0056681,0.0020034
"M579.301T894.416",0.020469,-0.004155,0.0069492,-0.0025471,-0.0036063,-0.0053444,8.184e-05,-0.013056,0.005497,-0.015288,-0.0016238,-0.011028,0.0078111,0.00079423
"M593.947T757.746",0.021014,-0.0080837,0.021009,-0.015814,-0.020849,-0.012649,0.0087529,0.0084035,-0.021574,-0.022492,0.031622,-0.028547,-0.020741,0.0016173
"M367.102T765.544",0.023785,0.0013711,0.0045193,-0.0095865,0.0090957,0.0037338,-0.0059166,-0.0025484,-0.0086843,0.0043702,-0.00573,-0.0028523,0.0050644,0.00075273
"M311.113T844.512",0.02096,0.0053769,0.014359,-0.008917,-0.00079906,0.020559,0.00039702,0.0022368,0.043556,0.0047985,0.014932,-0.014848,-0.027336,0.00048712
"M585.15T892.945",0.021447,0.0084515,-0.0062882,0.0046939,-0.020385,0.0071165,0.0018328,-0.004601,0.011503,0.003636,0.0021729,0.014205,0.0063847,-0.0026439
"M988.312T316.465",0.027661,0.032575,-0.014572,0.0061883,0.019731,-0.012314,-0.0041818,0.00085411,-0.0057708,9.1699e-05,0.0030011,0.0031168,-0.002162,-0.0021972
"M735.437T1351.512",0.018738,0.0024639,0.032062,0.019314,-0.0025742,-0.0036093,0.016756,0.012167,0.0090477,0.0031938,0.0047595,-0.015413,0.0050149,-0.0010417
"M633.697T313.008",0.026737,0.041637,-0.017212,-0.001222,0.0436,-0.01265,-0.022888,0.0012021,0.0085614,-0.0041713,0.0027054,0.016105,-0.023324,0.00082958
"M851.154T319.552",0.026815,0.0073992,0.0001855,0.0019791,0.010312,-0.0057758,-0.002935,0.015653,-0.0069206,0.023849,-0.0086284,0.00088346,-0.010097,-0.0019906
"M265.093T134.502",0.024172,0.0038861,0.003507,0.0050614,0.012467,0.0032519,-0.009176,-0.0073103,0.0078231,0.0049336,0.00080586,-0.0020509,-0.006061,-0.0021182
"M341.275T746.97",0.02274,-0.00050961,-0.0022297,0.011359,-0.0065465,-0.0062936,-0.0024419,0.0044387,-0.0065657,-0.0074422,0.0073679,0.010361,-0.028963,-0.00014621
"M575.708T1045.732",0.020271,0.0052397,0.032274,-0.0017172,-0.014648,0.020044,-0.0024563,-0.030154,-0.018904,0.023945,0.026685,-0.017782,-0.026828,9.3248e-05
"M1395.427T994.378",0.022797,0.0055917,0.030966,0.0084363,0.010082,0.0032819,0.049067,-0.02189,0.0087567,-0.012591,0.0056413,0.024965,0.0016518,-0.00043464
"M309.525T1630.08",0.022462,-0.013481,0.015174,0.0045918,-0.00070962,-0.0054927,-0.0017313,0.004597,-0.0032093,0.0023637,0.0026707,-0.0051289,-0.0080362,-0.00034576
"M1074.422T1191.812",0.025481,-0.010444,-0.029508,0.0037153,0.023362,-0.026262,-0.036251,-0.032644,0.0064079,-0.018249,-0.030962,-0.030796,0.050456,0.0063491
"M657.063T941.851",0.0242,0.00063283,0.012016,-0.021111,0.017352,0.01079,-0.028346,-0.0090482,0.012861,0.033111,0.044011,-0.017613,0.021766,0.0040887
"M790.016T1120.766",0.021984,0.020155,-0.017905,0.0527,-0.02936,0.020638,0.014154,-0.018134,0.0012738,0.10501,-0.014341,0.013774,0.060765,-0.0022121
"M434.875T91.064",0.016552,-0.01237,0.047624,-0.025313,0.02525,0.01366,0.014372,-0.0054646,0.0066149,-0.014269,-0.0043898,0.020089,-0.010405,-0.0044625
"M632.663T319.55",0.022757,0.030653,-0.024214,0.0024081,0.027181,-0.0038421,-0.0091944,0.014983,-0.0019899,-0.013669,-0.011691,0.010742,0.0037324,-0.0026387
"M593.543T760.107",0.020096,-0.0048008,0.016391,-0.013934,-0.01736,-0.0068243,0.011772,0.0018784,-0.0024091,-0.0096274,0.0065402,-0.003413,-0.020762,0.00045933
"M809.433T1339.33",0.017539,-0.0030029,0.033219,0.01225,-0.0048523,-0.02307,0.0061774,0.0063817,-0.010762,0.00028852,0.011164,-0.018686,-0.00084012,0.0013761
"M1296.442T316.362",0.023956,0.047232,-0.016638,0.0089821,0.031543,-0.0065294,0.0013765,-0.0078181,-0.0050021,0.0033771,0.0031902,0.010118,-0.006606,0.00010206
"M654.008T318.692",0.02668,0.015022,-0.011322,0.011296,0.012685,-0.015619,-0.0047013,-0.0030832,-0.0055351,0.0055773,0.0022738,0.0062491,0.0051055,0.0011654
"M923.402T931.508",0.027837,0.014491,-0.010843,-0.010807,0.010051,0.040404,-0.011207,-0.018236,0.053515,-0.0063883,0.042098,-0.012674,-0.010806,-0.00080388
"M549.285T1194.382",0.021857,-0.009563,0.010999,0.0034808,-0.010985,-0.002805,7.8262e-05,-0.0028276,0.028326,0.0088922,0.0021413,0.013975,0.052799,-0.00037941
"M1142.636T1197.565",0.024749,0.015132,0.0039017,-0.010841,0.023246,-0.0063164,-0.035269,-0.00038583,-0.0012956,0.005506,0.03304,0.042608,-0.033227,-0.0028678
