"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14"
"M753.298T903.043",0.018691,0.029156,0.0032039,-0.010403,-0.015885,-0.011285,-0.011755,0.01613,0.016108,0.0042763,-0.018792,0.0072072,-0.013546,0.0024915
"M591.2T844.598",0.027519,0.027286,-0.0059909,-0.0030877,0.028616,0.0019693,-0.0054403,0.0056249,0.0050465,-0.0027163,-0.0054102,0.012514,0.012929,-0.00035476
"M610.83T67.188",0.017068,-0.017712,0.004056,-0.0066157,-0.015596,0.0056761,-0.015043,0.0040384,-0.00033257,0.027082,0.0061588,-0.0082089,0.0077609,-1.8833e-05
"M475.366T1425.395",0.024156,0.01288,0.0018819,0.015144,0.00092084,-0.0029514,0.0010373,-0.0041932,-0.013288,0.0061585,-0.015189,-0.0083045,-0.0089314,-0.0020698
"M485.063T759.194",0.023387,0.013206,0.00052387,0.011923,-0.010102,0.0050739,0.019897,-0.00038191,-0.0094559,0.0037522,0.021473,0.0032087,-0.012804,0.00063078
"M1044.425T908.907",0.028479,0.01338,-0.025998,0.024492,-0.02171,0.0078887,-0.020926,-0.0088331,-0.0010212,-0.0041495,-0.015906,-0.020824,0.0050788,-0.00056783
"M857.35T1122.035",0.022903,-0.010182,0.0087933,-0.027625,-0.012773,0.005474,0.0057088,0.018495,-0.011911,0.031699,-0.0080103,0.0029192,0.0040184,0.0026941
"M497.043T88.687",0.018971,-0.0065133,-0.066126,0.048001,-0.020207,-0.031913,-0.012148,-0.02597,0.023836,-0.0068592,0.0093934,-0.021597,0.010096,0.0026109
"M559.791T1181.622",0.02751,-0.019683,-0.018084,-0.017843,0.033198,-0.00016034,-0.0032846,0.027227,-0.08511,0.051876,-0.0077474,-0.0056962,-0.032684,-0.0022225
"M1331.507T909.803",0.020261,-0.0046491,0.0090985,-0.0066027,-0.016995,0.010038,-0.0020389,0.019303,-0.0099192,0.012357,-0.01491,-0.0022651,0.011938,0.00024057
"M405.098T1082.014",0.0030851,0.0060045,0.023804,0.062318,0.02943,0.053521,-0.029429,0.0314,-0.017667,0.0017414,-0.011218,-0.041493,0.0082736,0.0029786
"M507.209T930.4",0.025682,-0.0008552,0.0023882,0.016774,-0.019288,0.016146,-0.020314,-0.024737,0.028907,-0.013121,-0.011188,0.023939,-0.0058333,0.0017404
"M238.892T97.993",0.020861,-0.0089103,0.0084346,0.0070435,0.0022166,-0.012678,0.008455,-0.015801,-0.012219,0.0060919,0.017172,-0.0018733,0.00066675,0.00047999
"M1143.426T942.716",0.024358,0.024502,-0.012505,0.0024178,0.010497,0.026079,-0.016039,0.0039271,-0.025023,0.011118,0.00053013,-0.013698,0.029733,-0.0021004
"M476.417T1177.093",0.014414,-0.0087197,-0.011005,-0.03459,1.2497e-05,0.0082746,0.010093,0.012186,0.058755,0.070822,-0.0065703,0.011034,0.039463,0.00072048
"M387.02T108.554",0.024826,-0.0059087,0.0061505,-0.0048799,0.0072068,-0.023456,0.019294,-0.00042236,-0.001136,0.00084804,-0.0030736,0.01399,0.019684,-0.00061436
"M711.218T782.65",0.020883,0.013449,-0.02176,-0.011656,-0.017178,0.00922,0.019175,-0.036382,0.019007,-0.023603,-0.013507,0.00027165,-0.014722,-0.0023202
"M890.319T900.562",0.025399,0.036206,-0.03519,-0.0075836,-0.00057684,0.0092401,-0.017077,0.0034505,-0.0070657,-0.0020207,-0.012643,-0.0014682,-0.015681,-0.0047211
"M1007.203T89.251",0.01857,-0.028121,-0.0057049,0.0098214,0.015243,-0.0040154,0.026927,-0.007272,0.0022676,-0.042177,-0.02611,0.0157,0.00613,0.002784
"M431.156T735.48",0.024077,0.0012394,0.019931,-0.013344,-0.0045932,0.017407,0.011806,0.019695,0.0090932,-0.025897,0.021623,0.0059726,-0.016524,-0.0026778
"M688.854T66.858",0.0076687,0.038419,0.041824,0.033286,-0.0050935,0.0048979,0.015932,-0.010562,0.010714,-0.013335,-0.018977,-0.0079551,-4.5193e-05,-0.00068062
"M443.058T752.856",0.019871,-0.0065817,0.0060937,-0.0093032,0.019331,-0.033238,0.011589,0.0046423,0.018312,-0.010169,-0.02762,0.0090515,-0.0025628,-0.00056313
"M1129.441T885.407",0.027753,0.026546,-0.0068215,-0.002069,0.011646,-0.015365,0.0032685,0.029433,-0.0057093,0.0098074,0.015809,-0.0047281,0.025114,0.00031683
"M389.199T1191.076",0.022465,-0.0228,0.00054609,-0.0051092,0.011728,0.0068922,-0.0080552,0.00056334,0.00081296,-0.0013439,-0.0026042,0.0030099,-0.0051068,0.00087575
"M471.173T770.868",0.016154,-0.015206,0.007165,-0.020646,0.0046718,0.0035631,0.0073446,-0.012083,0.0092266,0.0088417,-0.027117,-0.017239,0.011202,-0.0015545
"M487.282T1221.234",0.022231,-0.021651,0.0037891,-0.017701,0.014158,-0.0067584,-0.017326,-0.0082881,-0.025667,0.0076756,-0.0019474,0.013463,0.021456,-0.0011082
"M869.171T823.716",0.020982,0.014009,0.0028498,-0.006164,-0.018228,-0.027356,0.026822,-0.021902,-0.0062821,-0.0051591,0.023469,0.011117,-0.011547,-0.0010535
"M964.359T921.966",0.025879,-0.0082923,0.023691,0.012046,0.029074,0.013893,-0.022441,-0.05256,0.038732,-0.027829,0.053974,0.080797,-0.07442,-0.0025516
"M325.202T982.74",0.025023,-0.021517,-0.0024489,0.0064821,-0.0068215,0.029499,0.016303,0.001997,0.0063351,0.042675,-0.037744,-0.001552,-0.030655,0.001359
"M461.897T66.291",0.0080379,0.0035134,0.019041,0.040756,-0.00078932,-0.0011244,-0.02986,-0.014265,-0.015842,0.0020131,-0.0040355,-0.036494,0.019774,0.0042346
"M1613.665T937.741",0.014172,0.032337,-0.029669,-0.0078059,-0.037273,0.041487,-0.012357,-0.0060806,-0.02199,0.0068804,0.016779,-0.033215,0.0068623,-0.0024855
"M671.034T89.795",0.014018,-0.040388,0.0045788,0.015238,-0.0076114,-0.014138,-0.011441,-0.00066081,0.012176,-0.016031,-0.012188,0.023092,0.0030335,0.00067209
"M755.669T805.268",0.022367,-0.0073932,0.015362,-0.0079612,-0.0086256,-0.028856,0.018942,-0.0044014,0.029718,0.0055612,0.018503,0.0037392,-0.024351,-0.0016652
"M420.999T106.905",0.025638,0.0060761,0.022921,0.018479,-0.026736,-0.0061918,-0.014979,0.0023643,0.019834,0.0085437,0.0060764,-0.0061102,-0.013875,0.0015986
"M708.241T861.396",0.029198,0.032872,-0.032054,0.002164,0.02594,0.00393,-0.011122,0.010369,-0.019276,-0.0043872,-0.0028228,-0.0050622,-0.012771,0.0027984
"M353.164T1468.881",0.022111,-0.020294,0.0056179,-0.0013405,-0.00076381,0.0048315,-0.0058505,0.0020631,-0.00080783,0.0033889,-0.0064411,0.0072083,3.36e-05,0.0016355
"M1136.99T908.053",0.022091,-0.011891,0.017785,-0.015201,0.00055738,0.0048019,-0.0036937,0.01658,-0.014312,0.012524,-0.005397,-0.0078299,0.01153,0.00026803
"M851.276T990.376",0.027186,0.00043924,-0.018602,0.013363,-0.015748,0.0014467,0.021449,0.0013668,0.0043812,-0.0066859,0.0077097,0.0021768,0.02737,-0.0026658
"M491.181T794.382",0.021465,-0.0033069,0.01674,0.0036006,0.0018007,-0.011076,0.0027248,-0.0095135,0.0096882,-0.011963,-0.02707,0.016694,-0.014147,0.0022427
"M551.183T891.516",0.021295,0.008953,0.0081534,0.0026436,-0.020487,0.006749,0.017214,0.00093147,0.012893,-0.0028086,0.0019724,-0.004411,0.00032125,0.001126
"M559.826T1188.911",0.024555,-0.015824,-0.0033081,0.010785,-0.025831,0.015014,-0.017971,-0.021413,-0.011061,-0.0041688,0.021716,0.0025141,-0.01713,0.001976
"M614.901T67.494",0.0037256,0.055454,0.041287,0.015395,-0.018538,-0.0040273,0.024452,0.0023031,0.00055521,-0.028466,-0.017272,0.017581,-0.001079,-0.0017171
"M434.83T95.362",0.020732,-0.013042,-0.00067034,0.026724,-0.020143,-0.014889,-0.021517,-0.018433,-0.0051856,0.001026,0.016826,-0.0034078,0.016033,-0.0024612
"M537.08T758.19",0.024875,0.017587,0.0018625,0.0020234,-0.0030529,-0.004105,0.0048303,-0.0072588,-0.0012426,0.0015485,-0.0042683,0.031946,0.014102,-0.0014682
"M191.056T750.478",0.018486,-0.010654,0.014531,-0.008043,0.013754,-0.049199,0.0082496,0.014615,-0.0042393,-0.01556,-0.011503,-0.036187,-0.037442,0.0012198
"M569.775T895.343",0.027712,-0.003437,0.025103,7.6273e-05,0.019913,-0.013536,0.012739,0.019185,0.0014223,-0.0040608,0.0039633,0.0052343,0.0044871,0.001182
"M1203.469T868.759",0.022139,-0.0019582,0.015447,-0.00073529,-0.018833,-0.013258,0.011723,-0.019536,-0.0044092,0.018026,0.040914,-0.01664,0.013722,0.0033248
"M591.465T1235.608",0.027468,0.00081451,-0.029199,-0.028334,0.058265,0.0057445,-0.020432,0.0019038,-0.0082221,-0.016858,-0.038383,-0.013235,-0.011224,0.0010969
"M321.17T1088.358",0.020659,0.015626,0.0048163,0.018543,-0.0052072,0.025119,0.0023477,-0.015682,-0.011128,0.049982,-0.014458,0.0067392,-0.008702,0.0035228
"M377.476T89.245",0.018262,0.00093568,0.035326,-0.044585,0.03409,0.015021,0.024966,-0.0074912,-0.017514,-0.014944,0.022389,-0.0086212,0.038761,0.0011306
"M645.252T899.393",0.024371,0.010205,-0.0058398,0.0093115,-0.0076539,0.0015288,-0.00088711,0.0041241,0.0084283,0.0020775,0.019171,-6.5913e-05,0.001481,0.0007629
"M525.195T888.058",0.024554,0.0028563,-0.0018181,0.0098336,-0.012855,-0.00080602,0.0016699,0.00087998,-0.0062848,0.0036547,0.0078328,-0.00017699,0.011479,0.0013337
"M397.074T474.916",0.022496,-0.00041204,0.0090883,0.006036,0.0049363,-0.0012471,0.012698,-0.00038283,0.0048954,-0.0042987,0.0050077,0.0024168,0.0061177,-0.00019137
"M793.303T1121.279",0.028642,-0.0027132,-0.0057179,-0.028022,0.0019149,0.013614,0.021319,0.025346,-0.01141,0.062312,-0.0084459,0.017631,0.0037835,-0.0029899
"M1133.773T914.148",0.012675,-0.0017721,-0.019884,-0.035831,-0.0014456,0.00053912,0.020087,0.0072236,0.018674,0.076637,0.014367,0.0013852,0.027784,-0.0025973
"M507.153T88.13",0.015023,-0.018486,0.033467,-0.050235,0.038042,0.044417,-0.016699,-0.035143,0.073203,-0.004446,0.069113,0.00042407,0.013556,8.1415e-05
"M848.315T857.496",0.027266,0.011782,-0.0064521,-0.0021426,-0.0012866,0.0011086,-0.0011795,0.0050348,0.0038709,0.018594,0.0023828,0.0011281,-0.012452,-0.0023708
"M1397.968T984.092",0.020775,-0.010997,0.0012922,0.0088923,-0.019185,-0.017152,-0.0016989,-0.00343,-0.046081,-0.002627,0.069756,-0.022593,-0.0155,0.002951
"M459.903T66.337",-0.0027343,0.025953,0.0096433,0.0082967,-0.020644,-0.0058406,-0.03637,0.013938,0.021461,0.032444,-0.025825,-0.01184,-0.046381,-0.0010991
"M781.183T974.609",0.023052,0.00070275,0.010427,-0.028877,0.0044431,-0.010168,0.03253,-0.034134,0.024254,0.0019728,-0.0099516,0.0082492,-0.018952,-0.00018866
"M1130.437T924.326",0.02592,0.024463,-0.032536,-0.021886,-0.023044,0.013393,0.030643,0.050813,-0.0035524,0.060381,-0.031054,0.0039575,-0.037097,-0.011995
"M663.326T1029.481",0.018325,-0.028915,0.0066144,-0.011436,0.023249,0.013893,-0.032379,-0.020853,-0.0213,0.024643,-0.034621,0.0023264,-0.024395,0.0036044
"M693.278T872.306",0.025783,0.0068061,0.0030331,-0.0035778,-0.001136,0.003214,-0.0016027,-0.012231,0.0016792,-0.0056336,-0.002576,-0.0034516,-0.001573,0.00031917
"M259.023T89.815",0.017907,-0.023451,-0.015701,-0.015454,-0.0013063,0.010503,0.01132,-0.027508,0.02171,-0.009574,0.0046076,0.0074342,0.010279,0.0030064
"M159.978T67.84",0.0021643,0.0097011,0.033486,0.0015859,-0.021528,0.025983,-0.017177,-0.02821,0.01871,0.0066037,-0.035876,-0.020433,0.069104,0.0011166
"M432.997T107.064",0.023648,0.001497,0.0050256,0.014091,-0.030011,-0.010336,0.0037481,-0.013987,0.0016501,0.017826,0.00023774,-0.0085049,-0.0009981,-0.0001856
"M545.298T995.647",0.021512,-0.0093776,0.0077954,-0.0054266,-0.028088,0.0068844,-0.012483,0.0083031,0.0026375,-0.013427,0.0043237,-0.023497,-0.022238,0.00021699
"M425.046T798.077",0.021546,0.0013722,0.022525,0.010816,0.015836,-0.034316,0.027851,0.034843,0.0054291,-0.020415,0.010535,0.011386,0.013362,0.0028104
"M547.24T854.322",0.02442,0.016343,0.0095446,0.007684,-0.0073864,0.0020102,0.015855,0.011529,0.032148,0.017211,-0.0011582,0.0087523,-0.010998,0.0006284
"M723.538T832.745",0.022714,0.0024677,-0.0034855,-0.022991,0.020404,-0.019332,0.016799,-0.023649,-0.0081048,-0.02166,0.0087472,-0.010153,0.0097038,-0.0021997
"M366.994T111.318",0.024212,0.0040735,0.0092591,-0.00084532,0.003432,-0.011017,0.011522,0.0084875,-0.0058857,-0.0080648,0.0011959,0.017823,0.0020564,-0.0019025
"M1192.04T901.764",0.022734,0.014813,0.011787,-0.036102,-0.014037,0.0091966,-0.0074076,0.02729,0.021717,-0.017689,-0.03513,0.019458,-0.0019012,0.00087773
"M305.081T1046.132",0.020065,-0.022837,0.025304,-0.00059652,-0.029969,0.030812,-0.026377,0.00054416,-0.015989,-0.0025724,0.019538,-0.032594,0.0070475,-0.00032508
"M1014.782T1351.411",0.0179,-0.0048474,0.015041,0.010426,0.0021983,0.015615,0.010539,-0.028168,-0.022025,-0.0020172,-0.0034614,0.01086,-0.013536,0.00027715
"M697.305T1245.984",0.028206,0.012139,-0.023543,-0.02291,0.024037,-0.021512,-0.023811,0.0019856,-0.013131,-0.019464,0.00067724,-0.014702,0.011322,0.0031002
"M267.088T844.618",0.013719,0.031491,-0.023492,-0.042688,0.01658,-0.0055117,-0.071744,0.0028293,0.031135,-0.030536,0.022045,-0.0068233,0.0024203,-0.001096
"M375.129T729.569",0.023326,0.012213,-0.02529,0.032955,-0.0032633,-0.029223,-0.0070814,-0.014719,-0.0080487,0.00040518,-0.022912,0.021684,0.0066547,0.00084648
"M304.912T648.188",0.013338,-0.023146,-0.009905,-0.020938,0.0045904,0.0032457,0.052156,0.0028317,-0.046149,-0.036777,0.0087476,-0.031913,0.029599,0.00058304
"M215.052T1046.473",0.019267,-0.013842,0.020992,0.036029,-0.030431,0.022261,-0.036924,0.012872,-0.021167,3.616e-05,-0.015361,-0.035512,0.016581,-0.0022711
"M503.126T874.193",0.028054,0.017512,-0.021772,-0.0023805,0.022562,0.032086,-0.0069704,-0.004088,0.025088,0.0073645,0.018779,0.0020099,0.001917,-0.0010986
"M901.161T984.095",0.01839,-0.015117,0.0022259,-0.0032585,-0.018114,-0.012146,-0.0030498,-0.020063,-0.0094579,0.021097,0.021687,-0.011469,0.012131,0.00034115
"M772.366T884.107",0.029504,0.013368,-0.019869,-0.030612,0.02492,0.008184,-0.0094479,0.015551,-0.012929,-0.018398,0.017132,0.0075839,-0.0039827,0.0020607
"M577.592T1675.781",0.019079,-0.030726,-0.0020098,-0.021264,0.022076,0.0032219,-0.0049487,0.0026384,-0.023949,0.010713,-0.0096836,-0.0060647,-0.0030867,0.003991
"M420.95T86.132",0.021876,-0.017303,0.012424,0.0083156,-0.00026236,-0.0018739,-0.013464,-0.018741,-0.0010591,-0.0025116,0.0069404,-0.0036698,-0.0078878,-0.00048673
"M203.286T106.975",0.017102,-0.0099376,0.012983,-0.0035452,0.0068172,-0.012363,-0.0048171,-0.0083068,-0.003793,0.0052608,-0.0049308,0.037982,-0.023243,-0.0018197
"M596.277T932.512",0.020278,-0.025923,0.016779,0.011208,0.018816,-0.015074,0.014238,-0.0034412,0.0072472,-0.019516,0.023347,0.0092885,-0.020692,0.00033627
"M309.207T1042.166",0.017088,-0.027106,0.0008763,-0.015688,-0.0061718,0.049452,-0.015445,0.020501,0.0091088,-0.02113,-0.0069378,-0.011893,0.018897,0.0032559
"M609.959T835.516",0.019814,0.0053005,-0.012893,-0.030482,0.0084882,-0.017969,0.03547,-0.029786,-0.011992,-0.032746,0.0080049,-0.0095158,0.0050839,0.0044417
"M223.046T89.705",0.01816,-0.021605,-0.025748,0.0051258,0.0023134,0.00019057,0.013345,-0.022616,0.025753,-0.012955,0.003747,0.012747,0.026097,0.00070926
"M425.165T761.881",0.02125,-0.0060358,0.011851,0.0054948,-0.00036445,-0.018748,0.01862,0.013149,0.0065506,-0.00072626,0.020707,-0.013769,0.019884,0.0016712
"M516.992T825.04",0.029,0.0027791,-0.045155,-0.0091714,-0.073077,0.036851,0.037574,0.026233,0.0051189,0.010707,0.009818,-0.01319,-0.017898,0.000233
"M447.151T677.76",0.024422,0.023072,-0.0036431,0.0031265,0.011595,-0.016255,0.0071389,0.0088779,-0.0036572,-0.0025963,0.0021139,-0.021569,0.0085487,-0.00043051
"M1352.749T1118.63",0.02429,-0.025707,0.0062787,-0.043419,0.0012446,0.012662,0.010745,0.040853,-0.011001,0.049963,-0.010922,0.011494,0.020003,0.0041334
"M1162.522T896.44",0.024976,0.0016402,0.0092009,-0.0059586,0.013255,-0.031426,0.0062596,0.031285,0.0047597,0.0052332,-0.0024142,0.0053228,0.016223,0.00091276
"M345.577T605.404",0.023338,0.012321,0.00092495,-0.020374,0.022433,-0.0087949,0.0043081,-0.026078,-0.016817,-0.020939,-0.0023678,0.0085091,0.0051654,-0.00053709
"M379.565T877.71",0.025426,0.0044169,-0.038014,-0.043069,-0.057995,0.044301,0.075356,0.04148,-0.013944,-0.012954,0.03181,-0.047508,-0.017793,-0.00047698
"M1032.753T1226.13",0.02238,-0.0082264,0.01318,0.0015267,-0.010771,0.00067979,-0.015163,0.00039791,-0.0080194,0.0058453,-0.03639,-0.021686,-0.014094,-0.0013202
"M477.061T615.621",0.019694,-0.0038957,-0.032849,-0.0065498,-0.027872,0.037159,0.025122,0.0072149,-0.0086675,0.0065445,-0.020796,0.013611,-0.0033974,-0.0020606
"M608.173T786.435",0.021015,-0.0054413,0.011516,-0.0016886,0.0060235,-0.025309,0.013999,0.016256,-0.012986,-0.005627,0.015274,0.0097625,-0.012418,0.00178
"M433.038T831.69",0.028351,0.015281,-0.070277,-0.004855,-0.080638,0.019087,0.014384,-0.016367,-0.013973,-0.014759,0.027458,-0.0075575,-0.010116,-0.0058057
"M349.056T728.324",0.02082,0.014959,-0.031926,-0.013782,-0.0048743,0.0072081,-0.0055436,0.019005,0.029169,-0.020962,0.019456,-0.0071592,-0.0065053,0.00031183
"M391.065T766.545",0.022248,-0.0091803,0.0066627,-0.025691,0.0038019,-0.017842,0.02476,0.00015113,-0.0046044,0.0063025,-0.027106,0.00098075,0.024119,5.168e-05
"M861.166T878.352",0.025441,0.033496,-0.0090956,0.058486,0.011044,-0.016604,0.024355,0.05578,0.0037913,0.02153,0.020133,0.0052852,0.042051,-0.00069725
"M575.895T1049.681",0.020064,-0.0038803,0.0086322,0.0021389,-0.039566,-0.045745,4.5369e-05,-0.04561,-0.013521,-0.0062924,0.016027,-0.022501,-0.0035758,0.0054756
"M531.009T876.272",0.02325,0.0031406,-0.06725,-0.020016,-0.035803,0.010405,0.036425,-0.037962,0.0023343,-0.011621,0.046607,-0.0059894,0.012449,-0.0051391
"M469.171T990.382",0.02153,-0.0013921,0.0067309,-0.016847,0.0034023,-0.0030814,-0.028014,0.0046739,-0.012661,0.0085985,-0.00026793,0.0042823,0.029524,-0.0021885
"M723.112T851.461",0.027184,0.026013,-0.020363,-0.0060102,0.023382,-0.035169,0.016948,0.032241,0.0017056,0.0018528,0.0012552,0.0021475,-0.0076511,0.00013096
"M409.045T138.763",0.022801,-0.012154,0.0014196,-0.0068781,0.010493,-0.0072062,0.017,0.0014376,-0.013083,-0.0056509,0.0011073,0.009723,0.017196,-6.185e-05
"M395.189T761.387",0.023078,0.00073301,0.01176,0.0090706,0.0052189,-0.0090299,0.014645,-0.009078,0.010399,-0.011172,0.0171,0.019359,-0.0080634,0.00011831
"M551.147T89.35",0.022488,-0.025866,0.023375,0.0062079,0.0043433,-0.0092934,0.0057606,0.042587,-0.02031,-0.013076,0.012532,0.029722,0.003582,0.001543
"M343.871T91.064",0.014071,-0.035182,0.036337,0.0024321,-0.0068074,-0.0007975,0.0054855,0.020506,-0.0027004,-0.015264,-0.029129,0.019009,0.0039211,-0.0020407
"M306.936T1813.234",0.02015,-0.012436,0.01687,0.014085,-0.0066672,-0.0066805,0.005364,-0.010317,0.0077095,-0.015961,-0.010377,0.014356,0.0053361,-0.0043918
"M597.186T793.686",0.019939,0.014036,0.0144,0.0048309,0.0031875,0.014129,0.014333,-0.019519,0.017151,0.013864,0.011739,-0.014543,0.013932,0.002215
"M272.216T1223.783",0.020258,-0.011803,0.0038726,0.0098603,-0.0051131,-0.009254,-0.032566,0.073784,0.015882,0.01594,0.062246,0.045788,-3.0167e-05,-7.0421e-05
"M607.169T776.722",0.019587,-0.0089411,0.013661,0.00051799,0.010914,-0.027762,0.013521,0.040667,-0.0040374,0.011876,0.0022677,0.005023,-0.012578,0.00040988
"M472.781T96.335",0.020189,-0.013816,3.5303e-05,0.022896,-0.014027,-0.020739,-0.00049889,-0.019035,-0.011881,0.0012735,0.0042061,0.025722,0.0091201,0.00026034
"M559.728T1193.65",0.024077,0.0010005,0.01664,-0.012012,-0.013039,-0.023414,-0.029693,0.016789,-0.027051,0.036652,-0.012224,0.0069253,-0.038582,0.0020354
"M492.116T194.278",0.023878,0.018473,0.0045166,0.016574,-0.00033168,-0.012322,0.0058712,-0.010023,-0.0047823,0.0046592,-0.001268,0.012991,0.0023842,-0.0013829
"M763.121T89.636",0.020454,-0.015621,-0.0066329,-0.00070635,-0.0083758,-0.0029709,0.011548,-0.02305,0.02711,-0.015157,0.007679,0.01393,0.0067579,0.00032697
"M335.137T198.47",0.023087,0.0069702,0.0056733,-0.003314,-0.014913,-0.0042712,-0.012596,0.0048192,0.0025006,0.010383,-0.0095103,0.0027246,-0.0053773,0.0012274
"M570.167T894.567",0.025521,0.0019282,0.012012,0.0063747,0.018267,-0.0063398,0.017964,0.0094862,-0.0037026,0.0080772,-0.0076072,-0.013061,-0.019211,0.0011126
"M577.892T1677.528",0.019757,-0.032494,0.00010559,-0.021432,0.011725,0.0069849,-0.004738,-0.014037,-0.01415,-0.010609,-0.025073,-0.0057432,0.0068485,-0.00032587
"M661.226T856.483",0.019971,0.029084,-0.013544,-0.017031,0.015402,-0.029445,-0.036732,-0.00079924,0.014827,0.0071481,0.017055,0.031572,-0.025032,-0.0025183
"M593.709T851.665",0.022645,-0.012029,0.0076844,0.011557,-0.005842,-0.03283,0.029661,0.023664,0.014933,-0.0055447,-0.0048334,-0.0063367,0.019134,0.00073845
"M239.129T1031.518",0.023221,-0.018715,-0.0043122,-0.0054945,-0.030272,0.0051932,0.00080806,-0.030393,0.016848,0.042734,0.017002,0.011027,0.0085879,-0.001703
"M431.506T794.717",0.024349,-0.001601,0.0083742,0.0015878,-0.019867,-0.027846,-0.011335,-0.0027812,-2.8424e-05,0.015426,-0.024077,0.0018136,0.0071182,0.00079133
"M751.34T927.282",0.027281,-0.0077293,0.0055682,-0.023769,-0.0092749,0.01973,-0.0087464,0.024014,0.022731,0.0033377,0.0081407,-0.0031868,0.012734,-0.00096919
"M561.651T1179.172",0.015125,0.034977,0.0095326,0.053706,0.054254,-0.035474,0.023308,-0.021581,0.0043899,-0.021491,-0.09807,-0.050094,0.10786,-0.0052023
"M619.104T906.909",0.021749,0.018487,0.0072052,-0.025821,-0.040603,-5.4541e-05,-0.0052751,0.0028229,0.019014,0.0039484,0.0041413,-0.0055515,0.0060999,-0.0015612
"M433.624T805.348",0.022363,0.0085245,0.013232,0.032144,-0.014473,-0.011082,0.0013959,-0.0028596,0.023561,0.002936,0.00068232,0.024591,0.0077624,-0.0023852
"M727.414T1292.189",0.016987,-0.01113,0.013414,0.013206,0.02435,0.0224,0.0017225,-0.01341,-0.0097072,0.011829,-0.02304,-0.00077843,0.0032743,-0.00021064
"M465.141T849.089",0.020585,0.015404,0.023925,0.03103,-0.013495,-0.012152,0.023752,0.017068,-0.0064112,0.018239,-0.0075752,-0.015105,-0.017317,-0.0013978
"M954.676T1175.377",0.017232,-0.020849,0.0022111,-0.07334,0.032887,-0.0072577,0.022999,-0.032049,0.048715,-0.057858,-0.032128,-0.033979,0.019267,0.002276
"M471.117T721.976",0.022017,0.023768,-0.00095206,0.0040777,0.019551,-0.006274,0.025339,0.014242,-0.028233,-0.019577,0.010596,0.084992,-0.1038,-0.0026462
"M673.081T89.605",0.017562,-0.037322,-0.0085366,0.020152,-0.013646,0.0044983,-0.01638,8.6733e-06,-0.0007964,-0.0044435,0.0043786,0.027763,0.0023643,0.0015169
"M367.247T1305.804",0.014037,-0.013757,0.021309,0.031845,-0.008643,-0.018405,0.025062,0.020188,-0.023982,-0.034881,0.057833,-0.08036,-0.05874,0.0018133
"M465.104T862.717",0.019218,0.032503,-0.0056728,-0.00065076,-0.0093657,0.0077257,-0.013469,0.037233,0.033503,0.007804,-0.027342,-0.024009,-0.0077915,0.0012071
"M415.167T872.593",0.025884,0.014092,0.0072258,-7.8269e-05,0.022718,-0.01631,-0.0025135,-0.025948,-0.019108,0.00025884,0.019431,0.043057,-0.024128,-0.0012155
"M676.835T65.732",0.018699,-0.002045,0.02037,-0.025034,-0.0091721,-0.015794,-0.021384,-0.0040852,0.0089703,0.017348,0.022169,0.0013287,-0.00018358,0.0015293
"M351.13T801.057",0.025056,0.014158,0.00028395,-0.00098283,0.010366,0.017065,0.017023,0.024711,0.028149,0.015588,0.015267,-0.0092002,0.021673,-8.9149e-05
"M615.901T66.977",-0.017108,0.05204,0.039635,-0.0070046,-0.037245,-0.025983,-0.013112,0.0044422,0.019269,-0.026506,-0.018418,0.0086725,0.015041,0.0017509
"M1192.953T904.029",0.024547,0.015913,0.0002867,-0.012863,-0.032492,-0.0049444,-0.0073674,-0.011039,0.037537,0.0033533,-0.0043294,0.0046224,0.0034176,7.6435e-05
"M361.323T326.759",0.021654,-0.014993,-0.0004903,-0.022292,0.014028,-5.664e-05,0.0060763,0.0019306,0.0056932,0.021475,0.0096255,0.068197,-0.047958,0.0015355
"M661.142T919.275",0.025779,0.025181,-0.020075,-0.043396,-0.070079,0.040162,0.021219,0.019118,-0.01371,-0.014126,0.0066885,0.028788,0.0021571,-0.0039119
"M1129.063T893.528",0.034509,0.012345,0.032663,-0.016921,-0.0077895,0.011839,-0.033458,-0.044954,-0.044826,0.019473,0.027168,-0.0032598,-0.018926,0.008824
"M610.812T69.546",0.012749,-0.0086598,0.013916,-0.020428,0.0024048,-0.0073851,-0.010463,-0.00033487,0.0051677,0.052872,0.0070263,-0.02148,-0.0046147,-0.0003879
"M445.135T747.805",0.021743,0.0025881,0.014028,-0.00029404,-0.0076735,-0.01621,0.014424,0.029111,-0.0059235,-0.0074031,0.017347,-0.019117,-0.001101,0.00098232
"M873.334T1049.155",0.025197,0.029871,-0.024059,0.057363,-0.0031646,0.018713,-0.0068836,0.0089051,0.019217,0.032079,-0.017295,-0.02766,0.04622,-0.00041585
"M271.07T418.897",0.026217,0.00050267,-0.039817,-0.033926,-0.016692,0.0088153,0.022355,-0.038411,-0.015428,0.0056968,-0.024221,0.014455,0.0071338,0.00034162
"M649.307T1120.24",0.024634,-0.0098098,0.0039098,-0.015901,0.0066408,-0.0054159,0.00038133,0.0089809,-0.0061729,0.0033275,-0.0023947,0.0027279,0.0066751,-0.00084768
