"","X16.C9.3.neg","X19.C9.2.neg","X21.C9.4.neg","X45.C9.1.neg","X13.D9.4.neg","X20.D9.1.neg","X49.D9.2.neg","X48.D9.3.neg","X26.F9.1.neg","X36.F9.3.neg","X14.X9.2.neg","X23.X9.1.neg","X27.X9.3.neg","X40.X9.4.neg"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas"
"M354.305T750.63"," 0.7478644"," 0.5674239","-0.8839588"," 0.6561140","-0.9068267"," 1.3938122","-1.1085300","-1.2967017"," 0.7020407"," 0.4116047"," 0.2258117"," 0.4456768","-1.1006885"," 0.1463573"
"M593.857T757.673","-0.15095408","-0.11434544"," 0.35770835","-0.45078879","-0.63082128"," 1.03850115","-0.59479181","-0.38919399","-0.06650869"," 1.12897999","-0.38417730"," 0.34359742","-0.12379626"," 0.03659073"
"M569.35T895.921","-0.46155756","-0.85483642"," 0.29926287"," 0.19838993","-0.13984640"," 1.38450758","-0.01060203","-0.51097691","-0.13166023"," 0.98436816","-0.59735640"," 0.40785035","-0.63493065"," 0.06738772"
"M423.224T921.021","-0.1401941","-0.4162222","-0.3666696","-0.0514470"," 0.1153623"," 1.2842617","-0.2983644","-0.6774122","-0.3396546"," 0.5682527","-0.2703662"," 0.5448365","-0.2903499"," 0.3379671"
"M325.2T1323.486","-0.25757414","-0.19061255","-0.09461218","-0.08459366","-0.27905650"," 1.39352289","-0.15828009","-0.60207706","-0.22802057"," 0.81828885","-0.46825872"," 0.37192903","-0.32002805"," 0.09937276"
"M417.058T1084.972"," 0.63330006"," 0.13891477"," 0.21014292"," 0.72920289"," 0.06476782"," 1.18765258","-2.07741751","-0.68213194","-0.49622494","-1.37064472"," 0.04343626"," 0.31762079"," 0.59889994"," 0.70248108"
"M269.103T792.774","-0.1623968","-0.6905508"," 0.2926896","-1.4603622"," 0.3275987"," 1.3398707"," 0.1091671","-0.8208756"," 0.1654297"," 0.6779107","-0.6503044"," 0.8117152","-0.4144852"," 0.4745932"
"M637.025T106.841","-0.282293282","-0.953361470","-0.140677579","-0.002518142"," 0.004141241"," 1.488512024","-0.438197537","-0.332960214"," 0.026786309"," 0.716185125","-0.449908620"," 0.457252993","-0.282849692"," 0.189888844"
"M696.291T1183.733","-0.09255463","-0.74116168"," 0.14916798","-0.14332955","-0.25429271"," 1.25652032","-0.22005961","-0.28483778","-0.27397269"," 0.80979830","-0.57418839"," 0.56759824","-0.13328365","-0.06540414"
"M334.932T113.331","-0.24720311","-0.46243172"," 0.11647111","-0.25106265","-0.10487393"," 1.23251044","-0.09094492","-0.45476147","-0.41563699"," 0.73081801","-0.44662516"," 0.46022846","-0.18491794"," 0.11842986"
"M433.784T801.352","-0.09593628","-0.79521319","-0.19660286","-0.39295501"," 0.08902856"," 1.31172735","-0.19564660","-0.18133803","-0.07185767"," 0.55126517","-0.57259875"," 0.80591591","-0.50656350"," 0.25077491"
"M1197.053T906.963","-0.27873229","-2.14007059"," 0.91270581"," 0.46854476"," 0.28412994","-1.06297719"," 0.12734842"," 0.13528261","-0.52367979"," 0.83725061","-0.08237883"," 0.71700175"," 0.10569405"," 0.49988073"
"M1048.557T894.929","-0.42266470","-0.77776629"," 0.38841769"," 0.10549537","-0.28956973"," 1.43729841","-0.03618885","-0.53102124","-0.23854849"," 0.64684709","-0.56076881"," 0.71229642","-0.50884438"," 0.07501752"
"M1029.626T1193.853"," 0.01667594","-0.12257250","-0.06817462","-0.02908977"," 0.21328511"," 0.92490051"," 0.05748190","-0.95674646","-0.92680401"," 1.04912583","-0.29392923"," 0.27297950","-0.37801942"," 0.24088723"
"M295.104T156.471","-0.21327699","-0.62811287"," 0.21965216","-0.03016727"," 0.03241416"," 1.24990766","-0.15012476","-0.38193035","-0.47181402"," 0.86938193","-0.42765647"," 0.28620864","-0.42730555"," 0.07282374"
"M709.191T748.676","-0.16534388","-0.57123463"," 0.81968989"," 0.39912057","-0.85606971"," 0.65921590"," 0.33149920","-0.37158490","-0.00655468"," 1.05057064","-0.30554438","-0.03063819","-0.90382389","-0.04930194"
"M692.265T869.57"," 0.009593632","-1.924173695","-0.009222319","-0.323933691"," 0.247272334"," 1.511606641","-0.131812255","-0.169189984","-0.032891849"," 0.495716601"," 0.022759452"," 0.181640008","-0.231669736"," 0.354304860"
"M354.093T750.969","-0.17168231","-0.50026662"," 0.44657218"," 0.42247478","-0.66355776"," 0.93328978"," 0.19695133","-0.70446881"," 0.07795279"," 1.05982183","-0.27973029"," 0.05425098","-0.92265771"," 0.05104983"
"M339.098T806.181"," 0.26242071"," 0.20379788"," 0.37698258"," 0.17932293","-0.05783262"," 1.37790532"," 0.31486517"," 0.03523471"," 0.12384435"," 0.69352649","-1.48793966"," 0.64313165","-1.45673038","-1.20852913"
"M377.472T1369.598","-0.03758387"," 0.18972328","-0.28509821"," 0.45765846"," 0.49630416"," 1.00023487"," 0.07301342","-1.06007076","-0.59026873"," 0.98741056","-0.23875152","-0.18654345","-0.16803083","-0.63799737"
"M398.263T1317.762","-0.08711082","-0.34801176"," 0.69072388","-0.25139164","-0.29090858"," 1.07623649","-0.15146637","-0.49217302","-0.30203356"," 0.81698712","-0.41133921"," 0.59757171","-0.40125986","-0.44582440"
"M1095.152T896.897"," 0.01075672","-0.52170963"," 1.13608230"," 0.15098430"," 0.48315238"," 1.58689500","-0.65564943","-0.97910989"," 0.28797554","-1.52757991","-0.39169663"," 0.86919687","-0.67186130"," 0.22256368"
"M278.88T96.95","-0.45811212","-0.83803092"," 0.09373243","-0.94563984","-0.53305124"," 0.41538653"," 0.58825891","-0.11417752","-0.09485199"," 0.20936773"," 0.19674848"," 1.24252663","-0.54619130"," 0.78403423"
"M309.206T1205.9","-0.130801324","-0.711138306"," 0.001847808"," 0.237189672"," 0.216679470"," 1.316098670","-0.593245872","-0.500703368","-0.510211182"," 0.503023755"," 0.045939458"," 0.270972083","-0.608665247"," 0.463014383"
"M623.347T1299.275","-0.2725213","-0.8740495","-0.3745762"," 0.1325541"," 0.4473107"," 1.2618439","-0.1012495","-0.7197679","-0.2042893"," 0.7627327"," 0.1428885","-0.0830504","-0.2384789"," 0.1206531"
"M1351.748T1120.178","-1.5952451","-0.2779558"," 0.6083150","-0.5713536"," 0.3662186"," 1.1361642","-0.3333985","-0.7088751","-0.2125531"," 1.4882606","-0.3104041","-0.3541212"," 0.1324047"," 0.6325434"
"M807.166T938.699"," 0.007790161","-1.867559062","-0.148661635","-0.493622890"," 0.344663980"," 0.313487642","-0.257250389","-0.401527391"," 0.166939466"," 0.535762297"," 0.302526439"," 0.635874834"," 0.178677156"," 0.682899392"
"M653.828T318.352","-0.034286786","-1.686875435"," 0.072909580"," 0.016873118"," 0.128832913"," 1.107648840","-0.185957614","-0.280720394","-0.001191488"," 0.721554950","-0.199394296"," 0.425748248","-0.237254680"," 0.152113044"
"M1103.415T879.391","-0.279964363","-1.861733184","-0.149234226","-0.486002997"," 0.217038269"," 0.789965738","-0.329847744"," 0.104407636","-0.005037617"," 0.621650107","-0.160859219"," 0.763146149"," 0.159151379"," 0.617320071"
"M997.975T1403.846","-0.047407783","-0.298816224","-0.216098477","-0.164782375"," 0.009669083"," 1.351107945","-0.173421622","-0.492890947","-0.532966516"," 0.440631163","-0.333464585"," 0.606306006","-0.318639246"," 0.170773576"
"M355.571T782.72","-0.17477601","-0.72179537"," 0.26622914","-1.54034651"," 0.18941220"," 1.28831674"," 0.02096231"," 0.24975242","-0.17838182"," 0.59325612"," 0.02178908","-0.03984739","-0.27169065"," 0.29711972"
"M399.202T993.604","-0.114120462","-1.731084519","-0.384307126","-0.309279242","-0.003635599"," 0.459191614"," 0.452547113","-0.307343832"," 0.289919854"," 0.770713539","-0.349415654"," 1.045048866","-0.150748782"," 0.332514228"
"M1455.479T315.262"," 0.19831587","-2.52861166"," 0.33689714","-0.65746564"," 0.52123738"," 0.57501499"," 0.57753348"," 0.51180067"," 0.32033413"," 0.18401580","-0.28736197"," 0.60101755"," 0.01308826","-0.36581600"
"M633.572T315.643","-0.02653581","-2.13434999"," 0.36698315"," 0.13019328"," 0.36024712"," 0.96931991","-0.04781977","-0.17262648"," 0.17761091"," 0.59132041","-0.55334202"," 0.54909870","-0.09997156","-0.11012784"
"M1039.403T917.165","-0.351853121","-1.887311227","-0.132789685","-0.514850799"," 0.227325170"," 1.263120928","-0.293291183"," 0.025364997","-0.005133677"," 0.607247868","-0.008803032"," 0.525127248"," 0.126328025"," 0.419518488"
"M349.186T846.471","-0.07358897","-0.85726700"," 0.51579726","-0.30831315","-0.23646821"," 0.92360991","-0.66258264","-0.86263147"," 0.04781765"," 0.31172225","-0.24944619"," 0.87979566"," 0.28443688"," 0.28711804"
"M1037.324T316.098"," 0.081418919","-2.960497518"," 0.264430127","-0.022534486"," 0.281377197"," 0.854964172"," 0.142952904","-0.013114007"," 0.192897338"," 0.552675602","-0.080120124"," 0.514118652"," 0.006617818"," 0.184813405"
"M609.264T1288.916","-0.19676336","-0.23391775","-0.12854759"," 0.20113831"," 0.61027732"," 1.19489390","-0.08772522","-1.23862705","-0.43781553"," 0.13866875"," 0.34771642","-0.06373533","-0.20826254"," 0.10269968"
"M509.218T928.864","-0.007361973","-0.843028978","-0.195221346","-0.306237369"," 0.338662797"," 1.213803967","-0.458939334","-0.186334784","-0.214093520"," 0.771781287","-0.257687589"," 0.486444650","-0.331160631","-0.010627178"
"M1308.415T315.705"," 0.01718759","-2.64688220"," 0.29316851","-0.17565576"," 0.32612229"," 0.69250306"," 0.31251972"," 0.25348200"," 0.23250508"," 0.39645052","-0.41785405"," 0.53862358"," 0.07319245"," 0.10463719"
"M353.461T751.667","-0.2138964","-0.3609992"," 0.2098416"," 0.3705466","-0.3309572"," 1.1656367","-0.3565606","-1.0335858"," 0.2085435"," 1.0971472","-0.1476348"," 0.2128533","-1.0968540"," 0.2759191"
"M1048.594T1092.833","-0.26937745","-1.08156313"," 0.32147067"," 0.13291314"," 0.20877257"," 1.33273451","-0.56072898","-0.22873758","-0.09850294","-0.07412212","-0.46632760"," 0.92875454","-0.40527855"," 0.25999292"
"M311.186T1077.614"," 0.28448024","-0.01520776","-0.28737378"," 0.30773559"," 0.11348771"," 1.04895488","-0.29776000","-1.18777488","-0.30177073"," 0.48934449"," 0.23276384","-0.21935883","-0.45071122"," 0.28319046"
"M969.321T316.442"," 0.1134053","-2.7016913"," 0.2559160","-0.1651383","-0.0500288"," 0.8203019"," 0.2830705"," 0.1866020"," 0.2229485"," 0.4506841","-0.1328128"," 0.5879435","-0.0161551"," 0.1449545"
"M1142.614T1193.858"," 0.24666174","-0.33132148","-0.00272578","-0.25195442"," 0.06004087"," 0.95684994","-0.11218709","-0.50343595","-1.00046926"," 1.03080578","-0.50084503"," 0.46353761","-0.30714649"," 0.25218956"
"M333.083T110.42","-0.37478428","-0.56337047"," 0.19977920","-0.03136366"," 0.70979879"," 1.12223560","-0.23900083"," 0.10995315","-0.37396728"," 0.88967053","-0.82403331"," 0.24455365","-0.48615116","-0.38331995"
"M1285.448T316.362"," 0.08736165","-2.75815083"," 0.23533566","-0.31336578"," 0.40245028"," 0.65622318"," 0.38961556"," 0.39640012"," 0.27351676"," 0.28303284","-0.11981790"," 0.57852800","-0.09383023","-0.01729931"
"M813.108T834.298","-0.01744332","-1.66742057"," 0.07796986","-0.81661348"," 0.06932523"," 1.06188646","-0.02128078"," 0.07661091","-0.29798578"," 1.07090769","-0.10287183"," 0.04626552"," 0.19216034"," 0.32848976"
"M1063.398T908.83","-0.29630081","-2.04022656","-0.07684546","-0.47275183"," 0.07143237"," 0.48792745","-0.45973981","-0.09112342"," 0.27728372"," 0.66187757","-0.11765119"," 0.72673967"," 0.49766332"," 0.83171498"
"M969.813T316.499"," 0.13891933","-2.35857160"," 0.17228788","-0.13808126"," 0.27567937"," 1.01472797"," 0.27320392"," 0.17231497"," 0.02300522"," 0.47389836","-0.24600661"," 0.50079246"," 0.02966148","-0.33183149"
"M791.126T833.266"," 0.402367039","-1.851748260","-0.038092226","-0.597271803","-0.057429088"," 0.972485270"," 0.391902996","-0.335177344","-0.360727139"," 0.943319968"," 0.036280659"," 0.436965287","-0.002710932"," 0.059835574"
"M1192.252T906.01","-0.1386683","-1.0821816"," 0.7704656","-1.8170063"," 0.6926771","-0.8563683","-0.6299017"," 0.2588211"," 0.2175614"," 0.8612549"," 0.3966264"," 0.7967710"," 0.1044744"," 0.4254743"
"M361.512T316.902","-0.15459050","-1.29204128"," 0.22172720","-0.14103252"," 0.19491692"," 1.21673013","-0.05691202","-0.79973619"," 0.03802457"," 0.62230578","-0.40997066"," 0.44712340","-0.02123733"," 0.13469249"
"M459.959T106.348","-0.53648539","-0.70353956","-0.12742675"," 0.35525744","-0.22530493"," 1.47334559","-0.40869563","-0.06624842","-0.07165383"," 0.55946334","-0.23961529"," 0.09733812","-0.22341538"," 0.11698069"
"M485.178T783.442","-0.32854776","-0.67069775"," 0.20668544","-0.71665247"," 0.07667726"," 0.95520860","-0.39343959"," 0.14260298","-0.03437746"," 0.69684797","-0.24506378"," 0.17861298","-0.61721294"," 0.74935653"
"M449.205T834.832","-0.24327705","-1.49488006"," 0.22146389","-0.37735970"," 0.22756765"," 1.23811543"," 0.04015718","-0.35002063","-0.28640950"," 0.67050633","-0.19628057"," 0.57976542","-0.32743470"," 0.29808630"
"M371.133T805.134","-0.212917591","-0.960306198","-0.343384747","-0.707604866"," 0.215379772"," 1.151601053"," 0.209367857","-0.056823157"," 0.006317849"," 0.755419127","-0.327919871"," 0.708043072","-0.510043875"," 0.072871575"
"M254.892T96.705"," 0.5812204"," 0.4143015"," 0.6301913"," 0.3714213"," 0.4717001"," 1.1431813","-1.2870375","-1.4577493"," 0.8594156"," 1.0382292","-1.3069125","-0.8788880"," 0.4861911","-1.0652644"
"M439.083T756.683","-0.28785898","-0.98369476","-0.18549814","-0.42212030"," 0.65502039"," 1.21243263","-0.34102929","-0.21510595","-0.15659951"," 0.56161252","-0.36820428"," 0.28932781","-0.04075313"," 0.28247099"
"M985.784T316.247"," 0.14842268","-2.65034027"," 0.28552565","-0.14047258"," 0.37422585"," 0.78998642"," 0.06971442"," 0.15891702"," 0.11909096"," 0.53481716","-0.15026390"," 0.52204235","-0.08225366"," 0.02058790"
"M479.19T902.518","-0.10123329","-0.93958636","-0.01089285","-0.12146432"," 0.08612242"," 0.75998927","-0.26233452","-0.09912905","-0.24000059"," 0.85245036","-0.35390372"," 0.70838728","-0.53255507"," 0.25415042"
"M970.599T316.501"," 0.15062047","-2.05718875","-0.01888393"," 0.13189683"," 0.38454554"," 1.10696342","-0.41312385","-0.72364775"," 0.39848324"," 0.59346166","-0.11704901"," 0.32316932"," 0.01811457"," 0.22263825"
"M413.081T316.361"," 0.05559286","-1.15128237","-0.47561145","-0.07616471"," 0.14797252"," 1.38006188"," 0.05085037","-0.27062044"," 0.08048672"," 0.58546169","-0.18837312"," 0.21393965","-0.32478871","-0.02752489"
"M417.177T763.775"," 0.1862856","-0.6263026"," 0.4035766"," 0.1738456","-1.9730922"," 1.0788172"," 0.3400934"," 0.2968184"," 0.3546300"," 0.7606250","-1.3637575","-0.3416494"," 0.1717364"," 0.5383735"
"M609.707T835.895"," 0.2998527","-0.6633316"," 0.5148103","-0.3206657"," 0.2379700"," 1.3109771"," 0.6799157","-0.4675922","-1.2463651"," 0.9533169","-0.0487986","-0.2318102","-0.7342707","-0.2840085"
"M633.892T311.985","-0.15310076","-2.28061420"," 0.11824699","-0.18596990"," 0.22314926"," 0.86668764"," 0.15924419","-0.15992999"," 0.15176943"," 0.51976434","-0.10395621"," 0.69608312"," 0.02674395"," 0.12188215"
"M225.002T107.866","-0.36297848","-0.31400039","-0.12755760"," 0.02259884","-0.07803635"," 1.31038091","-0.12408451","-0.39240468","-0.14603634"," 0.85388004","-0.38847862"," 0.16503257","-0.51196758"," 0.09365220"
"M593.465T757.874","-0.08843389","-0.19410737"," 0.28284893","-0.44463652","-1.00405445"," 1.04739253","-0.96651517","-0.10989870"," 0.41017917"," 0.72662565","-0.04172266"," 0.39925744","-0.27861180"," 0.26167685"
"M370.139T1432.103","-0.37267116","-0.15100938","-0.21507498"," 0.01782229"," 0.45259981"," 0.90870924","-0.31207711","-1.43177921","-0.38419783"," 1.15494690"," 0.19472443","-0.01564018","-0.47540431"," 0.62905151"
"M547.145T895.878","-0.59986508","-1.37014928"," 0.55855751"," 0.14892992"," 0.08151847"," 1.18992575","-0.11637861","-0.40965284","-0.45181072"," 0.72442787","-0.35184942"," 0.86454252","-0.39392416"," 0.12572806"
"M947.485T901.595","-0.4010082","-0.8351173"," 0.6167080","-0.8042417","-0.2628494"," 0.4230963","-0.2933743","-0.1382182","-0.1702523"," 0.6423927","-0.2677204"," 0.7847971"," 0.3105528"," 0.3952348"
"M1013.864T1245.344","-0.30409820","-0.43987104"," 0.09915291"," 0.34424151","-0.57267666"," 1.46338780","-0.06820263","-0.59757873","-0.15937735"," 0.46355694","-0.21525204"," 0.40229695","-0.47063880"," 0.05505934"
"M377.623T1368.205","-0.20704289"," 0.09625236","-0.21592916"," 0.17030439"," 0.29746381"," 1.19559205","-0.11396072","-1.27699580","-0.55467554"," 1.04511169"," 0.04718150","-0.28209067","-0.44507237"," 0.24386136"
"M399.165T851.906","-0.31463842","-1.26768117"," 0.03967187","-0.22973983","-0.14633676"," 1.24677155","-0.17829167","-0.18027554"," 0.20097257"," 0.36098909","-0.31865774"," 0.73417291","-0.29820790"," 0.35125105"
"M895.304T938.238"," 0.005100627","-2.659697757"," 0.021666922","-0.254270964"," 0.241203449"," 0.640839778","-0.278777357"," 0.018806889"," 0.459871723"," 0.622997271"," 0.105723018"," 0.221983212"," 0.109038302"," 0.745514889"
"M1013.474T983.582","-0.092927387","-2.893361281","-0.020260080","-0.474048737"," 0.110709739"," 1.178074839"," 0.021980198"," 0.018418802"," 0.356709559"," 0.548530985"," 0.055406713"," 0.861959942","-0.009970313"," 0.338777022"
"M445.18T1125.961","-0.19534566","-0.47966640","-0.21626063"," 0.04808337","-0.02271334"," 1.45374066","-0.72089782","-0.65866809","-0.16305934"," 0.81187551"," 0.08752020"," 0.02614278","-0.22596817"," 0.25521690"
"M753.188T948.401","-0.27418805","-0.44300649"," 0.02780764"," 0.44958740","-0.37387327"," 1.45238601"," 0.04702532","-0.75450553","-0.48269293"," 0.26264809","-0.37685006"," 0.41310680","-0.11789572"," 0.17045079"
"M455.081T744.378","-0.21228049","-1.00559261","-0.45981856"," 0.15178952","-0.31328786"," 1.00077606","-0.21474106","-0.33384083","-0.17663991"," 0.81503996","-0.08841310"," 0.35053245"," 0.03945792"," 0.44701850"
"M1455.98T315.74"," 0.26067233","-2.47413855"," 0.40297113","-0.56244119"," 0.58790325"," 0.52483591"," 0.47066050"," 0.47151777"," 0.31284522"," 0.02977479","-0.29431683"," 0.65050959","-0.06225992","-0.31853399"
"M430.136T769.014","-0.31950027","-2.14670120"," 0.30640638","-0.52601531","-0.05472811"," 1.13233773","-0.31395937"," 0.58670912"," 0.18602812"," 0.27813010","-0.22293379"," 1.02796432","-0.31130097"," 0.37756324"
"M590.274T907.848","-0.7627504","-0.2954521"," 0.2219844","-0.1137439","-0.1124631"," 0.7304396","-0.5788610","-0.6734683"," 0.2688807"," 0.9569652","-0.5814921"," 0.2561486"," 0.1394659"," 0.5443464"
"M353.181T807.324"," 0.15161608","-1.00786595"," 0.29303583","-0.26881407","-0.08531951"," 1.14145052","-0.42544021","-0.25473771","-0.01463672"," 0.50441573","-0.63135597"," 0.73979913","-0.11249280","-0.02965436"
"M456.925T66.979"," 0.12720314","-0.35504942"," 0.39494414","-0.40696537"," 0.06742635"," 0.97693195","-0.17815859","-0.24597268"," 0.18306357"," 0.09843163","-0.46304088"," 0.35725287","-0.60081507"," 0.04474835"
"M630.668T315.279"," 0.17190617","-2.62342872"," 0.07529941","-0.15424198"," 0.08880547"," 0.76368359"," 0.18825584"," 0.02512098"," 0.23122259"," 0.58717022","-0.16855735"," 0.63973993","-0.02057533"," 0.19559917"
"M485.127T895.658","-0.42005511","-0.79338665"," 0.69060739","-0.03945788","-0.35740322"," 1.45312895","-0.27456006","-0.68714437"," 0.14591676"," 0.65402642","-0.50914021"," 0.33584328","-0.47162633"," 0.27325103"
"M419.115T799.29","-0.38101367","-0.91273106"," 0.31492799","-0.18995314","-0.14012577"," 1.29515322","-0.02598141","-0.14454512","-0.55525346"," 0.68946228","-0.63342093"," 0.57013222"," 0.08645617"," 0.02689270"
"M1071.041T895.445","-0.39392972","-1.12769298"," 0.65886680"," 0.67244096","-0.04132574"," 1.43143018"," 0.30057967","-1.34879843","-0.24946112"," 0.71336020","-0.66402866"," 0.56013690","-0.46877983","-0.04279825"
"M371.1T817.997","-0.48666207","-0.52305944"," 0.20278089","-0.56885648"," 0.12483348"," 1.32682825","-0.12396971","-0.09683740"," 0.05401774","-0.04547912","-0.27537261"," 0.62997841","-0.40620293"," 0.18800099"
"M698.988T986.183","-0.26338224","-0.23392801"," 0.52567740","-0.62244747","-0.05973368"," 1.59355156","-0.40418638"," 0.05103066","-0.21167559"," 0.73234835","-0.29127507","-0.14097920","-0.24570248","-0.42929785"
"M139.002T112.479","-0.26311379","-0.76755926"," 0.12276813","-0.06322822"," 0.02988081"," 1.26032592","-0.13563762","-0.47095969","-0.13558220"," 0.62522545","-0.34530921"," 0.35495362","-0.18957793","-0.02218601"
