"","X16.C9.3.neg","X19.C9.2.neg","X21.C9.4.neg","X45.C9.1.neg","X13.D9.4.neg","X20.D9.1.neg","X49.D9.2.neg","X48.D9.3.neg","X26.F9.1.neg","X36.F9.3.neg","X14.X9.2.neg","X23.X9.1.neg","X27.X9.3.neg","X40.X9.4.neg"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas"
"M857.35T1122.035","-0.94132083","-0.47504223"," 0.38481688","-0.25101743"," 0.14242866"," 0.92910368","-0.39332133","-0.70698575","-0.08053197"," 1.20579353","-0.26060863"," 0.14956344","-0.11269751"," 0.40981948"
"M497.043T88.687"," 0.34340963","-1.03798422","-2.30819234","-0.16719708"," 0.08412701"," 1.04458562"," 0.43433986"," 0.15254326"," 0.02813275"," 0.80261614","-0.11006354"," 0.10119321"," 0.06732137"," 0.56516834"
"M559.791T1181.622","-1.129904693","-1.123782234"," 0.072343542"," 0.393796064"," 0.136145528"," 1.484958204","-0.007318665","-1.715709883"," 0.648678327"," 1.042726362"," 0.397987326","-0.643415813"," 0.215268395"," 0.228227540"
"M1331.507T909.803","-0.55490942","-0.49807708"," 0.16403043","-0.15200696"," 0.11316544"," 0.89380201","-0.62920712","-0.48356671"," 0.07974856"," 0.83473326","-0.35247933"," 0.34242741","-0.18787455"," 0.43021405"
"M405.098T1082.014"," 0.25412131","-0.33624578"," 0.10538246"," 0.85313224","-0.14707875"," 0.83849966","-0.85857302","-0.48991167"," 0.17620704","-1.51853609","-0.12929954"," 0.72650399"," 0.08223555"," 0.44356259"
"M507.209T930.4"," 0.02249566","-0.80042379","-0.45413206","-0.42085761"," 0.60462730"," 1.33315649","-0.64859441","-0.16263568","-0.53421737"," 0.80899587","-0.19448480"," 0.83258282","-0.45654688"," 0.07003447"
"M238.892T97.993","-0.11172471","-0.49839083","-0.01463205","-0.30675128","-0.12433541"," 1.34956681"," 0.05516790","-0.61779932","-0.12554287"," 0.73812809","-0.33577858"," 0.18451127","-0.15596608","-0.03645294"
"M1143.426T942.716","-0.03982034","-1.86989205"," 0.21051024","-0.27126920"," 0.46153195"," 0.92672669","-0.42496175","-0.37868342"," 0.16938006"," 0.29132005","-0.27957535"," 0.25552754"," 0.23947175"," 0.70973385"
"M476.417T1177.093","-1.346978098","-0.293785166"," 0.002066645","-0.040028254"," 0.612114479"," 0.284962769"," 0.363933473","-0.022040555","-0.968309760"," 0.904244705","-0.533855980"," 0.139731805"," 0.129133367"," 0.768810571"
"M387.02T108.554","-0.374854553","-0.784885535"," 0.149984688","-0.087204511"," 0.004324874"," 1.304782999"," 0.079309220","-0.337994397","-0.096859823"," 1.138087972","-0.667116190"," 0.099140397","-0.397178090","-0.029537051"
"M711.218T782.65","-0.017851869","-1.204637870","-0.235104505","-0.870794843"," 0.348159810"," 0.894557350","-0.185741699"," 0.546238586","-0.285588190"," 0.895214570"," 0.225143630"," 0.005095282","-0.417086018"," 0.302395766"
"M890.319T900.562","-0.12178600","-2.40703948","-0.17531783","-0.44167978"," 0.51289008"," 0.51355864","-0.26676850"," 0.13919744"," 0.27020087"," 0.73054102"," 0.26267270"," 0.41021346"," 0.03511364"," 0.53820373"
"M1007.203T89.251","-0.11020407","-0.11502251","-0.40724575"," 0.46826609"," 0.02512069"," 1.55781793","-0.28469281","-0.06666786","-0.27032485"," 0.92411894","-0.22967462","-0.56541054","-0.73028697","-0.19579367"
"M431.156T735.48","-0.24183835","-0.83849861"," 0.63214740","-0.14439927","-0.33499055"," 1.14207581","-0.77500766","-0.16761435","-0.51962841"," 1.04253751","-0.13848178"," 0.46979440","-0.13550453"," 0.00940839"
"M688.854T66.858"," 0.3141373","-0.8041925"," 0.8474655","-0.6121458","-0.1808507"," 0.5631269","-0.2977963"," 0.6280598"," 0.3362188","-0.7796582","-0.5484598"," 1.2283084","-0.5520816","-0.1421318"
"M443.058T752.856","-0.378965530","-0.682274259"," 0.131568150"," 0.294571641","-0.005101413"," 0.913378392"," 0.258133234","-0.175036338","-0.194836968"," 1.034652687","-0.378795263"," 0.163202441","-0.877273579","-0.103223194"
"M1129.441T885.407","-0.285955568","-2.031661210"," 0.321240677","-0.086549125","-0.120965331"," 0.867272883","-0.005484671","-0.152886337"," 0.177928338"," 0.867736834","-0.675421458"," 0.558616526"," 0.162046284"," 0.404082158"
"M389.199T1191.076","-0.35670984","-0.39319461","-0.15587039"," 0.26888079"," 0.17174664"," 1.31922991","-0.30360440","-0.79016567","-0.50429160"," 0.99823550","-0.05029760","-0.02671531","-0.33322691"," 0.15598349"
"M471.173T770.868","-0.47204863","-0.13571214"," 0.21257469","-0.10108153"," 0.23006560"," 0.88327712","-0.04900468","-0.43269384","-0.40272693"," 0.75361456","-0.14986289","-0.15724952","-0.66248286"," 0.48333104"
"M487.282T1221.234","-0.22581962","-0.40966269"," 0.09308354"," 0.11948885"," 0.43112122"," 1.13743519","-0.12142224","-1.19173318","-0.21368850"," 1.14556121","-0.33240658","-0.25266271","-0.26783938"," 0.08854488"
"M869.171T823.716","-0.04031464","-1.01045103"," 0.18806853","-0.96219348","-0.23115808"," 0.94485566"," 0.16492410"," 0.07442996"," 0.11268826"," 1.01830113","-0.30030519"," 0.35895793","-0.09660907","-0.22119409"
"M964.359T921.966"," 0.3570766","-0.7881027"," 0.1234802","-0.1833373"," 0.4944578"," 1.7520971","-0.1683886","-0.5679128","-1.5323304"," 0.7891484"," 0.3690981"," 0.9312862","-0.1805839","-1.3959889"
"M325.202T982.74","-1.28027632","-0.30117503","-0.35118015","-0.08614446"," 0.35982316"," 1.71750813","-0.45478213","-0.47063657","-0.25436897"," 0.68345856"," 0.18350196"," 0.20764716","-0.39207956"," 0.43870422"
"M461.897T66.291"," 0.54784708","-0.22774303","-0.18004399","-0.10078563","-0.05032652"," 0.73141732","-0.17811914","-0.65649917"," 0.28035627","-0.50314000","-0.41630325"," 0.71082515","-0.29008652"," 0.33260145"
"M1613.665T937.741"," 0.1050518","-1.5013113","-0.1481760","-1.0876926"," 0.2695389"," 0.1557869","-0.6966997"," 0.1594276"," 0.2900520"," 0.2354772"," 0.3102343"," 0.2082727"," 0.6706414"," 1.0293969"
"M671.034T89.795","-0.14389348"," 0.61668678","-0.77370361"," 0.48618913"," 0.10412157"," 1.13133562","-0.33720727","-0.66627088","-0.37955360"," 1.00704480","-0.32089491"," 0.05569485","-0.54161493","-0.23793406"
"M755.669T805.268","-0.4571197","-0.4407975"," 0.1083668","-0.3773792","-0.3990264"," 1.1159148"," 0.2024226","-0.2249933","-0.5234956"," 1.2294997","-0.2961363"," 0.6318781","-0.4235726","-0.1455613"
"M420.999T106.905","-0.1962963","-0.7764239","-0.0363123","-0.5090469","-0.1309511"," 1.1902788","-0.4655862","-0.4205487","-0.1810066"," 0.7591238","-0.4319833"," 1.3675259","-0.3626705"," 0.1938971"
"M708.241T861.396","-0.08085620","-2.65026621","-0.05316424","-0.05035836"," 0.30253540"," 0.96684684","-0.08995994","-0.11587441"," 0.27775691"," 0.63477111"," 0.13083826"," 0.26634546"," 0.06672301"," 0.39466238"
"M353.164T1468.881","-0.40950461","-0.28943968","-0.14316524"," 0.09750757"," 0.17611166"," 1.28419042","-0.40094773","-0.71906049","-0.33410719"," 0.98115413","-0.20679534"," 0.14879676","-0.32691890"," 0.14217865"
"M1136.99T908.053","-0.524528109","-0.434819343"," 0.445008608"," 0.021843583"," 0.008073314"," 1.068776769","-0.441402048","-0.861221149","-0.136958118"," 0.942750496","-0.363421875"," 0.197695360","-0.279999741"," 0.358202254"
"M851.276T990.376","-0.25135512","-1.11845085","-0.51981001","-0.33432570"," 0.01153047"," 1.46485032","-0.34972570"," 0.10552839","-0.07008065"," 1.04997454","-0.56069366"," 0.11295699"," 0.05517498"," 0.40442599"
"M491.181T794.382","-0.2266167","-0.5929141"," 0.1473097","-0.1039582"," 0.1850485"," 1.1772230","-0.2259485","-0.2481536","-0.1369007"," 0.7875008","-0.2592602"," 0.5073611","-0.8163782","-0.1943128"
"M551.183T891.516","-0.2910551","-0.8233398"," 0.1501634","-0.5578069","-0.1170060"," 1.0392680","-0.4343929"," 0.1378785","-0.1439196"," 0.7119610","-0.3345784"," 0.5766602","-0.1936631"," 0.2798309"
"M559.826T1188.911"," 0.01943082","-0.43190331","-0.57011277","-0.53236333"," 0.16378966"," 1.46332532","-0.64060537","-0.79537627","-0.30624722"," 1.00449783"," 0.08833021"," 0.35638885"," 0.02984863"," 0.15099694"
"M614.901T67.494"," 0.37381454","-1.06293486"," 1.24003067","-0.85321602","-0.20580153","-0.08762646","-0.43608777"," 1.07975633"," 0.71598564","-0.56260688","-0.58208445"," 1.20830269","-0.38540790","-0.44212401"
"M434.83T95.362"," 0.23191134","-0.33817464","-0.75405384","-0.31787722"," 0.06106250"," 1.25102345","-0.19521209","-0.75536823","-0.06006523"," 0.77811978","-0.48456177"," 0.52299471","-0.09823054"," 0.15843179"
"M537.08T758.19","-0.18795770","-1.39225073"," 0.20095801","-0.46266393"," 0.42285556"," 1.04808972","-0.21986424","-0.01398628"," 0.05250773"," 0.78935733","-0.54330600"," 0.52435905","-0.14364530","-0.07445322"
"M191.056T750.478","-0.22525632","-0.49564260"," 0.19929958"," 0.24351506","-0.79233673"," 0.88666255"," 0.32433893","-0.62597667"," 0.11844926"," 1.04744402","-0.01409772"," 0.27113940","-0.95072498"," 0.01318622"
"M569.775T895.343","-0.39862430","-0.93661711"," 0.57963383"," 0.21885392","-0.27836268"," 1.50028340","-0.17745797","-0.54361804","-0.25047718"," 0.96465704","-0.63769553"," 0.49434796","-0.45765702","-0.07726633"
"M1203.469T868.759","-0.09831131","-0.48806248"," 0.16813354","-0.84947895","-0.32249380"," 1.23065089"," 0.05957583","-0.57745069","-0.24646958"," 0.87706575","-0.55060833"," 0.46897080"," 0.08862483"," 0.23985350"
"M591.465T1235.608","-0.24136340","-1.92990194"," 0.09514279"," 0.68736803"," 0.61369730"," 1.00866667"," 0.07464882","-0.64291186","-0.33970745"," 0.98785104"," 0.42281702","-0.53456729","-0.71629394"," 0.51455420"
"M321.17T1088.358","-0.63456528","-1.05598766"," 0.08937397","-0.66283325"," 0.55451738"," 1.21784424","-0.21837051","-0.28087130"," 0.17166972","-0.06455521","-0.14055298"," 0.70135911"," 0.06162113"," 0.26135063"
"M377.476T89.245","-0.03017926","-0.64432923"," 1.66809443","-0.19028121","-0.10553038"," 0.96722991","-0.14564473","-0.54456056","-0.62182105"," 0.68880281","-0.52457488","-0.43911578","-0.22854757"," 0.15045749"
"M645.252T899.393","-0.15072637","-1.26201665","-0.16632719","-0.32437352","-0.02175656"," 1.08563685","-0.26241514","-0.14067953","-0.18832611"," 0.77862435","-0.30662339"," 0.59982661"," 0.09871521"," 0.26044144"
"M525.195T888.058","-0.19122100","-0.98151442","-0.17410787","-0.36127331"," 0.03317051"," 1.22827198","-0.34307162","-0.32604862"," 0.02363969"," 0.83709882","-0.42711246"," 0.43187046","-0.02440588"," 0.27470373"
"M397.074T474.916","-0.21198272","-0.80920564"," 0.15303035","-0.12745566","-0.07168532"," 1.29037994","-0.19763208","-0.21986990","-0.24098862"," 0.70512651","-0.42128710"," 0.33524024","-0.25270631"," 0.06903631"
"M793.303T1121.279","-1.49764449","-1.09943999"," 0.37623145","-0.21103457"," 0.38502127"," 1.21504296","-0.16509361","-0.55461288","-0.08014019"," 1.19202771","-0.27996563"," 0.05265460"," 0.21384336"," 0.45311001"
"M1133.773T914.148","-1.22542991","-0.52202365"," 0.05642061","-0.37258055"," 0.34529257"," 0.23694863"," 0.56605283","-0.17462723","-0.44227161"," 0.81352071","-0.31629608","-0.18311514"," 0.54051308"," 0.67759576"
"M507.153T88.13"," 0.109650415"," 0.006020151"," 1.111721465","-0.044823100"," 0.269535174"," 0.762795083","-0.006903969","-0.663809004","-2.572739132"," 0.727439627","-0.033820031"," 0.136812552"," 0.002630303"," 0.195490466"
"M848.315T857.496","-0.503704265","-1.468086709"," 0.008542812","-0.340977681"," 0.161216228"," 1.108018960","-0.153053402","-0.287879984","-0.110340243"," 0.884072944","-0.132485118"," 0.585728940","-0.062376563"," 0.311324080"
"M1397.968T984.092"," 0.243985231","-0.494261375","-0.242044155","-0.563528283","-0.766465090"," 1.259163307","-0.170940141","-1.060887516"," 0.161300320"," 1.012763304","-0.084799647"," 0.164265118"," 0.535152769"," 0.006296157"
"M459.903T66.337","-0.254041041","-0.391290299"," 0.008779067","-0.269109927"," 0.123265312","-0.764507153","-0.020401677"," 0.067096965"," 0.333922009","-0.445108842"," 0.345798088"," 1.326978114","-0.236287549"," 0.174906933"
"M781.183T974.609","-0.49548492","-0.74391064"," 0.53019829","-0.69644171"," 0.15873306"," 1.16100634"," 0.27250185"," 0.04660669","-0.59891832"," 1.10073706","-0.06719958"," 0.09667407","-0.72554253","-0.03895965"
"M1130.437T924.326","-1.76734626","-1.84925890","-0.02420045","-0.44383025"," 0.16981640"," 0.59234608","-0.31835782"," 0.36461983"," 0.55767689"," 1.05075201"," 0.24620195"," 0.40515065"," 0.29564473"," 0.72078514"
"M663.326T1029.481","-0.48796412","-0.07820177","-0.03501072"," 0.26025519"," 0.73242064"," 1.17891447","-0.15956732","-1.42146389","-0.31368492"," 0.60051898"," 0.37309973","-0.13139165","-0.64863204"," 0.13070740"
"M693.278T872.306","-0.1102313","-1.1701259"," 0.1494705","-0.4141307"," 0.1826322"," 1.1997095","-0.2737780","-0.3106811","-0.2171228"," 0.8500581","-0.1914089"," 0.4050362","-0.3614598"," 0.2620320"
"M259.023T89.815","-0.21604881","-0.15200846","-0.42455868","-0.17961548"," 0.33487727"," 1.11628018","-0.09175682","-0.18930502","-0.83577379"," 1.10480100","-0.01728958","-0.46414732","-0.22944576"," 0.24399127"
"M159.978T67.84"," 0.279173925"," 0.273533638"," 0.553090918","-0.605118630"," 0.631779375"," 0.078244303","-0.482478668"," 0.001809059","-0.196390314","-0.449340337","-0.789007844"," 0.550932155","-0.567384822"," 0.721157244"
"M432.997T107.064","-0.294332716","-0.658752799","-0.303550122","-0.753505782","-0.006047363"," 1.243167497","-0.189820238","-0.321710585"," 0.087688023"," 0.803885478","-0.397870033"," 0.729000967","-0.239237496"," 0.301085169"
"M545.298T995.647","-0.16437654","-0.41143923","-0.11010063","-0.32146883","-0.26111046"," 0.95557303","-0.71899873","-0.54725774","-0.22799763"," 1.07773427"," 0.08943541"," 0.53469069","-0.33238502"," 0.43770141"
"M425.046T798.077","-0.22641863","-0.82601469"," 0.44794236"," 0.39093346","-0.66989479"," 1.17433370","-0.03881538","-0.06490634"," 0.02944598"," 0.88432738","-0.90330690"," 0.49057000","-0.36486653","-0.32332962"
"M547.24T854.322","-0.63030751","-1.20909300"," 0.20138857","-0.35742538","-0.01948165"," 1.08653720","-0.20374139"," 0.22904999","-0.28192927"," 0.63641505","-0.40333647"," 0.99198120","-0.19500085"," 0.15494351"
"M723.538T832.745"," 0.12014693","-1.14432630"," 0.37430840","-0.31815135","-0.04532009"," 1.06636449"," 0.29432283","-0.29131232","-0.27042550"," 1.07679844","-0.20901254","-0.33074982","-0.44464635"," 0.12200317"
"M366.994T111.318","-0.263864268","-1.028612601"," 0.290005446","-0.116486322","-0.037859731"," 1.173337897","-0.243374915","-0.244608782"," 0.003704834"," 0.953447319","-0.458107820"," 0.360801289","-0.264007014","-0.124375333"
"M1192.04T901.764","-0.5177786","-1.1623540"," 0.7100667","-0.1482367"," 0.3657026"," 0.3396532","-0.8044815"," 0.1014492","-0.2165487"," 1.2600053","-0.2045180"," 0.6137514","-0.6384704"," 0.3017593"
"M305.081T1046.132"," 0.0009478049"," 0.2011533015"," 0.0869920870","-0.3498272679","-0.1484490065"," 1.2191434872","-1.0567772294","-1.1812813676","-0.3930223018"," 0.7749379451","-0.1388285669"," 0.4421631129","-0.0805827423"," 0.6234307438"
"M1014.782T1351.411","-0.07567731","-0.39989723"," 0.21798037","-0.43780227"," 0.21145620"," 1.41621838","-0.34164377","-0.44095108","-0.04387509"," 0.28700450","-0.03520250"," 0.11229998","-0.27258634","-0.19732384"
"M697.305T1245.984"," 0.16984926","-1.98400405"," 0.01182678"," 0.06821127"," 0.21740976"," 0.75111066"," 0.11716825","-0.60847185","-0.05149585"," 1.31036612","-0.10510792","-0.05050538","-0.32534650"," 0.47898945"
"M267.088T844.618"," 0.715881896","-1.956315610"," 0.191402129"," 0.035698463"," 0.532364165","-0.784273104"," 0.006974854","-0.272158244","-0.708238394"," 0.934944263"," 0.288391821"," 0.524037230","-0.033993841"," 0.525284373"
"M375.129T729.569"," 0.02583696","-1.45463069","-0.89498223","-0.21297617"," 0.45419076"," 1.12126450"," 0.14090270","-0.03947938"," 0.53855491"," 0.64584696","-0.42323878"," 0.45323644","-0.30388758","-0.05063838"
"M304.912T648.188","-0.06839881","-0.05097901"," 0.20699723","-0.02488647","-0.60244392"," 1.16336905","-0.28056422","-0.21629742"," 0.15207281"," 0.96295464","-0.16056775","-1.38519070","-0.07754861"," 0.38148320"
"M215.052T1046.473"," 0.07030189","-0.04542961","-0.38627170","-0.04168746","-0.03131183"," 1.26663061","-1.12588568","-1.01550899"," 0.25001600"," 0.23966173","-0.40043114"," 0.84418954","-0.31163632"," 0.68736296"
"M503.126T874.193","-0.246329151","-1.958537744","-0.039627424","-0.118186820"," 0.473666999"," 1.179474955","-0.192932857","-0.024752110","-0.773479353"," 0.601416747"," 0.009668287"," 0.339997624"," 0.238789180"," 0.510831665"
"M901.161T984.095","-0.1758516611","-0.1404060626","-0.2582152784","-0.5588466330","-0.0129911646"," 1.0311801415"," 0.0451999553","-0.7937723427","-0.1853938164"," 0.9338108350","-0.3242467175"," 0.1461789008","-0.0002275226"," 0.2935813664"
"M772.366T884.107","-0.14510721","-2.05093871"," 0.36591794"," 0.07323033"," 0.21661061"," 0.90157027","-0.29741235","-0.42320260","-0.30857131"," 1.31845049"," 0.08914523","-0.10801251"," 0.08866263"," 0.27965720"
"M577.592T1675.781","-0.53994012","-0.16235354"," 0.03529950"," 0.39112512"," 0.17818768"," 1.15607729","-0.10688955","-1.13942361","-0.29104038"," 1.01866595"," 0.09512372","-0.55213022","-0.32188744"," 0.23918561"
"M420.95T86.132","-0.01064009","-0.28784440","-0.16777293","-0.14606003"," 0.06590196"," 1.39519422","-0.23167185","-0.85094120","-0.39819764"," 0.78897690","-0.16011045"," 0.36249634","-0.40308125"," 0.04375042"
"M203.286T106.975","-0.32785277","-0.34456602"," 0.12417324","-0.02515000"," 0.28121617"," 0.93886952","-0.05943309","-0.57908336","-0.16989239"," 0.80893783","-0.09959453"," 0.32261135","-0.36025638","-0.50997957"
"M596.277T932.512","-0.09883569","-0.09404000","-0.04342909"," 0.31519283","-0.44200427"," 1.60208647","-0.01875588","-0.60630359","-0.58625567"," 0.89870610","-0.21610898"," 0.12626689","-0.38548023","-0.45103889"
"M309.207T1042.166","-0.28409629"," 0.02438691","-0.04423749"," 0.40652388"," 0.22148966"," 0.93961915","-1.15927700","-0.56511373","-0.76959982"," 0.87814389"," 0.02378496","-0.22877842","-0.14965842"," 0.70681271"
"M609.959T835.516"," 0.1365234","-1.0881604"," 0.3298551","-0.6035972","-0.1288431"," 0.9142301"," 0.2675063"," 0.1145312","-0.1358585"," 1.1664121","-0.0466571","-0.6501684","-0.3834533"," 0.1076798"
"M223.046T89.705","-0.09767602","-0.32032455","-0.84480033"," 0.04244290"," 0.31568162"," 1.22827272"," 0.03490534"," 0.01168457","-0.67614880"," 0.98249614","-0.29555848","-0.42096844","-0.15452592"," 0.19451926"
"M425.165T761.881","-0.23244894","-0.55716973"," 0.10665320","-0.04572112","-0.50454183"," 1.19714517","-0.02273624","-0.31364528","-0.20447016"," 0.88435662","-0.69265973"," 0.33616073","-0.14966196"," 0.19873929"
"M516.992T825.04","-1.06499924","-1.14030719","-0.89742591","-1.02962022","-0.17069980"," 1.16535561","-1.10720101"," 0.56806973"," 0.08334924"," 1.61048600"," 0.25052512"," 0.09022946"," 0.60935219"," 1.03288601"
"M447.151T677.76","-0.07373629","-1.73959881"," 0.24047500","-0.21525782","-0.19644367"," 0.93757706"," 0.08648504","-0.06881198"," 0.17509021"," 0.62575829","-0.40749981"," 0.46936785","-0.22540464"," 0.39199957"
"M1352.749T1118.63","-1.48430265","-0.24518249"," 0.50123411"," 0.24646089"," 0.24476160"," 0.99994733","-0.40037811","-0.97791236","-0.31847055"," 1.49297244","-0.38664042","-0.24078985"," 0.02967649"," 0.53862356"
"M1162.522T896.44","-0.492100035","-1.092199381"," 0.295549722"," 0.286019916","-0.217739300"," 0.969967871"," 0.059277775","-0.410610673","-0.002754051"," 1.142117858","-0.735738254"," 0.466977833","-0.360792436"," 0.092023156"
"M345.577T605.404"," 0.17650024","-1.42251724"," 0.55927829","-0.37048318"," 0.31187745"," 1.00214325"," 0.07737486","-0.31580994","-0.11423776"," 0.86898813","-0.15690608","-0.12262680","-0.44913995","-0.04444127"
"M379.565T877.71","-1.05596154","-1.12720732"," 0.04047025","-1.02249356","-0.91766016"," 0.99923945","-1.09588586"," 0.75083458"," 0.01297169"," 1.71353611"," 0.45110185","-0.69854156"," 0.73070030"," 1.21889578"
"M1032.753T1226.13","-0.37912860","-0.49205906","-0.00398678","-0.15290013"," 0.13509845"," 1.12677874","-0.47383859","-0.73684544"," 0.10136279"," 0.73928233","-0.05614118"," 0.52236676","-0.77782794"," 0.44783865"
"M477.061T615.621","-0.79797307","-0.76355472","-0.53068793","-0.39901893"," 0.42800979"," 1.01555673","-0.77997180"," 0.28336687"," 0.08407064"," 0.90151468"," 0.20111960","-0.36451517"," 0.20957102"," 0.51251231"
"M608.173T786.435","-0.29724377","-0.67977770"," 0.23637232"," 0.04661909","-0.41828574"," 1.09840629","-0.04130471","-0.48335294"," 0.05077481"," 1.03067285","-0.34676253"," 0.26330374","-0.19089388","-0.26852784"
"M433.038T831.69","-0.1090713","-1.6683450","-1.4480003","-1.5679196"," 0.1584766"," 0.9084565","-0.8206821"," 0.5594063"," 0.3370281"," 1.7107746"," 0.4012606","-0.1234384"," 0.7652965"," 0.8967573"
"M349.056T728.324","-0.08928087","-1.59748427","-0.34402947","-0.06578917","-0.02978252"," 0.41393749","-0.29836645"," 0.31443182","-0.47327675"," 1.08608481"," 0.12610913"," 0.24416932"," 0.17747325"," 0.53580370"
"M391.065T766.545","-0.62757970","-0.54752510"," 0.39539021","-0.15111463"," 0.12032924"," 1.04869157"," 0.04180270","-0.33013554","-0.03585212"," 1.21451165","-0.53820198","-0.21977913","-0.64443384"," 0.27389667"
"M861.166T878.352","-0.39889502","-2.07558718","-0.28921815"," 0.31098396","-0.46140425"," 1.29079424","-0.03702674"," 0.44485072"," 0.59214684"," 0.05440032","-1.27361109"," 1.06795313"," 0.56968396"," 0.20492926"
"M575.895T1049.681"," 0.35913044","-0.28667050","-0.32444159","-1.19079861","-0.29126775"," 1.01115796"," 0.22554075","-0.58266673"," 0.21804347"," 1.15776559","-0.34404365"," 0.46879839","-0.51260672"," 0.09205896"
"M531.009T876.272","-0.04504201","-1.33260370","-1.07407333","-1.21477100"," 0.13372874"," 0.99216862"," 0.01399362"," 0.54735767","-0.36861468"," 1.54672680"," 0.23335213","-0.85027540"," 0.73802965"," 0.68002288"
"M469.171T990.382","-0.12036587","-0.84572160"," 0.27425163","-0.04645156"," 0.39933602"," 0.69842738","-0.27688206","-0.89243517","-0.13605844"," 0.95890886","-0.46930886"," 0.27211025","-0.16435933"," 0.34854874"
"M723.112T851.461","-0.4753282","-2.2188833"," 0.1178053"," 0.1385559","-0.2447829"," 0.7944553"," 0.3671101"," 0.1406101"," 0.2697078"," 1.0708512","-0.3357277"," 0.3628605","-0.1150127"," 0.1277786"
"M409.045T138.763","-0.31497240","-0.63851200"," 0.11708899"," 0.04231934"," 0.01450196"," 1.32523310","-0.13547032","-0.46223048","-0.13670003"," 1.04417340","-0.43831123","-0.21736615","-0.23494558"," 0.03519140"
"M395.189T761.387","-0.09065175","-0.83496899"," 0.13335497","-0.22650656","-0.10578343"," 1.36373841","-0.09584768","-0.14592124","-0.34982861"," 0.79604360","-0.38207075"," 0.47306448","-0.23477302","-0.29984942"
"M551.147T89.35","-0.45348779","-0.11724394"," 0.19757132"," 0.61922861","-0.38213206"," 1.41648353","-0.67848005","-0.85606748","-0.03594056"," 1.18681506","-0.61128894"," 0.22084751","-0.11136418","-0.39494103"
"M343.871T91.064","-0.4682511"," 0.7683842"," 0.2335992"," 0.4798724","-0.1074840"," 1.1663402","-0.7510534","-0.6797008","-0.1589665"," 0.8443310","-0.4854948"," 0.1727642","-0.7686666","-0.2456742"
"M306.936T1813.234","-0.06807786","-0.21897712","-0.08820968","-0.09861072"," 0.05283547"," 1.34420235","-0.36059826","-0.30400124","-0.21468271"," 0.76148358","-0.47895364"," 0.39927664","-0.57669044","-0.14899639"
"M597.186T793.686","-0.151707671","-0.949064432"," 0.431636137","-0.600914120"," 0.057701460"," 1.133956425","-0.042280462","-0.009999502","-0.441496802"," 0.200660188","-0.418013720"," 0.553982047","-0.126631632"," 0.362172085"
"M272.216T1223.783","-0.5248899","-0.6218727","-0.3090896"," 0.7992269","-0.3366049"," 0.5935054","-0.5792379","-0.8054102","-0.4535503"," 1.2503182","-0.6055748"," 1.0219392"," 0.8565528","-0.2853122"
"M607.169T776.722","-0.702261132","-0.551682328"," 0.221100404"," 0.435724853","-0.503569014"," 0.971275261","-0.002404283","-0.516202677"," 0.095869603"," 0.944228213","-0.431725162"," 0.411589829","-0.236977082","-0.134966485"
"M472.781T96.335","-0.02665171","-0.29388229","-0.59584627","-0.28122988"," 0.17592821"," 1.34579502","-0.09436938","-0.52264431"," 0.11108675"," 0.85641635","-0.51336613"," 0.28241551","-0.17784684","-0.26580502"
"M559.728T1193.65","-0.675563317","-0.843909837"," 0.255633062","-0.286739596"," 0.115703337"," 0.737691798","-0.198372933","-1.187481248"," 0.417104035"," 1.094845294","-0.017918661"," 0.923610605","-0.342910551"," 0.008308013"
"M492.116T194.278","-0.08731094","-1.36694646"," 0.07806325","-0.46647381"," 0.14738026"," 1.17327113","-0.03761108","-0.08577666"," 0.19985382"," 0.51795068","-0.48314169"," 0.68117295","-0.20909596","-0.06133549"
"M763.121T89.636","-0.10022141","-0.32884518","-0.43541432","-0.26002861"," 0.15743788"," 1.22852065","-0.11466058","-0.05938074","-0.67422684"," 1.10093755","-0.26084773"," 0.02432647","-0.31476167"," 0.03716453"
"M335.137T198.47","-0.344909883","-0.972078607"," 0.056335522","-0.363311893"," 0.194599598"," 0.838036550","-0.344852134","-0.400081098"," 0.009073817"," 0.891639444","-0.249731829"," 0.718144028","-0.299199007"," 0.266335492"
"M570.167T894.567","-0.52196805","-1.07972228"," 0.32998643"," 0.02008606","-0.25952934"," 1.47863967","-0.03538002","-0.38372212","-0.04189768"," 0.62084127","-0.20488661"," 0.41698453","-0.45273427"," 0.11330241"
"M577.892T1677.528","-0.28987842","-0.01046185","-0.04191064"," 0.20725182"," 0.34785355"," 1.23937324","-0.30442709","-0.92955190","-0.39873985"," 1.11451657"," 0.03403073","-0.59323199","-0.67276540"," 0.29794122"
"M661.226T856.483"," 0.035394097","-1.926267433"," 0.093251103","-0.187645212"," 0.441042939"," 0.048440543"," 0.389863211","-0.276850458","-0.184157333"," 0.932055221"," 0.028870978"," 0.832525293","-0.002424733","-0.224098216"
"M593.709T851.665","-0.47967894","-0.43311301","-0.18276269"," 0.16520801","-0.54046150"," 1.30771105","-0.02111825","-0.07949660","-0.01096445"," 1.12009122","-0.82876088"," 0.32745976","-0.48198077"," 0.13786705"
