"","C9.1","C9.2","C9.3","C9.4","X9.1","X9.2","X9.3","X9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","QC.1","QC.2","QC.3","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.4","C12.1","C12.4","X12.1","X12.2","X12.3"
"Label","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","Other","Other","Other","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point"
"M497.353T1308.231"," 0.466606504","-0.315411077","-0.391797349","-0.238767473","-0.331178571","-0.237551256"," 0.366469525"," 0.381690572"," 0.459043043"," 0.383043613","-0.228735548"," 0.414664097","-0.283456840"," 0.942589786"," 0.499540704","-0.121754843","-0.245454896"," 0.173140513","-0.095300736"," 0.024815116"," 0.058495673"," 0.163512123","-0.356226639","-0.251504919"," 0.182542678","-0.745798578","-0.125237595","-0.213854854","-0.329312671","-0.004810102"
"M699.593T1406.45","-1.087100746"," 1.007511931","-0.032167821"," 0.439173994"," 0.667685975"," 0.212994513"," 0.504390797","-0.822348956"," 0.580028278","-0.923713301"," 0.028422637"," 0.007711247"," 0.704443345"," 0.616311891"," 0.182699471","-0.205571910"," 0.595221908","-0.528430549","-1.094728944","-0.154502477"," 0.530549671","-0.950684002"," 0.724518587"," 0.069038763","-0.342633307","-0.183762718"," 0.753038671","-0.754737569","-0.199612277","-0.343747102"
"M664.457T1578.697","-4.999525e-02","-5.386867e-02"," 5.909904e-02","-5.938970e-02","-2.505484e-01","-8.716917e-02","-8.162073e-02","-7.241834e-02","-1.413922e-02","-8.911552e-02","-1.323596e+00","-2.707454e-01"," 1.263401e-01","-4.422196e-01","-5.758742e-02"," 2.293073e-02"," 1.054370e-01","-4.003836e-02","-1.765500e-02"," 6.837965e-05","-1.662889e-01"," 1.285361e-02"," 1.671211e-01"," 2.064115e-01"," 2.290346e+00"," 2.266296e-01","-4.524707e-01"," 6.602775e-02"," 3.209130e-02"," 2.135103e-01"
"M897.569T1456.348","-0.67419157"," 0.30122337"," 0.07439453","-0.21882235","-0.24994869"," 0.75825909"," 1.00215164","-0.54974185"," 1.15055275","-0.95856900","-0.55183750"," 0.78278807","-0.65531467","-0.51267703","-0.85624787"," 0.19560769","-0.38687755","-0.68515519","-0.72021397"," 0.79113314"," 1.68712422","-0.55778591","-0.31194654","-0.69056167"," 0.83211929"," 0.75765723","-0.07370095","-0.23594559","-0.03577176"," 0.59229862"
"M758.22T1573.977"," 0.1350657717"," 0.0367631103"," 0.0349620515","-0.1917835200"," 0.1301092245","-0.6693505093"," 0.0016271953","-0.0390617379","-0.4288940127","-0.1621253877","-0.2740976655","-0.2707728404","-0.1073182269","-0.0807487730","-0.0447031615","-0.4461977383","-0.1656244175","-0.1422075355","-0.1805438853","-0.3257221224"," 0.0006274871","-0.1744235204"," 0.0308437097","-0.0079639750","-0.5190440929"," 2.8938931612","-0.0115590415","-0.2229169339"," 0.2441935583"," 0.9569738279"
"M969.712T1473.286","-0.87208306","-0.07229582"," 0.02953753","-0.17791676","-0.19739025"," 0.18026688"," 0.50439442","-0.68788905"," 0.01047019","-0.23834883","-0.73929056"," 0.30786867","-0.16282534"," 0.45298478"," 0.14433510"," 0.19560443","-0.06291957","-0.53400411","-0.35934921"," 0.44593704"," 0.59290355","-0.62001438","-0.04528287","-0.62183842"," 0.28306126"," 1.14789866"," 0.62981366","-0.90821732"," 0.68965486"," 0.68493452"
"M484.413T1608.172","-0.0293574092","-0.0249266131"," 0.0134270176"," 0.0269799526"," 0.2878825601","-0.1975218658"," 0.0428724314","-0.1487101144"," 0.2241258343"," 0.0002012117","-1.3713787609","-0.3277745626"," 0.0209020451","-0.2260172220"," 0.0073806997"," 0.1727396971"," 0.1708806337"," 0.0767321569"," 0.0979386007"," 0.1702346313"," 0.4178444228","-0.0330102269","-0.0648360485"," 0.1796739348"," 0.2686482232"," 0.3167804066"," 0.0490256279","-0.0283125866","-0.2153464878"," 0.1229218105"
"M343.221T1438.11","-0.005497458"," 0.173627709","-0.140785165","-0.220508191","-0.164230177","-0.114116148","-0.181962051"," 0.139977994","-0.223614945"," 0.599212970"," 0.171459823","-0.251615285","-0.446486865"," 0.463036251"," 0.029172470"," 0.098311067","-0.060907261"," 0.012341638"," 0.177822011"," 0.081408127"," 0.050928457"," 0.135251565","-0.050649953"," 0.070011471"," 0.029617619","-0.294139751"," 0.084786262","-0.238405982"," 0.108697045","-0.032743248"
"M369.188T1624.498","-0.080573822"," 0.039000954","-0.032726933","-0.057946786"," 0.102272509"," 0.144461206","-0.091126534"," 0.193126571"," 0.084732687"," 0.129546793","-1.916220452"," 0.028766627"," 0.126597136","-0.069282952"," 0.086065031"," 0.062776187"," 0.130110502"," 0.126646485"," 0.044257787"," 0.251111175","-0.043011811"," 0.037509704","-0.003841212"," 0.049299886"," 0.206844538"," 0.046319543"," 0.013657833"," 0.102502748"," 0.070617862"," 0.218506738"
"M385.292T1608.361","-0.2304739462","-0.1266402206","-0.0536402520","-0.1498990411"," 0.1954646326"," 0.2249068038","-0.1900450674"," 0.0258474098"," 0.0221986434","-0.0052970259","-1.3711828017"," 0.3501046970","-0.1260262833"," 0.0641053470","-0.0066975766"," 0.1409736179"," 0.2949254267"," 0.5090198913","-0.1439443780","-0.1668233453","-0.0686580441"," 0.4043105649"," 0.0005947084"," 0.1374270501"," 0.1603140837"," 0.1151740069","-0.4329766326"," 0.2061603748"," 0.0042951596"," 0.2164821967"
"M445.364T1523.593"," 0.064861692","-0.309823467","-0.103770978","-0.352083091","-0.048150469","-0.508666649"," 0.358331072"," 0.263219584"," 0.202065226"," 0.384753754","-0.542312430","-0.022181226","-0.216511430"," 0.261843919","-0.219324991","-0.165961326","-0.007610609","-0.003443916"," 0.142174031"," 0.192471160","-0.388490662"," 0.235079016","-0.204845730"," 0.061419775"," 0.536043592","-0.430075088"," 0.066705958"," 0.280281985"," 0.003445302"," 0.470555995"
"M912.601T1591.283","-0.24131579"," 0.04272399"," 0.14841954","-0.37746741","-0.18358241"," 0.25472851"," 0.96464030","-0.29878225"," 0.45060719","-0.39988112","-1.15269275"," 0.24493586"," 0.01221743","-0.12613395","-0.50997106"," 0.21257791","-0.33747583","-0.33353741","-0.39193861"," 0.30881237"," 1.39459665","-0.57617476","-0.24212190","-0.31491137"," 0.55331988"," 0.48175430","-0.10271948","-0.15032604"," 0.29978773"," 0.36991046"
"M927.612T1474.354"," 0.352489039"," 0.133430683","-0.198858202","-0.023759821","-0.076752349"," 0.483350152"," 0.583466379","-0.059520877"," 0.570816884","-0.510785937","-1.366494630"," 0.555788474","-0.086159108","-0.354912242","-0.604720701"," 0.456208607","-0.310668545"," 0.151424448"," 0.004470554"," 0.254359835"," 0.569895170","-0.028902389","-0.352183601","-0.556300005"," 0.605872238","-0.037277693","-0.200120082","-0.264607490","-0.138909721"," 0.449360929"
"M649.52T1646.826","-0.53761848"," 0.60906305"," 1.20762871"," 0.92220836"," 0.78721061","-0.28853548"," 0.59389168","-0.36130519"," 0.70372210","-0.65666722","-1.52931258","-0.26500913"," 0.70047710","-0.49142016","-0.60263781","-0.16824204"," 0.44238887","-0.30767773","-0.18533541","-0.17022831"," 0.66084192","-0.20258652"," 0.51266025","-0.11159711"," 0.35840436","-0.52675154","-0.60489197","-0.05380045","-0.42229760","-0.01258225"
"M840.543T1163.004"," 0.01577014","-0.10154374"," 0.13943828"," 0.14290777"," 0.25422349","-0.15394056"," 0.17509101","-0.07740212"," 0.17933458"," 0.17013968"," 0.64917013","-0.19004338"," 0.06234738"," 0.31299299","-0.48089301"," 0.05801297"," 0.11197239"," 0.15995933","-0.16781546","-0.17960616"," 0.22994893","-0.04223692"," 0.03821097","-0.05859828"," 0.29481890","-1.84207723"," 0.47177096","-0.10115826","-0.17746074"," 0.10666594"
"M332.331T1472.833"," 0.011601101","-0.199977618","-0.040540680","-0.254629561","-0.181342078"," 0.086389458","-0.107263595","-0.237915837","-0.078270887","-0.068959627"," 0.667160875"," 0.196555110"," 0.192822279","-0.141592807"," 0.370703719"," 0.200620991","-0.149317186"," 0.289741561"," 0.435062797","-0.225368090"," 0.010707770"," 0.143618967","-0.322897806","-0.001903101","-0.180360908","-0.328578489"," 0.324402348","-0.194463121"," 0.098208566","-0.314214150"
"M521.208T925.1","-0.084128631","-0.470767648"," 0.163890517","-0.003799636"," 0.134902437"," 0.076383540"," 0.302103428","-0.010447363"," 0.008222879","-0.062221716"," 0.227880777"," 0.122317078"," 0.111751829"," 0.446701259"," 0.056979692"," 0.011579063"," 0.223446527"," 0.023611237"," 0.275890695"," 0.119514938","-0.051546278"," 0.203873884"," 0.257323313"," 0.197785476"," 0.253952287","-3.121069188"," 0.218195634"," 0.106454052"," 0.103984138"," 0.157235781"
"M1064.424T990.311","-0.45423407","-0.69613693"," 0.15782941"," 0.53517747"," 0.25049428"," 0.37849980"," 0.15108896","-0.25030949","-0.11287490","-0.33399254"," 0.33295241","-0.17693214","-0.39170715"," 0.43480937","-0.19738058","-0.08243021"," 0.42932549","-0.09608615"," 0.15377841"," 0.37219116"," 0.11173153"," 0.17052837"," 0.06716864"," 0.27219166"," 0.13560371","-2.17981885"," 0.36864835"," 0.36269280","-0.02605147"," 0.31324266"
"M325.16T1624.705","-0.0620852246"," 0.0375048040"," 0.1143555066"," 0.0442555145"," 0.0184524492"," 0.1799297345","-0.0900361819"," 0.1986095000"," 0.1876207536","-0.0007191251","-2.4900661988"," 0.0044848410"," 0.2281308062"," 0.1074920720"," 0.0688101054"," 0.1159048401"," 0.1467404986"," 0.0490608315"," 0.0441715226"," 0.1469779044","-0.1162202293","-0.0332094889"," 0.1046543533"," 0.1305910155"," 0.3181549781"," 0.0849958054","-0.1202757850"," 0.1558982893"," 0.2826305836"," 0.1431855243"
"M1018.702T1376.163","-0.88803878"," 0.33991630"," 0.05938490","-0.57956449","-1.88357924"," 0.43123594"," 1.07133238","-0.42560502"," 0.72486282","-0.67593765","-0.39419651"," 0.12668481","-0.20537872","-0.01231827","-0.12863514"," 0.54012662","-0.07723392","-0.39983719"," 0.12670665"," 0.69833810"," 2.18190240","-0.23101493","-0.77680424","-0.73140745"," 0.67165123"," 0.27590084","-0.13039923","-0.35018874","-0.15550122"," 0.79759775"
"M701.596T1544.095","-0.332944826"," 0.490418686","-0.203245268"," 0.517619663"," 0.908919320"," 0.097559081","-0.019441457","-0.602554019"," 0.442746508","-0.105215462","-0.220686811","-0.228530956"," 0.284863966"," 0.233375831"," 0.002446077"," 0.141507622"," 0.673103496","-0.927333428","-0.835032077","-0.238299926","-0.033257085","-0.010828900"," 0.493278650","-0.207137461","-0.322930664","-0.003510931"," 0.205007459","-0.423681340"," 0.085144596"," 0.138639654"
"M1017.703T1376.163","-0.06958574"," 0.37369267","-0.13002427","-0.09081080","-1.00406499"," 0.41862363"," 1.17622286","-0.29482599"," 0.69394195","-0.83392676","-0.44921533"," 0.22511727","-0.51082021","-0.85518463","-0.64199265"," 0.32931053","-0.56208143","-0.41918597","-0.18780204"," 0.79574526"," 2.33062986","-0.55376486","-0.26425371","-0.34037568"," 0.63010288"," 0.36152072","-0.40320721","-0.44614120"," 0.09260607"," 0.62974978"
"M381.19T1422.254","-0.3479316923"," 0.5116830169","-0.1878132574"," 0.0996887603","-0.0522884681","-0.0666323365"," 0.0484841258","-0.2482175144","-0.1145251205"," 0.0237908363"," 0.0006531765","-0.0673742121","-0.2419917664"," 0.0722362877"," 0.0374229410"," 0.1319699017"," 0.0123351578","-0.1946596336"," 0.1431155559"," 0.3853314760","-0.1752624809","-0.2220753273","-0.0415427173","-0.1079659084"," 0.3950330621","-0.3190406816"," 0.3350010930","-0.0748668653"," 0.1411438613"," 0.1242987299"
"M671.56T1406.45","-0.64488043"," 1.21063137"," 0.44787620"," 0.57238294","-0.82933657"," 0.31415145"," 0.07657434","-0.15593713"," 1.01505446","-0.14774689"," 0.67180440"," 0.51510677"," 0.13571408","-0.53917183","-0.91841673"," 0.35735672","-0.13913463","-0.79567183","-0.04935956"," 1.48397322","-0.99452004","-1.84539336","-0.05058802","-1.81270610"," 1.21528308"," 0.47611579","-0.15935893","-0.86625967"," 0.32828914"," 1.12816780"
"M347.216T1256.694"," 0.05770563","-0.43106981","-0.09776499"," 0.07435237","-0.57694391"," 0.09091113"," 0.38537182"," 0.43462868"," 0.20175708"," 0.24135324","-0.40473011"," 0.21872360"," 0.11318005"," 0.68568817"," 0.64990854"," 0.28119435"," 0.03417981"," 0.22433269"," 0.21412088","-0.13638517"," 0.02253244"," 0.22581983","-0.53811831"," 0.01948906"," 0.35297937","-2.43523317"," 0.43148236","-0.54351139","-0.05425782"," 0.25830356"
"M844.601T1526.07","-0.599323066","-0.007767862"," 0.077618400","-0.346457753","-0.437046527"," 0.286241453"," 0.915616730"," 0.190969494"," 0.329393841","-0.451523788","-0.015810512"," 0.106836258","-0.007301701","-0.005435714","-0.593293597"," 0.138190834","-0.368179078","-0.628965722"," 0.061791746"," 0.202066643"," 1.521011200","-0.351955891","-0.625414812"," 0.028571770"," 0.136302403"," 0.323022409"," 0.070249913","-0.388477280"," 0.032699846"," 0.406370362"
"M892.608T1557.588","-0.207051547"," 0.245666118"," 0.104819309","-0.571548056","-0.432583260"," 0.308762639"," 0.862029443","-0.341206565"," 0.507472212","-0.205895346","-1.022416824"," 0.149033373","-0.219832197","-0.168752616","-0.216040929"," 0.257997362","-0.268188472","-0.060629553","-0.252375043"," 0.523723588"," 1.678646536","-0.743247619","-0.433649464","-0.433334076"," 0.385461204"," 0.538341777","-0.055810411","-0.096184504","-0.008610252"," 0.175403175"
"M514.422T1423.013","-0.21443145","-0.13118437","-0.02421276"," 0.01494872","-0.10149317"," 0.22829465","-0.19889783","-0.34783909","-0.47292036","-0.40819524"," 0.05188814","-0.01083641","-0.04872651","-0.85517367","-0.06761188"," 0.62185596"," 0.30462458","-0.35466313"," 0.21257744"," 0.29251648"," 0.12163671","-0.23342298"," 0.08948003"," 0.22776955"," 0.88968023"," 0.35238271","-0.07487446"," 0.13770668"," 0.35659680","-0.35747535"
"M568.445T1641.124","-0.09936293","-0.25009093"," 0.05762913"," 0.06677491","-0.26228233"," 0.19978614","-0.43223934","-0.30371506","-0.10540354","-0.16980065","-0.32100597"," 0.14079026"," 0.12346839","-0.14469251","-0.60096864"," 1.31994677"," 0.07127169"," 0.12831168","-0.35651718"," 0.21903586","-0.40058696","-0.86222091"," 0.13707950","-0.21713990"," 1.71186922"," 0.28783502","-0.36412235"," 0.07892013"," 0.12419540"," 0.22323510"
"M471.796T1446.028"," 0.12323622","-0.11243300","-0.18861416","-0.27116933","-0.09685022","-0.42177610"," 0.34686317"," 0.21809699","-0.14162520"," 0.17628168"," 0.95009591","-0.36114924"," 0.16979185","-0.07870671"," 0.10991866","-0.38657050","-0.20379120"," 0.34839369","-0.02009578"," 0.11689662"," 0.04857201","-0.14576374","-0.09984768"," 0.15261016","-0.21337498"," 0.22260459"," 0.41598880","-0.15790728","-0.06183199","-0.43784322"
"M474.345T1591.903"," 0.02913310"," 0.08644357"," 0.17504978","-0.17689388","-0.02051662"," 0.06177135","-0.36008609","-0.03741382","-0.03965781","-0.35468893","-1.06226337"," 0.01816909"," 0.06389780","-0.14285037"," 0.33656494","-0.03189472"," 0.35032552"," 0.21390180"," 0.10619017","-0.02348673","-0.13033872"," 0.16809047"," 0.11520498"," 0.24102019","-0.05164100"," 0.18028104","-0.36982818"," 0.28046557"," 0.04388475"," 0.33116611"
"M811.497T1605.017"," 0.32980825"," 0.03414720","-0.08621296"," 0.06351624","-0.38883797"," 0.10004669"," 0.60119405","-0.02512265"," 0.62146401","-0.13100629","-0.98909952"," 0.19893318"," 0.19692739","-0.34701397","-0.84584066"," 0.23225588","-0.52336792"," 0.16940149"," 0.05937554","-0.17092073"," 1.62738553"," 0.16016139","-0.32139550","-0.48197280"," 0.58622183","-0.27588977","-0.50156666","-0.21165128","-0.22383903"," 0.54289902"
"M672.553T1440.036","-0.50553029"," 0.21713262"," 0.65179810","-0.14575363","-0.33466021","-0.36397544"," 0.11576317","-0.34125612"," 0.27472450","-0.15171043"," 0.03117440","-0.39294782","-0.14147125","-0.61606147","-0.69016290","-0.22041415"," 0.15877237","-0.24926390","-0.13740780"," 1.33904710","-0.04229287"," 0.21184115"," 0.31494147"," 0.18653797"," 0.10576820"," 0.42537225","-0.13578156"," 0.27864029","-0.31110282"," 0.46827909"
"M851.596T1523.593"," 0.207360051"," 0.017508519"," 0.021862682","-0.161821700","-0.300341231","-0.020278805"," 0.145222805"," 0.189665928","-0.037360873","-0.075041958","-1.437029463"," 0.150973654","-0.070137181","-0.011623230","-0.091713767"," 0.074122155","-0.199864649","-0.038164994"," 0.157367761"," 0.217009832"," 0.608427442"," 0.061541003","-0.253635467"," 0.083840041"," 0.402881832"," 0.002476495","-0.176365505"," 0.054843277"," 0.089584445"," 0.388690900"
"M552.249T887.511","-0.01021737","-0.50187608","-0.28043684"," 0.01670798","-0.04160286","-0.22464779"," 0.28797161"," 0.24543403"," 0.23482599"," 0.14730297","-0.32287248","-0.07209680","-0.16931648"," 0.46415510"," 0.23184592"," 0.06127193"," 0.05943603"," 0.28566706"," 0.27185844"," 0.06243561","-0.22646398"," 0.44052056"," 0.08999572"," 0.26096301"," 0.48697087","-2.39299730"," 0.13967781"," 0.03812272"," 0.09653993"," 0.32082468"
"M496.341T1238.352"," 0.650690698","-0.083716664","-0.288369556","-0.037480975","-0.474155785","-0.202287320"," 0.482077760"," 0.612779527"," 0.663062823"," 0.711809139","-1.434967779"," 0.622856758"," 0.089691714"," 1.103898075"," 0.749785254"," 0.039689621","-0.334431269"," 0.319507939"," 0.077922596"," 0.051699152","-0.000347347"," 0.475003063","-0.749058256","-0.411271195"," 0.314259103","-2.406866383","-0.152864946","-0.351018493","-0.351736023"," 0.313838769"
"M283.277T1455.311","-3.596796e-01"," 8.045557e-01"," 3.666626e-06"," 5.591099e-01"," 4.722075e-01"," 1.108641e-01"," 3.882310e-01"," 2.302128e-01"," 1.289656e-01"," 7.074062e-01","-1.863806e+00","-3.500366e-01","-7.292181e-01"," 3.415997e-01","-1.529528e-01","-4.943979e-01"," 2.990880e-01","-3.853630e-01","-2.342074e-01"," 5.535676e-01","-6.513580e-01","-3.625218e-01"," 6.361309e-01","-2.336992e-01"," 4.541721e-01","-1.567123e+00"," 5.478301e-01"," 6.198328e-01","-7.459938e-03"," 5.380454e-01"
"M559.389T1424.253","-0.003152670","-0.161082702"," 0.101141268","-0.138890157","-0.435847211","-0.209470975","-0.056865374"," 0.033192915","-0.038420095"," 0.132370771","-0.456461897","-0.588317528"," 0.048149886"," 0.168184351"," 0.003664414"," 0.122361749","-0.039611746"," 0.259273411"," 0.095793767","-0.064716378"," 0.121512580"," 0.089013778","-0.521804435"," 0.159166096"," 0.635006429","-0.025080576"," 0.434672347"," 0.123878775","-0.018225560"," 0.230564767"
"M845.59T1410.795","-0.40143679"," 0.02434355"," 0.13048967","-0.12295031","-0.27650588","-0.04963743"," 0.72073330"," 0.06465679","-0.06074098","-0.66237528","-0.74293699"," 0.28543730","-0.07823784","-0.11136641","-0.33933713"," 0.34919524","-0.24414245","-0.07386115","-0.57218024"," 0.33745123"," 1.18060846","-0.53615362","-0.33247266","-0.17716344"," 0.57756941"," 0.59554195","-0.06170476","-0.06565495"," 0.10124259"," 0.54158881"
"M613.193T831.535"," 0.077689710","-0.124240878"," 0.406272401"," 0.258230560"," 0.219020613"," 0.515161450","-0.172174563","-0.340196419","-0.320421806","-0.297560185"," 0.561065494","-0.232841913"," 0.052940164"," 0.476986535"," 0.291038489","-0.283088676"," 0.467195918","-0.092639372","-0.004445458"," 0.167875738","-0.284149793"," 0.146307576"," 0.686567018"," 0.077480591","-0.209693884","-2.681983784"," 0.515778241"," 0.550693909","-0.131614996","-0.295252682"
"M339.172T1490.329"," 0.03025105"," 0.17899912"," 0.15264387"," 0.14518707","-0.17808888","-0.03602683"," 0.29194115","-0.06942755","-0.06796552","-1.26697507","-0.60476029"," 0.14304358"," 0.17051235"," 0.35567820","-0.40816454"," 0.11456603"," 0.37287814"," 0.11441016"," 0.08656894"," 0.06657875","-0.03961779","-0.17515875"," 0.13382667","-0.43074404"," 0.24711788"," 0.22657721","-0.58753416"," 0.19473298"," 0.53095645"," 0.30799382"
