"","C9.1","C9.2","C9.3","C9.4","X9.1","X9.2","X9.3","X9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","QC.1","QC.2","QC.3","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.4","C12.1","C12.4","X12.1","X12.2","X12.3"
"Label","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","Other","Other","Other","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point"
"M949.356T902.335","-0.3573891557","-0.8929402051","-0.1520218442","-0.2640442077"," 0.3264938247"," 0.1479122350"," 0.2217627208"," 0.0234592892","-0.1676607660","-0.2068764355"," 0.2628120437"," 0.0032461258","-0.1003520108"," 0.4513048912"," 0.0451377810"," 0.0484795547"," 0.0516577365","-0.0006307754"," 0.3317042634"," 0.4409855176"," 0.0039132452"," 0.3147838059","-0.0621802305"," 0.0859204610"," 0.3501169983","-1.8284368569"," 0.2421606634"," 0.2401269138"," 0.0537751150"," 0.3867793019"
"M513.174T813.875","-0.295713342","-0.675745671","-0.237153420"," 0.061305340"," 0.248990917"," 0.144386067"," 0.281197902"," 0.091277187"," 0.001480097","-0.008577905"," 0.450845662","-0.010923238","-0.127448161"," 0.203783516","-0.207708509"," 0.071217880"," 0.199952478"," 0.001058256"," 0.236371315"," 0.411365352","-0.195794956"," 0.265732324"," 0.048341523"," 0.285705432"," 0.386465864","-2.744819820"," 0.206734072"," 0.437770613"," 0.078857840"," 0.391045386"
"M895.359T935.639","-0.515287365","-0.672510129","-0.037229291","-0.205837370"," 0.013608356","-0.025096785"," 0.085025428"," 0.092933937","-0.058864943","-0.403825238","-0.037761506"," 0.124358751","-0.009023825"," 0.413898407"," 0.116634833"," 0.171718404"," 0.286753514"," 0.193864755"," 0.673375014"," 0.049955455"," 0.028195057"," 0.512859295"," 0.070642631"," 0.436597821"," 0.098866675","-2.003256195"," 0.063555029"," 0.168637042"," 0.267137915"," 0.100074326"
"M822.526T1212.039"," 0.071771646","-0.053489088"," 0.057562776"," 0.325839810"," 0.282763363","-0.114160398"," 0.088408607","-0.065758834"," 0.062918559"," 0.116068492"," 0.803992562","-0.200100939","-0.023414356"," 0.267171807","-0.455648820","-0.106734594"," 0.014501149"," 0.051282641","-0.123182929","-0.134428733"," 0.216043174","-0.077299643"," 0.116140728","-0.202264207"," 0.379819745","-1.899925675"," 0.475958127"," 0.004393261","-0.030067740"," 0.151839511"
"M704.522T1355.605","-0.490498351","-0.274623514","-0.199394341"," 0.065199131","-0.166886816"," 0.617971830","-0.335612094","-0.026977502"," 0.053582046","-0.562717415","-0.126784156"," 0.270514520","-0.504597971","-0.777386779","-0.381519865"," 0.235201418"," 0.006787635"," 0.075389993"," 0.262489481"," 0.768514735","-0.438647447"," 0.147073394"," 0.259001374","-0.275371123"," 0.746515608"," 0.160252675"," 0.036836130"," 0.371217151","-0.082797966"," 0.567268217"
"M972.391T940.951","-0.655089826","-1.116209226","-0.197827162","-0.235297788","-0.030418232"," 0.007103935"," 0.271029108"," 0.031842789"," 0.134607939","-0.077531721"," 0.191959063"," 0.203241607","-0.057679475"," 0.492906484","-0.122700161"," 0.062243786"," 0.398686664"," 0.243336324"," 0.379187994"," 0.202224400"," 0.114605874"," 0.415067707","-0.079644705"," 0.481291224"," 0.368636082","-2.292187425"," 0.132711485"," 0.375155774"," 0.100617807"," 0.258129676"
"M351.108T857.905"," 0.021185964","-0.373105164","-0.328016336","-0.002474034","-0.161408199"," 0.167430730"," 0.349524396","-0.231661847","-0.311381692"," 0.020512775"," 1.002056102"," 0.233797151","-0.173467298","-0.046477205"," 0.011987220"," 0.003901338","-0.061054629","-0.021611812"," 0.531285773"," 0.503258466"," 0.411078187"," 0.267731060","-0.283703220","-0.059542424"," 0.163098411","-1.824288443"," 0.218692346","-0.189692382"," 0.050292620"," 0.112052146"
"M866.86T1039.673","-0.47162197","-1.26940019"," 0.01844983","-0.21982125"," 0.15373765"," 0.10003262"," 0.35395280"," 0.46896498"," 0.09979026","-0.06251272","-0.57965511","-0.03591271","-0.16922990"," 0.17404099"," 0.02225728"," 0.25796028"," 0.22987206"," 0.13879981"," 0.25720481"," 0.63986714","-0.11081906"," 0.14413653"," 0.10391360"," 0.21912904"," 0.56631436","-1.78286186"," 0.22909352","-0.03544254"," 0.12003637"," 0.43972336"
"M395.287T1352.626"," 0.225648729","-0.215312008","-0.003751820"," 0.074226491","-0.006229383","-0.185708654"," 0.010905014"," 0.014841652"," 0.146732827","-0.086102019"," 0.270708267"," 0.201047442","-0.760883157"," 0.364376538","-0.282063688","-0.002582947","-0.218952938","-0.378833264"," 0.100879138"," 0.290754057"," 0.111394286","-0.185780836","-0.227388323"," 0.080138280"," 0.301621073","-0.090622233"," 0.206641090"," 0.195347087","-0.159364040"," 0.208313340"
"M515.185T908.801","-0.47798978","-0.71321717","-0.02126718","-0.08107683"," 0.25919159"," 0.05722254"," 0.28160078"," 0.14786017","-0.22513397"," 0.15065554"," 0.12045048"," 0.04275552","-0.14853364"," 0.25834281","-0.13061268","-0.01353118"," 0.02313860","-0.10564011"," 0.30014201"," 0.43656041"," 0.12833466"," 0.07863911"," 0.06685156"," 0.22756236"," 0.48856327","-2.18714167"," 0.12641968"," 0.27341530"," 0.06905473"," 0.56738307"
"M640.557T1608.472","-0.243672988","-0.313243190","-0.011233018","-0.021770809"," 0.323729218","-0.087471978"," 0.321710821"," 0.065902654","-0.142216337","-0.403575287","-1.348738238","-0.217099384"," 0.051303624","-0.170193225","-0.386508502"," 0.134476930","-0.007984196"," 0.003818470"," 0.113876218"," 0.235481061"," 0.454800993"," 0.161163580"," 0.294691176"," 0.425227871"," 0.715862885","-0.329119803","-0.119360228"," 0.400312824"," 0.027547496"," 0.072281361"
"M349.196T1389.794","-0.07855171"," 0.57692651","-0.17433398"," 0.06699255","-0.11354610"," 0.04307276","-0.18685902","-0.07855509","-0.10345611","-0.24439357","-0.03949128","-0.23230824","-0.12709937","-0.18659256","-0.17386000","-0.01130231"," 0.03692278","-0.06714409"," 0.51910481"," 0.29970661"," 0.24633629"," 0.23282030"," 0.09155691"," 0.18079635","-0.20098981","-1.31487064"," 0.26955718"," 0.41247573"," 0.32274338"," 0.03434172"
"M423.212T1319.031"," 0.288815020","-0.007890141","-0.208843233"," 0.016911929","-0.009797630","-0.629961907"," 0.169421753"," 0.097269243"," 0.240980187"," 0.041732320"," 1.360670113","-0.335085721"," 0.055905492"," 0.028013893","-0.214682423"," 0.040021036","-0.153994530"," 0.086482990","-0.054613108","-0.027540121"," 0.379091710","-0.032119186","-0.255410782","-0.065636739"," 0.024824960","-0.566055452"," 0.441081136","-0.288757119","-0.418413669","-0.002420020"
"M697.239T908.018","-1.197161e-01","-8.168876e-01","-9.863358e-02","-1.879021e-01","-2.835691e-02"," 1.339545e-02"," 1.791071e-01","-1.763993e-02","-1.176697e-02"," 7.766822e-02"," 4.152427e-02"," 2.022412e-01"," 5.598418e-02"," 4.964071e-01"," 2.333591e-02"," 1.447474e-01"," 8.965573e-06"," 2.673313e-01"," 3.758653e-01"," 2.710531e-01"," 2.286543e-01"," 1.638066e-01","-4.631159e-02"," 3.281966e-01"," 1.243877e-01","-2.041569e+00"," 1.538204e-01"," 1.050509e-01"," 2.549008e-02"," 9.070730e-02"
"M538.212T908.195","-0.21622233","-0.69347236"," 0.02717119","-0.26033445"," 0.03376442"," 0.02547319"," 0.06597711"," 0.09360134"," 0.13810785","-0.12891167"," 0.06022051"," 0.20999733","-0.04798684"," 0.34388541","-0.01163895"," 0.18484061"," 0.27221168"," 0.21568421"," 0.46566313"," 0.11004768"," 0.11837638"," 0.35424968"," 0.23448426"," 0.31630421"," 0.43354065","-3.03124922"," 0.16294471"," 0.11223390"," 0.31213380"," 0.09890258"
"M651.413T1339.403"," 0.00726011","-0.20013385"," 0.12046528"," 0.21072897"," 0.36362333","-0.05563943"," 0.03518049","-0.15035438"," 0.07382477"," 0.10879842"," 0.42036527","-0.36602173"," 0.07421504"," 0.09995707","-0.69494655","-0.00210702"," 0.06558137"," 0.06180989","-0.10468171","-0.12616359"," 0.22402624","-0.15759905"," 0.21385643"," 0.16303012"," 0.31474319","-1.79660343"," 0.32872419"," 0.23061352"," 0.30251778"," 0.23492928"
"M507.173T926.047","-0.47405881","-1.14440608","-0.15879684","-0.30709836","-0.11108662","-0.01270738"," 0.22982316"," 0.13986398"," 0.01843965","-0.04087285"," 0.21886461"," 0.25748732"," 0.13052960"," 0.39398360","-0.02821858"," 0.19883317"," 0.13110176"," 0.27147708"," 0.62592171"," 0.18636327"," 0.05901298"," 0.44325801"," 0.12741098"," 0.37802900"," 0.25582767","-2.26057217"," 0.12056369"," 0.04963303"," 0.20303786"," 0.09835555"
"M541.474T1573.977","-0.65965928","-0.45526741"," 0.13170641"," 0.10867730"," 0.67832602"," 0.11439233"," 0.18555479"," 0.19303694","-0.14428965","-0.22698178","-1.60014045","-0.02751612"," 0.23031801","-0.31714487","-0.69189870"," 0.17708973"," 0.33957450"," 0.01227876"," 0.17973970"," 0.43050621"," 0.63841749"," 0.02708669"," 0.60352373"," 0.75303495"," 0.50752371","-1.98462946","-0.31970544"," 0.47645135"," 0.31450503"," 0.32548952"
"M849.321T917.809","-0.60355135","-0.75286816","-0.26559790","-0.40571468","-0.27286442"," 0.19891560"," 0.26806918"," 0.17083666","-0.08798004","-0.04730919"," 0.27263618"," 0.21484334"," 0.09953872"," 0.59416212"," 0.03699860"," 0.23459227"," 0.03232269"," 0.11722407"," 0.47517777"," 0.05919624"," 0.23931651"," 0.47436060","-0.12527995"," 0.48546579"," 0.23744134","-2.11455454"," 0.05156918"," 0.14553269"," 0.12334657"," 0.14417411"
"M1076.413T957.42","-0.60015737","-0.85661946","-0.40185188","-0.30424294"," 0.07540258"," 0.10264546"," 0.34368665"," 0.41700559","-0.01453739","-0.07043541","-0.17920694","-0.20703657"," 0.01606195"," 0.37811193","-0.18867824"," 0.25460595"," 0.19738097"," 0.04733962"," 0.32988780"," 0.24846748"," 0.01667906"," 0.22928525"," 0.09223899"," 0.47919359"," 0.55505374","-2.25378967"," 0.33457421"," 0.32704590"," 0.23017499"," 0.40171416"
"M839.497T1323.85"," 0.02584475"," 0.19036010"," 0.25631943"," 0.28392663"," 0.43631066"," 0.14942464","-0.16382194","-0.27776230"," 0.02493179"," 0.04679690"," 0.40809225","-0.30668717"," 0.07852484"," 0.18403315","-0.28434430","-0.20500187","-0.02362180","-0.02809750","-0.25446942","-0.07632403"," 0.17705386","-0.01102359"," 0.22969544"," 0.16554577"," 0.20998480","-1.80593717"," 0.24919553"," 0.01982063"," 0.09520307"," 0.20602687"
"M806.333T896.321","-0.576534128","-1.009184636","-0.252874304","-0.274207419","-0.006515807"," 0.043056961"," 0.142491922"," 0.143434609","-0.072765841","-0.266199826"," 0.360337026"," 0.179884456"," 0.080123723"," 0.527728776","-0.236871041"," 0.168143201"," 0.183102403"," 0.212897086"," 0.646269879"," 0.317878056"," 0.030369559"," 0.549577568"," 0.076285432"," 0.577387500"," 0.217807385","-2.458564549"," 0.170831483"," 0.116231404"," 0.211726318"," 0.198152804"
"M476.194T828.514","-0.070561403","-0.928836174","-0.183343555","-0.222776363"," 0.015486214","-0.271626129"," 0.716648514"," 0.522475295"," 0.618509654"," 0.175029891"," 0.129287150"," 0.062752479","-0.090329187"," 0.797496366"," 0.288575809","-0.033356603","-0.063265481"," 0.262427445"," 0.206943043"," 0.120949697","-0.230540872"," 0.596075611","-0.153487445"," 0.036701256"," 0.473727084","-3.137294310"," 0.010226684"," 0.093621679"," 0.004076952"," 0.254406700"
"M748.518T1322.784","-0.20059023"," 0.04854768"," 0.53371013","-0.08095011"," 0.14723310"," 0.72919549"," 0.03607143","-0.37673440","-0.11014003","-0.20332429"," 0.25207768"," 0.76767444","-0.61134707","-0.38835724","-0.47925563"," 0.68632763"," 0.02845705","-0.34532762","-0.44157297"," 1.05610348","-0.09584129","-0.30177921","-0.06326530","-0.07011453"," 0.12007788","-1.12033663","-0.27244146"," 0.19032583"," 0.08340470"," 0.48217148"
"M369.19T1295.888"," 0.04381722"," 0.14106090"," 0.07764004"," 0.05079629","-0.19445659"," 0.29806586","-0.16986152","-0.10589704"," 0.02272526","-0.17040360"," 0.58390731"," 0.48248669","-0.15007774"," 0.19157240"," 0.19295883"," 0.05166240"," 0.13569427"," 0.08904291"," 0.11075204"," 0.14082390"," 0.14896486","-0.06410162","-0.18998590","-0.06955350","-0.21429844","-1.23105868"," 0.06246537","-0.32497891"," 0.17189039","-0.11165340"
"M819.312T959.199","-0.4705309469","-1.3980613016","-0.1965106474","-0.1857014619","-0.0215838299","-0.0498186658"," 0.0458248383","-0.0098445915"," 0.0347579537","-0.2826036596","-0.5472513804"," 0.4158772242"," 0.0817476922"," 0.6430641106","-0.0313865394"," 0.3818070500"," 0.0834921962"," 0.3319331896"," 0.9591985202"," 0.0314099805"," 0.1186076262"," 0.8794065514","-0.1110258877"," 0.6462461822"," 0.2686599083","-1.8178219452"," 0.0342409257"," 0.0003224192"," 0.0938330785"," 0.0717114104"
"M984.375T812.644","-0.605048769","-1.417157122","-0.752057003","-0.363352543","-0.160304470","-0.095226041"," 0.384458470"," 0.170568012","-0.097281953","-0.304894648"," 0.905123461"," 0.136196344","-0.324332609"," 0.582409064"," 0.086991273"," 0.115666448","-0.059993762"," 0.282940429"," 0.499943900"," 0.274642081","-0.006334171"," 0.462858825","-0.099143173"," 0.554717429"," 0.387371532","-1.455061569"," 0.374317238"," 0.187145941"," 0.254062072"," 0.080775315"
"M472.321T1423.013","-0.244258492","-0.357589520","-0.295053808","-0.061761927"," 0.061265281","-0.004618202","-0.055094410"," 0.351698221","-0.117237789","-0.168823366","-0.123134145","-0.365318149","-0.251122426","-0.272360235","-0.718941781"," 0.049986800"," 0.213584156"," 0.284706154"," 0.479277066"," 0.199738347"," 0.068576580"," 0.178543328"," 0.305086305"," 0.312416700"," 0.542372984","-0.723412064"," 0.171755547"," 0.594920325"," 0.037167089","-0.092368570"
"M513.269T1221.408"," 0.03061212","-0.31963836"," 0.17225035","-0.02560707"," 0.09321504"," 0.20650478"," 0.08997782"," 0.03003260"," 0.17237143"," 0.14934941"," 0.02805606"," 0.42285522"," 0.06514172"," 0.36288336","-0.13162641"," 0.03320231"," 0.03010220"," 0.08278190"," 0.18122330","-0.06964619"," 0.39868863","-0.01964123","-0.20871006"," 0.02866705"," 0.16174731","-2.52559940"," 0.13016955","-0.18517693"," 0.44119937"," 0.17461411"
"M849.325T990.311","-0.34215322","-0.49083428","-0.22716793","-0.21436358"," 0.03595975"," 0.15175991"," 0.07606131"," 0.20900171","-0.06322605","-0.36148165","-0.30677650"," 0.18491649","-0.10566736"," 0.46552161"," 0.08050995"," 0.16618600"," 0.17287748"," 0.11635990"," 0.50444886"," 0.06252528"," 0.05693504"," 0.48729434","-0.01551420"," 0.52945865"," 0.34152827","-2.02806615","-0.03956368"," 0.16688760"," 0.12427870"," 0.26230375"
"M844.318T843.183","-0.640046903","-0.684965224","-0.248013068","-0.398785842"," 0.068473758","-0.110572403"," 0.202574794"," 0.031472061","-0.009042983","-0.222926064"," 0.569937621"," 0.136477119"," 0.216492991"," 0.248571855","-0.049674036"," 0.272023909"," 0.045266288"," 0.080916694"," 0.544598991"," 0.288207060"," 0.121341671"," 0.622273513"," 0.004541153"," 0.469570428"," 0.254067668","-2.487339820"," 0.392704565","-0.045586175"," 0.292235234"," 0.035205144"
"M981.368T857.905","-0.33929824","-0.76969256","-0.11805514","-0.22601789"," 0.26242731"," 0.03729927"," 0.21630862"," 0.05420094","-0.12767550","-0.07340493"," 0.11001684","-0.03601912","-0.10506369"," 0.45123024"," 0.06205689"," 0.10671473","-0.01245897","-0.00511201"," 0.47444290"," 0.41848103","-0.02346756"," 0.38033955"," 0.04382260"," 0.19939276"," 0.37059513","-1.87231909"," 0.17249522"," 0.24796121"," 0.16480605","-0.06400658"
"M711.567T1574.614","-0.43768997","-0.26790051","-0.32147281"," 0.44729868"," 0.45837033","-0.38927389","-0.05013644","-0.13372554","-0.10336686","-0.31200019","-1.00658137","-0.36956035","-0.23407953","-0.63523929","-0.27087021"," 0.15988219"," 0.14042737","-0.14091083"," 0.12502865"," 0.28596700","-0.10202429","-0.12959949"," 0.46456933"," 0.06351740"," 1.33017740"," 1.23025676","-0.17213508"," 0.06777482","-0.16500085"," 0.46829756"
"M424.206T1456.482"," 0.2270584782"," 0.0688241971"," 0.0760473250"," 0.0391382080"," 0.0707152590","-0.1636223996"," 0.1487893062"," 0.1865512327"," 0.3350343503"," 0.1144765814"," 0.3568875936","-0.1631525842"," 0.0360552099","-0.0085566778","-0.3260177147"," 0.0902893201","-0.1004064993"," 0.2776373004","-0.6475022645"," 0.0111234004"," 0.3153185898","-0.2396258225","-0.1700216832"," 0.0001106474"," 0.4083948210","-0.5339102468","-0.3103435236","-0.3335166064"," 0.0473121606"," 0.1869120414"
"M1111.407T857.905","-0.03353961","-1.05130166","-0.40675776","-0.33201085"," 0.15921164"," 0.26159530"," 0.04205099","-0.13280198","-0.30060171","-0.73588991"," 0.24366345"," 0.31336134","-0.35573590"," 0.33576861"," 0.04423994"," 0.30504384","-0.18620200"," 0.03972351"," 0.75827896"," 0.42287525"," 0.11868549"," 0.58519979"," 0.16885658"," 0.58242868"," 0.45532464","-1.66287823"," 0.17912049","-0.01269877"," 0.06886831"," 0.12612159"
"M659.432T1389.647"," 0.140334117","-0.107492460","-0.015621832"," 0.009884241"," 0.103269278"," 0.018909264","-0.283497232","-0.016831166"," 0.031067865","-0.066385040","-0.049651255","-0.208212809","-0.318866177"," 0.172368493","-0.665248757","-0.012279301"," 0.053821457"," 0.103070767"," 0.175447646"," 0.182009706"," 0.263466197","-0.138225552"," 0.276897221"," 0.454894395"," 0.123450360","-1.674602556"," 0.103356932"," 0.313515261"," 0.293052732"," 0.738098205"
"M822.841T1023.188","-0.28597168","-0.69412777","-0.03592655","-0.27334709","-0.01440936"," 0.34509327","-0.10696242"," 0.07612026","-0.17962648","-0.42526764","-0.58380743"," 0.09873996"," 0.20534644"," 0.44960708"," 0.03555168"," 0.24641767"," 0.30031304"," 0.19687413"," 0.37450659"," 0.15653583"," 0.23376487"," 0.52879074"," 0.28016677"," 0.57788264"," 0.21540232","-2.32649731"," 0.16675723"," 0.21949943"," 0.24154994","-0.02297615"
"M960.389T959.199","-0.85326372","-1.37321832","-0.13280346","-0.09336919"," 0.10770185"," 0.03320663"," 0.25375719"," 0.16746456"," 0.01667589","-0.04199295","-0.03390412","-0.08007052","-0.08874561"," 0.60573059","-0.04845335"," 0.13706908"," 0.16664340"," 0.19995720"," 0.35828986"," 0.45474760","-0.13855750"," 0.44546980"," 0.29645838"," 0.25214793"," 0.50165914","-2.02728601"," 0.19740681"," 0.32771856"," 0.08604818"," 0.30351211"
"M862.501T1125.643"," 0.113749088"," 0.099985829"," 0.022418162"," 0.323549438"," 0.305842797","-0.093980791"," 0.081138306","-0.027927652"," 0.009144395"," 0.282380403"," 0.397771368","-0.012529838"," 0.041233070"," 0.252099094","-0.218269326","-0.003135348"," 0.018019626"," 0.116425459","-0.141003753","-0.038205638"," 0.190452933"," 0.095632236"," 0.046817222","-0.022234149"," 0.350891676","-2.654595753"," 0.365552636","-0.027421302"," 0.007379988"," 0.118819823"
"M867.589T1591.283","-0.27376416"," 0.03120921","-0.15343383","-0.68379172","-0.30863985"," 0.15873096"," 0.57697526"," 0.34545460"," 0.14061406","-0.36537094","-0.35747054"," 0.11321726","-0.33269520","-0.41114735","-0.75133644"," 0.21215024","-0.06748916","-0.15534436"," 0.41016306"," 0.67949896"," 1.35197612","-0.42609846","-0.50503939","-0.30418650"," 0.25378514"," 0.18526692","-0.07666268"," 0.23471441"," 0.09668483"," 0.38202954"
"M1017.391T843.183","-0.411007226","-0.970796295","-0.142091794","-0.418443430"," 0.075473171","-0.010360189"," 0.271026438"," 0.021590836","-0.003520683","-0.077729448"," 0.229251312","-0.155925512"," 0.068672584"," 0.295927913"," 0.065368864"," 0.247185050"," 0.158167276"," 0.131709785"," 0.307201582"," 0.237209495"," 0.199536177"," 0.576409516"," 0.054448558"," 0.337493695"," 0.435029740","-2.251446564"," 0.205547817"," 0.050206423"," 0.324856303"," 0.149008607"
"M955.379T843.183","-0.43710211","-1.26521836","-0.33991014","-0.35586954","-0.06096071","-0.06268305"," 0.29033164"," 0.07218701"," 0.04592945","-0.14375489"," 0.41690507","-0.16038823"," 0.04643396"," 0.62828392","-0.03629093"," 0.27967321"," 0.16628709"," 0.19906109"," 0.29435908"," 0.38016196"," 0.10830356"," 0.44387140"," 0.05433347"," 0.48112342"," 0.37058585","-2.12508769"," 0.21836448"," 0.26210875"," 0.04060623"," 0.18835503"
"M447.25T1372.484","-0.185585787","-0.406937115"," 0.155356947"," 0.063129169","-0.210704897"," 0.217244612","-0.182713465","-0.194875671"," 0.185708514"," 0.049018734"," 1.204260165"," 0.878652785","-0.061133928"," 0.222125502"," 0.215411910","-0.322077759","-0.113959929","-0.289618130","-0.520707605"," 0.003562076","-0.049472624"," 0.039825423"," 0.061602760"," 0.125767125"," 0.093806969","-0.810869475"," 0.129001866"," 0.118799080","-0.006350821","-0.408266428"
"M519.225T1025.439","-0.35481756","-0.92516777","-0.26976192","-0.14937685"," 0.20286455","-0.05414489","-0.08038049","-0.06247809","-0.05990260","-0.31837418","-0.43890244"," 0.51451945"," 0.55077199"," 0.63386614"," 0.21227044"," 0.43230497"," 0.03566296"," 0.42181090"," 0.78986234"," 0.23616144"," 0.24288582"," 0.69321065","-0.13565032"," 0.40207211"," 0.18466996","-2.72242560","-0.02898004","-0.17323626"," 0.08597050"," 0.13469477"
"M867.338T941.124","-0.35423449","-1.15336377","-0.04314376","-0.31656034","-0.15826348","-0.01345638"," 0.18233535"," 0.06224760","-0.16164416","-0.18586007"," 0.34443259","-0.08522946"," 0.01723262"," 0.37908187"," 0.02122719"," 0.17091312"," 0.13197213"," 0.11123807"," 0.50762610"," 0.22723637"," 0.14428551"," 0.44188219","-0.13636292"," 0.44578036"," 0.33258305","-1.67609874"," 0.12194717"," 0.12028154"," 0.10855228"," 0.41336244"
"M817.32T1025.439","-0.437407139","-1.102646933"," 0.037665637","-0.266545375","-0.027942903"," 0.232272485"," 0.007310608"," 0.390419261","-0.072595852","-0.573340325","-0.558347973"," 0.118598880","-0.140585390"," 0.411399951","-0.081862509"," 0.391380490"," 0.417597858"," 0.407367082"," 0.594335544"," 0.155548999"," 0.028198611"," 0.495498344"," 0.030493075"," 0.561692150"," 0.477721824","-1.888940322","-0.064794166"," 0.137747354"," 0.207911493"," 0.111849242"
"M629.459T1473.698","-0.112143601","-0.310458628","-0.166869745","-0.005611875"," 0.222596834","-0.242601810","-0.114697725"," 0.421843066"," 0.051554862","-0.239862436","-0.020126035","-0.581483774"," 0.037404572","-0.260021083","-0.826726402"," 0.055931465"," 0.180061525","-0.071908367"," 0.189339298"," 0.255640745","-0.239507676","-0.219666070"," 0.576465048"," 0.358949853"," 0.639596080","-0.677809378"," 0.093932710"," 0.479640777"," 0.163656536"," 0.362881234"
"M505.273T1221.035","-0.002636636","-0.320441640"," 0.111656553"," 0.019799351"," 0.090089133"," 0.156654406"," 0.137628247"," 0.058898200"," 0.221104090"," 0.067496133"," 0.217786854"," 0.301220789","-0.043179259"," 0.216254156","-0.199463786"," 0.073080011","-0.055797053","-0.001751336"," 0.073303783"," 0.110703389"," 0.265400907"," 0.081320428","-0.116819172"," 0.011185621"," 0.294225873","-2.279260800"," 0.212872621","-0.198531348"," 0.324651547"," 0.172548940"
"M655.418T1406.703","-0.04237131","-0.10538083","-0.33833612","-0.09044384"," 0.18946887","-0.15450778","-0.29744456"," 0.10492244","-0.02263275","-0.21803473","-0.22609531"," 0.12998585","-0.20291647","-0.07908064","-0.70975485"," 0.03968714"," 0.19022212"," 0.13359556"," 0.29344013"," 0.31599951"," 0.19214657"," 0.20374335"," 0.47473901"," 0.39098887"," 0.38033444","-1.77155630"," 0.17898000"," 0.54082869"," 0.39446249"," 0.10501043"
"M847.517T1163.004"," 0.32037289","-0.01156333","-0.18487912","-0.16073162","-0.22905297","-0.27047620"," 0.73660793"," 0.53567482"," 0.33962794"," 0.54188930"," 1.00099851"," 0.41238263"," 0.07382962"," 0.31892060","-0.02676168"," 0.17979673","-0.25837940"," 0.34049409"," 0.08212835","-0.12475341","-0.02499663"," 0.22415628","-0.47140126","-0.51461472","-0.13706335","-2.99259585"," 0.83546523","-0.47464267","-0.23674567"," 0.17631295"
"M936.367T941.78","-0.399570969","-1.103768566","-0.068546922","-0.163707609","-0.076581939","-0.071610824"," 0.208403978"," 0.117859068","-0.086578882","-0.244664925","-0.023727287"," 0.040231380","-0.011681738"," 0.462684382","-0.019721475"," 0.127186707"," 0.179925492"," 0.153636200"," 0.518785603"," 0.058551066"," 0.071577727"," 0.514067842","-0.003505237"," 0.535206048"," 0.161839172","-1.568783004"," 0.164811850"," 0.047141942"," 0.232189256"," 0.248351667"
"M985.385T959.199","-0.276990894","-0.653460515","-0.007832728","-0.135924724"," 0.110145247"," 0.048386179"," 0.125457978"," 0.291830618"," 0.061388891","-0.172180979","-0.379079867"," 0.182435933","-0.068451924"," 0.436500353","-0.034881814"," 0.192409832"," 0.280465570"," 0.309571925"," 0.442661555"," 0.224400979"," 0.088402852"," 0.289584120"," 0.175364228"," 0.507247711"," 0.462994124","-3.484340323"," 0.128741720"," 0.285319404"," 0.182356358"," 0.387478192"
"M549.39T1245.233","-0.02762178","-0.62025026","-0.22677070","-0.21355387"," 0.04876486","-0.52905150"," 0.16831254"," 0.14788454"," 0.02912016","-0.60088961"," 1.64854003"," 0.00572131","-0.12840490","-0.05966066","-0.57567242"," 0.18093202","-0.43966854"," 0.34556590"," 0.48094102"," 0.01681296"," 0.25664307"," 0.36854472","-0.29284421"," 0.39858943"," 0.22183113","-1.11734707"," 0.62587858"," 0.30978301","-0.11943722","-0.30269255"
"M898.349T936.403","-3.988846e-01","-8.988230e-01","-5.190589e-02","-1.537516e-01"," 1.960459e-01"," 1.156646e-01"," 1.132724e-01"," 1.318823e-01","-1.156656e-02","-2.086795e-01","-1.542616e-01","-6.640480e-03","-7.744735e-02"," 3.092136e-01","-3.187777e-05"," 1.882852e-01"," 2.892583e-01"," 2.339413e-01"," 3.019993e-01"," 9.917428e-02"," 6.739732e-02"," 3.934801e-01"," 7.029055e-02"," 3.825815e-01"," 5.093233e-01","-1.970144e+00","-1.884082e-02"," 2.056221e-01"," 1.282003e-01"," 2.153454e-01"
"M871.337T832.505","-0.074923836","-1.504058721","-0.180389622","-0.520662458","-0.324410299","-0.073030259"," 0.282513184"," 0.328776258","-0.032214822"," 0.022320984"," 0.254836387"," 0.299452941"," 0.050445406"," 0.783146092"," 0.440250118"," 0.195611925","-0.070275622"," 0.255336033"," 0.844641162"," 0.082771302"," 0.135312619"," 0.989711404","-0.133311787"," 0.331379707"," 0.124943531","-2.423632876","-0.009720534","-0.183245468"," 0.017836372"," 0.090590878"
