"","C9.1","C9.2","C9.3","C9.4","X9.1","X9.2","X9.3","X9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","BLANK.2","QC.1","QC.2","QC.3","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","C12.1","C12.3","C12.4","X12.1","X12.2","X12.3","C15.1","C15.2","C15.3","C15.4","F15.1","F15.2","F15.3","F15.4","D15.1","D15.2","D15.3","D15.4","X15.1","X15.2","X15.3","X15.4"
"Label","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","Other","Other","Other","Other","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point"
"sodium_formate","4070413","3874278","3824226","4055654","3999488","3978044","3825768","4040031","3969364","3963523","3748519","4093395","3922085","4081197","3906272","4398137","3680698","4066642","3879396","4076296","4036646","3843867","3845185","4021608","4043455","3773975","3345591","3565070","3985225","3922751","3861917","3815932","3878103","3825451","3977822","3907525","3448104","4002206","4242376","4078873","4313778","3963971","4056292","3963081","4082963","4193594","3742876","3939109","3533826","4923007"
"M627.535T1557.388"," 74306.68","147312.37","214509.10","152574.76","242706.64"," 80181.39","133000.00","100000.00","155527.66","115237.41"," 52228.61"," 84994.20","181732.50","109000.00"," 66643.80"," 46331.90"," 51653.74","397277.67","229000.00"," 91424.96","123693.75","107000.00","201650.46"," 85900.00","197000.00","133505.53"," 39593.22","147244.23","241365.38","161743.27"," 76751.74","127245.05"," 61756.13","187000.00"," 93084.28"," 55493.16","106179.21"," 83464.01","165499.17"," 55300.00","157089.97","104965.23"," 39425.25","190324.52"," 54946.82","137100.07"," 46806.41"," 43900.00"," 84415.04","442215.02"
"M875.588T1557.588"," 39408.22"," 50137.78"," 56333.54"," 40882.66"," 37202.13"," 94735.57","121000.00"," 45600.00"," 95028.05"," 37264.40"," 36734.65"," 81210.31"," 55681.54"," 49300.00"," 61033.95"," 17423.24"," 28988.90","101803.35"," 43700.00"," 45893.62"," 41579.51"," 91300.00","178751.95"," 31500.00"," 54800.00"," 40107.39"," 43843.40"," 84023.66"," 57873.64"," 54025.34"," 60511.25"," 34506.21"," 74371.69"," 96000.00"," 46774.47"," 36435.82"," 77377.82"," 82561.67"," 34981.35","127000.00"," 51596.11"," 41963.37"," 40025.69"," 52029.65"," 40750.10","101084.13","135769.55"," 39500.00","111358.58","127749.10"
"M628.528T1608.773"," 35334.51"," 70507.32"," 76093.06"," 95594.28","239102.21"," 51577.91"," 78300.00"," 56600.00"," 82232.01"," 42316.56"," 21300.58"," 57526.21","515821.20"," 42400.00"," 55445.88"," 44511.81"," 42938.43","158993.00","416000.00"," 66102.17"," 59801.52"," 70000.00"," 76980.33"," 56700.00","148000.00"," 73397.18"," 33376.58","216509.50"," 94996.26"," 61053.23"," 38796.49"," 77990.29"," 58205.27"," 92500.00"," 44625.14"," 44401.36"," 56177.60"," 53121.35","493623.19"," 43800.00"," 52679.32"," 60856.53"," 48690.03","174039.30"," 43721.39","119451.99"," 28881.11"," 22500.00"," 60131.07","213485.18"
"M566.557T1576.856"," 64272.85"," 55854.07"," 79074.81"," 20219.93"," 58320.66"," 57463.44"," 49300.00"," 56300.00"," 66600.76"," 63880.78"," 45918.30"," 53937.15"," 41010.36"," 38400.00"," 65089.54"," 52267.33"," 59468.85"," 72704.64"," 56400.00"," 52776.25"," 64969.04"," 46000.00"," 71393.12"," 44900.00"," 54400.00"," 53343.80"," 48778.68"," 58943.54","106075.82"," 50355.52"," 67500.83"," 57090.69"," 46584.21"," 47100.00"," 44153.79"," 52898.96"," 53788.17"," 71953.01"," 65859.17"," 39800.00"," 69344.49"," 54964.51"," 57097.30"," 55380.73"," 60086.54"," 72310.84"," 64389.51"," 57600.00"," 47601.57"," 63136.21"
"M694.551T1421.645","105930.65","231345.72","157580.01"," 91002.06"," 71001.11"," 99892.38","152000.00"," 88100.00","179277.84"," 97154.35","103345.99","102649.46","324314.33"," 89600.00","110447.80","105430.53","129334.13","134427.62","175000.00","125722.44","154778.81","533000.00","117836.98","149000.00"," 87100.00","130710.64"," 52473.90","223901.73","108094.12","211774.62"," 98294.76"," 80051.19","124567.96","204000.00","150148.02"," 89272.77"," 65185.49","115795.99","285889.98"," 76900.00","258974.38","135816.51"," 62456.96","455825.75"," 84126.06","121151.92"," 93898.49","127000.00","161523.10","185505.35"
"M514.42T1557.571"," 64676.85"," 79497.91"," 70611.78"," 92523.45"," 87597.06","115452.90"," 76800.00"," 76600.00"," 78702.18"," 75372.44"," 33033.63"," 99839.47"," 79551.04"," 70300.00"," 76964.01"," 53393.01"," 77652.04","135230.95"," 87000.00"," 84632.02"," 84435.29"," 89200.00"," 65318.98"," 74800.00"," 98400.00"," 92248.80"," 67016.15","189451.05"," 96491.89"," 79306.77"," 74823.57"," 90786.14"," 74664.40","102000.00"," 61717.33"," 69810.13"," 57864.64"," 86325.55","100116.28"," 84300.00"," 73523.73"," 79666.55"," 60487.06","156217.07"," 67177.36","145021.76"," 40119.16"," 56300.00","200090.12","108206.82"
"M967.715T1574.486"," 42919.81"," 41744.41"," 38294.47"," 56007.12"," 63295.69"," 37677.80"," 71500.00"," 42100.00"," 48508.34"," 43682.53"," 39531.07"," 43513.09"," 74966.17"," 66300.00"," 55951.69"," 45923.97"," 47738.88"," 66425.84"," 53100.00"," 33253.36"," 45121.26"," 43400.00","176451.88"," 39500.00"," 47000.00"," 46069.48"," 38813.97"," 58447.58","127446.22"," 37279.44"," 55483.46"," 46882.90"," 61349.42"," 67800.00"," 37535.29"," 40871.52"," 75697.48"," 52584.83"," 40887.19"," 61800.00"," 46601.26"," 43413.22"," 53381.78","113848.71"," 47050.00"," 38992.11","115638.16"," 40400.00"," 48790.92","119358.57"
"M408.308T1456.538","125404.22","116951.16"," 86306.71","100933.96"," 78873.78"," 71476.12","141000.00","128000.00","182808.53","107729.66"," 61921.80","114391.85"," 92586.82","150000.00"," 80911.95"," 79758.42"," 85353.26","102777.00"," 90100.00","112537.59"," 98743.58"," 93200.00"," 74694.39","117000.00"," 92600.00"," 88099.22"," 82623.72","145714.33"," 65583.05","136180.70","106951.78"," 77785.78"," 63625.28","108000.00"," 85975.29","131015.20","149228.77"," 54959.16","110935.76","134000.00","100543.13"," 92202.25","117492.93"," 75519.55"," 89202.98"," 59383.93"," 77893.47"," 62800.00"," 90245.08"," 86894.12"
"M876.621T1509.101"," 43386.80"," 76305.55"," 46756.14"," 37321.35"," 32051.76"," 73687.03","179000.00"," 39300.00"," 93590.18"," 20582.50"," 17918.79"," 77433.46"," 50518.12"," 23500.00"," 43519.46"," 36042.15"," 36121.00"," 76425.29"," 32300.00"," 38452.18"," 41554.06"," 85200.00","353272.17"," 34200.00"," 40600.00"," 36980.53"," 30688.47"," 71332.32"," 87668.36"," 55062.84"," 38812.36"," 34449.58"," 33739.05"," 78300.00"," 31888.62"," 26391.96"," 79820.72"," 81014.24"," 23796.48","214000.00"," 58308.80"," 21119.33"," 26511.93"," 44034.04"," 21010.58"," 80823.92","309870.32"," 31800.00"," 94453.01","118618.47"
"M627.535T1591.081"," 74313.26","128631.58","166212.22","158622.75","299161.03"," 80188.65","133000.00","100000.00","187889.84","115249.11"," 52228.61"," 85021.59","181731.86","113000.00"," 66680.22"," 46357.42"," 47013.56","399478.22","196000.00"," 91428.57"," 89859.42","107000.00","186249.49"," 85900.00","197000.00"," 85832.42"," 39578.92","147205.89","241390.69","161994.69"," 76923.13","127267.47"," 61763.27","187000.00"," 62999.61"," 55514.71","106159.99"," 83464.01","154185.67"," 55300.00","157107.27","104967.82"," 39425.25","173804.96"," 52418.68","137020.85"," 46806.41"," 44100.00"," 84455.01","444552.91"
"M979.613T1608.07","  4941.829"," 20095.979"," 11702.815"," 12258.043","  7302.348"," 30061.607"," 71200.000","  9120.000"," 28006.960","  5038.838"," 10539.205"," 22097.854"," 21027.352","  9760.000","  5616.846","  4608.928","     0.000"," 34226.306"," 11500.000","  6832.479","  2293.545"," 16400.000","147833.980","  3580.000","  7990.000","  7383.777","  2430.967"," 24492.237"," 19853.665"," 11591.515","  5211.625","  2641.077","  7177.485"," 23100.000","  5618.066"," 10895.114"," 10013.452","  7082.479","  6842.795"," 56400.000"," 12637.874","  9045.703","     0.000"," 28756.367","     0.000"," 44736.828"," 26560.780","  3520.000"," 24356.217"," 28098.640"
"M736.522T1695.525"," 81826.51"," 57167.80"," 24883.08","231052.91","260024.68"," 19405.13","221000.00","116000.00","219781.22"," 76579.14"," 33580.10"," 28177.48","226154.47","151000.00","143072.46"," 61982.02"," 53109.25"," 26546.29","215000.00"," 97110.14"," 80680.75"," 34300.00","201410.41"," 56000.00","254000.00","109616.79"," 78002.95"," 35008.09"," 26935.56"," 31573.47","138090.96","105451.70","170069.32"," 47800.00"," 76318.52"," 46911.99","142710.29"," 20305.56","235568.32","152000.00"," 27467.27"," 65537.79","143624.29"," 42876.11","141078.52","196645.66","161539.61"," 81900.00"," 28395.67"," 23750.17"
"M967.716T1446.028"," 31808.29"," 47510.17"," 37465.94"," 55194.92"," 47582.61"," 41592.35"," 61600.00"," 28300.00"," 20564.81"," 40034.29"," 70786.51"," 36179.60"," 45004.93"," 56500.00"," 47047.64"," 34992.18"," 35561.09"," 47547.16"," 40500.00"," 28523.83"," 23017.65"," 46700.00","152952.92"," 26000.00"," 38100.00"," 41189.55"," 17564.99"," 46045.75","115335.19"," 33491.43"," 72204.55"," 45002.77"," 51547.31"," 43800.00"," 25386.05"," 35360.87"," 67735.26"," 49702.36"," 32574.31"," 52700.00"," 32839.56"," 28771.42"," 39250.74"," 75438.02"," 33332.10"," 25764.70","187481.91"," 59800.00"," 28224.47","124155.57"
"M881.577T1523.839","  46004.44"," 339613.78"," 173341.37"," 102142.96","  62463.95"," 407563.33","1410000.00","  44100.00"," 465405.33","  39959.76","  37035.50"," 358237.07"," 221380.69","  65800.00","  43789.50","  47104.31","  30634.85"," 291218.44","  70900.00","  47611.72","  58535.57"," 353000.00","2947485.82","  37100.00","  71800.00","  40207.99","  45339.03"," 360305.82"," 571481.86"," 140222.66","  82024.08","  64174.06"," 120496.03"," 236000.00","  64348.49","  50815.45"," 337017.19"," 316603.99","  54847.72","1630000.00"," 105489.88","  53675.09","  63935.43"," 360566.51","  50648.50"," 492671.09","2254713.46","  35600.00"," 344588.55"," 751276.02"
"M643.527T1558.978","  63982.68"," 101519.81"," 129863.26"," 200138.08"," 222037.92","  78440.88","  88100.00","  76900.00"," 118870.86","  70760.36","  25393.75","  93006.29"," 176978.48","  54700.00","  59017.15","  47031.79","  57168.39"," 632804.82"," 224000.00","  66547.96","  65615.02"," 133000.00","  83766.91","  57600.00"," 238000.00","  71170.04","  65185.67"," 612512.42"," 823853.29","  95495.55","  58826.72","  84464.19","  56622.91"," 572000.00","  62719.58","  64580.42","  78474.03","  80480.39"," 201838.13","  86300.00","  94161.74","  65358.53","  41298.19","1169888.83","  64150.72"," 392436.79","  34697.18","  52600.00"," 143044.12","1180729.71"
"M917.596T1624.867"," 20036.425"," 40005.087"," 27509.926"," 22501.344"," 15875.449"," 33537.264"," 66800.000"," 18000.000"," 37597.528"," 15455.929"," 10697.943"," 30452.887"," 26711.427"," 16700.000"," 26130.349"," 10820.282"," 11984.633"," 35130.728"," 28700.000"," 16357.258"," 17572.811"," 32900.000","124757.073","     0.000"," 22700.000","  8893.657","  9490.185"," 32056.427"," 38513.287"," 30204.457"," 23560.634"," 11037.599"," 26978.355"," 60500.000"," 19180.217"," 19245.174"," 24194.963"," 29143.968"," 10711.946"," 71000.000"," 24937.355","  3544.058"," 24241.078"," 57590.953"," 22303.358"," 58034.436"," 42053.509","  9600.000"," 29730.070"," 62403.905"
"M490.4T1540.43"," 114179.547","  90110.108"," 147856.882"," 127565.252","  82918.058","  91320.311"," 123000.000","  90600.000"," 152877.148","  81227.061","   9476.585"," 205587.413","  95756.500","  88500.000","  77386.210","  83422.063","  80672.665"," 375433.819","  85400.000","  95354.488","  90346.611"," 107000.000","  77594.724"," 102000.000","  81500.000","  58182.428","  86090.853"," 528099.603"," 193647.112","  93781.814","  75132.234","  94964.981","  76697.268"," 117000.000","  81595.527","  80539.998","  87002.000","  98386.695","  81275.054","  96900.000"," 126868.040"," 103132.068"," 104016.383"," 269887.237","  77363.788"," 303108.471","  43130.837","  93300.000"," 133594.166","1054732.928"
"M490.398T1576.24"," 111369.174","  84038.217"," 144798.455"," 132302.872","  79605.697","  91328.062"," 123000.000","  85500.000"," 155150.357","  81235.095","   9518.822"," 205703.391","  98542.204","  90700.000","  77463.719","  86955.359","  74963.481"," 371885.864","  83300.000","  95371.327","  90343.441"," 107000.000","  70634.437","  96700.000","  85100.000","  51201.819","  86059.839"," 530146.673"," 193658.801","  93931.222","  75305.309","  94992.950","  76707.364"," 119000.000","  81581.188","  80571.114","  86987.257","  94887.795","  81299.641","  96900.000"," 122247.775"," 105230.813"," 103993.367"," 303891.346","  77389.583"," 302912.601","  43310.927","  94000.000"," 133706.465","1057074.079"
"M643.5T1557.545","  63978.46"," 101537.72"," 129887.29"," 197547.39"," 222095.55","  78433.31","  88000.00","  76900.00"," 140633.14","  70754.70","  25281.22","  92976.88"," 172492.36","  54700.00","  58985.82","  47005.47","  57172.51"," 629803.96"," 205000.00","  64220.39","  65617.72"," 133000.00","  80740.82","  57600.00"," 235000.00","  66336.02","  65210.27"," 608709.24"," 820124.29","  95343.24","  58692.79","  84450.07","  56614.40"," 538000.00","  59834.48","  64555.48","  78488.90","  80489.05"," 201776.70","  86300.00","  94154.07","  65357.29","  41309.33","1113515.60","  61043.08"," 384819.77","  34553.96","  52400.00"," 140508.99","1078373.36"
"M250.943T64.43","1047.8930","1875.2410","1667.9430","1290.6750","1018.5530","1325.9040"," 607.0000"," 708.0000","1436.3240","1522.4120","   0.0000","1253.1340"," 882.9620"," 971.0000","1343.4020","1049.7358"," 406.7671"," 519.8345"," 881.0000","1696.3470","2046.9200"," 539.0000","1641.9860"," 896.0000"," 947.0000","1029.1600"," 978.9232","1025.1800","   0.0000","1524.2590","1009.2090","1589.0160","1699.0350"," 303.0000","1376.6960","1321.1740","1429.0280"," 801.5720"," 656.4321"," 181.0000","1526.5059","2157.3280"," 565.1163","1160.3730","   0.0000","1869.7903","1343.5440"," 758.0000"," 923.4578","2390.0390"
"M643.504T1506.823","  71153.93"," 101493.36"," 129887.29"," 197547.39"," 222095.55","  90617.80","  88000.00","  76900.00"," 140553.67","  70754.70","  25281.22"," 102080.07"," 172492.36","  54700.00","  58985.82","  47005.47","  60012.49"," 647446.94"," 224000.00","  77388.07","  65617.72"," 133000.00","  83765.45","  68800.00"," 234000.00","  93212.66","  65210.27"," 608709.24"," 820124.29","  95343.24","  58692.79","  84424.47","  56618.38"," 538000.00","  69321.49","  64522.17","  78488.90","  90322.43"," 201776.70","  86300.00","  98860.52","  65357.29","  41303.52","1165103.52","  61043.08"," 384819.77","  34553.96","  52600.00"," 140508.99","1105736.58"
"M933.598T1473.64"," 12341.529"," 18358.721"," 40272.447"," 11961.803"," 30658.981"," 52112.842"," 39100.000"," 14000.000"," 42039.991"," 18338.633"," 13715.855"," 42348.735"," 33155.342"," 30200.000"," 15859.041","  2740.480"," 15663.005"," 36645.355"," 26800.000"," 26081.707"," 11269.146"," 34800.000","128427.545"," 17200.000"," 34800.000"," 25920.893","  7313.095"," 77198.856"," 36151.007"," 25997.734"," 13378.945"," 45102.536"," 30096.809"," 63900.000"," 11854.640"," 11776.041"," 50560.300"," 30214.108","  4458.320"," 82000.000","  8041.920"," 20417.572","  3381.204"," 57746.691","  8972.745"," 49759.468","126051.328"," 10800.000"," 48715.881"," 68112.822"
"M433.101T1389.086","186430.4","270992.9","311423.2","249414.4","254965.1","304514.6","221000.0","172000.0","264233.0","146631.4","186816.4","335750.1","222817.3","188000.0","226168.0","199918.6","207038.2","411932.4","234000.0","209695.4","169523.3","351000.0","203343.9","203000.0","236000.0","163227.0","199663.2","527751.2","618277.2","291466.3","176469.1","185451.3","222606.7","397000.0","152314.6","177467.3","223347.3","292753.6","242558.9","234000.0","343227.1","159855.7","226297.7","527665.8","235525.8","715137.0","231355.9","169000.0","379863.1","428583.8"
"M938.605T1619.342"," 24409.224"," 67015.034"," 46777.787"," 24650.509"," 16705.245"," 69716.728","177000.000","  9050.000"," 47908.018","  5617.821"," 13875.141"," 48188.450"," 32633.772"," 22900.000","  2945.959"," 10952.937"," 13628.091"," 57165.522"," 16000.000"," 26764.348","  9853.964"," 56100.000","293759.285"," 12500.000"," 22700.000"," 13422.724"," 17908.258"," 50950.256"," 79788.587"," 31810.014"," 31562.455"," 14794.618"," 25841.008"," 40100.000"," 18031.435"," 20901.039"," 45754.471"," 51576.517"," 11506.511","161000.000"," 18249.501"," 21366.805","  7545.562"," 57221.870","  2317.024"," 81370.020","145460.414"," 10000.000"," 70129.927"," 76776.792"
"M656.533T1490.071"," 69533.62"," 95839.79","147670.41"," 79512.00"," 87346.21"," 76979.68"," 78500.00"," 31500.00"," 70252.10"," 40047.63"," 19352.52","153491.07","111574.40"," 77600.00"," 98521.67"," 23951.45"," 43270.67","123642.44","123000.00"," 68587.65"," 37935.73","110000.00"," 66063.46"," 16900.00"," 65400.00"," 48678.83"," 65311.30","130850.09"," 40204.29"," 78316.93"," 65668.65","104171.60"," 59337.02"," 69300.00"," 39764.87"," 20152.88"," 93400.00"," 73233.11","141764.19"," 67700.00"," 71222.08"," 31086.07"," 71030.24"," 50802.02","103165.86","137640.38"," 41073.17"," 41900.00","121689.86"," 73849.38"
"M395.29T1621.712"," 72908.903"," 81371.759"," 97661.229"," 92718.473","100396.497"," 84402.442"," 52300.000"," 94700.000"," 80831.968"," 89813.885"," 11166.072"," 94840.864"," 67335.161"," 86700.000"," 79868.804"," 69714.302"," 91363.089","104017.972"," 92100.000"," 83268.734"," 85502.019","116000.000"," 40213.175"," 89000.000"," 91900.000"," 76490.130"," 85879.468","133506.864"," 97288.635"," 80045.062"," 60341.397"," 84345.180"," 88127.329","102000.000"," 95991.679"," 65439.425"," 76019.176","105000.704"," 71434.632"," 63100.000","103062.877"," 56535.646"," 81614.876"," 82082.910"," 85536.942","100502.921","  9919.519"," 31400.000","123199.596"," 73645.342"
"M372.363T1525.945","289484.8","365617.8","377419.1","351546.8","332393.8","386785.2","297000.0","310000.0","362069.9","331935.0","206185.4","374107.3","338695.2","339000.0","336120.0","321511.2","250945.1","403545.3","330000.0","317650.9","317253.5","343000.0","324240.6","281000.0","333000.0","294556.0","330383.9","456610.4","443347.9","392322.4","312251.2","312880.4","333525.7","407000.0","282670.0","330389.7","289780.2","363180.1","362341.0","324000.0","404703.6","295413.4","297137.0","442629.8","303611.1","478209.6","267905.9","274000.0","443513.0","429967.0"
"M452.423T1557.26"," 62983.15"," 63726.62"," 43150.40"," 38566.12"," 53558.34"," 56412.36"," 49400.00"," 65800.00"," 49332.67"," 58427.10"," 12978.79"," 62421.04"," 56209.70"," 49200.00"," 36974.36"," 47119.82"," 53676.41"," 60066.50"," 67400.00"," 65163.23"," 50327.51"," 56700.00"," 70668.96"," 51400.00"," 44700.00"," 59110.45"," 60118.75"," 70900.81"," 63921.65"," 35775.69"," 47147.01"," 57644.62"," 45167.58"," 83800.00"," 49109.37"," 52361.98"," 49958.55"," 53215.39"," 52010.85"," 54700.00"," 60014.53"," 61882.37"," 41231.18"," 84066.21"," 50075.27"," 95220.22"," 25147.45"," 23700.00"," 52996.33","129621.16"
"M719.587T1557.548","17455.229","30723.958","60825.877","20090.278","21854.622","65401.110","21000.000","11200.000","32571.521","16462.125"," 4084.500","61598.401","29006.932","16500.000"," 2457.359","16456.142","18300.230","24235.366","26000.000","12217.780"," 5568.596","46000.000","14236.112","10100.000","19700.000","14628.551","30693.449","16639.303","36073.309","26732.763","22980.340","    0.000","17036.571","33500.000","10779.779","11072.975","16536.617","49055.166","24397.513","29500.000","46992.971"," 9549.177","15595.526","42717.327","13957.467","44511.325","11542.172","18400.000","41213.400","43992.808"
"M757.5T1592.201"," 244251.35"," 127574.10","  58266.51"," 915130.52","1054029.99","  86513.12"," 887000.00"," 404000.00"," 801494.84"," 192056.65"," 181725.24","  72894.99"," 843363.27"," 597000.00"," 525348.25"," 216577.65"," 143848.27","  79672.09"," 899000.00"," 408895.95"," 253713.94","  85100.00"," 817379.88"," 172000.00"," 869000.00"," 430401.06"," 328261.58","  89206.01","  53989.73","  73153.72"," 685796.66"," 328828.77"," 654174.07","  81500.00"," 211172.65"," 224350.06"," 708705.05","  58760.25"," 974492.39"," 761000.00","  33156.02"," 181928.18"," 438424.27","  80296.41"," 482642.91","  79353.26"," 739712.44"," 339000.00","  90332.82","  79065.55"
