"","X16.C9.3.neg","X19.C9.2.neg","X21.C9.4.neg","X45.C9.1.neg","X13.D9.4.neg","X20.D9.1.neg","X49.D9.2.neg","X48.D9.3.neg","X26.F9.1.neg","X34.F9.2.neg","X36.F9.3.neg","X46.F9.4.neg","X14.X9.2.neg","X23.X9.1.neg","X27.X9.3.neg","X40.X9.4.neg","X53.Blank.neg","X10.QC1.neg","X24.QC.2.neg","X39.QC3.neg","X02.C12.2.neg","X18.C12.3.neg","X33.C12.4.neg","X12.D12.2.neg","X28.D12.3.neg","X44.D12.1.neg","X52.D12.4.neg","X05.F12.4.neg","X22.F12.1.neg","X38.F12.2.neg","X43.F12.3.neg","X09.X12.3.neg","X32.X12.2.neg","X41.X12.1.neg","X31.C15.3.neg","X47.C15.1.neg","X50.C15.2.neg","X04.D15.4.neg","X06.D15.2.neg","X35.D15.1.neg","X37.D15.3.neg","X17.F15.3.neg","X25.F15.1.neg","X30.F15.2.neg","X51.F15.4.neg","X08.X15.4.neg","X11.X15.3.neg","X29.X15.1.neg","X42.X15.2.neg"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","Other","Other","Other","Other","Second-tp_Control","Second-tp_Control","Second-tp_Control","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Third-tp_Control","Third-tp_Control","Third-tp_Control","Third-tp_Drought","Third-tp_Drought","Third-tp_Drought","Third-tp_Drought","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Xanthomonas","Third-tp_Xanthomonas","Third-tp_Xanthomonas","Third-tp_Xanthomonas"
"M851.519T1328.051"," 0.45671781"," 0.47387036"," 0.67262692"," 0.56656311"," 0.28451388"," 1.16129090"," 0.39849799"," 0.41943002"," 0.44074733","-1.28416606"," 0.74330441","-2.27673572"," 0.26023017"," 0.86491903"," 0.27910338"," 0.54177415","-1.54919395"," 0.30816840"," 0.26192567"," 0.33510558"," 0.50691168"," 0.54616195"," 0.44467852"," 0.47105816"," 0.78597632","-1.53678711"," 0.27242878"," 0.81172903"," 1.15053493"," 0.66638935"," 0.66201815","-1.23117774"," 0.63034139"," 0.53869401"," 0.36298882"," 0.95821133"," 0.51582994","-2.52986482"," 0.26491167","-1.84014624","-1.50970297","-1.79375520","-2.39424888"," 0.80587987"," 0.32593441"," 0.65009769","-0.02570582","-0.14307898","-1.72500157"
"M861.451T1062.153"," 0.04998484","-0.08741339"," 0.61416136"," 0.08425504","-0.11416998"," 1.42066393"," 0.05613601"," 0.27553148"," 0.14016252","-1.92538718"," 0.32067215","-0.15968035","-0.24517297"," 0.52025151","-0.17028629"," 0.51849172","-0.55146059"," 0.05637776","-0.04663268"," 0.12774010"," 0.03387122"," 0.40989150"," 0.20512475"," 0.36363817"," 0.56952798","-1.69070569"," 0.08592800"," 0.84955849"," 1.51160266"," 0.43610065"," 0.68205256","-0.04472466","-0.09868703"," 0.03677683","-0.37080513"," 0.84197681"," 0.08453258","-0.63571685"," 0.33503358","-0.58794310","-0.32400053","-0.51872988","-0.67037642"," 0.26614562","-0.34169373","-0.15354521"," 0.11745590","-0.38206176","-1.89445228"
"M559.975T1203.448"," 0.46570627"," 1.63631670"," 0.69341179"," 0.07346503"," 0.84553541"," 1.16607425","-0.11906725","-0.64342134","-0.21218733","-1.21638939"," 0.87149659","-0.00309834"," 0.53401206"," 0.90667253"," 0.74502982"," 0.22366076","-1.41106413"," 0.08358320"," 0.40521973","-0.14838885"," 0.39690373","-0.15463648","-0.47368402"," 0.07783109"," 0.71320989","-1.01815918","-0.10808514"," 0.22353144"," 1.03721308"," 0.29953455"," 0.24562494","-1.08209643"," 0.26471386"," 0.84084656"," 0.74443600"," 1.03887135"," 0.37775978","-1.22526431","-0.72409758","-1.21813386","-1.12716775","-1.16220876","-1.04844578"," 0.52060336","-0.24260345"," 0.55008212","-0.94652552","-0.50636165","-1.19025932"
"M545.297T1155.639"," 0.43499441"," 0.29910368"," 0.45108458"," 0.40953283"," 0.41853216"," 1.01796595"," 0.10066807","-0.19223229","-0.22715940","-1.57599743"," 0.77528123","-1.23818298"," 0.21272655"," 0.12384425"," 0.13646200"," 0.33038843","-0.70123440"," 0.31012498"," 0.06853830"," 0.50154633"," 0.12896217"," 0.15576228"," 0.19466006"," 0.28700083"," 0.44790734","-1.36748699"," 0.36664998"," 0.05246433"," 0.64665194"," 0.38796044"," 0.59738832"," 0.02816483"," 0.83600474"," 0.63524199"," 0.35469530"," 0.86182042"," 0.64245094","-1.58533258","-0.11798305","-1.57783236","-1.48214888","-1.51900710","-0.46094092"," 1.00595711"," 0.02888666"," 0.42278227"," 0.04767794","-0.12583293","-1.54851232"
"M1059.606T1053.565"," 0.734823627"," 0.114117107"," 0.871367065"," 0.973030201"," 0.052563132"," 1.309695681"," 0.208613874","-0.319111431","-0.347135720"," 0.773709840"," 1.039217139"," 0.156759534"," 0.065059997"," 0.806272938"," 0.515685449"," 0.009167515","-1.193293919","-1.924131607"," 0.254202405"," 0.470368618"," 0.499034180"," 0.475332068"," 0.393013748"," 0.811815582"," 1.012916326","-0.830836283"," 0.234362269"," 0.383866189","-0.873063291","-0.233493689"," 0.013958028","-0.889819319"," 1.039548631"," 0.854470859"," 0.266078609"," 0.918739079"," 0.942017423","-1.021893261","-0.087996076","-1.015315365","-0.931398197","-0.963723925"," 0.275837357","-1.036987383","-1.835067319"," 0.700191982","-0.868564539","-1.814404277","-0.989600851"
"M1096.195T893.605","-0.02912199","-0.34017049"," 0.65488652"," 0.63038636"," 0.17523690"," 1.72117935"," 0.24188951"," 0.22065603"," 0.19389980","-0.27274840"," 1.05235643","-0.89338790","-0.14901805"," 0.86985686","-0.02713421"," 0.38094007","-1.45409144","-0.06798165"," 0.26958793"," 0.18327088","-0.23755370"," 0.25269106"," 0.54467282","-0.25437533","-0.07440297","-1.02700942","-0.35887795"," 1.11939499"," 1.25818930"," 1.12168866"," 0.48678231","-1.09650829","-0.29154565"," 0.19668865","-0.37142245"," 0.59787727","-0.04733945","-1.25212972"," 0.59120721","-0.11591010","-1.14550017","-1.18358924","-1.05993052"," 0.47952355","-0.48930831","-0.23986238"," 0.09947356"," 0.35066355","-1.21407980"
"M180.067T785.272","-0.10002724","-1.87388857"," 0.21713775","-0.45090876"," 0.08581196"," 1.09804509"," 0.21187747"," 0.22551550","-0.05325780","-0.75944401"," 1.14464074","-0.41070461","-0.17249320"," 0.33831915"," 0.30359730"," 0.66283447","-0.97083696","-0.10695378"," 0.34134284"," 0.54546346"," 0.13750882","-0.31558269"," 0.07298886"," 0.71634699"," 0.65491323","-0.54419008"," 0.26562226"," 0.94105799"," 1.61884540"," 1.25147192"," 1.22926698","-0.61361817"," 0.13128889","-0.48558506","-0.13463677"," 0.12298233"," 0.06249024","-0.76908109"," 0.38578858","-0.76133829","-0.66256016","-0.70061043","-0.57707765","-0.78684829","-1.72634949"," 0.05999280"," 0.52252376"," 0.35938824","-0.73106993"
"M849.51T1359.918"," 0.305398150"," 0.331665004"," 0.577057404"," 0.402263224"," 0.117585933"," 1.196246878"," 0.223364177"," 0.226629182"," 0.310520264","-1.428012969"," 0.637656077","-2.646949038"," 0.091415111"," 0.847435220"," 0.089189710"," 0.433383069","-0.854467543"," 0.061716307"," 0.007669391"," 0.099547282"," 0.262891844"," 0.379687847"," 0.317976806"," 0.268516470"," 0.640696311","-0.502224521"," 0.028097967"," 0.737698161"," 1.237371772"," 0.598142060"," 0.537895021","-1.321018578"," 0.501326414"," 0.442545058"," 0.173063573"," 0.862759445"," 0.264345865","-2.101892101"," 0.019361755","-1.476504178","-0.361613615","-0.711678244","-1.054564313"," 0.722987533"," 0.143033579"," 0.437006945","-0.343460412","-0.436693259","-1.295068040"
"M633.053T106.254","-0.006698403"," 0.157130714"," 0.383705332"," 0.257549920"," 0.421804691"," 1.171597912"," 0.345998227"," 0.068361338"," 0.172891710","-0.658788078"," 0.849210281","-1.297525491"," 0.127511934"," 0.610055730"," 0.110929834"," 0.445885677","-0.844311900","-0.027053741"," 0.041496432"," 0.116507674"," 0.136627283"," 0.170179227"," 0.246679917"," 0.435941719"," 0.452934662","-1.421001663"," 0.228710714"," 0.576063539"," 1.045088016"," 0.706296877"," 0.672858782","-1.485223507"," 0.471317748"," 0.385674874"," 0.022670755"," 0.901674933"," 0.800963576","-1.629027730"," 0.224399599","-1.621865626","-1.530495319","-1.565692101","-0.555311093"," 1.035840218"," 0.060378081"," 0.186434701"," 0.062316203"," 0.133173118","-1.593867296"
"M1014.89T1344.191"," 0.308274811","-0.237210601"," 0.282517888","-0.056572731"," 0.464264191"," 1.244016314"," 0.212453711"," 0.009321135"," 0.171127194","-0.732497822"," 0.395938499","-0.828439012"," 0.278893521"," 0.677202258"," 0.072149328"," 0.514365005","-2.255885256"," 0.062006386"," 0.098340294"," 0.122042084"," 0.255854199","-0.058802656"," 0.324997586"," 0.416601400"," 0.382118449","-0.126863629"," 0.016942072"," 0.810096190"," 1.232599676"," 0.756882558"," 0.417875999","-1.922372749"," 0.479378056"," 0.491300708","-0.010130012"," 0.819387660"," 0.094476131","-2.067519948"," 0.304544643","-0.307895591","-0.976718567","-0.954335418","-0.272551342"," 0.619690284"," 0.101837221"," 0.240132504","-0.002060026"," 0.164258558","-2.032031156"
"M473.173T806.642"," 0.387410701","-0.323551596"," 0.297044886"," 0.168007592"," 0.817647710"," 1.244723767"," 0.254358493"," 0.175536792","-0.246309346","-1.102857488"," 0.886906341","-0.744338714"," 0.175387333"," 0.769570865"," 0.339776291"," 0.296640047","-1.320179090","-0.460711550"," 0.140634038","-0.493659148"," 0.156556911"," 0.165542344"," 0.225243078"," 0.286110769"," 0.693252838","-0.881567284","-0.146524708"," 1.011934200"," 1.106671193"," 0.848389524"," 1.130006298","-0.952942273"," 0.057602911"," 0.509271946","-0.054915903"," 0.597939428","-0.007740655","-1.112764828"," 1.073272943","-1.104804891","-1.003256710","-1.042374020","-0.915377079","-0.135118686","-0.565353867","-0.074916180"," 0.064675469","-0.117162993","-1.073687698"
"M1269.507T907.7"," 0.09215280"," 0.29685491"," 0.55557273"," 0.41929148"," 0.35749377"," 0.90750627"," 0.17212943","-0.05420144"," 0.31896654","-1.75274410"," 0.88470407","-1.45453673"," 0.12821551"," 0.55530402"," 0.41926548"," 0.59192914","-1.93350550"," 0.22784682"," 0.16982953"," 0.33801457"," 0.29996212"," 0.60117630"," 0.45433070"," 0.22906159"," 0.22432659","-1.56868041","-0.17189668"," 0.74707523"," 1.36437953"," 0.74474805"," 0.71442172","-0.73970923"," 0.03783213"," 0.21445675"," 0.02214693"," 0.66762912"," 0.46374886","-1.76098476"," 0.47380092","-0.23754201","-1.66989877","-1.70243556","-1.59680261"," 0.55985263"," 0.84574404"," 0.46461986"," 0.19844116","-0.21979020","-0.90010326"
"M985.574T1225.672"," 0.433225923","-0.114532538"," 0.484015687"," 0.319987237"," 0.523663886"," 1.146605281"," 0.315158438"," 0.061372088"," 0.424055924","-1.141221009"," 0.788505820","-1.643163705"," 0.323851146"," 0.894171216"," 0.212092500"," 0.588336884","-2.095697412"," 0.276026992"," 0.001362201"," 0.230649308"," 0.447973323"," 0.182376362"," 0.471355943"," 0.486327567"," 0.569480542","-0.968348179"," 0.208711391"," 0.651158198"," 1.007784631"," 0.843518004"," 0.678755391","-0.865589567"," 0.640629122"," 0.577587619"," 0.207345255"," 0.768362792"," 0.298033331","-1.932698330"," 0.310503892","-1.926442888","-1.846639522","-0.579196126","-1.777577671"," 0.587361679"," 0.167779466"," 0.315889732"," 0.237739002"," 0.111342108","-1.901988935"
"M1030.586T1195.906"," 0.341171732","-0.007334009"," 0.472949284"," 0.318316126"," 0.388965892"," 1.243049635"," 0.261898308"," 0.164289634"," 0.230371638","-1.145494635"," 0.814998909","-0.897744755"," 0.219541823"," 0.789379560"," 0.114311061"," 0.524635994","-1.516935930"," 0.190054898"," 0.055812491"," 0.131591978"," 0.299573470"," 0.283158880"," 0.396111555"," 0.389470975"," 0.503217125","-0.642301052"," 0.203468672"," 0.711154589"," 1.103134062"," 0.679136023"," 0.525503584","-1.498725829"," 0.495640967"," 0.511663532"," 0.137950996"," 0.887596937"," 0.358679117","-2.456866000"," 0.168430548","-1.061686837","-1.541581505","-0.855212407","-2.293430330"," 0.678879218"," 0.262843482"," 0.428363224"," 0.175644971"," 0.025316205","-1.568963802"
"M1097.549T894.492"," 0.12360408","-0.24350354"," 0.61507878"," 0.40732177"," 0.27203854"," 1.24079236"," 0.39059072"," 0.20236192"," 0.09371053","-1.52080237"," 0.95463185","-1.21903584"," 0.09226685"," 0.72225285","-0.19423708"," 0.45224375","-1.70372031"," 0.21395592"," 0.22350528"," 0.29597368"," 0.26965738"," 0.50309088"," 0.16861500"," 0.35772423"," 0.30407752","-1.33454197"," 0.24599016"," 0.81038846"," 1.51992111"," 0.84422558"," 0.88420211","-1.39461859"," 0.11617289"," 0.34847386","-0.20117718"," 0.83102967"," 0.34016593","-1.52914136"," 0.15677615","-1.52244149","-0.59870113","-1.46989347","-1.36299983"," 1.04961308"," 0.25386611"," 0.26088085"," 0.04550249"," 0.18036197","-1.49625019"
"M901.267T743.636"," 0.282326692"," 0.178122258"," 0.786661296"," 0.461390913","-1.677175092"," 1.247790807"," 0.073339659"," 0.435049768"," 0.436968716","-0.972890945"," 1.101003492","-0.676036292","-0.005821676"," 0.748424542"," 0.374082580"," 0.498203237","-1.152831219"," 0.490392705"," 0.101992478"," 0.045773226"," 0.594148269"," 0.638015255"," 0.536588131"," 0.363405053"," 0.756923017","-0.789662361"," 0.413771890"," 1.033548326"," 1.802560069"," 0.934317358"," 1.004815034","-0.024137321","-0.481802397"," 0.662756254","-0.373367726","-1.208460374","-1.760043763","-0.981094193","-1.437377554","-0.974503390","-0.890421570","-0.922810722","-0.817657013","-0.996217933","-0.575707249"," 0.736420761"," 0.598013904"," 0.329951518","-0.948738421"
"M779.462T1401.836"," 0.31288998"," 0.52446467"," 0.74780505"," 0.42780731","-0.22150003"," 1.09369168"," 0.07703232"," 0.16322220"," 0.30028421","-1.56991834"," 0.48854191"," 0.07012333","-0.07064099"," 0.50293494","-0.33627418"," 0.30183070","-1.76709215"," 0.04146859","-0.05002610"," 0.15320700"," 0.21437132"," 0.48960615"," 0.21055636"," 0.06925559"," 0.63561340","-0.46551748","-0.10682536"," 0.59666913"," 1.53776664"," 0.48382538"," 0.65094717","-1.43389866"," 0.22254524"," 0.24400867"," 0.25119177"," 1.03054883"," 0.36946590","-1.57890731","-0.03887772","-0.62179166","-1.47954968","-1.51504126","-1.39981510"," 1.30424638"," 0.17804285"," 0.40888989","-0.85500982","-0.37480496","-0.21736375"
"M917.503T1359.918"," 0.23923240"," 0.24350686"," 0.49245344"," 0.30270378"," 0.05360069"," 1.20894229"," 0.19028828"," 0.15273198"," 0.26928534","-1.08285608"," 0.67776013","-1.90727240"," 0.00174395"," 0.81335282","-0.00515157"," 0.39395928","-1.36657609"," 0.02213819"," 0.01940928"," 0.07691792"," 0.20406384"," 0.19054069"," 0.23445126"," 0.14550695"," 0.56502885","-0.34081818","-0.09891155"," 0.71671123"," 1.37445038"," 0.63468853"," 0.55289080","-0.73836198"," 0.50678723"," 0.44095930"," 0.05858128"," 0.90409083"," 0.27221207","-1.30970719"," 0.17430520","-1.07891110","-2.15384147","-0.92733500","-0.68817716"," 0.72755786"," 0.02403714"," 0.34075934","-0.36668813","-0.33166554","-0.82937597"
"M851.912T1326.892"," 0.66170227"," 0.25432373"," 0.47741641"," 0.53519582"," 0.15320863"," 1.33821100"," 0.03711848","-0.01445633"," 0.41681671","-0.83014005"," 0.89126680","-1.34342450"," 0.04031294"," 0.89549183"," 0.16456885"," 0.19600810","-1.80713254"," 0.10495958"," 0.39910240"," 0.14411107"," 0.51066538"," 0.47058105"," 0.41940869"," 0.48734683"," 0.53101992","-1.45393222"," 0.25228167"," 0.67298377"," 1.15142293"," 0.77119313"," 0.66051560","-1.51140901"," 0.22704999"," 0.53820794"," 0.31632081"," 0.94242879"," 0.35606916","-1.64010996","-0.02390386","-1.63370007","-1.55192606","-1.58342624","-1.48115857"," 0.71330817"," 0.38394763"," 0.46462897","-0.05259701","-0.04323634","-1.60864229"
"M705.267T1050.095"," 0.58809807"," 0.11449627"," 0.90303059"," 0.45900743"," 0.22266068"," 0.85938821"," 0.31257599","-0.03535846","-0.10852303","-0.79776040"," 1.02769664","-1.63157059"," 0.20496956"," 0.77325915"," 0.07952021"," 0.49994161","-0.90895521"," 0.04846984"," 0.05319357"," 0.10035517"," 0.29444052"," 0.27148524"," 0.42618959"," 0.59071412"," 0.61988361","-0.89507761"," 0.28189414"," 0.64074285"," 0.80636297"," 0.39819623"," 0.29343218","-1.81048929"," 0.71034691"," 0.33737129"," 0.04428019"," 0.91085798"," 0.46484860","-1.94756812"," 0.39794559","-0.44320972","-1.85364375","-0.19371741","-1.77826978"," 0.98312638","-0.04502740","-0.25444000"," 0.14016759","-0.24128621","-1.91405197"
"M983.568T1252.43"," 0.064427362","-0.241542586"," 0.308380034","-0.020040150"," 0.166526970"," 1.050835862","-0.178573766"," 0.270008306","-0.185586085","-1.524435493"," 0.144754562","-1.211387750"," 0.033288510"," 0.769001133"," 0.023006458"," 0.399817233","-1.714191688"," 0.001178301","-0.023926898"," 0.036231891"," 0.418369405"," 0.284002390"," 0.262680690"," 0.307057854"," 0.235895264","-0.461606155"," 0.222049564"," 1.196228303"," 1.628859270"," 0.889124246"," 0.729635190","-1.393534459"," 0.370591117"," 0.621816491"," 0.209695423"," 0.998264631"," 0.331384665","-1.533086228"," 0.473147035","-1.526135897"," 0.142722160","-1.471623411","-1.360733663"," 0.688711724"," 0.153881114"," 0.586830693","-0.177087192"," 0.504053023","-1.498965454"
"M457.19T799.683","-0.26949652","-0.96421306"," 0.28030352"," 0.17414617"," 0.16593912"," 0.81801230","-0.17397314","-0.30868227","-0.02892630","-0.78379640"," 0.73933910","-0.35210500","-0.04608124"," 0.76391577"," 0.17011342"," 0.49225031","-1.04547278","-0.06254366","-0.44228594"," 0.11517198"," 0.09504044","-0.01565106"," 0.20377094"," 0.15446074"," 0.27277280","-0.51734151","-0.32932673"," 0.61783507"," 1.45991749"," 1.02164999"," 0.88425996","-0.60328392"," 0.40011473"," 0.37173181","-0.76908286"," 0.48392570"," 0.38872178","-0.79572580"," 0.17665603","-0.78614127","-0.66386739","-0.71096843","-0.55805178"," 1.01179905","-0.50804869","-0.05085700"," 0.15453734"," 0.11821028","-0.74867314"
"M846.46T1187.467","-0.08062807"," 0.22604896"," 0.70757874"," 0.55762237"," 0.29095614"," 1.24316050"," 0.05681026"," 0.04578023","-0.30964686","-1.56610366"," 0.61512747","-1.25428919"," 0.34533141"," 0.65116138"," 0.27524895"," 0.35362845","-1.75511315"," 0.20751000"," 0.26459408"," 0.13041867"," 0.27246662"," 0.61025658"," 0.35837930"," 0.32103680"," 0.80063138","-1.37364120","-0.06823178"," 0.74938467"," 1.37593657"," 0.55783390"," 0.60806405","-1.43571818"," 0.46573322"," 0.48416827"," 0.10488161"," 0.58096087"," 0.14106765","-0.70854385"," 0.03816384","-1.56779737","-0.56925621","-1.51349955","-1.40304661"," 0.92847604"," 0.06330238"," 0.51178602"," 0.13791848"," 0.06482376","-1.54073392"
"M821.506T1329.663"," 0.082958359","-0.384690556"," 0.328026818","-0.341640141","-0.163617743"," 1.075928021","-0.158754282"," 0.006807339","-0.077692039"," 0.313992802","-0.121404288","-2.149082034","-0.368835047"," 0.785504060","-0.027594607"," 0.143361767"," 0.091020267","-0.134636952","-0.188500928","-0.033905770"," 0.154884026","-0.102903500"," 0.171982689","-0.043684216"," 0.181716084"," 0.341560510","-0.259538114"," 0.946316934"," 1.445967954"," 0.715040333"," 0.589045640","-0.002065292"," 0.265941215"," 0.525308731"," 0.026061935"," 0.957457403"," 0.163026786"," 0.378301646"," 0.090151625","-2.514018259","-0.893567423"," 0.098035183","-0.588756367"," 0.466400052","-0.095069587"," 0.433872626","-0.494301027","-0.160171627","-1.474241004"
"M347.184T1141.626"," 0.19645890","-0.04067631"," 0.42437004"," 0.21237988"," 0.84971417"," 1.28463896"," 0.30382204","-0.26617877"," 0.24919622","-0.22777130"," 0.91539281","-1.56566061"," 0.27227280"," 0.54774214"," 0.19582521"," 0.58238651","-0.64445128"," 0.19758997"," 0.01471060","-0.03875839","-0.04629508"," 0.01151288"," 0.14771629"," 0.34970891"," 0.41763108","-0.52890515","-0.81548136"," 0.47297109"," 1.06099056"," 0.64690840"," 0.14206531","-1.76268203"," 0.04918786"," 0.05867463"," 0.07303109"," 0.62551206"," 0.18717891","-0.28144666"," 0.29624452","-1.90611248","-1.81020281"," 0.21277711","-0.78658385"," 0.87837164","-0.11215140"," 0.33759831"," 0.57260474","-0.07710504","-1.87672311"
"M768.448T1315.096"," 0.24806652","-0.06868097"," 0.41929501"," 0.22670896"," 0.31799822"," 1.03263098"," 0.21162551","-0.19470878"," 0.39296428","-0.67370988"," 0.74689250","-1.35962789"," 0.06635321"," 0.77701179"," 0.15739447"," 0.57177526","-0.92942502"," 0.03278724"," 0.09471818"," 0.18488409"," 0.28301360"," 0.05968652"," 0.25045628"," 0.35712787"," 0.52572633","-1.48240941"," 0.19498059"," 0.93044844"," 1.42492714"," 0.83160441"," 0.73287465","-0.65520001"," 0.58657554"," 0.82897772","-0.12222040"," 0.70033402"," 0.03131264","-1.68926525"," 0.26778660","-1.68214343","-1.59128711","-0.70947448","-1.51265971"," 0.52491601","-0.08585133"," 0.34940868","-0.04252392"," 0.09222690","-1.65430260"
"M531.078T845.355"," 0.16499603"," 0.15970984"," 0.45386539"," 0.45222392","-0.39056822"," 0.59109180","-0.44075280","-0.22383305"," 0.35159133","-1.36842528"," 1.12937076"," 0.04053254"," 0.19197503"," 0.48434585"," 0.08768046"," 0.34588264","-1.58453702","-0.14438665"," 0.04720676"," 0.10350689"," 0.36631660"," 0.42744942"," 0.05288487"," 0.33764176"," 0.05088858","-1.14836515"," 0.10736234"," 0.85189359"," 1.72824143"," 0.84988714"," 0.98983108","-1.21934353","-0.49654320"," 0.63728009","-0.00418249"," 0.61117268","-0.64007902","-0.38294967","-0.06596348","-1.37036185","-0.27899686","-1.30827816","-1.18198709"," 1.05819842","-0.06479965","-0.11176585","-0.08661725","-0.02484740","-0.13544354"
