"","X16.C9.3.neg","X19.C9.2.neg","X21.C9.4.neg","X45.C9.1.neg","X13.D9.4.neg","X20.D9.1.neg","X49.D9.2.neg","X48.D9.3.neg","X26.F9.1.neg","X34.F9.2.neg","X36.F9.3.neg","X46.F9.4.neg","X14.X9.2.neg","X23.X9.1.neg","X27.X9.3.neg","X40.X9.4.neg","X53.Blank.neg","X10.QC1.neg","X24.QC.2.neg","X39.QC3.neg","X02.C12.2.neg","X18.C12.3.neg","X33.C12.4.neg","X12.D12.2.neg","X28.D12.3.neg","X44.D12.1.neg","X52.D12.4.neg","X05.F12.4.neg","X22.F12.1.neg","X38.F12.2.neg","X43.F12.3.neg","X09.X12.3.neg","X32.X12.2.neg","X41.X12.1.neg","X31.C15.3.neg","X47.C15.1.neg","X50.C15.2.neg","X04.D15.4.neg","X06.D15.2.neg","X35.D15.1.neg","X37.D15.3.neg","X17.F15.3.neg","X25.F15.1.neg","X30.F15.2.neg","X51.F15.4.neg","X08.X15.4.neg","X11.X15.3.neg","X29.X15.1.neg","X42.X15.2.neg"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","Other","Other","Other","Other","Second-tp_Control","Second-tp_Control","Second-tp_Control","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Third-tp_Control","Third-tp_Control","Third-tp_Control","Third-tp_Drought","Third-tp_Drought","Third-tp_Drought","Third-tp_Drought","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Xanthomonas","Third-tp_Xanthomonas","Third-tp_Xanthomonas","Third-tp_Xanthomonas"
"M804.318T962.853"," 0.2096891","-0.8709491","-0.2911594","-0.1852025"," 0.5886961"," 1.2798099","-0.2773184"," 0.3806631"," 0.4691466","-1.4161716"," 0.9608907","-1.1362241"," 0.2651888"," 0.5060487"," 0.3985981"," 0.6700587","-1.5858631"," 0.3740018"," 0.3581203"," 0.2633459"," 0.2936000","-2.2240606"," 0.3285134"," 0.7147070"," 0.4098292","-1.2433788"," 0.6703512"," 0.9416435"," 1.3831450"," 1.2381451"," 0.7996674","-1.2991116"," 0.5917910"," 0.4328808","-0.4983045"," 0.2301831","-0.1782038","-1.4239076"," 1.4220394","-1.4176922","-1.3383993","-1.3689437","-0.4921200","-0.3350901"," 0.1824258","-0.2752117"," 0.8044545"," 1.0533817","-0.3637035"
"M611.136T89.266"," 0.398045443"," 0.157877261"," 0.358136319"," 0.430034109"," 0.550176301"," 1.218043977"," 0.470412153","-0.010640072"," 0.338566688","-1.100097462"," 1.000327514","-1.595220911"," 0.253039772"," 0.368160373"," 0.244982995"," 0.599997029","-0.604000333"," 0.262746912"," 0.119594274"," 0.327381075"," 0.051008870","-0.104857349"," 0.336889370"," 0.583400488"," 0.566825052","-0.892328576"," 0.020497959"," 0.553957318"," 1.206387616"," 0.683594516"," 0.588966068","-1.757262213"," 0.581894352"," 0.607906332"," 0.007494198"," 0.728482625"," 0.422888309","-1.881410140"," 0.165198578","-1.875226994","-1.796345855","-1.826731651","-1.728081985"," 0.786801424"," 0.278821215"," 0.726870042"," 0.790609219"," 0.237243451","-1.851055654"
"M433.777T806.208"," 0.24345326","-0.26785076"," 0.06513684","-0.06471195"," 0.26538670"," 1.21424125"," 0.16164859"," 0.14882537"," 0.18607267","-1.74920842"," 0.60625292","-0.35274040","-0.24037737"," 0.84505273","-0.12311379"," 0.32479630","-0.55925155","-0.15618713","-0.10032833"," 0.35942816"," 0.33425582","-0.12020962"," 0.12811352"," 0.36525619"," 0.50738674","-1.55761958"," 0.16103115"," 0.88946322"," 1.28147674"," 0.97031531"," 0.88579260","-1.61941478"," 0.42224028"," 0.82356793"," 0.34069012"," 0.85022534"," 0.35351394","-1.75778599"," 0.33784795","-1.75089444","-1.66297607","-0.83459816","-1.58689151"," 0.21826123"," 0.48139208"," 0.53957970"," 0.27569776"," 0.38715583","-0.46939840"
"M1045.593T1289.364"," 0.20915172","-0.29880107"," 0.51703672"," 0.07987636"," 0.32568451"," 1.12170203"," 0.29032723"," 0.29367509"," 0.41856337","-1.69019978"," 0.54164796","-1.38465167"," 0.12726368"," 0.91143663"," 0.18530687"," 0.31135651","-1.87541171"," 0.01988390"," 0.08562437","-0.01580541"," 0.20937046"," 0.03004991"," 0.35892181"," 0.29028019"," 0.39960345","-0.61828123"," 0.20906692"," 0.84689301"," 1.18465853"," 0.89321588"," 0.69470941","-1.56243444"," 0.62498003"," 0.71349018"," 0.06951744"," 0.82159025"," 0.33576567","-1.69864331"," 0.37661135","-1.69185945","-0.32360174","-1.63865273","-1.53041946"," 0.58328103"," 0.41418699"," 0.51141294","-0.01718897"," 0.15638017","-0.81657160"
"M501.195T803.697"," 0.36103120","-0.13114398"," 0.73844532"," 0.32990716"," 0.37643292"," 1.03146741"," 0.19739594"," 0.55043062"," 0.07022508","-1.81228882"," 0.59273948","-1.55330666","-0.05531483"," 0.81695760"," 0.01030685"," 0.61265490","-1.96927355"," 0.11784300"," 0.17498177"," 0.17080489"," 0.37531837","-0.12202700"," 0.50672382"," 0.42688206"," 0.62679390","-1.65243624"," 0.49238762"," 0.90170193"," 1.05564348"," 0.95051525"," 0.92785816","-1.70399520"," 0.77514726"," 0.90349340"," 0.70185075"," 0.76761002"," 0.59725274","-1.81944552"," 0.47655875","-1.81369555","-1.74034067","-1.76859768","-1.67685934"," 0.39456191"," 0.52278982"," 0.90630061","-0.11020880"," 0.53972156","-1.07180171"
"M777.278T1368.015"," 0.214774022"," 0.396709800"," 0.001702539"," 0.702619901"," 0.680534912"," 1.283149614"," 0.294520502","-0.929816123","-0.080376773","-0.550772576"," 1.424062151","-1.214691674"," 0.417407959"," 0.009001817"," 0.008553426"," 0.680130566","-0.626155394"," 0.134194349"," 0.126075796"," 0.154035007","-0.085878895"," 0.328611140"," 0.070657780"," 0.698417252"," 0.740480969","-0.231915035","-0.364862014","-0.436944325","-0.004898681","-0.084510439"," 0.030095692","-1.411189443"," 0.810526644"," 0.068589347"," 0.173725181"," 1.280057703"," 0.522595471","-0.578520630","-1.048500682","-0.616116203","-1.458583644","-1.495430464","-0.400694568"," 1.445894232","-0.035312335"," 0.215148348"," 0.845700005","-0.577875726","-1.524926504"
"M630.654T314.128"," 0.34768081","-2.53996545"," 0.44517590"," 0.20639558"," 0.54132977"," 1.04941630"," 0.42927467","-0.06886392"," 0.45246195","-1.59607371"," 0.81208195","-1.30065165"," 0.12808630"," 0.80919950"," 0.28464509"," 0.40577126","-0.75999706"," 0.19912128"," 0.13310863"," 0.12881727"," 0.24736454"," 0.15929186"," 0.42981866"," 0.67169713"," 0.36268320","-1.41372947"," 0.28925392"," 0.79819587"," 1.01396745"," 0.78619479"," 0.74434320","-0.65189729"," 0.66258194"," 0.69067572"," 0.29771243"," 0.95135894"," 0.32562593","-1.60423735"," 0.34469860","-1.59767837","-0.31411056","-1.54623524","-0.50719635"," 0.46519269"," 0.13017577"," 0.53830994","-0.73996682","-0.06906781","-1.57203778"
"M625.178T776.712","-0.218910456","-0.493548283"," 0.225012936"," 0.267798372","-0.345741339"," 1.154468652"," 0.047950804","-0.222732863"," 0.143744442","-0.802954137"," 0.978209083","-0.421677334","-0.250704156"," 0.438454239","-0.106391402"," 0.076259249","-1.034070928","-0.024463842","-0.267926457"," 0.201564452","-0.053468565"," 0.374648421"," 0.056442774","-0.060148626","-0.570685028","-0.567616880"," 0.164318673"," 0.640033771"," 1.480871969"," 0.551612661"," 1.049111671","-0.643522605","-0.419875593"," 0.186679996","-0.189185902"," 0.421232144"," 0.509087130","-0.813490377"," 0.237581782","-0.805025158","-0.697030900","-0.738631298","-0.603572851"," 2.459068411"," 0.128572998"," 0.005924623","-0.614354271","-0.060987301","-0.771932706"
"M194.906T1368.205","-0.57417799","-0.38626539","-0.30794941","-0.49164371","-0.19024045"," 1.03469811","-0.44559039","-1.00107389","-0.50681857"," 0.75587402"," 0.80625520"," 1.00638960","-0.47578090","-0.10256288","-0.55053064","-0.21891060"," 0.39619389","-0.65345216","-0.60740052","-0.56764930","-0.52856508","-0.41162225","-0.52983966","-0.10750821"," 0.28522378"," 1.02053516","-0.65230011","-0.02234959"," 0.56902415"," 0.09613444","-0.15442397"," 0.72930002","-0.09325012","-0.25206269","-0.63169192"," 0.56198498","-0.25183606"," 0.67230108","-0.12748593"," 0.66432817"," 0.77019922"," 0.65497287"," 0.89300134"," 0.99327517","-0.38156361","-0.59937128"," 0.04627105","-0.54189382"," 0.40984881"
"M399.065T319.722"," 0.39388644","-0.14638340"," 0.34084285"," 0.46269492"," 0.34379602"," 1.23800522"," 0.21653690","-0.01973388"," 0.45162182","-1.09321831"," 1.02998543","-1.05180219"," 0.28422864"," 0.76324557"," 0.34833356"," 0.68412800","-2.23045515"," 0.32214214","-0.61620304"," 0.38811191"," 0.12303981"," 0.33989480","-0.50119943"," 0.32275524"," 0.59783697","-1.04405778"," 0.14174084"," 0.54956322"," 1.20447727"," 0.93164506"," 0.71773930","-1.17260244"," 0.64892832"," 0.67591116"," 0.29997359"," 0.98159717"," 0.58794768","-2.07491819"," 0.65186010","-2.06894911","-1.99279890","-0.95064486","-1.92689842"," 1.04014580"," 0.46377551"," 0.15756449"," 0.10907923"," 0.34812097","-1.27129083"
"M637.18T778.866"," 0.28617933"," 0.10866903"," 0.51810727"," 0.31765286"," 0.09885607"," 1.01638542"," 0.30776254","-0.04375133"," 0.29008557","-1.42291826"," 1.15974119","-1.10833953"," 0.19139174"," 0.46262453","-0.12679917"," 0.25284637","-1.61360384"," 0.13324004"," 0.19358603"," 0.16015399"," 0.31393870"," 0.37807892"," 0.33175518"," 0.36227523","-0.33089430","-1.22874953"," 0.18378217"," 0.83652322"," 1.34503402"," 0.47344070"," 0.66401603","-1.29137682","-0.05635947"," 0.59670486","-0.28485554"," 0.41006653"," 0.66230285","-1.43161133"," 0.32728116","-1.42462698","-1.33552470","-1.36984775","-0.38456033"," 1.81499223"," 0.28653373"," 0.18004956"," 0.01514603"," 0.17193937","-1.39732358"
"M1462.085T939.347","-0.3627180761","-1.2221912078"," 0.5598289725","-0.6601066149"," 0.1204018969"," 0.9462636429","-0.0529914516"," 0.5549194021"," 0.4859608758"," 0.4552143672"," 0.7552181300","-0.8299567440"," 0.4392793430"," 0.3515808393"," 0.8461749420"," 0.7162708859"," 0.2652427362","-0.1750995644"," 0.4148737488"," 0.1466105979"," 0.1600264879","-2.0584266567"," 0.1861291651"," 0.4578458878","-0.9061366977","-0.9509608510","-0.6128009724"," 0.6879912911"," 1.7843618924"," 1.1319136167"," 0.8872314833","-1.0138970606"," 0.1904689556"," 0.5313598383","-0.5466810038"," 0.2166471905","-1.9843618219"," 0.0007778313"," 0.9001539540","-1.1478042103","-0.1800946939","-0.1924274591","-0.9807732754"," 0.3353821188"," 0.4528154198","-0.4283201714"," 0.6052100288","-0.1600407837","-1.1203662254"
"M549.13T89.631"," 0.318411535"," 0.033551592","-0.438388399"," 0.622257153"," 0.366707354"," 1.353377674"," 0.067441395","-0.087300763"," 0.379945367","-0.780355494"," 1.010639124","-1.604350535"," 0.213878729"," 0.877545008"," 0.300286035"," 0.737003534","-0.249645504"," 0.220574789"," 0.313793553","-0.247682498","-0.803520242","-0.057394462"," 0.008843112"," 0.609036664"," 0.613527840","-1.723177081"," 0.102533831"," 0.732030196"," 1.398652661"," 0.883735703","-0.163774281","-0.922615495"," 0.354984895"," 0.304624637"," 0.206037849"," 1.034163997","-0.174197450","-0.848891906","-0.065822350","-1.916478060","-0.946781606","-0.938474755","-1.752453006"," 1.398313304","-0.516098025"," 0.769260546"," 0.033432212","-0.108491267","-0.918697107"
"M424.907T94.227","-0.416441249","-0.711188897"," 0.799491015","-0.439871392","-0.481718818"," 0.763474367","-1.094568407","-1.025678317","-0.181867226"," 0.011585302"," 0.593637948"," 0.919943871","-0.888954984"," 0.251237277","-0.586071462","-0.399560055"," 0.100513125","-0.551190530","-0.417929890","-0.308549423"," 0.457328468","-0.107885797","-0.283053005","-0.166870150","-0.023398490"," 0.501870119","-0.478826914"," 0.262822731"," 1.119342255"," 0.393344397"," 0.916689615"," 0.440834104","-0.303575801"," 0.493673809","-0.578371572"," 0.423531671","-2.202489081","-0.009104453"," 0.078732883"," 0.258336372"," 0.476339422"," 0.143693789"," 0.299224310"," 0.595299770"," 0.755532690","-0.119282490"," 0.421077058","-0.064790727"," 0.363682763"
"M311.222T1161.839","-0.243634032","-0.700972563","-0.012369143","-0.267299198"," 0.036596054"," 1.417243112","-0.631732756","-0.532607413","-0.583977374"," 0.603278393"," 0.963134542","-0.694869258","-0.317821831"," 0.078378960","-0.391463900","-0.096883197"," 0.534914276","-0.607660075","-0.643549657","-0.322214270","-0.365911705","-0.256576790","-0.283197487","-0.145387795","-0.016934681"," 0.200202595","-0.859115283","-0.046176113"," 1.147584361","-0.163458548"," 0.006825994","-0.135320156","-0.616321090","-0.193280004","-0.384315587"," 1.145026839"," 0.481053043","-0.014942872"," 0.189375601","-0.048325659","-0.055206250"," 0.882352479"," 0.506646167"," 1.725123214"," 0.419891063","-0.575032346"," 0.675352290","-0.435024579","-0.371397369"
"M697.366T1135.904"," 0.06658275","-0.05702812"," 0.54219573"," 0.28722415"," 0.54603612"," 1.23154452"," 0.41975959","-0.84760643"," 0.14581702","-0.70905723"," 1.07102785","-0.30373660"," 0.08008621"," 0.22850736"," 0.28708497"," 0.55912989","-0.48450622"," 0.20071150"," 0.10278199","-0.12002149","-0.15283801"," 0.03974546"," 0.11078147"," 0.53524941"," 0.51087166","-1.44598554","-0.30747988"," 0.47973485"," 0.99430808"," 0.51040100"," 0.06199688","-1.51388723"," 0.58737580"," 0.07663297"," 0.34210528"," 0.95869308"," 0.62765538","-1.66593210"," 0.07637948","-0.51923825","-1.56175319","-1.59896688","-0.40253344"," 1.08917755"," 0.14326483"," 0.29773329"," 0.16541904","-0.05668786","-1.62875668"
"M527.88T66.254"," 0.58454116"," 0.12983934"," 1.12212179"," 0.21613619"," 0.36098920","-0.17367175"," 0.32306848"," 0.63890403"," 0.56673789","-0.80099783","-1.95864012","-0.38653379"," 0.05301521"," 0.65332884"," 0.18521014"," 0.51591661","-0.97544871"," 0.12037219"," 0.08255362"," 0.85110840"," 0.23293137"," 0.30611177"," 0.29797106"," 0.31714449"," 0.27955390","-0.45996559"," 0.16579787","-0.03488766","-0.38270235"," 1.15787633"," 0.75111061","-1.62527446"," 0.24838787"," 0.36235368"," 0.23009404"," 0.76578335"," 0.40028432","-1.77491801"," 0.60468725","-0.05709922","-0.73989293","-1.70901048","-1.59010164","-0.63380645"," 0.45845679"," 0.12860603"," 0.54246991"," 0.28007833","-0.63059105"
"M613.696T886.351"," 0.20295183"," 0.25770784"," 0.15443234"," 0.17970675"," 0.57988796"," 1.05734396"," 0.12808803"," 0.04741752"," 0.29188419","-1.36669821"," 1.21182562","-1.02416885"," 0.33868545"," 0.26728917"," 0.03340310"," 0.44118062","-0.62283173"," 0.18494661"," 0.23011660"," 0.14920270"," 0.15954407"," 0.32139255"," 0.28500037"," 0.47553679"," 0.62239229","-1.15527731","-0.15689272"," 0.46955949"," 1.26065252"," 0.78704974"," 0.90095931","-1.22346908"," 0.13987141"," 0.15959826","-0.26210756"," 0.21885387"," 0.36686668","-1.37616369"," 0.51703577","-1.36855876","-1.27153956","-1.30891227","-1.18757924"," 0.97039467"," 0.04905536","-0.26041633"," 0.31269609"," 0.15091517","-1.33882938"
"M503.141T271.391","-0.02083907","-0.23994919","-0.22454903"," 0.21355963","-0.53964892"," 0.16278783","-0.12908493"," 0.15957308","-0.18867899","-0.84190313"," 0.78113010"," 0.85573361"," 0.04762262"," 0.11884401"," 0.19486936"," 0.75310174"," 0.81535713"," 0.60401308"," 0.42267501"," 0.40435603","-0.78354380","-0.83986507","-0.72081915"," 0.27584252"," 0.26071113","-0.64102854"," 0.68839207","-1.28337619"," 0.86861926"," 0.63041989"," 0.23947514"," 0.33494819","-0.16340923","-0.06588338","-1.92024254"," 0.78893497"," 0.18194910"," 0.07975059","-1.35111121","-0.84367086","-0.75149160","-0.78700000","-0.67171931"," 0.17064937","-0.04691790","-0.37087656"," 2.32556505"," 1.86215271","-0.81542464"
"M295.616T1235.992"," 0.001869513","-0.202363219"," 0.393549242"," 0.299581929"," 0.323436288"," 1.080216820","-0.036842537","-0.611681847","-0.405257012","-0.929460854"," 1.193723344","-0.537072447"," 0.103123948"," 0.002683833","-0.301559377"," 0.398708926","-1.167312988","-0.308444112"," 0.059249564","-0.068334261"," 0.237375277"," 0.367353434","-0.426911263"," 0.494838957"," 0.751486580","-0.687265148","-0.175844671"," 0.260244518"," 0.346805500"," 0.106506398"," 0.259704715","-0.765383006"," 0.131092053","-0.545811494","-0.077684534"," 1.220779648"," 0.655032471","-0.940304150"," 0.131424334","-0.931592231","-0.820450698","-0.863263458","-0.724268990"," 1.640863933"," 0.541405363"," 0.328543816"," 0.964196400"," 0.130846862","-0.897535368"
"M891.19T804.294","-0.219282112","-0.381608261"," 0.237674852","-0.440304585","-0.076362078"," 1.251558797"," 0.273539351","-0.013107833","-0.045710752","-0.760837318"," 1.229582965","-0.357865896","-0.571302160"," 0.512011589","-0.384498204"," 0.248145640","-1.005104600","-0.690480607"," 0.041331776","-0.031099403"," 0.264590005","-0.452017726"," 0.078242264"," 0.421262682"," 0.095624038","-0.512109396"," 0.069329378"," 0.940313150"," 1.868340200"," 0.686818339"," 0.307178197","-0.592334150","-0.044594004"," 0.302053691","-0.104356216"," 0.764590457"," 0.232995818","-0.771973068","-0.271994932","-0.763026180","-0.648887062","-0.692854518","-0.550111258"," 1.523018565","-0.001563105"," 0.032536822","-0.092822764","-0.176479614","-0.728050772"
"M523.18T894.843"," 0.309588276","-0.221911808"," 0.510208664"," 0.002176839"," 0.390236608"," 1.061995960"," 0.337523876"," 0.459673420"," 0.203570843","-2.027074582"," 0.641040079","-0.973495844","-0.926010626"," 0.845935435"," 0.387834835"," 0.463831412","-0.767354403","-0.008640693","-0.842840558"," 0.135645855"," 0.420499337","-0.020893833"," 0.667967819"," 0.439034877"," 0.582548779","-1.854939281"," 0.438029488"," 0.700008651"," 1.262404819"," 0.980606154"," 0.999509164","-1.038618180","-0.581231064"," 1.019658131"," 0.242816036"," 0.978256499"," 0.542471949","-2.034781191"," 0.676939999","-1.126447279","-1.949598124","-0.998698705","-0.265249208"," 0.276407394"," 0.308358853"," 0.274601233"," 0.304195960"," 0.778592439","-2.004384304"
"M1224.522T894.229"," 0.016509512","-0.329627873"," 0.585670258"," 0.440704986"," 0.114098233"," 1.365040265"," 0.249053097"," 0.012681250"," 0.222161525","-0.392483471"," 1.097777679","-0.286064211","-0.138896747"," 0.633540260"," 0.030842305"," 0.363130591","-1.817562230"," 0.189063558"," 0.120406071"," 0.212397281"," 0.178475407"," 0.259813513"," 0.204053346"," 0.234498155"," 0.284424326","-1.441711225","-0.036268227"," 0.815475601"," 1.272231973"," 0.959463624"," 0.650464370","-1.502873799"," 0.004066955"," 0.346715600","-0.046492722"," 0.777770530"," 0.208135924","-1.639828104"," 0.769365822","-0.779587694","-1.545989093","-1.579509314","-1.470683494"," 1.175392241"," 0.109923938"," 0.459824437"," 0.081255826"," 0.169492185","-1.606342437"
"M315.108T761.986"," 0.1264064492","-0.2387260492"," 0.5011859181"," 0.2543683666"," 0.1320552973"," 1.1345161920"," 0.0761909514"," 0.2804492523"," 0.4327852371","-1.5888460670"," 0.7586182258","-1.3009164568"," 0.0964974128"," 0.6129159355"," 0.3157695817"," 0.6419688833","-1.7633759378"," 0.3665496964"," 0.3427021309","-0.0954206745"," 0.1830251491"," 0.0858121297"," 0.6847033201"," 0.1050030757"," 0.3467420798","-1.4111263803","-0.0006034234"," 0.7616828707"," 1.4317026848"," 1.1194917903"," 0.8507850354","-1.4684483163"," 0.5832720557"," 0.8543791053","-0.0099041728"," 0.7461856099"," 0.4041051603","-1.5968026718"," 0.5807786336","-1.5904100310","-1.5088562246","-0.7404404602","-1.4382793685","-0.5861315055"," 0.9230355444"," 0.2893572251"," 0.5371282113"," 0.3435382499","-1.5654197218"
"M305.084T1149.057","-0.64626772","-0.31704353","-0.14286151","-0.50181284","-0.68031193"," 0.27736860","-0.88389285","-0.62199846","-0.53000244"," 0.70235438"," 0.14330036"," 1.33099954","-1.20416760","-0.22509597","-0.67978204","-0.52822813"," 0.31651730","-0.41762678","-0.39981764","-0.46417220","-0.25922189","-0.69057786","-0.12702445","-1.36147799","-0.18856422"," 1.25390880","-0.70942947"," 0.61121166"," 0.62580668","-0.53449511","-0.56178819"," 2.09508195","-0.10766835","-0.19383859","-0.58448979"," 0.37693140","-0.07612210"," 0.55308504","-0.20010504"," 0.42272864"," 1.31406536"," 0.83170466"," 2.04529373"," 0.77688347","-0.23056051","-0.33842589","-0.07095153","-0.14971669"," 0.95029771"
"M291.2T1179.579"," 0.117541649","-0.117002525"," 0.363813574"," 0.455730650"," 0.318907191"," 1.176947122"," 0.067076823"," 0.108300966","-0.427219288","-0.211976605"," 0.532914051","-1.682269659"," 0.046429910"," 0.481176039","-0.225135474"," 0.747860535","-0.249128729"," 0.098686219","-0.049157677"," 0.024166061"," 0.202138587"," 0.513437568"," 0.332331494"," 0.575614310"," 0.617792193","-1.794895216"," 0.069770696"," 0.597231549"," 0.858518994"," 0.212853519"," 0.725437476","-1.853473574"," 0.844899656"," 0.262979236"," 0.001033191"," 1.293305384"," 0.556176773","-1.167280312"," 0.555009874","-1.978108575","-1.894767178","-1.926871116","-0.822988360"," 1.345223749"," 0.111990836"," 0.265269980"," 0.448525799"," 0.426033009","-0.954850378"
"M196.925T95.796"," 0.43950996","-0.12739158"," 0.21089932","-0.16979096"," 0.17548458"," 0.93561513","-0.03130346","-1.01644011"," 0.57039348","-1.51195388"," 0.85658726","-1.20736493","-0.62263786"," 0.65360444"," 0.20570542"," 0.12570319","-1.69658127"," 0.20049767"," 0.32191242"," 0.39418044"," 0.01910324"," 0.69125237"," 1.30311156"," 0.31325398"," 0.25540437","-1.32395159"," 0.06037228"," 0.64019090"," 0.71529416"," 0.90212740"," 0.49707240","-1.38459013","-0.46946741"," 0.88640728"," 0.61834992"," 1.16787159"," 0.18413574","-0.63476555"," 1.06733678","-0.66749972","-1.42733599","-0.60970898","-0.48574739"," 0.68596717","-2.35633256"," 0.17778463"," 0.42483390"," 0.14343583","-0.10053539"
"M439.661T87.494"," 0.55522095","-0.39999661","-1.33517380"," 0.56203544"," 0.78187896"," 1.08125454"," 0.56605248","-0.21110564","-1.46108268","-0.64225951"," 1.04398482","-0.34011515"," 0.55483308"," 0.25848563","-0.02378224"," 0.69069416","-0.82540894"," 0.50250765"," 0.55319614","-0.42758406"," 1.24356920","-0.16354103"," 0.33604458"," 0.75949916"," 0.64766114","-0.45576554"," 0.55581685"," 0.95603276"," 1.63788177"," 0.19125317","-1.16736627","-0.51591734"," 0.43012406"," 0.05466870"," 0.29208729"," 1.14818039","-1.44352501","-0.65060900","-1.11504152","-0.64390070","-0.55832021","-0.59128662","-0.48425900"," 1.42491192","-1.48000125"," 0.67900494","-0.49424138","-1.45891980","-0.61767645"
"M471.152T726.342","-0.009700467","-0.755847401"," 0.516335058","-0.017697102"," 0.185050267"," 1.015276645","-0.064563941"," 0.201678207"," 0.340876236","-1.672851876"," 0.711383183","-0.477243292"," 0.165381936"," 0.896181745"," 0.071663915"," 0.457208613","-0.877620311"," 0.239562895"," 0.171990222"," 0.265635371"," 0.187701364"," 0.179624488","-0.088949276"," 0.331175816"," 0.427164816","-0.553487211"," 0.244955932"," 0.904479226"," 1.473029653"," 0.797839227"," 0.692557935","-1.543639381"," 0.489935604"," 0.752224898","-0.123177494"," 1.128346608"," 0.635828946","-1.681391021"," 0.229278954","-1.674530345","-0.728617904","-1.620721039","-1.511261690","-0.133519102"," 0.502681266"," 0.598379952"," 0.209168596"," 0.159931666","-1.647710386"
"M814.836T68.186"," 1.085942208","-0.090856626"," 0.978749998"," 0.008162834"," 0.101623881","-1.239473881","-0.158298787"," 0.212244364"," 0.559417854","-1.330489661","-1.499693914","-1.036187254","-0.164041543"," 1.177051061","-0.189448813","-0.158873766"," 0.577394152","-0.119558982"," 0.016606966","-0.102842634"," 0.733263895","-0.376890107"," 0.408767440","-0.249473882","-0.069924452","-1.148836563","-0.428316419"," 0.645594759"," 1.990003708"," 1.389047676"," 1.379979631","-1.207427225","-0.404012413"," 0.575721950","-0.072052722"," 0.148358987"," 0.403169991","-1.338622357"," 1.171553343","-1.332088238","-1.248729476","-0.449521817","-0.359053817","-1.353616019"," 1.185630459"," 0.588108852"," 0.404787457"," 0.769851246","-0.382701345"
"M322.941T66.374"," 0.46136783"," 0.20920620"," 0.70058318","-0.11442810"," 0.65197376","-0.28885315"," 0.56163667"," 0.43037488"," 0.14185170","-1.18803430","-0.49418545","-0.66214828"," 0.31422375"," 0.68144303"," 0.55626844"," 0.19249116","-1.64216162"," 0.46232232"," 0.35983142","-0.05823714"," 0.22371815"," 0.54092275"," 0.59222247"," 0.07348657","-0.02714638","-0.92332010"," 0.28900801"," 0.35794275"," 0.34421155"," 0.74299430"," 0.93558995","-1.31134915","-0.59229281"," 1.05406158"," 0.49493713"," 0.39535688"," 0.39899337","-1.66311473"," 0.72894369","-1.65916043","-1.08077504","-1.39283007","-1.03275522","-0.08850809"," 0.66981953"," 0.53252260"," 0.65622014"," 0.40459560","-0.93982131"
"M679.277T1051.577","-0.07817764","-1.74649786","-1.46224446"," 0.07394073"," 0.06460754"," 1.50427192"," 0.26998869"," 0.55313480"," 0.10920632","-0.73977280"," 0.97164590","-0.42472820","-0.04815953"," 0.28265555"," 0.14259165"," 0.62691615","-0.93074052","-0.14862851"," 0.32332812"," 0.38697356","-1.64724815","-0.77394165"," 0.09234546"," 0.81434623"," 0.49601158","-0.54531656"," 1.16386343"," 0.88962638"," 0.86670071"," 0.75045831"," 0.66308810","-0.60803660"," 0.70850233"," 0.51903969","-0.42987052"," 0.77899216"," 0.38164722","-0.74847874"," 1.21356700","-0.74148406","-0.65224986","-0.68662373","-0.57502658","-0.76452927","-1.61323165","-0.13071173"," 1.09779155"," 0.46459775","-0.71414023"
"M1219.316T833.268"," 1.011842481","-0.168021892"," 1.021595805","-0.542581185"," 0.341009029"," 0.898382742"," 0.823951299"," 0.793467642"," 0.547019617","-1.365806849"," 1.436915755","-1.116031355"," 0.653418938","-0.248238353"," 0.645219022"," 0.518809276","-1.517210417","-0.903629076"," 0.465918923"," 0.519095454"," 0.700671461","-2.086664536"," 0.557045765"," 0.966677729"," 0.019249287","-1.211637002","-0.819852094"," 1.277518169"," 1.056415806"," 0.889824556"," 1.243687876","-0.560087329","-0.447073280"," 1.070468583"," 0.177168853"," 0.689053477"," 0.488253910","-1.372709131","-0.744738356","-1.367163573","-1.296416478","-1.323668951","-1.235191881"," 1.939328787"," 0.612675066"," 0.003805445","-0.349261517","-2.040864629","-0.651642869"
