"","C9.1","C9.2","C9.3","C9.4","X9.1","X9.2","X9.3","X9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","BLANK.2","QC.1","QC.2","QC.3","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","C12.1","C12.3","C12.4","X12.1","X12.2","X12.3","C15.1","C15.2","C15.3","C15.4","F15.1","F15.2","F15.3","F15.4","D15.1","D15.2","D15.3","D15.4","X15.1","X15.2","X15.3","X15.4"
"Label","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","Other","Other","Other","Other","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point"
"M424.216T1338.866","103729.751","63292.074","69828.482","79365.115","79324.733","62276.146","73200","106000","105755.97","94316.582","112068.294","79641.238","87396.385","78600","70141.133","29053.1001","28936.9011","89852.6875","54200","98394.4","82794.821","82700","103399.221","84800","77000","55940.117","26342.442","85225.111","42247.1598","73840.905","59525.755","62221.385","85267.368","94900","86466.257","98216.985","91508.421","116810.699","31663.6846","68100","31803.945","79878.785","38502.229","43633.77","28973.1279","28017.6391","85229.539","80200","53811.9064","114327.694"
"M565.409T1275.021","87707.868","74662.513","75210.217","99871.965","134813.375","96518.567","95700","131000","125537.91","80161.964","225898.213","65157.788","88577.004","74400","47992.494","27962.2573","26042.2554","114053.1407","130000","127495.505","185288.601","189000","143600.69","159000","210000","125169.45","22465.5941","219892.523","177257.2699","120936.618","159730.213","237508.458","137267.331","177000","102771.945","97782.656","116663.918","82739.64","40863.7952","54600","13986.7236","83282.438","23566.065","396278.371","23521.9899","52679.6399","306721.829","360000","150419.1693","194275.45"
"M698.466T1253.346","92645.417","89452.116","176541.15","156938.148","223954.029","129719.593","61400","136000","124584.408","98140.725","234659.688","66581.156","108962.561","66100","60672.275","11593.3803","985.43838","175422.678","240000","195813.753","292577.952","277000","218367.778","158000","293000","203351.747","8401.6985","160937.26","6295.4719","129873.872","229299.32","316305.089","225016.658","238000","163310.195","177474.788","194120.587","154454.595","6651.5867","39000","10624.1071","105073.124","4927.1919","209235.973","985.43838","14137.3496","284609.405","330000","131194.7574","225055.071"
"M661.446T1372.452","164800.878","155975.247","199078.058","265194.383","287402.634","211302.211","228000","256000","211174.655","188192.323","232763.054","170793.722","234181.54","197000","147551.66","79714.8537","82780.9523","278917.5535","254000","309641.039","414278.387","430000","316500.254","276000","481000","331208.901","88917.6144","288082.188","66802.6455","249731.944","361387.71","585495.452","358379.095","391000","243793.859","231726.934","292110.224","218900.373","96844.4338","181000","68313.2237","194094.104","104373.0734","399959.645","109480.6022","86672.1372","358339.666","480000","300151.3356","284525.407"
"M695.45T1338.973","90347.236","104999.095","96010.69","115766.216","143793.609","110810.643","97400","134000","148869.904","95601.217","92826.638","92703.784","99451.854","101000","71942.559","52754.6173","59599.9651","172594.0898","190000","180167.904","317757.792","282000","174016.897","178000","332000","194603.213","44540.4797","206525.966","47343.4648","158427.903","167379.072","412897.062","196517.517","229000","177166.304","163642.161","155626.729","117076.551","45217.5879","81100","57572.7969","113117.979","33519.3728","271725.12","52754.4949","53397.0303","139688.863","298000","199306.6107","173433.182"
"M593.49T1490.213","136529.68","153717.215","179659.376","248224.476","314054.24","210865.546","279000","334000","216772.522","181759.799","201059.31","189125.94","235445.499","181000","88773.579","55594.9947","61226.368","289607.0826","301000","267183.403","289759.181","325000","329718.667","291000","350000","353585.379","77789.3816","392041.697","171483.425","224110.018","270191.106","348797.998","243878.151","328000","150045.807","215222.502","236450.412","209086.704","98131.685","129000","77078.6905","206666.472","75172.4347","448179.876","76313.2712","145922.5554","432278.689","348000","325391.8671","326031.047"
"M951.567T1289.006","572191.072","446300.728","685811.107","673125.951","981528.649","820809.782","751000","768000","825050.322","787382.947","703951.465","547792.658","465785.409","982000","320195.001","3148.8835","629.7767","455518.47","6e+05","462160.274","468561.8","758000","605740.006","524000","625000","515510.664","7328.7172","842412.909","24373.8649","625716.12","945922.886","830381.536","834391.642","870000","481456.869","689049.932","698516.188","424481.985","6689.4681","327000","11954.5287","430063.344","7633.2698","432665.114","629.7767","34741.1367","481562.197","660000","344902.6304","639420.484"
"M593.489T1431.043","133998.543","140829.21","164616.582","232425.943","295720.309","196044.698","275000","335000","212970.384","171937.894","250598.409","182774.693","228311.238","177000","80590.158","51358.5484","53528.7151","278719.1263","287000","264624.745","286506.998","317000","315523.485","288000","345000","332874.363","66508.4847","376182.36","167661.9141","225704.322","270372.99","336220.792","236681.924","320000","143687.17","209576.701","229081.572","198487.305","84010.984","120000","67446.7492","198915.336","65912.792","428146.64","68889.5196","129528.3114","493091.095","388000","319129.4041","311598.965"
"M639.424T1291.55","82434.029","40127.092","73503.553","79763.402","102065.763","79868.695","57900","118000","90784.545","74488.535","171204.964","60410.552","61630.916","76700","32166.117","10182.8522","20888.2664","95363.5705","1e+05","92325.348","136206.788","109000","101587.379","89700","121000","126508.987","10545.5781","119890.222","13470.6348","114977.203","139862.171","121164.455","118571.563","121000","70001.631","79256.375","96689.556","87109.847","4350.821","32800","11283.0141","71284.521","8064.1086","90968.77","9348.0399","10607.8559","196836.597","378000","101934.2219","115868.636"
"M986.591T1195.638","132284.386","88377.324","111695.226","101015.506","98338.943","105144.116","166000","93400","116612.626","111008.681","210650.642","93084.491","80432.074","106000","65493.479","321.12158","7312.2013","91905.4998","87000","101335.693","88307.664","92900","123095.507","113000","78600","86026.052","321.12158","86764.012","6681.5984","148335.411","172198.193","79847.172","107246.557","1e+05","106093.245","100620.32","81549.671","104383.114","7017.6257","53800","1605.6079","73168.562","5772.6433","57779.493","321.12158","7473.7614","120325.832","157000","74821.0295","101370.036"
"M591.473T1440.13","164820.66","177024.638","196792.823","287047.992","459725.482","211877.188","296000","484000","284460.994","118212.315","306861.776","172027.718","229942.411","205000","56926.04","59137.63","39822.061","320033.5919","383000","323955.051","494381.169","502000","418309.909","391000","647000","533389.533","51319.0431","439960.802","102319.453","258777.085","423415.329","648536.462","352962.129","438000","238436.7","254220.997","365943.71","316652.059","51228.7834","159000","57622.8904","248694.141","57479.3988","585449.499","56994.203","168727.1155","793501.321","586000","381103.4717","481576.186"
"M590.465T1389.456","44794.744","69445.683","24697.212","56569.268","97064.155","72607.691","58900","108000","70251.465","25550.991","64964.899","33424.602","28374.529","21400","7005.161","16336.5056","9143.1066","68957.0125","86900","92086.329","137435.686","109000","78769.187","74700","139000","118731.564","13324.7625","78136.957","45682.9321","69297.082","81279.234","133781.599","92121.017","65500","38961.727","70666.661","84210.663","62980.266","2353.4867","16200","7563.3532","59596.153","8958.3716","117376.978","19757.299","24154.9373","128763.671","128000","63209.9507","65373.638"
"M631.469T1330.308","122092.234","69513.344","97805.917","157385.442","209751.003","115643.985","214000","330000","148322.945","144974.441","588936.642","100796.299","146058.42","110000","54563.938","9951.1702","12331.527","180761.8425","147000","202509.695","283319.59","340000","184922.883","215000","224000","211915.943","16421.6829","191342.843","27724.8398","239666.901","526293.257","227774.065","184548.266","164000","98566.78","209263.852","146802.139","139143.142","23651.5806","69600","26673.9845","137976.623","13610.2198","174375.335","13451.9255","15550.4292","542406.053","694000","203787.4766","179745.747"
"M637.415T1439.736","103644.542","92821.444","97376.769","129473.463","127423.849","104110.118","118000","163000","122816.408","115339.965","104015.624","114531.395","97502.469","108000","64890.17","43046.2887","48220.5915","136427.3987","166000","132917.487","198095.648","184000","134135.864","169000","188000","154925.608","58428.9808","180903.867","64129.6018","129229.374","157639.291","217514.25","172058.974","170000","144604.02","141450.973","153017.979","128312.385","44203.9728","80400","39651.5028","115842.827","40541.0846","199120.024","51089.9582","79324.1333","114599.719","209000","172717.6592","141241.589"
"M759.217T1590.788","67444.982","51405.56","46006.842","44349.386","34653.466","35798.55","33400","50200","56962.778","44150.437","27469.64","51107.683","42303.11","41900","59785.817","27743.0608","31405.9104","35046.9361","42000","54984.046","47595.259","29900","36855.343","44900","30800","33618.388","17432.7418","27609.609","1533255.096","52339.526","40756.452","33621.488","67734.786","115000","52444.463","53942.035","42654.184","33031.815","38856.2586","50800","29191.8968","51148.338","20949.989","22173.086","32826.0205","18774.5063","54711.557","52200","70431.9471","62985.946"
"M711.441T1125.643","31518.676","33285.474","35897.826","45071.304","32191.885","41411.023","34800","42800","56394.549","40010.959","83769.346","30494.191","34213.502","42500","30858.83","4846.4138","5702.0626","46186.7454","52900","52426.556","100472.655","89200","66010.274","41500","54700","46452.883","5997.332","42836.497","2186.3083","68537.152","52038.028","68389.547","72390.35","39500","85544.153","79939.055","65031.77","53231.615","4429.6918","21400","1669.4142","19897.553","333.88284","61443.892","10093.7994","6890.1474","174173.043","276000","72115.0846","34286.69"
"M810.527T1193.498","238692.411","124964.708","196690.385","225713.184","309039.858","242098.826","219000","231000","183391.12","227914.515","294819.824","214762.08","175436.015","218000","118032.634","48814.246","74217.5414","267208.2643","257000","223969.616","210730.025","254000","268971.771","229000","206000","178549.505","65520.5231","204265.708","68833.879","154703.806","266502.224","224351.334","255941.514","266000","155727.426","191323.644","149394.946","184860.708","70549.2865","123000","63436.0573","143531.507","92388.7514","215808.47","36167.9133","77179.2591","241894.98","267000","210881.8048","104279.865"
"M646.453T1439.754","119665.049","121432.447","135601.422","183829.087","179556.293","146711.487","130000","207000","157970.612","143927.223","110166.029","108127.436","131002.693","132000","89246.493","35894.044","36889.5211","174656.2307","184000","172548.512","210095.277","221000","193981.068","171000","287000","200142.54","35283.1073","194193.407","58064.9824","160050.924","225569.772","239650.664","216815.188","215000","137094.443","166894.317","152474.927","127745.39","45030.8882","91400","45413.4166","142957.085","33036.454","171324.753","71097.2205","53821.228","145200.312","232000","194715.6455","185692.169"
"M379.265T1372.423","212767.291","209324.193","171423.785","229487.848","202537.465","208500.024","195000","192000","169034.44","193865.609","269696.091","185412.829","168745.735","192000","208790.937","117562.5941","114838.5269","223914.9638","181000","187283.35","186825.365","247000","190819.81","196000","160000","170399.917","122126.4747","200606.191","177909.5142","187020.066","271713.603","217106.121","213400.577","138000","174023.115","163618.267","168770.119","166916.1","146126.3414","185000","133507.8221","163107.026","140128.0345","152146.191","122008.4185","137064.472","290488.111","394000","220725.363","177862.649"
"M926.605T1358.969","10394.203","26010.962","10023.222","22829.168","10183.248","29286.854","20600","29500","11783.657","12518.217","6613.669","11255.111","14372.52","6760","9797.703","551.07164","2755.3582","17132.1935","8480","17400.043","21307.465","29900","47911.428","24300","26900","35548.104","5609.031","31699.993","8431.9458","11644.476","25191.321","22894.754","31885.377","36000","22276.883","18376.878","20524.29","9598.002","551.07164","27500","2840.3717","17554.427","551.07164","13327.621","551.07164","3894.5232","94787.072","31200","16396.8762","27708.029"
"M951.568T1338.092","564728.574","442696.841","675306.831","665937.627","973365.804","802839.709","641000","784000","773979.107","777344.361","608674.796","529955.32","456377.156","966000","309812.491","3199.7982","639.95964","430890.6895","582000","467608.063","440801.546","759000","595107.007","520000","626000","512210.273","7325.7386","834861.426","25107.1698","607426.254","907274.748","826826.322","817880.719","858000","459397.566","584501.085","692039.969","419772.624","6708.1622","273000","9230.8048","436271.191","7633.9718","432744.884","639.95964","31064.7115","411727.275","555000","334156.1297","632969.675"
