"",F.stat,p.value,-log10(p),FDR
M575.479T1456.772,4.335,0.043135,1.3652,0.049447
M722.581T1518.016,4.3252,0.043364,1.3629,0.049447
M545.456T1607.833,4.3232,0.043412,1.3624,0.049447
M628.528T1608.773,4.306,0.043819,1.3583,0.049447
M492.408T1557.26,4.3053,0.043835,1.3582,0.049447
M722.58T1595.75,4.2958,0.044061,1.3559,0.049447
M879.468T1338.726,4.2764,0.044527,1.3514,0.049447
M1114.854T834.347,4.2676,0.04474,1.3493,0.049447
M477.403T1542.988,4.2486,0.045207,1.3448,0.049447
M561.396T1195.638,4.2368,0.045499,1.342,0.049447
M660.517T1423.005,4.2346,0.045555,1.3415,0.049447
M764.518T1295.888,4.2265,0.045757,1.3395,0.049447
M630.465T1474.173,4.2111,0.046143,1.3359,0.049447
M889.305T842.452,4.1975,0.046491,1.3326,0.049447
M330.261T1473.013,4.1859,0.046787,1.3299,0.049447
M832.307T992.353,4.1637,0.047363,1.3246,0.049447
M494.565T1422.678,4.1554,0.04758,1.3226,0.049447
M787.545T1575.098,4.1453,0.047847,1.3201,0.049447
M628.529T1624.373,4.1384,0.04803,1.3185,0.049447
M589.501T1621.712,4.1303,0.048248,1.3165,0.049447
M659.418T1406.262,4.1227,0.04845,1.3147,0.049447
M433.152T909.874,4.1148,0.048663,1.3128,0.049447
M297.239T1626.197,4.1116,0.048749,1.312,0.049447
M807.348T918.929,4.1095,0.048807,1.3115,0.049447
M605.416T1473.993,4.1077,0.048856,1.3111,0.049447
M652.503T1490.314,4.1065,0.04889,1.3108,0.049447
M956.379T959.199,4.1026,0.048996,1.3098,0.049447
M386.164T943.456,4.0978,0.049125,1.3087,0.049447
M393.189T1440.567,4.0966,0.049158,1.3084,0.049447
M423.321T1473.286,4.0766,0.04971,1.3036,0.04971
