"","PC1","PC2","PC3","PC4","PC5"
"M463.182T861.112",0.035805,-0.054563,0.029396,0.032655,-0.0095318
"M323.042T818.446",0.014747,0.047724,0.031081,0.034199,-0.0042499
"M333.062T954.304",0.058759,-0.0036206,0.027292,0.075492,-0.0023157
"M415.161T821.344",0.043925,-0.0098439,-0.01666,-0.0028265,0.0075753
"M609.153T789.212",0.033991,0.00384,-0.00079302,-0.00026654,0.0061349
"M454.975T107.571",0.02779,-0.048183,0.013237,-0.0011958,-0.0027575
"M328.886T98.013",0.020598,-0.07116,0.039159,0.044428,0.010706
"M317.064T416.942",0.038318,-0.049398,0.013678,-0.032846,0.0065893
"M759.145T875.232",0.053944,0.031232,-0.063305,-0.036401,0.0085483
"M1117.54T932.512",0.034684,0.037903,0.018912,-0.029543,0.00031266
"M1132.537T923.907",0.030651,-0.01393,-0.016772,0.01772,6.1755e-05
"M824.341T916.725",0.031629,-0.066102,0.0055611,-0.046823,0.0028974
"M345.082T140.774",0.033921,-0.0093974,0.016234,-0.017075,-0.0069526
"M279.164T1571.945",0.022237,-0.046902,0.040097,0.021591,-0.0023508
"M540.867T1245.744",-0.0068129,-0.04688,0.033338,-0.017953,-0.0011733
"M238.069T801.926",0.042312,-0.030288,0.0033262,0.013102,0.0064418
"M418.896T66.885",0.025491,-0.041246,0.049325,-0.06551,-0.0027944
"M427.009T107.872",0.034267,-0.033131,0.036287,-0.0027435,-0.0008618
"M699.093T985.159",0.0042103,-0.06992,0.02581,0.078371,-0.0017834
"M409.172T733.287",0.048775,0.01784,0.030711,-0.023875,0.0054728
"M435.959T107.38",0.0399,-0.050484,0.065694,0.027802,0.0027817
"M676.309T1245.665",0.013244,-0.037603,0.037695,0.033825,0.00037997
"M338.162T1582.434",0.013416,-0.031851,0.04887,0.014881,-0.0020742
"M265.261T1518.666",0.024294,-0.038802,0.01108,-0.0028991,-0.0022261
"M339.058T415.891",0.028146,-0.10366,0.01665,-0.017539,-0.001973
"M448.965T106.062",0.028575,-0.05351,0.017816,0.042458,-0.0054642
"M1354.628T902.5",0.010009,0.078088,0.0050778,0.028031,0.0036048
"M241.108T881.116",-0.011904,-0.062671,-0.0094051,0.094192,-0.003234
"M418.894T1736.453",0.029157,0.0053042,0.02354,-0.015557,0.011861
"M562.892T1151.046",0.031391,-0.044432,-0.0051054,0.0070187,-0.0030641
"M319.076T917.392",0.064824,0.02599,0.0077798,-0.018852,0.0054194
"M405.167T106.416",0.04255,-0.0045699,0.019631,0.0036783,0.0023478
"M445.095T115.802",0.040443,-0.0035616,0.012736,0.007198,-0.0023239
"M309.465T1630.61",0.014348,-0.051256,0.014956,-0.070555,0.01108
"M385.188T793.619",0.033291,-0.0096466,0.01055,-0.0044323,0.0088859
"M1243.514T983.057",0.044449,-0.022939,0.036092,0.071175,-0.0020622
"M1105.431T888.552",0.028814,0.013988,-0.023886,0.028225,0.0025797
"M697.905T994.286",0.020415,-0.02782,-0.016942,-0.0019139,0.0030093
"M401.05T875.074",0.036713,0.022641,0.0098041,-0.020541,0.0033074
"M731.208T950.406",0.017275,-0.0025147,-0.047324,0.03838,-0.00087236
"M470.098T771.956",0.033371,-0.020618,-0.00019103,-0.011758,0.0082329
"M377.049T427.197",0.022685,0.016262,0.025003,0.059243,0.0020156
"M387.346T67.938",0.029757,0.030166,0.01945,-0.017438,0.0063643
"M367.08T114.463",0.041005,-0.0021376,0.023386,0.016093,0.0085161
"M401.049T776.54",0.034088,-0.029276,0.016867,0.02309,0.0066476
"M323.019T128.103",0.037644,0.0027469,0.01775,-0.0022275,0.0037376
"M459.149T771.729",0.034894,0.0023791,0.039728,-0.013912,0.0093661
"M507.151T845.473",0.041537,0.020731,0.012343,0.0026589,-0.0045359
"M359.123T830.487",0.047034,0.040113,-0.026165,-0.0096391,-0.012434
"M549.174T847.493",0.034612,-0.023985,-0.0011851,0.024903,0.0044032
"M340.859T1719.351",0.03293,-0.022558,0.023393,0.051754,0.0045397
"M702.25T942.066",0.036305,-0.0084362,-0.025905,0.016441,0.0049762
"M453.035T765.753",0.027931,-0.016876,-0.016638,0.019651,0.0046303
"M329.089T195.942",0.030774,-0.04469,0.021884,0.025984,0.0059586
"M615.152T88.13",0.021828,-0.0079014,0.01555,-0.04927,0.0073231
"M399.092T115.22",0.027982,-0.039506,0.0069116,0.030691,0.0058685
"M1204.518T908.598",0.023728,0.070642,0.015615,0.0056705,0.010624
"M519.896T67.425",-0.0064066,0.084098,0.084558,-0.033518,-0.00091104
"M447.222T1194.448",0.020026,-0.0284,0.036159,-0.078664,0.015439
"M559.04T89.345",0.024322,-0.014971,-0.055138,-0.064722,-0.012507
"M497.083T319.72",0.052129,0.067419,-0.031293,-0.020547,0.0026541
"M265.148T1629.604",0.024655,-0.072131,0.048256,0.084148,0.00060186
"M413.108T298.268",0.038533,-0.048561,0.020574,0.04235,-0.0065566
"M434.871T1737.903",0.029988,0.0067012,-0.027838,-0.014033,0.011203
"M353.052T831.694",0.038805,0.080069,0.0037063,0.025162,0.010413
"M775.338T1039.594",0.062586,-0.017229,0.01414,0.034152,0.0029209
"M429.074T115.482",0.032841,-0.0066214,-0.0059538,-0.034704,-0.0022169
"M475.877T67.555",0.027663,-0.022045,-0.0037507,0.019216,0.0063956
"M809.324T904.082",0.045414,0.031426,0.00043059,0.0056761,0.0063737
"M438.263T1164.917",-0.013632,-0.010384,0.0093459,-0.10041,-0.0038425
"M313.094T115.286",0.030803,-0.026158,0.027811,0.023922,-0.00041932
"M515.105T113.414",0.024362,-0.029429,0.020198,0.031409,-0.0061292
"M285.909T1803.837",0.026073,-0.029076,0.038465,-0.0024039,0.0028737
"M447.05T875.673",0.04141,-0.0093098,0.051223,-0.024376,-0.0014204
"M795.198T1006.041",0.024213,-0.04459,-0.006291,-0.036537,-0.0014886
"M321.216T1624.59",0.021904,-0.032193,0.02844,-0.0031507,0.0027165
"M615.195T761.983",0.03903,-0.0056741,0.029308,-0.0065181,0.0039444
"M643.188T893.85",0.019667,-0.043077,0.016378,-0.025569,-0.0005084
"M293.177T1149.195",0.019043,-0.034515,0.05236,0.046672,0.0046285
"M289.886T1868.955",0.027704,-0.028469,0.0027452,0.031314,-0.0078231
"M269.15T1584.952",0.022318,-0.035593,0.025058,0.01327,0.0029456
"M246.886T1784.096",0.028176,-0.016818,0.03395,0.01559,0.00039627
"M1614.109T935.709",0.043115,-0.00017518,-0.0098101,-0.014679,8.1943e-05
"M467.051T320.771",0.030952,-0.0092453,0.0070031,-0.047512,0.010596
"M293.179T1541.097",0.020269,-0.019805,0.046886,-0.028227,0.0097136
"M265.426T1576.148",-0.011673,0.053059,0.023445,0.10108,-0.0072688
"M707.828T66.684",0.028714,-0.020004,-0.01316,0.075958,0.0014252
"M372.9T1734.569",0.023931,-0.032148,-0.0034389,-0.024848,0.0039596
