"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21"
"M1334.74T12.55",-0.033451,-0.018694,-0.051923,-0.046026,-0.0010407,0.028513,-0.01731,-0.0036825,0.0048867,0.020268,-0.056273,0.026448,0.022532,0.077522,0.037157,0.0079527,-0.054262,0.054522,-0.0078589,0.0022472,-0.0016531
"M1335.73T17.55",0.028263,-0.011716,0.031028,-0.036642,0.047368,0.064241,0.032843,0.009499,-0.01603,0.010903,0.013332,0.026727,0.023855,0.011767,-0.00068132,0.010566,-0.011562,-0.018268,0.018583,-0.0035501,0.0049291
"M1339.73T16.56",0.0055198,-0.04986,0.01671,0.025853,0.011057,0.021797,-0.031457,-0.011599,-0.021935,-0.041671,-0.026234,-0.02169,0.0047488,0.034043,-0.021622,0.045947,0.009158,0.017517,0.055029,0.00071965,-0.00060756
"M1340.74T16.56",0.034597,-0.036831,0.028971,-0.031723,-0.056301,-0.025817,0.024703,-0.031507,-0.021935,0.0087515,-0.00045637,-0.024342,-0.014368,-0.0023798,-0.0089154,-0.020566,0.0068823,0.022262,-0.011106,0.0059237,-0.0072282
"M1341.42T17.55",0.0066438,-0.061462,0.036529,-0.0080267,-0.010441,0.03445,-0.027727,0.034342,0.020492,-0.024938,-0.024301,-0.0033296,-0.060514,0.039397,0.012759,-0.0029475,0.027525,0.062386,0.010811,-0.00070441,0.0051936
"M1341.74T17.55",0.014807,-0.036007,0.064566,0.037132,-0.0066192,-0.0015355,-0.023674,0.0091105,-0.028133,0.013092,-0.022064,-0.010025,0.0044509,0.029264,0.0146,-0.0042728,-0.0072763,-0.035203,0.051961,-0.0015152,0.0036129
"M1342.73T17.56",0.0037366,-0.055771,-0.0028241,-0.030463,-0.024641,0.02166,-0.021535,-0.00963,-0.00097968,0.045999,0.07625,-0.0078356,0.0030399,-0.079647,-0.040128,0.017982,-0.033031,0.006017,0.015344,-0.0039327,0.010879
"M1343.06T12.55",-0.0034793,0.016434,-0.056246,0.0013397,0.0039555,-0.024927,0.0033197,0.0086897,-0.011885,0.01041,-0.010011,-0.041294,-0.025041,-0.079577,0.017114,-0.057339,-0.042876,0.013942,0.084671,0.0034739,0.006752
"M1343.73T17.56",0.017644,-0.038325,-0.054814,0.028562,-0.010861,0.027611,-0.019103,-0.01052,-0.021804,-0.021273,0.011362,-0.0076246,-0.013405,0.010714,0.017474,0.043092,-0.008539,-0.031999,-0.027986,-0.0082043,-0.0055008
"M1344.23T13.55",-0.01576,-0.020244,0.0045858,-0.020785,0.0032356,-0.012105,-0.027502,-0.013615,0.054266,-0.030206,0.010074,-0.00137,0.044095,0.018302,0.00034694,-0.01963,-0.0054346,0.024535,-0.031089,0.0040979,-0.0057579
"M1345.24T13.55",0.020016,-0.0090592,0.059996,-0.013478,0.013275,-0.021007,0.016734,0.014077,-0.0037056,-0.016947,0.0084647,0.046348,0.0087284,0.024729,0.022219,-0.0092418,-0.040566,0.014976,0.067068,0.015026,0.025433
"M1345.41T12.6",0.0022872,-0.021046,0.02928,0.010884,-0.0069668,-0.029282,0.012414,0.057129,0.046384,-0.038304,-0.0063338,-0.057774,-0.04017,-0.051055,-0.0086827,0.035569,-0.018589,-0.030177,0.0016878,-0.00037579,0.0028005
"M1348.23T13.54",0.0010189,-0.025706,-0.027158,-0.0018431,0.0030915,0.0021692,0.009179,-0.016837,-0.017322,-0.020159,-0.057468,-0.050805,0.015351,0.05635,0.002861,-0.027926,-0.007273,-0.033394,-0.011641,-0.0011094,-0.0046854
"M1348.4T17.55",0.025317,-0.029977,-0.02087,-0.0012154,0.072199,0.04313,0.07285,-0.0003311,-0.035047,0.0054137,0.012722,0.023285,-0.010509,0.011337,-0.057065,-0.020459,-0.0179,0.017543,0.023526,0.0051949,-0.0029943
"M1348.98T13.55",-0.0056262,0.00090333,0.046236,-0.044053,0.024314,-0.012827,-0.0069081,-0.0059652,-0.029077,-0.036545,-0.0094393,-0.016715,0.013785,0.0092636,-0.0097238,-0.0049803,-0.01508,0.0052853,-0.00073295,-0.011655,-0.011191
"M1350.24T13.55",0.010015,-0.013691,0.040697,-0.042165,0.037102,-0.010787,-0.016703,0.0096629,0.025245,-0.015747,-0.056444,0.039455,0.01119,0.014196,-0.050008,-0.029892,-0.01214,-0.0054425,0.0071391,0.0061825,-0.0043915
"M1350.74T12.54",-0.014673,-0.015229,-0.0066096,-0.049339,0.033776,-0.012875,-0.041894,0.041093,-0.10007,-0.031323,-0.024915,-0.010454,-0.0063699,-0.013888,0.018728,0.054191,0.032135,0.054698,0.0036603,-0.0096626,-0.0028529
"M1352.23T15.53",0.010973,0.021408,0.052192,-0.031482,0.023318,0.032899,0.043837,0.011304,0.00043633,0.037785,0.034733,0.025498,0.025975,-0.0062702,-0.038243,-0.0086325,0.00027832,0.0048612,0.0069989,0.010596,0.011132
"M1353.73T17.55",0.022283,-0.010443,-0.018389,0.0084698,-0.04397,-0.06715,0.015965,0.065113,0.022538,-0.04687,0.021001,0.065127,0.011516,0.031317,-0.030067,0.032227,-0.0084963,-0.020148,0.028932,0.0036654,-0.0040571
"M1355.99T13.55",0.001283,0.015061,-0.02,-0.015076,0.036777,0.018082,0.0090326,0.052831,-0.061741,0.017552,-0.057015,0.036422,-0.020623,-0.011714,-0.065758,0.020878,0.0019982,-0.043682,-0.0054971,0.0028845,-0.0076002
"M1356.48T14.02",0.0066886,0.002147,0.0023741,0.002474,0.0098592,-0.053477,0.0038428,0.020347,-0.035244,-0.017525,0.03035,-0.046797,-0.0034212,0.045966,0.029948,0.052985,-0.01195,0.00048474,0.017316,-0.0041762,-0.0079281
"M1357.73T12.61",0.010231,0.032398,-0.060462,-0.014644,0.015452,0.018515,0.015448,0.012175,0.07878,0.0031419,-0.0064822,0.0080222,-0.046598,-0.037898,-0.00041287,0.020505,-0.045362,0.035271,0.0084864,-0.012861,0.0047334
"M1357.73T17.55",0.00089434,-0.041435,0.015689,-0.0031555,-0.016167,0.052831,-0.018496,-0.018442,0.0064547,-0.00093733,0.037829,-0.034118,-0.016342,-0.0083807,0.039461,-0.029545,-0.040989,-0.025662,0.03402,-0.0094192,0.010656
"M1359.74T13.52",-0.0048228,0.0023502,-0.065011,-0.022006,0.0089806,-0.028793,0.028544,-0.011256,-0.041434,0.02235,0.020751,-0.016261,-0.027735,-0.076986,-0.033098,-0.047221,0.040577,-0.027558,-0.037349,-0.0071811,-0.0018139
"M1361.41T13.55",0.018056,0.0082446,0.044087,-0.00098827,-0.0059773,-0.013569,0.0042613,0.020729,0.012665,-0.028153,0.00070761,-0.019413,0.023257,-0.059228,-0.021453,0.059724,0.047415,0.0037344,-9.0201e-05,-0.0064501,0.0011665
"M1362.48T13.52",-0.0014718,-0.004951,-0.018634,-0.040146,0.05459,-0.007169,-0.015055,-0.0020322,-0.00086667,-0.037697,-0.0037414,0.038679,-0.046181,-0.0099216,0.049319,-0.0094996,-0.0099438,-0.005564,0.013129,-0.0057912,5.1632e-05
"M1363.4T16.56",0.011632,-0.028743,0.06368,-0.017532,-0.014638,0.024408,-0.037772,0.012448,0.034557,0.030271,0.072868,0.012964,-0.068233,0.00012917,0.010596,0.0048435,-0.0026715,0.0068914,0.012649,0.00038357,0.0041442
"M1363.74T12.55",-0.021178,0.0024627,0.021022,-0.07038,-0.001223,0.028545,-0.020406,0.011291,0.027321,0.028996,0.079448,0.0051012,-0.022034,-0.021811,0.049655,0.021879,-0.048184,0.039081,0.032479,-0.0039392,0.0069737
"M1363.73T17.55",0.040196,-0.015903,0.019012,0.02579,-0.045211,-0.027115,0.0085756,0.039462,0.028549,-0.0050099,-0.0078968,-0.066756,-0.009982,0.026302,0.027482,0.0039375,-0.026365,-0.0010198,-0.056224,-0.0074835,0.0025027
"M1364.73T17.55",0.026297,-0.0057403,-0.0096615,0.022658,-0.063229,-0.024221,0.024952,0.064959,0.0017403,-0.0098708,0.00941,0.014949,-0.047928,-0.014498,-0.033721,0.0089374,-0.063049,-0.016122,0.065292,0.0034021,0.0030585
"M1364.73T12.54",-0.011233,-0.0015695,0.01704,-0.055335,-0.030445,0.016646,0.020088,-0.01729,-0.0036965,-0.0048894,-0.023952,-0.026412,-0.016087,-0.011065,-0.015868,0.0067503,-0.0096575,0.042134,0.0055096,-0.00063001,0.0031856
"M1365.98T13.55",0.013027,-0.020232,0.020472,-0.033852,0.0096979,-0.012843,-0.047138,-0.013085,-0.037264,0.0044182,-0.034835,-0.03945,0.030195,0.0049779,0.011351,0.021634,0.024685,-0.025523,-0.030888,-0.0021173,0.0004735
"M1366.23T13.55",0.0046785,-0.01173,0.016854,-0.016325,0.00098821,-0.012271,-0.014618,-0.017031,0.017145,0.010053,-0.034311,-0.037902,0.033306,0.0083055,-0.021811,-0.0078302,-0.0038704,-0.067828,-0.053318,-0.0030117,-0.0020118
"M1367.73T12.55",0.023832,-0.00026523,-0.04116,0.003903,-0.026433,-0.040907,-0.008875,0.047559,0.030263,0.018015,-0.0041939,-0.058386,0.005668,0.046737,0.033344,-0.0011927,-0.042278,0.061491,0.048016,0.0029867,-0.0040562
"M1370.72T17.04",0.038576,-0.030225,-0.013265,0.0037379,-0.00888,-0.030965,-0.037398,-0.056624,0.043047,0.0013716,0.020774,0.0055925,-0.024427,0.014684,0.051105,0.01071,0.028924,-0.036341,0.062868,0.0013689,-0.00076269
"M1372.99T13.55",-0.003874,0.0074965,0.025494,-0.028803,-0.010608,-0.0022931,0.010059,-0.0063933,0.0052634,-0.042357,0.017739,0.0012774,-0.012439,0.05206,-0.0076659,0.015093,-0.024621,0.0040269,0.015423,-4.3436e-05,0.0049452
"M1373.73T16.56",0.0063514,-0.032752,-0.0058127,-0.0049077,-0.0045449,-0.0027083,-0.042682,-0.042934,-0.01757,-0.028063,-0.023744,0.0050194,-0.016613,-0.052829,-0.063111,-0.019685,-0.025304,0.025741,0.039304,-0.00055295,0.00033367
"M1375.23T16.56",0.021732,-0.060139,-0.0085169,0.02522,-0.021186,0.036878,-0.00066887,-0.023737,0.019339,0.024192,-0.032693,-0.033057,-0.026555,0.0011365,-0.004444,0.028832,-0.035127,-0.056495,0.063149,-0.0010634,0.0035385
"M1375.39T13.55",-0.011783,-0.022649,-0.040602,-0.0069683,-0.048625,-0.014929,0.0054855,-0.0025739,0.014919,-0.051624,0.031559,-0.033693,0.056185,-0.053287,-0.039352,0.024402,0.034214,-0.064854,-0.020502,-0.0060083,0.0014522
"M1375.73T17.55",0.013071,-0.039034,0.037191,-0.0092262,-0.0059258,0.022749,-0.026688,0.021102,-0.014044,0.016227,0.078854,0.012829,-0.027317,-0.04605,0.041795,0.041908,-0.063413,-0.0034062,-0.012881,-0.0025108,0.0054687
"M1375.73T12.54",-0.0047134,0.013909,-0.062137,-0.046147,0.051379,0.038624,0.03998,-0.015838,-0.0063985,-0.020463,-0.018228,-0.029418,-0.0073276,0.035296,-0.011339,0.04202,0.0077206,0.0094742,0.093608,0.0018549,0.008939
"M1378.73T13.55",0.011516,-0.0057452,0.023772,-0.035245,0.0016879,0.019111,-0.010732,0.007086,-0.024043,0.017582,0.0019103,0.018244,-0.0043895,0.017824,0.013848,-0.017897,-0.033214,0.019891,-0.012007,-0.0046781,0.0022768
"M1380.72T17.48",0.035052,-0.024853,0.052517,-0.0141,-0.046724,0.0026679,-0.008088,0.050917,-0.040993,0.016781,-0.00098559,0.017286,0.037842,-0.031877,-0.0014736,0.01255,-0.023071,-0.0098001,-0.020944,-0.004474,-0.0070203
"M1381.4T13.54",0.012562,-0.0012896,-0.036653,0.023299,0.006303,-0.025416,0.055659,0.005422,7.7257e-05,-0.0036917,-0.11179,0.054191,0.0097706,-0.025751,0.00023921,-0.0054551,-0.04334,0.007148,0.046986,-0.005913,0.0038726
"M1384.72T17.55",0.050881,-0.014126,0.013325,-0.025825,0.026057,0.03644,-0.0036459,-0.07251,-1.2136e-05,-0.022878,0.026199,0.0072777,0.0053814,0.013688,0.010974,-0.023672,0.0014212,0.016697,-0.0050012,-0.0064346,0.0036076
"M1386.72T16.56",0.033883,0.0019181,-0.026009,0.026459,0.052113,0.026499,0.00072908,0.02544,0.031607,-0.029481,-0.0071784,-0.022967,0.040347,0.0061796,-0.0024,0.005491,0.035121,0.0060237,0.0023285,-0.00079989,-0.00098061
"M1394.72T17.56",0.03507,-0.015342,0.01583,-0.010111,0.011253,0.046659,0.059725,0.030905,-0.015477,0.016604,0.0094097,0.0027093,-0.039446,0.062284,-0.0049054,-0.04684,-0.036405,-0.024376,-0.03779,0.0035807,0.0034399
"M1395.47T13.55",-0.011272,-0.026927,-0.041494,-0.049455,0.040187,0.015504,-0.019784,-0.019951,0.0021128,-0.042039,-0.035802,0.034627,0.0072271,0.027536,-0.011257,-0.023096,0.029364,-0.059591,-0.013539,-0.0081619,-0.0080448
"M1398.72T17.56",0.002479,0.023491,-0.01206,-0.02217,0.058434,0.0065282,0.049178,0.048625,0.029278,-0.076651,0.047238,0.018948,-0.0026699,0.01207,-0.025684,0.013886,0.0054966,-0.0093286,0.023345,-0.0044183,0.0049268
"M1401.05T13.55",0.0068886,-0.018435,0.0006721,-0.035939,0.020852,-0.010833,-0.050183,0.0062766,-0.01051,-0.013064,0.02447,-0.0080761,0.026621,0.010422,-0.0090095,-0.012942,0.0029304,0.0014079,-0.058535,-0.0064522,-0.0058488
"M1401.4T12.54",0.022971,-0.014314,0.029604,-0.024723,0.033074,0.047833,-0.020804,0.0066529,-0.0044357,0.0071193,0.025401,-9.4932e-05,-0.012061,-0.052754,0.049159,-0.021708,0.021088,-0.036404,-0.025561,-0.0032575,-0.0018888
"M1402.05T13.55",0.0012547,-0.003786,-0.025952,-0.053949,0.023482,-0.02914,-0.056226,0.018082,0.0037543,-0.021653,-0.07082,0.024338,0.016438,-0.030409,-0.0074805,-0.043428,0.032751,0.002308,-0.025112,-0.0026868,-0.0059244
"M1402.73T12.55",0.0016606,-0.0097085,-0.039074,-0.048931,0.025778,-0.031645,-0.047291,0.025524,0.013058,-0.0034788,-0.037987,0.013315,-0.0052356,-0.021168,-0.027801,-0.033378,-0.0038912,-0.03371,-0.046944,0.00090505,-0.010272
"M1404.71T17.55",0.0096901,-0.025466,-0.009695,0.0044786,-0.010085,0.0016692,-0.036402,0.00023587,-0.0165,-0.011333,0.066654,-0.010654,-0.02592,0.066385,0.039603,-0.055717,0.075139,-0.077822,-0.033763,0.0016439,-0.0067341
"M1405.73T13.55",0.0063523,0.00023262,0.026172,-0.02548,0.005119,-0.016025,-0.013652,-0.011375,0.013603,0.0086359,-0.010216,-0.023723,0.0023435,0.027149,0.0094845,-0.0059567,0.016095,-0.024666,0.0071912,0.0019814,-0.0019416
"M1406.22T13.55",0.0019283,-0.006377,0.051269,-0.026072,0.0070767,-0.032443,-0.0018722,-0.004294,-0.0053611,0.020636,0.011884,0.00046467,-0.016994,-0.002499,0.0025656,-0.0036258,-0.018606,0.013322,-0.00041169,0.0080623,0.004251
"M1408.73T16.56",0.04253,-0.036032,0.020444,-0.0089122,-0.067447,-0.022928,-0.0096338,-0.0044044,0.023367,0.017065,0.051717,-0.00068844,-0.029302,-0.041817,-0.0028612,0.020702,-0.0362,-0.015406,0.0053666,-0.0019347,-0.00051981
"M1409.23T13.54",0.014971,0.00092873,0.01927,-0.0044872,-0.01621,0.019264,-0.0075833,-0.010071,-0.040628,-0.045812,-0.020635,0.05321,0.01517,-0.0015499,-0.023826,-0.0075171,-0.038996,-0.067259,0.004647,-0.006508,0.0064904
"M1413.22T13.55",0.0072092,-0.0099531,0.025478,-0.030563,0.017813,-0.0058923,-0.0071475,-0.015587,0.011928,-0.015575,-0.034631,0.0064526,-0.017519,0.045083,-0.0021931,-0.044145,-0.0060945,-0.031958,0.019609,0.0051133,0.00090527
"M1416.06T13.55",-0.00056082,-0.02744,-0.033969,-0.036073,0.028145,-0.041187,0.0023394,0.025723,-0.026769,0.043511,-0.036066,0.032484,-0.045594,-0.024421,0.021559,0.0054284,0.014174,-0.050702,-0.036275,0.0068779,-0.015019
"M1417.47T13.55",-0.0085933,-0.01742,0.049767,-0.017059,0.054564,-0.063915,-0.026601,-0.025179,-0.0012218,-0.0083955,0.019971,0.013484,-0.043586,-0.050432,-0.042607,-0.028561,-0.022959,0.033684,-0.00031053,0.0065776,0.0012588
"M1419.72T16.56",0.00078923,-0.031974,0.0077028,-0.0024236,-0.0034349,0.020194,-0.047499,-0.022215,-0.013224,-0.017036,0.016296,0.044023,0.0055205,0.016291,-0.075829,0.020013,-0.018741,-0.044381,-0.031351,0.0013672,-0.0049132
"M1419.72T12.55",0.0072069,0.01551,-0.026857,0.019182,-0.011832,0.0026625,0.021292,-0.011188,-0.014645,-0.072429,-0.10407,0.010903,0.036306,0.023002,0.0081675,-0.026365,-0.06296,-0.060018,-2.652e-05,-0.015075,0.0094381
"M1421.72T17.55",0.035212,-0.032608,-0.006299,0.0091096,0.037906,0.076757,0.014586,-0.0042057,-0.0051862,-0.00065132,0.027048,0.022359,0.012768,0.021384,-0.001985,0.00030583,0.028272,0.010566,-0.0090161,-0.0052952,0.0037267
"M1421.72T12.54",-0.02827,-0.0063685,-0.01862,-0.017839,-0.043066,-0.022782,0.0025109,-0.0038629,0.016107,-0.051251,0.065564,-0.0056433,-0.019712,0.0033761,-0.064421,-0.017138,0.0065196,-0.0088768,0.042679,0.0048184,8.6548e-05
"M1422.39T13.55",-0.0069685,-0.0078885,-0.020356,0.00054213,0.02191,-0.027029,0.058053,-0.026175,-0.0016713,0.046959,-0.028934,0.0081651,-0.053595,-0.017287,0.020474,0.022382,0.013927,-0.05752,-0.010357,0.0093054,-0.0031228
"M1423.46T13.55",0.0076969,-0.0096198,0.064613,0.00036516,0.0059734,-0.014785,-0.0089899,0.012393,-0.019636,-0.012125,-0.011342,-0.006427,0.0045782,0.014414,0.010993,0.0052478,-0.01454,-0.016024,-0.010919,0.0024353,-0.001359
"M1424.72T12.6",0.0090649,0.0090046,0.020163,-0.0057216,-0.0021162,-0.014105,-0.0001429,0.0073153,-0.023552,0.0045671,-0.0086048,0.01338,-0.011834,-0.06165,-0.011385,-0.089388,-0.033387,0.052292,0.074964,0.0020614,-0.0011337
"M1427.4T13.43",0.0087928,0.0037973,-0.019609,0.017627,0.028396,-0.001582,0.02184,-0.01673,0.013523,0.063024,-0.034321,0.021335,-0.049575,-0.026238,0.049406,0.030886,0.081479,0.021474,0.049885,0.0084956,-0.0019078
"M1429.06T13.55",0.0037602,-0.0029444,0.036411,-0.014252,0.024601,-0.01743,-0.0072943,0.015022,-0.018168,-0.019381,0.016563,0.010722,0.0015904,-0.00064003,0.0094441,-0.046257,0.021395,0.060846,-0.0091343,0.0019278,0.00085204
"M1429.22T13.55",-0.016661,-0.020461,-0.020841,-0.010201,0.005129,0.0098332,-0.03214,-0.0061613,-0.00034868,-0.0034084,0.0084875,-0.027312,-0.014621,0.0045217,0.025948,0.033817,-0.003043,-0.018731,-0.0060113,-0.0012077,-0.0045404
"M1429.4T13.55",0.015282,-0.022856,0.0061847,0.026569,-0.017853,0.0092244,0.0047884,7.2888e-06,0.00088449,-0.038441,-0.065094,0.0056795,-0.024357,-0.086942,0.014654,0.0062257,-0.078363,0.042903,-0.024399,-0.011774,0.0086419
"M1431.72T17.4",0.0030911,-0.043617,0.017917,0.0083957,0.0065257,0.028485,-0.037141,0.0024538,0.013757,0.0021605,0.012031,0.023526,-0.0058019,0.0090408,-0.059558,0.017428,-0.016822,-0.011414,0.017932,0.0022794,0.00038871
"M1433.39T12.55",-0.00025002,0.0046163,-0.01707,0.015017,-0.029464,0.034305,-0.013982,0.018679,0.0098575,-0.051916,-0.018512,0.029672,-0.0032412,-0.045094,-0.022236,-0.02014,-0.0828,-0.061382,-0.00040135,-0.0053254,0.00020694
"M1434.47T13.55",-0.00074112,-0.021405,0.059592,-0.0047289,0.030606,-0.008454,0.015645,-0.033971,0.007736,-0.021109,-0.012294,-0.021784,-0.0023237,0.02497,0.020683,-0.0087783,0.02883,0.010025,-0.041437,-0.0031709,-0.0035249
"M1435.72T12.55",-0.011558,0.011724,-0.034194,-0.054384,0.0092667,-0.033942,-0.018675,0.0099225,-0.006446,0.0046384,0.0073917,-0.045697,-0.021011,-0.025647,-0.042021,0.038204,0.069452,-0.0058701,-0.02267,0.0039572,-0.0087484
"M1435.72T17.56",0.010545,-0.064769,-0.034136,0.026876,-0.027789,0.047035,-0.029047,-0.010434,-0.010875,-0.029453,-0.014859,-0.0047502,0.015641,0.021692,-0.0011494,-0.009714,-0.0062916,0.052774,-0.043831,-0.012132,-0.00084195
"M1438.05T13.55",0.003952,-0.01396,-0.0095684,-0.056889,0.036786,-0.025027,-0.01818,0.025587,0.040764,0.018699,0.038418,-0.0025866,0.042396,-0.0052726,0.031233,-0.04246,-0.024805,-0.001411,-0.029896,-0.0014505,-0.0065059
"M1438.38T13.55",0.0048616,-0.0077305,-0.0037869,-0.0089754,0.011655,-0.0029592,0.016507,0.0073379,0.004745,-0.034675,0.0079736,-0.035216,0.09259,-0.083805,0.07939,0.010449,0.0075686,-0.022612,0.047523,-0.015012,0.0082148
"M1438.71T16.56",0.03193,-0.0045853,-0.0085207,0.023096,0.047011,0.0074375,0.011976,0.030863,0.021103,0.02212,-0.0034843,0.01925,-0.076306,0.042605,-0.024325,-0.06752,-0.021245,0.014507,0.0010754,0.0042037,0.0019703
"M1440.47T13.55",-9.9231e-05,-0.022735,0.034965,-0.018629,-0.027043,-0.011418,-0.044709,-0.0075788,0.005893,0.00044372,0.0080578,-0.014992,0.018098,0.0066272,0.021709,-0.0018404,-0.01708,-0.036756,-0.039492,-0.00091615,0.0037445
"M1442.72T13.1",0.0020856,0.03323,-0.0090284,-0.047136,0.0085673,0.026095,-0.0045257,-0.056578,-0.0095587,-0.066698,-0.030298,-0.0042124,0.0078277,0.047687,-0.061959,0.029286,-0.0026694,0.018041,0.008484,-0.0066583,0.0023967
"M1445.05T13.55",0.0073745,-0.019282,-0.0015566,-0.049185,0.031578,-0.037729,-0.054261,0.015563,-0.0063382,0.011746,-0.0033259,0.0088254,-0.0086394,-0.015339,0.0096397,0.010901,-0.017012,-0.026356,-0.023075,0.00094901,-0.003602
"M1446.21T13.55",0.010078,-0.021106,-0.013702,-0.019029,-0.010367,0.020805,-0.0564,-0.0088389,-0.057879,0.038125,-0.038879,-0.0045516,0.021091,-0.018867,0.034365,-0.0037402,-0.062605,-0.018549,-0.019613,-0.0049973,-0.0024689
"M1446.44T13.6",-0.0078465,0.0039571,0.0099551,-0.016692,-0.0014481,-0.013376,0.014482,0.031194,0.029143,-0.032924,0.0038821,0.016787,-0.031642,0.044898,-0.029406,0.03167,-0.027753,0.00038403,0.022744,0.0051006,-0.0047634
"M1447.22T13.55",0.0011804,-0.014937,0.036399,-0.0085438,0.0079348,0.024956,0.0010669,-0.0062693,0.04985,-0.030904,-0.0030792,0.00032355,0.0061877,0.041669,-0.015121,-0.00465,0.0057914,0.0029205,0.016396,-0.0038728,0.0006608
"M1447.46T13.54",0.0043181,0.0020701,0.023767,-0.038198,-0.0092761,0.011763,-0.01277,0.0020509,0.0086295,-0.0044751,0.021618,-0.024532,-0.04488,0.010234,-0.0039201,0.0069285,-0.016433,-0.020873,-0.025705,-0.0018305,0.003171
"M1448.71T16.98",0.048,-0.031026,0.0091572,-0.010811,-0.052522,-0.0081366,0.044409,-0.028778,-0.041394,0.017904,0.0067952,-0.017001,0.013214,0.016893,0.015538,-0.044442,-0.052146,-0.048351,0.011051,-0.0062575,0.0037587
"M1452.22T13.55",-0.0062933,-0.0093544,0.044284,-0.020687,0.030357,-0.058277,0.00066205,0.048268,-0.0023599,-0.0026504,0.015063,0.014141,-0.0047621,-0.018981,0.0016285,0.044771,0.018018,0.0019956,-0.022416,0.0050006,-0.0025985
"M1455.71T16.56",0.0033656,-0.029732,-0.011833,0.025816,-0.0078266,-0.026671,-0.040073,0.023668,-0.029555,0.042194,-0.043339,0.016875,-0.020594,0.089589,-0.023631,-0.063591,-0.0082564,0.013283,-0.014239,0.011071,-0.0061299
"M1456.05T13.55",-0.011394,6.541e-05,-0.033438,-0.018742,0.0012584,0.018157,-0.0051143,-0.0043782,0.016167,-0.015148,0.033573,-0.025822,0.044557,0.020891,0.025204,-0.0065857,-0.0030407,-0.019118,-0.064475,-0.011655,-0.012855
"M1458.71T13.55",-0.016433,-0.015778,-0.023283,-0.026425,0.021448,-0.024575,0.028393,0.011803,-0.015108,0.013187,0.012592,0.023038,-0.10798,0.0030761,0.077507,0.0031939,-0.0052542,-0.016062,0.011606,0.0046069,-0.0050392
"M1461.71T12.67",0.010275,0.014898,-0.056757,-0.0045896,-0.0051264,-0.0086615,-0.016229,0.008537,-0.04413,-0.013852,-0.00023198,0.11004,0.046428,-0.05463,-0.017299,-0.021136,-0.035987,0.039989,0.024343,-0.0024871,0.0055362
"M1463.45T13.55",0.012124,-0.016728,0.024842,-0.015878,0.011095,-0.0057237,-0.016819,0.0023559,0.02069,-0.020667,0.016755,-0.026603,0.015135,0.024746,-0.010207,-0.048044,-0.012333,0.02094,-0.076088,-0.0014685,-0.0096734
"M1463.96T13.55",-0.0052993,-0.011187,0.035125,-0.016999,0.040651,-0.042093,0.012329,-0.024749,0.0086897,0.038816,-0.029074,0.013152,-0.036175,0.011542,-0.012733,-0.035264,-0.012552,-0.037464,0.019316,0.013681,-0.0008787
"M1464.72T13.55",0.0073474,0.00091244,-0.028057,-0.057304,0.016125,-0.014303,-0.02877,0.020236,-0.013557,-0.005057,-0.06997,0.015936,0.02225,-0.041679,0.0043833,-0.0028562,-0.010637,0.024012,-0.022101,-0.0071163,-0.0018805
"M1465.21T13.54",0.00069704,-0.018118,0.0031204,-0.035922,-0.010833,-0.022643,0.0003126,0.0092753,0.040929,-0.0029506,-0.0015638,-0.0393,-0.049417,-0.002854,-0.023184,0.026899,-0.05426,-0.0063338,0.00019749,0.0035214,-0.0023781
"M1466.72T12.54",-0.015396,0.008136,-0.017217,-0.020659,-0.027998,0.0097936,-0.0040641,0.021752,0.0075713,-0.013832,0.073753,-0.032382,-0.0095666,-0.052593,-0.028161,0.028387,-0.041353,-0.076543,-0.007201,-0.0024713,0.001294
"M1467.38T13.55",0.0073916,0.0086594,-0.019799,0.0034607,0.023204,-0.0087282,0.048788,0.018501,-0.0078559,0.053296,0.049579,0.091338,-0.044826,-0.018199,-0.035006,-0.02326,0.033623,-0.059278,0.037733,0.01481,-0.0045494
"M1468.4T13.55",0.017313,0.00011348,0.03511,-0.0088334,0.02279,-0.028245,-0.010781,-0.0047224,-0.035494,0.028706,0.0044219,-0.043125,-0.036961,0.094054,-0.010679,0.016233,-0.067431,0.034037,-0.00026088,0.00082221,0.0021671
"M1469.4T13.55",-0.0074719,-0.020311,-0.0077883,0.007672,0.028205,-0.043303,0.020448,-0.013491,-0.0043849,0.0063149,-0.0064492,-0.059151,-0.084396,-0.030994,0.055307,0.033069,0.01021,-0.030382,-0.014853,0.00038024,-0.005455
"M1470.71T12.55",0.0031801,0.0078247,-0.052151,-0.028425,-0.003901,-0.0059153,-0.012178,0.026151,0.022547,-0.023276,0.027863,-0.058492,0.054838,-0.0045299,0.026136,-0.048502,-0.018799,-0.056847,0.009199,-0.01782,-0.0060471
"M1480.2T13.55",0.0075645,0.0070374,0.015393,-0.019834,-0.015511,0.010638,-0.015072,-0.017686,0.038057,0.0080105,0.014954,-0.016895,-0.019286,-0.021716,-0.024684,0.083718,0.032035,-0.015066,0.030415,0.0011924,0.0028876
