"","BLANK_2","QC.1_Dup","QC.1","QC.2","QC.3","C15.1","C15.2","C15.3","C15.4","D15.1","D15.2","D15.3","D15.4","F15.1","F15.2","F15.3","F15.4","X15.1","X15.2","X15.3","X15.4"
"Label","Other","Other","Other","Other","Other","Third_Time-Point_Control","Third_Time-Point_Control","Third_Time-Point_Control","Third_Time-Point_Control","Third_Time-Point_Drought","Third_Time-Point_Drought","Third_Time-Point_Drought","Third_Time-Point_Drought","Third_Time-Point_Fusarium","Third_Time-Point_Fusarium","Third_Time-Point_Fusarium","Third_Time-Point_Fusarium","Third_Time-Point_Xanthomonas","Third_Time-Point_Xanthomonas","Third_Time-Point_Xanthomonas","Third_Time-Point_Xanthomonas"
"M899.49T17.56","5411.509","7890.666","7890.666","8924.694","8499.479","7895.289","7807.923","8600","7434.771","14642.5611","10148.034","7530.498","8888.74","15304.254","8317.85","7380.417","7615.263","6793.936","7720.377","4880.709","10684.186"
"M899.82T17.56","9633.55","13508.726","13508.726","13610.71","10151.878","12120.541","11012.94","12000","12385.286","21673.4385","16357.247","11913.88","13091.297","10832.024","11276.022","11399","15101.023","11877.589","11362.822","10900.604","15108.899"
"M899.83T12.55","8406.985","8535.53","8535.53","9835.418","10121.195","9556.873","11350.187","6050","7965.826","6313.4616","10964.251","7855.404","9011.576","8881.277","10471.053","8540.343","9105.424","9849.502","9561.308","8203.026","11219.84"
"M900.82T12.55","15245.363","20655.782","20655.782","16258.63","21472.224","16712.013","15030.594","9520","20421.08","10972.6838","15621.402","15774.279","11954.838","15794.064","18973.607","17090.705","15524.121","21346.31","11548.542","16216.103","17644.928"
"M901.82T12.55","18836.206","27739.029","27739.029","20687.878","20508.224","26104.955","17819.756","13800","24499.278","16450.2491","16846.334","34195.447","21790.34","35423.954","16443.182","18982.111","21346.31","20840.122","15716.036","26277.208","24693.334"
"M901.82T17.55","12889.678","17863.202","17863.202","17670.854","21562.922","18544.609","22208.747","19500","12651.325","20125.968","18239.945","16371.222","19014.923","18382.896","21499.251","32249.788","18094.988","14487.984","16863.615","9609.209","18219.476"
"M902.16T16.56","5296.17","6886.981","6886.981","7201.54","7230.725","5831.408","6938.754","10200","6788.956","14464.6495","6039.426","13444.999","8626.235","4577.984","6388.531","7612.682","8254.296","6387.072","8310.319","4924.853","7653.982"
"M902.81T18.56","9359.332","14996.37","14996.37","12808.31","13171.298","11685.589","14451.171","11400","13496.451","20052.9945","14478.283","21496.516","13554.617","13078.399","11454.879","21278.39","15714.771","11110.061","13257.294","12972.802","13956.155"
"M902.82T11.55","7531.179","10754.166","10754.166","7630.824","7371.61","8147.796","7176.037","5640","7586.692","6041.8141","8695.717","6823.076","8065.31","8150.869","7438.902","7514.38","7448.798","7186.049","7979.466","6906.373","9170.226"
"M903.48T13.45","9017.386","15325.48","15325.48","11347.942","11970.198","12244.62","8835.451","11100","10164.265","10497.3104","11100.377","9783.321","6866.44","11369.038","11105.256","11992.892","10935.605","10433.749","10496.459","10226.672","6476.796"
"M906.16T14.49","13310.554","14169.1","14169.1","16296.744","15579.19","8733.78","16725.254","12900","14008.634","15316.4278","15497.271","14692.823","14163.669","16086.516","13050.162","13946.648","10602.206","14721.641","10074.132","13130.724","14054.043"
"M906.33T13.55","16063.098","15190.93","15190.93","18788.196","17065.157","11649.05","17584.214","15900","17171.185","18861.0044","18352.52","18828.878","10823.915","18577.888","15891.777","17450.46","10376.91","17085.586","17184.273","16471.186","20441.598"
"M908.49T16.55","17506.252","16279.023","16279.023","20376.948","21561.801","22118.994","18724.904","18100","17636.191","18140.652","19492.652","18305.097","20334.202","18882.707","18690.707","18128.427","20094.506","19074.972","13273.1","16672.771","19733.084"
"M908.82T17.56","28206.015","48553.225","48553.225","68173.91","58523.348","56133.291","59549.978","53100","43763.236","54886.6279","57358.824","44896.21","58306.281","57549.776","55519.99","47188.666","73856.417","50558.594","62836.685","34102.654","57889.533"
"M909.31T17.56","9546.719","17863.817","17863.817","14381.014","15834.549","12272.64","16231.86","19200","15014.421","23193.6075","13285.935","23592.433","14920.154","12224.705","17971.2","23773.137","16205.787","12561.408","14061.065","15809.031","14585.208"
"M909.82T12.55","12624.226","13741.1","13741.1","13664.872","10571.62","12749.847","13658.325","9590","10429.194","9951.9877","11943.321","12680.975","10733.699","10566.833","12828.244","10706.488","14127.916","13259.462","11215.546","10838.13","12563.413"
"M909.82T17.56","10927.101","12114.227","12114.227","12573.608","15166.851","12952.363","14126.252","13100","14069.752","24242.484","13303.391","24025.69","15610.812","24228.468","13157.354","24511.283","13979.497","10282.666","14724.72","8501.687","14254.273"
"M910.15T17.55","5131.669","6820.677","6820.677","6818.394","7571.501","7602.648","9380.893","7980","5357.521","13629.8634","6934.875","13334.558","5784.15","14162.012","7822.286","7074.068","8204.585","6206.559","7369.177","7317.888","7785.286"
"M910.8T18.56","12899.576","20688.943","20688.943","17209.474","16727.549","20611.795","19905.063","15600","17070.169","30513.6825","19858.216","29467.697","20007","29185.294","17307.768","25056.87","20007.826","14893.819","17983.441","10971.079","21978.274"
"M910.81T11.54","10063.359","11973.814","11973.814","11909.622","11496.988","11349.173","10814.195","7380","9277.92","8668.364","10412.931","10692.908","9997.938","11052.434","13381.808","8822.883","9608.357","11285.487","10031.042","10673.358","12751.915"
"M911.48T17.56","4375.343","7228.594","7228.594","4292.84","5406.219","4674.236","5750.457","5380","5053.44","5498.5241","5774.041","5390.271","5573.513","11298.774","4332.758","5450.216","4802.879","5691.35","5683.608","4295.905","7462.271"
"M911.81T18.56","10671.794","13564.887","13564.887","13087.144","14296.731","15112.91","14954.606","10900","11356.671","14167.3619","15544.425","20876.713","12570.988","21052.97","12570.223","11989.527","11624.625","10972.388","12613.093","7092.455","15297.971"
"M911.82T11.54","7734.725","7351.049","7351.049","9662.902","8471.338","8578.539","8265.078","5660","7712.587","6223.5369","9037.638","7995.413","7752.045","8303.372","8121.186","7666.671","7782.107","8112.635","7814.858","9087.292","8780.141"
"M913.49T13.02","6090.323","8376.472","8376.472","6180.486","7353.817","7193.94","5746.106","5020","6122.392","5062.337","5369.881","5729.728","5276.766","6930.044","5093.049","12652.046","6487.333","7115.846","11231.733","7617.818","6611.144"
"M917.15T16.56","7112.664","8476.146","8476.146","9562.602","10134.59","9851.949","9418.611","10900","9265.714","13673.499","10674.06","15306.399","9579.105","9254.033","8596.287","15763.844","7122.122","8809.308","9493.675","6162.575","9861.496"
"M917.8T18.15","5295.237","9680.44","9680.44","8886.58","13303.792","9314.752","8156.396","8250","8193.148","9273.9478","10460.774","14805.232","10191.588","14772.184","8979.031","9480.812","9317.487","8217.878","10567.108","5927.306","10148.013"
"M918.81T18.56","10915.754","18098.004","18098.004","15634.764","18019.658","16008.849","17971.52","14200","16408.749","23368.086","15215.352","25632.544","16305.382","17837.352","14294.483","24988.672","15010.38","12971.195","17908.477","9241.016","17571.565"
"M921.33T13.55","12415.04","13508.913","13508.913","15909.586","13081.946","14744.39","13892.171","10900","13836.134","13602.8496","13571.594","14421.542","14190.8","14740.574","13763.924","14277.224","13331.984","13015.046","13632.31","11824.953","7944.602"
"M921.82T11.73","17514.241","18015.886","18015.886","18176.366","17773.16","18532.371","17831.79","11500","17315.792","12761.8101","23003.365","15886.286","17425.722","17738.474","16439.17","16082.776","18357.257","14855.479","17048.994","17994.122","20925.653"
"M922.15T17.56","6447.675","9221.749","9221.749","9731.106","10726.305","8410.417","8330.918","11900","7803.469","8297.9678","8708.664","8835.053","8639.386","7596.48","10359.268","8077.212","8573.42","8381.661","11286.954","6004.254","11863.8"
"M922.32T11.54","5592.83","5365.904","5365.904","6142.372","5382.098","5762.586","4796.785","4040","5679.71","4188.9911","5696.848","6378.782","4913.765","6706.106","6688.004","6879.164","6886.315","6046.871","5964.024","6053.516","6920.405"
"M922.8T18.56","9648.679","13939.714","13939.714","12086.15","16200.154","14747.922","14126.246","13600","14673.806","14640.0538","15532.664","13920.01","13329.098","12144.084","13341.906","13014.683","14764.063","13026.645","12017.97","9729.599","16966.53"
"M922.81T11.54","10184.739","11953.754","11953.754","11343.93","10126.288","7902.922","8116.663","5620","8184.48","5689.6091","10374.84","7065.757","9029.348","9160.196","10120.594","8390.055","9275.9","8273.1","8704.034","8674.234","7076.351"
"M923.82T13.52","10086.279","9452.272","9452.272","11835.4","13446.218","20851.728","10394.543","10100","7831.424","10152.151","11550.449","9717.903","9744.828","11845.098","10055.894","10876.907","10733.369","10840.233","10318.864","12205.343","11215.353"
"M924.81T18.55","18938.038","26177.043","26177.043","30507.248","31069.068","33108.8","30431.98","25800","30106.307","44044.791","33836.009","48482.997","30316.371","47369.684","26473.182","45464.218","29969.383","27523.2","30099.477","15814.853","32938.332"
"M925.81T17.56","11645.74","12853.89","12853.89","16605.668","19926.771","12918.07","15475.198","17000","17008.457","25833.7656","15647.394","27869.048","17022.093","28065.946","18867.754","27804.652","19868.488","14677.035","18229.346","12513.428","18812.925"
"M925.82T12.55","12050.261","13412.116","13412.116","10968.808","12826.364","14472.09","12202.699","8300","12276.72","8321.7793","15552.785","11056.929","16210.425","12465.09","11737.106","12119.191","12462.798","11851.065","10984.856","11681.943","14209.792"
"M926.49T14.05","7238.753","9631.939","9631.939","5636.86","7141.345","7273.814","8311.764","5630","5994.746","7161.197","6483.355","6278.258","6307.811","6391.397","6641.838","6249.724","7693.848","7062.189","7613.47","6266.662","7885.195"
"M926.81T18.56","7780.699","8659.902","8659.902","11026.982","13506.48","9233.782","12366.99","10600","11507.551","12021.2432","15325.744","21833.755","14250.6","19771.136","11197.492","11058.612","10443.159","10470.561","11493.267","9133.318","12665.895"
"M927.48T16.56","9079.74","14440.091","14440.091","11973.814","12149.41","6667.733","6128.33","9840","10143.331","9997.4175","7098.407","10606.314","10569.518","11675.436","6487.404","13282.528","10682.247","8212.48","13256.355","9150.804","6194.528"
"M927.81T18.56","6405.346","8457.296","8457.296","8826.4","13465.057","9464.741","7159.992","8410","7754.091","8403.1995","7945.344","13599.711","8650.44","15534.464","8408.283","8597.805","9461.432","7283.084","8577.39","5699.835","8064.786"
"M928.81T17.56","13852.719","27961.972","27961.972","21119.168","20861.434","17037.572","23464.851","13700","15414.661","34215.8355","17768.678","17624.071","23226.171","32491.182","18041.964","29347.347","21723.891","18360.832","18005.517","29655.648","20209.097"
"M929.16T14.49","8166.848","9745.29","9745.29","9107.24","8679.001","9560.695","6543.403","7770","8226.721","8265.7193","9175.723","9136.502","8574.26","8586.118","9092.374","9327.867","8947.313","8021.333","9019.328","9023.988","8533.403"
"M931.15T16.07","15113.555","14911.117","14911.117","18224.51","18220.687","18982.248","19948.127","13900","9448.696","19253.1692","18686.493","20349.025","17822.218","18618.004","19933.821","18738.944","18188.691","10497.92","19587.184","14500.974","11095.186"
"M931.15T13.54","10352.829","7803.674","7803.674","12427.17","12045.643","12332.693","10145.501","7290","11113.24","8204.4772","9534.196","11950.219","8548.682","11548.067","9885.091","11700.186","10372.9","9773.268","9330.455","10361.515","12359.25"
"M931.82T12.55","16629.098","13721.04","13721.04","19927.604","16521.416","16038.4","14819.378","28000","14467.646","15768.8889","16836.31","15163.842","16087.599","16897.702","16661.777","16235.067","15670.462","15130.214","15681.91","14946.31","18701.739"
"M933.32T17.56","8497.317","11706.298","11706.298","12503.398","14633.344","14522.354","13211.64","10100","13032.822","11770.6013","17321.81","21694.929","13207.315","12252.84","20290.857","11032.582","13342.769","10567.561","13285.13","8469.786","16382.674"
"M933.32T12.54","9691.748","8602.291","8602.291","10435.212","11016.952","10905.819","9626.88","6980","9889.58","7615.4959","7376.395","9339.493","8925.37","10191.596","8763.336","10121.368","10562.577","9709.089","9213.558","8074.697","9720.24"
"M933.83T12.55","11585.281","11447.664","11447.664","11779.232","12011.928","11353.182","12913.185","8400","10635.665","9442.0909","12018.776","10084.338","13233.685","12154.065","12234.594","10439.978","13030.319","13475.626","12248.636","11503.486","15246.549"
"M934.15T16.56","6279.445","7143.967","7143.967","7207.558","8599.192","6837.318","5502.458","4010","7125.496","6574.8019","8112.118","10241.907","8516.429","8304.797","7921.497","8598.014","8489.941","9130.835","6130.304","6176.871","10064.101"
"M934.8T18.56","9945.59","11839.412","11839.412","13149.33","13660.233","13720.152","13084.198","11400","14160.343","21249.7173","13510.253","13256.342","15739.808","24150.234","14446.817","13445.169","14182.391","11362.219","13989.205","18669.528","16308.145"
"M935.81T17.56","6066.826","12204.956","12204.956","11265.696","9297.962","9361.988","11347.942","10600","7702.89","12085.6372","12916.774","8141.75","10826.795","9469.738","10595.692","9696.942","9107.43","7989.862","9725.826","5731.782","12224.538"
"M936.15T17.56","5366.13","7149.288","7149.288","4928.742","6635.54","8453.885","5251.442","6530","5377.014","9977.6389","5742.175","5174.736","6423.937","12118.246","5450.302","4981.681","6727.238","5911.867","5584.22","3933.407","6132.471"
"M936.8T18.56","9484.148","16217.821","16217.821","12569.596","16176.086","16739.312","16292.417","14500","13187.043","23608.3456","16349.222","14192.284","17425.646","24615.626","13886.529","23536.448","14791.505","11358.644","17331.376","14338.888","17142.403"
"M936.81T11.55","9843.007","16025.934","16025.934","12260.672","8966.82","11044.443","9287.934","5940","7729.418","7291.3924","9899.702","9305.891","9669.15","9866.524","9333.244","9039.298","11178.009","10262.633","10042.036","8220.63","11765.291"
"M937.81T17.56","10026.91","22245.377","22245.377","16631.746","14543.089","13465.487","15303.6","14900","17533.954","25339.4925","14128.599","26731.741","13825.06","14981.186","13448.43","22737.955","14685.265","17421.612","16532.753","22469.44","15620.84"
"M937.81T12.55","10603.034","16786.208","16786.208","10003.922","14770.178","11130.31","10112.235","6950","10738.118","7933.9791","13603.925","9843.523","11959.825","11987.516","9816.863","9540.256","11350.41","7239.654","10922.67","12333.459","12052.053"
"M938.31T16.56","4502.194","6017","6017","5510.482","6112.213","3665.521","4140.019","4310","3806.254","6289.6734","4367.279","5680.638","5014.087","3837.752","5189.049","5539.557","4559.491","5661.359","4711.331","4800.76","6997.075"
"M940.15T17.55","5721.603","6175.478","6175.478","7550.584","10032.583","9701.41","7562.62","7810","7666.633","9776.9461","7180.906","8167.65","7517.239","15848.19","7568.169","7911.022","7781.728","6757.852","10750.81","7883.58","8181.552"
"M942.81T12.55","29702.688","26933.793","26933.793","30511.26","32585.464","32361.482","33204.714","19200","29714.878","22113.9763","33249.608","28384.368","30440.883","32888.415","41467.158","29480.414","30039.877","31560.054","32420.972","31031.54","39769.771"
"M943.31T17.56","9611.007","10150.342","10150.342","15937.67","13967.463","14149.524","15147.562","13500","16615.337","22507.2513","16820.31","25518.515","15620.199","24282.63","11761.178","24655.517","18183.806","16007.055","15636.995","10382.448","17499.37"
"M943.31T12.55","9637.594","8897.055","8897.055","10824.376","11267.702","9843.499","10558.947","6890","8879.574","7068.4541","10759.821","10045.135","13758.31","10592.919","14093.82","10946.948","9828.369","9885.581","10806.322","10131.97","13317.419"
"M944.82T17.56","20485.077","26036.393","26036.393","30021.796","32951.88","30656.615","32802.678","28100","27785.367","53083.5795","26853.811","55064.137","32187.703","53491.996","26685.849","25793.416","26956.16","28042.581","32940.145","28017.802","33183.003"
"M944.82T12.55","24268.586","26693.842","26693.842","24651.734","26493.242","24205.955","26764.732","16900","20697.186","18340.8868","25720.064","24277.455","23412.054","23609.828","26055.222","52098.429","31663.46","25096.073","25833.268","23149.336","30661.547"
"M945.81T17.56","8550.26","13951.417","13951.417","13095.168","13744.05","15407.531","15628.804","11700","14770.08","22575.4429","13815.611","23335.865","11660.946","23448.134","17010.463","21695.811","14766.069","10911.595","13712.851","9372.884","17210.588"
"M945.82T11.61","9036.295","9662.902","9662.902","8685.98","11124.503","9524.805","9279.911","6580","8812.358","7295.1393","8678.779","9221.886","11813.46","8744.827","9211.552","9093.401","9221.749","9317.998","10705.533","9707.613","10766.635"
"M946.82T16.55","23442.31","45135.262","45135.262","36049.826","38596.463","38107.154","36308.584","31900","28383.003","59218.4193","26338.889","29758.984","35213.642","57254.074","35299.733","30438.713","29685.242","31892.821","34527.246","25383.322","36886.216"
"M947.81T17.56","5648.012","7817.884","7817.884","11394.08","8411.486","9312.443","11420.544","7670","8592.276","10048.2066","12322.388","19336.233","12308.502","18144.631","9135.768","8317.283","8833.868","6710.314","10810.936","5598.393","9387.834"
"M947.82T12.55","10900.444","10291.152","10291.152","11045.036","14033.976","8879.259","7711.532","8160","12978.82","7891.014","8620.64","10172.465","10885.735","9910.385","11245.773","19467.25","11493.164","12258.187","11366.643","11409.691","13285.979"
"M948.8T18.56","7853.499","15794.09","15794.09","14170.384","12218.555","14458.453","15081.108","12600","14731.622","13511.3212","18002.402","11702.929","16157.651","13090.461","14628.082","11797.167","13201.691","15882.24","13168.993","7470.531","14952.245"
"M949.48T13.55","7636.814","12963.485","12963.485","8679.962","8086.003","8957.2","6476.451","8280","6628.493","7737","8663.32","7353.975","8992.127","8755.553","8439.792","8424.187","8809.132","8886.199","10010.957","8835.305","7611.522"
"M950.31T12.55","6747.27","7692.801","7692.801","7207.558","10831.418","12532.955","7259.307","5550","5784.863","6184.7981","6626.912","6870.81","10844.122","6934.058","6825.057","5925.21","7170.258","7539.301","7074.541","7060.661","7278.369"
"M951.8T17.69","6509.36","11717.78","11717.78","6904.652","10076.469","8957.824","10878.048","8750","8460.007","18288.8059","9210.349","10348.304","11857.783","17803.25","9722.58","8944.091","13313.931","8293.454","10138.639","6457.698","10099.488"
"M953.15T13.55","25978.749","24519.121","24519.121","25353.834","28504.424","30488.167","30471.776","26100","31757.831","30059.2667","30313.972","29370.604","26986.79","27551.142","28088.912","29355.639","30215.362","26676.949","30381.81","26779.452","31810.822"
"M954.14T16.72","8478.48","10211.88","10211.88","10990.874","8844.696","11371.217","11960.411","10800","9450.701","16220.7951","8424.594","16140.819","11085.684","10802.854","9946.101","10506.11","12178.413","10540.009","8354.835","8348.972","10808.794"
"M955.32T13.55","12778.471","15603.26","15603.26","13921.64","14969.421","14718.705","13765.229","13200","13043.745","14271.5333","13336.944","14299.19","16244.125","14216.491","14273.273","15034.35","14132.959","15289.003","13363.986","12483.338","16698.626"
"M955.81T17.56","18990.991","24301.667","24301.667","31155.186","28733.027","31931.571","32470.509","22000","26792.331","45691.3065","31645.145","26068.348","31886.846","47106.898","30007.491","43130.88","31510.416","25253.163","27975.729","18208.462","35180.481"
"M956.3T12.55","7583.466","7943.76","7943.76","8603.734","7257.708","8312.155","8050.169","5150","7155.276","6036.1938","7908.936","7110.56","8623.505","8180.968","6974.862","6917.237","6946.162","7096.049","7413.376","6813.169","8099.109"
"M956.3T17.56","7408.209","8620.355","8620.355","9225.594","10291.076","8590.812","10427.977","9130","9763.817","10125.1661","9959.439","7840.566","8299.449","16455.583","11161.999","15707.562","9064.533","9082.155","9952.002","6392.788","10089.244"
"M957.8T18.56","5466.429","5979.37","5979.37","8565.62","7732.631","7035.934","8165.58","7110","8061.149","15550.647","7361.038","13974.807","11970.103","8796.31","6696.158","7474.342","8110.24","5739.665","9514.507","4385.007","8540.145"
"M958.79T18.56","11505.794","17947.451","17947.451","17799.238","17372.144","20944.696","20588.657","16600","16095.111","18176.6316","18833.004","29405.517","20660.863","27989.718","20019.034","26272.405","17299.623","17654.955","20238.785","11115.25","20264.856"
"M958.8T11.54","10237.026","10238.624","10238.624","11053.06","10093.158","10422.955","11227.349","7160","9528.523","7471.2417","9524.805","10804.914","8903.317","9609.678","9055.084","8923.075","11274.233","10832.246","9855.478","10003.641","11673.045"
"M959.48T16.56","3055.555","4939.18","4939.18","3831.46","3937.42","4722.341","4682.686","5420","2611.292","9095.1169","4652.842","3607.379","5680.048","4642.293","4304.572","3798.332","4939.188","3674.619","4122.083","2799.849","5455.071"
"M959.81T17.56","11154.039","13097.003","13097.003","14377.002","13434.724","12788.24","14565.497","14300","11805.354","21885.504","15410.281","25510.491","14187.769","13305.447","12790.256","22716.72","15989.175","13815.397","14571.373","9325.116","15828.848"
"M961.31T814.89","30644.91","79909.602","79909.602","88245.005","76547.105","64840.525","62005.16","72200","93875.557","52509.8104","70774.774","31565.02","20306.119","38248.643","44943.637","40804.459","95409.743","96358.966","72167.738","90279.97","33272.589"
"M962.48T16.56","6525.199","8744.657","8744.657","9069.126","12473.649","12231.25","11080.887","15100","10887.595","11148.7799","11230.693","19273.907","11901.626","19765.332","12126.261","18367.416","11915.478","9996.179","9986.029","8051.204","10260.177"
"M962.8T17.56","13170.012","29504.84","29504.84","19574.548","17505.853","23171.547","21525.709","17000","20791.605","33258.391","21651.835","29298.986","23695.509","31624.59","17881.669","32277.606","20181.715","16348.348","20457.015","13178.115","20261.245"
"M963.81T17.56","14898.529","21447.103","21447.103","17213.486","19162.139","20266.861","21795.58","17700","21248.537","35637.735","25269.169","36249.42","18627.846","33674.722","23366.571","31664.085","21143.895","20889.557","19067.144","11635.995","23731.082"
"M963.81T12.29","14180.951","15036.976","15036.976","17171.36","23079.03","13785.005","14807.345","9600","13576.608","11783.8793","19699.165","14473.134","14707.582","14120.548","15205.48","12837.047","14876.615","14426.281","15995.066","15276.01","18791.979"
"M964.31T17.56","5226.209","8213.646","8213.646","8780.262","8434.029","6997.323","7765.622","7120","7947.621","7745.025","8065.958","6795.031","7960.525","12740.106","6898.97","6112.971","8899.143","5903.701","8097.594","6981.715","7850.238"
"M964.8T17.56","8254.897","16214.194","16214.194","10936.712","10834.251","14408.709","12951.588","13200","14784.12","21868.3914","14876.962","21751.257","14264.301","12254.594","11312.196","10393.854","13454.477","9989.432","12075.256","8027.034","18932.444"
"M964.81T12.54","8125.009","9378.05","9378.05","9829.4","14104.186","8977.494","9571.492","7140","7871.544","6836.1487","10683.579","8450.907","9785.429","9525.4","8735.242","8976.718","9788.776","8780.498","9374.618","9122.31","8648.428"
"M965.81T12.55","15480.654","17973.76","17973.76","15191.438","15802.602","20052.005","16636.212","14700","14673.89","14839.7614","11755.315","15231.046","15944.174","16369.963","19693.641","16794.137","16173.158","15693.786","16577.216","15602.738","14489.575"
"M966.31T17.55","4804.558","7914.361","7914.361","6974.862","10170.977","6712.699","6312.582","6700","7824.106","14477.7045","8619.208","6955.737","12095.366","6292.216","6318.195","7438.483","12842.09","6054.201","8795.81","5713.088","6693.805"
"M967.31T17.56","7805.279","9704.037","9704.037","11466.296","14825.888","13375.289","14133.933","10600","12894.431","13069.7298","9865.535","10324.893","11612.32","12453.805","11545.175","12444.192","13215.936","13114.88","13714.2","7862.809","14520.83"
"M967.47T17.56","6941.178","10828.126","10828.126","6346.984","10762.407","16613.685","9881.875","9730","8651.094","9941.4897","11720.999","8608.174","11790.335","8275.742","9189.486","16877.901","9134.692","7850.415","9209.465","6811.363","9626.794"
"M967.82T12.55","10642.249","13227.564","13227.564","8968.826","11184.581","10968.261","11163.17","7500","10072.126","8512.8692","12244.211","10849.717","11293.322","9822.379","12263.052","10098.557","9989.894","10729.937","12132.288","11018.532","12839.296"
"M968.81T12.55","21291.801","22531.392","22531.392","18651.788","24135.093","27049.455","24076.032","16500","18427.116","17030.2498","18470.222","21287.725","22788.83","20519.642","16916.598","21668.939","19123.306","19424.194","24894.46","19223.273","20973.781"
"M969.48T16.46","18117.778","22681.204","22681.204","31849.262","32931.041","22611.514","25688.452","27700","28880.917","53788.1864","24228.002","25794.27","32774.599","52436.84","31864.026","26352.053","32736.491","48809.431","33252.925","20320.276","34663.937"
"M970.48T13.55","7803.417","10081.039","10081.039","10190.48","11270.911","12063.083","11050.054","9290","9594.378","9259.3935","10273.518","10935.243","10038.061","9232.574","10679.598","9365.923","10154.243","9437.099","9270.2","8330.762","10441.154"
"M970.8T18.56","8540.461","18125.963","18125.963","13398.074","14507.331","12078.123","13536.566","11400","13660.92","21929.628","15265.828","18467.708","13079.405","22136.21","13691.006","12297.874","15136.975","11150.817","14567.433","19431.877","16549.386"
"M970.81T12.01","7964.414","11852.714","11852.714","7404.146","7514.476","11161.835","9502.533","7140","7883.58","6648.8057","9290.243","6701.735","10167.355","8504.033","8860.502","9680.525","11153.512","8385.396","8740.142","9732.947","10477.867"
"M972.82T12.55","32754.002","40274.462","40274.462","32252.468","31022.79","32730.365","40860.672","22200","29351.792","23556.518","39434.34","67580.969","31274.88","30221.624","32280.061","32448.093","39609.911","32324.186","32426.99","31957.914","29747.142"
"M976.47T17.54","8047.304","7689.726","7689.726","10547.548","12782.114","9284.331","12754.034","11800","8704.308","11320.9766","14238.948","10576.35","10731.87","9740.986","10214.817","10295.742","10644.111","8900.879","11256.458","5826.009","11724.711"
"M977.3T17.56","8705.307","9560.695","9560.695","16403.062","17379.514","17960.618","17044.155","14000","16069.401","14428.1704","17033.366","24661.721","15822.704","23253.45","16657.457","23980.32","16380.669","22657.625","16128.22","21233.621","18133.731"
"M977.8T12.55","12904.972","13406.098","13406.098","13225.558","13773.196","14311.69","11859.498","9590","13807.298","9824.35","11261.304","12381.674","10322.715","12178.145","13748.845","10668.415","13570.341","13704.72","10119.368","11164.857","11819.435"
"M977.8T17.56","7562.208","12774.394","12774.394","12980.826","12700.183","14271.957","13672.906","11400","11863.124","24628.4171","12582.389","13109.777","16478.949","27093.036","13185.438","13713.471","13462.035","11227.861","13736.933","9333.126","15279.36"
"M978.14T17.55","7033.827","9153.863","9153.863","9648.86","9912.4","9316.401","9512.083","7620","10784.47","10383.4612","13953.736","9568.629","11113.399","19673.065","11019.133","16234.074","12226.544","7890.509","8565.949","6270.62","11077.297"
"M978.15T11.61","6771.152","6060.126","6060.126","8344.96","7443.704","8396.235","8772.697","4550","8100.228","6270.3726","5662.12","7090.025","6823.318","7829.811","7871.544","7181.775","8166.803","7344.491","7812.851","7502.704","9655.038"
"M978.79T18.56","11940.76","18876.113","18876.113","19022.898","19694.109","16828.531","18083.52","14500","16317.493","28792.9635","16666.891","15956.393","20161.44","16626.252","15741.6","26605.373","17300.832","17363.001","18385.769","11121.258","21523.026"
"M978.8T11.54","9820.598","11438.212","11438.212","11743.124","10633.806","12635.597","10411.07","7540","9375.169","8593.4268","10583.299","9692.314","11070.506","10600.945","11582.774","10145.414","13835.089","11859.113","9797.304","10901.944","10643.602"
"M979.31T813.63","45087.256","89892.99","89892.99","117255.056","115161.535","57266.187","107735.568","102000","141602.801","63657.773","60223.916","57399.065","24424.321","46355.377","47839.515","52287.354","118313.473","109334.176","70923.11","105293.973","47794.263"
"M979.8T18.56","9943.699","14477.504","14477.504","15644.794","15763.189","15441.8","15913.621","12700","14260.629","23700.999","15757.368","22597.863","16533.342","22956.664","13432.511","20116.502","15090.994","12524.12","15409.713","12497.38","14829.602"
"M979.81T11.54","9172.614","8718.076","8718.076","9799.31","9359.996","9450.627","8880.797","6930","8284.78","8033.271","9063.701","9037.075","8895.298","9019.733","9979.407","7460.276","9165.592","9761.234","9029.006","6745.853","10262.894"
"M980.13T17.56","4465.018","6020.31","6020.31","7847.472","6997.937","7873.986","6792.316","7010","6708.732","6592.8627","7050.255","5233.712","9867.88","14110.204","8358.042","6154.945","6704.799","5581.272","7229.309","3238.397","6556.837"
"M980.8T12.66","12854.438","18797.554","18797.554","11646.836","14669.878","14642.515","13832.63","20800","10023.982","9647.9096","14606.092","23439.991","10843.963","24531.374","13474.069","25343.928","14843.082","13672.131","14190.444","13678.402","16464.228"
"M980.8T18.55","6903.967","10770.214","10770.214","16409.08","13183.247","13040.683","12130.282","12400","15051.148","12978.5343","13584.562","9713.677","17682.494","10878.243","11711.028","11412.738","11184.686","9445.846","12922.368","7108.117","14166.024"
"M981.47T17.4","5617.608","8740.245","8740.245","6688.004","7986.565","6339.883","6985.844","8000","6909.292","8062.6323","4980.97","6076.58","7790.009","7548.248","11740.054","13079.94","6165.967","5300.433","8703.56","3943.421","9273.102"
