"","BLANK_2","QC.1_Dup","QC.1","QC.2","QC.3","C15.1","C15.2","C15.3","C15.4","D15.1","D15.2","D15.3","D15.4","F15.1","F15.2","F15.3","F15.4","X15.1","X15.2","X15.3","X15.4"
"Label","Other","Other","Other","Other","Other","Third_Time-Point_Control","Third_Time-Point_Control","Third_Time-Point_Control","Third_Time-Point_Control","Third_Time-Point_Drought","Third_Time-Point_Drought","Third_Time-Point_Drought","Third_Time-Point_Drought","Third_Time-Point_Fusarium","Third_Time-Point_Fusarium","Third_Time-Point_Fusarium","Third_Time-Point_Fusarium","Third_Time-Point_Xanthomonas","Third_Time-Point_Xanthomonas","Third_Time-Point_Xanthomonas","Third_Time-Point_Xanthomonas"
"M1455.71T16.56","4995.530","6167.238","6167.238","5875.574","5966.997","4359.957","9178.149","6380.000","6245.438","7098.331","4858.454","4427.925","5126.078","6107.328","6424.704","4803.478","7216.560","5095.482","5142.780","3961.446","6153.574"
"M1456.05T13.55"," 8645.799","10448.827","10448.827"," 8088.192"," 8016.242"," 8817.169"," 8406.517"," 7390.000"," 8765.506"," 8111.475"," 8468.661"," 9282.833"," 9422.435"," 8645.130"," 7212.377"," 9120.847"," 9781.113"," 8601.751","10081.016"," 8285.127","10256.230"
"M1458.71T13.55","16761.896","17863.952","17863.952","17171.360","18436.597","18897.690","19354.683","15600.000"," 9877.544","14719.098","17964.485","16285.361"," 9322.320","16059.619","16152.528","16240.142","16714.606","17496.243","16318.682","16834.024","17957.429"
"M1461.71T12.67","11049.321","14227.268","14227.268"," 8352.984","13089.130","11911.897","11921.687","11600.000","12995.578","12539.238","12031.596","12024.771","11453.736","11868.319","11265.881","13296.728"," 7420.720"," 5699.046"," 8892.809","11308.647"," 9236.565"
"M1463.45T13.55"," 8726.118"," 9379.121"," 9379.121"," 9201.522"," 9621.583","10272.567","11995.996"," 9300.000","10769.354","11110.797","10622.725","10884.416","12071.822","10367.068"," 9192.352","11200.651","12002.292","11101.894","11117.938"," 8753.511","12014.609"
"M1463.96T13.55","12782.237","11416.729","11416.729","17113.186","14074.543","13076.512","16790.366","12000.000","14977.309","13492.165","14253.483","14141.081"," 9979.894","11700.494","14419.696","15569.930","14307.680","14576.860","12980.523","12464.831","16036.778"
"M1464.72T13.55","16032.79","16898.87","16898.87","15251.62","18264.98","14796.99","16762.47","13700.00","16830.67","15929.69","18075.07","18036.15","16607.07","17661.75","16734.54","17740.37","13478.40","15752.18","17291.03","13950.99","11003.26"
"M1465.21T13.54"," 7022.306"," 8929.508"," 8929.508"," 9666.914"," 8742.302","10293.065"," 9761.255"," 6680.000"," 8155.950"," 9653.779"," 8477.308"," 8562.288"," 8583.881"," 9618.101"," 9639.547"," 9833.851"," 8839.079","10861.465"," 9535.120"," 8753.148"," 9760.593"
"M1466.72T12.54"," 7003.685"," 8776.250"," 8776.250"," 7811.364"," 5448.296","11307.573"," 6149.518"," 5710.000"," 7138.728"," 6729.135"," 7281.534"," 7029.813"," 7929.775"," 8003.770"," 7465.161"," 7249.026"," 7299.252"," 7549.054"," 7042.004"," 8599.857"," 8749.094"
"M1467.38T13.55","11274.818","12909.986","12909.986","13153.342","12297.424","14955.324","13053.602","10900.000","12991.423","13641.102","14456.627","17103.741"," 7235.323","14077.186","13579.266","12891.164","14685.269"," 7613.258"," 8750.172","13888.923","15938.503"
"M1468.4T13.55","15827.97","13958.26","13958.26","18064.03","18250.77","17827.16","24769.62","18000.00","16178.84","18590.65","10160.33","20407.19","17407.89","18310.38","21181.25","19448.91","19199.70","20076.06","17984.43","13670.22","21596.69"
"M1469.4T13.55"," 9053.771"," 9792.316"," 9792.316","10228.594"," 9316.487","10304.637"," 8368.256","10200.000"," 7414.176","10811.858"," 9936.352"," 9570.455"," 6082.563"," 8877.166"," 9946.743","10261.254"," 9560.944","14099.967","10282.342"," 8539.131","11736.714"
"M1470.71T12.55","10580.834","13121.798","13121.798","12228.576"," 8545.560","10297.165"," 9510.704"," 8880.000"," 9943.680","11407.164"," 9816.281","11673.756","12709.419","12556.422"," 6996.928","11046.139","10356.709","10678.212"," 9767.214","10645.163"," 9996.161"
"M1480.2T13.55"," 8027.375"," 8943.538"," 8943.538"," 9713.052"," 9809.606","10567.787"," 7101.240"," 6340.000"," 8791.874"," 9829.510"," 8785.000"," 9676.081"," 9550.796"," 9120.129","11198.257","10438.703"," 9887.342"," 8952.638"," 9470.897"," 8062.721","11237.581"
"M1480.45T13.55"," 9181.133"," 9204.387"," 9204.387"," 8627.806"," 9859.574"," 8448.118"," 8454.377"," 9530.000"," 9745.237"," 8647.269","10827.433"," 8609.323","10681.732"," 9461.597"," 8825.300"," 9743.724"," 9664.862"," 8992.740","10880.939"," 7563.374"," 9807.921"
"M1481.21T13.55","11176.21","11613.37","11613.37","11861.48","11950.42","11991.89","11862.17","11100.00","10945.75","12121.58","12717.23","10724.02","12646.24","12929.22","11607.21","13314.75","11875.61","12059.57","11959.54","10563.29","14585.67"
"M1484.04T13.55"," 9887.968","10031.746","10031.746","10814.346","12282.096","10636.525","12752.876"," 9850.000"," 7819.388","11127.271"," 7277.213","10184.139"," 6267.500","11986.693","11911.611","11839.600","11943.565"," 7681.448","11641.144"," 9665.126"," 9769.056"
"M1485.45T13.55","10417.706","10353.334","10353.334"," 9480.356","12133.194","13160.209","10796.292","13700.000","10112.246","11092.463","10766.438","12639.299"," 9740.984","11052.275","12093.556","12667.843","11489.287"," 8144.310","12015.957","10427.710","11944.758"
"M1487.43T13.54"," 8083.839"," 7807.352"," 7807.352"," 8521.488"," 9541.781"," 8853.247"," 8496.888"," 9200.000"," 8797.525"," 9157.811"," 9608.519"," 9766.389"," 9476.603"," 7992.630"," 9293.006"," 9228.999"," 9624.775"," 9020.811"," 9284.855"," 8245.054","12248.001"
"M1488.71T12.55","10774.967","14838.416","14838.416","11711.028","13222.453","13042.355","13566.542","11500.000","10941.736","10601.491"," 9287.160","11735.936","11572.043","11270.648"," 7743.160","12725.924","12268.482","11681.539","12820.532","10435.052"," 8947.797"
"M1491.21T13.55","15049.68","13430.84","13430.84","18310.77","16140.49","16694.29","16011.74","15800.00","16880.81","16278.55","15366.23","15263.86","15895.64","18023.62","16178.60","16771.62","17768.35","16363.38","16420.99","14033.62","20813.66"
"M1492.71T13.55","13899.971","14558.431","14558.431","15717.010","15665.440","14089.046","16150.702","13300.000"," 9761.196","16050.817","15610.581","14261.367","14610.859","16378.990","15146.048","15906.069","10333.195","14615.284","13744.579","12017.294","17344.540"
"M1493.71T16.56","3371.321","6251.455","6251.455","4934.760","4675.733","4806.701","4403.333","8250.000","4438.172","5392.810","5400.738","4785.260","5519.158","5166.812","5265.162","4798.727","4957.788","4265.612","4817.719","3020.202","6265.419"
"M1494.7T17.06"," 3187.912"," 7067.321"," 7067.321"," 5997.940"," 6362.559"," 5494.518"," 4391.274"," 6290.000"," 6237.229"," 6398.064"," 5334.458","11756.189"," 6468.172"," 6043.020"," 5169.462"," 5804.620"," 7910.537"," 5591.194"," 6074.700"," 3823.320"," 9907.170"
"M1495.71T13.55","10391.624","12655.434","12655.434","10872.520","12171.194"," 6682.670","11146.456"," 9570.000"," 5580.692","10574.235","10734.166","11814.358","11514.353"," 9244.622","10392.479","10950.278","11685.598","11571.519"," 7895.616"," 8899.770"," 8221.867"
"M1496.04T13.55","27498.23","25876.18","25876.18","32952.56","31278.10","29441.08","31634.62","28700.00","31957.62","31105.15","30807.94","30718.49","34656.34","29328.39","29867.62","29133.03","28450.95","28171.76","31455.66","27888.49","36058.68"
"M1497.05T13.55","12230.50","12653.64","12653.64","14499.37","12770.61","12659.67","13159.91","11000.00","15095.79","12190.75","12210.21","14199.44","12342.04","13015.56","13968.39","14011.74","14194.18","11801.39","14183.72","10441.23","15723.50"
"M1497.42T13.54","12500.61","11172.77","11172.77","12874.51","13638.41","12535.68","12712.21","10700.00","12416.24","11614.17","12997.11","12496.46","12640.10","13281.95","13857.39","13938.89","17755.90","13470.58","13122.38","11500.13","16803.69"
"M1497.96T13.55","13462.13","12146.33","12146.33","13793.26","15719.60","13976.75","14462.64","13300.00","13958.21","13406.79","15009.89","14639.83","14645.98","13971.35","12381.67","15585.17","15527.64","12574.92","13528.99","12880.82","19168.13"
"M1498.21T13.55","14576.80","12744.71","12744.71","15897.55","17193.72","15033.98","17618.75","14300.00","17416.17","17432.98","18307.12","18840.79","17554.75","17433.06","16489.68","18461.44","15734.37","16958.88","17203.76","15581.61","19795.27"
"M1500.7T17.55","4693.850","6494.133","6494.133","5432.248","6368.143","7665.021","5762.512","5910.000","5308.650","7607.087","6754.122","5311.234","8088.854","5250.247","6638.914","5902.732","5039.415","5256.330","6219.248","3330.578","8717.908"
"M1502.46T13.55","10573.925","10383.912","10383.912"," 9540.536","12086.122","11168.280","10385.062"," 8290.000","10225.314","10783.496"," 9131.421","10003.446","10553.368","11315.363","10933.495","12323.357","11382.272"," 8519.245"," 9038.467"," 9690.188","10183.929"
"M1502.71T13.55","12898.391","13514.931","13514.931","12260.672","13547.173","13647.886","14608.241","11500.000","14048.623","12720.912","12835.556","12761.241","13258.382","12139.313","13422.814","15234.647"," 9873.897"," 8337.279","14750.133","11078.359"," 9234.999"
"M1504.04T13.55"," 7957.735"," 9490.734"," 9490.734"," 7825.406"," 9050.101"," 8803.147"," 7401.480"," 6970.000","10129.382"," 8630.209"," 8014.384"," 8201.057"," 8776.786"," 7430.421"," 7819.994"," 8958.618"," 6041.319"," 6324.221"," 8832.823"," 8404.065"," 8748.990"
"M1505.38T13.55","16388.31","16154.53","16154.53","18274.66","17620.76","17191.72","19821.70","16400.00","17123.33","17152.08","17309.32","19266.03","17362.26","18976.87","17740.86","19388.82","20251.71","17869.53","18056.02","16050.00","20535.60"
"M1507.7T16.55","4377.396","8594.282","8594.282","5971.862","9395.167","6547.006","6805.252","6040.000","5796.751","6950.137","5583.213","5506.722","5772.217","6078.411","5046.791","6550.937","5635.731","4851.448","6566.376","4514.357","6979.219"
"M1509.45T13.55"," 8065.531","10903.529","10903.529","11564.590","10249.638","11197.265","10296.798"," 9470.000","11353.346","10355.517","10915.738","11571.159"," 6618.505"," 8963.508","10498.241","11398.054","11083.147","10225.858","11084.502"," 8488.444","12597.174"
"M1510.46T13.05","6346.566","9192.581","9192.581","6579.680","6120.306","6011.632","5459.766","5250.000","6504.384","6479.351","5779.987","6157.283","6737.713","6158.280","5981.662","6745.759","5964.229","5377.473","5100.752","6038.920","5520.684"
"M1514.96T13.55","11691.943","10602.755","10602.755","13672.896","14240.516","14135.156","13172.901","13000.000","12810.725","13545.910","14267.325","13030.427","13051.885","13895.044","12169.054","13532.117","14574.959","12561.765","13013.201"," 9841.436","15739.949"
"M1515.2T13.55","10366.266","10658.821","10658.821","10649.854","13081.946"," 9728.953","11879.532"," 7580.000"," 9800.282","10810.915","11911.680","11351.267","10571.445","10792.887","12263.768","11356.883","11334.521"," 9430.691","14207.787","10783.444","15144.560"
"M1515.45T13.55"," 9556.549","10490.218","10490.218","12238.606","10825.271"," 9374.380","10901.523"," 8840.000","10612.565","12057.066"," 9580.539","10713.112","10203.445","11200.369","10023.040","10168.322","11103.968"," 9687.370","11879.262"," 6753.038"," 6079.766"
"M1516.19T14.52","6718.270","6718.125","6718.125","7707.052","6325.061","7700.228","6148.455","6990.000","6459.862","6331.819","8095.162","5593.662","7809.575","6120.320","4916.607","7030.689","7118.514","6492.722","8113.142","5164.788","8147.324"
"M1519.03T13.55","22039.99","21052.64","21052.64","25889.44","25643.51","23737.76","24815.89","21300.00","24667.06","21944.20","19491.97","23972.90","22903.46","23526.16","23485.65","25904.49","22375.80","23546.62","23815.34","20431.37","28178.06"
"M1520.03T13.55","10032.709"," 9767.173"," 9767.173","10188.474","11449.402"," 7987.534","12864.152"," 9710.000","12307.700"," 8670.077","13064.715","11459.135","13033.800","12113.207","12807.033","11725.431","15078.374"," 6285.048","13280.120"," 9445.425","10717.489"
"M1523.41T13.11"," 7984.449"," 8795.066"," 8795.066"," 8539.542"," 8321.290"," 6039.267"," 7518.878"," 7930.000","10358.045"," 8581.167"," 8651.357"," 7682.134"," 7836.658"," 7000.438"," 7953.791"," 9095.521"," 7223.824"," 7432.962"," 8186.936"," 6541.591"," 9054.373"
"M1524.7T13.54"," 9908.686","12121.049","12121.049"," 7961.814","10849.621"," 8947.452","11469.803"," 9600.000"," 9114.254","10270.450"," 9631.298","12542.556","11116.861"," 9826.929","10816.130","10843.273","12281.070","11366.607","11373.505","10703.543","11614.991"
"M1525.96T13.55","10438.602","12305.583","12305.583","10553.566","11260.919","11247.575","10956.772","11200.000","14788.763","11243.058","11525.848","11433.080","11351.925","10824.882","12648.575","11699.392"," 8914.130","12074.513","12236.951"," 8790.292","10409.657"
"M1529.71T13.54","10130.883","11130.315","11130.315"," 8553.584","12401.999","11588.357","10423.442"," 8600.000"," 7153.396","10648.128","10606.670","10654.755","11584.074","10473.490","10623.379","11202.654","10935.876","10640.652","13853.680"," 9709.204","12533.256"
"M1530.7T16.98","4260.911","4774.701","4774.701","5957.820","5142.707","5201.745","5462.338","5330.000","5125.049","8686.061","4561.203","4450.303","5473.031","6973.488","7450.804","6122.583","6919.661","4510.163","8015.313","3420.759","5547.792"
"M1530.7T12.55","4883.222","7430.224","7430.224","6082.192","5989.809","6647.270","5298.540","3810.000","5896.650","3872.381","5789.121","5223.246","7175.360","5506.151","6260.726","5749.426","5707.280","6626.488","6463.870","5973.299","6890.062"
"M1531.2T13.55"," 7502.126"," 9185.913"," 9185.913"," 9418.170","10626.728"," 8604.903"," 9866.530"," 7030.000"," 9890.600"," 7489.444"," 8451.218"," 9638.224"," 8680.126"," 8383.209"," 8822.364","10243.227"," 7722.917"," 8688.164","11020.972"," 9152.513","10088.787"
"M1531.95T13.55","12008.12","10992.01","10992.01","14525.45","12662.30","11507.88","11728.16","11500.00","10891.22","12732.07","12865.68","14044.61","12815.23","13692.47","13053.60","12547.67","11176.04","12493.64","13972.53","10805.66","16013.92"
"M1533.7T13.54"," 8794.358","13319.097","13319.097","10332.906","10749.643"," 9913.681","10979.761"," 7800.000"," 9324.229","10346.661","12093.811","10285.264"," 6589.778"," 9569.910"," 9776.079"," 9449.309","10767.241","10063.447","11070.453"," 9531.403","11939.587"
"M1535.37T13.54"," 9258.504","10687.348","10687.348","10663.896","12829.213","10477.022","12056.248","11000.000","11160.420","11121.799","11074.923","12949.562","10032.045"," 7784.839","13986.443","10547.680","10576.830","10614.842","11343.401"," 8941.856","12798.811"
"M1536.01T13.6","16938.53","18898.65","18898.65","24080.02","20091.93","20406.79","19822.62","15800.00","20236.52","19174.21","23692.15","24499.06","22468.27","19003.28","21301.36","20293.26","19502.81","16919.00","25343.40","15566.28","23336.76"
"M1536.7T13.55","16201.91","15012.54","15012.54","18384.99","18738.18","17724.94","18335.02","16200.00","17081.39","17785.27","17319.98","17388.57","18991.94","16378.88","16870.78","17868.56","16805.25","17931.74","17064.41","15688.88","13832.79"
"M1537.02T14.08"," 7536.022"," 8805.364"," 8805.364"," 7398.128"," 9590.266"," 8218.053"," 8607.034"," 7540.000"," 6462.368","10516.842"," 9034.546"," 8817.469","10349.282"," 8527.887"," 6894.899"," 7403.005"," 8330.248"," 5785.011","10305.408"," 6162.920"," 8650.272"
"M1537.7T13.55"," 8739.299","12446.982","12446.982","12471.302","13033.490","11200.605"," 9720.513"," 7110.000"," 9041.921","10178.887","11194.703","11363.046","10423.060","10796.771","10599.285","10968.305"," 9748.850","11086.153","10584.766"," 9631.066"," 8097.069"
"M1538.45T13.55"," 7928.446"," 7735.941"," 7735.941","10531.500"," 8103.230","10760.044"," 8332.212"," 7380.000"," 7966.949"," 9564.615"," 9570.390"," 8603.281"," 8664.685"," 7864.137"," 8453.845"," 9457.682"," 8017.232"," 9301.235","10105.759"," 7716.585"," 6935.987"
"M1540.7T12.55"," 7837.585"," 6383.092"," 6383.092","10501.410"," 8972.003"," 9430.213"," 9262.029"," 8630.000"," 6007.970"," 8713.570"," 9921.579"," 8025.416","11143.900","12440.084"," 8765.017"," 9373.560"," 9256.204"," 9904.671"," 9776.595"," 8995.002"," 7467.861"
"M1542.2T13.55","14313.76","12472.20","12472.20","15971.77","15607.13","14977.83","15897.55","13000.00","13131.28","13933.82","15708.31","14940.26","15920.58","14569.72","14386.19","14206.01","15882.49","15136.27","14342.62","13564.77","18240.53"
"M1542.95T13.55","11231.60","11571.08","11571.08","10244.64","15851.98","12814.15","10698.59","11300.00","11344.81","11241.16","11774.71","11667.90","16953.97","12234.47","10514.40","11505.10","13034.55","10983.58","12197.17"," 9357.99","13526.26"
"M1544.7T16.56"," 7295.029"," 8512.044"," 8512.044"," 9893.592","10012.846","10034.064"," 9401.173"," 8550.000"," 8431.368","10011.121"," 9949.760"," 9882.987","10074.303"," 9922.379"," 8550.614","10081.753","10778.436"," 7694.464","11304.190"," 6214.751","13789.296"
"M1549.41T14.54"," 8429.638","11752.089","11752.089"," 9311.852"," 7930.594"," 7757.040"," 6257.699"," 9450.000"," 9088.133"," 8567.889","11702.639"," 7768.934"," 8360.038"," 8004.517"," 9254.992","11577.210"," 9835.545"," 8018.455","10412.803"," 6994.922","11615.443"
"M1549.7T13.55","10605.416","11952.562","11952.562","12304.804","12164.191","13297.211","11654.573","10800.000","11232.356","10972.394","11483.811","11479.275","12486.380","11485.499","13002.646","11232.698","10961.516","12604.153","12615.820"," 8931.827","13181.062"
"M1558.03T13.55"," 9021.759","10450.102","10450.102"," 8136.336"," 9429.161","11012.191","10387.191"," 9130.000"," 6363.032"," 9645.839","12984.490"," 9257.966","10649.617"," 8658.299","11378.319","10792.043"," 8069.677"," 8770.373"," 9288.318"," 8082.322"," 8014.834"
"M1558.36T14.49"," 9183.702"," 9939.547"," 9939.547","11283.750","10463.562"," 9841.620"," 9148.582"," 8010.000"," 8132.270"," 9004.035"," 6043.076"," 8998.185","10090.600","10235.819","10157.371","10229.207","10381.174"," 9500.235"," 8567.386"," 7964.614","10259.278"
"M1559.96T13.55","10555.108","10210.306","10210.306","12284.744","14427.850","13926.619","11861.436","10100.000","11924.349","11280.952","11582.725","11513.859","11054.700","10764.643"," 7113.276","12504.589","13837.272","10622.862","11990.613","10707.089","15100.129"
"M1560.19T13.55","10213.738"," 9292.143"," 9292.143","11795.280","12044.288","10073.901"," 9512.561"," 8040.000","11142.320","10292.766","10953.131"," 9713.522","11154.928","10391.164","11752.089","10621.790"," 9745.348"," 9600.276"," 8920.464"," 9104.362","11921.022"
"M1560.44T13.55"," 8963.384","10542.580","10542.580","12021.958","11564.674","10589.262"," 8641.848"," 8370.000","10229.580","10845.175","10019.978"," 9898.004"," 9327.925","10644.166","10642.775","10525.647","11753.029","11236.256","10458.683"," 8789.260","11539.967"
"M1563.69T15.56","2992.468","6395.858","6395.858","4866.556","3955.315","4154.979","4350.854","5290.000","3582.023","4866.915","3987.790","4132.695","4149.396","4320.653","3177.149","4219.916","4609.100","3213.241","3736.190","2211.076","4842.707"
"M1566.7T12.67","11840.438","12309.595","12309.595","13670.890","13296.661","13168.770"," 7404.675","11500.000","14251.209","10540.130"," 9904.700","11425.566"," 8627.515","13200.292"," 7145.953","12752.958","13841.282","13614.661"," 8818.618","12107.454","15781.353"
"M1570.69T13.55"," 9536.617","12699.530","12699.530","12172.408","11938.630","12874.282","10990.887","11300.000","12269.479","14022.725","11157.153","12490.324"," 9085.302","10939.335","11894.262","11584.987","12385.687"," 9971.437","13837.636"," 9729.240"," 9126.272"
"M1572.44T14.02"," 8069.011"," 8871.381"," 8871.381","10080.150"," 8596.397"," 8879.304"," 7879.568"," 8250.000"," 8147.633"," 8421.781"," 9809.915"," 9097.997","10260.638"," 9162.296"," 9029.169"," 7963.216"," 8786.967"," 9467.942"," 9585.294"," 8735.950","11119.554"
"M1576.95T13.55"," 8215.590"," 8806.146"," 8806.146","10328.894"," 9047.777"," 8463.444"," 8482.434"," 6930.000"," 9371.183"," 8505.789"," 9584.438","10611.141"," 9653.902"," 8372.084","10071.010"," 9473.705"," 9115.868","10161.384","11617.598"," 8029.012","11353.450"
"M1580.69T13.55","11932.976","12590.407","12590.407","12649.836","13420.659","11728.489","12038.678","13100.000","11912.446","11987.669","13325.448","13992.588"," 9455.580","13298.682","12893.282","13850.590","10293.670","12417.775","12607.793","11148.577"," 9974.875"
"M1582.95T13.55","10031.866"," 9352.431"," 9352.431","11711.028","13691.715","12968.491","13277.337","10500.000","11545.925","13354.624","12089.489","12530.177","14238.925","11971.424","11423.031","11922.793","10896.981","11308.451","11965.327","10117.379","14442.879"
"M1585.7T12.66","7385.381","7392.430","7392.430","6968.844","8853.516","7262.051","7384.498","6860.000","7361.102","7288.671","7372.244","9471.473","8540.452","6692.501","8012.845","6726.045","8219.610","7971.568","7598.813","7863.498","4942.818"
"M1587.37T13.55","13226.64","11841.95","11841.95","16619.71","16228.75","16180.82","15103.67","12700.00","15526.51","15079.79","13218.61","13457.75","16081.70","16378.88","17426.20","16661.47","14249.53","15354.83","17979.31","14160.11","17299.69"
"M1587.38T13.99","13190.29","11834.76","11834.76","16649.80","16178.45","14468.61","13027.49","14200.00","15666.41","14766.02","14111.76","13420.22","14753.38","15782.48","14356.08","16664.44","14247.84","18266.58","15678.46","13287.34","20553.39"
"M1588.01T13.55"," 8927.606"," 9156.477"," 9156.477","11368.002","10249.638","12334.433","11241.592"," 8380.000"," 7865.917"," 9689.207","11566.039","11007.930"," 9556.360"," 8938.310","10238.925","10219.192","10777.609"," 8399.427","10467.840"," 8660.765","11286.081"
"M1592.69T13.55"," 8555.660","11807.795","11807.795","10304.822"," 8916.045"," 9189.979","12479.258"," 8080.000"," 8791.874"," 9488.931"," 9177.626"," 8687.755"," 9410.431"," 8368.068"," 8688.730"," 9665.614"," 6773.136"," 8710.025"," 9614.019"," 9669.884"," 7787.375"
"M1594.19T13.55"," 8311.579"," 6786.298"," 6786.298","10240.630"," 9260.676"," 8688.748","10988.882"," 9730.000"," 9598.010"," 9401.677"," 9030.563"," 9677.963","10026.029"," 8946.219"," 9200.503","11882.737","10365.913","10217.838"," 9849.788"," 6623.812","11460.366"
"M1594.44T13.55"," 9452.981"," 8705.017"," 8705.017"," 9935.718","10559.118","10057.866"," 9871.141"," 8200.000"," 8817.399"," 9553.317"," 9072.128","10381.798","11594.487"," 9756.650"," 9728.130","10122.257"," 9469.499"," 9156.352","10711.133"," 8889.571","10353.048"
"M1595.36T13.55","16832.71","15454.52","15454.52","20824.29","18685.57","19829.92","17881.71","17800.00","18752.02","20333.10","17235.12","20088.09","15422.04","20224.12","18347.05","14980.27","21511.93","19219.75","19991.83","16822.72","22244.11"
"M1596.37T13.55"," 7449.584"," 8296.124"," 8296.124","10290.780","10075.022"," 9514.566"," 7804.527"," 6800.000","10303.680"," 9456.765"," 8170.246"," 9145.796"," 9494.650"," 5953.585"," 6493.292"," 9126.855"," 6215.354","10807.101"," 9407.465"," 9411.183","11099.149"
"M1597.03T13.54"," 7050.191"," 9302.900"," 9302.900"," 7797.322"," 9100.661"," 8350.154"," 7969.214"," 6100.000"," 6094.007"," 7051.010"," 6468.363"," 8595.338"," 8798.843"," 8818.936"," 4258.588"," 8094.032"," 8709.452"," 9040.862"," 8441.321"," 4744.190","11935.316"
"M1599.43T13.55","7285.411","8911.468","8911.468","7815.376","9024.376","8642.790","5813.461","6770.000","8417.445","8653.025","8948.939","9101.754","8816.890","8507.703","8386.667","8166.140","8754.897","9560.002","8515.578","7720.050","8249.441"
"M1599.94T13.55","10370.033"," 8753.311"," 8753.311","12318.846","10767.015","11281.537"," 8940.742"," 8530.000","11290.726","12169.872","11449.584","11065.133","12033.240","11067.844"," 9996.796","11554.274","12671.351","11077.001","11888.011","10500.567","12349.920"
"M1600.69T13.55"," 9995.126"," 8149.217"," 8149.217","13030.976","12271.072","11223.089","13135.111","12500.000","11507.298","12414.664","12306.362","12857.474","11775.365","12186.275","10705.699","12326.324","11855.317","11677.444","13099.273","11280.988","14355.369"
"M1603.36T13.55"," 7618.876"," 9434.452"," 9434.452","10902.610"," 9370.444"," 9108.008"," 9913.316"," 9340.000"," 9690.020"," 9878.886","10561.490"," 9289.968"," 9448.908"," 9964.479"," 8727.139","10014.888","11414.077"," 4591.734","10173.959"," 5662.938"," 9992.010"
"M1604.01T13.55","14114.19","11376.66","11376.66","16106.17","15249.93","15072.08","16658.17","12500.00","13486.76","13861.51","14676.74","15530.28","15375.19","14704.25","14022.62","16358.81","18779.14","15978.40","16003.09","13477.65","18984.59"
"M1610.02T13.55","11801.09","12227.22","12227.22","14621.73","14433.58","11834.35","13359.96","10200.00","14012.91","13664.66","13590.99","13386.22","12399.80","14569.90","14706.66","13491.00","14236.01","12920.36","13220.61","11459.70","14473.69"
"M1610.94T13.55"," 9795.067"," 7546.428"," 7546.428","12641.812"," 9921.533","13292.953","11006.733","10500.000","10544.586","10086.837","10704.469","11161.926","10310.281"," 9796.809","11749.846","11646.404","10849.418","11019.866","11911.680","10620.823","13758.665"
"M1610.96T13.55"," 9801.575"," 9628.873"," 9628.873","11723.064"," 9330.878","10156.080","11303.109","10100.000","10085.852","10405.608","11694.430","11635.968","11158.971"," 9796.809","11709.610","12142.050","10849.418","11019.866","11226.996"," 9771.314","13099.164"
"M1611.18T13.55"," 7600.126"," 7594.591"," 7594.591"," 8892.598"," 8788.272","11080.089"," 8952.778"," 9780.000","10441.934","10152.295"," 8878.047"," 8541.592","10038.061"," 8890.069"," 9698.534"," 9301.101"," 9207.875"," 9155.151"," 9630.411"," 8212.564","11015.713"
"M1611.43T13.55"," 8320.924"," 8935.740"," 8935.740","10443.236","10081.151"," 9334.293"," 8583.674"," 7240.000"," 9016.003"," 9010.227","10437.760"," 9607.591","10453.138","10357.029"," 8644.782","10200.367","10604.891"," 8945.792","11854.242"," 6252.702","12012.668"
"M1611.69T13.54","10204.323","10392.704","10392.704","11554.560","11556.681"," 5940.222","12176.750","10500.000","10960.588"," 9971.725","11562.494","11479.066","11405.611","11521.642","11621.266","11349.986","11460.738","10863.470","11441.742"," 9876.632","11822.134"
"M1616.44T13.55","5751.973","7489.471","7489.471","7516.482","7776.293","7073.161","7159.396","6890.000","5580.618","5432.247","7025.778","7386.845","6790.219","6231.882","6060.831","5710.043","6914.587","9156.656","8618.497","6247.809","6875.995"
"M1617.69T13.55"," 8562.291","11270.622","11270.622"," 9636.824","10907.204"," 7893.867"," 9535.743"," 8230.000","10534.462","10720.126"," 9913.681"," 9869.767","11924.959"," 9784.762"," 8576.801","10905.360","10506.679"," 5727.994","10414.173"," 8883.454","12496.953"
"M1618.69T13.55","13526.02","16130.79","16130.79","16314.80","14142.90","15941.75","15396.52","13500.00","16006.28","16095.35","16372.60","15701.23","16334.36","15915.05","15394.51","14975.09","15060.05","17858.09","15735.85","14739.72","12302.72"
"M1619.35T13.55"," 9430.384","10234.358","10234.358","11436.206","12323.840"," 9418.298","10915.443"," 9240.000","10951.547","11961.031","10710.098","12837.236","11260.704","10318.877"," 9882.493","11685.371","10999.743","11523.342","10973.184"," 9362.590"," 6819.267"
"M1626.01T13.01"," 7189.575","10480.400","10480.400"," 6754.202"," 9270.277"," 9426.537"," 6318.333"," 8210.000"," 5755.214"," 8965.647"," 8489.350"," 8814.330"," 8359.703"," 8308.915"," 9288.178"," 8686.236","10603.227"," 7470.115","10283.720"," 7853.917"," 5863.595"
"M1627.95T13.58"," 8407.256","10306.342","10306.342"," 9921.676"," 8803.237"," 9733.160","10587.754","10200.000","10327.750","11634.486"," 9926.318","10884.533","11227.522","10622.079","11615.459","10741.969"," 8968.365"," 8779.349","10925.951"," 9408.672","12439.294"
