"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54"
"M1105.455T13.111",0.014179,0.018597,0.0065831,-0.10929,-0.0031675,0.015536,-0.028905,-0.0044701,0.026486,0.030369,-0.0019464,-0.020097,0.090108,-0.020165,-0.062333,-0.0045343,-0.0074386,0.0053273,-0.025521,-0.050633,0.0012957,0.0017061,0.0073897,-0.0014745,0.05933,-0.01534,-0.019968,-0.045696,-0.023652,-0.048459,-0.016688,-0.051848,-0.026253,-0.07135,0.012523,-0.024341,0.041906,-0.0098478,0.037898,-0.025555,-0.0065908,-0.043336,-0.07466,0.0074105,0.039223,-0.047799,-0.011193,0.018713,-0.068935,0.0065592,-0.0007335,-0.0069957,-0.01917,-0.010827
"M1106.779T17.121",0.041972,0.073052,-9.0397e-05,0.017981,-0.037083,0.0062072,-0.042358,-0.036389,0.024409,0.030498,0.030682,-0.054022,-0.082443,-0.00052643,0.058717,0.081288,0.028558,0.0023571,-0.029412,-0.028472,-0.10998,0.070312,-0.011012,0.0064997,0.0088139,-0.11544,-0.038606,0.049438,-0.090088,-0.011035,-0.024,-7.8624e-05,0.086708,0.047368,0.085072,-0.035195,0.072019,-0.016886,-0.04676,0.023389,-0.0071298,-0.020818,0.044915,-0.00023256,0.072179,-0.009136,0.037266,-0.024642,-0.031026,0.012588,-0.027094,-0.043874,0.0026071,-0.01024
"M1107.445T13.643",-0.026898,-0.020326,0.026852,0.020978,-0.022586,0.030996,0.0058826,-0.0027406,0.017835,-0.055077,0.013937,-0.090374,-0.044865,0.1033,-0.090408,0.016171,-0.074377,0.023823,-0.079856,-0.040101,-0.043841,-0.030346,0.055698,0.039689,0.088741,-0.06751,0.020796,-0.064165,0.012177,-0.0080402,0.0051768,0.055608,-0.04962,0.073841,-0.0024455,0.021309,-0.062043,-0.012145,-0.0019339,-0.112,0.023547,-0.0064773,0.041213,-0.019335,0.0018917,-0.11097,0.030554,-0.043895,-0.049924,0.0017122,0.017984,0.014663,0.0029728,-0.0095857
"M1108.781T17.122",0.014543,0.068839,0.0040616,0.0016936,0.012906,-0.0775,-0.040879,0.097,-0.028651,0.02607,0.010542,-0.044035,-0.014798,0.023427,0.0013835,-0.042249,-0.012336,0.0084517,0.060932,-0.035668,0.024905,0.0027968,-0.036181,-0.03779,0.019609,-0.048563,-0.023724,0.017079,0.072755,0.024242,-0.058928,0.063375,-0.011597,-0.021126,-0.051062,-0.00074558,0.012197,0.039193,0.036817,0.015553,0.0034259,-0.089571,0.062094,0.019391,0.025052,-0.02629,0.017663,-0.056776,0.029237,0.0085864,0.0091996,0.0097123,-0.044132,-0.010354
"M1109.452T15.512",-0.011166,-0.0014011,0.012763,-0.026937,-0.015747,0.044214,-0.023939,-0.016157,-0.019182,0.016556,-0.1171,0.035403,0.031129,-0.041621,-0.0085224,0.11038,-0.014501,-0.0074383,0.099497,0.053654,0.02538,0.013583,0.061726,-0.013808,0.0043699,0.033864,0.013262,-0.052087,-0.024233,-0.040039,0.033632,-0.010699,0.073196,0.11849,-0.026472,0.064044,-0.012732,-0.054862,-0.011654,0.071698,-0.040406,0.0079932,0.075125,-0.059532,0.077386,-0.031368,-0.019948,-0.0084855,-0.077272,-0.0076076,-0.026657,-0.024255,-0.008153,-0.015055
"M1110.119T13.109",0.014331,0.023577,-0.012653,-0.042008,-0.0051437,0.006539,-0.010897,-0.039494,-0.018061,-0.0053047,-0.017764,-0.013203,-0.0085127,0.044291,-0.0095126,0.033508,-0.0051362,0.016916,0.0005253,0.012166,0.017295,-0.01461,0.012814,-0.003742,0.017621,-0.043372,-0.020463,-0.0066315,0.016081,0.028945,-0.0042019,0.024787,0.071076,0.042259,-0.024868,0.016252,0.00034734,0.013165,0.014197,0.0040411,-0.019351,-0.0010806,-0.009579,0.055292,-0.014205,-0.022615,-0.03718,-0.0093404,-0.080204,-0.0027948,-0.0016411,-0.0046302,-0.0010796,0.0051517
"M1110.456T13.116",-2.8107e-05,0.014214,0.032839,-0.027254,0.029091,-0.009752,0.00082696,-0.037362,0.014834,-0.033767,0.062278,-0.037075,-0.020416,0.0081574,-0.003528,-0.019161,0.016659,0.016672,-0.024256,-0.002889,-0.015845,-0.033159,-0.027882,0.0065908,-0.034434,-0.04112,-0.027812,-0.029826,0.021269,-0.068493,-0.027614,0.043953,-0.010839,-0.024094,-0.090751,-0.046256,-0.06473,-0.0093603,-0.025633,-0.023935,0.038451,0.019037,0.023737,0.052851,0.0059401,0.030495,0.0084575,-0.053944,-0.049894,0.0018482,0.025432,0.016593,-0.017101,-0.0059261
"M1112.289T13.11",0.005252,0.018067,-0.013579,-0.045689,-0.0098977,0.017788,0.0079483,0.027289,-0.015757,-0.011431,0.036153,0.02171,-0.012405,-0.0043318,0.0017504,-0.010638,-0.0082167,-0.0021714,-0.0020228,-0.013053,-0.018815,-0.0036954,-0.054717,-0.0082954,-0.01753,0.074909,-0.045153,-0.02466,0.030497,-0.02534,-0.022497,0.057146,-0.029042,0.035404,0.00081546,-0.0022644,0.041987,0.0057957,0.035254,-0.015717,-0.037715,-0.008051,-0.017792,-0.014128,0.044943,-0.019557,0.018138,-0.023377,-0.0082475,-0.0024854,0.0085712,0.0090001,0.014688,0.011723
"M1112.777T17.122",-0.0092857,0.091949,-0.024327,0.013046,0.018878,-0.12483,-0.0027631,-0.0021277,-0.010668,-0.043601,0.051043,0.024319,0.078567,-0.027613,0.023172,0.0050187,-0.05401,0.0080973,0.070135,0.0089672,-0.019983,0.02023,0.003751,0.024469,0.038477,0.024741,-0.033497,0.005005,-0.025455,0.038603,-0.018501,0.028348,-0.012729,-0.050152,-0.01226,0.022617,0.035625,-0.015653,-0.017748,0.041916,0.025066,0.016508,-0.0028387,-0.0030395,-0.0011527,-0.033492,0.01589,0.03512,-0.010796,0.0016604,-0.0096387,-0.012482,0.026479,0.0033124
"M1113.279T14.053",-0.0040325,0.00099441,-0.013697,-0.024843,-0.028674,-0.017632,0.053402,0.037688,0.0085167,-0.039078,-0.064083,0.12742,-0.004626,-0.09807,-0.059506,0.026286,-0.037186,-0.11024,-0.004335,0.064829,-0.033073,-0.10198,-0.075722,-0.01082,-0.011368,-0.063202,-0.023909,-0.0040239,0.032413,-0.020759,0.01762,0.03682,-0.044411,-0.076414,0.03738,-0.065079,0.016834,-0.077205,-0.017506,0.087084,-0.00015093,-0.0018617,0.0717,0.079019,0.040866,-0.016773,-0.040916,0.01913,-0.00097373,-0.015156,-0.017238,0.0050711,0.022225,-0.00094789
"M1113.777T15.116",-0.007045,0.0068429,0.033619,-0.043818,0.014228,0.0004257,-0.0141,-0.036541,-0.036495,-0.0033912,0.042594,0.010588,-0.07563,-0.063649,0.0022118,-0.019491,-0.10051,0.0079282,0.021604,0.055728,0.011053,-0.013781,-0.069905,0.19225,-0.068877,0.085678,0.014296,0.088437,-0.024808,0.021491,-0.039337,0.09457,-0.036196,0.010844,-0.056678,-0.068547,0.02322,-0.036746,0.014845,-0.0090194,0.00049285,-0.047743,0.024359,0.045211,0.049406,-0.078085,0.003507,-0.03067,0.024226,-0.0026595,-0.018608,0.0034801,-0.0029876,-0.010516
"M1116.11T13.109",-0.0035034,-0.013875,0.058565,0.015694,0.018132,0.0099947,0.012519,-0.039854,-0.075489,0.026931,-0.0023015,-0.0041961,0.0016858,-0.042147,-0.0035524,0.015221,-0.05785,-0.08021,-0.079577,0.067562,0.12834,0.042556,-0.0025997,0.023157,-0.0075213,-0.049223,-0.11098,-0.0097632,0.0015317,-0.041904,0.0048312,0.02566,0.0015255,0.061014,-0.010638,0.0075041,0.025035,0.020795,0.11121,-0.017638,0.073307,0.023578,-0.015858,-0.048783,0.004437,-0.072137,0.025935,-0.063067,0.064194,-0.0097803,-0.023427,-0.011789,-0.02866,-0.0020313
"M1116.775T17.12",0.0054202,0.082938,0.016117,0.035284,-0.0024929,0.0103,-0.014634,-0.027552,-0.048182,-0.11558,0.05583,0.016028,0.045393,-0.032663,0.010764,0.046274,0.021592,-0.010935,-0.012577,0.073968,-0.018525,-0.046936,0.028406,0.0009774,0.081011,-0.05713,-0.071782,-0.016478,-0.072974,-0.010851,0.042084,0.027445,-0.040874,-0.018433,-0.092988,-0.042009,-0.034123,0.037192,0.046302,-0.029675,0.11083,-0.038562,-0.0054171,0.00049068,0.011149,0.0053282,0.0076943,0.025369,0.040592,-0.010279,-0.019517,-0.014377,0.021323,0.0094242
"M1117.282T13.111",0.0027754,0.010734,-0.0039958,-0.046471,0.014819,0.029153,0.012056,-0.010039,0.0038639,0.019861,0.0061016,0.045147,-0.037907,0.046245,0.022963,-0.019303,-0.027284,-0.010504,0.058312,0.03276,0.006532,-0.017242,-0.029471,0.029616,0.0057325,0.037488,-0.022954,0.015303,-0.057021,0.0055581,-0.018273,0.0084857,-0.018292,0.0078294,0.012101,-0.0032905,-0.014924,-0.027653,-0.0087845,0.076546,-0.033047,0.02443,0.030671,-0.0014635,-0.00018473,-0.060138,-0.030826,0.0090504,0.025368,-0.0038874,0.0040155,0.0033937,-0.02026,-0.0048259
"M1117.784T13.112",0.0019583,-0.00020321,0.028914,-0.0094628,0.054827,0.01939,-0.027233,0.011724,-0.010885,0.0025519,-0.022561,0.002712,-0.020624,-0.015214,-0.039391,0.02453,0.03876,-0.057888,-0.013202,0.02024,0.067172,-0.058599,-0.014469,0.048549,0.021204,0.020657,-0.080172,-0.061643,-0.073746,-0.062694,0.0071904,0.0047956,0.017109,-0.060253,0.13242,-0.02759,-0.073983,0.12193,0.14508,0.06267,0.031425,-0.024369,-0.025763,0.0065665,-0.0017864,-0.1105,0.0099979,-0.015444,0.0024834,-0.021295,-0.0092013,0.020184,-0.014373,0.0096784
"M1118.774T17.122",0.038215,0.046899,0.051219,0.036023,-0.0010993,-0.0065238,-0.080824,-0.038752,-0.024637,0.0051666,0.010836,0.0093773,-0.0078226,0.026191,-0.011506,0.016811,0.031996,0.069359,0.032056,-0.025216,0.10569,0.012225,0.03737,0.0017194,0.028184,0.025683,-0.034132,-0.01898,0.021972,0.026572,0.031371,0.0071279,-0.059438,-0.024118,0.011813,0.046738,0.0658,0.023659,0.043711,0.056871,0.036772,0.021528,0.044615,-0.012243,0.013178,-0.00041,0.00085879,-0.017867,0.027638,0.0012123,-0.017945,-0.047874,-0.028868,-0.0067787
"M1120.12T13.11",0.019906,0.012122,-0.015975,-0.047721,-0.014503,0.024634,-0.012052,-0.019483,0.01872,-0.023043,-0.027975,0.0066014,-0.0084918,-0.0058334,-0.0070318,0.0040338,-0.0093424,-0.0085194,-0.014528,-0.011016,0.029582,-0.00317,-0.017071,0.020231,-0.022328,0.00054418,0.014444,0.0045798,-0.037922,0.0050228,0.0048505,-0.0034723,0.014341,0.0041965,-0.0078984,0.070418,0.0082687,0.015528,-0.05085,-0.022039,-0.015594,0.025516,-0.0027997,0.045858,0.0077081,-0.014317,0.014283,0.0024791,0.00037045,0.009465,0.0061844,-0.0021542,0.0089073,-0.0019429
"M1120.777T16.117",0.0075977,0.01016,-0.018403,-0.023195,0.016669,-0.14202,-0.018202,0.024065,-0.01192,-0.0040631,-0.067366,-0.11411,0.027719,-0.0070085,-0.0030374,-0.013572,0.044769,0.055854,0.039841,0.01319,0.033037,-0.048582,-0.026529,0.038213,-0.0068424,0.01678,-0.044514,-0.038408,-0.0068079,-0.034152,-0.012645,0.036918,-0.0043364,0.16737,-0.039074,-0.053247,-0.030424,0.051304,-0.04404,-0.0028499,-0.061099,-0.061029,0.038744,0.051082,0.045402,0.016884,0.085035,0.049304,-0.045148,-0.005078,-0.0085668,-0.021716,0.0047566,0.003609
"M1121.442T16.134",0.012178,0.062144,-0.037484,-0.012441,0.046154,-0.0056296,-0.080476,0.090471,-0.0011563,0.019852,-9.7564e-05,0.011238,0.0015084,0.058249,0.034881,-0.038178,0.0050756,0.061875,-0.019063,-0.056347,-0.014881,-0.0080251,-0.064606,-0.040295,-0.023073,-0.022366,-0.0085637,-0.026134,0.043646,-0.018232,-0.0061233,0.038382,0.016481,-0.020947,0.011418,0.052651,-0.008918,0.009893,-0.037664,0.030679,0.033768,0.049337,-0.027757,-0.011174,0.026107,-0.013723,-0.041218,-0.032118,0.042655,0.017495,0.0077403,-0.02407,-0.0039037,-0.00024784
"M1121.782T12.114",-5.9308e-05,0.00075315,0.044744,-0.049099,-0.0078753,0.05833,-0.015503,0.075795,0.064943,-0.01054,-0.076959,-0.055564,-0.0076067,-0.088134,0.023091,-0.064389,0.0022299,-0.045803,0.039278,-0.0053548,0.010812,0.046554,-0.066476,0.047051,0.0075398,-0.0253,-0.023228,0.011368,-0.086269,0.0037758,-0.019219,-0.079036,0.027251,-0.037873,-0.069249,0.046183,-0.024928,-0.055258,0.085634,0.056235,0.02735,-0.025099,-0.040294,-0.00082872,-0.018033,-0.0014741,0.018458,0.093228,-0.012224,-0.012025,0.005954,0.0071056,0.0006191,-0.0063545
"M1121.785T12.107",0.0012614,-0.023716,0.051299,-0.045441,-0.0050207,0.036266,-0.030954,0.034618,0.044318,0.03735,0.0042543,-0.013168,0.0053496,0.023775,-0.048987,0.00099477,-0.066497,-0.015319,0.014672,0.010008,-0.021974,0.0053166,0.014483,0.037941,-0.021789,0.034801,-0.034481,-0.032444,-0.022115,-0.11036,0.0094216,-0.014431,-0.070246,0.053292,-0.029969,0.030277,0.031771,0.033124,-0.0096855,-0.0038094,0.0289,0.058109,0.022855,0.00049724,-0.051427,-0.05473,0.037295,0.015612,-0.098531,-0.0095325,0.01086,0.0044861,-0.015933,0.0026055
"M1123.281T13.108",-0.012225,-0.01903,0.024941,-0.0094298,0.014239,0.02941,0.0070148,-0.0030046,-0.076701,0.0093621,0.013948,-0.06691,0.023369,0.02968,-0.00057948,-0.028611,0.055694,0.039068,0.065815,-0.013422,0.00093557,-0.027278,-0.18283,-0.054645,0.085679,0.05643,-0.029153,-0.042064,-0.044467,-0.025618,-0.038593,-0.033398,-0.012175,0.088872,0.048275,0.015693,0.11606,0.046314,0.12294,-0.10569,-0.070556,0.059919,-0.10462,-0.062524,-0.074458,-0.021245,-0.08027,-0.09114,-0.04896,0.019456,-0.0094725,0.0024512,0.011919,-0.016292
"M1125.783T12.61",-0.023322,-0.045794,0.080801,-0.020437,-0.0061869,0.010429,0.0075958,-0.018883,-0.055574,0.043895,0.015779,0.012731,0.0086332,0.01334,-0.058259,-0.039221,0.020329,-0.047214,0.00022827,-0.029076,0.06369,0.028002,-0.006331,0.036463,0.020147,-0.03262,0.01753,-0.028656,-0.0065399,-0.040963,-0.00072206,-0.014994,-0.03626,0.010929,0.0035312,-0.0085092,-0.0011638,-0.037699,0.018245,0.012268,-0.018661,0.045027,-0.05714,-0.003019,0.03328,0.013763,0.020994,0.036748,0.0016968,-0.010182,-0.042134,-0.04696,0.0079485,-0.0084665
"M1126.276T16.125",-0.00051877,0.050144,0.018694,0.0025626,-0.036711,0.099407,0.0085751,-0.019467,0.065489,-0.031086,0.013325,-0.028729,-0.036815,-0.050922,0.042028,-0.0003686,-0.050581,-0.017587,-0.02727,-0.040596,-0.0022206,-0.015437,-0.014422,-0.066506,0.017933,-0.024569,0.0022408,-0.020617,0.081642,-0.033685,-0.055819,0.049158,-0.080267,-0.031517,-0.014041,0.064202,-0.023295,0.051106,0.050264,0.041138,-0.060775,0.061072,-0.035536,-0.037139,-0.0086802,-0.012216,-0.023821,-0.0026942,0.026274,0.0090753,0.015979,0.011242,0.0075166,0.0033819
"M1128.278T13.111",0.0045687,-0.0099702,0.0083323,-0.032063,-0.028085,0.0059336,0.014018,0.026943,-0.038895,0.01954,-0.013553,-0.056122,-0.010343,-0.006928,0.041215,-0.022192,0.054999,-0.050459,-0.01579,-0.019877,0.048306,0.027123,-0.010572,-0.044006,-0.010881,-0.025806,-0.005308,-0.045365,0.028967,0.093756,-0.015108,0.012195,-0.021482,0.033814,0.013594,0.0010413,0.025243,-0.025132,0.03361,0.060932,0.061565,0.007654,-0.013192,-0.020238,0.017886,-0.028751,-0.031858,0.043886,-0.023572,0.0041962,0.001158,0.015916,0.012618,0.0059524
"M1130.109T15.006",0.010391,-0.018907,0.042113,0.023255,-0.029428,0.010092,0.03363,0.01389,-0.020316,-0.040736,-0.042394,-0.033227,-0.010694,0.027324,-0.10674,-0.023749,0.026484,0.0028986,-0.026852,-0.01227,-0.12065,0.028601,0.029731,0.072516,0.056437,-0.044631,0.060291,-0.0082932,-0.040606,0.0023173,-0.022175,0.051654,0.018733,-0.0099987,0.049736,-0.0016039,-0.036084,-0.12315,-0.014764,0.016468,0.046043,-0.017734,-0.0014953,-0.035266,0.038785,-0.0014485,0.012331,-0.0037815,-0.01932,-0.014156,-0.015648,-0.019157,0.00083098,-0.0027741
"M1130.78T14.113",0.0046697,0.0079961,0.013271,0.020536,-0.037324,0.0060848,0.052254,0.034115,-0.051985,-0.033066,-0.022657,0.056872,0.042065,-0.13617,-0.075493,0.016797,-0.034606,-0.042579,-0.045301,-0.09506,0.045432,-0.037698,-0.016941,-0.0068987,-0.033458,-0.019979,0.053059,0.017885,-0.064307,-0.087266,0.065615,-0.017252,-0.045604,-0.03156,0.053517,-0.012493,-0.067208,0.019204,0.045619,-0.070204,-0.063459,-0.068364,0.053477,0.1138,-0.012322,0.0052639,0.042094,0.075823,-0.061374,-0.039352,-0.015452,0.014069,0.0060071,0.017394
"M1132.772T17.119",0.023634,0.038911,0.02879,0.0018987,-0.047532,0.052789,-0.043614,-0.016119,-0.082737,-0.01633,-0.0026924,-0.014197,0.030713,-0.045726,0.051397,0.055481,0.064831,-0.0063031,-0.0080943,-0.018384,0.050393,0.010498,-0.035985,-0.069479,0.017779,0.020635,-0.010171,-0.0072589,0.04919,0.049486,-0.039495,-0.014295,-0.00046439,0.016866,-0.046176,-0.11241,0.043249,-0.029418,0.021727,0.0056023,0.099061,0.0098236,0.0403,0.035452,0.019754,0.031549,-0.025372,0.0034258,0.035685,0.013245,-0.0053201,-0.012592,-0.049884,-0.0085589
"M1135.108T13.112",-0.0029185,0.012364,-0.014951,-0.021516,0.012768,0.014809,-0.01648,-0.021857,0.0058785,-0.025026,-0.046713,0.021957,-0.023433,0.024133,-0.04031,0.027129,0.038777,0.042956,-0.094339,0.017012,0.080586,0.01915,0.053662,-0.030962,0.031944,-0.030684,-0.1696,0.056333,0.020849,-0.043776,-0.074994,0.015072,0.089336,0.018835,-0.065561,-0.072411,0.037162,0.035689,-0.02605,-0.058172,-0.031852,0.06751,-0.052948,-0.0025548,-0.026176,-0.036746,-0.010399,0.049155,-0.0039595,0.024294,0.0081591,-0.0033145,0.00201,-0.018376
"M1135.776T16.118",0.0076443,0.038417,-0.0003256,-0.0075736,0.067964,-0.076829,0.039595,-0.075264,0.034205,-0.090691,0.014898,0.0076078,0.0112,-0.044172,-0.071772,-0.036201,-0.044117,0.021218,-0.029771,-0.064385,0.0084072,-0.14914,0.097767,-0.026161,0.0054842,0.035088,-0.0084364,0.0034856,-0.0054163,-0.0057186,-0.047139,0.044861,0.012254,0.062872,-0.0010779,-0.091397,-0.025599,-0.065614,-0.038226,-0.0059371,-0.017735,-0.060348,-0.023975,-0.0035472,0.027342,0.028793,-0.0655,0.021928,0.045033,-0.024585,0.0029193,-0.038694,-0.018068,0.0050492
"M1136.785T12.106",-0.0053206,-0.020283,0.0049785,-0.059872,-0.012411,-0.03594,-0.13573,-0.023312,0.077625,-0.03116,0.013041,0.042759,-0.043069,0.01488,-0.046241,-0.033956,0.010115,-0.024662,0.051004,0.032913,0.011211,0.030119,-0.067998,0.012211,-0.024801,-0.037511,0.017912,0.0071729,-0.028389,0.055437,0.0099807,-0.0041649,-0.017216,0.0029343,0.060561,-0.04447,-0.011471,-0.041486,0.0089823,0.054333,0.0016117,-0.0086704,-0.015027,-0.035939,-0.030618,-0.0028491,0.013364,-0.046967,0.029636,-0.001286,0.0096946,-0.0028761,-0.00035958,-0.010287
"M1138.768T17.128",0.028506,0.0644,0.0029085,0.034762,-0.044048,0.036131,-0.045145,0.0048529,0.017444,0.03147,-0.032857,0.060082,0.021508,-0.028207,0.0082926,0.013927,-0.025823,0.034851,-0.030663,-0.040497,-0.027731,0.033546,0.0026527,-0.050877,-0.0027746,-0.011563,-0.051381,0.033499,-0.052748,0.085375,0.023661,-0.10045,-0.059518,-0.025709,0.018052,0.00010321,0.0044423,-0.049733,-0.091716,-0.025002,-0.06889,0.0019244,0.01803,-0.056771,0.067054,-0.0066087,0.0864,0.071779,0.068073,0.0071506,0.063564,0.040761,-0.010811,-0.011398
"M1140.278T13.107",-0.0014005,0.00094444,0.013605,-0.0032764,-0.026344,0.0052872,-0.033232,-0.010417,-0.0076717,-0.043799,-0.010519,0.043171,0.011244,-0.026547,0.015158,0.0023721,-0.0090379,-0.028098,-0.029031,0.067789,0.059208,-0.047413,-0.0027853,0.025159,0.049105,-0.0053332,0.020637,-0.040369,-0.071746,0.060557,-0.00075585,0.014768,-0.036298,-0.015823,0.020736,0.0036667,0.09622,-0.00013481,-0.027084,0.043045,0.07062,0.0021548,0.013736,0.043887,-0.065877,-0.020442,0.052102,-0.041782,-0.038605,-0.0050019,-0.010396,-0.010568,-0.018761,0.0045071
"M1141.769T17.122",0.010167,0.033651,0.053739,0.0091821,-0.033477,0.073736,-0.022891,-0.0012783,-0.037619,0.031718,0.044911,0.018234,0.0093955,0.00077974,-0.057389,0.014787,0.022854,-0.0031004,0.031054,-0.041823,-0.056092,-0.048842,0.046071,-0.028618,-0.011,-0.019074,-0.037524,0.023594,-0.048401,-0.032135,-0.028561,0.044877,0.0049983,0.00047321,-0.0067952,-0.0035815,-0.0025806,-0.01383,-0.047769,0.041958,0.023902,-0.040527,0.0087407,-0.057773,0.065104,-0.0076582,0.0024396,-0.058043,0.0094556,-0.0080148,-0.0096513,-0.018806,-0.0065832,-0.0085365
"M1141.772T16.116",-0.005553,0.028571,0.038058,0.023278,0.028257,0.04801,-0.018501,-0.035618,-0.069687,-0.077276,0.10778,0.045241,0.032244,-0.058599,-0.061834,-0.018178,0.069218,0.091413,-0.00029996,0.003351,0.014415,-0.025736,0.039155,-0.0066798,-0.062515,-0.022016,0.0067607,0.018233,-0.10699,-0.0072109,0.057579,0.052075,-0.0315,0.046063,-0.05139,0.022257,-0.04985,0.024985,-0.024231,-0.0412,0.036818,-0.027394,-0.012945,-0.010549,0.093611,-0.069678,0.03985,-0.051557,0.04319,-0.0050252,-0.0048075,-0.0052155,0.0037284,0.00020488
"M1141.778T12.108",-0.024278,-0.010476,0.096023,0.001741,-0.00088584,-0.015576,-0.024149,0.14062,0.038206,-0.028686,-0.03798,-0.059477,-0.028864,0.002678,0.021482,0.0020165,-0.012627,-0.059924,0.0050974,0.043236,0.047605,0.0023641,-0.01527,0.13864,0.022808,0.086805,0.026818,-0.036476,0.022601,-0.050297,0.010402,-0.047629,-0.031008,-0.0057611,0.027937,-0.063064,-0.068887,0.020859,-0.093543,-0.082208,-0.0091942,-0.011261,0.057064,0.0095399,-0.031098,-0.011017,0.035053,-0.05263,0.031922,-0.02097,0.010972,-0.010616,-0.021466,0.01871
"M1146.766T17.123",0.04437,0.066145,-0.024501,0.015212,-0.030012,-0.020018,-0.029959,0.01259,-0.028908,0.036299,0.004327,-0.036266,0.022327,0.013463,-0.029577,0.018881,0.025198,-0.0095868,-0.044334,0.03388,-0.00023484,0.014928,0.028043,-0.033299,-0.032131,0.1002,-0.00056818,-0.015092,-0.0077757,0.004312,0.05066,-0.018016,0.016101,0.041882,0.0069602,-0.0035785,-0.017265,0.036218,0.013714,0.056668,0.054715,-0.010529,-0.05485,0.067132,-0.029493,0.026243,0.0058428,-0.050606,0.024366,0.012667,-0.018659,-0.033706,0.0056937,0.018743
"M1146.77T17.121",0.0088104,0.085934,-0.019409,0.052163,0.036622,-0.02963,-0.013393,0.10648,0.055784,-0.018351,0.088059,-0.10073,-0.034407,-0.064933,0.040624,-0.0055179,0.0037753,0.029304,-0.052675,-0.04576,-0.0022967,0.018727,-0.019394,0.066228,0.032979,-0.0032322,-0.0053055,0.03721,-0.049725,0.0048238,0.015168,0.013212,0.0093803,-0.0061511,0.053913,-0.024543,0.070683,-0.018472,-0.01996,0.0028803,0.041684,-0.015986,-0.048897,-0.015656,0.065965,-0.038907,-0.0081582,0.023578,-0.022529,0.0060866,0.037998,0.025394,-0.031752,-0.0091355
"M1147.27T16.128",0.030603,0.021913,-0.025333,-0.0013039,0.012763,0.0029655,0.036747,0.022748,0.014279,-0.01864,-0.048201,-0.060401,-0.031308,0.033925,0.082356,0.054572,-0.011464,0.1363,0.0087772,0.10595,0.0090315,-0.01413,-0.10987,-0.090216,-0.045609,-0.051707,-0.019998,0.034825,-0.060816,-0.038676,-0.014652,-0.014874,0.028623,-0.030318,0.021157,-0.031753,-0.074598,0.013276,-0.042936,0.00044418,0.0038965,-0.058174,0.098283,-0.0020158,-0.014168,0.017931,0.049881,-0.050039,-0.041719,-0.0044937,-0.013777,-0.027418,0.0041625,0.026645
"M1151.783T12.61",0.011853,0.02314,0.010617,-0.050841,0.001169,0.036882,0.0044317,-0.007721,-0.0094408,-0.012791,-0.036892,0.0071243,0.016413,0.016474,-0.036024,-0.0074107,-0.034008,0.0067751,0.036761,0.013343,-0.007788,-0.0082683,0.04093,-0.0083489,-0.023044,0.021104,-0.054346,0.026715,0.00098934,0.028446,-0.036074,0.027081,0.029695,0.027132,0.034924,0.0424,-0.020841,-0.01547,0.033381,-0.029411,0.076254,0.0012862,0.030906,0.010993,-0.014092,0.0020763,-0.014081,0.049894,0.034123,-0.0062751,-0.00059297,-0.001019,0.0044782,0.010359
"M1152.772T12.109",-0.0069015,-0.040723,0.058579,-0.013352,0.036416,-0.03063,0.015375,-0.074211,0.034983,0.036211,0.061632,-0.01021,-0.047677,0.055362,-0.061216,-0.12474,-0.024962,-0.11906,-0.060301,-0.027061,0.025429,-0.018804,-0.045318,-0.027217,-0.0085824,0.046065,-0.071732,0.092125,-0.043275,-0.00085411,0.044127,0.089207,-0.015769,0.0079987,0.0066844,0.0098867,-0.039,0.0052324,0.036433,-0.022796,-0.095655,-0.058055,-0.031993,0.024226,-0.01635,-0.034416,-0.030896,-0.077986,0.073439,0.0055768,-0.003155,0.007513,0.0062742,-0.017864
"M1153.768T17.12",0.021152,0.038169,0.034072,0.053926,-0.030258,-0.027789,0.028692,-0.078346,0.015401,0.07522,-0.010401,-0.0067599,0.033697,-0.060096,-0.024246,-0.099287,-0.043065,-0.031956,-0.03065,-0.00090118,0.023287,-0.082448,0.012967,-0.025293,0.039512,0.046596,-0.010669,0.030957,-0.062984,-0.05712,0.016344,0.063496,0.041394,-0.090462,0.065338,0.055329,0.0036219,0.07191,-0.068305,-0.06487,-0.012466,-0.020573,0.02429,-0.043436,0.059165,-0.031914,-0.033327,-0.013118,-0.097523,-0.00026172,-0.017282,0.0014284,0.03302,-0.021375
