"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54"
"M1386.725T14.12",-0.005398,-0.0031934,0.057045,-0.036483,-0.0077372,0.067996,-0.028838,-0.0043093,0.017493,0.004386,-0.03256,-0.0076126,0.021773,0.038429,-0.039672,-0.049899,0.00082217,0.028479,0.040922,0.016223,-0.00014779,-0.035421,0.00045566,-0.030363,0.029091,0.034975,0.037281,0.0029452,0.045743,-0.015364,-0.0092711,0.076844,-0.081155,-0.014884,-0.011834,0.0074144,-0.055754,0.044182,-0.088792,0.079273,0.01323,-0.018578,0.016278,-0.052146,0.029268,-0.021328,0.036333,-0.014049,0.071667,0.0041323,0.0051441,-0.0035209,-0.016294,-0.00092301
"M1388.062T13.11",-0.0027896,-0.0043845,0.10066,0.044021,0.0065675,-0.048734,-0.0092631,-0.021223,0.049594,-0.050648,0.047622,-0.072855,0.056103,-0.096131,-0.078434,0.012655,-0.01495,0.02155,-0.056994,0.025493,-0.07892,-0.025572,-0.0065873,-0.11963,-0.00052782,0.12397,0.0061812,-0.15854,-0.11247,-0.033807,-0.089159,-0.0047917,0.094332,-0.0056587,0.0091852,-0.0095453,0.026428,0.038623,0.0089736,0.028359,-0.0050664,0.012438,0.040468,-0.050475,-0.041792,0.14019,0.096612,0.012849,0.0058407,-0.013631,0.018316,-0.0047438,0.011965,0.0070491
"M1389.224T13.115",-0.010301,0.02482,-0.017122,-0.048851,-0.016597,0.025057,0.0023208,-0.049707,-0.031621,0.0012551,0.0099291,0.0074712,0.022206,0.0004113,-0.023349,0.00040412,-0.057224,-0.042741,-0.0091918,-0.037214,-0.014734,-0.020507,-0.027904,0.025923,0.024651,-0.014264,0.039723,0.0024554,0.033311,-0.015147,0.04716,-0.0048927,0.014084,-0.0069206,-0.013665,0.013622,0.042777,0.019965,-0.06716,-0.031052,-0.0055892,-0.020996,0.011402,0.024868,0.020917,0.045598,-0.0034668,-0.0134,0.011087,0.0036699,-0.014367,-0.022416,-0.020444,-0.012173
"M1390.227T13.111",0.0053429,0.017384,-0.027848,-0.017767,-0.031255,0.0019827,-0.023421,0.019125,-0.024296,0.015401,-0.011204,-0.018355,-0.007056,0.022577,-0.00146,-0.041278,-0.0080741,0.042857,-0.016465,0.028739,-0.033876,0.047484,0.018176,0.047153,0.0045903,-0.016686,0.026139,0.012117,-0.030458,0.038159,-0.003606,0.0091662,-0.0026034,0.042919,0.032577,-0.015077,-0.017489,0.014265,-0.01104,0.0085425,-0.070278,0.034014,0.090764,-0.088553,-0.033973,-0.03146,-0.0037476,0.062236,-0.03246,0.0083582,-0.016723,0.0009942,0.0021491,-0.0125
"M1392.401T13.109",0.0076362,0.010209,-0.023768,-0.015308,0.026088,0.011345,0.0012605,-0.013319,-0.0033949,-0.017989,-0.025627,0.0088433,-0.059874,0.0012541,0.0053628,0.012262,-0.050755,0.029252,-0.040496,0.030022,-0.024129,-0.03233,0.02286,0.0018582,0.0086484,0.03539,-0.030765,-0.05468,-0.038999,0.010011,0.028425,0.0065525,-0.0065647,-0.028234,0.0068185,0.010056,-0.028559,-0.057173,0.053535,-0.015188,-0.063366,-0.046492,0.024244,-0.0084655,0.0043259,-0.05783,0.031168,0.02251,-0.09034,-0.0065522,0.008798,0.016865,0.018842,0.0027847
"M1396.23T13.109",0.016436,0.022102,-0.052485,-0.069158,0.028534,-0.0035772,0.0057896,-0.010785,0.021385,-0.0020247,0.022772,-0.0054829,-0.023609,0.018094,0.00079993,0.011283,-0.0099806,0.0043823,0.023936,0.020031,-0.011103,-0.0196,0.0099996,-0.0038018,-0.031123,0.0069005,0.012248,-0.035465,-0.031778,0.008755,0.077684,0.008612,-0.0303,-0.010056,-0.024983,-0.026582,0.020091,-0.0028658,-0.013225,-0.028172,-0.053174,0.0093124,-0.052306,-0.0085577,0.00061357,0.0069356,-0.015724,0.022364,0.051531,0.0096359,0.0033335,-0.012958,-0.075719,-0.015976
"M1397.732T14.114",0.01184,0.018582,0.028778,0.0083586,-0.026709,0.040762,-0.026917,0.026673,0.0036133,0.022363,-0.013791,0.047075,-0.0012452,0.016269,-0.080382,-0.018693,-0.014929,0.018946,-0.085829,-0.017958,0.085393,0.055443,0.010857,0.012384,-0.023613,-0.020307,-0.051547,0.032207,-0.014369,-0.012285,0.0007043,-0.028542,0.04158,-0.015487,-0.052428,-0.01271,-0.030117,0.0096342,-0.090337,0.02476,-0.10158,0.087286,0.043951,-0.011008,-0.0444,0.024398,-0.011928,0.013062,0.043811,0.0087958,0.0023609,-0.018109,-0.0050366,-0.02279
"M1400.054T13.115",0.0033186,0.02558,-0.055446,-0.050318,0.023095,0.02191,-0.031308,-0.0019412,0.023051,-0.00069998,0.012507,0.00094055,0.00029368,-0.015887,0.0062746,0.016288,-0.009822,-0.021182,0.01328,-0.0086892,-0.017022,-0.0052213,-0.037681,0.0030906,-0.035801,0.0059369,-0.026083,-0.033572,-0.014344,-0.01744,-0.03033,0.0065601,0.013071,-0.0021023,-0.010736,-0.0011868,-0.013406,-0.0076878,0.035325,-0.011447,0.015317,-0.025378,-0.006531,0.0041838,-0.023735,0.018197,0.00089942,0.0081752,0.029975,-0.0078381,-0.0078435,-0.037654,-0.066289,-0.00248
"M1407.221T13.588",0.017711,0.038441,0.020353,-0.082087,0.03238,-0.0028085,0.03937,-0.010192,0.019109,-0.027066,0.038181,-0.024098,0.040479,0.039278,0.053984,0.019032,0.021573,-0.020007,-0.050368,0.0019748,0.030428,0.02263,0.013155,-4.9827e-06,-0.0027362,-0.0035359,0.02762,-0.05354,0.071629,0.035259,-0.013891,-0.019078,0.025398,0.077652,0.0075351,0.0012122,-0.019,-0.061747,0.026869,0.046517,-0.040324,-0.006466,0.029586,0.045086,0.01759,0.0085305,-0.060901,0.032906,-0.0083559,0.0039578,0.0048173,-0.0076774,-0.015625,0.01272
"M1412.721T13.112",0.0075144,0.026044,-0.020917,-0.042824,0.00081415,-0.0026858,0.010237,-0.027686,-0.011778,0.0011667,-0.053008,0.051274,0.011389,-0.048769,-0.017831,-0.02799,-0.0053338,-0.03698,-0.034997,0.019818,-0.026448,-0.045206,-0.0049087,0.0042885,-0.0039746,-0.039261,0.010524,-0.0072339,0.027979,-0.015954,0.021945,-0.015027,0.013848,0.01606,-0.0013548,0.020238,-0.019567,-0.0091565,-0.042492,0.010597,0.0060256,-0.002163,-0.045235,-0.015152,-0.04197,0.051399,-0.025622,0.0011121,0.011756,-0.0067586,0.0025053,-0.0018118,0.012032,0.0063012
"M1413.222T13.11",-0.0025595,0.011763,-0.030989,-0.036885,0.0073957,0.018751,0.023709,0.0089355,-0.0073311,-0.0042112,0.047829,0.054475,0.025556,0.046405,-0.017816,0.00016749,0.011876,-0.016296,-0.010909,-0.030304,0.050781,-0.020497,-0.043631,0.061816,-0.018149,0.018739,-0.031902,0.011214,-0.021177,0.036801,0.021159,0.0024316,0.033685,-0.025148,-0.031344,0.01101,0.049195,0.052307,0.018222,0.029683,-0.017299,-0.054616,0.074361,-0.017134,0.029264,-0.017913,0.032622,-0.0030414,-0.08118,-0.0098178,-0.012314,-0.0013829,-0.0271,-0.008725
"M1414.729T13.11",0.0089372,0.012468,-0.001413,-0.049091,0.0035485,0.018743,-0.020089,-0.019257,-0.0088027,-0.0097643,-0.0015067,-0.024638,0.012472,0.010315,0.0056299,0.0098915,-0.040366,0.023966,-0.020413,0.010575,0.01003,-0.0035603,0.00745,0.023811,0.019099,0.024698,-0.0086122,0.019969,0.0040272,0.043986,0.028666,-0.024876,0.026233,0.010572,-0.014642,-0.024287,-0.002028,-0.0054317,0.065773,0.047714,0.014023,-0.034011,0.014839,-0.033221,0.043404,-0.043246,0.013563,0.025755,-0.0020287,0.0019382,-0.0031609,0.0042976,-0.0078614,-0.0010555
"M1415.719T14.621",0.00348,0.026488,-0.0034623,-0.019307,0.036589,0.011272,-0.0015003,0.022886,0.015708,0.0074265,-0.0036652,0.0063854,0.014064,0.019671,0.019541,-0.018294,0.0014125,-0.06047,0.0039828,0.039023,0.023395,0.047536,0.063388,0.0082882,-0.052328,0.0065024,-0.082247,-0.11512,-0.063874,0.048663,-0.037994,0.090278,0.033395,-0.033543,0.047718,-0.030166,0.0070849,0.12703,0.044013,0.042738,-0.0083495,-0.019444,-0.044893,0.043039,0.023649,-0.042229,0.034689,0.051554,-0.056484,-0.0078562,-0.017753,0.013991,-0.0056065,0.0089914
"M1417.465T13.61",0.014017,-0.010424,0.0021773,-0.086105,-0.011091,-0.038484,-0.03355,-0.0092743,0.016037,-0.080519,0.0019794,-0.0046241,0.05814,-0.0068435,-0.033856,-0.015894,-0.027416,-0.0041506,-0.056263,-0.062876,-0.07786,-0.042077,0.008549,-0.02181,-0.017371,0.04741,-0.093064,-0.0083085,-0.047773,-0.053437,0.065371,-0.064477,-0.081203,0.029418,0.013649,0.014176,0.071802,-0.030646,0.074587,0.068985,-0.013756,-0.0030613,0.024146,-0.10006,-0.12877,-0.011472,0.017827,0.043481,0.070089,-0.011178,0.015169,-0.0065087,-0.02247,0.013221
"M1418.72T12.097",-0.0010551,-0.04067,0.038959,-0.051272,0.021124,0.047948,-0.013561,0.0016326,0.0054833,-0.026538,0.016177,-0.0051777,0.010186,0.039185,0.018768,0.0053535,0.01097,-0.0095795,-0.035939,-0.069872,0.0072413,-0.019816,-0.024994,0.0081269,0.0037294,-0.063858,0.0044234,-0.015296,0.02735,0.049829,0.021555,-0.060243,0.040925,-0.025973,-0.055924,0.031053,0.045185,0.00069729,-0.025441,-0.0038109,0.010143,-0.010676,-0.0063556,-0.072132,-0.035159,0.015934,-0.058151,-0.035768,0.030727,0.0034289,0.011392,0.00081917,-0.0059616,-0.010196
"M1419.724T14.619",-0.027263,0.00079925,0.020652,0.018811,-0.0067423,0.031383,-0.03598,0.025974,-0.0074928,0.010388,0.012567,0.031911,-0.027456,-0.0024201,-0.012291,-0.05037,0.063778,0.022228,-0.027669,0.025597,-0.040261,-0.01904,0.030703,-0.0041018,-0.062933,-0.0011355,-0.045859,0.050446,0.005535,0.04343,-0.053112,-0.036582,0.099339,0.013009,0.056059,-0.082299,0.028664,0.020807,0.015445,-0.072095,0.016373,-0.098338,0.014629,-0.0080753,-0.0014521,-0.025873,0.00095866,0.061875,0.025521,-0.0044315,-0.00012217,0.00098985,-0.018179,0.00015395
"M1422.052T13.142",0.0097986,0.028704,-0.045467,-0.058839,0.02054,-0.01186,0.0088604,-0.017235,0.0086161,0.015974,0.010903,-0.019735,-0.02271,0.02875,-0.0033587,0.0014716,0.013634,-0.0042566,-0.019599,-0.0070977,0.038775,0.016972,-0.0052336,0.0019655,-0.047303,0.038063,0.0011359,-0.04349,0.034935,-0.025565,-0.018022,0.0026345,-0.024663,-0.011527,0.04392,0.11674,-0.014546,-0.022044,0.0015126,0.0023071,-0.040054,0.010451,0.047725,0.032899,0.016055,-0.011784,-0.021936,0.02071,0.065527,0.017735,0.034856,0.020195,-0.020499,-0.0021833
"M1428.722T13.111",0.014081,0.023494,-0.0089498,-0.043604,-0.0037112,0.016071,0.014,0.033017,0.012628,-0.022743,-0.00066742,-0.011496,-0.0053357,0.02451,-0.0064796,-0.016787,0.020721,0.0087445,0.0032099,0.048225,0.020717,-0.030409,-0.013756,0.016148,0.02649,-0.018597,-0.010264,0.01411,-0.020244,0.0078763,-0.054926,-0.028627,-0.014603,0.013024,-0.0077367,-0.011187,-0.014034,-0.047486,0.037611,-0.011935,0.039626,0.0099607,-0.042989,-0.0048253,0.047311,0.0043592,-0.0034212,0.019897,-0.016762,0.0035163,0.0045001,-0.0028332,0.00093221,0.0029398
"M1429.059T13.111",0.0088247,-0.018286,0.015276,-0.020422,-0.0037072,-0.028389,-0.099299,-0.042001,0.027491,0.091507,-0.0092218,-0.11378,0.043134,-0.03048,-0.024264,0.032018,-0.065001,-0.0078417,0.11179,0.049552,-0.052352,0.032594,-0.065911,-0.042438,0.019017,0.007636,0.054405,-0.018907,-0.035152,-0.068555,-0.025561,-0.057038,-0.0075767,-0.087353,0.045504,-0.10512,0.0085489,0.004457,0.026754,0.011012,0.05311,-0.012843,0.13517,-0.10301,-0.093946,-0.046279,-0.0081268,0.10472,-0.08591,-0.012096,-0.024796,-0.021517,0.0060115,-0.0052935
"M1434.718T13.115",-0.010766,0.0033925,0.032632,-0.043078,-0.00037333,0.033399,-0.016013,-0.021388,-0.025318,0.053908,0.053251,-0.034773,-0.00799,-0.0060163,0.019679,-0.054858,0.050363,-0.051175,0.045446,0.0060553,0.012934,-0.022795,0.011956,0.037569,-0.014241,-0.015451,-0.034775,-0.002095,0.02274,0.021144,0.034461,-0.021096,0.01601,0.0020072,-0.020073,0.036443,-0.0028375,0.0062076,-0.013424,0.012478,-0.033933,-0.0021756,0.0034813,-0.010015,0.029647,-0.0056925,-0.018708,-0.05422,0.060725,0.011572,0.0022959,0.0002257,-0.01828,-0.02022
"M1436.722T13.111",0.00043369,0.032404,-0.02703,-0.063463,-0.00548,0.0043275,-0.0073816,0.001845,0.0013279,-0.004532,-0.016063,-0.00040938,-0.026646,0.0045962,-0.0034868,0.0015884,-0.022401,-0.0018355,0.028936,0.0015935,0.035359,-0.03365,-0.00091126,-0.031874,-0.032833,0.0056827,0.0087893,0.001516,-0.014566,0.026856,-0.0032658,0.00023173,0.02656,0.034511,-0.011358,0.016117,0.0084998,-0.014375,-0.0039335,-0.0098174,-0.032478,0.026158,-0.010984,0.020005,0.032892,0.0072254,0.020214,-0.036016,-0.0071999,0.001995,0.016514,0.010289,0.021559,0.010831
"M1437.72T13.111",0.0024249,0.013506,0.011039,-0.032485,-0.0020186,0.051564,0.0035116,0.0019656,-0.0052222,0.0013863,0.010841,-0.0014989,-0.0076074,0.004286,-0.035047,0.0049331,-0.018992,-0.0098526,-0.005433,0.027976,-0.067604,-0.007321,0.016273,-0.028094,-0.050081,0.045378,0.042158,-0.038083,0.014206,0.033883,-0.029149,-0.023259,0.016456,0.034133,0.019466,-0.029192,-0.012838,0.04828,-0.052177,0.015189,-0.050201,0.045807,0.052363,-0.011498,-0.0011014,-0.038592,0.038029,-0.03294,-0.019331,0.0042641,0.0066199,0.004399,-0.0011783,0.012118
"M1438.046T13.106",0.0041627,0.01576,0.0028693,-0.038452,0.024517,0.014181,-0.03046,0.0062468,0.012553,-0.022199,-0.066545,0.046645,0.051295,-0.0098034,-0.07849,-0.0113,-0.042382,-0.020486,0.022881,0.11086,0.012412,-0.041832,0.0021775,-0.051439,0.034399,0.023736,0.047784,-0.018433,0.039301,0.07018,-0.0028345,0.022836,-0.056239,-0.028997,-0.044718,0.056895,0.0016231,-0.0078504,-0.062695,-0.026514,-0.028628,0.0080643,0.024132,-0.027954,-0.032317,0.01254,-0.011471,-0.04468,0.025829,0.0030966,-0.0091609,-0.034234,-0.01852,0.0028087
"M1440.718T13.112",0.0090924,0.030538,-0.0070197,-0.048373,-0.022561,0.0028601,-0.0091636,0.011822,-0.011152,-0.0021922,-0.00644,0.016449,-0.014973,0.0069296,0.016202,-0.031316,-0.013886,0.018268,-0.049078,0.0012322,0.028917,-0.0081629,-0.001091,0.053794,-0.0083721,0.0071372,-0.027476,0.026836,-0.025746,-0.013778,0.026174,0.012783,-0.012883,-0.0049728,0.00010445,-0.021019,-0.017895,-0.039348,-0.032721,-0.029143,-0.0070754,-0.050881,-0.0093905,0.015173,-0.035919,-0.010371,-0.030552,0.012797,-0.030281,0.010214,-0.006106,0.0048341,0.0076702,-0.012675
"M1440.72T13.11",0.011642,0.022413,-0.014094,-0.055819,-0.0092246,0.010546,-0.011182,0.0087964,-0.0046599,-0.01462,0.006418,0.022926,-0.02688,-0.024859,-0.013767,-0.036385,-0.026075,0.0507,-0.039121,-0.012984,0.055406,-0.0016767,0.018271,0.023949,-0.018981,0.0051699,0.0019795,0.021444,-0.03532,-0.0087498,1.7556e-05,-0.0025858,-0.01229,-0.0040653,-0.011445,-0.030085,-0.013574,-0.022954,-0.057469,0.0043045,-0.014511,-0.018193,-0.045875,0.049456,-0.030243,0.0046158,-0.014261,0.01668,-0.015821,-0.0021409,0.01917,0.013131,-0.0041994,0.0027283
"M1446.718T13.11",0.018807,0.025563,-0.038754,-0.052343,0.02859,0.0013403,-0.009751,0.0041606,0.010729,-0.032031,-0.027167,-0.020832,0.012304,-0.0091777,-0.05505,0.021801,0.02649,0.0010011,0.0078516,-0.019785,0.014234,0.026856,-0.028105,0.0034497,0.011731,-0.015817,0.024257,0.0037528,0.018947,-0.0063742,-0.032473,-0.037312,0.019157,-0.00049807,0.027532,0.0038714,0.016222,-0.010459,-0.023094,-0.020144,0.019205,0.058159,-0.036156,-0.017057,0.0012248,-0.017493,0.035924,-0.065419,-0.011252,0.011724,0.0019829,-0.019346,0.0066818,0.0060077
"M1447.213T13.111",0.017727,0.0301,-0.023009,-0.014912,0.024241,-0.0067894,-0.027297,0.0020709,0.054961,-0.0068684,0.039708,-0.010146,-0.013507,0.062729,-0.02134,0.040485,-0.0025014,-0.018447,0.0095312,0.0046315,0.02688,-0.010981,-0.001534,-0.010278,0.030463,0.028655,-0.02577,-0.012799,-0.026331,-0.022496,0.010551,-0.074361,-0.046266,0.0079462,-0.026579,0.032535,0.040992,0.05289,-0.0016608,0.0055047,0.0088375,-0.02183,-0.0021325,-0.0098804,-0.054836,-0.0013353,0.034103,-0.075463,0.027752,0.017029,0.0057282,-0.01501,0.011992,-0.00032551
"M1448.712T16.544",0.0078582,0.090298,-0.0080285,0.053093,0.0066142,-0.0041477,-0.011479,0.017839,0.0020533,0.0025424,0.034479,-0.026216,0.0053982,-0.04513,-0.082465,0.086791,0.015427,0.034328,-0.023663,0.026461,0.013838,-0.01587,0.030817,0.0033322,0.044098,-0.00075245,-0.0086695,-0.034872,-0.0014078,-0.0078329,-0.017037,-0.024117,-0.0040935,0.018978,-0.0023777,-0.010595,0.012257,-0.031773,-0.025621,0.0063107,-0.049141,0.04394,0.075069,0.055659,-0.010947,0.043512,-0.02514,-0.0072835,0.016059,-0.0030267,0.044308,0.011307,-0.036659,-0.0039152
"M1451.39T13.11",0.0067966,0.0089313,-0.024567,-0.059302,-0.0079694,0.011944,0.016734,-0.0021303,-0.016344,-0.023373,-0.011923,0.029134,0.020069,0.017577,-0.013658,-0.032693,0.037394,-0.020615,-0.0071333,-0.0082815,0.021454,-0.017141,-0.012747,-0.029609,-0.0085291,0.024679,-0.013731,0.0071779,-0.024897,-0.0020195,0.017838,0.019789,-0.0056792,0.022168,-0.013306,-0.029087,0.0012257,-0.019071,0.0032189,0.040145,0.0086398,-0.0034091,0.013548,0.029122,0.024677,0.049644,0.019657,-0.046293,-0.053304,0.0070883,-0.002523,0.014801,0.014069,-0.00073621
"M1451.392T13.111",0.0083047,0.010673,-0.033972,-0.047707,-0.0088089,0.017268,0.02128,-0.0058702,-0.020558,-0.019813,-0.012008,0.027467,0.011946,0.01682,-0.019956,-0.044029,0.010941,-0.014081,-0.025277,-0.017625,0.0075778,-0.014578,-0.036007,-0.033037,0.006864,0.010526,-0.029754,-0.01332,-0.041096,-0.000104,-0.023399,0.023873,0.003546,0.014256,-0.019913,-0.013683,0.0046235,-0.0047061,-0.0011539,0.051682,-0.0087954,0.011839,0.0055271,0.011068,-0.011871,0.054776,-0.0043792,-0.051207,-0.023801,0.00010646,-0.00054647,0.003954,0.011938,0.001855
"M1452.053T13.111",0.020428,0.018497,-0.013819,-0.0038568,0.020576,0.023688,0.0089081,0.00028358,0.037492,0.0076423,-0.013216,-0.01941,-0.030337,0.015095,-0.020457,0.011088,-0.0029197,-0.046235,-0.028253,0.0029009,-0.016943,-0.036147,-0.017691,0.062174,0.0050633,-0.0089351,0.0068658,0.0080073,-0.025281,-0.005814,-0.016475,0.051142,0.0043557,0.033985,-0.023209,-0.037797,-0.0062464,0.059887,-0.0027149,0.062151,-0.003791,0.03318,0.036901,-0.079242,0.049903,0.05759,0.024913,0.018333,0.030406,-0.012302,-0.0049482,-0.0040979,0.012798,0.0037543
"M1458.718T12.108",0.0097868,-0.0097362,0.0064895,-0.0365,0.018946,0.063133,0.01425,0.028686,-0.012156,0.033227,0.003812,0.040646,0.049882,0.012534,0.018914,-0.010105,0.028806,-0.0065822,0.021894,0.006588,-0.025972,0.0080048,-0.067931,-0.014009,0.085263,0.040194,0.016504,0.033522,-0.016743,0.0095155,0.0022531,-0.010347,-0.029701,0.070455,-0.0041109,0.03414,0.027835,-0.017824,0.0056672,-0.023541,0.012491,-0.026478,-0.026413,0.046483,-0.060312,0.043353,0.02773,-0.052577,-0.0096353,0.0034785,-0.0022723,4.25e-05,-0.006775,0.0058311
"M1460.049T13.11",0.01948,0.012937,-0.011069,-0.037519,-0.0084164,0.029475,0.026277,0.0033844,0.038298,0.0017105,0.016643,-0.0046582,-0.065402,-0.0033028,-0.0016871,0.045058,0.014809,0.013004,-0.017027,0.0095087,0.012286,-0.015866,-0.010892,-0.017831,-0.058803,0.0086698,-0.025503,0.023521,-0.026122,0.025646,0.0049277,0.0078519,0.012331,0.018931,0.030312,0.022118,-0.0093596,-0.005758,-0.031324,0.012393,0.00095905,0.026361,-0.0020224,0.057589,-0.042267,-0.027219,-0.054678,0.040177,-0.015355,-0.00097164,0.012789,0.0018785,0.0045036,0.012168
"M1460.051T13.111",0.016569,0.013998,-0.019125,-0.043855,0.017958,0.026107,0.030517,0.011151,0.036326,0.0015197,-0.013616,-0.0093199,-0.050406,0.021306,0.00086484,0.05105,0.0036056,0.045716,-0.0074099,-0.0059889,0.025763,-0.027638,0.0092579,0.0008519,-0.041479,-0.0081828,-0.04846,0.010064,-0.025038,0.0071873,0.0045674,-0.0070132,0.020325,0.036134,0.025858,-0.0099466,0.015396,-0.013473,-0.038099,0.019323,-0.016596,0.014578,-0.013404,0.003395,-0.036303,-0.032733,0.00012528,0.045762,-0.026045,0.0065761,0.027489,0.022424,-0.030612,-0.0074788
"M1461.717T12.108",-0.00049687,-0.0084744,0.069203,-0.055738,-0.022921,0.0086927,0.023647,0.011717,0.020618,-0.03369,0.03357,-0.0090583,0.0013813,0.049568,0.02989,0.0028713,-0.033698,0.011333,-0.020171,0.0022113,0.0067464,-0.016346,0.061857,0.063846,0.025251,0.032453,-0.0031404,-0.013141,0.08658,0.0082027,-0.0025968,0.034623,-0.068739,0.043524,0.053214,0.0030626,0.042472,0.024622,-0.062138,0.0027586,0.012166,0.034825,0.07777,0.035148,0.0032069,-0.078792,0.0057186,0.02186,0.018798,0.011508,0.028209,0.049053,0.048883,0.015205
"M1464.714T13.136",0.0031428,0.012433,0.0061376,-0.036248,-0.016855,-0.0036635,-0.039103,0.012886,-0.028968,0.014355,0.024925,0.014524,-0.024576,-0.018651,0.018141,-0.033919,-0.014637,0.013456,0.014168,-0.036743,0.036277,0.025825,0.017832,0.0026689,-0.030772,-0.025398,0.0031781,-0.055535,0.028669,0.023185,0.0021165,0.031247,-0.014133,0.011941,0.042847,-0.021653,-0.056973,-0.055152,-0.013255,0.045802,0.021997,-0.048395,-0.025171,-0.017244,-0.012956,0.00065974,0.033978,0.021557,0.033037,0.00097256,-0.0054585,-0.0039274,-0.015752,-0.013272
"M1467.38T13.11",0.0085643,0.02172,0.0078425,-0.044267,0.0034113,-0.020516,-0.02857,0.03072,0.036522,-0.0028463,-0.015871,-0.021517,-0.024212,0.00081341,-0.07016,-0.029599,-0.032904,-0.010884,0.044086,0.087156,0.01312,0.017455,0.015148,-0.071599,0.0071685,0.0084167,0.0061791,-0.025494,-0.035876,0.036519,-0.045585,0.041323,0.017637,-0.076136,-0.07138,0.0061895,-0.031811,0.048899,-0.025324,0.067616,-0.094228,-0.027176,0.0036984,0.0361,-0.019709,-0.032737,-0.027628,0.023339,-0.035319,0.0043351,0.02668,0.030167,-0.042682,-0.010564
"M1470.717T14.622",0.0013896,-0.00204,0.064235,-0.043328,-0.012352,0.015291,-0.021421,-0.019448,0.02322,0.018482,0.042325,-0.0017602,0.015233,-0.0035008,-0.01378,-0.01863,0.012638,-0.015691,-0.0071022,-0.034861,0.03671,0.032861,0.0051546,-0.016549,-0.012276,0.061198,-0.008262,-0.055926,-0.035721,-0.01517,-0.056761,-0.008889,-0.092522,0.005385,0.0063528,0.053807,-0.0485,-0.016719,-0.031945,-0.030556,0.037392,-0.019632,0.027099,0.013729,0.025789,0.030936,-0.011641,0.067358,0.036597,-0.012241,0.017695,-0.013893,-0.022934,0.0061065
"M1470.72T12.108",-0.0041609,0.006042,0.041117,-0.042872,-0.01505,0.0032759,0.0012097,-0.026028,-0.0038103,0.032684,0.06298,0.014582,0.018624,0.030372,-0.039354,-0.032582,0.014936,0.0021948,-0.049897,-0.0062638,0.084939,0.060769,-0.0038582,-0.01372,0.0027151,0.027323,-0.0062581,-0.012626,-0.024371,-0.022055,-0.043247,-0.0038548,-0.016649,0.0067799,-0.045223,0.020874,-0.073585,0.030433,-0.098659,0.018866,-0.02394,0.055633,0.044061,-0.0079332,-0.015155,0.059038,-0.031214,0.071383,0.0088746,0.00072932,0.0078358,-0.013451,-0.02194,-0.010874
"M1472.709T14.053",-0.0054813,-0.0057116,0.051183,-0.029431,-0.035885,0.0090947,0.01653,-0.01315,-0.036119,-0.0078265,0.034484,-0.022128,0.0104,-0.068639,-0.0212,0.0035822,-0.12151,-0.003424,-0.0049916,0.079117,0.045433,0.0065403,-0.01123,0.0071603,0.011946,-0.028616,-0.016375,0.052081,-0.062779,0.010876,0.098161,-0.02183,0.0096285,0.024634,-0.018224,-0.029658,-0.048025,-0.017063,0.017503,-0.02904,-0.012617,-0.021508,0.039386,-0.021955,0.059894,0.0089068,-0.021184,0.05077,0.035215,-0.012629,-0.016394,0.0035348,-0.0044507,-0.013021
"M1472.714T13.108",-0.0079257,-0.011291,0.03605,0.031273,-0.0042343,0.030297,0.048525,0.023835,-0.028292,-0.026067,0.0081416,-0.067866,0.040473,0.064684,0.0071181,-0.047591,0.023112,0.05505,0.046351,0.034254,-0.035918,-0.03107,-0.097163,-0.032487,0.043292,-0.010616,-0.016157,0.029881,-0.058566,0.03856,0.039394,-0.0015371,-0.08564,0.0068282,-0.0045041,0.034928,0.024881,-0.070609,0.019047,0.059315,-0.039585,0.048775,-0.094971,0.0067919,0.042482,0.019587,-0.058028,-0.014592,0.023994,-0.001961,0.0059707,-0.012282,-0.014308,0.0050403
"M1473.715T13.11",0.014134,0.024242,-0.01814,-0.044756,-0.011512,-0.007793,0.032716,0.0025782,-0.016388,-0.051351,-0.024585,-0.019251,-0.012746,0.022295,-0.026907,-0.011165,-0.0061808,0.0039133,0.013335,-0.0089044,0.010224,-0.011222,-0.05497,0.015309,-0.0067856,-0.02436,0.018497,-0.0033468,-0.042927,-0.012822,0.015605,-0.0028491,-0.026515,-0.007298,0.028463,-0.00097528,-0.013244,0.002763,0.01574,0.0096901,-0.022053,0.0081253,0.056547,0.0059993,-0.00355,-0.019667,-0.038637,0.015332,0.018159,-0.0020744,-0.019819,-0.020867,-0.018857,-0.0019985
