"","Comp. 1","Comp. 2","Comp. 3","Comp. 4","Comp. 5"
"M867.206T809.129",0.33615,0.37802,0.37796,0.37796,0.37796
"M805.362T924.937",0.33489,0.43113,0.43105,0.43105,0.43105
"M1014.89T1344.191",0.33319,0.45415,0.45406,0.45406,0.45406
"M969.813T316.499",0.33099,0.42104,0.42168,0.42168,0.42168
"M265.261T1518.666",0.33093,0.34333,0.34341,0.34341,0.34341
"M377.162T1630.7",0.32859,0.3348,0.33485,0.33485,0.33485
"M1030.642T1193.369",0.32806,0.36052,0.36291,0.36291,0.36291
"M577.137T781.037",0.32597,0.42217,0.42224,0.42224,0.42224
"M942.469T1308.469",0.3254,0.34156,0.34154,0.34154,0.34154
"M469.095T760.602",0.32516,0.33273,0.33277,0.33277,0.33277
"M693.17T791.92",0.32472,0.34282,0.34318,0.34318,0.34318
"M265.426T1576.148",0.32439,0.40906,0.40924,0.40924,0.40924
"M576.861T67.042",0.324,0.34999,0.35003,0.35003,0.35003
"M297.119T136.686",0.32104,0.37582,0.37589,0.37589,0.37589
"M1296.901T900.549",0.3177,0.39279,0.39497,0.39497,0.39497
"M537.08T758.19",0.31565,0.3362,0.33671,0.33671,0.33671
"M329.088T474.939",0.31503,0.33997,0.34067,0.34067,0.34067
"M359.022T90.408",0.31262,0.33923,0.33918,0.33918,0.33918
"M269.15T1584.952",0.31095,0.33336,0.3333,0.3333,0.3333
"M1031.84T1213.333",0.31084,0.30848,0.3086,0.3086,0.3086
"M881.515T1351.787",0.31031,0.3038,0.30388,0.30388,0.30388
"M1327.552T905.478",0.30725,0.30542,0.30616,0.30616,0.30616
"M415.744T872.34",0.30638,0.41917,0.41951,0.41951,0.41951
"M553.164T782.325",0.30513,0.31905,0.32023,0.32023,0.32023
"M627.173T806.181",0.29848,0.29837,0.30037,0.30037,0.30037
"M456.925T66.979",0.29822,0.43125,0.43122,0.43122,0.43122
"M513.129T730.532",0.2979,0.29315,0.29464,0.29464,0.29464
"M418.974T1483.997",0.29735,0.29539,0.2959,0.29591,0.29591
"M442.938T91.386",0.29553,0.30172,0.30175,0.30175,0.30175
"M655.655T928.688",0.29545,0.29081,0.29077,0.29077,0.29077
"M723.112T851.461",0.29117,0.30844,0.31069,0.31069,0.31069
"M492.868T66.13",0.29008,0.29392,0.29446,0.29446,0.29446
"M673.289T892.945",0.2896,0.37997,0.38008,0.38008,0.38008
"M665.267T889.419",0.28857,0.39763,0.39768,0.39768,0.39768
"M707.828T66.684",0.28558,0.38692,0.38712,0.38712,0.38712
"M1136.545T907.7",0.28556,0.31667,0.31741,0.31741,0.31741
"M429.365T315.31",0.28506,0.28238,0.28339,0.28339,0.28339
"M367.102T765.544",0.28437,0.38432,0.38425,0.38425,0.38425
"M654.008T318.692",0.28193,0.40194,0.40206,0.40206,0.40206
"M661.226T856.483",0.28193,0.37623,0.37735,0.37735,0.37735
"M478.295T1238.56",0.28187,0.30827,0.3085,0.3085,0.3085
"M371.09T764.993",0.28172,0.29259,0.29291,0.29291,0.29291
"M355.067T660.488",0.27826,0.28429,0.28446,0.28446,0.28446
"M1296.442T316.362",0.27545,0.45518,0.45572,0.45572,0.45572
"M334.932T113.331",0.27535,0.27195,0.27195,0.27195,0.27195
"M676.835T65.732",0.27472,0.3484,0.34869,0.34869,0.34869
"M475.877T67.555",0.2734,0.2981,0.29812,0.29812,0.29812
"M338.938T105.668",0.26748,0.26367,0.26774,0.26774,0.26774
"M336.86T96.244",0.26486,0.30082,0.30174,0.30175,0.30175
"M206.988T126.118",0.26479,0.2859,0.28585,0.28585,0.28585
"M473.173T806.642",0.26362,0.28713,0.28734,0.28734,0.28734
"M865.489T1291.829",0.2604,0.25698,0.25757,0.25757,0.25757
"M767.194T317.413",0.25948,0.27385,0.27642,0.27642,0.27642
"M941.508T1318.851",0.25939,0.25433,0.25435,0.25436,0.25436
"M318.143T1501.634",0.25905,0.26565,0.26734,0.26734,0.26734
"M280.961T95.439",0.25856,0.35996,0.36019,0.36019,0.36019
"M632.663T319.55",0.25843,0.33956,0.34014,0.34014,0.34014
"M431.759T791.911",0.25706,0.39161,0.39154,0.39154,0.39154
"M1071.439T878.893",0.25555,0.53886,0.53878,0.53878,0.53878
"M651.363T1268.695",0.25544,0.26541,0.26642,0.26642,0.26642
"M451.174T880.577",0.25394,0.54408,0.54408,0.54408,0.54408
"M362.298T315.255",0.25357,0.29443,0.29478,0.29478,0.29478
"M674.842T67.64",0.25318,0.30647,0.30657,0.30657,0.30657
"M425.046T798.077",0.25035,0.31861,0.32075,0.32075,0.32075
"M645.124T781.203",0.24982,0.249,0.24895,0.24896,0.24896
"M1323.606T888.291",0.24577,0.24994,0.25173,0.25173,0.25173
"M1224.522T894.229",0.24379,0.25334,0.25335,0.25335,0.25335
"M383.433T314.152",0.23784,0.23803,0.23909,0.23909,0.23909
"M447.259T942.596",0.23768,0.25131,0.25231,0.25231,0.25231
"M833.365T968.818",0.23625,0.39725,0.39821,0.39821,0.39821
"M427.197T838.449",0.23405,0.39366,0.39398,0.39398,0.39398
"M182.994T112.283",0.23368,0.24393,0.24719,0.24719,0.24719
"M459.052T765.953",0.23087,0.38009,0.38025,0.38025,0.38025
"M568.907T66.858",0.2295,0.2465,0.24645,0.24646,0.24646
"M1192.357T906.767",0.22829,0.29454,0.29682,0.29682,0.29682
"M576.128T818.314",0.22624,0.43338,0.4333,0.4333,0.4333
"M397.074T474.916",0.22343,0.22272,0.22484,0.22485,0.22485
"M685.228T857.881",0.22174,0.34151,0.34146,0.34146,0.34146
"M508.881T66.935",0.22165,0.34187,0.34181,0.34181,0.34181
"M985.574T1225.672",0.22128,0.36061,0.3607,0.3607,0.3607
"M851.912T1326.892",0.21839,0.23201,0.23199,0.23199,0.23199
"M631.833T319.717",0.21155,0.25946,0.26041,0.26041,0.26041
"M431.156T735.48",0.20678,0.26339,0.26605,0.26605,0.26605
"M437.041T470.729",0.20611,0.35566,0.35619,0.35619,0.35619
"M445.135T747.805",0.20432,0.22183,0.22447,0.22447,0.22447
"M418.218T902.438",0.2032,0.44055,0.44065,0.44065,0.44065
"M530.968T106.005",0.20187,0.2606,0.26111,0.26111,0.26111
"M322.969T105.104",0.20004,0.2126,0.21265,0.21265,0.21265
"M331.068T223.104",0.19646,0.28929,0.28942,0.28942,0.28942
"M921.12T945.55",0.19431,0.19354,0.19416,0.19416,0.19416
"M413.104T602.912",0.19268,0.25197,0.25383,0.25383,0.25383
"M1030.586T1195.906",0.19114,0.24511,0.24509,0.24509,0.24509
"M626.824T67.188",0.19028,0.18652,0.18649,0.18649,0.18649
"M691.153T854.793",0.18924,0.20291,0.20333,0.20333,0.20333
"M771.369T883.552",0.18758,0.23421,0.23421,0.23421,0.23421
"M1100.582T1225.322",0.18758,0.26982,0.26991,0.26991,0.26991
"M778.832T66.858",0.18728,0.24565,0.24764,0.24764,0.24764
"M451.218T291.531",0.1832,0.37648,0.37675,0.37675,0.37675
"M627.229T851.009",0.18317,0.48497,0.48488,0.48488,0.48488
"M589.773T907.878",0.18026,0.22263,0.22425,0.22425,0.22425
"M1009.554T1308.282",0.18001,0.19844,0.1984,0.1984,0.1984
"M653.828T318.352",0.17933,0.22211,0.22207,0.22207,0.22207
"M809.433T1339.33",0.17789,0.17986,0.18066,0.18066,0.18066
"M773.211T817.036",0.17777,0.39363,0.39362,0.39362,0.39362
"M1014.811T1344.847",0.17725,0.19844,0.19925,0.19925,0.19925
"M457.19T799.683",0.17483,0.29254,0.29249,0.29249,0.29249
"M1130.454T886.215",0.17333,0.30007,0.30296,0.30296,0.30296
"M547.145T895.878",0.1677,0.21415,0.21436,0.21436,0.21436
"M1099.581T1224.487",0.1659,0.32049,0.32043,0.32043,0.32043
"M593.922T852.299",0.16422,0.2282,0.23014,0.23014,0.23014
"M1014.782T1351.411",0.16166,0.19167,0.19244,0.19244,0.19244
"M1333.355T942.499",0.16137,0.16168,0.16534,0.16534,0.16535
"M477.088T1628.76",0.15927,0.18291,0.18506,0.18506,0.18506
"M241.033T103.182",0.15904,0.15604,0.15699,0.15699,0.15699
"M391.065T766.545",0.15777,0.25605,0.25669,0.25669,0.25669
"M729.273T847.264",0.15713,0.18246,0.1844,0.1844,0.1844
"M641.167T774.439",0.15684,0.1612,0.16842,0.16842,0.16842
"M353.052T831.694",0.15624,0.40727,0.40965,0.40965,0.40965
"M999.727T1404.686",0.15414,0.15094,0.15153,0.15154,0.15154
"M758.447T1173.243",0.15385,0.15335,0.15453,0.15453,0.15453
"M1167.557T907.179",0.15079,0.19167,0.19574,0.19574,0.19574
"M485.178T783.442",0.14989,0.35128,0.35177,0.35177,0.35177
"M289.086T1163.856",0.14896,0.40778,0.40771,0.40771,0.40771
"M437.044T765.875",0.14557,0.33293,0.33293,0.33293,0.33293
"M421.069T767.549",0.14526,0.15709,0.1583,0.1583,0.1583
"M963.275T732.778",0.14435,0.22356,0.22426,0.22426,0.22426
"M1223.501T894.767",0.14036,0.16568,0.16595,0.16595,0.16595
"M494.233T920.795",0.13961,0.37112,0.37189,0.3719,0.3719
"M333.062T883.084",0.12777,0.18231,0.18228,0.18229,0.18229
"M581.318T900.123",0.12685,0.33183,0.3323,0.3323,0.3323
"M379.101T757.973",0.12495,0.12701,0.12789,0.1279,0.1279
"M327.108T784.235",0.12386,0.32297,0.32325,0.32325,0.32325
"M310.969T105.491",0.12051,0.1223,0.12283,0.12283,0.12283
"M277.129T811.716",0.11509,0.34161,0.34227,0.34227,0.34227
"M651.317T893.83",0.1149,0.22338,0.22338,0.22338,0.22338
"M397.002T110.368",0.11457,0.17416,0.17746,0.17746,0.17746
"M613.983T886.617",0.11353,0.11875,0.11917,0.11917,0.11917
"M402.187T763.436",0.11283,0.41122,0.41116,0.41116,0.41116
"M1263.489T907.902",0.11021,0.12826,0.13122,0.13122,0.13122
"M559.728T1193.65",0.10993,0.37375,0.37396,0.37396,0.37396
"M274.971T109.977",0.10926,0.13875,0.13884,0.13884,0.13884
"M645.848T67.545",0.10893,0.27206,0.27209,0.27209,0.27209
"M865.491T1326.551",0.10743,0.21476,0.2149,0.2149,0.2149
"M589.271T908.408",0.10576,0.14818,0.1516,0.1516,0.1516
"M626.212T761.224",0.10518,0.1948,0.19696,0.19696,0.19696
"M755.7T809.167",0.10204,0.39424,0.39518,0.39518,0.39518
"M447.152T782.273",0.10129,0.22781,0.22794,0.22795,0.22795
"M1079.533T897.421",0.10109,0.098971,0.10067,0.10067,0.10067
"M971.627T318.415",0.10106,0.19669,0.19665,0.19665,0.19665
"M567.276T907.878",0.10078,0.17981,0.18121,0.18121,0.18121
"M657.063T941.851",0.099377,0.30368,0.30365,0.30365,0.30365
"M593.545T851.652",0.099272,0.24183,0.24315,0.24315,0.24315
"M1033.603T1229.397",0.097042,0.25103,0.25137,0.25137,0.25137
"M1031.899T1225.646",0.096352,0.20461,0.20457,0.20457,0.20457
"M937.515T1306.76",0.096161,0.22333,0.22442,0.22442,0.22442
"M385.077T746.611",0.094919,0.15426,0.15844,0.15844,0.15844
"M633.494T312.856",0.094194,0.22073,0.22115,0.22115,0.22115
"M701.418T1268.098",0.094098,0.11096,0.11333,0.11333,0.11333
"M493.23T921.818",0.093633,0.42715,0.42743,0.42743,0.42743
"M970.001T316.098",0.090779,0.15588,0.15761,0.15761,0.15761
"M1164.559T899.737",0.090318,0.12021,0.12756,0.12757,0.12757
"M743.208T992.462",0.089072,0.22903,0.23124,0.23124,0.23124
"M653.861T317.501",0.085167,0.11986,0.12311,0.12312,0.12312
"M851.794T1356.146",0.080028,0.20654,0.20779,0.20779,0.20779
"M590.274T907.848",0.076493,0.22731,0.22839,0.22839,0.22839
"M653.691T320.692",0.074988,0.21772,0.21901,0.21901,0.21901
"M1229.54T895.369",0.074797,0.24158,0.24155,0.24155,0.24155
"M591.2T844.598",0.073806,0.26392,0.26423,0.26423,0.26423
"M701.195T940.853",0.071552,0.080639,0.080651,0.080653,0.080653
"M472.901T67.482",0.068492,0.34608,0.34603,0.34603,0.34603
"M875.467T1241.171",0.067274,0.12998,0.13106,0.13106,0.13106
"M267.196T1364.412",0.066749,0.16798,0.1695,0.1695,0.1695
"M869.849T1307.413",0.063649,0.25512,0.25524,0.25524,0.25524
"M268.959T125.12",0.062983,0.29315,0.2931,0.2931,0.2931
"M799.289T814.54",0.061211,0.12464,0.12462,0.12463,0.12463
"M735.437T1351.512",0.05816,0.086268,0.086675,0.086679,0.086679
"M1193.356T907.422",0.058046,0.4062,0.40612,0.40612,0.40612
"M701.333T69.273",0.057969,0.38802,0.3883,0.3883,0.3883
"M539.134T89.251",0.052666,0.22527,0.22523,0.22524,0.22524
"M1136.99T908.053",0.052241,0.22556,0.2269,0.2269,0.2269
"M1097.549T894.492",0.052099,0.21106,0.21147,0.21147,0.21147
"M453.035T765.753",0.051782,0.25215,0.253,0.253,0.253
"M375.129T729.569",0.050626,0.089556,0.10193,0.10193,0.10193
"M655.873T943.419",0.049857,0.16555,0.16559,0.16559,0.16559
"M1009.607T1323.757",0.047517,0.21074,0.21077,0.21077,0.21077
"M784.154T761.471",0.045005,0.19413,0.1941,0.1941,0.1941
"M345.577T605.404",0.044658,0.16618,0.1701,0.1701,0.1701
"M593.686T850.456",0.036799,0.21594,0.21727,0.21727,0.21727
"M280.987T110.997",0.034715,0.14074,0.14077,0.14077,0.14077
"M344.844T1719.46",0.033822,0.12184,0.12182,0.12183,0.12183
"M415.086T168.579",0.03177,0.047533,0.047591,0.0476,0.0476
"M655.999T943.196",0.030486,0.099341,0.10277,0.10277,0.10277
"M861.253T1033.436",0.028435,0.079251,0.081038,0.081038,0.081038
"M553.051T758.396",0.027452,0.14024,0.14415,0.14415,0.14415
"M447.094T753.734",0.025257,0.2679,0.26875,0.26875,0.26875
"M489.691T902.138",0.02465,0.28337,0.2885,0.2885,0.2885
"M459.149T771.729",0.024583,0.25494,0.25495,0.25495,0.25495
"M875.696T1193.301",0.024493,0.27481,0.27519,0.27519,0.27519
"M638.078T817.768",0.014924,0.40036,0.40054,0.40054,0.40054
"M287.077T663.979",0.012279,0.11034,0.11069,0.11069,0.11069
"M644.846T66.885",0.011657,0.24073,0.24072,0.24072,0.24072
"M527.309T1189.176",0.010668,0.10574,0.113,0.113,0.113
"M593.926T757.244",0.0084172,0.1415,0.14939,0.14939,0.14939
"M637.025T106.841",0.0082106,0.28414,0.28465,0.28465,0.28465
"M397.259T1311.545",0.0080524,0.03726,0.038507,0.038528,0.038528
"M727.283T864.823",0.0077251,0.20768,0.20766,0.20766,0.20766
"M433.784T801.352",0.0075974,0.36907,0.36958,0.36958,0.36958
"M408.906T66.13",0.0075123,0.0656,0.070612,0.070612,0.070612
"M591.094T89.826",0.0053607,0.014476,0.017545,0.01756,0.01756
"M405.08T802.267",0.0050206,0.10627,0.10655,0.10655,0.10655
"M357.576T759.445",0.0042156,0.18064,0.18074,0.18074,0.18074
"M573.017T749.518",0.0031322,0.16128,0.16201,0.16202,0.16202
"M474.881T66.41",0.0028064,0.13456,0.13958,0.13958,0.13958
"M626.185T785.506",0.0027461,0.14235,0.14614,0.14614,0.14614
"M269.103T792.774",0.00092307,0.26449,0.26604,0.26605,0.26605
