"","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.4","X12.1","X12.2","X12.3"
"Label","Second-tp_Control","Second-tp_Control","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Second-tp_Xanthomonas"
"M651.489T1439.586","-0.56969514","-0.13223519"," 0.06507157"," 0.18073681","-0.14229038","-0.42102442"," 0.28291219"," 0.18400983"," 0.50538693"," 0.35244456","-0.29318592","-0.01213084"
"M877.503T1170"," 0.21023556"," 0.35802029","-0.31936255","-0.13481163"," 0.29734545","-0.52484943","-0.03335037","-0.08048225"," 0.33334837","-0.21752328"," 0.07629830"," 0.03513154"
"M846.506T1146.934"," 0.45111856"," 0.47461183","-0.41737315","-0.13616846"," 0.61581519","-0.07416737","-0.19003738","-0.35047459","-0.02973609","-0.58903074"," 0.14960919"," 0.09583300"
"M1037.391T940.951","-0.92650801"," 0.02996330"," 0.40491968","-0.19111788","-0.04307275"," 0.16520837","-0.31191388"," 0.28087956"," 0.11465035","-0.12764558"," 0.16296976"," 0.44166708"
"M571.411T1441.156","-0.28124505","-0.28853097","-0.03699082"," 0.07331044","-0.22400924","-0.21101514"," 0.39235903"," 0.13058152"," 0.04588592"," 0.48073544","-0.21391081"," 0.13282970"
"M451.243T1439.78"," 0.17679465"," 0.11721691","-0.33076129"," 0.13418282","-0.08732602","-0.31920981","-0.07053526","-0.07597346"," 0.35803561","-0.01778699"," 0.20312933","-0.08776648"
"M854.583T1456.932","-0.26470752","-0.18508057","-0.37887708"," 0.32930831"," 1.11736584","-0.54901808","-0.48811127","-0.32979443"," 0.27222959"," 0.18197687"," 0.23255139"," 0.06215695"
"M653.413T1377.63","-0.26031220","-0.11396752"," 0.09042593","-0.22694864","-0.55158327","-0.12294967"," 0.20067621"," 0.02426282"," 0.08975577"," 0.58183548"," 0.17022209"," 0.11858301"
"M285.297T1471.68","-0.3985802"," 0.4459236","-0.6986541"," 0.3440529","-0.5857371","-0.7652979"," 0.5337448","-0.2570231"," 0.2927324"," 0.6651693","-0.2231933"," 0.6468626"
"M651.489T1456.786","-0.501861544"," 0.062905597"," 0.001860643"," 0.110119608","-0.105454647","-0.474671863"," 0.319483055"," 0.109571539"," 0.486854930"," 0.307835905","-0.311419198","-0.005224027"
"M409.225T1456.762","-0.11631956","-0.09317681","-0.39142292"," 0.26809194"," 0.20843678","-0.39731848","-0.04689278"," 0.06269849"," 0.27921086","-0.23631320"," 0.12567586"," 0.33732982"
"M481.366T1325.086","-0.49981125"," 0.05658891"," 0.36398710"," 0.10662748","-0.50441385"," 0.10178768"," 0.36629300"," 0.43723905","-0.20433068"," 0.01356219"," 0.03397694","-0.27150656"
"M538.393T1458.161","-0.11057981","-0.11868626"," 0.16042737"," 0.12139828"," 0.37929288","-0.12183712"," 0.22367266"," 0.06112275","-0.17936992"," 0.31045571","-0.17264391","-0.55325262"
"M609.489T1506.592","-0.052454905","-0.258981306"," 0.078118104","-0.079429480","-0.242011254","-0.080751130"," 0.571472318"," 0.383574331"," 0.353761010"," 0.195803211","-0.875704254"," 0.006603353"
"M609.485T1523.905","-0.30771045","-0.31448435"," 0.05270723","-0.07122126","-0.09997573","-0.12739566"," 0.49135731"," 0.40002321"," 0.37728844"," 0.16341305","-0.72144546"," 0.15744366"
"M767.537T1356.112","-0.067911103","-0.260271912","-0.036131455","-0.067535039","-0.290499859","-0.160421576"," 0.022625865","-0.362008358"," 0.783243825","-0.009728488","-0.101113505"," 0.549751606"
"M727.264T942.609","-0.648756740"," 0.443107678","-0.011957873"," 0.436219621","-0.371953495","-0.001938707"," 0.429461731","-0.186453196","-0.183232597"," 0.257866528","-0.092439052","-0.069923898"
"M854.586T1475.069","-0.07738929","-0.22354467","-0.40071542"," 0.28190774"," 1.09302354","-0.66966250","-0.39622868","-0.27985346"," 0.17335624"," 0.16238914"," 0.21356643"," 0.12315092"
"M355.282T1278.929"," 1.02745351"," 0.01567191"," 0.54872390"," 0.30926171","-0.13883493"," 0.74677574","-0.87423951","-0.47896611","-0.14446413","-0.64980857","-0.49352699"," 0.13195347"
"M330.263T1492.022"," 0.430001528"," 0.477789695","-0.119866347","-0.237496687","-0.124487723","-0.048520470","-0.271475950","-0.031372808","-0.008257311"," 0.059350757","-0.046277408","-0.079387275"
"M421.346T1406.262","-0.097459760","-0.160779743"," 0.059010024"," 0.479551561"," 0.114636083","-0.110042725"," 0.008466516","-0.127540820"," 0.074484476","-0.387378524","-0.182986642"," 0.330039554"
"M775.259T825.968","-0.368761132","-0.345055018"," 0.313344719"," 0.369440359"," 0.001401638"," 0.470236860","-0.579764111"," 0.359445028","-0.287693920","-0.135355857"," 0.346020368","-0.143258936"
"M923.341T843.183","-0.2771062405"," 0.4310951140"," 0.4289111838","-0.2934355282","-0.3021040086"," 0.5536869517"," 0.0002167873"," 0.2764154184"," 0.0034750495","-0.2172397706","-0.3373988226","-0.2665161343"
"M809.538T1490.286"," 0.302537411","-0.401857371","-0.061083003","-0.165400032"," 0.347174916","-0.011624719","-0.436466695","-0.341385430"," 0.257380322","-0.008411328","-0.072627010"," 0.591762940"
"M512.41T1575.482","-0.30806934","-0.19396776","-0.11295744","-0.13686769","-0.14535733","-0.17796147","-0.08217950","-0.01811908"," 1.18685096"," 0.06919647","-0.05182113","-0.02874669"
"M423.148T959.199","-0.6736071","-0.5593118"," 1.0720219","-0.3291466"," 0.3935361"," 0.9753654","-0.4435675"," 0.7841401","-0.1971828","-0.7550758"," 0.1711245","-0.4382964"
"M369.19T1418.277","-0.003753883","-0.047651377"," 0.158343790","-0.134045858","-0.214942456","-0.181653675"," 0.180477102","-0.202204620"," 0.094956670"," 0.233162272"," 0.111255934"," 0.006056100"
"M935.358T959.199","-0.92327831","-0.09535453"," 0.36245190","-0.04562041","-0.18869636"," 0.34717391"," 0.08024635"," 0.23376909"," 0.03257141","-0.09395351"," 0.07113206"," 0.21955840"
"M423.145T941.689","-0.6732476","-0.5590125"," 1.0714633","-0.3289683"," 0.3907939"," 0.9790419","-0.4469302"," 0.7837330","-0.1970739","-0.7546735"," 0.1729347","-0.4380607"
"M437.323T1509.101"," 0.072586245"," 0.003636369","-0.166527652","-0.137898714"," 0.040689725","-0.402421052","-0.036300851"," 0.070538022"," 0.143515725"," 0.433392357","-0.136622851"," 0.115412677"
"M439.317T1473.604","-0.41459986"," 0.01391993"," 0.07532981"," 0.16091470","-0.76892215"," 0.07657014"," 0.27355454"," 0.26785718"," 0.31367872"," 0.29472721","-0.13449459","-0.15853563"
"M1022.363T909.479","-0.826872950"," 0.155512497"," 0.302020921"," 0.161038461"," 0.085898761"," 0.216562708","-0.165143214"," 0.122853961","-0.194864901"," 0.009084921"," 0.145106103","-0.011197268"
"M847.317T919.58","-1.11224472"," 0.01002788"," 0.61670649","-0.04975076","-0.14826319"," 0.53599950","-0.05645384"," 0.48860497"," 0.04824413","-0.05286781","-0.21749724","-0.06250541"
"M409.264T1339.403"," 0.74333051"," 0.01108553","-0.10902429"," 0.19829900","-0.25487892","-0.21860768"," 0.06092825","-0.64507789"," 0.27615361"," 0.16404454"," 0.02538740","-0.25164007"
"M860.602T1570.854","-0.21896304","-0.20644136"," 0.14876460"," 0.03418724"," 1.21814625","-0.90167604","-0.28423939"," 0.29316081"," 0.10661872"," 0.40584378","-0.36929702","-0.22610454"
"M744.276T1008.897","-0.8470919689"," 0.0239166596"," 0.6592773799","-0.2513640900","-0.3449797280"," 0.9357889431","-0.2058865993"," 0.2632275394","-0.0001424309"," 0.0711118230","-0.1290036965","-0.1748538313"
"M609.269T1439.891"," 0.09449274"," 1.08039008","-0.75191028"," 0.67869940","-0.48653703","-0.84063481","-0.26709481","-0.75793073"," 0.31097084"," 0.36466946","-0.27467648"," 0.84956162"
"M674.519T1442.536","-0.939102601"," 0.021425816"," 0.005613145"," 0.167701782"," 0.311073295","-0.137311206"," 0.201284676"," 0.071868552","-0.244345790"," 0.467055129"," 0.163826887","-0.089089685"
"M439.318T1571.719","-0.52276689","-0.17722962","-0.05170380"," 0.22075631","-0.84533321"," 0.04563559"," 0.29041911"," 0.32203476"," 0.41118617"," 0.27105039"," 0.05946864","-0.02351745"
"M737.173T1002.572","-0.59463646"," 0.54436835","-0.10321452"," 0.44130978","-0.34264410"," 0.25066560"," 0.49722139","-0.05338502","-0.49427316"," 0.33679631","-0.23070288","-0.25150529"
"M569.435T1691.217","-0.31862928","-0.19138109","-0.14675328","-0.02694385","-0.81385800","-0.36425020","-0.06039047"," 0.11187439"," 1.14350634"," 0.29970883"," 0.13280108"," 0.23431553"
"M886.576T1523.593","-0.196725645","-0.177439924","-0.419225118"," 0.425954208"," 1.042677777","-0.797300434","-0.135007713","-0.382171318"," 0.488035645","-0.072669448"," 0.009494042"," 0.214377926"
"M311.311T1540.43","-0.79446304","-1.00271749"," 1.19490920","-0.56539631"," 0.58681664"," 1.02013979","-0.58569525"," 0.17008239"," 0.05150474","-0.56713720"," 0.61036424","-0.11840772"
"M455.313T1352.626"," 0.37545537"," 0.02442805","-0.03206272"," 0.15824581","-0.50022502","-0.10440390"," 0.03784518"," 0.09066235"," 0.05719057"," 0.32921025","-0.17554409","-0.26080185"
"M471.218T918.479","-0.89350228","-0.18541261"," 0.51836558","-0.06651658"," 0.09976105"," 0.18982870","-0.15064975"," 0.21932647"," 0.12375559"," 0.35635389","-0.04652512","-0.16478494"
"M497.351T1457.506","-0.01396828","-0.14252508"," 0.13950973"," 0.13890294","-0.21879089"," 0.12163066","-0.06260923","-0.06604516"," 0.40501905"," 0.13003627","-0.16023820","-0.27092182"
"M503.174T828.514","-0.86565430"," 0.48133251"," 0.53316683","-0.06387786"," 0.17199262"," 0.05641151"," 0.01369159"," 0.20373883","-0.36551794"," 0.21577393","-0.18566069","-0.19539704"
"M693.269T926.987","-0.942843524"," 0.070958363"," 0.462869552"," 0.003595781","-0.114008060"," 0.523083943","-0.178370800"," 0.258725996"," 0.084772284","-0.196591599"," 0.265835602","-0.238027537"
"M671.411T1339.403"," 0.13432254"," 0.12498873","-0.10681149"," 0.50883062","-0.19606655","-0.44164562"," 0.02963630","-0.05977459","-0.27689506"," 0.24107390"," 0.26559739","-0.22325617"
"M629.463T1474.173","-0.35351903","-0.25404496","-0.03700587","-0.02213660","-0.07822085","-0.45291365"," 0.32006485"," 0.05382658"," 0.57135183"," 0.23118624","-0.16313576"," 0.18454722"
"M1143.432T957.42","-0.89666004"," 0.22825872"," 0.25674708","-0.24598176"," 0.24324285"," 0.05775932"," 0.09698350"," 0.38655114","-0.03204935","-0.13091715"," 0.09201928","-0.05595359"
"M556.438T1591.725","-0.534914122","-0.230903139","-0.190720758"," 0.012160282"," 0.040799542"," 0.165495411"," 0.441780901"," 0.001504383","-0.082174587"," 0.406614246","-0.172050991"," 0.142408831"
"M440.239T1021.299"," 0.19828157"," 0.73455593","-0.17045655","-0.49772508","-0.19308664","-0.07681296","-0.02404753"," 0.56666751","-0.27186543","-0.20499888"," 0.09126001","-0.15177195"
"M757.232T831.535"," 0.22952165","-0.48227263"," 1.00431106","-0.15802264","-0.24430874"," 1.17370373","-0.49169327","-0.34953973"," 0.03602627","-0.20560446","-0.26444641","-0.24767484"
"M511.254T1186.899"," 0.27163654"," 0.20186019","-0.61088914","-0.06214409"," 0.27829917","-0.24966349","-0.35938939"," 0.11365926"," 0.44140990","-0.30701003"," 0.14899712"," 0.13323396"
"M909.347T843.183","-0.77651761"," 0.22198951"," 0.45811542"," 0.09717468","-0.45657279"," 0.34978299","-0.07230143"," 0.28978487"," 0.05664272","-0.17899240"," 0.02629141","-0.01539737"
"M424.207T1477.169"," 0.39999216","-0.09248371","-0.06455784","-0.09241210"," 0.22349811","-0.16547935","-0.21798254","-0.01507816"," 0.39605567","-0.35594486","-0.19486037"," 0.17925300"
"M475.409T1390.36","-1.241501457"," 0.163243090","-0.205456282"," 0.124790172","-0.285397501","-0.229111768"," 0.225589815"," 0.213726540"," 0.107575968"," 0.153225601"," 0.001535369"," 0.971780454"
"M424.206T1605.092"," 0.09378660","-0.31918440","-0.10678814","-0.06237304"," 0.12662516","-0.21129909","-0.05049608"," 0.15040102"," 0.57620339","-0.19654327","-0.22369030"," 0.22335815"
"M753.276T940.951","-0.97410884","-0.04422321"," 0.52805446"," 0.04425690","-0.27325721","-0.17467538","-0.24970220"," 0.26057146"," 0.39081935"," 0.07472094","-0.01838682"," 0.43593054"
"M519.308T1473.566","-0.01061988"," 0.36908243","-0.20582389"," 0.27081762","-0.23389631","-0.39804537"," 0.16461395","-0.55778066"," 0.22885837"," 0.13323625"," 0.11314306"," 0.12641441"
"M299.11T1456.862"," 0.25305166"," 0.11682753","-0.23361161"," 0.15105298","-0.24866479","-0.30536960","-0.11696794","-0.04310257"," 0.47427669","-0.01604527","-0.24664504"," 0.21519796"
"M547.382T1348.634","-0.08524215"," 0.21309669"," 0.12416641","-0.33394302","-0.27481800","-0.15080436"," 0.31364117","-0.10890445"," 0.00632588"," 0.65587524","-0.18577649","-0.17361691"
"M692.263T843.183","-0.772816724"," 0.270829336"," 0.255752628"," 0.208664841","-0.442511769"," 0.235029518"," 0.020999975"," 0.195060123","-0.168420285"," 0.106980500"," 0.083514738"," 0.006917121"
"M551.445T1525.109","-0.42226515","-0.15268920"," 0.61410502","-0.03923825","-0.27881472","-0.03777818"," 0.17056163","-0.02290635"," 0.38749485"," 0.15456547","-0.01325779","-0.35977732"
"M447.35T1507.107"," 0.27866547"," 0.91594579","-0.34714153","-0.06516977","-0.12060384","-0.20650665","-0.10615871"," 0.07957891","-0.11598608"," 0.34903169","-0.53192728","-0.12972798"
"M311.143T1624.867","-0.31728638","-0.34684509"," 0.05572298"," 0.29752596","-0.17334548","-0.13905865"," 0.05025949","-0.29535981"," 0.52074829"," 0.10624397","-0.03391776"," 0.27531247"
"M707.266T798.136"," 0.39542086"," 0.06432677"," 0.20088212"," 0.02443606","-0.24938037"," 0.07075587","-1.11901364"," 0.48367259"," 0.27494707"," 0.00196079","-0.08683840","-0.06116972"
"M469.396T1355.605"," 0.37274004"," 0.55706289","-0.19596064","-0.18627427","-0.07183935"," 0.67108041"," 0.05219257","-0.35001107","-0.56789457","-0.05295760"," 0.93813039","-1.16626878"
"M431.146T926.047","-0.91516253"," 0.03817726"," 0.54948876"," 0.10741289","-0.03457115"," 0.18080883","-0.05728884"," 0.64414541","-0.12462753","-0.22443510"," 0.16062095","-0.32456895"
"M353.341T1488.518","-0.22559138","-0.32282188"," 0.28966238","-0.38769383"," 0.14321731"," 0.28358909","-0.37862917","-0.10091796"," 0.13597126","-0.08085639"," 0.07508583"," 0.56898473"
"M799.256T845.172","-0.718078525"," 0.372380460"," 0.043785470","-0.084334897","-0.006339475","-0.038118622","-0.090234142"," 0.661800293","-0.521609211"," 0.127715065"," 0.557888707","-0.304855122"
"M580.199T843.183","-0.70307453"," 0.52317891","-0.17570613"," 0.09353460","-0.17816259"," 0.07386545"," 0.84095539"," 0.16492990","-0.42436662"," 0.26507134","-0.10288367","-0.37734204"
"M722.259T892.9"," 0.8186983"," 2.1999611","-0.1907289","-0.3556965","-0.4353044","-0.2563912","-0.4131751","-0.2222890","-0.2707806","-0.3121102","-0.3306560","-0.2315274"
"M842.586T1446.028","-0.40882350","-0.53154834","-0.47257199"," 0.03001025"," 0.62920115","-0.07669151","-0.19818078","-0.01092910"," 0.39667013","-0.15302272"," 0.21522989"," 0.58065654"
"M437.308T1490.329","-0.021327982"," 0.134276133","-0.158024354","-0.004185010","-0.034715707","-0.407195889","-0.008707275","-0.001746636"," 0.119520950"," 0.408295882","-0.096342169"," 0.070152058"
"M737.493T1439.78","-0.64222800","-0.26532612","-0.15052392","-0.14330616"," 0.33167224","-0.14795118"," 0.20122943"," 0.08105628"," 0.43628587"," 0.16765792"," 0.17716278","-0.04572914"
"M312.323T1418.36"," 0.40405399","-0.13442830"," 0.80329241","-0.35563052","-0.10243317"," 0.63533835","-0.38869992","-0.05110862","-0.11480089","-0.34487030"," 0.01430516","-0.36501820"
"M512.387T1540.565","-0.29553326","-0.25156582","-0.10762905","-0.17519595","-0.06824866","-0.08679170","-0.11822528"," 0.11103610"," 1.13650726"," 0.03179554","-0.07910170","-0.09704749"
"M734.268T924.482","-0.775404335","-0.219897633"," 0.641795317","-0.229890436"," 0.221024177"," 0.411010135","-0.238319105"," 0.439454550"," 0.119268321","-0.183897279","-0.180303519","-0.004840195"
"M862.521T1333.909","-0.186475440"," 0.281967610","-0.377868640","-0.443405366"," 0.010712595","-0.207984448"," 0.213595269"," 0.008101031"," 0.681532197"," 0.082468908","-0.123195624"," 0.060551908"
"M1114.43T957.42","-0.72649574","-0.10044820"," 0.02028369","-0.37231266","-0.10687651"," 0.33903724","-0.14551077"," 0.41730766"," 0.53251768","-0.11392934"," 0.05708553"," 0.19934142"
"M699.455T1253.346","-0.3818450"," 0.1622653"," 0.7205938","-0.6274237"," 0.7777912"," 0.5355280","-0.6181909"," 0.3203399","-0.8096073","-0.3569739"," 0.9847912","-0.7072685"
"M430.319T1390.137"," 0.7312061","-0.1684787"," 0.3666522","-0.1843113","-0.0653480"," 0.7320966","-0.2969575","-0.1529251","-0.1390491","-0.3866084","-0.2990719","-0.1372049"
"M431.216T1372.484"," 0.13161015","-0.02156781"," 0.01121116","-0.82252924"," 0.32784925"," 0.23784674","-0.11474885"," 0.14000643"," 0.08666673"," 0.05214993"," 0.20387932","-0.23237379"
"M371.26T1411.481"," 0.04197976","-0.15226026"," 0.29911782"," 0.06953716","-0.27667246"," 0.49008984","-0.09207335"," 0.24012992"," 0.07444566","-0.17134386","-0.35077068","-0.17217956"
"M844.603T1428.316"," 0.04238183","-0.13252798","-0.09963198"," 0.09696053"," 1.30499371","-0.24916231","-0.53347751","-0.16411071","-0.09360081","-0.49504409"," 0.14895489"," 0.17426444"
"M463.37T1420.709","-0.43979118"," 0.27323782"," 0.06711318"," 0.44352519","-0.35867110"," 0.24053481","-0.30822124","-0.12556680","-0.13837875"," 0.28981421"," 0.01666115"," 0.03974271"
"M601.255T812.644","-0.50013889"," 0.58555146"," 0.03681482"," 0.30429302","-0.29058337"," 0.07154837","-0.10408453"," 0.23944991","-0.31373786"," 0.37032725","-0.02153265","-0.37790754"
"M557.203T893.494","-0.89462960"," 0.27267642"," 0.42106264","-0.30535810","-0.15458322"," 0.08760406","-0.21955759"," 0.42541415"," 0.14962054"," 0.11196418"," 0.19326628","-0.08747975"
"M331.187T1136.851"," 0.17735247"," 0.11145199","-0.68702121","-0.03103589"," 0.12895413","-0.71104744","-0.23544327","-0.04957914"," 0.11620436"," 0.29223195"," 0.48079761"," 0.40713444"
"M432.723T1389.363"," 0.35607149","-0.21648907","-0.07634401","-0.44136963"," 0.28946632"," 0.28056531","-0.14463496","-0.05131117"," 0.16207144","-0.53816443"," 0.12367218"," 0.25646653"
"M900.587T1474.354","-0.16181615","-0.34938520","-0.32501056"," 0.62007986"," 1.22064187","-0.43895987","-0.57342411","-0.78514424"," 0.34340522"," 0.04364794"," 0.06063212"," 0.34533313"
"M523.599T1382.768"," 0.523993825"," 0.537557935","-0.121172324"," 0.121159326","-0.040336228"," 0.050430106","-0.262688480","-0.172406419"," 0.076706983","-0.523735597","-0.196991324"," 0.007482196"
"M388.255T1573.977","-0.333086464","-0.112494633"," 0.000649137","-0.087369719","-0.361852067","-0.138458706","-0.119970516"," 0.243795405"," 0.659801493"," 0.150719214","-0.133917829"," 0.232184687"
"M301.141T1305.07"," 0.61026030","-0.33474955"," 0.54744209","-0.25672772"," 0.03984615"," 0.59293449","-0.41026883","-0.05650688"," 0.23260113","-0.32189984","-0.46740955","-0.17552180"
"M323.109T600.082","-0.06804263"," 0.30139975"," 0.34607857"," 0.41616657","-0.76707488"," 0.13972992","-0.68559760"," 0.57198515","-0.01695218","-0.36409825"," 0.08033063"," 0.04607494"
"M623.287T1439.965","-0.75707698"," 0.41058771","-0.19405895"," 0.54784448"," 0.63101829","-0.37371256","-0.18439720"," 0.53265820","-0.37807407","-0.63680361"," 0.48854016","-0.08652548"
"M600.493T1607.83","-0.372590374"," 0.145478293","-0.213300968","-0.601285021","-0.006363915"," 0.169544913","-0.021185935"," 0.309127128"," 0.516486729","-0.019840500","-0.020446802"," 0.114376453"
"M549.431T1507.08","-0.58938052","-0.47034911"," 0.12806317"," 0.02881423","-0.28124507","-0.17476531"," 0.34324659"," 0.20096949"," 0.41710843"," 0.33440409","-0.01655018"," 0.07968419"
"M815.568T1575.234","-0.005805155","-0.287568804"," 0.324290380","-0.512024924"," 0.245237470","-0.151780111","-0.437962780"," 0.328221451"," 0.265021550"," 0.423900422","-0.378866787"," 0.187337288"
"M824.544T1245.233"," 0.26794548"," 0.41776618","-0.14650780","-0.17558631"," 0.31523424","-0.25522603","-0.14058003","-0.23540208"," 0.23826534","-0.11270265","-0.23762509"," 0.06441875"
"M694.269T843.183","-0.79541316"," 0.25621868"," 0.48533269"," 0.06497541","-0.51306341"," 0.47571290","-0.20959698"," 0.39422253"," 0.12211744","-0.58289100"," 0.35287831","-0.05049340"
"M461.357T1435.338","-0.39040992"," 0.22263772"," 0.19380623","-0.14666348","-0.34688799","-0.58838758","-0.08593946"," 0.16897212","-0.16454507"," 0.56883627"," 0.30171193"," 0.26686923"
"M539.393T1476.552","-0.54562323","-0.18708256"," 0.10294598"," 0.08806523","-0.52338367","-0.17843096"," 0.35072899"," 0.33100988"," 0.30034931"," 0.53487464","-0.05595018","-0.21750343"
"M565.421T1472.855","-0.57168616","-0.49481754","-0.17241845","-0.06479626","-0.43670440","-0.30181981"," 0.41507539","-0.16259489"," 1.37797452"," 0.11810951","-0.27354713"," 0.56722522"
"M301.14T1288.592"," 0.61958745","-0.33979785"," 0.53723450","-0.26080009"," 0.04692937"," 0.58602632","-0.41382874","-0.04181814"," 0.24286580","-0.32575469","-0.47077875","-0.17986520"
"M439.146T909.479","-1.13810847"," 0.04177098"," 0.42011368","-0.29723660"," 0.26904865"," 0.19903355","-0.15017008"," 0.46616510"," 0.03874863","-0.03535237"," 0.33823134","-0.15224440"
"M793.328T942.609","-0.766299872","-0.363239127"," 0.881392072","-0.220055825"," 0.148483264"," 0.903920467","-0.302758716"," 0.247094365","-0.070413425","-0.447556536"," 0.003668594","-0.014235262"
"M809.525T1357.137"," 0.59797202","-0.10068034","-0.20343156"," 0.11651951"," 0.29085688","-0.48113134","-0.14297920","-0.11557991"," 0.05967392","-0.26722457","-0.11089577"," 0.35690036"
"M758.249T769.852"," 0.50680464","-0.27139283"," 0.79479145","-0.28151240","-0.24326515"," 1.21603700","-0.58009357","-0.24683812","-0.06013998","-0.25716962","-0.29222967","-0.28499174"
"M326.288T1489.992","-0.09514926","-0.12656578"," 0.08702155"," 0.31752287"," 0.02129035"," 0.26755416","-0.55954177"," 0.34784252","-0.12249079","-0.28418568"," 0.25635739","-0.10965556"
"M569.411T1423.013","-0.04995395","-0.67443698","-0.09191862"," 0.01924655","-0.17415330"," 0.04004691","-0.09232934","-0.01624918"," 0.36200775"," 0.28092998","-0.13979754"," 0.53660773"
"M325.161T1474.624"," 0.048274367","-0.014768348","-0.098620168"," 0.335562151","-0.193590333","-0.213723585","-0.003720069","-0.184535239"," 0.521812215"," 0.088549110"," 0.118533429","-0.403773530"
"M658.501T1302.601"," 0.273631053","-0.098058036"," 0.111016829"," 0.211916258","-0.623841446"," 0.377023235","-0.032059816","-0.269492163"," 0.260154927"," 0.202677863","-0.422302708"," 0.009334003"
"M854.583T1499.87","-0.1374716","-0.5968775","-0.1872133"," 0.2748864"," 1.0820355","-0.5585849","-0.1597157","-0.8191252"," 0.3836421"," 0.2412649"," 0.1812002"," 0.2959591"
"M347.221T1237.746"," 0.40693295"," 0.20811193"," 0.11668131"," 0.77165308"," 0.02656815"," 0.14080622","-0.85013709","-0.34538764"," 0.02435468","-0.55475572"," 0.07851132","-0.02333919"
"M383.187T1473.566"," 0.18041572"," 0.11010324"," 0.13654517"," 0.23154312","-0.31592323","-0.29697431","-0.33515637"," 0.07440601"," 0.45321908","-0.06021407","-0.21580275"," 0.03783838"
"M439.316T1439.553","-0.25852545"," 0.26378386"," 0.14051977"," 0.08453046","-0.68293703"," 0.07017515"," 0.59482485"," 0.29090516"," 0.24021070"," 0.01158964","-0.50972081","-0.24535631"
"M643.247T769.174","-0.623252291"," 0.390640715"," 0.227712615"," 0.269220049","-0.590444048","-0.006617632"," 0.045383968"," 0.328709381"," 0.025721995"," 0.347385165","-0.305757099","-0.108702819"
"M513.386T1523.593","-0.42277308"," 0.05137570"," 0.10235407","-0.13271091"," 0.16845446","-0.11924235","-0.03439905"," 0.48457158"," 0.58043915"," 0.08070066","-0.36112195","-0.39764829"
"M439.315T1456.515","-0.37713552"," 0.07882646"," 0.08122403"," 0.15436694","-0.79496091"," 0.09506814"," 0.25758763"," 0.26127502"," 0.31683504"," 0.29069976","-0.18669725","-0.17708935"
"M693.444T1356.441"," 0.2934474","-0.4659420","-0.0165077"," 1.0963836","-0.1892259","-0.1308460","-0.4251919","-0.1703813"," 0.2483177","-0.2478743","-0.1944705"," 0.2022910"
"M683.462T1387.796","-0.56152005"," 0.07544914"," 0.23658350"," 0.08382259","-0.16809801","-0.15575647"," 0.46076755"," 0.10791137","-0.03678433"," 0.46690236","-0.23493047","-0.27434718"
"M343.88T1825.664","-0.026510087","-0.272106256","-0.067418264","-0.100769352"," 0.125342646","-0.251056881","-0.109003929"," 0.009149761"," 0.195947271"," 0.278806260","-0.007504177"," 0.225123010"
"M625.445T1372.464","-0.006092486","-0.348657186","-0.250992759"," 0.512690973"," 0.056687175","-0.234601608","-0.060115330"," 0.199816956"," 0.393478785","-0.079668022","-0.290772935"," 0.108226437"
"M326.286T1473.082","-0.102331252","-0.553473219"," 0.111471711"," 0.287532043"," 0.004218154"," 0.264697579","-0.032526147"," 0.323835865","-0.189287140","-0.232877746"," 0.279700902","-0.160960750"
"M655.419T1280.542"," 0.32951672","-0.28382444"," 0.34874507","-0.11029255","-0.21189433"," 0.35390593","-0.16483562","-0.16946476"," 0.05788652"," 0.17769452","-0.05223400","-0.27520307"
"M812.504T1608.07"," 0.07961336","-0.19753137","-0.39584960"," 0.01038229"," 0.92080699","-0.04707793","-0.20756436","-0.48979772"," 0.35466047","-0.07084591","-0.15439473"," 0.19759853"
"M351.179T1358.969"," 0.10394238"," 0.26810673","-0.11034171"," 0.34684227"," 0.25855843"," 0.28372872","-0.28733200","-0.26887637","-0.17641692","-0.07791407","-0.12768621","-0.21261125"
"M330.262T1456.934"," 0.35261481"," 0.43174716","-0.24900897","-0.07899537","-0.03490010","-0.23693707","-0.13985981"," 0.07076059"," 0.02728498"," 0.14830540"," 0.01441598","-0.30542761"
"M658.499T1325.086"," 0.14772434","-0.29556018"," 0.13443944"," 0.11961562","-0.62569368"," 0.40425560"," 0.11413883","-0.13835503"," 0.13773643"," 0.33865346","-0.36096275"," 0.02400793"
"M497.355T1490.329","-0.06114830","-0.34941823"," 0.09770772"," 0.10421461"," 0.29733003"," 0.07690881","-0.06967783","-0.03492073"," 0.33799225"," 0.07771684","-0.22172001","-0.25498516"
"M538.537T1456.786","-0.21845124","-0.39679765","-0.16899984"," 0.35939033","-0.04288512"," 0.05219689"," 0.07858076"," 0.21142725"," 0.18204912","-0.18261448"," 0.01001885"," 0.11608512"
"M787.545T1557.515","-0.106451183","-0.727623570"," 0.204429221"," 0.161324511","-0.439539167"," 0.287787083"," 0.008242502","-0.429509880"," 0.369242876"," 0.018324759","-0.382804301"," 1.036577149"
