"","BLANK_2_Dup1","BLANK_2_Dup2","BLANK_2_Dup3","BLANK_2","C12.1","C12.3","C12.4","C15.1","C15.2","C15.3","C15.4","C9.1","C9.2","C9.3","C9.4","D12.1","D12.2","D12.3","D12.4","D15.1","D15.2","D15.3","D15.4","D9.1","D9.2","D9.3","D9.4","F12.1","F12.2","F12.3","F12.4","F15.1","F15.2","F15.3","F15.4","F9.1","F9.2","F9.3","F9.4","QC.1.Dup","QC.1","QC.2","QC.3","X12.1","X12.2","X12.3","X15.1","X15.2","X15.3","X15.4","X9.1","X9.2","X9.3","X9.4"
"Label","bla_0","bla_0","bla_0","bla_0","con_12","con_12","con_12","con_15","con_15","con_15","con_15","con_9","con_9","con_9","con_9","dro_12","dro_12","dro_12","dro_12","dro_15","dro_15","dro_15","dro_15","dro_9","dro_9","dro_9","dro_9","foc_12","foc_12","foc_12","foc_12","foc_15","foc_15","foc_15","foc_15","foc_9","foc_9","foc_9","foc_9","qcs_0","qcs_0","qcs_0","qcs_0","xvm_12","xvm_12","xvm_12","xvm_15","xvm_15","xvm_15","xvm_15","xvm_9","xvm_9","xvm_9","xvm_9"
"Sodium_Formate","3667732","3667732","3667732","3667732","3963239","3909794","3819856","3934423","3867787","3442128","3960498","4034768","3834774","3778849","4038728","3998858","3805402","3801631","3974273","4037492","3920796","4069493","3868514","3927945","3923776","3741009","4053882","3999728","3766924","3339944","3555483","3964440","4037002","4030309","3922006","3890744","4045781","3879945","4104744","4024050","4024050","3845071","4035455","3797963","3837318","3790177","3735045","3901010","3528208","4862692","3959808","3945214","3800063","4006431"
"M1236.757T13.113","22348.48","22348.48","22348.48","22348.48","27472.31","21871.80","25475.84","24317.86","24639.69","20196.85","25951.28","26461.15","26483.21","22296.90","22925.49","27436.54","24316.64","24675.58","27123.60","24962.15","21043.48","24520.63","23010.70","26146.20","23734.41","21159.04","23423.71","23949.25","20775.00","17719.26","19019.43","25568.01","24506.57","26376.51","26567.54","22035.94","26094.05","24477.67","28207.82","22807.10","22807.10","23880.54","25126.66","25052.17","19908.62","21396.42","23389.78","27364.90","19099.04","29960.20","27700.35","24413.02","22584.69","19400.30"
"M1239.261T16.121"," 6936.059"," 6936.059"," 6936.059"," 6936.059","10422.256"," 8310.501","10842.970","10218.014"," 8412.057"," 6461.135"," 5142.000"," 8142.062"," 9029.844"," 8910.374"," 8890.869","13215.404"," 8096.613"," 8926.057"," 9977.674"," 8322.667","10340.181"," 8186.289"," 9800.431"," 8682.221"," 7576.579"," 6218.453"," 9779.871"," 9410.793"," 8935.741"," 6629.449"," 8419.537","10761.025"," 9368.584"," 9354.900"," 9644.730"," 2717.421"," 8386.639"," 8842.684","10386.079"," 9255.686"," 9255.686"," 9646.854"," 9713.121"," 8442.412"," 7027.442"," 9465.782"," 8707.157","11214.851","13329.340","12185.029"," 8134.340"," 8574.095"," 9524.754"," 8209.104"
"M1239.758T16.118"," 9627.181"," 9627.181"," 9627.181"," 9627.181","10401.320","10125.668","11592.847","18518.694","10665.824"," 8031.131","12557.560","11444.125","11036.031","10719.760","11597.964","11713.989","10876.361","11667.287","11265.245","11099.500","11888.461","11121.988","11577.035","10253.518"," 9308.138"," 9169.691"," 9976.391"," 9021.014"," 9563.973"," 6494.696"," 7788.673","11785.216","10382.161","10772.673","11669.180"," 9534.744","12924.658","12605.186","12425.950","10776.089","10776.089","11721.813"," 8696.282","11183.612"," 9799.477","11600.698","10844.586","10697.383"," 7914.588","13027.000","11512.434","10511.482","10059.583","11061.419"
"M1240.758T13.111","22992.00","22992.00","22992.00","22992.00","23285.37","28745.46","28365.84","31123.46","33695.77","17756.76","24443.55","29936.71","25804.64","25937.15","21189.68","30845.91","25738.36","27441.79","21275.06","28158.36","32490.92","25978.66","30222.60","33461.63","26424.14","24157.02","19078.22","28617.74","25224.97","24817.33","26853.48","18372.49","32017.46","25663.45","26821.66","18378.49","29571.11","28077.10","29760.43","30001.02","30001.02","30370.58","34100.92","31178.76","30385.40","24492.12","22483.87","29619.82","25551.06","25367.37","21198.93","29152.54","29188.38","22076.72"
"M1242.097T13.11","19838.12","19838.12","19838.12","19838.12","21974.45","21744.45","22155.59","21387.72","21984.63","18424.71","20251.40","22396.75","20626.51","22039.94","22363.00","23452.75","19884.78","21775.92","23565.98","19826.55","22983.69","22056.29","21981.27","22898.53","23832.68","21812.85","23530.60","21510.13","23272.98","17553.90","20335.54","20753.88","21200.69","21339.12","23427.17","21735.01","21923.85","22348.34","24911.89","18563.68","18563.68","22878.08","24013.65","22214.11","21496.02","20363.20","21210.18","23310.83","18096.63","27487.40","21472.70","21876.99","21310.78","22422.17"
"M1242.254T13.111","10796.43","10796.43","10796.43","10796.43","11567.58","12884.91","13380.45","13732.13","10344.94","10867.15","11437.43","13722.22","12957.72","12311.17","11777.85","12334.35","10801.08","11174.96","12976.33","11502.38","12312.75","12180.88","13084.69","12904.35","13019.97","11262.21","11690.00","11811.55","12521.15","11087.58","11403.67","12292.04","13031.95","13098.43","12808.04","10923.82","12781.12","11842.20","13442.98","12908.69","12908.69","14056.88","13765.46","11111.96","11613.82","12723.21","12646.37","10915.58","12606.07","12292.78","10723.41","11012.79","11831.39","11570.31"
"M1244.755T16.127","11140.802","11140.802","11140.802","11140.802","15980.165","13928.093","16336.016","15824.837","19425.343","10100.304","15078.602","14929.126","15388.478","14812.304","13757.160","12978.820","14505.928","11789.262","16455.510","24034.373","16124.393","11336.796","15612.935","15277.294","13715.750","10311.373","15432.684","11810.978","12438.183"," 9687.571","11297.048","24723.491","14959.664","14615.920","15563.588","12688.379","24292.660","13138.094","15716.649","14555.540","14555.540","14553.997","14062.063","12555.092","14924.030","14417.750","15412.435","14236.291","10573.393","16278.962","14508.894","14160.354","14362.082","14845.184"
"M1246.09T13.111","13460.573","13460.573","13460.573","13460.573","14161.731","15539.222","15781.207","16707.950","14648.332","13213.682","13028.031"," 9681.031","16479.290","13914.080","15537.180","16175.844","13925.211","15888.363","15493.260","14898.086","14475.315","14832.057","15852.842","14639.249","14750.670","12962.766","13306.191","14350.157","14723.737","12226.891","13076.916","16499.659","15345.455","13307.119","15533.191","14539.813","15322.393","13305.927","14826.688","14933.040","14933.040","15257.636","15613.407","15097.615","15885.947","13501.171","13337.126","14354.176","12669.153","16666.248","14960.637"," 8581.668","13809.304"," 7018.994"
"M1248.757T12.109","12481.504","12481.504","12481.504","12481.504"," 8424.380","10650.955","14660.239"," 9834.920","15027.961","10767.848","11608.380","13666.102","15522.774","13780.478"," 6602.262","15286.366","11487.387","13838.640","14510.723","10890.691","19496.620","12058.162","14606.918","11854.971","13387.912","14325.039","14897.965","11597.071","12427.499","13052.239","11489.542","11538.664","11919.200"," 6880.002","17730.093","14136.282"," 6790.938","12477.193"," 5986.137","15261.648","15261.648","13913.616","13542.506"," 9584.123","14122.411","12604.486","11290.027","12003.735","13147.697"," 7482.385","13095.543","13777.208","14062.535","11487.248"
"M1249.252T16.068"," 7402.013"," 7402.013"," 7402.013"," 7402.013"," 7887.113"," 7721.473"," 7899.287"," 9070.177"," 9315.567"," 5844.791"," 6689.335"," 9047.006"," 7752.452"," 8313.876"," 7780.538"," 8006.366"," 8593.338","10003.160"," 9466.255"," 7264.140"," 7963.452"," 5765.419"," 8007.399"," 8848.570"," 8885.097"," 5954.040"," 8518.172"," 8993.655"," 7668.729"," 5519.163"," 7043.652"," 8947.144"," 9641.008"," 8781.373"," 8686.816","14015.741"," 8278.762"," 8587.107"," 7861.963"," 7566.296"," 7566.296"," 8314.847"," 8376.974"," 6935.847"," 8399.558"," 8844.388"," 7722.999"," 8776.050"," 6190.165"," 9287.140"," 8604.055"," 6850.199"," 6538.256"," 9200.929"
"M1252.751T12.611","16041.377","16041.377","16041.377","16041.377","14128.053","14147.791","16533.689","15115.680","14210.772","12449.735","11919.222","15644.562","13920.514","14100.865","12571.437","15989.266","13334.605","14394.785","15952.547","13581.882","14964.451","14917.647","10724.745","14037.620","13860.187","15169.372","15053.779","13832.320","13365.307","13888.935"," 9590.872","14852.364","15474.429","14402.913","15340.572","13638.899","14728.018","11584.569","13219.387","18526.546","18526.546","15495.129","12802.702","15657.963","14822.476","14010.125","14665.889","14236.901","14373.257","12634.405"," 9014.964"," 8306.846","14064.381","12056.064"
"M1253.753T13.111","21179.89","21179.89","21179.89","21179.89","22961.43","24998.13","25282.55","25511.57","25672.31","21249.15","23318.71","23908.38","21143.24","23548.09","23770.74","24048.44","23020.85","25478.10","23694.54","23569.10","23572.60","23643.35","25272.24","26667.85","25681.49","20635.82","25356.97","25132.72","22597.09","20839.31","21315.15","26688.56","26712.44","23337.60","22469.72","23229.01","23145.79","24816.58","25315.38","24456.10","24456.10","26479.20","26173.68","22365.34","22869.42","22595.08","22564.64","25856.23","21884.48","28104.77","26575.08","24368.89","24479.78","25491.75"
"M1254.751T15.127","21399.54","21399.54","21399.54","21399.54","25673.98","12882.53","27284.90","22614.25","21679.34","14426.28","19482.35","23071.78","27295.64","22000.61","16215.82","15623.32","23207.32","24492.75","17652.80","21639.12","23482.69","28314.13","23022.00","20911.02","21905.53","19504.24","20546.70","16522.85","20699.10","20072.15","16471.73","25947.26","21897.31","20831.85","13435.51","21802.03","13622.75","18222.50","22000.16","28105.13","28105.13","28713.88","20169.46","22671.20","21776.75","23379.70","12951.59","12449.81","17973.42","26223.64","26873.95","23288.36","26809.77","14446.42"
"M1254.754T12.114","16372.21","16372.21","16372.21","16372.21","16046.57","15068.31","18184.48","16493.13","15786.43","13749.69","14186.84","28862.33","17439.83","16909.19","12160.38","17583.46","13982.34","16430.42","17068.02","27501.29","13963.43","17913.46","15535.19","16538.73","17385.53","16633.00","16570.77","12393.76","17202.27","17418.42","15701.18","15680.74","16393.34","15756.88","16775.45","12916.63","16468.44","16839.59","26794.14","22895.79","22895.79","18788.24","14318.83","17784.25","16231.60","12595.66","15947.37","17624.72","22150.70","16193.45","13875.45","17650.79","17484.36","17784.71"
"M1259.256T13.11","13244.521","13244.521","13244.521","13244.521","14649.198","12439.427","14685.746","13161.054","15800.640","12876.331","13910.400","15935.805","14261.617","14644.447"," 8776.797","15959.504","14266.811","13132.864","15240.083","14080.602","13121.433","14164.116","13073.578","14004.127","14734.863","11902.972","14559.976","12233.239","13184.328","12907.683","14343.064","12941.105","13224.134","15899.065","16281.464","13624.038","15856.390","14503.159","16177.671","15129.749","15129.749","15877.490","13364.497","13490.474","15205.465","13697.970","14933.572","13940.230","12507.611","15638.283","14479.895","14807.269","13818.444","15866.302"
"M1260.261T13.111","33887.50","33887.50","33887.50","33887.50","38756.40","39995.75","37523.19","39035.77","43285.94","30930.49","35357.15","39943.47","38336.67","38077.68","38867.65","40365.21","29602.08","39380.54","41773.87","41008.41","38984.85","36790.29","40699.66","37935.03","40771.86","36608.22","37480.91","37790.86","39185.69","33635.60","36698.13","43428.39","41621.96","39072.92","42091.34","35523.36","39819.43","37907.38","40354.85","33326.52","33326.52","43288.19","39990.00","40270.38","41250.47","35364.49","36951.30","39414.13","29834.17","52026.50","43160.79","38032.58","39267.14","40086.96"
"M1261.747T16.619","11753.290","11753.290","11753.290","11753.290","13937.917","14178.740","13880.776","14424.010","13927.274","11122.814","11255.260","13938.461","11456.266","20699.856","14894.318","13736.548","13839.010","14750.118","15282.387","11990.362","15464.484","27584.012","14066.288","14869.205","15777.431","23469.531","14293.812","15442.138","14821.877"," 9774.898","11649.964","15276.687","14103.955","24069.818","13523.087","12701.584","14997.331","13012.323","13164.801","17237.562","17237.562","14360.481","12076.120","14336.000","15341.542","12762.817","12317.257","13865.261","10260.691","17251.571","12528.667","13910.476","14504.468","14511.404"
"M1263.416T13.112","22999.95","22999.95","22999.95","22999.95","26141.91","24822.24","25537.85","26630.02","29116.46","21613.09","24157.89","25350.50","24699.88","28389.55","25697.69","25693.70","22722.67","25386.88","24122.82","26986.53","28038.37","25425.24","24492.43","25221.95","26726.35","22649.65","25325.53","25102.31","22794.10","23084.85","24806.49","26912.69","26626.59","26169.59","27156.50","26309.18","24471.90","24031.88","26248.82","22652.32","22652.32","25062.96","26560.51","26927.87","24792.44","21828.78","25618.82","25428.47","23234.44","28056.03","25526.89","25668.78","30328.04","27912.98"
"M1263.419T13.11","22999.95","22999.95","22999.95","22999.95","26141.91","26045.24","25436.86","25518.29","18546.10","21915.30","24157.89","24613.62","25590.33","27884.30","25697.69","24012.47","22176.90","25078.57","24647.41","24869.67","28038.37","25512.38","25011.60","25985.62","24847.58","22649.65","24657.49","26204.90","22527.24","23084.85","25077.82","26912.69","26009.21","25519.19","26580.94","24800.01","26058.38","24025.33","25531.02","21845.47","21845.47","25150.79","25762.49","27057.20","23948.87","21450.47","24529.24","25658.83","23234.80","17562.71","25477.67","26038.18","29673.81","27075.60"
"M1263.753T13.111","36905.29","36905.29","36905.29","36905.29","38948.10","40723.81","34477.31","36100.57","38161.02","36027.58","37620.23","39752.36","38087.89","39557.07","38880.00","38211.41","37496.63","38880.98","40057.48","39480.30","37591.92","38371.93","39561.66","41488.23","38782.64","37923.05","39305.99","38472.52","36474.17","29556.64","34178.35","36600.97","41870.37","41690.02","39979.46","37398.33","39593.21","38531.03","37795.41","35617.43","35617.43","40850.18","40864.53","38892.82","38243.50","36756.13","37533.94","39808.56","33492.00","45990.43","40418.01","42331.86","38297.97","41098.56"
"M1264.253T13.111","16003.87","16003.87","16003.87","16003.87","17469.36","19262.23","16854.32","17331.17","17370.55","16565.74","17587.15","17951.39","19263.32","17403.85","16096.05","17957.84","17412.91","17846.49","19364.25","15552.20","18580.22","19722.81","18223.44","19112.95","17390.69","16990.60","16968.44","17998.73","17077.58","16452.24","17604.37","19170.85","19575.97","21102.25","19100.73","16999.74","19558.68","19474.96","16783.15","16072.17","16072.17","19608.92","18601.33","17372.66","18693.31","16535.44","17201.95","18124.82","15957.13","21914.06","18858.93","17361.83","18506.37","16964.52"
"M1265.418T15.06"," 8887.942"," 8887.942"," 8887.942"," 8887.942","10543.010"," 7767.232"," 9713.641"," 8879.962"," 9462.749"," 6228.001"," 8166.002"," 8951.748"," 9448.662"," 8300.533"," 8994.840"," 8318.460"," 9351.136"," 8191.123"," 7587.967","12668.986"," 8198.895","12897.294"," 6589.838"," 9740.083"," 8281.335"," 7885.818"," 7296.806"," 9259.886"," 7567.308"," 7400.033"," 6093.617"," 9156.468"," 8795.057"," 8380.638"," 9338.051"," 9971.991"," 9437.141"," 8722.715"," 7589.531"," 9248.115"," 9248.115"," 9521.645"," 8791.046"," 9455.809"," 6346.458"," 9065.627"," 7876.140"," 9990.160"," 5456.217","11230.024"," 8393.885"," 9831.062"," 8317.132"," 7986.930"
"M1268.752T12.109","12319.50","12319.50","12319.50","12319.50","11958.99","13365.98","20651.72","13856.56","12386.12","19445.57","11403.05","21745.04","13474.30","10171.18","11249.54","12005.41","13408.84","13028.81","14096.70","12188.26","11849.17","13547.89","15120.41","14215.61","15030.45","14023.24","19799.28","11548.32","10809.47","12275.73","13976.66","23179.23","13241.41","13741.65","14168.50","12613.25","13518.48","13906.93","10679.11","17913.18","17913.18","12242.96","12948.73","12011.77","12036.00","19379.15","12303.05","11329.93","15960.12","12885.97","11109.60","10441.84","13419.44","13717.40"
"M1270.248T13.113","21852.60","21852.60","21852.60","21852.60","25478.75","25435.99","26382.29","25678.78","26705.22","23856.75","27226.73","24661.76","25874.78","27187.74","24480.79","24554.35","23211.88","24268.10","27039.12","25517.10","24429.61","26228.44","24235.78","24633.68","25586.12","24689.79","24245.16","25937.03","25216.64","21837.47","22809.86","25290.79","23066.44","26660.86","25180.19","22153.66","25362.66","27530.87","25787.95","21416.18","21416.18","24230.47","24115.13","25354.16","26499.41","25858.72","24033.24","26291.14","22117.78","27379.84","27219.40","25171.29","25999.75","25687.16"
"M1271.749T14.113","21750.82","21750.82","21750.82","21750.82","26382.71","25914.97","25869.66","23989.60","25228.67","20601.55","22149.91","17071.89","26281.42","24222.87","25821.20","27378.36","25045.70","16979.97","16120.20","24593.49","24228.23","25801.20","24640.38","26125.94","25210.90","23685.17","26201.71","27834.27","23633.22","19844.45","24144.21","25662.76","14793.31","24280.71","22051.49","16167.64","28049.90","14135.47","23666.22","20752.19","20752.19","25652.04","20240.54","23008.19","25188.69","13719.03","24711.33","17731.03","22560.98","15770.56","25170.59","24025.86","25613.01","24546.35"
"M1276.751T13.111","23862.54","23862.54","23862.54","23862.54","27403.04","25076.51","28169.80","28614.02","27423.48","23643.48","25888.75","25207.40","26922.73","26476.44","26544.00","28439.30","24680.35","27314.92","30056.03","26559.17","29047.09","27353.73","29240.81","28030.46","29261.68","25948.45","27380.17","26294.98","25346.77","22062.82","24991.35","27891.70","28816.76","27409.34","27213.16","24582.54","29113.08","27967.73","27520.49","27712.59","27712.59","27365.68","27764.53","28373.91","26654.91","25735.44","27030.47","28688.18","25709.62","31710.58","25259.27","24941.25","28485.85","27116.32"
"M1279.087T13.111","18282.01","18282.01","18282.01","18282.01","20521.67","20300.72","21116.86","20310.02","22407.15","15901.63","16724.40","20031.92","20328.94","19377.09","21243.20","21631.26","18077.30","19052.67","20003.84","19873.05","18180.74","19199.77","19760.47","20313.77","21052.00","19654.44","20369.75","18754.02","16102.16","15445.88","17504.20","20103.13","18506.01","18331.39","19570.12","20053.60","20230.51","17572.56","18292.65","20573.66","20573.66","21789.17","20392.46","19590.43","19321.95","19114.84","18622.76","21345.48","18574.21","24717.20","17811.34","19153.18","18568.49","19646.86"
"M1282.251T13.11","12864.50","12864.50","12864.50","12864.50","15483.97","16132.49","15428.86","15733.58","15454.52","15311.62","14461.79","16977.43","17588.43","18500.78","17992.91","15792.98","14687.90","16377.73","18162.92","15014.54","14875.21","17617.10","16984.04","16531.55","16341.98","15165.38","17339.61","15254.11","15054.90","13477.65","14600.05","15876.16","15962.64","16672.00","16319.58","15300.00","17068.77","16817.41","17097.06","14086.73","14086.73","16202.46","16820.45","16343.26","16419.90","16408.04","16090.29","16650.28","15212.88","16760.66","17705.20","17032.95","16541.95","15602.86"
"M1284.736T17.123"," 4416.740"," 4416.740"," 4416.740"," 4416.740"," 7858.462","10706.022"," 8333.268"," 8622.690"," 6797.358"," 6688.880"," 6012.392"," 7325.778"," 7143.367"," 6119.858"," 6400.414"," 8710.232"," 7323.666"," 8408.029"," 7620.957"," 7024.852"," 8186.005"," 7439.841","10761.915"," 7227.159"," 3140.069"," 6528.116"," 7596.440"," 5172.488"," 7597.049"," 1416.720"," 6708.388"," 9001.202"," 7216.497"," 7221.674","10031.955"," 8053.098"," 6350.032"," 7787.984"," 7922.542"," 6144.308"," 6144.308"," 8514.983","10102.207"," 7440.504"," 9853.672"," 6154.229"," 5552.526"," 6466.107"," 5588.419","11121.473"," 6987.523"," 9263.708","13933.676"," 7743.160"
"M1284.745T13.108"," 9544.514"," 9544.514"," 9544.514"," 9544.514","18994.634"," 7997.922"," 9631.337","11283.298"," 9027.691","11236.035","10003.659","18964.724","11572.614"," 8575.033","10267.165"," 8603.734"," 7149.608","10342.455","14485.152","16170.794","11596.327","10466.523","10518.281","12549.536","10568.107"," 9748.112","10508.234","10476.484","11526.569"," 9084.043"," 9973.710"," 9396.681","11284.952","17184.772","11165.488"," 8694.586","11289.748","11612.508","10541.882","14302.053","14302.053"," 8417.176","11622.764","12497.606","11460.669","10044.617"," 9590.541","10906.027","11140.798","12258.537","11084.230","10413.256","10222.428","12003.925"
"M1287.085T13.11","22604.90","22604.90","22604.90","22604.90","28009.32","27872.97","28102.13","26360.88","27625.57","24383.86","26126.58","29302.87","25830.71","27388.48","28715.19","27357.06","25853.44","26987.78","28011.43","28774.34","26803.90","25112.90","26183.42","26512.23","27120.12","26148.92","29099.90","28075.96","25844.45","20890.15","26249.87","26850.54","26095.17","26590.68","27832.66","25968.18","28823.42","14219.36","28160.60","20381.08","20381.08","27850.26","29005.55","29266.11","27001.22","24470.73","29079.73","30022.84","23424.95","20531.24","28283.47","26503.27","25768.75","29642.77"
"M1287.246T13.111","21243.43","21243.43","21243.43","21243.43","22246.09","23132.32","23523.76","23060.39","23114.64","19756.56","23538.06","23217.29","24915.92","23209.15","24429.67","24277.49","22045.74","24799.72","26602.28","24131.82","21374.85","22721.44","24396.19","26859.17","24100.08","23337.65","25820.67","21411.38","21491.50","19390.07","21753.53","25975.48","20901.92","25511.17","25712.12","22612.14","25756.24","24418.40","25264.04","21287.80","21287.80","24318.74","23212.54","22936.07","24883.59","22235.14","23160.64","24327.51","18712.29","29159.42","24082.71","23722.96","22037.92","25069.90"
"M1287.747T14.113","26536.34","26536.34","26536.34","26536.34","32011.40","29699.50","26186.58","28083.60","29631.36","27084.06","26804.93","28330.32","28683.62","27165.00","30947.44","26307.60","23368.99","27914.86","29433.41","27576.11","30553.63","29964.97","30963.21","26109.30","28366.02","27275.03","27761.51","29463.46","31641.18","22895.99","25640.81","28873.40","31706.21","30370.44","28075.29","26587.79","29456.10","26391.26","29201.71","26175.69","26175.69","28503.25","30084.66","25211.06","29047.96","26169.38","28004.54","28528.38","24822.70","31068.70","29609.26","30264.95","29192.38","31374.08"
"M1288.745T12.11","16821.49","16821.49","16821.49","16821.49","16413.82","17185.85","16446.62","23138.84","14450.43","18491.13","11564.59","18137.89","17108.58","16137.60","15245.90","16561.12","14432.08","15890.42","16012.17","14667.76","16935.25","16251.89","19436.43","17891.20","18073.97","16464.07","14812.99","17928.58","16813.01","15622.95","18887.66","16574.27","14332.49","20545.41","17285.53","15012.42","16435.27","16182.78","16580.13","25148.95","25148.95","15203.47","17075.07","16794.45","16656.40","13918.71","16247.36","15143.29","18570.90","18389.44","16738.20","15123.60","16096.18","22533.67"
"M1290.742T13.115","10710.361","10710.361","10710.361","10710.361","16710.013","10744.136","12722.052","14492.464"," 7126.757","15950.105"," 8954.784","11698.930","13535.417","13264.663","15131.666","12781.742","14837.409","11466.396","11422.164","12585.990","13291.191","13151.041","12058.068","17549.860","10138.291","11785.019"," 9171.609","17564.592","14243.364","13615.155"," 9873.605","18687.896","10552.255","18810.563","19091.653","16699.658"," 6920.700","13534.806","12027.821"," 9941.795"," 9941.795","16176.706","11063.717","12568.245","12822.166","13304.736","14861.812"," 9202.705","10869.380","14054.838","18280.079","10742.130","10129.565","14716.995"
"M1298.242T13.11","12998.223","12998.223","12998.223","12998.223","14743.377","13053.264","17654.611","14885.670","19583.210","16229.755","17307.856","12623.322","15487.574","11654.757","16630.217","17257.618","16341.280","18134.602","13914.671","14371.100","15802.421","11951.663","13903.357"," 9059.305","17685.281","15928.456","17399.621","18684.408","13781.699","13371.581","16237.595","14048.334","19321.507","18991.022","16521.067","17147.605","18744.064","13783.483","12609.942","11073.186","11073.186","16406.191","15071.206","15966.266","13127.264","18122.758","17568.167","18988.501","16692.000","19616.339","16909.224","17808.394","13087.717","17727.284"
"M1298.493T13.112","10907.868","10907.868","10907.868","10907.868","11846.997","12059.188","11289.643"," 9439.975","10876.889","10543.536","10506.454","11115.341","12609.193","12012.194","13217.931","11479.694","11053.198","11418.368","12578.933","10691.667"," 9208.170","12404.982","13623.975","13156.941","15302.079","10288.235","11822.357","10832.629","11023.995"," 9567.753","10099.422","10533.745","11128.451","13369.102","13018.465","10430.714","12103.361"," 9660.896","11651.010","13282.260","13282.260","14228.558","12287.225","11613.844","11680.531","13237.594","10397.673","12471.093","10618.703","13781.716","11953.477","11339.122","11719.028","12123.583"
"M1298.744T13.109","15684.66","15684.66","15684.66","15684.66","17424.16","17169.86","17729.33","20679.28","11413.60","15774.21","17405.85","19224.75","19203.23","16900.00","18218.86","17861.54","17943.68","18091.24","20070.01","17873.37","15015.44","18612.18","19086.27","18744.08","19294.49","10663.65","16443.00","16095.75","18914.21","14830.13","16835.04","19093.21","16247.86","18042.67","19140.85","17997.28","19225.82","19697.56","18011.62","18667.95","18667.95","16825.47","19770.68","17733.33","18374.15","20748.90","16171.91","16862.40","16490.57","18383.19","17279.13","16488.31","18231.83","19326.47"
"M1302.741T15.616","13178.665","13178.665","13178.665","13178.665","16121.808","14286.601","15253.343","11301.058","14374.613","11532.292","16132.914","18964.779","13803.286","12186.450","10826.589","13245.813","16804.547","15197.343","18519.169","17724.983","16730.040","17957.776","15149.780","16116.701","17762.434","16725.919","17079.132"," 9725.021","13670.921","13736.631","15428.101","21329.677","11785.250","19394.270","14874.542","15757.730","15255.122","14901.406","17312.230","18076.753","18076.753","16070.761","15287.554","16430.217","17498.886","13912.228","12574.609","19438.101","14552.397","17118.979","15088.328","17450.650","12935.806","15700.453"
"M1311.443T14.616","13215.015","13215.015","13215.015","13215.015","12142.286","13011.246","11311.408","13319.007","12730.642","10223.173","11249.840","13381.568","12396.595","11956.454","12368.400","12075.103"," 9523.191","12222.030","13894.073","13078.492","13245.344","12399.304","13785.878","12074.905","13429.391","11705.282","12387.554","11334.600","13559.647"," 9382.778","11632.833","13020.671","13148.987","13484.113","11966.354","11994.891","12741.555","13634.920","13036.084","15671.457","15671.457","12394.285","19901.728","14085.167","13784.281","12531.188","12109.475","13881.834"," 6402.058","15664.496","12992.080","12819.967","11836.376","12764.513"
"M1316.076T13.111","17677.15","17677.15","17677.15","17677.15","20360.11","19369.59","19437.31","21691.66","19704.21","14925.11","18521.49","20231.07","21454.17","21403.58","21662.86","22122.62","18240.45","22066.66","22058.01","20085.45","23656.88","21470.43","20911.71","13738.82","20836.82","18990.61","19018.22","21262.03","18747.88","18299.17","18444.23","19364.54","22178.47","22313.63","20576.51","18637.81","19337.26","18588.19","22701.74","16664.26","16664.26","22155.68","21062.67","20075.42","21367.94","20357.88","19922.84","19333.78","17017.73","25010.13","19881.40","22128.19","19560.51","20224.47"
"M1323.744T13.111","44242.96","44242.96","44242.96","44242.96","45580.48","49193.17","49420.30","52413.24","51991.66","42543.00","48604.86","51255.31","43116.59","49459.02","54565.39","50005.09","39695.75","52353.73","50993.26","50571.23","51730.93","48647.94","51330.82","51120.11","50518.08","49145.22","52284.30","45437.13","48148.03","38166.89","46537.79","50247.75","50830.98","50525.34","50299.44","46711.13","51857.94","47655.90","52646.19","42216.79","42216.79","50280.39","50068.78","50331.54","53087.65","44724.99","50471.00","54161.84","42555.60","65776.64","53623.54","50355.12","48399.48","53348.35"
"M1324.415T13.11","15293.68","15293.68","15293.68","15293.68","17108.76","18512.67","15729.09","17383.33","19555.15","14606.18","16799.02","18982.11","17552.72","16497.29","19334.10","16962.74","15013.09","15384.98","17989.10","17634.48","17116.81","16849.46","17846.22","17296.68","18106.12","16949.11","17832.81","18120.20","15986.05","13821.76","17734.59","16249.71","17636.41","18586.02","17168.99","17288.80","18175.09","18452.18","19201.96","17899.65","17899.65","19782.04","17630.54","16473.63","16782.42","16109.76","17715.06","15762.02","15792.69","21948.69","17805.29","16489.78","17438.23","16924.88"
"M1328.746T13.11","22014.33","22014.33","22014.33","22014.33","26106.28","24118.36","25357.04","23884.80","27431.48","20126.43","25495.72","24526.34","24396.97","24432.84","23568.59","24078.68","22591.36","25344.86","25150.22","23395.32","25513.65","23679.10","24822.74","25427.07","17536.64","25382.87","24755.97","26238.58","23354.06","21625.45","21377.82","23681.73","26540.12","26009.18","26117.40","22876.00","26038.33","26220.80","25913.17","25284.26","25284.26","23598.67","25389.13","25917.18","25124.15","23033.72","22910.31","25606.95","23306.63","20505.13","24371.22","25937.58","25181.10","24613.17"
