"","C12.1","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","X12.1","X12.2","X12.3"
"Label","con_12","con_12","con_12","dro_12","dro_12","dro_12","dro_12","foc_12","foc_12","foc_12","foc_12","xvm_12","xvm_12","xvm_12"
"M1086.789T12.111","-0.11527875","-0.10963188"," 0.17452235","-0.01373575","-0.33219645"," 0.29110377"," 0.03583912","-0.44860832"," 0.22593579"," 0.16713748"," 0.41988498","-0.36155557"," 0.04532565"," 0.02125758"
"M1087.458T13.111"," 0.01836064","-0.10001298"," 0.39639241","-0.58607217"," 0.05946885"," 0.31776155","-0.10891721"," 0.16847218"," 0.29482200"," 0.12943433","-0.37417199","-0.43698123"," 0.34426588","-0.12282227"
"M1092.281T16.125","-0.132975713"," 0.098762889","-0.048134986","-0.152863510","-0.106751412"," 0.053059909"," 0.136164373","-0.003938683"," 0.012679385","-0.502247895","-0.122476083"," 0.402967623"," 0.340483030"," 0.025271073"
"M1092.287T12.108","-0.28419332"," 0.08925309"," 0.01356475","-0.11806280","-0.59735562"," 0.53182977"," 0.15406757"," 0.01992616","-0.20073748"," 0.12565386"," 0.19149204"," 0.07285801"," 0.10895355","-0.10724958"
"M1093.444T17.115","-0.14926502","-0.23789528","-0.09370507","-0.05422220","-0.21504431"," 0.11030635"," 0.02599777"," 0.31329351"," 0.65301405","-0.44424799","-0.46985195"," 0.46814448"," 0.07462381"," 0.01885186"
"M1094.782T12.105","-0.3613221910","-0.1314929190","-0.4134778173","-0.0461768896","-0.3422431167"," 0.2875300729"," 0.3173140100","-0.1156155225"," 0.0659537761","-0.0006111801"," 0.0349068890"," 0.2784199349"," 0.3130239173"," 0.1137910361"
"M1097.789T13.111","-0.244546723"," 0.273150244","-0.021776529","-0.033146583","-0.140059908"," 0.173070710"," 0.022069240","-0.116933977"," 0.233876232","-0.143701925","-0.042826909"," 0.020363990","-0.002578359"," 0.023040498"
"M1097.792T13.11","-0.198250936"," 0.295395881"," 0.026046463"," 0.004407603","-0.259650363"," 0.176006417"," 0.057650667","-0.097757982"," 0.171244897","-0.101592212","-0.005929278"," 0.041754604"," 0.036174444","-0.145500206"
"M1098.786T12.1","-0.22124490","-0.10898278"," 0.04210065"," 0.25161313","-0.24644064","-0.08367311"," 0.24980087","-0.14671846"," 0.46393037"," 0.25505118"," 0.14307587","-0.16842014","-0.06046559","-0.36962646"
"M1100.789T13.111"," 0.012678215","-0.063189471"," 0.206398564"," 0.241360209"," 0.120980321"," 0.209668064"," 0.007468928","-0.067760932"," 0.098276453"," 0.049552821"," 0.115635835","-0.512584104"," 0.202879463","-0.621364368"
"M1101.782T16.121"," 0.583202692","-0.274176395","-0.001499967","-0.055852202"," 0.488721495","-0.005633552","-0.026527306"," 0.572850983","-0.191684404","-0.394539512","-0.313707830","-0.108657773","-0.105806450","-0.166689777"
"M1102.787T15.091"," 0.495268702"," 0.365296021","-0.400461904","-0.282674321"," 0.362500930","-0.039717901","-0.378270602","-0.394803449"," 0.455560493"," 0.395719353","-0.185143368","-0.095478379","-0.299329390"," 0.001533815"
"M1103.284T17.121","-0.01195592","-0.13467375"," 0.11475791"," 0.10631667"," 0.03421555"," 0.17327434"," 0.26988372"," 0.32741217","-0.02701123","-0.76481894","-0.29901304"," 0.20359465"," 0.06883157","-0.06081368"
"M1103.78T17.122"," 0.037876826","-0.120061909"," 0.327136617","-0.046925704"," 0.034646904"," 0.030734842"," 0.193943543","-0.099370580","-0.083548945","-0.507953260","-0.126082211"," 0.241554416"," 0.127842988","-0.009793526"
"M1105.455T13.111","-0.109798398"," 0.005311821"," 0.031579849"," 0.059057525","-0.649257629","-0.125650266"," 0.208515572"," 0.116609712"," 0.074751526"," 0.252568256"," 0.171161185"," 0.292312536","-0.030806124","-0.296355565"
"M1106.779T17.121","-0.05587921","-0.49172336"," 0.25480269"," 0.22351847","-0.17505258"," 0.62009470"," 0.05741280"," 0.22640970"," 0.05064995","-0.71747491","-0.22148866"," 0.17431167"," 0.34226520","-0.28784646"
"M1107.445T13.643"," 0.2415686"," 0.1728545"," 0.1691175","-0.3227005","-0.3041107"," 0.1397744","-0.8075328"," 0.2167838"," 0.3356660"," 0.2712160"," 0.4046721","-0.5388892","-0.1901934"," 0.2117735"
"M1108.781T17.122"," 0.03569036"," 0.28431865","-0.11531233","-0.11238508","-0.02124447"," 0.30868709"," 0.13930875","-0.03641335","-0.32903257","-0.69144822"," 0.11277740"," 0.26492874"," 0.25623953","-0.09611449"
"M1109.452T15.512","-0.11487290","-0.28203275"," 0.26372939"," 0.19408295","-0.04584117"," 0.20030215"," 0.06890099"," 0.03079639"," 0.20869119","-0.01380667"," 0.19697046"," 0.20899230","-0.27755962","-0.63835268"
"M1110.119T13.109","-0.135908045","-0.041155924"," 0.132446581","-0.005254034","-0.244655520"," 0.204976509"," 0.064262286","-0.066806707"," 0.248103617","-0.239455746"," 0.209732024"," 0.147798072","-0.133765535","-0.140317577"
"M1110.456T13.116"," 0.22977660"," 0.18301656","-0.20025586","-0.01077884","-0.18226550","-0.03347332"," 0.03638665","-0.16853502","-0.03334895","-0.20034443"," 0.38178111","-0.16116342","-0.01759587"," 0.17680029"
"M1112.289T13.11","-0.12707531"," 0.03203194"," 0.04932743"," 0.14720254","-0.06302490"," 0.15509284"," 0.31050408","-0.28810820","-0.07281401","-0.02549527"," 0.07990427","-0.15321048","-0.08941607"," 0.04508114"
"M1112.777T17.122"," 0.70322300"," 0.05800843","-0.10023289"," 0.10382826","-0.22522281"," 0.19833011"," 0.23679306"," 0.11520231","-0.01471418","-0.56248019","-0.54029642"," 0.11060367"," 0.16909333","-0.25213569"
"M1113.279T14.053"," 0.029587584"," 0.004589531"," 0.018208294"," 0.132344938","-0.087279157"," 0.094489824"," 0.109638899","-0.764800105"," 0.287246021"," 0.131921459","-0.096267419"," 0.034003246"," 0.193401933","-0.087085049"
"M1113.777T15.116"," 0.04267122"," 0.04033938"," 0.12269289"," 0.24736206","-0.62631965"," 0.25047359"," 0.23729023","-0.60848429"," 0.17382825","-0.04190076"," 0.03881633","-0.19610370"," 0.26694484"," 0.05238961"
"M1116.11T13.109"," 0.11032115"," 0.25956858"," 0.07878926","-0.43060271","-0.15136374"," 0.29019046"," 0.19542959","-0.10269278"," 0.13311114"," 0.09437906"," 0.01082504"," 0.24889042","-0.81027701"," 0.07343154"
"M1116.775T17.12"," 0.808330724"," 0.362058124"," 0.271625372","-0.185954582","-0.308492560"," 0.240931748","-0.034797540"," 0.017403021","-0.194007326","-0.709680077","-0.439284175"," 0.242495155","-0.064133375","-0.006494509"
"M1117.282T13.111","-0.21425673","-0.03055482"," 0.07630324"," 0.10992703","-0.08338182"," 0.31165769"," 0.04623146","-0.29719782"," 0.23081707","-0.12003174","-0.08302272","-0.10047755"," 0.20209595","-0.04810923"
"M1117.784T13.112","-0.002827394","-0.053882605"," 0.101543639","-0.613337017","-0.158304264"," 0.228291141"," 0.222189557"," 0.153507558"," 0.190413977"," 0.102233027"," 0.005881203"," 0.058397468","-0.017968546","-0.216137744"
"M1118.774T17.122","-0.08432871"," 0.35629367","-0.05092324","-0.05629843"," 0.06458396"," 0.32766852"," 0.39056823"," 0.37734644","-0.16528656","-0.55062890","-0.25965064","-0.02821904","-0.07521691","-0.24590838"
"M1120.12T13.11","-0.35537562","-0.10115649"," 0.12624391"," 0.08228245","-0.13541335","-0.05248390"," 0.13767564"," 0.02067747"," 0.23709158","-0.13243132"," 0.04697693"," 0.03433011"," 0.17784786","-0.08626527"
"M1120.777T16.117","-0.13597012","-0.10471847"," 0.06618072"," 0.10850637","-0.10560390"," 0.22332039"," 0.02432804","-0.08937785","-0.14479097","-0.55063024"," 0.72460298","-0.09099163"," 0.12758889","-0.05244422"
"M1121.442T16.134","-0.019660738"," 0.028229186","-0.046551201","-0.016280550"," 0.017838660","-0.003707312"," 0.218073273"," 0.213183214","-0.027577981","-0.549248905","-0.260847080"," 0.236430950"," 0.180501049"," 0.029617436"
"M1121.782T12.114","-0.317031479","-0.026983024","-0.007430267"," 0.050015386","-0.373989165","-0.073422567","-0.025994131","-0.407574418"," 0.153208701"," 0.106951412"," 0.002287631"," 0.822943373"," 0.281058832","-0.184040282"
"M1121.785T12.107","-0.24357894"," 0.11545491"," 0.13944815"," 0.21047754","-0.31404487"," 0.08085906"," 0.11647927","-0.05901491"," 0.33768299"," 0.28095691"," 0.15238900","-0.53828450","-0.19977742","-0.07904719"
"M1123.281T13.108","-0.04301231"," 0.14627816"," 0.24954124","-0.66673509"," 0.04350369","-0.01911409"," 0.11734786","-0.24834405"," 0.20692741"," 0.15501718"," 0.18365075"," 0.17596946","-0.50326801"," 0.20223781"
"M1125.783T12.61","-0.15056411"," 0.16818327","-0.10972778"," 0.04447159","-0.10936249","-0.05418230","-0.14178078","-0.33642326","-0.10034712"," 0.53756793"," 0.31981068"," 0.02032881","-0.20174527"," 0.11377082"
"M1126.276T16.125"," 0.098261875","-0.004714073","-0.019685382","-0.288965980"," 0.219379733"," 0.386943872"," 0.371844262","-0.090427754","-0.114543020","-0.189935493","-0.172714707","-0.101822562","-0.139946918"," 0.046326148"
"M1128.278T13.111","-0.346178860"," 0.197558616","-0.158784436","-0.008565898"," 0.045671956"," 0.155471465"," 0.016202232","-0.309042275"," 0.111363249","-0.005978757","-0.113374150"," 0.313619712"," 0.052662690"," 0.049374455"
"M1130.109T15.006","-0.001789427","-0.092760797"," 0.195596720"," 0.012983219","-0.146591535"," 0.120447147","-0.936639170"," 0.131703839"," 0.107105092"," 0.100379300"," 0.125331969"," 0.114459950"," 0.210079772"," 0.059693921"
"M1130.78T14.113"," 0.1406060903","-0.0719044895"," 0.0606700016"," 0.0472415970"," 0.0008090821","-0.8459541120"," 0.0109794061"," 0.0565832161"," 0.2101100998","-0.0847836760","-0.0632416881"," 0.0992103889"," 0.2932403177"," 0.1464337659"
"M1132.772T17.119"," 0.060328296"," 0.344643028"," 0.129345732"," 0.038860124"," 0.001088243"," 0.063006605"," 0.472524523","-0.120715951","-0.134317980","-0.575992677","-0.385658528"," 0.402779167","-0.065531091","-0.230359490"
"M1135.108T13.112","-0.002043289"," 0.032876159"," 0.136263104"," 0.059740627","-0.048159900"," 0.171414650"," 0.245157672"," 0.086427799"," 0.044282787","-0.001230716"," 0.214450519"," 0.097801596","-0.916303894","-0.120677114"
"M1135.776T16.118"," 0.56211489","-0.29273218","-0.03170443","-0.16887097","-0.02173330","-0.14500484","-0.04107846","-0.04173682","-0.11909763","-0.48864686"," 0.43581615","-0.14584724","-0.08671884"," 0.58524055"
"M1136.785T12.106","-0.29601259","-0.20540136","-0.08827383"," 0.18566900","-0.39540176"," 0.36317297"," 0.24775294","-0.30644116"," 0.03728119"," 0.17618017"," 0.21578084"," 0.07663434"," 0.35244415","-0.36338489"
"M1138.768T17.128"," 0.044433686","-0.392035274"," 0.042240528"," 0.444513871","-0.173558800"," 0.077307985"," 0.168720326"," 0.300677703","-0.008042333","-0.418253875","-0.474104700"," 0.229429119"," 0.323482245","-0.164810481"
"M1140.278T13.107"," 0.059667564"," 0.075488789"," 0.119471390","-0.215422151","-0.029030716"," 0.196942741"," 0.149814296","-0.036454305"," 0.247413190","-0.171328982","-0.388941752"," 0.006162123"," 0.106606761","-0.120388949"
"M1141.769T17.122"," 0.26672921","-0.12831778"," 0.18036843"," 0.04968476","-0.13377931"," 0.18869396","-0.01237035"," 0.13690497","-0.23127912","-0.50363427"," 0.02555428","-0.11539332"," 0.24720648"," 0.02963206"
"M1141.772T16.116"," 0.84370416","-0.13864703"," 0.22389510","-0.03676169","-0.16750061","-0.32364539","-0.05894636"," 0.04366346","-0.20942125","-0.39663445","-0.03287749","-0.12976293"," 0.11948320"," 0.26345128"
"M1141.778T12.108"," 0.002898527"," 0.052123503"," 0.039470527","-0.168048308","-0.138577421","-0.019898712","-0.038563459"," 0.114970572"," 0.133602085"," 0.223533171"," 0.190861317","-0.622003243"," 0.439908413","-0.210276972"
"M1146.766T17.123","-0.01062552","-0.15575159"," 0.35638400"," 0.07138185","-0.10621895"," 0.01568145"," 0.43371195"," 0.35205108","-0.14878329","-0.56096118","-0.52374510"," 0.16871305"," 0.08716391"," 0.02099834"
"M1146.77T17.121"," 0.803024227","-0.200559093","-0.016953267","-0.004317091","-0.157749059","-0.052813796"," 0.066120253"," 0.238324223","-0.182054015","-0.550773334","-0.518608251"," 0.079868965"," 0.261431956"," 0.235058281"
"M1147.27T16.128","-0.088797599","-0.164255819","-0.026026379","-0.171863376"," 0.154759692","-0.091728308","-0.044401423"," 0.441076498"," 0.220189445","-0.508608346","-0.008617645"," 0.275771491"," 0.283984498","-0.271482730"
"M1151.783T12.61","-0.12360863"," 0.11171904"," 0.17052639"," 0.03116916","-0.34449463"," 0.22985765","-0.02553168","-0.05849683"," 0.26620041","-0.21129410","-0.03985738"," 0.06702877","-0.01619277","-0.05702538"
"M1152.772T12.109","-0.18495688","-0.08955216","-0.15575506","-0.05630621","-0.29361392"," 0.08970131","-0.05673211","-0.27649539","-0.08217264"," 0.24830726"," 0.64402009","-0.27085938","-0.20270900"," 0.68712408"
"M1153.768T17.12","-0.02393779","-0.14616622","-0.20734477","-0.06629711","-0.09824702","-0.10653783"," 0.12129398"," 0.63933654","-0.07161995","-0.52320413","-0.18604506","-0.12821857"," 0.04457425"," 0.75241368"
"M1154.769T17.115"," 0.27175935","-0.28576041"," 0.19304342","-0.17563755","-0.15798931","-0.28669869","-0.25546370"," 0.22566220"," 0.28222146","-0.22607267"," 0.11010358"," 0.03983311"," 0.22275547"," 0.04224375"
"M1154.774T12.107","-0.35816310","-0.26141166"," 0.12927543"," 0.53254318"," 0.19695657","-0.18802413"," 0.22330346","-0.14135484"," 0.01070961"," 0.14539243"," 0.02292896","-0.14747518"," 0.19676461","-0.36144536"
"M1155.781T12.608","-0.16835780","-0.06361353"," 0.29060956"," 0.05799058","-0.37152250"," 0.12280571","-0.06975647","-0.14511729","-0.05087593"," 0.13243342"," 0.20935232"," 0.30102322"," 0.01796200","-0.26293329"
"M1157.276T13.111"," 0.23984857"," 0.04211220","-0.17578469","-0.17344929","-0.15412909"," 0.01289252","-0.02474795","-0.05830423","-0.19332304"," 0.06850186"," 0.20560102"," 0.17603670"," 0.19895271","-0.16420730"
"M1157.439T14.055"," 0.09312526","-0.15526418"," 0.22654531"," 0.17729344"," 0.22432428","-0.11026933"," 0.11728148","-0.67687510"," 0.07340810","-0.22240586","-0.23874346"," 0.15436469"," 0.19944259"," 0.13777278"
"M1158.097T16.12","-0.19572712"," 0.40220114","-0.01742680","-0.09811283","-0.22237944"," 0.30534710"," 0.29223180"," 0.15654649","-0.30420337","-0.49174370","-0.08518205","-0.08676810"," 0.14212735"," 0.20308953"
"M1160.766T17.121"," 0.78002867"," 0.04242814"," 0.05217726"," 0.11490228","-0.31058225","-0.09975898","-0.22763993"," 0.10384440"," 0.15171334","-0.34868618","-0.31268378"," 0.08893614"," 0.15488902","-0.18956814"
"M1161.43T14.053","-0.19012038","-0.01032015"," 0.14725444"," 0.46076830"," 0.03922325","-0.36362676"," 0.07987680","-0.16081829"," 0.06529966","-0.12405653"," 0.19025199","-0.26271913"," 0.06483127"," 0.06415554"
"M1162.766T16.122"," 0.64424343"," 0.26988567"," 0.04554881"," 0.01206461","-0.11838513"," 0.21642331","-0.37236117","-0.08471745","-0.20217044","-0.19145610","-0.10181793"," 0.12330866","-0.35860939"," 0.11804312"
"M1163.774T15.006"," 0.261189909","-0.141316300"," 0.126748922","-0.471467083","-0.205776389"," 0.118086718","-0.003863208","-0.305446427"," 0.140911211","-0.183390741","-0.023604171"," 0.359706650"," 0.313540027"," 0.014680881"
"M1164.775T13.111","-0.11828245","-0.01689454"," 0.27325201"," 0.10637548","-0.31819825"," 0.10479369"," 0.15278412","-0.10501995"," 0.07237851","-0.13931683","-0.05106712"," 0.09502204"," 0.13184751","-0.18767420"
"M1165.777T13.111","-0.13595319"," 0.03302923"," 0.08175588","-0.11180915","-0.21244599","-0.12412298","-0.02017140","-0.08312089","-0.09229842","-0.01315749"," 0.04226179"," 0.38395847"," 0.33815567","-0.08608154"
"M1166.77T12.111"," 0.017298339","-0.070742443"," 0.094411503","-0.250773985","-0.297742316","-0.153928453"," 0.063991205","-0.059571405","-0.045302317"," 0.292996157"," 0.382756986","-0.005201495"," 0.225759816","-0.193951591"
"M1167.768T17.117"," 0.72738318","-0.13369761"," 0.05880478"," 0.08908102","-0.25205335","-0.18249569"," 0.08426048","-0.36223152","-0.16454269","-0.27469384"," 0.61269051"," 0.06995055","-0.12425353","-0.14820230"
"M1170.77T17.127"," 0.045459588","-0.216226527"," 0.466776235"," 0.002998808","-0.229755958","-0.034716414"," 0.179287229"," 0.301413542"," 0.226296553","-0.621668647","-0.286039067","-0.014361861"," 0.276220580","-0.095684061"
"M1170.773T15.036"," 0.3959059","-0.4503026","-0.3570166","-0.1904687","-0.5256434","-0.1352369"," 0.4682445","-0.2232237"," 0.3926415"," 0.2711336","-0.1954372"," 0.4389738"," 0.3342845","-0.2238546"
"M1171.279T12.108"," 0.008403925"," 0.047196195","-0.355252218","-0.084487463","-0.597156949"," 0.291320686"," 0.325843857","-0.046162177"," 0.152161165"," 0.263233357"," 0.109166456"," 0.152449753"," 0.033933968","-0.300650556"
"M1171.438T13.111"," 0.14038061","-0.04400135","-0.18201185"," 0.07536260","-0.08121515","-1.35989003"," 0.27414722"," 0.01407878"," 0.07776059"," 0.42431445"," 0.18452632"," 0.21678219"," 0.11963341"," 0.14013222"
"M1172.769T13.114"," 0.19898668","-0.04051154"," 0.01485608"," 0.17527002","-0.17855373","-0.70689532"," 0.11134062"," 0.17793214"," 0.05332270","-0.14920610"," 0.03464726"," 0.21480505"," 0.11057180","-0.01656566"
"M1172.771T13.11","-0.004250483","-0.090625705"," 0.108331821"," 0.139792862","-0.292541324"," 0.100551731"," 0.212359068"," 0.192167742","-0.043693139","-0.253485770"," 0.003851855"," 0.148548353"," 0.094269420","-0.315276432"
"M1175.767T14.588"," 0.191082831"," 0.076649146"," 0.031466198","-0.084647854","-0.019485656","-0.692248980","-0.009076592","-0.082536830"," 0.127794072","-0.256867675","-0.027139585"," 0.307660914"," 0.366585929"," 0.070764081"
"M1176.272T13.112"," 0.43733279","-0.16901231","-0.09454450"," 0.03035288","-0.01548275"," 0.02635196"," 0.20903165","-0.03559896","-0.13785605"," 0.16579916"," 0.22024755"," 0.04843009","-0.61257100","-0.07248049"
"M1176.767T17.124","-0.12529898","-0.10893482"," 0.27503819","-0.13477751"," 0.35917606"," 0.12216834"," 0.12662515"," 0.30575107","-0.23105523","-0.51166005","-0.17736098"," 0.19673887"," 0.06797165","-0.16438175"
"M1176.77T16.124"," 0.05307225","-0.16260079"," 0.30748971","-0.14902033","-0.35809852"," 0.35266033"," 0.31486303"," 0.04164117","-0.11019671","-0.11413208"," 0.02798640","-0.02308273","-0.07916653","-0.10141520"
"M1176.773T12.109"," 0.57306298","-0.08355958"," 0.73405005","-0.19687091","-0.16662736","-0.34799647"," 0.08944822","-0.47690693","-0.24389545"," 0.16833634"," 0.04873925","-0.10864432"," 0.03396278","-0.02309861"
"M1177.776T13.111"," 0.001067687","-0.003133479"," 0.099631589","-0.008190928","-0.109437190"," 0.086181353","-0.749749550"," 0.094008359"," 0.137345063","-0.032721023","-0.017192450"," 0.259362610"," 0.154008369"," 0.088819591"
"M1178.106T13.115","-0.07953536","-0.09028880","-0.05839916","-0.01529334","-0.31660856"," 0.27137445"," 0.18604380","-0.06280560","-0.08992057","-0.11525680"," 0.26481273"," 0.14650812"," 0.02931539","-0.06994631"
"M1180.101T13.111"," 0.0576425279"," 0.2140731816"," 0.0020776810"," 0.0819033113"," 0.0232643777"," 0.0860688666","-0.7674103444","-0.0110501786"," 0.0579012932","-0.1032358997"," 0.1599084425"," 0.2035909976"," 0.0004626737","-0.0051969305"
"M1180.762T17.124","-0.02633810","-0.22524521","-0.07921554","-0.11630855"," 0.30814034"," 0.44464093"," 0.09814429"," 0.21282900","-0.15230152","-0.54936777","-0.38033924"," 0.22113937"," 0.17261489"," 0.07160711"
"M1183.426T17.121","-0.347748673"," 0.009070929"," 0.200933791"," 0.006194516","-0.122106471"," 0.351394337"," 0.159204023"," 0.296412480"," 0.141175785","-0.741312815","-0.428179472"," 0.376898516"," 0.109940653","-0.011877599"
"M1184.763T15.569"," 0.43992196"," 0.19049516","-0.16068115","-0.32412059"," 0.18268843"," 0.06807578"," 0.30464877","-0.08932936","-0.35311698","-0.05695137","-0.04518191","-0.46015559"," 0.07180030"," 0.23190655"
"M1185.771T13.111","-0.33356006"," 0.09575960"," 0.03556145","-0.13909478","-0.26099232","-0.11983066","-0.02022166"," 0.08580811"," 0.11151574","-0.25445634"," 0.11320786"," 0.31611133"," 0.14465658"," 0.22553515"
"M1186.76T17.125"," 0.12002219","-0.07575067"," 0.02231884"," 0.04485331","-0.18001691"," 0.27592578"," 0.10140752"," 0.56295760","-0.06871462","-0.48367603","-0.16100668","-0.05841305","-0.05105702","-0.04885026"
"M1187.772T13.11","-0.12857241","-0.04411153"," 0.16912460","-0.12246418","-0.23592025"," 0.07706325"," 0.09437829","-0.03980654"," 0.13427018","-0.07571873"," 0.03710558"," 0.20342842"," 0.18240721","-0.25118389"
"M1188.441T13.111"," 0.03868549"," 0.24887726"," 0.12586377"," 0.03436689","-0.23663997"," 0.06144436"," 0.17367084"," 0.04877694","-0.01136990"," 0.13244293","-0.11519540"," 0.03559306","-0.05813902","-0.47837724"
"M1189.43T15.136"," 0.22985079"," 0.15540319","-0.45416212"," 0.25891432"," 0.17831723"," 0.18694584"," 0.19854976"," 0.26285208"," 0.16321128"," 0.06519011"," 0.07857550","-0.57721599","-0.47424149","-0.27219047"
"M1193.759T17.122","-0.025110733","-0.228511980","-0.010323041","-0.003865582","-0.204179857"," 0.068152673"," 0.321311047"," 0.276554680"," 0.178602728","-0.514339168","-0.358767710"," 0.161543423"," 0.359867285","-0.020933765"
"M1193.763T16.035","-0.08538334","-0.37558909"," 0.26912439"," 0.26559834"," 0.14424433"," 0.25780709"," 0.05821169","-0.38069166"," 0.03584093","-0.46709201","-0.04152855","-0.01540394"," 0.30669155"," 0.02817027"
"M1198.096T13.114"," 0.07904387"," 0.13021128"," 0.09813527","-0.66169003","-0.05946141","-0.51690784"," 0.30100735"," 0.20088329"," 0.19698209","-0.06806695"," 0.01613234","-0.12516662"," 0.32338871"," 0.08550863"
"M1200.098T13.111"," 0.098265793"," 0.099803314","-0.092513027","-0.103120050"," 0.010563046"," 0.138176063","-0.893754239"," 0.075822764"," 0.030337367"," 0.056781031"," 0.197009389"," 0.269675311"," 0.110873244"," 0.002079994"
"M1200.102T13.109","-0.001262556","-0.090009469","-0.239648417","-0.140245240","-0.179579702"," 0.123233554"," 0.251319930"," 0.025149643","-0.046400470","-0.037677329"," 0.164943360"," 0.330086449"," 0.080285269","-0.240195022"
"M1200.763T16.122"," 0.683588736","-0.158665290","-0.079479779"," 0.062946869"," 0.721603736"," 0.113246018","-0.251379636","-0.170366796","-0.117443104","-0.538724981","-0.182651446","-0.003883519","-0.114281039"," 0.035490231"
"M1200.766T12.171","-0.2900815868","-0.0534913067","-0.0003894145","-0.1558480264","-0.0017633182"," 0.0614602365"," 0.0471384462","-0.4999683910"," 0.0426985612"," 0.2878389067"," 0.0279857737","-0.2330127335","-0.0695787556"," 0.8370116084"
"M1203.761T16.124"," 0.133072233","-0.067612256","-0.001719574","-0.216528759","-0.227528596"," 0.250008437"," 0.403714807","-0.140241719","-0.412151450","-0.005880470"," 0.145111380","-0.194804505","-0.196069814"," 0.530630286"
"M1211.426T16.118","-0.042707696","-0.258752568"," 0.098372886","-0.035178634","-0.047304449"," 0.126762902"," 0.218210902"," 0.007027557","-0.065958083","-0.524867466"," 0.715117852","-0.114235297"," 0.018569838","-0.095057743"
"M1211.431T13.111","-0.01174132","-0.05725959"," 0.14500489"," 0.11231036","-0.05000772"," 0.23720101"," 0.14890174"," 0.08773166","-0.83446413"," 0.01418499"," 0.04167256"," 0.05308566"," 0.14027822","-0.02689834"
"M1213.266T13.111","-0.193835650","-0.024538701"," 0.080182119"," 0.146133891","-0.215701224"," 0.223981528"," 0.172310529","-0.055659180"," 0.005805889","-0.024721230","-0.247368862"," 0.027632998"," 0.144740449","-0.038962555"
"M1214.752T17.114"," 0.318568186"," 0.002793276","-0.007192023"," 0.007114694","-0.245981209"," 0.234670398"," 0.229563925","-0.174450435"," 0.060756042","-0.377442343","-0.296423947"," 0.148780363"," 0.157891266","-0.058648193"
"M1219.475T14.118"," 0.03161860","-0.06047325"," 0.12692034"," 0.08803393","-0.32427386","-0.01836708"," 0.14346164","-0.23989863"," 0.09941804","-0.13239409","-0.05198743"," 0.01041519"," 0.25867159"," 0.06885501"
"M1220.262T13.111"," 0.125937539","-0.181294058","-0.069372272","-0.452277957","-0.277980636"," 0.003304655","-0.230016761","-0.020861985"," 0.144741104"," 0.144004169"," 0.294030845"," 0.345320693"," 0.011084694"," 0.163379969"
"M1221.756T12.141"," 0.05260147","-0.14677126"," 0.08449081","-0.06477045","-0.03424358"," 0.22993376","-0.01978167","-0.30308935"," 0.23707536"," 0.19152409"," 0.39942777","-0.22522691","-0.10314787","-0.29802217"
"M1222.755T17.119"," 0.124249477"," 0.034822979"," 0.034403012"," 0.092728619","-0.537952706"," 0.304797108"," 0.170080322","-0.012396976"," 0.116681243","-0.095459069","-0.037236658"," 0.003475357","-0.508691065"," 0.310498357"
"M1222.764T12.168","-0.13595420"," 0.18357852"," 0.10740341","-0.12799364","-0.50863003","-0.16136929"," 0.12738069","-0.06148956"," 0.25666952"," 0.33570057"," 0.47714953"," 0.28794118","-0.63126955","-0.14911716"
"M1223.431T13.108","-0.08764946","-0.06925240","-0.16551475","-0.05134377","-0.10648867","-0.05382745"," 0.49605788","-0.21325393"," 0.09731615"," 0.04519805"," 0.14903318","-0.05188750"," 0.05276246","-0.04114980"
"M1223.759T15.602"," 0.42975385","-0.03257288"," 0.06134005"," 0.09773305","-0.01413328","-0.56390894"," 0.21715298"," 0.24192202","-0.04167125","-0.07514005"," 0.24426664","-0.47578707"," 0.30174156","-0.39069668"
"M1230.746T17.121","-0.12956437"," 0.12792921"," 0.18789724"," 0.13865257","-0.06969109"," 0.38642465"," 0.18937947"," 0.31327949"," 0.12075803","-0.87327236","-0.10257459","-0.03369593"," 0.24628727","-0.50180958"
"M1230.753T15.001"," 0.08391098"," 0.13374954"," 0.20236602"," 0.07937944"," 0.14288491"," 0.25174574","-0.87935904","-0.40498826"," 0.20580317"," 0.02754485"," 0.03186823"," 0.09433164"," 0.08593526","-0.05517247"
"M1234.091T13.11","-0.14015398"," 0.08000343"," 0.14008479"," 0.16653994","-0.13574677"," 0.17384434","-0.06753941","-0.06109696"," 0.07831738"," 0.01089272","-0.17395195"," 0.15430502"," 0.17843716","-0.40393572"
"M1234.751T17.115","-0.006775612"," 0.110605354"," 0.228252739"," 0.042688471","-0.286470230"," 0.199292416"," 0.330419985"," 0.082628388","-0.002720382","-0.459945268","-0.320217316"," 0.046527464"," 0.027024491"," 0.008689502"
"M1235.757T12.162"," 0.79093120","-0.10629692","-0.26615943","-0.19157802"," 0.07761634","-0.29602394","-0.01733997","-0.46532599","-0.03658509"," 0.29472191"," 0.18380408","-0.18640923"," 0.01099644"," 0.20764862"
"M1236.259T13.113","-0.09579803","-0.14755369"," 0.25746915","-0.44752304","-0.08763415"," 0.08378695"," 0.24363824"," 0.05747856","-0.06362917","-0.24058072"," 0.06422982"," 0.05887863"," 0.19075524"," 0.12648222"
