"","C12.1","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","X12.1","X12.2","X12.3"
"Label","con_12","con_12","con_12","dro_12","dro_12","dro_12","dro_12","foc_12","foc_12","foc_12","foc_12","xvm_12","xvm_12","xvm_12"
"M967.818T12.107","-0.24027411","-0.31419544"," 0.06531826"," 0.28252259"," 0.17538647"," 0.33268577"," 0.01236446","-0.33774234","-0.03848869"," 0.29507672"," 0.14803829","-0.09171958"," 0.16398196","-0.45295437"
"M968.803T17.122"," 0.020793175"," 0.246895592"," 0.032748014"," 0.002116034"," 0.103437983"," 0.005151260"," 0.024108680"," 0.268284601","-0.034768556","-0.612021506","-0.610726769"," 0.283479682"," 0.086321109"," 0.184180702"
"M969.148T13.116","-3.406352e-01"," 8.204547e-02"," 3.804804e-02"," 6.063095e-05","-5.830071e-02","-1.887171e-02"," 1.853648e-01"," 8.436817e-02"," 1.229675e-01"," 9.009547e-02"," 1.636467e-01"," 4.082562e-03","-1.108612e-01","-2.420106e-01"
"M969.809T15.953"," 0.09676766","-0.02631892"," 0.18852632","-0.70935203"," 0.03128179"," 0.29555770","-0.30109212"," 0.13935011"," 0.08335438","-0.03304045","-0.04697417"," 0.21421818"," 0.05712004"," 0.01060151"
"M970.794T18.128"," 0.12130946","-0.06194986"," 0.25907024"," 0.14324354"," 0.09892391"," 0.19592677"," 0.26652618","-0.01363261","-0.15577178","-0.53251102","-0.41807833"," 0.01182015","-0.02511372"," 0.11023708"
"M970.807T12.104","-0.417039778","-0.302306256","-0.022540926"," 0.274530828","-0.237021615"," 0.118768346","-0.311960838"," 0.304047631"," 0.199223920"," 0.213054998"," 0.277969116","-0.081995522","-0.008037554","-0.006692351"
"M971.475T13.11","-0.20031326","-0.14788017","-0.07354452","-0.09510541","-0.17981898","-0.02962713"," 0.21276319"," 0.04064703"," 0.16856581","-0.01996028"," 0.15465528","-0.36477970"," 0.48840969"," 0.04598847"
"M972.813T17.121","-0.03239151"," 0.03851728"," 0.09694875"," 0.19893239","-0.01300555"," 0.02141826","-0.02157794"," 0.15179150"," 0.04071981","-0.49378265","-0.19849745"," 0.08814845"," 0.04409642"," 0.07868225"
"M972.818T12.108"," 0.86790190","-0.14155532","-0.11657270","-0.10985147","-0.35761997"," 0.18618242","-0.11691158","-0.46484371"," 0.04870187"," 0.17580721"," 0.02705822"," 0.26998009","-0.03385753","-0.23441944"
"M974.312T13.112"," 0.215617311"," 0.021627401","-0.024653548"," 0.124906487"," 0.069440220"," 0.022310692"," 0.199995795","-0.007921947","-0.875623626"," 0.080672245"," 0.063987123"," 0.049693926"," 0.126564828","-0.066616908"
"M976.139T15.118"," 0.06592583","-0.74762320"," 0.18802662"," 0.02710798"," 0.12487118"," 0.21154319"," 0.24431340","-0.01458912"," 0.01913340","-0.11122151","-0.12794997"," 0.13375261"," 0.16828557","-0.18157597"
"M976.471T16.081"," 0.626918849","-0.165799537"," 0.002455562"," 0.158947905"," 0.610048105","-0.056959034"," 0.164408428","-0.188461798","-0.143575910","-0.399484503","-0.453127084","-0.203915698"," 0.079231232","-0.030686519"
"M977.8T13.648"," 0.74896248","-0.03551781"," 0.03969854","-0.06869781","-0.15153872"," 0.25871228","-0.05914761","-0.49483600"," 0.09866296"," 0.05200503"," 0.07020536","-0.28637496","-0.05171073","-0.12042301"
"M978.791T18.125"," 0.65033776","-0.02470047","-0.02291914"," 0.18674708"," 0.04790097"," 0.06972235"," 0.17637176","-0.05023837","-0.08549418","-0.56064903","-0.33636616","-0.13615281","-0.01783563"," 0.10327587"
"M978.802T11.597","-0.107743918","-0.060130925"," 0.304634596","-0.070967142","-0.506947780","-0.080285204"," 0.009956883"," 0.062615486"," 0.167576249"," 0.472157645"," 0.314773391","-0.325686516"," 0.012656167","-0.192608930"
"M980.799T16.971"," 0.2313691880"," 0.0651776209"," 0.1763593116","-0.2437539819","-0.0511205325","-0.0003761079"," 0.2564835181"," 0.0808570915","-0.0878629837","-0.4462046396","-0.1735820733"," 0.0371034809"," 0.1482874639"," 0.0072626439"
"M981.798T18.124","-0.07167176","-0.31388423"," 0.18552391"," 0.20135150","-0.11658797"," 0.06750453"," 0.41708000"," 0.21286736"," 0.03728845","-0.80880420","-0.50791424"," 0.24043728"," 0.41717798"," 0.03963139"
"M984.48T13.584"," 0.09707193"," 0.14419680"," 0.24266062"," 0.09423545","-0.07802123"," 0.20149848","-0.05629541"," 0.01885028"," 0.22344555","-0.12213772","-0.30850840","-0.11694665","-0.01023221","-0.32981747"
"M984.807T12.108","-0.279097350","-0.035835265","-0.108131247","-0.043920271","-0.357138061"," 0.449643000"," 0.331039796","-0.157669327"," 0.009328575","-0.113312235"," 0.141158661","-0.099491674"," 0.400293662","-0.136868265"
"M985.47T16.119","-0.06008378","-0.34643187"," 0.05219128"," 0.18477890"," 0.15902867"," 0.03098173","-0.23723981"," 0.01379383","-0.08166848","-0.06838935","-0.18316817"," 0.39247542"," 0.18695348","-0.04322184"
"M985.476T12.109","-0.49498579","-0.32558069","-0.03402766","-0.22389870","-0.22068272"," 0.19659145"," 0.12081532","-0.07995376"," 0.06641492"," 0.21888718","-0.07515334","-0.12785315","-0.03335836"," 1.01278530"
"M986.795T18.125","-0.15381080"," 0.02701939"," 0.17840626"," 0.12420710","-0.09938069"," 0.16061646"," 0.07631853"," 0.08774421","-0.11920216","-0.46443720","-0.24857173"," 0.14365848"," 0.22766460"," 0.05976755"
"M990.139T15.006"," 0.26371747"," 0.17785146","-0.40191858","-0.85708196"," 0.20086535"," 0.26124664"," 0.08667883","-0.12420928"," 0.19384947"," 0.18933235"," 0.06020855","-0.12556179"," 0.16419176","-0.08917028"
"M990.789T18.143","-0.03778498","-0.17502020"," 0.38418217"," 0.09956901","-0.12897463"," 0.10398584"," 0.09868406"," 0.25533646","-0.02220062","-0.44887720","-0.56188272"," 0.19034906"," 0.36869650","-0.12606275"
"M990.8T11.598","-0.18516966","-0.07195258"," 0.03621021","-0.05581473","-0.28331463"," 0.01394427"," 0.08464266","-0.07263159","-0.23938896"," 0.45294332"," 0.47103290","-0.15488344"," 0.05385337","-0.04947113"
"M991.807T13.109","-0.364832991","-0.052441106"," 0.022291557","-0.058185881","-0.393743357"," 0.001728545"," 0.015511949","-0.261800985"," 0.077108981"," 0.058540826"," 0.098602812"," 0.335669501"," 0.288258442"," 0.233291708"
"M992.801T17.117"," 0.726310740","-0.124823114","-0.008937734"," 0.034721784"," 0.002105750"," 0.196833051"," 0.203446168","-0.052412557","-0.027903706","-0.441269803","-0.338715882","-0.026275831"," 0.024561041","-0.167639907"
"M994.136T13.111","-0.08078866","-0.04073514"," 0.07396368"," 0.09299226","-0.16616279"," 0.21407560","-0.27693601"," 0.26515672","-0.81234613","-0.08416772"," 0.29745105"," 0.21085100"," 0.26424943"," 0.04239671"
"M996.139T12.108"," 0.28029446","-0.03582861"," 0.07470396","-0.06825303"," 0.27969527","-0.44562098"," 0.36423840","-0.15205723","-0.08641675"," 0.22554631","-0.07134141"," 0.24182876"," 0.09870285","-0.70549200"
"M996.798T17.124"," 0.01694644","-0.23474569"," 0.05258043"," 0.30555396","-0.01199196"," 0.10349547"," 0.13808210","-0.11288443","-0.12235697","-0.17503822","-0.49688825"," 0.35758734"," 0.10200703"," 0.07765274"
"M996.802T15.96"," 0.027281501","-0.351186403"," 0.067974371"," 0.189781204","-0.028104619"," 0.086697396"," 0.083840589","-0.070191074","-0.009454172"," 0.781707112","-0.238203090","-0.345087592","-0.259414059"," 0.064358835"
"M998.141T13.111","-0.187606428","-0.163586959","-0.003154278"," 0.117162936","-0.099676605"," 0.139972682"," 0.088790578"," 0.013105860"," 0.017340314","-0.115186183","-0.147648017"," 0.124672041"," 0.311352559","-0.095538501"
"M998.293T12.669"," 0.173939385"," 0.202311427"," 0.377425688"," 0.200987764"," 0.004447671","-0.340850473","-0.478285060"," 0.161200231","-0.440518937"," 0.206498682"," 0.089152920"," 0.302196702"," 0.147052288","-0.605558289"
"M999.802T16.118"," 0.72353478"," 0.06007523","-0.29551889"," 0.13621736"," 0.11346249","-0.31402727"," 0.07204242"," 0.03050720"," 0.07174039","-0.21270531","-0.34945489"," 0.05438765"," 0.02870004","-0.11896119"
"M1002.135T16.12"," 0.82032123"," 0.16625764","-0.06409110"," 0.08555390"," 0.03092300","-0.26828389"," 0.03532471"," 0.01439391","-0.07990446","-0.23161377","-0.20544530"," 0.13691524","-0.11921882","-0.32113228"
"M1002.791T18.125","-0.09107805"," 0.11881017"," 0.17094069"," 0.14738484","-0.13868053"," 0.08720900"," 0.20119769","-0.01536771"," 0.09227380","-1.01441962"," 0.03215588"," 0.17056513"," 0.25624329","-0.01723456"
"M1004.791T18.125"," 0.244839806"," 0.014567268","-0.515771976"," 0.096492440"," 0.089661161","-0.101768144"," 0.372570084"," 0.031684841"," 0.093751483","-0.320519811"," 0.015080099","-0.041324515","-0.005857205"," 0.026594469"
"M1005.793T17.124","-0.191657526"," 0.164002860"," 0.336965945"," 0.067564550"," 0.081129030"," 0.250469616"," 0.080961921"," 0.172653258","-0.112016236","-0.489576026","-0.721972854"," 0.086732509"," 0.265781499"," 0.008961454"
"M1010.794T17.124"," 0.002415568","-0.140676153"," 0.265311795"," 0.003673525"," 0.022313578"," 0.218084414"," 0.245207197","-0.005848769","-0.082566232","-0.439614257","-0.387557794"," 0.078547911"," 0.083203604"," 0.137505612"
"M1012.803T17.118","-0.186379418","-0.113728072"," 0.274033434"," 0.212453246","-0.040797041"," 0.131453196","-0.069175979","-0.041089265","-0.008015031","-0.322169316","-0.297754983"," 0.076990977"," 0.348578861"," 0.035599392"
"M1012.807T12.109","-0.12639225","-0.12426389"," 0.06751568"," 0.06898570","-0.09117282","-0.24159812"," 0.37833626","-0.58791421"," 0.15713152"," 0.28559675"," 0.22423014"," 0.10432861","-0.15291462"," 0.03813125"
"M1018.8T12.106","-0.25166314","-0.24432445"," 0.11643115","-0.13893425","-0.43189481"," 0.36238849"," 0.36768790","-0.13809908"," 0.10226417"," 0.34042917"," 0.34698063","-0.04640292","-0.15223739","-0.23262547"
"M1019.799T12.114","-0.055021473","-0.093113352","-0.313385447","-0.034277185","-0.090331467"," 0.003318967","-0.087307875","-0.497314954","-0.212686407"," 0.219870868"," 0.174323734","-0.233074791"," 0.593687617"," 0.625311765"
"M1020.806T13.613","-0.163330779"," 0.097170878"," 0.068815815","-0.018338949","-0.246573055"," 0.081751066"," 0.126919428","-0.022416455"," 0.007389706","-0.163371929","-0.076691561"," 0.177871561"," 0.182551470","-0.051747196"
"M1021.326T836.385","-1.49003781","-0.02978748"," 0.29736285"," 0.42534394"," 0.34017568"," 0.20192028"," 0.39716096","-0.14150834"," 0.01884315","-0.67679147","-0.13256570"," 0.26881097"," 0.39254052"," 0.12853244"
"M1022.127T17.115"," 0.15120798","-0.12797612","-0.02246625"," 0.05784237","-0.13973772","-0.04394220"," 0.49708680"," 0.30538506","-0.31437494","-0.59284250","-0.19955837"," 0.29889157"," 0.03846870"," 0.09201560"
"M1023.307T13.116","-0.12532508","-0.08187274"," 0.04110013"," 0.12458111","-0.33454910"," 0.13080786"," 0.10255923","-0.22216254","-0.01551487"," 0.13886940"," 0.18872972"," 0.20488162"," 0.12045404","-0.27255880"
"M1023.794T17.126"," 0.08251908","-0.08509964"," 0.15243732"," 0.11626831"," 0.03931268"," 0.23063863"," 0.08276734"," 0.03437738"," 0.04152191","-0.45661319","-0.46373076"," 0.08216400"," 0.25045997","-0.10702304"
"M1024.29T17.117"," 0.25369581"," 0.06310928"," 0.21954847","-0.29672136"," 0.03713977","-0.16268461","-0.01716129"," 0.07666561"," 0.29952879","-0.31841230","-0.29715774"," 0.14822704","-0.15847836"," 0.15270090"
"M1024.79T17.12"," 0.714280227","-0.246875065","-0.008286043"," 0.161685238","-0.188904653"," 0.173089508"," 0.077125097"," 0.135145716","-0.060791536","-0.608054602","-0.287288641"," 0.025445083"," 0.139497268","-0.026067596"
"M1025.798T13.109"," 0.04873879"," 0.10263322","-0.44327497","-0.06374227"," 0.03956898"," 0.27818095","-0.30478282","-0.05248104"," 0.23472859"," 0.02678662"," 0.13756282","-0.38451658"," 0.22327096"," 0.15732673"
"M1025.801T13.111","-0.13710026"," 0.12930493","-0.01595155","-0.10527064","-0.19602761"," 0.36788403"," 0.02336285","-0.04285014"," 0.18560747","-0.21547786","-0.05430188"," 0.03531439"," 0.04671109","-0.02120482"
"M1026.791T12.104","-0.249828545","-0.202345820"," 0.052885889","-0.002463584","-0.100637852"," 0.262776166"," 0.002697617"," 0.126962559"," 0.164892775"," 0.246572019"," 0.275642967","-0.444011354"," 0.026637212","-0.159780049"
"M1027.799T12.11","-0.26963836","-0.17668530","-0.39348961"," 0.16238795","-0.20122707"," 0.08011003"," 0.05454321","-0.08832336"," 0.17794508"," 0.29653075"," 0.39226451"," 0.19765509"," 0.11677543","-0.34884834"
"M1027.802T12.11","-0.383811729","-0.280851862","-0.106728786"," 0.094804901","-0.308035668"," 0.003355233"," 0.257313324","-0.028133833"," 0.111469482"," 0.243307983"," 0.350220039"," 0.142422531"," 0.044201212","-0.139532826"
"M1027.805T12.107","-0.44344677","-0.29951012","-0.10960562"," 0.06550240","-0.43016487"," 0.33222257"," 0.34191146","-0.03962955","-0.02735336"," 0.10728008"," 0.27824073"," 0.08946943"," 0.31338475","-0.17830114"
"M1029.472T13.111","-0.1551742986"," 0.0002485619"," 0.2468600006"," 0.0391046288","-0.2002773398"," 0.2256677583","-0.0548133134"," 0.0923305759"," 0.0182697998","-0.1253006486","-0.1095590292"," 0.1184651325"," 0.1365936037","-0.2324154318"
"M1030.792T17.119"," 0.170257102","-0.005274528"," 0.340117185"," 0.278277251","-0.054237855"," 0.126929787"," 0.154744659","-0.123207344","-0.186862826","-0.437552197","-0.300738088"," 0.053769382"," 0.041351341","-0.057573869"
"M1030.796T12.106","-0.317898455"," 0.142236551","-0.336331868","-0.292776690","-0.022936151"," 0.171494712"," 0.035877830"," 0.564814283","-0.008262426","-0.049679926","-0.105962146"," 0.062407837","-0.410022226"," 0.567038674"
"M1031.797T12.086"," 0.92249381","-0.10888140"," 0.05564803","-0.04451248","-0.35018684","-0.02858038","-0.19462125","-0.20739331","-0.28349842"," 0.02406214","-0.06261909","-0.15207251"," 0.01684310"," 0.41331859"
"M1032.786T18.12","-0.03348480","-0.10103806"," 0.07446516","-0.06873081"," 0.13057051"," 0.14761993"," 0.08936310"," 0.32928781","-0.24774750","-0.65930816","-0.44774153"," 0.39126645","-0.24859937"," 0.64407726"
"M1034.294T13.642","-0.06563232"," 0.16920627"," 0.31363236","-0.30488979","-0.69486229"," 0.24691037"," 0.19468644"," 0.14501062"," 0.18370263"," 0.16367866"," 0.09416939"," 0.06739332","-0.54318464"," 0.03017898"
"M1038.136T14.113","-0.03448234"," 0.05653315"," 0.17578355","-0.03962528","-0.33843523"," 0.13589463"," 0.01769726","-0.37839338"," 0.16192823","-0.12994403"," 0.23155259"," 0.11563734"," 0.15307359","-0.12722008"
"M1038.789T17.122","-0.07649648","-0.05636019"," 0.08881173"," 0.06209393"," 0.29325828","-0.04165090"," 0.06311927"," 0.20027732","-0.07273888","-0.81823270","-0.01866906"," 0.25535854"," 0.10302990"," 0.01819925"
"M1039.788T17.124"," 0.120567894","-0.012784256"," 0.275278916"," 0.207814167","-0.032785508"," 0.191083234","-0.302611874"," 0.004991866"," 0.165390826","-0.301641626","-0.182255497","-0.048161978","-0.192548441"," 0.107662278"
"M1040.795T17.122"," 0.17746395","-0.14658870"," 0.05334841"," 0.10194434","-0.30444242"," 0.05966850"," 0.03914330"," 0.09917167","-0.05685242","-0.45037720","-0.24649136"," 0.30192449"," 0.26913569"," 0.10295177"
"M1040.803T12.104","-0.16801697","-0.18096332"," 0.02204980"," 0.40795979","-0.24704179","-0.06483879","-0.05286887","-0.22950593"," 0.07806509"," 0.34460048"," 0.17259962"," 0.12923226","-0.13001148","-0.08125988"
"M1042.299T13.109","-0.005707585"," 0.205123840"," 0.173540132","-0.449166007","-0.030047799"," 0.342626456"," 0.093846709"," 0.004765446"," 0.164028597"," 0.202356801"," 0.171318124","-0.338961640"," 0.139653379","-0.673376454"
"M1044.793T15.117"," 0.225105443","-0.516235061","-0.761209885"," 0.136610440"," 0.105988838"," 0.278251427"," 0.217951755"," 0.096634916"," 0.179642633"," 0.159904448"," 0.102125608"," 0.153327911","-0.388062572"," 0.009964099"
"M1045.284T16.121"," 0.664487465","-0.365017754"," 0.117733183"," 0.119178998","-0.137656584"," 0.001929697"," 0.162832524","-0.377268875","-0.080724448","-0.405006754","-0.298358974"," 0.071764963"," 0.611817789","-0.085711231"
"M1045.29T12.108","-0.057031124"," 0.277247781","-0.043276222"," 0.417739604"," 0.208412217","-0.052107634","-0.002418722","-0.615382135"," 0.096929099"," 0.147202959","-0.108143807","-0.064514734","-0.138184784","-0.066472497"
"M1045.788T16.62"," 0.11239984"," 0.28819832"," 0.21770428","-0.08085317"," 0.17725639","-0.19100308","-0.33177387"," 0.20668551"," 0.18386094"," 0.07431126"," 0.03307175"," 0.25537980","-0.06246850","-0.88276950"
"M1050.784T17.121","-0.0269042904"," 0.0003669534"," 0.2933005495"," 0.0771436622","-0.3805065418"," 0.2175698716"," 0.2704730635"," 0.1156846274"," 0.2465103468","-0.8150247835","-0.2575150455"," 0.0875180696"," 0.2842163616","-0.1128328443"
"M1050.792T12.109"," 1.234167e-05"," 1.714522e-01","-2.864479e-01","-1.488086e-02","-1.734043e-01"," 2.493725e-01"," 9.239212e-02","-3.608733e-01","-3.432774e-01"," 3.145108e-01"," 3.617977e-01"," 2.167292e-01","-2.801700e-01"," 5.278690e-02"
"M1052.468T13.111"," 0.05535767"," 0.04300270"," 0.22295657"," 0.01837566","-0.31998221","-0.23909714"," 0.23069186"," 0.02189995"," 0.01577390","-0.16575907"," 0.23960723","-0.01626303","-0.02059639","-0.08596770"
"M1052.792T12.111"," 0.708783990","-0.227981449"," 0.018626143","-0.212903796","-0.402915344","-0.224368034"," 0.158207763"," 0.088784265","-0.090780747","-0.006167319"," 0.033891744"," 0.737876065","-0.192270950","-0.388782333"
"M1052.794T12.108","-0.25283659","-0.07750413"," 0.17894478","-0.16866774","-0.46083283"," 0.29086141"," 0.45166976"," 0.02492117"," 0.03392748"," 0.16418051"," 0.17313757"," 0.11625378","-0.11592651","-0.35812866"
"M1053.125T15.036"," 0.23290521"," 0.02628078"," 0.04701841","-0.65012487","-0.20857704"," 0.12173136"," 0.09580227"," 0.06310354"," 0.27627556","-0.01156211","-0.12907890"," 0.22684285"," 0.09330818","-0.18392525"
"M1053.461T14.113"," 0.07895756","-0.27183859"," 0.06358063"," 0.29347360","-0.75428841"," 0.39073218"," 0.18973171","-0.12802604","-0.04375575","-0.18008491"," 0.00833079"," 0.14533825"," 0.24966167","-0.04181270"
"M1053.787T16.896"," 0.017216027","-0.050085612"," 0.243577439"," 0.192949217","-0.001450167"," 0.335104666"," 0.136550163","-0.113195864","-0.317743265","-0.683863835","-0.171361917"," 0.279882674"," 0.084275970"," 0.048144503"
"M1054.788T17.038"," 0.66310785","-0.10349751","-0.07744563","-0.08507111","-0.02414146"," 0.26094384"," 0.08211910","-0.01870320","-0.15205441","-0.60384073","-0.05514398","-0.09244855"," 0.16176115"," 0.04441464"
"M1054.793T11.238","-0.10737968","-0.17149927"," 0.36230582","-0.08498460","-0.05317126"," 0.05726400"," 0.12697624","-0.47021258"," 0.15393817"," 0.22998941"," 0.24859854","-0.34953775"," 0.07167332","-0.01396036"
"M1057.301T13.107","-0.258137177"," 0.039463897","-0.001996949","-0.190718236","-0.097990255"," 0.080672704"," 0.407223502","-0.057508357"," 0.099118718"," 0.023096416","-0.334802595"," 0.103314353"," 0.094486184"," 0.093777794"
"M1057.787T17.119"," 0.70340776","-0.14674094","-0.32791583"," 0.05934130","-0.01795337"," 0.07518495"," 0.19748349"," 0.06313591","-0.16563122","-0.34806919","-0.18264462"," 0.06869194"," 0.15662237","-0.13491254"
"M1058.124T13.16"," 0.03351309"," 0.19982678"," 0.18062535"," 0.01055329"," 0.11163632"," 0.04240653","-0.54814229","-0.02135576"," 0.30557030"," 0.16956044","-0.07305056"," 0.26833318","-0.37968098","-0.29979569"
"M1058.286T17.121","-0.175826951"," 0.075565899","-0.234341071"," 0.262526029","-0.010315394"," 0.298558088"," 0.203615765","-0.022984058","-0.080541501","-0.481861535","-0.235481915"," 0.283342522"," 0.112616598"," 0.005127525"
"M1058.787T16.913"," 0.06638469","-0.06847955","-0.26426375","-0.09208309","-0.34342498"," 0.01953434"," 0.23886047","-0.07454968","-0.09914130"," 0.73293075","-0.32454870"," 0.04530515"," 0.12210774"," 0.04136791"
"M1059.426T884.067","-2.21978873","-0.07729087"," 0.49911836"," 0.21229399"," 0.46407918","-0.05914288"," 0.05273301"," 0.46106205"," 0.51667951","-2.01840307"," 0.70151469"," 0.49128343"," 0.35700184"," 0.61885949"
"M1059.46T14.114","-0.12566791","-0.12046388"," 0.09561864"," 0.04773939","-0.06641500"," 0.09650033"," 0.11090908"," 0.20073348"," 0.19332943","-0.16060547","-0.09205019"," 0.21348146"," 0.11821032","-0.51131966"
"M1059.795T13.111","-0.10558418"," 0.05669391"," 0.21372260","-0.03425293","-0.25494925"," 0.16469459"," 0.18020201"," 0.17852652","-0.08868004","-0.25479308","-0.15041140"," 0.07976345"," 0.09133225","-0.07626445"
"M1061.792T12.111","-0.04806209"," 0.18026777","-0.24295132","-0.01588966","-0.15247256","-0.02759238"," 0.08065626","-0.40967724","-0.05084425"," 0.27414779"," 0.37076513","-0.13790181"," 0.10108526"," 0.07846910"
"M1061.796T12.106","-0.37083056","-0.11782545","-0.03444717"," 0.04326654","-0.03075054"," 0.15272781"," 0.14242215","-0.36918964"," 0.41124797","-0.06395663","-0.04036819","-0.02590060"," 0.53282919","-0.22922490"
"M1063.781T17.625"," 0.11694624","-0.12472053"," 0.18736005"," 0.05136050"," 0.13713752","-0.02195411"," 0.09610590"," 0.10139399"," 0.12481676","-0.61701707","-0.32116769","-0.23978421"," 0.25443580"," 0.25508685"
"M1064.785T17.122","-0.03733199","-0.15989089","-0.10689063"," 0.17040233"," 0.33364032"," 0.10478686"," 0.16309281"," 0.20356595","-0.24162802","-0.66243386","-0.18831051"," 0.35405749"," 0.17187298","-0.10493285"
"M1064.789T12.169","-0.3684616233","-0.0058475183","-0.0256945640"," 0.2336895825","-0.2778753665"," 0.0669743920","-0.0270305941","-0.2291382925"," 0.0002839081"," 0.2288570643"," 0.2809822931","-0.2495634330","-0.0207513702"," 0.3935755221"
"M1064.793T12.109","-0.07096523"," 0.10604685","-0.19348470"," 0.15597492","-0.29167567"," 0.20242659"," 0.40603907","-0.35249233","-0.16965934"," 0.34215069"," 0.43080771","-0.36784264","-0.18501703","-0.01230889"
"M1066.291T13.111","-0.19825668","-0.04738575"," 0.09236114"," 0.04269796","-0.01094050","-0.06897240"," 0.25457950"," 0.02539325"," 0.13889352"," 0.02311436","-0.17807666"," 0.07810672"," 0.21451558","-0.36603006"
"M1067.787T17.122","-0.13639979","-0.07410700"," 0.38017527","-0.07819947","-0.07576269","-0.03633795"," 0.01633175"," 0.21227662","-0.17116546","-0.54400438","-0.32989621"," 0.87195677"," 0.08819019","-0.12305767"
"M1069.799T12.107","-0.364423319"," 0.194018542","-0.141049414","-0.068493060","-0.467026735"," 0.022182371"," 0.400936570","-0.113247533"," 0.409614981"," 0.230882242"," 0.059078917"," 0.006067072","-0.022148385","-0.146392249"
"M1072.289T13.111"," 0.037333850"," 0.091267124"," 0.039399986","-0.183055264","-0.174599741"," 0.139371040"," 0.115284185","-0.385210497"," 0.138939569","-0.067353029"," 0.233129571"," 0.335533401","-0.326907848"," 0.006867653"
"M1072.785T17.12"," 0.10205205","-0.20933209"," 0.16439989"," 0.08485468"," 0.04561556"," 0.05773609","-0.04394338"," 0.27872635"," 0.44902808","-0.51472316","-0.56693522"," 0.27214511","-0.07150043","-0.04812351"
"M1072.791T12.666"," 0.18477594"," 0.03322345","-0.07319697","-0.06011675"," 0.01419625","-0.01326778"," 0.16932002","-0.17780994"," 0.06564559"," 0.34995513"," 0.35682659","-0.01569589","-0.18270438","-0.65115126"
"M1073.787T12.113"," 0.75633160","-0.13063796","-0.09079646","-0.29411733","-0.03525148","-0.07754372","-0.37781331","-0.25958991"," 0.26928205"," 0.26105196"," 0.02163963","-0.06365956","-0.04613780"," 0.06724229"
"M1077.04T13.112","-0.482302199","-0.086163127","-0.450093146","-0.135140157"," 0.210395911"," 0.385584842"," 0.210480847","-0.353500449"," 0.011013414"," 0.232730824"," 0.043906851"," 0.355872263","-0.002371714"," 0.059585841"
"M1078.125T14.114"," 0.035785571"," 0.089595323","-0.120917648"," 0.195907677"," 0.005961836"," 0.232211409","-0.910789384","-0.003047952","-0.050721769"," 0.043510721"," 0.217231453"," 0.075417293"," 0.107897191"," 0.081958280"
"M1078.789T12.108","-0.18910979"," 0.33523106"," 0.08851647"," 0.03097956","-0.19953217"," 0.04711183","-0.02717646","-0.54066065"," 0.12211200"," 0.19588324"," 0.22521328"," 0.05784136","-0.01802209","-0.12838763"
"M1079.282T16.962","-0.001623040","-0.124226699"," 0.043614754"," 0.212058775"," 0.152258479","-0.165226490"," 0.187145661"," 0.168094073","-0.185837754","-0.329655184"," 0.047532573","-0.031875576"," 0.019715530"," 0.008024897"
"M1079.286T12.112","-0.09292527","-0.06223134","-0.19460538","-0.20427340"," 0.75687719","-0.26078705"," 0.11389591","-0.39669063","-0.38872075"," 0.32328684"," 0.28675060"," 0.12524341"," 0.11957996","-0.12540011"
"M1079.786T12.106","-0.1244609529"," 0.1601043075","-0.4395250261"," 0.0900009880","-0.0001944413","-0.3590976218"," 0.0993943145","-0.0726380879"," 0.2495820485"," 0.3952183282"," 0.4395089584","-0.2546705011"," 0.0407287682","-0.2239510824"
"M1080.788T16.122"," 0.14023270"," 0.02690900"," 0.29614656"," 0.10653899"," 0.12743638","-0.44709756"," 0.18538660","-0.35299172"," 0.07211113","-0.40000460","-0.20122914"," 0.18227789"," 0.13831885"," 0.12596491"
"M1083.463T13.111"," 0.23776172","-0.09438313"," 0.05761067"," 0.09110369","-0.39196841"," 0.12230030"," 0.13967777"," 0.11248387","-0.01452166","-0.24275394"," 0.08682709"," 0.17627759"," 0.08342678","-0.36384236"
"M1083.794T13.109","-0.05043233"," 0.12130730"," 0.18875916"," 0.08983787","-0.03931488"," 0.13971438"," 0.11571340"," 0.06142719"," 0.05837432","-0.04318462"," 0.13039194"," 0.09322815","-0.77440093","-0.09142096"
"M1084.777T17.128","-0.24391798","-0.18805735"," 0.04486723"," 0.03267495"," 0.32129303"," 0.11359264"," 0.12177846"," 0.10020401"," 0.21232635","-1.01395951","-0.12268747"," 0.09010853"," 0.10009855"," 0.43167856"
"M1085.78T15.949","-0.01226068","-0.11644875"," 0.30383911"," 0.18356677","-0.09590423"," 0.02816915"," 0.18276803","-0.03499308","-0.22396584","-0.27136412","-0.01649919"," 0.09527990"," 0.07259476","-0.09478182"
"M1086.109T15.006","-0.31234822","-0.02182473"," 0.19598062","-0.05222937","-0.12309496"," 0.21843394"," 0.14121106","-0.20872537"," 0.19902179","-0.04992644","-0.22708740","-0.01848543"," 0.06484968"," 0.19422482"
"M1086.78T17.14","-0.08698104"," 0.03952391"," 0.24844543"," 0.05338765"," 0.05199997","-0.03281005","-0.26544519"," 0.15629683"," 0.13179233","-0.53845522","-0.08115212"," 0.18460879"," 0.01877707"," 0.12001163"
