"","X16.C9.3.neg","X19.C9.2.neg","X21.C9.4.neg","X45.C9.1.neg","X13.D9.4.neg","X20.D9.1.neg","X49.D9.2.neg","X48.D9.3.neg","X26.F9.1.neg","X36.F9.3.neg","X14.X9.2.neg","X23.X9.1.neg","X27.X9.3.neg","X40.X9.4.neg","X53.Blank.neg","X10.QC1.neg","X24.QC.2.neg","X39.QC3.neg"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","Other","Other","Other","Other"
"M649.302T900.549"," 0.018395201","-0.637386315"," 0.537255843","-0.196484342","-0.011279987"," 1.086701202","-0.083328802","-0.285896136"," 0.002376545"," 0.640936300","-0.133245475"," 0.762580838"," 0.076628906"," 0.327510347","-1.643483909","-0.257453731","-0.149955378","-0.053871107"
"M575.766T1053.433"," 0.05394884","-0.18336204"," 0.47758111"," 0.40961699"," 0.06526994"," 1.01151124","-0.18678267","-0.53135388","-0.47627925"," 0.90702461","-0.17306585"," 0.75902517","-0.01730990"," 0.40460463","-1.39654981","-0.59331176","-0.16795377","-0.36261360"
"M1161.883T894.146","-0.09536805","-0.61075631"," 0.28946758"," 0.16124154"," 0.09121067"," 1.45229187"," 0.23096003","-0.14987371","-0.41405000"," 1.32265914","-0.09578366"," 0.80290453","-0.84830936"," 0.24221062","-1.74209283","-0.10865098","-0.31235277","-0.21570831"
"M286.972T107.919","-0.13433665","-0.18685846"," 0.07756338"," 0.29006390","-0.03628114"," 1.39104167"," 0.11797143","-0.53241121"," 0.06584713"," 0.87072078","-0.22046224"," 0.48931273"," 0.11257578"," 0.18424415","-1.46536013","-0.30376812","-0.42405951","-0.29580348"
"M581.318T900.123"," 0.016784863","-0.280617927"," 0.688794716","-0.097554680"," 0.054724413"," 0.939537740"," 0.049844320"," 0.043453420"," 0.077595899"," 0.415933508","-0.048549760"," 0.795224955"," 0.054684935"," 0.230355057","-2.655673962","-0.153130947","-0.126396060","-0.005010491"
"M1014.585T1348.471"," 0.14849741","-0.35817387"," 0.19258889"," 0.01275723"," 0.25914473"," 1.05670751"," 0.08799103"," 0.02496345"," 0.20239870"," 0.32845230"," 0.20450051"," 0.63907462"," 0.06750268"," 0.37794873","-3.08286925","-0.05360478","-0.08210457","-0.02577533"
"M799.289T814.54","-0.04411554","-0.53605869","-0.45836028","-0.43654690"," 0.49340043"," 1.47662751","-0.10903481","-0.22198653","-0.16723268"," 0.57667590"," 0.02688293"," 0.65882092","-0.01921361"," 0.34062123","-1.02695700","-0.54761415","-0.13671079"," 0.13080207"
"M883.503T1155.003","-0.077187297","-0.011483760"," 0.492845236"," 0.263238219","-0.170261365"," 1.158934873","-0.137663836","-0.006277988","-0.034214796"," 0.487625195","-0.147836019"," 0.807983736","-0.208203417"," 0.277939172","-2.163907635","-0.229745572","-0.169391017","-0.132393730"
"M527.103T89.251"," 0.12923998"," 0.20691897"," 1.01795404"," 0.11957174","-0.91998373"," 1.21247104"," 0.20115860","-0.95056775","-0.04609582"," 1.01674315","-0.20178575"," 0.13663880"," 0.06860731"," 0.27799905","-1.14323343","-0.11841886","-0.25885807","-0.74835925"
"M1053.272T316.465"," 0.21690674","-2.18871367"," 0.39604386"," 0.13411130"," 0.37029612"," 1.00373842"," 0.29170210"," 0.09052916"," 0.22189100"," 0.56948201"," 0.04733773"," 0.69371105"," 0.13367370"," 0.33385604","-2.30394920","-0.09346828"," 0.03551073"," 0.04734118"
"M1097.037T893.528","-0.130808378","-0.487913831"," 0.305698839"," 0.066174655","-0.141810291"," 1.487678046"," 0.041955021","-0.759441221","-0.256615413"," 1.046609718","-0.145010092"," 0.535785737","-0.023345593"," 0.247066404","-1.918995683"," 0.116979922"," 0.005606497"," 0.010385662"
"M987.494T1327.158"," 0.10092523"," 0.15568387"," 0.42902367"," 0.27028197","-0.04150481"," 1.19267434","-0.37322771","-0.04309991"," 0.13658120"," 0.64811124","-0.15503500"," 0.12768466","-0.04159022"," 0.27904375","-2.54739493","-0.01254839","-0.09337826","-0.03223069"
"M863.484T1242.374"," 0.05195508","-0.31957707"," 0.61871843","-0.08051489","-0.31288115"," 1.42442636","-0.13672625"," 0.01344002","-0.11678943"," 0.40875544","-0.25487093"," 0.81779100","-0.60007484"," 0.07838876","-0.47552782","-0.42351853","-0.38686876","-0.30612541"
"M869.849T1307.413","-0.072935874","-0.338997300"," 0.330268103","-0.015677848"," 0.105616578"," 1.486435606","-0.027463242","-0.333090688"," 0.021222444"," 0.816268826","-0.281694350"," 0.290461911","-0.110292183"," 0.005919647","-0.952069449","-0.202556544","-0.380237824","-0.341177814"
"M867.515T1204.699"," 0.08495358","-0.04752360"," 0.44591609"," 0.43256572","-0.09536554"," 1.13941937","-0.14736081"," 0.08815874","-0.09202194"," 0.59981087","-0.10226995"," 0.72127951","-0.22241997"," 0.22840980","-2.73568311","-0.01183485","-0.12670405","-0.15932987"
"M1071.559T892.477","-0.35648553","-1.28425006"," 0.55165008"," 0.31717703"," 0.02987299"," 1.20658610"," 0.30237436"," 0.06030090","-0.22748883"," 0.77537896","-0.36660365"," 0.59172479","-0.61754477"," 0.26059205","-1.35711994"," 0.09461574","-0.06568949"," 0.08490927"
"M751.392T1268.098"," 0.095914677"," 0.218034658"," 0.389086194"," 0.148503259","-0.202195879"," 1.184569013"," 0.003010075","-0.119935910","-0.504712603"," 0.789217895","-0.191092503"," 0.791196209","-0.252323955"," 0.165956935","-1.423972976","-0.259453126","-0.247682578","-0.584119385"
"M306.171T797.884","-0.140846471"," 0.075462502"," 0.633043410","-0.033882786"," 0.749252720"," 1.008759044"," 0.078135596","-0.394765750","-0.343860981"," 0.970417854"," 0.270514446","-0.069912957","-0.156069576","-0.219473192","-2.388845090","-0.035178193"," 0.001250024","-0.004000599"
"M1000.263T316.358"," 0.19557315","-2.60073148"," 0.35347128"," 0.01769452"," 0.43805075"," 0.98153269"," 0.28626148"," 0.20825310"," 0.12083356"," 0.57573870"," 0.03541434"," 0.71506037"," 0.12382151"," 0.30193455","-1.84320394"," 0.05001058"," 0.02044061"," 0.01984420"
"M699.398T1124.853","-0.48194647"," 0.41897038"," 0.50584329"," 0.54294384","-0.20416144"," 0.97679707","-0.05603911"," 0.09985109","-0.06651842"," 0.34123556","-0.23604877"," 0.97342180","-0.15964680"," 0.24849931","-2.35913276","-0.15416438","-0.17397214","-0.21593206"
"M767.194T317.413"," 0.12997876","-1.38868540"," 0.11038525","-0.01310809"," 0.33163449"," 1.22043999"," 0.19259523","-0.11468403"," 0.11402860"," 0.83868164","-0.07726534"," 0.59556417"," 0.01578088","-0.09292098","-1.85261280","-0.05662773","-0.01169186"," 0.05850722"
"M280.961T95.439","-0.346962747","-0.070886507"," 0.491456126"," 0.236382995"," 0.066076935"," 1.109082914","-0.184886213"," 0.134073824","-0.235398320"," 1.020555147","-0.512222039"," 0.633063276","-0.200873463"," 0.007670816","-1.499281365","-0.405697766","-0.200129331","-0.042024282"
"M650.407T1378.088"," 0.06598061","-0.86885737"," 0.20194270","-0.05895923"," 0.14626329"," 1.10764334","-0.01819119"," 0.11050656"," 0.17391833"," 0.52367042"," 0.05410749"," 0.52351955"," 0.09506216"," 0.49300520","-2.46459009","-0.06775308","-0.12100336"," 0.10373468"
"M653.891T318.024"," 0.112263982","-1.400989265"," 0.183435169"," 0.093171670"," 0.220012733"," 1.181653269"," 0.022493814","-0.183978445"," 0.107518611"," 0.906458979","-0.009927517"," 0.570050934"," 0.126846421"," 0.355595052","-1.689401432","-0.108564530","-0.432652197","-0.053987248"
"M560.841T1187.938","-0.64395749","-0.94214340"," 0.28874755"," 0.15478116"," 0.35195242"," 1.14382713"," 0.19036376","-0.17735667"," 0.04748285"," 1.00262695","-0.19891086"," 0.54102903","-0.08027396"," 0.39317928","-1.84318475","-0.02093412","-0.10950750","-0.09772141"
"M354.957T108.842","-0.25763602"," 0.01374994"," 0.19263258"," 0.19770073"," 0.05524504"," 1.32022869","-0.49320978","-0.62722244","-0.02328033"," 0.99938138","-0.20653453"," 0.39343921","-0.11544052"," 0.17372129","-0.34299849","-0.55735870","-0.35940004","-0.36301799"
"M590.775T907.789","-0.68047991","-0.29073770"," 0.53189739"," 0.19809078","-0.28399934"," 0.32136328","-0.46579651","-0.74297903"," 0.10851526"," 1.00915260","-0.70578525"," 0.49737485"," 0.16997005"," 0.56722915","-0.34187221"," 0.06559083","-0.34818404"," 0.39064982"
"M455.14T941.827","-0.10420338","-1.37781977","-0.03371252"," 0.46594230"," 0.49663582"," 1.27469810","-0.17997643","-0.01675408","-0.33183508"," 0.23852869","-0.13746674"," 0.76316220","-0.08656240"," 0.73170297","-0.91573325","-0.30449802","-0.28873617","-0.19337225"
"M478.858T67.274","-0.49455435"," 0.01912582","-0.19435093"," 0.10014313"," 0.29850088"," 1.26512001"," 0.31802585","-0.66178527","-0.96847570"," 0.76716143","-0.28005617","-0.34102324","-0.03659603"," 0.34839193"," 0.03675387","-0.25953100","-0.01709535"," 0.10024511"
"M991.585T1378.099"," 0.09682294","-0.02779619"," 0.24419946"," 0.20288254"," 0.18805554"," 1.21089072"," 0.03537733","-0.04230060"," 0.02903515"," 0.10043251"," 0.03382233"," 0.64252868","-0.08105709"," 0.23764781","-2.51915256","-0.17275370","-0.11314860","-0.06548626"
"M184.986T90.923"," 0.13700420"," 0.42002536","-0.22375385"," 0.37305754","-0.33255533"," 1.40910313"," 0.24838969","-0.38922354"," 0.15821776"," 0.98099894","-0.15443812"," 0.55957745"," 0.19864482"," 0.28520982","-2.61220906"," 0.02862142","-0.55833558","-0.52833464"
"M206.082T164.917"," 0.2093845"," 0.4477879"," 0.5462715"," 0.0569555"," 0.3518339"," 0.8285159"," 0.1057179","-0.8982360","-0.3723741"," 1.2232371"," 0.2436347"," 0.4379128","-0.7586861"," 0.2608474","-1.7559536","-0.1277216","-0.6522803","-0.1468473"
"M1161.521T895.466","-0.77894196","-0.79932285"," 0.44713505"," 0.34104515","-0.14325189"," 1.26629634"," 0.53819997","-0.30010853"," 0.01596064"," 0.86754138","-0.48664368"," 0.58788454","-0.36375594"," 0.15735669","-1.09198269","-0.09677992","-0.11928014","-0.04135217"
"M418.218T902.438","-0.01541148","-0.82548882"," 0.32459247","-0.46801638"," 0.01587846"," 0.81545220","-0.32336249"," 0.24075169"," 0.25372163"," 0.51682977","-0.10473261"," 0.93629929"," 0.07551497"," 0.41333358","-2.07608352"," 0.07892691"," 0.09334110"," 0.04845322"
"M632.783T316.499","-0.03299855","-1.81544486","-0.43921495","-0.37117793"," 0.46008364"," 1.15489684"," 0.47698116"," 0.01910111"," 0.16135700"," 0.72257399","-0.18154079"," 0.89876516"," 0.07475235"," 0.14535078","-0.82849951","-0.16496556","-0.18778579","-0.09223407"
"M1074.325T1193.301"," 0.37379824","-0.37881924"," 0.28595609"," 0.37945107"," 0.07597126"," 0.96311915","-0.06935377","-0.03114519","-2.26932504"," 1.07154123","-0.20146439"," 0.83823281"," 0.25251792"," 0.46334494","-1.62392256","-0.02527435"," 0.04998483","-0.15461300"
"M451.218T291.531","-0.04684818","-1.13505731"," 0.47703511","-0.20170488"," 0.32141103"," 1.01606812"," 0.00891236"," 0.07718652"," 0.26854048"," 0.44186991"," 0.04350166"," 0.78723983"," 0.06360011"," 0.21849642","-2.43493355"," 0.08912675","-0.01814299"," 0.02369863"
"M344.099T126.621"," 0.10962219","-0.67730410"," 0.25733642","-0.25450394"," 0.33070273"," 1.17719869","-0.01486804","-0.06386393","-0.49363583"," 0.77235203","-0.08365093"," 0.69334171"," 0.02199606"," 0.40894657","-1.78655122","-0.10099145","-0.14631266","-0.14981428"
"M558.799T1194.269"," 0.09083171","-0.59700105"," 0.16451162"," 0.07601211"," 0.54827625"," 1.29841355","-0.02224051","-0.63062473","-0.54983078"," 0.94006106","-0.33765944"," 0.59933405","-0.19082997"," 0.11398179","-0.86789341","-0.10814276","-0.27867400","-0.24852549"
"M852.187T1328.651","-0.14439132"," 0.38836587"," 0.40573190"," 0.32431355","-0.72557051"," 1.64096686","-0.40076300","-0.02678958","-0.13703522"," 0.32732973","-0.58209195"," 0.26300884"," 0.03838536","-0.05498375","-0.85549417"," 0.03420656","-0.33818917","-0.15699998"
"M1343.805T1193.201","-0.09114692","-1.61219745"," 0.10345323"," 0.41536878"," 0.58632845"," 1.15900363"," 0.34622195","-0.26273454","-0.62115921"," 1.08852622"," 0.05626820","-0.02764903"," 0.06737612"," 0.47856500","-1.75280639"," 0.01750216"," 0.01197091"," 0.03710889"
"M1074.439T1194.382"," 0.55805893","-2.14604915"," 0.21640599"," 0.24933164"," 0.66743000"," 1.14032791"," 0.47119232","-0.47769744","-0.25774868"," 0.92685499"," 0.01525689","-0.25530426","-0.31563852"," 0.43079896","-1.30522774","-0.01031408"," 0.07787318"," 0.01444903"
"M575.856T1053.805"," 0.133155185","-0.234533925"," 0.284382393"," 0.061560442","-0.011395357"," 1.177320064","-0.041033060","-0.609548630","-0.346331028"," 0.945164692"," 0.005239857"," 0.579202146","-0.145948695"," 0.226232207","-1.716623024","-0.105692676","-0.202593393"," 0.001442803"
"M653.691T320.692"," 0.056698376","-1.001230730"," 0.388503972"," 0.009132326"," 0.092708183"," 1.191318404"," 0.380469034","-0.035504599"," 0.155456002"," 0.736784405","-0.028487921"," 0.621758271","-0.073475707"," 0.505280603","-2.474524669","-0.212286869","-0.001089580","-0.311509501"
"M385.113T835.894"," 0.08172397","-0.65736615"," 0.21057927","-0.01208820"," 0.47189901"," 1.24384327","-0.19024109"," 0.41898397","-0.71999486"," 0.86645399"," 0.17852513"," 0.15002402","-0.34096589"," 0.47723372","-2.00273551","-0.23129302"," 0.16575767","-0.11033929"
"M1326.883T1200.672","-0.534646792","-0.614942921"," 0.535992352"," 0.017826602"," 0.904052709"," 1.554440718"," 0.058658793","-0.925345761","-2.011668644"," 0.225759395"," 0.666160536","-0.006397023","-0.162407700"," 0.567400577","-0.267966579"," 0.234206626","-0.385208868"," 0.144085981"
"M700.309T1205.376","-0.08619575"," 0.78274499"," 0.67443581"," 0.43362526"," 0.21727383"," 0.97496116","-0.45186096","-0.80881788","-1.44474490"," 0.90029446"," 0.18045722"," 0.35234597"," 0.39881830","-0.06147442","-1.71442579","-0.04146182"," 0.07016526","-0.37614074"
"M627.229T851.009","-0.09892742","-2.76654645"," 0.16249250","-0.02642893"," 0.31566303"," 1.12716879","-0.02778016"," 0.07852204"," 0.09851929"," 0.60793735"," 0.02126259"," 0.85476966","-0.02355751"," 0.61244871","-0.91571905","-0.01391152","-0.02360664"," 0.01769370"
"M633.552T319.689","-0.057830222","-1.426282952"," 0.342579433"," 0.009713146"," 0.233432579"," 1.294537966"," 0.007094824","-0.262628376"," 0.069948308"," 0.858603305","-0.336331032"," 0.681167827","-0.128829337"," 0.519183188","-1.495926854"," 0.036754711","-0.125428759","-0.219757755"
"M885.489T1408.277"," 0.05293500","-0.48909383"," 0.46765036","-0.16504368"," 0.08395554"," 1.47860349","-0.16199989","-0.16580840"," 0.03786659"," 0.08180967","-0.33434228"," 0.78520016","-0.18210614"," 0.09186483","-0.45622191","-0.42780593","-0.35273836","-0.34472523"
"M845.458T1184.78","-0.18214815","-0.12653216"," 0.02176479"," 0.45634737"," 0.34172129"," 1.16454720","-0.05184366"," 0.15186295"," 0.35972562"," 0.36143613","-0.28346947"," 0.28399472"," 0.04476008"," 0.47599160","-2.70884416","-0.08561703","-0.19792343","-0.02577369"
"M1001.569T1093.359","-0.07898630","-1.28597902"," 0.37203656"," 0.43663902"," 0.41930662"," 1.50900842","-0.33655878"," 0.06718132","-0.15548204"," 0.11193767","-0.15512783"," 0.89905663","-0.27814324"," 0.34891016","-0.98200835","-0.23268474","-0.39727849","-0.26182762"
"M1028.185T1194.382"," 0.36350523","-1.24804445"," 0.15650959"," 0.38840616"," 0.29670462"," 1.27501531"," 0.06659195","-0.27413922","-0.72880780"," 0.77514182"," 0.01606103"," 0.69624333"," 0.04966472"," 0.21908110","-1.10017827","-0.83659324","-0.27911775"," 0.16395587"
"M645.124T781.203","-0.20685162","-1.21593925"," 0.45549460"," 0.11300925","-0.34288295"," 1.04488538"," 0.09643618"," 0.03193285","-0.01023495"," 1.07689659","-0.14325405"," 0.42875703","-0.30366217"," 0.53935132","-1.29293079","-0.12403891"," 0.04360913","-0.19057766"
"M537.695T1290.37"," 0.25409816"," 0.10274418","-0.07216399"," 0.30737627"," 0.86616591"," 0.36897039","-0.03231191","-0.59136165","-0.52082213"," 0.44260621"," 0.50440010"," 0.30167875"," 0.04454591"," 0.37844702","-1.39950124","-0.11658202","-0.44204881","-0.39624114"
"M808.368T1195.332","-0.003361548","-0.129246991","-0.097352526"," 0.412599895"," 0.388926214"," 1.304359644"," 0.098858923","-0.572161022","-0.848851700"," 1.053956759"," 0.349045773"," 0.238130299","-0.207157636"," 0.198528792","-1.680857723"," 0.082441103","-0.247983416","-0.339874840"
"M942.469T1308.469","-0.53832755","-0.07117967","-0.14156341"," 0.05438207"," 0.11956772"," 1.30607389"," 0.03251439","-0.06778915","-0.01039926"," 0.72215404","-0.11310088"," 0.79519711","-0.13624011"," 0.19223297","-1.69708819","-0.14973664","-0.22428743","-0.07240990"
"M575.826T1054.493"," 0.089595066","-0.062207618"," 0.352086872"," 0.220210824"," 0.257465180"," 1.019781043","-0.407820809","-0.433850026","-0.426210264"," 0.919650092","-0.220381589"," 0.627146742"," 0.008605351"," 0.592496023","-1.628360442","-0.641736147","-0.102664914","-0.163805385"
"M453.17T879.981","-1.66711938"," 0.35035679","-1.47182081","-0.62451781"," 0.60517045"," 0.63770779"," 0.03418871"," 0.90875240","-0.45314406","-0.93258091","-0.12810427"," 1.32465439"," 0.55653593"," 0.39156986"," 0.01403764"," 0.56779467"," 0.28277506","-0.39625645"
"M349.088T88.189"," 0.201061011","-0.896686344","-1.964665603"," 0.004084413"," 0.376732944"," 1.266424005"," 0.191113390"," 0.211570128","-0.146213121"," 0.877660379"," 0.036228554"," 0.235530231"," 0.162408942"," 0.401292293","-1.399812753"," 0.160612311"," 0.070522538"," 0.212136682"
"M421.069T767.549"," 0.31272535","-0.06521714"," 0.40649821"," 0.04404464"," 0.29717592"," 1.18485548","-0.20133532"," 0.09953781"," 0.01008591"," 0.84335510","-0.04657720"," 0.55707838","-0.79221677"," 0.50741184","-2.36993650","-0.40947353","-0.25430194","-0.12371025"
"M643.245T813.714","-0.04350217","-1.50867003","-0.06482603","-0.60791662"," 0.02597572"," 1.20943731"," 0.03442302"," 0.07022083"," 0.15190094"," 0.63953186","-0.08235859"," 0.65584288"," 0.21123526"," 0.50992010","-0.64578764","-0.41003196","-0.08242547","-0.06296941"
"M745.161T766.586"," 0.106222777","-1.358766320"," 0.534535140","-0.002006531"," 0.538020916"," 0.932002452","-0.068922357"," 0.358063280","-0.150539667"," 0.972762713"," 0.179214655"," 0.273752452","-0.710581604"," 0.329719610","-1.999300636"," 0.031929144","-0.091330486"," 0.125224459"
"M603.339T1194.269","-0.150410430"," 0.344586708"," 0.214303471"," 0.262350395","-0.008607441"," 1.022789314","-0.024067397","-0.379526578","-0.355604367"," 0.819287465","-0.082473382"," 0.430785604"," 0.070793372"," 0.662921940","-2.468440290","-0.190068988","-0.166365838","-0.002253558"
"M1128.561T892.565"," 0.40891949","-0.40905462"," 1.06022951","-0.13340108"," 0.46107212"," 1.68549992","-0.68325355","-2.01070125","-0.18864767","-1.11281303"," 0.30490012"," 1.10200928","-0.09634904"," 0.18952279","-1.12171262"," 0.55175952","-0.09363069"," 0.08565080"
"M875.523T1196.25","-0.031371993","-0.491251146"," 0.028796871"," 0.296356417"," 0.418678893"," 1.264220903"," 0.061252798","-0.517106193","-0.760204112"," 0.997765390"," 0.049248066"," 0.265008185","-0.155580616"," 0.459638648","-1.771476381","-0.032602181","-0.078772275","-0.002601274"
"M442.823T96.43","-0.016380421"," 0.003889283","-0.494549683","-0.116215204"," 0.076790648"," 1.386489034","-0.254230555","-0.410418699","-0.291425962"," 0.949876283","-0.580765730"," 0.720857695","-0.197891069"," 0.231166487"," 0.099337338","-0.635059723","-0.347433979","-0.124035744"
"M316.508T323.984"," 0.05284601","-0.41834846"," 0.23141631"," 0.09412399"," 0.16879566"," 1.14501661"," 0.04796299","-0.21061951"," 0.17719236"," 0.77592564","-0.01416942"," 0.55019963"," 0.01026122"," 0.42418176","-2.46740530","-0.01492708","-0.11941948","-0.43303290"
"M698.005T988.342","-0.04832130"," 0.19143317"," 0.53532422"," 0.03564458"," 0.24303176"," 1.17305323","-0.12509579"," 0.02316420","-0.12706308"," 0.75567904","-0.24616670"," 0.39196855","-0.25924766"," 0.39997933","-2.64059792"," 0.08847876","-0.19218799","-0.19907641"
"M729.273T847.264","-0.22764556","-0.91700716","-0.15356702","-0.06858195"," 0.10257663"," 1.47165816","-0.56823577","-0.02691862"," 0.10050532"," 0.67451412","-0.46066301"," 0.71457446"," 0.04725377"," 0.40864720","-0.99811655"," 0.07380909","-0.12117676","-0.05162637"
"M417.764T850.924","-0.10069106","-2.40337208"," 0.06400128"," 0.08301153"," 0.58644945"," 1.08688427"," 0.05338147"," 0.12857338","-0.02185855"," 0.87367084","-0.17893074"," 0.39343878"," 0.16419766"," 0.31394332","-1.59670324"," 0.21740339"," 0.25896477"," 0.07763553"
"M442.938T91.386","-0.30972006","-0.30873375"," 0.41387959"," 0.33234359"," 0.01534986"," 1.43753061","-0.10915206","-0.56772351","-0.17253550"," 0.84725896","-0.27329641"," 0.25648838","-0.27191035"," 0.18868070"," 0.01864769","-0.47242640","-0.51535606","-0.50932527"
"M653.752T320.843"," 0.03197639","-1.42458548"," 0.29939096","-0.00607837"," 0.23137111"," 1.14557575"," 0.19801013","-0.17171298"," 0.16306917"," 0.74339188","-0.13706452"," 0.63433698","-0.13422021"," 0.36015262","-1.41316568","-0.09421032","-0.13560138","-0.29063606"
"M683.129T316.242"," 0.23761311","-1.94575360"," 0.40026577"," 0.14280426"," 0.39754874"," 1.11957753"," 0.03813699","-0.40448644"," 0.14120279"," 0.79154705"," 0.03691521"," 0.69209139"," 0.24417410"," 0.45938362","-2.00353003"," 0.13119753","-0.61436381"," 0.13567581"
"M924.454T1327.66","-0.39185406","-0.02674250"," 0.37256062"," 0.31145221","-0.10309107"," 1.38535404","-0.24295923","-0.10590844"," 0.05282556"," 0.74549234","-0.28938962"," 0.30430887","-0.18945804"," 0.39663221","-1.37914360","-0.15965545","-0.56588575","-0.11453807"
"M653.783T316.318"," 0.214478264","-1.294840700"," 0.283884785"," 0.083861724"," 0.377463464"," 0.919756734"," 0.061073860"," 0.041510282","-0.104290947"," 0.777665915"," 0.061214200"," 0.608501375"," 0.043345039"," 0.464036369","-2.404584865"," 0.147789184","-0.008639098","-0.272225586"
"M503.141T749.726","-0.17797041"," 0.93026155"," 0.03825780"," 0.24190298","-0.36970759"," 1.09252729","-0.25182761","-0.41228181","-0.21410137"," 0.65293476","-0.30984758"," 0.06166212","-0.23237149"," 0.36922865","-1.93472328"," 0.13755763"," 0.28459747"," 0.09390088"
"M489.058T766.222","-0.09961488","-0.18742088"," 0.14669574"," 0.28439418"," 0.37933879"," 1.29779234","-0.34761542","-0.15866138","-0.21383799"," 0.97198994","-0.17764578"," 0.72395448","-0.45034984"," 0.18580129","-1.13143875","-0.48669576","-0.41515489","-0.32153118"
"M429.664T316.504"," 0.141215426","-0.463655865"," 0.314619081"," 0.135366914"," 0.293018907"," 1.056537092","-0.055122992","-0.277302850","-0.033912602"," 0.670882280","-0.149199463"," 0.685152538"," 0.013157955"," 0.472727858","-2.583722822","-0.228229811"," 0.012103823","-0.003635469"
"M455.098T785.732"," 0.05110322"," 0.38622957"," 0.19238619","-0.05279881"," 0.06105512"," 1.05804108"," 0.20154131","-0.13395475"," 0.04146240"," 0.91687806","-0.31278126"," 0.60578060","-0.18232784"," 0.11687584","-2.27409394","-0.37109642","-0.23457769","-0.06972266"
"M1047.557T895.369"," 0.21061394","-0.43848794"," 0.88947407","-1.00109923"," 0.68544344"," 1.54340353","-0.46947044","-0.17131077","-0.23043558"," 0.55559423"," 0.02281829"," 0.70297660","-0.08876639"," 0.05945020","-1.30097237"," 0.34903551","-0.94152142","-0.37674568"
