"","X16.C9.3.neg","X19.C9.2.neg","X21.C9.4.neg","X45.C9.1.neg","X13.D9.4.neg","X20.D9.1.neg","X49.D9.2.neg","X48.D9.3.neg","X26.F9.1.neg","X36.F9.3.neg","X14.X9.2.neg","X23.X9.1.neg","X27.X9.3.neg","X40.X9.4.neg","X53.Blank.neg","X10.QC1.neg","X24.QC.2.neg","X39.QC3.neg"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","Other","Other","Other","Other"
"M191.056T750.478","-0.04059121","-0.28794174"," 0.34779437"," 0.38824287","-0.55935881"," 0.97659698"," 0.46218090","-0.40717191"," 0.27383215"," 1.12368056"," 0.15257760"," 0.41351374","-0.70425306"," 0.17753706","-1.22991842","-0.05584614"," 0.10074913","-1.13162407"
"M569.775T895.343","-0.18817671","-0.67189185"," 0.69138574"," 0.36700463","-0.08004818"," 1.51915172"," 0.01067633","-0.31854214","-0.05497603"," 1.03756427","-0.40312823"," 0.61470430","-0.24125366"," 0.10075972","-2.08910686","-0.09709588","-0.14312081","-0.05390633"
"M1203.469T868.759"," 0.115207387","-0.194164142"," 0.326702455","-0.481044530","-0.062741228"," 1.170093422"," 0.240532954","-0.265117533","-0.002395730"," 0.889429291","-0.243810967"," 0.565497077"," 0.263591078"," 0.383631372","-2.368477600"," 0.009177925"," 0.078462011","-0.424573243"
"M591.465T1235.608","-0.1910082","-1.9325675"," 0.1560645"," 0.7668858"," 0.6909018"," 1.0982734"," 0.1349270","-0.6051654","-0.2924402"," 1.0768041"," 0.4940278","-0.4934188","-0.6808517"," 0.5886456","-1.0973141","-0.1665182"," 0.1534465"," 0.2993077"
"M321.17T1088.358","-0.361669800","-0.725428667"," 0.263212339","-0.386069843"," 0.664709852"," 1.237273237","-0.002423252","-0.056372018"," 0.334247503"," 0.130345398"," 0.064746452"," 0.791459126"," 0.239256937"," 0.411657307","-1.980957930","-0.272311926","-0.165116837","-0.186557878"
"M377.476T89.245"," 0.113400159","-0.474452935"," 1.738956615","-0.039846489"," 0.041275451"," 1.068101941"," 0.002878731","-0.378956194","-0.452908521"," 0.801596624","-0.359826268","-0.278026381","-0.076474354"," 0.286302349","-1.640459510","-0.139811320","-0.124275079","-0.087474817"
"M645.252T899.393","-0.06282529","-1.16879084","-0.07835136","-0.23564042"," 0.06552656"," 1.16761390","-0.17397891","-0.05282659","-0.10024487"," 0.86207246","-0.21797533"," 0.68413142"," 0.18542109"," 0.34637241","-1.07379472","-0.31991638"," 0.03609371"," 0.13711317"
"M525.195T888.058"," 0.02093621","-0.58144790"," 0.03398033","-0.10868249"," 0.19197380"," 1.10291411","-0.09480864","-0.08183323"," 0.18470914"," 0.80475081","-0.15886697"," 0.49587424"," 0.14808744"," 0.37607729","-2.51243475"," 0.09891544","-0.08862064"," 0.16847582"
"M397.074T474.916","-0.006227103","-0.486978746"," 0.287600596"," 0.061815369"," 0.106709300"," 1.203142623"," 0.005324860","-0.012576108","-0.029576228"," 0.732026157","-0.174712639"," 0.434275646","-0.039008713"," 0.219987192","-2.065650464","-0.009173233","-0.144189030","-0.082789479"
"M793.303T1121.279","-1.30998542","-0.92593688"," 0.49727522","-0.06911381"," 0.50575256"," 1.30626741","-0.02480602","-0.40047809"," 0.05712735"," 1.28407035","-0.13559441"," 0.18520135"," 0.34065994"," 0.57142078","-1.79509148"," 0.02938942"," 0.03340700","-0.14956527"
"M1133.773T914.148","-0.73874918","-0.18908183"," 0.26293565","-0.07230153"," 0.48867075"," 0.40400684"," 0.66118088"," 0.08238642","-0.12676068"," 0.85456133","-0.02831879"," 0.07575366"," 0.64122319"," 0.74834460","-2.35651126","-0.25269379","-0.13958401","-0.31506225"
"M507.153T88.13"," 0.1663548349"," 0.0574227136"," 1.2196931216"," 0.0039782568"," 0.3344195031"," 0.8529152199"," 0.0438373792","-0.6466757578","-2.6532691929"," 0.8157509334"," 0.0155442575"," 0.1949066216"," 0.0538594374"," 0.2565865727","-0.8394888679"," 0.0374776592","-0.0006492122"," 0.0873365200"
"M848.315T857.496","-0.368305489","-1.253424082"," 0.101839332","-0.218953615"," 0.241964321"," 1.110948102","-0.046475078","-0.170220087","-0.007272569"," 0.905408500","-0.027597329"," 0.631585780"," 0.036748913"," 0.379734613","-1.851296588"," 0.131147087"," 0.201225314"," 0.202942873"
"M1397.968T984.092"," 0.285406634","-0.498146451","-0.230450563","-0.571664295","-0.787055412"," 1.362886578","-0.154982868","-1.099546655"," 0.197647317"," 1.101364913","-0.063555899"," 0.200794067"," 0.594443235"," 0.033130490","-0.003926065","-0.362237272","-0.149814069"," 0.145706315"
"M459.903T66.337","-0.06560062","-0.18045410"," 0.15433356","-0.07821063"," 0.25013840","-0.49277093"," 0.12991441"," 0.20313538"," 0.42642099","-0.22549075"," 0.43635918"," 1.25743420","-0.05074407"," 0.29335335","-1.83820641","-0.11632354","-0.03074184","-0.07254659"
"M781.183T974.609","-0.39194488","-0.63412333"," 0.60794501","-0.58784812"," 0.24582119"," 1.22288985"," 0.35672898"," 0.13651450","-0.49277719"," 1.16413618"," 0.02557017"," 0.18532282","-0.61621712"," 0.05309995","-1.42977442"," 0.11178593"," 0.08700509","-0.04413461"
"M1130.437T924.326","-1.82340406","-1.90737177","-0.03652537","-0.46668305"," 0.16235907"," 0.59548937","-0.33806271"," 0.36204981"," 0.55995038"," 1.06539601"," 0.24066101"," 0.40359749"," 0.29134423"," 0.72715077","-1.13028199"," 0.31574136"," 0.51643629"," 0.46215314"
"M663.326T1029.481","-0.2825440513"," 0.0688208499"," 0.1058565044"," 0.3590424697"," 0.7639170626"," 1.1467786327","-0.0009488547","-1.0830056993","-0.1331023188"," 0.6508134178"," 0.4558049255"," 0.0232113468","-0.4203143132"," 0.2479572370","-2.2645241751"," 0.3880162716","-0.1395107007"," 0.1137313951"
"M693.278T872.306"," 0.062848431","-0.884829584"," 0.295054221","-0.208875564"," 0.324704882"," 1.234098960","-0.083382727","-0.116378714","-0.032725914"," 0.921466950","-0.009734528"," 0.523561813","-0.161781187"," 0.395698245","-1.789468932","-0.021945828","-0.259538299","-0.188772224"
"M259.023T89.815","-0.08029115","-0.01938910","-0.27858298","-0.04564323"," 0.44363676"," 1.18674697"," 0.03790991","-0.05485794","-0.66964646"," 1.17583032"," 0.10872787","-0.31623157","-0.09303158"," 0.35720464","-1.35432213","-0.01164938","-0.17184244","-0.21456851"
"M159.978T67.84"," 0.43599441"," 0.43189005"," 0.63532028","-0.20749389"," 0.69258085"," 0.28978051","-0.11825037"," 0.23415957"," 0.08993244","-0.09413603","-0.34130770"," 0.63374937","-0.18003548"," 0.75761998","-2.39112637","-0.31891956","-0.32619169","-0.22356638"
"M432.997T107.064","-0.10950607","-0.42076087","-0.11737874","-0.50169033"," 0.13672131"," 1.20368811","-0.02024092","-0.13288978"," 0.21678163"," 0.82849298","-0.19793831"," 0.76453338","-0.06244869"," 0.39904625","-2.07941993","-0.01057746","-0.04967905"," 0.15326649"
"M545.298T995.647"," 0.06253490","-0.13491926"," 0.10591257","-0.06301431","-0.01477550"," 0.95760611","-0.38072288","-0.24346632"," 0.01168849"," 1.05523819"," 0.26538311"," 0.62123412","-0.07173860"," 0.54371963","-2.21464211","-0.21912697","-0.16989982","-0.11101134"
"M425.046T798.077","-0.176066775","-0.800166584"," 0.525853372"," 0.466514693","-0.637666521"," 1.281930215"," 0.019203272","-0.007953959"," 0.090254267"," 0.980072185","-0.880617500"," 0.570223080","-0.320172640","-0.276938243","-0.108670715"," 0.183232380","-0.220505026","-0.688525501"
"M547.24T854.322","-0.42910786","-0.95817753"," 0.33114817","-0.17966544"," 0.12925000"," 1.14026537","-0.03918242"," 0.35643357","-0.11065420"," 0.72880727","-0.22163292"," 1.05383142","-0.03119266"," 0.28869260","-1.82138079","-0.02200802","-0.11266956","-0.10275700"
"M723.538T832.745"," 0.26351581","-0.95035346"," 0.50750580","-0.15724187"," 0.10467075"," 1.17186595"," 0.43072123","-0.13147693","-0.11142599"," 1.18188233","-0.05247076","-0.16933615","-0.27867456"," 0.26529776","-1.19213950","-0.69045607","-0.06510750","-0.12677684"
"M366.994T111.318","-0.153533984","-0.919734720"," 0.401387636","-0.005876138"," 0.072899780"," 1.286397704","-0.133005717","-0.134241927"," 0.114543284"," 1.066089512","-0.348146440"," 0.472317934","-0.153677000","-0.013780132","-0.952339551","-0.244672265","-0.251732902","-0.102895073"
"M1192.04T901.764","-0.43312307","-1.04102338"," 0.72486007","-0.08460743"," 0.40008965"," 0.37552240","-0.70351311"," 0.15087181","-0.14903264"," 1.24350819","-0.13768643"," 0.63402491","-0.54694780"," 0.33978458","-1.70592926"," 0.39491267"," 0.29052390"," 0.24776495"
"M305.081T1046.132"," 0.10312923"," 0.31107814"," 0.19250148","-0.26121287","-0.05204584"," 1.36844144","-0.99550576","-1.12482538","-0.30607858"," 0.90705523","-0.04205331"," 0.56140956"," 0.01844530"," 0.74968814","-0.14147276","-0.54739786","-0.36697972","-0.37417645"
"M1014.782T1351.411"," 0.07422334","-0.20244012"," 0.32480741","-0.23478526"," 0.31924020"," 1.34728828","-0.15273126","-0.23747221"," 0.10136081"," 0.38370710"," 0.10876131"," 0.23462818","-0.09380315","-0.02958012","-1.69262503","-0.11826662","-0.17114370"," 0.03883084"
"M697.305T1245.984"," 0.30062851","-1.76033279"," 0.14942127"," 0.20337399"," 0.34613780"," 0.85682110"," 0.25021954","-0.44412495"," 0.08882963"," 1.39195683"," 0.03752976"," 0.08977738","-0.17321030"," 0.59643601","-1.82194584","-0.12233110","-0.04061434"," 0.05142750"
"M267.088T844.618"," 0.80364381","-1.94013444"," 0.26511469"," 0.10524016"," 0.61521015","-0.73669617"," 0.07574712","-0.21086318","-0.65862470"," 1.02857425"," 0.36470247"," 0.60666016"," 0.03368099"," 0.60794071","-1.05100936","-0.33133555"," 0.22040380"," 0.20174510"
"M375.129T729.569"," 0.13294177","-1.37149744","-0.80278722","-0.10973819"," 0.56823143"," 1.24610636"," 0.24987065"," 0.06656784"," 0.65396159"," 0.76299090","-0.32340535"," 0.56726165","-0.20212163"," 0.05522816","-1.03796027","-0.23618061","-0.09867499","-0.12079467"
"M304.912T648.188","-0.08089930","-0.06296166"," 0.20268358","-0.03609345","-0.63082025"," 1.18748596","-0.29937186","-0.23319457"," 0.14612639"," 0.98111373","-0.17580820","-1.43683614","-0.09032110"," 0.38235659"," 0.82956848","-0.15060049","-0.26976479","-0.26266292"
"M215.052T1046.473"," 0.2415060"," 0.1321012","-0.1901080"," 0.1356388"," 0.1454472"," 1.3724345","-0.8892892","-0.7849465"," 0.4113956"," 0.4016073","-0.2034933"," 0.9730872","-0.1195527"," 0.8248339","-1.4244670","-0.5306204"," 0.1655507","-0.6611252"
"M503.126T874.193","-0.2599171453","-1.9948994144","-0.0504661283","-0.1300704238"," 0.4696555003"," 1.1848512390","-0.2058106408","-0.0353929611","-0.7940788458"," 0.5991044172","-0.0005147468"," 0.3342082213"," 0.2316536279"," 0.5073144848","-1.0925942704"," 0.4876159731"," 0.3311498381"," 0.4181912751"
"M901.161T984.095","-0.047656201","-0.014121994","-0.125578387","-0.409998297"," 0.106422098"," 1.094286818"," 0.161475282","-0.632255717","-0.056683798"," 1.002168118","-0.188049103"," 0.257008972"," 0.118497465"," 0.396462809","-1.227888761","-0.350707236"," 0.006532754","-0.089914821"
"M772.366T884.107","-0.07060763","-2.06646050"," 0.46455564"," 0.15804301"," 0.30819582"," 1.02550935","-0.23010686","-0.36183877","-0.24179291"," 1.46208078"," 0.17470965","-0.03176077"," 0.17420425"," 0.37422039","-0.75232394","-0.09718674","-0.11943930","-0.17000146"
"M577.592T1675.781","-0.31720148"," 0.01671400"," 0.19150678"," 0.50617815"," 0.31786873"," 1.18265710"," 0.06576311","-0.84734961","-0.09708911"," 1.06113855"," 0.24441183","-0.32798170","-0.12436845"," 0.37181174","-1.90649320","-0.40628558","-0.14370202"," 0.21242116"
"M420.95T86.132"," 0.09034461","-0.19391116","-0.07078534","-0.04852011"," 0.16883372"," 1.53194021","-0.13630971","-0.77133189","-0.30707154"," 0.91030208","-0.06292795"," 0.47297280","-0.31207938"," 0.14611869","-0.57756369","-0.10118311","-0.39287808","-0.34595013"
"M203.286T106.975"," 0.0098278710","-0.0003080205"," 0.2839629243"," 0.1934045606"," 0.3792029534"," 0.7780424714"," 0.1726132887","-0.1425330742"," 0.1056242987"," 0.6992442810"," 0.1482570395"," 0.4043074144","-0.0098235735","-0.1006244856","-2.8404136961"," 0.0545643769","-0.0003928257","-0.1349558045"
"M596.277T932.512"," 0.04513279"," 0.04968094"," 0.09767946"," 0.43779030","-0.28032237"," 1.65825805"," 0.12107910","-0.43614102","-0.41712791"," 0.99118423","-0.06608718"," 0.25861620","-0.22671595","-0.28889065","-1.36056351","-0.03476086","-0.72017241"," 0.17136079"
"M309.207T1042.166"," 0.02251652"," 0.24721973"," 0.19723282"," 0.52557330"," 0.39079195"," 0.91388687","-0.61497657","-0.18218026","-0.33113060"," 0.86910749"," 0.24678126"," 0.06281079"," 0.12044282"," 0.74430761","-2.87520194"," 0.25594153","-0.25556092","-0.33756239"
"M609.959T835.516"," 0.28655685","-0.75419151"," 0.45085207","-0.34240498"," 0.06104577"," 0.94745975"," 0.39786747"," 0.26786768"," 0.05508404"," 1.16176651"," 0.13088828","-0.38198158","-0.15532449"," 0.26204526","-2.06217691","-0.53156909"," 0.19591213"," 0.01030276"
"M223.046T89.705"," 0.12652148","-0.04446270","-0.44723681"," 0.23412659"," 0.44396179"," 1.14479122"," 0.22833808"," 0.21050556","-0.31771992"," 0.95604573","-0.02544346","-0.12175274"," 0.08286329"," 0.35091448","-2.48442270","-0.23208507"," 0.02768850","-0.13263330"
"M425.165T761.881","-0.012715211","-0.270274637"," 0.256251104"," 0.135392062","-0.228531663"," 1.121198780"," 0.153623026","-0.077117869"," 0.009476772"," 0.873103661","-0.377741514"," 0.438290043"," 0.052949101"," 0.329291213","-2.179605721"," 0.070893034"," 0.038536490","-0.333018670"
"M516.992T825.04","-1.22174061","-1.29945142","-1.04882048","-1.18523275","-0.29890658"," 1.07977864","-1.26528892"," 0.46343503","-0.03675153"," 1.53911190"," 0.13575846","-0.02965179"," 0.50603470"," 0.94308230"," 0.31838413","-0.26740125"," 1.03086771"," 0.63679246"
"M447.151T677.76"," 0.03967018","-1.58343864"," 0.34581736","-0.09821926","-0.07988797"," 1.02502858"," 0.19577949"," 0.04446810"," 0.28211064"," 0.72121251","-0.28552743"," 0.56883577","-0.10810566"," 0.49345312","-1.39841087","-0.08764017","-0.16864361"," 0.09349786"
"M1352.749T1118.63","-1.3997555","-0.1332749"," 0.6296229"," 0.3692242"," 0.3674874"," 1.1393480","-0.2918974","-0.8821839","-0.2081812"," 1.6432593","-0.2778563","-0.1287853"," 0.1476531"," 0.6678380","-1.0923835"," 0.0523198","-0.3090350","-0.2933996"
"M1162.522T896.44","-0.291292337","-0.826148533"," 0.410723681"," 0.402229961","-0.046760260"," 1.011818697"," 0.200139358","-0.218662546"," 0.144851668"," 1.165252437","-0.508442067"," 0.563514028","-0.174260576"," 0.229324641","-1.977476773","-0.121398872","-0.007499542"," 0.044087036"
"M345.577T605.404"," 0.2866683439","-1.2405327512"," 0.6522547515","-0.2357485090"," 0.4159653757"," 1.0752293902"," 0.1919949559","-0.1835308059"," 0.0089882078"," 0.9480546410","-0.0317637602"," 0.0009759389","-0.3108725891"," 0.0756499347","-1.4790518821"," 0.1496760940","-0.1116554617","-0.2123018745"
"M379.565T877.71","-1.20541728","-1.27839922","-0.08226671","-1.17113372","-1.06374565"," 0.89986658","-1.24631450"," 0.64540837","-0.11043538"," 1.63156982"," 0.33837150","-0.83928738"," 0.62478344"," 1.12487568","-0.60287088"," 0.76798046"," 0.55739988"," 1.00961500"
"M1032.753T1226.13","-0.10994742","-0.19763904"," 0.18135392"," 0.06572123"," 0.28935499"," 1.05940456","-0.18349067","-0.38771809"," 0.26315891"," 0.75850975"," 0.14085551"," 0.59007266","-0.41954141"," 0.53220085","-2.43699606","-0.01764392","-0.04448961","-0.08316620"
"M477.061T615.621","-0.6192986","-0.5890061","-0.3840536","-0.2681681"," 0.4597225"," 0.9768387","-0.6034552"," 0.3324183"," 0.1570122"," 0.8764671"," 0.2600302","-0.2378004"," 0.2674686"," 0.5340955","-2.0194672"," 0.4009336"," 0.1865956"," 0.2696669"
"M608.173T786.435","-0.11986318","-0.44830283"," 0.33829404"," 0.17537389","-0.22378856"," 1.07842745"," 0.09988343","-0.27965458"," 0.17894195"," 1.02027221","-0.16237947"," 0.36141708","-0.02855227","-0.09520799","-1.85026025"," 0.06770881","-0.17721454"," 0.06490480"
"M433.038T831.69","-0.20953299","-1.78209449","-1.55987205","-1.68081328"," 0.06029489"," 0.81666598","-0.92720801"," 0.46464117"," 0.24036799"," 1.62582127"," 0.30514787","-0.22402250"," 0.67228600"," 0.80486708","-1.14427566"," 0.58203588"," 0.92601824"," 1.02967258"
"M349.056T728.324","-0.09977190","-1.58207117","-0.35014507","-0.07668368","-0.04129546"," 0.39480344","-0.30526633"," 0.29700683","-0.47717246"," 1.05540631"," 0.11191867"," 0.22795113"," 0.16240059"," 0.51457654","-1.13655221"," 0.48941321"," 0.33170725"," 0.48377431"
"M391.065T766.545","-0.329656766","-0.264067760"," 0.508465975"," 0.060712694"," 0.283107580"," 1.043718014"," 0.218770517","-0.085959748"," 0.155147658"," 1.179574971","-0.256429297"," 0.004455636","-0.343465422"," 0.408925905","-2.259282911","-0.049316916","-0.132643814","-0.142056318"
"M861.166T878.352","-0.32577575","-2.05019868","-0.21297669"," 0.40431150","-0.39006444"," 1.41201426"," 0.04639391"," 0.54198908"," 0.69347831"," 0.14042365","-1.22539256"," 1.18282948"," 0.67037598"," 0.29523772","-1.29409963"," 0.13893284","-0.13319990"," 0.10572092"
"M575.895T1049.681"," 0.458014481","-0.072178411","-0.103187907","-0.814454036","-0.075952687"," 0.993319298"," 0.348339347","-0.315186875"," 0.342184195"," 1.113681964","-0.119280911"," 0.548050220","-0.257668661"," 0.238752795","-2.486777653","-0.042414343","-0.005191601"," 0.249950783"
"M531.009T876.272","-0.16734421","-1.50503800","-1.23644157","-1.38261740"," 0.01838710"," 0.91025093","-0.10600999"," 0.44812096","-0.50351541"," 1.48640121"," 0.12188940","-1.00392991"," 0.64621689"," 0.58595158"," 0.09290246"," 0.82085273"," 0.12350869"," 0.65041456"
"M469.171T990.382","-0.001377981","-0.699736366"," 0.378552073"," 0.069785280"," 0.498980886"," 0.786940228","-0.152068725","-0.744711278","-0.016486480"," 1.037726732","-0.337333506"," 0.376490392","-0.043734026"," 0.450083876","-1.249479482","-0.155806703","-0.151281400","-0.046543520"
"M723.112T851.461","-0.39013401","-2.15469027"," 0.21014386"," 0.23114444","-0.15681170"," 0.89494413"," 0.46245160"," 0.23322334"," 0.36387601"," 1.17466929","-0.24885198"," 0.45815075","-0.02547841"," 0.22023733","-1.28773101","-0.18754947","-0.08540433"," 0.28781043"
"M409.045T138.763","-0.170830015","-0.487590901"," 0.252178942"," 0.178975850"," 0.151741286"," 1.435010351"," 0.004911183","-0.315002791"," 0.003707236"," 1.159839342","-0.291584684","-0.075268783","-0.092479895"," 0.171997247","-1.005845423","-0.201935916","-0.441640342","-0.276182690"
"M395.189T761.387"," 0.07713492","-0.58988948"," 0.27787991","-0.04461218"," 0.06357458"," 1.38049549"," 0.07247856"," 0.02760484","-0.15512799"," 0.87175234","-0.18402198"," 0.58231264","-0.05202023","-0.11033884","-1.66150681","-0.15282433","-0.05879452","-0.34409693"
"M551.147T89.35","-0.27977204"," 0.05544605"," 0.36930092"," 0.78967190","-0.20863400"," 1.58449469","-0.50407794","-0.68112362"," 0.13650140"," 1.35552685","-0.43709181"," 0.39250611"," 0.06130787","-0.22140389","-0.80429308","-0.56063820","-0.54781070","-0.49991052"
"M343.871T91.064","-0.27709129"," 0.92212607"," 0.40352256"," 0.64234408"," 0.07275981"," 1.30804088","-0.55133668","-0.48214301"," 0.02283502"," 0.99577496","-0.29381326"," 0.34452828","-0.56841694","-0.06124908","-1.10538845","-0.36235896","-0.59247068","-0.41766331"
"M306.936T1813.234","-0.08265928","-0.23274882","-0.10268307","-0.11302830"," 0.03760523"," 1.32204271","-0.37361003","-0.31731671","-0.22847745"," 0.74245078","-0.49133032"," 0.38218742","-0.58854267","-0.16314361"," 0.96797960","-0.36044313","-0.24993327","-0.14834907"
"M597.186T793.686","-0.015192835","-0.661466188"," 0.457618808","-0.379283506"," 0.154537389"," 1.026863228"," 0.073500073"," 0.099664426","-0.250072630"," 0.270408253","-0.231039131"," 0.556782576"," 0.005131789"," 0.401316826","-2.130851339"," 0.199216855"," 0.167560075"," 0.255305331"
"M272.216T1223.783","-0.6802083","-0.7774347","-0.4638656"," 0.6472360","-0.4914501"," 0.4409976","-0.7346928","-0.9614335","-0.6086893"," 1.0994610","-0.7610958"," 0.8705081"," 0.7047060","-0.4400285"," 0.1226920"," 0.8268851"," 0.9687954"," 0.2376175"
"M607.169T776.722","-0.44821404","-0.32472027"," 0.30905987"," 0.48507922","-0.28526123"," 0.92429868"," 0.12575760","-0.29562244"," 0.20635469"," 0.90211666","-0.22634013"," 0.46528543","-0.06662193"," 0.01703973","-2.14000090"," 0.11436873"," 0.01444152"," 0.22297880"
"M472.781T96.335","-0.004994144","-0.289295355","-0.610548722","-0.275834715"," 0.210526524"," 1.455124144","-0.077037602","-0.532670634"," 0.141543011"," 0.934484089","-0.522799772"," 0.323816211","-0.165847584","-0.259424517"," 0.072001488","-0.112395174","-0.034392181","-0.252255066"
"M559.728T1193.65","-0.59510937","-0.76664218"," 0.35371168","-0.19892642"," 0.21113352"," 0.84489431","-0.10888725","-1.11671634"," 0.51823881"," 1.20880762"," 0.07498247"," 1.03433199","-0.25616052"," 0.10170553","-0.98398445"," 0.18435205","-0.21712012","-0.28861134"
"M492.116T194.278"," 0.05869873","-1.14419174"," 0.21415474","-0.29772417"," 0.27931453"," 1.24367846"," 0.10541789"," 0.06014099"," 0.32864103"," 0.62766030","-0.31339241"," 0.78109345","-0.05578234"," 0.08311632","-1.54168618","-0.15959602","-0.17215380","-0.09738975"
"M763.121T89.636"," 0.08083943","-0.11599894","-0.20775185","-0.05674989"," 0.30267655"," 1.22484748"," 0.06840773"," 0.11600206","-0.41336244"," 1.11500216","-0.05745513"," 0.18807152","-0.10387345"," 0.19912471","-1.83499472","-0.18157965","-0.20828709","-0.11491849"
"M335.137T198.47","-0.083638231","-0.570242810"," 0.227678077","-0.097915892"," 0.334953726"," 0.834180419","-0.083593425","-0.126444201"," 0.191008898"," 0.875769568","-0.009791952"," 0.741158799","-0.048172302"," 0.390611819","-2.321274312","-0.039024761","-0.156948781","-0.058314638"
"M570.167T894.567","-0.31920415","-0.82778072"," 0.45763277"," 0.17505658","-0.07990489"," 1.50500827"," 0.12448099","-0.19314748"," 0.11853800"," 0.72284269","-0.03008005"," 0.53696018","-0.25607477"," 0.26005397","-1.75003951","-0.11666349","-0.34131244"," 0.01363404"
"M577.892T1677.528","-0.13906170"," 0.12501318"," 0.09529112"," 0.33077302"," 0.46365486"," 1.30622462","-0.15281156","-0.74361317","-0.24194597"," 1.18822335"," 0.16706284","-0.42575929","-0.50092583"," 0.41648302","-1.57693237","-0.29518951","-0.16203476"," 0.14554815"
"M661.226T856.483"," 0.142697136","-1.706613708"," 0.197240484","-0.067567992"," 0.525113159"," 0.154996370"," 0.476864660","-0.151664166","-0.064279876"," 0.988003583"," 0.136547616"," 0.894174056"," 0.107044312","-0.101933215","-1.773301878"," 0.284965406","-0.050980291"," 0.008694344"
"M593.709T851.665","-0.251456598","-0.211057345"," 0.006139315"," 0.308028585","-0.304189777"," 1.299231028"," 0.146377338"," 0.095729977"," 0.155186478"," 1.136457519","-0.554309942"," 0.448793494","-0.253453600"," 0.284308361","-2.042258238","-0.385159265","-0.002050541"," 0.123683211"
"M239.129T1031.518","-0.44005382"," 0.03998043","-0.32995017","-0.61333364"," 0.57051796"," 1.38398347"," 0.09991044","-0.41291080","-0.41914463"," 1.24619116","-0.12310372"," 0.45937733"," 0.24526160"," 0.48980869","-1.56988845","-0.07003346","-0.12369020","-0.43292218"
"M431.506T794.717","-0.18659593","-0.45919351","-0.01143257","-0.19383060"," 0.30365015"," 0.96521638"," 0.04110978","-0.35815917"," 0.30750175"," 1.05690737","-0.32899769"," 0.73006061","-0.39656177"," 0.33036766","-2.17795593"," 0.14771240"," 0.20454333"," 0.02565775"
"M751.34T927.282","-0.40022391","-0.62020202"," 0.39007581"," 0.14173619"," 0.25533493"," 1.13220817","-0.50543159","-0.31300432","-0.54004505"," 1.45325925","-0.13794632"," 0.56065340"," 0.04998534"," 0.74959219","-1.49385339","-0.03933281","-0.09760967","-0.58519618"
"M561.651T1179.172"," 0.6388756","-1.6568323"," 0.2877141"," 0.4538319"," 0.3959217"," 1.2368153"," 0.7506262"," 0.7229222"," 0.9277900","-0.9664711","-1.6444484"," 0.2420758","-1.6172719"," 0.8107853","-0.9746971"," 0.3712822","-0.4192078"," 0.4402881"
"M619.104T906.909","-0.21265670","-0.91818508"," 0.39461980","-0.84528187"," 0.14282909"," 0.40693481","-0.41129795"," 0.07727692","-0.11276458"," 1.19117133","-0.24625089"," 0.85111616","-0.10339481"," 0.59024836","-1.48788404"," 0.24818398"," 0.23019345"," 0.20514201"
"M433.624T805.348","-0.06677103","-0.78246668","-0.18393971","-0.25000117"," 0.16527597"," 1.32827603","-0.19459411"," 0.10719486","-0.03430988"," 0.59976115","-0.69013860"," 1.17983442","-0.19624800","-0.10232971","-0.91270628","-0.02588791"," 0.04838031"," 0.01067035"
"M727.414T1292.189","-0.01760610","-0.04826227"," 0.32205470"," 0.31303239"," 0.45437984"," 1.15767531"," 0.03625015","-0.20292413"," 0.04387868"," 0.21872212"," 0.09765991"," 0.22525777","-0.09126381"," 0.27686169","-2.56862851","-0.08298301","-0.16502677"," 0.03092206"
"M465.141T849.089","-0.227086171","-0.544868818"," 0.378159051","-0.158447947","-0.255085067"," 1.219723039","-0.006410907"," 0.148722855"," 0.596813732"," 0.321365093","-0.238790250"," 1.056337184","-0.067977796"," 0.227183828","-2.343035233","-0.023037744","-0.062495354","-0.021069496"
"M954.676T1175.377","-0.028093078","-0.337275174"," 0.735649729"," 0.072152289"," 0.063607514"," 0.574823816"," 0.224257594","-0.009004074","-1.448191904"," 1.556026877"," 0.040205200","-1.085185090","-1.549812089"," 0.572695167","-0.810488592"," 0.850638563","-0.297546158"," 0.875539410"
"M471.117T721.976","-0.55453443","-1.94039267"," 0.43397176","-0.16099480","-0.06146282"," 1.09241568","-0.34508127"," 0.18460125"," 0.37560471"," 0.74488688"," 0.61109033"," 0.47807502"," 0.05346575","-1.61906363","-0.10668340"," 0.13771617"," 0.28865253"," 0.38773292"
"M673.081T89.605","-0.054790395"," 0.423090166","-0.807715884"," 0.450965028"," 0.392589613"," 1.403006086","-0.383865053","-0.592847509","-0.179598157"," 1.098051424","-0.036764653"," 0.162103046"," 0.109950391"," 0.037973878","-1.487475846","-0.283384027"," 0.002095303","-0.253383412"
"M367.247T1305.804"," 0.209634253","-0.177271052","-0.191535924","-0.195184737","-2.090998806"," 1.327385774","-0.364120678","-0.715223901"," 0.009466525"," 0.253010736"," 0.138290522"," 0.316797019","-0.200081996","-0.021515643"," 0.447013355"," 0.618869958"," 0.433795904"," 0.201668691"
