"",f.value,p.value,-log10(p),FDR,Fisher's LSD (top 1000)
M643.114T87.886,1.1336,0.38337,0.41639,0.69292,
M581.041T321.831,1.1332,0.38353,0.4162,0.69292,
M489.187T785.097,1.133,0.38363,0.41608,0.69292,
M1323.386T316.247,1.1325,0.38381,0.41588,0.69292,
M515.105T113.414,1.1324,0.38386,0.41583,0.69292,
M479.19T902.518,1.1315,0.38423,0.4154,0.69292,
M643.314T1251.925,1.1315,0.38425,0.41538,0.69292,
M1264.49T909.092,1.1314,0.38428,0.41535,0.69292,
M1013.864T1245.344,1.13,0.38484,0.41472,0.69292,
M1614.109T935.709,1.1296,0.38504,0.41449,0.69292,
M576.062T1050.158,1.1287,0.38541,0.41407,0.69292,
M391.123T699.402,1.1273,0.38599,0.41342,0.69292,
M676.309T1245.665,1.1271,0.38606,0.41335,0.69292,
M875.467T1241.171,1.1257,0.38664,0.41269,0.69292,
M1095.01T894.541,1.1241,0.3873,0.41196,0.69292,
M595.088T88.414,1.1236,0.3875,0.41173,0.69292,
M455.265T1063.258,1.1235,0.38755,0.41167,0.69292,
M391.286T1178.675,1.1219,0.38822,0.41092,0.69292,
M601.172T845.875,1.1215,0.38838,0.41074,0.69292,
M507.209T930.4,1.1214,0.38842,0.4107,0.69292,
M601.173T930.747,1.1207,0.38871,0.41038,0.69292,
M419.115T799.29,1.1194,0.38927,0.40975,0.69292,
M1192.252T906.01,1.1192,0.38934,0.40967,0.69292,
M1326.883T1200.672,1.1184,0.38967,0.4093,0.69292,
M833.365T968.818,1.1168,0.39035,0.40855,0.69292,
M1053.286T316.584,1.1165,0.39047,0.40842,0.69292,
M383.504T315.336,1.1157,0.39079,0.40805,0.69292,
M454.975T107.571,1.115,0.39108,0.40773,0.69292,
M383.364T319.344,1.1142,0.39145,0.40733,0.69292,
M459.149T771.729,1.1129,0.39199,0.40672,0.69292,
M1036.399T977.849,1.1119,0.39242,0.40625,0.69292,
M798.863T68.139,1.1118,0.39245,0.40622,0.69292,
M356.044T717.249,1.1103,0.39307,0.40553,0.69292,
M787.799T68.637,1.1101,0.39316,0.40543,0.69292,
M373.169T1117.157,1.1095,0.39341,0.40516,0.69292,
M303.023T88.804,1.1085,0.39382,0.4047,0.69292,
M856.833T68.139,1.1084,0.39386,0.40466,0.69292,
M633.256T842.527,1.1074,0.3943,0.40418,0.69292,
M428.819T94.411,1.107,0.39449,0.40397,0.69292,
M409.172T733.287,1.1065,0.39469,0.40375,0.69292,
M575.957T1047.31,1.106,0.39491,0.4035,0.69292,
M397.259T1311.545,1.1054,0.39514,0.40325,0.69292,
M323.221T1368.561,1.1048,0.39541,0.40295,0.69292,
M359.098T671.316,1.1029,0.39619,0.4021,0.69292,
M885.489T1408.277,1.1025,0.39638,0.40189,0.69292,
M334.203T855.358,1.1016,0.39675,0.40148,0.69292,
M643.847T66.912,1.1005,0.39724,0.40094,0.69292,
M471.152T726.342,1.1001,0.39739,0.40079,0.69292,
M313.119T883.187,1.0992,0.39777,0.40037,0.69292,
M1395.893T980.489,1.0987,0.39801,0.4001,0.69292,
M423.17T1192.125,1.0977,0.39843,0.39965,0.69292,
M769.419T945.253,1.0974,0.39857,0.3995,0.69292,
M953.506T1151.909,1.0952,0.39948,0.3985,0.69292,
M1096.195T893.605,1.0944,0.39985,0.3981,0.69292,
M1351.748T1120.178,1.0934,0.40026,0.39765,0.69292,
M1222.302T834.324,1.0925,0.40066,0.39722,0.69292,
M277.537T1369.612,1.0912,0.40122,0.39662,0.69292,
M1161.526T895.081,1.0903,0.40157,0.39623,0.69292,
M559.758T1184.709,1.0899,0.40178,0.39601,0.69292,
M605.336T1280.382,1.0898,0.40181,0.39597,0.69292,
M343.103T489.112,1.0879,0.40263,0.39509,0.69292,
M564.961T1199.656,1.0878,0.40266,0.39507,0.69292,
M593.398T852.714,1.0861,0.40338,0.39428,0.69292,
M659.284T993.534,1.0855,0.40368,0.39396,0.69292,
M192.103T133.173,1.0854,0.4037,0.39394,0.69292,
M1296.901T900.549,1.0852,0.40377,0.39386,0.69292,
M799.191T949.166,1.084,0.4043,0.39329,0.69292,
M310.211T1043.204,1.0822,0.40509,0.39245,0.69292,
M338.988T94.519,1.0817,0.4053,0.39223,0.69292,
M613.564T887.981,1.0814,0.40544,0.39208,0.69292,
M362.997T89.636,1.0805,0.40583,0.39166,0.69292,
M306.171T797.884,1.0803,0.40593,0.39155,0.69292,
M213.056T1043.215,1.0802,0.40595,0.39153,0.69292,
M1093.54T895.081,1.0795,0.40626,0.3912,0.69292,
M731.11T823.98,1.0792,0.40638,0.39107,0.69292,
M645.124T781.203,1.0785,0.40668,0.39074,0.69292,
M864.188T806.912,1.0784,0.40675,0.39067,0.69292,
M351.13T801.057,1.0769,0.40741,0.38997,0.69292,
M633.572T315.643,1.0762,0.40771,0.38965,0.69292,
M633.697T313.008,1.0752,0.40815,0.38918,0.69292,
M383.058T256.181,1.0745,0.40843,0.38888,0.69292,
M565.23T912.919,1.0744,0.4085,0.3888,0.69292,
M1193.356T907.422,1.074,0.40865,0.38865,0.69292,
M637.025T106.841,1.074,0.40868,0.38862,0.69292,
M533.158T89.204,1.0739,0.4087,0.38859,0.69292,
M260.048T118.657,1.0733,0.40899,0.38828,0.69292,
M1161.759T892.609,1.0723,0.4094,0.38785,0.69292,
M851.276T990.376,1.0723,0.40943,0.38782,0.69292,
M1137.546T907.004,1.0721,0.4095,0.38775,0.69292,
M1117.54T932.512,1.0719,0.40961,0.38763,0.69292,
M942.303T939.917,1.0717,0.40969,0.38755,0.69292,
M459.109T698.322,1.0717,0.40969,0.38754,0.69292,
M1029.237T1191.812,1.0716,0.4097,0.38753,0.69292,
M969.321T316.442,1.0707,0.41014,0.38707,0.69292,
M429.504T310.912,1.0705,0.41021,0.387,0.69292,
M474.881T66.41,1.0697,0.41056,0.38663,0.69292,
M563.233T790.03,1.0696,0.41061,0.38657,0.69292,
M799.852T67.938,1.0686,0.41105,0.38611,0.69292,
M729.273T847.264,1.0681,0.41128,0.38586,0.69292,
M753.188T948.401,1.0678,0.41139,0.38574,0.69292,
M314.875T95.548,1.0676,0.41147,0.38567,0.69292,
M458.904T66.375,1.0657,0.4123,0.38478,0.69292,
M412.846T95.439,1.0654,0.41243,0.38465,0.69292,
M644.248T900.496,1.0653,0.41251,0.38457,0.69292,
M1162.051T893.06,1.0652,0.41254,0.38453,0.69292,
M193.051T918.4,1.0625,0.41372,0.38329,0.69292,
M268.959T125.12,1.0625,0.41373,0.38329,0.69292,
M1354.628T902.5,1.0617,0.41407,0.38293,0.69292,
M1229.54T895.369,1.0601,0.41481,0.38215,0.69292,
M1432.595T1048.493,1.0567,0.41629,0.38061,0.69292,
M590.775T907.789,1.0566,0.41636,0.38053,0.69292,
M241.033T103.182,1.0555,0.41686,0.38001,0.69292,
M260.967T89.826,1.0545,0.41729,0.37956,0.69292,
M630.654T314.128,1.0535,0.41775,0.37908,0.69292,
M569.35T895.921,1.053,0.41794,0.37888,0.69292,
M323.942T66.374,1.053,0.41796,0.37886,0.69292,
M273.035T716.931,1.052,0.41842,0.37839,0.69292,
M1142.636T1197.565,1.0518,0.4185,0.3783,0.69292,
M241.013T89.266,1.0515,0.41863,0.37817,0.69292,
M567.333T903.822,1.0499,0.41933,0.37745,0.69292,
M942.309T937.647,1.0492,0.41967,0.37709,0.69292,
M211.133T1418.651,1.0491,0.41969,0.37708,0.69292,
M627.643T1193.32,1.0489,0.4198,0.37696,0.69292,
M653.576T321.782,1.0478,0.42027,0.37647,0.69292,
M322.941T66.374,1.0473,0.42051,0.37622,0.69292,
M1028.185T1194.382,1.0468,0.42076,0.37597,0.69292,
M567.119T89.158,1.046,0.4211,0.37562,0.69292,
M1224.522T894.229,1.0456,0.42128,0.37543,0.69292,
M998.861T1404.179,1.0455,0.42131,0.3754,0.69292,
M572.874T67.143,1.0454,0.42136,0.37534,0.69292,
M359.184T1220.639,1.0453,0.42141,0.37529,0.69292,
M431.536T792.704,1.0452,0.42146,0.37524,0.69292,
M277.217T1196.341,1.0428,0.42254,0.37413,0.69292,
M532.87T67.202,1.0417,0.42304,0.37362,0.69292,
M1037.324T316.098,1.0414,0.42318,0.37348,0.69292,
M547.234T852.079,1.0401,0.42379,0.37285,0.69292,
M469.171T990.382,1.0391,0.42422,0.37241,0.69292,
M453.035T765.753,1.0381,0.4247,0.37192,0.69292,
M1263.489T907.902,1.0359,0.42569,0.3709,0.69292,
M1029.561T1129.699,1.0351,0.42603,0.37056,0.69292,
M625.178T776.712,1.0351,0.42603,0.37056,0.69292,
M486.878T66.684,1.0347,0.42624,0.37034,0.69292,
M812.842T69.273,1.0325,0.42723,0.36933,0.69292,
M395.28T1470.273,1.0323,0.4273,0.36927,0.69292,
M158.977T67.376,1.0322,0.42738,0.36919,0.69292,
M561.651T1179.172,1.0321,0.42739,0.36917,0.69292,
M565.161T88.804,1.0308,0.42799,0.36857,0.69292,
M591.32T1106.747,1.029,0.42883,0.36771,0.69292,
M264T169.106,1.0284,0.42908,0.36746,0.69292,
M349.056T728.324,1.0276,0.42948,0.36706,0.69292,
M698.813T982.001,1.0271,0.42972,0.36682,0.69292,
M650.347T1202.889,1.0267,0.4299,0.36663,0.69292,
M1047.557T895.369,1.0261,0.43014,0.36639,0.69292,
M1128.035T894.796,1.0259,0.43024,0.36629,0.69292,
M497.175T1191.749,1.0245,0.4309,0.36562,0.69292,
M1096.548T894.929,1.0245,0.43091,0.36562,0.69292,
M551.342T956.27,1.023,0.43158,0.36493,0.69292,
M312.94T90.994,1.0227,0.43172,0.3648,0.69292,
M309.44T1630.467,1.0225,0.43182,0.3647,0.69292,
M577.592T1675.781,1.022,0.43204,0.36448,0.69292,
M415.225T881.978,1.0218,0.43212,0.3644,0.69292,
M494.233T920.795,1.0213,0.43236,0.36416,0.69292,
M632.663T319.55,1.0209,0.43254,0.36397,0.69292,
M439.009T107.459,1.0208,0.43262,0.3639,0.69292,
M1094.211T893.809,1.0205,0.43275,0.36377,0.69292,
M413.167T733.785,1.0204,0.43278,0.36373,0.69292,
M661.226T856.483,1.0194,0.43326,0.36325,0.69292,
M311.065T863.883,1.0193,0.43328,0.36323,0.69292,
M1101.781T69.273,1.0187,0.43357,0.36294,0.69292,
M549.062T87.818,1.0187,0.43359,0.36292,0.69292,
M1265.573T897.223,1.0181,0.43383,0.36268,0.69292,
M614.334T1180.618,1.0178,0.43397,0.36254,0.69292,
M309.61T1127.503,1.0161,0.43478,0.36173,0.69292,
M745.161T766.586,1.0153,0.43514,0.36137,0.69292,
M577.559T1679.783,1.0153,0.43516,0.36135,0.69292,
M1079.633T1147.237,1.0148,0.43539,0.36112,0.69292,
M743.208T992.462,1.0133,0.43608,0.36043,0.69292,
M991.316T318.206,1.0127,0.43634,0.36017,0.69292,
M619.104T906.909,1.0123,0.43656,0.35996,0.69292,
M323.019T128.103,1.0123,0.43657,0.35995,0.69292,
M526.316T1188.04,1.012,0.43667,0.35985,0.69292,
M341.31T626.276,1.0119,0.43674,0.35978,0.69292,
M747.22T952.211,1.0112,0.43704,0.35948,0.69292,
M917.25T749.382,1.0111,0.43709,0.35943,0.69292,
M671.384T1191.062,1.011,0.43717,0.35935,0.69292,
