"",f.value,p.value,-log10(p),FDR,Fisher's LSD (top 1000)
M519.07T322.203,1.8128,0.18655,0.7292,0.69292,First-tp_Fusarium - Other
M445.037T424.564,1.8103,0.18705,0.72805,0.69292,First-tp_Fusarium - Other
M873.6T939.438,1.8092,0.18725,0.72757,0.69292,""
M999.727T1404.686,1.8076,0.18757,0.72684,0.69292,First-tp_Drought - Other
M653.691T320.692,1.8065,0.18778,0.72636,0.69292,First-tp_Drought - Other
M702.25T942.066,1.8061,0.18785,0.72618,0.69292,First-tp_Fusarium - Other
M941.306T938.915,1.8055,0.18796,0.72593,0.69292,First-tp_Fusarium - First-tp_Control
M431.769T791.594,1.8053,0.18801,0.72582,0.69292,""
M579.301T894.416,1.8042,0.18822,0.72534,0.69292,First-tp_Drought - Other; First-tp_Fusarium - Other
M341.233T1044.4,1.804,0.18826,0.72525,0.69292,First-tp_Drought - Other; First-tp_Xanthomonas - Other
M989.364T928.413,1.8021,0.18863,0.72439,0.69292,First-tp_Drought - First-tp_Control
M377.193T1206.958,1.7988,0.18928,0.7229,0.69292,First-tp_Xanthomonas - Other
M499.24T895.317,1.7984,0.18936,0.72272,0.69292,First-tp_Drought - Other
M843.287T936.679,1.7983,0.18937,0.72268,0.69292,""
M1013.474T983.582,1.7982,0.1894,0.72263,0.69292,""
M551.147T89.35,1.798,0.18944,0.72254,0.69292,First-tp_Fusarium - Other
M375.07T470.729,1.7956,0.18992,0.72144,0.69292,First-tp_Drought - Other
M891.19T804.294,1.7954,0.18996,0.72135,0.69292,First-tp_Fusarium - Other
M314.124T880.028,1.7947,0.19009,0.72104,0.69292,First-tp_Drought - First-tp_Control
M487.016T806.181,1.7946,0.19011,0.72099,0.69292,""
M535.217T864.116,1.7928,0.19046,0.72019,0.69292,First-tp_Drought - Other; First-tp_Xanthomonas - Other
M737.927T1007.192,1.7912,0.19079,0.71945,0.69292,First-tp_Fusarium - Other
M1419.739T1123.898,1.7902,0.19099,0.71899,0.69292,""
M737.363T997.317,1.7893,0.19116,0.7186,0.69292,First-tp_Fusarium - Other
M373.167T930.605,1.7876,0.19149,0.71785,0.69292,""
M431.674T89.564,1.7867,0.19168,0.71742,0.69292,First-tp_Control - Other
M691.153T854.793,1.7858,0.19185,0.71704,0.69292,""
M1014.043T1346.26,1.7853,0.19195,0.71681,0.69292,First-tp_Drought - Other
M497.109T889.816,1.7825,0.19251,0.71554,0.69292,First-tp_Xanthomonas - First-tp_Control
M397.075T138.684,1.7818,0.19266,0.71521,0.69292,First-tp_Xanthomonas - Other
M701.195T940.853,1.7816,0.1927,0.71512,0.69292,First-tp_Drought - Other
M273.038T89.35,1.7802,0.19298,0.7145,0.69292,First-tp_Drought - Other
M739.368T1006.616,1.7796,0.1931,0.71423,0.69292,First-tp_Fusarium - Other
M319.076T917.392,1.778,0.19342,0.7135,0.69292,First-tp_Fusarium - First-tp_Control
M723.871T1121.272,1.7779,0.19343,0.71347,0.69292,First-tp_Fusarium - Other
M751.392T1268.098,1.7772,0.19358,0.71313,0.69292,First-tp_Control - Other; First-tp_Drought - Other
M743.317T783.373,1.7751,0.19399,0.71222,0.69292,First-tp_Drought - First-tp_Control
M563.307T901.93,1.7748,0.19407,0.71205,0.69292,First-tp_Xanthomonas - Other
M562.689T1149.325,1.7734,0.19434,0.71145,0.69292,First-tp_Fusarium - Other
M1219.316T833.268,1.772,0.19463,0.71079,0.69292,First-tp_Drought - Other; First-tp_Fusarium - Other
M806.921T938.616,1.7716,0.19471,0.7106,0.69292,""
M1461.92T936.679,1.7702,0.19498,0.71,0.69292,""
M559.728T1193.65,1.7699,0.19504,0.70987,0.69292,First-tp_Fusarium - First-tp_Control; First-tp_Fusarium - Other
M331.079T87.506,1.7695,0.19513,0.70967,0.69292,First-tp_Drought - First-tp_Control
M1451.979T314.698,1.7672,0.19561,0.70862,0.69292,First-tp_Drought - First-tp_Control
M231.895T92.025,1.7663,0.19578,0.70824,0.69292,""
M407.173T414.983,1.7656,0.19592,0.70792,0.69292,First-tp_Fusarium - First-tp_Control
M191.056T750.478,1.7635,0.19636,0.70695,0.69292,First-tp_Fusarium - Other
M819.351T968.448,1.762,0.19666,0.70629,0.69292,First-tp_Drought - First-tp_Control
M338.852T95.887,1.759,0.19728,0.70491,0.69292,First-tp_Xanthomonas - First-tp_Control
M609.959T835.516,1.7536,0.19839,0.70249,0.69292,First-tp_Drought - Other; First-tp_Fusarium - Other
M365.136T768.138,1.7524,0.19863,0.70195,0.69292,""
M869.849T1307.413,1.7497,0.1992,0.70072,0.69292,First-tp_Drought - Other
M223.046T89.705,1.7482,0.19951,0.70003,0.69292,First-tp_Drought - Other
M469.095T760.602,1.7482,0.19952,0.70002,0.69292,""
M735.222T927.83,1.748,0.19955,0.69994,0.69292,""
M807.007T938.915,1.7473,0.1997,0.69962,0.69292,""
M919.334T939.971,1.7421,0.20078,0.69728,0.69292,First-tp_Drought - First-tp_Control
M309.119T137.634,1.7409,0.20104,0.69672,0.69292,First-tp_Drought - Other
M244.992T90.87,1.7367,0.20192,0.69483,0.69292,First-tp_Fusarium - Other
M524.981T106.871,1.7349,0.2023,0.69401,0.69292,""
M804.318T962.853,1.7348,0.20232,0.69397,0.69292,""
M347.184T1141.626,1.7336,0.20258,0.69341,0.69292,First-tp_Drought - Other
M653.891T318.024,1.7329,0.20271,0.69313,0.69292,""
M1125.418T877.844,1.7319,0.20294,0.69264,0.69292,""
M1013.752T1251.503,1.7285,0.20364,0.69113,0.69292,""
M494.168T786.301,1.7258,0.20422,0.68989,0.69292,First-tp_Drought - First-tp_Control
M471.234T922.432,1.7248,0.20444,0.68944,0.69292,First-tp_Fusarium - Other
M873.333T1008.241,1.7246,0.20447,0.68936,0.69292,First-tp_Fusarium - Other
M851.338T916.834,1.7234,0.20473,0.68881,0.69292,""
M873.334T1049.155,1.722,0.20504,0.68816,0.69292,First-tp_Drought - First-tp_Control; First-tp_Xanthomonas - First-tp_Control
M549.147T750.744,1.7218,0.20508,0.68807,0.69292,First-tp_Fusarium - Other
M345.082T140.774,1.7165,0.20621,0.68568,0.69292,First-tp_Fusarium - First-tp_Control
M575.766T1053.433,1.7158,0.20637,0.68535,0.69292,First-tp_Xanthomonas - Other
M937.515T1306.76,1.7151,0.20652,0.68503,0.69292,First-tp_Drought - Other
M335.137T198.47,1.7141,0.20673,0.68459,0.69292,""
M515.214T948.428,1.713,0.20698,0.68408,0.69292,""
M307.139T820.104,1.7128,0.20702,0.68399,0.69292,First-tp_Fusarium - Other
M1286.455T315.199,1.7124,0.20711,0.68381,0.69292,First-tp_Drought - First-tp_Control
M1136.99T908.053,1.7109,0.20743,0.68313,0.69292,First-tp_Fusarium - Other
M696.291T1183.733,1.71,0.20763,0.68271,0.69292,First-tp_Drought - Other
M635.012T105.736,1.7097,0.20769,0.68258,0.69292,First-tp_Drought - Other
M354.093T469.671,1.7095,0.20774,0.68249,0.69292,First-tp_Drought - Other
M1331.507T909.803,1.7071,0.20825,0.68141,0.69292,First-tp_Fusarium - Other
M957.274T935.63,1.7069,0.20831,0.68129,0.69292,""
M942.469T1308.469,1.7064,0.20841,0.68108,0.69292,First-tp_Drought - Other
M593.266T1148.35,1.7046,0.20879,0.68029,0.69292,First-tp_Fusarium - Other
M1015.586T1347.819,1.7024,0.20929,0.67925,0.69292,First-tp_Drought - Other
M473.196T813.174,1.7019,0.2094,0.67903,0.69292,""
M445.135T747.805,1.7011,0.20957,0.67867,0.69292,First-tp_Fusarium - Other
M484.016T89.822,1.696,0.21069,0.67635,0.69292,First-tp_Fusarium - Other
M413.081T316.361,1.6941,0.21112,0.67548,0.69292,First-tp_Drought - Other
M617.247T870.852,1.6931,0.21132,0.67506,0.69292,""
M330.967T90.669,1.6919,0.21159,0.6745,0.69292,First-tp_Fusarium - Other
M1333.355T942.499,1.6916,0.21167,0.67434,0.69292,First-tp_Drought - Other
M355.433T783.665,1.6903,0.21195,0.67377,0.69292,First-tp_Drought - Other
M289.011T91.489,1.6903,0.21195,0.67376,0.69292,""
M345.183T1137.887,1.6896,0.2121,0.67347,0.69292,First-tp_Drought - Other
M459.903T66.337,1.6895,0.21213,0.67339,0.69292,First-tp_Xanthomonas - Other
M653.935T315.929,1.6888,0.21228,0.67309,0.69292,""
M863.373T951.624,1.6876,0.21255,0.67253,0.69292,""
M221.066T891.624,1.683,0.21358,0.67044,0.69292,First-tp_Drought - Other
M685.993T90.522,1.6823,0.21374,0.67011,0.69292,First-tp_Control - Other
M633.892T311.985,1.6816,0.21388,0.66983,0.69292,""
M988.804T68.066,1.6805,0.21414,0.66931,0.69292,First-tp_Drought - Other
M920.512T1327.64,1.6775,0.21482,0.66792,0.69292,""
M1015.483T980.936,1.6768,0.21496,0.66764,0.69292,""
M943.39T965.159,1.6765,0.21504,0.66748,0.69292,""
M631.833T319.717,1.672,0.21605,0.66545,0.69292,""
M543.282T933.008,1.6712,0.21624,0.66506,0.69292,First-tp_Fusarium - Other
M509.218T928.864,1.671,0.21629,0.66497,0.69292,First-tp_Drought - Other
M383.529T318.749,1.667,0.21718,0.66318,0.69292,""
M361.589T316.501,1.6656,0.21752,0.66251,0.69292,""
M439.365T89.079,1.6652,0.21761,0.66232,0.69292,""
M195.183T96.705,1.6641,0.21786,0.66182,0.69292,First-tp_Fusarium - First-tp_Xanthomonas
M723.112T851.461,1.6623,0.21827,0.66101,0.69292,""
M1030.642T1193.369,1.662,0.21833,0.66088,0.69292,First-tp_Drought - Other
M575.926T1053.198,1.6591,0.21899,0.65957,0.69292,First-tp_Xanthomonas - Other
M641.167T774.439,1.6571,0.21946,0.65864,0.69292,First-tp_Fusarium - Other
M836.743T1479.398,1.657,0.21947,0.65862,0.69292,First-tp_Drought - Other
M535.313T1217.431,1.6547,0.22,0.65757,0.69292,""
M563.052T1148.286,1.6544,0.22008,0.65741,0.69292,First-tp_Fusarium - Other
M625.227T868.289,1.6543,0.22011,0.65737,0.69292,First-tp_Drought - Other
M578.43T1675.044,1.654,0.22016,0.65725,0.69292,First-tp_Fusarium - Other
M709.191T748.676,1.654,0.22018,0.65723,0.69292,First-tp_Fusarium - Other
M970.001T316.098,1.654,0.22018,0.65722,0.69292,""
M625.144T814.498,1.6531,0.22039,0.6568,0.69292,First-tp_Fusarium - Other
M377.496T89.073,1.6527,0.22047,0.65665,0.69292,""
M441.162T763.637,1.6527,0.22048,0.65664,0.69292,First-tp_Fusarium - Other
M654.008T318.692,1.6464,0.22194,0.65376,0.69292,""
M1455.479T315.262,1.646,0.22204,0.65357,0.69292,First-tp_Drought - First-tp_Control
M627.691T1184.766,1.6451,0.22224,0.65317,0.69292,""
M565.248T792.391,1.6413,0.22312,0.65145,0.69292,""
M560.841T1187.938,1.6408,0.22326,0.6512,0.69292,""
M693.278T872.306,1.6406,0.22329,0.65113,0.69292,""
M160.975T67.374,1.6386,0.22377,0.65019,0.69292,""
M941.462T1306.809,1.6383,0.22385,0.65005,0.69292,""
M549.258T834.983,1.6354,0.22452,0.64874,0.69292,""
M456.925T66.979,1.6352,0.22458,0.64864,0.69292,First-tp_Drought - Other
M1013.97T1244.591,1.6345,0.22473,0.64835,0.69292,First-tp_Drought - Other
M969.939T315.438,1.6337,0.22493,0.64796,0.69292,""
M1095.607T1194.413,1.6326,0.22519,0.64746,0.69292,First-tp_Drought - Other
M657.266T958.998,1.6322,0.22527,0.6473,0.69292,First-tp_Drought - Other
M1030.586T1195.906,1.6322,0.22528,0.64727,0.69292,First-tp_Drought - Other
M895.304T938.238,1.6317,0.2254,0.64706,0.69292,""
M1074.113T1194.359,1.6288,0.22607,0.64575,0.69292,First-tp_Xanthomonas - First-tp_Control
M732.876T67.374,1.6277,0.22636,0.64521,0.69292,""
M653.752T320.843,1.6252,0.22695,0.64407,0.69292,""
M182.994T112.283,1.6249,0.22702,0.64395,0.69292,""
M638.078T817.768,1.6246,0.2271,0.64379,0.69292,""
M305.082T1122.457,1.6244,0.22714,0.64371,0.69292,First-tp_Fusarium - First-tp_Control
M852.114T1329.753,1.6216,0.22781,0.64242,0.69292,First-tp_Control - Other
M845.458T1184.78,1.6203,0.22811,0.64186,0.69292,First-tp_Drought - Other
M1059.606T1053.565,1.6167,0.22899,0.64017,0.69292,First-tp_Control - Other
M724.387T1161.184,1.6163,0.22909,0.64,0.69292,First-tp_Fusarium - Other
M679.015T89.631,1.6152,0.22934,0.63953,0.69292,First-tp_Fusarium - Other
M873.568T937.856,1.614,0.22963,0.63897,0.69292,""
M951.397T1014.118,1.6118,0.23016,0.63797,0.69292,First-tp_Fusarium - First-tp_Control
M225.002T107.866,1.6084,0.231,0.63639,0.69292,First-tp_Drought - Other
M917.503T1359.918,1.6076,0.2312,0.63601,0.69292,""
M705.267T1050.095,1.6044,0.23198,0.63455,0.69292,First-tp_Control - Other
M605.318T1288.774,1.6034,0.23222,0.6341,0.69292,First-tp_Drought - Other
M433.784T801.352,1.6025,0.23244,0.63369,0.69292,""
M789.663T1119.968,1.6011,0.23277,0.63306,0.69292,""
M374.998T87.396,1.598,0.23355,0.63162,0.69292,""
M350.061T865.858,1.5976,0.23363,0.63147,0.69292,First-tp_Fusarium - First-tp_Control
M808.342T938.944,1.5955,0.23415,0.63051,0.69292,""
M433.661T789.942,1.5953,0.23422,0.63038,0.69292,First-tp_Drought - Other
M395.189T761.387,1.5946,0.23438,0.63009,0.69292,First-tp_Drought - Other
M1132.537T923.907,1.5932,0.23474,0.62942,0.69292,""
M272.963T113.946,1.5927,0.23485,0.62921,0.69292,First-tp_Fusarium - Other
M991.585T1378.099,1.5914,0.23518,0.62859,0.69292,First-tp_Drought - Other
M483.209T897.853,1.5911,0.23524,0.62848,0.69292,""
M937.388T970.431,1.5909,0.23529,0.6284,0.69292,""
M1013.583T1347.533,1.588,0.23603,0.62703,0.69292,First-tp_Drought - Other
M611.066T88.832,1.5858,0.23658,0.62603,0.69292,First-tp_Drought - First-tp_Control
M401.218T1013.762,1.5853,0.23669,0.62582,0.69292,First-tp_Fusarium - Other
M1029.931T1194.947,1.5848,0.23683,0.62557,0.69292,""
M194.944T88.504,1.584,0.23702,0.62521,0.69292,""
M673.289T892.945,1.5837,0.23709,0.62509,0.69292,""
M277.129T811.716,1.5827,0.23735,0.62462,0.69292,""
M547.24T854.322,1.5812,0.23771,0.62395,0.69292,""
M461.152T871.999,1.5809,0.2378,0.62378,0.69292,""
M1039.403T917.165,1.5805,0.23789,0.62362,0.69292,""
M997.575T1403.78,1.5794,0.23817,0.62312,0.69292,First-tp_Drought - Other
M988.312T316.465,1.5787,0.23836,0.62278,0.69292,""
M341.088T439.204,1.578,0.23852,0.62247,0.69292,""
M869.196T805.922,1.5779,0.23854,0.62244,0.69292,""
M610.923T833.809,1.5753,0.2392,0.62124,0.69292,""
M806.073T940.272,1.575,0.23927,0.62111,0.69292,""
M457.136T788.61,1.5747,0.23936,0.62096,0.69292,""
M373.115T808.254,1.5732,0.23973,0.62028,0.69292,First-tp_Drought - First-tp_Control
M655.999T943.196,1.5726,0.23989,0.61998,0.69292,First-tp_Drought - Other
M238.892T97.993,1.5716,0.24013,0.61955,0.69292,""
M333.062T883.084,1.5714,0.24019,0.61945,0.69292,""
M871.351T913.248,1.5693,0.24072,0.61849,0.69292,""
M1005.392T917.562,1.5678,0.24111,0.61778,0.69292,""
M985.574T1225.672,1.5668,0.24136,0.61733,0.69292,""
M1031.994T1223.73,1.5666,0.24142,0.61722,0.69292,First-tp_Drought - Other
M779.462T1401.836,1.5663,0.24149,0.61711,0.69292,First-tp_Control - Other
M483.046T750.368,1.5662,0.24152,0.61704,0.69292,First-tp_Fusarium - Other
M1204.518T908.598,1.5656,0.24166,0.6168,0.69292,""
M693.17T791.92,1.5643,0.242,0.61619,0.69292,""
M593.934T851.064,1.5639,0.2421,0.616,0.69292,""
M333.191T983.058,1.5633,0.24226,0.61572,0.69292,""
M631.464T331.254,1.563,0.24232,0.6156,0.69292,First-tp_Drought - Other
M867.513T1306.189,1.5628,0.24238,0.6155,0.69292,""
M447.094T753.734,1.5628,0.24239,0.61549,0.69292,First-tp_Fusarium - Other
M665.091T89.18,1.562,0.24259,0.61513,0.69292,First-tp_Drought - Other
M366.994T111.318,1.5576,0.24372,0.61311,0.69292,""
M405.08T802.267,1.5559,0.24416,0.61233,0.69292,""
M1463.523T939.044,1.5558,0.24419,0.61228,0.69292,""
M1100.582T1225.322,1.5557,0.24422,0.61221,0.69292,""
M633.494T312.856,1.5552,0.24434,0.61201,0.69292,""
M491.181T794.382,1.5547,0.24448,0.61176,0.69292,First-tp_Drought - Other
M505.249T1581.431,1.5519,0.2452,0.61048,0.69292,Other - First-tp_Xanthomonas
M575.826T1054.493,1.5513,0.24536,0.61021,0.69292,""
M923.451T1327.672,1.5511,0.2454,0.61013,0.69292,""
M611.136T89.266,1.5501,0.24566,0.60967,0.69292,""
M809.433T1339.33,1.5499,0.24572,0.60956,0.69292,""
M429.365T315.31,1.5498,0.24576,0.6095,0.69292,First-tp_Fusarium - Other
M232.059T185.959,1.5497,0.24578,0.60945,0.69292,First-tp_Drought - Other
M1015.588T1248.088,1.5489,0.24597,0.60912,0.69292,""
M881.515T1351.787,1.5483,0.24614,0.60882,0.69292,First-tp_Drought - Other
M415.086T168.579,1.5481,0.24618,0.60875,0.69292,""
M267.123T922.071,1.548,0.24621,0.6087,0.69292,""
M180.067T785.272,1.5478,0.24625,0.60862,0.69292,""
M695.298T853.355,1.5472,0.24643,0.60831,0.69292,""
M369.388T763.979,1.5469,0.24649,0.6082,0.69292,First-tp_Fusarium - Other
M701.418T1268.098,1.546,0.24674,0.60776,0.69292,First-tp_Control - Other
M653.913T316.046,1.5457,0.24681,0.60764,0.69292,""
M383.609T322.831,1.5457,0.24681,0.60763,0.69292,""
M549.285T1194.382,1.5456,0.24684,0.60758,0.69292,First-tp_Drought - Other
M924.454T1327.66,1.545,0.247,0.6073,0.69292,""
M331.103T255.151,1.5447,0.24706,0.6072,0.69292,""
M1013.583T1248.821,1.5422,0.24774,0.606,0.69292,First-tp_Drought - Other
M345.119T282.765,1.542,0.24778,0.60593,0.69292,""
M202.942T91.028,1.5413,0.24796,0.60561,0.69292,First-tp_Fusarium - Other
M653.954T320.858,1.5389,0.24859,0.60451,0.69292,""
M431.759T791.911,1.5388,0.24862,0.60447,0.69292,""
M455.081T704.884,1.5386,0.24867,0.60438,0.69292,""
M1085.513T1348.399,1.5343,0.24981,0.60239,0.69292,First-tp_Drought - Other
M413.104T602.912,1.5339,0.24991,0.60222,0.69292,""
M997.975T1403.846,1.5338,0.24995,0.60214,0.69292,First-tp_Drought - Other
M1192.953T904.029,1.5335,0.25002,0.60203,0.69292,""
M442.914T96.95,1.5333,0.25008,0.60192,0.69292,First-tp_Fusarium - Other
M447.222T1194.448,1.5322,0.25036,0.60143,0.69292,""
M793.303T1121.279,1.5322,0.25037,0.60142,0.69292,""
M1014.585T1248.122,1.5321,0.2504,0.60136,0.69292,""
M491.208T833.798,1.5297,0.25103,0.60028,0.69292,""
M753.358T959.856,1.5284,0.25139,0.59966,0.69292,First-tp_Fusarium - Other
M593.686T850.456,1.5275,0.2516,0.59928,0.69292,""
M483.183T857.732,1.5273,0.25168,0.59915,0.69292,""
M950.342T882.081,1.5254,0.25217,0.5983,0.69292,""
M379.101T757.973,1.5252,0.25224,0.59819,0.69292,""
M651.317T893.83,1.5219,0.2531,0.5967,0.69292,""
M656.666T946.513,1.5217,0.25316,0.5966,0.69292,First-tp_Drought - Other
M329.187T1227.475,1.5214,0.25325,0.59645,0.69292,First-tp_Drought - Other
M379.574T88.998,1.5204,0.25352,0.59599,0.69292,""
M575.798T1046.832,1.5196,0.25374,0.59561,0.69292,""
M645.252T899.393,1.5194,0.2538,0.59551,0.69292,""
M435.044T89.636,1.5189,0.25391,0.59531,0.69292,""
M1455.98T315.74,1.5175,0.25431,0.59464,0.69292,First-tp_Drought - First-tp_Control
M561.721T1244.705,1.5161,0.25468,0.594,0.69292,""
M487.255T1194.268,1.5155,0.25483,0.59375,0.69292,""
M1014.585T1348.471,1.5133,0.25545,0.5927,0.69292,""
M389.108T489.956,1.513,0.25552,0.59257,0.69292,""
M979.331T964.868,1.5121,0.25576,0.59216,0.69292,""
M476.12T661.378,1.5117,0.25588,0.59197,0.69292,""
M919.506T1426.463,1.5117,0.25588,0.59196,0.69292,""
M359.061T194.361,1.5115,0.25591,0.59191,0.69292,""
M402.187T763.436,1.5114,0.25595,0.59184,0.69292,""
M563.035T1151.624,1.5095,0.25646,0.59097,0.69292,First-tp_Fusarium - Other
M455.14T941.827,1.5093,0.25653,0.59086,0.69292,""
M265.093T134.502,1.509,0.2566,0.59075,0.69292,""
M919.515T1328.715,1.5089,0.25664,0.59068,0.69292,""
M415.744T872.34,1.5083,0.2568,0.5904,0.69292,""
M911.268T936.747,1.5072,0.25711,0.58989,0.69292,""
M1014.419T974.744,1.5057,0.25751,0.58921,0.69292,First-tp_Xanthomonas - First-tp_Control
M527.103T89.251,1.5054,0.25758,0.58909,0.69292,""
M1042.422T909.151,1.5039,0.25799,0.5884,0.69292,""
M508.215T930.69,1.5039,0.25799,0.58839,0.69292,""
M636.263T1199.226,1.5023,0.25843,0.58766,0.69292,First-tp_Fusarium - Other
M427.124T881.088,1.5016,0.25863,0.58732,0.69292,""
M633.753T316.098,1.5015,0.25865,0.58728,0.69292,""
M1027.543T1140.732,1.5015,0.25866,0.58727,0.69292,""
M206.082T164.917,1.4992,0.25928,0.58622,0.69292,""
M768.448T1315.096,1.4992,0.25929,0.58622,0.69292,""
M692.265T869.57,1.4987,0.25942,0.586,0.69292,""
M643.039T106.784,1.496,0.26017,0.58474,0.69292,""
M665.267T889.419,1.496,0.26017,0.58474,0.69292,""
M691.264T868.869,1.4958,0.26022,0.58466,0.69292,""
M661.253T876.035,1.4953,0.26037,0.5844,0.69292,""
M399.275T1363.391,1.495,0.26045,0.58428,0.69292,""
M851.519T1328.051,1.4938,0.26077,0.58373,0.69292,""
M204.975T113.721,1.4937,0.26081,0.58368,0.69292,""
M731.208T950.406,1.4927,0.26107,0.58324,0.69292,""
M1134.038T907.684,1.4927,0.26107,0.58324,0.69292,""
M941.317T938.576,1.4927,0.26107,0.58324,0.69292,""
M288.077T1079.796,1.4925,0.26114,0.58313,0.69292,""
M191.27T107.073,1.4923,0.26121,0.58302,0.69292,""
M873.309T1120.281,1.4915,0.26142,0.58266,0.69292,First-tp_Fusarium - Other
M562.053T1195.871,1.4897,0.26192,0.58184,0.69292,""
M454.144T914.383,1.4885,0.26225,0.58128,0.69292,""
M1285.448T316.362,1.4884,0.26229,0.58122,0.69292,""
M619.189T858.982,1.4872,0.26262,0.58068,0.69292,""
M728.269T963.544,1.4863,0.26287,0.58026,0.69292,First-tp_Drought - First-tp_Control
M969.4T973.77,1.4838,0.26355,0.57914,0.69292,""
M409.075T617.585,1.4824,0.26397,0.57845,0.69292,""
M311.138T170.155,1.4816,0.26419,0.57809,0.69292,""
M357.49T758.525,1.481,0.26433,0.57785,0.69292,""
M593.545T851.652,1.4801,0.2646,0.5774,0.69292,""
M457.19T799.683,1.4795,0.26476,0.57715,0.69292,""
M630.668T315.279,1.4779,0.26521,0.57641,0.69292,""
M575.708T1045.732,1.4769,0.26551,0.57592,0.69292,First-tp_Xanthomonas - Other
M1201.826T909.258,1.4768,0.26553,0.57588,0.69292,""
M915.823T68.606,1.4766,0.26558,0.57581,0.69292,First-tp_Fusarium - Other
M1144.448T942.538,1.4741,0.26629,0.57464,0.69292,""
M1048.594T1092.833,1.4739,0.26634,0.57456,0.69292,First-tp_Drought - Other
M1095.872T896.96,1.4711,0.26714,0.57326,0.69292,""
M460.9T65.751,1.4703,0.26738,0.57286,0.69292,""
M375.179T1058.786,1.4701,0.26744,0.57278,0.69292,""
M461.037T823.98,1.4692,0.26768,0.57239,0.69292,""
M883.503T1155.003,1.4686,0.26786,0.57209,0.69292,""
M554.347T1333.324,1.4684,0.2679,0.57202,0.69292,""
M359.123T830.487,1.4675,0.26816,0.5716,0.69292,""
M375.092T797.968,1.4662,0.26854,0.57099,0.69292,""
M875.696T1193.301,1.4659,0.26862,0.57086,0.69292,""
M417.058T1084.972,1.4644,0.26906,0.57015,0.69292,""
M685.228T857.881,1.4624,0.26963,0.56923,0.69292,""
M369.569T765.536,1.4613,0.26994,0.56873,0.69292,""
M678.98T96.154,1.4606,0.27015,0.5684,0.69292,""
M1041.432T908.782,1.4597,0.27039,0.56801,0.69292,""
M460.969T105.772,1.4597,0.27041,0.56798,0.69292,""
M432.997T107.064,1.4585,0.27075,0.56743,0.69292,""
M401.144T790.222,1.4574,0.27106,0.56693,0.69292,""
M292.14T116.338,1.4565,0.27134,0.56649,0.69292,""
M1106.454T890.453,1.456,0.27147,0.56628,0.69292,""
M1097.514T1402.931,1.4539,0.27208,0.5653,0.69292,""
M402.996T97.474,1.4506,0.27303,0.56379,0.69292,""
M290.088T106.9,1.4503,0.27311,0.56366,0.69292,""
M317.087T121.975,1.4484,0.27367,0.56278,0.69292,""
M518.153T824.178,1.448,0.27378,0.5626,0.69292,""
M721.31T972.44,1.448,0.27379,0.56258,0.69292,""
M743.134T887.76,1.448,0.2738,0.56256,0.69292,""
M699.398T1124.853,1.4472,0.27402,0.56222,0.69292,""
M942.387T966.176,1.4461,0.27435,0.56169,0.69292,""
M756.042T806.684,1.4452,0.27462,0.56126,0.69292,""
M650.407T1378.088,1.4446,0.27478,0.56101,0.69292,""
M559.826T1188.911,1.4434,0.27513,0.56047,0.69292,""
M413.108T298.268,1.4407,0.27592,0.55921,0.69292,""
M777.164T88.682,1.4402,0.27607,0.55898,0.69292,""
M808.023T1198.408,1.4399,0.27618,0.55882,0.69292,First-tp_Xanthomonas - Other
M591.167T896.642,1.4398,0.27618,0.5588,0.69292,""
M593.709T851.665,1.4392,0.27636,0.55852,0.69292,""
M485.879T65.637,1.4386,0.27654,0.55824,0.69292,""
M429.387T309.562,1.4385,0.27657,0.55819,0.69292,""
M715.427T310.719,1.4383,0.27664,0.55809,0.69292,""
M413.192T1370.63,1.4372,0.27696,0.55759,0.69292,First-tp_Fusarium - Other
M560.054T1184.801,1.4367,0.27711,0.55735,0.69292,""
M727.414T1292.189,1.4364,0.27721,0.55719,0.69292,First-tp_Drought - Other
M895.29T938.858,1.4361,0.27728,0.55709,0.69292,""
M559.276T958.275,1.436,0.27733,0.557,0.69292,""
M627.723T1183.743,1.435,0.27761,0.55656,0.69292,""
M541.034T1246.263,1.4336,0.27802,0.55592,0.69292,""
M412.307T1396.319,1.4334,0.27807,0.55584,0.69292,""
M657.169T756.884,1.4332,0.27814,0.55574,0.69292,First-tp_Fusarium - Other
M693.83T66.771,1.4331,0.27817,0.55569,0.69292,First-tp_Fusarium - First-tp_Control
M688.263T861.089,1.4317,0.2786,0.55502,0.69292,""
M830.24T316.247,1.4315,0.27866,0.55492,0.69292,""
M344.099T126.621,1.4312,0.27873,0.55482,0.69292,""
M533.169T900.984,1.4302,0.27903,0.55435,0.69292,""
M429.435T314.237,1.4299,0.27912,0.55421,0.69292,""
M211.134T1369.064,1.4291,0.27938,0.55381,0.69292,""
M299.259T1433.689,1.428,0.27968,0.55333,0.69292,First-tp_Fusarium - First-tp_Control
M577.255T863.306,1.4279,0.27973,0.55326,0.69292,""
M381.071T774.821,1.4273,0.2799,0.55299,0.69292,""
M581.318T900.123,1.4263,0.2802,0.55253,0.69292,""
M901.161T984.095,1.4255,0.28043,0.55217,0.69292,""
M565.23T844.341,1.425,0.28058,0.55194,0.69292,""
M541.046T1246.429,1.4242,0.28082,0.55157,0.69292,""
M1203.469T868.759,1.4242,0.28083,0.55156,0.69292,""
M637.18T778.866,1.4237,0.28098,0.55133,0.69292,First-tp_Fusarium - Other
