"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18"
"M1161.521T895.466",0.0212,-0.0039578,-0.0069314,0.015655,-0.0025916,-0.023864,0.0059084,-0.036328,-0.02795,-0.0045594,-0.01577,-0.025294,0.016351,0.016363,-0.0033356,-0.0024595,0.0045623,0.00096746
"M418.218T902.438",0.024803,0.021478,0.0078195,-0.0027176,0.0061955,0.022944,-0.019534,-0.0013526,-0.0053597,0.00060077,-0.0034868,-0.0021135,-0.003957,0.0021406,-0.0091446,0.0066588,0.0044253,-0.0057613
"M632.783T316.499",0.021488,0.014975,-0.032961,-0.0028088,0.024706,-0.0035066,0.029086,-0.007555,0.0099372,0.013773,-0.008983,-0.023059,0.0024902,0.0031499,0.015778,0.0061211,-0.0091902,0.0010917
"M1074.325T1193.301",0.023203,-0.0099372,0.011731,0.0060203,-0.016378,-0.020113,-0.0050093,0.033371,0.029934,-0.0055702,-0.091479,-0.020561,-0.077764,-0.024339,-0.0025257,-0.0048232,0.03422,-0.0016286
"M451.218T291.531",0.02867,0.023364,0.010861,-0.0062632,0.0059593,-0.0039632,-0.012213,-0.0011046,-0.0028493,0.0083936,0.0049938,-0.0050893,0.0041016,0.0073285,0.0056263,0.008789,-0.0093253,-0.0001396
"M344.099T126.621",0.02515,0.0046217,0.0051018,0.0051185,-0.0004167,0.0011726,-0.0030175,0.0080237,0.022548,0.0054564,-0.018948,-0.01163,-0.012849,-0.0054929,-0.00033324,-0.002571,0.0034052,0.0028926
"M558.799T1194.269",0.020126,-0.011105,-0.0082995,0.021253,0.00032078,-0.011648,0.013116,0.014534,0.0099751,0.01883,-0.015283,-0.0054423,-0.011135,9.7443e-05,0.017184,-0.015351,0.0056151,0.0029205
"M852.187T1328.651",0.014119,-0.01727,0.011493,0.02854,0.021557,-0.004655,-0.036606,-0.02549,-0.010329,-0.028166,0.00041428,-0.00031268,-0.026082,-0.0090409,-0.012133,-0.02293,-0.013637,0.0021531
"M1343.805T1193.201",0.027736,0.00020448,-0.011575,-0.019935,-0.014507,-0.041879,0.014992,0.011979,0.0087519,-0.00013636,-0.014867,-0.0061887,-0.0058418,-0.0079278,0.0067445,-0.0093736,0.0023605,0.0010435
"M1074.439T1194.382",0.025382,0.0082931,-0.025124,-0.014743,-0.011615,-0.054506,0.032854,0.012073,0.017385,0.018235,0.015308,0.022529,-0.010362,-0.0073277,-0.0098938,-0.014144,0.016198,-0.0034162
"M575.856T1053.805",0.023596,-0.0088698,0.013441,0.011225,-0.0040443,-0.0012193,0.0030547,0.003231,-0.001388,0.013966,-0.0061332,-0.0025536,-0.018602,-0.0087444,-0.011925,0.010464,-0.00675,0.0054447
"M653.691T320.692",0.030407,0.01415,0.013909,-0.0033185,0.0051604,-0.010899,0.0098979,-0.0087613,0.0052344,-0.0078061,0.005946,-0.013834,0.0034517,0.0026112,-0.015706,0.0068744,0.013277,0.0073704
"M385.113T835.894",0.026072,-5.9321e-05,0.0077749,-0.008737,-0.009557,-0.0093063,-0.011835,0.0057736,0.042385,-0.016188,-0.025518,0.021954,-0.0036091,0.0030821,0.0022009,0.010445,0.02218,0.0021236
"M1326.883T1200.672",0.014813,-0.023694,-0.017242,0.01486,-0.031021,-0.059331,-0.030685,0.047499,0.054527,0.038909,-0.05077,-0.03586,0.004808,0.00016854,-0.013382,0.0083913,-0.04044,0.0027477
"M700.309T1205.376",0.019076,-0.026505,0.035797,0.017045,-0.025971,-0.011667,-0.024904,0.039769,0.0079153,0.00046653,-0.02662,-0.027491,-0.045433,-0.012272,0.026621,0.014511,0.012837,0.0036751
"M627.229T851.009",0.025257,0.028564,-0.045651,-0.0043317,0.0098511,-0.027208,0.010337,0.015842,-0.01062,-0.004626,-0.011944,-0.00078787,0.0071011,-0.00062085,-0.014566,0.010755,-0.0069032,-0.0004746
"M633.552T319.689",0.02676,0.0096687,-0.013367,0.0078462,0.0036468,-0.012043,0.0065041,0.003768,-0.0086033,-0.00021552,-0.00051785,-0.0059136,0.0016032,0.0052,-0.010612,-0.017104,0.0067555,0.0030201
"M885.489T1408.277",0.014519,0.0024223,-0.008714,0.037929,0.023948,-0.007663,-0.0097516,-0.0031672,0.014287,-0.0010496,0.002123,-0.005512,0.0081838,-0.007985,-0.0016199,0.00099624,-0.0009537,0.0096051
"M845.458T1184.78",0.027107,0.002022,0.032856,-0.013465,0.020573,-0.0023651,-0.012456,-0.0075303,-0.004389,-0.013152,0.0016186,0.0055801,0.031037,-0.0043309,0.0057167,-0.027117,-0.0028957,-0.0027784
"M1001.569T1093.359",0.021406,0.0099774,-0.013605,0.022328,0.026136,-0.029395,-0.0087754,0.018768,0.0034684,-0.012255,-0.023002,0.012581,0.020258,0.0027336,0.00079194,-0.0020773,-0.012162,0.0036591
"M1028.185T1194.382",0.022545,0.00076362,-0.011444,0.011736,0.0081263,-0.029929,0.020896,0.013355,0.014017,0.0019651,-0.032645,0.0068706,-0.013254,-0.052132,0.0081794,0.028961,4.573e-05,0.00061728
"M645.124T781.203",0.023228,0.0061455,-0.011219,0.0052889,-0.01051,-0.010896,0.0076717,-0.015646,-0.012681,-0.026315,-0.0061267,-0.0001705,-0.0065582,0.0059708,-0.029777,0.0068802,0.013769,0.00078133
"M537.695T1290.37",0.014774,-0.0081028,0.023258,-0.0020908,-0.0049847,-0.0062785,0.02235,0.050452,0.023715,0.014357,-0.011246,-0.0072283,0.01087,6.7423e-05,0.010433,0.00081572,-0.021038,0.0020594
"M808.368T1195.332",0.023435,-0.022196,0.014086,0.00014121,-0.00521,-0.017858,0.011199,0.020756,0.020413,0.0047938,-0.018784,-0.0076239,-0.017264,0.016776,0.0026123,0.0089159,-0.015591,0.0047757
"M942.469T1308.469",0.022766,-0.0082478,0.012017,0.0057402,0.015757,0.012021,-0.0060933,-0.014528,-0.002696,-0.0025033,-0.019556,-0.017788,0.017691,0.012056,0.0083497,0.010609,-0.012819,0.0011749
"M575.826T1054.493",0.022633,-0.0087507,0.015584,0.016427,-0.0051152,0.0070284,0.0019211,0.020451,0.002526,-0.0071561,-0.017757,0.0016165,0.0049353,-0.035442,-0.0011429,0.0020115,0.027154,-0.00089485
"M453.17T879.981",0.0007022,-0.0015155,-0.010893,-0.016015,0.059188,0.042264,-0.051865,0.0083477,0.024958,-0.0016144,-0.076522,-0.10013,0.053854,0.065706,0.03018,-0.0016495,0.001327,-0.00038544
"M349.088T88.189",0.021328,-0.014436,-0.01593,-0.046638,0.048464,0.01889,0.023621,0.00022024,0.024718,0.0087566,-0.02189,0.0011444,-0.010894,0.0016962,0.0030415,-0.0038561,-0.0075419,-0.0013614
"M421.069T767.549",0.027545,0.0010393,0.027688,0.011046,1.198e-05,0.0091952,0.0040757,-0.0063343,0.022213,-0.0039016,-0.0093744,0.041034,0.016801,0.0048819,-0.015825,0.0028527,0.011065,-0.0054528
"M643.245T813.714",0.019234,0.012888,-0.031392,0.005025,0.013439,0.0075222,0.0055393,-0.005371,0.014657,-0.006189,0.0028264,-0.020639,0.0031296,-0.022971,-0.012888,0.013925,-0.00098167,0.0036005
"M745.161T766.586",0.027432,0.015633,-0.001396,-0.0075287,-0.019,-0.016367,0.0033863,-0.0034985,0.017651,-0.0021005,-0.013521,0.044293,0.0059881,0.02088,-0.00020711,0.0053747,-0.0053865,0.0010159
"M603.339T1194.269",0.025782,-0.01134,0.036313,-0.0018491,-0.0047247,0.0067895,-0.0075307,0.0019924,-0.0018423,-0.0030118,-0.016108,-0.015233,0.0039524,-0.018675,-0.018816,-0.0062242,0.0035591,0.0026394
"M1128.561T892.565",0.017617,0.0027732,0.010118,0.043554,0.024792,-0.039269,-0.057087,0.068217,-0.012219,0.094295,0.034481,-0.015146,0.0014501,0.0005672,-0.043119,0.015507,-0.02227,0.010818
"M875.523T1196.25",0.025261,-0.014187,0.0074714,-0.0035945,-0.0082061,-0.017674,0.0041552,0.014733,0.012872,0.011383,-0.02251,-0.003841,-0.0071817,-0.0041726,-0.0042181,-0.0020832,0.0038233,0.00068111
"M442.823T96.43",0.011915,-0.024517,-0.018901,0.030611,0.022053,0.023077,0.01556,-0.0047114,0.010075,0.0023625,-0.022956,-0.0030127,0.001231,-0.024869,0.0055478,-0.0053476,0.012116,-0.0035011
"M316.508T323.984",0.028428,0.0037305,0.023333,-0.001623,0.0070769,0.0021676,0.0040139,0.0045495,0.00094876,-0.0076596,0.011501,-0.010631,0.0009847,0.0098666,-0.0068019,-0.0049368,0.0022605,-0.00021824
"M698.005T988.342",0.027709,-0.0014763,0.036071,0.003922,-0.0051919,0.0064087,-0.016988,-0.0074361,0.011156,-0.0047763,-0.0051371,0.0061955,0.0034392,0.012809,-0.0020578,-0.024587,0.0043524,-0.0031756
"M729.273T847.264",0.021511,-0.0011781,-0.017899,0.0085166,0.022656,0.011914,-0.017582,0.0044004,-0.01017,-0.0083127,-0.0082086,0.0015531,0.0021791,-0.0013,-7.803e-05,-0.01935,-0.0017564,0.00016758
"M417.764T850.924",0.028246,0.021443,-0.030227,-0.021961,0.0015124,-0.028446,0.0042606,0.0085188,-0.0082246,-0.00065522,-0.0045911,0.0016476,-0.0060961,0.0045501,0.018987,-0.0095896,0.011069,-0.00070433
"M442.938T91.386",0.012984,-0.020285,-0.015263,0.0389,-0.00048527,-0.01727,0.010974,-0.00055022,-0.0003344,-0.020834,0.002234,-0.0079336,0.011767,-0.0058065,-0.00030005,-0.0069318,-0.0090365,0.0011802
"M653.752T320.843",0.024526,0.01281,-0.011586,0.0058697,0.0059658,-0.0152,0.015477,0.00046459,-0.0017229,-0.0019514,0.0050712,-0.0067485,0.0023037,0.0067865,-0.0064632,-0.0018762,0.0022621,-0.0017479
"M683.129T316.242",0.030594,0.020891,-0.0099378,-0.0039896,0.0025665,-0.023867,0.015496,0.019536,-0.014332,0.012537,0.0047352,-0.00074959,-0.0056979,-0.018863,-0.0062744,-0.015049,-0.049264,0.001135
"M924.454T1327.66",0.020655,-0.011576,0.010762,0.017741,0.0034818,-0.0010342,-0.011742,-0.013429,-0.0070855,-0.023262,-0.0049305,0.0029221,0.017197,-0.004785,-0.0093241,-0.020706,-0.026568,0.0029553
"M653.783T316.318",0.029673,0.017813,0.0081323,-0.0123,0.00036848,-0.011678,0.0072185,0.015756,0.0044805,-0.0041033,-0.0045492,-0.0013756,-0.01173,0.010112,-0.0029015,-0.0049237,0.0040402,0.0048044
"M503.141T749.726",0.01865,-0.024552,0.035718,-0.0011081,0.00072899,0.01338,-0.028526,-0.015194,-0.010954,0.0013515,-0.00176,0.0030229,-0.0082976,0.0022733,-0.025689,-0.010145,0.029335,-0.00072579
"M489.058T766.222",0.020822,-0.011616,0.0035157,0.025182,0.006783,0.0044334,0.0098226,0.0063406,0.0071671,-0.012267,-0.021055,0.017103,0.014014,0.002157,0.016267,0.0043663,-0.001878,0.0052333
"M429.664T316.504",0.029048,0.0062546,0.024887,-0.0024045,0.0048114,-0.00028526,-0.0023834,0.0068212,-0.0028717,0.0082182,-0.0044075,-0.00035445,0.0039843,-0.015181,-0.0034626,1.9269e-05,0.016904,0.00042316
"M455.098T785.732",0.024381,-0.0058623,0.033659,0.0084411,0.0043441,0.017833,0.0068606,-0.024577,0.0065104,0.0040787,-0.004846,-0.0030864,3.8997e-05,-0.0073996,0.0077101,-0.001458,0.0070085,0.003232
"M1047.557T895.369",0.022715,0.0083262,0.00021346,0.035503,-0.0070655,0.01353,-0.024596,0.016759,0.047437,0.022004,0.011943,-0.0039631,-0.012359,0.018043,0.014745,-0.030386,-0.064047,0.0054459
"M327.108T784.235",0.024985,0.0071466,0.011882,0.0059716,-0.016756,0.021107,0.0047224,-0.036844,0.062243,0.0052056,0.016973,0.00088707,0.018784,-0.01741,-0.0039431,0.021064,0.017985,0.00018222
"M633.494T312.856",0.031369,0.021103,0.0067443,-0.0029095,0.0022613,-0.0046543,0.0024695,0.0093745,0.0079816,0.0045293,0.012228,-0.013562,0.0063359,0.013282,-0.0076743,-0.0059089,0.013942,0.0063062
"M1074.386T1195.935",0.026161,-0.0071019,-0.0047498,-0.016401,-0.016665,-0.035421,0.031392,0.020728,0.021709,0.026706,0.01397,0.026183,0.0087129,0.0010116,-0.027734,0.0030823,0.018548,-0.00052306
"M1143.637T1195.221",0.027037,-0.006027,0.027479,0.0023271,-0.0050402,0.0017711,0.0074117,-0.0045387,0.0065822,0.016341,-0.025355,-0.01116,-0.016058,-0.0079901,0.0081195,-0.002017,0.0099109,0.0011001
"M851.819T1425.446",0.020925,-0.00023894,0.0090049,0.027051,0.011654,0.011464,0.0036153,0.025343,-0.006602,5.3783e-06,0.0050118,0.00037077,-0.0030194,0.028544,0.0053668,-0.018226,0.0023893,0.00057241
"M530.968T106.005",0.027274,0.0034466,0.014031,-0.0060699,0.0079546,0.00091373,-0.0042178,-0.0099919,-0.0080229,-0.00010736,-0.0021295,-0.00041688,-0.0015828,0.00046665,0.0015432,-0.0061444,-0.0059223,-0.003843
"M1009.607T1323.757",0.02102,0.011138,0.021333,0.02174,0.016056,-0.011877,-0.0084181,0.0027223,0.013846,0.0032727,-0.0013653,0.00055049,0.019862,-0.010185,-0.0011637,0.014657,-0.007467,0.0042151
"M867.513T1306.189",0.024225,0.0020501,0.028069,0.010277,0.012583,0.0017525,-0.0068809,-0.011252,-0.0026803,-0.0041921,-0.0065244,0.0030526,-0.00073088,0.004064,-0.011228,0.0015114,-0.0041325,0.0020821
"M653.717T312.26",0.031022,0.024084,0.0029853,-0.0079932,-0.0013824,-0.021043,0.018303,0.0027289,-0.0071789,0.011578,0.0070096,-0.011106,-3.2368e-05,0.0011786,-0.012094,0.012457,0.00059473,-0.003627
"M1031.899T1225.646",0.0177,0.0016805,0.0060625,0.024799,0.016199,0.016627,-0.013301,0.0084216,-0.0030159,-0.01465,-0.010509,0.01394,-0.039339,-0.026176,-0.01896,0.030168,-0.053234,0.002068
"M1452.478T314.239",0.01918,0.045899,-0.0045365,-0.0060526,0.013504,-0.012842,0.0021617,-0.036083,0.028371,0.026659,-0.0016199,-0.0059493,0.0097991,0.013343,0.03395,-0.036021,0.0068266,-0.0004386
"M297.119T136.686",0.026636,0.0054902,0.028,-0.0061248,0.0036769,0.0016372,-0.015116,0.0055257,0.0031706,-0.0057672,0.012638,0.0043484,-0.018636,0.0044268,0.0087188,0.015629,-0.0088059,-0.0070885
"M591.167T896.642",0.02655,0.0094206,0.017124,-0.0094972,0.007326,0.019267,-0.013054,-0.0069314,0.01008,0.0027062,-0.00013026,-0.0013531,-0.0016514,0.0030035,0.0061266,-0.0012461,-0.0035409,-0.0010344
"M781.218T930.113",0.014113,-0.0031182,-0.021181,0.0016332,0.0093161,-0.041694,-0.063507,0.0080573,0.040899,-0.016292,-0.10418,-0.064327,0.00095455,0.0088758,0.0037037,-0.0045331,0.021882,0.0064804
"M236.093T125.57",0.018463,-0.028606,0.029252,0.010409,-0.050631,-0.026187,0.012396,0.021234,0.045656,0.036307,-0.067866,-0.01279,-0.037023,-0.0090252,-0.0029286,0.0067132,0.024079,0.00012464
"M517.159T795.678",0.017917,-0.011848,-0.00038714,0.01645,-0.0052224,0.0092774,-0.0029356,-0.01765,0.016091,0.009172,-0.017126,0.0031896,0.013639,-0.015127,0.0099618,0.012153,0.0084947,0.00028262
"M489.854T902.138",0.011679,-0.011533,-0.0069946,0.02649,0.049992,-0.04442,0.030367,-0.013041,-0.021112,0.017952,0.0074081,-0.011096,-0.034561,-0.032183,-0.02697,-0.0056803,0.017073,0.0021998
"M769.419T945.253",0.018366,-0.0053896,-0.0031839,0.020643,-0.0021612,-0.0068192,-0.00024476,0.0023728,0.035358,-0.017589,-0.014017,0.040191,-0.019267,-0.0075008,-0.0088061,0.016385,-0.021985,0.0034246
"M1201.918T909.936",0.020272,-0.0053477,-0.0077832,0.011438,-0.0073242,0.0010046,-0.0082968,0.021173,0.0049199,-0.026827,0.0064484,-0.0088358,0.02485,-0.015721,0.016464,-0.012583,-0.052028,0.0041347
"M1028.637T1187.508",0.029566,-0.0056658,0.017808,0.0011652,-0.017431,-0.023225,-0.008941,-0.0055544,0.0081498,-0.0030433,-0.079922,-0.014211,-0.0099815,-0.022734,-0.024671,-0.019882,0.0045099,0.0033259
"M864.188T806.912",0.025863,0.015975,-0.00013643,-0.0025679,0.021366,-0.0019087,-0.018283,-0.022357,-0.018177,-0.009636,-0.00062457,-0.01252,-0.017298,-0.0020518,0.018557,-0.0047012,-0.0037926,-0.0029819
"M865.489T1291.829",0.024978,0.012171,0.031764,0.012485,0.019526,-0.0011947,-0.018173,-0.011176,0.0010803,0.0020522,-0.0061871,0.0025313,0.0017073,0.0086631,-0.015006,0.0052234,0.0032514,5.0621e-05
"M799.191T949.166",0.019473,-0.013555,-0.011307,0.016022,-0.0013008,-0.0015205,-0.0048683,-0.016418,0.0035832,-0.0011081,-0.014086,-0.031004,0.0024222,0.0079408,0.0067805,-0.0059643,0.019961,0.0014997
"M920.512T1327.64",0.024078,0.0013045,0.029521,0.012793,0.0092162,0.0071579,-0.0050751,-0.018617,-0.0075365,-0.0077554,-0.0075369,0.0083336,-0.00017218,-0.0054816,-0.0052974,-0.0050151,0.0043867,0.0021881
"M1265.573T897.223",0.0269,-0.006532,0.021023,0.0035721,-0.0077625,-0.0082536,0.011748,-0.010161,-0.02247,0.0068256,-0.0027411,0.0049046,-0.017878,0.01067,0.0035606,-0.0074857,0.015814,0.0040608
"M1263.489T907.902",0.026006,-0.0023906,0.028022,-0.0059259,-0.0063505,0.0082516,-0.015025,0.0079078,-0.020511,0.0021968,-0.0053606,-0.00073696,0.010932,-0.018502,-0.0064311,-0.0064132,-0.0044125,0.00074253
"M809.13T1195.374",0.020944,-0.017231,-0.010565,-0.0020985,-2.7043e-05,-0.024952,0.021761,0.029659,0.018467,0.01397,-0.016441,0.022498,-0.018499,-0.0094337,-0.0062687,0.0094541,-0.0072553,0.004017
"M611.295T772.909",0.0137,-0.023123,-0.012492,0.013006,0.040048,-0.013885,0.028778,0.010432,-0.039916,0.046962,0.015443,-0.00032185,0.0011584,0.026822,-0.033753,0.040699,0.030988,0.0033217
"M504.146T749.726",0.011001,-0.031408,0.02491,0.023384,-0.0044702,-0.0098481,-0.0088917,-0.058883,0.017919,0.0036882,-0.042413,0.05103,-0.0017147,0.06223,-0.019638,0.01893,0.018836,0.0019193
"M1285.466T316.098",0.024983,0.02971,-0.017097,0.025321,0.007244,-0.036967,-0.0042717,0.013427,-0.0046239,0.0063379,-0.014309,0.019016,-0.072454,0.021499,-0.0095936,0.047895,-0.046972,-0.0045566
"M1141.612T1194.343",0.028458,0.002515,0.038473,-0.006023,-0.0014568,0.0057277,0.0054894,-0.0022903,0.016929,0.0063835,-0.029942,-0.00030826,-0.023014,-0.0073641,0.0028576,-0.0023117,0.010575,-0.0022492
"M1028.412T1193.412",0.018883,-0.015494,0.00022098,0.0030742,0.0054328,-0.0065724,0.053032,0.020024,0.014808,0.027252,-0.054803,0.0035525,-0.048747,-0.030669,-0.00082631,-0.023803,-0.013516,0.006094
"M412.91T65.205",0.0027705,-0.028699,-0.015511,0.031771,0.0036955,0.0077363,-0.01117,0.0070572,-0.0015361,0.019598,-0.017818,-0.0077736,0.013857,-0.0217,-0.0040149,-0.0061709,-0.012517,0.0040211
"M851.879T1330.864",0.023913,-0.0084103,0.0172,0.01869,0.01016,0.011289,-0.0075273,-0.0090704,-0.020086,-0.0083399,0.0027855,0.0048897,-0.0035669,0.0057383,0.0030404,0.013131,0.017227,0.0039526
"M451.174T880.577",0.025382,0.038295,-0.0097432,-0.0039299,0.0096876,-0.0054154,-0.0038866,-0.0050856,0.025421,-0.0010657,-0.0084233,-0.02156,-0.00077196,0.013478,-0.0050809,0.0082269,0.019319,0.0019165
"M405.08T802.267",0.020159,-0.01662,0.020237,0.021518,-0.020094,-3.9807e-05,0.00083446,-0.019615,-0.011325,-0.021583,-0.0024637,0.003697,-0.025867,-0.027215,-0.0054867,0.0012526,-0.00043381,0.0030167
"M309.119T137.634",0.02254,-0.00045327,-0.003185,0.011807,0.005307,-0.0014871,5.5351e-05,0.0074719,0.012745,-0.0018835,-0.0091368,-0.01416,-0.0049089,-0.0092144,0.012035,-0.016229,-0.012721,0.0038253
"M385.077T746.611",0.023799,-0.0060443,0.018167,0.013535,-0.012091,-0.017915,0.0044638,-0.033484,-0.026527,-0.014154,0.0030405,0.0035332,-0.014424,-0.014481,-0.0090087,-0.0031786,-0.033791,0.0016194
"M287.071T1080.355",0.014226,0.0348,-0.014424,-0.011256,0.015511,-0.029041,-0.098862,0.079955,0.028667,-0.045518,-0.079908,0.026862,-0.038443,0.0036355,-0.042546,0.058167,-0.023329,0.0058672
"M192.103T133.173",0.022623,-0.0088922,0.0227,0.0159,-0.02508,0.00036814,-0.0073022,0.010782,0.012136,0.012025,-0.0062803,0.022412,0.010415,-0.00021751,-0.0040969,0.0060041,-0.0088795,-0.0006833
"M1030.642T1193.369",0.026148,0.0056316,0.0031728,0.006087,0.0058041,-0.0059071,0.0085917,-0.0080805,0.0048419,-0.0032721,-0.011562,0.012847,0.0033882,0.0015947,-0.0026413,-0.016212,-0.0085152,0.0016135
"M429.414T851.13",0.022778,-0.0051024,-0.0048439,-0.0025132,0.016822,-0.010128,-0.00052169,-0.0075343,-0.014179,0.007555,-0.017248,-0.0087279,0.027195,-0.034877,0.01397,-0.0033923,0.041855,0.004923
"M808.023T1198.408",0.022932,-0.018122,0.030196,0.0077704,0.021303,-0.015604,0.0051012,0.018769,0.0068095,0.014698,-0.0099708,-0.0064713,-0.0020735,-0.048299,-0.046183,0.051033,0.0022531,0.0021992
"M1389.862T1193.369",0.023306,-0.0050815,-0.020673,-0.0014431,-0.0055911,-0.030073,0.017316,0.018932,0.011196,-0.0053221,-0.017092,0.013038,-0.016885,-0.005813,-0.0062528,-0.012013,-0.010355,0.0073447
"M485.199T845.365",0.028391,0.013393,0.015714,-0.0085007,-0.00012366,0.0053984,-0.010099,-0.00087965,-0.0096238,0.0077132,-0.02153,-0.0047708,-0.00077737,0.0083108,-0.0084511,0.0063204,0.0027319,-0.0053813
"M423.898T65.661",0.00046606,0.01088,0.0063365,0.014496,0.036533,-0.030285,-0.025721,0.017685,0.0053462,0.034551,-0.010377,-0.024333,0.037588,-0.01373,-0.039817,-0.014244,0.0088887,-0.0020218
"M337.186T949.475",0.023863,0.014275,-0.010276,-0.015857,0.018925,-0.032603,-0.0040634,-0.019891,0.024842,-0.013718,-0.026074,-0.018025,-0.031101,-0.013115,-0.016374,0.035811,0.0081039,0.0026281
"M684.137T316.584",0.025605,0.02272,-0.0075946,-0.0034728,0.014214,-0.013984,0.024275,-0.00023829,-0.0004276,0.0029228,-0.0021634,-0.0015585,0.0055171,-0.012594,0.0054618,-0.0074146,-0.047064,0.001774
"M723.577T942.094",0.018067,0.0048377,0.0078076,0.027775,-0.0044997,0.025921,0.0011949,0.033945,-0.016278,-0.044221,0.011961,0.001731,-0.0058527,-0.0034349,0.023049,-0.023581,0.046971,0.0037728
"M1096.003T892.843",0.025497,-0.0039007,-0.0036644,0.0015,-0.010826,-0.019564,0.011426,-0.0067085,-0.012201,-0.004778,-0.032282,0.010662,-0.023919,0.0028795,0.015913,0.017584,0.0050323,-0.00061303
"M420.228T902.138",0.020489,0.024938,-0.026349,0.0010842,0.021219,-6.2228e-05,-0.065324,0.056186,-0.041966,-0.016191,0.010295,0.041681,-0.0046334,-0.02783,-0.022293,0.019467,-0.014663,-0.001337
"M677.303T904.97",0.019151,-0.004549,0.0093937,0.0071865,-0.025696,0.028328,0.027185,0.012302,-0.0073483,-0.010209,-0.016319,0.014205,-0.0047607,-0.00044932,-0.012003,0.0059974,-0.012642,-0.0030228
"M1071.439T878.893",0.025658,0.02186,-0.0048332,-0.0068272,0.011852,0.015634,-0.013491,0.0065949,0.0026989,-0.0053676,-0.0068913,-0.010744,0.018697,0.0038945,0.0015191,-0.015408,0.0099377,-0.001115
"M1069.501T1402.821",0.026796,0.0042037,0.030492,-0.0013567,0.010303,0.010931,-0.015576,-0.013912,0.010447,0.014716,0.0113,-0.011455,-0.0052062,-0.0027165,-0.0014152,0.010199,-0.0066066,-0.0010801
"M281.07T709.104",0.020359,-0.012658,0.0019718,-0.001188,0.018915,0.016331,-0.022998,0.04922,0.00059236,-0.013938,0.0034881,0.026515,-0.017638,-0.0036808,0.020384,0.011327,-0.0080341,0.0032921
"M562.073T1194.756",0.022976,-0.0095795,0.0032445,0.0062375,-0.0052195,-0.010426,-0.0065885,0.021847,0.0014733,0.0087852,-0.015594,-0.013784,0.00047651,-0.0026411,-0.0058477,-0.0054118,-0.0015185,0.0048545
"M561.649T1230.897",0.028059,-0.00014184,0.034918,-0.0075855,0.0034695,-0.0010024,0.0074733,-0.0058604,-0.0010666,0.015898,0.0086509,-0.006588,0.0012308,-0.0021493,-0.0052032,-0.0042344,0.0061296,0.0048938
"M577.137T781.037",0.02843,0.01275,0.026043,-0.015424,-0.016194,-0.012519,-0.018279,-0.014914,0.0052186,-0.024666,-0.027703,-0.013677,-0.0098123,-0.004325,-0.0088115,0.018697,0.016839,0.0044783
"M1029.561T1129.699",0.022384,-0.010202,0.0065971,0.0068401,0.0074244,-0.02141,-0.01223,-0.0038445,0.0055518,-0.017677,0.013587,0.0055279,-0.0055124,-0.0064536,-0.008167,-0.035035,0.019613,0.0023107
"M397.075T138.684",0.027405,0.0021768,0.029065,-0.010211,0.0071999,0.012339,-0.00040323,-0.0026042,-0.0033617,-0.0042434,-0.006701,-0.0068193,0.010036,-0.017647,0.0057998,0.015601,-7.3761e-06,0.0023894
"M1029.237T1191.812",0.016566,-0.019697,-0.034203,0.0068761,-0.029791,-0.014638,0.023154,-0.0097445,0.012026,0.0062272,-0.060102,-0.022733,0.025263,0.0063,0.0107,-0.048785,-0.0048708,0.0076874
"M575.957T1047.31",0.02889,-0.0021548,0.030541,-0.002358,-0.0062753,-0.0087633,0.0074335,-0.0012948,0.010431,0.010148,-0.018245,0.010065,-0.016046,0.0021985,-0.019068,0.0062582,0.0038774,-0.00035112
"M1014.043T1346.26",0.023258,0.0060281,0.013798,0.016327,0.024972,-0.0038616,-0.004899,-0.0094379,0.010864,0.012664,0.001369,0.0032307,0.01412,-0.0061451,0.0096251,0.01788,-0.0023011,0.00050957
"M299.652T1305.804",0.0092653,-0.024888,-0.040205,-0.015604,-0.0054299,-0.0042064,-0.074798,0.00049549,-0.015193,0.059972,-0.0021788,0.010528,-0.015426,0.037065,-0.076001,0.02848,0.019431,0.00014237
