"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18"
"M336.86T96.244",0.021171,-0.010973,-0.0025465,0.0011069,0.019677,0.026979,0.0050303,-0.0060603,-0.016179,0.024054,0.012762,0.0084536,-0.0044516,-0.012664,0.0036532,-0.0045301,0.011668,0.00054222
"M343.102T681.368",0.029025,0.012977,0.0085471,-0.0032333,0.014542,-0.0075129,-0.0087062,-0.01182,0.0053475,0.0033901,0.01217,0.0080094,-0.014705,-0.0032107,0.021972,-0.002163,0.0058248,-0.0014156
"M497.261T974.778",0.02344,-0.0014282,0.0026088,0.013471,-0.00022934,0.024102,0.0040644,-0.0089583,0.021113,0.0040685,-0.00039001,-0.0084425,-0.0023924,-0.0042527,-0.008782,0.0012102,-0.01147,0.003218
"M661.253T876.035",0.027612,0.0091907,0.013188,-0.0045344,0.0043238,0.0054092,-0.00014336,0.0013956,0.0016816,0.013281,0.0040619,-0.0097106,0.0019599,0.00056484,-0.0043288,-0.00060698,-0.010667,0.003225
"M765.729T983.05",0.024683,-0.010914,0.026294,-0.00030418,0.0069141,0.0080056,0.0018283,-0.020469,-0.0081533,-0.0021126,-0.0016511,-0.025249,-0.0021095,-0.0065784,-0.026504,-0.0042407,-0.019978,8.2064e-06
"M941.317T938.576",0.024605,0.033063,-0.045212,-0.017009,-0.0032905,-0.017812,0.015853,0.038803,-0.011477,-0.014623,0.025983,-0.0027451,-0.0045708,0.009263,-0.0088239,-0.002191,-0.0062555,0.00082639
"M1193.041T904.79",0.023379,0.008162,-0.0099198,0.010276,-0.036905,-0.0033378,-0.016577,0.00061541,-0.017256,-0.0035365,-0.027897,-0.0027995,-0.0090704,0.00050608,0.019082,-0.012942,-0.0062267,0.0013546
"M581.283T805.632",0.018407,-0.0032105,-0.023804,0.013887,0.0022475,-0.0054621,0.0022472,-0.027176,0.011321,-0.00025949,0.0017425,0.0081755,-0.00065353,0.0099245,0.0016734,-0.005888,0.0039245,-0.00038512
"M650.347T1202.889",0.011199,-0.038974,-0.0084788,0.015408,-0.045219,-0.034256,0.011763,0.011601,-0.02054,-0.015492,0.037103,0.047126,0.0040401,0.00023676,-0.01617,0.0038314,0.007772,-0.00025522
"M611.22T783.374",0.018719,-0.0066855,-0.0073363,0.013052,0.017862,0.0048676,-0.0012644,-5.2379e-05,-0.012875,0.025924,0.016721,0.031411,0.0074612,-0.028395,-0.0013627,0.055832,-0.039582,-0.00052678
"M564.929T1201.416",0.023581,-0.018989,0.027933,0.0028706,-0.023885,-0.010484,-0.011337,-0.013844,-0.023868,-0.010449,0.0097633,-0.020922,0.027536,0.0080965,0.031249,0.022807,-0.013447,-0.0048001
"M565.23T912.919",0.023607,-0.011381,0.0014887,-0.0020683,0.024768,0.0049142,0.035837,0.0032,0.014429,0.018912,-0.018197,0.060941,0.021518,0.028468,-0.016785,0.016041,0.009747,-0.0034846
"M449.235T1266.066",0.015329,-0.042415,-0.0042675,0.0063861,-0.032511,-0.027095,-0.0091426,0.011135,0.03054,-0.0032315,-0.0079004,-0.03242,-0.0062611,0.022775,0.0093224,-0.014882,0.039117,0.0026147
"M728.88T67.591",0.013326,0.034136,-0.0095736,0.054585,0.017255,0.012778,-0.0028475,-0.02268,-0.017514,-0.023172,-0.0022773,0.0012471,0.0097364,0.010462,0.020545,-0.0067986,-0.010533,0.0036364
"M551.031T750.36",0.020287,-0.011162,0.0077047,0.020382,-0.00023381,-0.01039,0.032308,0.0097195,-0.0085917,-0.036641,0.031384,-0.013015,-0.014068,0.047662,-0.027998,-0.0098185,0.029369,-0.0015025
"M824.816T67.434",0.0031122,0.031985,-0.010657,0.056844,0.030758,-0.0034837,-0.02053,-0.026822,0.027103,-0.0025301,-0.0048295,0.011299,0.021781,-0.0033691,0.0039007,-0.02814,-0.017237,0.0047289
"M291.091T106.795",0.018979,-0.026147,-0.0078204,0.0015108,0.0011949,-0.0077965,0.0087554,0.0089014,0.015326,0.028605,-0.025158,-0.0059323,0.0036072,-0.0050147,0.013278,-0.012753,0.012874,0.0041234
"M938.802T67.374",0.0014078,0.046977,-0.00089067,0.047983,0.050703,-0.020969,-0.043007,-0.015953,0.02543,0.0026466,0.0034708,0.016613,0.02129,-0.0015297,-0.00041805,-0.005628,-0.014971,0.0051568
"M649.041T88.871",0.013762,-0.029938,-0.0017684,0.023798,0.0082104,0.017834,0.011418,0.0044271,0.024537,-0.0038949,-0.011382,0.010879,-0.0086192,-0.007405,0.013439,-0.015573,-0.03933,0.0052129
"M440.855T1728.569",0.0048574,-0.03718,-0.038921,0.005253,-0.016788,0.028291,-0.021763,0.016594,-0.042831,0.0044287,0.029412,0.035585,-0.0028214,-0.034038,0.029825,-0.03655,0.0085462,-0.0023915
"M429.504T310.912",0.024964,0.0067556,-0.019961,0.0097712,0.006263,-0.011982,0.0085562,0.0019724,-0.018999,0.0045587,-0.0050402,-0.0015299,0.0036224,-0.010423,0.0030098,-0.013558,0.0056418,-0.00046918
"M603.083T90.379",0.025661,-0.016566,0.017317,-0.0050807,0.022874,-0.0019776,0.00087326,0.00058632,-0.0042241,-0.014945,-0.0045375,0.013975,0.0049412,0.0099588,0.0095244,-0.0041103,-0.004141,0.00069531
"M439.009T107.459",0.019007,-0.0028831,-0.01819,0.030758,-0.0094542,0.0085966,-0.0041268,0.0015925,-0.015618,-0.0060184,0.013194,-0.0095003,-0.0071558,-0.018682,-0.0023416,0.0026817,-0.0041138,-0.0023438
"M847.188T757.14",0.022606,0.02776,-0.0092744,0.018052,0.0087406,0.022248,0.014706,0.03732,0.038756,-0.056154,0.040095,-0.030758,-0.023982,0.0734,0.0051686,-0.015406,0.029677,-0.00099627
"M851.781T1322.545",0.018464,-0.018456,0.007896,0.030533,0.023093,-0.037129,-0.0070994,0.0079737,-0.039067,0.041722,0.03785,-0.0059894,-0.01403,0.011397,0.053753,0.025747,-0.041909,-0.0042968
"M402.053T876.272",0.01754,-0.01078,-0.042746,-0.039046,-0.044463,0.014543,-0.049649,-0.039053,0.028083,-0.0061125,-0.016637,-0.0097697,-0.093443,-0.039907,-0.061937,-0.01444,-0.045704,-0.0053526
"M753.298T903.043",0.024017,0.027314,0.006749,-0.0069204,-0.0083233,0.015723,0.0047625,0.00056613,-0.016184,0.0014346,-0.01504,0.00468,0.0071493,0.018488,0.0049762,0.0084868,0.00076274,-0.0024164
"M591.2T844.598",0.02426,0.020585,-0.028614,-0.001728,-0.003716,-0.030588,-0.00074164,0.0019053,-0.010627,0.0083092,-0.011209,0.010959,-0.00094207,-0.0010945,0.010262,-0.0095847,0.011186,-0.0061138
"M610.83T67.188",0.0051838,-0.026716,-0.027955,0.020782,-0.0087938,0.014472,0.0017184,0.012612,-0.0090954,0.011834,-0.0090376,-0.022512,0.01456,-0.01705,-0.0067186,0.0014121,0.012947,0.0033271
"M475.366T1425.395",0.022646,0.0085879,-0.012992,0.009702,0.015194,-0.001168,0.0025206,-0.00418,0.00071708,0.0030183,0.011133,0.0016602,0.018191,0.0024894,-0.0074169,0.0082448,-0.0069271,0.0022002
"M485.063T759.194",0.021717,0.0086907,-0.01463,0.0089539,0.011411,0.0082606,-0.010225,-0.0087838,0.0057662,-0.011934,0.010055,-0.016404,-0.011877,-0.007041,0.002786,0.00074005,-0.031829,0.0016237
"M1044.425T908.907",0.027102,0.0070613,-0.022415,-0.017112,0.026226,0.021834,0.0045676,0.019576,0.0069969,0.011479,-0.00096319,0.012328,0.012331,0.0036499,-0.021824,-0.007602,-0.002099,0.0016073
"M857.35T1122.035",0.03026,-0.0001215,0.031631,-0.010661,-0.020903,0.0109,-0.010922,-0.00233,-0.013585,-0.0014652,0.0063223,-0.013876,0.019929,-0.0020495,0.0059122,-0.0070152,-0.010053,-0.0053179
"M497.043T88.687",0.011487,-0.019083,-0.042917,-0.043071,0.058229,0.024813,0.048178,-0.011219,0.028334,0.0087308,-0.019131,-0.0018105,-0.0079662,-0.013343,-0.021961,-0.0048754,0.003218,-0.0024697
"M559.791T1181.622",0.019589,-0.029822,-0.031427,-0.014991,-0.022183,-0.037788,-0.015455,0.0063218,-0.062626,0.025547,0.072007,-0.033894,0.03294,0.013632,-0.0090449,0.016858,-0.025844,-0.0048592
"M1331.507T909.803",0.016867,-0.0083245,-0.010172,0.020745,-0.0070089,0.015985,-0.0019714,0.011634,-0.012974,-0.01404,0.002556,-0.0042617,0.024662,-0.00076274,-0.0016136,-0.021255,-0.0175,0.0045984
"M405.098T1082.014",0.0005576,0.0052181,-0.0024276,0.027123,0.063659,-0.034817,-0.040091,0.055871,-0.02875,-0.0017992,0.0025935,0.010088,0.024512,-0.017701,-0.043711,0.0020362,0.016951,-0.0009093
"M507.209T930.4",0.032223,0.0049152,0.025069,-0.012897,0.01248,0.017099,-0.0088385,0.0093553,0.01822,0.019393,-0.020518,0.019847,-0.00043271,-5.1873e-05,0.019201,0.010137,0.0011948,-0.00050352
"M238.892T97.993",0.018922,-0.011326,-0.0041434,0.017165,0.0071563,-0.0019857,0.008412,-0.013906,0.010656,0.0041796,0.01523,-0.015584,-0.0078558,-0.0094611,-0.00073415,-0.0017422,-0.0074724,0.00017694
"M1143.426T942.716",0.026883,0.020791,-0.0062516,-0.021949,0.0013459,-0.010758,-0.022004,0.022836,-0.011966,0.016894,0.017807,-0.0010854,0.0076728,-0.010386,-0.011012,-0.019011,0.026262,0.0029131
"M476.417T1177.093",0.018064,-0.00742,0.0082662,-0.0041408,-0.028983,0.00015076,0.013479,0.0012421,0.0168,-0.029746,-0.052489,-0.06418,0.04955,-0.0080027,0.027052,-0.026,0.03067,0.0024259
"M387.02T108.554",0.02631,-0.0046216,0.0076291,0.0054175,-0.0036769,-0.0051414,0.010055,-0.025833,0.0006473,-0.0089876,0.0054355,-0.0012647,0.0031107,-0.0026952,0.014943,-0.011462,0.014055,0.0013753
"M711.218T782.65",0.017948,0.0067935,-0.024314,-0.004432,-0.0081196,0.015515,0.010795,-0.0079592,0.059552,-0.021501,-0.0051696,0.017624,0.01126,-0.0082226,0.0072615,0.034905,0.016428,0.00419
"M890.319T900.562",0.025064,0.029236,-0.030473,-0.02802,-0.0042184,8.5698e-05,0.008952,0.021063,-0.0022997,0.0018486,0.0036327,0.0090186,0.011935,0.0044404,-0.0016956,0.010232,-0.017246,-0.00014879
"M1007.203T89.251",0.01837,-0.028224,0.0049699,0.0088148,0.01219,-0.01485,0.013033,-0.014756,0.025801,-0.03383,0.0052363,0.038073,0.0012363,0.017108,0.012246,-0.026465,-0.040352,0.0016526
"M431.156T735.48",0.027338,0.0037198,0.013547,0.0064664,-0.013854,0.0030039,-0.021793,0.0018671,-0.0067126,-0.018547,-0.006654,0.0098166,-0.025041,-0.0091083,0.0037452,0.020243,0.0034278,-0.00012343
"M688.854T66.858",0.0023657,0.035671,-0.016774,0.056526,0.032567,0.0028677,-0.010152,-0.011672,0.019087,-0.011437,-0.00937,0.01484,0.0080998,0.009595,-0.0098539,-7.4795e-05,3.6829e-05,0.00099267
"M443.058T752.856",0.027967,0.0032061,0.033323,-0.015178,-0.0062028,-0.0098869,0.006706,-0.025155,-0.0067267,0.00081023,-0.0080927,0.01618,0.0054823,0.012956,0.0066639,0.0080883,0.015991,-0.00041805
"M1129.441T885.407",0.028183,0.02179,-0.013989,-0.013154,-0.0030348,-0.010901,-0.0043927,-0.010705,-0.037061,0.00093794,5.2474e-05,-0.011136,-0.013517,-0.004105,-0.0074913,-0.023826,0.017331,-0.0032737
"M389.199T1191.076",0.028175,-0.011715,0.028035,-0.010307,-0.0035978,-0.0069315,-0.00069955,0.0034843,0.00050356,0.0044167,-0.0026302,0.0067282,0.0061067,-0.0093021,0.0039301,0.0020473,-0.018736,-0.0049541
"M471.173T770.868",0.016717,-0.012689,0.0090796,0.013584,-0.016979,-0.003611,0.013163,-0.0098742,0.023995,-0.0095332,-0.0093797,0.0065103,0.044054,-0.029549,-0.0057911,0.011008,0.0065585,0.00066305
"M487.282T1221.234",0.027547,-0.012943,0.024648,-0.0050112,-0.013138,-0.0092837,0.010446,0.0063527,-0.0028188,0.013216,0.022211,-0.0011031,0.007688,-0.0065196,0.014496,-0.013571,0.0087098,-0.0020181
"M869.171T823.716",0.024482,0.01315,0.0052536,-0.0031091,-0.005318,0.017118,0.0037333,-0.034926,0.014686,0.000752,0.015661,-0.007942,-0.018559,-0.010312,0.012435,0.022619,0.014621,-2.9118e-05
"M964.359T921.966",0.021575,-0.01325,-0.012681,0.017556,0.0058607,-0.031682,-0.023923,0.010817,0.028315,0.064764,-0.037459,0.0098833,-0.092995,0.021036,0.070913,0.07304,-0.01639,-0.0016042
"M325.202T982.74",0.026973,-0.019865,0.0073311,-0.0031733,0.0044613,0.0045869,-0.026726,0.0045,0.0077143,-0.0061208,-0.0085374,-0.020026,0.048991,0.027547,0.0018847,0.012332,-0.029143,0.00041362
"M461.897T66.291",0.0085251,0.0036804,0.00291,0.02225,0.041652,0.0024925,0.0051107,0.01365,-0.0013193,0.031928,0.010184,0.0072714,0.011349,-0.019896,-0.03758,-0.0087705,0.015693,0.0041698
"M1613.665T937.741",0.014258,0.02769,-0.023944,-0.017633,-0.0022091,0.034518,-0.0082935,0.054869,0.025205,-0.024016,0.032842,-0.030745,0.00013793,0.0044033,-0.028508,-0.018641,-0.0015075,0.0034681
"M671.034T89.795",0.010299,-0.04411,0.0024357,0.019992,0.016851,0.010131,0.024427,-0.0018438,0.0029764,-0.0036954,-0.014432,0.021477,0.0037711,-0.0029869,0.023626,0.0012654,-0.003871,0.00084579
"M755.669T805.268",0.026133,-0.0024386,0.017681,-0.00076425,-0.0097027,0.0096133,-0.002783,-0.033301,-0.0046243,0.013065,-0.024482,-0.0092072,-0.024743,0.012893,-0.003284,0.0023802,-0.033306,0.0007838
"M420.999T106.905",0.028744,0.0076375,0.011839,0.008357,0.012886,0.02548,-0.0099605,-0.0040249,-0.012888,0.022984,-0.023029,-0.0012511,-0.0067636,-0.0020334,-0.0083084,0.014535,-0.00097324,0.0025059
"M708.241T861.396",0.02459,0.023236,-0.042231,-0.0099762,0.0076637,-0.028162,0.024152,0.016615,-0.0034881,-0.015046,0.014841,0.0040061,0.015359,-0.018063,-0.0021039,0.014031,-0.024145,0.0034575
"M353.164T1468.881",0.0097429,-0.030379,-0.029013,0.030372,-0.0020218,-0.0010555,0.0091694,0.0078587,0.0011257,-0.0040506,-0.0061308,0.00098543,0.013402,-0.0087882,0.0074556,0.0013502,-0.0091458,0.0019525
"M1136.99T908.053",0.02541,-0.006287,0.01937,0.010675,-0.012461,0.0002231,-0.0011311,0.0079704,-0.011599,-0.0087431,0.010623,-0.0087932,0.01334,-0.0005669,-0.0042955,-0.013941,-0.0043402,0.0010281
"M851.276T990.376",0.02682,-0.0028467,-0.010327,-0.022401,0.010062,0.013834,-0.019616,-0.018718,-0.00061903,-0.00038347,-0.0043707,0.0078474,-0.0092382,-0.012835,0.00090822,-0.018047,0.018009,0.00031988
"M491.181T794.382",0.022498,-0.0023578,0.0068,0.014298,0.0025822,-0.00061632,0.0037308,-0.010929,0.0054927,0.0039732,-0.0061986,0.01974,0.0056088,0.024095,0.012459,0.0089976,-0.002118,0.00084913
"M551.183T891.516",0.026697,0.011576,0.020563,-0.0078205,0.0011111,0.015894,-0.015968,-0.0079861,0.0049076,-0.0063648,-0.0053927,-0.00017173,-0.0039706,0.003732,-0.0028049,-0.0027166,-0.0011995,-0.00011321
"M559.826T1188.911",0.024379,-0.016983,-0.00044569,0.0051253,0.011533,0.025126,0.0017146,0.02275,0.020158,0.010128,0.012463,-0.0068708,-0.012846,-0.011274,0.0031646,0.0105,-0.026576,0.0053542
"M614.901T67.494",0.00068699,0.055083,-0.016819,0.053379,0.014624,0.017356,-0.0074657,-0.021126,0.0072093,-0.024351,0.00092857,0.028819,-0.0024924,0.0096694,0.015025,-0.0035887,-0.013062,-0.0077743
"M434.83T95.362",0.019279,-0.015238,-0.004226,0.0053287,0.02554,0.022504,0.013182,-0.0014241,0.00077606,0.034669,-0.0021725,0.0016775,-0.013067,-0.018899,-0.0075554,-0.025489,-0.030491,0.005487
"M537.08T758.19",0.023164,0.012937,-0.014371,0.011061,0.0019245,0.0030536,0.0059111,-0.010618,0.0054615,0.0059498,-0.0048378,0.007586,0.0059696,-0.0096662,0.030045,-0.025086,-0.036668,6.1077e-05
"M191.056T750.478",0.01928,-0.0086351,0.01037,0.018998,-0.0027322,-0.010343,0.035701,-0.013928,-0.011967,-0.033426,0.023039,-0.011075,-0.013768,0.056597,-0.036051,0.026235,0.026732,-0.004215
"M569.775T895.343",0.029486,-0.0015517,0.011153,0.01573,-0.0022363,-0.017347,-0.0055171,-0.018293,-0.020604,-0.0055029,-0.0035791,0.0028549,-0.0091353,0.00077726,0.0021297,-0.0041206,0.0036723,0.0040908
"M1203.469T868.759",0.027392,0.0032722,0.022511,0.0020103,4.606e-05,0.016306,-0.0029177,-0.0097724,0.011917,0.0023154,0.016097,-0.036054,-0.022364,9.7472e-05,-0.010074,-0.0097079,0.021165,-0.003896
"M591.465T1235.608",0.023788,-0.0068419,-0.02665,-0.019599,-0.026426,-0.060935,0.02255,0.017751,-0.0026885,0.0048656,0.001621,0.038333,0.030359,0.00076507,-0.014188,0.02017,0.0017916,0.0036144
"M321.17T1088.358",0.02502,0.015105,0.0083327,0.0025254,0.01658,0.00389,-0.015656,0.0074846,0.015272,0.008264,0.0086728,-0.029677,0.040741,-0.0027685,0.014673,0.0076042,-0.010482,0.0016999
"M377.476T89.245",0.022105,0.0039907,0.014727,0.023501,-0.046079,-0.035349,-0.021209,-0.010113,0.010115,-0.0062635,0.019482,0.00358,-0.018298,-0.025103,-0.0077591,-0.030106,0.015655,0.0040475
"M645.252T899.393",0.021661,0.0046516,-0.018753,0.0015355,0.0090936,0.0071155,-0.00039098,-0.0018134,-0.0011244,-0.0016489,-0.011559,-0.0075002,-0.007568,-0.025019,0.0019196,0.011129,0.0079479,0.00018695
"M525.195T888.058",0.028715,0.0059528,0.016967,-0.013335,0.0069667,0.01142,-0.008426,-0.0051549,-0.0044821,0.0072369,0.0038967,-0.00042492,-0.0025671,-0.007773,0.00011523,-0.011482,-0.0080821,-0.003072
"M397.074T474.916",0.025432,0.0025383,0.014609,0.00027213,0.0045278,-0.00333,-0.0065567,-0.0091526,0.0027549,-0.0045649,-0.0010401,9.4354e-05,-0.0062851,0.00081638,0.0019258,-0.0080367,-0.0034933,0.0013019
"M793.303T1121.279",0.028654,-0.0053795,-0.0071827,-0.0046467,-0.027978,-0.0042992,-0.018158,-0.002891,-0.019193,-0.01503,0.0060599,-0.04913,0.039938,0.0076598,0.023865,-0.011583,-0.0045799,-0.0033903
"M1133.773T914.148",0.023273,0.0048864,0.026858,-0.021981,-0.023389,0.0026474,0.0087299,-0.0062013,0.011137,-0.021502,-0.0077542,-0.064494,0.032911,-0.01209,0.015809,-0.021005,0.0025908,0.0045729
"M507.153T88.13",0.014915,-0.018017,0.010616,0.024551,-0.057562,-0.043247,-0.025243,0.032941,0.04703,0.026265,-0.072858,-0.027363,-0.068435,-0.02805,-0.0013383,-0.003653,0.02304,0.0051097
"M848.315T857.496",0.027234,0.0083983,-0.0082787,-0.01114,-0.003335,0.00097536,-0.0098469,-0.0019159,-0.011013,0.010873,-0.0065639,-0.012306,0.002099,0.0050715,0.00037449,0.011196,0.0029094,0.0020082
"M1397.968T984.092",0.01264,-0.019791,-0.025807,0.017244,0.0080326,0.020087,0.008719,-0.0097617,-0.013136,0.01241,0.044455,-0.028407,-0.046698,-0.056668,-0.025359,0.02433,-0.020143,0.00050279
"M459.903T66.337",0.012443,0.030665,0.032073,-0.0084582,0.0092449,0.021586,0.0097349,0.015655,-0.015134,0.011478,-0.020133,-0.013229,0.02891,0.017813,-0.0058822,0.039458,-0.0061472,-0.0022418
"M781.183T974.609",0.022959,-0.00084569,-0.003673,0.0060092,-0.030609,-0.0056925,-0.0085959,-0.032129,0.031926,0.0067451,-0.011608,-0.004212,-0.0079862,0.035332,0.0049501,0.011025,0.0060905,-0.0017588
"M1130.437T924.326",0.022275,0.015968,-0.03915,-0.033263,-0.025325,0.019678,-0.033494,-0.01236,-0.044636,-0.023779,-0.008999,-0.036735,0.05552,0.024407,0.0065504,0.028328,-0.013608,-0.0032572
"M663.326T1029.481",0.024948,-0.018987,0.02769,-0.0094386,-0.011147,-0.018206,-0.0064156,0.0217,-0.0025352,0.041917,0.013143,0.0037583,0.026469,0.027866,-0.00031805,0.003524,-0.026522,-0.0022154
"M693.278T872.306",0.026435,0.0054767,0.00059455,0.0045859,-0.0021928,0.0011996,0.0027993,0.0038042,0.013016,0.00053702,0.0017037,0.0024975,-0.0011733,0.005562,-0.0034734,-0.0051142,-0.010857,0.0068757
"M259.023T89.815",0.019626,-0.022416,0.0055041,-0.010528,-0.012477,0.00090519,0.0040999,0.0018207,0.040601,-0.0098365,-0.0095673,-0.0014233,-0.0075537,0.0046429,0.0092773,-0.015424,-0.0054952,-0.00062298
"M159.978T67.84",0.019053,0.018939,0.047057,0.007304,0.002304,0.01812,-0.0060199,0.013595,0.028758,0.0079364,-0.010029,0.011114,0.033625,-0.012769,-0.0068863,-0.039009,0.022505,0.0090241
"M432.997T107.064",0.026449,0.0028929,0.008971,-0.003487,0.010499,0.027274,-0.0066698,-0.014482,0.0031073,0.017565,-0.0010105,-0.009692,0.0048588,0.00016612,-0.0069822,0.00041471,-0.0010325,-0.0039163
"M545.298T995.647",0.026175,-0.003132,0.021327,-0.00018161,-0.0035341,0.024244,0.0006758,0.011283,-9.7246e-06,-0.0079886,-0.00088724,0.0055895,-0.0015689,-0.0076017,-0.017616,0.020111,-0.0095625,0.00046393
"M425.046T798.077",0.013993,-0.0048377,-0.019869,0.036776,0.010419,-0.017537,0.0090734,-0.029953,-0.033395,-0.038245,-0.00089575,-0.00146,-0.03786,0.031722,0.0027304,-0.029439,0.011309,-0.0012882
"M547.24T854.322",0.026119,0.014485,-0.00015974,0.0057383,0.0059552,0.0063851,-0.012226,-0.010932,-0.0021635,-0.011162,-0.028721,-0.016315,0.0025354,0.013195,0.0083458,0.0049525,-0.0033684,0.0021587
"M723.538T832.745",0.02168,-0.00070123,-0.0074207,0.0069947,-0.019232,-0.019368,0.025106,-0.023293,0.02811,-0.011069,0.017151,0.0091693,-0.0049583,-0.025619,-0.0048703,0.010281,0.018452,0.0021983
"M366.994T111.318",0.021094,-0.00039892,-0.013542,0.018397,-0.0014915,-0.0039648,0.0046299,-0.01495,-0.0081876,-0.010281,0.0038949,0.0065984,-0.0046674,-0.0040777,0.016463,-0.0024626,-0.0063144,-0.00049867
"M1192.04T901.764",0.023897,0.013535,-0.003489,-0.0028401,-0.038014,0.012496,-0.019007,0.0084618,-0.026965,4.0423e-05,-0.026526,0.034952,0.0019192,0.032196,0.010659,-0.0010688,0.017467,0.0013724
"M305.081T1046.132",0.013643,-0.027846,-0.007799,0.04247,-0.0021169,0.029216,-0.0072215,0.040931,0.0052177,-0.00012012,0.0095394,-0.0062139,0.0014493,-0.038287,-0.031382,0.0043912,0.0015047,0.0047219
"M1014.782T1351.411",0.021092,-0.0015872,0.013549,0.0066935,0.0069304,-0.002414,-0.018204,-0.0047407,0.018953,0.01422,0.02015,0.0072792,0.004464,-0.0035453,0.010055,0.0092571,-0.017434,-0.0027128
"M697.305T1245.984",0.028677,0.0078908,-0.01241,-0.016223,-0.01735,-0.020742,0.037195,0.0071454,-0.0076796,0.0036378,0.012313,0.01629,-0.004565,-0.01285,-0.014255,-0.004566,0.0054086,-0.00069239
"M267.088T844.618",0.015844,0.029372,-0.014655,-0.020321,-0.037087,-0.013343,0.053722,0.05077,-0.0035702,0.016625,-0.034937,0.021172,-0.027193,-0.033019,-0.0053847,0.025256,0.031013,0.00059279
"M375.129T729.569",0.021322,0.0056714,-0.023276,-0.0088591,0.03795,0.0057181,0.032882,-0.013313,0.0063693,0.0082795,0.010811,0.010273,0.01774,0.0095153,0.023837,-0.0046787,0.0037993,0.00054972
"M304.912T648.188",0.0020091,-0.032296,-0.027607,0.01248,-0.021677,-0.009641,-0.0053785,-0.024276,0.01584,-0.049439,0.053826,0.017463,-0.0089455,-0.022567,-0.034246,-0.036045,-0.013037,0.0020106
"M215.052T1046.473",0.02135,-0.011688,0.012757,0.023698,0.035179,0.02942,-0.004532,0.04162,-0.0095247,-0.0044993,0.01874,0.0039906,0.025499,-0.011802,-0.02771,0.0077619,0.048102,0.0033971
"M503.126T874.193",0.023135,0.0090956,-0.034348,-0.0215,-0.0045829,-0.0265,-0.025507,0.021403,0.0052244,0.015977,-0.030749,-0.0092262,-0.018318,-0.0018989,-0.0016143,-0.0052936,0.0023183,0.0046629
"M901.161T984.095",0.018989,-0.014658,0.0041434,0.0045847,-0.0026173,0.018462,0.0095097,-0.0074635,0.011567,0.014007,0.012544,-0.026612,4.1705e-05,-0.020868,-0.0057326,0.00037068,0.016839,-0.0025089
"M772.366T884.107",0.023295,0.0039751,-0.03684,-0.0014712,-0.028666,-0.028391,0.017713,0.022862,-0.0071341,-0.021227,0.011127,0.0045866,-0.016004,-0.014861,0.0073907,0.0026363,-0.01339,0.0009224
"M577.592T1675.781",0.023507,-0.023839,0.020146,-0.0064595,-0.018628,-0.018241,0.0050377,-0.00028289,-0.0047463,0.0051082,0.015479,0.0034363,0.026345,-0.024276,-0.00026478,0.011574,-0.010712,0.0018725
"M420.95T86.132",0.017408,-0.02171,-0.0081419,0.025858,0.0086162,0.00034408,0.010616,0.0098811,0.013233,0.013214,0.0023797,-0.0042268,-0.010207,0.006256,-0.0065334,-0.00012841,-0.013391,-0.00080078
"M203.286T106.975",0.026572,0.0035828,0.040538,-0.011832,-0.0012489,-0.00099466,-0.00015895,-0.0037715,-0.00092399,0.0075032,0.0083527,-0.0015195,-0.0024632,0.015907,0.02467,0.0099735,-0.003788,-0.0015643
"M596.277T932.512",0.021075,-0.023458,0.012285,0.016462,0.0084198,-0.016539,0.0026912,-0.023975,0.00022011,0.0030716,-0.0098786,0.0089902,-0.030431,-0.0079828,0.0021831,0.0019023,-0.054515,0.0012431
"M309.207T1042.166",0.028113,-0.010171,0.042098,-0.014699,-0.0096648,0.0052022,-0.015822,0.03751,0.0045875,-0.022038,-0.0036892,0.011459,0.0016297,0.0043963,-0.0071949,-0.025681,-0.014605,0.00041983
"M609.959T835.516",0.024774,0.0063169,0.0095628,-0.014486,-0.023368,-0.0066046,0.011829,-0.031655,0.033857,-0.016434,0.025125,0.015162,-0.0084508,-0.020478,-0.0025045,0.015869,0.02213,-0.0015615
"M223.046T89.705",0.026105,-0.011288,0.026392,-0.026129,0.0077294,0.00036291,0.0081111,-0.0069151,0.031982,-0.013532,-0.0074455,0.002764,-0.0015388,-0.0082595,0.016396,-0.011363,0.014298,-0.0030712
"M425.165T761.881",0.025512,-0.0005302,0.020641,-0.00027114,0.0047347,0.0016727,-0.0016502,-0.015284,-0.0077708,-0.015055,0.0028538,-0.015005,-0.018598,0.0061133,-0.010851,-0.016927,0.018936,0.0019506
"M516.992T825.04",0.013347,-0.014594,-0.067785,-0.030369,-0.014007,0.068298,-0.048216,-0.0046255,-0.0024917,-0.036706,-0.01052,-0.012546,0.013512,-0.030306,-0.0092863,0.046446,0.034052,0.00065747
"M447.151T677.76",0.023865,0.018498,-0.015044,0.00077203,0.0037385,-0.010966,0.0095156,-0.015762,-0.010289,-0.0042781,0.0010401,0.0013427,-0.00017692,-0.0096223,-0.022273,-0.0081702,-0.0035929,-0.00031083
"M1352.749T1118.63",0.0222,-0.028708,-0.0028193,0.012504,-0.045786,-0.0035376,-0.009715,0.008039,-0.033258,-0.024313,0.0011739,-0.040184,0.039204,0.0053126,0.015835,-0.035077,-0.013463,0.0035135
