"","BLANK_2","QC.1_Dup","QC.1","QC.2","QC.3","C12.1","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","X12.1","X12.2","X12.3"
"Label","Other","Other","Other","Other","Other","Second_Time-Point_Control","Second_Time-Point_Control","Second_Time-Point_Control","Second_Time-Point_Drought","Second_Time-Point_Drought","Second_Time-Point_Drought","Second_Time-Point_Drought","Second_Time-Point_Fusarium","Second_Time-Point_Fusarium","Second_Time-Point_Fusarium","Second_Time-Point_Fusarium","Second_Time-Point_Xanthomonas","Second_Time-Point_Xanthomonas","Second_Time-Point_Xanthomonas"
"M1117.28T13.55","19156.409","18471.208","18471.208","20954.676","18864.34","20284.381","20312.756","21494.153","21967.89","20001.88","22627.635","21287.438","19480.33","21690.285","17640.629","18914.122","19741.084","21867.057","19554.431"
"M1118.1T13.54","5188.192","7087.321","7087.321","8473.344","7233.722","6205.0577","6516.424","14219.245","7238.567","8896.398","7561.112","14239.28","8199.576","8241.953","6948.806","5573.33","5681.523","4953.368","7729.275"
"M1118.77T17.56","10492.135","21433.839","21433.839","14748.112","19331.074","15138.3586","19540.446","18286.097","15315.875","15769.757","19488.29","20304.732","20262.008","13451.591","13287.627","16534.963","14828.352","14536.589","18863.546"
"M1120.78T16.56","16794.208","25181.743","25181.743","28437.056","21295.461","46579.6928","26453.122","28775.983","49028.646","21326.603","31648.662","29767.034","28178.277","20217.481","17778.006","40713.53","25889.436","25503.908","26477.581"
"M1121.44T17.55","7175.638","9033.523","9033.523","8581.668","9496.516","17231.2397","10641.83","8312.828","10641.592","8556.512","11081.144","10651.457","11815.424","8008.809","7290.608","9768.741","9687.052","9504.562","8397.427"
"M1121.45T12.55","9140.869","11357.972","11357.972","9099.216","11692.974","7608.0023","8469.332","8371.528","7483.804","8223.96","8190.87","8965.74","8633.539","8306.326","8097.969","6637.802","8786.347","8336.318","7370.074"
"M1121.78T17.56","6083.849","11615.59","11615.59","10154.372","8655.139","21133.4083","9424.188","14212.491","11131.166","7947.779","12489.356","14266.672","11537.231","7557.75","16718.343","10322.134","19392.397","9576.644","11634.8"
"M1121.78T12.55","9445.253","13546.518","13546.518","10762.19","9979.01","8333.9069","12270.702","10005.928","10930.921","7683.181","9649.664","10296.653","9367.882","11077.775","7638.496","7777.998","8880.63","12368.946","9400.507"
"M1123.28T17.56","3007.482","6745.706","6745.706","4986.916","6708.931","5312.8478","5918.634","6354.915","6591.024","4638.437","5084.296","6806.507","6991.816","5201.22","4838.415","7258.216","4591.638","7043.066","4919.431"
"M1124.03T13.55","6184.749","9799.408","9799.408","8100.228","12072.776","9351.702","8780.534","9892.359","10946.1","11243.904","12653.751","12110.871","11693.92","11700.67","8156.369","7073.94","11595.401","11283.256","8803.04"
"M1125.44T17.55","5937.155","11932.178","11932.178","7560.614","7775.057","7889.5364","6913.377","9071.63","8888.057","8846.594","9672.932","8742.12","7076.745","6958.342","6026.694","8351.815","7288.848","7550.584","14450.61"
"M1125.77T17.56","12803.127","18055.56","18055.56","22362.888","23719.014","34923.2077","19500.326","23930.177","19139.833","21598.279","23881.43","24605.596","21982.464","19492.426","16211.668","17146.897","26411.246","23873.493","22188.366"
"M1125.78T12.55","17529.18","28154.211","28154.211","17201.45","17412.08","13878.0263","16647.794","16792.226","19087.007","13746.382","17242.143","17219.227","15603.773","16664.792","13812.295","13879.237","17837.488","16102.162","16511.533"
"M1126.11T17.56","6973.321","8111.076","8111.076","8643.854","7266.289","15197.4507","7989.898","13089.851","8678.06","7344.752","8128.312","8039.628","10293.865","8064.977","5837.704","7629.45","7103.246","10419.686","10888.568"
"M1126.78T12.54","9624.522","10712.04","10712.04","9181.462","10477.66","10295.1555","9112.863","9991.886","10130.3","9155.822","9328.057","11737.27","8757.405","9632.897","8296.606","8742.946","9123.358","9301.132","8434.433"
"M1127.27T17.56","3438.122","6748.928","6748.928","6361.026","6298.634","4627.2393","4053.981","6038.267","5340.052","5079.263","6132.883","4975.388","5822.323","4887.81","5691.685","6563.446","5721.521","5799.315","5368.028"
"M1128.78T17.55","13041.413","20090.763","20090.763","23845.322","24505.817","18484.3541","21891.478","20261.245","24804.19","15609.05","17714.989","15476.29","24524.386","14740.619","15139.988","19316.287","17175.372","18820.55","23636.698"
"M1129.44T17.56","5049.387","6045.236","6045.236","6986.898","6751.288","6548.1586","6477.164","7052.091","7902.446","5553.85","7562.352","8582.008","13142.121","6864.121","4874.739","6072.594","7483.511","7378.068","5807.157"
"M1129.77T17.56","8135.754","9921.703","9921.703","10032.006","10233.7","10872.5929","11612.734","11135.726","13169.39","6799.264","12435.194","12098.186","14098.163","11952.051","8320.571","11488.633","10152.61","10904.179","9895.598"
"M1129.78T12.55","10894.829","11680.938","11680.938","9755.178","11737.285","11074.4473","9849.46","11161.384","8868.526","14898.329","8922.914","13062.575","9263.549","10577.534","8390.909","19570.805","9418.242","10009.198","11432.51"
"M1130.45T13.55","8347.972","9724.323","9724.323","10778.238","6126.324","8711.6949","7118.173","10032.9","5891.622","5259.64","8112.248","9273.119","7061.379","6841.869","7072.694","9032.525","8169.826","7445.847","8280.144"
"M1130.47T13.55","8818.565","12290.851","12290.851","9291.792","10009.805","11316.95","9072.674","10387.174","9852.911","7794.183","10731.291","10337.854","9943.859","9125.93","8800.892","9909.419","11408.6","9901.851","9428.523"
"M1132.11T13.55","12588.282","9189.486","9189.486","15051.018","16256.89","13778.0223","13671.258","14720.566","15889.304","13998.91","8644.417","15922.589","14830.885","13898.808","13313.707","13717.45","14081.573","16219.168","14436.83"
"M1132.77T17.56","8774.96","17967.396","17967.396","15769.166","15753.671","30700.5394","17889.508","15054.034","14907.552","10893.565","14386.913","20806.232","14029.125","12489.331","11924.948","26531.763","18068.042","18793.543","14140.294"
"M1135.44T17.55","5672.441","6990.994","6990.994","8659.902","7896.792","16745.006","8119.966","8110.223","8764.24","8904.729","7893.61","11043.03","8884.049","6645.607","6943.436","7946.016","7800.592","7481.334","9550.566"
"M1136.28T16.56","5480.204","7519.703","7519.703","10056.078","8732.824","6954.3046","7850.011","7925.32","6704.336","10410.234","7279.888","7983.739","8343.573","9811.395","6307.289","8302.95","10122.276","17551.042","7741.154"
"M1136.78T16.56","27017.057","36277.354","36277.354","36820.13","46020.022","74199.6677","42356.69","45926.846","44673.018","40307.833","47427.858","47143.006","47610.88","39092.449","28253.015","37208.978","42384.774","42824.006","34970.25"
"M1137.11T17.55","4284.584","5752.692","5752.692","6651.896","7757.096","14296.0598","7873.55","9071.329","7223.032","5982.71","7893.155","8363.014","7493.171","7157.986","5663.447","6625.034","7407.251","7389.095","7555.59"
"M1137.28T17.56","8945.44","8988.707","8988.707","13871.49","11538.855","22092.2269","9278.532","10413.101","12946.869","12507.115","13769.184","11444.012","14342.144","9380.029","8673.275","10971.451","10210.808","14405.04","12760.28"
"M1137.78T17.56","8037.85","12834.261","12834.261","13999.874","10786.495","25427.0082","10950.754","13574.674","11225.576","10116.392","16009.886","12608.827","14049.365","10797.358","8432.957","12088.944","8868.232","14823.424","10010.632"
"M1138.1T17.55","4471.775","7223.426","7223.426","7331.93","9643.474","7278.2818","8076.156","7785.252","7866.371","8139.91","7508.22","7741.154","5971.505","6663.65","6482.259","7227.9","6634.617","6629.131","7252.757"
"M1139.77T17.56","3731.249","11262.934","11262.934","6144.378","9009.155","7414.8465","8656.228","8677.919","7925.28","10560.584","9238.419","12533.488","10566.603","7166.831","7383.353","9894.277","8575.233","7411.152","8346.624"
"M1141.03T13.55","8748.238","7885.226","7885.226","11390.068","9907.542","12476.7102","11179.438","11567.32","11282.994","9039.391","10415.269","11435.941","10473.912","9301.822","6019.173","9735.856","10496.235","11722.732","9748.18"
"M1141.78T12.55","11456.431","18960.712","18960.712","11809.322","14202.48","11190.8732","11367.53","11007.566","10260.69","12075.314","10613.635","10966.359","12058.464","11468.826","9063.064","8957.138","7524.506","13921.332","9489.438"
"M1142.28T13.6","8860.128","12969.503","12969.503","8403.134","10149.924","10291.273","11183.45","9067.213","8973.939","12526.276","12627.758","12349.589","11374.154","12122.339","10536.59","7679.693","10284.995","10521.657","8509.22"
"M1144.1T16.56","7546.238","8790.338","8790.338","8359.002","12015.949","17603.1629","9793.292","8794.556","8627.52","8645.92","10495.47","10471.331","10219.958","9755.563","8512.733","10272.457","8416.718","10866.901","10651.86"
"M1146.11T12.55","4911.233","8110.258","8110.258","4435.266","6370.305","4478.5886","5272.915","5867.893","6325.047","5439.602","5666.183","7003.17","5183.405","6136.494","5367.212","5296.395","6419.249","6593.233","6399.322"
"M1146.77T17.56","11806.242","16194.1","16194.1","16531.446","22936.804","35082.5805","20419.074","21773.517","18785.923","15775.713","18047.982","23873.406","18472.149","15393.492","14883.106","16406.186","15563.054","19063.018","21485.824"
"M1146.78T12.55","17469.423","19444.158","19444.158","17534.446","17307.768","15251.4601","16001.862","15974.712","20611.65","14281.061","14332.818","17893.43","16208.424","20365.539","15174.664","13786.204","17656.947","19605.392","15336.863"
"M1147.45T13.11","6445.935","9236.574","9236.574","7652.89","5933.748","6979.5208","6764.37","6788.931","7465.085","6001.736","6448.255","8988.415","6196.534","7245.298","6021.764","7144.368","7862.249","10980.66","6821.248"
"M1147.77T17.56","7324.448","13201.611","13201.611","8746.16","9859.857","19980.8318","8480.142","12489.286","13227.564","8620.64","10405.251","7743.421","9375.483","12979.208","8824.301","8917.661","8844.15","11486.549","7809.889"
"M1147.78T12.55","8907.445","10190.48","10190.48","8998.916","11500.398","9298.6695","7613.76","8738.136","8519.482","9222.528","9151.678","9057.86","9208.922","8161.938","7722.766","8706.165","9171.502","8663.914","8294.139"
"M1148.77T17.56","7430.898","13703.47","13703.47","13371.996","11756.381","23780.6953","12728.07","13348.029","15079.102","10453.027","13243.612","12172.522","12366.25","9347.954","9458.478","13985.871","10283.055","10777.853","12308.855"
"M1148.78T12.54","10347.202","16912.586","16912.586","10683.956","12486.278","10046.967","10846.442","10230.6","10583.656","12637.611","14432.777","10772.105","8408.233","10859.188","8780.157","8887.904","11265.782","11319.019","9947.818"
"M1149.1T13.7","7477.647","12489.073","12489.073","9775.238","10659.404","9393.7637","10343.544","9310.024","9701.556","6268.593","8668.697","10621.732","8007.132","10470.204","7307.276","7941.829","9332.167","9680.817","7624.806"
"M1149.77T17.56","8173.988","10286.722","10286.722","9014.964","13480.646","10275.8893","8880.337","11008.881","12080.133","8982.626","9584.668","10445.313","11511.16","9935.742","7959.331","10663.384","12252.648","10202.487","9822.076"
"M1149.78T11.55","8347.228","11550.548","11550.548","8848.466","8948.766","9112.0616","8661.93","8086.659","10062.096","7293.97","10712.266","9538.49","6986.285","8525.806","6731.588","7674.147","8999.127","9737.512","7250.357"
"M1152.1T17.04","4988.706","7591.196","7591.196","5829.436","7302.632","6150.0653","5957.044","6868.209","7782.567","6017.531","7506.383","8113.832","5247.146","6132.114","5552.742","12143.612","5851.967","6436.353","6618.57"
"M1152.51T14.55","7997.927","9556.878","9556.878","10094.192","5981.892","8461.6427","8211.852","9815.459","10153.008","8893.097","9177.168","10207.73","9475.485","9392.629","6029.493","7333.071","9163.836","10030.186","8031.495"
"M1153.77T17.56","6786.131","11996.297","11996.297","13446.218","9588.774","19970.8164","8806.301","8148.337","10706.022","8847.182","10665.902","13432.176","19763.476","10852.302","7220.795","10745.588","10425.182","12074.112","8565.033"
"M1154.77T17.56","7761.791","20859.429","20859.429","16286.714","12585.14","13080.469","14886.526","14342.522","12431.654","13910.382","15211.498","15981.802","12970.02","13032.607","10696.73","13569.841","14585.626","16511.915","13173.585"
"M1155.78T12.55","12040.274","12477.32","12477.32","12954.748","14162.36","21765.1023","12731.281","17584.654","14072.207","11421.619","11074.923","15489.729","12448.831","12200.497","11423.492","8656.403","22445.105","15562.337","18677.221"
"M1155.77T17.56","4625.766","12014.331","12014.331","10176.438","10357.43","7267.1554","8916.355","7546.54","10279.393","8879.259","13454.242","9716.803","13249.237","18315.139","8185.629","18834.97","8848.19","9037.355","8321.243"
"M1158.1T13.08","11272.737","15334.48","15334.48","14374.996","17322.246","12475.6874","12092.168","13211.907","14590.418","11747.27","15385.82","14461.251","8166.048","11332.362","10320.299","9276.753","12404.064","13774.207","13378.051"
"M1159.44T17.56","6177.289","11230.35","11230.35","9434.218","12042.023","7955.7714","9948.859","13181.554","11956.884","11437.71","12044.024","13719.034","14003.908","11386.44","7915.179","6985.696","12970.796","12306.731","9963.017"
"M1159.77T17.56","15308.029","13323.201","13323.201","21093.09","22774.345","33942.3755","21688.872","23797.8","21710.533","23214.241","24455.146","26659.74","23139.541","15191.678","15022.706","21484.013","23588.554","20091.922","16711.052"
"M1160.1T17.56","4937.809","6331.769","6331.769","6324.918","6873.023","6724.164","6016.808","6385.071","7204.995","6533.579","8902.628","7479.093","6932.321","5346.557","4539.588","6642.032","6716.898","7238.707","6219.726"
"M1160.77T17.56","6812.602","14266.646","14266.646","11299.798","14296.392","22956.29","13801.28","11367.953","13355.948","8935.068","12183.566","11678.176","14713.131","11462.921","9454.465","9989.885","13757.148","12169.449","10962.97"
"M1161.43T17.56","4035.725","6894.097","6894.097","6403.152","6016.385","5634.9803","5708.664","11117.41","8301.629","7494.69","6160.926","7449.076","5948.589","6033.352","6705.024","8330.569","5125.457","6388.152","5804.11"
"M1162.76T17.56","9230.953","11967.415","11967.415","17885.496","13528.52","24159.3451","12414.063","12709.91","15809.286","12593.316","10206.528","13452.236","15017.941","10446.534","17703.191","10470.045","15103.174","12561.572","11309.577"
"M1163.44T16.55","5298.06","7888.474","7888.474","6976.868","6212.462","11953.904","5936.9","6796.299","5373.182","4985.909","5671.764","6866.807","6448.904","5747.498","4774.394","10568.355","5538.882","6111.794","6016.664"
"M1163.77T17.56","4514.188","12017.955","12017.955","7662.92","12118.526","8037.7996","7406.152","7394.084","8679.686","7447.476","10248.654","10358.984","8859.03","7521.665","7714.49","9899.702","8647.866","11253.931","10780.244"
"M1166.44T14.63","18469.09","15748.138","15748.138","19749.07","21896.343","22250.3338","18808.256","21300.339","20746.095","20031.97","13654.842","14990.838","21353.94","20693.781","15460.755","19467.228","22653.505","18174.747","20358.821"
"M1166.77T17.55","9953.244","17380.304","17380.304","22641.722","19071.884","30950.9282","17131.24","17086.274","16963.303","17999.607","14148.334","20180.36","18286.635","18408.446","12097.54","14916.84","17424.116","15157.17","13425.599"
"M1167.1T17.55","4006.635","6410.263","6410.263","4956.826","5160.754","5223.104","5264.571","5783.016","4884.61","5519.765","4718.298","6090.264","4898.139","9836.334","3660.355","5668.442","4950.892","5145.073","5779.286"
"M1167.27T17.54","3193.585","8801.074","8801.074","5139.372","7322.863","5308.2633","4500.198","3530.388","4599.758","3660.011","7418.188","4621.235","5680.397","3997.388","3277.061","5409.24","5203.564","5393.939","3371.16"
"M1167.77T17.56","8501.099","9423.515","9423.515","11564.59","13786.953","20405.4871","11658.872","12056.062","10960.811","7443.671","8258.04","11562.584","13269.291","10088.168","8729.465","16831.975","10327.205","8387.676","12521.452"
"M1167.77T12.54","8959.732","11509.825","11509.825","8569.632","11125.276","8841.4803","8453.284","8234.63","9894.368","8023.741","8901.139","11614.965","9275.587","8921.981","6968.347","7247.926","10170.498","9796.578","8548.467"
"M1169.27T13.55","12818.827","9416.605","9416.605","14473.29","14666.41","13169.725","14862.454","14151.047","13431.844","13058.565","16491.837","15011.916","13645.581","14783.546","12007.908","13602.07","13202.643","14564.667","11965.997"
"M1169.5T13.55","9285.388","9975.793","9975.793","13315.828","15613.147","13887.9545","11150.444","11513.164","10330.181","8670.849","9522.932","11195.259","10144.972","9424.713","8551.238","10020.458","8748.279","10693.622","9427.169"
"M1169.77T16.56","11885.656","17916.127","17916.127","18274.66","18031.907","30872.8047","16560.453","19888.191","21459.741","17327.516","19761.106","16287.402","19544.795","12238.743","17470.423","16478.775","27082.557","17956.132","28748.792"
"M1170.09T14.07","9744.855","14911.46","14911.46","9526.494","12430.149","8568.834","9494.596","11362.1","9910.459","6336.432","7254.496","11280.336","6890.61","6028.03","10040.963","9547.281","9588.762","10932.724","4693.237"
"M1170.77T16.68","17119.428","25188.818","25188.818","24007.808","32818.724","51124.8893","21526.514","32915.777","31623.826","28023.893","31482.164","28317.825","30777.856","21997.662","19693.624","28001.184","23891.46","30340.44","29150.017"
"M1171.43T17.56","4553.904","8848.625","8848.625","6539.56","6735.323","7891.8559","4564.13","8480.16","7910.832","10874.345","6465.338","6904.702","8959.829","5583.112","5565.109","6992.619","6747","9527.143","12489.631"
"M1171.77T12.55","10350.937","12333.961","12333.961","10728.088","13410.11","8751.9085","9417.494","8548.066","10979.039","8325.005","9863.208","9704.707","9546.451","10301.689","7197.08","9835.543","10692.062","8601.728","9044.241"
"M1172.77T13.55","31042.806","36544.001","36544.001","36252.432","39490.548","39939.137","34565.386","36921.374","39778.98","35880.452","23347.834","40091.042","39845.578","35030.445","29447.87","34030.865","38605.983","36845.546","33949.407"
"M1173.44T13.55","47146.179","41945.67","41945.67","53849.064","53816.102","53222.1255","49903.262","55240.233","31274.724","47366.263","49333.749","52137.807","53934.445","47261.964","41730.692","47608.092","52249.084","30926.251","48045.373"
"M1174.45T13.55","12154.253","16535.965","16535.965","12956.754","14828.046","12486.3437","14562.252","13633.272","14264.082","11959.825","13449.771","12983.289","14449.577","13782.494","11521.824","14758.805","10138.645","14770.827","13093.735"
"M1175.76T17.47","7411.99","10958.368","10958.368","12848.43","9843.485","10832.2634","10080.15","10290.736","13492.592","12098.163","12794.268","11225.859","12364.885","9341.94","8201.683","8638.637","20617.805","11331.64","13446.446"
"M1176.77T17.56","11414.843","15767.306","15767.306","13516.428","17766.195","14227.281","13823.346","31008.178","13593.36","18091.831","19000.832","16521.566","18447.061","15444","14152.597","26192.872","13449.85","14873.53","13707.725"
"M1177.1T13.54","7629.309","11421.129","11421.129","7793.31","7822.003","7280.009","7884.258","6938.754","5135.36","7945.645","6922.411","8350.486","8972.781","10236.768","5816.806","5962.442","6837.318","7252.757","6966.968"
"M1177.44T13.55","12182.44","14650.363","14650.363","13059.06","8926.7","15095.2931","13418.098","14022.084","8794.304","12833.364","14305.945","14481.928","14407.262","13844.302","13008.705","13654.931","15475.647","13575.442","13106.946"
"M1180.76T17.56","13700.837","18040.972","18040.972","24156.252","22381.234","38618.2828","16585.608","15935.595","19057","22586.579","24589.548","24739.998","22245.163","13670.105","30436.009","17205.194","21526.386","20887.98","27301.536"
"M1181.76T17.56","6880.672","9537.728","9537.728","10986.862","9008.37","8807.3644","10810.334","9729.058","10745.921","11116.933","10533.506","11394.08","11071.971","8361.637","7218.788","8904.913","11532.494","9229.852","10728.088"
"M1182.1T17.55","7550.02","10929.137","10929.137","8691.998","12210.499","11909.0555","10124.945","10786.216","13434.182","10933.452","10619.771","12862.472","10380.429","13121.071","7865.007","10366.821","10104.446","11610.003","10448.693"
"M1182.27T12.55","4501.299","5499.866","5499.866","5015","5256.158","5765.4471","5790.589","3731.378","5510.482","4958.609","5120.297","7403.198","8829.154","5665.227","2937.42","8923.76","4659.974","4374.762","5065.283"
"M1182.76T17.56","8300.285","10914.838","10914.838","11289.768","11492.956","11398.7166","10202.762","12748.32","12768.305","12154.294","13229.57","11810.042","16480.187","10708.254","7802.793","8496.597","11841.418","11903.659","12836.394"
"M1182.77T12.5","8806.606","13845.412","13845.412","7977.862","9408.265","7678.9133","8441.473","8844.454","9775.238","9289.939","9592.785","9386.29","7673.767","8818.623","7933.442","9264.024","8764.472","10072.126","10254.552"
"M1183.43T17.56","3250.896","6656.808","6656.808","7699.028","6192.506","4406.1153","7357.594","6355.746","8049.409","4996.926","7097.228","7739.148","7666.473","6022.143","5874.171","7104.673","7983.88","5995.494","8354.99"
"M1183.76T17.55","8740.924","10453.43","10453.43","11020.964","13161.731","10503.5492","9592.685","13391.836","11804.567","12172.336","13747.118","11512.434","12101.474","10111.748","8541.329","10390.127","11015.552","12344.832","15536.47"
"M1183.77T11.73","9622.655","11035.822","11035.822","11450.248","9684.968","7641.5917","8691.992","9041.042","9677.022","8668.203","8820.629","12176.365","7948.69","9282.951","8736.016","6196.436","9763.276","8513.464","7156.065"
"M1184.09T17.56","4887.754","8495.791","8495.791","6770.25","8118.309","7528.0824","15967.76","6236.35","5263.05","8408.133","7893.155","8924.248","7863.049","7243.01","6038.381","7221.527","13280.522","9051.473","7410.839"
"M1184.1T12.55","8996.984","15505","15505","10750.154","10460.275","15182.74","9888.082","15420.847","12094.174","16186.365","10679.609","10036.026","10033.296","10399.7","8700.556","14567.523","8452.068","7520.494","15911.637"
"M1184.43T13.55","8042.566","13962.374","13962.374","7701.034","10555.12","11633.952","10524.627","9043.048","5458.326","6493.269","10660.352","9605.912","9015.07","10371.195","7207.661","9982.314","9821.508","10848.322","10183.597"
"M1184.76T17.56","5675.357","12176.633","12176.633","10469.314","10371.4","8350.2229","12346.93","9919.187","8697.744","10254.301","9936.112","11111.779","5689.016","7988.305","6776.874","10043","8412.704","9406.264","7697.541"
"M1185.52T13.55","15612.444","18322.526","18322.526","16952.706","16559.472","15685.2692","16796.151","18527.369","18370.029","16729.801","16696.405","18175.586","17343.411","18254.584","15851.311","15048.535","16939.855","16225.923","15976.657"
"M1186.05T14.49","11699.578","16311.359","16311.359","13398.074","11593.629","13540.0889","14388.058","14194.877","15253.892","13603.195","14279.388","14679.45","13966.119","10591.926","12248.708","16607.415","13989.184","14275.525","13017.248"
"M1186.76T17.56","11382.699","16725.087","16725.087","18541.458","17387.537","15254.8699","26431.056","13946.942","14838.882","12444.798","19042.958","15196.639","19719.379","13136.852","13185.276","15560.594","13704.719","13528.464","13362.747"
"M1189.76T17.56","7236.145","10016.618","10016.618","9640.836","10072.052","8743.0218","8270.039","11213.492","12152.348","9998.45","9406.828","13438.194","10815.705","8780.621","7919.193","7837.661","12884.709","10057.992","18512.77"
"M1190.76T17.56","9321.509","17842.411","17842.411","15279.702","16125.56","25818.184","11787.757","14057.987","12658.344","11644.001","14050.096","17165.342","15911.07","12441.218","10865.309","12801.741","14180.414","13597.138","15371.978"
"M1190.77T11.72","11189.394","14720.028","14720.028","10976.832","11520.458","10774.7376","10766.286","11258.331","12308.313","8442.891","12025.858","11659.917","10993.066","12676.071","10750.476","11116.371","9947.776","11589.809","10960.242"
"M1192.02T13.55","11398.185","10594.967","10594.967","13113.222","13750.911","10683.8054","15382.008","13797.677","16300.756","10124.497","13479.339","14815.895","12790.987","14300.403","10988.072","12315.486","7266.289","11933.32","10764.718"
"M1193.42T17.06","4549.298","10168.53","10168.53","8742.148","7787.031","7372.9033","6199.028","6946.44","5918.656","6384.094","10005.928","7136.996","4930.231","5606.905","6237.052","6269.704","7288.87","7260.447","6412.823"
"M1193.76T17.56","11498.039","15678.296","15678.296","18306.756","19533.188","15340.0292","16713.992","18252","15762.278","13496.314","16105.083","18992.808","18614.388","16799.863","13310.928","15945.148","16511.386","18743.851","20570.447"
"M1194.27T17.56","5674.332","6977.714","6977.714","7103.246","7655.318","7240.4332","6911.376","8597.679","8635.546","6414.531","10042.036","8529.972","8638.402","6729.805","5123.593","7230.025","7589.874","8483.374","8763.664"
"M1194.28T12.55","8734.954","9606.734","9606.734","9153.378","8752.924","8797.8253","8297.173","8694.806","9405.527","7230.601","9484.968","10765.205","7117.056","9366.949","6284.153","9216.512","10105.166","11829.422","6479.38"
"M1196.76T17.56","8336.212","14506.964","14506.964","20005.838","17378.131","13977.6293","16748.18","17993.743","17754.951","10357.161","17662.863","19013.311","17762.067","14075.056","12498.919","17282.882","14254.594","17952.393","11467.26"
"M1197.1T13.55","12477.181","11780.17","11780.17","14276.702","14742.764","14228.4928","12634.1","7799.328","13349.661","11471.363","14519.917","9265.105","13665.639","12278.73","11275.474","11901.02","13341.09","13578.158","13017.701"
"M1197.43T17.56","5337.767","4658.659","4658.659","7079.174","7224.258","14727.2813","7564.626","6880.55","6501.446","6049.291","6962.897","5647.954","7021.606","8614.543","4399.106","7062.181","6250.696","8594.859","7799.328"
"M1197.76T17.56","7270.179","9235.165","9235.165","9135.324","8774.879","16614.2643","8318.063","10146.304","9424.188","7437.964","11207.522","9739.13","9656.306","7613.881","7574.008","9161.289","10768.208","10497.909","11478.332"
"M1198.1T13.55","10683.308","15872.039","15872.039","12036","11839.404","12450.648","12565.074","11414.881","12734.859","6860.245","8016.65","15162.611","6775.613","12643.152","9687.803","10615.832","10295.027","8124.3","11204.501"
"M1198.76T17.56","5676.223","10249.05","10249.05","9012.958","8714.622","17926.3385","6784.292","9249.626","10381.606","10722.962","9817.825","10918.658","10706.475","8319.539","7567.987","8729.995","9394.024","8991.236","11199.498"
"M1199.28T13.55","5877.958","8065.62","8065.62","5402.158","7657.009","11630.7578","7072.485","7285.867","8433.111","5920.563","6728.453","6469.328","6541.643","7087.198","8202.929","5578.604","8370.854","6015.706","8219.861"
"M1199.44T12.55","6657.431","10455.553","10455.553","8076.156","7147.654","7364.8816","7860.374","7330.601","6745.438","6975.447","7719.811","8372.27","7270.679","7576.18","6549.496","5367.792","6993.569","7241.544","6029.563"
"M1199.75T17.56","6682.136","9271.232","9271.232","8324.9","8407.679","9583.2603","8019.917","9325.854","11279.738","16000.625","9312.599","9793.292","8371.653","8167.181","5707.599","8060.745","7341.96","8594.21","17118.106"
"M1199.76T12.55","9491.097","14342.522","14342.522","10254.672","8706.888","7752.1131","6617.698","6913.08","8220.588","7215.591","7145.364","9124.755","9370.026","7734.79","6073.477","5581.985","8690.554","7740.58","8417.751"
"M1200.1T13.54","12253.848","15135.904","15135.904","14501.374","9971.826","14354.7047","7787.292","12212.653","14389.038","7093.807","14110.625","7662.346","14224.714","6437.254","12372.617","13599.188","15270.991","9779.631","12903.123"
"M1200.44T13.6","9278.766","10896.816","10896.816","9610.746","8434.296","9858.2191","6058.12","10809.256","10270.821","9672.559","9651.215","9422.67","10412.079","8580.202","8894.848","5552.768","10074.784","5276.909","11195.462"
"M1200.76T17.54","9342.511","14977.839","14977.839","13315.828","12703.47","25726.6695","11635.683","12494.888","16026.591","25442.599","15843.388","12504.754","12300.345","14019.61","11613.88","12560.655","15337.876","14221.824","12631.376"
"M1201.1T13.6","11194.815","12398.878","12398.878","10134.312","11854.441","11067.993","8042.054","9891.687","14223.958","10162.782","10886.955","11804.816","12121.251","10146.33","9896.488","11754.664","11414.619","10878.596","10379.044"
"M1204.77T16.56","19462.147","29135.006","29135.006","31656.686","34459.359","60793.8091","32579.446","35656.742","27467.163","31333.912","34910.418","36757.944","58190.791","23964.281","20001.511","28133.997","26933.899","27362.712","39443.577"
"M1205.09T17.55","4708.126","7916.366","7916.366","8990.892","8100.348","7060.6525","5640.755","8163.063","7473.554","7767.061","7355.851","8325.829","7991.426","5777.569","4653.708","7950.265","7819.388","6685.276","8160.408"
"M1205.27T12.55","9850.477","10860.484","10860.484","10017.964","8930.712","8886.2661","11107.222","9294.342","12381.032","8736.671","12062.079","11220.866","9746.727","9112.493","8194.278","9052.335","10603.797","10033.268","8832.866"
"M1205.43T12.54","4078.377","4653.733","4653.733","7325.912","6448.407","4890.9919","5540.572","5591.049","5633.402","3706.863","6732.799","6118.011","5032.899","5338.349","4779.327","5157.927","5941.817","6156.414","4442.621"
"M1205.77T17.55","8175.879","11686.26","11686.26","12154.354","13034.828","10792.5224","10863.545","12052.127","11990.647","11671.169","11742.496","12160.513","17189.516","10866.702","11619.702","13325.796","9101.222","9169.426","11628.217"
"M1206.09T17.56","3547.807","3454.332","3454.332","5255.72","5595.338","5303.6223","4650.17","6337.907","8418.575","5374.869","5324.602","7429.062","5515.4","4874.403","4119.977","6596.893","3359.442","4774.071","4544.997"
"M1206.09T12.55","6264.386","9332.589","9332.589","8525.5","7768.145","14087.7384","7774.216","7743.16","5853.508","9110.662","8265.352","8232.098","9636.824","8933.796","6547.489","6598.858","9150.069","8597.202","6515.455"
