"","BLANK_2","QC.1_Dup","QC.1","QC.2","QC.3","C12.1","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","X12.1","X12.2","X12.3"
"Label","Other","Other","Other","Other","Other","Second_Time-Point_Control","Second_Time-Point_Control","Second_Time-Point_Control","Second_Time-Point_Drought","Second_Time-Point_Drought","Second_Time-Point_Drought","Second_Time-Point_Drought","Second_Time-Point_Fusarium","Second_Time-Point_Fusarium","Second_Time-Point_Fusarium","Second_Time-Point_Fusarium","Second_Time-Point_Xanthomonas","Second_Time-Point_Xanthomonas","Second_Time-Point_Xanthomonas"
"M958.79T18.56","11505.794","17947.451","17947.451","17799.238","17372.144","27034.7373","15077.037","19114.457","16939.76","19685.692","17490.37","17873.46","18821.706","13387.847","12816.008","15090.119","19580.566","15503.047","18635.74"
"M958.8T11.54","10237.026","10238.624","10238.624","11053.06","10093.158","8880.6679","9892.477","10952.76","10241.222","9021.189","11033.725","12567.34","10372.83","11105.851","8268.516","9270.854","10435.137","11308.989","9402.512"
"M959.48T16.56","3055.555","4939.18","4939.18","3831.46","3937.42","3421.5116","3611.764","4657.912","4541.451","3918.723","4899.891","4591.214","5042.782","3510.244","4401.113","4604.015","4930.748","3619.353","4595.825"
"M959.81T17.56","11154.039","13097.003","13097.003","14377.002","13434.724","12768.9093","11607.418","13690.891","15675.482","12656.192","13865.472","17853.4","12574.464","10134.297","21227.381","11772.186","12701.992","13032.186","11558.572"
"M961.31T814.89","30644.91","79909.602","79909.602","88245.005","76547.105","12450.2374","65727.019","100837.648","88941.345","90479.672","90136.375","83782.178","72629.895","89967.881","36519.019","42802.962","108255.978","92577.196","81734.531"
"M962.48T16.56","6525.199","8744.657","8744.657","9069.126","12473.649","8330.4723","11848.048","10413.421","11914.491","9768.839","11638.293","12226.57","10367.065","10663.431","9454.303","10822.96","9630.859","10914.826","9122.037"
"M962.8T17.56","13170.012","29504.84","29504.84","19574.548","17505.853","30836.7477","19488.29","19832.503","20766.112","19361.071","19753.082","19006.943","21951.421","16069.74","23311.408","16749.565","17593.977","18672.254","19250.768"
"M963.81T17.56","14898.529","21447.103","21447.103","17213.486","19162.139","33547.4114","19853.382","22904.713","21007.72","20555.8","18867.787","26118.12","21372.843","19374.74","15099.85","18122.166","20838.328","21621.504","15762.607"
"M963.81T12.29","14180.951","15036.976","15036.976","17171.36","23079.03","13458.1586","13929.664","14280.714","15368.562","13132.669","13324.651","14230.07","15487.402","14239.76","11607.223","12832.074","15992.654","15442.188","13224.981"
"M964.31T17.56","5226.209","8213.646","8213.646","8780.262","8434.029","14043.033","6989.568","11523.425","8481.434","8513.498","6810.527","7349.145","8251.947","8724.857","7919.39","8772.674","8028.012","7676.868","7182.673"
"M964.8T17.56","8254.897","16214.194","16214.194","10936.712","10834.251","11021.5063","10943.345","14761.707","13123.426","13764.041","12985.512","13897.568","14577.46","12455.19","8214.206","10343.382","10973.408","11319.252","13781.504"
"M964.81T12.54","8125.009","9378.05","9378.05","9829.4","14104.186","22487.549","8824.266","8493.404","8689.992","8437.559","9590.622","12240.525","9913.622","9518.578","8138.098","8781.89","9394.17","11240.791","8708.851"
"M965.81T12.55","15480.654","17973.76","17973.76","15191.438","15802.602","13661.5612","20551.47","18325.882","21696.896","14870.491","21262.072","23817.087","15928.81","17344.62","13292.628","19844.779","16662.525","20979.273","10541.665"
"M966.31T17.55","4804.558","7914.361","7914.361","6974.862","10170.977","7435.3534","6012.937","5275.523","7778.188","6327.025","6772.435","7511.258","6835.312","5160.119","6303.275","6531.03","6299.494","6274.214","5692.881"
"M967.31T17.56","7805.279","9704.037","9704.037","11466.296","14825.888","22342.0328","10773.262","16799.863","10030.876","10844.97","13861.638","13241.27","11714.339","9053.262","7947.289","10308.575","11667.775","14204.469","9938.257"
"M967.47T17.56","6941.178","10828.126","10828.126","6346.984","10762.407","9155.5714","7209.521","7631.308","11391.961","8269.266","8657.008","11033","11326.123","16097.237","7676.359","9943.147","8561.185","8389.425","6770.89"
"M967.82T12.55","10642.249","13227.564","13227.564","8968.826","11184.581","9638.2958","9522.482","10579.644","10381.05","9275.9","10164.381","11124.566","9586.188","10053.021","9402.152","9197.293","10011.955","11361.142","8185.646"
"M968.81T12.55","21291.801","22531.392","22531.392","18651.788","24135.093","21965.5677","22527.195","19608.65","24832.274","20294.086","24221.566","24547.215","19192.444","19118.344","15862.871","16112.031","20527.555","25311.513","20797.679"
"M969.48T16.46","18117.778","22681.204","22681.204","31849.262","32931.041","24185.2422","27177.872","32389.088","50826.616","49220.972","30996.712","27741.421","32336","21694.951","27546.118","29504.996","31496.206","33059.252","27605.14"
"M970.48T13.55","7803.417","10081.039","10081.039","10190.48","11270.911","9071.7241","11442.771","10411.247","8713.023","9375.935","10064.122","9841.017","10198.624","9774.463","9075.794","8252.771","9261.712","9374.475","9101.768"
"M970.8T18.56","8540.461","18125.963","18125.963","13398.074","14507.331","21027.9134","12722.052","14699.88","12930.676","11956.03","13761.16","13698.974","11817.388","10344.608","9839.788","10453.803","11436.206","11311.408","12024.296"
"M970.81T12.01","7964.414","11852.714","11852.714","7404.146","7514.476","7171.3399","7560.614","8617.776","10679.944","7615.817","9301.973","7640.293","10860.484","9639.911","7323.486","9512.669","8271.094","8741.5","8642.067"
"M972.82T12.55","32754.002","40274.462","40274.462","32252.468","31022.79","65970.8994","30721.592","30591.5","32188.276","25431.591","38127.723","31820.186","31446.307","34087.178","27425.952","28061.372","40538.535","32679.746","29789.323"
"M976.47T17.54","8047.304","7689.726","7689.726","10547.548","12782.114","9216.1291","8898.346","10395.047","14674.322","19438.475","12182.438","12102.473","9101.413","8054.917","8603.543","8834.1","8765.883","10298.614","19742.142"
"M977.3T17.56","8705.307","9560.695","9560.695","16403.062","17379.514","23075.6073","12970.796","15415.92","14287.1","11292.009","16013.898","17392.02","14793.344","24294.273","11243.952","12371.621","14266.672","12222.126","14369.359"
"M977.8T12.55","12904.972","13406.098","13406.098","13225.558","13773.196","12318.452","10918.601","14268.678","13927.658","12534.417","10148.336","13926.73","10577.741","10138.308","8910.575","11150.917","11446.323","13502.148","13636.005"
"M977.8T17.56","7562.208","12774.394","12774.394","12980.826","12700.183","23409.0057","12797.974","14240.233","13039","12239.304","16358.93","14852.424","15100.877","14617.299","9773.56","11497.528","12195.574","11698.665","12244.624"
"M978.14T17.55","7033.827","9153.863","9153.863","9648.86","9912.4","9233.1609","10011.946","10280.249","7204.995","9753.63","9665.455","11213.851","9346.98","10987.042","6475.858","9960.14","9175.306","9312.065","9371.583"
"M978.15T11.61","6771.152","6060.126","6060.126","8344.96","7443.704","7081.7682","7143.366","8084.653","8554.351","6742.827","8712.734","7223.458","6842.977","5723.697","6231.985","7098.64","7753.249","6669.455","7032.838"
"M978.79T18.56","11940.76","18876.113","18876.113","19022.898","19694.109","27747.4857","15811.38","17533.954","20934.616","19154.405","18483.284","18752.769","17956.607","14775.148","11570.123","12874.826","17067.048","17670.343","18830.322"
"M978.8T11.54","9820.598","11438.212","11438.212","11743.124","10633.806","9914.4754","10074.854","14264.666","10242.636","7291.998","9681.031","10671.974","11095.392","11119.888","10329.125","11463.728","10423.103","10324.882","9671.155"
"M979.31T813.63","45087.256","89892.99","89892.99","117255.056","115161.535","15271.5895","75054.779","116283.8","133404.368","152974.604","124728.89","129318.394","73722.408","96164.367","37486.866","59265.552","129885.678","125031.452","107308.75"
"M979.8T18.56","9943.699","14477.504","14477.504","15644.794","15763.189","12153.8366","14583.62","15546.568","16005.874","10924.813","12305.811","16788.214","12609.32","10681.409","9342.011","11384.52","12400.235","18400.75","11633.897"
"M979.81T11.54","9172.614","8718.076","8718.076","9799.31","9359.996","8779.8997","8146.366","9660.896","9969.82","7372.56","9554.544","8738.923","8217.593","9028.267","7536.168","7797.47","10672.001","10918.658","8690.702"
"M980.13T17.56","4465.018","6020.31","6020.31","7847.472","6997.937","14956.1209","5838.724","8441.212","6487.777","5927.073","6387.104","6506.434","7649.613","5951.143","5041.311","6307.947","7173.456","5818.712","9353.978"
"M980.8T12.66","12854.438","18797.554","18797.554","11646.836","14669.878","24867.311","12835.472","14727.405","13809.304","22039.959","12363.331","13514.578","12880.526","22027.904","18862.418","14245.888","13618","10433.206","12593.405"
"M980.8T18.55","6903.967","10770.214","10770.214","16409.08","13183.247","10400.3823","10766.791","13506.34","12921.216","8397.892","10006.242","11173.399","13534.239","7645.455","10427.807","12574.391","10062.271","14743.211","12168.396"
"M981.47T17.4","5617.608","8740.245","8740.245","6688.004","7986.565","12715.6211","10846.442","6688.676","6255.018","8759.221","6313.321","7413.19","6532.857","5382.641","6078.517","5156.412","5484.714","8484.171","7351.205"
"M981.81T12.55","9519.172","11668.902","11668.902","8543.554","8750.172","9796.7704","10000.287","9089.186","10320.497","7485.754","10970.252","9715.194","11293.226","11201.648","7096.759","7821.269","8058.501","8152.384","10905.195"
"M984.29T13.55","10961.002","10370.656","10370.656","10894.586","11819.408","10721.6422","9887.813","10260.69","8371.038","10573.784","10103.929","10277.797","11319.991","10671.984","9513.23","10955.676","11715.585","10904.469","9664.603"
"M985.47T17.56","6332.336","9392.76","9392.76","8734.124","7783.04","7543.2219","6471.161","8214.535","9672.129","7951.583","7875.111","11584.65","7419.75","6599.499","6937.823","7718.684","9088.984","8279.396","7397.507"
"M985.47T12.55","6991.504","7500.434","7500.434","6479.38","7814.187","6251.3632","6178.79","7532.971","7036.74","6655.888","7490.105","7368.375","8085.148","8462.747","7217.145","6064.458","7452.347","7838.867","15935.703"
"M985.8T17.56","6066.829","10898.877","10898.877","9141.342","8885.145","16342.3566","10455.272","10748.517","10428.921","10154.601","16081.641","10172.426","10844.403","7363.293","9332.276","10041.712","7288.848","11704.768","13574.602"
"M985.8T12.54","7392.993","8487.995","8487.995","7468.338","7459.725","6693.6238","7083.186","7755.65","7496.422","6480.094","6915.38","9559.84","7374.763","8030.306","5933.027","6105.566","6918.747","6472.882","4712.579"
"M986.8T18.55","12926.053","20185.926","20185.926","16758.124","20454.274","17510.8267","15745.349","16856.818","17648.788","14452.26","18212.474","18679.872","18548.209","13596.343","12671.511","14754.405","16942.676","18941.966","15705.476"
"M989.8T17.56","18463.358","21139.727","21139.727","23540.41","28938.446","44500.1554","29949.58","30206.057","28411.686","25840.153","26708.815","30380.87","28765.867","26954.794","35414.405","24487.978","27761.034","30332.417","27919.508"
"M989.8T12.54","19704.688","24314.726","24314.726","19402.032","19329.816","16494.2685","14168.378","20519.374","19227.51","16602.357","19770.51","20781.757","18677.578","18750.354","15479.642","18448.675","20814.117","18792.208","16894.45"
"M990.14T17.56","5925.811","9483.627","9483.627","10593.686","10199.774","18485.222","7660.914","8724.65","11225.576","9072.034","11037.012","8624.038","8284.284","8263.407","7545.468","9318.51","7776.51","8844.696","12031.695"
"M990.29T17.56","7843.096","9334.373","9334.373","9688.98","9223.754","19594.9763","9184.486","10370.958","12208.516","10230.53","9622.782","10911.639","10252.839","11428.289","7678.366","18019.381","11524.47","11320.251","12266.69"
"M990.79T18.35","9166.434","14944.577","14944.577","15245.6","13596.372","23471.1038","11787.502","16472.931","16489.32","11773.379","15588.626","16240.576","15887.644","12519.782","11427.239","11403.642","12930.04","16109.897","14609.698"
"M995.46T17.54","4828.122","10556.108","10556.108","7965.826","9599.121","10872.3683","6685.998","6883.448","6998.934","8760.762","6196.534","7295.107","7970.345","6212.59","6351.969","11067.765","7282.827","7805.183","8324.097"
"M996.14T12.55","7174.004","9986.451","9986.451","11552.554","12025.048","6569.841","5445.959","6831.06","6416.686","6714.665","7400.91","7643.822","7704.031","7263.346","6270.58","6858.24","7511.166","7073.089","5598.076"
"M996.8T17.56","13137.862","26934.062","26934.062","22910.526","18387.952","34336.7623","15145.397","21453.12","23444.122","16450.006","17484.43","18627.716","16502.077","19392.791","28809.305","15857.161","19893.502","16782.861","21542.434"
"M997.14T13.55","10049.912","10721.241","10721.241","10914.646","10139.823","11062.3432","9678.802","10925","11246.989","10026.201","10595.29","12205.183","10766.47","11633.115","9937.026","10197.868","8542.489","10152.347","10043.037"
"M999.14T16.55","9071.908","11960.074","11960.074","11452.254","11076.929","19606.2538","17109.174","10144.325","11744.619","12123.555","12572.118","12637.084","10857.773","11537.165","10016.223","10990.808","11278.514","12066.933","16087.718"
"M1000.81T17.56","36410.43","50335.406","50335.406","61708.572","65035.747","100198.3967","58952.328","63079.714","64665.416","54813.601","61674.47","67614.236","65393.015","43652.519","39935.129","46842.687","52207.976","63500.914","44176.054"
"M1001.14T16.56","5811.544","5889.1","5889.1","6934.742","6278.735","12970.0136","6399.41","6663.976","7898.557","8163.108","5541.473","7503.535","5976.388","7259.092","6405.887","4744.651","8506.234","7126.955","8173.608"
"M1001.3T17.55","9858.703","10447.518","10447.518","10589.674","14882.047","24842.3335","10911.329","13357.74","10081.558","10082.151","12705.73","14611.704","11942.472","10969.247","9359.591","11292.266","11852.441","13612.783","11149.59"
"M1001.81T17.56","10807.892","13895.259","13895.259","12862.472","16352.2","27012.2274","15159.342","18217.903","14047.234","12595.08","16411.086","13536.488","15098.155","14134.269","10885.378","12855.974","13309.371","15062.059","13012.299"
"M1002.13T17.56","5176.095","7256.502","7256.502","6070.156","9846.227","12634.071","6645.102","5426.359","6878.897","6149.25","12666.742","8537.536","8458.04","5058.032","5701.578","6193.706","6656.673","6663.932","4585.763"
"M1002.47T16.93","5193.317","7574.746","7574.746","7097.228","6080.275","5618.6751","5581.396","7021.251","6178.916","4814.128","8714.332","5349.158","5607.778","6056.479","5866.093","7714.097","4354.16","5593.837","5814.181"
"M1003.47T13.55","12666.082","17396.461","17396.461","14962.754","15919.607","14658.6193","14088.138","15769.6","14712.004","12817.778","15019.938","15261.984","14658.207","14167.457","12431.315","14680.874","13523.226","9767.597","11245.346"
"M1003.79T17.56","6521.884","11038.571","11038.571","9646.854","8512.736","9777.4575","8397.116","8625.29","8860.817","9516.414","10559.584","7071.15","8275.862","9891.619","7138.217","9601.837","7684.171","6519.118","8194.71"
"M1004.13T17.56","6496.144","8668.512","8668.512","5969.856","9026.93","6998.9914","9759.19","9075.456","8279.018","10922.635","9158.264","11600.39","9015.275","7024.753","6030.605","8815.167","11842.243","7626.745","7141.47"
