"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19"
"M1130.45T13.55",-0.0085101,-0.0042205,0.025495,0.047613,-0.057999,0.022486,-0.019943,-0.0077907,0.018357,-0.0056247,0.042716,-0.037422,0.043288,-0.0024393,0.0033547,-0.0029045,-0.10638,-0.0031907,0.0053504
"M1130.47T13.55",0.0015934,-0.0080394,0.043248,0.043006,-0.02782,0.016043,-0.007743,0.014315,0.0040794,-0.010875,0.00047974,-0.04635,0.0091841,-0.020454,0.0070424,-0.0043106,0.012848,0.003802,-0.0070125
"M1132.11T13.55",0.0085731,-0.014683,-0.072298,-0.0077756,-0.023055,-0.018673,-0.011975,-0.010035,0.058762,0.049092,-0.00020693,0.033741,-0.023956,0.0059717,0.010342,-0.019879,0.016724,0.00060754,0.00053158
"M1132.77T17.56",0.024799,-0.050891,0.038453,0.028675,-0.074759,-0.019021,0.022162,-0.038748,0.0081385,-0.00023973,0.0053179,-0.038949,-0.041824,0.012361,0.030682,-0.012858,-0.0052586,-0.013001,0.0074457
"M1135.44T17.55",0.015558,-0.068459,-0.0051938,-0.02228,0.00165,0.005304,0.0085819,-0.022111,0.010169,0.0051028,0.027046,0.0034362,-0.0077176,-0.022045,0.013236,0.020969,-0.016485,0.0018431,-0.0075033
"M1136.28T16.56",0.036521,0.0068712,-0.016997,0.0071783,-0.0053879,-0.026352,0.0064096,-0.02364,0.028674,0.047802,-0.073346,-0.0040134,-0.03431,0.013408,-0.07599,-0.089224,-0.04288,-0.00028058,-0.013401
"M1136.78T16.56",0.027931,-0.057727,0.0028715,0.013347,0.027718,-0.034039,0.017221,0.0067549,-0.020347,-0.0019127,0.0046405,-0.01465,0.001208,0.0073269,0.013908,-0.0094242,0.023803,0.010397,-0.0097553
"M1137.11T17.55",0.026406,-0.067149,-0.01001,0.019979,0.0059014,-0.0070155,-0.011303,-0.021952,-0.01473,-0.00035116,0.0094702,-0.012414,0.023021,0.015675,0.01955,-0.023562,0.022215,0.0064296,-0.00085073
"M1137.28T17.56",0.018222,-0.062661,-0.016184,-0.011684,0.014826,-0.01093,-0.0095963,0.031647,0.0016704,-0.025226,-0.0091792,0.013293,-0.039533,-0.0024634,-0.048992,0.0088648,-0.043311,0.0012222,-0.0058226
"M1137.78T17.56",0.016865,-0.059983,0.035338,0.028668,0.0018297,-0.021198,0.0049574,0.022214,-0.042381,-0.018162,0.013263,0.017825,-0.0086922,0.019211,-0.018561,-0.027583,-0.062173,0.0077271,-0.0088777
"M1138.1T17.55",0.031574,-0.011476,0.001328,-0.0057674,-0.0082403,0.039733,0.047546,-0.035398,-0.00053208,0.011578,-0.013655,0.029021,0.01785,0.057799,0.007119,0.019861,0.045158,0.0036965,-0.0072071
"M1139.77T17.56",0.048536,0.00096782,0.042793,-0.023808,-0.022952,0.034158,0.049926,-0.0138,-0.0447,0.054047,0.03182,-0.014347,0.001346,-0.03637,0.0073273,-0.0027552,0.049632,-0.0050726,0.00095297
"M1141.03T13.55",0.029084,-0.028748,-0.03519,0.018345,0.015779,-0.042469,-0.0063331,-0.0048172,0.017344,-0.031773,0.019055,-0.021177,-0.017606,0.030022,0.022693,-0.017116,-0.04518,-0.0056155,0.012408
"M1141.78T12.55",-0.01478,0.02206,0.069974,0.0055214,0.026138,-0.0097023,0.0062012,0.0066901,-0.015347,0.033026,0.012925,0.053683,-0.025136,0.047093,-0.034218,-0.024138,-0.016344,0.0054679,0.017313
"M1142.28T13.6",-0.00577,0.010251,0.029011,0.00045927,0.041025,0.0084233,0.044047,-0.026424,-0.067811,0.033919,-0.015014,-0.0070479,0.018019,-0.05544,-0.029758,-0.031994,0.023446,0.0070738,-0.0084381
"M1144.1T16.56",0.0033564,-0.058105,0.0029094,0.0011577,-0.016724,-0.016143,-0.0093585,-0.026468,-0.02572,-0.0041907,0.01178,-0.0038386,-0.016339,0.022087,-0.048033,-0.01204,0.042255,-0.0057514,0.0078965
"M1146.11T12.55",0.010998,0.033413,0.040152,0.017286,-0.0071825,0.036682,0.0030947,-0.023984,0.025857,0.0018779,0.012504,-0.0056312,-0.004882,-0.036555,-0.01317,-0.043857,0.068079,-0.0070823,0.0055683
"M1146.77T17.56",0.018809,-0.063959,0.0010951,0.0077159,0.0093153,0.011789,-0.0085522,-0.031173,-0.0001044,0.011522,0.046322,0.0060128,-0.009476,0.036018,0.013326,-0.011367,0.033731,-0.00028558,-0.0060209
"M1146.78T12.55",-0.0096992,0.024578,0.0072144,0.043729,0.0067971,-0.016311,-0.021748,-0.013486,0.03692,-0.00098806,-0.028644,0.042603,-0.019042,-0.03531,0.016084,-0.028206,0.013847,-0.010437,0.0061945
"M1147.45T13.11",0.0070656,0.011384,0.032557,0.042158,-0.023684,0.0009742,0.0036037,-0.033523,0.042382,-0.0058062,-0.0082872,-0.0026502,-0.050387,-0.040022,-0.0058888,-0.076067,-0.048417,-0.0062967,-0.013253
"M1147.77T17.56",-0.0015093,-0.041107,0.054734,0.030168,0.0052222,-0.021969,-0.0062204,0.030901,-0.0026553,-0.032048,-0.048117,0.054301,0.033609,0.0019712,0.02367,-0.060912,0.036318,-0.0091593,0.024868
"M1147.78T12.55",-0.0045221,0.0031779,0.024097,0.0087269,-0.0058703,-0.0028365,0.0231,0.032052,0.026481,0.019882,0.0027404,-0.016235,0.0081697,0.02045,-0.057094,0.044213,0.026132,0.0093673,-0.0080211
"M1148.77T17.56",0.020294,-0.057527,0.03935,0.00033842,-0.024185,0.012145,0.0041877,0.0096179,-0.013363,-0.030897,0.0061137,0.017569,-0.0082683,0.024855,0.049402,0.02146,-0.017234,0.0039414,-0.0032545
"M1148.78T12.54",-0.0024184,0.026271,0.0616,0.012151,0.034986,0.02557,0.042994,-0.018322,1.813e-06,-0.029939,-0.026321,-0.014346,0.017379,0.016895,-0.035921,0.0014471,0.00077574,0.0031202,-0.021129
"M1149.1T13.7",0.0038176,0.010166,0.04691,0.071288,-0.0039084,-0.011258,-0.0071097,-0.045415,0.00045371,0.0079411,-0.0051403,0.014181,-0.0057519,0.017511,0.038394,-0.0020649,0.01514,-0.0031431,-0.014407
"M1149.77T17.56",0.028885,-0.0039326,-0.00056922,0.02223,-0.018409,-0.01855,-0.010645,0.034784,0.033475,0.010462,-0.0036391,-0.019361,-0.0037026,0.0041211,0.0051212,0.019354,0.085405,0.0011108,-0.0018485
"M1149.78T11.55",-0.0012867,0.0098862,0.046542,0.055289,0.01622,0.0040666,0.030987,-0.014999,0.0064303,-0.056338,-0.013367,-0.0077613,-0.021049,-0.00081897,0.0035094,-0.0055332,-0.007507,0.00070338,0.011963
"M1152.1T17.04",0.025981,0.0028652,0.020045,0.0075265,-0.090498,0.0099413,0.055019,-0.0069124,0.0080145,-0.054812,0.03668,0.0098136,-0.0038757,0.013174,-0.0091784,-0.00064467,0.035997,-0.014875,0.0077768
"M1152.51T14.55",0.021139,0.0082848,0.0074972,0.015654,0.027017,-0.019882,-0.0019226,0.0098064,0.0099385,-0.029085,0.0036291,0.0094581,0.0089394,-0.062489,0.028696,-0.050298,-0.09455,-0.006544,0.0065359
"M1153.77T17.56",0.023559,-0.045521,0.034333,0.020467,-0.0053466,-0.05996,-0.021659,0.021785,-0.039438,0.036507,-0.0019183,0.013294,-0.050149,-0.060875,-0.0093655,0.031916,-0.049718,-0.0035034,0.00019164
"M1154.77T17.56",0.036631,0.0080373,0.062803,0.019213,-0.010123,0.028325,0.021009,-0.035042,-0.014018,0.024049,-0.021837,-0.0056985,-0.0040839,-0.00079452,0.0029083,-0.026395,-0.052687,-0.0067085,0.015105
"M1155.78T12.55",0.0054159,-0.038697,-0.010513,0.020389,0.040274,0.022189,-0.056654,-0.024072,0.085759,0.016205,-0.0084573,-0.060195,0.020737,-0.021458,0.023506,-0.030119,0.017362,-0.0042317,0.021378
"M1155.77T17.56",0.04577,0.017668,0.02319,0.013131,-0.082029,-0.036884,0.012727,-0.0091805,-0.09004,-0.011525,-0.039652,0.04688,0.02114,-0.03342,-0.037144,0.022226,0.031794,-0.011388,0.00072439
"M1158.1T13.08",0.0055227,0.0062271,0.02413,0.046306,0.041884,0.052983,0.025879,-0.03827,0.049861,-0.039091,-0.001589,0.015194,-0.0003544,0.048717,-0.025055,0.020545,0.012664,0.003673,0.0043361
"M1159.44T17.56",0.050881,0.015063,-0.00011926,0.025668,0.058995,0.01585,0.00069452,0.010883,-0.013607,0.050092,0.001134,-0.0041333,0.010066,-0.03575,0.0021844,-0.029323,0.036583,-0.0067397,0.012311
"M1159.77T17.56",0.026244,-0.055962,-0.045273,0.0018067,0.013051,-0.022065,0.051541,0.01674,-0.0011176,0.001894,0.017265,-0.042674,-0.0036655,0.01301,0.012392,0.015884,-0.010057,0.01589,0.00028706
"M1160.1T17.56",0.039578,-0.012948,0.00034729,0.014897,0.010352,0.0068718,0.034815,0.022268,-0.017021,-0.040612,0.01565,-0.033021,-0.031671,-0.00085757,-0.030668,0.007656,-0.0070101,0.0036447,-0.0038675
"M1160.77T17.56",0.018693,-0.050196,0.044301,0.028203,0.012679,-0.0115,-0.028952,-0.0090188,-0.029799,0.020969,-0.035531,-0.014739,-0.022671,0.0060343,0.043272,0.014921,0.041822,-0.00075112,0.0055699
"M1161.43T17.56",0.033177,-0.00049462,0.0020963,-0.0011344,-0.048107,0.042485,0.054578,0.035981,0.013117,0.0096347,0.02717,0.06477,0.049846,0.011167,0.040397,-0.059055,0.0013698,-0.0038506,-0.0080016
"M1162.76T17.56",-0.0065841,-0.056176,-0.0099461,0.012551,-0.0052014,0.030738,0.0033525,0.0156,0.022969,0.062651,-0.057562,0.027759,-0.015849,-0.02781,0.045724,0.033307,-0.017928,-0.0024536,0.001161
"M1163.44T16.55",0.0019664,-0.042828,0.048779,0.0064803,-0.080376,-0.039211,0.0020417,-0.0016264,0.0056615,-0.0083405,0.031741,-0.008962,0.0053282,0.024326,0.0032319,0.0041525,-0.035871,-0.0027089,-0.002555
"M1163.77T17.56",0.040281,0.00044418,0.049367,0.020007,-0.033954,0.050163,-0.00083218,-0.020191,-0.0088036,0.015238,0.0016018,-0.0012179,-0.051081,0.0030228,-0.059277,0.0018152,0.058779,-0.0055912,-0.0061702
"M1166.44T14.63",0.0042663,-0.015747,-0.036697,-0.029654,-0.018943,-0.043174,-0.042685,0.020662,0.051524,0.01829,-0.043467,-0.0039884,0.030697,0.026692,0.020756,0.0020291,0.024128,0.014761,-0.006342
"M1166.77T17.55",0.023591,-0.049845,0.023147,0.011241,0.013525,-0.044524,0.017148,-0.027968,0.0093073,0.048888,-0.026027,0.032092,0.020016,0.0018028,0.028388,0.039461,-0.027312,-0.0022594,0.0058599
"M1167.1T17.55",0.022957,0.012743,0.027614,-0.0021347,-0.019006,-0.053777,-0.017117,-0.066917,-0.0044281,-0.0066388,0.0023293,0.045591,0.075151,-0.021682,-0.016424,-0.041729,0.018563,-0.011503,0.0090583
"M1167.27T17.54",0.019032,0.0054722,0.082889,0.049315,-0.0096382,-0.0094975,0.02394,0.022174,-0.047054,2.0603e-05,-0.027691,-0.031959,-0.051734,0.027909,-0.035691,0.058009,0.017547,-0.0060949,0.00984
"M1167.77T17.56",0.0087723,-0.053107,-0.0053717,-0.00066275,-0.075043,-0.036889,-0.038628,-0.0049232,0.0058215,0.0099221,0.03594,-0.0042808,0.0065586,0.037798,0.037123,0.049033,0.025629,-0.0024665,0.0051316
"M1167.77T12.54",0.0022147,0.016836,0.034892,0.040401,0.032985,-0.010312,0.00020955,-0.016032,0.032632,0.012141,0.022844,-0.016165,-0.036345,-0.026824,-0.010452,0.020659,0.036657,0.0046658,-0.010766
"M1169.27T13.55",0.011027,-0.011473,-0.071106,0.023659,-0.0044927,-0.017167,0.026471,-0.0091316,-0.031976,-0.01754,-0.0018905,-0.0046384,0.012239,0.018347,-0.026138,-0.01101,-0.0088993,0.0041701,0.0019156
"M1169.5T13.55",0.00056583,-0.030411,-0.0055624,0.037031,-0.006793,-0.016315,0.0010406,-0.0090815,0.01747,0.028424,0.017915,0.031059,-0.012166,0.091793,-0.0028767,0.040767,-0.0046126,0.0054367,0.00075824
"M1169.77T16.56",0.022383,-0.050418,0.0065378,-0.01785,-0.0021091,0.065995,-0.043354,0.015646,0.036888,-0.013346,-0.033015,-0.057559,-0.0027567,-0.015781,0.015713,0.017349,0.011538,0.010748,-0.0059599
"M1170.09T14.07",-0.021843,0.016563,0.047552,0.073963,-0.030467,0.01704,0.06692,0.023524,0.044141,0.045813,0.010956,-0.010047,-0.03848,0.044665,0.054328,-0.015877,0.0098819,-0.011644,0.007221
"M1170.77T16.68",0.031293,-0.061332,0.014067,-0.004422,0.0065103,7.3241e-05,0.0046976,0.038383,0.0090524,-0.01659,0.021022,0.010223,-0.0053263,0.021929,-0.02301,-0.012577,0.031275,0.0028114,-0.0015854
"M1171.43T17.56",0.038751,-0.011844,0.033345,-0.063028,0.0023819,0.046741,-0.032237,0.040529,0.053478,0.011185,0.01238,0.01927,-0.0093343,-0.025348,-0.056949,-0.046568,-0.0075754,-0.0022469,0.00096678
"M1171.77T12.55",-0.0014722,0.02853,0.029431,0.030256,-0.0097151,-0.028477,-0.005668,-0.0011551,0.021244,-0.020726,-0.009696,-0.0050299,-0.0055679,0.024984,-0.0055281,0.081987,0.033081,0.010013,-0.00028341
"M1172.77T13.55",0.0083456,-0.010018,-0.00023289,-0.0095886,-0.014741,-0.036044,-0.013159,-0.0031133,0.065967,0.063573,0.00040211,0.020265,-0.018833,-0.013061,0.042851,-0.0053736,0.018549,-0.01172,0.0087446
"M1173.44T13.55",-0.0038058,-0.014215,-0.023306,-0.0069476,-0.018016,-0.011415,-0.0017382,-0.012995,-0.024452,0.044175,0.032426,-0.055117,0.093978,0.019389,-0.015628,0.065369,-0.027045,0.0051616,0.0064476
"M1174.45T13.55",0.0029913,0.016894,0.032175,0.0052469,-0.036768,-0.0024347,-0.0079096,0.0067803,-0.039726,-0.010207,0.021024,0.046507,-0.025944,0.044761,-0.0035857,-0.029298,0.0097984,-0.011598,0.0033013
"M1175.76T17.47",0.041865,-0.0046491,-0.0061239,-0.0016211,0.031803,0.031722,-0.020036,0.0046748,0.035549,-0.0087599,-0.063642,-0.06835,-0.0045255,-0.060584,0.013386,0.033391,-0.022353,0.011405,-0.0076133
"M1176.77T17.56",0.03234,-0.0019443,-0.0031254,-0.0037271,-0.062005,0.0025993,0.046131,0.060602,-0.026646,0.017324,0.050822,-0.002931,0.082308,0.045434,-0.014204,-0.051944,0.014788,0.014979,-0.027284
"M1177.1T13.54",-0.011699,0.025138,0.055545,-0.00049718,0.019053,-0.039741,-0.018822,-0.037434,-0.034585,0.055092,0.011079,0.0046455,0.03746,-0.014255,-0.037902,-0.0052765,-0.02965,-0.0013748,0.0043309
"M1177.44T13.55",-0.0047698,-0.0094349,0.013837,-7.2671e-06,-0.034155,0.0044473,-0.0026418,-0.019951,-0.035619,0.021497,-0.0028949,-0.065904,0.051085,-0.057699,-0.019294,-0.057644,-0.076224,-0.0038235,0.0032438
"M1180.76T17.56",-0.00027898,-0.061534,-0.0091449,-0.0105,-0.0040786,0.080421,0.0078856,-0.0074704,-0.0021095,0.030835,-0.019709,-0.0060276,-0.027338,-0.039655,-0.054341,0.042736,-0.0090787,0.009234,-0.016627
"M1181.76T17.56",0.044181,0.001415,-0.011609,-0.020177,0.016473,0.02229,0.0085604,-0.013464,-0.0052776,0.005982,-0.0053474,-0.031104,-0.0073648,-0.024319,0.028549,0.027761,-0.041638,0.0046428,-0.0033897
"M1182.1T17.55",0.033494,-0.012131,0.0095556,0.0072802,0.008262,-0.028924,0.016431,-0.026486,0.0061819,-0.02147,0.0077155,0.043089,-0.00027119,-0.019611,-0.0019228,-0.032848,0.077163,-0.0087846,0.0037368
"M1182.27T12.55",0.026371,-0.0033315,0.0097605,-0.027514,-0.054306,-0.086027,0.00078312,-0.0069938,-0.052417,-0.0095774,0.059006,-0.0087796,-0.046776,-0.034551,0.0046753,0.059874,-0.0040822,-0.00073108,-0.012026
"M1182.76T17.56",0.04192,-0.0087572,-0.0067941,-0.0088131,0.053638,0.0045555,-0.037538,0.042018,-0.020122,0.0087439,0.011365,-0.0058436,0.0013824,-0.02401,-0.012086,0.00056247,-0.0073009,0.011152,-0.0061095
"M1182.77T12.5",-0.00018688,0.032587,0.057789,-0.0033483,-0.01602,0.035781,0.009385,-0.010987,0.022375,-0.033106,0.0069989,0.0017081,-0.0074184,-0.0048755,-0.023504,-0.029225,0.019018,-0.0097534,-0.014213
"M1183.43T17.56",0.053764,0.013961,-0.0091487,0.018006,-0.041012,0.056193,-0.027562,-0.025066,-0.027292,0.0093363,-0.013236,-0.0052783,-0.01631,-0.029349,0.041503,0.035135,-0.0002276,-0.0057344,0.0014389
"M1183.76T17.55",0.039494,-0.0052823,-0.016338,-0.013541,0.015212,0.040674,-0.024763,0.019684,0.014093,-0.022915,0.025863,-0.0070778,0.015701,0.022698,-0.059158,-0.007747,0.012468,0.0063732,-0.0051363
"M1183.77T11.73",-0.013609,0.026652,0.0095823,0.053003,0.038406,0.018937,0.035555,-0.022787,0.030181,0.031116,0.00030735,0.022133,0.014121,-0.032504,0.016172,0.032673,-0.034306,-0.0010582,-0.0059503
"M1184.09T17.56",0.022369,0.0035604,0.0072513,-0.0099688,0.0064776,-0.0049854,0.01777,-0.091372,-0.044378,0.052898,-0.050645,-0.11457,-0.025776,0.015726,0.02957,-0.022968,0.0033328,0.00033203,0.0035388
"M1184.1T12.55",0.011361,-0.014808,0.05138,-0.071694,-0.031233,0.023531,0.0062806,0.012475,0.022985,-0.036788,0.03532,0.03526,0.080201,0.024409,0.013066,0.0093798,-0.0087728,0.0077848,-0.0086219
"M1184.43T13.55",-0.0032466,-0.0036718,0.064067,0.031063,-0.030046,-0.011702,-0.032653,-0.051126,-0.037744,0.010583,0.015129,-0.068361,0.014744,0.028933,-0.049793,-0.036664,0.010502,0.0062227,0.001565
"M1184.76T17.56",0.026679,0.0094637,0.042039,0.012798,-0.012246,0.025485,0.07817,-0.067709,0.0041552,-0.0041491,-0.006667,0.0030024,0.0064287,0.06713,0.024366,-0.0083241,-0.0259,2.821e-05,0.0034065
"M1185.52T13.55",0.0035646,0.017301,-0.00065149,0.016962,0.00014179,0.015422,0.0082759,0.0029147,-0.0041402,0.0097661,-0.0025121,0.027556,0.04398,-0.03368,0.026964,-0.022416,0.0018221,-0.0025856,0.00052762
"M1186.05T14.49",0.013351,0.0025841,0.026195,-0.009225,-0.049428,0.030019,0.03612,0.022271,-0.004383,-0.020267,0.0090787,-0.02817,-0.029597,-0.01424,0.039384,-0.024503,-0.036884,0.00051871,-0.01375
"M1186.76T17.56",0.012475,-0.0011142,0.0049748,0.013796,-0.011908,0.0087087,0.0014058,-0.020107,-0.10579,0.017686,-0.0081616,-0.020049,-0.034282,0.060859,0.054038,0.05067,-0.030006,0.012112,-0.011638
"M1189.76T17.56",0.039326,0.0012968,-0.010322,-0.015629,0.018643,0.060881,-0.056555,-0.020745,0.06116,-0.00070292,0.036081,-0.017513,0.0018495,-0.053391,-0.0054681,0.0085358,0.020001,-0.0044585,0.0059672
"M1190.76T17.56",0.015726,-0.049206,0.055957,0.021025,-0.0016254,0.0016726,-0.02292,-0.011377,0.0089477,0.027073,0.021103,-0.0063784,7.2052e-05,-0.010221,-0.015593,0.032777,-0.0051968,0.0013516,-0.010624
"M1190.77T11.72",-0.011468,0.017989,0.037727,0.046158,-0.031652,0.01304,-0.019985,-0.0020304,-0.020508,-0.029282,0.011833,0.031981,0.0022541,-0.011176,-0.0010237,-0.01547,0.015866,-0.0054922,-0.0074383
"M1192.02T13.55",0.0052952,0.0054573,-0.037854,0.026949,-0.010063,-0.0072724,0.014651,-0.0097454,-0.058528,-0.028746,0.052116,0.093399,-0.010089,0.041212,0.031789,-0.0079194,0.0071946,-0.0070885,-0.0028575
"M1193.42T17.06",0.015529,-0.0029603,0.060376,0.044642,-0.0022987,0.063411,0.040568,-0.019996,-0.00082519,-0.010186,-0.031368,-0.017533,0.017165,0.0285,-0.039552,0.021538,-0.037924,-0.00028605,0.0043789
"M1193.76T17.56",0.039166,-0.0050266,-0.01531,0.024547,-0.019377,0.01767,-0.048973,-0.02839,-0.00071256,0.030205,0.020653,0.0039277,-0.0062262,0.022836,-0.022752,-0.0044318,0.002539,-0.0052544,0.0040987
"M1194.27T17.56",0.044666,-0.008747,-0.012273,0.022622,0.0099072,0.016784,-0.021436,0.02226,-0.015937,-0.045998,0.038371,-0.023277,-0.013073,-0.001567,-0.018893,-0.014038,0.0019399,0.0050712,-0.0028576
"M1194.28T12.55",0.0081296,0.0076916,0.010403,0.067729,-0.010597,-0.041738,0.042445,-0.016311,0.03355,-0.036124,-0.0082938,-0.021621,-0.025709,-0.0075678,-0.0099239,-0.043101,-0.022564,0.011658,-0.02582
"M1196.76T17.56",0.045394,-0.0092936,-0.0085279,0.070806,-0.03359,0.0048689,0.017446,0.0079398,-0.039776,0.023091,0.0029673,0.024354,-0.030379,0.028437,0.032182,0.0045432,-0.021768,-0.0036193,0.0011186
"M1197.1T13.55",-0.0099999,-0.0095568,-0.012746,-0.0033519,-0.0068008,-0.0085581,-0.029059,0.002635,-0.027032,-0.036855,-0.084383,-0.012541,-0.057993,0.01026,-0.055427,0.059101,0.0036473,0.010153,-0.0064266
"M1197.43T17.56",0.013085,-0.062187,-0.026791,-0.0036328,-0.0010746,-0.059118,-0.0418,-0.025503,-0.0092967,-0.037257,-0.027105,0.0038493,0.0058176,0.04258,-0.025676,-0.034434,-0.0057984,0.0035397,0.0034247
"M1197.76T17.56",0.014631,-0.056052,0.014233,0.01783,-0.0077646,0.019853,-0.03189,0.006924,0.011856,-0.035438,0.0054316,-0.048295,-0.0052309,-0.010451,-0.011953,-0.014263,-0.012714,-0.0020182,0.0090307
"M1198.1T13.55",-0.017008,0.005379,0.043371,0.046706,-0.033681,0.0075328,-0.0063391,-0.081212,0.047607,-0.01875,0.034378,0.034535,0.026796,0.0048392,0.073395,0.030403,0.01693,-0.0048084,-0.0037985
"M1198.76T17.56",0.025942,-0.057383,0.035877,-0.021546,0.0067329,0.012733,-0.0032367,0.01025,0.017087,-0.0026454,0.0046418,0.013645,0.0083252,-0.053273,-0.019463,0.0095778,0.0016176,0.00060934,-0.0056256
"M1199.28T13.55",-0.015978,-0.03863,0.024322,0.0043665,0.0034477,0.041087,-0.031858,-0.010684,0.011423,-0.010553,-0.031648,-0.011235,0.028799,-0.026866,0.040215,-0.0043581,0.088517,-0.0047368,0.0094298
"M1199.44T12.55",-0.0094684,0.015193,0.053775,0.033838,0.032588,0.012766,0.016739,-0.02188,-0.025116,0.031109,-0.0039668,0.0099808,0.014984,-0.014418,0.013184,-0.0042275,-0.039924,-0.0046719,0.012338
"M1199.75T17.56",0.034766,-0.0075715,0.0073425,-0.088349,0.033839,0.03438,-0.0090041,-0.021163,0.039241,-0.049669,0.031126,0.033527,0.01359,-0.0069255,-0.031656,-0.0057693,-0.0069862,-0.0018962,0.0053689
"M1199.76T12.55",-0.014351,0.028032,0.067635,0.01971,0.032593,-4.6346e-05,-0.038069,0.005636,0.036809,0.023105,0.010835,0.0047208,-0.01676,-0.035062,-0.0090968,0.054076,-0.04085,0.010885,-0.016432
"M1200.1T13.54",-0.0095525,-0.013353,0.031025,0.024892,-0.052454,0.05785,-0.045992,0.10127,0.020178,-0.041173,-0.025256,-0.051151,-0.011582,-0.01535,0.019366,0.057866,-0.038404,-0.0018303,0.01268
"M1200.44T13.6",-0.008433,-0.0019135,0.018229,-0.0096102,0.04413,0.051392,-0.032624,0.042685,0.027426,0.001058,0.020839,0.010055,0.088922,-0.070861,0.0095113,0.070507,-0.0013798,0.01294,-0.010564
"M1200.76T17.54",0.014241,-0.043985,0.028433,-0.04833,0.031647,-0.0051854,0.058149,0.0053012,0.01752,-0.021853,-0.071124,0.013493,0.025916,-0.032144,-0.024378,-0.012997,-0.0025353,0.00042699,0.0041419
"M1201.1T13.6",-0.00042439,0.0046584,0.014961,0.012934,-0.028911,-0.0019885,0.0089795,0.057742,0.036543,-0.027117,0.0093207,0.014497,-0.031031,-0.057657,-0.018097,0.029781,0.042889,-0.0017529,-0.0065366
"M1204.77T16.56",0.031022,-0.057849,0.011662,-0.027663,0.021848,-0.012923,-0.040623,0.022041,-0.046822,0.034378,0.055563,-0.020218,-0.0047101,0.010378,-0.0010934,0.033086,-0.018087,-0.01134,0.029411
"M1205.09T17.55",0.050684,-0.0062413,0.020959,-0.0053827,-0.014882,0.011316,0.00382,0.021626,0.04044,0.012148,0.022681,-0.0071218,0.0112,0.0066376,-0.018098,0.052639,-0.035581,0.0026817,-0.0018631
"M1205.27T12.55",0.0050243,0.018377,0.00042581,0.033115,0.011515,0.014001,0.025113,0.00042777,-0.023079,-0.05808,0.00029667,-0.023223,-0.033064,-0.030113,0.044064,0.0051415,-0.022747,0.0069319,-0.0090553
"M1205.43T12.54",0.023575,-0.0044589,-0.032131,0.085108,-0.016072,0.012325,0.010675,-0.012015,-0.014902,-0.0021814,-0.02409,-0.0033625,-0.011443,0.027951,-0.0078469,0.024376,-0.024253,-0.0011819,0.002572
"M1205.77T17.55",0.02265,-0.0047378,-0.0041621,-0.020117,-0.045043,0.017842,-0.0020487,0.041769,-0.061902,0.045807,0.028777,0.045593,0.012013,-0.0043696,-0.00095595,0.048667,0.013235,-0.00040683,-0.0064171
"M1206.09T17.56",0.035797,-0.023681,-0.051162,0.0013868,-0.024724,-0.0087446,0.049272,0.023386,-0.0046796,-0.028045,0.05972,0.083787,-0.010391,0.0045445,0.02579,0.0052246,0.018518,-0.0045338,-0.0061319
"M1206.09T12.55",0.00069557,-0.040262,0.038391,0.002756,0.024468,-0.041216,0.0075108,-0.0094412,-0.024049,0.050856,-0.038302,-0.028873,0.03101,-0.023213,-0.030121,-0.015732,-0.037607,-0.0010977,0.013775
"M1206.44T13.04",-0.0056486,-0.032031,0.024761,0.043389,0.0050386,-0.02328,0.041022,-0.055129,0.0012821,0.038414,0.041175,-0.025161,-0.0023025,-0.028833,-0.035306,-0.0066539,-0.037946,-0.0020643,-0.0041149
"M1206.76T17.55",0.014656,0.0013391,0.011405,-0.009894,0.0052024,0.026654,0.036595,-0.039029,-0.00046751,-0.030326,0.0027526,-0.0011908,-0.045304,-0.028867,0.015112,-0.040804,0.003789,-0.014725,0.011287
"M1207.09T13.54",-0.016024,-0.0019498,0.072601,0.017248,0.0067171,0.042951,-0.0056166,0.019651,0.03867,0.013885,-0.0021644,-0.022724,-0.019216,0.0062823,-0.0053803,0.020864,0.0034011,0.0089061,0.013475
"M1207.43T13.55",-0.0034845,-0.00010076,0.061367,0.072486,0.010039,0.026329,-0.023466,-0.027508,0.013718,-0.030163,-0.038037,0.012481,0.008591,-0.013434,0.026736,-0.014536,0.02724,0.0039547,0.00037579
"M1208.09T16.56",0.044334,-0.01634,0.040246,-0.01248,-0.0075709,0.041544,-0.028372,0.011995,-0.0088814,0.0039646,0.024651,0.051008,0.023319,0.010691,0.0045192,0.0022475,-0.031449,0.00035474,0.0070756
"M1208.09T12.61",-0.0064005,0.018601,0.019923,0.006231,0.017621,-0.060021,-0.051403,-0.03003,-0.11527,0.040027,0.027996,-0.0022924,0.010377,-0.029081,0.017504,0.0075167,-0.013291,0.0058508,-0.0073289
"M1209.02T13.55",0.01998,-0.011434,-0.031716,-0.011445,-0.018678,0.035547,0.049039,0.029675,0.027164,-0.023007,0.050107,-0.02796,-0.033849,0.015239,0.024093,-0.015768,-0.010934,-0.004493,-0.0062614
