"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19"
"M1209.27T13.55",0.0013832,-0.004381,-0.0060879,0.057733,-0.022747,-0.018546,-0.053566,0.0079971,0.042093,-0.0096752,0.0012781,-0.0082146,0.014248,-0.028091,0.011686,-0.030995,0.02296,-0.01362,0.018513
"M1209.76T16.68",0.026751,0.0077492,0.020683,-0.10451,-0.051215,0.031609,-0.029613,0.032546,-0.01553,0.03609,0.015028,0.011662,0.0027103,-0.018292,0.01908,0.0040783,-0.011964,0.01604,-0.032522
"M1210.26T12.61",-0.0093788,-0.013275,0.064758,0.077956,-0.055612,-0.05629,-0.0767,-0.054261,0.03832,0.0056267,0.017149,0.063884,-0.010267,0.015292,0.044778,0.075912,0.070784,-0.0032661,-0.0080817
"M1212.09T16.56",0.01297,-0.058778,0.0087918,-0.0031841,0.017266,-0.023269,0.008151,0.01684,0.034965,0.037521,0.041726,-0.037363,-0.000281,-0.0070813,-0.013204,0.046332,-0.010727,0.010323,-0.0056437
"M1212.43T14.57",0.0027517,-0.027299,-0.020031,-0.021711,-0.029116,-0.031284,0.02493,-0.04963,-0.005905,0.074636,0.0028894,-0.046408,-0.0017145,0.014362,-0.067231,-0.0029846,-0.03177,0.0089659,-0.025623
"M1215.26T17.55",0.015087,-0.059484,-0.0061135,0.0034585,0.0029344,-0.033675,-0.038713,-0.017977,0.0043513,0.00092344,0.049282,0.02311,0.04764,-0.0067086,-0.035384,0.0030923,0.045854,0.010245,-0.004663
"M1215.76T17.4",0.021681,-0.025564,0.0097087,-0.017273,-0.014812,0.027783,0.0098135,-0.012612,-0.045944,0.026468,0.0068372,-0.014149,-0.022771,0.00088782,0.030782,-0.029728,0.031572,1.871e-05,-0.0061346
"M1216.76T17.55",0.0072859,-0.037281,0.044895,-0.016756,-0.018534,0.0074631,-0.075594,-0.038159,0.030217,0.0058001,0.029749,0.0068679,0.025461,-0.01148,-0.010863,-0.021421,0.0048692,-0.0028293,-0.0011205
"M1217.76T17.56",0.0094396,-0.061785,0.028489,0.010501,0.022528,0.0041061,0.01945,0.011189,0.029955,-0.004148,-0.033349,0.001016,-0.01827,0.025846,-0.024289,0.013789,-0.00097521,0.0019961,0.005618
"M1219.5T14.55",0.0034296,-0.0052011,-0.025009,-0.021999,0.009368,0.038554,0.018855,-0.068977,-0.055996,-0.0029199,-0.012267,-0.010027,0.048586,0.0081572,0.082536,0.0029439,0.017016,0.010077,-0.011749
"M1220.5T13.6",0.016862,-0.029193,-0.041176,0.013168,-0.027014,0.0080326,0.005543,-0.0032379,0.0080338,-0.0076761,0.0066031,0.00048511,-9.3382e-05,-0.0010968,0.0073419,-0.0082318,0.020223,0.0043415,-0.012282
"M1220.75T17.55",0.037059,-0.010701,-0.0040597,0.017593,-0.032038,0.017386,0.023748,0.021084,0.0032102,0.041298,0.0097624,-0.012307,-0.021713,0.058425,-0.022987,-0.034423,0.028233,-0.00067247,-0.0016968
"M1221.76T12.55",-0.0037665,0.0090122,0.030195,0.029186,-0.0036496,-0.009284,0.018075,-0.0082358,0.01569,-0.033832,-0.026611,-0.017125,0.052708,-0.01881,-0.0041142,0.0087391,-0.03171,-0.0066192,0.015689
"M1221.75T17.47",0.013951,-0.050603,0.04043,0.0094527,0.0020197,-0.029511,-0.01699,-0.0087693,-0.012057,-0.033717,-0.0045001,0.02534,0.064606,-0.020234,-0.034894,-0.0035042,0.041157,0.0017926,0.0011185
"M1222.08T17.56",0.029017,-0.0003907,0.020124,0.034669,0.0050853,0.042551,0.0060479,-0.022181,-0.0098618,-0.010727,0.0019186,0.024891,-0.01789,-0.0061122,0.025052,0.050251,0.018351,-0.0018369,-0.0013518
"M1222.76T17.55",0.0052328,-0.048737,0.043586,-0.014853,0.0078872,0.02932,-0.011535,-0.0069567,-0.038112,-0.03612,0.0045612,0.0056053,-0.020211,0.018054,-0.017776,0.010332,-0.0010755,0.0081157,-0.013448
"M1225.1T13.55",0.0045505,-0.015372,-0.043943,0.0041558,0.0040126,-0.010205,-0.016199,0.0045278,0.029561,0.0075856,-0.016323,-0.006931,-0.008284,0.018607,0.017368,0.0091755,-0.013971,0.0033248,0.0035586
"M1225.26T13.55",0.0020958,-0.011642,0.029991,0.020083,-0.019055,0.0014669,-0.0065494,0.0238,0.063409,0.06373,-0.0077114,-0.0072259,-0.0084823,-0.04357,-0.010408,-0.021516,9.0896e-05,-0.0019441,-0.010239
"M1227.42T17.55",0.026976,-0.055705,-0.011819,-0.0042297,-0.0085208,0.0068142,-0.017795,0.0023748,0.0042468,0.024115,0.01618,0.054127,-0.0012382,0.022132,0.020111,-0.030256,0.0072745,-0.0026026,-0.0025255
"M1227.76T17.55",0.018015,-0.058222,0.0094458,0.0077944,0.022817,-0.032433,-0.016948,-0.022387,-0.0017293,0.02613,-0.019018,0.029853,0.021102,0.0063906,-0.039951,0.010946,-0.001025,0.0064977,-0.0094049
"M1228.09T17.56",0.023539,0.014985,0.030465,0.0095094,-0.031126,0.031471,-0.046338,0.022779,-0.055225,0.058894,0.014731,0.045235,-0.079438,0.0057241,0.025458,0.03247,0.015346,-0.0029057,-0.00084313
"M1228.25T16.56",0.0094583,-0.065225,-0.025966,0.01366,0.0055611,0.014346,0.00015157,-0.013228,0.020615,0.011316,-0.03949,-0.031619,0.016657,0.013149,0.059323,0.022149,-0.024832,0.016138,-0.0081586
"M1228.76T12.55",-0.0026341,0.0263,0.0091067,-0.008674,0.027071,0.0065588,0.029504,-0.014611,0.015339,-0.043818,-0.031759,-0.026097,-0.019854,-0.029343,-0.048335,0.03786,0.049606,0.0035433,-0.0035167
"M1229.42T12.55",0.0071662,-0.025568,0.049321,0.038007,-0.054915,-0.044171,-0.056159,0.034618,-0.0070744,0.029475,0.052967,-0.016405,0.024852,0.012085,0.020312,-0.033935,-0.016283,0.012494,-0.031252
"M1230.51T13.55",0.020279,0.024893,0.0077054,0.016842,-0.020805,-0.034168,0.0081667,-0.015041,0.0073626,0.041143,0.020882,-0.00072798,0.011638,0.010756,0.013791,0.031891,-0.043483,0.0012972,-0.0037005
"M1230.75T17.56",0.028971,-0.0042741,0.00065147,0.014231,0.03922,0.014561,0.059798,0.045536,-0.079459,-0.036639,-0.0091301,-0.0053192,-0.017614,0.025332,-0.076468,-0.031077,0.020109,0.0077211,-0.0056128
"M1232.26T16.68",0.032553,-0.0078518,-0.0049056,-0.037183,-0.091116,0.037466,-0.046109,-0.010745,-0.049311,-0.014155,0.022776,0.0060204,-0.013318,0.0078976,0.0094544,0.025964,0.015297,0.0038056,-0.018044
"M1234.42T16.56",0.0079596,-0.03404,-0.024909,-0.037706,-0.0084302,0.0077243,-0.023455,0.025512,-0.0033651,-0.061116,-0.053934,0.032315,0.017202,0.066253,0.061247,-0.031113,0.016107,-0.0088824,0.009406
"M1234.75T17.56",0.023353,-0.048636,0.024367,-0.014678,0.037786,-0.020986,0.0078728,-0.0060887,-0.025179,0.031128,0.027726,0.027832,0.019338,-0.0043468,-0.040827,0.036474,-0.015967,-0.0010304,0.0079475
"M1234.76T12.54",0.0055847,0.019301,0.029118,0.094469,-0.059372,-0.0039179,-0.017117,-0.0013034,0.015514,0.0019387,-0.011637,-0.048547,-0.0075226,-0.013409,0.0085041,-0.0013965,0.023889,-0.0059271,-0.0027008
"M1235.09T12.55",0.00056811,0.0020938,0.0028113,-0.0022715,0.050024,-0.049213,-0.0088314,0.014243,-0.021499,0.0037834,0.015496,0.0050517,-0.043949,0.011381,-0.012154,0.0023441,0.039404,0.0087098,-0.0095509
"M1235.35T12.58",0.0026909,0.011446,0.0042337,0.010443,-0.093718,-0.023113,0.019759,0.0051179,-0.026387,-0.021156,-0.0055192,-0.0065335,0.04974,-0.002827,0.036835,0.020016,0.017922,-0.0013837,-0.0065513
"M1235.75T17.56",0.0092151,-0.045042,0.009809,0.0090389,0.041741,-0.0017726,-0.01632,-0.065658,-0.04121,0.0055011,-0.034975,-0.045923,0.028961,0.043163,0.040767,-0.023147,0.031084,0.0092354,-0.0014945
"M1235.76T12.54",0.0034725,0.014083,0.031358,-0.024484,-0.013149,0.04281,0.06046,0.036979,0.052178,-0.015482,-0.014095,0.0050879,-0.030765,-0.0091604,0.022734,0.0086355,-0.020116,0.0032262,-0.013754
"M1236.51T13.55",0.010593,0.012917,-0.039842,0.019531,-0.022248,-0.020181,-0.0028469,0.03496,-0.027552,-0.0049844,-0.0039295,0.013339,0.0095837,0.019173,0.016968,-0.011465,-0.012672,-0.0010428,-0.0053702
"M1237.76T16.56",0.054497,0.012589,-0.0066928,-0.0048664,0.01751,0.041869,-0.071847,0.046222,0.016401,0.0024581,0.00045766,-0.031645,-0.014605,-0.04761,0.057584,0.066477,0.025009,0.010202,-0.0076607
"M1238.76T16.56",0.02264,-0.055621,0.023341,-0.022637,-0.013955,0.014028,-0.044025,0.028056,-0.036199,0.031577,0.0014609,0.0035219,-0.0087804,-0.024904,-0.0025278,0.0018149,0.0099727,0.0025707,-0.0041897
"M1239.26T16.56",0.025562,-0.0096247,0.020754,-0.0064216,-0.091002,0.0089359,0.015734,0.036901,0.012085,-0.036266,0.022098,0.058136,0.0063934,-0.00010726,0.069225,0.076892,0.0080939,-0.0063595,0.0043524
"M1239.75T17.55",0.028345,0.0022151,0.015905,-0.025694,0.031738,0.057841,-0.00078007,-0.0033506,0.036758,-0.047125,0.0095384,-0.031102,0.060053,-0.0071866,0.0011231,0.028144,-0.038978,-0.00074273,0.016354
"M1239.76T12.55",0.0045211,0.017249,-0.0065632,0.057295,0.030404,-0.04629,0.064824,-0.01383,0.029274,0.0084937,0.010605,0.00083066,-0.035538,0.035958,-0.024744,-0.012256,0.014628,0.00029012,-0.0032244
"M1240.27T13.49",-0.0039522,0.0036427,0.012506,0.0045294,-0.047059,-0.033929,-0.0088817,-0.0087199,-0.039334,-0.017783,0.026943,0.0059569,0.03908,-0.018586,0.023906,0.034276,0.04466,-0.0067355,0.0032952
"M1242.25T13.55",0.00079362,-0.0080452,-0.0051834,0.022106,0.0075722,0.035425,-0.023469,-0.024748,-0.006185,0.024879,0.007156,0.035702,0.035589,0.0086242,0.00098706,0.027083,-0.04269,0.003903,-0.0026514
"M1242.44T13.55",0.025792,-0.0026965,-0.0057535,0.013186,-0.012,0.018198,-0.017193,-0.027592,0.031272,-0.030753,0.0088768,0.001229,0.034443,0.031397,-0.0095477,-0.03113,-0.025036,0.0037562,-0.0060066
"M1243.75T17.56",0.037727,0.00099246,0.018503,0.01878,-0.0065446,-0.010679,-0.024058,-0.014076,0.027268,-0.0037456,-0.056642,-0.088648,0.0082595,-0.058455,0.0039309,0.018482,0.022546,0.0083608,-0.0083171
"M1244.75T17.56",0.031097,-0.009956,-0.01575,-0.063217,0.034495,0.034374,0.055263,-0.020603,0.027858,0.03548,0.024438,-0.0092876,0.035701,0.037989,0.027191,-0.026912,-0.0033539,0.013099,-0.014258
"M1245.27T12.6",0.0034243,-0.0016035,0.040686,0.045011,-0.015519,0.057646,0.072478,-0.05483,-0.010232,-0.042388,-0.047438,0.001034,-0.029006,-0.030244,0.017582,0.02563,0.049248,-0.020456,0.028578
"M1245.42T17.4",0.019038,-0.0049558,0.014178,-0.0019975,-0.0058479,0.0040959,0.017948,0.002556,-0.025026,-0.036158,0.03575,-0.015997,-0.0066836,-0.050307,0.040043,-0.05225,-0.076509,-0.0045441,0.0025555
"M1250.08T17.56",0.019428,-0.063034,-0.0059203,-0.0022994,-0.0071444,-0.021568,-0.0045828,-0.012894,0.016918,0.012676,-0.035858,0.0089386,-0.0066999,0.043021,0.02323,0.0076484,0.01277,0.0024297,-0.0031462
"M1250.75T17.55",0.0022709,-0.062162,0.0074581,-0.0054211,0.013161,-0.012719,-0.037404,-0.027923,-0.019997,0.011541,0.029552,0.00014331,-0.038161,0.0047208,0.011186,0.011516,-0.033329,-0.0073346,0.01886
"M1250.76T12.55",-0.0095665,0.012593,0.041316,0.035898,-0.016219,0.018728,0.024807,0.021403,0.066447,-0.0026787,-0.013819,-0.034091,0.036913,-0.0069138,0.055957,0.0080088,0.0045403,0.0057199,0.0084307
"M1251.42T17.4",0.0023477,-0.052601,-0.0022039,-0.069926,0.02636,-0.030276,0.050522,-0.0091346,-0.015025,-0.033315,-0.040743,0.012182,-0.019768,-0.021384,0.0010633,0.022543,0.010791,0.0066942,-0.0054312
"M1251.75T17.56",0.020228,-0.054486,0.030228,0.023578,0.0091777,-0.0036775,-0.0057428,-0.015373,0.011582,0.036727,0.013632,0.02915,0.01975,-0.0055317,-0.012711,0.00085612,0.01531,0.0076111,-0.01215
"M1252.08T13.55",-0.010339,0.006687,0.058436,0.026471,-0.050736,-0.010069,0.037321,-0.015078,0.081246,0.048844,0.0073122,0.0065775,0.025697,-0.011441,-0.035132,-0.046212,-0.032499,-0.010901,-0.00062496
"M1252.75T17.55",0.04487,0.0091084,0.019375,0.0037263,-0.0074785,0.042105,0.056963,-6.8702e-05,-0.0012389,0.033376,-0.034886,0.0070753,-0.054921,-0.028167,-0.0029204,-0.056727,-0.02013,-0.0023784,-0.0099125
"M1254.04T16.06",0.02712,-0.0069948,-0.0074132,-0.023147,-0.041964,0.060438,-0.040014,-0.034925,0.016253,-0.0083591,0.00079498,0.024526,0.013888,-0.010651,-0.049473,-0.0048437,0.0052182,-0.0053584,0.00042522
"M1255.09T13.55",-0.0063665,0.020043,0.043987,-0.0011101,0.0085876,0.0095211,-0.05712,0.039297,-0.041813,-0.0095401,-0.062874,-0.027167,0.030305,0.025912,0.019636,0.0048328,-0.02751,0.0023576,0.016374
"M1257.75T12.55",0.00026788,0.018053,0.0092449,0.011513,-0.0063324,-0.059122,-0.019892,-0.059232,0.0076092,-0.035979,-0.018374,0.050494,0.055363,-0.034099,-0.022432,-0.0247,0.016832,-0.0076888,0.0047754
"M1258.04T18.06",0.042142,-0.01553,-0.03717,0.0085434,-0.0088091,-0.00026767,0.030935,0.021254,-0.013287,0.028973,-0.028473,0.034869,0.021819,0.022232,0.011206,0.021724,-0.047509,0.0041209,0.012243
"M1258.75T17.56",0.022222,-0.046542,0.04396,0.014254,0.027756,0.01433,-0.024616,0.021388,-0.013637,0.010947,-0.0038694,-0.0024908,0.037187,0.010453,0.012972,-0.027402,0.0038891,0.00076693,0.0081333
"M1259.49T13.55",0.0014208,0.028528,0.024991,-0.033347,-0.046315,0.0073571,0.012613,-0.045507,0.025858,0.041589,-0.0098911,0.051102,-0.0058938,-0.0251,0.051392,-0.02348,-0.001419,-0.0098481,-0.0034419
"M1260.5T13.55",0.020694,-0.012973,-0.016471,0.03981,-0.045075,-0.03506,0.0084243,0.011934,0.015821,-0.024156,-0.027038,0.0014548,-0.011884,0.010699,-0.024838,0.0096192,0.024018,-0.00078292,0.0037481
"M1262.08T17.04",0.045538,0.013712,0.030046,-0.046436,-0.06645,0.0525,0.044055,0.0040966,0.020701,-0.048265,0.014351,-0.021761,-0.018456,-0.028631,-0.028489,-0.013342,0.011033,0.0034042,-0.01865
"M1262.75T17.56",0.0088507,-0.055359,0.043385,0.003628,0.007821,-0.013308,0.0063466,-0.017429,-0.0016699,0.0032131,-0.024017,0.013307,0.023807,0.031133,-0.0062933,-0.017442,0.018232,0.0029578,0.0039985
"M1263.26T13.6",-0.0060719,-0.020689,0.014855,-0.019674,0.038047,-0.0052099,-0.0020845,-0.067594,-0.008858,0.0441,0.055291,0.056447,-0.013428,-0.0050568,0.015558,-0.016234,0.016672,-0.0036334,-0.0049504
"M1265.09T13.55",0.0027026,-0.012594,0.0071531,-0.0033952,0.0091426,0.027302,0.028514,0.049061,-0.03012,-0.020201,-0.044594,-0.057699,-0.0044646,0.05707,-0.00028891,0.02176,-0.06747,0.010282,0.0032482
"M1265.42T17.55",0.034868,0.0028756,-0.0023557,-0.012754,-0.078521,-0.011335,0.027661,0.037365,0.017253,-0.041438,-0.0027529,-0.041591,0.0021801,6.8895e-05,0.01287,0.0034816,-0.015088,-0.0047643,0.00086686
"M1265.75T17.55",0.029202,0.0025266,0.010087,-0.0085545,-0.038943,0.037027,0.021585,0.0083392,0.031596,0.079447,0.017672,0.0085819,-0.012045,0.028156,-0.0054632,-0.016572,0.022262,-0.0023461,-0.0076215
"M1265.76T12.55",0.0054418,0.022616,0.013421,0.023209,-0.01266,0.020292,0.011981,0.027636,0.019694,-0.03993,-0.015518,-0.0011143,0.0048961,-0.0012008,0.0014259,-0.04421,-0.0038865,-0.00069242,0.0017007
"M1266.75T17.56",0.025988,0.0019768,0.00852,-0.0047313,-0.018697,0.048671,0.00019107,-0.015861,0.038704,-0.038056,0.070795,-0.0029093,-0.010642,-0.029847,0.01724,0.025043,0.00025866,-0.0056464,0.0019747
"M1267.74T17.48",0.032654,-0.0026982,0.015093,0.024218,-0.027965,0.051025,0.025077,0.019734,0.021622,0.01082,-0.0099365,0.012493,0.04211,0.025267,0.013737,0.0043286,-0.048003,-0.0051617,0.0049903
"M1269.09T13.54",-0.0028814,-0.0048311,0.0099857,0.023167,-0.038723,0.035142,0.060835,-0.045002,0.035536,-0.024663,-0.0051004,-0.011893,-0.0056319,0.02237,0.0010419,0.010842,0.0053626,-0.001269,-0.0067918
"M1270.45T14.55",0.023438,0.00077354,-0.039112,0.027558,-0.026984,0.011159,0.0081677,-0.04644,0.054624,-0.0072928,0.0074708,0.046348,-0.093373,0.028626,0.002665,0.020568,-0.03222,-0.012731,-0.0041454
"M1271.25T13.55",0.0043786,0.0049278,-0.041313,0.030937,-0.0015029,0.013223,-0.0079216,0.040183,0.024936,-0.00077777,-0.041295,0.0097381,0.0077119,-0.01076,-0.0015173,0.021974,-0.029772,-0.0063985,0.0063898
"M1272.75T12.55",-0.016393,-0.055376,-0.010816,0.020577,0.004816,-0.044418,0.019383,-0.013578,0.025802,-0.0085044,-0.019038,-0.0061151,0.0058898,-0.013601,0.024017,0.023618,0.0085541,-0.0013862,-0.0024171
"M1273.42T17.55",0.018932,-0.003705,0.0078889,0.036471,0.0024807,0.03345,0.032265,0.033803,-0.076233,-0.077357,-0.0072657,-0.081269,0.017788,0.0021958,-0.025473,0.027183,0.05239,0.015376,-0.010321
"M1273.75T17.47",0.025009,0.0055811,0.030056,0.0012629,-0.014972,0.060928,-0.0006294,0.039532,0.02245,0.043198,-0.0079183,0.027718,-0.013999,0.011802,0.026858,-0.016968,-0.010198,-0.0034208,-0.0016332
"M1274.07T17.56",0.027466,-0.0093423,0.00058451,0.034652,-0.0081912,-0.0025344,-0.017446,-0.032264,0.022339,0.021513,-0.015582,0.026023,-0.046821,0.0073591,-0.036314,0.018541,-0.070606,-0.0054429,0.0041189
"M1274.74T17.56",0.0071133,-0.046792,0.049015,-0.017382,-0.052116,-0.023257,0.0061139,0.033712,-0.02414,-0.066491,-0.032813,-0.049955,0.021458,0.015032,-0.020545,-0.010809,-0.018166,0.012888,-0.004651
"M1275.74T17.56",0.032787,0.0059607,0.034417,0.048483,-0.037491,0.0086233,0.051489,0.0021501,-0.038096,0.039565,0.01544,0.032236,0.00034603,-0.016935,0.063417,-0.0276,0.0051277,-0.0091821,-0.00037229
"M1280.25T13.55",-0.0017401,0.00041301,0.0034548,0.028438,-0.044808,0.037305,0.021793,0.027059,0.037255,-0.040044,0.042622,0.025958,0.079925,-0.017079,-0.043146,0.060012,-0.0097442,-0.0080364,0.013178
"M1280.42T13.54",0.004074,0.003376,-0.0013233,0.030652,0.040635,-0.015766,-0.021068,-0.053947,0.020092,-0.05108,-0.0031619,0.027309,0.023367,0.028255,0.013662,0.030672,0.019043,0.002242,0.0061821
"M1281.49T13.55",-0.014174,0.017904,0.016499,0.0324,0.043703,0.0075314,0.031863,-0.0092468,-0.030971,0.010105,-0.073831,-0.0067371,-0.026077,0.016966,0.026845,0.011637,0.050331,0.0066906,-0.010311
"M1282.03T16.56",0.0039839,-0.005081,0.014604,0.005826,-0.00042516,-0.033296,0.051006,0.080591,0.00030212,0.02295,0.012292,0.030037,0.076236,-0.055737,-0.0025212,0.083962,-0.011398,0.0098362,-0.014923
"M1282.25T13.55",0.019293,-0.01868,-0.029074,0.0033065,-0.012842,0.035544,0.0069124,-0.022409,0.010817,-0.020464,0.0026949,-0.0050733,-0.017753,-0.033414,-0.0026686,0.026639,-0.0015578,-0.0029061,-0.0054895
"M1282.74T17.56",0.042771,-0.012752,-0.018618,-0.054088,0.018784,0.032831,-0.0052858,-0.013035,-0.019387,-0.017598,0.0063883,0.029302,0.0097069,-0.015925,0.02089,0.026072,-0.051333,-0.0095079,0.014206
"M1284.74T17.56",0.023542,-0.048191,0.044652,-0.011536,0.010685,-0.024838,0.031097,-0.012401,0.033225,0.00060813,-0.060066,-0.012091,-0.048469,0.013309,0.041783,0.00096672,-0.0091585,-0.00059388,0.0046795
"M1284.75T12.55",-0.00028336,0.0066675,0.023377,0.046211,0.028747,-0.046118,-0.041278,-0.07349,0.024312,-0.0015652,0.056853,0.035444,0.046879,-0.034098,-0.038223,-0.0066555,0.046255,0.0087206,-0.017526
"M1285.75T17.56",0.02445,-0.016453,0.011673,0.0049795,-0.016097,0.039489,-0.047368,0.0038987,0.026819,-0.012584,0.051281,-0.010001,-0.01468,-0.0075869,-0.036966,-0.023732,-0.013177,-0.009362,0.0128
"M1285.75T11.68",0.0069326,0.020636,0.0061649,0.057083,0.019117,0.0021114,0.0019401,-0.011995,0.02276,-0.021943,-0.0047213,-0.034266,0.014383,0.032055,-0.02613,-0.013864,0.024925,0.003176,0.0039744
"M1287.08T13.55",0.019648,-0.026283,-0.057752,0.0055884,0.00026332,-0.0208,0.0062337,-0.0045031,-0.00054672,-0.0014506,-0.011488,-0.012311,0.010927,0.01088,0.00058011,-0.0011462,-0.00054134,0.002935,0.019886
"M1287.25T13.55",0.011699,-0.00060967,-0.028414,0.022597,0.011509,0.029127,0.02038,-0.015586,0.0055194,-0.0051378,0.0060681,-0.018824,0.0029222,0.0019672,-0.028186,0.0052498,-0.035988,0.0019407,0.0054841
"M1288.74T16.98",0.0037033,-0.013956,-0.0015707,0.041065,0.024655,0.014859,-0.060138,-0.0030501,-0.021243,-0.013747,-0.061887,-0.025263,-0.025675,0.083736,0.021707,-0.050999,0.0015148,0.016683,-0.011647
"M1289.74T12.55",-0.0048185,0.018232,0.011558,0.034951,-0.016484,0.0036271,0.022719,-0.044427,0.061639,0.0016236,0.053703,-0.0095581,-0.012033,-0.030238,-0.018625,0.028987,-0.025996,-0.0086652,0.00038573
"M1290.06T16.98",0.020078,-0.061734,-0.00021303,0.0085545,0.0059919,0.021187,-0.033051,0.0067935,0.00069338,-0.032791,-0.012536,-0.022737,0.021066,0.015972,0.0053541,-0.0069204,0.0055813,0.0050453,0.0027396
"M1290.75T12.55",0.0020414,0.0075158,0.025273,0.019054,-0.0035351,0.0031529,-0.034769,0.048788,-0.0042649,-0.007521,-0.046908,0.021636,0.047992,0.023339,-0.0063638,-0.013026,-0.028036,0.0050373,0.0068762
"M1291.08T13.55",-0.020011,0.027365,0.019615,0.015865,0.019047,0.030746,-0.040441,0.039043,-0.01389,0.029867,-0.061602,-0.04045,0.0071612,-0.018219,-0.029461,-0.0020791,-0.059102,0.013114,-0.00072366
"M1291.74T17.56",0.043046,0.01131,-0.0025988,-0.070766,0.012043,0.063688,-0.0090347,-0.05181,0.050117,0.0092028,-0.028067,-0.030105,0.044127,-0.034837,-0.02473,-0.006982,-0.0062883,-0.0052152,0.0090696
"M1294.49T13.55",0.018146,0.019561,-0.023367,0.046399,0.0011041,0.042037,-0.0099956,0.011445,-0.040755,-0.0062151,-0.020639,-0.0043661,-0.0090432,-0.026104,0.030642,-0.029733,-0.015339,-0.0037116,0.0025762
"M1295.25T13.55",-0.015306,0.016944,0.0075827,0.016874,-0.0018409,0.039746,0.03771,-0.036927,0.023058,-0.029633,-0.013528,0.02363,0.081212,0.017049,0.03698,0.057362,-0.0048096,0.0021724,0.00036194
"M1295.41T16.56",0.034662,-0.0038076,-0.012794,-0.007667,0.0096977,0.02413,-0.055678,0.0017934,-0.043225,-0.044525,0.038999,-0.0012599,0.033864,-0.012601,-0.01044,0.0078764,0.009436,0.0045756,-0.0018272
"M1296.07T17.56",0.0096949,-0.020339,0.0010444,0.060299,-0.013494,0.012254,0.026498,0.033655,-0.044646,0.019863,0.027358,-0.019647,-0.060209,0.038556,0.049054,0.018407,-0.0032522,-0.0033108,0.0043868
"M1296.74T17.56",0.02706,-0.051633,-0.00089197,0.039618,0.00085478,-0.035563,-0.0025433,-0.041735,-0.007208,-0.0026032,-0.069226,0.085188,0.0036527,-0.019461,-0.030751,0.00049617,-0.0088405,-0.010144,0.013909
"M1298.24T13.55",0.01085,0.0034947,-0.028468,0.022311,-0.0082632,0.038835,0.00012975,0.005809,0.026801,0.020068,0.0097463,-0.02219,-0.01452,-0.022711,-0.026786,0.024255,-0.011469,-0.00046937,0.0035034
"M1298.49T13.55",0.007657,0.0071781,0.010006,0.010545,0.016827,0.013176,-0.034614,-0.033031,0.018365,0.016234,-0.010728,0.026488,0.01298,0.0069914,-0.014449,0.019744,-0.085386,0.011801,-0.014327
"M1299.74T17.54",0.022144,-0.0028336,0.027754,-0.045893,-0.018779,0.027461,0.040359,-0.016862,0.0059309,0.052732,-0.017692,0.04473,-0.014474,-0.037373,-0.022948,0.033548,-0.080062,-0.013062,0.0077268
"M1300.08T12.55",-0.016522,0.0038177,0.045392,0.010808,-0.049359,0.028453,0.039562,-0.064351,0.084382,-0.031353,0.0018399,0.011307,-0.0013796,0.047995,0.0098329,-0.064359,0.051989,-0.018871,0.024749
"M1302.74T17.54",0.029871,0.0070747,-0.0013807,-0.078436,0.0064215,0.019645,0.016498,0.013272,0.023993,0.021593,-0.019211,0.027243,-0.040669,0.004251,-0.06323,0.039776,0.031074,-0.01098,0.014398
"M1305T13.55",0.0019404,0.0052138,1.3743e-05,0.039153,0.047588,0.056471,0.0097601,-0.0071928,-0.023954,0.0075004,-0.0012023,-0.061964,0.02617,-0.011211,0.0042328,0.0062113,-0.029267,0.0055431,0.0040418
"M1306.75T12.55",-0.0092077,-0.038414,0.046626,-0.00012234,-0.079453,-0.052635,-0.017426,0.026044,0.0093104,-0.0085719,0.010029,-0.020318,-0.00078293,-0.0071399,0.018699,-0.0017438,-0.0058487,-0.0044131,0.00054078
