"","Comp. 1","Comp. 2","Comp. 3","Comp. 4","Comp. 5","Comp. 6"
"M758.447T1173.243",0.92603,0.86555,0.88106,0.88118,0.88118,0.88118
"M265.093T134.502",0.92503,0.87051,0.86492,0.86481,0.86481,0.86481
"M263.13T940.795",0.92494,0.88843,0.88142,0.88192,0.88192,0.88192
"M272.963T113.946",0.92424,0.88115,0.87917,0.87886,0.87886,0.87886
"M485.168T916.74",0.92385,0.94471,0.93731,0.93714,0.93714,0.93714
"M578.43T1675.044",0.92348,0.96156,0.95956,0.96227,0.96227,0.96227
"M310.969T105.491",0.92306,0.95464,0.94717,0.94715,0.94715,0.94715
"M180.971T1182.798",0.92249,0.86329,0.85646,0.8568,0.8568,0.8568
"M366.994T111.318",0.92239,0.89538,0.89111,0.89077,0.89077,0.89077
"M771.203T760.252",0.92228,0.90276,0.89665,0.89636,0.89636,0.89636
"M626.212T761.224",0.92223,0.89887,0.89198,0.89165,0.89165,0.89165
"M970.001T316.098",0.92176,1.2435,1.2352,1.2348,1.2348,1.2348
"M415.744T872.34",0.92133,0.90117,0.89508,0.89521,0.89521,0.89521
"M836.522T1479.692",0.92118,0.88804,0.88906,0.88874,0.88873,0.88873
"M697.753T1005.082",0.92116,0.93453,0.9681,0.9699,0.9699,0.9699
"M357.576T759.445",0.92088,0.8596,0.85323,0.85293,0.85293,0.85293
"M459.149T771.729",0.92064,0.93963,0.93222,0.93195,0.93194,0.93194
"M702.25T942.066",0.92031,0.9281,0.92236,0.92205,0.92205,0.92205
"M434.871T1737.903",0.91988,0.90901,0.90478,0.9048,0.90479,0.90479
"M645.124T781.203",0.9197,0.93797,0.94485,0.94456,0.94457,0.94457
"M289.886T1868.955",0.91969,0.94949,0.94282,0.94256,0.94256,0.94256
"M1053.286T316.584",0.91911,0.85843,0.85354,0.8533,0.8533,0.8533
"M329.088T474.939",0.91897,0.8718,0.86611,0.86579,0.86579,0.86579
"M784.154T761.471",0.91798,0.92138,0.91408,0.91389,0.91389,0.91389
"M1014.585T1348.471",0.91784,0.89593,0.88936,0.88908,0.88908,0.88908
"M345.119T282.765",0.91739,0.90029,0.89388,0.89393,0.89393,0.89393
"M655.655T928.688",0.91713,0.85718,0.86228,0.86199,0.86199,0.86199
"M1000.263T316.358",0.91709,0.86202,0.85529,0.85502,0.85502,0.85502
"M997.575T1403.78",0.91651,0.85601,0.85281,0.8525,0.8525,0.8525
"M661.253T876.035",0.9163,0.91255,0.90567,0.90604,0.90604,0.90604
"M139.002T112.479",0.91587,0.87939,0.87383,0.87365,0.87364,0.87364
"M1014.782T1351.411",0.91575,0.97063,0.9652,0.96496,0.96495,0.96495
"M991.316T318.206",0.91498,0.86445,0.85802,0.85812,0.85812,0.85812
"M289.086T1163.856",0.91461,0.93994,0.93967,0.93933,0.93933,0.93933
"M593.709T851.665",0.91431,0.86929,0.87411,0.87383,0.87383,0.87383
"M306.936T1813.234",0.91425,0.86168,0.859,0.85874,0.85874,0.85874
"M454.975T107.571",0.91412,0.92685,0.92442,0.92438,0.92438,0.92438
"M1015.586T1347.819",0.91365,0.8805,0.87399,0.87371,0.87371,0.87371
"M1043.424T909.662",0.91365,0.93775,0.94573,0.94538,0.94538,0.94538
"M669.182T316.584",0.9134,0.85415,0.84856,0.8485,0.8485,0.8485
"M313.093T320.692",0.91312,0.85354,0.8486,0.84836,0.84836,0.84836
"M413.081T316.361",0.91311,0.87416,0.86803,0.86771,0.86771,0.86771
"M246.886T1784.096",0.91157,0.86222,0.85832,0.85802,0.85802,0.85802
"M715.427T310.719",0.91107,0.86977,0.87217,0.87222,0.87222,0.87222
"M311.138T170.155",0.91033,0.96368,0.95604,0.95595,0.95594,0.95594
"M472.886T66.482",0.91024,1.0232,1.0155,1.0152,1.0152,1.0152
"M969.321T316.442",0.91023,0.93373,0.93512,0.93479,0.93478,0.93478
"M433.784T801.352",0.90989,0.90906,0.91105,0.91078,0.91079,0.91079
"M285.909T1803.837",0.90975,0.86773,0.86495,0.86475,0.86475,0.86475
"M359.022T90.408",0.90965,0.97256,0.96541,0.96508,0.96508,0.96508
"M264T169.106",0.90936,0.8534,0.84694,0.84662,0.84662,0.84662
"M419.228T901.259",0.90905,0.87879,0.90203,0.90256,0.90256,0.90256
"M372.9T1734.569",0.90896,0.85177,0.84655,0.84665,0.84665,0.84665
"M429.074T115.482",0.9087,0.86005,0.85323,0.85298,0.85298,0.85298
"M649.302T900.549",0.90854,0.90416,0.89706,0.89673,0.89673,0.89673
"M1097.514T1402.931",0.90806,0.87303,0.86716,0.86689,0.86689,0.86689
"M625.024T106.841",0.90794,0.94685,0.9441,0.94386,0.94386,0.94386
"M413.108T298.268",0.90746,0.88792,0.88094,0.88109,0.8811,0.8811
"M439.009T107.459",0.90742,0.91912,0.91434,0.91404,0.91404,0.91404
"M1131.537T924.362",0.90737,0.84829,0.84546,0.84568,0.84568,0.84568
"M383.555T317.319",0.90723,0.86374,0.85973,0.85944,0.85944,0.85944
"M289.026T88.643",0.907,0.86943,0.87091,0.87085,0.87085,0.87085
"M243.065T108.531",0.90685,0.84972,0.84489,0.8452,0.8452,0.8452
"M384.097T310.658",0.90632,0.87445,0.86771,0.86752,0.86752,0.86752
"M630.654T314.128",0.90583,0.85109,0.84434,0.84429,0.84429,0.84429
"M731.208T950.406",0.90534,0.88117,0.87469,0.87456,0.87456,0.87456
"M581.318T900.123",0.90513,0.88155,0.87456,0.87443,0.87443,0.87443
"M1013.583T1347.533",0.9051,0.87588,0.86894,0.86864,0.86863,0.86863
"M299.259T1433.689",0.90431,0.84672,0.84203,0.84503,0.84502,0.84502
"M409.075T744.412",0.90428,0.90143,0.89622,0.8964,0.8964,0.8964
"M449.202T630.506",0.90391,0.84396,0.83756,0.83728,0.83728,0.83728
"M383.609T322.831",0.90331,0.85534,0.85669,0.85637,0.85637,0.85637
"M433.661T789.942",0.90327,0.86856,0.86197,0.86188,0.86188,0.86188
"M613.774T885.363",0.90315,0.88547,0.88312,0.88283,0.88283,0.88283
"M401.18T764.21",0.90306,0.8842,0.90006,0.8998,0.89979,0.89979
"M361.589T316.501",0.90298,0.84814,0.84143,0.84146,0.84146,0.84146
"M593.857T757.673",0.90292,0.87826,0.92167,0.92211,0.92211,0.92211
"M657.832T67.374",0.90275,0.95243,0.96069,0.96044,0.96044,0.96044
"M988.312T316.465",0.9026,0.87487,0.86839,0.86845,0.86845,0.86845
"M427.197T838.449",0.90235,0.95826,0.95131,0.95147,0.95147,0.95147
"M1395.396T991.455",0.90214,0.84312,0.84427,0.8453,0.84531,0.84531
"M377.162T1630.7",0.90152,0.91282,0.90848,0.90821,0.90821,0.90821
"M619.26T816.529",0.90088,0.86116,0.86466,0.86659,0.86659,0.86659
"M1014.811T1344.847",0.90083,1.0193,1.014,1.0138,1.0138,1.0138
"M322.969T105.104",0.90059,0.84069,0.83406,0.83381,0.83381,0.83381
"M573.017T749.518",0.90046,0.85515,0.86944,0.8692,0.8692,0.8692
"M530.968T106.005",0.90043,0.9019,0.89523,0.89501,0.895,0.895
"M611.22T783.374",0.90004,0.85582,0.88403,0.8871,0.8871,0.8871
"M970.768T318.573",0.89963,0.84755,0.84122,0.84125,0.84125,0.84125
"M338.938T105.668",0.89913,0.85711,0.85153,0.85203,0.85202,0.85202
"M1032.753T1226.13",0.89885,1.2823,1.282,1.2818,1.2818,1.2818
"M615.152T88.13",0.8987,0.85746,0.85184,0.85173,0.85173,0.85173
"M280.987T110.997",0.89839,0.88034,0.87754,0.87729,0.87729,0.87729
"M809.433T1339.33",0.89836,0.85752,0.85499,0.85468,0.85468,0.85468
"M311.065T863.883",0.89818,0.85233,0.84616,0.84803,0.84804,0.84804
"M644.846T66.885",0.8974,0.98303,0.97897,0.97902,0.97902,0.97902
"M969.317T316.321",0.89506,0.90797,0.90627,0.9062,0.9062,0.9062
"M417.764T850.924",0.89501,0.97791,0.97263,0.97268,0.97268,0.97268
"M354.093T750.969",0.89462,0.86053,0.86241,0.86221,0.86222,0.86222
"M429.419T313.767",0.89459,0.93453,0.92898,0.92899,0.92899,0.92899
"M413.104T602.912",0.89416,0.83843,0.83296,0.83265,0.83265,0.83265
"M727.283T864.823",0.89345,0.85231,0.8459,0.84578,0.84578,0.84578
"M854.516T1290.85",0.89336,0.83598,0.83649,0.83635,0.83635,0.83635
"M409.002T109.878",0.89294,0.84816,0.84566,0.84546,0.84546,0.84546
"M600.854T66.846",0.89286,0.84121,0.83705,0.83801,0.83801,0.83801
"M706.816T67.734",0.89139,0.9647,0.96242,0.96229,0.96229,0.96229
"M448.965T106.062",0.89104,0.92929,0.92822,0.92797,0.92796,0.92796
"M621.221T884.304",0.89,0.95387,0.94834,0.94802,0.94802,0.94802
"M723.577T942.094",0.88935,0.84045,0.88054,0.88071,0.88071,0.88071
"M515.105T113.414",0.88872,0.8338,0.8296,0.82931,0.82931,0.82931
"M367.102T765.544",0.88854,1.0155,1.0075,1.0072,1.0072,1.0072
"M1162.051T893.06",0.88826,0.92761,0.92963,0.92932,0.92932,0.92932
"M387.02T108.554",0.88814,0.83916,0.83254,0.83226,0.83226,0.83226
"M633.753T316.098",0.88792,0.83516,0.83084,0.83111,0.8311,0.8311
"M349.072T1165.294",0.88765,0.94074,0.93327,0.93341,0.93341,0.93341
"M418.974T1483.997",0.8872,0.84672,0.85844,0.8586,0.85861,0.85861
"M371.09T764.993",0.88665,0.83654,0.83275,0.83244,0.83244,0.83244
"M625.178T776.712",0.88606,0.82729,0.85493,0.85475,0.85475,0.85475
"M553.051T758.396",0.88597,0.87848,0.87165,0.87141,0.87141,0.87141
"M289.056T250.757",0.88571,0.99049,0.98454,0.98419,0.9842,0.9842
"M377.049T427.197",0.88541,0.88527,0.87833,0.87814,0.87814,0.87814
"M735.437T1351.512",0.88529,0.83952,0.84395,0.84375,0.84374,0.84374
"M836.743T1479.398",0.88382,0.84337,0.83726,0.83708,0.83708,0.83708
"M399.092T115.22",0.88342,0.84877,0.84377,0.84362,0.84361,0.84361
"M544.284T936.329",0.88303,0.88011,0.87609,0.87626,0.87626,0.87626
"M316.385T321.843",0.88273,0.82414,0.83087,0.83075,0.83076,0.83076
"M432.997T107.064",0.88222,0.93785,0.93395,0.93386,0.93385,0.93385
"M427.009T107.872",0.88218,0.90122,0.89777,0.89752,0.89752,0.89752
"M671.034T89.795",0.88217,0.82735,0.82174,0.82144,0.82144,0.82144
"M1136.99T908.053",0.88215,0.84447,0.84326,0.84311,0.8431,0.8431
"M651.317T893.83",0.88159,0.84513,0.83854,0.8383,0.8383,0.8383
"M279.164T1571.945",0.88145,0.87794,0.88054,0.88033,0.88033,0.88033
"M593.543T760.107",0.88117,0.86708,0.91865,0.91915,0.91914,0.91914
"M569.181T807.905",0.88104,0.92862,0.92853,0.92821,0.92821,0.92821
"M653.783T316.318",0.87972,0.85652,0.84973,0.84943,0.84943,0.84943
"M1297.451T316.098",0.87916,0.9126,0.92315,0.92376,0.92376,0.92376
"M572.874T67.143",0.87863,0.83774,0.85846,0.86007,0.86006,0.86006
"M379.101T757.973",0.87773,0.81933,0.81316,0.81288,0.81288,0.81288
"M985.784T316.247",0.87656,0.8491,0.8509,0.8509,0.8509,0.8509
"M565.23T844.341",0.87636,0.83455,0.82922,0.82922,0.82922,0.82922
"M1331.507T909.803",0.87619,0.89787,0.89277,0.89253,0.89252,0.89252
"M369.388T763.979",0.87547,0.84723,0.84457,0.84428,0.84428,0.84428
"M1333.355T942.499",0.87512,0.81712,0.84355,0.84332,0.84332,0.84332
"M630.629T315.233",0.87509,0.82252,0.81625,0.81615,0.81615,0.81615
"M1095.063T894.34",0.87506,0.8991,0.90606,0.90575,0.90574,0.90574
"M203.204T105.674",0.87457,0.8469,0.84161,0.84223,0.84223,0.84223
"M441.162T763.637",0.87441,0.90763,0.90183,0.90259,0.90259,0.90259
"M707.828T66.684",0.87438,0.81618,0.82294,0.82455,0.82456,0.82456
"M513.129T730.532",0.87426,0.94474,0.93788,0.93763,0.93762,0.93762
"M519.896T67.425",0.87401,0.86647,0.87685,0.87688,0.87688,0.87688
"M323.019T128.103",0.87345,0.88681,0.88067,0.88035,0.88035,0.88035
"M590.015T907.684",0.87343,0.83819,0.85283,0.85254,0.85254,0.85254
"M728.286T863.521",0.87323,0.94667,0.94618,0.94647,0.94647,0.94647
"M1031.84T1213.333",0.87314,0.84454,0.84505,0.84475,0.84475,0.84475
"M403.064T798.991",0.87298,0.81534,0.86603,0.86586,0.86586,0.86586
"M1162.522T896.44",0.87232,0.82274,0.81851,0.8183,0.8183,0.8183
"M415.225T881.978",0.87175,0.82101,0.81554,0.81562,0.81565,0.81565
"M632.663T319.55",0.87166,0.83205,0.83106,0.8308,0.8308,0.8308
"M485.063T759.194",0.87119,0.82602,0.82128,0.82099,0.82099,0.82099
"M415.161T821.344",0.87115,0.86585,0.86883,0.86904,0.86903,0.86903
"M869.849T1307.413",0.87051,0.84191,0.83841,0.8386,0.8386,0.8386
"M353.082T316.368",0.86953,0.87346,0.86657,0.8664,0.8664,0.8664
"M392.068T765.784",0.86873,0.83752,0.83225,0.8324,0.8324,0.8324
"M850.805T68.208",0.86872,1.0385,1.0381,1.0386,1.0386,1.0386
"M591.2T844.598",0.8682,0.88663,0.87999,0.87977,0.87978,0.87978
"M695.289T1193.403",0.86741,0.83426,0.8433,0.84379,0.84379,0.84379
"M437.065T776.272",0.86644,0.82832,0.82412,0.82381,0.82381,0.82381
"M281.069T746.743",0.86625,0.89484,0.88773,0.88792,0.88792,0.88792
"M569.273T895.199",0.86572,0.91629,0.91824,0.91795,0.91795,0.91795
"M657.266T958.998",0.86563,0.82357,0.81754,0.81855,0.81855,0.81855
"M273.314T67.476",0.86563,1.1043,1.1419,1.1418,1.1418,1.1418
"M375.129T729.569",0.86556,0.8123,0.81437,0.8141,0.81409,0.81409
"M456.925T66.979",0.86553,0.87931,0.87537,0.87505,0.87506,0.87506
"M611.147T106.977",0.86488,0.91611,0.90895,0.90882,0.90882,0.90882
"M329.089T195.942",0.86389,0.81057,0.81053,0.81023,0.81023,0.81023
"M693.17T791.92",0.86362,0.88954,0.89095,0.89211,0.89211,0.89211
"M334.932T113.331",0.86343,0.84877,0.84603,0.84573,0.84573,0.84573
"M653.752T320.843",0.86283,0.83172,0.82817,0.82814,0.82814,0.82814
"M293.179T1541.097",0.86263,0.88213,0.88353,0.8832,0.8832,0.8832
"M851.154T319.552",0.86158,0.84124,0.83865,0.83835,0.83834,0.83834
"M287.076T110.312",0.86098,0.84302,0.8379,0.83761,0.83761,0.83761
"M575.708T1045.732",0.86041,0.82278,0.84125,0.84097,0.84097,0.84097
"M289.065T88.687",0.85977,0.84951,0.84677,0.84647,0.84648,0.84648
"M632.783T316.499",0.85941,0.8963,0.8941,0.89602,0.89602,0.89602
"M545.298T995.647",0.85941,0.8141,0.81218,0.81203,0.81203,0.81203
"M280.961T95.439",0.85894,0.96025,0.95267,0.95232,0.95232,0.95232
"M1209.581T888.373",0.85864,0.88973,0.88563,0.88533,0.88533,0.88533
"M633.053T106.254",0.85814,0.8053,0.80019,0.7999,0.7999,0.7999
"M445.037T424.564",0.85813,0.81199,0.81089,0.81078,0.81078,0.81078
"M553.164T782.325",0.8581,0.94429,0.93724,0.93694,0.93694,0.93694
"M569.35T895.921",0.85764,0.91487,0.91933,0.91925,0.91924,0.91924
"M1192.357T906.767",0.85758,0.85817,0.85139,0.85123,0.85123,0.85123
"M323.042T818.446",0.85574,1.0425,1.0343,1.034,1.034,1.034
"M564.929T1201.416",0.85571,0.81605,0.81166,0.81186,0.81185,0.81185
"M1305.428T315.265",0.85564,1.0949,1.0967,1.0965,1.0965,1.0965
"M272.959T67.281",0.85493,0.80869,0.82421,0.82421,0.82422,0.82422
"M476.876T67.016",0.85463,0.79774,0.79142,0.79125,0.79125,0.79125
"M521.022T764.729",0.85348,0.84121,0.84674,0.84644,0.84643,0.84643
"M508.881T66.935",0.85334,0.81274,0.80895,0.80877,0.80877,0.80877
"M313.275T1417.53",0.85327,0.80029,0.80448,0.80432,0.80432,0.80432
"M757.441T1176.453",0.85314,0.85442,0.88364,0.88338,0.88339,0.88339
"M701.418T1268.098",0.85311,0.81215,0.82369,0.82341,0.82342,0.82342
"M316.508T323.984",0.85241,0.80463,0.80288,0.80258,0.80258,0.80258
"M443.058T752.856",0.85227,0.92349,0.91641,0.91645,0.91645,0.91645
"M1093.54T895.081",0.85227,0.93922,0.94032,0.94,0.94,0.94
"M743.208T992.462",0.85113,0.81149,0.82682,0.82713,0.82713,0.82713
"M429.121T110.997",0.85106,0.9136,0.90647,0.90639,0.90639,0.90639
"M1094.047T894.516",0.85097,0.9496,0.95603,0.95574,0.95574,0.95574
"M383.433T314.152",0.85064,0.82162,0.82249,0.82229,0.82228,0.82228
"M1161.526T895.081",0.85045,0.91008,0.91525,0.91497,0.91497,0.91497
"M474.881T66.41",0.84906,0.80257,0.8041,0.80388,0.80388,0.80388
"M591.094T89.826",0.84896,0.83565,0.84647,0.84822,0.84822,0.84822
"M654.601T316.399",0.84867,0.85136,0.84786,0.84755,0.84755,0.84755
"M522.878T65.745",0.84606,0.81131,0.80835,0.80937,0.80937,0.80937
"M321.216T1624.59",0.84548,0.88721,0.88544,0.8852,0.8852,0.8852
"M405.08T802.267",0.8449,0.87633,0.87165,0.87153,0.87153,0.87153
"M311.104T1075.82",0.84426,0.78809,0.78444,0.78635,0.78636,0.78636
"M397.002T110.368",0.84418,0.90604,0.89911,0.8989,0.8989,0.8989
"M1014.89T1344.191",0.84412,0.9021,0.89646,0.89625,0.89625,0.89625
"M385.113T791.317",0.84408,0.83648,0.83031,0.83015,0.83015,0.83015
"M942.469T1308.469",0.84379,0.8919,0.88963,0.88933,0.88932,0.88932
"M477.088T1628.76",0.84339,0.8491,0.84567,0.84561,0.84561,0.84561
"M1308.932T316.358",0.84339,1.0852,1.0855,1.0855,1.0855,1.0855
"M569.775T895.343",0.84286,0.94633,0.94586,0.94552,0.94552,0.94552
"M937.515T1306.76",0.84246,0.90117,0.89425,0.89426,0.89426,0.89426
"M633.572T315.643",0.84222,0.78619,0.78004,0.77984,0.77984,0.77984
"M471.897T67.543",0.84062,0.88857,0.88505,0.88474,0.88474,0.88474
"M613.854T887.38",0.84001,0.79542,0.80514,0.80486,0.80486,0.80486
"M413.167T733.785",0.83961,0.83671,0.83067,0.83042,0.83041,0.83041
"M941.508T1318.851",0.83918,0.83256,0.83662,0.83641,0.8364,0.8364
"M451.007T107.467",0.8388,0.83398,0.82799,0.82769,0.82769,0.82769
"M240.933T64.89",0.8377,0.88938,0.8881,0.888,0.888,0.888
"M632.993T321.252",0.83684,0.84229,0.83723,0.83694,0.83694,0.83694
"M870.702T1303.064",0.83604,0.78378,0.78055,0.78027,0.78027,0.78027
"M344.844T1719.46",0.83555,0.7802,0.77611,0.77582,0.77582,0.77582
"M505.3T1291.082",0.83515,0.81629,0.83117,0.83088,0.83088,0.83088
"M182.994T112.283",0.83506,0.86493,0.86255,0.86224,0.86224,0.86224
"M463.182T861.112",0.83373,0.79243,0.82042,0.82207,0.82208,0.82208
"M1161.521T895.466",0.83361,0.90333,0.91058,0.91027,0.91027,0.91027
"M637.025T106.841",0.83339,0.87445,0.86762,0.86739,0.86739,0.86739
"M241.033T103.182",0.83158,0.87406,0.87586,0.87554,0.87553,0.87553
"M613.564T887.981",0.83146,0.80859,0.80958,0.8093,0.8093,0.8093
"M971.627T318.415",0.83146,0.78336,0.77756,0.77728,0.77729,0.77729
"M497.175T1191.749",0.83102,0.77629,0.77283,0.77306,0.77306,0.77306
"M643.188T893.85",0.83101,0.78992,0.78765,0.78805,0.78805,0.78805
"M206.988T126.118",0.83096,0.81241,0.81162,0.81147,0.81147,0.81147
"M653.691T320.692",0.83093,0.78397,0.77838,0.77809,0.7781,0.7781
"M431.769T791.594",0.83079,0.88565,0.89783,0.89753,0.89753,0.89753
"M204.975T113.721",0.83048,0.87576,0.86964,0.86951,0.86951,0.86951
"M562.835T1148.266",0.82986,0.92982,0.94167,0.94214,0.94214,0.94214
"M269.15T1584.952",0.82979,0.83653,0.83364,0.83351,0.83351,0.83351
"M389.182T799.355",0.82944,0.80907,0.81857,0.81864,0.81864,0.81864
"M1096.548T894.929",0.82865,0.9283,0.93029,0.92999,0.92999,0.92999
"M426.882T91.046",0.82811,0.77516,0.76909,0.76902,0.76902,0.76902
"M645.848T67.545",0.82757,1.1071,1.1082,1.1082,1.1082,1.1082
"M1009.607T1323.757",0.82676,0.86018,0.85454,0.85433,0.85432,0.85432
"M1099.581T1224.487",0.82647,0.84557,0.8394,0.83921,0.83921,0.83921
"M286.972T107.919",0.82622,0.84874,0.84543,0.84512,0.84512,0.84512
"M453.099T792.789",0.82459,0.83801,0.83151,0.83183,0.83182,0.83182
"M865.491T1326.551",0.82438,0.9008,0.89722,0.89718,0.89717,0.89717
"M1296.442T316.362",0.82148,1.0623,1.0606,1.0613,1.0613,1.0613
"M727.414T1292.189",0.82144,0.7843,0.78557,0.7853,0.7853,0.7853
"M265.261T1518.666",0.8213,0.9538,0.95307,0.95272,0.95272,0.95272
"M481.224T887.168",0.81868,0.80221,0.79701,0.79676,0.79676,0.79676
"M1033.603T1229.397",0.81771,0.77826,0.77262,0.7724,0.7724,0.7724
"M1095.01T894.541",0.8175,0.79969,0.79335,0.79326,0.79326,0.79326
"M1308.415T315.705",0.81303,1.149,1.1436,1.1441,1.1441,1.1441
"M429.486T320.767",0.81221,0.8225,0.82641,0.82659,0.82659,0.82659
"M524.981T106.871",0.8118,1.0192,1.0111,1.0107,1.0107,1.0107
"M479.19T902.518",0.8106,0.82193,0.81786,0.81836,0.81836,0.81836
"M442.938T91.386",0.80934,0.76255,0.75956,0.75928,0.75928,0.75928
"M287.077T663.979",0.80879,0.76431,0.76188,0.76295,0.76294,0.76294
"M805.362T924.937",0.80827,0.89128,0.88792,0.88818,0.88818,0.88818
"M404.065T806.181",0.808,0.75445,0.76521,0.77031,0.77031,0.77031
"M1137.546T907.004",0.80692,1.0013,0.99362,0.99353,0.99353,0.99353
"M387.346T67.938",0.80642,0.82865,0.82435,0.82406,0.82406,0.82406
"M1097.561T894.34",0.80597,0.79147,0.82288,0.82258,0.82258,0.82258
"M676.309T1245.665",0.80545,0.75331,0.74929,0.74988,0.74988,0.74988
"M870.809T67.494",0.80426,0.92715,0.95767,0.95732,0.95732,0.95732
"M921.12T945.55",0.80304,0.76674,0.78537,0.7851,0.7851,0.7851
"M726.808T67.734",0.80218,0.88605,0.88069,0.88082,0.88082,0.88082
"M419.03T798.766",0.80208,0.76927,0.79822,0.79802,0.79802,0.79802
"M613.983T886.617",0.80164,0.75961,0.77247,0.77219,0.77218,0.77218
"M313.094T115.286",0.80063,0.74821,0.7457,0.74551,0.74551,0.74551
"M444.872T67.426",0.80013,0.7572,0.75583,0.75566,0.75565,0.75565
"M754.827T67.274",0.7999,0.84209,0.85703,0.85706,0.85706,0.85706
"M466.978T106.664",0.79881,0.83071,0.82443,0.82412,0.82412,0.82412
"M413.091T89.817",0.79842,0.76956,0.77464,0.77491,0.77491,0.77491
"M355.067T660.488",0.79744,0.8187,0.81443,0.81421,0.81421,0.81421
"M1059.606T1053.565",0.79726,0.97428,0.96772,0.96885,0.96885,0.96885
"M870.649T1317.21",0.79543,0.97169,0.96404,0.9637,0.9637,0.9637
"M453.101T88.055",0.79366,0.74363,0.74472,0.74529,0.74529,0.74529
"M369.569T765.536",0.79308,0.78137,0.77935,0.77919,0.77919,0.77919
"M271.021T88.704",0.79291,1.0579,1.0495,1.0492,1.0491,1.0491
"M539.134T89.251",0.79191,0.94653,0.93967,0.93934,0.93934,0.93934
"M429.365T315.31",0.79171,0.78287,0.79025,0.79009,0.79009,0.79009
"M415.27T1182.702",0.79137,0.7782,0.81718,0.81735,0.81735,0.81735
"M407.9T66.13",0.79073,0.80029,0.79985,0.79968,0.79968,0.79968
"M492.868T66.13",0.79032,0.73976,0.73496,0.73506,0.73506,0.73506
"M1100.582T1225.322",0.78959,0.92057,0.91328,0.91295,0.91295,0.91295
"M999.727T1404.686",0.78954,0.74578,0.75589,0.75653,0.75653,0.75653
"M1390.547T1005.094",0.78938,1.0001,0.99704,0.99938,0.99937,0.99937
"M1030.642T1193.369",0.78897,0.88869,0.8823,0.88238,0.88238,0.88238
"M851.794T1356.146",0.78811,0.7448,0.76771,0.7675,0.76751,0.76751
"M453.035T765.753",0.78804,0.91313,0.90597,0.9058,0.9058,0.9058
"M384.092T841.195",0.78648,0.89681,0.89738,0.8979,0.8979,0.8979
"M559.667T1200.71",0.78524,0.97038,0.96281,0.96269,0.9627,0.9627
"M343.102T681.368",0.78464,0.84507,0.84586,0.84557,0.84558,0.84558
"M1263.489T907.902",0.78405,0.81724,0.81767,0.81737,0.81736,0.81736
"M545.846T78.22",0.78297,0.77401,0.78067,0.78039,0.78038,0.78038
"M345.577T605.404",0.78236,0.73184,0.72605,0.72618,0.72618,0.72618
"M969.813T316.499",0.78131,1.1089,1.1007,1.102,1.102,1.102
"M1009.554T1308.282",0.7805,0.82009,0.81895,0.81865,0.81865,0.81865
"M570.518T894.146",0.78032,1.0185,1.0159,1.0163,1.0163,1.0163
"M413.192T1370.63",0.77995,0.72982,0.72754,0.72739,0.72739,0.72739
"M527.309T1189.176",0.77894,0.72994,0.72485,0.72495,0.72495,0.72495
"M799.289T814.54",0.77482,0.93197,0.92489,0.92457,0.92457,0.92457
"M741.841T67.938",0.77365,0.83417,0.8368,0.83652,0.83651,0.83651
"M643.039T106.784",0.77364,0.87199,0.86616,0.86594,0.86594,0.86594
"M540.867T1245.744",0.7734,1.0712,1.0717,1.0718,1.0718,1.0718
"M325.2T1323.486",0.7733,0.73622,0.73084,0.73107,0.73107,0.73107
"M865.489T1291.829",0.77316,0.81939,0.82051,0.82021,0.82021,0.82021
