"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6"
"M319.076T917.392",-0.04804,-0.035816,0.040108,-0.0063623,0.013246,-0.0038424
"M405.167T106.416",-0.033186,0.033798,-0.01832,-0.076179,0.010872,-0.0011685
"M445.095T115.802",-0.0305,-0.0030661,0.01042,-0.00092728,-0.01846,0.013758
"M505.902T66.721",-0.032597,-0.019223,0.031404,0.035315,-0.042952,0.081236
"M338.938T105.668",-0.029394,0.020575,-0.01775,0.04316,-0.0011743,-0.053225
"M657.832T67.374",-0.025844,-0.05914,0.041115,0.019002,-0.026682,0.026031
"M885.822T66.912",-0.03729,-0.0018007,0.053083,0.00098373,0.016126,0.063138
"M385.188T793.619",-0.030446,0.015705,-0.013381,-0.026921,0.0056438,0.010656
"M541.046T1246.429",-0.022337,-0.01697,-0.02051,0.038145,-0.030575,-0.0037358
"M562.835T1148.266",-0.023127,-0.023307,-0.054187,0.044412,0.011752,0.021486
"M1243.514T983.057",-0.034366,-0.037321,0.0036666,-0.0079695,-0.085553,-0.027822
"M1105.431T888.552",-0.030781,-0.017106,0.016492,-0.003669,-0.005555,-0.013773
"M697.905T994.286",-0.03352,0.039491,-0.025711,-0.0074714,0.033702,-0.03864
"M401.05T875.074",-0.043854,-0.05095,0.011561,0.032942,0.00066425,0.015284
"M600.854T66.846",-0.027487,-0.0025196,-0.0084553,-0.052383,-0.0084278,-0.040159
"M731.208T950.406",-0.030038,0.025427,-0.004398,-0.022035,0.0081802,-0.01816
"M470.098T771.956",-0.031348,0.014322,6.559e-05,0.04349,-0.0010109,0.013823
"M344.844T1719.46",-0.026236,0.0048222,-0.014475,0.0030265,-0.022597,-0.0077652
"M641.167T774.439",-0.030853,0.014524,-0.052709,-0.025505,0.0010902,-0.0056517
"M778.832T66.858",-0.031102,-0.021809,-0.0021303,0.032825,-0.015665,0.010075
"M747.22T952.211",-0.032635,0.00047726,0.022712,-0.077193,0.01383,0.032576
"M377.049T427.197",-0.029811,0.026544,0.0055751,-0.014659,-0.036963,0.0029173
"M493.23T921.818",-0.032517,0.0092615,0.021224,-0.04071,-0.014948,0.0378
"M387.346T67.938",-0.027492,0.023366,0.016171,-0.0077633,0.026859,-0.013867
"M367.08T114.463",-0.031049,-0.0047368,0.0048306,-0.023655,-0.01606,-0.015293
"M401.049T776.54",-0.03364,0.013606,-0.0093325,0.026083,-0.014731,-0.028589
"M323.019T128.103",-0.029621,0.026068,0.0093991,0.004761,-0.0098293,0.028739
"M459.149T771.729",-0.031294,0.032389,0.00019284,0.013081,0.0081383,-0.0061636
"M507.151T845.473",-0.033957,-0.00014897,0.022128,-0.0085544,2.2209e-05,-0.0017909
"M415.27T1182.702",-0.023511,0.0094943,-0.071921,0.032742,-0.0074917,-0.0081063
"M359.123T830.487",-0.033924,-0.021521,0.054463,-0.018458,0.020703,0.0058649
"M549.174T847.493",-0.032918,-0.0061553,-0.0039142,0.012507,-0.025627,0.0061362
"M340.859T1719.351",-0.031607,0.025052,-0.007555,0.0015034,-0.047503,-0.0022778
"M702.25T942.066",-0.031113,0.024539,0.012428,0.010059,-0.012335,0.024039
"M453.035T765.753",-0.028066,0.046119,0.00016257,0.020638,-0.0036107,-0.00015957
"M329.089T195.942",-0.026763,0.0045382,-0.025589,0.0038686,-0.035324,-0.01559
"M615.152T88.13",-0.029401,0.020814,-0.014447,0.019295,0.024226,0.027686
"M399.092T115.22",-0.029059,0.023944,-0.016368,0.020551,-0.016768,-0.03227
"M519.896T67.425",-0.025839,-0.045708,0.039191,0.027541,0.01309,0.029311
"M447.222T1194.448",-0.026949,-0.013633,-0.046113,-0.0088449,0.041489,0.041081
"M559.04T89.345",-0.030075,0.010578,-0.0039886,0.02207,0.070914,0.0069559
"M513.235T964.262",-0.031647,0.016509,0.017076,0.038092,-0.0073613,-0.023272
"M701.333T69.273",-0.029755,-0.041426,0.042819,-0.010918,0.003638,0.03094
"M413.108T298.268",-0.027046,-0.022189,-0.0075527,0.039422,-0.06661,-0.034044
"M434.871T1737.903",-0.030786,0.017732,0.014124,0.026975,0.025155,-0.010683
"M353.052T831.694",-0.031792,-0.043292,0.071995,-0.05151,-0.023334,0.033891
"M775.338T1039.594",-0.041899,0.0087491,0.033132,0.047929,-0.063746,0.02141
"M429.074T115.482",-0.029507,0.012112,-0.0010035,0.0096704,0.032316,-0.0011594
"M475.877T67.555",-0.02397,-0.016304,0.014857,0.071682,-0.032306,0.0024845
"M299.259T1433.689",-0.028919,0.012596,-0.027333,0.08498,0.012885,0.014166
"M187.905T92.369",-0.031511,-0.029688,-0.019916,0.020976,-0.070443,-0.026825
"M809.324T904.082",-0.032397,-0.032343,0.044055,0.0012482,0.017293,-0.067387
"M493.136T809.014",-0.029323,-0.022835,0.020971,-0.0056068,-0.032819,-0.011636
"M438.263T1164.917",-0.026359,-0.069293,-0.032013,0.058028,0.051787,0.039046
"M313.094T115.286",-0.025469,0.011443,-0.016006,-0.010393,-0.028769,-0.012916
"M515.105T113.414",-0.028532,0.014707,-0.016965,0.0098626,-0.026584,-0.0019904
"M285.909T1803.837",-0.029755,0.025435,-0.023552,0.016725,-0.0013518,-0.013691
"M658.83T67.591",-0.028317,-0.053889,0.0010441,0.0008686,-0.027707,0.040262
"M447.05T875.673",-0.043591,-0.014483,-0.018744,-0.0027769,0.0037889,0.0079271
"M795.198T1006.041",-0.027075,-0.070014,-0.054303,-0.092057,0.0328,-0.014057
"M321.216T1624.59",-0.029074,0.046813,-0.026359,0.013791,0.0099559,-0.016023
"M615.195T761.983",-0.03085,-0.038768,0.00044331,-0.0060333,-0.014641,0.0089195
"M643.188T893.85",-0.025328,-0.0039393,-0.025505,0.038845,-0.0089866,0.038312
"M293.177T1149.195",-0.031838,-0.003738,-0.013701,0.062639,-0.051456,-0.016928
"M429.121T110.997",-0.029522,0.04137,-0.0073687,0.024858,0.003193,-0.014304
"M289.886T1868.955",-0.031416,0.04037,-0.01235,0.016087,-0.014969,-0.0041357
"M269.15T1584.952",-0.028049,0.036924,-0.022756,0.0212,-0.012252,0.0003326
"M427.124T881.088",-0.034139,-0.0037325,0.017256,-0.007266,-0.0029882,0.0061752
"M246.886T1784.096",-0.029581,0.020466,-0.016734,-0.0057496,-0.016633,0.0046058
"M318.143T1501.634",-0.028831,0.018035,-0.050335,-0.009815,-0.020078,-0.032614
"M1614.109T935.709",-0.031694,-0.05063,0.022591,0.017483,0.0032824,-0.0021828
"M345.119T282.765",-0.02729,-0.020254,-0.013512,0.033131,-0.032433,0.013976
"M467.051T320.771",-0.033633,0.014043,-0.0047878,0.037392,0.030566,0.004807
"M293.179T1541.097",-0.029347,0.045746,-0.030978,0.0019026,0.016006,0.010683
"M265.426T1576.148",-0.034015,0.068105,0.0071749,-0.028757,-0.031014,-0.047893
"M706.816T67.734",-0.025223,-0.054695,0.021979,0.02783,-0.042086,-0.030905
"M578.43T1675.044",-0.026603,-0.049482,0.039061,-0.08988,0.014726,-0.0056265
"M707.828T66.684",-0.027564,-0.017279,0.027331,0.070834,-0.064515,-0.037824
"M418.974T1483.997",-0.02694,0.0049883,-0.039541,-0.039588,0.07377,-0.041932
"M372.9T1734.569",-0.029117,0.012516,-0.017295,0.028516,0.022206,-0.015966
