"","X05.F12.4.neg","X22.F12.1.neg","X38.F12.2.neg","X43.F12.3.neg","X02.C12.2.neg","X18.C12.3.neg","X33.C12.4.neg"
"Label","Fusarium","Fusarium","Fusarium","Fusarium","Mock","Mock","Mock"
"M919.334T939.971"," 0.1392828"," 0.7626724"," 0.6332085"," 0.3663707","-0.7587008","-0.7812120","-0.3616217"
"M206.081T834.983"," 0.72655523"," 1.36432176"," 0.82382954"," 0.06979929","-0.26266456","-1.35242649","-1.36941478"
"M863.373T951.624"," 0.2464870"," 0.8630535"," 0.3699037"," 0.3311160","-0.2651338","-1.2892073","-0.2562190"
"M316.427T318.614"," 0.50313925"," 0.85767569"," 0.08769724"," 0.26204388","-0.42882489","-0.57404848","-0.70768269"
"M618.794T905.184","-0.5026773"," 0.7256280"," 0.0178771"," 0.7139516","-0.6202636","-0.1172560","-0.2172599"
"M419.228T901.259"," 0.22902661"," 0.66318468"," 0.39071581"," 0.28048888","-0.38616181","-1.22944875"," 0.05219459"
"M316.385T321.843"," 0.43515045"," 0.92275767"," 0.07792457"," 0.08231762","-0.39008250","-0.46345436","-0.66461345"
"M524.981T106.871"," 0.08416061"," 1.11793070"," 0.23669646","-0.04261473","-0.51681017","-0.59745223","-0.28191065"
"M950.342T882.081"," 0.25135376"," 0.73966313"," 0.81796828"," 0.21474508","-0.78495718","-1.18930799","-0.04946508"
"M822.313T886.782"," 0.4398290"," 0.9347231"," 0.6675199"," 0.0527026","-0.5829426","-1.1910163","-0.3208157"
"M1079.533T897.421"," 0.34482021"," 0.88139274"," 0.49262382","-0.01289096","-0.58609214","-0.43303013","-0.68682354"
"M1461.92T936.679"," 0.2810210"," 1.0310478"," 0.4645898"," 0.2005340","-0.6283309","-1.0131472","-0.3357145"
"M970.768T318.573"," 0.1719532"," 0.7325547"," 0.1707896"," 0.4719298","-0.4639769","-0.6859563","-0.3972939"
"M857.325T1034.658"," 0.5750498"," 1.0530090"," 0.6614194"," 0.2755119","-0.8266755","-1.5816777","-0.1566370"
"M1005.392T917.562"," 0.3179223"," 0.8658023"," 0.4106859"," 0.2431041","-0.4344397","-0.9209453","-0.4821297"
"M654.601T316.399"," 0.23379817"," 0.95678954"," 0.25846056"," 0.01053575","-0.66900892","-0.48014520","-0.31042991"
"M357.576T759.445"," 0.1640160"," 0.7225593"," 0.4837441"," 0.2134527","-0.6381995","-0.6622031","-0.2833695"
"M365.052T459.24"," 0.3709182"," 0.9897184"," 0.8554565"," 0.6965113","-0.8511944","-1.3129739","-0.7484361"
"M271.021T88.704","-0.2224119"," 1.1820883"," 0.1383359"," 0.2656708","-0.4156547","-0.5946864","-0.3533419"
"M968.386T889.852"," 0.1254386"," 0.8211055"," 0.6574696"," 0.2971514","-0.5410686","-0.8390519","-0.5210446"
"M593.686T850.456"," 0.2971513"," 1.1462359"," 0.2322324"," 0.2539157","-0.6155602","-0.4523327","-0.8616424"
"M505.029T765.672"," 0.3958454"," 0.8965979"," 0.3630467"," 0.4331722","-0.6101641","-0.6988351","-0.7796629"
"M1035.367T890.845"," 0.2855173"," 0.8977821"," 0.6026830"," 0.1659909","-0.4930404","-0.9386662","-0.5202666"
"M565.054T1199.484"," 0.08052132"," 0.65768209","-0.01326918"," 0.38602444","-0.69828593","-0.10396684","-0.30870590"
"M728.286T863.521"," 0.06299325"," 0.88462420"," 0.67620523","-0.12200774","-0.58698958","-0.71407436","-0.20075101"
"M538.221T942.724"," 0.08454812"," 0.78521835"," 0.78645081"," 0.27379159","-0.48142937","-1.26008058","-0.18849892"
"M969.4T973.77"," 0.28660127"," 0.94876075"," 0.67316026"," 0.08562614","-0.44062061","-1.37834530","-0.17518251"
"M333.135T1582.426"," 0.11631336"," 0.81411738"," 0.07195467","-0.26274731","-0.14937436","-0.31638367","-0.27388006"
"M377.181T797.379"," 0.25536644"," 0.85257518"," 0.44323208"," 0.09204539","-0.26496094","-0.70865615","-0.66960200"
"M369.388T763.979"," 0.08937345"," 0.95698836"," 0.27734556"," 0.18196418","-0.61972402","-0.44673855","-0.43920899"
"M870.809T67.494","-0.4187530"," 0.7459716"," 0.4530078"," 0.6029753","-0.4250687","-1.0722737"," 0.1141407"
"M1161.526T895.081"," 0.13890458"," 1.15433154"," 0.18243668","-0.01302997","-0.59703969","-0.31715671","-0.54844642"
"M266.946T113.686"," 0.2622079"," 0.9556503"," 0.2445002"," 0.1742762","-0.4874324","-0.6302405","-0.5189616"
"M696.3T853.355"," 0.2015601"," 1.0637247"," 0.5624403"," 0.1033979","-0.8438375","-0.9442713","-0.1430141"
"M1007.373T920.82"," 0.2446314"," 1.0267568"," 0.4348828"," 0.1209269","-0.4501620","-0.9552579","-0.4217780"
"M589.773T907.878","-0.07040431"," 0.92577758"," 0.13711556"," 0.22209779","-0.61826825","-0.21881238","-0.37750599"
"M387.165T771.864"," 0.009488467"," 0.820576890"," 0.352430877"," 0.486501277","-0.876837294","-0.471010509","-0.321149708"
"M1164.559T899.737","-0.28232226"," 1.15924641"," 0.02314796"," 0.23635355","-0.88928122","-0.22214474","-0.02499969"
"M445.037T424.564"," 0.2047745"," 0.9098363"," 0.1183674"," 0.2428621","-0.5338857","-0.5151834","-0.4267712"
"M988.804T68.066"," 0.1931048"," 0.9449863"," 0.2246255"," 0.3970605","-0.7507997","-0.7367411","-0.2722362"
"M743.317T783.373"," 0.1950629"," 0.5071936"," 0.5850981"," 0.5882114","-0.6387755","-0.9884418","-0.2483487"
"M1323.606T888.291"," 0.1526278"," 1.0189096"," 0.3192036"," 0.3508404","-1.0328520","-0.3380265","-0.4707028"
"M688.263T861.089"," 0.1757588"," 0.9791582"," 0.7555919"," 0.2282528","-0.5089339","-1.0604704","-0.5693574"
"M971.627T318.415"," 0.37153984"," 0.77958374"," 0.36171257","-0.08285743","-0.22495108","-0.68264161","-0.52238605"
"M1143.444T941.11"," 0.4114695"," 0.9243804"," 0.6046012"," 0.0804831","-0.4738036","-1.1738549","-0.3732756"
"M1094.293T897.844"," 0.2351227"," 0.9061918"," 0.6872221","-0.1619695","-0.2583203","-0.8960753","-0.5121715"
"M967.394T924.933"," 0.1947358"," 0.7331166"," 0.6329202"," 0.1703923","-0.3614033","-1.1466348","-0.2231268"
"M560.837T67.188"," 0.52623336"," 0.43188809"," 0.05178323"," 0.02656041","-0.54288867","-0.26601024","-0.22756619"
"M702.255T837.404"," 0.3746311"," 0.7031662"," 0.7273440"," 0.1872604","-0.6762444","-0.8544845","-0.4616729"
"M379.067T781.128"," 0.3121193"," 0.9037309"," 0.5744743"," 0.8249453","-0.7042739","-0.9918155","-0.9191804"
"M569.181T807.905"," 0.19676174"," 0.87874081"," 0.51388525","-0.07413626","-0.47601125","-0.83899765","-0.20024265"
"M714.253T913.384"," 0.3418862"," 0.8205810"," 0.7967487"," 0.0278015","-0.5467811","-0.9380439","-0.5021925"
"M773.211T817.036"," 0.22129702"," 0.64559241"," 0.44341086","-0.03457962","-0.23689221","-0.87601453","-0.16281393"
"M589.271T908.408","-0.02906150"," 0.95148440"," 0.04574188"," 0.03834906","-0.61670137","-0.09979609","-0.29001638"
"M795.27T865.806"," 0.34516792"," 0.89376680"," 0.36205638"," 0.07799717","-0.71541573","-0.71016793","-0.25340461"
"M260.967T89.826"," 0.037982981"," 1.209033157"," 0.622527628"," 0.004128543","-0.673563301","-0.451544866","-0.748564141"
"M264T169.106"," 0.2643350"," 0.8154663"," 0.3824007"," 0.1017495","-0.6525745","-0.5994607","-0.3119164"
"M1095.906T894.31"," 0.2727798"," 1.1417235"," 0.3808282"," 0.1074523","-0.3701030","-0.7054565","-0.8272244"
"M625.024T106.841"," 0.07714602"," 1.14427440"," 0.25863162"," 0.08145482","-0.54915269","-0.45491698","-0.55743719"
"M311.065T863.883"," 0.25174667"," 0.76647455"," 0.61349330","-0.08699241","-0.15993549","-0.43644465","-0.94834197"
"M1327.552T905.478","-0.07031155"," 0.94590096"," 0.16049045"," 0.27476803","-0.56296984","-0.40798583","-0.33989222"
"M281.049T89.959"," 0.1139145"," 0.9777685"," 0.3303581"," 0.3083600","-0.4197372","-0.7906733","-0.5199905"
"M631.833T319.717"," 0.5195428"," 0.6355527"," 0.3023573"," 0.2879721","-0.6420286","-0.4449853","-0.6584111"
"M644.248T900.496"," 0.1779290"," 0.9256105"," 0.6970453"," 0.3129930","-0.7068715","-1.0526437","-0.3540627"
"M889.313T902.886"," 0.2662025"," 0.9395563"," 0.5598195"," 0.2422497","-0.4811772","-1.1636016","-0.3630491"
"M273.314T67.476","-0.2364159"," 0.8943893"," 0.3537697"," 0.4770040","-0.2817585","-1.3560323"," 0.1490437"
"M950.337T882.881"," 0.2653356"," 0.7599894"," 0.8650078"," 0.2854414","-0.8048864","-1.2419474","-0.1289403"
"M576.128T818.314"," 0.15762637"," 1.17033032","-0.02727716"," 0.44451872","-0.46030022","-0.28346245","-1.00143560"
"M569.273T895.199"," 0.129855502"," 1.112096230"," 0.243911092"," 0.003035155","-0.710388368","-0.345449712","-0.433059899"
"M751.173T317.266"," 0.3001316"," 0.7706640"," 0.4113742"," 0.1919607","-0.5260777","-0.6210574","-0.5269954"
"M1094.211T893.809"," 0.2021306"," 0.8833260"," 0.7933979"," 0.2978769","-0.2863576","-0.8038417","-1.0865321"
"M272.963T113.946"," 0.23811651"," 0.99155575"," 0.29140169"," 0.06846829","-0.57152880","-0.48198442","-0.53602902"
"M549.147T750.744"," 0.1568850"," 0.9829052"," 0.2975731"," 0.3460350","-0.6038555","-0.5729769","-0.6065659"
"M553.051T758.396"," 0.1666106"," 0.9250656"," 0.2695612"," 0.1624805","-0.6392100","-0.6434822","-0.2410258"
"M263.13T940.795"," 0.20737994"," 0.84306901"," 0.22701731"," 0.31327344","-0.80613616","-0.76940251","-0.01520103"
"M445.207T780.093"," 0.2122821"," 0.9667849"," 0.3638783"," 0.2672820","-0.4720695","-0.6354381","-0.7027197"
"M631.863T318.629"," 0.4844923"," 0.6991936"," 0.3337547"," 0.1059097","-0.4079822","-0.6709586","-0.5444095"
"M843.287T936.679"," 0.3785077"," 0.9412025"," 0.4673926"," 0.3162967","-0.5379783","-1.1754601","-0.3899611"
"M483.129T913.248"," 0.54412585"," 0.96694832"," 0.70234817"," 0.07091788","-1.03533737","-1.08635436","-0.16264849"
"M1008.375T923.099"," 0.2552243"," 0.9995457"," 0.4863294"," 0.1995113","-0.4238365","-1.2617315","-0.2550428"
"M357.49T758.525"," 0.30032555"," 0.54525365"," 0.60191276","-0.12405101","-0.31412697","-0.92678669","-0.08252729"
"M447.094T753.734"," 0.40992346"," 1.24233980"," 0.08699812","-0.13256374","-0.68015332","-0.26747593","-0.65906839"
"M433.777T806.208"," 0.3337020"," 0.8268051"," 0.4354036"," 0.3290848","-0.3646783","-0.9363380","-0.6239791"
"M1045.593T1289.364"," 0.3442154"," 0.8200300"," 0.4094710"," 0.1298324","-0.5538708","-0.8064820","-0.3431959"
"M501.195T803.697"," 0.3704007"," 0.6029757"," 0.4441479"," 0.4099175","-0.4248599","-1.1762495","-0.2263324"
"M630.654T314.128"," 0.3283042"," 0.6804367"," 0.3087188"," 0.2404184","-0.5706352","-0.7143671","-0.2728758"
"M625.178T776.712"," 0.06013553"," 0.98917738","-0.03756092"," 0.51212557","-0.70611496","-0.23308865","-0.58467396"
"M399.065T319.722"," 0.08876026"," 0.93335792"," 0.58150495"," 0.30564539","-0.46129769","-0.18163470","-1.26633614"
"M1224.522T894.229"," 0.27175827"," 0.90674962"," 0.47193315"," 0.04235654","-0.61381143","-0.50073366","-0.57825249"
"M315.108T761.986"," 0.04141011"," 0.94653556"," 0.52477188"," 0.16177765","-0.74029485","-0.87161929","-0.06258106"
"M471.152T726.342"," 0.3847573"," 1.0855478"," 0.2533138"," 0.1235449","-0.4987370","-0.5086925","-0.8397343"
"M814.836T68.186","-0.2473973"," 1.1631298"," 0.5326187"," 0.5231047","-0.1554166","-1.3201676","-0.4958718"
"M679.277T1051.577"," 0.69456393"," 0.67386942"," 0.56893988"," 0.49007267","-1.59522577","-0.80709582","-0.02512431"
"M568.907T66.858"," 0.5205783"," 0.6327269"," 0.2894563"," 0.4246279","-0.3988796","-0.5896665","-0.8788434"
"M585.878T68.251"," 0.2814285"," 0.7278067"," 0.4566378"," 0.3383058","-0.3750714","-1.0258833","-0.4032241"
"M377.162T1630.7"," 0.18955915"," 1.02377329"," 0.36363257","-0.02649034","-0.71630728","-0.46513745","-0.36902993"
"M272.073T418.674"," 0.2696178"," 1.1947464"," 0.9312239","-0.6313309","-0.9567902"," 0.1715051","-0.9789721"
"M369.569T765.536"," 0.20083399"," 0.90796325"," 0.30026701","-0.04509666","-0.50233800","-0.38471722","-0.47691237"
"M427.038T293.27"," 0.09331553"," 0.91107058"," 0.36009630"," 0.33928755","-0.75004147","-0.83197872","-0.12174977"
"M383.058T256.181"," 0.1184421"," 1.2312147"," 0.3567773"," 0.2530476","-0.7138350","-0.8738364","-0.3718103"
"M513.129T730.532"," 0.3033063"," 0.4428971"," 0.5151516"," 0.2422370","-0.6196971","-0.4696493","-0.4142456"
"M684.191T618.708"," 0.6420011"," 0.3510797"," 1.3992270","-0.3287731","-0.6793075","-0.6810389","-0.7031882"
"M1144.448T942.538"," 0.40770419"," 0.87061756"," 0.69235314"," 0.06361337","-0.48126324","-1.25160278","-0.30142225"
"M613.774T885.363"," 0.2000783"," 1.0160796"," 0.1981937"," 0.1389208","-0.6293527","-0.5160974","-0.4078223"
"M1176.528T983.06"," 0.6326408"," 0.7107272"," 0.6486616"," 0.3314634","-0.6016129","-1.5927160","-0.1291642"
"M951.397T1014.118"," 0.5311550"," 0.8663474"," 0.5630877"," 0.2324092","-0.5562331","-1.4348388","-0.2019275"
"M998.841T1404.514"," 0.33569313"," 0.93845292"," 0.22719931"," 0.09544249","-0.62816552","-0.30163070","-0.66699163"
"M593.545T851.652"," 0.4894105"," 0.8569558"," 0.1356769"," 0.1719291","-0.5338913","-0.7531176","-0.3669634"
"M425.103T1191.927"," 0.2382743"," 1.0219428"," 0.3443901"," 0.1506743","-0.4915412","-0.5399135","-0.7238268"
"M389.182T799.355"," 0.04371187"," 1.05534971","-0.10868348"," 0.43612797","-0.45959848","-0.41795923","-0.54894835"
"M260.048T118.657"," 0.05333799"," 1.14503105"," 0.44416187"," 0.11703418","-0.91723896","-0.20998622","-0.63233992"
"M924.351T839.79"," 0.25666506"," 1.05528208"," 0.59563061"," 0.05476924","-0.63678845","-1.10270480","-0.22285374"
"M395.048T106.9"," 0.3066890"," 1.0403637"," 0.4189404","-0.1036921","-0.6574010","-0.5801504","-0.4247496"
"M517.897T66.885","-0.2073947"," 0.9702073"," 0.6927387"," 0.6929788","-0.6562842","-1.1455220","-0.3467240"
"M657.169T756.884"," 0.2416015"," 1.2187916","-0.0226136"," 0.1810694","-0.7610327","-0.3375551","-0.5202611"
"M353.082T316.368"," 0.20969816"," 0.93560533"," 0.42822500","-0.07806884","-0.52501297","-0.56669468","-0.40375199"
"M313.093T320.692"," 0.2075715"," 0.8374249"," 0.4019526"," 0.1234670","-0.6364639","-0.4994168","-0.4345353"
"M852.339T915.443"," 0.3420618"," 0.7793921"," 0.6588073"," 0.2157425","-0.6542350","-0.8545847","-0.4871840"
"M475.187T823.258"," 0.6484241"," 0.9321129"," 0.1886411"," 0.3206746","-0.6645035","-1.1028958","-0.3224534"
"M220.134T731.802"," 0.08331534"," 0.04610491"," 0.19753197"," 0.31856278","-0.72008995"," 0.50520780","-0.43063285"
"M998.861T1404.179"," 0.3989118"," 0.9435947"," 0.1471321"," 0.1499664","-0.6202141","-0.2747478","-0.7446431"
"M698.26T899.18"," 0.1564798"," 0.8794386"," 0.7792294"," 0.2702289","-0.5690455","-1.2135364","-0.3027948"
"M474.881T66.41"," 0.3108041"," 0.5251989"," 0.4381218"," 0.1861195","-0.3418671","-0.8630089","-0.2553683"
"M721.31T972.44"," 0.38116919"," 0.89300035"," 0.57619140","-0.09407833","-0.49776273","-0.94609864","-0.31242124"
"M621.052T106.9"," 0.2085051"," 0.9208208"," 0.3246512"," 0.2201819","-0.6265376","-0.5418092","-0.5058122"
"M289.026T88.643"," 0.01327462"," 1.08985215","-0.06788239"," 0.52464720","-0.33353212","-0.56141182","-0.66494765"
"M544.284T936.329"," 0.1457816"," 0.6532438"," 0.4381180"," 0.2815192","-0.4276202","-0.3999401","-0.6911023"
"M379.101T757.973"," 0.2869116"," 0.6889955"," 0.4145375"," 0.1191058","-0.5972115","-0.6728337","-0.2395052"
"M494.168T786.301"," 0.46684929"," 0.65304349"," 0.65155156"," 0.08083090","-0.46873613","-1.33132726","-0.05221185"
"M911.26T1004.032"," 0.3283084"," 1.0122512"," 0.4823765"," 0.2755225","-0.5024154","-1.3863817","-0.2096614"
"M1106.454T890.453"," 0.2046052"," 0.8557712"," 0.5104900"," 0.2726788","-0.6548518","-0.8220582","-0.3666351"
"M269.05T89.726"," 0.48663945"," 0.92796019"," 0.25396700"," 0.09917241","-0.61319630","-0.26993535","-0.88460740"
"M289.084T863.831"," 0.2295536"," 1.0291011"," 0.1927483"," 0.1641909","-0.5699656","-0.8163144","-0.2293139"
"M473.196T813.174"," 0.3454290"," 0.8623630"," 0.4121496"," 0.1491226","-0.9414235","-0.6345799","-0.1930608"
"M559.066T758.189"," 0.04838965"," 0.97038997"," 0.52926890"," 0.09301139","-0.77701517","-0.56086393","-0.30318082"
"M449.004T832.738"," 0.5143460"," 0.7004158"," 1.0207802"," 0.7637549","-0.4764979","-1.6009228","-0.9218761"
"M336.86T96.244"," 0.2251238"," 0.4913899"," 0.4208454"," 0.5078477","-1.0993243","-0.4920642","-0.0538183"
"M343.102T681.368"," 0.1133802"," 0.2463202"," 0.5762369"," 0.4135146","-0.5243105","-0.6902313","-0.1349100"
"M497.261T974.778"," 0.234309169"," 1.012329710"," 0.393348198"," 0.004770653","-0.577635382","-0.793882324","-0.273240025"
"M661.253T876.035"," 0.3339658"," 0.9940187"," 0.1296818"," 0.1182146","-0.5433670","-0.7541840","-0.2783297"
"M765.729T983.05"," 0.3074844"," 1.0202921"," 0.2624562"," 0.1721162","-0.7659906","-0.1595813","-0.8367770"
"M941.317T938.576"," 0.298049073"," 1.054839111"," 0.694037881"," 0.006250483","-0.591061357","-1.034012296","-0.428102894"
"M1193.041T904.79","-0.40231667"," 0.66063034"," 0.08145979"," 0.55707727","-0.40973051","-0.57653813"," 0.08941791"
"M581.283T805.632"," 0.297519591"," 0.772113202"," 0.648649019","-0.005903267","-0.611426688","-0.863062408","-0.237889449"
"M611.22T783.374"," 0.5595217"," 0.9006586","-0.2796906"," 0.3674301","-0.6784549","-0.4534948","-0.4159701"
"M564.929T1201.416"," 0.1348387"," 0.6817489"," 0.4538930"," 0.2011986","-0.5068673","-0.3992477","-0.5655641"
"M728.88T67.591"," 0.06544396"," 0.55788192"," 0.71517658"," 0.71834167","-0.56122026","-1.11333673","-0.38228714"
"M824.816T67.434","-0.16516193"," 0.62051105"," 0.59036138"," 0.73304664","-0.07223217","-1.08850312","-0.61802185"
"M938.802T67.374","-0.5882911"," 0.8087063"," 0.5939999"," 0.9282112","-0.1326115","-1.1129978","-0.4970169"
"M440.855T1728.569"," 0.74672201","-0.03512994"," 0.80557890"," 0.22212131","-0.04231488","-1.31888155","-0.37809585"
"M429.504T310.912"," 0.4327937"," 0.7884039"," 0.3645915"," 0.1183611","-0.6598977","-0.5692592","-0.4749934"
"M439.009T107.459"," 0.26381202"," 1.05388874"," 0.32941731","-0.08649931","-0.56945198","-0.51568200","-0.47548478"
"M847.188T757.14"," 0.4867122"," 0.4662835"," 0.2952335"," 0.4845404","-0.7712178","-0.5853536","-0.3761982"
"M402.053T876.272"," 0.2520605"," 0.9036275"," 0.6253627"," 0.6981959","-0.7703620","-0.9200761","-0.7888084"
"M753.298T903.043"," 0.4012070"," 0.9766732"," 0.2424191"," 0.2813430","-0.6349955","-0.9511719","-0.3154750"
"M591.2T844.598","-0.12186156"," 0.86935946"," 0.46255804"," 0.28310682","-0.83533283","-0.57183776","-0.08599215"
"M475.366T1425.395"," 0.208705164"," 1.189117193"," 0.459200336"," 0.001800289","-0.740897646","-0.576762681","-0.541162654"
"M485.063T759.194"," 0.1599822"," 0.5547183"," 0.4452137"," 0.3383922","-0.6083900","-0.7059716","-0.1839448"
"M1044.425T908.907"," 0.3836502"," 1.0741537"," 0.4142697"," 0.2077229","-0.4099590","-1.0938320","-0.5760056"
"M1331.507T909.803"," 0.02138496"," 1.04052886"," 0.28476520"," 0.16022070","-0.55838517","-0.48842700","-0.46008755"
"M507.209T930.4"," 0.3379838"," 0.6056721"," 0.4661496"," 0.4189163","-0.4489101","-1.0579072","-0.3219044"
"M238.892T97.993"," 0.06810549"," 0.98393165"," 0.26036095"," 0.46078806","-0.62230617","-0.73466690","-0.41621309"
"M1143.426T942.716"," 0.3582365"," 0.8784420"," 0.5655042"," 0.2644035","-0.5398424","-1.3173371","-0.2094067"
"M387.02T108.554"," 0.06810411"," 0.81109551"," 0.30346732"," 0.34478846","-0.59073324","-0.66767839","-0.26904378"
"M711.218T782.65","-0.02509609"," 0.90383502"," 0.69479056"," 0.45702945","-0.72623135","-0.91310400","-0.39122359"
"M890.319T900.562"," 0.4480458"," 0.8578882"," 0.6656556","-0.1655854","-0.4240881","-1.0214603","-0.3604558"
"M431.156T735.48"," 0.3340287"," 0.6390089"," 0.2452142"," 0.4454042","-0.4465825","-0.7838816","-0.4331918"
"M688.854T66.858","-0.3176358"," 0.9014098"," 0.6890157"," 0.7301421","-0.6344227","-0.9735894","-0.3949198"
"M443.058T752.856"," 0.037167136"," 1.030001431"," 0.395545794"," 0.003054805","-0.326497422","-0.613127732","-0.526144012"
"M1129.441T885.407"," 0.1622913"," 0.8556079"," 0.5666760"," 0.2009495","-0.6742961","-0.6514279","-0.4598008"
"M964.359T921.966"," 0.3451655"," 0.9088407"," 0.8436119"," 0.4744194","-0.7901636","-1.5584783","-0.2233957"
"M1613.665T937.741"," 0.2866870"," 1.0948381"," 0.8783087"," 0.2994291","-1.1438473","-1.1349725","-0.2804431"
"M671.034T89.795"," 0.05330214"," 0.89340977"," 0.21663571"," 0.35384364","-0.31071897","-0.58936301","-0.61710928"
"M420.999T106.905"," 0.007485984"," 1.320014755"," 0.188916090","-0.219417957","-0.483316231","-0.568751102","-0.244931539"
"M708.241T861.396"," 0.24423542"," 1.01176793"," 0.64944228"," 0.07190272","-0.43016919","-0.93209913","-0.61508003"
"M1136.99T908.053"," 0.1410637"," 0.9716743"," 0.1061777"," 0.2982356","-0.5511023","-0.5245377","-0.4415112"
"M851.276T990.376"," 0.1907080"," 0.7516120"," 0.7459021"," 0.4084235","-0.2520045","-1.2236925","-0.6209487"
"M614.901T67.494","-0.27645989"," 1.01770886"," 0.55774367"," 0.63417103","-0.40402899","-1.44412945","-0.08500523"
"M537.08T758.19"," 0.2588757"," 0.6321202"," 0.5794382"," 0.1416723","-0.5883498","-0.7620196","-0.2617371"
"M569.775T895.343"," 0.15566898"," 1.13024301"," 0.23144527","-0.06776537","-0.70845374","-0.37341640","-0.36772174"
"M591.465T1235.608","-0.8732969","-0.1999892","-0.7890338"," 0.2228124"," 0.2146779"," 1.0822889"," 0.3425408"
"M645.252T899.393"," 0.2876229"," 0.6167167"," 0.6918744"," 0.4036983","-0.6087200","-0.8589892","-0.5322031"
"M397.074T474.916"," 0.2688159"," 0.7756463"," 0.3435606"," 0.2484502","-0.5368366","-0.6904164","-0.4092199"
"M848.315T857.496"," 0.38366502"," 0.81274442"," 0.57171265"," 0.37503550","-0.65986963","-1.39500603","-0.08828195"
"M781.183T974.609"," 0.03323154"," 1.23388915"," 0.55764404"," 0.21090625","-0.64617853","-0.76808337","-0.62140909"
"M1130.437T924.326"," 0.2011814"," 1.0987363"," 0.5528641"," 0.2951663","-0.4234241","-1.2307126","-0.4938114"
"M693.278T872.306"," 0.28450624"," 0.91014017"," 0.47408724"," 0.08032728","-0.54230089","-0.85853191","-0.34822814"
"M432.997T107.064"," 0.34151561"," 1.08331758"," 0.15815548","-0.06571738","-0.65152238","-0.56873639","-0.29701251"
"M545.298T995.647"," 0.41759085"," 0.93012954"," 0.14486616","-0.01454638","-0.36154931","-0.55809015","-0.55840072"
"M425.046T798.077"," 0.3793073"," 1.0675646","-0.1352759"," 0.5448915","-0.7915803","-0.3628387","-0.7020685"
"M366.994T111.318"," 0.06198405"," 1.01353265"," 0.23643769"," 0.27440605","-0.58425598","-0.53721392","-0.46489054"
"M1192.04T901.764","-0.3183034"," 0.5429564"," 0.1754029"," 0.8622948","-0.6744856","-0.3720672","-0.2157979"
"M1014.782T1351.411"," 0.4678120"," 0.5589010"," 0.2967694"," 0.2514622","-0.4647725","-0.5807106","-0.5294615"
"M375.129T729.569"," 0.1664544"," 0.7838483"," 0.2912137"," 0.2471030","-0.6488658","-0.3557232","-0.4840303"
"M503.126T874.193"," 0.1956828"," 1.0935138"," 0.2265980"," 0.1877841","-0.7419715","-0.4707146","-0.4908926"
"M901.161T984.095"," 0.5222053"," 1.0525680"," 0.1711223","-0.0309058","-1.0465672","-0.1542365","-0.5141861"
"M772.366T884.107","-0.2101416"," 0.7795020"," 0.3058651"," 0.2108052","-0.5079919","-0.4161928","-0.1618460"
"M596.277T932.512"," 0.55186180","-0.05545631"," 0.22234623"," 0.48147695","-0.16586880","-0.77571685","-0.25864301"
"M609.959T835.516"," 0.6142811"," 0.8306709"," 0.2547551"," 0.3049790","-0.2508965","-1.3496187","-0.4041709"
"M516.992T825.04"," 0.5616496","-0.0728547"," 1.2699713"," 1.0689790","-0.9354270","-0.9368779","-0.9554403"
"M447.151T677.76"," 0.3356375"," 0.6830417"," 0.4647132"," 0.3046092","-0.6742756","-0.6464255","-0.4673004"
"M1162.522T896.44"," 0.26800793"," 0.85849648"," 0.38483525","-0.01109213","-0.57789554","-0.46927113","-0.45308086"
"M345.577T605.404"," 0.23370594"," 0.70081494"," 0.45711143","-0.04609514","-0.39227315","-0.48168546","-0.47157857"
"M379.565T877.71"," 0.6900275"," 1.2781392"," 0.8736101","-0.3370484","-0.3662598","-1.4196525","-0.7188161"
"M1032.753T1226.13"," 0.6393462"," 0.3502697"," 0.1566995"," 0.3995589","-0.3419727","-0.4412603","-0.7626412"
"M477.061T615.621"," 0.1011426"," 0.8899151"," 0.8957487"," 0.4096961","-0.5731725","-0.7173522","-1.0059777"
"M433.038T831.69"," 0.4020166"," 0.5213934"," 0.8907153"," 0.8700977","-0.4553756","-1.5518868","-0.6769606"
"M349.056T728.324"," 0.3235575"," 0.9096658"," 0.2623659"," 0.3773726","-0.7832628","-0.7732936","-0.3164053"
"M391.065T766.545"," 0.01056825"," 0.92268451"," 0.10021503"," 0.15004648","-0.35179906","-0.52153590","-0.31017931"
"M861.166T878.352"," 0.06418766"," 0.90736968"," 0.54230781"," 0.19878150","-0.75022857","-0.78920106","-0.17321702"
"M531.009T876.272"," 0.5190663"," 0.9981662"," 0.6449818"," 0.8117312","-0.5847116","-1.6001259","-0.7891080"
"M723.112T851.461"," 0.2429275"," 1.0305341"," 0.1012140"," 0.4468926","-0.6682747","-0.6470413","-0.5062521"
"M409.045T138.763"," 0.4699017"," 0.8313279"," 0.2546282"," 0.1193504","-0.5297049","-0.7220385","-0.4234649"
"M395.189T761.387"," 0.2622184"," 0.9604042"," 0.2608761"," 0.3365844","-0.7902600","-0.7075334","-0.3222896"
"M306.936T1813.234"," 0.33602449"," 0.79056880"," 0.36577178"," 0.08000196","-0.50447624","-0.47196006","-0.59593073"
"M559.728T1193.65"," 0.03133393"," 0.87391115"," 0.31315800"," 0.46537232","-0.13635476","-1.02675036","-0.52067029"
