"","PC1","PC2","PC3","PC4","PC5","PC6","PC7"
"M359.022T90.408",-0.031529,-0.023383,0.044681,0.0026185,-0.017684,-0.027606,0.0017561
"M564.961T1199.656",-0.018529,-0.045392,-0.037487,0.0083457,0.030509,-0.0012937,0.0042188
"M359.061T194.361",-0.028566,-0.012618,-0.0574,-0.0016635,-0.011115,0.051737,-0.0014885
"M1462.52T939.973",-0.027203,0.10207,-0.0090663,-0.056179,0.040592,0.047457,0.0020696
"M385.113T791.317",-0.028284,-0.017793,0.0084442,-0.0025587,-0.0063808,-0.023403,0.00013919
"M743.85T66.912",-0.032389,0.018783,-0.063308,0.032567,0.023508,-0.071739,-0.003934
"M203.083T418.775",-0.035983,-0.055827,-0.002633,-0.055482,0.026962,-0.034907,-0.0023424
"M341.465T625.973",-0.039184,-0.01418,0.037865,-0.042709,0.013673,-0.019586,0.0047079
"M272.959T67.281",-0.027653,0.034947,-0.077611,-0.0051825,-0.018848,-0.033281,-0.0042684
"M700.328T66.684",-0.026343,0.060913,-0.048792,-0.032304,0.01792,-0.0038742,0.0041231
"M280.987T110.997",-0.029928,-0.025005,0.019137,0.024679,-0.0058517,0.0015836,-0.0018792
"M472.886T66.482",-0.02517,0.015712,-0.040959,0.0074223,0.033174,0.042298,0.0016729
"M367.058T823.98",-0.034577,0.069726,0.022298,0.054392,-0.036716,-0.0064108,-0.0036074
"M586.884T67.938",-0.032293,0.031724,-0.0020811,0.023865,-0.018356,0.020983,-0.0031909
"M1162.845T896.125",-0.0314,-0.054757,0.0082799,-0.02596,-0.027704,0.042188,-0.003728
"M576.861T67.042",-0.028542,0.0072455,0.021923,-0.045175,0.01885,-0.018262,0.0023179
"M868.801T68.637",-0.030283,0.052461,-0.031908,-0.017573,0.019235,0.052624,0.0026872
"M1131.537T924.362",-0.028863,-0.025415,0.0064449,-0.023065,0.015063,-0.020072,-0.00238
"M1193.356T907.422",-0.02475,0.061314,0.072085,-0.056538,0.031387,0.01828,-0.0014076
"M182.994T112.283",-0.028589,-0.030611,-0.023816,0.026645,-0.015556,-0.0052722,-0.0030211
"M684.885T67.374",-0.036409,0.050923,-0.093747,0.035841,0.0035439,-0.044453,0.0010808
"M373.167T930.605",-0.03076,-0.021268,-0.0020872,-0.031913,0.03341,0.013071,-0.00094397
"M365.143T832.741",-0.039477,0.044969,-0.068749,-0.041114,0.073055,-0.040766,0.01193
"M555.17T790.902",-0.031447,-0.017828,-0.029419,0.019924,0.0082938,-0.030905,0.0024375
"M408.822T1801.685",-0.032492,-0.0094902,0.012039,0.0019869,0.0013092,-0.026735,-0.0015483
"M1084.663T1198.774",-0.023986,-0.047581,-0.059723,-0.065984,-0.042807,0.0075715,0.0029058
"M454.144T914.383",-0.038934,0.039871,0.047835,-0.013289,0.0030477,-0.010532,-0.0022211
"M886.794T67.143",-0.04149,0.023657,-0.02963,4.1597e-05,-0.046159,-0.061394,0.001679
"M526.316T1188.04",-0.0171,0.036082,-0.0011862,-0.093803,0.027804,-0.02864,0.0017131
"M631.877T67.938",-0.031838,0.079014,-0.045024,0.026597,0.025726,-0.0015858,0.0039594
"M1192.357T906.767",-0.025096,0.015086,-0.051471,-0.018876,-0.0080109,0.038349,-0.0040742
"M1009.386T967.414",-0.036949,0.049289,0.060267,-0.0084409,-0.055695,0.01993,-0.0063888
"M357.108T784.337",-0.034086,0.0022488,-0.022125,0.0031594,0.009273,-0.013492,-0.006064
"M349.072T1165.294",-0.030651,-0.0069542,0.027199,0.011405,-0.046661,0.0090731,0.00024874
"M527.309T1189.176",-0.024914,-0.013644,0.020136,-0.053647,-0.01052,-0.01175,0.0015199
"M1103.384T928.554",-0.03398,0.034266,0.019675,0.0068654,-0.021153,-0.0020593,-0.00076155
"M683.887T67.591",-0.032427,0.046965,-0.082702,0.033268,0.013495,-0.07035,-0.0032503
"M553.164T782.325",-0.030048,-0.010406,0.021294,0.013606,-0.019962,-0.03573,-0.00090873
"M644.846T66.885",-0.025077,0.030775,-0.050031,-0.03926,0.028766,-0.001442,0.0016675
"M521.022T764.729",-0.028544,-0.039789,-0.0030353,0.0059516,-0.013087,0.0071889,0.00060693
"M559.276T958.275",-0.03587,0.0045464,-0.016095,0.023969,-0.032285,-0.0026083,-0.0044728
"M943.39T965.159",-0.033985,0.054987,0.075014,0.0025933,-0.016367,0.012518,-0.0026473
"M613.983T886.617",-0.026068,-0.042494,-0.015814,0.014824,0.0068057,0.008064,-4.3081e-05
"M173.008T106.871",-0.031842,-0.015306,-0.0076344,0.01105,0.024401,-0.015273,0.0018884
"M429.486T320.767",-0.02754,-0.03372,0.0089982,0.038084,-0.015448,0.018648,-0.0019121
"M693.17T791.92",-0.029504,-0.028833,0.017629,0.065294,-0.021621,0.031857,-0.0027424
"M433.376T793.769",-0.029142,-0.010641,0.055177,0.013992,0.0092473,0.096047,0.0023547
"M760.823T66.885",-0.033504,0.022599,-0.074593,-0.020208,-0.04809,-0.026881,0.015617
"M469.095T760.602",-0.028697,0.0068729,-0.0051165,-0.028494,0.00045465,0.015353,-0.0011279
"M937.334T882.127",-0.036208,0.032904,0.015442,-0.0077277,0.0045876,0.015533,0.0044292
"M728.269T963.544",-0.035367,0.080762,0.033446,-0.024569,0.017272,-0.037865,-0.0044376
"M433.122T384.02",-0.027634,-0.019497,-0.050954,-0.067263,0.080469,-0.03104,0.0075016
"M951.343T881.927",-0.032274,0.060353,0.017584,-0.026329,0.0072155,0.013427,-0.0052558
"M401.027T415.826",-0.034278,-0.049754,0.0063473,-0.047717,0.016573,-0.044662,0.0056071
"M715.392T322.783",-0.031807,-0.02503,-0.052048,0.051634,0.047828,-0.024381,-0.00069247
"M665.182T815.828",-0.03617,0.024133,-0.0077811,0.02518,-0.037704,-0.0088068,-0.0025008
"M447.959T106.92",-0.035025,-0.019717,2.0539e-05,-0.044486,-0.043662,-0.0057238,-0.0052428
"M1296.901T900.549",-0.022881,-0.014903,-0.075007,-0.025451,0.12968,0.062134,-0.0034267
"M349.057T865.046",-0.036074,-0.0039203,-0.024194,0.02724,-0.0055377,0.028056,0.00050525
"M1014.811T1344.847",-0.024849,0.0064723,0.020815,0.0067903,0.043098,0.045567,-0.00027896
"M521.224T935.29",-0.030369,0.045177,0.0052975,-0.0060822,0.022645,0.015251,-0.0014523
"M1390.547T1005.094",-0.020737,0.01443,0.010861,0.033847,0.023283,0.09949,-0.0031646
"M313.275T1417.53",-0.027361,-0.035037,-0.021008,-0.044256,-0.014895,0.0068048,0.0015452
"M477.088T1628.76",-0.028501,-0.031148,-0.026657,-0.02778,-0.023971,-0.015977,-0.0015768
"M613.564T887.981",-0.027578,-0.030545,-0.0015325,-0.0055628,-0.018885,0.0095576,0.0011275
"M395.28T1470.273",-0.034664,0.021691,-0.022559,-0.026088,0.019334,0.0080665,-0.0015963
"M697.753T1005.082",-0.026825,-0.039184,-0.022131,-0.017023,-0.019761,0.1104,0.0044865
"M285.243T1390.408",-0.024326,-0.035168,0.0049234,-0.034208,-0.035634,0.0070345,-0.0052119
"M481.224T887.168",-0.027263,-0.01525,0.016121,-0.0057193,-0.023253,0.0044545,0.0027189
"M486.878T66.684",-0.018322,0.020905,-0.038003,-0.069319,0.023319,-0.014894,-0.0033387
"M343.103T489.112",-0.027631,0.055419,-0.015505,-0.058348,-0.012359,0.0085122,0.0068691
"M444.872T67.426",-0.025961,-0.025087,0.0090237,-0.009827,0.0029182,-0.0086134,-0.0064788
"M643.851T67.124",-0.033719,0.021689,-0.088832,-0.028226,0.0046645,-0.031601,-0.0041057
"M771.83T66.444",-0.034902,0.021183,-0.022787,-0.032218,-0.018437,-0.058883,-0.00016243
"M463.182T861.112",-0.025385,-0.037548,-0.0032863,-0.013471,-0.027655,0.087559,0.0065412
"M323.042T818.446",-0.031014,-0.014806,-0.045718,0.038886,-0.053103,-0.01074,-0.0028385
"M333.062T954.304",-0.038993,0.035452,-0.0612,-0.026201,-0.037305,0.13833,-0.0055123
"M543.282T933.008",-0.023939,-0.011591,-0.066033,0.019097,0.016184,-0.0051076,0.0016178
"M415.161T821.344",-0.029195,0.015036,-0.013566,-0.0057476,-0.010612,-0.049381,-0.0016299
"M609.153T789.212",-0.034145,-0.0026291,-0.010877,0.015929,-0.0040472,0.0027583,-0.0014275
"M714.826T66.684",-0.033554,0.011407,-0.027366,-0.012028,-0.032547,-0.069657,-0.0049933
"M454.975T107.571",-0.031,-0.037454,-0.001922,-0.0054376,-0.0057224,-0.027324,0.0012556
"M292.14T116.338",-0.031127,-0.042846,-0.019111,-0.07203,0.008502,-0.015178,0.0033603
"M501.375T66.858",-0.034201,0.042106,-0.060111,0.084531,-0.024174,0.053744,-0.0027316
"M328.886T98.013",-0.029032,-0.035635,-0.046314,-0.053296,0.0077346,0.061028,-0.00088112
"M317.064T416.942",-0.033691,-0.047586,0.069394,0.014976,0.0005511,-0.016581,-0.0046176
"M453.099T792.789",-0.027976,-0.019926,-0.0044495,-0.0044426,-0.0011023,-0.041477,-0.0014135
"M759.145T875.232",-0.042122,0.057723,0.0050867,0.04721,0.031571,0.010612,0.0012259
"M1117.54T932.512",-0.034563,0.022738,0.0025802,0.019211,0.015512,-0.00099496,-0.001836
"M1132.537T923.907",-0.030958,-0.0015841,0.029216,-0.021198,-0.0021176,-0.026737,-0.00019284
"M726.808T67.734",-0.028121,-0.007838,-0.0040598,-0.012775,-0.024421,-0.046793,0.0010664
"M824.341T916.725",-0.029616,0.0068258,0.005872,-0.052001,0.10993,0.044054,0.0017966
"M345.082T140.774",-0.033,-0.0092604,-0.0068129,0.010812,0.0069697,-0.0016777,-0.0035974
"M251.019T152.27",-0.029333,-0.018578,0.054443,-0.0042522,0.031549,0.01333,-0.00036982
"M279.164T1571.945",-0.029641,-0.041827,0.0058479,-0.022519,-0.015654,-0.0094214,-0.0012282
"M540.867T1245.744",-0.019543,-0.012814,-0.05253,-0.038136,0.067391,0.022987,0.0018811
"M238.069T801.926",-0.035453,0.0051311,-0.012697,-0.019092,0.017794,0.048351,0.0049014
"M755.7T809.167",-0.025648,0.059408,0.060081,-0.012197,0.038515,0.04251,-0.0033865
"M418.896T66.885",-0.03213,-0.015459,-0.025256,-0.019339,0.076886,-0.010185,-0.00064076
"M347.091T1147.321",-0.03234,0.015404,0.014834,-0.04972,0.024798,-0.010039,-0.00091714
"M427.009T107.872",-0.030017,-0.032137,0.036598,-0.012927,-0.013209,-0.019575,-0.0025532
"M243.065T108.531",-0.029003,-0.021397,-0.0037778,-0.041531,0.00047706,-0.019561,0.0017926
"M974.806T67.938",-0.037164,0.030405,-0.084906,-0.012036,-0.0084755,-0.022468,-0.0029947
"M741.841T67.938",-0.021764,0.043889,0.002232,-0.010498,0.016137,0.015376,-0.00079759
"M409.172T733.287",-0.030148,0.039278,-0.010708,0.010312,0.011857,0.026892,0.00017381
"M469.019T418.674",-0.028399,-0.053325,0.030569,-0.075788,0.07727,-0.0059929,0.0033311
"M775.809T66.684",-0.033125,0.018801,-0.029511,-0.035364,-0.019589,-0.086219,-0.0049789
"M435.959T107.38",-0.033969,-0.048436,0.0040276,-0.03715,-0.039762,0.0040701,0.0010499
"M676.309T1245.665",-0.025073,-0.017816,-0.022056,-0.050659,0.003869,-0.014805,-0.0053649
"M265.261T1518.666",-0.029338,-0.044424,0.0094068,0.018844,-0.02059,-0.020917,0.0012394
"M339.058T415.891",-0.033076,-0.072917,0.00359,-0.02458,0.033806,0.010451,0.0063893
"M785.833T68.422",-0.031351,0.049593,-0.011848,0.01903,0.027018,0.050476,0.0025435
"M448.965T106.062",-0.030598,-0.040123,0.038526,-0.038438,-0.029725,-0.013574,-0.0034225
"M1354.628T902.5",-0.032962,0.018072,-0.070171,0.042891,-0.033357,0.0046111,-0.0087977
"M241.108T881.116",-0.032005,-0.041657,0.00032022,-0.075577,-0.0067712,0.029496,0.0015977
"M418.894T1736.453",-0.032519,-0.012844,0.0015448,0.0046647,-0.006885,-0.049836,-0.0043844
"M562.892T1151.046",-0.022226,-0.011706,-0.042255,-0.02385,0.0011952,-0.015334,0.0069502
"M319.076T917.392",-0.047845,0.04474,0.00835,0.0044824,0.010646,-0.0017636,-0.00061172
"M405.167T106.416",-0.03318,-0.020315,0.019696,0.0441,-0.033151,0.055804,-0.0033431
"M445.095T115.802",-0.030419,0.0096757,-0.019881,-0.0047755,-0.010166,0.0024559,-0.0024554
"M505.902T66.721",-0.032475,0.028904,-0.094702,-0.0033302,-0.0012783,-0.026932,-0.0030476
"M338.938T105.668",-0.029368,-0.022707,0.039115,-0.042508,0.0032315,-0.033543,0.00038302
"M657.832T67.374",-0.025652,0.051665,-0.04066,-0.023816,0.017376,-0.0018289,0.00093554
"M885.822T66.912",-0.037194,0.041249,-0.045425,0.049704,-0.0083127,-0.036071,-0.0022195
"M385.188T793.619",-0.030407,-0.01321,-0.0017363,0.021904,-0.0072838,0.021538,0.0010235
"M541.046T1246.429",-0.022248,-0.011044,-0.018618,-0.046831,0.020836,-0.0018433,-0.001349
"M562.835T1148.266",-0.023024,-0.034056,-0.024038,-0.016271,0.0717,0.0019833,0.0041535
"M1243.514T983.057",-0.034202,0.017422,-0.016175,-0.078917,-0.025179,0.051153,-0.0006384
"M1105.431T888.552",-0.030669,0.019577,0.0088648,-0.012103,-0.0011941,0.0054386,0.00060205
"M697.905T994.286",-0.033525,-0.032122,0.051335,0.012904,-0.0027266,-0.0064758,-0.0014887
"M401.05T875.074",-0.043639,0.026331,-0.021961,-0.019656,0.046227,-0.0079401,-0.0056558
"M600.854T66.846",-0.027416,-0.0014028,0.038092,-0.0071556,-0.020026,0.055219,0.0019995
"M731.208T950.406",-0.03002,-0.010364,0.024371,0.011613,-0.020077,0.0075081,0.0028752
"M470.098T771.956",-0.031303,-0.0071036,-0.018054,-0.0077944,0.0074171,-0.043109,0.00056183
"M344.844T1719.46",-0.026183,-0.01216,-0.004149,-0.021702,-0.0062633,0.011248,-0.0028024
"M641.167T774.439",-0.030813,-0.042222,0.0084674,0.003058,0.010847,0.045476,0.0036104
"M778.832T66.858",-0.03098,0.0050665,-0.022758,-0.026339,0.022693,-0.01008,0.00075353
"M747.22T952.211",-0.032556,0.022542,-0.008966,0.060345,-0.025736,0.047875,-0.0038761
"M377.049T427.197",-0.029795,-0.0039938,-0.014423,-0.0087791,-0.044818,0.0077523,-0.0017194
"M493.23T921.818",-0.032457,0.0158,-0.031258,0.031364,-0.033297,0.02187,0.0017406
"M387.346T67.938",-0.027475,0.0048536,0.027347,0.023291,-0.014571,-0.021159,0.0001407
"M367.08T114.463",-0.030964,0.0075733,0.0092244,-0.0099522,-0.01633,0.025991,0.0002893
"M401.049T776.54",-0.033589,-0.012753,0.014403,-0.032952,-0.0057923,-0.017046,-0.0018783
"M323.019T128.103",-0.029605,-0.0020806,-0.027359,0.014795,-0.022078,-0.01959,-0.0021595
"M459.149T771.729",-0.031288,-0.01166,0.0093418,0.0061386,-0.013916,-0.028678,0.0028629
"M507.151T845.473",-0.033873,0.017998,0.0034498,0.005619,-0.0134,-0.0041938,0.00085355
"M415.27T1182.702",-0.023479,-0.058613,-0.0034057,-0.032269,0.03959,0.012218,-0.00038916
"M359.123T830.487",-0.033793,0.050648,0.007028,0.026295,-0.0070239,-0.010057,-0.0065516
"M549.174T847.493",-0.032825,-0.00070251,-0.019429,-0.022264,-0.00025692,0.003382,0.0015633
"M340.859T1719.351",-0.031585,-0.01426,-0.017793,-0.027704,-0.037267,0.0057781,0.0030606
"M702.25T942.066",-0.03109,0.0004346,-0.025314,0.0086349,-0.022703,-0.024083,0.0028265
"M453.035T765.753",-0.028098,-0.017312,-0.0010442,0.0024686,-0.026757,-0.038787,0.00024997
"M329.089T195.942",-0.02671,-0.020443,-0.0036726,-0.036417,-0.0074902,0.021152,0.0022783
"M615.152T88.13",-0.029376,-0.01873,-0.014858,0.025327,0.0175,-0.025651,8.4648e-05
"M399.092T115.22",-0.029041,-0.021563,0.018138,-0.031877,-0.013098,-0.012974,-0.0046517
"M519.896T67.425",-0.025676,0.044951,-0.026068,0.0045033,0.033157,-0.026718,-0.0011685
"M447.222T1194.448",-0.026857,-0.027993,-0.018171,0.039256,0.060717,0.028076,0.0011093
"M559.04T89.345",-0.030026,-0.0071403,0.022704,0.043497,0.042044,-0.04208,-0.00025615
"M513.235T964.262",-0.031605,0.0051163,0.01244,-0.024871,-0.013624,-0.046304,0.0006628
"M701.333T69.273",-0.029592,0.048575,-0.025194,0.016554,0.010373,0.00445,-0.00062432
"M413.108T298.268",-0.026933,0.0004267,-0.0089466,-0.085969,-0.0049517,0.0041894,0.0037956
"M434.871T1737.903",-0.030749,0.003279,0.017883,0.0074705,0.0021633,-0.045984,-0.00044077
"M353.052T831.694",-0.031618,0.073521,-0.032504,0.021028,-0.031795,0.030955,0.0044201
"M775.338T1039.594",-0.041815,0.019339,-0.052486,-0.04376,-0.036673,-0.044212,-0.0021332
"M429.074T115.482",-0.029462,-0.0048712,0.014646,0.019818,0.013536,-0.022311,0.0015746
"M475.877T67.555",-0.023876,0.01303,-0.028654,-0.05235,0.012588,-0.050509,-0.0048558
"M299.259T1433.689",-0.028878,-0.029533,-0.019746,-0.020446,0.04502,-0.065797,0.011096
"M187.905T92.369",-0.031372,-0.0047981,-0.015016,-0.081833,3.5977e-05,0.031746,-0.00087767
"M809.324T904.082",-0.032247,0.045552,0.063772,-0.025762,0.0013577,-0.011875,-0.0016652
"M493.136T809.014",-0.029202,0.024981,-0.0050895,-0.029294,-0.014374,0.015418,-0.0004757
"M438.263T1164.917",-0.026149,-0.0013049,-0.0264,0.0034123,0.12109,-0.011476,-0.0014776
"M313.094T115.286",-0.025433,-0.014925,0.00010188,-0.021159,-0.018781,0.022116,-0.0027844
"M515.105T113.414",-0.028495,-0.018019,-0.01121,-0.02173,-0.010896,0.0029869,0.0066616
"M285.909T1803.837",-0.029739,-0.027147,0.0095829,-0.01154,-0.00086515,-0.011554,-0.0017537
"M658.83T67.591",-0.028134,0.021043,-0.051432,-0.015251,0.030707,0.033822,-0.0002375
"M447.05T875.673",-0.043455,-0.0073592,-0.0067587,-0.00084706,0.024909,0.020565,0.0017718
"M795.198T1006.041",-0.026863,-0.0082901,0.033143,0.021342,0.065239,0.13604,-0.0046671
"M321.216T1624.59",-0.029105,-0.03684,0.018732,0.0019914,-0.010092,-0.021585,-0.0022811
"M615.195T761.983",-0.030692,0.015627,-0.016549,-0.015066,0.020586,0.029581,0.0070249
"M643.188T893.85",-0.02526,-0.019414,-0.044173,-0.0086557,0.031679,-0.01388,-0.0016689
"M293.177T1149.195",-0.031754,-0.012177,-0.019183,-0.072358,0.0036235,-0.026151,0.006216
"M429.121T110.997",-0.029539,-0.021392,0.012742,-0.0045735,-0.016045,-0.037138,-0.00039478
"M289.886T1868.955",-0.031428,-0.024221,-0.0029206,-0.0091535,-0.023748,-0.021196,-0.0017077
"M269.15T1584.952",-0.028062,-0.031126,-0.0069609,-0.0099336,-0.011985,-0.018867,-0.0038139
"M427.124T881.088",-0.034047,0.015582,-0.0053654,0.0051741,-0.0082351,-2.6912e-05,-0.00089089
"M246.886T1784.096",-0.029554,-0.018901,-0.0095028,-0.0036849,-0.014293,0.0099881,-0.0051548
"M318.143T1501.634",-0.028803,-0.04286,0.020025,-0.029427,-0.0025567,0.036216,-0.0023309
"M1614.109T935.709",-0.031508,0.035111,-0.002972,-0.018145,0.033128,-0.0020044,0.00054446
"M345.119T282.765",-0.027182,-0.0041866,-0.033847,-0.037039,0.01934,0.00017033,-0.00095455
"M467.051T320.771",-0.033582,-0.010044,0.004439,0.010194,0.023768,-0.044077,-0.0079264
"M293.179T1541.097",-0.029376,-0.039119,0.00020913,0.023143,-0.0040438,-0.011019,0.00099263
"M265.426T1576.148",-0.034079,-0.016962,0.037303,-0.011833,-0.083938,-0.0022019,0.0010948
"M706.816T67.734",-0.025044,0.03513,-0.00054308,-0.068118,0.011715,0.0059313,0.0010163
"M578.43T1675.044",-0.026431,0.05365,0.022545,0.034777,-0.0080207,0.075223,-0.0049728
"M707.828T66.684",-0.027459,0.022711,-0.0080654,-0.091874,-0.016104,-0.045397,-0.00017467
"M418.974T1483.997",-0.026888,-0.027814,0.073689,0.038343,0.039064,0.033976,0.0067559
"M372.9T1734.569",-0.029075,-0.018413,0.019318,-0.0046575,0.021176,-0.025579,0.00015661
